przez	بشمول	przez	بشمول	ADP	ADP
usuwanie	تنظیم	usuwać	تنظیم	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
usuwanie	ترتیب	usuwać	ترتیب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
usuwanie	اخراج	usuwać	اخراج	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
usuwanie	حذف	usuwać	حذف	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
poczucie	فہم	poczucie	فہم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ogromny	زوردار	ogromny	زوردار	ADJ;NOM;MASC;SG	ADJ
ogromny	ٹھوس	ogromny	ٹھوس	ADJ;NOM;MASC;SG	ADJ
schemat	نقشہ	schemat	نقشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schemat	تجویز	schemat	تجویز	N;NOM;MASC;SG	N;NOM;FEM;SG;3
fotografia	عکاسی.	fotografia	عکاس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przekonać	پُھسلانا	przekonać	پُھسلانا	V;PFV;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
podstawowego	اساسی	podstawowy	اساسی	ADJ;ACC;MASC;SG	ADJ
skuteczność	قصہ	skuteczność	قصہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skuteczność	قضیہ	skuteczność	قضیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przypadkowo	احیاناً	przypadkowo	احیاناً	ADV	ADV
przypadkowo	اتفاقاً	przypadkowo	اتفاقاً	ADV	ADV
niska	کمینہ	niska	کمینہ		
niska	کمینہ	niska	کمینہ		
podobieństwo	مشابہت	podobieństwo	مشابہت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatrudnienie	نوکری	zatrudnienie	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zatrudnienie	مشغولیت	zatrudnienie	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatrudnienie	مصروفیت	zatrudnienie	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatrudnienie	نوکری	zatrudnienie	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zatrudnienie	مشغولیت	zatrudnienie	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatrudnienie	روزگار	zatrudnienie	روزگار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zatrudnienie	مصروفیت	zatrudnienie	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
horror	افسردگی	horror	افسردگی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
konkretne	واضح	konkretny	واضح	ADJ;NOM;NEUT;SG	ADJ
konkretne	اصلی	konkretny	اصلی	ADJ;NOM;NEUT;SG	ADJ
konkretne	واضح	konkretny	واضح	ADJ;NOM;NEUT;SG	ADJ
dokładne	مماثل	dokładny	مماثل	ADJ;NOM;NEUT;SG	ADJ
dokładne	صحیح	dokładny	صحیح	ADJ;NOM;NEUT;SG	ADJ
skrzyżowanie	تقاطع	skrzyżowanie	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
czytać	جانچنا	czytać	جانچ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
czytać	بھانپنا	czytać	بھانپنا	V;IPFV;NFIN;ACT	V;SG;NFIN;ACT
dopuszczalna	کافی	dopuścizalny	کافی	ADJ;NOM;FEM;SG	ADJ
dopuszczalna	جائز	dopuścizalny	جائز	ADJ;NOM;FEM;SG	ADJ
zapasy	ترکاریاں	zapas	ترکاری	N;NOM;MASC;PL	N;NOM;MASC;PL;3
organiczny	منظم	organiczny	منظم	ADJ;NOM;MASC;SG	ADJ
organiczny	موروثی	organiczny	موروثی	ADJ;NOM;MASC;SG	ADJ
organiczny	آئینی	organiczny	آئینی	ADJ;NOM;MASC;SG	ADJ
organiczny	مربوط	organiczny	مربوط	ADJ;NOM;MASC;SG	ADJ
make	مارکہ	maka	مارکہ		
make	(	maka	(		
make	مارکہ	maka	مارکہ		
make	(	maka	(		
zgoda	رضامندی	zgoda	رضامندی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
face	مُکھ	faka	مُکھ		
face	بشرہ	faka	بشرہ		
face	مُکھ	faka	مُکھ		
face	بشرہ	faka	بشرہ		
face	رُو	faka	رُو		
zapewnienie	انشورنس	zapewnić	انشورنس	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
barwa	ادب	barwa	ادب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	طرز	barwa	طرز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	احساس	barwa	احساس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	صورت	barwa	صورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	خطابت	barwa	خطابت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	رُخ	barwa	رُخ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	قسم	barwa	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	زور	barwa	زور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	کلب	barwa	کلب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	رنگ	barwa	رنگ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	ادب	barwa	ادب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	طرز	barwa	طرز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	احساس	barwa	احساس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	صورت	barwa	صورت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	خطابت	barwa	خطابت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	رُخ	barwa	رُخ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	قسم	barwa	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	زور	barwa	زور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
barwa	کلب	barwa	کلب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inżynieria	انجینئری	inżynierie	انجینئری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prawdopodobieństwo	امکان	prawdopodobieństwo	امکان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prawdopodobieństwo	امکان	prawdopodobieństwo	امکان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wieczny	غیرمبدّل	wieczny	غیرمبدّل	ADJ;NOM;MASC;SG	ADJ
odkryć	جاننا	odkryć	جان	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
zrobione	جائز	zrobić	جائز	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zrobione	مناسب	zrobić	مناسب	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zjednoczenie	اتفاق	zjednoczenie	اتفاق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zjednoczenie	اتحاد	zjednoczenie	اتحاد	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zjednoczenie	اتفاق	zjednoczenie	اتفاق	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zjednoczenie	اتحاد	zjednoczenie	اتحاد	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zjednoczenie	وحدت	zjednoczenie	وحدت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zjednoczenie	اتحاد	zjednoczenie	اتحاد	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
pytaj	پوچھنا	pytać	پوچھ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
parki	کھلاباغ	park	کھلاباغ	N;NOM;MASC;PL	N
jam	گھسانا	ja	گھسانا		
jam	بھرنا.	ja	بھرنا.		
połączyć	ملانا	połączyć	ملا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
połączyć	جوڑنا	połączyć	جوڑ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
połączyć	جڑنا	połączyć	جڑ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
pozytywne	ظاہر	pozytywny	ظاہر	ADJ;NOM;NEUT;SG	ADJ
pozytywne	بامقصد	pozytywny	بامقصد	ADJ;NOM;NEUT;SG	ADJ
pozytywne	تعمیری	pozytywny	تعمیری	ADJ;NOM;NEUT;SG	ADJ
pozytywne	مثبت	pozytywny	مثبت	ADJ;NOM;NEUT;SG	ADJ
pozytywne	زائد	pozytywny	زائد	ADJ;NOM;NEUT;SG	ADJ
pozytywne	قطعی	pozytywny	قطعی	ADJ;NOM;NEUT;SG	ADJ
pozytywne	حقیقی	pozytywny	حقیقی	ADJ;NOM;NEUT;SG	ADJ
pętli	back	pętla	back		
pętli	کنڈا	pętla	کنڈا		
niepełnosprawnych	معذور	niepełnosprawny	معذور	ADJ;GEN;MASC;PL	ADJ
naczelnik	ہسپتال	naczelnik	ہسپتال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
naczelnik	اسکول	naczelnik	اسکول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozmieszczenie	کتاب	rozmieszczenie	کتاب	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
rozmieszczenie	زمین	rozmieszczenie	زمین	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wiara	اقرار	wiara	اقرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	عہد	wiara	عہد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	قول	wiara	قول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	وعدہ	wiara	وعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	اقرار	wiara	اقرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	عہد	wiara	عہد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	قول	wiara	قول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wiara	وعدہ	wiara	وعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
jesień	برسنا	jesień	برسنا		
jesień	جھکنا.	jesień	جھکنا.		
jesień	سم.	jesień	سم.		
jesień	برسنا	jesień	برسنا		
jesień	جھکنا.	jesień	جھکنا.		
jesień	سم.	jesień	سم.		
walczących	مخاصمانہ	walczyć	مخاصمانہ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ
walczących	متصادم.	walczyć	متصادم.	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ
walczących	حریفانہ	walczyć	حریفانہ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ
myślenia	افکار.	myślenie	فک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
bezpośredni	to	bezpośredni	to		
głębokie	چالاک	głęboki	چالاک	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
głębokie	اونچا	głęboki	اونچا	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
głębokie	شدید	głęboki	شدید	ADJ;NOM;NEUT;SG	ADJ
głębokie	چالاک	głęboki	چالاک	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
głębokie	اونچا	głęboki	اونچا	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
głębokie	شدید	głęboki	شدید	ADJ;NOM;NEUT;SG	ADJ
głębokie	گہرا	głęboki	گہرا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
pieszych	سپاٹ	pieszy	سپاٹ		
inicjatywa	ابتدا.	inicjatywa	ابتدا.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wdowa	بیوہ	wdowa	بیوہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wyrażenia	اظہار	wyrażenie	اظہار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyrażenia	بیان	wyrażenie	بیان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyrażenia	تصریح	wyrażenie	تصریح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porównania	مشابہت	porównanie	مشابہت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
chaos	انتشار	chaos	انتشار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
chaos	انتشار	chaos	انتشار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zarzut	استدعا	zarzut	استدعا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zarzut	عرضداشت	zarzut	عرضداشت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zarzut	الزام	zarzut	الزام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ustaw	پھیلانا	ustawa	پھیلانا	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	جوڑنا	ustawa	جوڑ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	بیٹھنا	ustawa	بیٹھ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	پھیلانا	ustawa	پھیلانا	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	جوڑنا	ustawa	جوڑ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	رکھنا	ustawa	رکھ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
ustaw	بیٹھنا	ustawa	بیٹھ	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
sztuczne	ظاہری	sztuczny	ظاہری	ADJ;NOM;NEUT;SG	ADJ
sztuczne	ظاہری	sztuczny	ظاہری	ADJ;NOM;NEUT;SG	ADJ
sztuczne	نقلی	sztuczny	نقلی	ADJ;NOM;NEUT;SG	ADJ
wyjaśnić	سمجھانا	wyjaśnić	سمجھا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
ciężki	پتھریلی	ciężki	پتھریلی	ADJ;NOM;MASC;SG	ADJ
ciężki	باوقار	ciężki	باوقار	ADJ;NOM;MASC;SG	ADJ
ciężki	سنجیدہ	ciężki	سنجیدہ	ADJ;NOM;MASC;SG	ADJ
ciężki	سخت	ciężki	سخت	ADJ;NOM;MASC;SG	ADJ
ciężki	پتھریلی	ciężki	پتھریلی	ADJ;NOM;MASC;SG	ADJ
ciężki	شدید	ciężki	شدید	ADJ;NOM;MASC;SG	ADJ
ciężki	باوقار	ciężki	باوقار	ADJ;NOM;MASC;SG	ADJ
ciężki	وزنی	ciężki	وزنی	ADJ;NOM;MASC;SG	ADJ
ciężki	سنجیدہ	ciężki	سنجیدہ	ADJ;NOM;MASC;SG	ADJ
ciężki	سخت	ciężki	سخت	ADJ;NOM;MASC;SG	ADJ
zależność	تابع	zależność	تابع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zależność	آسرا	zależność	آسرا	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zależność	اعتماد	zależność	اعتماد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
child	آل	child	آل		
child	طفل	child	طفل		
volley	شلک	volley	شلک		
zbiorowe	متفقہ	zbiorowy	متفقہ	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	مشترک	zbiorowy	مشترک	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	عمومی	zbiorowy	عمومی	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	اجتماعی	zbiorowy	اجتماعی	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	مجموعی	zbiorowy	مجموعی	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	متفقہ	zbiorowy	متفقہ	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	مشترک	zbiorowy	مشترک	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	عمومی	zbiorowy	عمومی	ADJ;NOM;NEUT;SG	ADJ
zbiorowe	اجتماعی	zbiorowy	اجتماعی	ADJ;NOM;NEUT;SG	ADJ
ostro	اُجڈ	ostro	وجج		
ostro	(	ostro	(		
ostro	گھنا	ostro	گھنا		
ostro	(	ostro	(		
ostro	خاکہ.	ostro	خاکہ.		
ostro	(	ostro	(		
ostro	غف	ostro	غف		
sucha	(	suchy	(		
sucha	(	suchy	(		
współpracownik	صحبت	współpracownik	صحبت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
techniczna	قانونی	techniczny	قانونی	ADJ;NOM;FEM;SG	ADJ
techniczna	اصولی	techniczny	اصولی	ADJ;NOM;FEM;SG	ADJ
świadomość	ہوش	świadomość	ہوش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
świadomość	آگاہی	świadomość	آگاہی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
świadomość	شعور	świadomość	شعور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
świadomość	شعور	świadomość	شعور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
świadomość	آگاہی	świadomość	آگاہی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ostre	عیار	ostry	عیار		
ostre	ڈھالو	ostry	ڈھالو		
ostre	عیار	ostry	عیار		
ostre	ڈھالو	ostry	ڈھالو		
regionalny	علاقائی	regionalny	علاقائی	ADJ;NOM;MASC;SG	ADJ
świeckich	مذہبی	świecki	مذہبی	ADJ;GEN;MASC;PL	ADJ
świeckich	روحانی	świecki	روحانی	ADJ;GEN;MASC;PL	ADJ
satelitarne	چھوٹا	satelitarny	چھوٹا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
satelitarne	طفیلی	satelitarny	طفیلی	ADJ;NOM;NEUT;SG	ADJ
satelitarne	مطیع	satelitarny	مطیع	ADJ;NOM;NEUT;SG	ADJ
łuk	کمان	łuk	کمان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
łuk	شریر	łuk	شریر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
łuk	کمان	łuk	کمان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
regionalna	علاقائی	regionalny	علاقائی	ADJ;NOM;FEM;SG	ADJ
ciepło	تپ	ciepło	تپ		
ciepło	غضب.	ciepło	غضب.		
ciepło	تپ	ciepło	تپ		
ciepło	غضب.	ciepło	غضب.		
ciepło	(	ciepło	(		
ciepło	تاؤ	ciepło	تاؤ		
ciepło	(	ciepło	(		
ciepło	تاؤ	ciepło	تاؤ		
wycofanie	واپسی	wycofać	واپسی	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
strażnik	محافظ	strażnik	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strażnik	مدافعت	strażnik	مدافعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strażnik	نگرانی	strażnik	نگرانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strażnik	چوکسی	strażnik	چوکسی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strażnik	محافظ	strażnik	محافظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szerokiej	روشن	szeroki	روشن	ADJ;GEN;FEM;SG	ADJ
szerokiej	اہم	szeroki	اہم	ADJ;GEN;FEM;SG	ADJ
szerokiej	کشادہ	szeroki	کشادہ	ADJ;GEN;FEM;SG	ADJ
szerokiej	عیاں	szeroki	عیاں	ADJ;GEN;FEM;SG	ADJ
szerokiej	وسیع	szeroki	وسیع	ADJ;GEN;FEM;SG	ADJ
szerokiej	خاص	szeroki	خاص	ADJ;GEN;FEM;SG	ADJ
szerokiej	واضح	szeroki	واضح	ADJ;GEN;FEM;SG	ADJ
szerokiej	متحملانہ	szeroki	متحملانہ	ADJ;GEN;FEM;SG	ADJ
częstotliwość	تکرار	częstotliwość	تکرار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
częstotliwość	ارتعاش	częstotliwość	ارتعاش	N;NOM;FEM;SG	N;NOM;MASC;SG;3
matematyka	اقدار	matematyka	اقدار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nowoczesne	رائج	nowoczesny	رائج	ADJ;NOM;NEUT;SG	ADJ
nowoczesne	رواں	nowoczesny	رواں	ADJ;NOM;NEUT;SG	ADJ
ostateczny	بُنیادی	ostateczny	بُنیادی	ADJ;NOM;MASC;SG	ADJ
ostateczny	آخری	ostateczny	آخری	ADJ;NOM;MASC;SG	ADJ
ostateczny	اساسی	ostateczny	اساسی	ADJ;NOM;MASC;SG	ADJ
rejestr	فرد	rejestr	فرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestr	رفتار	rejestr	رفتار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestr	فہرست	rejestr	فہرست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rejestr	فرد	rejestr	فرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestr	رفتار	rejestr	رفتار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestr	دفتر	rejestr	دفتر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejestr	فہرست	rejestr	فہرست	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rejestr	رجسٹری	rejestr	رجسٹری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rzadkie	طُرفہ.	rzadki	طُرفہ.	ADJ;NOM;NEUT;SG	ADJ
rzadkie	غیرمعمولی	rzadki	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
rzadkie	طُرفہ.	rzadki	طُرفہ.	ADJ;NOM;NEUT;SG	ADJ
rzadkie	نایاب	rzadki	نایاب	ADJ;NOM;NEUT;SG	ADJ
rzadkie	غیرمعمولی	rzadki	غیرمعمولی	ADJ;NOM;NEUT;SG	ADJ
słup	بانس	słup	بانس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
słup	لکڑی	słup	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
słup	لکڑی	słup	لکڑی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
doradca	مشیر	doradca	مشیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uderzył	چوٹ	uderzyć	چوٹ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ACT
panie	آقا	pan	آقا		
chrzest	تسمیہ	chrzest	تسمیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przegrana	شکست	przegrać	شکست	N;NOM;FEM;SG	N;NOM;FEM;SG;3
przegrana	شکست	przegrać	شکست	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sprzeczne	مخالف.	sprzeczny	مخالف.		
sprzeczne	انمل	sprzeczny	انمل		
zasadnicza	ابتدائی	zasadniczy	ابتدائی	ADJ;NOM;FEM;SG	ADJ
zasadnicza	بنیادی	zasadniczy	بنیادی	ADJ;NOM;FEM;SG	ADJ
zasadnicza	ابتدائی	zasadniczy	ابتدائی	ADJ;NOM;FEM;SG	ADJ
zasadnicza	اصلی	zasadniczy	اصلی	ADJ;NOM;FEM;SG	ADJ
zasadnicza	بنیادی	zasadniczy	بنیادی	ADJ;NOM;FEM;SG	ADJ
zniszczyć	مٹانا	zniszczyć	مٹا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
zniszczyć	مٹانا	zniszczyć	مٹا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
zniszczyć	ڈھانا	zniszczyć	ڈھانا	V;PFV;NFIN;ACT	V;SG;ACT
wyjaśnienie	توضیح	wyjaśnić	توضیح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjaśnienie	وضاحت	wyjaśnić	وضاحت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjaśnienie	توضیح	wyjaśnić	توضیح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
czynne	مشغول	czynny	مشغول	ADJ;NOM;NEUT;SG	ADJ
czynne	فعال	czynny	فعال	ADJ;NOM;NEUT;SG	ADJ
czynne	بانی	czynny	بانی	ADJ;NOM;NEUT;SG	ADJ
czynne	مستعد	czynny	مستعد	ADJ;NOM;NEUT;SG	ADJ
odbiór	قبضہ	odbiór	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odbiór	ختم	odbiór	ختم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odbiór	تصدیق	odbiór	تصدیق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odbiór	استقبال	odbiór	استقبال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odbiór	استقبال	odbiór	استقبال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odbiór	پذیرائی	odbiór	پذیرائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
piętro	میدان	piętro	میدان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
piętro	غار	piętro	غار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
salon	وضعدار	salon	وضعدار	N;NOM;MASC;SG	N
mechaniczne	آلاتی	mechaniczny	آلا	ADJ;NOM;NEUT;SG	ADJ
mechaniczne	آلاتی	mechaniczny	آلا	ADJ;NOM;NEUT;SG	ADJ
mechaniczne	مشینی	mechaniczny	مشینی	ADJ;NOM;NEUT;SG	ADJ
podłoże	کارروائی	podłoże	کارروائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
podłoże	میدان	podłoże	میدان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podłoże	مٹی	podłoże	مٹی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podłoże	غرض	podłoże	غرض	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podłoże	کارروائی	podłoże	کارروائی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
podłoże	میدان	podłoże	میدان	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podłoże	مٹی	podłoże	مٹی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podłoże	غرض	podłoże	غرض	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
paliwo	لکڑی	paliwo	لکڑی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
odzyskać	بلانا	odzyskać	بلانا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
okrążenie	لباس	okrążenie	لباس	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zwykły	منظم	zwykły	منظم	ADJ;NOM;MASC;SG	ADJ
zwykły	مستقل	zwykły	مستقل	ADJ;NOM;MASC;SG	ADJ
zwykły	مربوط	zwykły	مربوط	ADJ;NOM;MASC;SG	ADJ
zwykły	مکمل	zwykły	مکمل	ADJ;NOM;MASC;SG	ADJ
węgiel	کوئلہ	węgiel	کوئلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prosto	(	prosto	(		
prosto	(	prosto	(		
prosto	راست	prosto	راست		
porównanie	مشابہت	porównać	مشابہت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porównanie	موازنہ	porównać	موازنہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
porównanie	مقابلہ	porównać	مقابلہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
osobisty	ذاتی	osobisty	ذاتی	ADJ;NOM;MASC;SG	ADJ
prezydenckie	صدارتی	prezydencki	صدارتی	ADJ;NOM;NEUT;SG	ADJ;NOM
jądro	تخم.	jądro	تخم.		
zaangażowanie	ملاقات	zaangażowanie	ملاقات	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
