nie	nicht	nie	nicht	PART;NEG	PART;NEG
oficjalne	beamter	oficjalny	beamt	ADJ;NOM;NEUT;SG	ADJ
oficjalne	offizielles	oficjalny	offiziell	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
oficjalne	offizieller	oficjalny	offiziell	ADJ;NOM;NEUT;SG	ADJ
oficjalne	offiziellen	oficjalny	offiziell	ADJ;NOM;NEUT;SG	ADJ
pps	kkp	pps	kkp		
wymiany	tausch	wymiana	tausch		
wymiany	börse	wymiana	börsen		
bramkarz	torwart	bramkarz	torwart	N;NOM;MASC;SG	N;NOM;MASC;SG
bramkarz	torwart	bramkarz	torwart	N;NOM;MASC;SG	N;NOM;MASC;SG
katolickiej	katholischer	katolicki	katholisch	ADJ;GEN;FEM;SG	ADJ
katolickiej	katholisch	katolicki	katholisch	ADJ;GEN;FEM;SG	ADJ
zarys	gliederung	zarys	gliederung	N;NOM;MASC;SG	N;NOM;FEM;SG
młodszy	jünger	młody	jung	ADJ;NOM;CMPR;MASC;SG	ADJ
młodszy	jüngeren	młody	jung	ADJ;NOM;CMPR;MASC;SG	ADJ
procesów	prozesse	proces	prozeß	N;GEN;MASC;PL	N;PL
współpraca	mitarbeit	współpracać	mitarbeit	N;NOM;FEM;SG	N;NOM;SG
współpraca	kooperation	współpracać	kooperation	N;NOM;FEM;SG	N;SG
współpraca	mitarbeit	współpracać	mitarbeit	N;NOM;FEM;SG	N;NOM;SG
współpraca	kooperation	współpracać	kooperation	N;NOM;FEM;SG	N;SG
prowadzić	fahren	prowadzić	fahren	V;IPFV;NFIN;ACT	V;NFIN
prowadzić	antrieb	prowadzić	antreiben	V;IPFV;NFIN;ACT	V;IND;SG;3;PST;FIN
hip	hüfte	hip	hüfen		
europejska	europäisch	europejski	europäisch	ADJ;NOM;FEM;SG	ADJ
europejska	europäischen	europejski	europäisch	ADJ;NOM;FEM;SG	ADJ;NOM;SG
europejska	europäisches	europejski	europäisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
europejska	europäischer	europejski	europäisch	ADJ;NOM;FEM;SG	ADJ
zaprojektowany	gestaltet	zaprojektować	gestalten	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
samochody	fahrzeuge	samochód	fahrzeug	N;NOM;MASC;PL	N;NOM;PL
uznać	erkenne	uznać	erkennen	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
uznać	erkennen	uznać	erkennen	V;PFV;NFIN;ACT	V;NFIN
uznać	anerkennen	uznać	anerkennen	V;PFV;NFIN;ACT	V;NFIN
uznać	bestätige	uznać	bestätige	V;PFV;NFIN;ACT	V;IND;SG;3;PST;FIN
uznać	erkennen	uznać	erkennen	V;PFV;NFIN;ACT	V;NFIN
uznać	bestätigen	uznać	bestätigen	V;PFV;NFIN;ACT	V;NFIN
uznać	anerkennen	uznać	anerkennen	V;PFV;NFIN;ACT	V;NFIN
wyrok	urteil	wyrok	urteil	N;NOM;MASC;SG	N;SG
wyrok	urteil	wyrok	urteil	N;NOM;MASC;SG	N;SG
wyrok	entscheidung	wyrok	entscheidung	N;NOM;MASC;SG	N;NOM;FEM;SG
zatrudniony	engagiert	zatrudnić	engagiert	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
społeczno	sozio	społeczno	sozio		
społeczno	sozio	społeczno	sozio		
usunięcie	löschung	usunąć	löschung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
usunięcie	umzug	usunąć	umzugen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;SG
usunięcie	beseitigung	usunąć	Beseitigung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
chiński	chinesischer	chiński	chinesisch	ADJ;NOM;MASC;SG	ADJ
chiński	chinesisch	chiński	chinesisch	ADJ;NOM;MASC;SG	ADJ
brązowe	braun	brązowy	braun	ADJ;NOM;NEUT;SG	ADJ
brązowe	dunkelbraun	brązowy	dunkelbraun	ADJ;NOM;NEUT;SG	ADJ
środowisko	umwelt	środowisko	umwelt	N;NOM;NEUT;SG	N;NOM;FEM;SG
środowisko	umgebung	środowisko	Umgebung	N;NOM;NEUT;SG	N;NOM;FEM;SG
tramwaje	straßenbahnen	tramwaj	straßenbahnen	N;NOM;MASC;PL	N;NOM;PL
tramwaje	straßenbahnen	tramwaj	straßenbahnen	N;NOM;MASC;PL	N;NOM;PL
fortepian	klavier	fortepianin	klavier	N;NOM;MASC;SG	N;NOM;NEUT;SG
sprint	sprint	sprint	sprinten		
wyróżnienie	hervorhebung	wyróżnienie	hervorhebung	N;NOM;NEUT;SG	N;NOM;FEM;SG
wyróżnienie	auszeichnung	wyróżnienie	auszeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
wyróżnienie	auszeichnung	wyróżnienie	auszeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
way	way	wy	wey		
złożone	verbund	złożyć	verbinden	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
złożone	zusammengesetzte	złożyć	zusammengesetzt	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
złożone	komplexer	złożyć	komplex	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
złożone	komplex	złożyć	komplex	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
złożone	komplexes	złożyć	komplex	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
zniszczony	zerstörte	zniszczyć	zerstört	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
zniszczony	versaut	zniszczyć	versauen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
francuskie	französisch	francuski	französisch	ADJ;NOM;NEUT;SG	ADJ
francuskie	franzosen	francuski	franzosen	ADJ;NOM;NEUT;SG	ADJ
zgłoszenie	mitteilung	zgłosić	mitteilung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;SG
zgłoszenie	erklärung	zgłosić	erklärung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
zgłoszenie	bericht	zgłosić	berechen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
całkowita	gesamtbetrag	całkowity	gesamtbetrag	ADJ;NOM;FEM;SG	ADJ;V.PTCP
całkowita	gesamtsumme	całkowity	gesamtsumme	ADJ;NOM;FEM;SG	ADJ
dawne	ehemaliger	dawny	ehemalig	ADJ;NOM;NEUT;SG	ADJ
różnice	unterschiede	różnica	unterscheiden	N;NOM;FEM;PL	N;NOM
różnice	unterschiede	różnica	unterscheiden	N;NOM;FEM;PL	N;NOM
królewski	königliches	królewski	königlich	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
królewski	königlich	królewski	königlich	ADJ;NOM;MASC;SG	ADJ
wykorzystuje	verwendungen	wykorzystywać	verwendingen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
wykorzystuje	verwendet	wykorzystywać	verwenden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
skały	steine	skała	stein	N;ACC;FEM;PL	N
specjalny	besonderes	specjalny	besonder	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
specjalny	spezielles	specjalny	speziell	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
otwarte	offen	otworzyć	offen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
otwarte	aufgeschlossen	otworzyć	aufschließen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
mil	meilen	milć	meilen		
australian	australier	australianin	australier		
anime	anime	anima	anime		
płci	sex	płzcieć	sex		
mvp	mvp	mrpa	mvp		
stworzenie	schaffung	stworzenie	schaffung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N
stworzenie	wesen	stworzenie	wesen	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
ulice	straßen	ulica	straß	N;NOM;FEM;PL	N;NOM;PL
wideo	videospiele	wideo	videospiel		
wideo	videos	wideo	videos		
road	strasse	road	straß		
leśne	forstwirtschaft	leśny	forstwirtschaft	ADJ;NOM;NEUT;SG	ADJ
japońska	japanisch	japoński	japanisch	ADJ;NOM;FEM;SG	ADJ
japońska	japaner	japoński	japaner	ADJ;NOM;FEM;SG	ADJ
japońska	japanischer	japoński	japanisch	ADJ;NOM;FEM;SG	ADJ
tworzyć	erstellen	tworzyć	erstellen	V;IPFV;NFIN;ACT	V;NFIN
tworzyć	schaffen	tworzyć	schaffen	V;IPFV;NFIN;ACT	V;NFIN
tworzyć	erzeugen	tworzyć	erzeugen	V;IPFV;NFIN;ACT	V;NFIN
tworzyć	erstelle	tworzyć	erstelle	V;IPFV;NFIN;ACT	V;SG;FIN
tworzyć	anlegen	tworzyć	anlegen	V;IPFV;NFIN;ACT	V;NFIN
franche	franche	franche	franch		
płynie	fließt	płynąć	fließen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
boczne	seitlichen	boczny	seitlich	ADJ;NOM;NEUT;SG	ADJ
boczne	seitlich	boczny	seitlich	ADJ;NOM;NEUT;SG	ADJ
wykonuje	ausführen	wykonywać	ausführen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
wykonuje	ausführt	wykonywać	ausführen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wykonuje	durchführt	wykonywać	durchführen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
nadwozia	körper	nadwóziać	körp		
analiza	analyse	analiza	analyse	N;NOM;FEM;SG	N;NOM;FEM;SG
analiza	auswertung	analiza	auswertung	N;NOM;FEM;SG	N;FEM;SG
analiza	analyse	analiza	analyse	N;NOM;FEM;SG	N;NOM;FEM;SG
żelaza	eisen	żelazo	eise		
żelaza	bügeleisen	żelazo	bügeleisen		
zdobycie	eroberung	zdobyć	Eroberung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
znowu	wieder	znowu	wieder	ADV	ADV
opowiadania	erzählungen	opowiadanie	erzählingen	N;NOM;NEUT;PL	N;NOM;FEM;PL
srebro	silber	srebro	silber		
różnica	unterschiede	różnica	unterscheiden	N;NOM;FEM;SG	N;NOM
naturalnych	natürlichen	naturalny	natürlich	ADJ;GEN;MASC;PL	ADJ
naturalnych	natürlicher	naturalny	natürlich	ADJ;GEN;MASC;PL	ADJ
standard	norm	standard	norm		
ucieczki	flucht	ucieczka	fluchen	N;ACC;FEM;SG	N
minimum	minimum	minimum	minimum		
minimum	mindest	minimum	mindest		
minimum	minimum	minimum	minimum		
inżynierii	ingenieur	inżynieria	ingenieur		
ugrupowania	gruppierung	ugrupowanie	gruppierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
graczy	spielern	gracz	spielern	N;ACC;MASC;PL	N;PL
wywiad	interview	wywiad	interveiwen	N;NOM;MASC;SG	N;SG
wywiad	befragung	wywiad	befragung	N;NOM;MASC;SG	N;NOM;FEM;SG
wywiad	gespräch	wywiad	gespräch	N;NOM;MASC;SG	N;NOM;NEUT;SG
dyskusję	diskussion	dyskusja	diskussion	N;ACC;FEM;SG	N
bronił	verteidigt	bronić	verteidigen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
bronił	verteidigte	bronić	verteidigen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
uznanie	würdigung	uznanie	würdigung	N;NOM;NEUT;SG	N;FEM;SG
uznanie	aufwertung	uznanie	aufwertung	N;NOM;NEUT;SG	N;SG
krytyków	kritik	krytyk	kritik	N;ACC;MASC;PL	N
administracyjne	administrativen	administracyjny	administrativ	ADJ;NOM;NEUT;SG	ADJ
szwajcarski	schweizer	szwajcarski	schweizer	ADJ;NOM;MASC;SG	ADJ
nauczania	lehre	nauczanie	lehr	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
nauczania	lehrplan	nauczanie	lehrplan	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N
chrześcijan	christen	chrześcijanin	christ		
grecki	griechisch	grecki	griechisch	ADJ;NOM;MASC;SG	ADJ
wierszy	zeilen	wierszyć	zeilen	N;GEN;MASC;PL	N;PL
chiny	porzellan	chiny	porzellan		
chiny	chinesen	chiny	chinese		
przyjaciel	freundin	przyjaciel	Freundin	N;NOM;MASC;SG	N;NOM;FEM;SG
zastosowania	verwendung	zastosowanie	verwendung	N;GEN;NEUT;SG	N;SG
przednie	vorderen	przedni	vorder	ADJ;NOM;NEUT;SG	ADJ
pełna	voll	pełny	voll	ADJ;NOM;FEM;SG	ADJ
pełna	vollständig	pełny	vollständig	ADJ;NOM;FEM;SG	ADJ
nosił	getragen	nosić	tragen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
nosił	trug	nosić	tragen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
wsparcie	betreuung	wesprzeć	betreuung	N;NOM;NEUT;SG	N;SG
wsparcie	sicherung	wesprzeć	sicherung	N;NOM;NEUT;SG	N;FEM;SG
orła	adler	orzeł	adle		
czerwona	rot	czerwony	rot	ADJ;NOM;FEM;SG	ADJ
dodatek	anlage	dodatek	anlage	N;NOM;MASC;SG	N;NOM;FEM;SG
dodatek	zusatzstoffe	dodatek	zusatzstoff	N;NOM;MASC;SG	N;NOM;SG
jury	jury	jury	jury		
przygotowania	aufbereitung	przygotowanie	aufbereitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
przygotowania	vorbereitung	przygotowanie	vorbereitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
przygotowania	zubereitung	przygotowanie	zubereitung	N;NOM;NEUT;SG	N;SG
przygotowania	vorbereitung	przygotowanie	vorbereitung	N;NOM;NEUT;SG	N;NOM;FEM;SG
odpowiednie	angebracht	odpowiedni	anbringen	V;PFV;IND;SG;FIN;ACT	V;V.PTCP
siłę	kräfte	siła	krafen	N;ACC;FEM;SG	N
doprowadziło	führte	doprowadzić	führen	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
doprowadziło	geleitet	doprowadzić	geleiten|leiten	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
doprowadziło	geführt	doprowadzić	führen	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
eksploatacji	ausnutzung	eksploatacja	ausnutzung	N;GEN;FEM;SG	N
biblii	bibel	biblia	bibel		
uzyskania	erlangung	uzyskać	erlangung	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N
dorosłych	erwachsener	dorosły	erwachsener	ADJ;GEN;MASC;PL	ADJ
dorosłych	erwachsenen	dorosły	erwachsen	ADJ;GEN;MASC;PL	ADJ
dorosłych	erwachsener	dorosły	erwachsener	ADJ;GEN;MASC;PL	ADJ
dorosłych	erwachsenen	dorosły	erwachsen	ADJ;GEN;MASC;PL	ADJ
indie	indie	indie	indie		
księżniczka	prinzessin	księżniczka	prinzessin	N;NOM;FEM;SG	N;NOM;FEM;SG
gubernator	generalgouverneur	gubernator	generalgouverneur	N;NOM;MASC;SG	N;NOM;MASC;SG
kościuszki	kosciuszko	kościuszka	kosciuszko		
żył	gelebt	żyć	peben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
żył	lebte	żyć	leben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rozmiar	größe	rozmiar	groß	N;NOM;MASC;SG	N;NOM;FEM;SG
turnieje	wettkämpfe	turnieć	wettkampf	N;NOM;MASC;PL	N;NOM
prowadzący	führend	prowadzić	führend	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
prowadzący	führender	prowadzić	führend	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
poświęcił	geopfert	poświęcić	pferen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
finansowych	finanziell	finansowy	finanziell	ADJ;GEN;MASC;PL	ADJ
finansowych	finanziellen	finansowy	finanziell	ADJ;GEN;MASC;PL	ADJ
lepsze	besser	dobry	gut	ADJ;NOM;CMPR;MASC;SG	ADJ
lepsze	besseren	dobry	gut	ADJ;NOM;CMPR;MASC;SG	ADJ
środek	massnahme	środek	massnahm	N;NOM;MASC;SG	N;NOM;FEM;SG
historycznej	altstadt	historyczny	altstadt	ADJ;GEN;FEM;SG	ADJ
znaleziono	gefunden	znaleźć	finden	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
produkty	produkt	produkt	produkt	N;NOM;MASC;PL	N
produkty	produkte	produkt	produkt	N;NOM;MASC;PL	N;NOM;NEUT;PL
produkty	produkte	produkt	produkt	N;NOM;MASC;PL	N;NOM;NEUT;PL
produkty	erzeugnisse	produkt	erzeugnis	N;NOM;MASC;PL	N;NOM;PL
produkty	produkt	produkt	produkt	N;NOM;MASC;PL	N
zainteresowanie	zinssatz	zainteresowanie	zinssatz	N;NOM;NEUT;SG	N;SG
ruiny	ruin	ruina	ruin	N;ACC;FEM;PL	N
duński	dänisch	duński	dänisch	ADJ;NOM;MASC;SG	ADJ
duński	dänischer	duński	dänisch	ADJ;NOM;MASC;SG	ADJ
duński	dänischen	duński	dänisch	ADJ;NOM;MASC;SG	ADJ;MASC
billboard	plakat	billboard	plakat	N;NOM;MASC;SG	N;NOM;NEUT;SG
powietrze	luft	powietrze	lüfen	N;NOM;NEUT;SG	N;NOM;FEM;SG
ciekawe	interessanten	ciekawy	interessant	ADJ;NOM;NEUT;SG	ADJ
ciekawe	interessanter	ciekawy	interessant	ADJ;NOM;NEUT;SG	ADJ
ciekawe	interessantes	ciekawy	interessant	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ciekawe	interessant	ciekawy	interessant	ADJ;NOM;NEUT;SG	ADJ
ciekawe	neugierig	ciekawy	neugierig	ADJ;NOM;NEUT;SG	ADJ
ciekawe	sonderbar	ciekawy	sonderbar	ADJ;NOM;NEUT;SG	ADJ
ciekawe	merkwürdig	ciekawy	merkwürdig	ADJ;NOM;NEUT;SG	ADJ
ciekawe	seltsam	ciekawy	seltsam	ADJ;NOM;NEUT;SG	ADJ
alias	decknamen	alias	decknamen		
alias	aka	alias	aka		
włączony	eingeschaltet	włączyć	einschalten	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
włączony	aktiviert	włączyć	aktivieren	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
odpowiedzialny	verantwortlich	odpowiedzialny	verantwortlich	ADJ;NOM;MASC;SG	ADJ
odpowiedzialny	verantwortlicher	odpowiedzialny	verantwortlicher	ADJ;NOM;MASC;SG	ADJ
rzut	wurf	rzut	werfen	N;NOM;MASC;SG	N;SG
indywidualny	einzelnen	indywidualny	einzeln	ADJ;NOM;MASC;SG	ADJ
indywidualny	einzelperson	indywidualny	einzelperson	ADJ;NOM;MASC;SG	ADJ
indywidualny	individuell	indywidualny	individuell	ADJ;NOM;MASC;SG	ADJ
misja	aufgabe	misja	aufgaben	N;NOM;FEM;SG	N;NOM;FEM;SG
misja	auftrag	misja	auftragen	N;NOM;FEM;SG	N;MASC;SG
gigant	giant	gigant	gehnen		
gigant	riese	gigant	rusen		
gigant	riesen	gigant	riesen		
najstarszych	ältester	stary	alt	ADJ;ACC;CMPR;MASC;PL	ADJ
zaburzenia	erkrankungen	zaburzyć	erkrankung	N;NOM;NEUT;PL	N;NOM;FEM;PL
silne	stark	silny	stark	ADJ;NOM;NEUT;SG	ADJ
specjalista	facharzt	specjalista	facharzen	N;NOM;MASC;SG	N
specjalista	spezialisten	specjalista	spezialist	N;NOM;MASC;SG	N
działała	handelte	działać	handeln	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
działała	agierte	działać	agieren	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
działała	gehandelt	działać	handeln	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
wskazują	angeben	wskazywać	angeben	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
wagonów	waggons	wagon	waggons	N;GEN;MASC;PL	N
relacje	beziehungen	relacja	beziehungen	N;NOM;FEM;PL	N;NOM;FEM;PL
relacje	relationen	relacja	relationen	N;NOM;FEM;PL	N;NOM;PL
relacje	beziehungen	relacja	beziehungen	N;NOM;FEM;PL	N;NOM;FEM;PL
relacje	beziehungen	relacja	beziehungen	N;NOM;FEM;PL	N;NOM;FEM;PL
kamienia	steine	kamień	stein	N;GEN;MASC;SG	N
skrzydeł	flügeln	skrzydło	flügeln		
dystrykt	landkreis	dystrykt	landkreis	N;NOM;MASC;SG	N
zastosowano	angewandt	zastosować	anwenden	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
zastosowano	angewendet	zastosować	anwenden	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
stade	stade	stade	stade		
udaje	vorgetäuscht	udawać	vortäuschen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
udaje	vortäuschen	udawać	vortäuschen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
udaje	vorzugeben	udawać	vorgeben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
udaje	ausgibt	udawać	ausgeben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
udaje	vorgetäuscht	udawać	vortäuschen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
udaje	vortäuschen	udawać	vortäuschen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
udaje	vorgeben	udawać	vorgeben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
katalog	ordner	katalog	ordner	N;NOM;MASC;SG	N
katalog	mappe	katalog	mappe	N;NOM;MASC;SG	N;SG
gospodarstwa	landgut	gospodarstwo	landgut	N;NOM;NEUT;SG	N;NOM;NEUT;SG
wewnętrzne	inneneinrichtung	wewnętrzny	inneneinrichtung	ADJ;NOM;NEUT;SG	ADJ
wewnętrzne	innenausstattung	wewnętrzny	innenausstattung	ADJ;NOM;NEUT;SG	ADJ
wewnętrzne	innenraum	wewnętrzny	innenraum	ADJ;NOM;NEUT;SG	ADJ
wewnętrzne	inneren	wewnętrzny	inner	ADJ;NOM;NEUT;SG	ADJ
wewnętrzne	interner	wewnętrzny	intern	ADJ;NOM;NEUT;SG	ADJ
wewnętrzne	intern	wewnętrzny	intern	ADJ;NOM;NEUT;SG	ADJ
unesco	unesco	unesco	unesco		
popularne	beliebtes	popularny	beliebt	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
popularne	beliebt	popularny	belieben	ADJ;NOM;NEUT;SG	ADJ
popularne	beliebter	popularny	beliebter	ADJ;NOM;NEUT;SG	ADJ
popularne	angesagt	popularny	ansagen	ADJ;NOM;NEUT;SG	ADJ
project	vorhaben	project	vorhaben		
kar	kar	kara	kar		
pov	pov	pov	pov		
zdolność	kapazität	zdolność	kapazität	N;NOM;FEM;SG	N;NOM;FEM;SG
zdolność	befähigung	zdolność	befähigung	N;NOM;FEM;SG	N;NOM;FEM;SG
kraje	länder	kraj	land	N;NOM;MASC;PL	N;NOM;NEUT;PL
kraje	ländern	kraj	ländern	N;NOM;MASC;PL	N;PL
górne	oberer	górny	ober	ADJ;NOM;NEUT;SG	ADJ
autorka	autor	autorka	autor	N;NOM;FEM;SG	N;NOM;MASC;SG
uznaje	erkennt	uznawać	erkennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
uznaje	anerkennt	uznawać	anerkennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
uznaje	erkennt	uznawać	erkennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
uznaje	anerkennt	uznawać	anerkennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
utrzymanie	wartung	utrzymać	wartung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;SG
metro	subway	metro	subway		
kino	kino	kino	kino	N;NOM;NEUT;SG	N;NOM;NEUT;SG
cara	zar	carać	zar		
publiczne	öffentlicher	publiczny	öffentlich	ADJ;NOM;NEUT;SG	ADJ
publiczne	öffentlichkeit	publiczny	öffentlichkeit	ADJ;NOM;NEUT;SG	ADJ
publiczne	öffentlich	publiczny	öffentlich	ADJ;NOM;NEUT;SG	ADJ
grzbiet	grat	grzbiet	grat	N;NOM;MASC;SG	N;SG
propozycja	empfehlung	propozycja	empfehlung	N;NOM;FEM;SG	N;NOM;FEM;SG
test	test	test	test	N;NOM;MASC;SG	N
test	prüfung	test	prüfung	N;NOM;MASC;SG	N;SG
dostępna	vorhanden	dostępny	vorhanden	ADJ;NOM;FEM;SG	ADJ
dostępna	verfügbar	dostępny	verfügbar	ADJ;NOM;FEM;SG	ADJ
dostępna	erhältlich	dostępny	erhältlich	ADJ;NOM;FEM;SG	ADJ
dostępna	zugänglich	dostępny	zugänglich	ADJ;NOM;FEM;SG	ADJ
dostępna	erreichbar	dostępny	erreichbar	ADJ;NOM;FEM;SG	ADJ
mac	mac	mac	Mac		
gazu	gas	gaz	gesen		
gazu	erdgas	gaz	erdgas		
myśl	gedanken	myśleć	panken	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
myśl	gedacht	myśleć	denken|gedenken	V;IPFV;IMP;SG;2;FIN;ACT	V;V.PTCP
myśl	denken	myśleć	denken	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
wolno	verlangsamen	wolno	verlangsam	V;IND;PRS;FIN	V;NFIN
gospodarcze	wirtschaftlich	gospodarczy	wirtschaftlich	ADJ;NOM;NEUT;SG	ADJ
wolne	frei	wolny	frei	ADJ;NOM;NEUT;SG	ADJ
wolne	kostenlos	wolny	kostenlos	ADJ;NOM;NEUT;SG	ADJ
kal	kal	kal	kal		
letnie	sommerferien	letni	sommerferien	ADJ;NOM;NEUT;SG	ADJ
miejscowych	einheimischen	miejscowy	einheimisch	ADJ;GEN;MASC;PL	ADJ
dead	tote	dead	tot		
idzie	geht	iść	gehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
błogosławiony	selig	błogosławić	selig	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
wpływy	einfluß	wpływ	einfluß	N;NOM;MASC;PL	N
wpływy	einflüsse	wpływ	einfluß	N;NOM;MASC;PL	N;NOM;MASC;PL
wpływy	einfluß	wpływ	einfluß	N;NOM;MASC;PL	N
przyznał	zugegeben	przyznać	zugeben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
przyznał	aufgenommen	przyznać	aufnehmen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
przyznał	zugelassen	przyznać	zulassen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
stóp	füsse	stóp	füssen		
stóp	füße	stóp	füß		
stóp	füssen	stóp	füssen		
wybrano	auserwählt	wybrać	auserwählen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wybrano	ausgewählt	wybrać	auswählen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wybrano	erwählt	wybrać	erwählen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
