pro	für	pro	für	ADP;ACC	ADP
vstupu	eintrag	vstup	eintrag	N;INAN;GEN;MASC;SG;POS	N
užívá	genießt	užívat	genießen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
užívá	geniesst	užívat	genießt	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
užívá	genießt	užívat	genießen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
užívá	genießen	užívat	genießen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
užívá	geniessen	užívat	geniessen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
vpravo	recht	vpravo	recht	ADV	ADV
vpravo	richtig	vpravo	richtig	ADV	ADV
vpravo	rechts	vpravo	rechts	ADV	ADV
dosažení	verwirklichung	dosažení	verwirklichung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
dosažení	leistung	dosažení	leistung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
čtvrtý	vierter	čtvrtý	viert	ADJ;ANIM;NOM;MASC;SG	ADJ
čtvrtý	vierte	čtvrtý	viert	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
čtvrtý	viertes	čtvrtý	viert	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
pěší	fußgängerzone	pěší	fußgängerzone	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
pěší	fußgänger	pěší	fußgänger	ADJ;NOM;MASC;SG;POS	ADJ
mužské	männlichen	mužský	männlich	ADJ;NOM;MASC;PL;POS	ADJ
mužské	männliche	mužský	männlich	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
mužské	männlich	mužský	männlich	ADJ;NOM;MASC;PL;POS	ADJ
mužské	rüde	mužský	rüde	ADJ;NOM;MASC;PL;POS	ADJ
historická	historisches	historický	historisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
historická	altstadt	historický	altstadt	ADJ;NOM;FEM;SG;POS	ADJ
historická	historischen	historický	historisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
historická	historisches	historický	historisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
historická	historischen	historický	historisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
napsat	schreiben	napsat	schreiben	V;POS;NFIN	V;NFIN
napsat	schreibe	napsat	schreibe	V;POS;NFIN	V;IND;SG;3;PRS;FIN
napsat	verfassen	napsat	verfassen	V;POS;NFIN	V;NFIN
napsat	schreib	napsat	schreib	V;POS;NFIN	V;IND;SG;2;FIN
šíření	ausbreitung	šíření	ausbreitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
šíření	ausbreitung	šíření	ausbreitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
šíření	verbreitung	šíření	verbreitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
šíření	vermehrung	šíření	vermehrung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
šíření	verbreitung	šíření	verbreitung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vytváření	schaffung	vytváření	schaffung	N;NOM;NEUT;SG;POS	N
podpory	hilfe	podpora	helfen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
podpory	betreuung	podpora	betreuung	N;NOM;FEM;SG;POS	N;SG
námořnictvo	marine	námořnictvo	marin	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
pravidelné	regulär	pravidelný	regulär	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	regelmäßige	pravidelný	regelmäßig	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
pravidelné	reguläre	pravidelný	regulär	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
pravidelné	regelmäßiger	pravidelný	regelmäßig	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	regelmäßig	pravidelný	regelmäßig	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	periodisch	pravidelný	periodisch	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	zeitschrift	pravidelný	zeitschrefen	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	periodische	pravidelný	periodisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
pravidelné	regelmäßige	pravidelný	regelmäßig	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
pravidelné	periodischen	pravidelný	periodisch	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	periodisch	pravidelný	periodisch	ADJ;NOM;MASC;PL;POS	ADJ
pravidelné	periodische	pravidelný	periodisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
pravidelné	regelmäßig	pravidelný	regelmäßig	ADJ;NOM;MASC;PL;POS	ADJ
ústavy	institutionen	ústava	institution	N;NOM;FEM;PL;POS	N;NOM;PL
absolutní	absoluten	absolutní	absolut	ADJ;NOM;MASC;SG;POS	ADJ
absolutní	absolutes	absolutní	absolut	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
absolutní	absoluter	absolutní	absolut	ADJ;NOM;MASC;SG;POS	ADJ
absolutní	absolute	absolutní	absolut	ADJ;NOM;MASC;SG;POS	ADJ;NOM;SG
banky	banken	banka	banken	N;NOM;FEM;PL;POS	N;PL
banky	banken	banka	banken	N;NOM;FEM;PL;POS	N;PL
normální	normaler	normální	normal	ADJ;NOM;MASC;SG;POS	ADJ
normální	normalen	normální	normal	ADJ;NOM;MASC;SG;POS	ADJ
normální	normales	normální	normal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
normální	normal	normální	normal	ADJ;NOM;MASC;SG;POS	ADJ
udělal	tat	udělat	tun	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
udělal	hergestellt	udělat	herstellen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	machte	udělat	machen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
udělal	gemacht	udělat	machen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	geschafft	udělat	schaffen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	erledigt	udělat	erledigen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	getan	udělat	tun	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	gemacht	udělat	machen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
udělal	geschafft	udělat	schaffen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zbraň	kanone	zbraň	kanone	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
společenské	soziales	společenský	sozial	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
společenské	sozialer	společenský	sozial	ADJ;NOM;FEM;SG;POS	ADJ
společenské	sozial	společenský	sozial	ADJ;NOM;FEM;SG;POS	ADJ
lokální	lokal	lokální	lokal	ADJ;NOM;MASC;SG;POS	ADJ
lokální	lokales	lokální	lokal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
průměrný	durchschnittlich	průměrný	durchschnittlich	ADJ;INAN;NOM;MASC;SG;POS	ADJ
sílu	kräfte	síla	krafen	N;ACC;FEM;SG;POS	N
způsobuje	verursachen	způsobovat	verursachen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
způsobuje	verursacht	způsobovat	verursachen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
způsobuje	verursachen	způsobovat	verursachen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
způsobuje	ursachen	způsobovat	ursechen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
způsobuje	verursacht	způsobovat	verursachen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
modrá	blau	modrý	blau	ADJ;NOM;FEM;SG;POS	ADJ
modrá	blauen	modrý	blau	ADJ;NOM;FEM;SG;POS	ADJ
plány	pläne	plán	pläne	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
plány	entwürfe	plán	entwürfen	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
plány	pläne	plán	pläne	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
družstvo	kader	družstvo	kader	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
družstvo	einheit	družstvo	einheit	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
řídí	fährt	řídit	fahren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vládl	regiert	vládnout	regieren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vládl	beherrscht	vládnout	beherrschen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vládl	regierte	vládnout	regieren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
palubě	vorstand	paluba	vorstehen	N;DAT;FEM;SG;POS	N;SG
svatá	heilig	svatý	heilig	ADJ;NOM;FEM;SG;POS	ADJ
svatá	heiligen	svatý	heilig	ADJ;NOM;FEM;SG;POS	ADJ
svatá	heiliger	svatý	heilig	ADJ;NOM;FEM;SG;POS	ADJ
svatá	heiligen	svatý	heilig	ADJ;NOM;FEM;SG;POS	ADJ
svatá	heiliger	svatý	heilig	ADJ;NOM;FEM;SG;POS	ADJ
big	großen	big	groß	ADJ;POS	ADJ;PL
big	große	big	groß	ADJ;POS	ADJ;NOM;FEM;PL
big	groß	big	groß	ADJ;POS	ADJ
big	großes	big	groß	ADJ;POS	ADJ;NOM;NEUT;SG
nákladní	luftfracht	nákladní	luftfracht	ADJ;NOM;FEM;SG;POS	ADJ
nákladní	fracht	nákladní	frachen	ADJ;NOM;FEM;SG;POS	ADJ
nákladní	güterbeförderung	nákladní	güterbeförderung	ADJ;NOM;FEM;SG;POS	ADJ
nákladní	güterverkehr	nákladní	güterverkehr	ADJ;NOM;FEM;SG;POS	ADJ
evropský	europäisch	evropský	europäisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
evropský	europäischen	evropský	europäisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;SG
evropský	europäisches	evropský	europäisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
evropský	europäischer	evropský	europäisch	ADJ;INAN;NOM;MASC;SG;POS	ADJ
podání	antragstellung	podání	antragstellung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
podání	einreichung	podání	einreichung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
drží	halten	držet	halten	V;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
povolení	zulassung	povolení	zulassung	N;NOM;NEUT;SG;POS	N
povolení	bewilligung	povolení	bewilligung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
štěstí	glück	štěstí	glück	N;NOM;NEUT;SG;POS	N;NOM;SG
štěstí	glück	štěstí	glück	N;NOM;NEUT;SG;POS	N;NOM;SG
štěstí	glück	štěstí	glück	N;NOM;NEUT;SG;POS	N;NOM;SG
trek	wanderung	trek	wanderung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
přenos	überweisung	přenos	überweisung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
krve	blut	krev	bluten	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
vyhlášení	mitteilung	vyhlášení	mitteilung	N;NOM;NEUT;SG;POS	N;FEM;SG
vyhlášení	publikation	vyhlášení	publikation	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
jiní	andere	jiný	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
jiní	anderen	jiný	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
jiní	sonstige	jiný	sonstig	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
desítky	zehntausende	desítka	zehntausend	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
oči	augen	oko	augen	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
polská	polnisch	polský	polnisch	ADJ;NOM;FEM;SG;POS	ADJ
polská	polnisches	polský	polnisch	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
zastoupení	darstellung	zastoupení	darstellung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zastoupení	vertretung	zastoupení	vertretung	N;NOM;NEUT;SG;POS	N;FEM;SG
pocit	gefühl	pocit	Gefühl	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
vojáky	soldaten	voják	soldat	N;ANIM;ACC;MASC;PL;POS	N;PL
modely	modelle	model	modell	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
modely	modellen	model	modell	N;INAN;NOM;MASC;PL;POS	N;PL
opustit	verlassen	opustit	verlassen	V;PFV;POS;NFIN	V;NFIN
opustit	hinterlassen	opustit	hinterlassen	V;PFV;POS;NFIN	V;V.PTCP
opustit	weggehen	opustit	weggehen	V;PFV;POS;NFIN	V;NFIN
oddíl	kader	oddíl	kader	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
oddíl	einheit	oddíl	einheit	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
socialistické	sozialistischer	socialistický	sozialistisch	ADJ;NOM;FEM;SG;POS	ADJ
zajistit	sicherstellen	zajistit	sicherstellen	V;PFV;POS;NFIN	V;NFIN
zajistit	sorgen	zajistit	sorgen	V;PFV;POS;NFIN	V;NFIN
zajistit	gewährleisten	zajistit	gewährleisten	V;PFV;POS;NFIN	V;NFIN
zajistit	sichern	zajistit	sichern	V;PFV;POS;NFIN	V;NFIN
nosí	trägt	nosit	tragen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
představují	repräsentieren	představovat	repräsentieren	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
zkoušky	prozesse	zkouška	prozeß	N;NOM;FEM;PL;POS	N;PL
zkoušky	tests	zkouška	tests	N;NOM;FEM;PL;POS	N
zkoušky	test	zkouška	test	N;NOM;FEM;PL;POS	N
zkoušky	tests	zkouška	tests	N;NOM;FEM;PL;POS	N
podzemní	unterirdisch	podzemní	unterirdisch	ADJ;NOM;MASC;SG;POS	ADJ
podzemní	untergrund	podzemní	untergrund	ADJ;NOM;MASC;SG;POS	ADJ
podzemní	tiefgarage	podzemní	tiefgarage	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
podzemní	unterirdisch	podzemní	unterirdisch	ADJ;NOM;MASC;SG;POS	ADJ
podzemní	unterirdischen	podzemní	unterirdisch	ADJ;NOM;MASC;SG;POS	ADJ
vaše	ihre	tvůj	ihr	DET;NOM;SG;2	DET;NOM;FEM;SG
vaše	ihrer	tvůj	ihr	DET;NOM;SG;2	DET;NOM;MASC;SG
vaše	ihre	tvůj	ihr	DET;NOM;SG;2	DET;NOM;FEM;SG
vaše	ihrer	tvůj	ihr	DET;NOM;SG;2	DET;NOM;MASC;SG
portrét	porträt	portrét	porträt	N;INAN;NOM;MASC;SG;POS	N;SG
rezignoval	zurückgetreten	rezignovat	zurücktreten	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
rezignoval	gekündigt	rezignovat	kündigen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
rezignoval	trat	rezignovat	treten	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
čtení	lesung	čtení	lesung	N;NOM;NEUT;SG;POS	N;SG
system	system	system	system	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
zastávky	haltestellen	zastávka	haltestellen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
mnozí	viele	mnohý	viel	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;INDF;PL
mnozí	zahlreiche	mnohý	zahlreich	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
výjimečně	ausnahmsweise	výjimečně	ausnahmsweise	ADV;POS	ADV
boční	seitlichen	boční	seitlich	ADJ;NOM;MASC;SG;POS	ADJ
boční	seitlich	boční	seitlich	ADJ;NOM;MASC;SG;POS	ADJ
boční	seitlich	boční	seitlich	ADJ;NOM;MASC;SG;POS	ADJ
křesťanské	christlich	křesťanský	christlich	ADJ;NOM;NEUT;SG;POS	ADJ
kyseliny	säuren	kyselina	säuer	N;NOM;FEM;PL;POS	N;NOM;PL
kyseliny	säuren	kyselina	säuer	N;NOM;FEM;PL;POS	N;NOM;PL
odkazuje	verweist	odkazovat	verweisen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
odkazuje	bezieht	odkazovat	beziehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
velení	kommando	velení	kommando	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
kombinace	kombination	kombinace	kombination	N;NOM;FEM;SG;POS	N;SG
kombinace	kombination	kombinace	kombination	N;NOM;FEM;SG;POS	N;SG
modré	blau	modrý	blau	ADJ;NOM;NEUT;SG;POS	ADJ
modré	blauen	modrý	blau	ADJ;NOM;NEUT;SG;POS	ADJ
úprava	bearbeitung	úprava	bearbeitung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
úprava	änderung	úprava	änderung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
úprava	veränderung	úprava	veränderung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
úprava	modifizierung	úprava	modifizierung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
úprava	bearbeitung	úprava	bearbeitung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
úprava	redaktion	úprava	redaktion	N;NOM;FEM;SG;POS	N;SG
úprava	anpassung	úprava	anpassung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
test	test	test	test	N;INAN;NOM;MASC;SG;POS	N
test	prüfung	test	prüfung	N;INAN;NOM;MASC;SG;POS	N;SG
civilní	zivilrecht	civilní	zivilrecht	ADJ;NOM;MASC;SG;POS	ADJ
civilní	zivil	civilní	zivil	ADJ;NOM;MASC;SG;POS	ADJ
civilní	zivil	civilní	zivil	ADJ;NOM;MASC;SG;POS	ADJ
civilní	ziviler	civilní	zivil	ADJ;NOM;MASC;SG;POS	ADJ
přístupu	zugang	přístup	zugang	N;INAN;GEN;MASC;SG;POS	N
přístupu	zugriff	přístup	zugreifen	N;INAN;GEN;MASC;SG;POS	N
účinky	effekte	účinek	effekt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
účinky	effekt	účinek	effekt	N;INAN;NOM;MASC;PL;POS	N
kritiky	kritikpunkte	kritika	kritikpunkt	N;NOM;FEM;PL;POS	N;NOM;PL
kritiky	kritik	kritika	kritik	N;NOM;FEM;PL;POS	N
kritiky	kritik	kritika	kritik	N;NOM;FEM;PL;POS	N
praxe	übung	praxe	übung	N;NOM;FEM;SG;POS	N;NOM;SG
praxe	praxis	praxe	praxis	N;NOM;FEM;SG;POS	N;NOM;SG
zajímavé	interessanten	zajímavý	interessant	ADJ;NOM;NEUT;SG;POS	ADJ
zajímavé	interessanter	zajímavý	interessant	ADJ;NOM;NEUT;SG;POS	ADJ
zajímavé	interessantes	zajímavý	interessant	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
zajímavé	interessant	zajímavý	interessant	ADJ;NOM;NEUT;SG;POS	ADJ
viděl	gesehen	vidět	sehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
viděl	sah	vidět	sehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
viděl	gesehen	vidět	sehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
viděl	sah	vidět	sehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
žili	lebten	žít	leben	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;IND;PL;3;PST;FIN
žili	gelebt	žít	peben	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
typicky	normalerweise	typicky	normalerweise	ADV;POS	ADV
typicky	üblicherweise	typicky	üblicherweise	ADV;POS	ADV
typicky	typischerweise	typicky	typischerweise	ADV;POS	ADV
edice	ausgabe	edice	ausgeben	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
edice	ausgabe	edice	ausgeben	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
maximálně	höchstens	maximálně	höchstens	ADV;POS	ADV
chemie	chemie	chemie	chemie	N;NOM;FEM;SG;POS	N;NOM;FEM
nezávislé	selbständig	závislý	selbständig	ADJ;NOM;NEUT;SG;NEG	ADJ
nezávislé	unabhängig	závislý	unabhängig	ADJ;NOM;NEUT;SG;NEG	ADJ
nezávislé	unabhängigen	závislý	unabhängig	ADJ;NOM;NEUT;SG;NEG	ADJ
pomohl	geholfen	pomoci	helfen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
pomohl	half	pomoci	helfen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
pobřežní	küste	pobřežní	küsen	ADJ;NOM;MASC;SG;POS	ADJ
pobřežní	küstenregionen	pobřežní	küstenregion	ADJ;NOM;MASC;SG;POS	ADJ
pobřežní	küstengebiete	pobřežní	küstengebiet	ADJ;NOM;MASC;SG;POS	ADJ;NOM;SG
pobřežní	küstengewässer	pobřežní	küstengewässer	ADJ;NOM;MASC;SG;POS	ADJ
tajemství	geheimnis	tajemství	geheimnis	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
tajemství	geheimnis	tajemství	geheimnis	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
stopy	gleise	stopa	gleis	N;NOM;FEM;PL;POS	N
stopy	fußabdrücke	stopa	fußabdrücke	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
stopy	fußabdruck	stopa	fußabdruck	N;NOM;FEM;PL;POS	N
fantasy	fantasien	fantasa	fantasien	N;NOM;FEM;PL;POS	N;NOM;PL
nejbližší	nächster	blízký	nah	ADJ;NOM;RL;MASC;SG;POS	ADJ
nejbližší	nächstgelegene	blízký	nächstgelegen	ADJ;NOM;RL;MASC;SG;POS	ADJ;NOM;FEM;SG
nejbližší	engsten	blízký	eng	ADJ;NOM;RL;MASC;SG;POS	ADJ
chemické	chemisch	chemický	chemisch	ADJ;NOM;MASC;SG;POS	ADJ
ztratil	verlor	ztratit	verlieren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
ztratil	verirrt	ztratit	verirren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
ztratil	verloren	ztratit	verlieren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
chyby	wanzen	chyba	wanzen	N;NOM;FEM;PL;POS	N;PL
chyby	bugs	chyba	bugs	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
závěr	fazit	závěr	fazit	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
rozsah	skalierung	rozsah	skalierung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
rozsah	skala	rozsah	skala	N;INAN;NOM;MASC;SG;POS	N
rozsah	ausmaß	rozsah	ausmaß	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
rozsah	ausmass	rozsah	ausmassen	N;INAN;NOM;MASC;SG;POS	N;SG
jednat	handeln	jednat	handeln	V;IPFV;POS;NFIN	V;NFIN
jihozápadní	südwestlich	jihozápadní	südwestlich	ADJ;NOM;MASC;SG;POS	ADJ
jihozápadní	südwestlich	jihozápadní	südwestlich	ADJ;NOM;MASC;SG;POS	ADJ
zlepšení	verbesserung	zlepšení	verbesserung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zlepšení	verbesserung	zlepšení	verbesserung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
formát	dateiformat	formát	dateiformat	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
formát	format	formát	format	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
veřejná	öffentlicher	veřejný	öffentlich	ADJ;NOM;FEM;SG;POS	ADJ
veřejná	öffentlichkeit	veřejný	öffentlichkeit	ADJ;NOM;FEM;SG;POS	ADJ
veřejná	öffentlich	veřejný	öffentlich	ADJ;NOM;FEM;SG;POS	ADJ
plné	voll	plný	voll	ADJ;NOM;NEUT;SG;POS	ADJ
plné	vollständig	plný	vollständig	ADJ;NOM;NEUT;SG;POS	ADJ
rody	häuser	rod	haus	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
rody	gattungen	rod	gattung	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
úvodní	einleitend	úvodní	einleitend	ADJ;NOM;MASC;SG;POS	ADJ
úvodní	initialen	úvodní	initial	ADJ;NOM;MASC;SG;POS	ADJ
úvodní	öffnung	úvodní	öffnung	ADJ;NOM;MASC;SG;POS	ADJ;SG
autonomní	autonomer	autonomní	autonomer	ADJ;NOM;MASC;SG;POS	ADJ
autonomní	autonom	autonomní	autonom	ADJ;NOM;MASC;SG;POS	ADJ
autonomní	autonomen	autonomní	autonom	ADJ;NOM;MASC;SG;POS	ADJ
poznání	verwirklichung	poznání	verwirklichung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
poznání	umsetzung	poznání	umsetzung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
poznání	durchführung	poznání	durchführung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
poznání	realisierung	poznání	Realisierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
jednota	einheit	jednota	einheit	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
negativní	negativen	negativní	negativ	ADJ;NOM;MASC;SG;POS	ADJ
negativní	negatives	negativní	negativ	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
negativní	negativer	negativní	negativ	ADJ;NOM;MASC;SG;POS	ADJ
negativní	negativ	negativní	negativ	ADJ;NOM;MASC;SG;POS	ADJ
rovnice	gleichung	rovnice	gleichung	N;NOM;FEM;SG;POS	N;SG
auto	auto	auto	auto	N;NOM;NEUT;SG;POS	N;NOM;SG
auto	autovermietung	auto	autovermietung	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
auto	auto	auto	auto	N;NOM;NEUT;SG;POS	N;NOM;SG
rekonstrukci	umbau	rekonstrukce	umbau	N;ACC;FEM;SG;POS	N
obranu	abwehr	obrana	abwehr	N;ACC;FEM;SG;POS	N;SG
zóny	zonen	zóna	zon	N;NOM;FEM;PL;POS	N;NOM;PL
markéta	margarete	markéta	margaret	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
koncertní	konzert	koncertní	konzert	ADJ;NOM;MASC;SG;POS	ADJ
restaurace	küche	restaurace	küchen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
restaurace	küche	restaurace	küchen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
královská	königliches	královský	königlich	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
královská	königlich	královský	königlich	ADJ;NOM;FEM;SG;POS	ADJ
zanikla	verfallen	zaniknout	verfallen	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
