with	با	with	با	ADP	ADP
panel	پنل	panel	پنل	N;SG	N;SG
panel	تابلوی	panel	تابلو	N;SG	N;SG
animation	پویانمایی	animation	پویانمایی	N;SG	N;SG
animation	انیمیشن	animation	انیمیشن	N;SG	N;SG
employment	استخدام	employment	استخدام	N;SG	N;SG
employment	اشتغال	employment	اشتغال	N;SG	N;SG
trading	تجارت	trading	تجارت	N;SG	N;SG
statue	مجسمه	statue	مجسمه	N;SG	N;SG
statue	تندیس	statue	None	N;SG	N;SG
jobs	کارها	job	کار	N;PL	N;PL
jobs	کارهای	job	کار	N;PL	N;PL
scientist	دانشمندی	scientist	دانشمندی	N;SG	N;SG
scientist	دانشمند	scientist	دانشمند	N;SG	N;SG
schedule	برنامه	schedule	برنامه	N;SG	N;SG
schedule	زمانبندی	schedule	زمانبندی	N;SG	N;SG
waiting	منتظریم	wait	منتظریم	V;V.MSDR	V;PL;1;PRS
familiar	آشنا	familiar	آشنا	ADJ	ADJ
suspect	مظنون	suspect	مظنون	N;SG	N;SG
suspect	مضنون	suspect	مضنون	N;SG	N;SG
suggestions	پیشنهادهای	suggestion	پیشنهاد	N;PL	N;PL
suggestions	پیشنهادات	suggestion	پیشناد	N;PL	N;PL
desire	خواهان	desire	خواهان	N;SG	N;SG
desire	طالب	desire	None	N;SG	N;SG
desire	میل	desire	None	N;SG	N;SG
desire	هوس	desire	هوس	N;SG	N;SG
patient	بیمار	patient	بیمار	N;SG	N;SG
patient	صبور	patient	None	N;SG	N;SG
patient	صبر	patient	None	N;SG	N;SG
patient	استقامت	patient	None	N;SG	N;SG
belief	اعتقاد	belief	اعتقاد	N;SG	N;SG
visitor	مهمان	visitor	مهمان	N;SG	N;SG
vessels	رگها	vessel	رگ	N;PL	N;PL
basically	اساساً	basically	اساساً	ADV	ADV
basically	اساسا	basically	اساساً	ADV	ADV
hole	سوراخ	hole	سوراخ	N;SG	N;SG
hole	حفره	hole	حفره	N;SG	N;SG
hole	گودال	hole	گودال	N;SG	N;SG
wedding	عروسی	wedding	عروسی	N;SG	N;SG
wedding	ازدواج	wedding	ازدواج	N;SG	N;SG
clan	قبیله	clan	None	N;SG	N;SG
clan	خاندان	clan	خاندان	N;SG	N;SG
clan	طایفه	clan	None	N;SG	N;SG
revenue	درآمد	revenue	درآمد	N;SG	N;SG
couples	زوجهای	couple	زوج	N;PL	N;PL
entering	ورود	entering	ورود	N;SG	N;SG
approval	تصویب	approval	تصویب	N;SG	N;SG
democrats	دموکراتها	democrat	دموکرات	N;PL	N;PL
crimes	جنایات	crime	None	N;PL	N;PL
crimes	جرایم	crime	None	N;PL	N;PL
crimes	جرائم	crime	None	N;PL	N;PL
horses	اسبان	horse	اسبان	N;PL	N;PL
horses	اسبها	horse	اسب	N;PL	N;PL
supporters	حامیان	supporter	حامی	N;PL	N;PL
cash	نقد	cash	نقد	N;SG	N;SG
cash	نقدی	cash	نقد	N;SG	N;SG
cash	کش	cash	None	N;SG	N;SG
resource	منبع	resource	منبع	N;SG	N;SG
sculpture	مجسمه	sculpture	مجسمه	N;SG	N;SG
sculpture	تندیس	sculpture	None	N;SG	N;SG
practical	عملی	practical	عملی	ADJ	ADJ
pink	پینک	pink	پینک	N;SG	N;SG
pink	صورتی	pink	صورت	N;SG	N;SG
limits	محدودیتها	limit	محدودیت	N;PL	N;PL
wolf	گرگ	wolf	گرگ	N;SG	N;SG
wolf	وولف	wolf	وولف	N;SG	N;SG
wolf	گرگه	wolf	گرگه	N;SG	N;SG
wolf	ولف	wolf	ولف	N;SG	N;SG
warriors	جنگجویان	warrior	جنگجوی	N;PL	N;PL
incidents	حوادث	incident	حوادث	N;PL	N;PL
signature	امضا	signature	None	N;SG	N;SG
worst	بدترین	worst	بد	ADJ;RL	ADJ;RL
adults	بزرگسالان	adult	بزرگسال	N;PL	N;PL
adults	بزرگترها	adult	بزرگتر	N;PL	N;PL
necessarily	الزاماً	necessarily	الزاماً	ADV	ADV
necessarily	لزوما	necessarily	لزوماً	ADV	ADV
necessarily	لزوماً	necessarily	لزوماً	ADV	ADV
feeling	احساس	feeling	احساس	N;SG	N;SG
feeling	حس	feeling	حس	N;SG	N;SG
feeling	احساسش	feeling	احساسش	N;SG	N;SG
theories	نظریات	theory	نظریه	N;PL	N;PL
essential	ضروری	essential	ضروری	ADJ	ADJ
completion	تکمیل	completion	تکمیل	N;SG	N;SG
conclusion	نتیجه	conclusion	نتیجه	N;SG	N;SG
technologies	فناوریهای	technology	فناوری	N;PL	N;PL
strip	استریپ	strip	استریپ	N;SG	N;SG
bound	متعهد	bound	None	ADJ	ADJ
stayed	ماند	stay	ماند#مان	V;IND;PST;FIN	V;SG;3;PST
diamond	الماس	diamond	None	N;SG	N;SG
diamond	دیاموند	diamond	None	N;SG	N;SG
diamond	الماسی	diamond	None	N;SG	N;SG
diamond	دایموند	diamond	None	N;SG	N;SG
valuable	ارزشمند	valuable	ارزشمند	ADJ	ADJ
brick	بریک	brick	بریک	N;SG	N;SG
brick	آجر	brick	آجر	N;SG	N;SG
brick	آجری	brick	آجری	N;SG	N;SG
experiences	تجارب	experience	تجارب	N;PL	N;PL
experiences	تجربیات	experience	تجربه	N;PL	N;PL
beijing	پکن	beijing	پکن	N;SG	N;SG
tie	گره	tie	None	N;SG	N;SG
tie	کروات	tie	کروات	N;SG	N;SG
tie	کراوات	tie	کراوات	N;SG	N;SG
repeatedly	مرتباً	repeatedly	مرتباً	ADV	ADV
siege	محاصره	siege	محاصره	N;SG	N;SG
coaching	مربیگری	coach	None	N;SG	N;SG
identical	همسان	identical	همسان	ADJ	ADJ
identical	منطبق	identical	None	ADJ	ADJ
enterprise	انترپرایز	enterprise	انترپرایز	N;SG	N;SG
enterprise	سازمانی	enterprise	None	N;SG	N;SG
touch	لمس	touch	None	N;SG	N;SG
touch	تاچ	touch	تاچ	N;SG	N;SG
transmission	انتقال	transmission	انتقال	N;SG	N;SG
transmission	مخابره	transmission	None	N;SG	N;SG
platforms	سکوهای	platform	سکو	N;PL	N;PL
cave	غار	cave	غار	N;SG	N;SG
cave	غاری	cave	غار	N;SG	N;SG
cool	خونسرد	cool	خونسرد	ADJ	ADJ
destruction	تخریب	destruction	تخریب	N;SG	N;SG
destruction	هلاکت	destruction	هلاکت	N;SG	N;SG
destruction	نابودی	destruction	نابودی	N;SG	N;SG
destruction	خرابی	destruction	خرابی	N;SG	N;SG
destruction	ویرانی	destruction	None	N;SG	N;SG
dangerous	خطرناک	dangerous	خطرناک	ADJ	ADJ
biology	زیست	biology	زیست	N;SG	N;SG
biology	بیولوژی	biology	بیولوژی	N;SG	N;SG
bowling	بولینگ	bowling	بولینگ	N;SG	N;SG
treaties	معاهدات	treaty	معاهده	N;PL	N;PL
sock	جوراب	sock	None	N;SG	N;SG
assault	تهاجم	assault	تهاجم	N;SG	N;SG
assault	حمله	assault	حمله	N;SG	N;SG
assault	تجاوز	assault	None	N;SG	N;SG
assault	یورش	assault	یورش	N;SG	N;SG
logic	منطق	logic	منطق	N;SG	N;SG
pioneer	پیشگام	pioneer	پیشگام	N;SG	N;SG
pioneer	پایونیر	pioneer	پایونیر	N;SG	N;SG
muslims	مسلمانان	muslim	مسلمان	N;PL	N;PL
muslims	مسلمانها	muslim	مسلمان	N;PL	N;PL
absence	غیبت	absence	غیبت	N;SG	N;SG
absence	غیاب	absence	None	N;SG	N;SG
publishers	انتشارات	publisher	انتشار	N;PL	N;PL
tribes	قبایل	tribe	None	N;PL	N;PL
tribes	قبایلی	tribe	قبایلی	N;PL	N;PL
runners	دوندگان	runner	دونده	N;PL	N;PL
benefits	فواید	benefit	None	N;PL	N;PL
benefits	منافع	benefit	منفعت	N;PL	N;PL
guards	نگهبانان	guard	نگهبان	N;PL	N;PL
pole	قطب	pole	قطب	N;SG	N;SG
pole	تیرک	pole	تیرک	N;SG	N;SG
tail	تیل	tail	تیل	N;SG	N;SG
tail	دم	tail	دم	N;SG	N;SG
tail	دمش	tail	دمش	N;SG	N;SG
tours	تورهای	tour	تور	N;PL	N;PL
vessel	مجرا	vessel	None	N;SG	N;SG
identification	شناسایی	identification	شناسایی	N;SG	N;SG
writes	مینویسد	write	نمود#آ	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
mediterranean	مدیترانه	mediterranean	مدیترانه	N;SG	N;SG
volunteers	داوطلبان	volunteer	داوطلب	N;PL	N;PL
grave	قبر	grave	قبر	N;SG	N;SG
odd	عجیب	odd	عجیب	ADJ	ADJ
hearing	شنوایی	hearing	شنوایی	N;SG	N;SG
penalty	مجازات	penalty	مجازات	N;SG	N;SG
penalty	پنالتی	penalty	None	N;SG	N;SG
architects	معماران	architect	معمار	N;PL	N;PL
characteristics	مشخصات	characteristic	مشخصه	N;PL	N;PL
spin	اسپین	spin	اسپین	N;SG	N;SG
spin	چرخیدن	spin	چرخیدن	N;SG	N;SG
spin	چرخش	spin	چرخش	N;SG	N;SG
spin	دوار	spin	دوار	N;SG	N;SG
villa	ویلایی	villa	ویلایی	N;SG	N;SG
villa	ویلا	villa	ویلا	N;SG	N;SG
villa	ویلای	villa	ویلا	N;SG	N;SG
metric	متریک	metric	متریک	N;SG	N;SG
standings	پایگاههای	standing	پایگاه	N;PL	N;PL
rival	رقیب	rival	رقیب	N;SG	N;SG
posts	پستها	post	پست	N;PL	N;PL
adaptation	اقتباس	adaptation	اقتباس	N;SG	N;SG
adaptation	سازگاری	adaptation	سازگاری	N;SG	N;SG
reporter	گزارشگر	reporter	None	N;SG	N;SG
absolutely	مطلقا	absolutely	مطلقا	ADV	ADV
nobody	هیچکس	nobody	هیچکس	PRO;SG	PRO
scholarship	تحقیقی	scholarship	تحقیقی	N;SG	N;SG
scholarship	بورسیه	scholarship	بورسیه	N;SG	N;SG
exit	خروج	exit	خروج	N;SG	N;SG
belt	کمربند	belt	کمربند	N;SG	N;SG
noticed	بشناس	notice	بشناس	V;PST;V.PTCP	V;IMP;SG;2
rarely	ندرت	rarely	ندرت	ADV	ADV
rarely	بندرت	rarely	بندرت	ADV	ADV
submission	تسلیمی	submission	تسلیمی	N;SG	N;SG
submission	تسلیم	submission	تسلیم	N;SG	N;SG
crowd	جمعیت	crowd	جمعیت	N;SG	N;SG
crowd	شلوغی	crowd	شلوغی	N;SG	N;SG
crowd	ازدحام	crowd	None	N;SG	N;SG
governments	دولتها	government	دولت	N;PL	N;PL
governments	دولتهای	government	دولت	N;PL	N;PL
bonus	پاداش	bonus	پاداش	N;SG	N;SG
bonus	جایزه	bonus	جایزه	N;SG	N;SG
tourist	توریست	tourist	توریست	N;SG	N;SG
tourist	گردشگری	tourist	گردشگری	N;SG	N;SG
tourist	جهانگرد	tourist	جهانگرد	N;SG	N;SG
tourist	توریستی	tourist	توریستی	N;SG	N;SG
tourist	گردشگر	tourist	گردشگر	N;SG	N;SG
mystery	معمای	mystery	معما	N;SG	N;SG
rifle	تفنگ	rifle	None	N;SG	N;SG
birthday	تولد	birthday	تولد	N;SG	N;SG
birthday	زادروز	birthday	زادروز	N;SG	N;SG
researchers	محققین	researcher	محقق	N;PL	N;PL
researchers	پژوهشگران	researcher	پژوهشگر	N;PL	N;PL
researchers	محققان	researcher	محقق	N;PL	N;PL
photographer	photographer	photographer	photographer	N;SG	N;SG
photographer	عکاس	photographer	عکاس	N;SG	N;SG
clock	کلاک	clock	کلاک	N;SG	N;SG
clock	ساعت	clock	ساعت	N;SG	N;SG
distinction	تمایز	distinction	تمایز	N;SG	N;SG
makeup	گریم	makeup	None	N;SG	N;SG
makeup	makeup	makeup	makeup	N;SG	N;SG
makeup	آرایش	makeup	None	N;SG	N;SG
font	قلم	font	قلم	N;SG	N;SG
farmers	کشاورزان	farmer	کشاورز	N;PL	N;PL
guideline	راهبرد	guideline	راهبرد	N;SG	N;SG
photograph	عکس	photograph	عکس	N;SG	N;SG
struggle	جهاد	struggle	جهاد	N;SG	N;SG
struggle	کشمکش	struggle	کشمکش	N;SG	N;SG
pen	قلم	pen	قلم	N;SG	N;SG
procedure	رویه	procedure	رویه	N;SG	N;SG
procedure	روند	procedure	روند	N;SG	N;SG
transition	انتقال	transition	انتقال	N;SG	N;SG
transition	گذار	transition	گذار	N;SG	N;SG
legacy	میراثی	legacy	میراثی	N;SG	N;SG
legacy	میراث	legacy	میراث	N;SG	N;SG
relationships	روابط	relationship	رابطه	N;PL	N;PL
grades	مراتب	grade	مراتب	N;PL	N;PL
sacred	مقدس	sacred	مقدس	ADJ	ADJ
signing	امضا	signing	None	N;SG	N;SG
signing	امضای	signing	None	N;SG	N;SG
citizen	همشهری	citizen	None	N;SG	N;SG
citizen	شهروند	citizen	شهروند	N;SG	N;SG
citizen	شهروندی	citizen	شهروندی	N;SG	N;SG
dogs	سگهای	dog	سگ	N;PL	N;PL
dogs	سگها	dog	سگ	N;PL	N;PL
intersection	چهارراه	intersection	چهارراه	N;SG	N;SG
intersection	تقاطع	intersection	تقاطع	N;SG	N;SG
disputes	اختلافات	dispute	اختلاف	N;PL	N;PL
beam	پرگار	beam	پرگار	N;SG	N;SG
beam	پرتو	beam	None	N;SG	N;SG
nickname	لقب	nickname	لقب	N;SG	N;SG
ultimate	نهایی	ultimate	نهایی	ADJ	ADJ
ranks	درجات	rank	درجه	N;PL	N;PL
favorite	محبوب	favorite	محبوب	N;SG	N;SG
ballet	باله	ballet	باله	N;SG	N;SG
sand	شن	sand	شن	N;SG	N;SG
sand	سند	sand	سند	N;SG	N;SG
sand	ماسه	sand	ماسه	N;SG	N;SG
sand	شنی	sand	شنی	N;SG	N;SG
angle	زاویۀ	angle	زاویۀ	N;SG	N;SG
angle	زاویه	angle	زاویه	N;SG	N;SG
sessions	نشستهای	session	نشست	N;PL	N;PL
sessions	جلسات	session	None	N;PL	N;PL
recreation	تفریح	recreation	تفریح	N;SG	N;SG
wearing	پوشیدن	wear	پوشیدن	N;SG	N;SG
thread	نخ	thread	نخ	N;SG	N;SG
thread	رشته	thread	رشته	N;SG	N;SG
arrest	بازداشت	arrest	بازداشت	N;SG	N;SG
arrest	توقیف	arrest	توقیف	N;SG	N;SG
arrest	دستگیری	arrest	دستگیری	N;SG	N;SG
trials	آزمونهای	trial	آزمون	N;PL	N;PL
opportunities	فرصتها	opportunity	فرصت	N;PL	N;PL
opportunities	فرصتهای	opportunity	فرصت	N;PL	N;PL
meetings	جلسات	meeting	None	N;PL	N;PL
exercise	مشق	exercise	مشق	N;SG	N;SG
exercise	ورزش	exercise	ورزش	N;SG	N;SG
exercise	تمرین	exercise	تمرین	N;SG	N;SG
objective	عینی	objective	عینی	N;SG	N;SG
resort	استراحتگاه	resort	استراحتگاه	N;SG	N;SG
resort	جایگاه	resort	جایگاه	N;SG	N;SG
robot	رباط	robot	رباط	N;SG	N;SG
robot	روبات	robot	روبات	N;SG	N;SG
robot	ربات	robot	ربات	N;SG	N;SG
segment	قطعه	segment	قطعه	N;SG	N;SG
studying	studying	study	studying	N;SG	N;SG
studying	مطالعه	study	مطالعه	N;SG	N;SG
aim	هدفگیری	aim	هدفگیری	N;SG	N;SG
dancing	رقص	dancing	رقص	N;SG	N;SG
dancing	رقصیدن	dancing	رقصیدن	N;SG	N;SG
tribute	خراج	tribute	خراج	N;SG	N;SG
continuous	مستمر	continuous	مستمر	ADJ	ADJ
continuous	پاینده	continuous	پاینده	ADJ	ADJ
spider	عنکبوتی	spider	عنکبوتی	N;SG	N;SG
spider	اسپایدر	spider	اسپایدر	N;SG	N;SG
spider	عنکبوت	spider	عنکبوت	N;SG	N;SG
convinced	قانع	convinced	None	ADJ	ADJ
heroes	قهرمانان	heroes	قهرمان	N;PL	N;PL
rocks	سنگها	rock	سنگ	N;PL	N;PL
bed	تخت	bed	تخت	N;SG	N;SG
bed	تختخواب	bed	تختخواب	N;SG	N;SG
bed	بستر	bed	بستر	N;SG	N;SG
bed	رختخواب	bed	None	N;SG	N;SG
cooperation	همکاری	cooperation	همکاری	N;SG	N;SG
protest	تظاهرات	protest	تظاهرات	N;SG	N;SG
protest	اعتراض	protest	اعتراض	N;SG	N;SG
protest	اعتراضی	protest	اعتراض	N;SG	N;SG
hunting	شکار	hunt	شکار	N;SG	N;SG
frequent	مکرر	frequent	مکرر	ADJ	ADJ
conversion	تبدیل	conversion	تبدیل	N;SG	N;SG
stress	استرس	stress	استرس	N;SG	N;SG
stress	تنش	stress	تنش	N;SG	N;SG
manufacturers	تولیدکنندگان	manufacturer	تولیدکننده	N;PL	N;PL
manufacturers	سازندگان	manufacturer	سازنده	N;PL	N;PL
adventures	ماجراهای	adventure	ماجرا	N;PL	N;PL
tiger	تایگر	tiger	تایگر	N;SG	N;SG
tiger	پلنگ	tiger	پلنگ	N;SG	N;SG
concentration	غلظت	concentration	None	N;SG	N;SG
sing	بخون	sing	بخون	V;IMP;FIN	V;IMP;SG;2
rocket	راکت	rocket	راکت	N;SG	N;SG
rocket	موشک	rocket	موشک	N;SG	N;SG
electricity	الکتریسیته	electricity	الکتریسیته	N;SG	N;SG
electricity	برق	electricity	برق	N;SG	N;SG
shadow	سایه	shadow	سایه	N;SG	N;SG
shadow	شادو	shadow	شادو	N;SG	N;SG
boxing	b	box	b	N;SG	N;SG
boxing	بوکس	box	None	N;SG	N;SG
doc	داک	doc	داک	N;SG	N;SG
machines	دستگاهها	machine	دستگاه	N;PL	N;PL
machines	ماشینها	machine	ماشین	N;PL	N;PL
jury	منصفه	jury	None	N;SG	N;SG
noble	گرامی	noble	گرامی	ADJ	ADJ
guilty	مجرم	guilty	None	N;SG	N;SG
guilty	گناهکار	guilty	گناهکار	N;SG	N;SG
guilty	گناه	guilty	گناه	N;SG	N;SG
shares	سهام	share	سهم	N;PL	N;PL
manufacturer	سازنده	manufacturer	سازنده	N;SG	N;SG
tales	داستانها	tale	داستان	N;PL	N;PL
truck	کامیونی	truck	کامیونی	N;SG	N;SG
truck	کامیون	truck	کامیون	N;SG	N;SG
truck	کامیونت	truck	کامیونت	N;SG	N;SG
truck	وانت	truck	وانت	N;SG	N;SG
spelling	هجی	spelling	هجی	N;SG	N;SG
spelling	املایی	spelling	املایی	N;SG	N;SG
item	فقره	item	None	N;SG	N;SG
load	بارگذاری	load	بارگذاری	N;SG	N;SG
load	بار	load	بار	N;SG	N;SG
customers	مشتریان	customer	مشتری	N;PL	N;PL
spaces	فضاهای	space	فضا	N;PL	N;PL
cap	کاپ	cap	کاپ	N;SG	N;SG
cap	کلاهک	cap	کلاهک	N;SG	N;SG
cap	کپ	cap	کپ	N;SG	N;SG
ferry	فری	ferry	فری	N;SG	N;SG
ferry	معبر	ferry	معبر	N;SG	N;SG
ferry	گذرگاه	ferry	گذرگاه	N;SG	N;SG
lion	شیر	lion	شیر	N;SG	N;SG
manor	مانور	manor	None	N;SG	N;SG
promoting	ارتقاء	promote	ارتقاءء	N;SG	N;SG
promoting	ترفیع	promote	ترفیع	N;SG	N;SG
serial	متوالی	serial	متوالی	N;SG	N;SG
serial	سریالی	serial	None	N;SG	N;SG
lights	چراغها	light	چراغ	N;PL	N;PL
grandfather	پدربزرگ	grandfather	پدربزرگ	N;SG	N;SG
gauge	gauge	gauge	gauge	N;SG	N;SG
chase	چیس	chase	چیس	N;SG	N;SG
computers	کامپیوترها	computer	کامپیوتر	N;PL	N;PL
flower	گل	flower	گل	N;SG	N;SG
flower	شکوفه	flower	شکوفه	N;SG	N;SG
flower	فلاور	flower	فلاور	N;SG	N;SG
disaster	مصیبت	disaster	مصیبت	N;SG	N;SG
disaster	فاجعه	disaster	فاجعه	N;SG	N;SG
disaster	مصیبتی	disaster	مصیبت	N;SG	N;SG
disaster	حادثه	disaster	حادثه	N;SG	N;SG
clothing	لباس	clothing	لباس	N;SG	N;SG
clothing	پوشاک	clothing	None	N;SG	N;SG
publicly	آشکارا	publicly	آشکارا	ADV	ADV
meat	گوشتی	meat	گوشتی	N;SG	N;SG
meat	گوشته	meat	گوشت#گور	N;SG	N;SG
meat	گوشت	meat	گوشت	N;SG	N;SG
spam	هرزنامه	spam	هرزنامه	N;SG	N;SG
spam	اسپم	spam	اسپم	N;SG	N;SG
telephone	تلفن	telephone	تلفن	N;SG	N;SG
lawyers	وکلا	lawyer	None	N;PL	N;PL
radar	راداری	radar	راداری	N;SG	N;SG
radar	رادار	radar	رادار	N;SG	N;SG
tea	چای	tea	None	N;SG	N;SG
tea	چایی	tea	چایی	N;SG	N;SG
bright	یکدست	bright	یکدست	ADJ	ADJ
bright	درخشان	bright	None	ADJ	ADJ
heaven	آسمان	heaven	آسمان	N;SG	N;SG
athlete	athlete	athlete	athlete	N;SG	N;SG
athlete	پهلوان	athlete	None	N;SG	N;SG
athlete	ورزشکار	athlete	ورزشکار	N;SG	N;SG
aspect	جنبه	aspect	جنبه	N;SG	N;SG
answers	جوابها	answer	جواب	N;PL	N;PL
allies	متفقین	ally	متفقین	N;PL	N;PL
reviewer	منتقد	reviewer	منتقد	N;SG	N;SG
missile	موشک	missile	موشک	N;SG	N;SG
missile	موشکی	missile	موشکی	N;SG	N;SG
mechanism	مکانیسم	mechanism	None	N;SG	N;SG
mechanism	مکانیزم	mechanism	مکت#مکا	N;SG	N;SG
intention	قصدی	intention	قصدی	N;SG	N;SG
intention	قصد	intention	قصد	N;SG	N;SG
casualties	تلفات	casualty	None	N;PL	N;PL
establishing	تاسیس	establish	تاسیس	N;SG	N;SG
establishing	تأسیس	establish	تأسیس	N;SG	N;SG
diseases	بیماریهای	disease	بیماری	N;PL	N;PL
diseases	بیماریها	disease	بیماری	N;PL	N;PL
rhythm	موزون	rhythm	موزون	N;SG	N;SG
rhythm	ریتم	rhythm	None	N;SG	N;SG
catch	گرفتن	catch	گرفتن	N;SG	N;SG
catch	کچ	catch	کچ	N;SG	N;SG
poll	نظرسنجی	poll	None	N;SG	N;SG
deck	ورق	deck	ورق	N;SG	N;SG
deck	عرشه	deck	عرشه	N;SG	N;SG
ordinary	معمولی	ordinary	معمولی	ADJ	ADJ
insects	حشرات	insect	حشره	N;PL	N;PL
suffering	رنج	suffering	رنج	N;SG	N;SG
worship	عبادت	worship	عبادت	N;SG	N;SG
patterns	الگوها	pattern	الگو	N;PL	N;PL
arrangement	توافق	arrangement	توافق	N;SG	N;SG
globe	گلوب	globe	گلوب	N;SG	N;SG
managing	مدیریت	manage	مدیریت	N;SG	N;SG
experiment	آزمایش	experiment	آزمایش	N;SG	N;SG
legs	پاهایش	leg	پاهایش	N;PL	N;PL
legs	پاها	leg	پا	N;PL	N;PL
opponent	حریفی	opponent	حریف	N;SG	N;SG
opponent	رقیب	opponent	رقیب	N;SG	N;SG
opponent	حریف	opponent	حریف	N;SG	N;SG
supplies	تدارکات	supplies	تدارک	N;PL	N;PL
supplies	تجهیزات	supplies	تجهیزات	N;PL	N;PL
utility	سودمندی	utility	سودمندی	N;SG	N;SG
cleanup	پاکسازی	cleanup	پاکسازی	N;SG	N;SG
