από	從	από	從	ADP	ADP
ισορροπία	平衡	ισορροπία	平衡	N;ACC;FEM;SG	N
ισορροπία	結餘	ισορροπία	結餘	N;ACC;FEM;SG	N
ισορροπία	均衡	ισορροπία	均衡	N;ACC;FEM;SG	N
ισορροπία	餘額	ισορροπία	餘額	N;ACC;FEM;SG	N
ισορροπία	平衡	ισορροπία	平衡	N;ACC;FEM;SG	N
ισορροπία	均衡	ισορροπία	均衡	N;ACC;FEM;SG	N
ρυθμός	速率	ρυθμός	速率	N;NOM;MASC;SG	N
ρυθμός	率	ρυθμός	率	N;NOM;MASC;SG	N
ρυθμός	利率	ρυθμός	利率	N;NOM;MASC;SG	N
ρυθμός	節奏	ρυθμός	節奏	N;NOM;MASC;SG	N
ρυθμός	拍子	ρυθμός	拍子	N;NOM;MASC;SG	N
ρυθμός	韻律	ρυθμός	韻律	N;NOM;MASC;SG	N
ρυθμός	節奏	ρυθμός	節奏	N;NOM;MASC;SG	N
συνασπισμού	聯盟	συνασπισμός	聯盟	N;GEN;MASC;SG	N
συνασπισμού	聯軍	συνασπισμός	聯軍	N;GEN;MASC;SG	N
θεατές	觀眾	θεατός	觀眾	N;NOM;MASC;PL	N
θεατές	觀眾	θεατός	觀眾	N;NOM;MASC;PL	N
μέταλλα	金屬	μέταλλος	金屬	N;NOM;NEUT;PL	N
μέταλλα	金屬	μέταλλος	金屬	N;NOM;NEUT;PL	N
σκηνοθέτες	董事	σκηνοθέτης	董事	N;NOM;MASC;PL	N
χορός	舞蹈	χορός	舞蹈	N;NOM;MASC;SG	N
χορός	跳舞	χορός	跳舞	N;NOM;MASC;SG	N
χορός	舞	χορός	舞	N;NOM;MASC;SG	N
χορός	舞蹈	χορός	舞蹈	N;NOM;MASC;SG	N
χορός	舞動	χορός	舞動	N;NOM;MASC;SG	N
χορός	跳舞	χορός	跳舞	N;NOM;MASC;SG	N
χορός	舞	χορός	舞	N;NOM;MASC;SG	N
κολέγιο	學院	κολέγιο	學院	N;NOM;NEUT;SG	N
κολέγιο	書院	κολέγιο	書院	N;NOM;NEUT;SG	N
κολέγιο	大學	κολέγιο	大學	N;NOM;NEUT;SG	N
κύμα	浪潮	κύμα	浪潮	N;NOM;NEUT;SG	N
κύμα	波	κύμα	波	N;NOM;NEUT;SG	N
κύμα	波浪	κύμα	波浪	N;NOM;NEUT;SG	N
κέρματα	硬幣	κέρμα	硬幣	N;NOM;NEUT;PL	N
κέρματα	錢幣	κέρμα	錢幣	N;NOM;NEUT;PL	N
βία	暴力	βία	暴力	N;NOM;FEM;SG	N
πύλες	門戶	πύλη	門戶	N;NOM;FEM;PL	N
κορίτσι	女生	κορίτσι	女生	N;NOM;NEUT;SG	N
κορίτσι	姑娘	κορίτσι	姑娘	N;NOM;NEUT;SG	N
κορίτσι	女孩	κορίτσι	女孩	N;NOM;NEUT;SG	N
εγγονός	孫子	εγγονός	孫子	N;NOM;MASC;SG	N
εγγονός	外孫	εγγονός	外孫	N;NOM;MASC;SG	N
θηλυκά	女性	θηλυκά	女性	N;NOM;NEUT;PL	N
επαγγελματίες	專業	επαγγελματίας	專業	N;NOM;MASC;PL	N
τεράστιο	巨大	τεράστιος	巨大	ADJ;NOM;NEUT;SG	ADJ
επεκτάθηκε	擴大	επικτείνω	擴大	V;PFV;IND;SG;3;PST;FIN;PASS	V
άσπρο	白	άσπρο	白	N;NOM;NEUT;SG	N
άσπρο	白色	άσπρο	白色	N;NOM;NEUT;SG	N
θεολογία	神學	θεολογία	神學	N;NOM;FEM;SG	N
εκδοχές	版本	εκδοχή	版本	N;NOM;FEM;PL	N
ερώτημα	查詢	ερώτημα	查詢	N;NOM;NEUT;SG	N
ερώτημα	問題	ερώτημα	問題	N;NOM;NEUT;SG	N
σύνταξη	句法	σύνταξη	句法	N;NOM;FEM;SG	N
σύνταξη	語法	σύνταξη	語法	N;NOM;FEM;SG	N
ιδιοκτήτης	業	ιδιοκτήτης	業	N;NOM;MASC;SG	N
γαλαξίες	星系	γαλαξία	星系	N;NOM;FEM;PL	N
κτήρια	建築	κτήριος	建築	N;NOM;NEUT;PL	N
ωραία	很好	ωραίος	很好	ADJ;NOM;FEM;SG	ADJ
τάσεις	趨勢	τάση	趨勢	N;NOM;FEM;PL	N
σελήνη	月球	σελήνη	月球	N;NOM;FEM;SG	N
σελήνη	月亮	σελήνη	月亮	N;NOM;FEM;SG	N
σελήνη	月	σελήνη	月	N;NOM;FEM;SG	N
εύκολο	輕鬆	εύκολος	輕鬆	ADJ;NOM;NEUT;SG	ADJ
εύκολο	簡單	εύκολος	簡單	ADJ;NOM;NEUT;SG	ADJ
απάντησε	回答	απαντώ	回答	V;PFV;IND;SG;3;PST;FIN;ACT	V
ισοπαλία	領結	ισοπαλία	領結	N;ACC;FEM;SG	N
ισοπαλία	平局	ισοπαλία	平局	N;ACC;FEM;SG	N
ισοπαλία	領帶	ισοπαλία	領帶	N;ACC;FEM;SG	N
ισοπαλία	畫	ισοπαλία	畫	N;ACC;FEM;SG	N
κεφαλή	頭	κεφαλή	頭	N;ACC;FEM;SG	N
κεφαλή	頭部	κεφαλή	頭部	N;ACC;FEM;SG	N
κεφαλή	彈頭	κεφαλή	彈頭	N;ACC;FEM;SG	N
επαναστάτες	叛亂	επαναστάτης	叛亂	N;NOM;MASC;PL	N
επαναστάτες	叛亂	επαναστάτης	叛亂	N;NOM;MASC;PL	N
επαναστάτες	叛軍	επαναστάτης	叛軍	N;NOM;MASC;PL	N
άθροισμα	總和	άθροισμα	總和	N;NOM;NEUT;SG	N
φυλακές	監獄	φυλακή	監獄	N;NOM;FEM;PL	N
φυλακές	監獄	φυλακή	監獄	N;NOM;FEM;PL	N
κάλεσε	致電	καλώ	致電	V;PFV;IND;SG;3;PST;FIN;ACT	V
κάλεσε	打電	καλώ	打電	V;PFV;IND;SG;3;PST;FIN;ACT	V
κάλεσε	呼叫	καλώ	呼叫	V;PFV;IND;SG;3;PST;FIN;ACT	V
αερίου	氣	αέριο	氣	N;GEN;NEUT;SG	N
αερίου	汽油	αέριο	汽油	N;GEN;NEUT;SG	N
αερίου	氣體	αέριο	氣體	N;GEN;NEUT;SG	N
σύνδρομο	症候	σύνδρομος	症候	N;NOM;NEUT;SG	N
πόρων	資源	πόρος	資源	N;GEN;MASC;PL	N
συνοικίες	各區	συνοικία	各區	N;NOM;FEM;PL	N
άσκηση	演習	άσκηση	演習	N;ACC;FEM;SG	N
άσκηση	鍛鍊	άσκηση	鍛鍊	N;ACC;FEM;SG	N
επιπτώσεις	後果	επίπτωση	後果	N;NOM;FEM;PL	N
επιπτώσεις	特效	επίπτωση	特效	N;NOM;FEM;PL	N
επιπτώσεις	效應	επίπτωση	效應	N;NOM;FEM;PL	N
επιπτώσεις	效果	επίπτωση	效果	N;NOM;FEM;PL	N
τραγωδία	慘案	τραγωδία	慘案	N;ACC;FEM;SG	N
τραγωδία	悲劇	τραγωδία	悲劇	N;ACC;FEM;SG	N
τραγωδία	慘劇	τραγωδία	慘劇	N;ACC;FEM;SG	N
κλειδί	鑰匙	κλειδί	鑰匙	N;NOM;NEUT;SG	N
κλειδί	鍵	κλειδί	鍵	N;NOM;NEUT;SG	N
κλειδί	關鍵	κλειδί	關鍵	N;NOM;NEUT;SG	N
λευκά	白	λευκός	白	N;NOM;NEUT;PL	N
λευκά	白色	λευκός	白色	N;NOM;NEUT;PL	N
πρωταθλητές	冠軍	πρωταθλητής	冠軍	N;NOM;MASC;PL	N
μόρια	分子	μόριο	分子	N;NOM;NEUT;PL	N
τατουάζ	紋身	τατουάζ	紋身	N;NOM;NEUT;PL	N
τατουάζ	刺青	τατουάζ	刺青	N;NOM;NEUT;PL	N
τατουάζ	紋身	τατουάζ	紋身	N;NOM;NEUT;PL	N
παιδεία	教育	παιδεία	教育	N;NOM;FEM;SG	N
παιδεία	學歷	παιδεία	學歷	N;NOM;FEM;SG	N
φωτογραφίας	攝影	φωτογραφία	攝影	N;GEN;FEM;SG	N
μυθιστορήματα	小說	μυθιστόρημα	小說	N;NOM;NEUT;PL	N
ορολογία	術語	ορολογία	術語	N;NOM;FEM;SG	N
χειρόγραφα	手稿	χειρόγραφο	手稿	N;NOM;NEUT;PL	N
χειρόγραφα	手稿	χειρόγραφο	手稿	N;NOM;NEUT;PL	N
χειρόγραφα	稿子	χειρόγραφο	稿子	N;NOM;NEUT;PL	N
πόλο	竿	πόλος	竿	N;NOM;MASC;SG	N
πόλο	鋼管	πόλος	鋼管	N;NOM;MASC;SG	N
κάτοχος	業	κάτοχος	業	N;NOM;MASC;SG	N
μεθυλο	甲基	μεθυλο	甲基	N	N
συμμάχους	盟友	σύμμαχος	盟友	N;ACC;MASC;PL	N
συμμάχους	盟軍	σύμμαχος	盟軍	N;ACC;MASC;PL	N
συμμάχους	盟國	σύμμαχος	盟國	N;ACC;MASC;PL	N
συμμάχους	同盟	σύμμαχος	同盟	N;ACC;MASC;PL	N
άφιξη	抵達	άφιξη	抵達	V;PFV;IND;SG;3;PST;FIN;PASS	V
άφιξη	到	άφιξη	到	V;PFV;IND;SG;3;PST;FIN;PASS	V
κυνήγι	獵	κυνήγι	獵	N;NOM;NEUT;SG	N
κυνήγι	獵	κυνήγι	獵	N;NOM;NEUT;SG	N
πλεονέκτημα	優點	πλεονέκτημα	優點	N;NOM;NEUT;SG	N
πλεονέκτημα	優勢	πλεονέκτημα	優勢	N;NOM;NEUT;SG	N
μοναχός	修士	μοναχός	修士	N;NOM;MASC;SG	N
μοναχός	僧侶	μοναχός	僧侶	N;NOM;MASC;SG	N
μοναχός	僧	μοναχός	僧	N;NOM;MASC;SG	N
πρόθεση	意圖	πρόθεση	意圖	N;ACC;FEM;SG	N
πρόθεση	意向	πρόθεση	意向	N;ACC;FEM;SG	N
πρόθεση	意圖	πρόθεση	意圖	N;ACC;FEM;SG	N
πρόθεση	意向	πρόθεση	意向	N;ACC;FEM;SG	N
ψάρια	魚類	ψάριος	魚類	N;NOM;NEUT;PL	N
ψάρια	魚	ψάριος	魚	N;NOM;NEUT;PL	N
ψάρια	魚兒	ψάριος	魚兒	N;NOM;NEUT;PL	N
πάλη	摔	πάλη	摔	N;NOM;FEM;SG	N
πάλη	鬥爭	πάλη	鬥爭	N;NOM;FEM;SG	N
πάλη	奮鬥	πάλη	奮鬥	N;NOM;FEM;SG	N
πάλη	打架	πάλη	打架	N;NOM;FEM;SG	N
πάλη	戰鬥	πάλη	戰鬥	N;NOM;FEM;SG	N
αδυναμία	缺點	αδυναμία	缺點	N;ACC;FEM;SG	N
αδυναμία	弱點	αδυναμία	弱點	N;ACC;FEM;SG	N
οχυρό	據點	οχυρός	據點	N;NOM;NEUT;SG	N
οχυρό	堡	οχυρός	堡	N;NOM;NEUT;SG	N
μελετητές	學者	μελετητής	學者	N;NOM;MASC;PL	N
αγορές	市場	αγορά	市場	N;NOM;FEM;PL	N
σύμπλεγμα	集群	σύμπλεγμα	集群	N;NOM;NEUT;SG	N
αδερφή	妹妹	αδερφή	妹妹	N;NOM;FEM;SG	N
αδερφή	姐姐	αδερφή	姐姐	N;NOM;FEM;SG	N
αδερφή	姐妹	αδερφή	姐妹	N;NOM;FEM;SG	N
αδερφή	姊妹	αδερφή	姊妹	N;NOM;FEM;SG	N
αδερφή	姊姊	αδερφή	姊姊	N;NOM;FEM;SG	N
εργάτες	工人	εργάτης	工人	N;NOM;MASC;PL	N
βασισμένο	基	βασίζω	基	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
φόρμουλα	公式	φόρμουλος	公式	N;NOM;MASC;SG	N
φόρμουλα	方程	φόρμουλος	方程	N;NOM;MASC;SG	N
φόρμουλα	配方	φόρμουλος	配方	N;NOM;MASC;SG	N
λόγοι	理由	λόγος	理由	N;NOM;MASC;PL	N
λόγοι	原因	λόγος	原因	N;NOM;MASC;PL	N
συμπεριλαμβανομένης	包括	συμπεριλαμβανόμενος	包括	V;PFV;GEN;FEM;SG;V.PTCP;PASS	V
κρασί	酒	κρασί	酒	N;NOM;NEUT;SG	N
κρασί	葡萄	κρασί	葡萄	N;NOM;NEUT;SG	N
νάτριο	鈉	νάτριος	鈉	N;NOM;NEUT;SG	N
σύμπαν	宇宙	σύμπαν	宇宙	N;NOM;NEUT;SG	N
συντάκτες	作者	συντάκτης	作者	N;NOM;MASC;PL	N
διαταραχή	擾動	διαταραχή	擾動	N;NOM;FEM;SG	N
διαταραχή	失調	διαταραχή	失調	N;NOM;FEM;SG	N
πόδι	腳	πόδι	腳	N;NOM;NEUT;SG	N
πόδι	英尺	πόδι	英尺	N;NOM;NEUT;SG	N
πόδι	腿	πόδι	腿	N;NOM;NEUT;SG	N
ροπή	力	ροπή	力	N;ACC;FEM;SG	N
ροπή	扭矩	ροπή	扭矩	N;ACC;FEM;SG	N
ροπή	扭力	ροπή	扭力	N;ACC;FEM;SG	N
άνθη	花	άνθη	花	N;NOM;NEUT;PL	N
άνθη	鮮花	άνθη	鮮花	N;NOM;NEUT;PL	N
άνθη	花卉	άνθη	花卉	N;NOM;NEUT;PL	N
άνθη	花兒	άνθη	花兒	N;NOM;NEUT;PL	N
άνθη	花朵	άνθη	花朵	N;NOM;NEUT;PL	N
αστέρι	星星	αστέρι	星星	N;NOM;NEUT;SG	N
αστέρι	恆星	αστέρι	恆星	N;NOM;NEUT;SG	N
αστέρι	星	αστέρι	星	N;NOM;NEUT;SG	N
αστέρι	明星	αστέρι	明星	N;NOM;NEUT;SG	N
δωμάτιο	房間	δωμάτιο	房間	N;NOM;NEUT;SG	N
δωμάτιο	房	δωμάτιο	房	N;NOM;NEUT;SG	N
συμφώνησε	議定	συμφωνώ	議定	V;PFV;IND;SG;3;PST;FIN;ACT	V
συμφώνησε	同意	συμφωνώ	同意	V;PFV;IND;SG;3;PST;FIN;ACT	V
γραμματεία	秘書	γραμματείο	秘書	N;NOM;FEM;SG	N
φτερά	羽毛	φτερά	羽毛	N;NOM;NEUT;PL	N
φτερά	翅膀	φτερά	翅膀	N;NOM;NEUT;PL	N
φτερά	翼	φτερά	翼	N;NOM;NEUT;PL	N
αίθουσες	客房	αίθουσα	客房	N;NOM;FEM;PL	N
αίθουσες	房間	αίθουσα	房間	N;NOM;FEM;PL	N
επιβάτες	乘客	επιβάτης	乘客	N;NOM;MASC;PL	N
επιβάτες	旅客	επιβάτης	旅客	N;NOM;MASC;PL	N
υιός	兒子	υιός	兒子	N;NOM;MASC;SG	N
διάλυμα	溶液	διάλυμα	溶液	N;NOM;NEUT;SG	N
σύνολα	總數	σύνολο	總數	N;NOM;NEUT;PL	N
αξίες	價值	αξία	價值	N;NOM;FEM;PL	N
αξίες	價值	αξία	價值	N;NOM;FEM;PL	N
αξίες	數值	αξία	數值	N;NOM;FEM;PL	N
αξίες	值	αξία	值	N;NOM;FEM;PL	N
ανατροπή	扭	ανατροπή	扭	N;NOM;FEM;SG	N
ανατροπή	扭曲	ανατροπή	扭曲	N;NOM;FEM;SG	N
επιλογές	選項	επιλογή	選項	N;NOM;FEM;PL	N
ενότητες	單元	ενότητα	單元	N;NOM;FEM;PL	N
φορτίο	負載	φορτίο	負載	N;NOM;NEUT;SG	N
φορτίο	貨運	φορτίο	貨運	N;NOM;NEUT;SG	N
φορτίο	貨物	φορτίο	貨物	N;NOM;NEUT;SG	N
φορτίο	貨	φορτίο	貨	N;NOM;NEUT;SG	N
φορτίο	貨運	φορτίο	貨運	N;NOM;NEUT;SG	N
φορτίο	裝運	φορτίο	裝運	N;NOM;NEUT;SG	N
φορτίο	托運	φορτίο	托運	N;NOM;NEUT;SG	N
ακμή	粉刺	ακμή	粉刺	N;NOM;FEM;SG	N
γαλαξίας	星系	γαλαξία	星系	N;NOM;MASC;SG	N
παίζοντας	玩	παίζω	玩	V;IPFV;V.CVB;ACT	V
παίζοντας	播放	παίζω	播放	V;IPFV;V.CVB;ACT	V
πολίτη	市民	πολίτης	市民	N;VOC;MASC;SG	N
πολίτη	公民	πολίτης	公民	N;VOC;MASC;SG	N
ελάχιστο	最少	λίγο	最少	ADJ;NOM;CMPR;NEUT;SG	ADJ
ελάχιστο	最小	λίγο	最小	ADJ;NOM;CMPR;NEUT;SG	ADJ
γυρίσματα	拍戲	γύρισμα	拍戲	N;NOM;NEUT;PL	N
γυρίσματα	射擊	γύρισμα	射擊	N;NOM;NEUT;PL	N
γυρίσματα	槍擊	γύρισμα	槍擊	N;NOM;NEUT;PL	N
επίλυση	決斷	επίλυση	決斷	N;ACC;FEM;SG	N
επίλυση	決心	επίλυση	決心	N;ACC;FEM;SG	N
κουλτούρα	文化	κουλτούρα	文化	N;NOM;FEM;SG	N
προφήτη	先知	πρόφητος	先知	N;NOM;MASC;SG	N
πτηνά	鳥類	πτηνώ	鳥類	N;NOM;NEUT;PL	N
πτηνά	鳥	πτηνώ	鳥	N;NOM;NEUT;PL	N
πτηνά	鳥兒	πτηνώ	鳥兒	N;NOM;NEUT;PL	N
χαρτί	紙	χαρτί	紙	N;NOM;NEUT;SG	N
χαρτί	紙張	χαρτί	紙張	N;NOM;NEUT;SG	N
χαρτί	論文	χαρτί	論文	N;NOM;NEUT;SG	N
φαραώ	法老	φαραάνω	法老	N;NOM;MASC;SG	N
τρόφιμα	糧食	τρόφιμα	糧食	N;NOM;NEUT;PL	N
τρόφιμα	食品	τρόφιμα	食品	N;NOM;NEUT;PL	N
τρόφιμα	食物	τρόφιμα	食物	N;NOM;NEUT;PL	N
τρόφιμα	食物	τρόφιμα	食物	N;NOM;NEUT;PL	N
τρόφιμα	食品	τρόφιμα	食品	N;NOM;NEUT;PL	N
τρόφιμα	食品	τρόφιμα	食品	N;NOM;NEUT;PL	N
άλατα	鹽類	άλατο	鹽類	N;NOM;NEUT;PL	N
προσδιορισμός	決心	προσδιορισμός	決心	N;NOM;MASC;SG	N
ποταμών	河流	ποταμός	河流	N;GEN;MASC;PL	N
κατάλληλα	適當	κατάλληλα	適當	ADV	ADV
οδηγία	指令	οδηγία	指令	N;NOM;FEM;SG	N
μεταφορών	運輸	μεταφορά	運輸	N;GEN;FEM;PL	N
μεταφορών	交通	μεταφορά	交通	N;GEN;FEM;PL	N
χειρόγραφο	手稿	χειρόγραφο	手稿	N;NOM;NEUT;SG	N
χειρόγραφο	稿子	χειρόγραφο	稿子	N;NOM;NEUT;SG	N
έντομα	昆蟲	έντομα	昆蟲	N;NOM;NEUT;PL	N
έντομα	蟲子	έντομα	蟲子	N;NOM;NEUT;PL	N
έντομα	臭蟲	έντομα	臭蟲	N;NOM;NEUT;PL	N
θείου	硫磺	θείος	硫磺	N;GEN;NEUT;SG	N
θείου	硫	θείος	硫	N;GEN;NEUT;SG	N
αθλητισμός	體育	αθλητισμός	體育	N;NOM;MASC;SG	N
αθλητισμός	運動	αθλητισμός	運動	N;NOM;MASC;SG	N
αθλητισμός	體育	αθλητισμός	體育	N;NOM;MASC;SG	N
αθλητισμός	運動	αθλητισμός	運動	N;NOM;MASC;SG	N
πολεμικά	軍艦	πολεμικός	軍艦	N;NOM;NEUT;PL	N
πολεμικά	戰艦	πολεμικός	戰艦	N;NOM;NEUT;PL	N
εκλεγεί	當選	εκλέγω	當選	V;PFV;NFIN;ACT	V
μόριο	分子	μόριο	分子	N;NOM;NEUT;SG	N
σοβαρό	嚴重	σοβαρός	嚴重	ADJ;NOM;NEUT;SG	ADJ
σοβαρό	嚴肅	σοβαρός	嚴肅	ADJ;NOM;NEUT;SG	ADJ
σκάκι	象棋	σκάκι	象棋	N;NOM;NEUT;SG	N
σκάκι	西洋	σκάκι	西洋	N;NOM;NEUT;SG	N
ποτάμι	河	ποτάμι	河	N;NOM;NEUT;SG	N
ποτάμι	江河	ποτάμι	江河	N;NOM;NEUT;SG	N
ποτάμι	河流	ποτάμι	河流	N;NOM;NEUT;SG	N
διάγραμμα	圖表	διάγραμμα	圖表	N;NOM;NEUT;SG	N
διάγραμμα	圖	διάγραμμα	圖	N;NOM;NEUT;SG	N
διάγραμμα	圖表	διάγραμμα	圖表	N;NOM;NEUT;SG	N
διάγραμμα	圖形	διάγραμμα	圖形	N;NOM;NEUT;SG	N
διάγραμμα	圖	διάγραμμα	圖	N;NOM;NEUT;SG	N
διάγραμμα	圖表	διάγραμμα	圖表	N;NOM;NEUT;SG	N
διάγραμμα	圖	διάγραμμα	圖	N;NOM;NEUT;SG	N
πεδιάδα	平原	πεδιάδα	平原	N;NOM;FEM;SG	N
σκέψης	思維	σκέψη	思維	N;GEN;FEM;SG	N
σκέψης	思考	σκέψη	思考	N;GEN;FEM;SG	N
τραυματίες	傷	τραυματίας	傷	N;NOM;MASC;PL	N
τραυματίες	負傷	τραυματίας	負傷	N;NOM;MASC;PL	N
σμήνος	集群	σμήνος	集群	N;NOM;NEUT;SG	N
σμήνος	羊群	σμήνος	羊群	N;NOM;NEUT;SG	N
σμήνος	中隊	σμήνος	中隊	N;NOM;NEUT;SG	N
αναγνώστες	讀者	αναγνώστης	讀者	N;NOM;MASC;PL	N
διπλωμάτης	外交	διπλωμάτης	外交	N;NOM;MASC;SG	N
απολύτως	絕對	απόλυτα	絕對	ADV	ADV
σαράντα	四十	σαράντα	四十	NUM;NOM;FEM;PL	NUM
ασθένειες	疾病	ασθένεια	疾病	N;NOM;FEM;PL	N
αίτια	起因	αίτιο	起因	N;NOM;NEUT;PL	N
άγρια	狂	άγρια	狂	N;NOM;NEUT;PL	N
άγρια	野性	άγρια	野性	N;NOM;NEUT;PL	N
άγρια	野生	άγρια	野生	N;NOM;NEUT;PL	N
πτέρυγα	病房	πτέρυγα	病房	N;NOM;FEM;SG	N
πτέρυγα	翼	πτέρυγα	翼	N;NOM;FEM;SG	N
εκμετάλλευση	剝削	εκμετάλλευση	剝削	N;NOM;FEM;SG	N
ανώτατη	最高	ανώτερος	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
σοσιαλιστικό	社會	σοσιαλιστικός	社會	N;NOM;NEUT;SG	N
διάσημος	名流	διάσημος	名流	N;NOM;MASC;SG	N
διάσημος	名人	διάσημος	名人	N;NOM;MASC;SG	N
νυν	電流	νυν	電流	N	N
νυν	現任	νυν	現任	N	N
νυν	目前	νυν	目前	N	N
χτισμένο	建	χτίζω	建	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
αξιοθέατα	景點	αξιοθέατος	景點	N;NOM;NEUT;PL	N
αξιοθέατα	景點	αξιοθέατος	景點	N;NOM;NEUT;PL	N
αξιοθέατα	觀光	αξιοθέατος	觀光	N;NOM;NEUT;PL	N
σύγχυση	混淆	σύγχυση	混淆	N;ACC;FEM;SG	N
σύγχυση	混亂	σύγχυση	混亂	N;ACC;FEM;SG	N
σύγχυση	迷惘	σύγχυση	迷惘	N;ACC;FEM;SG	N
σύγχυση	混淆	σύγχυση	混淆	N;ACC;FEM;SG	N
σύγχυση	混淆	σύγχυση	混淆	N;ACC;FEM;SG	N
αεπ	gdp	αεπ	gdp	N	N
μάρτυρες	證人	μάρτυρας	證人	N;NOM;MASC;PL	N
μάρτυρες	烈士	μάρτυρας	烈士	N;NOM;MASC;PL	N
βιολί	琴	βιολί	琴	N;NOM;NEUT;SG	N
βιολί	提琴	βιολί	提琴	N;NOM;NEUT;SG	N
αγάλματα	雕像	άγαλμα	雕像	N;NOM;NEUT;PL	N
αγάλματα	塑像	άγαλμα	塑像	N;NOM;NEUT;PL	N
δίπλωμα	文	δίπλωμα	文	N;NOM;NEUT;SG	N
δίπλωμα	執照	δίπλωμα	執照	N;NOM;NEUT;SG	N
δίπλωμα	駕照	δίπλωμα	駕照	N;NOM;NEUT;SG	N
κόλπος	陰道	κόλπος	陰道	N;NOM;MASC;SG	N
κόλπος	海灣	κόλπος	海灣	N;NOM;MASC;SG	N
κόλπος	灣	κόλπος	灣	N;NOM;MASC;SG	N
κόλπος	海灣	κόλπος	海灣	N;NOM;MASC;SG	N
οξέα	酸	οξέα	酸	N;NOM;NEUT;PL	N
ίση	平等	ίσος	平等	N;NOM;FEM;SG	N
συνασπισμός	聯盟	συνασπισμός	聯盟	N;NOM;MASC;SG	N
συνασπισμός	聯軍	συνασπισμός	聯軍	N;NOM;MASC;SG	N
συντάκτης	編輯	συντάκτης	編輯	N;NOM;MASC;SG	N
συντάκτης	作者	συντάκτης	作者	N;NOM;MASC;SG	N
τρόπαιο	戰利	τρόπαιο	戰利	N;NOM;NEUT;SG	N
τρόπαιο	獎	τρόπαιο	獎	N;NOM;NEUT;SG	N
τρόπαιο	獎杯	τρόπαιο	獎杯	N;NOM;NEUT;SG	N
αυγά	蛋	αυγά	蛋	N;NOM;NEUT;PL	N
αυγά	雞蛋	αυγά	雞蛋	N;NOM;NEUT;PL	N
αυγά	卵	αυγά	卵	N;NOM;NEUT;PL	N
στρατόπεδα	營地	στρατόπεδο	營地	N;NOM;NEUT;PL	N
κεφάλαια	基金	κεφάλαιο	基金	N;NOM;NEUT;PL	N
κεφάλαια	資金	κεφάλαιο	資金	N;NOM;NEUT;PL	N
ζώο	動物	ζώο	動物	N;NOM;NEUT;SG	N
μέταλλο	金屬	μέταλλο	金屬	N;NOM;NEUT;SG	N
ένταξη	整合	ένταξη	整合	N;ACC;FEM;SG	N
μοίρες	學位	μοίρα	學位	N;NOM;FEM;PL	N
μοίρες	度	μοίρα	度	N;NOM;FEM;PL	N
στενό	狹義	στενός	狹義	N;NOM;NEUT;SG	N
στενό	狹隘	στενός	狹隘	N;NOM;NEUT;SG	N
τόποι	地方	τόπος	地方	N;NOM;MASC;PL	N
τόποι	地點	τόπος	地點	N;NOM;MASC;PL	N
διπλή	雙	διπλός	雙	NUM;NOM;FEM;SG	NUM
διπλή	雙	διπλός	雙	NUM;NOM;FEM;SG	NUM
διπλή	雙	διπλός	雙	NUM;NOM;FEM;SG	NUM
διπλή	雙	διπλός	雙	NUM;NOM;FEM;SG	NUM
αστρονομία	天文	αστρονομία	天文	N;NOM;FEM;SG	N
κορίτσια	女孩	κορίτσι	女孩	N;NOM;NEUT;PL	N
κορίτσια	女生	κορίτσι	女生	N;NOM;NEUT;PL	N
κορίτσια	女	κορίτσι	女	N;NOM;NEUT;PL	N
τετράγωνο	平方	τετράγωνος	平方	N;NOM;NEUT;SG	N
τετράγωνο	方塊	τετράγωνος	方塊	N;NOM;NEUT;SG	N
τετράγωνο	方形	τετράγωνος	方形	N;NOM;NEUT;SG	N
τετράγωνο	廣場	τετράγωνος	廣場	N;NOM;NEUT;SG	N
τετράγωνο	平方	τετράγωνος	平方	N;NOM;NEUT;SG	N
τετράγωνο	區塊	τετράγωνος	區塊	N;NOM;NEUT;SG	N
αέρια	氣	αέριος	氣	N;NOM;NEUT;PL	N
αέρια	汽油	αέριος	汽油	N;NOM;NEUT;PL	N
αέρια	氣體	αέριος	氣體	N;NOM;NEUT;PL	N
αέρια	氣體	αέριος	氣體	N;NOM;NEUT;PL	N
αναμένεται	預計	αναμένω	預計	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
όνειρο	夢	όνειρο	夢	N;NOM;NEUT;SG	N
