ve	og	ve	og	CONJ	CONJ
aileler	familier	aile	familie	N;NOM;PL;3	N;INDF;FEM;PL
aileler	familiene	aile	familie	N;NOM;PL;3	N;DEF;FEM;PL
yöntemleri	metoder	yöntem	metode	N;NOM;PL;3	N;INDF;MASC;PL
salon	lounge	salon	loyng	N;NOM;SG;3	N;INDF;MASC;SG
salon	saloon	salon	saloon	N;NOM;SG;3	N;INDF;MASC;SG
salon	salong	salon	salong	N;NOM;SG;3	N;INDF;MASC;SG
salon	hall	salon	hall	N;NOM;SG;3	N;INDF;MASC;SG
ejderha	drage	ejderha	drage	N;NOM;SG;3	N;INDF;MASC;SG
ejderha	dragon	ejderha	dragon	N;NOM;SG;3	N;INDF;MASC;SG
destekleyen	støtter	destekle	støtte	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
ülkelere	landene	ülke	land	N;DAT;PL;3	N;DEF;FEM;PL
telekom	telecom	telekom	telecom	N;NOM;SG;3	N;INDF;NEUT;SG
telekom	telekom	telekom	telekom	N;NOM;SG;3	N;INDF;MASC;SG
bellek	minnet	bellek	minne	N;NOM;SG;3	N;DEF;NEUT;SG
bellek	hukommelse	bellek	hukommelse	N;NOM;SG;3	N;INDF;MASC;SG
bellek	minne	bellek	minne	N;NOM;SG;3	N;INDF;NEUT;SG
bellek	memory	bellek	memory	N;NOM;SG;3	N
torunu	barnebarn	torun	barnebarn	N;NOM;SG;3	N;INDF;NEUT;SG
torunu	sønnesønn	torun	sønnesønn	N;NOM;SG;3	N;INDF;MASC;SG
torunu	barnebarn	torun	barnebarn	N;NOM;SG;3	N;INDF;NEUT;SG
torunu	barnebarnet	torun	barnebarn	N;NOM;SG;3	N;DEF;NEUT;SG
olasılık	sannsynlighet	olasılık	sannsynlighet	N;NOM;SG;3	N;INDF;NEUT;SG
olasılık	mulighet	olasılık	mulighet	N;NOM;SG;3	N;INDF;FEM;SG
bağlantıları	koblinger	bağlantı	koblinger	N;NOM;PL;3	N;INDF;FEM;PL
bağlantıları	linker	bağlantı	linker	N;NOM;PL;3	N;INDF;MASC;PL
bağlantıları	lenker	bağlantı	lank	N;NOM;PL;3	N;INDF;FEM;PL
bağlantıları	tilknytninger	bağlantı	tilknytning	N;NOM;PL;3	N;INDF;FEM;PL
bağlantıları	tilkoblinger	bağlantı	tilkoblinger	N;NOM;PL;3	N;INDF;FEM;PL
tehlike	fare	tehlike	fare	N;NOM;SG;3	N;INDF;MASC;SG
tehlike	danger	tehlike	dange	N;NOM;SG;3	N;INDF;MASC;SG
dersler	forelesninger	ders	forelesninger	N;NOM;PL;3	N;INDF;FEM;PL
dersler	retter	ders	rette	N;NOM;PL;3	N;INDF;MASC;PL
dersler	løyper	ders	løype	N;NOM;PL;3	N;INDF;FEM;PL
dersler	klasser	ders	klasse	N;NOM;PL;3	N;INDF;FEM;PL
dersler	fag	ders	fag	N;NOM;PL;3	N;INDF;NEUT;PL
dersler	klassene	ders	klasse	N;NOM;PL;3	N;DEF;FEM;PL
güneye	syd	güne	syd	N;DAT;SG;3	N;INDF;MASC;SG
güneye	syden	güne	syde	N;DAT;SG;3	N;DEF;MASC;SG
şirketleri	bedrifter	şirket	bedrift	N;ACC;PL;3	N;INDF;FEM;PL
şirketleri	selskaper	şirket	selskap	N;ACC;PL;3	N;INDF;MASC;PL
satranç	chess	satranç	chess	N;NOM;SG;3	N;INDF;MASC;SG
satranç	sjakk	satranç	sjakk	N;NOM;SG;3	N;INDF;MASC;SG
katedrali	katedral	katedrali	katedral	N;ESS;SG;3	N;INDF;MASC;SG
katedrali	katedralen	katedrali	katedral	N;ESS;SG;3	N;DEF;MASC;SG
korunması	beskytte	korun	beskytte	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
belirten	spesifiserer	belir	spesifisere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;IND;PRS;FIN
belirten	spesifisere	belir	spesifisere	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;NFIN
tedavisi	behandling	tedavi	behandling	N;NOM;SG;3	N;INDF;FEM;SG
maalesef	dessverre	maalesef	dessverre	ADV	ADV
maalesef	desverre	maalesef	desverre	ADV	ADV
maalesef	beklageligvis	maalesef	beklageligvis	ADV	ADV
maalesef	dessverre	maalesef	dessverre	ADV	ADV
maalesef	desverre	maalesef	desverre	ADV	ADV
maalesef	uheldigvis	maalesef	uheldigvis	ADV	ADV
kayserispor	kayserispor	kayserispor	kayserispor	N;NOM;SG;3	N;INDF;MASC;SG
bateri	tromme	bateri	tromme	N;NOM;SG;3	N;INDF;FEM;SG
bateri	drum	bateri	drum	N;NOM;SG;3	N;INDF;MASC;SG
bateri	trommesett	bateri	trommesett	N;NOM;SG;3	N;INDF;NEUT;SG
meryem	madonna	meryem	madonna	N;NOM;SG;3	N;INDF;MASC;SG
meryem	mariam	meryem	mariam	N;NOM;SG;3	N;INDF;MASC;SG
meryem	mary	meryem	mary	N;NOM;SG;3	N;INDF;FEM;SG
savaşlar	krigene	savaş	krig	N;NOM;PL;3	N;DEF;FEM;PL
savaşlar	slagene	savaş	slag	N;NOM;PL;3	N;DEF;FEM;PL
savaşlar	kamper	savaş	kamp	N;NOM;PL;3	N;INDF;FEM;PL
geliştirmek	utvikle	geliş	utvikle	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
matematikçi	matematiker	matematikçi	matematike	N;NOM;SG;3	N;INDF;MASC;SG
tura	omvisning	tur	omvisning	N;DAT;SG;3	N;INDF;FEM;SG
tura	tour	tur	tour	N;DAT;SG;3	N;INDF;SG
tura	turné	tur	turné	N;DAT;SG;3	N;INDF;MASC;SG
tura	heads	tur	heads	N;DAT;SG;3	N
tura	hoder	tur	hoder	N;DAT;SG;3	N;INDF;FEM;SG
tura	tura	tur	tur	N;DAT;SG;3	N;DEF;FEM;SG
adalar	øyer	ada	øyer	N;NOM;PL;3	N;INDF;FEM;PL
misafir	gjest	misafir	gjest	N;NOM;SG;3	N;INDF;MASC;SG
misafir	gjesten	misafir	gjest	N;NOM;SG;3	N;DEF;MASC;SG
katılmak	delta	kat	delta	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
hediye	nåværende	hedi	nåværende	N;NOM;SG;3	N;INDF;NEUT;SG
hediye	presang	hedi	presang	N;NOM;SG;3	N;INDF;MASC;SG
hediye	nåtid	hedi	nåtid	N;NOM;SG;3	N;INDF;FEM;SG
hediye	tilstede	hedi	tilsted	N;NOM;SG;3	N;INDF;MASC;SG
hediye	avsløring	hedi	avsløring	N;NOM;SG;3	N;INDF;FEM;SG
hediye	gaven	hedi	gave	N;NOM;SG;3	N;DEF;MASC;SG
hediye	gave	hedi	gave	N;NOM;SG;3	N;INDF;MASC;SG
koşulları	vilkår	koşul	vilkår	N;ACC;PL;3	N;INDF;NEUT;PL
koşulları	betingelsene	koşul	betingelse	N;ACC;PL;3	N;DEF;MASC;PL
koşulları	vilkårene	koşul	vilkår	N;ACC;PL;3	N;DEF;FEM;PL
koşulları	betingelsene	koşul	betingelse	N;ACC;PL;3	N;DEF;MASC;PL
koşulları	vilkår	koşul	vilkår	N;ACC;PL;3	N;INDF;NEUT;PL
sembolü	symbol	sembolü	symbol	N;ACC;SG;3	N;INDF;NEUT;SG
şiirler	dikt	şiir	dikt	N;NOM;PL;3	N;INDF;NEUT;PL
cumhuriyetçi	republikanere	cumhuriyetçi	republikanere	N;NOM;SG;3	N;INDF;MASC;SG
renkleri	farger	renk	farger	N;NOM;PL;3	N;INDF;MASC;PL
renkleri	farger	renk	farger	N;NOM;PL;3	N;INDF;MASC;PL
mesajı	melding	mesaj	melding	N;ACC;SG;3	N;INDF;FEM;SG
mesajı	budskap	mesaj	budskap	N;ACC;SG;3	N;INDF;MASC;SG
mesajı	beskjed	mesaj	beskjed	N;ACC;SG;3	N;INDF;FEM;SG
frekans	hyppighet	frekans	hyppighet	N;NOM;SG;3	N;INDF;FEM;SG
frekans	frekvens	frekans	frekvens	N;NOM;SG;3	N;INDF;MASC;SG
modelleri	modeller	model	modeller	N;NOM;PL;3	N;INDF;MASC;PL
ilçeleri	distrikter	ilçe	distrikt	N;ACC;PL;3	N;INDF;FEM;PL
tüfek	hagle	tüfek	hagle	N;NOM;SG;3	N;INDF;MASC;SG
tüfek	gevær	tüfek	gevær	N;NOM;SG;3	N;INDF;NEUT;SG
tüfek	gevær	tüfek	gevær	N;NOM;SG;3	N;INDF;NEUT;SG
tüfek	rifle	tüfek	rifle	N;NOM;SG;3	N;INDF;FEM;SG
birlikler	enheter	birlik	enhet	N;NOM;PL;3	N;INDF;FEM;PL
birlikler	tropper	birlik	troppe	N;NOM;PL;3	N;INDF;FEM;PL
birlikler	troppene	birlik	troppe	N;NOM;PL;3	N;DEF;FEM;PL
sözlüğü	ordbok	sözlük	ordbok	N;NOM;SG;3	N;INDF;FEM;SG
airlines	flyselskaper	airlines	flyselskap	N;NOM;SG;3	N;INDF;NEUT;SG
airlines	airlines	airlines	airlines	N;NOM;SG;3	N;INDF;NEUT;SG
evler	hjemmene	ev	hjemme	N;NOM;PL;3	N;DEF;MASC;PL
sıcaklığı	temperatur	sıcaklık	temperatur	N;ACC;SG;3	N;INDF;MASC;SG
hacmi	volume	hacim	volum	N;ACC;SG;3	N;INDF;NEUT;SG
hacmi	volum	hacim	volum	N;ACC;SG;3	N;INDF;NEUT;SG
oluşumu	formasjon	oluş	formasjon	N;ACC;SG;3	N;INDF;MASC;SG
yazmak	skriver	yaz	skrive	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
çıkışı	exit	çıkış	Exit	N;ACC;SG;3	N;INDF;SG
çıkışı	avslutt	çıkış	avslutt	N;ACC;SG;3	N;INDF;MASC;SG
çıkışı	utgang	çıkış	utgang	N;ACC;SG;3	N;INDF;MASC;SG
point	poeng	point	poeng	N;NOM;SG;3	N;INDF;NEUT;SG
point	punkt	point	punkt	N;NOM;SG;3	N;INDF;NEUT;SG
point	point	point	poin	N;NOM;SG;3	N;INDF;MASC;SG
bitti	fullførte	bit	fullføre	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
yemekler	måltider	yemek	måltid	N;NOM;PL;3	N;INDF;FEM;PL
yemekler	måltidene	yemek	måltid	N;NOM;PL;3	N;DEF;FEM;PL
yemekler	retter	yemek	rette	N;NOM;PL;3	N;INDF;MASC;PL
yemekler	tallerkener	yemek	tallerken	N;NOM;PL;3	N;INDF;MASC;PL
atlet	idrettsutøver	atlet	idrettsutøver	N;NOM;SG;3	N;INDF;NEUT;SG
atlet	atlet	atlet	atl	N;NOM;SG;3	N;INDF;MASC;SG
atlet	idrettsmann	atlet	idrettsmann	N;NOM;SG;3	N;INDF;MASC;SG
elverişli	beleilig	elverişli	beleilig	ADJ	ADJ;INDF;SG
elverişli	praktisk	elverişli	praktisk	ADJ	ADJ;INDF;NEUT;SG
elverişli	gunstige	elverişli	gunstig	ADJ	ADJ;PL
elverişli	gunstig	elverişli	gunstig	ADJ	ADJ;INDF;NEUT;SG
banka	banks	banka	banks	N;NOM;SG;3	N;INDF;MASC;SG
banka	bank	banka	bank	N;NOM;SG;3	N;INDF;MASC;SG
fazlası	overskudd	fazla	overskydde	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
tamamlandı	fullførte	tamamla	fullføre	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
tamamlandı	fullførte	tamamla	fullføre	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
oynuyor	spiller	oyna	spille	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
oynuyor	spiller	oyna	spille	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
dinamik	dynamisk	dinamik	dynamisk	ADJ	ADJ;INDF;NEUT;SG
dinamik	dynamiske	dinamik	dynamisk	ADJ	ADJ;PL
şarap	vin	şarap	vin	N;NOM;SG;3	N;INDF;MASC;SG
şarap	viner	şarap	vine	N;NOM;SG;3	N;INDF;MASC;SG
şarap	vin	şarap	vin	N;NOM;SG;3	N;INDF;MASC;SG
vektör	vektor	vektör	vektor	N;NOM;SG;3	N;INDF;MASC;SG
ateşi	feber	ateşi	feber	N;NOM;SG;3	N;INDF;MASC;SG
berabere	slips	beraber	slips	N;NOM;SG;3	N;INDF;MASC;SG
berabere	bind	beraber	binde	N;NOM;SG;3	N;INDF;NEUT;SG
berabere	bundet	beraber	bund	N;NOM;SG;3	N;DEF;NEUT;SG
berabere	bandt	beraber	band	N;NOM;SG;3	N;INDF;MASC;SG
mimarisi	arkitektur	mimari	arkitektur	N;NOM;SG;3	N;INDF;MASC;SG
partiler	fester	parti	fester	N;NOM;PL;3	N;INDF;FEM;PL
semt	nabolaget	semt	nabolag	N;NOM;SG;3	N;DEF;NEUT;SG
semt	nabolag	semt	nabolag	N;NOM;SG;3	N;INDF;NEUT;SG
semt	strøket	semt	strøk	N;NOM;SG;3	N;DEF;NEUT;SG
semt	nabolaget	semt	nabolag	N;NOM;SG;3	N;DEF;NEUT;SG
semt	nabolag	semt	nabolag	N;NOM;SG;3	N;INDF;NEUT;SG
semt	strøk	semt	strøk	N;NOM;SG;3	N;INDF;NEUT;SG
semt	nærområde	semt	nærområde	N;NOM;SG;3	N;INDF;NEUT;SG
semt	distriktet	semt	distrikt	N;NOM;SG;3	N;DEF;NEUT;SG
semt	distrikt	semt	distrikt	N;NOM;SG;3	N;INDF;NEUT;SG
semt	ortsteil	semt	ortsteil	N;NOM;SG;3	N;INDF;MASC;SG
dayanışma	solidaritet	dayanışma	solidaritet	N;NOM;SG;3	N;INDF;MASC;SG
gerçekleştirildi	utførte	gerçekleş	utføre	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
kahve	kaffe	kahve	kaffe	N;NOM;SG;3	N;INDF;MASC;SG
görünüyor	ser	görün	sjå	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
görünüyor	leter	görün	leter	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
batıya	west	bat	west	N;DAT;SG;3	N;INDF;MASC;SG
batıya	vesten	bat	vest	N;DAT;SG;3	N;DEF;MASC;SG
adaylığı	kandidatur	adaylık	kandidatur	N;NOM;SG;3	N;INDF;MASC;SG
adaylığı	nominasjonen	adaylık	nominasjon	N;NOM;SG;3	N;DEF;MASC;SG
adaylığı	nominasjon	adaylık	nominasjon	N;NOM;SG;3	N;INDF;MASC;SG
yönü	retning	yön	retning	N;ACC;SG;3	N;INDF;FEM;SG
yönü	retningen	yön	retning	N;ACC;SG;3	N;DEF;MASC;SG
yönü	aspekt	yön	aspekt	N;ACC;SG;3	N;INDF;NEUT;SG
diyor	sier	de	seie	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
çevirisi	oversettelse	çevir	oversettelse	N;NOM;SG;3	N;INDF;MASC;SG
çevirisi	oversettelsen	çevir	oversettelse	N;NOM;SG;3	N;DEF;MASC;SG
kurtarmak	lagrer	kurtar	lagre	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
kurtarmak	sparer	kurtar	spare	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
mutfağı	kjøkken	mutfak	kjøkken	N;ACC;SG;3	N;INDF;NEUT;SG
kategorisi	kategori	kategori	kategori	N;NOM;SG;3	N;INDF;MASC;SG
kategorisi	kategorien	kategori	kategori	N;NOM;SG;3	N;DEF;MASC;SG
ingilizler	britiske	ingiliz	britisk	ADJ;NOM;PL;3	ADJ;PL
görevler	oppgaver	görev	oppgave	N;NOM;PL;3	N;INDF;FEM;PL
görevler	jobber	görev	jobbe	N;NOM;PL;3	N;INDF;FEM;PL
görevler	rollene	görev	rolle	N;NOM;PL;3	N;DEF;FEM;PL
görevler	roller	görev	roller	N;NOM;PL;3	N;INDF;FEM;PL
sattı	solgte	sat	solgje	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
silahlar	våpen	silah	våpen	N;NOM;PL;3	N;INDF;NEUT;PL
silahlar	geværer	silah	gevære	N;NOM;PL;3	N;INDF;FEM;PL
silahlar	arms	silah	arm	N;NOM;PL;3	N
silahlar	armene	silah	arm	N;NOM;PL;3	N;DEF;FEM;PL
philippe	philippe	philippe	philippe	N;NOM;SG;3	N;INDF;MASC;SG
philippe	phillippe	philippe	phillippe	N;NOM;SG;3	N;INDF;MASC;SG
philippe	philipe	philippe	philip	N;NOM;SG;3	N;INDF;MASC;SG
görüşler	meninger	görüş	mening	N;NOM;PL;3	N;INDF;FEM;PL
görüşler	meningene	görüş	mening	N;NOM;PL;3	N;DEF;FEM;PL
görüşler	tilbakemeldinger	görüş	tilbakemelding	N;NOM;PL;3	N;INDF;FEM;PL
toplantı	samling	toplantı	samling	N;NOM;SG;3	N;INDF;FEM;SG
toplantı	møte	toplantı	møte	N;NOM;SG;3	N;INDF;NEUT;SG
şartları	vilkårene	şart	vilkår	N;NOM;PL;3	N;DEF;FEM;PL
şartları	betingelsene	şart	betingelse	N;NOM;PL;3	N;DEF;MASC;PL
şartları	vilkår	şart	vilkår	N;NOM;PL;3	N;INDF;NEUT;PL
sürgüne	eksil	sürgü	eksil	N;DAT;SG;3	N;INDF;MASC;SG
gelenekleri	tradisjonene	gelenek	tradisjon	N;ACC;PL;3	N;DEF;FEM;PL
adresi	adresse	adres	adresse	N;NOM;SG;3	N;INDF;FEM;SG
diplomat	diplomat	diplomat	diplomat	N;NOM;SG;3	N;INDF;MASC;SG
silahı	pistol	silah	pistol	N;ACC;SG;3	N;INDF;MASC;SG
silahı	gun	silah	gun	N;ACC;SG;3	N
silahı	revolver	silah	revolver	N;ACC;SG;3	N;INDF;MASC;SG
yahudileri	jøder	yahudi	jøde	N;ACC;PL;3	N;INDF;MASC;PL
gazetecilik	journalistikk	gazetecilik	journalistikk	N;NOM;SG;3	N;INDF;MASC;SG
haberler	nyheter	haber	nyhet	N;NOM;PL;3	N;INDF;FEM;PL
haberler	news	haber	new	N;NOM;PL;3	N
haberler	historier	haber	historie	N;NOM;PL;3	N;INDF;FEM;PL
haberler	hendingar	haber	hending	N;NOM;PL;3	N;INDF;FEM;PL
haberler	fortellinger	haber	fortellinger	N;NOM;PL;3	N;INDF;FEM;PL
konyaspor	konyaspor	konyaspor	konyaspor	N;NOM;SG;3	N;INDF;MASC;SG
şirketler	selskaper	şirket	selskap	N;NOM;PL;3	N;INDF;MASC;PL
şirketler	bedrifter	şirket	bedrift	N;NOM;PL;3	N;INDF;FEM;PL
şirketler	selskaper	şirket	selskap	N;NOM;PL;3	N;INDF;MASC;PL
programlar	programmer	program	programme	N;NOM;PL;3	N;INDF;FEM;PL
programlar	programmer	program	programme	N;NOM;PL;3	N;INDF;FEM;PL
işlevi	funksjon	işlev	funksjon	N;NOM;SG;3	N;INDF;MASC;SG
beach	beach	beach	beach	N;NOM;SG;3	N;INDF;NEUT;SG
beach	stranda	beach	strand	N;NOM;SG;3	N;DEF;FEM;SG
beach	strand	beach	strand	N;NOM;SG;3	N;INDF;FEM;SG
beraberlik	slips	beraberlik	slips	N;NOM;SG;3	N;INDF;MASC;SG
beraberlik	bind	beraberlik	binde	N;NOM;SG;3	N;INDF;NEUT;SG
beraberlik	samliv	beraberlik	samliv	N;NOM;SG;3	N;INDF;NEUT;SG
çalışmış	virka	çalış	virke	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN
çalışmış	fungerte	çalış	fungere	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN
sahili	kyst	sahili	kyst	N;ACC;SG;3	N;INDF;NEUT;SG
sahili	kysten	sahili	kyst	N;ACC;SG;3	N;DEF;MASC;SG
sahili	coast	sahili	co	N;ACC;SG;3	N
organı	orgel	organ	orgel	N;ACC;SG;3	N;INDF;NEUT;SG
organı	organ	organ	organ	N;ACC;SG;3	N;INDF;NEUT;SG
kurumsal	institusjonell	kurumsal	institusjonell	ADJ	ADJ;INDF;SG
cinayet	drap	cinayet	drap	N;NOM;SG;3	N;INDF;NEUT;SG
cinayet	mord	cinayet	mord	N;NOM;SG;3	N;INDF;NEUT;SG
farklılıklar	uenigheter	farklılık	uenigheter	N;NOM;PL;3	N;INDF;FEM;PL
farklılıklar	forskjellene	farklılık	forskjelle	N;NOM;PL;3	N;DEF;FEM;PL
farklılıklar	ulikheter	farklılık	ulikheter	N;NOM;PL;3	N;INDF;FEM;PL
farklılıklar	forskjeller	farklılık	forskjelle	N;NOM;PL;3	N;INDF;MASC;PL
reddetti	avslo	reddet	avslo	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
reddetti	avslo	reddet	avslo	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
mesleği	yrke	meslek	yrke	N;NOM;SG;3	N;INDF;NEUT;SG
mesleği	profesjon	meslek	profesjon	N;NOM;SG;3	N;INDF;MASC;SG
üreticisi	produsent	üretici	produsent	N;NOM;SG;3	N;INDF;MASC;SG
papalık	pavedømmet	papalık	pavedøm	N;NOM;SG;3	N;DEF;NEUT;SG
yönlendirme	omdirigere	yönlen	omdirigere	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
yayınlar	publiseringer	yayın	publiseringe	N;NOM;PL;3	N;INDF;FEM;PL
danışmanı	konsulent	danışman	konsulent	N;NOM;SG;3	N;INDF;MASC;SG
danışmanı	rådgiver	danışman	rådgive	N;NOM;SG;3	N;INDF;MASC;SG
danışmanı	rådgiver	danışman	rådgive	N;NOM;SG;3	N;INDF;MASC;SG
yorumları	kommentarar	yorum	kommentar	N;ACC;PL;3	N;INDF;MASC;PL
yorumları	kommentarer	yorum	kommentar	N;ACC;PL;3	N;INDF;FEM;PL
dizileri	sekvenser	dizi	sekvense	N;ACC;PL;3	N;INDF;MASC;PL
hatları	linjer	hat	linje	N;ACC;PL;3	N;INDF;FEM;PL
bitkiler	planter	bitki	plante	N;NOM;PL;3	N;INDF;FEM;PL
konservatuvarı	konservatoriet	konservatuvarı	konservatorium	N;ACC;SG;3	N;DEF;NEUT;SG
konservatuvarı	vinterhagen	konservatuvarı	vinterhage	N;ACC;SG;3	N;DEF;MASC;SG
benzerlik	tilhørighet	benzerlik	tilhørighet	N;NOM;SG;3	N;INDF;FEM;SG
benzerlik	likhet	benzerlik	likhet	N;NOM;SG;3	N;INDF;NEUT;SG
benzerlik	likheten	benzerlik	likhet	N;NOM;SG;3	N;DEF;MASC;SG
benzerlik	likhet	benzerlik	likhet	N;NOM;SG;3	N;INDF;NEUT;SG
benzerlik	likhetstrekk	benzerlik	likhetstrekk	N;NOM;SG;3	N;INDF;NEUT;SG
kimliği	identitet	kimlik	identitet	N;NOM;SG;3	N;INDF;MASC;SG
kimliği	identiteten	kimlik	identitet	N;NOM;SG;3	N;DEF;MASC;SG
hakaret	ærekrenkelse	hakaret	ærekrenkelse	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	fornærmer	hakaret	fornærm	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	fornærmelser	hakaret	fornærmelser	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	krenkende	hakaret	krenkende	N;NOM;SG;3	N;INDF;NEUT;SG
hakaret	fornærmer	hakaret	fornærm	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	fornærmende	hakaret	fornærmende	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	fornærmelse	hakaret	fornærmelse	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	krenkelse	hakaret	krenkelse	N;NOM;SG;3	N;INDF;MASC;SG
hakaret	fornærme	hakaret	fornærme	N;NOM;SG;3	N;INDF;MASC;SG
kurtlar	wolves	kurt	wolves	N;NOM;PL;3	N
kurtlar	larver	kurt	larve	N;NOM;PL;3	N;INDF;FEM;PL
özgürlüğü	frihet	özgürlük	frih	N;ACC;SG;3	N;INDF;MASC;SG
renault	renault	renault	renaul	N;NOM;SG;3	N;INDF;MASC;SG
değerler	verdier	değer	verdi	N;NOM;PL;3	N;INDF;FEM;PL
yeğeni	nevøen	yeğen	nevø	N;NOM;SG;3	N;DEF;MASC;SG
yeğeni	nevø	yeğen	nevø	N;NOM;SG;3	N;INDF;MASC;SG
yeğeni	niesen	yeğen	nies	N;NOM;SG;3	N;DEF;MASC;SG
yeğeni	niese	yeğen	niese	N;NOM;SG;3	N;INDF;MASC;SG
stabilize	stabilisere	stabilize	stabilisere	V;PFV;IND;SG;POS;PRS	V;NFIN
veriyor	gir	ver	gi	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN
burnu	snute	burun	snute	N;NOM;SG;3	N;INDF;MASC;SG
burnu	cape	burun	cape	N;NOM;SG;3	N;INDF;NEUT;SG
burnu	kapp	burun	kapp	N;NOM;SG;3	N;INDF;NEUT;SG
burnu	nese	burun	nese	N;NOM;SG;3	N;INDF;MASC;SG
burnu	nesen	burun	nesen	N;NOM;SG;3	N;DEF;MASC;SG
burnu	nesa	burun	nesa	N;NOM;SG;3	N;INDF;MASC;SG
manastırı	kloster	manastırı	kloster	N;ACC;SG;3	N;INDF;NEUT;SG
renkler	farger	renk	farger	N;NOM;PL;3	N;INDF;MASC;PL
renkler	farger	renk	farger	N;NOM;PL;3	N;INDF;MASC;PL
ordular	hærer	ordu	hære	N;NOM;PL;3	N;INDF;MASC;PL
sendromu	syndromet	sendromu	syndrom	N;NOM;SG;3	N;DEF;NEUT;SG
sendromu	syndrom	sendromu	syndrom	N;NOM;SG;3	N;INDF;MASC;SG
projeleri	prosjekter	proje	prosjekt	N;ACC;PL;3	N;INDF;FEM;PL
projeleri	prosjektene	proje	prosjekt	N;ACC;PL;3	N;DEF;FEM;PL
volkanik	vulkansk	volkanik	vulkansk	ADJ	ADJ;INDF;SG
geçmek	krysser	geç	krysse	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
bekleyen	venter	bekle	vente	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
bekleyen	venter	bekle	vente	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN
yetenekli	talentfulle	yetenekli	talentfull	ADJ	ADJ;PL
yetenekli	talentfull	yetenekli	talentfull	ADJ	ADJ;INDF;SG
yetenekli	dyktig	yetenekli	dyktig	ADJ	ADJ;INDF;SG
yetenekli	dyktige	yetenekli	dyktig	ADJ	ADJ;PL
müslümanlar	muslimer	müslüman	muslimer	N;NOM;PL;3	N;INDF;MASC;PL
gözleri	eyes	göz	eyks	N;NOM;PL;3	N
gözleri	øynene	göz	øyne	N;NOM;PL;3	N;DEF;MASC;PL
konserler	spillejobber	konser	spillejobber	N;NOM;PL;3	N;INDF;FEM;PL
konserler	gig	konser	gig	N;NOM;PL;3	N
binalar	bygninger	bina	bygninger	N;NOM;PL;3	N;INDF;MASC;PL
namlu	munnkurv	namlu	munnkurv	N;NOM;SG;3	N;INDF;MASC;SG
namlu	tønne	namlu	tønne	N;NOM;SG;3	N;INDF;FEM;SG
geceleri	nettene	gece	natt	N;ACC;PL;3	N;DEF;FEM;PL
geceleri	kvelder	gece	kvelde	N;ACC;PL;3	N;INDF;FEM;PL
geceleri	nights	gece	nights	N;ACC;PL;3	N
geceleri	netter	gece	natt	N;ACC;PL;3	N;INDF;FEM;PL
büyüdü	vokste	büyü	vokst	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
simgesi	ikonet	simge	ikon	N;NOM;SG;3	N;DEF;NEUT;SG
simgesi	ikon	simge	ikon	N;NOM;SG;3	N;INDF;NEUT;SG
avukatlık	jurist	avukatlık	jurist	N;NOM;SG;3	N;INDF;MASC;SG
avukatlık	advokat	avukatlık	advokat	N;NOM;SG;3	N;INDF;MASC;SG
