категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
насекоми	erros	насекомя	erro	N;INDF;MASC;PL	N;MASC;PL
холщайн	holstein	холщайн	holstein	N;INDF;MASC;SG	N;MASC;SG
социално	socialmente	социален	socialmente	ADV	ADV
племето	tribo	племе	tribo	N;DEF;NEUT;SG	N;FEM;SG
служби	serviços	служба	serviço	N;INDF;FEM;PL	N;MASC;PL
лом	lom	лом	lom	N;INDF;MASC;SG	N;MASC;SG
доведе	trouxe	доведа	trazer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
доведе	trazido	доведа	trazer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
доведе	liderado	доведа	liderar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
доведе	liderou	доведа	liderar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
посветена	dedicada	посветя-(се)	dedicar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
посветена	dedicado	посветя-(се)	dedicar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
рали	comício	рали	comício	N;INDF;NEUT;SG	N;MASC;SG
рали	rally	рали	rally	N;INDF;NEUT;SG	N;MASC;SG
рали	rali	рали	rali	N;INDF;NEUT;SG	N;MASC;SG
рали	raleigh	рали	raleigh	N;INDF;NEUT;SG	N;MASC;SG
вкус	gosto	вкус	gosto	N;INDF;MASC;SG	N;MASC;SG
вкус	sabor	вкус	sabor	N;INDF;MASC;SG	N;MASC;SG
вкус	sabor	вкус	sabor	N;INDF;MASC;SG	N;MASC;SG
температури	temperaturas	температура	temperatura	N;INDF;FEM;PL	N;FEM;PL
принципи	princípios	принцип	princípio	N;INDF;MASC;PL	N;MASC;PL
принципи	principios	принцип	principio	N;INDF;MASC;PL	N;MASC;PL
оставка	resignação	оставка	resignação	N;INDF;FEM;SG	N;FEM;SG
оставка	demissão	оставка	demissão	N;INDF;FEM;SG	N;FEM;SG
оставка	renúncia	оставка	renúncia	N;INDF;FEM;SG	N;FEM;SG
загубата	perda	загуба	perda	N;DEF;FEM;SG	N;FEM;SG
богата	rico	богат	rico	ADJ;INDF;FEM;SG	ADJ;MASC;SG
богата	rica	богат	rico	ADJ;INDF;FEM;SG	ADJ;FEM;SG
аристокрация	aristocracia	аристокрация	aristocracia	N;INDF;FEM;SG	N;FEM;SG
властите	autoridades	власт	autoridade	N;DEF;FEM;PL	N;FEM;PL
месеци	meses	месец	mês	N;INDF;MASC;PL	N;MASC;PL
съответствие	cumprimento	съответствие	cumprimento	N;INDF;NEUT;SG	N;MASC;SG
съответствие	conformidade	съответствие	conformidade	N;INDF;NEUT;SG	N;FEM;SG
съответствие	observância	съответствие	observância	N;INDF;NEUT;SG	N;FEM;SG
съответствие	conformidade	съответствие	conformidade	N;INDF;NEUT;SG	N;FEM;SG
джамия	mesquita	джам	mesquita	N;INDF;FEM;SG	N;FEM;SG
уганда	uganda	уганда	ugando	N;INDF;FEM;SG	N;FEM;SG
сума	soma	сума	soma	N;INDF;FEM;SG	N;FEM;SG
сума	sum	сума	sum	N;INDF;FEM;SG	N;MASC;SG
сума	somatório	сума	somatório	N;INDF;FEM;SG	N;MASC;SG
сума	quantia	сума	quantia	N;INDF;FEM;SG	N;FEM;SG
сума	quantidade	сума	quantidade	N;INDF;FEM;SG	N;FEM;SG
сума	montante	сума	montante	N;INDF;FEM;SG	N;MASC;SG
поражение	derrota	поражение	derrota	N;INDF;NEUT;SG	N;FEM;SG
драматург	dramaturgo	драматург	dramaturgo	N;INDF;MASC;SG	N;MASC;SG
леополд	leopold	леополд	leopolder	N;INDF;MASC;SG	N;MASC;SG
леополд	leopoldo	леополд	leopolder	N;INDF;MASC;SG	N;MASC;SG
богат	rico	богат	rico	ADJ;INDF;MASC;SG	ADJ;MASC;SG
богат	rica	богат	rico	ADJ;INDF;MASC;SG	ADJ;FEM;SG
бавно	devagar	бавно	devagar	ADV	ADV
бавно	devagarinho	бавно	devagarinho	ADV	ADV
бавно	lentamente	бавно	lentamente	ADV	ADV
бавно	devagar	бавно	devagar	ADV	ADV
ген	gene	генерал	gene	N;INDF;MASC;SG	N;MASC;SG
тунис	tunísia	тунис	tunísia	N;INDF;MASC;SG	N;FEM;SG
тунис	tunisino	тунис	tunisino	N;INDF;MASC;SG	N;MASC;SG
тунис	tunes	тунис	tune	N;INDF;MASC;SG	N;MASC;SG
състоянието	condição	състояние	condição	N;DEF;NEUT;SG	N;FEM;SG
състоянието	estado	състояние	estado	N;DEF;NEUT;SG	N;MASC;SG
желанието	desejo	желание	desejo	N;DEF;NEUT;SG	N;MASC;SG
извори	molas	извор	mola	N;INDF;MASC;PL	N;FEM;PL
извори	nascentes	извор	nascente	N;INDF;MASC;PL	N;MASC;PL
извори	primaveras	извор	primavera	N;INDF;MASC;PL	N;FEM;PL
минута	minuto	минута	minuto	N;INDF;FEM;SG	N;MASC;SG
минута	minute	минута	minute	N;INDF;FEM;SG	N;MASC;SG
основателите	fundadores	основател	fundador	N;DEF;MASC;PL	N;MASC;PL
признание	confissão	признание	confissão	N;INDF;NEUT;SG	N;FEM;SG
признание	atribuição	признание	atribuição	N;INDF;NEUT;SG	N;FEM;SG
признание	reconhecimento	признание	reconhecimento	N;INDF;NEUT;SG	N;MASC;SG
проверка	verificação	проверка	verificação	N;INDF;FEM;SG	N;FEM;SG
проверка	inspeção	проверка	inspeção	N;INDF;FEM;SG	N;FEM;SG
проверка	inspecção	проверка	inspecção	N;INDF;FEM;SG	N;FEM;SG
проверка	verificação	проверка	verificação	N;INDF;FEM;SG	N;FEM;SG
проверка	verificação	проверка	verificação	N;INDF;FEM;SG	N;FEM;SG
апостол	apóstolo	апостол	apóstolo	N;INDF;MASC;SG	N;MASC;SG
апостол	mensageiro	апостол	mensageiro	N;INDF;MASC;SG	N;MASC;SG
непрекъснато	continuamente	непрекъснато	continuamente	ADV	ADV
непрекъснато	constantemente	непрекъснато	constantemente	ADV	ADV
сава	sava	сава	sava	N;INDF;MASC;SG	N;MASC;SG
канали	canais	канал	canal	N;INDF;MASC;PL	N;MASC;PL
колони	pilares	колона	pilar	N;INDF;FEM;PL	N;MASC;PL
колони	colunas	колона	coluna	N;INDF;FEM;PL	N;FEM;PL
мляко	leite	мляко	leite	N;INDF;NEUT;SG	N;MASC;SG
крале	reis	крал	rei	N;INDF;MASC;PL	N;MASC;PL
ланка	lanka	ланка	lanka	N;INDF;FEM;SG	N;MASC;SG
парагвай	paraguai	парагвам	paraguai	N;INDF;MASC;SG	N;MASC;SG
вътрешна	interno	вътрешен	interno	ADJ;INDF;FEM;SG	ADJ;MASC;SG
вътрешна	interna	вътрешен	interno	ADJ;INDF;FEM;SG	ADJ;FEM;SG
братовчед	primo	братовчед	primo	N;INDF;MASC;SG	N;MASC;SG
братовчед	prima	братовчед	primo	N;INDF;MASC;SG	N;FEM;SG
квалификациите	qualificações	квалификация	qualificação	N;DEF;FEM;PL	N;FEM;PL
квалификациите	habilitações	квалификация	habilitação	N;DEF;FEM;PL	N;FEM;PL
липсва	faltando	липсвам	faltar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
марки	marcas	марка	marca	N;INDF;FEM;PL	N;FEM;PL
марки	carimbos	марка	carimbo	N;INDF;FEM;PL	N;MASC;PL
марки	selos	марка	selo	N;INDF;FEM;PL	N;MASC;PL
марки	marcas	марка	marca	N;INDF;FEM;PL	N;FEM;PL
марки	marcos	марка	marco	N;INDF;FEM;PL	N;MASC;PL
маргарита	margherita	маргарит	margherita	N;INDF;FEM;SG	N;FEM;SG
маргарита	margarita	маргарит	margarita	N;INDF;FEM;SG	N;FEM;SG
направена	feita	направя-(се)	fazer	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
направена	feito	направя-(се)	fazer	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
подход	abordagem	подход	abordagem	N;INDF;MASC;SG	N;FEM;SG
подход	aproximação	подход	aproximação	N;INDF;MASC;SG	N;FEM;SG
обединява	une	обединявам-(се)	unir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
проход	passagem	проход	passagem	N;INDF;MASC;SG	N;FEM;SG
исус	jesus	исус	jesus	N;INDF;MASC;SG	N;MASC;SG
серии	series	серия	ser	N;INDF;FEM;PL	N;MASC;PL
серии	séries	серия	série	N;INDF;FEM;PL	N;FEM;PL
катарина	katharina	катарина	katharina	N;INDF;FEM;SG	N;FEM;SG
катарина	katarina	катарина	katarina	N;INDF;FEM;SG	N;FEM;SG
катарина	catarina	катарина	catarina	N;INDF;FEM;SG	N;FEM;SG
редактиране	edit	редактиране	edit	N;INDF;NEUT;SG	N;MASC;SG
редактиране	edição	редактиране	edição	N;INDF;NEUT;SG	N;FEM;SG
комунисти	comunistas	комунист	comunista	N;INDF;MASC;PL	N;MASC;PL
ток	corrente	ток	corrente	N;INDF;MASC;SG	N;FEM;SG
ток	tok	ток	tok	N;INDF;MASC;SG	N;MASC;SG
ток	eletricidade	ток	eletricidade	N;INDF;MASC;SG	N;FEM;SG
ток	electricidade	ток	electricidade	N;INDF;MASC;SG	N;FEM;SG
режисьори	diretores	режисьор	diretor	N;INDF;MASC;PL	N;MASC;PL
режисьори	realizadores	режисьор	realizador	N;INDF;MASC;PL	N;MASC;PL
режисьори	directores	режисьор	director	N;INDF;MASC;PL	N;MASC;PL
режисьори	realizadores	режисьор	realizador	N;INDF;MASC;PL	N;MASC;PL
режисьори	cineastas	режисьор	cineasta	N;INDF;MASC;PL	N;MASC;PL
телевизията	televisão	телевизия	televisão	N;DEF;FEM;SG	N;FEM;SG
заболяване	doença	заболяване	doença	N;INDF;NEUT;SG	N;FEM;SG
заболяване	doença	заболяване	doença	N;INDF;NEUT;SG	N;FEM;SG
ценни	valiosas	ценен	valioso	ADJ;INDF;PL	ADJ;FEM;PL
ценни	valiosos	ценен	valioso	ADJ;INDF;PL	ADJ;MASC;PL
папата	papa	папа	papa	N;DEF;MASC;SG	N;MASC;SG
мандат	termo	мандат	termo	N;INDF;MASC;SG	N;MASC;SG
мандат	mandato	мандат	mandato	N;INDF;MASC;SG	N;MASC;SG
гласове	votações	глас	votação	N;INDF;MASC;PL	N;FEM;PL
гласове	votos	глас	voto	N;INDF;MASC;PL	N;MASC;PL
гласове	vozes	глас	voz	N;INDF;MASC;PL	N;FEM;PL
гласове	voices	глас	voice	N;INDF;MASC;PL	N;MASC;PL
родители	pais	родител	pai	N;INDF;MASC;PL	N;MASC;PL
колона	coluna	колона	coluna	N;INDF;FEM;SG	N;FEM;SG
музеи	museus	музей	museu	N;INDF;MASC;PL	N;MASC;PL
обиколки	voltas	обиколка	volta	N;INDF;FEM;PL	N;FEM;PL
обиколки	passeios	обиколка	passeio	N;INDF;FEM;PL	N;MASC;PL
обиколки	tours	обиколка	tour	N;INDF;FEM;PL	N;MASC;PL
монако	mónaco	монако	mónaco	N;INDF;MASC;SG	N;MASC;SG
монако	mônaco	монако	mônaco	N;INDF;MASC;SG	N;MASC;SG
монако	monaco	монако	monaco	N;INDF;MASC;SG	N;MASC;SG
спътник	satélite	спътник	satélite	N;INDF;MASC;SG	N;MASC;SG
спътник	satellite	спътник	satellite	N;INDF;MASC;SG	N;MASC;SG
спътник	companheiro	спътник	companheiro	N;INDF;MASC;SG	N;MASC;SG
спътник	companheira	спътник	companheiro	N;INDF;MASC;SG	N;FEM;SG
легендата	legend	легенда	legend	N;DEF;FEM;SG	N;MASC;SG
легендата	lenda	легенда	lenda	N;DEF;FEM;SG	N;FEM;SG
легендата	legenda	легенда	legenda	N;DEF;FEM;SG	N;FEM;SG
технология	tecnologia	технология	tecnologia	N;INDF;FEM;SG	N;FEM;SG
духовници	clérigos	духовник	clérigo	N;INDF;MASC;PL	N;MASC;PL
арена	arena	арена	arena	N;INDF;FEM;SG	N;FEM;SG
изложби	exibições	изложба	exibição	N;INDF;FEM;PL	N;FEM;PL
изложби	feiras	изложба	feira	N;INDF;FEM;PL	N;FEM;PL
изложби	exposições	изложба	exposição	N;INDF;FEM;PL	N;FEM;PL
поток	caudal	поток	caudal	N;INDF;MASC;SG	N;MASC;SG
поток	flow	поток	flow	N;INDF;MASC;SG	N;MASC;SG
поток	fluxo	поток	fluxo	N;INDF;MASC;SG	N;MASC;SG
поток	fluxo	поток	fluxo	N;INDF;MASC;SG	N;MASC;SG
поток	stream	поток	strear	N;INDF;MASC;SG	N;MASC;SG
комбинация	combinação	комбинация	combinação	N;INDF;FEM;SG	N;FEM;SG
комбинация	combo	комбинация	combo	N;INDF;FEM;SG	N;MASC;SG
филология	filologia	филология	filologia	N;INDF;FEM;SG	N;FEM;SG
количества	quantidades	количество	quantidade	N;INDF;NEUT;PL	N;FEM;PL
количества	grandezas	количество	grandeza	N;INDF;NEUT;PL	N;FEM;PL
брака	casamento	брак	casamento	N;DEF;MASC;SG	N;MASC;SG
брака	matrimônio	брак	matrimônio	N;DEF;MASC;SG	N;MASC;SG
регистър	registro	регистър	registro	N;INDF;MASC;SG	N;MASC;SG
регистър	registo	регистър	registo	N;INDF;MASC;SG	N;MASC;SG
регистър	secretaria	регистър	secretaria	N;INDF;MASC;SG	N;FEM;SG
регистър	registro	регистър	registro	N;INDF;MASC;SG	N;MASC;SG
регистър	registo	регистър	registo	N;INDF;MASC;SG	N;MASC;SG
лято	summer	лято	summer	N;INDF;NEUT;SG	N;MASC;SG
спорове	diferendos	спор	diferendo	N;INDF;MASC;PL	N;MASC;PL
спорове	litígios	спор	litígio	N;INDF;MASC;PL	N;MASC;PL
спорове	disputas	спор	disputa	N;INDF;MASC;PL	N;FEM;PL
спорове	controvérsias	спор	controvérsia	N;INDF;MASC;PL	N;FEM;PL
спорове	argumentos	спор	argumento	N;INDF;MASC;PL	N;MASC;PL
крака	pés	крак	pé	N;INDF;MASC;PL	N;MASC;PL
крака	pernas	крак	perna	N;INDF;MASC;PL	N;FEM;PL
мисли	pensar	мисля	pensar	V;IPFV;IMP;SG;2;FIN	V;NFIN
определяне	determinação	определяне	determinação	N;INDF;NEUT;SG	N;FEM;SG
определяне	designação	определяне	designação	N;INDF;NEUT;SG	N;FEM;SG
определяне	denominação	определяне	denominação	N;INDF;NEUT;SG	N;FEM;SG
миг	momento	миг	momento	N;INDF;MASC;SG	N;MASC;SG
миг	gal	миг	gal	N;INDF;MASC;SG	N;MASC;SG
миг	lag	миг	lag	N;INDF;MASC;SG	N;MASC;SG
миг	mig	миг	mig	N;INDF;MASC;SG	N;MASC;SG
къп	xícara	къп	xícara	N;INDF;MASC;SG	N;FEM;SG
къп	copa	къп	copa	N;INDF;MASC;SG	N;FEM;SG
къп	taça	къп	taça	N;INDF;MASC;SG	N;FEM;SG
къп	chávena	къп	cháveno	N;INDF;MASC;SG	N;FEM;SG
къп	copo	къп	copo	N;INDF;MASC;SG	N;MASC;SG
сигнал	sinal	сигнал	sinal	N;INDF;MASC;SG	N;MASC;SG
библиотеката	biblioteca	библиотека	biblioteca	N;DEF;FEM;SG	N;FEM;SG
изкуствата	artes	изкуство	arte	N;DEF;NEUT;PL	N;FEM;PL
горите	florestas	гора	floresta	N;DEF;FEM;PL	N;FEM;PL
звук	sound	звук	sound	N;INDF;MASC;SG	N;MASC;SG
звук	som	звук	som	N;INDF;MASC;SG	N;MASC;SG
звук	áudio	звук	áudio	N;INDF;MASC;SG	N;MASC;SG
звук	audio	звук	audio	N;INDF;MASC;SG	N;MASC;SG
съставен	composta	съставя	compor	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
съставен	composto	съставя	compor	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
съставен	compilado	съставя	compilar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
съставен	compilada	съставя	compilar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
събота	sábado	събота	sábado	N;INDF;FEM;SG	N;MASC;SG
събота	sabado	събота	sabar	N;INDF;FEM;SG	N;MASC;SG
увеличаване	aumento	увеличаване	aumento	N;INDF;NEUT;SG	N;MASC;SG
увеличаване	ampliação	увеличаване	ampliação	N;INDF;NEUT;SG	N;FEM;SG
използвано	utilizada	използвам	utilizar	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
използвано	usada	използвам	usar	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
използвано	usado	използвам	usar	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
използвано	utilizado	използвам	utilizar	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
троица	trindade	троица	trindade	N;INDF;FEM;SG	N;FEM;SG
троица	trinity	троица	trinity	N;INDF;FEM;SG	N;MASC;SG
работници	trabalhadores	работник	trabalhador	N;INDF;MASC;PL	N;MASC;PL
работници	operários	работник	operário	N;INDF;MASC;PL	N;MASC;PL
работници	trabalhadoras	работник	trabalhador	N;INDF;MASC;PL	N;FEM;PL
писане	escrita	писане	escrita	N;INDF;NEUT;SG	N;FEM;SG
дует	dueto	дует	dueto	N;INDF;MASC;SG	N;MASC;SG
дует	duo	дует	duo	N;INDF;MASC;SG	N;MASC;SG
колония	colônia	колония	colônia	N;INDF;FEM;SG	N;FEM;SG
колония	colónia	колония	colónia	N;INDF;FEM;SG	N;FEM;SG
използвайки	utilizar	използвам	utilizar	V;IPFV;IMP;SG;2;FIN	V;NFIN
използвайки	usar	използвам	usar	V;IPFV;IMP;SG;2;FIN	V;NFIN
използвайки	usando	използвам	usar	V;IPFV;IMP;SG;2;FIN	V;V.MSDR
използвайки	utilizando	използвам	utilizar	V;IPFV;IMP;SG;2;FIN	V;V.MSDR
притоци	afluentes	приток	afluente	N;INDF;MASC;PL	N;MASC;PL
огромен	enorme	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;MASC;SG
огромен	enorme	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;MASC;SG
публично	publicamente	публично	publicamente	ADV	ADV
гана	gana	гана	gana	N;INDF;FEM;SG	N;FEM;SG
административна	administrativo	административен	administrativo	ADJ;INDF;FEM;SG	ADJ;MASC;SG
императрица	imperatriz	императрица	imperatriz	N;INDF;FEM;SG	N;FEM;SG
редовно	regularmente	редовно	regularmente	ADV	ADV
агнес	inês	агнес	inês	N;INDF;FEM;SG	N;FEM;SG
агнес	agnes	агнес	agnes	N;INDF;FEM;SG	N;FEM;SG
промените	mudanças	промяна	mudança	N;DEF;FEM;PL	N;FEM;PL
промените	alterações	промяна	alteração	N;DEF;FEM;PL	N;FEM;PL
промените	modificações	промяна	modificação	N;DEF;FEM;PL	N;FEM;PL
истински	verdadeiro	истински	verdadeiro	ADJ;INDF;MASC;SG	ADJ;MASC;SG
истински	verdadeira	истински	verdadeiro	ADJ;INDF;MASC;SG	ADJ;FEM;SG
истински	genuíno	истински	genuíno	ADJ;INDF;MASC;SG	ADJ;MASC;SG
истински	genuína	истински	genuíno	ADJ;INDF;MASC;SG	ADJ;FEM;SG
математик	matemático	математик	matemático	N;INDF;MASC;SG	N;MASC;SG
атанасий	atanásio	атанасий	atanásio	N;INDF;MASC;SG	N;MASC;SG
резерват	reserva	резервам	reserva	N;INDF;FEM;SG	N;FEM;SG
алберт	albert	алберт	albert	N;INDF;MASC;SG	N;MASC;SG
алберт	alberto	алберт	alberto	N;INDF;MASC;SG	N;MASC;SG
статистическа	estatístico	статистически	estatístico	ADJ;INDF;FEM;SG	ADJ;MASC;SG
времетраене	duração	времетраене	duração	N;INDF;NEUT;SG	N;FEM;SG
записи	registos	запис	registo	N;INDF;MASC;PL	N;MASC;PL
записи	registros	запис	registro	N;INDF;MASC;PL	N;MASC;PL
записи	discos	запис	disco	N;INDF;MASC;PL	N;MASC;PL
записи	entradas	запис	entrada	N;INDF;MASC;PL	N;FEM;PL
записи	inscrições	запис	inscrição	N;INDF;MASC;PL	N;FEM;PL
записи	menções	запис	menção	N;INDF;MASC;PL	N;FEM;PL
резиденция	residence	резиденция	residence	N;INDF;FEM;SG	N;MASC;SG
резиденция	residência	резиденция	residência	N;INDF;FEM;SG	N;FEM;SG
густав	gustav	густав	gustav	N;INDF;MASC;SG	N;MASC;SG
густав	gustavo	густав	gustavo	N;INDF;MASC;SG	N;MASC;SG
густав	gustave	густав	gustave	N;INDF;MASC;SG	N;MASC;SG
разнообразни	diversos	разнообразен	diverso	ADJ;INDF;PL	ADJ;MASC;PL
разнообразни	diversas	разнообразен	diverso	ADJ;INDF;PL	ADJ;FEM;PL
дан	dan	дан	dan	N;INDF;MASC;SG	N;MASC;SG
възраждане	renascença	възраждане	renascença	N;INDF;NEUT;SG	N;FEM;SG
възраждане	renascimento	възраждане	renascimento	N;INDF;NEUT;SG	N;MASC;SG
възраждане	renascimento	възраждане	renascimento	N;INDF;NEUT;SG	N;MASC;SG
завършен	complete	завърша	completer	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;SBJV;SG;3;PRS;FIN
