for	para	for	para	ADP	ADP
delte	compartido	delte	compartido	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
debut	debut	debut	debut	N;INDF;MASC;SG	N;MASC;SG
nettstedet	website	nettsted	website	N;DEF;NEUT;SG	N;MASC;SG
nettstedet	web	nettsted	web	N;DEF;NEUT;SG	N;FEM;SG
nettstedet	sitio	nettsted	sitio	N;DEF;NEUT;SG	N;MASC;SG
nettstedet	sitio	nettsted	sitio	N;DEF;NEUT;SG	N;MASC;SG
nettstedet	site	nettsted	sitir	N;DEF;NEUT;SG	N;MASC;SG
vær	clima	vær	clima	N;INDF;MASC;SG	N;MASC;SG
vær	tiempo	vær	tiempo	N;INDF;MASC;SG	N;MASC;SG
vær	meteorología	vær	meteorología	N;INDF;MASC;SG	N;FEM;SG
project	project	project	project	N;INDF;NEUT;SG	N
project	proyecto	project	proyecto	N;INDF;NEUT;SG	N;MASC;SG
filip	filipo	filip	filipo	N;INDF;MASC;SG	N;MASC;SG
frankfurt	frankfurt	frankføre	frankfurt	N;INDF;NEUT;SG	N;MASC;SG
frankfurt	fráncfort	frankføre	fráncfort	N;INDF;NEUT;SG	N;MASC;SG
forsøkt	intentado	forsøkje	intentar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
forsøkt	intentado	forsøkje	intentar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
forsøkt	probado	forsøkje	probado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
beina	patas	bein	pata	N;DEF;NEUT;PL	N;FEM;PL
beina	piernas	bein	pierna	N;DEF;NEUT;PL	N;FEM;PL
web	web	web	web	N	N;FEM;SG
web	telaraña	web	telaraña	N	N;FEM;SG
kapasitet	capacidad	kapasitet	capacidad	N;INDF;MASC;SG	N;FEM;SG
datteren	hija	datter	hija	N;DEF;MASC;SG	N;FEM;SG
kjærlighet	amor	kjærlighet	amor	N;INDF;FEM;SG	N;MASC;SG
kjærlighet	love	kjærlighet	love	N;INDF;FEM;SG	N
forbudt	prohibida	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
forbudt	prohibida	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
forbudt	prohibida	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbude	prohibido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
gul	amarilla	gul	amarillo	ADJ;INDF;SG	ADJ;FEM;SG
gul	amarillo	gul	amarillo	ADJ;INDF;SG	ADJ;MASC;SG
tradisjonen	tradición	tradisjon	tradición	N;DEF;MASC;SG	N;FEM;SG
tiltak	iniciativas	tiltak	iniciativa	N;INDF;NEUT;PL	N;FEM;PL
tiltak	medidas	tiltak	medida	N;INDF;NEUT;PL	N;FEM;PL
kvalifisert	calificado	kvalifisere	calificar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
kvalifisert	cualificada	kvalifisere	cualificado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
kvalifisert	cualificado	kvalifisere	cualificado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
kvalifisert	elegible	kvalifisere	elegible	ADJ;INDF;SG;V.PTCP	ADJ;SG
sikkerhet	seguridad	sikkerhet	seguridad	N;INDF;NEUT;SG	N;FEM;SG
sikkerhet	inocuidad	sikkerhet	inocuidad	N;INDF;NEUT;SG	N;FEM;SG
sikkerhet	seguridad	sikkerhet	seguridad	N;INDF;NEUT;SG	N;FEM;SG
kjønn	género	kjønn	género	N;INDF;NEUT;SG	N;MASC;SG
kjønn	genero	kjønn	genero	N;INDF;NEUT;SG	N;MASC;SG
kjønn	sexo	kjønn	sexo	N;INDF;NEUT;SG	N;MASC;SG
prøvde	intenté	prøve	intentar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
bedrifter	compañias	bedrift	compañia	N;INDF;FEM;PL	N;FEM;PL
bedrifter	empresas	bedrift	empresa	N;INDF;FEM;PL	N;FEM;PL
bedrifter	compañías	bedrift	compañía	N;INDF;FEM;PL	N;FEM;PL
bedrifter	empresas	bedrift	empresa	N;INDF;FEM;PL	N;FEM;PL
bedrifter	comercios	bedrift	comercio	N;INDF;FEM;PL	N;MASC;PL
bedrifter	negocios	bedrift	negocio	N;INDF;FEM;PL	N;MASC;PL
aktivt	activo	aktiv	activo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
aktivt	activa	aktiv	activo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
aktivt	activa	aktiv	activo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
natt	noche	natt	noche	N;INDF;FEM;SG	N;FEM;SG
natt	night	natt	night	N;INDF;FEM;SG	N
gammelt	viejo	gammel	viejo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
gammelt	antiguo	gammel	antiguo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
gammelt	antigua	gammel	antiguo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
gammelt	vieja	gammel	viejo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
marine	marina	marin	marina	N;INDF;MASC;SG	N;FEM;SG
marine	marino	marin	marino	N;INDF;MASC;SG	N;MASC;SG
marine	marina	marin	marina	N;INDF;MASC;SG	N;FEM;SG
marine	marine	marin	marine	N;INDF;MASC;SG	N
innsjø	lago	innsjø	lago	N;INDF;MASC;SG	N;MASC;SG
innsjø	laguna	innsjø	laguna	N;INDF;MASC;SG	N;FEM;SG
venezia	venecia	venezie	venecia	N;INDF;MASC;SG	N;FEM;SG
venezia	venezia	venezie	venezia	N;INDF;MASC;SG	N;MASC;SG
rosa	pink	ros	pink	N;DEF;FEM;SG	N;SG
rosa	rosado	ros	rosar	N;DEF;FEM;SG	N;MASC;SG
rosa	rosa	ros	rosa	N;DEF;FEM;SG	N;FEM;SG
rosa	rosa	ros	rosa	N;DEF;FEM;SG	N;FEM;SG
rose	rose	rose	rose	N;INDF;FEM;SG	N
rose	rosa	rose	rosa	N;INDF;FEM;SG	N;FEM;SG
krysset	intersección	kryss	intersección	N;DEF;NEUT;SG	N;FEM;SG
krysset	cruce	kryss	cruce	N;DEF;NEUT;SG	N;MASC;SG
forum	foro	forum	foro	N;INDF;NEUT;SG	N;MASC;SG
research	investigación	research	investigación	N;INDF;MASC;SG	N;FEM;SG
research	investigacion	research	investigacion	N;INDF;MASC;SG	N;FEM;SG
kulturelle	culturales	kulturell	cultural	ADJ;PL	ADJ;PL
kloster	monasterio	kloster	monasterio	N;INDF;NEUT;SG	N;MASC;SG
master	maestro	mast	maestro	N;INDF;FEM;SG	N;MASC;SG
master	master	mast	master	N;INDF;FEM;SG	N;MASC;SG
master	máster	mast	máster	N;INDF;FEM;SG	N;MASC;SG
returnerte	regresó	returnere	regresar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
produsere	producen	produsere	producir	V;NFIN	V;IND;PL;3;PRS;FIN
produsere	producir	produsere	producir	V;NFIN	V;NFIN
giovanni	giovanni	giovanni	giovanni	N;INDF;MASC;SG	N;MASC;SG
passer	encaja	passe	encajar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
passer	cabe	passe	caber	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
passer	encajar	passe	encajar	V;IND;PRS;FIN	V;NFIN
ære	honor	ære	honor	N;INDF;FEM;SG	N;MASC;SG
ære	honra	ære	honra	N;INDF;FEM;SG	N;FEM;SG
ære	honor	ære	honor	N;INDF;FEM;SG	N;MASC;SG
ære	honra	ære	honra	N;INDF;FEM;SG	N;FEM;SG
ære	glory	ære	glory	N;INDF;FEM;SG	N;SG
ære	gloria	ære	gloria	N;INDF;FEM;SG	N;FEM;SG
festning	fortificación	festning	fortificación	N;INDF;FEM;SG	N;FEM;SG
festning	fortificación	festning	fortificación	N;INDF;FEM;SG	N;FEM;SG
festning	fortaleza	festning	fortaleza	N;INDF;FEM;SG	N;FEM;SG
norwegian	noruego	norwegian	noruego	N;INDF;MASC;SG	N;MASC;SG
norwegian	noruega	norwegian	noruego	N;INDF;MASC;SG	N;FEM;SG
thomson	hernández	thomson	hernández	N;INDF;MASC;SG	N;MASC;SG
thomson	thomson	thomson	thomson	N;INDF;MASC;SG	N;MASC;SG
horn	bocina	horn	bocina	N;INDF;NEUT;SG	N;FEM;SG
horn	trompa	horn	trompa	N;INDF;NEUT;SG	N;FEM;SG
horn	cuerno	horn	cuerno	N;INDF;NEUT;SG	N;MASC;SG
horn	horn	horn	horn	N;INDF;NEUT;SG	N;MASC;SG
global	mundial	global	mundial	ADJ;INDF;SG	ADJ;SG
global	global	global	global	ADJ;INDF;SG	ADJ;SG
emil	emil	emil	emil	N;INDF;MASC;SG	N;MASC;SG
emil	emilio	emil	emilio	N;INDF;MASC;SG	N;MASC;SG
finlands	finlandia	finlands	finlandia	N;INDF;MASC;SG	N;FEM;SG
kanoner	cañones	kanon	cañón	N;INDF;MASC;PL	N;MASC;PL
niels	niels	niels	niels	N;INDF;MASC;SG	N;MASC;SG
kari	kari	kari	kari	N;INDF;FEM;SG	N
sletting	supresión	sletting	supresión	N;INDF;FEM;SG	N;FEM;SG
wikidata	wikidata	wikidata	wikidata	N;INDF;MASC;SG	N;FEM;SG
armé	ejército	armé	ejército	N;INDF;MASC;SG	N;MASC;SG
armé	army	armé	army	N;INDF;MASC;SG	N
armé	ejercito	armé	ejercito	N;INDF;MASC;SG	N;MASC;SG
jersey	camiseta	jersey	camiseta	N;INDF;MASC;SG	N;FEM;SG
jersey	jersey	jersey	jersey	N;INDF;MASC;SG	N;MASC;SG
kropp	cuerpo	kropp	cuerpo	N;INDF;MASC;SG	N;MASC;SG
kropp	cadáver	kropp	cadáver	N;INDF;MASC;SG	N;MASC;SG
kropp	body	kropp	body	N;INDF;MASC;SG	N
kapell	ermita	kapell	ermitir	N;INDF;MASC;SG	N;FEM;SG
kapell	capilla	kapell	capilla	N;INDF;MASC;SG	N;FEM;SG
henvisning	remisión	henvisning	remisión	N;INDF;FEM;SG	N;FEM;SG
henvisning	reenvío	henvisning	reenvío	N;INDF;FEM;SG	N;MASC;SG
korrekt	exacto	korrekt	exacto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
korrekt	exacta	korrekt	exacto	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
korrekt	correcto	korrekt	correcto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
korrekt	correcta	korrekt	correcto	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
kjøpe	compre	kjøpe	comprar	V;IMP;NFIN	V;IMP;SG;3;FIN
kjøpe	comprar	kjøpe	comprar	V;IMP;NFIN	V;NFIN
kjøpe	comprando	kjøpe	comprar	V;IMP;NFIN	V;V.MSDR
kjøpe	comprar	kjøpe	comprar	V;IMP;NFIN	V;NFIN
gravlagt	sepultado	gravleggje	sepultado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
gravlagt	enterrada	gravleggje	enterrado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
gravlagt	enterrado	gravleggje	enterrado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
bryter	breaking	bryte	breaking	N;INDF;NEUT;SG	N
bryter	luchador	bryte	luchador	N;INDF;NEUT;SG	N;MASC;SG
vancouver	vancouver	vancouve	vancouver	N;INDF;MASC;SG	N;MASC;SG
forstå	entienda	forstå	entender	V;NFIN	V;IMP;SG;3;FIN
forstå	comprenda	forstå	comprender	V;NFIN	V;IMP;SG;3;FIN
forstå	comprender	forstå	comprender	V;NFIN	V;NFIN
forstå	entiende	forstå	entender	V;NFIN	V;IND;SG;3;PRS;FIN
forstå	entender	forstå	entender	V;NFIN	V;NFIN
forstå	entendiendo	forstå	entender	V;NFIN	V;V.MSDR
forstå	comprender	forstå	comprender	V;NFIN	V;NFIN
forstå	comprendiendo	forstå	comprender	V;NFIN	V;V.MSDR
fart	rapidez	fart	rapidez	N;INDF;MASC;SG	N;FEM;SG
fart	celeridad	fart	celeridad	N;INDF;MASC;SG	N;FEM;SG
fart	speed	fart	speed	N;INDF;MASC;SG	N
fart	velocidad	fart	velocidad	N;INDF;MASC;SG	N;FEM;SG
løse	resuelva	løse	resolver	V;NFIN	V;IMP;SG;3;FIN
løse	solucionar	løse	solucionar	V;NFIN	V;NFIN
løse	resolver	løse	resolver	V;NFIN	V;NFIN
løse	resuelve	løse	resolver	V;NFIN	V;IND;SG;3;PRS;FIN
frivillige	voluntarias	frivillig	voluntario	ADJ;PL	ADJ;FEM;PL
flora	flora	flor	flora	N;INDF;MASC;SG	N;FEM;SG
youtube	youtube	youtube	youtebir	N;INDF;NEUT;SG	N;MASC;SG
let	dejemos	la	dejar	V;IMP;FIN	V;IMP;PL;1;FIN
lyst	lujuria	lyst	lujuria	N;INDF;NEUT;SG	N;FEM;SG
lyst	want	lyst	want	N;INDF;NEUT;SG	N
total	total	total	total	ADJ;INDF;SG	ADJ;SG
markert	marcada	markert	marcado	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
markert	marcado	markert	marcado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
malt	pintada	male	pintado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
malt	pintado	male	pintado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
lie	mentira	lig	mentira	N;INDF;MASC;SG	N;FEM;SG
lie	lie	lig	lie	N;INDF;MASC;SG	N;SG
figurer	figuras	figure	figura	N;INDF;MASC;PL	N;FEM;PL
figurer	cifras	figure	cifra	N;INDF;MASC;PL	N;FEM;PL
carolina	carolina	carolin	carolina	N;INDF;MASC;SG	N;FEM;SG
kongsberg	kongsberg	kongsberg	kongsberg	N;INDF;NEUT;SG	N;MASC;SG
artist	artista	artist	artista	N;INDF;MASC;SG	N;SG
artist	intérprete	artist	intérprete	N;INDF;MASC;SG	N;SG
artist	artista	artist	artista	N;INDF;MASC;SG	N;SG
hoff	tribunal	hoff	tribunal	N;INDF;NEUT;SG	N;MASC;SG
hoff	court	hoff	court	N;INDF;NEUT;SG	N;MASC;SG
antarktis	antártida	antarktis	antártida	N;INDF;MASC;SG	N;FEM;SG
antarktis	antártida	antarktis	antártida	N;INDF;MASC;SG	N;FEM;SG
beskytte	proteger	beskytte	proteger	V;NFIN	V;NFIN
beskytte	protegiendo	beskytte	proteger	V;NFIN	V;V.MSDR
beskytte	proteja	beskytte	proteger	V;NFIN	V;IMP;SG;3;FIN
beskytte	proteger	beskytte	proteger	V;NFIN	V;NFIN
beskytte	protege	beskytte	proteger	V;NFIN	V;IND;SG;3;PRS;FIN
bibelen	biblia	bibel	biblia	N;DEF;MASC;SG	N;FEM;SG
some	some	some	some	N	N
foundation	fundación	foundation	fundación	N;INDF;MASC;SG	N;FEM;SG
scene	escena	scene	escena	N;INDF;FEM;SG	N;FEM;SG
sender	enviando	sende	enviar	V;IND;PRS;FIN	V;V.MSDR
sender	envía	sende	enviar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
sender	transmitiendo	sende	transmitir	V;IND;PRS;FIN	V;V.MSDR
sender	transmitir	sende	transmitir	V;IND;PRS;FIN	V;NFIN
avsnitt	párrafo	avsnitt	párrafo	N;INDF;NEUT;SG	N;MASC;SG
treff	hit	treff	hit	N;INDF;NEUT;SG	N;MASC;SG
treff	cerilla	treff	cerilla	N;INDF;NEUT;SG	N;FEM;SG
treff	partido	treff	partido	N;INDF;NEUT;SG	N;MASC;SG
treff	coincidencia	treff	coincidencia	N;INDF;NEUT;SG	N;FEM;SG
treff	match	treff	match	N;INDF;NEUT;SG	N;MASC;SG
stjerner	estrellas	stjerne	estrella	N;INDF;FEM;PL	N;PL
stjerner	stars	stjerne	star	N;INDF;FEM;PL	N
stemmene	voces	stemme	voz	N;DEF;FEM;PL	N;FEM;PL
stemmene	voices	stemme	voice	N;DEF;FEM;PL	N
medalje	medalla	medalje	medalla	N;INDF;MASC;SG	N;FEM;SG
storm	tormenta	storm	tormenta	N;INDF;MASC;SG	N;FEM;SG
storm	tempestad	storm	tempestad	N;INDF;MASC;SG	N;FEM;SG
storm	storm	storm	storm	N;INDF;MASC;SG	N
may	mayo	may	mayo	N;INDF;MASC;SG	N
vare	mercancía	vare	mercancía	N	N;FEM;SG
tillatelse	permiso	tillatels	permiso	N;INDF;MASC;SG	N;MASC;SG
tillatelse	permiso	tillatels	permiso	N;INDF;MASC;SG	N;MASC;SG
tillatelse	autorización	tillatels	autorización	N;INDF;MASC;SG	N;FEM;SG
forsøker	intenta	forsøke	intentar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
forsøker	intentando	forsøke	intentar	V;IND;PRS;FIN	V;V.MSDR
forsøker	probando	forsøke	probar	V;IND;PRS;FIN	V;V.MSDR
forsøker	tratando	forsøke	tratar	V;IND;PRS;FIN	V;V.MSDR
forsøker	intentando	forsøke	intentar	V;IND;PRS;FIN	V;V.MSDR
list	lista	list	lista	N;INDF;FEM;SG	N;FEM;SG
gratis	libre	gratis	libre	ADJ;INDF;NEUT;SG	ADJ;SG
gratis	gratuito	gratis	gratuito	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
oppgitt	proporcionada	oppgi	proporcionar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oppgitt	proporcionado	oppgi	proporcionar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oppgitt	entrado	oppgi	entrar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oppgitt	introducido	oppgi	introducir	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oppgitt	ingresado	oppgi	ingresado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oppgitt	suministrada	oppgi	suministrado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oppgitt	suministrado	oppgi	suministrado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
oppgitt	especificada	oppgi	especificado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
oppgitt	especificado	oppgi	especificar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sotsji	sochi	sotsji	sochi	N;INDF;MASC;SG	N;MASC;SG
müller	müller	mülle	müller	N;INDF;MASC;SG	N;MASC;SG
roing	remero	roing	remero	N;INDF;MASC;SG	N;MASC;SG
rana	rana	rane	rana	N;INDF;MASC;SG	N;FEM;SG
representere	representar	representere	representar	V;NFIN	V;NFIN
representere	representa	representere	representar	V;NFIN	V;IND;SG;3;PRS;FIN
representere	representan	representere	representar	V;NFIN	V;IND;PL;3;PRS;FIN
representere	represente	representere	represente	V;NFIN	V;SBJV;SG;3;PRS;FIN
representere	representar	representere	representar	V;NFIN	V;NFIN
representere	representando	representere	representar	V;NFIN	V;V.MSDR
hollywood	hollywood	hollywood	hollywood	N;INDF;MASC;SG	N;MASC;SG
melbourne	melbourne	melbourn	melbourne	N;INDF;NEUT;SG	N;MASC;SG
fanger	reclusos	fange	recluso	N;INDF;MASC;PL	N;MASC;PL
fanger	prisioneros	fange	prisionero	N;INDF;MASC;PL	N;MASC;PL
fanger	presos	fange	preso	N;INDF;MASC;PL	N;MASC;PL
styrte	gobernados	styrte	gobernado	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
serbia	serbio	serbi	serbio	N;INDF;MASC;SG	N;MASC;SG
øverst	cima	øver	cima	N;INDF;MASC;SG	N;FEM;SG
jobbe	trabaje	jobbe	trabaje	V;NFIN	V;SBJV;SG;3;PRS;FIN
jobbe	trabajar	jobbe	trabajar	V;NFIN	V;NFIN
mac	mac	mac	mac	N;INDF;NEUT;SG	N;MASC
eurovision	eurovisión	eurovision	eurovisión	N;INDF;MASC;SG	N;FEM;SG
marcus	marcus	marcus	marcus	N;INDF;MASC;SG	N
marcus	marco	marcus	marco	N;INDF;MASC;SG	N;MASC;SG
erfaring	experiencia	erfaring	experiencia	N;INDF;FEM;SG	N;FEM;SG
grunner	motivos	grunn	motivo	N;INDF;FEM;PL	N;MASC;PL
grunner	razones	grunn	razón	N;INDF;FEM;PL	N;FEM;PL
leo	león	leo	león	N;INDF;MASC;SG	N;MASC;SG
kvalifisering	titulación	kvalifisering	titulación	N;INDF;FEM;SG	N;FEM;SG
kvalifisering	cualificación	kvalifisering	cualificación	N;INDF;FEM;SG	N;FEM;SG
kvalifisering	calificación	kvalifisering	calificación	N;INDF;FEM;SG	N;FEM;SG
stykke	pieza	stykke	pieza	N;INDF;NEUT;SG	N;FEM;SG
synlig	visible	synlig	visible	ADJ;INDF;NEUT;SG	ADJ;SG
kommandant	comandante	kommandant	comandante	N;INDF;MASC;SG	N;SG
diktet	poema	dikt	poema	N;DEF;NEUT;SG	N;MASC;SG
aktiviteter	actividades	aktiviteter	actividad	N;INDF;MASC;PL	N;FEM;PL
jødisk	judía	jødisk	judío	ADJ;INDF;SG	ADJ;FEM;SG
eriksen	eriksen	eriksen	eriksen	N;DEF;MASC;SG	N;MASC;SG
engasjert	conservado	engasjere	conservar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
engasjert	retenido	engasjere	retenido	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
engasjert	comprometido	engasjere	comprometido	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
engasjert	comprometida	engasjere	comprometido	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
engasjert	comprometido	engasjere	comprometido	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
engasjert	cometido	engasjere	cometido	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
engasjert	comprometida	engasjere	comprometido	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
anthony	antonio	anthony	antonio	N;INDF;MASC;SG	N;MASC;SG
utgaver	ediciones	utgave	edición	N;INDF;FEM;PL	N;FEM;PL
bånd	unión	bånd	unión	N;INDF;NEUT;SG	N;FEM;SG
bånd	vinculación	bånd	vinculación	N;INDF;NEUT;SG	N;FEM;SG
bånd	cinta	bånd	cinta	N;INDF;NEUT;SG	N;FEM;SG
administrator	administrador	administrator	administrador	N;INDF;MASC;SG	N;MASC;SG
administrator	administración	administrator	administración	N;INDF;MASC;SG	N;FEM;SG
administrator	administrador	administrator	administrador	N;INDF;MASC;SG	N;MASC;SG
muligheter	posibilidades	muligheter	posibilidad	N;INDF;FEM;PL	N;FEM;PL
muligheter	oportunidades	muligheter	oportunidad	N;INDF;FEM;PL	N;FEM;PL
etternavn	apellido	etternavn	apellido	N;INDF;NEUT;SG	N;MASC;SG
dra	tiren	dra	tirar	V;IMP;FIN	V;IMP;PL;3;FIN
dra	tirar	dra	tirar	V;IMP;FIN	V;NFIN
dra	tire	dra	tirar	V;IMP;FIN	V;IMP;SG;3;FIN
dra	arrastrar	dra	arrastrar	V;IMP;FIN	V;NFIN
hilsen	saludo	hils	saludo	N;INDF;MASC;SG	N;MASC;SG
patrick	patrick	patrick	patrick	N;INDF;MASC;SG	N;MASC;SG
soldatene	soldados	soldat	soldado	N;DEF;FEM;PL	N;MASC;PL
gjeldende	actualidad	gjeldende	actualidad	N;INDF;MASC;SG	N;FEM;SG
gjeldende	corriente	gjeldende	corriente	N;INDF;MASC;SG	N;MASC;SG
statistikk	estadística	statistikk	estadístico	N;INDF;MASC;SG	N;FEM;SG
øvelse	ejercicio	øvelse	ejercicio	N;INDF;MASC;SG	N;MASC;SG
teknologi	tecnologia	teknologi	tecnologia	N;INDF;MASC;SG	N;FEM;SG
teknologi	tecnología	teknologi	tecnología	N;INDF;MASC;SG	N;FEM;SG
røtter	raíces	røtte	raíz	N;INDF;FEM;PL	N;FEM;PL
røtter	raices	røtte	raiz	N;INDF;FEM;PL	N;FEM;PL
umulig	imposible	umulig	imposible	ADJ;INDF;NEUT;SG	ADJ;SG
petersburg	petersburgo	petersburg	petersburgo	N;INDF;MASC;SG	N;MASC;SG
kritisk	crítico	kritisk	crítico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
sand	arena	sand	arena	N;INDF;MASC;SG	N;FEM;SG
sand	sand	sand	sand	N;INDF;MASC;SG	N
png	png	png	png	N;INDF;NEUT;SG	N
originale	originales	original	original	ADJ;PL	ADJ;PL
kandidat	candidata	kandidat	candidata	N;INDF;MASC;SG	N;FEM;SG
kandidat	candidato	kandidat	candidato	N;INDF;MASC;SG	N;MASC;SG
round	redonda	round	redonda	N;INDF;SG	N;FEM;SG
round	ronda	round	ronda	N;INDF;SG	N;FEM;SG
round	round	round	round	N;INDF;SG	N;MASC;SG
interesser	intereses	interesse	interés	N;INDF;FEM;PL	N;MASC;PL
initiativ	iniciativa	initiativ	iniciativa	N;INDF;NEUT;SG	N;FEM;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC;SG	N;FEM;SG
rådgiver	asesora	rådgive	asesora	N;INDF;MASC;SG	N;FEM;SG
rådgiver	asesor	rådgive	asesor	N;INDF;MASC;SG	N;MASC;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC;SG	N;FEM;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC;SG	N;FEM;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC;SG	N;MASC;SG
rådgiver	consejera	rådgive	consejera	N;INDF;MASC;SG	N;FEM;SG
rådgiver	asesora	rådgive	asesora	N;INDF;MASC;SG	N;FEM;SG
rådgiver	asesor	rådgive	asesor	N;INDF;MASC;SG	N;MASC;SG
rådgiver	consejero	rådgive	consejero	N;INDF;MASC;SG	N;MASC;SG
lyd	sonido	lyd	sonido	N;INDF;MASC;SG	N;MASC;SG
lyd	sound	lyd	sound	N;INDF;MASC;SG	N
lyd	audio	lyd	audio	N;INDF;MASC;SG	N;MASC;SG
instrument	instrumento	instrument	instrumento	N;INDF;NEUT;SG	N;MASC;SG
lest	leído	lese	leer	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
heidelberg	heidelberg	heidelberg	heidelberg	N;INDF;MASC;SG	N;FEM;SG
mulige	posibles	mulige	posible	ADJ;PL	ADJ;PL
programmer	aplicaciones	programme	aplicación	N;INDF;FEM;PL	N;FEM;PL
programmer	solicitudes	programme	solicitud	N;INDF;FEM;PL	N;FEM;PL
programmer	programas	programme	programa	N;INDF;FEM;PL	N;MASC;PL
programmer	programas	programme	programa	N;INDF;FEM;PL	N;MASC;PL
greve	conde	grave	conde	N;INDF;MASC;SG	N;MASC;SG
greve	recuento	grave	recuento	N;INDF;MASC;SG	N;MASC;SG
greve	greve	grave	greve	N;INDF;MASC;SG	N;MASC;SG
philip	phillip	philip	phillip	N;INDF;MASC;SG	N;MASC;SG
philip	filipo	philip	filipo	N;INDF;MASC;SG	N;MASC;SG
kjøre	drive	kjøre	drive	N;INDF;MASC;SG	N
ludwig	luis	ludwig	luis	N;INDF;MASC;SG	N;MASC;SG
