die	el	die	el	DET;DEF	DET;DEF;MASC;SG
betrek	involucra	betrek	involucra	V;PRS	V;IND;SG;3;PRS;FIN
betrek	implicar	betrek	implicar	V;PRS	V;NFIN
betrek	involucran	betrek	involucrar	V;PRS	V;IND;PL;3;PRS;FIN
skandinawiese	escandinavo	skandinawies	escandinavo	ADJ;NOM	ADJ;MASC;SG
amptenare	funcionarios	amptenaar	funcionario	N;PL	N;MASC;PL
volwassenes	adultos	volwassene	adulto	N;PL	N;MASC;PL
musiekgroep	band	musiekgroep	band	N;SG	N;SG
musiekgroep	banda	musiekgroep	banda	N;SG	N;FEM;SG
persoonlikheid	personalidad	persoonlikheid	personalidad	N;SG	N;FEM;SG
onderhou	mantener	onderhou	mantener	V;PRS	V;NFIN
onderhou	mantengan	onderhou	mantener	V;PRS	V;IMP;PL;3;FIN
onderhou	mantenga	onderhou	mantener	V;PRS	V;SBJV;SG;3;FIN
uitgawes	ediciones	uitgawe	edición	N;PL	N;FEM;PL
arktiese	ártica	arkties	ártica	ADJ;NOM	ADJ;FEM;SG
slaap	sueño	slaap	sueño	N;SG	N;MASC;SG
kommando	kommando	kommando	kommar	V;PRS	V;V.MSDR
monumente	monumentos	monument	monumento	N;PL	N;MASC;PL
lading	cargo	lading	cargo	N;SG	N;MASC;SG
lading	carga	lading	carga	N;SG	N;FEM;SG
nek	cuello	nek	cuello	N;SG	N;MASC;SG
nek	nek	nek	nek	N;SG	N;SG
plate	placas	plaat	placa	N;PL	N;FEM;PL
bemark	promocionar	bemark	promocionar	V;PRS	V;NFIN
bemark	promover	bemark	promover	V;PRS	V;NFIN
bemark	promueva	bemark	promueva	V;PRS	V;SBJV;SG;3;FIN
bemark	promociona	bemark	promocionar	V;PRS	V;IND;SG;3;PRS;FIN
staal	acero	staal	acero	N;SG	N;MASC;SG
verblyf	hospedaje	verblyf	hospedaje	N;SG	N;MASC;SG
verblyf	alojamiento	verblyf	alojamiento	N;SG	N;MASC;SG
stoor	almacenar	stoor	almacenar	V;PRS	V;NFIN
ondervind	teniendo	ondervind	tener	V;PRS	V;V.MSDR
ondervind	tener	ondervind	tener	V;PRS	V;NFIN
geheim	secret	heim	secret	N;SG	N
geheim	secreto	heim	secreto	N;SG	N;MASC;SG
atome	átomos	atom	átomo	N;PL	N;MASC;PL
omvang	alcance	omvang	alcance	N;SG	N;MASC;SG
omvang	intervalo	omvang	intervalo	N;SG	N;MASC;SG
omvang	gama	omvang	gama	N;SG	N;FEM;SG
omvang	rango	omvang	rango	N;SG	N;MASC;SG
omvang	cordillera	omvang	cordillera	N;SG	N;FEM;SG
mater	mater	mater	mater	N;SG	N;SG
diepte	profundidad	diepte	profundidad	N;SG	N;FEM;SG
christoffel	christoffel	christoffel	christoffel		
tegniek	tecnica	tegniek	tecnicar	N;SG	N;FEM;SG
tegniek	técnica	tegniek	técnica	N;SG	N;FEM;SG
voortgegaan	procedió	voortgaan	proceder	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
markte	mercados	mark	mercado	N;PL	N;MASC;PL
danie	danie	danie	danie		
geïnspireer	inspiró	inspireer	inspirar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
jersey	camiseta	jersey	camiseta	N;SG	N;FEM;SG
jersey	jersey	jersey	jersey	N;SG	N;MASC;SG
identifiseer	identifique	identifiseer	identificaq	V;PRS	V;IMP;SG;3;FIN
identifiseer	identificarse	identifiseer	identificarse	V;PRS	V;SBJV;SG;3;PRS;FIN
identifiseer	identificar	identifiseer	identificar	V;PRS	V;NFIN
identifiseer	identifica	identifiseer	identificar	V;PRS	V;IND;SG;3;PRS;FIN
armoede	pobreza	armoede	pobreza	N;SG	N;FEM;SG
seisoene	estaciones	seisoen	estación	N;PL	N;FEM;PL
seisoene	temporadas	seisoen	temporada	N;PL	N;FEM;PL
moorde	homicidios	moord	homicidio	N;PL	N;MASC;PL
moorde	asesinatos	moord	asesinato	N;PL	N;MASC;PL
ridder	caballero	ridder	caballero	N;SG	N;MASC;SG
ridder	knight	ridder	knight	N;SG	N;SG
uraan	uranio	uraan	uranio	N;SG	N;MASC;SG
naaswenner	runner	naaswenner	runner	N;SG	N;SG
naaswenner	corredor	naaswenner	corredor	N;SG	N;MASC;SG
inderdaad	ciertamente	inderdaad	ciertamente	ADV	ADV
inderdaad	efectivamente	inderdaad	efectivamente	ADV	ADV
semi	semi	semi	semi		
latns	latns	latn	latn		
opkoms	rise	opkoms	rise	N;SG	N
opkoms	levántate	opkoms	levántate	N;SG	N;FEM;SG
opkoms	subida	opkoms	subida	N;SG	N;FEM;SG
dubbele	doble	dubbel	doble	ADJ;NOM	ADJ;SG
kontrak	contrato	kontrak	contrato	N;SG	N;MASC;SG
klassifikasie	clasificación	klassifikasie	clasificación	N;SG	N;FEM;SG
beeste	bovinos	bees	bovino	N;PL	N;MASC;PL
opgelewer	regresar	oplewer	regresar	V;PST;V.PTCP	V;NFIN
verken	explorar	verken	explorar	V;PRS	V;NFIN
verken	explore	verken	explorar	V;PRS	V;IMP;SG;3;FIN
verken	explora	verken	explorar	V;PRS	V;IND;SG;3;PRS;FIN
invloedryke	influyente	invloedryk	influyente	ADJ;NOM	ADJ;SG
analise	analisis	analise	analisis	N;SG	N;MASC
analise	análisis	analise	análisis	N;SG	N;MASC
galery	galería	galery	galería	N;SG	N;FEM;SG
galery	galeria	galery	galeria	N;SG	N;FEM;SG
ondergrondse	subterránea	ondergronds	subterráneo	ADJ;NOM	ADJ;FEM;SG
ondergrondse	subterráneo	ondergronds	subterráneo	ADJ;NOM	ADJ;MASC;SG
ondergrondse	subterráneos	ondergronds	subterráneo	ADJ;NOM	ADJ;MASC;PL
now	now	now	now		
faktor	factor	faktor	factor	N;SG	N;MASC;SG
blok	bloquear	blok	bloquear	V;PRS	V;NFIN
versier	decorar	versier	decorar	V;PRS	V;NFIN
vermoed	sospechar	vermoed	sospechar	V;PRS	V;NFIN
geselskap	society	geselskap	society	N;SG	N;SG
geselskap	sociedad	geselskap	sociedad	N;SG	N;FEM;SG
termyn	término	termyn	término	N;SG	N;MASC;SG
wysigings	ediciones	wysiging	edición	N;PL	N;FEM;PL
wysigings	actualizaciones	wysiging	actualización	N;PL	N;FEM;PL
gedagtes	pensamientos	dagte	pensamiento	N;PL	N;MASC;PL
satelliete	satélites	satelliet	satélite	N;PL	N;MASC;PL
kanale	canales	kanaal	canal	N;PL	N;MASC;PL
kwart	trimestre	kwart	trimestre	N;SG	N;MASC;SG
voertuig	vehículo	voertuig	vehículo	N;SG	N;MASC;SG
voertuig	vehiculo	voertuig	vehiculo	N;SG	N;MASC;SG
grondwetlike	constitucional	grondwetlik	constitucional	ADJ;NOM	ADJ;SG
grondwetlike	constitucionales	grondwetlik	constitucional	ADJ;NOM	ADJ;PL
kontinent	continente	kontinent	continente	N;SG	N;MASC;SG
spektrum	espectro	spektrum	espectro	N;SG	N;MASC;SG
swerm	rebaño	swerm	rebaño	N;SG	N;MASC;SG
swerm	bandada	swerm	bandada	N;SG	N;FEM;SG
alabama	alabama	alabama	alabama	N;SG	N;FEM;SG
aanleg	flair	aanleg	flair	N;SG	N;SG
toelaat	permitir	toelaat	permitir	V;PRS	V;NFIN
sigbare	visible	sigbaar	visible	ADJ;NOM	ADJ;SG
sigbare	visibles	sigbaar	visible	ADJ;NOM	ADJ;PL
getuienis	testigo	getuienis	testigo	N;SG	N;MASC;SG
getuienis	testimonio	getuienis	testimonio	N;SG	N;MASC;SG
getuienis	evidencia	getuienis	evidencia	N;SG	N;FEM;SG
landgoed	patrimonio	landgoed	patrimonio	N;SG	N;MASC;SG
landgoed	finca	landgoed	finca	N;SG	N;FEM;SG
afstande	distancias	afstande	distancia	N;PL	N;FEM;PL
tema	temática	tema	temática	N;SG	N;FEM;SG
tema	tema	tema	tema	N;SG	N;MASC;SG
afkorting	abreviatura	afkorting	abreviatura	N;SG	N;FEM;SG
venus	venus	venus	venus	N;SG	N
rykdom	riqueza	rykdom	riqueza	N;SG	N;FEM;SG
presidensiële	presidenciales	presidensieel	presidencial	ADJ;NOM	ADJ;PL
presidensiële	presidencial	presidensieel	presidencial	ADJ;NOM	ADJ;SG
volgelinge	seguidores	volgeling	seguidor	N;PL	N;MASC;PL
ingenieurswese	ingeniería	ingenieurswese	ingeniería	N;SG	N;FEM;SG
kitaar	guitarra	kitaar	guitarra	N;SG	N;FEM;SG
verhoor	juicio	verhoor	juicio	N;SG	N;MASC;SG
verhoor	ensayo	verhoor	ensayo	N;SG	N;MASC;SG
verhoor	audición	verhoor	audición	N;SG	N;FEM;SG
verwydering	derribo	verwydering	derribo	N;SG	N;MASC;SG
verwydering	takedown	verwydering	takedown	N;SG	N;MASC;SG
verwydering	remoción	verwydering	remoción	N;SG	N;FEM;SG
verwydering	eliminación	verwydering	eliminación	N;SG	N;FEM;SG
akteurs	actores	akteur	actor	N;PL	N;MASC;PL
agentskap	agencia	agentskap	agencia	N;SG	N;FEM;SG
agentskap	agency	agentskap	agency	N;SG	N
barcelona	barcelona	barcelona	barcelona	N;SG	N;FEM;SG
hongaarse	húngaros	hongaars	húngaro	N;PL	N;MASC;PL
handtekening	firma	handtekening	firma	N;SG	N;FEM;SG
geloods	lanzó	geloods	lanzar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
siel	alma	siel	alma	N;SG	N;FEM;SG
siel	soul	siel	soul	N;SG	N;SG
teenstander	oponente	teenstander	oponente	N;SG	N;SG
teenstander	adversario	teenstander	adversario	N;SG	N;MASC;SG
verkose	electo	verkose	electo	N;SG	N;MASC;SG
ewenaar	ecuador	ewenaar	ecuador	N;SG	N;MASC;SG
lidmaatskap	membresía	lidmaatskap	membresía	N;SG	N;FEM;SG
lidmaatskap	pertenencia	lidmaatskap	pertenencia	N;SG	N;FEM;SG
lidmaatskap	afiliación	lidmaatskap	afiliación	N;SG	N;FEM;SG
lugredery	aerolínea	lugredery	aerolínea	N;SG	N;FEM;SG
cornelis	cornelis	cornelis	cornelis	N;SG	N;MASC
gestoor	salvó	stoor	salvar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
nederlande	holanda	nederland	holanda	N;SG	N;FEM;SG
mode	moda	mode	moda	N;SG	N;FEM;SG
mode	fashion	mode	fashion	N;SG	N
platform	andén	platform	andén	N;SG	N;MASC;SG
platform	plataforma	platform	plataforma	N;SG	N;FEM;SG
torings	towers	toring	tower	N;PL	N
torings	torres	toring	torre	N;PL	N;FEM;PL
herhaal	reflexiona	herhaal	reflexionar	V;PRS	V;IND;SG;3;PRS;FIN
herhaal	reflejan	herhaal	reflejar	V;PRS	V;IND;PL;3;PRS;FIN
herhaal	reflejar	herhaal	reflejar	V;PRS	V;NFIN
herhaal	reflexionar	herhaal	reflexionar	V;PRS	V;NFIN
herhaal	refleje	herhaal	reflejar	V;PRS	V;SBJV;SG;3;FIN
herhaal	repita	herhaal	repetir	V;PRS	V;SBJV;SG;3;FIN
herhaal	repetir	herhaal	repetir	V;PRS	V;NFIN
herhaal	repite	herhaal	repetir	V;PRS	V;IND;SG;3;PRS;FIN
herhaal	repito	herhaal	repito	V;PRS	V;IND;SG;1;PRS;FIN
brood	pan	brood	pan	N;SG	N;MASC;SG
verlig	destacamos	verlig	destacar	V;PRS	V;IND;PL;1;PRS;FIN
verlig	destacar	verlig	destacar	V;PRS	V;NFIN
verlig	resaltar	verlig	resaltar	V;PRS	V;NFIN
franke	franks	frank	frank	N;PL	N
franke	francos	frank	franco	N;PL	N;MASC;PL
maat	compañero	maat	compañero	N;SG	N;MASC;SG
maat	pareja	maat	pareja	N;SG	N;FEM;SG
maat	socio	maat	socio	N;SG	N;MASC;SG
maat	partner	maat	partner	N;SG	N;MASC;SG
maat	socia	maat	socia	N;SG	N;FEM;SG
doelwitte	metas	doelwit	meta	N;PL	N;FEM;PL
doelwitte	objetivos	doelwit	objetivo	N;PL	N;MASC;PL
doelwitte	goles	doelwit	gol	N;PL	N;MASC;PL
verbintenis	compromiso	verbintenis	compromiso	N;SG	N;MASC;SG
stockholm	estocolmo	stockholm	estocolmo	N;SG	N;MASC;SG
kanker	cancer	kanker	cancer	N;SG	N
kanker	cáncer	kanker	cáncer	N;SG	N;MASC;SG
groente	verduras	groent	verdura	N;PL	N;FEM;PL
groente	hortalizas	groent	hortaliza	N;PL	N;FEM;PL
groente	vegetales	groent	vegetal	N;PL	N;MASC;PL
piramide	pirámides	piramide	pirámid	N;PL	N;FEM;PL
kaas	queso	kaas	queso	N;SG	N;MASC;SG
waters	aguas	waters	agua	N;PL	N;FEM;PL
waters	waters	waters	waters	N;PL	N
verantwoordelikheid	responsabilidad	verantwoordelikheid	responsabilidad	N;SG	N;FEM;SG
kopiereg	copia	kopiereg	copia	N;SG	N;FEM;SG
taamlik	bastante	taamlik	bastante	ADV	ADV
navo	nato	navo	nato	N;SG	N;MASC;SG
navo	otan	navo	otar	N;SG	N;FEM;SG
stormers	stormers	stormer	stormer	N;PL	N
wetenskappe	ciencias	wetenskap	ciencia	N;PL	N;FEM;PL
luukse	lujos	luukse	lujo	N;PL	N;MASC;PL
luukse	smart	luukse	smart	N;PL	N
jonker	jonker	jonker	jonker		
gauguin	gauguin	gauguin	gauguin	N;SG	N;MASC;SG
skeiding	separador	skeiding	separador	N;SG	N;MASC;SG
fout	equivocación	fout	equivocación	N;SG	N;FEM;SG
fout	error	fout	error	N;SG	N;MASC;SG
fout	bicho	fout	bicho	N;SG	N;MASC;SG
fout	insecto	fout	insecto	N;SG	N;MASC;SG
fout	bug	fout	bug	N;SG	N;MASC;SG
fout	error	fout	error	N;SG	N;MASC;SG
rondte	regazo	rondte	regazo	N;SG	N;MASC;SG
rondte	vuelta	rondte	vuelta	N;SG	N;FEM;SG
rondte	redonda	rondte	redonda	N;SG	N;FEM;SG
rondte	ronda	rondte	ronda	N;SG	N;FEM;SG
rondte	round	rondte	round	N;SG	N;MASC;SG
highlanders	highlanders	highlander	highlanders	N;PL	N;PL
geleef	vivió	leef	vivir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geleef	viví	leef	vivir	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
potensiaal	potencial	potensiaal	potencial	N;SG	N;MASC;SG
doeltreffende	eficiente	doeltreffend	eficiente	ADJ;NOM	ADJ;SG
doeltreffende	eficaz	doeltreffend	eficaz	ADJ;NOM	ADJ;SG
doeltreffende	eficientes	doeltreffend	eficiente	ADJ;NOM	ADJ;PL
salaris	salario	salaris	salario	N;SG	N;MASC;SG
salaris	sueldo	salaris	sueldo	N;SG	N;MASC;SG
toestelle	electrodomésticos	toestel	electrodoméstico	N;PL	N;MASC;PL
toestelle	aparatos	toestel	aparato	N;PL	N;MASC;PL
toestelle	dispositivos	toestel	dispositivo	N;PL	N;MASC;PL
toestelle	aparatos	toestel	aparato	N;PL	N;MASC;PL
heilig	santo	heilig	santo		
bevestiging	confirmación	bevestiging	confirmación	N;SG	N;FEM;SG
liedjieskrywer	letrista	liedjieskrywer	letrista	N;SG	N;SG
vergaderings	reuniones	vergadering	reunión	N;PL	N;FEM;PL
vergaderings	encuentros	vergadering	encuentro	N;PL	N;MASC;PL
vlugte	vuelos	vlug	vuelo	N;PL	N;MASC;PL
oorgang	transición	oorgang	transición	N;SG	N;FEM;SG
wortels	raíces	wortels	raíz	N;PL	N;FEM;PL
wortels	raices	wortels	raiz	N;PL	N;FEM;PL
verbetering	mejoramiento	verbetering	mejoramiento	N;SG	N;MASC;SG
verbetering	mejora	verbetering	mejora	N;SG	N;FEM;SG
weier	declinar	weier	declinar	V;PRS	V;NFIN
weier	rechazar	weier	rechazar	V;PRS	V;NFIN
weier	niego	weier	negar	V;PRS	V;IND;SG;1;PRS;FIN
weier	negarse	weier	negarse	V;PRS	V;SBJV;SG;3;PRS;FIN
weier	denegar	weier	denegar	V;PRS	V;NFIN
weier	despedir	weier	despedir	V;PRS	V;NFIN
weier	descartar	weier	descartar	V;PRS	V;NFIN
sekondes	segundos	sekonde	segundo	N;PL	N;MASC;PL
sekondes	segundos	sekonde	segundo	N;PL	N;MASC;PL
winkel	tienda	winkel	tienda	N;SG	N;FEM;SG
winkel	almacén	winkel	almacén	N;SG	N;MASC;SG
winkel	tienda	winkel	tienda	N;SG	N;FEM;SG
winkel	store	winkel	store	N;SG	N
haai	oye	haai	oír	V;PRS	V;IND;SG;3;PRS;FIN
legende	legend	leg	legend	N;SG	N
legende	leyenda	leg	leyenda	N;SG	N;FEM;SG
bestel	ordenar	bestel	ordenar	V;PRS	V;NFIN
atlete	deportistas	atleet	deportista	N;PL	N;PL
atlete	atletas	atleet	atleta	N;PL	N;PL
agteruitgang	empeoramiento	agteruitgang	empeoramiento	N;SG	N;MASC;SG
agteruitgang	deterioro	agteruitgang	deterioro	N;SG	N;MASC;SG
veiligheid	inocuidad	veiligheid	inocuidad	N;SG	N;FEM;SG
veiligheid	seguridad	veiligheid	seguridad	N;SG	N;FEM;SG
mario	mario	mario	mario		
myne	minas	myne	mina	N;PL	N;FEM;PL
aanbeveel	recomienda	aanbeveel	recomendar	V;PRS	V;IND;SG;3;PRS;FIN
aanbeveel	recomendamos	aanbeveel	recomendar	V;PRS	V;IND;PL;1;PRS;FIN
aanbeveel	recomendar	aanbeveel	recomendar	V;PRS	V;NFIN
aanbeveel	recomiendo	aanbeveel	recomender	V;PRS	V;V.MSDR
aanbeveel	recomienda	aanbeveel	recomendar	V;PRS	V;IND;SG;3;PRS;FIN
tennis	tenis	tennis	tenis	N;PL	N;MASC
visuele	visuales	visueel	visual	ADJ;NOM	ADJ;PL
visuele	visual	visueel	visual	ADJ;NOM	ADJ;SG
woonbuurt	vecindario	woonbuurt	vecindario	N;SG	N;MASC;SG
woonbuurt	barrio	woonbuurt	barrio	N;SG	N;MASC;SG
woonbuurt	vecindad	woonbuurt	vecindad	N;SG	N;FEM;SG
woonbuurt	vecindad	woonbuurt	vecindad	N;SG	N;FEM;SG
woonbuurt	barrio	woonbuurt	barrio	N;SG	N;MASC;SG
woonbuurt	vecindario	woonbuurt	vecindario	N;SG	N;MASC;SG
hond	perrita	hond	perrita	N;SG	N;FEM;SG
hond	perro	hond	perro	N;SG	N;MASC;SG
klavier	piano	klavier	piano	N;SG	N;MASC;SG
geluk	enhorabuena	geluk	enhorabuena	N;SG	N;FEM;SG
geluk	felicidad	geluk	felicidad	N;SG	N;FEM;SG
geluk	enhorabuena	geluk	enhorabuena	N;SG	N;FEM;SG
berei	preparar	berei	preparar	V;PRS	V;NFIN
voorstelle	sugerencias	voorstel	sugerencia	N;PL	N;FEM;PL
gehandhaaf	observó	gehandhaaf	observar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gasheer	host	gasheer	host	N;SG	N;SG
gasheer	anfitrión	gasheer	anfitrión	N;SG	N;MASC;SG
gasheer	acogida	gasheer	acogida	N;SG	N;FEM;SG
gasheer	huésped	gasheer	huésped	N;SG	N;MASC;SG
gasheer	hospedaje	gasheer	hospedaje	N;SG	N;MASC;SG
gasheer	hosting	gasheer	hosting	N;SG	N;MASC;SG
uitbarsting	erupción	uitbarsting	erupción	N;SG	N;FEM;SG
sel	cell	sel	cell	N;SG	N
sel	celda	sel	celda	N;SG	N;FEM;SG
sel	célula	sel	célula	N;SG	N;FEM;SG
vyande	enemigos	vyand	enemigo	N;PL	N;MASC;PL
immigrasie	inmigración	immigrasie	inmigración	N;SG	N;FEM;SG
termiese	térmicos	termies	térmico	ADJ;NOM	ADJ;MASC;PL
termiese	térmico	termies	térmico	ADJ;NOM	ADJ;MASC;SG
termiese	termal	termies	termal	ADJ;NOM	ADJ;SG
termiese	térmica	termies	térmico	ADJ;NOM	ADJ;FEM;SG
voorgestelde	sugerida	voorstel	sugerido	ADJ;NOM	ADJ;FEM;SG;V.PTCP
voorgestelde	sugerido	voorstel	sugerir	ADJ;NOM	ADJ;MASC;SG;V.PTCP
dagboek	diario	dagboek	diario	N;SG	N;MASC;SG
dagboek	agenda	dagboek	agenda	N;SG	N;FEM;SG
debat	debate	debat	debate	N;SG	N;MASC;SG
assistent	asistente	assistent	asistente	N;SG	N;SG
assistent	ayudante	assistent	ayudante	N;SG	N;SG
assistent	mago	assistent	mago	N;SG	N;MASC;SG
assistent	hechicero	assistent	hechicero	N;SG	N;MASC;SG
straling	irradiación	straling	irradiación	N;SG	N;FEM;SG
straling	radiación	straling	radiación	N;SG	N;FEM;SG
goedkeuring	homologación	goedkeuring	homologación	N;SG	N;FEM;SG
goedkeuring	aprobación	goedkeuring	aprobación	N;SG	N;FEM;SG
voorberei	preparar	voorberei	preparar	V;PRS	V;NFIN
graan	grano	graan	grano	N;SG	N;MASC;SG
graan	cereal	graan	cereal	N;SG	N;MASC;SG
vyftien	quince	vyftien	quince	NUM	NUM;PL
gesamentlik	colectivamente	gesamentlik	colectivamente	ADV	ADV
verteenwoordiger	representatividad	verteenwoordiger	representatividad	N;SG	N;FEM;SG
verteenwoordiger	representante	verteenwoordiger	representante	N;SG	N;SG
koreaanse	coreana	koreaans	coreano	ADJ;NOM	ADJ;FEM;SG
liter	litro	liter	litro	N;SG	N;MASC;SG
fries	frisón	fries	frisón	N;SG	N;MASC;SG
posisies	posiciones	posisie	posición	N;PL	N;FEM;PL
posisies	posturas	posisie	postura	N;PL	N;FEM;PL
plaat	placa	plaat	placa	N;SG	N;FEM;SG
plaat	plato	plaat	plato	N;SG	N;MASC;SG
kampe	bandos	kampe	bando	N;PL	N;MASC;PL
kampe	campos	kampe	campo	N;PL	N;MASC;PL
kampe	campamentos	kampe	campamento	N;PL	N;MASC;PL
venesië	venecia	venesië	venecia	N;SG	N;FEM;SG
vrystelling	liberación	vrystelling	liberación	N;SG	N;FEM;SG
vrystelling	lanzamiento	vrystelling	lanzamiento	N;SG	N;MASC;SG
vrystelling	excarcelación	vrystelling	excarcelación	N;SG	N;FEM;SG
gooi	tirar	gooi	tirar	V;PRS	V;NFIN
katalogus	catálogo	katalogus	catálogo	N;SG	N;MASC;SG
katalogus	catalogo	katalogus	catalogo	N;SG	N;MASC;SG
katalogus	catálogo	katalogus	catálogo	N;SG	N;MASC;SG
katalogus	catalogo	katalogus	catalogo	N;SG	N;MASC;SG
saamgestelde	compuesto	saamstel	compuesto	ADJ;NOM	ADJ;MASC;SG;V.PTCP
saamgestelde	compuestas	saamstel	compuesto	ADJ;NOM	ADJ;FEM;PL;V.PTCP
saamgestelde	compuesto	saamstel	compuesto	ADJ;NOM	ADJ;MASC;SG;V.PTCP
saamgestelde	compuestas	saamstel	compuesto	ADJ;NOM	ADJ;FEM;PL;V.PTCP
myn	minero	myn	minero	N;SG	N;MASC;SG
myn	minería	myn	minería	N;SG	N;FEM;SG
mont	mont	mont	mont	N;SG	N;MASC;SG
pels	pieles	pels	piel	N;PL	N;FEM;PL
bergen	bergen	bergen	bergen	N;SG	N;FEM;SG
klink	suena	klink	sonar	V;PRS	V;IND;SG;3;PRS;FIN
numberoffiles	numberoffiles	numberoffile	numberoffil	N;PL	N;MASC;PL
numberofarticles	numberofarticles	numberofararticle	numberofarticle	N;PL	N;MASC;PL
numberofusers	numberofusers	numberofuser	numberofuser	N;PL	N;MASC
numberofactiveusers	numberofactiveusers	numberofactiveuser	numberofaceuenserse	N;PL	N
activeusers	activeusers	activeuser	activeuser	N;PL	N
kamers	habitaciones	kamer	habitación	N;PL	N;FEM;PL
kamers	cuartos	kamer	cuarto	N;PL	N;MASC;PL
kamers	salas	kamer	sala	N;PL	N;FEM;PL
plattelandse	rústica	plattelands	rústica	ADJ;NOM	ADJ;FEM;SG
plattelandse	rústico	plattelands	rústico	ADJ;NOM	ADJ;MASC;SG
herdenking	aniversario	herdenking	aniversario	N;SG	N;MASC;SG
intellektuele	intelectual	intellektueel	intelectual	ADJ;NOM	ADJ;SG
prokureur	letrado	prokureur	letrado	N;SG	N;MASC;SG
prokureur	jurista	prokureur	jurista	N;SG	N;SG
prokureur	abogada	prokureur	abogada	N;SG	N;FEM;SG
prokureur	abogado	prokureur	abogado	N;SG	N;MASC;SG
grafiese	gráfica	grafies	gráfico	ADJ;NOM	ADJ;FEM;SG
grafiese	gráfico	grafies	gráfico	ADJ;NOM	ADJ;MASC;SG
held	heroe	held	heroe	N;SG	N;MASC;SG
held	hero	held	hero	N;SG	N;MASC;SG
held	héroe	held	héroe	N;SG	N;MASC;SG
effekte	efectos	effekte	efecto	N;PL	N;MASC;PL
namibiese	namibia	namibies	namibia	N;SG	N;FEM;SG
koos	koos	koos	koo		
gesonde	sano	gesond	sano	ADJ;NOM	ADJ;MASC;SG
gesonde	saludables	gesond	saludable	ADJ;NOM	ADJ;PL
gesonde	saludable	gesond	saludable	ADJ;NOM	ADJ;SG
gesonde	sana	gesond	sano	ADJ;NOM	ADJ;FEM;SG
kwalifiseer	calificar	kwalifiseer	calificar	V;PRS	V;NFIN
kwalifiseer	califican	kwalifiseer	calificar	V;PRS	V;IND;PL;3;PRS;FIN
kwalifiseer	califica	kwalifiseer	calificar	V;PRS	V;IND;SG;3;PRS;FIN
suiker	azucar	suiker	azucar	N;SG	N;MASC;SG
suiker	azúcar	suiker	azúcar	N;SG	N;MASC;SG
kriteria	criterios	kriterium	criterio	N;PL	N;MASC;PL
suur	acido	suur	acido	N;SG	N;MASC;SG
suur	ácido	suur	ácido	N;SG	N;MASC;SG
vrug	fruto	vrug	fruto	N;SG	N;MASC;SG
vrug	fruta	vrug	fruta	N;SG	N;FEM;SG
westminster	westminster	westminster	westminster	N;SG	N;MASC;SG
mediterreense	mediterránea	mediterreens	mediterráneo	ADJ;NOM	ADJ;FEM;SG
kapel	ermita	kapel	ermitir	N;SG	N;FEM;SG
kapel	capilla	kapel	capilla	N;SG	N;FEM;SG
winters	winters	winters	winters	N;SG	N;SG
regnum	regnum	regnum	regnum		
syfer	dígito	syfer	dígito	N;SG	N;MASC;SG
sitplek	asiento	sitplek	asiento	N;SG	N;MASC;SG
sitplek	seat	sitplek	seat	N;SG	N;MASC;SG
onderhandelinge	negociaciones	onderhandeling	negociación	N;PL	N;FEM;PL
boerdery	agricultura	boerdery	agricultura	N;SG	N;FEM;SG
kragtige	poderosas	kragtig	poderoso	ADJ;NOM	ADJ;FEM;PL
kragtige	potente	kragtig	potente	ADJ;NOM	ADJ;SG
kragtige	poderosa	kragtig	poderoso	ADJ;NOM	ADJ;FEM;SG
kragtige	poderoso	kragtig	poderoso	ADJ;NOM	ADJ;MASC;SG
kragtige	poderosos	kragtig	poderoso	ADJ;NOM	ADJ;MASC;PL
musikante	músicos	musikant	músico	N;PL	N;MASC;PL
vooraf	pre	vooraf	pre		
kwessie	cuestión	kwessie	cuestión	N;SG	N;FEM;SG
aandele	saldos	aandel	saldo	N;PL	N;MASC;PL
aandele	poblaciones	aandel	población	N;PL	N;FEM;PL
aandele	stocks	aandel	stocks	N;PL	N;MASC;PL
aandele	acciones	aandel	acción	N;PL	N;FEM;PL
aandele	existencias	aandel	existencia	N;PL	N;FEM;PL
globale	mundial	globaal	mundial	ADJ;NOM	ADJ;SG
globale	global	globaal	global	ADJ;NOM	ADJ;SG
globale	globales	globaal	global	ADJ;NOM	ADJ;PL
meester	maestro	meester	maestro	N;SG	N;MASC;SG
meester	master	meester	master	N;SG	N;MASC;SG
meester	máster	meester	máster	N;SG	N;MASC;SG
moskee	mezquita	moskee	mezquita	N;SG	N;FEM;SG
prestasies	logros	prestasie	logro	N;PL	N;MASC;PL
prestasies	realizaciones	prestasie	realización	N;PL	N;FEM;PL
ceres	ceres	ceres	cer	N;SG	N
mercedes	mercedes	mercede	merced		
toeneem	subiendo	toeneem	subir	V;PRS	V;V.MSDR
referendum	referéndum	referendum	referéndum	N;SG	N;MASC;SG
referendum	plebiscito	referendum	plebiscito	N;SG	N;MASC;SG
