yang	que	yang	que	PRO	PRO;MASC;SG
akar	raíz	akar	raíz	N;SG	N;FEM;SG
dipengaruhi	influenciou	dipengaruhi	influenciar	V;SG;PASS	V;IND;SG;3;PST;FIN
dipengaruhi	influenciada	dipengaruhi	influenciar	V;SG;PASS	V;FEM;SG;V.PTCP
dipengaruhi	influenciado	dipengaruhi	influenciar	V;SG;PASS	V;MASC;SG;V.PTCP
riset	investigação	riset	investigação	N;SG	N;FEM;SG
riset	pesquisa	riset	pesquisa	N;SG	N;FEM;SG
harta	riqueza	harta	riqueza	N;SG	N;FEM;SG
harta	tesouro	harta	tesouro	N;SG	N;MASC;SG
audio	áudio	audio	áudio	N;SG	N;MASC;SG
audio	audio	audio	audio	N;SG	N;MASC;SG
piano	pianos	piano	piano	N	N;MASC;PL
piano	piano	piano	piano	N	N;MASC;SG
rambut	hair	rambut	hair	N;SG	N;MASC;SG
rambut	pêlo	rambut	pêlo	N;SG	N;MASC;SG
rambut	cabelo	rambut	cabelo	N;SG	N;MASC;SG
kedatangan	chegada	kedatangan	chegada	N;SG	N;FEM;SG
pendekatan	abordagem	pendekatan	abordagem	N;SG	N;FEM;SG
pendekatan	aproximação	pendekatan	aproximação	N;SG	N;FEM;SG
airways	airways	airways	airway	N	N;MASC;PL
ditandai	marcada	ditandai	marcar	V;SG;PASS	V;FEM;SG;V.PTCP
ditandai	identificado	ditandai	identificar	V;SG;PASS	V;MASC;SG;V.PTCP
ditandai	marcado	ditandai	marcar	V;SG;PASS	V;MASC;SG;V.PTCP
ditandai	identificada	ditandai	identificar	V;SG;PASS	V;FEM;SG;V.PTCP
ditandai	assinalado	ditandai	assinalar	V;SG;PASS	V;MASC;SG;V.PTCP
ditandai	marcou	ditandai	marcar	V;SG;PASS	V;IND;SG;3;PST;FIN
ditandai	marcado	ditandai	marcar	V;SG;PASS	V;MASC;SG;V.PTCP
ditandai	marcada	ditandai	marcar	V;SG;PASS	V;FEM;SG;V.PTCP
dekade	década	dekade	década	N;SG	N;FEM;SG
keselamatan	salvação	keselamatan	salvação	N;SG	N;FEM;SG
keselamatan	segurança	keselamatan	segurança	N;SG	N;FEM;SG
persetujuan	consentimento	persetujuan	consentimento	N;SG	N;MASC;SG
persetujuan	acordo	persetujuan	acordo	N;SG	N;MASC;SG
persetujuan	concordância	persetujuan	concordância	N;SG	N;FEM;SG
persetujuan	homologação	persetujuan	homologação	N;SG	N;FEM;SG
persetujuan	aprovação	persetujuan	aprovação	N;SG	N;FEM;SG
persegi	quadrada	persegi	quadrada	N;SG	N;FEM;SG
persegi	praça	persegi	praça	N;SG	N;FEM;SG
persegi	square	persegi	square	N;SG	N;MASC;SG
persegi	quadrado	persegi	quadrado	N;SG	N;MASC;SG
metropolitan	metropolitana	metropolitan	metropolitana	N;SG	N;FEM;SG
metropolitan	metropolitano	metropolitan	metropolitano	N;SG	N;MASC;SG
metropolitan	metropolitan	metropolitan	metropolitan	N;SG	N;MASC;SG
jadwal	calendário	jadwal	calendário	N;SG	N;MASC;SG
jadwal	horário	jadwal	horário	N;SG	N;MASC;SG
jadwal	horário	jadwal	horário	N;SG	N;MASC;SG
jadwal	agendamento	jadwal	agendamento	N;SG	N;MASC;SG
jadwal	programação	jadwal	programação	N;SG	N;FEM;SG
isu	questão	isu	questão	N;SG	N;FEM;SG
definisi	definição	definisi	definição	N;SG	N;FEM;SG
paruh	bico	paruh	bico	N;SG	N;MASC;SG
tabel	tabela	tabel	tabela	N;SG	N;FEM;SG
tabel	mesa	tabel	mesa	N;SG	N;FEM;SG
tabel	quadro	tabel	quadro	N;SG	N;MASC;SG
gejala	sintoma	gejala	sintoma	N;SG	N;FEM;SG
karbon	carbono	karbon	carbono	N;SG	N;MASC;SG
padat	sólido	padat	sólido	ADJ;SG	ADJ;MASC;SG
padat	sólida	padat	sólido	ADJ;SG	ADJ;FEM;SG
padat	densa	padat	denso	ADJ;SG	ADJ;FEM;SG
padat	denso	padat	denso	ADJ;SG	ADJ;MASC;SG
diatur	regulamentado	diatur	regulamentado	V;SG;PASS	V;MASC;SG;V.PTCP
diatur	regulada	diatur	regular	V;SG;PASS	V;FEM;SG;V.PTCP
diatur	regulado	diatur	regulado	V;SG;PASS	V;MASC;SG;V.PTCP
diatur	regulamentada	diatur	regulamentar	V;SG;PASS	V;FEM;SG;V.PTCP
diatur	arranjado	diatur	arranjar	V;SG;PASS	V;MASC;SG;V.PTCP
tarian	dança	tarian	dança	N;SG	N;FEM;SG
tarian	dance	tarian	dance	N;SG	N;MASC;SG
peperangan	battle	peperangan	battle	N	N;MASC;SG
peperangan	batalha	peperangan	batalha	N	N;FEM;SG
peperangan	guerra	peperangan	guerra	N	N;FEM;SG
peperangan	war	peperangan	war	N	N;MASC;SG
peperangan	guerras	peperangan	guerra	N	N;FEM;PL
peperangan	wars	peperangan	war	N	N;MASC;SG
peperangan	guerras	peperangan	guerra	N	N;FEM;PL
mengklaim	alegado	menklaim	alegar	V;SG;ACT	V;MASC;SG;V.PTCP
mengklaim	reivindicado	menklaim	reivindicar	V;SG;ACT	V;MASC;SG;V.PTCP
mengklaim	alegou	menklaim	alegar	V;SG;ACT	V;IND;SG;3;PST;FIN
mengklaim	reclamou	menklaim	reclamar	V;SG;ACT	V;IND;SG;3;PST;FIN
mengklaim	reclamar	menklaim	reclamar	V;SG;ACT	V;NFIN
mengklaim	reivindicar	menklaim	reivindicar	V;SG;ACT	V;NFIN
mengklaim	alegando	menklaim	alegar	V;SG;ACT	V;V.MSDR
mengklaim	reivindicar	menklaim	reivindicar	V;SG;ACT	V;NFIN
menyimpan	salvando	mensimpan	salvar	V;SG;ACT	V;V.MSDR
menyimpan	salvar	mensimpan	salvar	V;SG;ACT	V;NFIN
menyimpan	salva	mensimpan	salvar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyimpan	economiza	mensimpan	economizar	V;SG;ACT	V;IND;SG;3;PRS;FIN
kaca	vidro	kaca	vidro	N;SG	N;MASC;SG
kaca	copo	kaca	copo	N;SG	N;MASC;SG
domain	domínios	domain	domínio	N	N;MASC;PL
domain	domínio	domain	domínio	N	N;MASC;SG
domain	dominio	domain	dominio	N	N;MASC;SG
kue	bolos	kue	bolo	N	N;MASC;PL
kue	cake	kue	cake	N	N;MASC;SG
kue	bolo	kue	bolo	N	N;MASC;SG
kue	biscoitos	kue	biscoito	N	N;MASC;PL
kue	bolachas	kue	bolacha	N	N;FEM;PL
kue	cookies	kue	cookie	N	N;MASC;PL
kue	bolinhos	kue	bolinho	N	N;MASC;PL
kue	bolos	kue	bolo	N	N;MASC;PL
dilanjutkan	retomou	dilanjutkan	retomar	V;SG;PASS	V;IND;SG;3;PST;FIN
dilanjutkan	retomada	dilanjutkan	retomar	V;SG;PASS	V;FEM;SG;V.PTCP
dilanjutkan	retomado	dilanjutkan	retomar	V;SG;PASS	V;MASC;SG;V.PTCP
dilanjutkan	reaberta	dilanjutkan	reaberto	V;SG;PASS	V;FEM;SG;V.PTCP
dilanjutkan	continuado	dilanjutkan	continuar	V;SG;PASS	V;MASC;SG;V.PTCP
dilanjutkan	continuou	dilanjutkan	continuar	V;SG;PASS	V;IND;SG;3;PST;FIN
kontestan	concorrentes	kontestan	concorrente	N	N;MASC;PL
kontestan	competidores	kontestan	competidor	N	N;MASC;PL
kontestan	concorrente	kontestan	concorrente	N	N;MASC;SG
otak	cérebro	otak	cérebro	N;SG	N;MASC;SG
otak	brain	otak	brain	N;SG	N;MASC;SG
otak	cérebro	otak	cérebro	N;SG	N;MASC;SG
kesulitan	dificuldade	kesulitan	dificuldade	N;SG	N;FEM;SG
kesulitan	encrenca	kesulitan	encrencar	N;SG	N;FEM;SG
kesulitan	adversidade	kesulitan	adversidade	N;SG	N;FEM;SG
terdaftar	registrada	terdaftar	registrar	V;SG;PASS	V;FEM;SG;V.PTCP
terdaftar	registada	terdaftar	registar	V;SG;PASS	V;FEM;SG;V.PTCP
terdaftar	registrado	terdaftar	registrar	V;SG;PASS	V;MASC;SG;V.PTCP
terdaftar	registado	terdaftar	registar	V;SG;PASS	V;MASC;SG;V.PTCP
terdaftar	listada	terdaftar	listar	V;SG;PASS	V;FEM;SG;V.PTCP
terdaftar	listado	terdaftar	listar	V;SG;PASS	V;MASC;SG;V.PTCP
terdaftar	alistado	terdaftar	alistar	V;SG;PASS	V;MASC;SG;V.PTCP
terdaftar	alistou	terdaftar	alistar	V;SG;PASS	V;IND;SG;3;PST;FIN
modal	modal	modal	modal	N;SG	N;MASC;SG
modal	capital	modal	capital	N;SG	N;MASC;SG
komik	quadrinhos	komik	quadrinho	N	N;MASC;PL
komik	comics	komik	comics	N	N;MASC;SG
komik	gibis	komik	gibil	N	N;MASC;PL
komik	quadrinhos	komik	quadrinho	N	N;MASC;PL
komik	comic	komik	comic	N	N;MASC;SG
mulia	gloriosa	mulia	glorioso	ADJ;SG	ADJ;FEM;SG
mulia	glorioso	mulia	glorioso	ADJ;SG	ADJ;MASC;SG
mengalir	fluindo	menalir	fluir	V;SG;ACT	V;V.MSDR
adegan	cena	adegan	cena	N;SG	N;FEM;SG
biografi	biografia	biografi	biografia	N;SG	N;FEM;SG
villa	villa	villa	villa	N	N;MASC;SG
kolam	piscina	kolam	piscina	N;SG	N;FEM;SG
kolam	pool	kolam	pool	N;SG	N;MASC;SG
sempurna	impecável	sempurna	impecável	ADJ;SG	ADJ;MASC;SG
wartawan	jornalista	wartawan	jornalista	N;SG	N;MASC;SG
wartawan	repórter	wartawan	repórter	N;SG	N;MASC;SG
wartawan	reporter	wartawan	reporter	N;SG	N;MASC;SG
memanfaatkan	aproveitando	menmanfaatkan	aproveitar	V;SG;ACT	V;V.MSDR
memanfaatkan	explorando	menmanfaatkan	explorar	V;SG;ACT	V;V.MSDR
memanfaatkan	utilizando	menmanfaatkan	utilizar	V;SG;ACT	V;V.MSDR
memanfaatkan	alavancado	menmanfaatkan	alavancar	V;SG;ACT	V;MASC;SG;V.PTCP
budak	escrava	budak	escravar	N;SG	N;FEM;SG
budak	escravo	budak	escravo	N;SG	N;MASC;SG
disimpan	armazenado	disimpan	armazenar	V;SG;PASS	V;MASC;SG;V.PTCP
disimpan	salva	disimpan	salvar	V;SG;PASS	V;IND;SG;3;PRS;FIN
disimpan	salvou	disimpan	salvar	V;SG;PASS	V;IND;SG;3;PST;FIN
disimpan	guardado	disimpan	guardar	V;SG;PASS	V;MASC;SG;V.PTCP
mengisi	preenchendo	menisi	preencher	V;SG;ACT	V;V.MSDR
mengisi	preenche	menisi	preencher	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengisi	preencher	menisi	preencher	V;SG;ACT	V;NFIN
mengisi	preencha	menisi	preencher	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mengisi	encher	menisi	encher	V;SG;ACT	V;NFIN
ditujukan	endereçada	ditujukan	endereçar	V;SG;PASS	V;FEM;SG;V.PTCP
ditujukan	endereçado	ditujukan	endereçado	V;SG;PASS	V;MASC;SG;V.PTCP
ditujukan	abordado	ditujukan	abordar	V;SG;PASS	V;MASC;SG;V.PTCP
ditujukan	pretendida	ditujukan	pretender	V;SG;PASS	V;FEM;SG;V.PTCP
ditujukan	pretendido	ditujukan	pretender	V;SG;PASS	V;MASC;SG;V.PTCP
ditujukan	pretendia	ditujukan	pretender	V;SG;PASS	V;IND;SG;3;IPFV;FIN
negatif	negativo	negatif	negativo	ADJ;SG	ADJ;MASC;SG
kanker	câncer	kanker	câncer	N;SG	N;MASC;SG
kanker	cancro	kanker	cancro	N;SG	N;MASC;SG
kanker	cancer	kanker	cancer	N;SG	N;MASC;SG
internal	interno	internal	interno	ADJ;SG	ADJ;MASC;SG
internal	interna	internal	interno	ADJ;SG	ADJ;FEM;SG
otoritas	autoridade	otoritas	autoridade	N;SG	N;FEM;SG
variasi	variedade	variasi	variedade	N;SG	N;FEM;SG
variasi	variety	variasi	variety	N;SG	N;MASC;SG
variasi	variação	variasi	variação	N;SG	N;FEM;SG
biara	monastério	biara	monastério	N	N;MASC;SG
biara	mosteiro	biara	mosteiro	N	N;MASC;SG
biara	mosteiros	biara	mosteiro	N	N;MASC;PL
biara	convento	biara	convento	N	N;MASC;SG
biara	abadia	biara	abadia	N	N;FEM;SG
biara	abbey	biara	abbey	N	N;MASC;SG
biara	mosteiros	biara	mosteiro	N	N;MASC;PL
menempatkan	colocar	mentempatkan	colocar	V;SG;ACT	V;NFIN
menempatkan	coloca	mentempatkan	colocar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menempatkan	pôr	mentempatkan	pôr	V;SG;ACT	V;NFIN
menempatkan	posta	mentempatkan	pôr	V;SG;ACT	V;FEM;SG;V.PTCP
menempatkan	coloque	mentempatkan	coloque	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
garam	sal	garam	sal	N;SG	N;MASC;SG
roket	foguetão	roket	foguetão	N;SG	N;MASC;SG
roket	foguete	roket	foguete	N;SG	N;MASC;SG
roket	rocket	roket	rocket	N;SG	N;MASC;SG
parameter	parâmetro	parameter	parâmetro	N;SG	N;MASC;SG
kosong	vazio	kosong	vazio	ADJ;SG	ADJ;MASC;SG
kosong	vazia	kosong	vazer	ADJ;SG	ADJ;FEM;SG
partikel	partículas	partikel	partícula	N	N;FEM;PL
partikel	partícula	partikel	partícula	N	N;FEM;SG
petunjuk	dica	petunjuk	dica	N;SG	N;FEM;SG
petunjuk	sugestão	petunjuk	sugestão	N;SG	N;FEM;SG
lanjutan	continuação	lanjutan	continuação	N;SG	N;FEM;SG
lanjutan	advanced	lanjutan	advanced	N;SG	N;MASC;SG
dibantu	ajudado	dibantu	ajudar	V;SG;PASS	V;MASC;SG;V.PTCP
dibantu	ajudada	dibantu	ajudar	V;SG;PASS	V;FEM;SG;V.PTCP
dibantu	auxiliado	dibantu	auxiliar	V;SG;PASS	V;MASC;SG;V.PTCP
dibantu	ajudei	dibantu	ajudar	V;SG;PASS	V;IND;SG;1;PST;FIN
dibantu	ajudou	dibantu	ajudar	V;SG;PASS	V;IND;SG;3;PST;FIN
dibantu	ajudado	dibantu	ajudar	V;SG;PASS	V;MASC;SG;V.PTCP
dibantu	assistida	dibantu	assistir	V;SG;PASS	V;FEM;SG;V.PTCP
dibantu	assistido	dibantu	assistir	V;SG;PASS	V;MASC;SG;V.PTCP
sesungguhnya	verdadeiramente	sesungguhnya	verdadeiramente	ADV	ADV
invasi	invasão	invasi	invasão	N;SG	N;FEM;SG
rudal	míssil	rudal	míssil	N;SG	N;MASC;SG
personel	pessoal	personel	pessoal	N;SG	N;MASC;SG
batuan	rocks	batuan	rock	N;SG	N;MASC;SG
batuan	rochedo	batuan	rochedo	N;SG	N;MASC;SG
batuan	rocha	batuan	rocha	N;SG	N;FEM;SG
batuan	pedra	batuan	pedra	N;SG	N;FEM;SG
batuan	rock	batuan	rock	N;SG	N;MASC;SG
pengelolaan	gerência	penkelolaan	gerência	N;SG	N;FEM;SG
pengelolaan	gestão	penkelolaan	gestão	N;SG	N;FEM;SG
pengelolaan	gerenciamento	penkelolaan	gerenciamento	N;SG	N;MASC;SG
disetujui	aprovada	disetujui	aprovar	V;SG;PASS	V;FEM;SG;V.PTCP
disetujui	aprovado	disetujui	aprovar	V;SG;PASS	V;MASC;SG;V.PTCP
juri	juri	juri	juri	N;SG	N;MASC;SG
juri	júri	juri	júri	N;SG	N;MASC;SG
rasi	constelações	rasi	constelação	N	N;FEM;PL
mengakhiri	terminando	menakhiri	terminar	V;SG;ACT	V;V.MSDR
mengakhiri	terminar	menakhiri	terminar	V;SG;ACT	V;NFIN
mengakhiri	exterminar	menakhiri	exterminar	V;SG;ACT	V;NFIN
mengakhiri	encerrando	menakhiri	encerrar	V;SG;ACT	V;V.MSDR
mengakhiri	terminando	menakhiri	terminar	V;SG;ACT	V;V.MSDR
anggaran	orçamentação	anggaran	orçamentação	N;SG	N;FEM;SG
anggaran	orçamento	anggaran	orçamento	N;SG	N;MASC;SG
penjelasan	explicação	penjelasan	explicação	N;SG	N;FEM;SG
perahu	barco	perahu	barco	N;SG	N;MASC;SG
perahu	bote	perahu	bote	N;SG	N;MASC;SG
perahu	embarcação	perahu	embarcação	N;SG	N;FEM;SG
lokomotif	locomotiva	lokomotif	locomotiva	N	N;FEM;SG
mengapa	porquê	mengapa	porquê	ADV	ADV
terkena	exposta	terkena	expor	V;SG;PASS	V;FEM;SG;V.PTCP
terkena	exposto	terkena	expor	V;SG;PASS	V;MASC;SG;V.PTCP
menyampaikan	transmita	mensampaikan	transmitar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mall	mall	mall	mall	N	N;MASC;SG
mall	shopping	mall	shopping	N	N;MASC;SG
mall	shoppings	mall	shoppings	N	N;MASC;PL
memasukkan	entrando	menmasukkan	entrar	V;SG;ACT	V;V.MSDR
nasi	rice	nasi	rice	N;SG	N;MASC;SG
nasi	arroz	nasi	arroz	N;SG	N;MASC;SG
championship	campeonato	championship	campeonato	N	N;MASC;SG
championship	championship	championship	championship	N	N;MASC;SG
landasan	pista	landasan	pista	N;SG	N;FEM;SG
landasan	passarela	landasan	passarela	N;SG	N;FEM;SG
bab	capitulo	bab	capitulo	N;SG	N;MASC;SG
bab	capítulo	bab	capítulo	N;SG	N;MASC;SG
bab	bab	bab	bab	N;SG	N;MASC;SG
lemah	fraco	lemah	fraco	ADJ;SG	ADJ;MASC;SG
lemah	fraca	lemah	fraco	ADJ;SG	ADJ;FEM;SG
monumen	monumento	monumen	monumento	N;SG	N;MASC;SG
menjawab	respondida	menjawab	responder	V;SG;ACT	V;FEM;SG;V.PTCP
menjawab	respondi	menjawab	responder	V;SG;ACT	V;IND;SG;1;PST;FIN
menjawab	respondeu	menjawab	responder	V;SG;ACT	V;IND;SG;3;PST;FIN
menjawab	respondido	menjawab	responder	V;SG;ACT	V;MASC;SG;V.PTCP
menjawab	respondendo	menjawab	responder	V;SG;ACT	V;V.MSDR
menjawab	respondendo	menjawab	responder	V;SG;ACT	V;V.MSDR
menjawab	respondida	menjawab	responder	V;SG;ACT	V;FEM;SG;V.PTCP
menjawab	respondeu	menjawab	responder	V;SG;ACT	V;IND;SG;3;PST;FIN
menjawab	respondido	menjawab	responder	V;SG;ACT	V;MASC;SG;V.PTCP
menjawab	responde	menjawab	responder	V;SG;ACT	V;IND;SG;3;PRS;FIN
menjawab	responder	menjawab	responder	V;SG;ACT	V;NFIN
menjawab	responda	menjawab	responder	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
kendali	controle	kendali	controle	N;SG	N;MASC;SG
kendali	control	kendali	control	N;SG	N;MASC;SG
kendali	controlo	kendali	controlo	N;SG	N;MASC;SG
koran	jornal	koran	jornal	N;SG	N;MASC;SG
koran	jornal	koran	jornal	N;SG	N;MASC;SG
koran	paper	koran	paper	N;SG	N;MASC;SG
koran	papel	koran	papel	N;SG	N;MASC;SG
berlanjut	persiste	berlanjut	persistir	V;SG;ACT	V;IND;SG;3;PRS;FIN
berlanjut	continua	berlanjut	continuar	V;SG;ACT	V;IND;SG;3;PRS;FIN
meluncurkan	lança	menluncurkan	lançar	V;SG;ACT	V;IND;SG;3;PRS;FIN
meluncurkan	lançando	menluncurkan	lançar	V;SG;ACT	V;V.MSDR
meluncurkan	lançado	menluncurkan	lançar	V;SG;ACT	V;MASC;SG;V.PTCP
meluncurkan	lançou	menluncurkan	lançar	V;SG;ACT	V;IND;SG;3;PST;FIN
meluncurkan	lançada	menluncurkan	lançar	V;SG;ACT	V;FEM;SG;V.PTCP
silat	silat	silat	silat	N	N;MASC;SG
dimensi	dimensão	dimensi	dimensão	N;SG	N;FEM;SG
monster	monstro	monster	monstro	N	N;MASC;SG
monster	monster	monster	monster	N	N;MASC;SG
monster	monstros	monster	monstro	N	N;MASC;PL
signifikan	significativo	signifikan	significativo	ADJ;SG	ADJ;MASC;SG
signifikan	significativa	signifikan	significativo	ADJ;SG	ADJ;FEM;SG
signifikan	significante	signifikan	significante	ADJ;SG	ADJ;MASC;SG
domestik	doméstica	domestik	doméstico	N;SG	N;FEM;SG
penerima	beneficiária	penterima	beneficiário	N;SG	N;FEM;SG
penerima	beneficiário	penterima	beneficiário	N;SG	N;MASC;SG
penerima	beneficiário	penterima	beneficiário	N;SG	N;MASC;SG
penerima	receptor	penterima	receptor	N;SG	N;MASC;SG
penerima	destinatário	penterima	destinatário	N;SG	N;MASC;SG
penerima	receptor	penterima	receptor	N;SG	N;MASC;SG
penerima	destinatário	penterima	destinatário	N;SG	N;MASC;SG
identitas	identidade	identitas	identidade	N;SG	N;FEM;SG
atap	telhado	atap	telhar	N;SG	N;MASC;SG
atap	teto	atap	teto	N;SG	N;MASC;SG
dikelola	gerido	dikelola	gerir	V;SG;PASS	V;MASC;SG;V.PTCP
dikelola	conseguiu	dikelola	conseguir	V;SG;PASS	V;IND;SG;3;PST;FIN
dikelola	mantida	dikelola	manter	V;SG;PASS	V;FEM;SG;V.PTCP
dikelola	mantido	dikelola	manter	V;SG;PASS	V;MASC;SG;V.PTCP
dikelola	gere	dikelola	gerir	V;SG;PASS	V;IND;SG;3;PRS;FIN
ancaman	ameaça	ancaman	ameaça	N;SG	N;FEM;SG
ancaman	ameaça	ancaman	ameaça	N;SG	N;FEM;SG
pengakuan	reconhecimento	penakuan	reconhecimento	N;SG	N;MASC;SG
pengakuan	admissão	penakuan	admissão	N;SG	N;FEM;SG
pengakuan	confissão	penakuan	confissão	N;SG	N;FEM;SG
pengakuan	reconhecimento	penakuan	reconhecimento	N;SG	N;MASC;SG
mahkamah	tribunal	mahkamah	tribunal	N;SG	N;MASC;SG
mahkamah	corte	mahkamah	corte	N;SG	N;MASC;SG
penerbit	editor	penterbit	editor	N;SG	N;MASC;SG
penerbit	editora	penterbit	editora	N;SG	N;FEM;SG
penerbit	emissor	penterbit	emissor	N;SG	N;MASC;SG
penerbit	emitente	penterbit	emitente	N;SG	N;MASC;SG
penerbit	edição	penterbit	edição	N;SG	N;FEM;SG
penerbit	publicação	penterbit	publicação	N;SG	N;FEM;SG
jantan	macho	jantan	macho	N;SG	N;MASC;SG
jantan	masculino	jantan	masculino	N;SG	N;MASC;SG
karyawan	funcionário	karyawan	funcionário	N;MASC;SG	N;MASC;SG
karyawan	trabalhador	karyawan	trabalhador	N;MASC;SG	N;MASC;SG
karyawan	funcionária	karyawan	funcionária	N;MASC;SG	N;FEM;SG
karyawan	empregado	karyawan	empregado	N;MASC;SG	N;MASC;SG
halus	suave	halus	suave	ADJ;SG	ADJ;MASC;SG
halus	sutil	halus	sutil	ADJ;SG	ADJ;MASC;SG
halus	subtil	halus	subtil	ADJ;SG	ADJ;MASC;SG
pedang	sword	pedang	sword	N;SG	N;MASC;SG
pedang	espada	pedang	espada	N;SG	N;FEM;SG
restoran	lanchonete	restoran	lanchonete	N;SG	N;FEM;SG
restoran	restaurante	restoran	restaurante	N;SG	N;MASC;SG
bersih	líquido	bersih	líquido	ADJ;SG	ADJ;MASC;SG
bersih	limpo	bersih	limpo	ADJ;SG	ADJ;MASC;SG
bersih	limpa	bersih	limpa	ADJ;SG	ADJ;FEM;SG
berhak	intitulado	berhak	intitular	V;SG;ACT	V;MASC;SG;V.PTCP
direktorat	direção	direktorat	direção	N;SG	N;FEM;SG
direktorat	direcção	direktorat	direcção	N;SG	N;FEM;SG
peluru	bullet	peluru	bullet	N;SG	N;MASC;SG
peluru	bala	peluru	bala	N;SG	N;FEM;SG
liar	wild	liar	wild	N;SG	N;MASC;SG
koloni	colônia	koloni	colônia	N;SG	N;FEM;SG
koloni	colónia	koloni	colónia	N;SG	N;FEM;SG
varian	variante	varian	variante	N;SG	N;FEM;SG
distribusi	repartição	distribusi	repartição	N;SG	N;FEM;SG
distribusi	distribuição	distribusi	distribuição	N;SG	N;FEM;SG
cucu	neta	cucu	neta	N;SG	N;FEM;SG
cucu	neto	cucu	neto	N;SG	N;MASC;SG
cucu	neto	cucu	neto	N;SG	N;MASC;SG
baja	aço	baja	aço	N	N;MASC;SG
baja	siderurgia	baja	siderurgia	N	N;FEM;SG
baja	baja	baja	baja	N	N;MASC;SG
keterangan	legenda	keterangan	legenda	N;SG	N;FEM;SG
keterangan	descrição	keterangan	descrição	N;SG	N;FEM;SG
pejuang	warriors	pejuang	warrior	N;SG	N;MASC;SG
pejuang	warrior	pejuang	warrior	N;SG	N;MASC;SG
pejuang	guerreiro	pejuang	guerreiro	N;SG	N;MASC;SG
pejuang	guerreira	pejuang	guerreira	N;SG	N;FEM;SG
bawang	alho	bawang	alho	N;SG	N;MASC;SG
bawang	cebola	bawang	cebola	N;SG	N;FEM;SG
bawang	cebola	bawang	cebola	N;SG	N;FEM;SG
komposisi	composição	komposisi	composição	N;SG	N;FEM;SG
murni	pura	murni	puro	ADJ;SG	ADJ;FEM;SG
murni	puro	murni	puro	ADJ;SG	ADJ;MASC;SG
saksi	testemunha	saksi	testemunha	N;SG	N;FEM;SG
rumput	turfa	rumput	turfo	N;SG	N;FEM;SG
rumput	relvado	rumput	relvado	N;SG	N;MASC;SG
rumput	gramado	rumput	gramado	N;SG	N;MASC;SG
rumput	capim	rumput	capim	N;SG	N;MASC;SG
rumput	grama	rumput	grama	N;SG	N;FEM;SG
rumput	erva	rumput	ervar	N;SG	N;FEM;SG
rumput	relva	rumput	relva	N;SG	N;FEM;SG
tank	tanques	tank	tanque	N	N;MASC;PL
tank	tanque	tank	tanque	N	N;MASC;SG
tank	reservatório	tank	reservatório	N	N;MASC;SG
tank	tank	tank	tank	N	N;MASC;SG
tank	tanques	tank	tanque	N	N;MASC;PL
tank	cisternas	tank	cisterna	N	N;FEM;PL
sidang	julgamento	sidang	julgamento	N;SG	N;MASC;SG
sidang	tribunal	sidang	tribunal	N;SG	N;MASC;SG
sidang	corte	sidang	corte	N;SG	N;MASC;SG
penari	bailarina	pentari	bailarina	N;SG	N;FEM;SG
penari	dançarino	pentari	dançarino	N;SG	N;MASC;SG
penari	dancer	pentari	dancer	N;SG	N;MASC;SG
penari	dançarina	pentari	dançarina	N;SG	N;FEM;SG
penari	bailarino	pentari	bailarino	N;SG	N;MASC;SG
memperkuat	reforçar	menperkuat	reforçar	V;SG;ACT	V;NFIN
memperkuat	fortalece	menperkuat	fortalecer	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperkuat	fortalecer	menperkuat	fortalecer	V;SG;ACT	V;NFIN
memperkuat	fortalece	menperkuat	fortalecer	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperkuat	reforça	menperkuat	reforçar	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperkuat	amplificar	menperkuat	amplificar	V;SG;ACT	V;NFIN
formal	formais	formal	formal	ADJ	ADJ;MASC;PL
formal	formal	formal	formal	ADJ	ADJ;MASC;SG
perlawanan	resistência	perlawanan	resistência	N;SG	N;FEM;SG
terbukti	provada	terbukti	provar	V;SG;PASS	V;FEM;SG;V.PTCP
terbukti	comprovado	terbukti	comprovar	V;SG;PASS	V;MASC;SG;V.PTCP
terbukti	comprovada	terbukti	comprovar	V;SG;PASS	V;FEM;SG;V.PTCP
terbukti	provado	terbukti	provar	V;SG;PASS	V;MASC;SG;V.PTCP
terbukti	provei	terbukti	prover	V;SG;PASS	V;IND;SG;1;PST;FIN
terbukti	provado	terbukti	provar	V;SG;PASS	V;MASC;SG;V.PTCP
terbukti	provou	terbukti	provar	V;SG;PASS	V;IND;SG;3;PST;FIN
betina	mulher	betina	mulher	N;SG	N;FEM;SG
betina	fêmea	betina	fêmea	N;SG	N;FEM;SG
pameran	exibição	pameran	exibição	N;SG	N;FEM;SG
pameran	exposição	pameran	exposição	N;SG	N;FEM;SG
pameran	expo	pameran	expo	N;SG	N;MASC;SG
pameran	exibição	pameran	exibição	N;SG	N;FEM;SG
pameran	exposição	pameran	exposição	N;SG	N;FEM;SG
