van	من	van	مِن	ADP	ADP
ernstige	جادة	ernstig	جَادّ	ADJ	ADJ;ACC;INDF;FEM;SG
typisch	نموذجيا	typisch	نَمُوذَجِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
typisch	نموذجية	typisch	نَمُوذَجِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
typisch	نموذجي	typisch	نَمُوذَجِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
benoemde	سميت	benoemen	سَمَّى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
benoemde	عينت	benoemen	عَيَّن	V;V.PTCP	V;PFV;FEM;SG;3;PASS
eigenlijke	الفعلية	eigenlijk	فِعلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
eigenlijke	فعلية	eigenlijk	فِعلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
eigenlijke	الفعلي	eigenlijk	فِعلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
pogingen	المحاولات	poging	مُحَاوَلَة	N;PL	N;NOM;DEF;PL
pogingen	محاولات	poging	مُحَاوَلَة	N;PL	N;NOM;INDF;PL
liberale	الليبرالي	liberaal	لِيبِرَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
volume	الحجم	volume	حَجم	N;NEUT;SG	N;NOM;DEF;SG
volume	المجلد	volume	مَجلَد	N;NEUT;SG	N;NOM;DEF;SG
volume	حجم	volume	حَجم	N;NEUT;SG	N;NOM;INDF;SG
vorming	التشكيل	vorming	تَشكِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
vorming	تشكيل	vorming	تَشكِيل	N;MASC+FEM;SG	N;NOM;INDF;SG
races	الاجناس	race	أَجنَاس	N;PL	N;NOM;DEF;PL
races	الاعراق	race	عُرق	N;PL	N;NOM;DEF;PL
races	سباقات	race	سِبَاقَة	N;PL	N;NOM;INDF;PL
races	السباقات	race	سِبَاقَة	N;PL	N;NOM;DEF;PL
vriendin	صديقة	vriendin	صَدِيقَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vriendin	حبيبة	vriendin	حبيبة	N;MASC+FEM;SG	N;NOM;INDF;SG
vriendin	صديق	vriendin	صَدِيق	N;MASC+FEM;SG	N;NOM;INDF;SG
vriendin	الصديق	vriendin	صَدِيق	N;MASC+FEM;SG	N;NOM;DEF;SG
religie	الدين	religie	دِين	N;MASC+FEM;SG	N;NOM;DEF;SG
religie	ديانة	religie	دِيَانَة	N;MASC+FEM;SG	N;NOM;INDF;SG
religie	الديانة	religie	دِيَانَة	N;MASC+FEM;SG	N;NOM;DEF;SG
verleend	منحت	verlenen	مَنَح	V;V.PTCP	V;PFV;FEM;SG;3;ACT
verleend	منح	verlenen	مَنَح	V;V.PTCP	V;PFV;MASC;SG;3;ACT
opnemen	يسجل	opnemen	سَجَّل	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
waarheid	الحقيقة	waarheid	حَقِيقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
autonome	مستقلة	autonome	مُستَقِلّ	ADJ	ADJ;NOM;INDF;FEM;SG
figuren	الاشكال	figuur	شَكل	N;PL	N;NOM;DEF;PL
figuren	الارقام	figuur	رَقم	N;PL	N;NOM;DEF;PL
figuren	ارقام	figuur	رَقم	N;PL	N;NOM;INDF;PL
transport	النقل	transport	نَقل	N;NEUT;SG	N;NOM;DEF;SG
transport	نقل	transport	نَقل	N;NEUT;SG	N;NOM;INDF;SG
transport	النقل	transport	نَقل	N;NEUT;SG	N;NOM;DEF;SG
transport	نقل	transport	نَقل	N;NEUT;SG	N;NOM;INDF;SG
graden	درجات	graad	دَرَجَة	N;PL	N;NOM;INDF;PL
verkeerd	خاطئ	verkeerd	خَاطِئ	ADJ	ADJ;NOM;INDF;MASC;SG
federale	فيدرالي	federaal	فِيدِرَالِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
federale	اتحادية	federaal	اِتِّحَادِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
federale	الاتحادي	federaal	اِتِّحَادِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
federale	اتحادي	federaal	اِتِّحَادِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
federale	فيدرالية	federaal	فِيدِرَالِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
volgorde	التسلسل	volgorde	تَسَلسُل	N;MASC+FEM;SG	N;NOM;DEF;SG
volgorde	تسلسل	volgorde	تسِلسِل	N;MASC+FEM;SG	N;NOM;INDF;SG
sturen	ارسل	sturen	أَرسَل	V;NFIN	V;PFV;MASC;SG;3;ACT
wijziging	التعديل	wijziging	تَعدِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
wijziging	التعديل	wijziging	تَعدِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
wijziging	التغير	wijziging	تَغَيُّر	N;MASC+FEM;SG	N;NOM;DEF;SG
wijziging	تغيير	wijziging	تَغيِير	N;MASC+FEM;SG	N;NOM;INDF;SG
wijziging	التغيير	wijziging	تَغيِير	N;MASC+FEM;SG	N;NOM;DEF;SG
wijziging	غير	wijziging	غَير	N;MASC+FEM;SG	N;ACC;PSSD;SG
wijziging	تغير	wijziging	تَغَيُّر	N;MASC+FEM;SG	N;NOM;INDF;SG
duurt	يدوم	duren	دَام	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
duurt	تدوم	duren	دَام	V;SG;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
banden	الاطارات	band	إِطَار	N;PL	N;NOM;DEF;PL
banden	اطارات	band	إِطَار	N;PL	N;NOM;INDF;PL
banden	الاطارات	band	إِطَار	N;PL	N;NOM;DEF;PL
banden	اطارات	band	إِطَار	N;PL	N;NOM;INDF;PL
banden	شرائط	band	شَرِيط	N;PL	N;NOM;INDF;PL
banden	اشرطة	band	اشرطة	N;PL	N;NOM;INDF;PL
vertrekken	يغادر	vertrekken	غَادَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
ondersteuning	دعم	ondersteuning	دَعم	N;MASC+FEM;SG	N;NOM;INDF;SG
ondersteuning	الدعم	ondersteuning	دَعم	N;MASC+FEM;SG	N;NOM;DEF;SG
donkere	مظلم	donker	مُظلِم	ADJ	ADJ;NOM;INDF;MASC;SG
donkere	مظلمة	donker	مُظلِم	ADJ	ADJ;NOM;INDF;FEM;SG
nederlaag	الهزيمة	nederlaag	هَزِيمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
nederlaag	هزيمة	nederlaag	هَزِيمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
conclusie	الخلاصة	conclusie	خَلَاصَة	N;MASC+FEM;SG	N;NOM;DEF;SG
conclusie	خاتمة	conclusie	خاتمة	N;MASC+FEM;SG	N;NOM;INDF;SG
conclusie	الخاتمة	conclusie	خَاتِم	N;MASC+FEM;SG	N;NOM;DEF;SG
conclusie	الختام	conclusie	خِتَام	N;MASC+FEM;SG	N;NOM;DEF;SG
conclusie	استنتاج	conclusie	اِستِنتَاج	N;MASC+FEM;SG	N;NOM;INDF;SG
conclusie	الاستنتاج	conclusie	اِستِنتَاج	N;MASC+FEM;SG	N;NOM;DEF;SG
voorwaarden	المصطلحات	voorwaarde	مُصطَلَح	N;PL	N;NOM;DEF;PL
voorwaarden	الشروط	voorwaarde	شَرط	N;PL	N;NOM;DEF;PL
voorwaarden	شروط	voorwaarde	شَرط	N;PL	N;NOM;INDF;PL
voorwaarden	الاحوال	voorwaarde	حَال	N;PL	N;NOM;DEF;PL
voorwaarden	ظروف	voorwaarde	ظَرف	N;PL	N;NOM;INDF;PL
voorwaarden	الظروف	voorwaarde	ظَرف	N;PL	N;NOM;DEF;PL
voorwaarden	الشروط	voorwaarde	شَرط	N;PL	N;NOM;DEF;PL
voorwaarden	شروط	voorwaarde	شَرط	N;PL	N;NOM;INDF;PL
stappen	الخطوات	stap	خَطوَة	N;PL	N;NOM;DEF;PL
stappen	خطوات	stap	خَطوَة	N;PL	N;NOM;INDF;PL
kandidaten	المرشحين	kandidaat	مُرَشَّح	N;PL	N;NOM;DEF;PL
kandidaten	المرشحون	kandidaat	مُرَشَّح	N;PL	N;NOM;DEF;PL
kandidaten	مرشحين	kandidaat	مُرَشَّح	N;PL	N;NOM;INDF;PL
firma	شركة	firma	شَرِكَة	N;MASC+FEM;SG	N;NOM;INDF;SG
firma	الشركة	firma	شَرِكَة	N;MASC+FEM;SG	N;NOM;DEF;SG
serieus	جادة	serieus	جَادّ	ADJ	ADJ;ACC;INDF;FEM;SG
serieus	جديا	serieus	جِدِّيّ	ADJ	ADJ;ACC;INDF;MASC;SG
krijg	احصل	krijgen	احصل	V;SG;PRS;FIN	V;MASC;IMP;SG
krijg	احضر	krijgen	اِحضَرّ	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
vergeten	نسيت	vergeten	نسيت	V;V.PTCP	V;PFV;MASC;SG;3;ACT
vergeten	ننسى	vergeten	ننسى	V;V.PTCP	V;IPFV;MASC;IND;PL;1;FIN;ACT
vergeten	نسيت	vergeten	نسيت	V;V.PTCP	V;PFV;MASC;SG;3;ACT
vos	الثعلب	vos	ثَعلَب	N;MASC+FEM;SG	N;NOM;DEF;SG
wetten	قوانين	wet	قَانُون	N;PL	N;NOM;INDF;PL
wetten	القوانين	wet	قَانُون	N;PL	N;NOM;DEF;PL
planeet	الكوكب	planeet	كُوَكب	N;MASC+FEM;SG	N;NOM;DEF;SG
woordenboek	قاموس	woordenboek	قَامُوس	N;NEUT;SG	N;NOM;INDF;SG
woordenboek	القاموس	woordenboek	قَامُوس	N;NEUT;SG	N;NOM;DEF;SG
toneel	المنصة	toneel	مِنَصَّة	N;NEUT;SG	N;NOM;DEF;SG
toneel	المسرح	toneel	مَسرَح	N;NEUT;SG	N;NOM;DEF;SG
toneel	المرحلة	toneel	مَرحَلَة	N;NEUT;SG	N;NOM;DEF;SG
toneel	مرحلة	toneel	مَرحَلَة	N;NEUT;SG	N;NOM;INDF;SG
bezwaar	الاعتراض	bezwaar	اِعتِرَاض	N;NEUT;SG	N;NOM;DEF;SG
bezwaar	اعتراض	bezwaar	اِعتِرَاض	N;NEUT;SG	N;NOM;INDF;SG
doctor	الدكتور	doctor	دُكتُور	N;MASC+FEM;SG	N;NOM;DEF;SG
doctor	طبيب	doctor	طبيب	N;MASC+FEM;SG	N;NOM;INDF;SG
doctor	الطبيب	doctor	طَبِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
zinnen	العبارات	zin	عِبَارَة	N;PL	N;NOM;DEF;PL
zinnen	عبارات	zin	عِبَارَة	N;PL	N;NOM;INDF;PL
zinnen	الاحكام	zin	حُكم	N;PL	N;NOM;DEF;PL
israëlische	اسرائيلي	israëlisch	إِسرَائِيلِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
israëlische	اسرائيلية	israëlisch	إِسرَائِيلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
israëlische	الاسرائيلية	israëlisch	إِسرَائِيلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
districten	المناطق	district	مِنطَقَة	N;PL	N;NOM;DEF;PL
districten	المقاطعات	district	مُقَاطَعَة	N;PL	N;NOM;DEF;PL
districten	مقاطعات	district	مُقَاطَعَة	N;PL	N;NOM;INDF;PL
lokaal	محليا	lokaal	مَحَلِّيّ	ADJ	ADJ;ACC;INDF;MASC;SG
lokaal	محلي	lokaal	مَحَلِّيّ	ADJ	ADJ;NOM;INDF;MASC;SG
lokaal	محلية	lokaal	مَحَلِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
lokaal	المحلية	lokaal	مَحَلِّيّ	ADJ	ADJ;NOM;DEF;FEM;SG
lokaal	محليا	lokaal	مَحَلِّيّ	ADJ	ADJ;ACC;INDF;MASC;SG
lokaal	المحلي	lokaal	مَحَلِّيّ	ADJ	ADJ;NOM;DEF;MASC;SG
instellingen	مؤسسات	instelling	مُؤَسَّسَة	N;PL	N;NOM;INDF;PL
instellingen	المؤسسات	instelling	مُؤَسَّسَة	N;PL	N;NOM;DEF;PL
instellingen	اعدادات	instelling	إِعدَاد	N;PL	N;NOM;INDF;PL
negatieve	سلبية	negatief	سَلبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
negatieve	سلبي	negatief	سَلبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
negatieve	السلبية	negatief	سَلبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
gelezen	قرات	lezen	قَرَّة	V;V.PTCP	V;PFV;MASC;SG;3;ACT
volle	الكامل	vol	كَامِل	ADJ	ADJ;NOM;DEF;MASC;SG
volle	كامل	vol	كَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
volle	كاملة	vol	كَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
verbleef	بقيت	verblijven	بَقِي	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
besluiten	القرارات	besluit	قَرَار	N;PL	N;NOM;DEF;PL
besluiten	قرارات	besluit	قَرَار	N;PL	N;NOM;INDF;PL
besluiten	مقررات	besluit	مُقَرَّرَات	N;PL	N;NOM;INDF;PL
besluiten	المقررات	besluit	مُقَرِّر	N;PL	N;NOM;DEF;PL
artikels	مقالات	artikel	مَقَالَة	N;PL	N;NOM;INDF;PL
artikels	المقالات	artikel	المقالات	N;PL	N;NOM;DEF;PL
benoeming	تعيين	benoeming	تَعيِين	N;MASC+FEM;SG	N;NOM;INDF;SG
benoeming	موعد	benoeming	مَوعِد	N;MASC+FEM;SG	N;NOM;INDF;SG
benoeming	التعيين	benoeming	تَعيِين	N;MASC+FEM;SG	N;NOM;DEF;SG
benoeming	الموعد	benoeming	مَوعِد	N;MASC+FEM;SG	N;NOM;DEF;SG
bewerken	حرر	bewerken	حَرَّر	V;NFIN	V;PFV;MASC;SG;3;ACT
roemeense	روماني	roemeens	رُومَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
roemeense	الروماني	roemeens	رُومَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
roemeense	الرومانية	roemeens	رُومَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
wees	يتيمة	wijzen	تِيمَة	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
wees	يتيم	wijzen	تَيَّم	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
logo	شعار	logo	شِعَار	N;NEUT;SG	N;NOM;INDF;SG
logo	الشعار	logo	شِعَار	N;NEUT;SG	N;NOM;DEF;SG
nominaties	المرشحون	nominatie	مُرَشَّح	N;PL	N;NOM;DEF;PL
nominaties	ترشيحات	nominatie	تَرشِيح	N;PL	N;NOM;INDF;PL
nominaties	الترشيحات	nominatie	تَرشِيح	N;PL	N;NOM;DEF;PL
cultureel	الثقافي	cultureel	ثَقَافِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
cultureel	ثقافي	cultureel	ثَقَافِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
cultureel	ثقافية	cultureel	ثَقَافِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
cultureel	الثقافية	cultureel	ثَقَافِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
cultureel	ثقافيا	cultureel	ثَقَافِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
maak	جعل	maken	جَعَل	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
maak	صنع	maken	صَنَع	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
maak	اجعل	maken	أَجعَل	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
maak	اصنع	maken	أَصنَع	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
hoogtepunt	ابراز	hoogtepunt	إِبرَاز	N;NEUT;SG	N;NOM;INDF;SG
hoogtepunt	ذروة	hoogtepunt	ذُروَة	N;NEUT;SG	N;NOM;INDF;SG
hoogtepunt	الذروة	hoogtepunt	ذَروَة	N;NEUT;SG	N;NOM;DEF;SG
hoogtepunt	قمة	hoogtepunt	قِمَّة	N;NEUT;SG	N;NOM;INDF;SG
hoogtepunt	ذروة	hoogtepunt	ذُروَة	N;NEUT;SG	N;NOM;INDF;SG
hoogtepunt	القمة	hoogtepunt	قِمَّة	N;NEUT;SG	N;NOM;DEF;SG
hoogtepunt	الذروة	hoogtepunt	ذَروَة	N;NEUT;SG	N;NOM;DEF;SG
rose	وردة	rose	وَردَة	N;MASC+FEM;SG	N;NOM;INDF;SG
rose	الوردة	rose	وَردَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vochtige	رطبة	vochtig	رُطبَة	ADJ	ADJ;NOM;INDF;FEM;SG
gelijke	متساوية	gelijk	مُتَسَاوِي	ADJ	ADJ;NOM;INDF;FEM;SG
gelijke	متساو	gelijk	مُتسَاو	ADJ	ADJ;NOM;INDF;MASC;SG
gelijke	مساو	gelijk	مَسَاو	ADJ	ADJ;NOM;INDF;MASC;SG
acteurs	الممثلون	acteur	مُمَثِّل	N;PL	N;NOM;DEF;PL
acteurs	الفعاليات	acteur	الفعاليات	N;PL	N;NOM;DEF;PL
acteurs	ممثلون	acteur	مُمَثِّل	N;PL	N;NOM;INDF;PL
behoud	الحفظ	behoud	حِفظ	N;NEUT;SG	N;NOM;DEF;SG
behoud	المحافظة	behoud	مُحَافَظَة	N;NEUT;SG	N;NOM;DEF;SG
behoud	الحفظ	behoud	حِفظ	N;NEUT;SG	N;NOM;DEF;SG
behoud	الحفاظ	behoud	حِفَاظ	N;NEUT;SG	N;NOM;DEF;SG
behoud	المحافظة	behoud	مُحَافَظَة	N;NEUT;SG	N;NOM;DEF;SG
behoud	احتفاظ	behoud	اِحتِفَاظ	N;NEUT;SG	N;NOM;INDF;SG
behoud	الاحتفاظ	behoud	اِحتِفَاظ	N;NEUT;SG	N;NOM;DEF;SG
behoud	استبقاء	behoud	اِستِبقَاء	N;NEUT;SG	N;NOM;INDF;SG
criteria	معايير	criterium	مِعيَار	N;PL	N;NOM;INDF;PL
criteria	المعايير	criterium	مِعيَار	N;PL	N;NOM;DEF;PL
varianten	الاختلافات	variant	اِختِلَاف	N;PL	N;NOM;DEF;PL
varianten	اختلافات	variant	اِختِلَاف	N;PL	N;NOM;INDF;PL
zand	الرمال	zand	رَمل	N;NEUT;SG	N;NOM;DEF;SG
zand	الرمل	zand	رَمل	N;NEUT;SG	N;NOM;DEF;SG
finse	الفنلندي	fins	فِنلَندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
finse	الفنلندية	fins	فِنلَندِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
lot	القدر	lot	قَدر	N;NEUT;SG	N;NOM;DEF;SG
lot	قدر	lot	قَدر	N;NEUT;SG	N;NOM;INDF;SG
lot	المصير	lot	مَصِير	N;NEUT;SG	N;NOM;DEF;SG
lot	القدر	lot	قَدر	N;NEUT;SG	N;NOM;DEF;SG
lot	مصير	lot	مَصِير	N;NEUT;SG	N;NOM;INDF;SG
lot	المصير	lot	مَصِير	N;NEUT;SG	N;NOM;DEF;SG
opgelost	حلت	oplossen	حَلّ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
opgelost	حللت	oplossen	حَلَّل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
amerikanen	الاميركيين	amerikaan	أَمِيرِكِيّ	N;PL	N;NOM;DEF;PL
amerikanen	امريكيون	amerikaan	أَمرِيكِيّ	N;PL	N;NOM;INDF;PL
zuster	الممرضة	zuster	مُمَرَّض	N;MASC+FEM;SG	N;NOM;DEF;SG
zuster	ممرضة	zuster	مُمَرِّض	N;MASC+FEM;SG	N;NOM;INDF;SG
zuster	ممرض	zuster	مُمرِض	N;MASC+FEM;SG	N;NOM;INDF;SG
zachte	ناعمة	zacht	نَاعِمَة	ADJ	ADJ;NOM;INDF;FEM;SG
zachte	لينة	zacht	لَينَة	ADJ	ADJ;NOM;INDF;FEM;SG
papier	الورقة	papier	وَرَقَة	N;NEUT;SG	N;NOM;DEF;SG
papier	ورق	papier	وَرَق	N;NEUT;SG	N;NOM;INDF;SG
papier	ورقة	papier	وَرَقَة	N;NEUT;SG	N;NOM;INDF;SG
papier	الورق	papier	وَرَق	N;NEUT;SG	N;NOM;DEF;SG
gas	الغاز	gas	غَاز	N;NEUT;SG	N;NOM;DEF;SG
gas	غاز	gas	غَاز	N;NEUT;SG	N;NOM;INDF;SG
beïnvloed	يتاثر	beïnvloeden	تَاثَر	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
bands	نطاقات	bands	نِطَاقَة	N;PL	N;NOM;INDF;PL
handig	مفيد	handig	مفيد	ADJ	ADJ;NOM;INDF;MASC;SG
discussies	مناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;INDF;PL
discussies	المناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;DEF;PL
discussies	النقاشات	discussie	نِقَاش	N;PL	N;NOM;DEF;PL
discussies	مناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;INDF;PL
discussies	المناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;DEF;PL
discussies	خيوط	discussie	خيوط	N;PL	N;NOM;INDF;PL
discussies	الخيوط	discussie	خَيط	N;PL	N;NOM;DEF;PL
discussies	مناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;INDF;PL
discussies	المناقشات	discussie	مُنَاقَشَة	N;PL	N;NOM;DEF;PL
discussies	النقاشات	discussie	نِقَاش	N;PL	N;NOM;DEF;PL
bedrag	المبلغ	bedrag	مَبلَغ	N;NEUT;SG	N;NOM;DEF;SG
voorwerpen	الاجسام	voorwerp	جِسم	N;PL	N;NOM;DEF;PL
overeenkomst	اتفاق	overeenkomst	اِتِّفَاق	N;MASC+FEM;SG	N;NOM;INDF;SG
overeenkomst	الاتفاق	overeenkomst	اِتِّفَاق	N;MASC+FEM;SG	N;NOM;DEF;SG
passagiers	المسافرون	passagier	مُسَافِر	N;PL	N;NOM;DEF;PL
passagiers	مسافرين	passagier	مُسَافِر	N;PL	N;NOM;INDF;PL
passagiers	المسافرين	passagier	مُسَافِر	N;PL	N;NOM;DEF;PL
passagiers	الركاب	passagier	رَاكِب	N;PL	N;NOM;DEF;PL
passagiers	ركاب	passagier	رَاكِب	N;PL	N;NOM;INDF;PL
voorgesteld	رحت	voorstellen	رَحَت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
mexicaanse	مكسيكية	mexicaans	مكسيكية	ADJ	ADJ;NOM;INDF;FEM;SG
mexicaanse	مكسيكي	mexicaans	مكسيكي	ADJ	ADJ;NOM;INDF;MASC;SG
liederen	اغان	lied	أَغَان	N;PL	N;NOM;INDF;PL
liederen	اغاني	lied	اغاني	N;PL	N;NOM;INDF;PL
christendom	المسيحية	christendom	مَسِيحِيَّة	N;NEUT;SG	N;NOM;DEF;SG
geef	اعطي	geven	أَعطَى	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
tram	الترام	tram	تُرَام	N;MASC+FEM;SG	N;NOM;DEF;SG
venetië	البندقية	venetië	بُندُقِيّ	N;NEUT;SG	N;NOM;DEF;SG
schild	الدرع	schild	دَرع	N;NEUT;SG	N;NOM;DEF;SG
ras	سلالة	ras	سِلَالَة	N;NEUT;SG	N;NOM;INDF;SG
ras	السباق	ras	سِبَاق	N;NEUT;SG	N;NOM;DEF;SG
ras	سباق	ras	سِبَاق	N;NEUT;SG	N;NOM;INDF;SG
ras	العرق	ras	عِرق	N;NEUT;SG	N;NOM;DEF;SG
commissaris	مفوضة	commissaris	مفوضة	N;MASC+FEM;SG	N;NOM;INDF;SG
commissaris	المفوض	commissaris	مُفَوَّض	N;MASC+FEM;SG	N;NOM;DEF;SG
commissaris	مفوض	commissaris	مفوض	N;MASC+FEM;SG	N;NOM;INDF;SG
commissaris	المفوضة	commissaris	مُفَوَّض	N;MASC+FEM;SG	N;NOM;DEF;SG
vrouwtjes	الاناث	vrouw	أَنَاث	N;PL	N;NOM;DEF;PL
milieu	البيئة	milieu	بِيئَة	N;NEUT;SG	N;NOM;DEF;SG
milieu	بيئة	milieu	بِيئَة	N;NEUT;SG	N;NOM;INDF;SG
manieren	السبل	manier	سَبِيل	N;PL	N;NOM;DEF;PL
manieren	سبل	manier	سَبِيل	N;PL	N;NOM;INDF;PL
manieren	طرق	manier	طَرِيقَة	N;PL	N;NOM;INDF;PL
acties	الاجراءات	actie	إِجرَاء	N;PL	N;NOM;DEF;PL
acties	الافعال	actie	فَعل	N;PL	N;NOM;DEF;PL
acties	الدعاوى	actie	دَعوَى	N;PL	N;NOM;DEF;PL
acties	اجراءات	actie	إِجرَاء	N;PL	N;NOM;INDF;PL
communicatie	الاتصال	communicatie	اِتِّصَال	N;MASC+FEM;SG	N;NOM;DEF;SG
communicatie	التواصل	communicatie	تَوَاصُل	N;MASC+FEM;SG	N;NOM;DEF;SG
slachtoffer	ضحية	slachtoffer	ضَحِيَّة	N;NEUT;SG	N;NOM;INDF;SG
slachtoffer	الضحية	slachtoffer	ضَحِيَّة	N;NEUT;SG	N;NOM;DEF;SG
breedte	العرض	breedte	عَرض	N;MASC+FEM;SG	N;NOM;DEF;SG
platform	المنصة	platform	مِنَصَّة	N;NEUT;SG	N;NOM;DEF;SG
platform	الرصيف	platform	رَصِيف	N;NEUT;SG	N;NOM;DEF;SG
platform	منصة	platform	مِنَصَّة	N;NEUT;SG	N;NOM;INDF;SG
bay	خليج	bay	خَلِيج	N;MASC+FEM;SG	N;NOM;INDF;SG
bay	الخليج	bay	خَلِيج	N;MASC+FEM;SG	N;NOM;DEF;SG
diploma	دبلوم	diploma	دَبلُوم	N;NEUT;SG	N;NOM;INDF;SG
eva	عشية	eva	عَشِيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
vocht	الرطوبة	vocht	رُطُوبَة	N;NEUT;SG	N;NOM;DEF;SG
kevers	الخنافس	kever	خِنَافِس	N;PL	N;NOM;DEF;PL
mevrouw	سيدة	mevrouw	سَيِّدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vernietigd	دمر	vernietigen	دَمَّر	V;V.PTCP	V;PFV;MASC;SG;3;ACT
vernietigd	دمرت	vernietigen	دَمَّر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
oostenrijks	نمساوي	oostenrijks	نِمسَاوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
oostenrijks	نمساوية	oostenrijks	نِمسَاوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
behoefte	حاجة	behoefte	حَاجَة	N;MASC+FEM;SG	N;NOM;INDF;SG
behoefte	الحاجة	behoefte	حَاجَة	N;MASC+FEM;SG	N;NOM;DEF;SG
inleiding	مقدمة	inleiding	مُقَدِّمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
inleiding	المقدمة	inleiding	مُقَدَّمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
tegenstanders	المعارضون	tegenstander	مُعَارِض	N;PL	N;NOM;DEF;PL
tegenstanders	الخصوم	tegenstander	خُصُوم	N;PL	N;NOM;DEF;PL
tegenstanders	المعارضين	tegenstander	مُعَارِض	N;PL	N;NOM;DEF;PL
helder	واضح	helder	وَاضِح	ADJ	ADJ;NOM;INDF;MASC;SG
helder	واضحة	helder	وَاضِح	ADJ	ADJ;NOM;INDF;FEM;SG
helder	لامع	helder	لَامِع	ADJ	ADJ;NOM;INDF;MASC;SG
administratieve	اداري	administratief	أَدَارِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
administratieve	ادارية	administratief	إِدَارِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
hoofdzakelijk	غالبا	hoofdzakelijk	غَالِب	ADJ	ADJ;ACC;INDF;MASC;SG
klimaat	المناخ	klimaat	مُنَاخ	N;NEUT;SG	N;NOM;DEF;SG
