ve	dan	ve	dan	CONJ	CONJ
danışmanlık	konsultasi	danışmanlık	konsultasi	N;NOM;SG;3	N;SG
danışmanlık	konsultan	danışmanlık	konsultan	N;NOM;SG;3	N;SG
danışmanlık	konsultasi	danışmanlık	konsultasi	N;NOM;SG;3	N;SG
danışmanlık	konsultansi	danışmanlık	konsultansi	N;NOM;SG;3	N;SG
danışmanlık	konseling	danışmanlık	konseling	N;NOM;SG;3	N;SG
danışmanlık	aqidah	danışmanlık	aqidah	N;NOM;SG;3	N;SG
danışmanlık	penyuluhan	danışmanlık	pensuluhan	N;NOM;SG;3	N;SG
toyota	toyota	toyo	toyota	N;NOM;SG;3	N
yükselme	menaik	yüksel	mennaik		
vatandaşlık	naturalisasi	vatandaşlık	naturalisasi	N;NOM;SG;3	N;SG
vatandaşlık	kewarganegaraan	vatandaşlık	kewarganegaraan	N;NOM;SG;3	N;SG
veritabanı	database	verit	database	N;NOM;SG;3	N
veritabanı	database	verit	database	N;NOM;SG;3	N
yazarlık	authoring	yazarlık	authoring	N;NOM;SG;3	N
yazarlık	penulisan	yazarlık	pentulisan	N;NOM;SG;3	N;SG
yazarlık	tulisan	yazarlık	tulisan	N;NOM;SG;3	N;SG
insanlık	kemanusiaan	insanlık	kemanusiaan	N;NOM;SG;3	N;SG
element	unsur	element	unsur	N;NOM;SG;3	N;SG
element	elemen	element	elemen	N;NOM;SG;3	N;SG
element	unsur	element	unsur	N;NOM;SG;3	N;SG
element	elemen	element	elemen	N;NOM;SG;3	N;SG
çevrilmiş	diterjemahkan	çevir	diterjemahkan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
havayolu	airlines	havayolu	airlines	N;NOM;SG;3	N
havayolu	maskapai	havayolu	maskapai	N;NOM;SG;3	N
dedesi	kakek	dede	kakek	N;NOM;SG;3	N;SG
sinagogu	sinagoga	sinagogu	sinagoga	N;NOM;SG;3	N
internette	daring	internet	daring	N;ESS;SG;3	N
biliyor	ketahuilah	bil	ketahui	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
biliyor	kenali	bil	kenali	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
biliyor	ketahui	bil	ketahui	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
biliyor	tahu	bil	tahu	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG
biliyor	kenal	bil	kenal	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
peynir	keju	peynir	keju	N;NOM;SG;3	N;SG
peynir	keju	peynir	keju	N;NOM;SG;3	N;SG
değiştirilmiş	diubah	değiş	diubah	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
değiştirilmiş	diubah	değiş	diubah	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
değiştirilmiş	dimodifikasi	değiş	dimodifikasi	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
geçiyor	berlalu	geç	berlalu	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
tasarımcısı	perancang	tasarımcı	penrancang	N;NOM;SG;3	N;SG
tasarımcısı	designer	tasarımcı	designer	N;NOM;SG;3	N
tasarımcısı	desainer	tasarımcı	desainer	N;NOM;SG;3	N;SG
koordinat	koordinat	koordinat	koordinat	N;NOM;SG;3	N;SG
koordinat	koordinasi	koordinat	koordinasi	N;NOM;SG;3	N;SG
koordinat	koordinat	koordinat	koordinat	N;NOM;SG;3	N;SG
silindi	terhapus	sil	terhapus	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
silindi	dihapus	sil	dihapus	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
geliştirildi	dikembangkan	geliş	dikembangkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
hafıza	kenangan	hafız	kenangan	N;NOM;SG;3	N;SG
hafıza	ingatan	hafız	ingatan	N;NOM;SG;3	N;SG
hafıza	memori	hafız	memori	N;NOM;SG;3	N;SG
öldürülen	dibunuh	öl	dibunuh	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
öldürülen	terbunuh	öl	terbunuh	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tankı	tangki	tankı	tangki	N;NOM;SG;3	N;SG
tankı	tank	tankı	tank	N;NOM;SG;3	N
station	stasiun	station	stasiun	N;NOM;SG;3	N;SG
station	station	station	station	N;NOM;SG;3	N
etkilenen	terpengaruh	etkile	terpengaruh	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
niye	kenapa	niye	kenapa	ADV	ADV
niye	mengapa	niye	mengapa	ADV	ADV
tower	tower	tower	tower	N;NOM;SG;3	N
tower	menara	tower	menara	N;NOM;SG;3	N;SG
gülen	tertawa	gül	tertawa		
sohbet	percakapan	sohbet	percakapan	N;NOM;SG;3	N;SG
sohbet	obrolan	sohbet	obrolan	N;NOM;SG;3	N;SG
soğan	bawang	soğ	bawang	N;NOM;SG;3	N;SG
soğan	bawang	soğ	bawang	N;NOM;SG;3	N;SG
dizayn	disain	dizayn	disain	N;NOM;SG;3	N;SG
dizayn	design	dizayn	design	N;NOM;SG;3	N;SG
dizayn	desain	dizayn	desain	N;NOM;SG;3	N;SG
korudu	terlindung	koru	terlindung	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
korudu	dilindungi	koru	dilindungi	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
korudu	terlindungi	koru	terlindungi	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
jel	jel	jel	jel		
muhafazakar	konservatif	muhafazak	konservatif	ADJ	ADJ;SG
düşünerek	memikirkan	düşün	menpikirkan	V;PFV;IND;POS;PRS;V.CVB	V;SG;ACT
düşünerek	berpikir	düşün	berpikir	V;PFV;IND;POS;PRS;V.CVB	V;SG;ACT
önerilen	disarankan	öner	disarankan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
önerilen	disarankan	öner	disarankan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
önerilen	dianjurkan	öner	dianjurkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
önerilen	direkomendasikan	öner	direkomendasikan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
önerilen	diusulkan	öner	diusulkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
bahsedilen	disebut	bahset	disebut	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
bahsedilen	disebutkan	bahset	disebutkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
çevrildi	diterjemahkan	çevir	diterjemahkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
çevrimiçi	daring	çevrimiçi	daring	N;NOM;SG;3	N
üyelik	keanggotaan	üyelik	keanggotaan	N;NOM;SG;3	N;SG
üyelik	pendaftaran	üyelik	pendaftaran	N;NOM;SG;3	N;SG
üyelik	keanggotaan	üyelik	keanggotaan	N;NOM;SG;3	N;SG
üyelik	langganan	üyelik	langganan	N;NOM;SG;3	N;SG
garanti	garansi	garanti	garansi	N;NOM;SG;3	N;SG
garanti	jaminan	garanti	jaminan	N;NOM;SG;3	N;SG
garanti	garansi	garanti	garansi	N;NOM;SG;3	N;SG
şüphe	curiga	şüphe	curiga		
parçacıklar	partikel	parçacık	partikel	N;NOM;PL;3	N
çalışıyor	bekerja	çalış	bekerja	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
çalışıyor	berfungsi	çalış	berfungsi	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
çalışıyor	bekerja	çalış	bekerja	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
