para	for	para	for	ADP	ADP
braço	armen	braço	arm	N;MASC;SG	N;DEF;MASC+FEM;SG
bloco	blokering	bloco	blokering	N;MASC;SG	N;INDF;MASC+FEM;SG
bloco	blok	bloco	blok	N;MASC;SG	N;INDF;MASC+FEM;SG
reconhecido	genkendte	reconhecer	genkende	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
reconhecido	erkendt	reconhecer	erkendt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	genkendt	reconhecer	genkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	anerkendt	reconhecer	anerkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	erkendte	reconhecer	erkende	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
reconhecido	erkendt	reconhecer	erkendt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	anerkendt	reconhecer	anerkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	genkendte	reconhecer	genkende	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
reconhecido	erkendt	reconhecer	erkendt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	genkendt	reconhecer	genkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reconhecido	anerkendt	reconhecer	anerkende	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
junta	juntaen	junta	junta	N;FEM;SG	N;DEF;MASC+FEM;SG
religioso	religiøs	religioso	religiøs	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
way	vej	way	vej	N;MASC;SG	N;INDF;MASC+FEM;SG
way	måde	way	måde	N;MASC;SG	N;INDF;MASC+FEM;SG
notáveis	bemærkelsesværdige	notável	bemærkelsesværdig	ADJ;MASC;PL	ADJ;PL
notáveis	bemærkelsesværdige	notável	bemærkelsesværdig	ADJ;MASC;PL	ADJ;PL
viena	wiener	viena	wiener	N;FEM;SG	N;INDF;MASC+FEM;SG
clássica	klassiker	clássico	klassiker	N;FEM;SG	N;INDF;MASC+FEM;SG
ópera	opera	ópera	opera	N;FEM;SG	N;INDF;MASC+FEM;SG
ópera	operaen	ópera	operaen	N;FEM;SG	N;DEF;MASC+FEM;SG
possíveis	mulige	possível	mulig	ADJ;MASC;PL	ADJ;PL
marie	marie	marie	marie	N;FEM;SG	N;INDF;MASC+FEM;SG
salão	lounge	salão	loung	N;MASC;SG	N;INDF;MASC+FEM;SG
salão	salon	salão	salon	N;MASC;SG	N;INDF;MASC+FEM;SG
salão	hallen	salão	hal	N;MASC;SG	N;DEF;MASC+FEM;SG
salão	sal	salão	sal	N;MASC;SG	N;INDF;MASC+FEM;SG
bragança	braganza	bragança	braganza	N;FEM;SG	N;INDF;MASC+FEM;SG
situações	situationer	situação	situation	N;FEM;PL	N;INDF;MASC+FEM;PL
volumes	mængder	volume	mængde	N;MASC;PL	N;INDF;MASC+FEM;PL
voleibol	volleyball	voleibol	volleyball	N;MASC;SG	N;INDF;MASC+FEM;SG
legislação	lovgivningen	legislação	lovgivning	N;FEM;SG	N;DEF;MASC+FEM;SG
legislação	lovgivning	legislação	lovgivning	N;FEM;SG	N;INDF;MASC+FEM;SG
semelhantes	tilsvarende	semelhante	tilsvarende	ADJ;MASC;PL	ADJ
chaves	nøgler	chave	nøgle	N;MASC;PL	N;INDF;MASC+FEM;PL
chaves	nøglerne	chave	nøgle	N;MASC;PL	N;DEF;MASC+FEM;PL
exceção	undtagelse	exceção	undtagelse	N;FEM;SG	N;INDF;MASC+FEM;SG
direto	direct	direto	direct	N;MASC;SG	N;INDF;MASC+FEM;SG
darwin	darwin	darwin	darwin	N;MASC;SG	N;INDF;MASC+FEM;SG
end	slutning	end	slutning	N;MASC;SG	N;INDF;MASC+FEM;SG
end	afslutning	end	afslutning	N;MASC;SG	N;INDF;MASC+FEM;SG
end	slut	end	slut	N;MASC;SG	N
end	ende	end	ende	N;MASC;SG	N;INDF;MASC+FEM;SG
end	ophør	end	ophør	N;MASC;SG	N;INDF;NEUT;SG
round	budrunde	round	budrunde	N;MASC;SG	N;INDF;MASC+FEM;SG
round	runde	round	runde	N;MASC;SG	N;INDF;MASC+FEM;SG
round	omgang	round	omgang	N;MASC;SG	N;INDF;MASC+FEM;SG
consumo	konsum	consumo	konsum	N;MASC;SG	N;INDF;NEUT;SG
consumo	forbrug	consumo	forbrug	N;MASC;SG	N;INDF;NEUT;SG
consumo	forbruget	consumo	forbrug	N;MASC;SG	N;DEF;NEUT;SG
listas	lister	lista	liste	N;FEM;PL	N;INDF;MASC+FEM;PL
listas	fortegnelser	lista	fortegnelse	N;FEM;PL	N;INDF;MASC+FEM;PL
motores	motorer	motor	motor	N;MASC;PL	N;INDF;MASC+FEM;PL
motores	motorerne	motor	motor	N;MASC;PL	N;DEF;MASC+FEM;PL
motores	motorer	motor	motor	N;MASC;PL	N;INDF;MASC+FEM;PL
portas	porte	porta	porte	N;FEM;PL	N;INDF;MASC+FEM;PL
portas	portene	porta	port	N;FEM;PL	N;DEF;MASC+FEM;PL
portas	dørene	porta	dør	N;FEM;PL	N;DEF;NEUT;PL
portas	døre	porta	dør	N;FEM;PL	N;INDF;MASC+FEM;PL
magnitude	størrelsesorden	magnitude	størrelsesorden	N;FEM;SG	N;INDF;MASC+FEM;SG
canais	kanalerne	canal	kanal	N;MASC;PL	N;DEF;MASC+FEM;PL
canais	kanaler	canal	kanal	N;MASC;PL	N;INDF;MASC+FEM;PL
canais	kanalerne	canal	kanal	N;MASC;PL	N;DEF;MASC+FEM;PL
canais	kanaler	canal	kanal	N;MASC;PL	N;INDF;MASC+FEM;PL
propósito	formål	propósito	formål	N;MASC;SG	N;INDF;NEUT;SG
camisa	trøjen	camisa	trøj	N;FEM;SG	N;DEF;MASC+FEM;SG
camisa	trøje	camisa	trøje	N;FEM;SG	N;INDF;MASC+FEM;SG
camisa	skjorte	camisa	skjort	N;FEM;SG	N;INDF;MASC+FEM;SG
camisa	bluse	camisa	bluse	N;FEM;SG	N;INDF;MASC+FEM;SG
camisa	shirt	camisa	shirt	N;FEM;SG	N;INDF;NEUT;SG
iniciativa	initiativ	iniciativa	initiativ	N;FEM;SG	N;INDF;NEUT;SG
iniciativa	initiativet	iniciativa	initiativ	N;FEM;SG	N;DEF;NEUT;SG
normas	normer	norma	norm	N;FEM;PL	N;INDF;MASC+FEM;PL
normas	standarder	norma	standarder	N;FEM;PL	N;INDF;MASC+FEM;PL
normas	normer	norma	norm	N;FEM;PL	N;INDF;MASC+FEM;PL
north	north	north	north	N;MASC;SG	N;INDF;MASC+FEM;SG
north	nord	north	nord	N;MASC;SG	N;INDF
últimas	sidste	último	sidste	ADJ;FEM;PL	ADJ
últimas	seneste	último	sen	ADJ;FEM;PL	ADJ;DEF;RL
patrimônio	kulturarv	patrimônio	kulturarv	N;MASC;SG	N;INDF;MASC+FEM;SG
patrimônio	kulturarven	patrimônio	kulturarv	N;MASC;SG	N;DEF;MASC+FEM;SG
patrimônio	arv	patrimônio	arv	N;MASC;SG	N;INDF;MASC+FEM;SG
redução	reduktion	redução	reduktion	N;FEM;SG	N;INDF;MASC+FEM;SG
redução	nedbringelse	redução	nedbringelse	N;FEM;SG	N;INDF;MASC+FEM;SG
redução	nedsættelse	redução	nedsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
redução	reducering	redução	reducering	N;FEM;SG	N;INDF;MASC+FEM;SG
funcionamento	betjening	funcionamento	betjening	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionamento	operation	funcionamento	operation	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionamento	drift	funcionamento	drift	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionamento	operationen	funcionamento	operation	N;MASC;SG	N;DEF;MASC+FEM;SG
funcionamento	funktion	funcionamento	funktion	N;MASC;SG	N;INDF;MASC+FEM;SG
helena	helena	heleno	helena	N;FEM;SG	N;DEF;MASC+FEM;SG
helena	helena	heleno	helena	N;FEM;SG	N;DEF;MASC+FEM;SG
helena	helen	heleno	hel	N;FEM;SG	N;DEF;MASC+FEM;SG
enredo	plot	enredo	plot	N;MASC;SG	N;INDF;NEUT;SG
enredo	komplot	enredo	komplot	N;MASC;SG	N;INDF;NEUT;SG
cônjuge	ægtefællen	cônjuge	ægtefælle	N;MASC;SG	N;DEF;MASC+FEM;SG
cônjuge	ægtefælle	cônjuge	ægtefælle	N;MASC;SG	N;INDF;MASC+FEM;SG
radio	radioen	radio	radio	N;MASC;SG	N;DEF;MASC+FEM;SG
radio	radio	radio	radio	N;MASC;SG	N;INDF;MASC+FEM;SG
cavalo	knight	cavalo	knight	N;MASC;SG	N;INDF;MASC+FEM;SG
cavalo	ridder	cavalo	ridder	N;MASC;SG	N;INDF;MASC+FEM;SG
cavalo	hest	cavalo	hest	N;MASC;SG	N;INDF;MASC+FEM;SG
tiro	skud	tiro	skud	N;MASC;SG	N;INDF;NEUT;SG
tiro	skudsår	tiro	skudsår	N;MASC;SG	N;INDF;NEUT;SG
tiro	skydning	tiro	skydning	N;MASC;SG	N;INDF;MASC+FEM;SG
tiro	skyderi	tiro	skyderi	N;MASC;SG	N;INDF;NEUT;SG
tiro	skud	tiro	skud	N;MASC;SG	N;INDF;NEUT;SG
chamou	kaldt	chamar	kalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
chamou	ringet	chamar	ringe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
chamou	kaldet	chamar	kalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
chamou	ringede	chamar	ringe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
chamou	kaldte	chamar	kalde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
pior	værst	mau	slem	ADJ;MASC;SG	ADJ;DEF;RL
pior	dårligste	mau	dårlig	ADJ;MASC;SG	ADJ;DEF;RL
pior	værste	mau	slem	ADJ;MASC;SG	ADJ;DEF;RL
pior	værre	mau	slem	ADJ;MASC;SG	ADJ;CMPR
registros	plader	registro	plade	N;MASC;PL	N;INDF;MASC+FEM;PL
registros	registreringer	registro	registrering	N;MASC;PL	N;INDF;MASC+FEM;PL
registros	fortegnelser	registro	fortegnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
registros	optegnelser	registro	optegnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
registros	registreringer	registro	registrering	N;MASC;PL	N;INDF;MASC+FEM;PL
goleiro	målmand	goleiro	målmand	N;MASC;SG	N;INDF;MASC+FEM;SG
goleiro	målmand	goleiro	målmand	N;MASC;SG	N;INDF;MASC+FEM;SG
prima	kusine	primo	kusin	N;FEM;SG	N;INDF;MASC+FEM;SG
prima	fætter	primo	fætter	N;FEM;SG	N;INDF;MASC+FEM;SG
contos	fortællinger	conto	fortælling	N;MASC;PL	N;INDF;MASC+FEM;PL
trinta	tredive	trinta	tredive	NUM	NUM
mensagens	beskeder	mensagem	besked	N;FEM;PL	N;INDF;MASC+FEM;PL
mensagens	breve	mensagem	brev	N;FEM;PL	N;INDF;NEUT;PL
mensagens	beskeder	mensagem	besked	N;FEM;PL	N;INDF;MASC+FEM;PL
mensagens	meddelelser	mensagem	meddelelse	N;FEM;PL	N;INDF;MASC+FEM;PL
baía	bugt	baía	bugt	N;FEM;SG	N;INDF;MASC+FEM;SG
baía	bugten	baía	bugt	N;FEM;SG	N;DEF;MASC+FEM;SG
baía	bay	baía	bay	N;FEM;SG	N;INDF;MASC+FEM;SG
atos	akter	ato	akte	N;MASC;PL	N;INDF;MASC+FEM;PL
atos	retsakter	ato	retsakt	N;MASC;PL	N;INDF;MASC+FEM;PL
death	død	death	død	N;MASC;SG	N;INDF;MASC+FEM;SG
death	døden	death	død	N;MASC;SG	N;DEF;MASC+FEM;SG
trabalhando	arbejder	trabalhar	arbejde	V;V.MSDR	V;IND;PRS;FIN;ACT
publicações	stillinger	publicação	stilling	N;FEM;PL	N;INDF;MASC+FEM;PL
publicações	udgivelser	publicação	udgivelse	N;FEM;PL	N;INDF;MASC+FEM;PL
publicações	publikationer	publicação	publikation	N;FEM;PL	N;INDF;MASC+FEM;PL
ranking	rangorden	ranking	rangorden	N;MASC;SG	N;INDF;MASC+FEM;SG
índios	indianere	índio	indianer	N;MASC;PL	N;INDF;MASC+FEM;PL
índios	indere	índio	indere	N;MASC;PL	N;INDF;MASC+FEM;PL
índios	indianerne	índio	indianer	N;MASC;PL	N;DEF;MASC+FEM;PL
catálogo	katalog	catálogo	katalog	N;MASC;SG	N;INDF;NEUT;SG
catálogo	kataloget	catálogo	katalog	N;MASC;SG	N;DEF;NEUT;SG
catálogo	katalog	catálogo	katalog	N;MASC;SG	N;INDF;NEUT;SG
catálogo	kataloget	catálogo	katalog	N;MASC;SG	N;DEF;NEUT;SG
civis	civilister	civil	civilist	N;MASC;PL	N;INDF;MASC+FEM;PL
proponente	forslagsstiller	proponente	forslagsstiller	N;MASC;SG	N;INDF;MASC+FEM;SG
proponente	forslagsstilleren	proponente	forslagsstiller	N;MASC;SG	N;DEF;MASC+FEM;SG
size	størrelse	sizer	størrelse	N;MASC;SG	N;INDF;MASC+FEM;SG
size	størrelsen	sizer	størrelse	N;MASC;SG	N;DEF;MASC+FEM;SG
playstation	playstation	playstation	playstation	N;MASC;SG	N;INDF;MASC+FEM;SG
tribo	stamme	tribo	stamme	N;FEM;SG	N;INDF;MASC+FEM;SG
tribo	stammen	tribo	stam	N;FEM;SG	N;DEF;MASC+FEM;SG
alimentos	levnedsmidler	alimento	levnedsmiddel	N;MASC;PL	N;INDF;MASC+FEM;PL
alimentos	fødevarer	alimento	fødevare	N;MASC;PL	N;INDF;MASC+FEM;PL
alimentos	fødevarer	alimento	fødevare	N;MASC;PL	N;INDF;MASC+FEM;PL
escravos	slaverne	escravo	slaver	N;MASC;PL	N;DEF;MASC+FEM;PL
escravos	slaver	escravo	slave	N;MASC;PL	N;INDF;MASC+FEM;PL
castela	castilien	castela	castilie	N;FEM;SG	N;DEF;MASC+FEM;SG
sites	sites	site	sites	N;MASC;PL	N;INDF;MASC+FEM;PL
sites	lokaliteter	site	lokalitet	N;MASC;PL	N;INDF;MASC+FEM;PL
sites	hjemmesider	site	hjemmeside	N;MASC;PL	N;INDF;MASC+FEM;PL
sites	websteder	site	websted	N;MASC;PL	N;INDF;NEUT;PL
sites	websites	site	websites	N;MASC;PL	N;INDF;NEUT;PL
sites	websider	site	webside	N;MASC;PL	N;INDF;MASC+FEM;PL
corpos	karrosserier	corpo	karrosseri	N;MASC;PL	N;INDF;NEUT;PL
corpos	kroppe	corpo	kroppe	N;MASC;PL	N;INDF;MASC+FEM;PL
corpos	organer	corpo	organ	N;MASC;PL	N;INDF;MASC+FEM;PL
candidatos	kandidaterne	candidato	kandidat	N;MASC;PL	N;DEF;MASC+FEM;PL
candidatos	kandidater	candidato	kandidat	N;MASC;PL	N;INDF;MASC+FEM;PL
candidatos	ansøgere	candidato	ansøger	N;MASC;PL	N;INDF;MASC+FEM;PL
candidatos	ansøgerne	candidato	ansøger	N;MASC;PL	N;DEF;MASC+FEM;PL
candidatos	sagsøgere	candidato	sagsøger	N;MASC;PL	N;INDF;MASC+FEM;PL
candidatos	ansøgere	candidato	ansøger	N;MASC;PL	N;INDF;MASC+FEM;PL
dono	ejers	dono	eje	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
dono	ejeren	dono	ejer	N;MASC;SG	N;DEF;MASC+FEM;SG
finalização	udfyldelse	finalização	udfyldelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	afslutning	finalização	afslutning	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	færdiggørelse	finalização	færdiggørelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	fuldførelse	finalização	fuldførelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	indgivelse	finalização	indgivelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	forelæggelse	finalização	forelæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	fremlæggelse	finalização	fremlæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
finalização	underkastelse	finalização	underkastelse	N;FEM;SG	N;INDF;MASC+FEM;SG
concerto	koncert	concerto	koncert	N;MASC;SG	N;INDF;MASC+FEM;SG
concerto	koncert	concerto	koncert	N;MASC;SG	N;INDF;MASC+FEM;SG
concerto	koncerten	concerto	koncert	N;MASC;SG	N;DEF;MASC+FEM;SG
vento	vinden	vento	vind	N;MASC;SG	N;DEF;MASC+FEM;SG
vento	vind	vento	vind	N;MASC;SG	N;INDF;MASC+FEM;SG
vento	vindenergi	vento	vindenergi	N;MASC;SG	N;INDF;NEUT;SG
skin	hud	skin	hud	N;MASC;SG	N;INDF;MASC+FEM;SG
skin	skind	skin	skind	N;MASC;SG	N;INDF;NEUT;SG
skin	huden	skin	huden	N;MASC;SG	N;DEF;MASC+FEM;SG
resolver	løse	resolver	løse	V;NFIN	V;NFIN;ACT
resolver	løse	resolver	løse	V;NFIN	V;NFIN;ACT
resolver	løser	resolver	løse	V;NFIN	V;IND;PRS;FIN;ACT
turquia	kalkun	turquia	kalkun	N;FEM;SG	N;INDF;MASC+FEM;SG
ferramenta	redskab	ferramenta	redskab	N;FEM;SG	N;INDF;NEUT;SG
ferramenta	værktøj	ferramenta	værktøj	N;FEM;SG	N;INDF;NEUT;SG
ferramenta	værktøjet	ferramenta	værktøj	N;FEM;SG	N;DEF;NEUT;SG
momentos	øjeblikke	momento	øjeblik	N;MASC;PL	N;INDF;NEUT;PL
menino	dreng	menino	dreng	N;MASC;SG	N;INDF;MASC+FEM;SG
menino	knægt	menino	knægt	N;MASC;SG	N;INDF;MASC+FEM;SG
promovido	promoveret	promover	promovere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
promovido	fremmet	promover	fremme	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
assassinato	attentatet	assassinato	attentat	N;MASC;SG	N;DEF;NEUT;SG
assassinato	mord	assassinato	mord	N;MASC;SG	N;INDF;NEUT;SG
assassinato	attentat	assassinato	attentat	N;MASC;SG	N;INDF;NEUT;SG
assassinato	mord	assassinato	mord	N;MASC;SG	N;INDF;NEUT;SG
vendeu	solgte	vender	sælge	V;IND;SG;3;PST;FIN	V;PST;FIN;ACT
vendeu	solgt	vender	sælge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
grave	seriøs	grave	seriøs	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
grave	alvorlig	grave	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
grave	alvorlig	grave	alvorlig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
grave	svær	grave	svær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
traz	bringer	trazer	bringe	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fatores	faktorer	fator	faktor	N;MASC;PL	N;INDF;MASC+FEM;PL
convento	kloster	convento	kloste	N;MASC;SG	N;INDF;NEUT;SG
permanente	permanent	permanente	permanent	ADJ;MASC;SG	ADJ;INDF;SG
permanente	blivende	permanente	blivende	ADJ;MASC;SG	ADJ
instalação	montering	instalação	montering	N;FEM;SG	N;INDF;MASC+FEM;SG
instalação	installering	instalação	installering	N;FEM;SG	N;INDF;MASC+FEM;SG
instalação	installation	instalação	installation	N;FEM;SG	N;INDF;MASC+FEM;SG
instalação	anlæg	instalação	anlæg	N;FEM;SG	N;INDF;NEUT;SG
instalação	installer	instalação	instal	N;FEM;SG	N;INDF;MASC+FEM;SG
instalação	installation	instalação	installation	N;FEM;SG	N;INDF;MASC+FEM;SG
karl	karl	karl	karl	N;MASC;SG	N;INDF;MASC+FEM;SG
socialista	socialdemokrat	socialista	socialdemokrat	N;MASC;SG	N;INDF;MASC+FEM;SG
argentino	argentinas	argentino	argentinas	N;MASC;SG	N;INDF;MASC+FEM;SG
exclusivamente	udelukkende	exclusivamente	udelukkende	ADV	ADV
considera	overveje	considerar	overveje	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
status	status	status	status	N;MASC;SG	N;INDF;MASC+FEM;SG
status	statussen	status	statusse	N;MASC;SG	N;DEF;MASC+FEM;SG
retirada	tilbagetog	retirada	tilbagetog	N;FEM;SG	N;INDF;NEUT;SG
retirada	retræte	retirada	retræte	N;FEM;SG	N;INDF;MASC+FEM;SG
retirada	inddragelse	retirada	inddragelse	N;FEM;SG	N;INDF;MASC+FEM;SG
retirada	tilbagetrækning	retirada	tilbagetrækning	N;FEM;SG	N;INDF;MASC+FEM;SG
retirada	udtræden	retirada	udtræden	N;FEM;SG	N;INDF;MASC+FEM;SG
interessante	spændende	interessante	spændende	ADJ;MASC;SG	ADJ
interessante	interessant	interessante	interessant	ADJ;MASC;SG	ADJ;INDF;SG
lagoa	lagune	lagoa	lagun	N;FEM;SG	N;INDF;MASC+FEM;SG
zonas	zoner	zona	zone	N;FEM;PL	N;INDF;MASC+FEM;PL
relacionadas	relaterede	relacionar	relatere	V;FEM;PL;V.PTCP	V;PL;PST;V.PTCP
contratado	ansat	contratar	ansætte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
contratado	lejet	contratar	leje	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
contratado	hyrede	contratar	hyre	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
contratado	hyret	contratar	hyre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
association	forening	association	forening	N;MASC;SG	N;INDF;MASC+FEM;SG
association	foreningen	association	forening	N;MASC;SG	N;DEF;MASC+FEM;SG
association	association	association	association	N;MASC;SG	N;INDF;MASC+FEM;SG
association	sammenslutning	association	sammenslutning	N;MASC;SG	N;INDF;MASC+FEM;SG
association	associering	association	associering	N;MASC;SG	N;INDF;MASC+FEM;SG
padrões	mønstre	padrão	mønster	N;MASC;PL	N;INDF;NEUT;PL
padrões	standarder	padrão	standarder	N;MASC;PL	N;INDF;MASC+FEM;PL
padrões	normer	padrão	norm	N;MASC;PL	N;INDF;MASC+FEM;PL
galáxias	galakser	galáxia	galakse	N;FEM;PL	N;INDF;MASC+FEM;PL
secção	afdeling	secção	afdeling	N;FEM;SG	N;INDF;MASC+FEM;SG
secção	sektion	secção	sektion	N;FEM;SG	N;INDF;MASC+FEM;SG
secção	afsnittet	secção	afsnitte	N;FEM;SG	N;DEF;NEUT;SG
secção	afsnit	secção	afsnit	N;FEM;SG	N;INDF;NEUT;SG
representou	repræsenteret	representar	repræsentere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
crítico	kritiker	crítico	kritik	N;MASC;SG	N;INDF;MASC+FEM;SG
marques	marques	marque	marque	N;MASC;SG	N;INDF;MASC+FEM;SG
brasão	emblem	brasão	emblem	N;MASC;SG	N;INDF;MASC+FEM;SG
rugby	rugby	rugby	rugby	N;MASC;SG	N;INDF;MASC+FEM;SG
representando	repræsenterer	representar	repræsentere	V;V.MSDR	V;IND;PRS;FIN;ACT
representando	repræsentere	representar	repræsentere	V;V.MSDR	V;NFIN;ACT
ajudou	hjulpet	ajudar	hjælpe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ajudou	hjalp	ajudar	hjælpe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
responsáveis	ansvarlige	responsável	ansvarlig	ADJ;MASC;PL	ADJ;PL
college	kollegium	college	kollegium	N;MASC;SG	N;INDF;NEUT;SG
college	college	college	college	N;MASC;SG	N;INDF;MASC+FEM;SG
amarelo	gult	amarelo	gult	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
amarelo	gul	amarelo	gul	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
metro	undergrundsbanen	metro	undergrundsbane	N;MASC;SG	N;DEF;MASC+FEM;SG
metro	metroen	metro	metro	N;MASC;SG	N;DEF;MASC+FEM;SG
metro	metro	metro	metro	N;MASC;SG	N;INDF;MASC+FEM;SG
metro	metro	metro	metro	N;MASC;SG	N;INDF;MASC+FEM;SG
guiné	guinea	guiné	guinea	N;FEM;SG	N;INDF;MASC+FEM;SG
guiné	guineas	guiné	guineas	N;FEM;SG	N;INDF;MASC+FEM;SG
guiné	guineas	guiné	guineas	N;FEM;SG	N;INDF;MASC+FEM;SG
considerando	overvejes	considerar	overveje	V;V.MSDR	V;PRS;NFIN;PASS
considerando	overvejer	considerar	overveje	V;V.MSDR	V;IND;PRS;FIN;ACT
interpretada	fortolkes	interpretar	fortolke	V;FEM;SG;V.PTCP	V;IND;PRS;FIN;PASS
interpretada	tolket	interpretar	tolke	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
interpretada	fortolkede	interpretar	fortolke	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
interpretada	fortolket	interpretar	fortolke	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
nascida	fødte	nascer	føde	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
nascida	født	nascer	føde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
descendentes	efterkommere	descendente	efterkommer	N;MASC;PL	N;INDF;MASC+FEM;PL
cidadãos	borgere	cidadão	borger	N;MASC;PL	N;INDF;MASC+FEM;PL
cidadãos	borgerne	cidadão	borger	N;MASC;PL	N;DEF;MASC+FEM;PL
cidadãos	statsborgere	cidadão	statsborgere	N;MASC;PL	N;INDF;MASC+FEM;PL
salvar	gemme	salvar	gemme	V;NFIN	V;NFIN;ACT
salvar	gem	salvar	gem	V;NFIN	V;IMP
salvar	spar	salvar	spar	V;NFIN	V;IMP
salvar	gemmer	salvar	gemme	V;NFIN	V;IND;PRS;FIN;ACT
salvar	redde	salvar	redde	V;NFIN	V;NFIN;ACT
gravações	optagelser	gravação	optagelse	N;FEM;PL	N;INDF;MASC+FEM;PL
árbitro	dommer	árbitro	dommer	N;MASC;SG	N;INDF;MASC+FEM;SG
árbitro	ref	árbitro	ref	N;MASC;SG	N;INDF;NEUT;SG
duarte	duarte	duarte	duarte	N;MASC;SG	N;INDF;MASC+FEM;SG
cadeia	fængsel	cadeia	fængsel	N;FEM;SG	N;INDF;NEUT;SG
cadeia	fængslet	cadeia	fængsel	N;FEM;SG	N;DEF;NEUT;SG
cadeia	lænke	cadeia	lænke	N;FEM;SG	N;INDF;MASC+FEM;SG
cadeia	kæde	cadeia	kæde	N;FEM;SG	N;INDF;MASC+FEM;SG
cadeia	kæden	cadeia	kæde	N;FEM;SG	N;DEF;MASC+FEM;SG
orientação	vejledning	orientação	vejledning	N;FEM;SG	N;INDF;MASC+FEM;SG
orientação	orientering	orientação	orientering	N;FEM;SG	N;INDF;MASC+FEM;SG
orientação	retningslinje	orientação	retningslinje	N;FEM;SG	N;INDF;MASC+FEM;SG
orientação	guideline	orientação	guidelin	N;FEM;SG	N;INDF;MASC+FEM;SG
nuno	patrick	nuno	patrick	N;MASC;SG	N;INDF;MASC+FEM;SG
adam	adam	adar	adam	N;MASC;SG	N;INDF;MASC+FEM;SG
opções	muligheder	opção	mulighed	N;FEM;PL	N;INDF;MASC+FEM;PL
opções	indstillinger	opção	indstilling	N;FEM;PL	N;INDF;MASC+FEM;PL
opções	valgmuligheder	opção	valgmulighed	N;FEM;PL	N;INDF;MASC+FEM;PL
gustavo	gustav	gustavo	gustav	N;MASC;SG	N;INDF;MASC+FEM;SG
gustavo	gustav	gustavo	gustav	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionários	arbejdstagere	funcionário	arbejdstager	N;MASC;PL	N;INDF;MASC+FEM;PL
