על	關於	על	關於	ADP	ADP
טבח	廚師	טבח	廚師	N;MASC;SG	N
תכונה	功能	תכונה	功能	N;FEM;SG	N
תכונה	特色	תכונה	特色	N;FEM;SG	N
תכונה	特徵	תכונה	特徵	N;FEM;SG	N
אזרחות	國籍	אזרחה	國籍	N;FEM;SG	N
אזרחות	公民	אזרחה	公民	N;FEM;SG	N
סמים	藥品	סם	藥品	N;MASC;PL	N
סמים	藥物	סם	藥物	N;MASC;PL	N
סמים	毒品	סם	毒品	N;MASC;PL	N
סמים	塗料	סם	塗料	N;MASC;PL	N
סמים	藥物	סם	藥物	N;MASC;PL	N
השתנה	修改	השתנה	修改	V;MASC;SG;3;PST	V
קומדיה	喜劇	קומדיה	喜劇	N;FEM;SG	N
אשה	女人	איש	女人	N;FEM;SG	N
אשה	女	איש	女	N;FEM;SG	N
אשה	女子	איש	女子	N;FEM;SG	N
אשה	妻子	איש	妻子	N;FEM;SG	N
אצולה	高尚	אצולה	高尚	N;FEM;SG	N
אצולה	貴族	אצולה	貴族	N;FEM;SG	N
אצולה	崇高	אצולה	崇高	N;FEM;SG	N
אצולה	高尚	אצולה	高尚	N;FEM;SG	N
אצולה	貴族	אצולה	貴族	N;FEM;SG	N
סיווג	分類	סיווג	分類	N;MASC;SG	N
זכוכית	玻璃	זכוכית	玻璃	N;FEM;SG	N
הנדסה	工程	הנדסה	工程	N;FEM;SG	N
הנדסה	工程	הנדסה	工程	N;FEM;SG	N
הנדסה	工程	הנדסה	工程	N;FEM;SG	N
פסנתר	鋼琴	פסנתר	鋼琴	N;MASC;SG	N
הפקה	產量	הפקה	產量	N;FEM;SG	N
מספרי	數值	מספר	數值	N;PSSD;MASC;PL	N
שופטים	法官	שופט	法官	N;MASC;PL	N
השטחים	領土	השטח	領土	N;MASC;PL	N
אויב	敵軍	אויב	敵軍	N;MASC;SG	N
אויב	敵方	אויב	敵方	N;MASC;SG	N
אויב	敵	אויב	敵	N;MASC;SG	N
אויב	敵人	אויב	敵人	N;MASC;SG	N
יונקים	哺乳	יונק	哺乳	N;MASC;PL	N
יונקים	哺乳	יונק	哺乳	N;MASC;PL	N
הרשויות	當局	הרשות	當局	N;FEM;PL	N
רגליים	英尺	רגל	英尺	N;FEM;PL	N
רגליים	腳	רגל	腳	N;FEM;PL	N
רגליים	腿	רגל	腿	N;FEM;PL	N
מובן	理解	הובן	理解	V;MASC;SG;V.PTCP;PASS	V
ראיות	證據	ראייה	證據	N;FEM;PL	N
לגייס	招募	גייס	招募	V;NFIN;ACT	V
תוכנות	方案	תוכנה	方案	N;FEM;PL	N
תוכנות	程式	תוכנה	程式	N;FEM;PL	N
חידוש	新奇	חידוש	新奇	N;MASC;SG	N
זווית	角度	זווית	角度	N;FEM;SG	N
זווית	角	זווית	角	N;FEM;SG	N
טיפוס	登山	טיפוס	登山	N;MASC;SG	N
טיפוס	傷寒	טיפוס	傷寒	N;MASC;SG	N
תסמונת	症候	תסמונת	症候	N;FEM;SG	N
ריבאונדים	籃板	ריבאונד	籃板	N;MASC;PL	N
ריבאונדים	籃板	ריבאונד	籃板	N;MASC;PL	N
הכרזת	宣言	הכרזה	宣言	N;PSSD;FEM;SG	N
אחיד	均勻	אחיד	均勻	ADJ;MASC;SG	ADJ
רשתות	籃網	רשת	籃網	N;FEM;PL	N
רשתות	漁網	רשת	漁網	N;FEM;PL	N
רשתות	蚊帳	רשת	蚊帳	N;FEM;PL	N
רשתות	網路	רשת	網路	N;FEM;PL	N
סוחר	商人	סוחר	商人	N;MASC;SG	N
סוחר	商家	סוחר	商家	N;MASC;SG	N
סוחר	莊家	סוחר	莊家	N;MASC;SG	N
שבר	分數	שבר	分數	N;MASC;SG	N
שבר	骨折	שבר	骨折	N;MASC;SG	N
פן	泛	פן	泛		
שבטים	部族	שבט	部族	N;MASC;PL	N
שבטים	部落	שבט	部落	N;MASC;PL	N
שבטים	氏族	שבט	氏族	N;MASC;PL	N
שבטים	部族	שבט	部族	N;MASC;PL	N
נפגשו	遇見	נפגש	遇見	V;PL;3;PST;MID	V
טבעת	環	טבעת	環	N;FEM;SG	N
טבעת	戒指	טבעת	戒指	N;FEM;SG	N
קואורדינטות	坐標	קואורדינטה	坐標	N;FEM;SG	N
קואורדינטות	座	קואורדינטה	座	N;FEM;SG	N
חנויות	店鋪	חנות	店鋪	N;FEM;PL	N
חנויות	商店	חנות	商店	N;FEM;PL	N
מפות	地圖	מפות	地圖	N;FEM;PL	N
מציאות	現實	מציאות	現實	N;FEM;SG	N
יציבות	穩定	יציבות	穩定	N;FEM;SG	N
הלגיון	軍團	הלגיון	軍團	N;MASC;SG	N
לשחזר	恢復	שחזר	恢復	V;NFIN;ACT	V
טיפוסי	典型	טיפוסי	典型	N;MASC	N
ענפי	分行	ענף	分行	N;MASC;PL	N
ענפי	樹枝	ענף	樹枝	N;MASC;PL	N
ענפי	分支	ענף	分支	N;MASC;PL	N
רשויות	當局	רשות	當局	N;FEM;PL	N
למדו	學習	למד	學習	V;PL;3;PST	V
פשע	犯罪	פשע	犯罪	N;MASC;SG	N
אישר	確認	אישר	確認	V;MASC;SG;3;PST;ACT	V
ראייה	視覺	ראייה	視覺	N;FEM;SG	N
ראייה	願景	ראייה	願景	N;FEM;SG	N
ראייה	展望	ראייה	展望	N;FEM;SG	N
ראייה	證據	ראייה	證據	N;FEM;SG	N
סוכר	食糖	סוכר	食糖	N;MASC;SG	N
סוכר	糖業	סוכר	糖業	N;MASC;SG	N
סוכר	糖	סוכר	糖	N;MASC;SG	N
הטכנולוגיה	技術	הטכנולוגיה	技術	N	N
הטכנולוגיה	科技	הטכנולוגיה	科技	N	N
קרינה	輻射	קרינה	輻射	N;FEM;SG	N
הגיש	提交	הגיש	提交	V;MASC;SG;3;PST;ACT	V
תופעת	現象	תופעה	現象	N;FEM;SG	N
ניצל	被	None	被	V;MASC;SG;3;PST	V;PASS
סקירה	審查	סקירה	審查	N;FEM;SG	N
שלבים	階段	שלב	階段	N;MASC;PL	N
שלבים	階段	שלב	階段	N;MASC;PL	N
שלבים	步驟	שלב	步驟	N;MASC;PL	N
העתיקות	文物	העתיקות	文物	N;FEM;PL	N
העתיקות	古物	העתיקות	古物	N;FEM;PL	N
אימה	恐怖	אימה	恐怖	N;FEM;SG	N
נחשף	曝光	נחשף	曝光	V;MASC;SG;3;PST;MID	V
מודעות	廣告	מודעה	廣告	N;FEM;PL	N
איסוף	聚會	איסוף	聚會	N;MASC;SG	N
מכונת	機械	מכונה	機械	N;FEM;SG	N
מכונת	機	מכונה	機	N;FEM;SG	N
מכונת	機器	מכונה	機器	N;FEM;SG	N
ניקוד	分數	ניקוד	分數	N;MASC;SG	N
ניקוד	得分	ניקוד	得分	N;MASC;SG	N
לפרק	拆除	פירק	拆除	V;NFIN;ACT	V
לקנות	購買	קנה	購買	V;NFIN;ACT	V
לקנות	買	קנה	買	V;NFIN;ACT	V
הורים	父母	הורה	父母	N;MASC;PL	N
הורים	父母	הורה	父母	N;MASC;PL	N
הורים	家長	הורה	家長	N;MASC;PL	N
צליל	聲音	צליל	聲音	N;MASC;SG	N
צליל	音效	צליל	音效	N;MASC;SG	N
סרטון	視訊	סרטון	視訊	N;MASC;SG	N
סרטון	影片	סרטון	影片	N;MASC;SG	N
עיתונים	報紙	עיתון	報紙	N;MASC;PL	N
עיתונים	報	עיתון	報	N;MASC;PL	N
עיתונים	報章	עיתון	報章	N;MASC;PL	N
עיתונים	報章	עיתון	報章	N;MASC;PL	N
עיתונים	報刊	עיתון	報刊	N;MASC;PL	N
עיתונים	論文	עיתון	論文	N;MASC;PL	N
מצביע	表決	הצביע	表決	V;MASC;SG;V.PTCP;ACT	V
מצביע	投票	הצביע	投票	V;MASC;SG;V.PTCP;ACT	V
מצביע	指	הצביע	指	V;MASC;SG;V.PTCP;ACT	V
הקוראים	讀者	הקורא	讀者	N	N
הישג	成績	הישג	成績	N;MASC;SG	N
טייס	試點	טייס	試點	N;MASC;SG	N
קר	冷	קר	冷		
שרידים	遺跡	שריד	遺跡	N;MASC;PL	N
שרידים	文物	שריד	文物	N;MASC;PL	N
נערה	女生	נערה	女生	N;FEM;SG	N
נערה	姑娘	נערה	姑娘	N;FEM;SG	N
נערה	女孩	נערה	女孩	N;FEM;SG	N
יסודי	初等	יסודי	初等	N;MASC;SG	N
יסודי	透徹	יסודי	透徹	N;MASC;SG	N
טנק	坦克	טנק	坦克	N;MASC;SG	N
תצפית	觀測	תצפית	觀測	N;FEM;SG	N
שרשרת	項鏈	שרשרת	項鏈	N;FEM;SG	N
שרשרת	項	שרשרת	項	N;FEM;SG	N
שרשרת	鏈	שרשרת	鏈	N;FEM;SG	N
שרשרת	連鎖	שרשרת	連鎖	N;FEM;SG	N
שרשרת	鏈	שרשרת	鏈	N;FEM;SG	N
מומחים	專家	מומחה	專家	N;MASC;PL	N
תקיפה	襲擊	תקיפה	襲擊	N;FEM;SG	N
פסיכולוגיה	心理	פסיכולוגיה	心理	N	N
פסיכולוגיה	心理	פסיכולוגיה	心理	N	N
רקטות	火箭	רקטה	火箭	N;FEM;PL	N
עוצמה	強度	עוצמה	強度	N;FEM;SG	N
עוצמה	密度	עוצמה	密度	N;FEM;SG	N
עוצמה	力氣	עוצמה	力氣	N;FEM;SG	N
עוצמה	強度	עוצמה	強度	N;FEM;SG	N
עוצמה	實力	עוצמה	實力	N;FEM;SG	N
עוצמה	力量	עוצמה	力量	N;FEM;SG	N
עוצמה	體力	עוצמה	體力	N;FEM;SG	N
עוצמה	強大	עוצמה	強大	N;FEM;SG	N
עוצמה	強國	עוצמה	強國	N;FEM;SG	N
עוצמה	電力	עוצמה	電力	N;FEM;SG	N
עוצמה	電源	עוצמה	電源	N;FEM;SG	N
עוצמה	動力	עוצמה	動力	N;FEM;SG	N
עוצמה	權力	עוצמה	權力	N;FEM;SG	N
מילות	詞語	מילה	詞語	N;FEM;PL	N
מילות	字	מילה	字	N;FEM;PL	N
מילות	詞	מילה	詞	N;FEM;PL	N
חרדים	焦急	חרדי	焦急	N;MASC;PL	N
חרדים	焦慮	חרדי	焦慮	N;MASC;PL	N
פצצות	炸彈	פצץ	炸彈	N;FEM;PL	N
עורר	引發	עורר	引發	V;MASC;SG;3;PST;ACT	V
עורר	觸發	עורר	觸發	V;MASC;SG;3;PST;ACT	V
פיזיקה	物理	פיזיקה	物理	N;FEM;SG	N
פיזיקה	物理	פיזיקה	物理	N;FEM;SG	N
קריטריונים	標準	קריטריון	標準	N;MASC;PL	N
שגוי	錯	שגוי	錯		
מילון	詞典	מילון	詞典	N;MASC;SG	N
מילון	字典	מילון	字典	N;MASC;SG	N
התקפה	襲擊	התקפה	襲擊	N;FEM;SG	N
התקפה	攻勢	התקפה	攻勢	N;FEM;SG	N
האנושות	人性	האנושה	人性	N;FEM;SG	N
האנושות	人道	האנושה	人道	N;FEM;SG	N
להקה	樂團	להקה	樂團	N;FEM;SG	N
להקה	樂隊	להקה	樂隊	N;FEM;SG	N
קשיים	困難	קושי	困難	N;MASC;PL	N
קשיים	難度	קושי	難度	N;MASC;PL	N
קשיים	困難	קושי	困難	N;MASC;PL	N
חפץ	天體	חפץ	天體	N;MASC;SG	N
חפץ	物件	חפץ	物件	N;MASC;SG	N
מחפש	尋找	חיפש	尋找	V;MASC;SG;V.PTCP;ACT	V
כלכלת	經濟	כלכלה	經濟	N;FEM;SG	N
מרכיב	元件	מרכיב	元件	N;MASC;SG	N
השתתפות	主治	השתתפות	主治	N;FEM;SG	N
נמכר	賣	נמכר	賣	V;MASC;SG;3;PST;MID	V
נמכר	售出	נמכר	售出	V;MASC;SG;3;PST;MID	V
דמיון	想象	דמיון	想象	N;MASC;SG	N
דמיון	想像	דמיון	想像	N;MASC;SG	N
תאוריות	理論	תאורית	理論	N;FEM;PL	N
חנות	購物	חנות	購物	N;FEM;SG	N
חנות	店鋪	חנות	店鋪	N;FEM;SG	N
חנות	店	חנות	店	N;FEM;SG	N
חנות	商店	חנות	商店	N;FEM;SG	N
חנות	店	חנות	店	N;FEM;SG	N
חנות	商店	חנות	商店	N;FEM;SG	N
לסגת	撤回	נסוג	撤回	V;NFIN;MID	V
לסגת	收回	נסוג	收回	V;NFIN;MID	V
לסגת	退	נסוג	退	V;NFIN;MID	V
לסגת	撤退	נסוג	撤退	V;NFIN;MID	V
הפוך	逆	הפוך	逆		
ההורים	父母	ההורה	父母	N;MASC;PL	N
ההורים	父母	ההורה	父母	N;MASC;PL	N
ההורים	家長	ההורה	家長	N;MASC;PL	N
פולחן	邪教	פולחן	邪教	N;MASC;SG	N
פולחן	儀式	פולחן	儀式	N;MASC;SG	N
פולחן	禮拜	פולחן	禮拜	N;MASC;SG	N
מוזר	怪異	מוזר	怪異	ADJ;MASC;SG	ADJ
מהנדס	工程	מהנדס	工程	N;MASC;SG	N
לשתף	共用	שיתף	共用	V;NFIN;ACT	V
לשתף	共享	שיתף	共享	V;NFIN;ACT	V
לשתף	分享	שיתף	分享	V;NFIN;ACT	V
המתחם	周邊	המתחם	周邊	N;MASC;SG	N
המתחם	大院	המתחם	大院	N;MASC;SG	N
היי	嘿	היה	嘿		
תפיסה	構想	תפיסה	構想	N;FEM;SG	N
תפיסה	概念	תפיסה	概念	N;FEM;SG	N
תפיסה	理念	תפיסה	理念	N;FEM;SG	N
תפיסה	感知	תפיסה	感知	N;FEM;SG	N
תפיסה	知覺	תפיסה	知覺	N;FEM;SG	N
חשובות	重要	חשוב	重要	ADJ;FEM;PL	ADJ
עבירה	犯規	עבירה	犯規	N;FEM;SG	N
משתתף	參加	השתתף	參加	V;MASC;SG;V.PTCP	V
משתתף	參與	השתתף	參與	V;MASC;SG;V.PTCP	V
להקל	減輕	הקל	減輕	V;NFIN;ACT	V
פרשים	騎兵	פרש	騎兵	N;MASC;PL	N
חשיבה	思維	חשיבה	思維	N;FEM;SG	N
חשיבה	思考	חשיבה	思考	N;FEM;SG	N
הטירה	城堡	הטירה	城堡	N;FEM;SG	N
הטירה	城	הטירה	城	N;FEM;SG	N
מינוי	認購	מינוי	認購	N;MASC;SG	N
התקפות	襲擊	התקפה	襲擊	N;FEM;PL	N
מקצועות	職業	מקצוע	職業	N;MASC;PL	N
נציגים	代表	נציג	代表	N;MASC;PL	N
פיקוח	監督	פיקוח	監督	N;MASC;SG	N
פיקוח	監督	פיקוח	監督	N;MASC;SG	N
פיקוח	監管	פיקוח	監管	N;MASC;SG	N
פיקוח	督導	פיקוח	督導	N;MASC;SG	N
כלבים	犬	כלב	犬	N;MASC;PL	N
כלבים	狗	כלב	狗	N;MASC;PL	N
נסגר	閉幕	נסגר	閉幕	V;MASC;SG;3;PST;MID	V
דחה	拒絕	דחה	拒絕	V;MASC;SG;3;PST;ACT	V
דחה	減少	דחה	減少	V;MASC;SG;3;PST;ACT	V
דחה	下降	דחה	下降	V;MASC;SG;3;PST;ACT	V
דחה	衰落	דחה	衰落	V;MASC;SG;3;PST;ACT	V
תכנות	程式	תכנה	程式	N;FEM;SG	N
להגדיל	增加	הגדיל	增加	V;NFIN;ACT	V
להגדיל	提高	הגדיל	提高	V;NFIN;ACT	V
מוזמן	邀請	הוזמן	邀請	V;MASC;SG;V.PTCP;PASS	V
מוזמן	受邀	הוזמן	受邀	V;MASC;SG;V.PTCP;PASS	V
הדרכה	教學	הדרכה	教學	N;FEM;SG	N
הדרכה	指令	הדרכה	指令	N;FEM;SG	N
רכוש	地產	רכוש	地產	N;MASC;SG	N
רכוש	屬性	רכוש	屬性	N;MASC;SG	N
רכוש	財產	רכוש	財產	N;MASC;SG	N
רכוש	物業	רכוש	物業	N;MASC;SG	N
מנועי	引擎	מנועה	引擎	N;PSSD;MASC;PL	N
שלושים	三十	שלושים	三十	NUM;SG	NUM
בובות	傀儡	בובה	傀儡	N;FEM;PL	N
בובות	木偶	בובה	木偶	N;FEM;PL	N
בובות	娃娃	בובה	娃娃	N;FEM;PL	N
בובות	洋	בובה	洋	N;FEM;PL	N
בובות	玩偶	בובה	玩偶	N;FEM;PL	N
טעויות	錯誤	טעות	錯誤	N;FEM;PL	N
טעויות	失誤	טעות	失誤	N;FEM;PL	N
חומות	棕	חומה	棕	N;FEM;PL	N
חומות	褐	חומה	褐	N;FEM;PL	N
חומות	棕色	חומה	棕色	N;FEM;PL	N
חומות	牆壁	חומה	牆壁	N;FEM;PL	N
חומות	城牆	חומה	城牆	N;FEM;PL	N
חומות	牆	חומה	牆	N;FEM;PL	N
נאום	講話	נאום	講話	N;MASC;SG	N
נאום	演講	נאום	演講	N;MASC;SG	N
נאום	語音	נאום	語音	N;MASC;SG	N
משאבים	資源	משאב	資源	N;MASC;PL	N
עתיקים	古代	עתיק	古代	N;MASC;PL	N
אנדרטה	碑	אנדרטה	碑	N;FEM;SG	N
הבדלים	差異	הבדל	差異	N;MASC;PL	N
הבדלים	差額	הבדל	差額	N;MASC;PL	N
הבדלים	分歧	הבדל	分歧	N;MASC;PL	N
נעה	搬家	נעה	搬家	N;FEM;SG	N
טכנולוגיות	技術	טכנולוגיה	技術	N;FEM;PL	N
חומצה	酸	חומצה	酸	N;FEM;SG	N
חומצה	酸性	חומצה	酸性	N;FEM;SG	N
סוכן	特工	סוכן	特工	N;MASC;SG	N
דלקת	炎症	דלקת	炎症	N;FEM;SG	N
הרג	殺戮	הרג	殺戮	N;MASC;SG	N
אזרח	市民	אזרח	市民	N;MASC;SG	N
אזרח	公民	אזרח	公民	N;MASC;SG	N
נכתבה	書寫	נכתב	書寫	V;FEM;SG;3;PST;MID	V
נכתבה	撰寫	נכתב	撰寫	V;FEM;SG;3;PST;MID	V
המוצר	商品	המוצר	商品	N;MASC;SG	N
המוצר	產品	המוצר	產品	N;MASC;SG	N
המוצר	產物	המוצר	產物	N;MASC;SG	N
ארון	衣櫃	ארון	衣櫃	N;MASC;SG	N
ארון	壁櫥	ארון	壁櫥	N;MASC;SG	N
ארון	內閣	ארון	內閣	N;MASC;SG	N
מילואים	儲備	מילואים	儲備	N;MASC;PL	N
מילואים	儲備	מילואים	儲備	N;MASC;PL	N
ויכוח	論證	ויכוח	論證	N;MASC;SG	N
ויכוח	論據	ויכוח	論據	N;MASC;SG	N
ויכוח	論點	ויכוח	論點	N;MASC;SG	N
ויכוח	辯論	ויכוח	辯論	N;MASC;SG	N
נפצעו	受傷	נפצע	受傷	V;PL;3;PST;MID	V
חמצן	氧氣	חמצן	氧氣	N;MASC;SG	N
חמצן	氧	חמצן	氧	N;MASC;SG	N
פצועים	傷	פצוע	傷	N;MASC;PL	N
פצועים	負傷	פצוע	負傷	N;MASC;PL	N
התמיכה	支援	התמיך	支援	V;FEM;SG;3;PST;ACT	V
אנדרטת	碑	אנדרטת	碑	N;FEM;SG	N
מישור	平原	מישור	平原	N;MASC;SG	N
מישור	平面	מישור	平面	N;MASC;SG	N
מישור	飛機	מישור	飛機	N;MASC;SG	N
סניף	分行	סניף	分行	N;MASC;SG	N
סניף	分支	סניף	分支	N;MASC;SG	N
לחשב	計算	חישב	計算	V;NFIN;ACT	V
אותות	訊號	אותות	訊號	N;MASC;PL	N
אותות	預兆	אותות	預兆	N;MASC;PL	N
גטו	貧民	גטו	貧民	N;MASC;SG	N
גטו	貧民	גטו	貧民	N;MASC;SG	N
יעילה	高	יעיל	高	ADJ;FEM;SG	ADJ
הפרעה	擾動	הפרעה	擾動	N;FEM;SG	N
הפרעה	失調	הפרעה	失調	N;FEM;SG	N
אופניים	單車	אופניים	單車	N	N
אופניים	單車	אופניים	單車	N	N
אופניים	腳踏	אופניים	腳踏	N	N
אופניים	單車	אופניים	單車	N	N
אופניים	腳踏	אופניים	腳踏	N	N
להתפתח	演化	התפתח	演化	V;NFIN	V
להתפתח	進化	התפתח	進化	V;NFIN	V
סכנה	危險	סכנה	危險	N;FEM;SG	N
לטעון	裝載	טען	裝載	V;NFIN;ACT	V
לטעון	負荷	טען	負荷	V;NFIN;ACT	V
הראה	展示	הראה	展示	V;MASC;SG;3;PST;ACT	V
הראה	顯示	הראה	顯示	V;MASC;SG;3;PST;ACT	V
זהים	相同	זהה	相同	ADJ;MASC;PL	ADJ
דורות	世代	דור	世代	N;MASC;PL	N
מיועד	指定	יועד	指定	V;MASC;SG;V.PTCP;PASS	V
תערוכות	展覽	תערוכת	展覽	N;FEM;PL	N
תערוכות	展覽	תערוכת	展覽	N;FEM;PL	N
קירות	牆壁	קיר	牆壁	N;MASC;PL	N
קירות	城牆	קיר	城牆	N;MASC;PL	N
קירות	牆	קיר	牆	N;MASC;PL	N
הרס	毀滅	הרס	毀滅	N;MASC;SG	N
דמי	費用	None	費用	N;PSSD;MASC;PL	N
דמי	收費	None	收費	N;PSSD;MASC;PL	N
דמי	費	None	費	N;PSSD;MASC;PL	N
ביצים	蛋	ביצה	蛋	N;FEM;PL	N
ביצים	雞蛋	ביצה	雞蛋	N;FEM;PL	N
ביצים	卵	ביצה	卵	N;FEM;PL	N
ביצים	丸子	ביצה	丸子	N;FEM;PL	N
אקלים	氣候	אקלים	氣候	N;MASC;SG	N
פילוסופים	哲學	פילוסוף	哲學	N	N
פיגוע	襲擊	פיגוע	襲擊	N;MASC;SG	N
צינור	管道	צינור	管道	N;MASC;SG	N
צינור	管子	צינור	管子	N;MASC;SG	N
צינור	管子	צינור	管子	N;MASC;SG	N
התפתחו	進化	התפתח	進化	V;PL;3;PST	V
חודשיים	月刊	חודש	月刊	N;MASC;DU	N
חודשיים	月	חודש	月	N;MASC;DU	N
חודשיים	月份	חודש	月份	N;MASC;DU	N
מאמצים	努力	מאמץ	努力	N;MASC;PL	N
ההודעה	留言	ההודעה	留言	N;FEM;SG	N
ההודעה	訊息	ההודעה	訊息	N;FEM;SG	N
ההודעה	信件	ההודעה	信件	N;FEM;SG	N
טירת	城堡	טירה	城堡	N;PSSD;FEM;SG	N
טירת	城	טירה	城	N;PSSD;FEM;SG	N
הרצאות	講課	הרצאה	講課	N;FEM;PL	N
הרצאות	演講	הרצאה	演講	N;FEM;PL	N
תקן	標準	תקן	標準	N;MASC;SG	N
שמים	天空	שמיים	天空	N;MASC;PL	N
שמים	天空	שמיים	天空	N;MASC;PL	N
זיהום	污染	זיהום	污染	N;FEM;SG	N
זיהום	污染	זיהום	污染	N;FEM;SG	N
חקלאי	農業	חקלאי	農業	N;MASC;SG	N
חקלאי	農民	חקלאי	農民	N;MASC;SG	N
חקלאי	農夫	חקלאי	農夫	N;MASC;SG	N
כנפיים	翅膀	כנפי	翅膀	N	N
כנפיים	翼	כנפי	翼	N	N
תחתון	更低	תחתון	更低	ADJ;MASC;SG	ADJ
תחתון	較低	תחתון	較低	ADJ;MASC;SG	ADJ
מסעות	航程	מסעות	航程	N;MASC;PL	N
כפייה	脅	כפייה	脅	N;FEM;SG	N
כפייה	蠱惑	כפייה	蠱惑	N;FEM;SG	N
האקלים	氣候	האקלים	氣候	N;MASC;PL	N
פלטינה	鉑	פלטינה	鉑	N;FEM;SG	N
פלטינה	白金	פלטינה	白金	N;FEM;SG	N
חבורה	群組	חבורה	群組	N;FEM;SG	N
חבורה	群	חבורה	群	N;FEM;SG	N
עיסוק	職業	עיסוק	職業	N;MASC;SG	N
פגע	命中	פגע	命中	N;MASC;SG	N
נפץ	炸藥	נפץ	炸藥	N;MASC;SG	N
נפץ	雷管	נפץ	雷管	N;MASC;SG	N
מולקולות	分子	מולקולה	分子	N;FEM;PL	N
לגיון	軍團	None	軍團	N;MASC;SG	N
ייעוץ	咨詢	ייעוץ	咨詢	N;MASC;SG	N
ייעוץ	咨詢	ייעוץ	咨詢	N;MASC;SG	N
ייעוץ	諮詢	ייעוץ	諮詢	N;MASC;SG	N
לחזק	加強	חיזק	加強	V;NFIN;ACT	V
חלבונים	蛋白質	חלבון	蛋白質	N;MASC;PL	N
חלבונים	蛋白	חלבון	蛋白	N;MASC;PL	N
תקנות	條例	תקנה	條例	N;FEM;PL	N
חפצים	物體	חפץ	物體	N;MASC;PL	N
חפצים	天體	חפץ	天體	N;MASC;PL	N
חפצים	物件	חפץ	物件	N;MASC;PL	N
יבשת	大洲	יבשת	大洲	N;FEM;SG	N
יבשת	大陸	יבשת	大陸	N;FEM;SG	N
יבשת	大洲	יבשת	大洲	N;FEM;SG	N
יבשת	大陸	יבשת	大陸	N;FEM;SG	N
אובדן	虧損	אובדן	虧損	N;MASC;SG	N
אובדן	損失	אובדן	損失	N;MASC;SG	N
קיצור	短期	קיצור	短期	N;MASC;SG	N
קיצור	矮	קיצור	矮	N;MASC;SG	N
קיצור	捷徑	קיצור	捷徑	N;MASC;SG	N
לאסוף	收集	אסף	收集	V;NFIN;ACT	V
הרחובות	街道	הרחובה	街道	N;FEM;PL	N
דיוקן	畫像	דיוקן	畫像	N;MASC;SG	N
דיוקן	肖像	דיוקן	肖像	N;MASC;SG	N
מוצר	商品	מוצר	商品	N;MASC;SG	N
מוצר	產品	מוצר	產品	N;MASC;SG	N
מוצר	產物	מוצר	產物	N;MASC;SG	N
שרים	唱	שר	唱	N;MASC;PL	N
שרים	唱歌	שר	唱歌	N;MASC;PL	N
שרים	歌唱	שר	歌唱	N;MASC;PL	N
שרים	歌聲	שר	歌聲	N;MASC;PL	N
שרים	唱歌	שר	唱歌	N;MASC;PL	N
שרים	歌唱	שר	歌唱	N;MASC;PL	N
הודעות	訊息	הודעה	訊息	N;FEM;PL	N
הודעות	信件	הודעה	信件	N;FEM;PL	N
הקדושים	聖人	הקדוש	聖人	N	N
הקדושים	聖徒	הקדוש	聖徒	N	N
סוסים	馬	סוסי	馬	N;MASC;PL	N
סוסים	馬匹	סוסי	馬匹	N;MASC;PL	N
יצורים	生物	יצור	生物	N;MASC;PL	N
להתאים	調整	התאים	調整	V;NFIN;ACT	V
מפיקים	製片	הפיק	製片	V;MASC;PL;V.PTCP;ACT	V
אוניברסיטאות	大學	אוניברסיטה	大學	N;FEM;PL	N
תערוכה	展覽	תערוכה	展覽	N;FEM;SG	N
תערוכה	展	תערוכה	展	N;FEM;SG	N
תערוכה	展覽	תערוכה	展覽	N;FEM;SG	N
תערוכה	展覽	תערוכה	展覽	N;FEM;SG	N
תערוכה	展覽	תערוכה	展覽	N;FEM;SG	N
הוזמן	邀請	הוזמן	邀請	V;MASC;SG;3;PST;PASS	V
הוזמן	受邀	הוזמן	受邀	V;MASC;SG;3;PST;PASS	V
צעדים	步驟	צעד	步驟	N;MASC;PL	N
צעדים	腳步	צעד	腳步	N;MASC;PL	N
צעדים	腳步	צעד	腳步	N;MASC;PL	N
כנסיות	教會	כנסיה	教會	N;FEM;PL	N
כנסיות	教堂	כנסיה	教堂	N;FEM;PL	N
חזקים	強壯	חזק	強壯	ADJ;MASC;PL	ADJ
חזקים	強烈	חזק	強烈	ADJ;MASC;PL	ADJ
חזקים	堅強	חזק	堅強	ADJ;MASC;PL	ADJ
כבדות	重	כבד	重	N;FEM;PL	N
כבדות	重型	כבד	重型	N;FEM;PL	N
כדורים	丸子	כדור	丸子	N;MASC;PL	N
כדורים	丸	כדור	丸	N;MASC;PL	N
כדורים	藥片	כדור	藥片	N;MASC;PL	N
כדורים	藥	כדור	藥	N;MASC;PL	N
סופרת	數	סופר	數	N;FEM;SG	N
סופרת	計數	סופר	計數	N;FEM;SG	N
סופרת	作者	סופר	作者	N;FEM;SG	N
שיעורים	類別	שיעור	類別	N;MASC;PL	N
שיעורים	班級	שיעור	班級	N;MASC;PL	N
עצמות	骨	עצם	骨	N;FEM;PL	N
