اتھاہ	deep	اتھاہ	deep		
برابر	odpowiadające	برابر	odpowiadać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
برابر	odpowiadających	برابر	odpowiadać	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
برابر	odpowiadająca	برابر	odpowiadać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
برابر	gładkie	برابر	gładki	ADJ	ADJ;NOM;NEUT;SG
برابر	gładka	برابر	gładka	ADJ	ADJ;NOM;FEM;SG
برابر	sprawne	برابر	sprawny	ADJ	ADJ;NOM;NEUT;SG
برابر	bezpośrednia	برابر	bezpośredni	ADJ	ADJ;NOM;FEM;SG
برابر	bezpośrednie	برابر	bezpośrednie	ADJ	ADJ;NOM;NEUT;SG
برات	zarządzenia	برات	zarządzenie	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
برات	tłumy	برات	tłum	N;NOM;MASC;PL;3	N;NOM;MASC;PL
براجم	kostki	براجم	kostka		
بِرادرانہ	braterska	بِرادرانہ	braterski	ADJ	ADJ;NOM;FEM;SG
بِرادری	braterstwo	بِرادری	braterstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِرادری	bractwo	بِرادری	bractwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِرادری	braterstwo	بِرادری	braterstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِرادری	bractwo	بِرادری	bractwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بِرادری	miejscowość	بِرادری	miejscowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بِرادری	społeczność	بِرادری	społeczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بِرادری	wspólnota	بِرادری	wspólnota	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برارا	strun	برارا	struna		
براری	las	براری	las	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برّاق	biel	برّاق	biel		
برّاق	white	برّاق	whita		
برّاق	biały	برّاق	biały		
برّاق	mądrze	برّاق	mądrze		
برّاق	smart	برّاق	smart		
برّاق	swift	برّاق	swift		
براقت	shine	براقت	shina		
برانا	uniknąć	برانا	uniknąć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
برانا	unikać	برانا	unikać	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
برانا	unikaj	برانا	unikać	V;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بِرانا	drażnić	بِرانا	drażnić	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
برّانا	płakać	برّانا	płakać	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
برّانا	narzekać	برّانا	narzekać	V;SG;NFIN;ACT	V;IPFV;NFIN;ACT
براوا	oszustwo	براوا	oszustwo		
براوا	oszustwa	براوا	oszustwo		
براوا	trick	براوا	trick		
براہ	via	براہ	via		
بُرائی	korupcja	بُرائی	korupcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
بُرائی	zepsucie	بُرائی	zepsucie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
بُرائی	zepsucie	بُرائی	zepsucie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
برباد	zniszczona	برباد	zniszczyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
برباد	zniszczone	برباد	zniszczyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برباد	zniszczony	برباد	zniszczyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برباد	zagubiona	برباد	zagubić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
برباد	zagubiony	برباد	zagubić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برباد	stracone	برباد	stracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برباد	utracone	برباد	utracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برباد	nieudane	برباد	nieudany	ADJ	ADJ;NOM;NEUT;SG
برباد	nieudane	برباد	nieudany	ADJ	ADJ;NOM;NEUT;SG
برباد	nieskuteczne	برباد	nieskuteczny	ADJ	ADJ;NOM;NEUT;SG
بربادی	zniszczenia	بربادی	zniszczyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بربادی	zniszczenie	بربادی	zniszczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بربادی	niszczenie	بربادی	niszczenie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بربادی	strata	بربادی	strata	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بربس	moc	بربس	moc		
بربس	power	بربس	power		
بربس	force	بربس	forka		
بربست	management	بربست	management		
بربھس	oszustwo	بربھس	oszustwo		
بربھس	oszustwa	بربھس	oszustwo		
بربھس	trick	بربھس	trick		
برپا	ustanowiono	برپا	ustanowić	V;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
برپا	ustalono	برپا	ustalić	V;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
برپا	stały	برپا	stać	V;V.PTCP;ACT	V;IPFV;MASC;IND;PL;PST;FIN;ACT
برپا	stoi	برپا	stać	V;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
برپا	stojąc	برپا	stać	V;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
برپا	kontynuując	برپا	kontynuować	V;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
برپا	kontynuuje	برپا	kontynuować	V;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
برپا	ustanowiono	برپا	ustanowić	V;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
برپا	ustalono	برپا	ustalić	V;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
برپا	stały	برپا	stać	V;V.PTCP;ACT	V;IPFV;MASC;IND;PL;PST;FIN;ACT
برپا	stoi	برپا	stać	V;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
برپا	stojąc	برپا	stać	V;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
برپا	kontynuując	برپا	kontynuować	V;V.PTCP;ACT	V;IPFV;PRS;V.CVB;ACT
برپا	kontynuuje	برپا	kontynuować	V;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
برپاکرنا	podnieść	برپاکرنا	podnieść	V;NFIN;ACT	V;PFV;NFIN;ACT
برَت	marka	برَت	marka		
برَت	pokuta	برَت	pokutać		
بِرتا	oznacza	بڑرتا	oznaczać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بِرتا	pomoc	بڑرتا	pomoc	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;2;FIN;ACT
برتانا	użyć	برتانا	użyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
برتانا	użyj	برتانا	użyj	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
برتن	statek	برتن	statek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برتن	pojemnik	برتن	pojemnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برتن	naczynie	برتن	naczynie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برتن	statek	برتن	statek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برتن	pojemnik	برتن	pojemnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برتن	naczynie	برتن	naczynie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برتنا	traktować	برتنا	traktować	V;NFIN;ACT	V;IPFV;NFIN;ACT
برتنا	traktuj	برتنا	traktować	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
برتنا	leczyć	برتنا	leczyć	V;NFIN;ACT	V;IPFV;NFIN;ACT
برتنا	zastosować	برتنا	zastosować	V;NFIN;ACT	V;PFV;NFIN;ACT
برتنا	stosować	برتنا	stosować	V;NFIN;ACT	V;IPFV;NFIN;ACT
برتنا	użyć	برتنا	użyć	V;NFIN;ACT	V;PFV;NFIN;ACT
برتنا	użyj	برتنا	użyj	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
برتنا	zatrudniają	برتنا	zatrudniać	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
بُرج	tower	بُرج	tower		
برجنا	zakazać	برجنا	zakazać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
برخ	niewielu	برخ	niewiele		
برخ	little	برخ	littl		
برخ	mała	برخ	mały		
برخاست	zwolniony	برخاست	zwolnić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بُرد	profit	بُرد	profit		
بُرد	połów	بُرد	połów		
بُرد	kołek	بُرد	kołeka		
بُرد	stosie	بُرد	stos		
برداری	noszenie	برداری	nosić	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
برداشت	cierpliwość	برداشت	cierpliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برداشت	wytrzymałość	برداشت	wytrzymałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برداشت	tolerancja	برداشت	tolerancja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برداشت	cierpliwość	برداشت	cierpliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برداشت	wytrzymałość	برداشت	wytrzymałość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برداشتہ	usunięto	برداشتہ	usunąć	V;SG;ACT	V;PFV;IND;0;PST;FIN;ACT
بُردباری	cierpliwość	بُردباری	cierpliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بُردباری	łagodność	بُردباری	łagodność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بردہ	niewolnik	بردہ	niewolnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بردھ	bull	بردھ	bull		
برزخ	moda	برزخ	moda		
برزخ	fashion	برزخ	fashion		
برزخ	mody	برزخ	moda		
برسات	prysznic	برسات	prysznic	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برسات	deszcz	برسات	deszcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برسنا	rain	برسنا	raina		
برسوں	wieki	برس	wiek	N;ACC;MASC;PL;3	N;ACC;MASC;PL
برف	śnieg	برف	śnieg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برف	śnieżka	برف	śnieżkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برفانی	lodowatej	برفانی	lodowaty	ADJ	ADJ;GEN;FEM;SG
برقیہ	telegram	برقیہ	telegram	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برقیہ	telegram	برقیہ	telegram	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برکت	zwiększenie	برکت	zwiększyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
برکت	wzrost	برکت	wzrost	N;NOM;FEM;SG;3	N;NOM;MASC;SG
برکت	liczebność	برکت	liczebność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
برگشتہ	zmienione	برگشتہ	zmienić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
برگشتہ	zmieniony	برگشتہ	zmienić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برنگ	key	برنگ	key		
برنگ	piorun	برنگ	piorun		
برّہ	lamb	برّہ	lamb		
برّہ	kid	برّہ	kid		
برہم	zagubiona	برہم	zagubić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
برہم	zagubiony	برہم	zagubić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برَہم	boże	برَہم	boży		
برہمانڈ	world	برہمانڈ	world		
برہمانڈ	globe	برہمانڈ	globy		
برہمانڈ	kosmos	برہمانڈ	kosmos		
برہمی	zamęt	برہمی	zamęt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برہمی	zamieszanie	برہمی	zamieszanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برہمی	zakłopotanie	برہمی	zakłopotanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
برہمی	złość	برہمی	złość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
برہمی	gniew	برہمی	gniew	N;NOM;MASC;SG;3	N;NOM;MASC;SG
برہنگی	nagość	برہنگی	nagość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بری	wolne	بری	wolny	ADJ;FEM	ADJ;NOM;NEUT;SG
بری	wolny	بری	wolny	ADJ;FEM	ADJ;NOM;MASC;SG
بری	bezpłatne	بری	bezpłatny	ADJ;FEM	ADJ;NOM;NEUT;SG
بری	zwolnione	بری	zwolnić	ADJ;FEM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بری	wydane	بری	wydać	ADJ;FEM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بری	wydany	بری	wydać	ADJ;FEM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بری	zwolniony	بری	zwolnić	ADJ;FEM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بری	wydana	بری	wydać	ADJ;FEM	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
بری	uniewinniony	بری	uniewinnić	ADJ;FEM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بری	uniewinniony	بری	uniewinnić	ADJ;FEM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
برید	mail	برید	mail		
برید	messenger	برید	messenger		
بڑ	nadmierne	بڑ	nadmierny		
بڑ	super	بڑ	super		
بڑ	wspaniale	بڑ	wspaniale		
بڑ	nadmierne	بڑ	nadmierny		
بڑ	super	بڑ	super		
بڑ	wspaniale	بڑ	wspaniale		
بڑا	ekskluzywne	بڑا	ekskluzywny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	ekskluzywny	بڑا	ekskluzywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	wyłączne	بڑا	wyłączny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	szanowany	بڑا	szanować	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	nadmierna	بڑا	nadmierny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	ogromny	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	ogromna	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	ogromne	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	szlachetne	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	szlachetna	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	szlachetny	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	starszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	starsza	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	starszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	stary	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	najwyższa	بڑا	wysoki	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	najwyższy	بڑا	wysoki	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	najstarsze	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
بڑا	najstarszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	najstarsza	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	duża	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	duże	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	wielka	بڑا	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	duży	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	wielki	بڑا	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	duża	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	duży	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	duże	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	ekskluzywne	بڑا	ekskluzywny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	ekskluzywny	بڑا	ekskluzywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	wyłączne	بڑا	wyłączny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	szanowany	بڑا	szanować	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	nadmierna	بڑا	nadmierny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	ogromny	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	ogromna	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	ogromne	بڑا	ogromny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	główny	بڑا	główny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	szlachetne	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	szlachetna	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	szlachetny	بڑا	szlachetny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	starszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	wielka	بڑا	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	starsza	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	starszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	stary	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	najwyższa	بڑا	wysoki	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	najwyższy	بڑا	wysoki	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	najstarsze	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
بڑا	najstarszy	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
بڑا	najstarsza	بڑا	stary	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;FEM;SG
بڑا	duża	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	duże	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
بڑا	wielka	بڑا	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
بڑا	duży	بڑا	duży	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑا	wielki	بڑا	wielki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
بڑبڑانا	narzekać	بڑبڑانا	narzekać	V;NFIN;ACT	V;IPFV;NFIN;ACT
بڑبک	głupiec	بڑبک	głupiec		
بڑنا	przeniknąć	بڑنا	przeniknąć	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑنا	wejdź	بڑنا	wejść	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑی	duża	بڑی	duży	ADJ;FEM	ADJ;NOM;FEM;SG
بڑی	duże	بڑی	duży	ADJ;FEM	ADJ;NOM;NEUT;SG
بڑی	wielka	بڑی	wielki	ADJ;FEM	ADJ;NOM;FEM;SG
بڑی	duży	بڑی	duży	ADJ;FEM	ADJ;NOM;MASC;SG
بڑی	wielki	بڑی	wielki	ADJ;FEM	ADJ;NOM;MASC;SG
بڑی	starsza	بڑی	stary	ADJ;FEM	ADJ;NOM;CMPR;FEM;SG
بڑی	starszy	بڑی	stary	ADJ;FEM	ADJ;NOM;CMPR;MASC;SG
بڑھانا	rozszerzyć	بڑھا	rozszerzyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	rozwinąć	بڑھا	rozwinąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	powiększyć	بڑھا	powiększyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	przełożyć	بڑھا	przełożyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	usuń	بڑھا	usiń	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑھانا	usunąć	بڑھا	usunąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	zachęcić	بڑھا	zachęcić	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	zamknij	بڑھا	zamknąć	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑھانا	podnieść	بڑھا	podnieść	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	promować	بڑھا	promować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھانا	przesadzaj	بڑھا	przesadzać	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بڑھانا	rozszerzyć	بڑھا	rozszerzyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	rozwinąć	بڑھا	rozwinąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	dodać	بڑھا	dodać	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	dodawać	بڑھا	dodawać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھانا	dodaj	بڑھا	dodać	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑھانا	powiększyć	بڑھا	powiększyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	przełożyć	بڑھا	przełożyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	usuń	بڑھا	usiń	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑھانا	usunąć	بڑھا	usunąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	zachęcić	بڑھا	zachęcić	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	zamknij	بڑھا	zamknąć	V;MASC;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
بڑھانا	podnieść	بڑھا	podnieść	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	przedłużyć	بڑھا	przedłużyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھانا	promować	بڑھا	promować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھانا	przesadzaj	بڑھا	przesadzać	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
بڑھت	rozbudowa	بڑھت	rozbudowy		
بڑھتا	rośnie	بڑھتا	rosnąć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بڑھتا	rośnie	بڑھتا	rosnąć	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
بڑھنا	rozszerzyć	بڑھ	rozszerzyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھنا	rozwinąć	بڑھ	rozwinąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھنا	kontynuować	بڑھ	kontynuować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھنا	przekraczać	بڑھ	przekraczać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھنا	rozszerzyć	بڑھ	rozszerzyć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھنا	rozwinąć	بڑھ	rozwinąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
بڑھنا	rosnąć	بڑھ	rosnąć	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھنا	kontynuować	بڑھ	kontynuować	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بڑھنا	przekraczać	بڑھ	przekraczać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
بُز	kozie	بُز	kozić		
بُز	kozy	بُز	koza		
بُز	kóz	بُز	kóz		
بُز	ram	بُز	ram		
بُز	rama	بُز	rama		
بُز	owiec	بُز	owiec		
بُزدلانہ	tchórzliwy	بُزدلانہ	tchórzliwy	ADJ	ADJ;NOM;MASC;SG
بزر	nasion	بزر	nasiono		
بزر	ziarno	بزر	ziarno		
بُزرگ	noble	بُزرگ	nobly		
بُزرگ	super	بُزرگ	super		
بُزرگ	wspaniale	بُزرگ	wspaniale		
بُزرگ	święty	بُزرگ	święty		
بُزرگ	święta	بُزرگ	święto		
بُزرگ	saint	بُزرگ	saint		
بزل	chirurgia	بزل	chirurgia		
بزلہ	żart	بزلہ	żart		
بزیر	poniżej	بزیر	poniżej		
بس	władza	بس	władza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	siła	بس	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	zasilanie	بس	zasilać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بس	willa	بس	willa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	wpływ	بس	wpływ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بس	koniec	بس	koniec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بس	sterowanie	بس	sterować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بس	kontrola	بس	kontrola	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	dowództwo	بس	dowództwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بس	polecenie	بس	polecenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بس	polecenia	بس	polecenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
بس	okazja	بس	okazja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	autorytet	بس	autorytet	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بس	władza	بس	władza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	organ	بس	organ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
بس	władza	بس	władza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	siła	بس	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
بس	zasilanie	بس	zasilać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
بس	willa	بس	willa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
