категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
стотици	hundratals	стотица	hundratals	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
следователно	alltså	следователно	alltså	ADV	ADV
следователно	därför	следователно	därför	ADV	ADV
живи	levande	жив	levande	ADJ;INDF;PL	ADJ;NOM;PRS;V.PTCP
живи	levande	жив	levande	ADJ;INDF;PL	ADJ;NOM;PRS;V.PTCP
живи	levande	жив	levande	ADJ;INDF;PL	ADJ;NOM;PRS;V.PTCP
стихотворения	dikter	стихотворен	dikt	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
отделен	separat	отделен	separat	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
надежда	förhoppning	надежда	förhoppning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
надежда	hopp	надежда	hopp	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
надежда	hope	надежда	hape	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
раздел	avsnitt	раздел	avsnitt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
раздел	sektion	раздел	sektion	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
раздел	avdelning	раздел	avdelning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
бундеслига	bundesliga	бундеслига	bundeslig	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ракета	missil	ракета	missil	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ракета	robot	ракета	robot	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
манастири	kloster	манастирам	kloster	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
адвокат	advokat	адвокат	advoka	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
адвокат	jurist	адвокат	jurist	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
адвокат	advokat	адвокат	advoka	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конфликти	konflikter	конфликт	konflikt	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
конфликти	konflikter	конфликт	konflikt	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
колонии	kolonier	колония	koloni	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
пресича	passerar	пресичам-(се)	passera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
пресича	korsar	пресичам-(се)	korsa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
червени	röda	червен	röd	ADJ;INDF;PL	ADJ;NOM;PL
червени	röda	червен	röd	ADJ;INDF;PL	ADJ;NOM;PL
грешка	fel	грешка	fel	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
грешка	misstag	грешка	misstag	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
грешка	fel	грешка	fel	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
вечер	afton	вечер	afton	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вечер	kväll	вечер	kväll	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вечер	kvälls	вечер	kvälla	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вечер	night	вечер	night	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вечер	kväll	вечер	kväll	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вечер	natt	вечер	natt	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
проучване	studie	проучване	studium	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проучване	forskning	проучване	forskning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проучване	besiktning	проучване	besiktning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проучване	undersökning	проучване	undersökning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
проучване	enkät	проучване	enkät	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	övervakning	наблюдение	övervakning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	uppföljning	наблюдение	uppföljning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	iakttagelse	наблюдение	iakttagelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	observation	наблюдение	observation	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	övervakning	наблюдение	övervakning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
наблюдение	bevakning	наблюдение	bevakning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съжаление	synd	съжаление	synd	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съжаление	ånger	съжаление	ånge	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
оръдие	kanon	оръдие	kano	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
бие	slår	бия-(се)	slå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
уики	wiki	уика	wiki	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
обществено	offentligt	обществен	offentlig	ADV	ADV
хотел	hotell	хотел	hotell	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
хотел	hotel	хотел	hotel	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
привлича	attraherar	привличам	attrahera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
привлича	lockar	привличам	locka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
жената	kvinnan	жена	kvinna	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
постижения	prestationer	постижение	prestation	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
постижения	bedrifter	постижение	bedrift	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
постижения	prestationer	постижение	prestation	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
лиценз	licens	лиценз	lic	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лиценз	licens	лиценз	lic	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
лиценз	körkort	лиценз	körkort	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
лиценз	license	лиценз	license	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
частици	partiklar	частица	partikel	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
частици	partiklar	частица	partikel	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
произведени	tillverkas	произведа	tillverka	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PRS;FIN;PASS
търговец	merchant	търговец	merchant	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
женска	kvinnligt	женски	kvinnlig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
проектът	projektet	проект	projekt	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
проектът	projektets	проект	projekt	N;DEF;MASC;SG	N;GEN;DEF;NEUT;SG
структури	konstruktioner	структура	konstruktion	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
структури	strukturer	структура	struktur	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сър	herrn	сър	herr	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
резолюция	resolution	резолюция	resolution	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
резолюция	upplösning	резолюция	upplösning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
морска	marint	морски	marint	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
полиция	polis	полиция	polis	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
движения	rörelser	движение	rörelse	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
движения	förflyttningar	движение	förflyttning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
флаг	flagga	флаг	flagga	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
флаг	flagg	флаг	flagg	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
архив	arkiv	архив	arkiv	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
архив	arkiv	архив	arkiv	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
производител	producent	производител	producent	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
риби	fiskar	риба	fisk	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
основаването	grundandet	основаване	grundande	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
хондурас	honduras	хондурас	hondura	N;INDF;MASC;SG	N;GEN;INDF;MASC+FEM;SG
продукции	produktioner	продукция	produktion	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
отразява	avspeglar	отразявам-(се)	avspegel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
отразява	återger	отразявам-(се)	återge	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
отразява	återspeglar	отразявам-(се)	återspegel	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
отразява	reflekterar	отразявам-(се)	reflektera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
кола	bil	кола	bil	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
намерени	hittades	намеря-(се)	hitta	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PST;FIN;PASS
намерени	hittas	намеря-(се)	hitta	V;PFV;INDF;PL;V.PTCP;PASS	V;NFIN;PASS
рисува	målar	рисувам	måla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
рисува	ritar	рисувам	rita	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
рисува	tecknar	рисувам	teckna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
рисува	drar	рисувам	dra	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
разпространява	sprider	разпространявам-(се)	sprida	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
лента	film	лента	film	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
лента	band	лента	band	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
лента	musikgrupp	лента	musikgrupp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
лента	band	лента	band	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
лента	tejp	лента	tejp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
лента	band	лента	band	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
лента	strippa	лента	strippa	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
философи	filosofer	философ	filosof	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
запис	registrering	запис	registrering	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
запис	inspelning	запис	inspelning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
запис	rekord	запис	rekord	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
запис	record	запис	record	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
запис	save	запис	säve	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
запис	filmklipp	запис	filmklipp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
запис	video	запис	vide	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
запис	videoklipp	запис	videoklipp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
фантастика	påhitt	фантастика	påhitt	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
фантастика	fiction	фантастика	fiction	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
фантастика	fiktion	фантастика	fiktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
родината	fosterlandet	родина	fosterland	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
теории	teorier	теория	teori	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
назначава	utnämner	назначавам	utnämna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
назначава	utser	назначавам	utse	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
доброволец	volontär	доброволец	volontär	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
куче	hund	куче	hund	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
климатът	klimatet	климат	klimate	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
необходими	nödvändiga	необходим	nödvändig	ADJ;INDF;PL	ADJ;NOM;PL
граждански	civil	граждански	civil	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
граждански	civilt	граждански	civil	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
граждански	medborgerlig	граждански	medborgerlig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
царе	kungar	царе	kung	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
царе	konungar	царе	konung	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
векове	århundraden	век	århundrade	N;INDF;MASC;PL	N;NOM;INDF;NEUT;PL
векове	sekler	век	sekel	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
предмет	objekt	предмет	objekt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
предмет	föremål	предмет	föremål	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
продукция	output	продукция	output	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
продукция	produktion	продукция	produktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
продукция	utdata	продукция	utdata	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
продукция	produktion	продукция	produktion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
продукция	tillverkning	продукция	tillverkning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
трилър	thriller	трилър	thriller	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
програмиране	programmering	програмиране	programmering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
отделна	separat	отделен	separat	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
защитени	skyddas	защитя	skydda	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PRS;FIN;PASS
автомобил	bil	автомобил	bil	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
автомобил	bil	автомобил	bil	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кръвта	blodet	кръв	blod	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
партизани	partisaner	партизанин	partisan	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
открития	upptäckter	откритие	upptäckt	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
дъщери	döttrar	дъщеря	döttra	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
прието	accepteras	приема	acceptera	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IND;NFIN;PASS
господар	master	господар	mast	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
господар	mästare	господар	mäst	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
нападение	misshandel	нападение	misshandel	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
нападение	överfall	нападение	överfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
лука	luka	лук	luka	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сребърен	silver	сребърен	silv	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
пояс	gördel	пояс	gördel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
пояс	skärp	пояс	skärp	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
мащаб	fjäll	мащаб	fjäll	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
мащаб	skala	мащаб	skala	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ръст	tillväxt	ръст	tillväxt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ръст	längd	ръст	längd	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
тел	tråd	тел	tråd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тел	ståltråd	тел	ståltråd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
тел	tel	тел	tel	N;INDF;FEM;SG	N
спортисти	idrottsmän	спортист	idrottsmän	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
спортисти	idrottare	спортист	idrottare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
спортисти	idrottsmän	спортист	idrottsmän	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
търговска	kommersiellt	търговски	kommersiell	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
мнозинство	majoritet	мнозинство	majoritet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
изложба	utställning	изложба	utställning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
изложба	utställning	изложба	utställning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
конгреса	kongressen	конгрес	kongress	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
пещера	grotta	пещера	grott	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
плато	platå	плато	platå	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
грешки	felaktigheter	грешка	felaktighet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
насекоми	insekter	насекомя	insekt	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
насекоми	insekter	насекомя	insekt	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
насекоми	buggar	насекомя	bugga	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
племето	stammen	племе	stam	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
служби	tjänster	служба	tjänst	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
доведе	ledde	доведа	leda	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN;ACT
рали	rally	рали	rally	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
вкус	smak	вкус	smak	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вкус	smak	вкус	smak	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вкус	arom	вкус	arom	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
температури	temperaturer	температура	temperatur	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
принципи	principer	принцип	princip	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
оставка	avgång	оставка	avgång	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оставка	avsked	оставка	avsked	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
богата	rikt	богат	rik	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
богата	rik	богат	rik	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
богата	förmögen	богат	förmög	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
съветска	sovjetisk	съветски	sovjetisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
властите	myndigheterna	власт	myndighet	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
месеци	månader	месец	månad	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
месеци	månaders	месец	månad	N;INDF;MASC;PL	N;GEN;INDF;MASC+FEM;PL
съответствие	uppfyllande	съответствие	uppfyllande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
съответствие	överensstämmelse	съответствие	överensstämmelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съответствие	efterlevnad	съответствие	efterlevnad	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
съответствие	överensstämmelse	съответствие	överensstämmelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
джамия	moské	джам	moské	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сума	sum	сума	sum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
сума	summa	сума	summa	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
сума	belopp	сума	belopp	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
сума	mängd	сума	mängd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
поражение	nederlag	поражение	nederlag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
надолу	neråt	надолу	neråt	ADV	ADV
надолу	nere	надолу	nere	ADV	ADV
надолу	nedåt	надолу	nedåt	ADV	ADV
надолу	ner	надолу	ner	ADV	ADV
богат	rikt	богат	rik	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
богат	rik	богат	rik	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
богат	förmögen	богат	förmög	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
бавно	långsamt	бавно	långsam	ADV	ADV
бавно	långsamt	бавно	långsam	ADV	ADV
ген	gen	генерал	gen	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
извори	fjädrar	извор	fjädra	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
минута	minut	минута	minut	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
основателите	grundarna	основател	grundare	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
признание	bikt	признание	bikt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
признание	bekännelse	признание	bekännelse	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
признание	erkännande	признание	erkännande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
признание	erkännande	признание	erkännande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
проверка	inspektion	проверка	inspektion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
проверка	besiktning	проверка	besiktning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
проверка	check	проверка	check	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
проверка	verifiering	проверка	verifiering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
проверка	verifikation	проверка	verifikation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
апостол	sändebud	апостол	sändebud	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
непрекъснато	kontinuerligt	непрекъснато	kontinuerlig	ADV	ADV
непрекъснато	oavbrutet	непрекъснато	oavbruten	ADV	ADV
непрекъснато	konstant	непрекъснато	konstant	ADV	ADV
непрекъснато	ständigt	непрекъснато	ständig	ADV	ADV
сава	sava	сава	sava	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
канали	kanaler	канал	kanal	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
колони	stöttepelare	колона	stöttepelare	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
колони	stolpar	колона	stolpe	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
колони	pelare	колона	pelare	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
колони	grundpelare	колона	grundpelare	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
колони	kolumner	колона	kolumner	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
мляко	mjölk	мляко	mjölk	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
крале	kungar	крал	kung	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
крале	konungar	крал	konung	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
вътрешна	intern	вътрешен	intern	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
братовчед	kusin	братовчед	kusin	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
липсва	saknar	липсвам	sakna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
марки	varumärken	марка	varumärke	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
марки	märken	марка	märke	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
марки	stämplar	марка	stämpla	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
марки	frimärken	марка	frimärke	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
марки	märken	марка	märke	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
