die	de	die	de	DET;DEF	DET;DEF
verlig	afgelost	verlig	aflossen	V;PRS	V;V.PTCP
verlig	accentueren	verlig	accentuer	V;PRS	V;NFIN
franke	franks	frank	franks	N;PL	N;PL
franke	franken	frank	frank	N;PL	N;PL
maat	partner	maat	partner	N;SG	N;MASC+FEM;SG
doelwitte	doelstellingen	doelwit	doelstelling	N;PL	N;PL
doelwitte	doelpunten	doelwit	doelpunt	N;PL	N;PL
doelwitte	goals	doelwit	goal	N;PL	N;PL
doelwitte	doelen	doelwit	doel	N;PL	N;PL
verbintenis	verbintenis	verbintenis	verbintenis	N;SG	N;MASC+FEM;SG
verbintenis	toewijding	verbintenis	toewijding	N;SG	N;MASC+FEM;SG
verbintenis	engagement	verbintenis	engagement	N;SG	N;NEUT;SG
verbintenis	betrokkenheid	verbintenis	betrokkenheid	N;SG	N;MASC+FEM;SG
stockholm	stockholm	stockholm	stockholm	N;SG	N;NEUT;SG
kanker	kanker	kanker	kanker	N;SG	N;MASC+FEM;SG
groente	groenten	groent	groent	N;PL	N;PL
kaas	kaas	kaas	kaas	N;SG	N;MASC+FEM;SG
waters	wateren	waters	wateren	N;PL	N;PL
verantwoordelikheid	verantwoordelijkheid	verantwoordelikheid	verantwoordelijkheid	N;SG	N;MASC+FEM;SG
steen	dobbelen	steen	dobbelen	V;PRS	V;NFIN
kopiereg	kopie	kopiereg	kopie	N;SG	N;MASC+FEM;SG
kopiereg	auteursrecht	kopiereg	auteursrecht	N;SG	N;NEUT;SG
navo	nato	navo	nato	N;SG	N;MASC+FEM;SG
navo	navo	navo	navo	N;SG	N;MASC+FEM;SG
wetenskappe	wetenschappen	wetenskap	wetenschap	N;PL	N;PL
gauguin	gauguin	gauguin	gauguin	N;SG	N;MASC+FEM;SG
skeiding	scheidingslijn	skeiding	scheidingslijn	N;SG	N;MASC+FEM;SG
fout	vergissing	fout	vergissing	N;SG	N;MASC+FEM;SG
fout	fout	fout	fout	N;SG	N;MASC+FEM;SG
fout	foutje	fout	foutje	N;SG	N;NEUT;SG
fout	insect	fout	insect	N;SG	N;NEUT;SG
fout	bug	fout	bug	N;SG	N;MASC+FEM;SG
fout	vergissing	fout	vergissing	N;SG	N;MASC+FEM;SG
fout	fout	fout	fout	N;SG	N;MASC+FEM;SG
rondte	lap	rondte	lap	N;SG	N;MASC+FEM;SG
rondte	ronde	rondte	ronde	N;SG	N;MASC+FEM;SG
rondte	rondje	rondte	rond	N;SG	N;NEUT;SG
highlanders	highlanders	highlander	highlander	N;PL	N;PL
geleef	woonde	leef	wonen	V;PST;V.PTCP	V;SG;PST;FIN
geleef	leefde	leef	leven	V;PST;V.PTCP	V;SG;PST;FIN
geleef	leefden	leef	leven	V;PST;V.PTCP	V;PL;PST;FIN
bodem	bodem	bodem	bodem	N;SG	N;MASC+FEM;SG
bodem	onderkant	bodem	onderkant	N;SG	N;MASC+FEM;SG
bodem	bottom	bodem	bottom	N;SG	N;MASC+FEM;SG
potensiaal	potentieel	potensiaal	potentieel	N;SG	N;NEUT;SG
potensiaal	potentie	potensiaal	potentie	N;SG	N;MASC+FEM;SG
doeltreffende	efficient	doeltreffend	efficienen	ADJ;NOM	ADJ
doeltreffende	efficiënte	doeltreffend	efficiënt	ADJ;NOM	ADJ
doeltreffende	efficiënt	doeltreffend	efficiënt	ADJ;NOM	ADJ
salaris	salaris	salaris	salaris	N;SG	N;NEUT;SG
toestelle	apparaten	toestel	apparaat	N;PL	N;PL
toestelle	apparaten	toestel	apparaat	N;PL	N;PL
bevestiging	bevestiging	bevestiging	bevestiging	N;SG	N;MASC+FEM;SG
vergaderings	meetings	vergadering	meetings	N;PL	N;PL
vergaderings	ontmoetingen	vergadering	ontmoeting	N;PL	N;PL
vergaderings	vergaderingen	vergadering	vergadering	N;PL	N;PL
vergaderings	bijeenkomsten	vergadering	bijeenkomst	N;PL	N;PL
vlugte	vluchten	vlug	vlucht	N;PL	N;PL
oorgang	overgang	oorgang	overgang	N;SG	N;MASC+FEM;SG
ideaal	ideal	ideaal	ideal	N;SG	N;MASC+FEM;SG
wortels	wortels	wortels	wortel	N;PL	N;PL
verbetering	verbetering	verbetering	verbetering	N;SG	N;MASC+FEM;SG
verbetering	verbetering	verbetering	verbetering	N;SG	N;MASC+FEM;SG
weier	afwijzen	weier	afwijzen	V;PRS	V;NFIN
weier	weigeren	weier	weigeren	V;PRS	V;NFIN
weier	weiger	weier	weiger	V;PRS	V;SG;PRS;FIN
weier	ontslaan	weier	ontslaan	V;PRS	V;NFIN
sekondes	seconden	sekonde	seconde	N;PL	N;PL
winkel	winkel	winkel	winkel	N;SG	N;MASC+FEM;SG
winkel	winkel	winkel	winkel	N;SG	N;MASC+FEM;SG
legende	legende	leg	legende	N;SG	N;MASC+FEM;SG
legende	legend	leg	legend	N;SG	N;MASC+FEM;SG
bestel	bevolen	bestel	bevelen	V;PRS	V;V.PTCP
bestel	geordend	bestel	ordenen	V;PRS	V;V.PTCP
bestel	besteld	bestel	bestellen	V;PRS	V;V.PTCP
bestel	bestellen	bestel	bestellen	V;PRS	V;NFIN
atlete	atleten	atleet	atleten	N;PL	N;PL
atlete	sporters	atleet	sporter	N;PL	N;PL
agteruitgang	verslechtering	agteruitgang	verslechtering	N;SG	N;MASC+FEM;SG
agteruitgang	achteruitgang	agteruitgang	achteruitgang	N;SG	N;MASC+FEM;SG
veiligheid	veiligheid	veiligheid	veiligheid	N;SG	N;MASC+FEM;SG
myne	mijnen	myne	mijn	N;PL	N;PL
aanbeveel	aanbevolen	aanbeveel	aanbevelen	V;PRS	V;V.PTCP
aanbeveel	aangeraden	aanbeveel	aanraden	V;PRS	V;V.PTCP
aanbeveel	aanraden	aanbeveel	aanraden	V;PRS	V;NFIN
aanbeveel	aanbevelen	aanbeveel	aanbevelen	V;PRS	V;NFIN
visuele	visueel	visueel	visueel	ADJ;NOM	ADJ
visuele	visuele	visueel	visueel	ADJ;NOM	ADJ
woonbuurt	buurt	woonbuurt	buurt	N;SG	N;MASC+FEM;SG
woonbuurt	buurt	woonbuurt	buurt	N;SG	N;MASC+FEM;SG
woonbuurt	nabuurschap	woonbuurt	nabuurschap	N;SG	N;NEUT;SG
hond	hond	hond	hond	N;SG	N;MASC+FEM;SG
hond	hondje	hond	hondje	N;SG	N;NEUT;SG
klavier	piano	klavier	piano	N;SG	N;MASC+FEM;SG
geluk	proficiat	geluk	proficiat	N;SG	N;MASC+FEM;SG
geluk	blijheid	geluk	blijheid	N;SG	N;MASC+FEM;SG
geluk	blijdschap	geluk	blijdschap	N;SG	N;MASC+FEM;SG
geluk	geluk	geluk	geluk	N;SG	N;NEUT;SG
berei	voorbereiden	berei	voorbereiden	V;PRS	V;NFIN
berei	klaarmaken	berei	klaarmaken	V;PRS	V;NFIN
voorstelle	suggesties	voorstel	suggestie	N;PL	N;PL
gehandhaaf	geobserveerd	gehandhaaf	observeren	V;PST;V.PTCP	V;V.PTCP
gehandhaaf	waargenomen	gehandhaaf	waarnemen	V;PST;V.PTCP	V;V.PTCP
paralimpiese	paralympische	paralimpies	paralympisch	ADJ;NOM	ADJ
gasheer	organisator	gasheer	organisator	N;SG	N;MASC+FEM;SG
gasheer	gastheer	gasheer	gastheer	N;SG	N;MASC+FEM;SG
gasheer	host	gasheer	host	N;SG	N;MASC+FEM;SG
gasheer	hosting	gasheer	hosting	N;SG	N;MASC+FEM;SG
uitbarsting	uitbarsting	uitbarsting	uitbarsting	N;SG	N;MASC+FEM;SG
sel	cel	sel	cel	N;SG	N;MASC+FEM;SG
ruimtetuig	ruimtevaartuig	ruimtetuig	ruimtevaartuig	N;SG	N;NEUT;SG
ruimtetuig	ruimteschip	ruimtetuig	ruimteschip	N;SG	N;NEUT;SG
vyande	vijanden	vyand	vijand	N;PL	N;PL
immigrasie	immigratie	immigrasie	immigratie	N;SG	N;MASC+FEM;SG
immigrasie	immigratiedienst	immigrasie	immigratiedienst	N;SG	N;MASC+FEM;SG
termiese	thermische	termies	thermisch	ADJ;NOM	ADJ
termiese	thermisch	termies	thermisch	ADJ;NOM	ADJ
dagboek	dagboek	dagboek	dagboek	N;SG	N;NEUT;SG
debat	discussie	debat	discussie	N;SG	N;MASC+FEM;SG
debat	debat	debat	debat	N;SG	N;NEUT;SG
assistent	assistente	assistent	assistent	N;SG	N;MASC+FEM;SG
assistent	assistent	assistent	assistent	N;SG	N;MASC+FEM;SG
assistent	tovenaar	assistent	tovenaar	N;SG	N;MASC+FEM;SG
assistent	wizard	assistent	wizard	N;SG	N;MASC+FEM;SG
straling	straling	straling	straling	N;SG	N;MASC+FEM;SG
straling	bestraling	straling	bestraling	N;SG	N;MASC+FEM;SG
goedkeuring	goedkeuring	goedkeuring	goedkeuring	N;SG	N;MASC+FEM;SG
voorberei	voorbereiden	voorberei	voorbereiden	V;PRS	V;NFIN
voorberei	klaarmaken	voorberei	klaarmaken	V;PRS	V;NFIN
graan	graan	graan	graan	N;SG	N;NEUT;SG
vyftien	vijftien	vyftien	vijftien	NUM	NUM
vorentoe	doorsturen	vorentoe	doorstuur	V;PRS	V;NFIN
verteenwoordiger	vertegenwoordiger	verteenwoordiger	vertegenwoordiger	N;SG	N;MASC+FEM;SG
koreaanse	koreaanse	koreaans	koreaans	ADJ;NOM	ADJ
koreaanse	koreaans	koreaans	koreaan	ADJ;NOM	ADJ
liter	liter	liter	liter	N;SG	N;MASC+FEM;SG
liter	liter	liter	liter	N;SG	N;MASC+FEM;SG
fries	friet	fries	friet	N;SG	N;MASC+FEM;SG
fries	patat	fries	patat	N;SG	N;MASC+FEM;SG
sink	zinkt	sink	zinken	V;PRS	V;SG;PRS;FIN
posisies	posities	posisie	positie	N;PL	N;PL
plaat	plaat	plaat	plaat	N;SG	N;MASC+FEM;SG
plaat	bord	plaat	bord	N;SG	N;NEUT;SG
kampe	kampen	kampe	kamp	N;PL	N;PL
venesië	venetie	venesië	venetie	N;SG	N;MASC+FEM;SG
venesië	venetië	venesië	venetië	N;SG	N;NEUT;SG
vrystelling	release	vrystelling	release	N;SG	N;MASC+FEM;SG
vrystelling	vrijlating	vrystelling	vrijlating	N;SG	N;MASC+FEM;SG
vrystelling	vrijgave	vrystelling	vrijgave	N;SG	N;MASC+FEM;SG
gooi	gooien	gooi	gooien	V;PRS	V;NFIN
gooi	gooi	gooi	gooi	V;PRS	V;SG;PRS;FIN
katalogus	catalogus	katalogus	catalogus	N;SG	N;MASC+FEM;SG
katalogus	catalogus	katalogus	catalogus	N;SG	N;MASC+FEM;SG
veronderstel	verondersteld	veronderstel	veronderstellen	V;PRS	V;V.PTCP
saamgestelde	composiet	saamstel	composiet	ADJ;NOM	ADJ
myn	mijnbouw	myn	mijnbouw	N;SG	N;MASC+FEM;SG
mont	mont	mont	mont	N;SG	N;MASC+FEM;SG
klink	klinkt	klink	klinken	V;PRS	V;SG;PRS;FIN
kamers	kamers	kamer	kamer	N;PL	N;PL
plattelandse	rustieke	plattelands	rustiek	ADJ;NOM	ADJ
herdenking	huwelijksverjaardag	herdenking	huwelijksverjaardag	N;SG	N;MASC+FEM;SG
herdenking	jubileum	herdenking	jubileum	N;SG	N;NEUT;SG
intellektuele	intellectuele	intellektueel	intellectueel	ADJ;NOM	ADJ
intellektuele	intellectueel	intellektueel	intellectueel	ADJ;NOM	ADJ
prokureur	advocaat	prokureur	advocaat	N;SG	N;MASC+FEM;SG
prokureur	advocate	prokureur	advocate	N;SG	N;MASC+FEM;SG
prokureur	jurist	prokureur	jurist	N;SG	N;MASC+FEM;SG
held	held	held	held	N;SG	N;MASC+FEM;SG
held	hero	held	hero	N;SG	N;MASC+FEM;SG
effekte	uitwerkingen	effekte	uitwerking	N;PL	N;PL
effekte	effecten	effekte	effect	N;PL	N;PL
effekte	gevolgen	effekte	gevolg	N;PL	N;PL
alexandrië	alexandrië	alexandrië	alexandrië	N;SG	N;MASC+FEM;SG
alexandrië	alexandria	alexandrië	alexandria	N;SG	N;MASC+FEM;SG
gesonde	gezonde	gesond	gezonde	ADJ;NOM	ADJ
gesonde	gezond	gesond	gezond	ADJ;NOM	ADJ
aires	aires	aires	aires	N;SG	N;MASC+FEM;SG
kwalifiseer	kwalificeren	kwalifiseer	kwalificeren	V;PRS	V;NFIN
suiker	suiker	suiker	suiker	N;SG	N;MASC+FEM;SG
kriteria	criteria	kriterium	criterium	N;PL	N;PL
suur	acid	suur	acid	N;SG	N;MASC+FEM;SG
vrug	fruit	vrug	fruit	N;SG	N;NEUT;SG
vrug	vrucht	vrug	vrucht	N;SG	N;MASC+FEM;SG
westminster	westminster	westminster	westminster	N;SG	N;MASC+FEM;SG
mediterreense	mediterrane	mediterreens	mediterrane	ADJ;NOM	ADJ
kapel	kapel	kapel	kapel	N;SG	N;MASC+FEM;SG
opgedra	gewijd	opdra	wijden	V;PST;V.PTCP	V;V.PTCP
opgedra	opgedragen	opdra	dragen	V;PST;V.PTCP	V;V.PTCP
turke	turks	turk	turk	ADJ;NOM	ADJ
syfer	cijfer	syfer	cijfer	N;SG	N;NEUT;SG
sitplek	seat	sitplek	seten	N;SG	N;MASC+FEM;SG
sitplek	zitplaats	sitplek	zitplaats	N;SG	N;MASC+FEM;SG
sitplek	stoel	sitplek	stoel	N;SG	N;MASC+FEM;SG
sitplek	zetel	sitplek	zetel	N;SG	N;MASC+FEM;SG
onderhandelinge	onderhandelingen	onderhandeling	onderhandeling	N;PL	N;PL
kragtige	machtig	kragtig	machtig	ADJ;NOM	ADJ
kragtige	krachtig	kragtig	krachtig	ADJ;NOM	ADJ
kragtige	krachtige	kragtig	krachtig	ADJ;NOM	ADJ
musikante	musici	musikant	musicus	N;PL	N;PL
musikante	muzikanten	musikant	muzikant	N;PL	N;PL
herfs	vallen	herfs	vallen	V;PRS	V;NFIN
kwessie	afgifte	kwessie	afgifte	N;SG	N;MASC+FEM;SG
kwessie	uitgifte	kwessie	uitgifte	N;SG	N;MASC+FEM;SG
kwessie	kwestie	kwessie	kwestie	N;SG	N;MASC+FEM;SG
aandele	voorraden	aandel	voorraad	N;PL	N;PL
stil	zwijgen	stil	zwijgen	V;PRS	V;NFIN
globale	mondiale	globaal	mondiaal	ADJ;NOM	ADJ
globale	globaal	globaal	globaal	ADJ;NOM	ADJ
globale	wereldwijd	globaal	wereldwijd	ADJ;NOM	ADJ
meester	master	meester	master	N;SG	N;MASC+FEM;SG
meester	meester	meester	meester	N;SG	N;MASC+FEM;SG
moskee	moskee	moskee	moskee	N;SG	N;MASC+FEM;SG
prestasies	prestaties	prestasie	prestatie	N;PL	N;PL
prestasies	verwezenlijkingen	prestasie	verwezenlijking	N;PL	N;PL
ceres	ceres	ceres	ceres	N;SG	N;MASC+FEM;SG
toeneem	stijgend	toeneem	stijgen	V;PRS	V;V.PTCP
toeneem	stijgende	toeneem	stijgen	V;PRS	V;V.PTCP
toeneem	rijzende	toeneem	rijzen	V;PRS	V;V.PTCP
referendum	referenda	referendum	referenda	N;SG	N;MASC+FEM;SG
referendum	referendum	referendum	referendum	N;SG	N;NEUT;SG
vakansies	vakanties	vakansie	vakantie	N;PL	N;PL
vakansies	feestdagen	vakansie	feestdag	N;PL	N;PL
vakansies	vakanties	vakansie	vakantie	N;PL	N;PL
reise	trips	reis	trips	N;PL	N;PL
teleskoop	telescoop	teleskoop	telescoop	N;SG	N;MASC+FEM;SG
grammatika	grammatica	grammatika	grammatica	N;SG	N;MASC+FEM;SG
periodes	tijdvakken	periode	tijdvak	N;PL	N;PL
periodes	perioden	periode	period	N;PL	N;PL
periodes	periodes	periode	periode	N;PL	N;PL
alledaagse	dagelijks	alledaags	dagelijks	ADJ;NOM	ADJ
alledaagse	alledaags	alledaags	alledaags	ADJ;NOM	ADJ
bas	schors	bas	schor	N;SG	N;MASC+FEM;SG
bas	bast	bas	bast	N;SG	N;MASC+FEM;SG
bas	basgitaar	bas	basgitaar	N;SG	N;MASC+FEM;SG
bas	baars	bas	baars	N;SG	N;MASC+FEM;SG
bas	bas	bas	bas	N;SG	N;MASC+FEM;SG
bas	bass	bas	bass	N;SG	N;MASC+FEM;SG
voordele	voordelen	voordeel	voordeel	N;PL	N;PL
voordele	voordelen	voordeel	voordeel	N;PL	N;PL
voordele	uitkeringen	voordeel	uitkering	N;PL	N;PL
gesoek	gezocht	gesoek	zoeken	V;PST;V.PTCP	V;V.PTCP
konsentrasie	concentratie	konsentrasie	concentratie	N;SG	N;MASC+FEM;SG
ingedeel	verdeelde	indeel	verdelen	V;PST;V.PTCP	V;SG;PST;FIN
ingedeel	verdeeld	indeel	verdelen	V;PST;V.PTCP	V;V.PTCP
beeldhouer	beeldhouwer	beeldhouer	beeldhouwer	N;SG	N;MASC+FEM;SG
redelike	redelijke	redelik	redelijk	ADJ;NOM	ADJ
redelike	redelijk	redelik	redelijk	ADJ;NOM	ADJ
statistieke	statistieken	statistiek	statistiek	N;PL	N;PL
statistieke	statistieken	statistiek	statistiek	N;PL	N;PL
meervoud	meervoud	meervoud	meervoud	N;SG	N;NEUT;SG
atlas	atlas	atlas	atlas	N;SG	N;MASC+FEM;SG
voete	voeten	voet	voet	N;PL	N;PL
voete	voetjes	voet	voet	N;PL	N;PL
gevangenis	gevangenis	gevangenis	gevangenis	N;SG	N;MASC+FEM;SG
ontbinding	ontbinding	ontbinding	ontbinding	N;SG	N;MASC+FEM;SG
insig	inzicht	insig	inzicht	N;SG	N;NEUT;SG
teenstanders	tegenstanders	teenstander	tegenstander	N;PL	N;PL
vat	nemen	vat	nemen	V;PRS	V;NFIN
vat	neem	vat	nemen	V;PRS	V;SG;PRS;FIN
vat	nemen	vat	nemen	V;PRS	V;NFIN
tempels	tempels	tempel	tempel	N;PL	N;PL
instrument	instrument	instrument	instrument	N;SG	N;NEUT;SG
skets	tekenen	skets	tekenen	V;PRS	V;NFIN
foute	fouten	fout	fout	N;PL	N;PL
foute	vergissingen	fout	vergissing	N;PL	N;PL
wolwe	wolven	wolwe	wolven	N;PL	N;PL
kruistog	kruistocht	kruistog	kruistocht	N;SG	N;MASC+FEM;SG
geweet	wisten	weet	weten	V;PST;V.PTCP	V;PL;PST;FIN
geweet	wist	weet	weten	V;PST;V.PTCP	V;SG;PST;FIN
skaak	schaken	skaak	schaken	V;PRS	V;NFIN
oorsake	oorzaken	oorsaak	oorzaak	N;PL	N;PL
meubels	meubels	meubel	meubel	N;PL	N;PL
meubels	meubelen	meubel	meubelen	N;PL	N;PL
bundesliga	bundesliga	bundesliga	bundesliga	N;SG	N;MASC+FEM;SG
laai	laad	laai	laad	V;PRS	V;SG;PRS;FIN
laai	laden	laai	laden	V;PRS	V;NFIN
anale	anale	anaal	anaal	ADJ;NOM	ADJ
definieer	benadrukken	definieer	benadrukken	V;PRS	V;NFIN
definieer	onderstrepen	definieer	onderstrepen	V;PRS	V;NFIN
definieer	definiëren	definieer	definiër	V;PRS	V;NFIN
definieer	definieer	definieer	definieer	V;PRS	V;SG;PRS;FIN
argentynse	argentijns	argentyns	argentijns	ADJ;NOM	ADJ
argentynse	argentijnse	argentyns	argentijns	ADJ;NOM	ADJ
brein	brein	brein	brein	N;SG	N;NEUT;SG
eggenoot	echtgenoot	eggenoot	echtgenoot	N;SG	N;MASC+FEM;SG
eggenoot	echtgenote	eggenoot	echtgenote	N;SG	N;MASC+FEM;SG
reputasie	reputatie	reputasie	reputatie	N;SG	N;MASC+FEM;SG
woordeskat	woordenschat	woordeskat	woordenschat	N;SG	N;MASC+FEM;SG
woordeskat	woordenlijst	woordeskat	woordenlijst	N;SG	N;MASC+FEM;SG
veertien	veertien	veertien	veertien	NUM	NUM
grot	grot	grot	grot	N;SG	N;MASC+FEM;SG
kritiese	kritische	krities	kritisch	ADJ;NOM	ADJ
kritiese	kritisch	krities	kritisch	ADJ;NOM	ADJ
dramatiese	dramatische	dramaties	dramatisch	ADJ;NOM	ADJ
dramatiese	dramatisch	dramaties	dramatisch	ADJ;NOM	ADJ
besittings	bezittingen	besitting	bezitting	N;PL	N;PL
aanvaarding	acceptatie	aanvaarding	acceptatie	N;SG	N;MASC+FEM;SG
aanvaarding	aanvaarding	aanvaarding	aanvaarding	N;SG	N;MASC+FEM;SG
toeskouers	watchers	toeskouer	watcher	N;PL	N;PL
gimnasium	sportschool	gimnasium	sportschool	N;SG	N;MASC+FEM;SG
euro	euro	euro	euro	N;SG	N;MASC+FEM;SG
eienaars	baasjes	eienaars	baas	N;PL	N;PL
eienaars	eigenaren	eienaars	eigenaar	N;PL	N;PL
eienaars	eigenaars	eienaars	eigenaar	N;PL	N;PL
alaska	alaska	alaska	alaska	N;SG	N;NEUT;SG
drank	drankje	drank	drank	N;SG	N;NEUT;SG
gestem	gestemd	stem	stemmen	V;PST;V.PTCP	V;V.PTCP
gestem	stemde	stem	stemmen	V;PST;V.PTCP	V;SG;PST;FIN
gif	gif	gif	gif	N;SG	N;NEUT;SG
biologie	biologie	biologie	biologie	N;SG	N;MASC+FEM;SG
kampus	campus	kampus	campus	N;SG	N;MASC+FEM;SG
lewenslange	levenslang	lewenslank	levenslang	ADJ;NOM	ADJ
fondse	fondsen	fonds	fonds	N;PL	N;PL
teoretiese	theoretische	teoreties	theoretisch	ADJ;NOM	ADJ
teoretiese	theoretisch	teoreties	theoretisch	ADJ;NOM	ADJ
abel	abel	abel	abel	N;SG	N;MASC+FEM;SG
broek	doek	broek	doek	N;SG	N;NEUT;SG
broek	broek	broek	broek	N;SG	N;MASC+FEM;SG
suidwestelike	zuidwest	suidwestelik	zuidwest	N;SG	N;NEUT;SG
suidwestelike	southwestern	suidwestelik	southwestern	N;SG	N;MASC+FEM;SG
komponent	bestanddeel	komponent	bestanddeel	N;SG	N;NEUT;SG
komponent	onderdeel	komponent	onderdeel	N;SG	N;NEUT;SG
komponent	component	komponent	component	N;SG	N;MASC+FEM;SG
gasse	dampen	gas	damp	N;PL	N;PL
gasse	gassen	gas	gas	N;PL	N;PL
gereedskap	gereedschap	gereedskap	gereedschap	N;SG	N;NEUT;SG
arena	arena	arena	arena	N;SG	N;MASC+FEM;SG
mynbou	mijnbouw	mynbou	mijnbouw	N;SG	N;MASC+FEM;SG
droogte	droogte	droogte	droogte	N;SG	N;MASC+FEM;SG
sisteem	systeem	sisteem	systeem	N;SG	N;NEUT;SG
sisteem	stelsel	sisteem	stelsel	N;SG	N;NEUT;SG
stappe	stappen	stap	stap	N;PL	N;PL
stappe	stapjes	stap	stap	N;PL	N;PL
geliefde	geliefd	gelief	geliefd	ADJ;NOM	ADJ
bewaring	behoud	bewaring	behoud	N;SG	N;NEUT;SG
bewaring	conservering	bewaring	conservering	N;SG	N;MASC+FEM;SG
bewaring	instandhouding	bewaring	instandhouding	N;SG	N;MASC+FEM;SG
bewaring	behoud	bewaring	behoud	N;SG	N;NEUT;SG
bewaring	bewaring	bewaring	bewaring	N;SG	N;MASC+FEM;SG
bewaring	conservering	bewaring	conservering	N;SG	N;MASC+FEM;SG
neo	neo	neo	neo	N;SG	N;MASC+FEM;SG
bestemmings	bestemmingen	bestemming	bestemming	N;PL	N;PL
baba	baby	baba	baby	N;SG	N;MASC+FEM;SG
baba	schat	baba	schat	N;SG	N;MASC+FEM;SG
baba	schatje	baba	schat	N;SG	N;NEUT;SG
konfederasie	confederatie	konfederasie	confederatie	N;SG	N;MASC+FEM;SG
konfederasie	bondsstaat	konfederasie	bondsstaat	N;SG	N;MASC+FEM;SG
treine	treinen	treine	trein	N;PL	N;PL
botsing	botsing	botsing	botsing	N;SG	N;MASC+FEM;SG
botsing	clash	botsing	clash	N;SG	N;MASC+FEM;SG
deure	deuren	deur	deur	N;PL	N;PL
voorval	voorval	voorval	voorval	N;SG	N;NEUT;SG
voorval	incident	voorval	incident	N;SG	N;NEUT;SG
fonds	fonds	fonds	fonds	N;SG	N;NEUT;SG
klop	klop	klop	klop	V;PRS	V;SG;PRS;FIN
klop	kloppen	klop	kloppen	V;PRS	V;NFIN
pyn	pijn	pyn	pijn	N;SG	N;MASC+FEM;SG
stene	dobbelstenen	stene	dobbelsteen	N;PL	N;PL
voorwaardes	omstandigheden	voorwaarde	omstandigheid	N;PL	N;PL
voorwaardes	condities	voorwaarde	conditie	N;PL	N;PL
voorwaardes	voorwaarden	voorwaarde	voorwaarde	N;PL	N;PL
voorwaardes	termen	voorwaarde	term	N;PL	N;PL
voorwaardes	voorwaarden	voorwaarde	voorwaarde	N;PL	N;PL
piek	spike	piek	spike	N;SG	N;MASC+FEM;SG
gelyktydig	tegelijk	gelyktydig	tegelijk	ADV	ADV
gelyktydig	tegelijkertijd	gelyktydig	tegelijkertijd	ADV	ADV
episode	episode	episode	episode	N;SG	N;MASC+FEM;SG
episode	aflevering	episode	aflevering	N;SG	N;MASC+FEM;SG
kleinseun	kleinzoon	kleinseun	kleinzoon	N;SG	N;MASC+FEM;SG
kolonel	kolonel	kolonel	kolonel	N;SG	N;MASC+FEM;SG
betrokkenheid	engagement	betrokkenheid	engagement	N;SG	N;NEUT;SG
betrokkenheid	betrokkenheid	betrokkenheid	betrokkenheid	N;SG	N;MASC+FEM;SG
betrokkenheid	verloving	betrokkenheid	verloving	N;SG	N;MASC+FEM;SG
koalisie	coalitie	koalisie	coalitie	N;SG	N;MASC+FEM;SG
moderator	moderator	moderator	moderator	N;SG	N;MASC+FEM;SG
begrafnis	begrafenis	begrafnis	begrafenis	N;SG	N;MASC+FEM;SG
begrafnis	uitvaart	begrafnis	uitvaart	N;SG	N;MASC+FEM;SG
ruil	ruilen	ruil	ruilen	V;PRS	V;NFIN
ruil	omwisselen	ruil	omwisselen	V;PRS	V;NFIN
ruil	uitwisselen	ruil	uitwisselen	V;PRS	V;NFIN
gedryf	gedreven	dryf	drijven	V;PST;V.PTCP	V;V.PTCP
plinius	plinius	plinius	plinius	N;SG	N;MASC+FEM;SG
hardloop	rennen	hardloop	rennen	V;PRS	V;NFIN
hardloop	hardlopen	hardloop	hardlopen	V;PRS	V;NFIN
hardloop	rennen	hardloop	rennen	V;PRS	V;NFIN
hardloop	uitvoeren	hardloop	uitvoeren	V;PRS	V;NFIN
vertaler	tolk	vertaler	tolk	N;SG	N;MASC+FEM;SG
vertaler	vertaler	vertaler	vertaler	N;SG	N;MASC+FEM;SG
warhol	warhol	warhol	warhol	N;SG	N;MASC+FEM;SG
uiteenlopende	divers	uiteenloop	diver	ADJ;NOM	ADJ
rey	rey	rey	rey	N;SG	N;MASC+FEM;SG
inisiatief	initiatief	inisiatief	initiatief	N;SG	N;NEUT;SG
fases	fasen	fase	fas	N;PL	N;PL
fases	fases	fase	fase	N;PL	N;PL
koring	maïs	koring	maïs	N;SG	N;MASC+FEM;SG
koring	mais	koring	mais	N;SG	N;MASC+FEM;SG
koring	tarwe	koring	tarw	N;SG	N;MASC+FEM;SG
ateljee	atelier	ateljee	atelier	N;SG	N;NEUT;SG
ateljee	studio	ateljee	studio	N;SG	N;MASC+FEM;SG
ministers	ministers	minister	minister	N;PL	N;PL
museums	musea	museum	museum	N;PL	N;PL
kryt	krijt	kryt	krijt	N;SG	N;NEUT;SG
omvattende	veelomvattend	omvat	veelomvattend	ADJ;NOM	ADJ
omvattende	dynamische	omvat	dynamisch	ADJ;NOM	ADJ
omvattende	dynamisch	omvat	dynamisch	ADJ;NOM	ADJ
prosa	proza	prosa	proza	N;SG	N;NEUT;SG
meisies	meiden	meisie	meiden	N;PL	N;PL
meisies	meisjes	meisie	meisje	N;PL	N;PL
meisies	girls	meisie	girls	N;PL	N;PL
meisies	vrouwtjes	meisie	vrouw	N;PL	N;PL
meisies	vrouwen	meisie	vrouw	N;PL	N;PL
geheue	herinnering	heue	herinnering	N;SG	N;MASC+FEM;SG
geheue	memory	heue	memory	N;SG	N;MASC+FEM;SG
organiseer	organiseren	organiseer	organiseren	V;PRS	V;NFIN
