blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
celler	セル	celler	セル	N;INDF;NEUT;PL	N
konflikter	紛争	konflikt	紛争	N;INDF;MASC+FEM;PL	N
konflikter	コンフリクト	konflikt	コンフリクト	N;INDF;MASC+FEM;PL	N
konflikter	紛争	konflikt	紛争	N;INDF;MASC+FEM;PL	N
konflikter	コンフリクト	konflikt	コンフリクト	N;INDF;MASC+FEM;PL	N
dame	レディ	dame	レディ	N;INDF;MASC+FEM;SG	N
tænke	考え	tænke	考える	V;NFIN;ACT	V
omstændigheder	状況	omstændighed	状況	N;INDF;MASC+FEM;PL	N
omstændigheder	状況	omstændighed	状況	N;INDF;MASC+FEM;PL	N
omstændigheder	事情	omstændighed	事情	N;INDF;MASC+FEM;PL	N
omstændigheder	情状	omstændighed	情状	N;INDF;MASC+FEM;PL	N
mode	ファッション	mode	ファッション	N;INDF;MASC+FEM;SG	N
mode	モード	mode	モード	N;INDF;MASC+FEM;SG	N
efterkommere	子孫	efterkommer	子孫	N;INDF;MASC+FEM;PL	N
efterkommere	後裔	efterkommer	後裔	N;INDF;MASC+FEM;PL	N
efterkommere	末裔	efterkommer	末裔	N;INDF;MASC+FEM;PL	N
shift	シフト	shift	シフト	N;INDF;MASC+FEM;SG	N
kanaler	チャネル	kanal	チャネル	N;INDF;MASC+FEM;PL	N
kanaler	チャンネル	kanal	チャンネル	N;INDF;MASC+FEM;PL	N
kanaler	運河	kanal	運河	N;INDF;MASC+FEM;PL	N
kompagni	会社	kompagni	会社	N;INDF;NEUT;SG	N
sælges	落札	sælge	落札	V;IND;PRS;FIN;PASS	V
brud	花嫁	brud	花嫁	N;INDF;NEUT;SG	N
kontor	事務局	kontor	事務局	N;INDF;NEUT;SG	N
kontor	事務所	kontor	事務所	N;INDF;NEUT;SG	N
kontor	オフィス	kontor	オフィス	N;INDF;NEUT;SG	N
slaver	奴隷	slave	奴隷	N;INDF;MASC+FEM;PL	N
lovgivning	法律	lovgivning	法律	N;INDF;MASC+FEM;SG	N
lovgivning	法学	lovgivning	法学	N;INDF;MASC+FEM;SG	N
lovgivning	立法	lovgivning	立法	N;INDF;MASC+FEM;SG	N
lide	苦しむ	lide	苦しむ	V;NFIN;ACT	V
ton	トン	ton	トン	N;INDF;NEUT;PL	N
ton	トン	ton	トン	N;INDF;NEUT;PL	N
skæbne	運命	skæbne	運命	N;INDF;MASC+FEM;SG	N
skæbne	運命	skæbne	運命	N;INDF;MASC+FEM;SG	N
afhandling	テーゼ	afhandling	テーゼ	N;INDF;MASC+FEM;SG	N
afhandling	論文	afhandling	論文	N;INDF;MASC+FEM;SG	N
grundlaget	基底	grundlag	基底	N;DEF;NEUT;SG	N
ordbog	辞書	ordbog	辞書	N;INDF;MASC+FEM;SG	N
forbedret	改善	forbedre	改善	V;INDF;SG;PST;V.PTCP	V
forbedret	改良	forbedre	改良	V;INDF;SG;PST;V.PTCP	V
forbedret	強化	forbedre	強化	V;INDF;SG;PST;V.PTCP	V
producent	プロデューサー	producent	プロデューサー	N;INDF;MASC+FEM;SG	N
producent	製造	producent	製造	N;INDF;MASC+FEM;SG	N
producent	メーカー	producent	メーカー	N;INDF;MASC+FEM;SG	N
synger	歌う	synge	歌う	V;IND;PRS;FIN;ACT	V
vanskeligt	難しい	vanskeligt	難しい	ADJ;INDF;NEUT;SG	ADJ
nyheder	ニュース	nyhed	ニュース	N;INDF;MASC+FEM;PL	N
udvide	延長	udvide	延長	V;NFIN;ACT	V
bakke	トレイ	bakke	トレイ	N;INDF;MASC+FEM;SG	N
bakke	ヒル	bakke	ヒル	N;INDF;MASC+FEM;SG	N
kristus	キリスト	kristus	キリスト	N;INDF;MASC+FEM;SG	N
diskussioner	ディスカッション	diskussion	ディスカッション	N;INDF;MASC+FEM;PL	N
diskussioner	ディスカッション	diskussion	ディスカッション	N;INDF;MASC+FEM;PL	N
selvstændighed	自治	selvstændighed	自治	N;INDF;MASC+FEM;SG	N
mix	ミックス	milli	ミックス	N;INDF;NEUT;SG	N
kalender	カレンダー	kalende	カレンダー	N;INDF;MASC+FEM;SG	N
fabrik	工場	fabrik	工場	N;INDF;MASC+FEM;SG	N
tower	タワー	towe	タワー	N;INDF;MASC+FEM;PL	N
forlængelse	リニューアル	forlængelse	リニューアル	N;INDF;MASC+FEM;SG	N
ressourcer	リソース	ressource	リソース	N;INDF;MASC+FEM;PL	N
ressourcer	資源	ressource	資源	N;INDF;MASC+FEM;PL	N
western	ウエスタン	western	ウエスタン	N;INDF;MASC+FEM;SG	N
bridge	ブリッジ	bridge	ブリッジ	N;INDF;MASC+FEM;SG	N
tendens	トレンド	tendens	トレンド	N;INDF;MASC+FEM;SG	N
tendens	傾向	tendens	傾向	N;INDF;MASC+FEM;SG	N
beboere	住民	beboer	住民	N;INDF;MASC+FEM;PL	N
beboere	住民	beboer	住民	N;INDF;MASC+FEM;PL	N
strækning	ストレッチ	strækning	ストレッチ	N;INDF;MASC+FEM;SG	N
strækning	ストレッチ	strækning	ストレッチ	N;INDF;MASC+FEM;SG	N
halvø	半島	halvø	半島	N;INDF;MASC+FEM;SG	N
halvø	半島	halvø	半島	N;INDF;MASC+FEM;SG	N
individer	個人	individ	個人	N;INDF;MASC+FEM;PL	N
færre	少ない	få	少ない	ADJ;CMPR;PL	ADJ
færre	少ない	få	少ない	ADJ;CMPR;PL	ADJ
kredse	サークル	kreds	サークル	N;INDF;MASC+FEM;PL	N
rækkefølge	オーダー	rækkefølg	オーダー	N;INDF;MASC+FEM;SG	N
rækkefølge	シーケンス	rækkefølg	シーケンス	N;INDF;MASC+FEM;SG	N
forlader	去る	forlade	去る	V;IND;PRS;FIN;ACT	V
gader	ストリート	gade	ストリート	N;INDF;MASC+FEM;PL	N
udløb	期限	udløb	期限	N;INDF;NEUT;SG	N
bygningerne	建物	bygning	建物	N;DEF;MASC+FEM;PL	N
bygningerne	建築物	bygning	建築物	N;DEF;MASC+FEM;PL	N
ofre	生贄	offer	生贄	N;INDF;NEUT;PL	N
ofre	生贄	offer	生贄	N;INDF;NEUT;PL	N
corporation	コーポレーション	corporation	コーポレーション	N;INDF;MASC+FEM;SG	N
påvirkning	影響	påvirkning	影響	N;INDF;MASC+FEM;SG	N
digitale	デジタル	digital	デジタル	ADJ;PL	ADJ
resolution	解像	resolution	解像	N;INDF;MASC+FEM;SG	N
fond	ファンド	fond	ファンド	N;INDF;MASC+FEM;SG	N
fond	財団	fond	財団	N;INDF;MASC+FEM;SG	N
fond	ファンデーション	fond	ファンデーション	N;INDF;MASC+FEM;SG	N
fond	ファウンデーション	fond	ファウンデーション	N;INDF;MASC+FEM;SG	N
museer	美術館	museum	美術館	N;INDF;NEUT;PL	N
museer	博物館	museum	博物館	N;INDF;NEUT;PL	N
liters	リットル	liter	リットル	N;INDF;MASC+FEM;SG	N
kommissionen	手数	kommission	手数	N;DEF;MASC+FEM;SG	N
kommissionen	コミッション	kommission	コミッション	N;DEF;MASC+FEM;SG	N
inddeling	区画	inddeling	区画	N;INDF;MASC+FEM;SG	N
bogstaver	手紙	bogstave	手紙	N;INDF;NEUT;PL	N
smag	味覚	smag	味覚	N;INDF;MASC+FEM;SG	N
smag	フレーバー	smag	フレーバー	N;INDF;MASC+FEM;SG	N
magasin	マガジン	magasin	マガジン	N;INDF;NEUT;SG	N
magasin	雑誌	magasin	雑誌	N;INDF;NEUT;SG	N
magasin	マグ	magasin	マグ	N;INDF;NEUT;SG	N
magasin	クリップ	magasin	クリップ	N;INDF;NEUT;SG	N
læs	読み	læs	読む	V;IMP	V
læs	読み込み	læs	読み込み	V;IMP	V
læs	読み取り	læs	読み取る	V;IMP	V
læs	読む	læs	読む	V;IMP	V
ambassadør	大使	ambassadør	大使	N;INDF;MASC+FEM;SG	N
grav	墓所	grav	墓所	N;INDF;MASC+FEM;SG	N
turister	ツーリスト	turist	ツーリスト	N;INDF;MASC+FEM;PL	N
kongerige	王国	kongerig	王国	N;INDF;NEUT;SG	N
jura	法律	jura	法律	N;INDF;MASC+FEM;SG	N
jura	法学	jura	法学	N;INDF;MASC+FEM;SG	N
afvist	解散	afvise	解散	V;INDF;SG;PST;V.PTCP	V
afvist	辞退	afvise	辞退	V;INDF;SG;PST;V.PTCP	V
afvist	却下	afvise	却下	V;INDF;SG;PST;V.PTCP	V
bryder	速報	bryde	速報	V;IND;PRS;FIN;ACT	V
fremtid	フューチャー	fremtid	フューチャー	N;INDF;MASC+FEM;SG	N
fremtid	未来	fremtid	未来	N;INDF;MASC+FEM;SG	N
køretøjer	乗り物	køretøj	乗り物	N;INDF;NEUT;PL	N
køretøjer	車両	køretøj	車両	N;INDF;NEUT;PL	N
præsenteret	提示	præsentere	提示	V;INDF;SG;PST;V.PTCP	V
mag	マグ	mag	マグ	N;INDF;MASC+FEM;SG	N
formodentlig	おそらく	formodentlig	おそらく	ADV	ADV
arv	遺産	arv	遺産	N;INDF;MASC+FEM;SG	N
mørk	暗い	mørk	暗い	ADJ;INDF;MASC+FEM;SG	ADJ
produkt	製品	produkt	製品	N;INDF;NEUT;SG	N
produkt	プロダクト	produkt	プロダクト	N;INDF;NEUT;SG	N
forklare	説明	forklare	説明	V;NFIN;ACT	V
universet	宇宙	univers	宇宙	N;DEF;NEUT;SG	N
egenskab	プロパティ	egenskab	プロパティ	N;INDF;MASC+FEM;SG	N
egenskab	財産	egenskab	財産	N;INDF;MASC+FEM;SG	N
bibelen	聖書	bibel	聖書	N;DEF;MASC+FEM;SG	N
tørre	辛口	tør	辛口	ADJ;PL	ADJ
moder	母親	moder	母親	N;INDF;MASC+FEM;SG	N
historik	履歴	historik	履歴	N;INDF;MASC+FEM;SG	N
historik	由緒	historik	由緒	N;INDF;MASC+FEM;SG	N
historik	歴史	historik	歴史	N;INDF;MASC+FEM;SG	N
historik	沿革	historik	沿革	N;INDF;MASC+FEM;SG	N
borg	キャッスル	borg	キャッスル	N;INDF;MASC+FEM;SG	N
beviser	プルーフ	bevis	プルーフ	N;INDF;NEUT;PL	N
beviser	証拠	bevis	証拠	N;INDF;NEUT;PL	N
beviser	証拠	bevis	証拠	N;INDF;NEUT;PL	N
løjtnant	警部	løjtnant	警部	N;INDF;MASC+FEM;SG	N
løjtnant	中尉	løjtnant	中尉	N;INDF;MASC+FEM;SG	N
begivenhed	イベント	begivenhed	イベント	N;INDF;MASC+FEM;SG	N
begivenhed	行事	begivenhed	行事	N;INDF;MASC+FEM;SG	N
vare	製品	vare	製品	N;INDF;MASC+FEM;SG	N
vare	プロダクト	vare	プロダクト	N;INDF;MASC+FEM;SG	N
punk	パンク	punk	パンク	N;INDF;MASC+FEM;SG	N
muslimer	イスラム	muslim	イスラム	N;INDF;MASC+FEM;PL	N
muslimer	ムスリム	muslim	ムスリム	N;INDF;MASC+FEM;PL	N
muslimer	イスラム	muslim	イスラム	N;INDF;MASC+FEM;PL	N
muslimer	ムスリム	muslim	ムスリム	N;INDF;MASC+FEM;PL	N
garden	庭園	gard	庭園	N;DEF;MASC+FEM;SG	N
tør	乾燥	turde	乾燥	V;IND;PRS;FIN;ACT	V
tør	拭く	turde	拭く	V;IND;PRS;FIN;ACT	V
grave	掘る	grave	掘る	V;NFIN;ACT	V
grave	掘る	grave	掘る	V;NFIN;ACT	V
flygtninge	難民	flygtning	難民	N;INDF;MASC+FEM;PL	N
svære	難しい	svær	難しい	ADJ;PL	ADJ
reformer	リフォーム	reform	リフォーム	N;INDF;MASC+FEM;PL	N
fordele	利点	fordel	利点	N;INDF;MASC+FEM;PL	N
fordele	長所	fordel	長所	N;INDF;MASC+FEM;PL	N
fordele	福利	fordel	福利	N;INDF;MASC+FEM;PL	N
universiteter	大学	universitet	大学	N;INDF;MASC+FEM;PL	N
lavt	低い	lav	低い	ADJ;INDF;NEUT;SG	ADJ
begrundelse	理由	begrundelse	理由	N;INDF;MASC+FEM;SG	N
begrundelse	理由	begrundelse	理由	N;INDF;MASC+FEM;SG	N
begrundelse	理性	begrundelse	理性	N;INDF;MASC+FEM;SG	N
begrundelse	論拠	begrundelse	論拠	N;INDF;MASC+FEM;SG	N
umuligt	不可能	umulig	不可能	ADJ;INDF;NEUT;SG	ADJ
slutning	エンド	slutning	エンド	N;INDF;MASC+FEM;SG	N
slutning	エンディング	slutning	エンディング	N;INDF;MASC+FEM;SG	N
vin	ワイン	vin	ワイン	N;INDF;MASC+FEM;SG	N
vin	ワイン	vin	ワイン	N;INDF;MASC+FEM;SG	N
grammy	グラミー	grammy	グラミー	N;INDF;MASC+FEM;SG	N
billedhugger	彫刻	billedhugger	彫刻	N;INDF;MASC+FEM;SG	N
billedhugger	彫刻家	billedhugger	彫刻家	N;INDF;MASC+FEM;SG	N
føler	感じる	føle	感じる	V;IND;PRS;FIN;ACT	V
ansigt	フェイス	ansigt	フェイス	N;INDF;NEUT;SG	N
risiko	リスク	risiko	リスク	N;INDF;MASC+FEM;SG	N
principper	原理	princip	原理	N;INDF;MASC+FEM;PL	N
maskiner	機械	maskine	機械	N;INDF;MASC+FEM;PL	N
maskiner	機械	maskine	機械	N;INDF;MASC+FEM;PL	N
udvidede	拡張	udvide	拡張	V;PL;PST;V.PTCP	V
udvidede	延長	udvide	延長	V;PL;PST;V.PTCP	V
klasser	クラス	klasse	クラス	N;INDF;MASC+FEM;PL	N
hurtige	速い	hurtig	速い	ADJ;PL	ADJ
hurtige	高速	hurtig	高速	ADJ;PL	ADJ
tanke	戦車	tanke	戦車	N;INDF;MASC+FEM;SG	N
traditioner	伝統	tradition	伝統	N;INDF;MASC+FEM;PL	N
traditioner	伝統	tradition	伝統	N;INDF;MASC+FEM;PL	N
wars	戦争	wars	戦争	N;INDF;MASC+FEM;SG	N
kandidater	候補	kandidat	候補	N;INDF;MASC+FEM;PL	N
kandidater	卒業生	kandidat	卒業生	N;INDF;MASC+FEM;PL	N
åbner	開く	åbne	開く	V;IND;PRS;FIN;ACT	V
åbner	開く	åbne	開く	V;IND;PRS;FIN;ACT	V
pause	ブレーク	pause	ブレーク	N;INDF;MASC+FEM;SG	N
foreninger	組合	forening	組合	N;INDF;MASC+FEM;PL	N
kopi	重	kopi	重	N;INDF;MASC+FEM;SG	N
kopi	レプリカ	kopi	レプリカ	N;INDF;MASC+FEM;SG	N
dyb	深い	dyb	深い	ADJ;INDF;MASC+FEM;SG	ADJ
anmeldelse	お	anmeldelse	お	N;INDF;MASC+FEM;SG	N
anmeldelse	レビュー	anmeldelse	レビュー	N;INDF;MASC+FEM;SG	N
anmeldelse	審査	anmeldelse	審査	N;INDF;MASC+FEM;SG	N
anmeldelse	レポート	anmeldelse	レポート	N;INDF;MASC+FEM;SG	N
himlen	天国	himmel	天国	N;DEF;MASC+FEM;SG	N
himlen	スカイ	himmel	スカイ	N;DEF;MASC+FEM;SG	N
papir	用紙	papir	用紙	N;INDF;NEUT;SG	N
papir	ペーパー	papir	ペーパー	N;INDF;NEUT;SG	N
objekter	オブジェクト	objekt	オブジェクト	N;INDF;NEUT;PL	N
klosteret	修道	klostere	修道	N;DEF;NEUT;SG	N
klosteret	僧院	klostere	僧院	N;DEF;NEUT;SG	N
aksel	シャフト	aksel	シャフト	N;INDF;MASC+FEM;SG	N
ånd	精神	ånd	精神	N;INDF;MASC+FEM;SG	N
ånd	スピリット	ånd	スピリット	N;INDF;MASC+FEM;SG	N
begreber	概念	begreb	概念	N;INDF;NEUT;PL	N
begreber	コンセプト	begreb	コンセプト	N;INDF;NEUT;PL	N
glas	グラス	glas	グラス	N;INDF;NEUT;SG	N
glas	ガラス	glas	ガラス	N;INDF;NEUT;SG	N
stranden	砂浜	strand	砂浜	N;DEF;MASC+FEM;SG	N
castle	キャッスル	castle	キャッスル	N;INDF;MASC+FEM;SG	N
præsidenten	大統領	præsident	大統領	N;DEF;MASC+FEM;SG	N
præsidenten	社長	præsident	社長	N;DEF;MASC+FEM;SG	N
ødelægge	破壊	ødelægge	破壊	V;NFIN;ACT	V
forkortelse	略語	forkortelse	略語	N;INDF;MASC+FEM;SG	N
forkortelse	略称	forkortelse	略称	N;INDF;MASC+FEM;SG	N
sedan	セダン	sedan	セダン	N;INDF;MASC+FEM;SG	N
lærere	教員	lærer	教員	N;INDF;MASC+FEM;PL	N
lærere	教師	lærer	教師	N;INDF;MASC+FEM;PL	N
kommentar	コメント	kommentar	コメント	N;INDF;MASC+FEM;SG	N
dagbladet	新聞紙	dagblad	新聞紙	N;DEF;NEUT;SG	N
dagbladet	新聞	dagblad	新聞	N;DEF;NEUT;SG	N
kød	食肉	kød	食肉	N;INDF;NEUT;SG	N
kød	肉体	kød	肉体	N;INDF;NEUT;SG	N
krise	危機	krise	危機	N;INDF;MASC+FEM;SG	N
church	教会堂	church	教会堂	N;INDF;MASC+FEM;SG	N
church	教会	church	教会	N;INDF;MASC+FEM;SG	N
flytter	引越	flytte	引越	V;IND;PRS;FIN;ACT	V
flytter	移動	flytte	移動	V;IND;PRS;FIN;ACT	V
forestillinger	アイデア	forestilling	アイデア	N;INDF;MASC+FEM;PL	N
forestillinger	アイディア	forestilling	アイディア	N;INDF;MASC+FEM;PL	N
hjørne	コーナー	hjørne	コーナー	N;INDF;NEUT;SG	N
arrangementer	イベント	arrangement	イベント	N;INDF;NEUT;PL	N
arrangementer	行事	arrangement	行事	N;INDF;NEUT;PL	N
sporet	トラック	spor	トラック	N;DEF;NEUT;SG	N
sporet	トレイル	spor	トレイル	N;DEF;NEUT;SG	N
lørdag	土曜日	lørdag	土曜日	N;INDF;MASC+FEM;SG	N
busser	コーチ	bus	コーチ	N;INDF;MASC+FEM;PL	N
tilbud	クーポン	tilbud	クーポン	N;INDF;NEUT;PL	N
tilbud	オファー	tilbud	オファー	N;INDF;NEUT;PL	N
tilbud	クーポン	tilbud	クーポン	N;INDF;NEUT;PL	N
kampagnen	キャンペーン	kampagne	キャンペーン	N;DEF;MASC+FEM;SG	N
træning	トレーニング	træning	トレーニング	N;INDF;MASC+FEM;SG	N
træning	講習	træning	講習	N;INDF;MASC+FEM;SG	N
træning	練習	træning	練習	N;INDF;MASC+FEM;SG	N
ilt	酸素	ilt	酸素	N;INDF;MASC+FEM;SG	N
skjult	隠し	skjult	隠す	V;INDF;SG;PST;V.PTCP	V
gennemsnit	平均	gennemsnit	平均	N;INDF;NEUT;SG	N
dybde	深度	dybde	深度	N;INDF;MASC+FEM;SG	N
dybde	奥行き	dybde	奥行き	N;INDF;MASC+FEM;SG	N
argument	論証	argument	論証	N;INDF;NEUT;SG	N
vurdering	評定	vurdering	評定	N;INDF;MASC+FEM;SG	N
stub	スタブ	stub	スタブ	N;INDF;MASC+FEM;SG	N
stub	スタンプ	stub	スタンプ	N;INDF;MASC+FEM;SG	N
skak	チェス	skak	チェス	N;INDF;MASC+FEM;SG	N
opgivet	放棄	opgive	放棄	V;INDF;SG;PST;V.PTCP	V
sejle	船出	sejle	船出	V;NFIN;ACT	V
bokser	ボクサー	bokse	ボクサー	N;INDF;MASC+FEM;SG	N
bokser	ファイター	bokse	ファイター	N;INDF;MASC+FEM;SG	N
venlig	親切	venlig	親切	ADJ;INDF;MASC+FEM;SG	ADJ
slam	汚泥	slam	汚泥	N;INDF;NEUT;SG	N
slam	スラム	slam	スラム	N;INDF;NEUT;SG	N
apple	リンゴ	apple	リンゴ	N;INDF;MASC+FEM;SG	N
apple	林	apple	林	N;INDF;MASC+FEM;SG	N
licens	免許	lic	免許	N;INDF;MASC+FEM;SG	N
licens	ライセンス	lic	ライセンス	N;INDF;MASC+FEM;SG	N
licens	ライセンス	lic	ライセンス	N;INDF;MASC+FEM;SG	N
licens	ライセンス	lic	ライセンス	N;INDF;MASC+FEM;SG	N
konstruktion	デザイン	konstruktion	デザイン	N;INDF;MASC+FEM;SG	N
konstruktion	意匠	konstruktion	意匠	N;INDF;MASC+FEM;SG	N
frygt	恐怖	frygt	恐怖	N;INDF;MASC+FEM;SG	N
negative	ネガティブ	negativ	ネガティブ	ADJ;PL	ADJ
landsbyerne	村落	landsby	村落	N;DEF;MASC+FEM;PL	N
betingelser	条件	betingelse	条件	N;INDF;MASC+FEM;PL	N
formen	図形	formen	図形	N;DEF;MASC+FEM;SG	N
formen	形状	formen	形状	N;DEF;MASC+FEM;SG	N
formen	シェイプ	formen	シェイプ	N;DEF;MASC+FEM;SG	N
formen	形式	formen	形式	N;DEF;MASC+FEM;SG	N
noter	注記	note	注記	N;INDF;MASC+FEM;PL	N
noter	メモ	note	メモ	N;INDF;MASC+FEM;PL	N
noter	備考	note	備考	N;INDF;MASC+FEM;PL	N
noter	ノート	note	ノート	N;INDF;MASC+FEM;PL	N
biblioteket	図書館	bibliotek	図書館	N;DEF;NEUT;SG	N
biblioteket	ライブラリ	bibliotek	ライブラリ	N;DEF;NEUT;SG	N
vente	待ち	vente	待つ	V;NFIN;ACT	V
motorvej	ハイウェイ	motorvej	ハイウェイ	N;INDF;MASC+FEM;SG	N
motorvej	公道	motorvej	公道	N;INDF;MASC+FEM;SG	N
afsløret	露出	afsløre	露出	V;INDF;SG;PST;V.PTCP	V
paven	教皇	pave	教皇	N;DEF;MASC+FEM;SG	N
diplomat	外交官	diplomat	外交官	N;INDF;MASC+FEM;SG	N
vejr	天気	vejr	天気	N;INDF;NEUT;SG	N
vejr	気象	vejr	気象	N;INDF;NEUT;SG	N
fætter	従姉妹	fætter	従姉妹	N;INDF;MASC+FEM;SG	N
fætter	従兄弟	fætter	従兄弟	N;INDF;MASC+FEM;SG	N
fætter	いとこ	fætter	いとこ	N;INDF;MASC+FEM;SG	N
værste	最悪	slem	最悪	ADJ;DEF;RL	ADJ
myndighed	権威	myndighed	権威	N;INDF;MASC+FEM;SG	N
myndighed	権限	myndighed	権限	N;INDF;MASC+FEM;SG	N
myndighed	職権	myndighed	職権	N;INDF;MASC+FEM;SG	N
kunde	顧客	kunde	顧客	N;INDF;MASC+FEM;SG	N
kunde	クライアント	kunde	クライアント	N;INDF;MASC+FEM;SG	N
læst	読み	læse	読む	V;INDF;SG;PST;V.PTCP	V
læst	読み込み	læse	読み込み	V;INDF;SG;PST;V.PTCP	V
læst	読み取り	læse	読み取る	V;INDF;SG;PST;V.PTCP	V
læst	読む	læse	読む	V;INDF;SG;PST;V.PTCP	V
valley	バレー	valley	バレー	N;INDF;MASC+FEM;SG	N
nettet	ネットワーク	net	ネットワーク	N;DEF;NEUT;SG	N
alderen	年齢	alder	年齢	N;DEF;MASC+FEM;SG	N
turné	ツアー	turné	ツアー	N;INDF;MASC+FEM;SG	N
læser	読み込み	læse	読み込み	V;IND;PRS;FIN;ACT	V
læser	読書	læse	読書	V;IND;PRS;FIN;ACT	V
vinduer	windows	vindue	windows	N;INDF;NEUT;PL	N
retninger	方向	retning	方向	N;INDF;MASC+FEM;PL	N
retninger	道	retning	道	N;INDF;MASC+FEM;PL	N
fakultet	学部	fakulte	学部	N;DEF;NEUT;SG	N
fakultet	教職員	fakulte	教職員	N;DEF;NEUT;SG	N
vandløb	ストリーム	vandløb	ストリーム	N;INDF;NEUT;SG	N
vandløb	河川	vandløb	河川	N;INDF;NEUT;SG	N
kommandant	司令官	kommandant	司令官	N;INDF;MASC+FEM;SG	N
management	マネジメント	management	マネジメント	N;INDF;NEUT;SG	N
management	マネージメント	management	マネージメント	N;INDF;NEUT;SG	N
musical	ミュージカル	musical	ミュージカル	N;INDF;MASC+FEM;SG	N
venus	金星	venus	金星	N;INDF;MASC+FEM;SG	N
geografi	地理	geografi	地理	N;INDF;MASC+FEM;SG	N
angives	指定	angive	指定	V;IND;PRS;FIN;PASS	V
fortælling	ストーリー	fortælling	ストーリー	N;INDF;MASC+FEM;SG	N
fortælling	物語	fortælling	物語	N;INDF;MASC+FEM;SG	N
sælger	売る	sælge	売る	V;IND;PRS;FIN;ACT	V
sælger	販売	sælge	販売	V;IND;PRS;FIN;ACT	V
trussel	脅威	trussel	脅威	N;INDF;MASC+FEM;SG	N
foredrag	教本	foredrag	教本	N;INDF;NEUT;SG	N
flyve	飛ぶ	flyve	飛ぶ	V;NFIN;ACT	V
flyve	飛ぶ	flyve	飛ぶ	V;NFIN;ACT	V
chance	チャンス	chance	チャンス	N;INDF;MASC+FEM;SG	N
ejendomme	建物	ejendom	建物	N;INDF;MASC+FEM;PL	N
ejendomme	建築物	ejendom	建築物	N;INDF;MASC+FEM;PL	N
ejendomme	プロパティ	ejendom	プロパティ	N;INDF;MASC+FEM;PL	N
ejendomme	属性	ejendom	属性	N;INDF;MASC+FEM;PL	N
shorts	ショーツ	shorts	ショーツ	N;INDF;MASC+FEM;SG	N
flugt	エスケープ	flugt	エスケープ	N;INDF;MASC+FEM;SG	N
banken	バンク	bank	バンク	N;DEF;MASC+FEM;SG	N
banken	銀行	bank	銀行	N;DEF;MASC+FEM;SG	N
rækkevidde	範囲	rækkevidde	範囲	N;INDF;MASC+FEM;SG	N
rækkevidde	スコープ	rækkevidde	スコープ	N;INDF;MASC+FEM;SG	N
rækkevidde	範囲	rækkevidde	範囲	N;INDF;MASC+FEM;SG	N
rækkevidde	レンジ	rækkevidde	レンジ	N;INDF;MASC+FEM;SG	N
rækkevidde	リーチ	rækkevidde	リーチ	N;INDF;MASC+FEM;SG	N
tillæg	付録	tillæg	付録	N;INDF;NEUT;SG	N
sygehus	病院	sygehus	病院	N;INDF;NEUT;SG	N
ringen	リング	ring	リング	N;DEF;MASC+FEM;SG	N
ringen	指輪	ring	指輪	N;DEF;MASC+FEM;SG	N
glæde	幸福	glæde	幸福	N;INDF;MASC+FEM;SG	N
straf	ペナルティ	straf	ペナルティ	N;INDF;MASC+FEM;SG	N
straf	センテンス	straf	センテンス	N;INDF;MASC+FEM;SG	N
straf	文章	straf	文章	N;INDF;MASC+FEM;SG	N
tilvækst	増分	tilvækst	増分	N;INDF;MASC+FEM;SG	N
tilvækst	インクリメント	tilvækst	インクリメント	N;INDF;MASC+FEM;SG	N
kunsten	アート	kunst	アート	N;DEF;MASC+FEM;SG	N
kunsten	芸術	kunst	芸術	N;DEF;MASC+FEM;SG	N
kunsten	美術	kunst	美術	N;DEF;MASC+FEM;SG	N
besked	メッセージ	besked	メッセージ	N;INDF;MASC+FEM;SG	N
besked	伝言	besked	伝言	N;INDF;MASC+FEM;SG	N
stik	スティック	stik	スティック	N;INDF;NEUT;SG	N
kvalifikation	資格	kvalifikation	資格	N;INDF;MASC+FEM;SG	N
skiftende	交代	skifte	交代	V;PRS;V.PTCP	V
rådgiver	顧問	rådgive	顧問	N;INDF;MASC+FEM;SG	N
rådgiver	カウンセラー	rådgive	カウンセラー	N;INDF;MASC+FEM;SG	N
svagt	弱い	svag	弱い	ADJ;INDF;NEUT;SG	ADJ
forsvundet	失踪	forsvinde	失踪	V;INDF;SG;PST;V.PTCP	V
væsen	生き物	væsen	生き物	N;INDF;NEUT;SG	N
embedsmand	職員	embedsmand	職員	N;INDF;MASC+FEM;SG	N
maleren	画家	maler	画家	N;DEF;MASC+FEM;SG	N
medarbejder	社員	medarbejder	社員	N;INDF;MASC+FEM;SG	N
medarbejder	職員	medarbejder	職員	N;INDF;MASC+FEM;SG	N
faktorer	要因	faktor	要因	N;INDF;MASC+FEM;PL	N
dollar	ドル	dollar	ドル	N;INDF;MASC+FEM;SG	N
dollar	ドル	dollar	ドル	N;INDF;MASC+FEM;SG	N
bakterier	細菌	bakterie	細菌	N;INDF;MASC+FEM;PL	N
bakterier	バクテリア	bakterie	バクテリア	N;INDF;MASC+FEM;PL	N
fredag	金曜日	fredag	金曜日	N;INDF;MASC+FEM;SG	N
opbygning	構造	opbygning	構造	N;INDF;MASC+FEM;SG	N
formue	フォーチュン	formue	フォーチュン	N;INDF;MASC+FEM;SG	N
båd	ボート	båd	ボート	N;INDF;MASC+FEM;SG	N
