dan	ve	dan	ve	CONJ	CONJ
dimakan	yenebilir	dimakan	ye	V;SG;PASS	V;IPFV;POT;SG;3;POS
dimakan	yemiş	dimakan	ye	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dimakan	yenmiş	dimakan	yenmiş	V;SG;PASS	V;PFV;NFH;IND;SG;POS;PST
memisahkan	ayırarak	menpisahkan	ayır	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
memisahkan	ayıran	menpisahkan	ayır	V;SG;ACT	V;PFV;IND;POS;PRS;V.PTCP
memisahkan	ayırmak	menpisahkan	ayır	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
bioskop	tiyatro	bioskop	tiyatro	N	N;NOM;SG;3
bioskop	tiyatro	bioskop	tiyatro	N	N;NOM;SG;3
bioskop	sinema	bioskop	sine	N	N;NOM;SG;3
bioskop	sinema	bioskop	sine	N	N;NOM;SG;3
bioskop	filmler	bioskop	film	N	N;NOM;PL;3
bioskop	sinema	bioskop	sine	N	N;NOM;SG;3
bioskop	sinemalarda	bioskop	sinema	N	N;ESS;PL;3
bioskop	tiyatrolar	bioskop	tiyatro	N	N;NOM;PL;3
besaran	büyüklük	besaran	büyüklük	N;SG	N;NOM;SG;3
stabil	istikrarlı	stabil	istikrarlı	ADJ;SG	ADJ
stabil	durağan	stabil	durağan	ADJ;SG	ADJ
terbunuh	öldürülen	terbunuh	öl	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
terbunuh	öldürüldü	terbunuh	öl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terbunuh	öldürülmüş	terbunuh	öl	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terbunuh	öldürüldü	terbunuh	öl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terbunuh	öldürülmüş	terbunuh	öl	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
pelanggan	müşteri	penlanggan	müşteri	N;SG	N;NOM;SG;3
pelanggan	müşteri	penlanggan	müşteri	N;SG	N;NOM;SG;3
perbandingan	karşılaştırma	perbandingan	karşılaş	N;SG	N;NOM;SG;3
perbandingan	karşılaştırma	perbandingan	karşılaş	N;SG	N;NOM;SG;3
leluhur	atalarımız	leluhur	at	N	N;NOM;PL;3
leluhur	ataları	leluhur	ata	N	N;NOM;PL;3
kredit	kredi	kredit	kredi	N;SG	N;NOM;SG;3
kredit	kredi	kredit	kredi	N;SG	N;NOM;SG;3
mempengaruhi	etkiliyor	menpengaruhi	etkile	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
baju	gömlek	baju	gömlek	N;SG	N;NOM;SG;3
baju	elbise	baju	elbise	N;SG	N;NOM;SG;3
baju	gelinlik	baju	gelinlik	N;SG	N;NOM;SG;3
baju	kıyafet	baju	kıyafet	N;SG	N;NOM;SG;3
baju	elbise	baju	elbise	N;SG	N;NOM;SG;3
resolusi	çözünürlük	resolusi	çözünürlük	N;SG	N;NOM;SG;3
permaisuri	imparatoriçe	permaisuri	imparatoriç	N	N;NOM;SG;3
berani	cesaretli	berani	cesaretli	ADJ;SG	ADJ
mengelola	yönetmek	menkelola	yönet	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengelola	yönetmek	menkelola	yönet	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengelola	başarıyor	menkelola	başar	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
serat	iplik	serat	iplik	N;SG	N;NOM;SG;3
ditugaskan	atanmış	ditugaskan	atan	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
domba	kuzum	domba	kuzum	N;SG	N;NOM;SG;3
menggabungkan	birleşiyor	mengabungkan	birleş	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
filsuf	filozoflar	filsuf	filozof	N	N;NOM;PL;3
formasi	oluşumu	formasi	oluş	N;SG	N;ACC;SG;3
formasi	düzeni	formasi	düzen	N;SG	N;NOM;SG;3
dijelaskan	tanımlanmış	dijelaskan	tanımla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dijelaskan	tanımlanan	dijelaskan	tanımla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dijelaskan	açıkladı	dijelaskan	açıkla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
station	station	station	station	N	N;NOM;SG;3
station	istasyonu	station	ista	N	N;ACC;SG;3
lambat	yavaş	lambat	yavaş	ADJ;SG	ADJ
seleksi	seçimi	seleksi	seçim	N;SG	N;ACC;SG;3
membuktikan	kanıtlıyor	menbuktikan	kanıtla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
membuktikan	kanıtlamak	menbuktikan	kanıtla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
panitia	komitesi	panitia	komite	N;SG	N;NOM;SG;3
keahlian	beceri	keahlian	becer	N;SG	N;NOM;SG;3
keahlian	uzmanlık	keahlian	uzmanlık	N;SG	N;NOM;SG;3
keahlian	yetenek	keahlian	yetenek	N;SG	N;NOM;SG;3
keahlian	beceri	keahlian	becer	N;SG	N;NOM;SG;3
disunting	düzenledi	disunting	düzenle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
disunting	düzenlendi	disunting	düzenle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
sasaran	gol	sasaran	gol	N;SG	N;NOM;SG;3
tahan	tut	tahan	tut	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
berjuang	dövüşmek	berjuang	dövüş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
asuransi	sigortası	asuransi	sigorta	N;SG	N;NOM;SG;3
persekutuan	ittifak	persekutuan	ittifak	N;SG	N;NOM;SG;3
menurun	azaldı	menturun	azal	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
menandai	etiketleme	mentandai	etiket	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
frame	çerçeveleri	frame	çerçeve	N	N;ACC;PL;3
frame	çerçeve	frame	çerçev	N	N;NOM;SG;3
frame	çerçevesi	frame	çerçeve	N	N;NOM;SG;3
frame	çerçeve	frame	çerçev	N	N;NOM;SG;3
pemberontak	direniş	penberontak	direniş	N;SG	N;NOM;SG;3
menekankan	vurguluyor	mentekankan	vurgul	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
otonomi	özerklik	otonomi	özerklik	N;SG	N;NOM;SG;3
situ	situ	situ	sit		
tower	tower	tower	tower	N	N;NOM;SG;3
tower	kulesi	tower	kule	N	N;NOM;SG;3
berencana	planlamak	berrencana	planla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
adaptasi	adaptasyon	adaptasi	adaptasyon	N;SG	N;ESS;SG;3
kasar	terbiyesiz	kasar	terbiyesiz	ADJ;SG	ADJ
akreditasi	akreditasyon	akreditasi	akreditasyon	N;SG	N;NOM;SG;3
penyimpanan	muhafazası	pensimpanan	muhafaza	N;SG	N;NOM;SG;3
ponsel	telefon	ponsel	telefon	N;SG	N;NOM;SG;3
diminta	istenen	diminta	iste	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diminta	istendi	diminta	iste	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
kardinal	kardinal	kardinal	kardinal	N	N;DAT;SG;3
berdua	ikisi	berdua	iki		
ditolak	reddetti	ditolak	reddet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
ditolak	reddedildi	ditolak	redde	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditolak	reddetti	ditolak	reddet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
ditolak	reddedildi	ditolak	redde	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditolak	reddetti	ditolak	reddet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
ditolak	reddedilmiş	ditolak	reddet	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditolak	reddedildi	ditolak	redde	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditolak	reddedilmiş	ditolak	reddet	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
rantai	zincir	rantai	zincir	N;SG	N;NOM;SG;3
rantai	zincir	rantai	zincir	N;SG	N;NOM;SG;3
wisatawan	gezgin	wisatawan	gezgin	N;MASC;SG	N;NOM;SG;3
wisatawan	gezgin	wisatawan	gezgin	N;MASC;SG	N;NOM;SG;3
wisatawan	yolcusu	wisatawan	yolcu	N;MASC;SG	N;NOM;SG;3
software	yazılım	software	yazılım	N	N;NOM;SG;3
kinerja	performansı	kinerja	performans	N;SG	N;NOM;SG;3
undangan	davetiye	undangan	davetiy	N;SG	N;NOM;SG;3
undangan	davetiye	undangan	davetiy	N;SG	N;NOM;SG;3
aliansi	ittifak	aliansi	ittifak	N;SG	N;NOM;SG;3
sentral	merkezi	sentral	merkez	N;SG	N;ACC;SG;3
besarnya	büyüklük	besar	büyüklük	N;SG	N;NOM;SG;3
rempah	baharat	rempah	baharat	N;SG	N;NOM;SG;3
rempah	baharat	rempah	baharat	N;SG	N;NOM;SG;3
kegagalan	başarısızlık	kegagalan	başarısızlık	N;SG	N;NOM;SG;3
pemeriksaan	sınav	penperiksaan	sınav	N;SG	N;NOM;SG;3
pemeriksaan	muayene	penperiksaan	muayene	N;SG	N;NOM;SG;3
memanggil	arıyor	menpanggil	ara	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
memanggil	arıyorum	menpanggil	ara	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
memanggil	aramak	menpanggil	ara	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
distributor	distribütörü	distributor	distribütötü	N;SG	N;ACC;SG;3
pertimbangan	dikkate	pertimbangan	dikkat	N;SG	N;DAT;SG;3
penerbitan	yayıncılık	penterbitan	yayıncılık	N;SG	N;NOM;SG;3
penerbitan	yayıncılık	penterbitan	yayıncılık	N;SG	N;NOM;SG;3
tugu	anıtı	tugu	anıt	N	N;ACC;SG;3
persahabatan	arkadaşlık	persahabatan	arkadaşlık	N;SG	N;NOM;SG;3
persahabatan	dostluk	persahabatan	dostluk	N;SG	N;NOM;SG;3
berkurang	azaldı	berkurang	azal	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
bertanya	sor	bertanya	sor	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
bertanya	sormak	bertanya	sor	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
bertanya	soruyor	bertanya	sor	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
bertanya	sordu	bertanya	sor	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
bertanya	sordum	bertanya	sor	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
bertanya	istedi	bertanya	iste	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
bertanya	sormuş	bertanya	sor	V;SG;ACT	V;PFV;NFH;IND;SG;3;POS;PST
bertanya	soruyor	bertanya	sor	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kunjungan	ziyaret	kunjungan	ziyaret	N;SG	N;NOM;SG;3
kunjungan	ziyaret	kunjungan	ziyaret	N;SG	N;NOM;SG;3
menghadap	yüzleşmek	menhadap	yüzleş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menghadap	yüzleşme	menhadap	yüzleş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
dicetak	basılmış	dicetak	basıl	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
nanti	sonradan	nanti	sonradan		
sesi	oturumu	sesi	oturum	N;SG	N;ACC;SG;3
koperasi	işbirliği	koperasi	işbirliği	N;SG	N;NOM;SG;3
rasio	oranı	rasio	oran	N;SG	N;NOM;SG;3
pita	pide	pita	pid	N;SG	N;NOM;SG;3
pita	kurdele	pita	kurdel	N;SG	N;NOM;SG;3
pita	kurdele	pita	kurdel	N;SG	N;NOM;SG;3
semen	sperm	semen	sper	N	N;NOM;SG;3
terhubung	bağlanıyor	terhubung	bağla	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
terhubung	bağlandı	terhubung	bağla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terhubung	bağlanmış	terhubung	bağla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terhubung	bağlandı	terhubung	bağla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
terhubung	bağlanmış	terhubung	bağla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
konten	içeriğe	konten	içerik	N;SG	N;DAT;SG;3
konten	içeriği	konten	içerik	N;SG	N;NOM;SG;3
memori	bellek	memori	bellek	N;SG	N;NOM;SG;3
memori	hafıza	memori	hafız	N;SG	N;NOM;SG;3
tampilan	görünüşü	tampilan	görünüş	N;SG	N;NOM;SG;3
tampilan	görünümü	tampilan	görün	N;SG	N;NOM;SG;3
tampilan	görünüm	tampilan	görün	N;SG	N;NOM;SG;3
tampilan	ekran	tampilan	ekran	N;SG	N;NOM;SG;3
tampilan	görünüm	tampilan	görün	N;SG	N;NOM;SG;3
tampilan	görünüm	tampilan	görün	N;SG	N;NOM;SG;3
tampilan	görünümü	tampilan	görün	N;SG	N;NOM;SG;3
tampilan	manzara	tampilan	manzara	N;SG	N;NOM;SG;3
playstation	playstation	playstation	playstation	N	N;NOM;SG;3
pasang	kurulum	pasang	kurulum	N;SG;ACT	N;NOM;SG;3
pengendalian	kumanda	penkendalian	kumanda	N;SG	N;NOM;SG;3
cokelat	çikolatalı	cokelat	çikolatalı	N;SG	N;NOM;SG;3
lautan	ocean	lautan	ocean	N;SG	N;NOM;SG;3
bimbingan	hidayet	bimbingan	hidayet	N;SG	N;NOM;SG;3
bimbingan	rehberlik	bimbingan	rehberlik	N;SG	N;NOM;SG;3
kesadaran	farkındalık	kesadaran	farkındalık	N;SG	N;ESS;SG;3
kesadaran	bilinirliği	kesadaran	bil	N;SG	N;NOM;SG;3
kesadaran	bilincin	kesadaran	bilinç	N;SG	N;GEN;SG;3
kesadaran	bilinci	kesadaran	bilinci	N;SG	N;NOM;SG;3
gunakan	kullanmak	gunakan	kullan	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
perut	göbeği	perut	göbek	N;SG	N;ACC;SG;3
perut	midesi	perut	mide	N;SG	N;NOM;SG;3
pengajaran	öğretmenlik	penajaran	öğretmenlik	N;SG	N;NOM;SG;3
pengajaran	öğretim	penajaran	öğretim	N;SG	N;NOM;SG;3
kirim	gönder	kirim	gönder	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
kirim	gönder	kirim	gönder	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
kepemilikan	mülkiyet	kepemilikan	mülkiyet	N	N;NOM;SG;3
kepemilikan	sahipliği	kepemilikan	sahiplik	N	N;NOM;SG;3
sayuran	yeşillik	sayuran	yeşillik	N;SG	N;NOM;SG;3
konfederasi	konfederasyonu	konfederasi	konfederasyon	N	N;ACC;SG;3
dolar	dolar	dolar	dolar	N;SG	N;NOM;SG;3
dolar	dolar	dolar	dolar	N;SG	N;NOM;SG;3
sayangnya	maalesef	sayang	maalesef	ADV;SG	ADV
penasihat	danışma	penasihat	danış	N;SG	N;NOM;SG;3
penasihat	danışmanlık	penasihat	danışmanlık	N;SG	N;NOM;SG;3
penasihat	danışmanı	penasihat	danışman	N;SG	N;NOM;SG;3
penasihat	danışmanı	penasihat	danışman	N;SG	N;NOM;SG;3
interaksi	etkileşimi	interaksi	etkileş	N;SG	N;ACC;SG;3
bertarung	dövüşmek	bertarung	dövüş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
utusan	elçisi	utusan	elçi	N;SG	N;NOM;SG;3
mar	mar	mar	mar		
berharap	umarak	berharap	umarak	V;SG;ACT	V;PFV;IND;POS;PRS;V.CVB
berharap	umuyor	berharap	um	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
berharap	diliyorum	berharap	dil	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
dicapai	ulaştı	dicapai	ulaş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
atlet	atlet	atlet	atlet	N;SG	N;NOM;SG;3
pengacara	avukatlık	pengacara	avukatlık	N;SG	N;NOM;SG;3
katedral	katedral	katedral	katedral	N	N;ESS;SG;3
katedral	katedrali	katedral	katedrali	N	N;ESS;SG;3
pedoman	rehberlik	pedoman	rehberlik	N;SG	N;NOM;SG;3
pedoman	rehberi	pedoman	rehber	N;SG	N;NOM;SG;3
pedoman	kılavuzu	pedoman	kılavuz	N;SG	N;ACC;SG;3
kamus	sözlükler	kamus	sözlük	N	N;NOM;PL;3
kamus	sözlük	kamus	sözlük	N	N;NOM;SG;3
kamus	sözlük	kamus	sözlük	N	N;NOM;SG;3
kamus	sözlüğü	kamus	sözlük	N	N;NOM;SG;3
kolom	alanı	kolom	alan	N;SG	N;NOM;SG;3
manual	kılavuzları	manual	kılavuz	N	N;ACC;PL;3
mengajarkan	öğretir	menajarkan	öğretir	V;SG;ACT	V;IPFV;IND;SG;3;POS
mengajarkan	öğretiyor	menajarkan	öğret	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
tipis	ince	tipis	ince	ADJ;SG	ADJ
tipis	ince	tipis	ince	ADJ;SG	ADJ
doktrin	doktrini	doktrin	doktr	N;SG	N;ACC;SG;3
pengaturan	kurulum	penaturan	kurulum	N;SG	N;NOM;SG;3
pengaturan	kurulumu	penaturan	kur	N;SG	N;ACC;SG;3
pengaturan	ayarı	penaturan	ayar	N;SG	N;NOM;SG;3
pengaturan	ayar	penaturan	ayar	N;SG	N;NOM;SG;3
sampah	çöplük	sampah	çöplük	N;SG	N;NOM;SG;3
sampah	çöplük	sampah	çöplük	N;SG	N;NOM;SG;3
tali	halat	tali	halat	N;SG	N;NOM;SG;3
pecah	patlamış	pecah	patla	V;SG;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP
pecah	kırdı	pecah	kır	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
tangkis	badminton	tangkis	badminton	N;SG	N;NOM;SG;3
koalisi	koalisyonu	koalisi	koalisyon	N;SG	N;ACC;SG;3
dihitung	hesaplanmış	dihitung	hesapla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dihitung	sayılıyor	dihitung	say	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
dihitung	saydım	dihitung	say	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
finalis	finalisti	finalis	finalis	N;SG	N;NOM;SG;3
sore	akşam	sore	akşam	N;SG	N;NOM;SG;3
sore	öğleden	sore	öğle	N;SG	N;AT+ABL;SG;3
ladang	çiftlik	ladang	çiftlik	N;SG	N;NOM;SG;3
jejak	kişilik	jejak	kişilik	N;SG	N;NOM;SG;3
dipegang	tutulan	dipegang	tut	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dipegang	düzenlenen	dipegang	düzenle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
detail	detay	detail	detay		
detail	ayrıntı	detail	ayrıntı		
detail	detay	detail	detay		
detail	ayrıntı	detail	ayrıntı		
detail	detaylı	detail	detaylı		
peternakan	çiftlik	peternakan	çiftlik	N;SG	N;NOM;SG;3
peternakan	çiftlik	peternakan	çiftlik	N;SG	N;NOM;SG;3
peternakan	çiftliği	peternakan	çiftlik	N;SG	N;ACC;SG;3
peternakan	çiftçilik	peternakan	çiftçilik	N;SG	N;NOM;SG;3
diajukan	gönderildi	diajukan	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diajukan	gönderilen	diajukan	gönder	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
direkam	kaydedilen	direkam	kaydet	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
direkam	kaydedilmiş	direkam	kaydet	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
direkam	kaydedildi	direkam	kaydet	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
temperatur	sıcaklık	temperatur	sıcaklık	N	N;NOM;SG;3
temperatur	sıcaklığı	temperatur	sıcaklık	N	N;ACC;SG;3
temperatur	sıcaklık	temperatur	sıcaklık	N	N;NOM;SG;3
janji	randevu	janji	randev	N;SG	N;NOM;SG;3
cuma	just	cuma	just		
lah	lah	lah	lah		
sihir	büyücülük	sihir	büyücülük	N;SG	N;NOM;SG;3
sihir	cadılık	sihir	cadılık	N;SG	N;NOM;SG;3
sihir	büyücülük	sihir	büyücülük	N;SG	N;NOM;SG;3
yakin	emin	yakin	emin	ADJ;SG	ADJ
hidangan	bulaşık	hidangan	bulaşık	N;SG	N;NOM;SG;3
hidangan	yemek	hidangan	yemek	N;SG	N;NOM;SG;3
kakek	dedem	kakek	dede	N;SG	N;NOM;SG;3
kakek	dedesi	kakek	dede	N;SG	N;NOM;SG;3
paku	tırnak	paku	tırnak		
paku	çivi	paku	çivi		
paku	çivi	paku	çivi		
paku	tırnak	paku	tırnak		
kabur	kaçmak	kabur	kaç	V;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
insinyur	mühendisi	insinyur	mühendis	N;SG	N;NOM;SG;3
kedutaan	büyükelçiliği	kedutaan	büyükelçilik	N;SG	N;NOM;SG;3
harimau	kaplanlar	harimau	kaplan	N	N;NOM;PL;3
sensor	sensör	sensor	sensör	N;SG	N;NOM;SG;3
sensor	sensör	sensor	sensör	N;SG	N;NOM;SG;3
engine	motoru	engine	motor	N	N;ACC;SG;3
kenyataan	gerçeklik	kenyataan	gerçeklik	N;SG	N;NOM;SG;3
memperluas	genişlet	menperluas	genişlet	V;SG;ACT	V;PFV;IMP;SG;2;POS;PRS
tebing	kanyon	tebing	kanyon	N	N;NOM;SG;3
tebing	canyon	tebing	canyon	N	N;NOM;SG;3
tebing	kanyonu	tebing	kanyon	N	N;ACC;SG;3
kepausan	papalık	kepausan	papalık	N;SG	N;NOM;SG;3
kepausan	papalık	kepausan	papalık	N;SG	N;NOM;SG;3
diameter	çapı	diameter	çapı	N;SG	N;NOM;SG;3
gitaris	gitaristler	gitaris	git	N	N;NOM;PL;3
terdekat	yakındaki	terdekat	yakındaki	ADJ;RL;SG	ADJ;ESS;SG;3
terdekat	yakınında	terdekat	yakın	ADJ;RL;SG	ADJ;ESS;SG;3
kedalaman	derinlik	kedalaman	derinlik	N;SG	N;NOM;SG;3
kedalaman	derinliği	kedalaman	derinlik	N;SG	N;ACC;SG;3
kedalaman	derinlik	kedalaman	derinlik	N;SG	N;NOM;SG;3
sepatu	ayakkabı	sepatu	ayakkabı	N;SG	N;NOM;SG;3
sepatu	ayakkabı	sepatu	ayakkabı	N;SG	N;NOM;SG;3
memastikan	sağlamak	menpastikan	sağla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
merayakan	kutluyor	menrayakan	kutla	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
merayakan	kutluyorum	menrayakan	kutla	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
merayakan	kutlamak	menrayakan	kutla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
berkompetisi	yarıştı	berkompetisi	yarış	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
wadah	konteyner	wadah	konteyner	N;SG	N;NOM;SG;3
wadah	konteynır	wadah	konteynır	N;SG	N;NOM;SG;3
wadah	konteyner	wadah	konteyner	N;SG	N;NOM;SG;3
perkotaan	kentsel	perkotaan	kentsel	N;SG	N;NOM;SG;3
klip	klibi	klip	klibi	N;SG	N;ACC;SG;3
klip	şarjör	klip	şarjör	N;SG	N;NOM;SG;3
penetapan	görev	pentetapan	görev	N;SG	N;NOM;SG;3
selam	dalış	selam	dalış	N;SG	N;NOM;SG;3
selam	denizaltı	selam	denizaltı	N;SG	N;NOM;SG;3
cedera	sakatlık	cedera	sakatlık	N;SG	N;NOM;SG;3
minat	faizi	minat	faiz	N;SG	N;NOM;SG;3
disiplin	disiplin	disiplin	dis	N;SG	N;NOM;SG;3
disiplin	disiplini	disiplin	disipl	N;SG	N;ACC;SG;3
disiplin	disipline	disiplin	dis	N;SG	N;DAT;SG;3
dipisahkan	ayrıldı	dipisahkan	ayrıl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
marinir	denizciler	marinir	denizci	N	N;NOM;PL;3
marinir	denizcilik	marinir	denizcilik	N	N;NOM;SG;3
protokol	protokolü	protokol	protokolü	N;SG	N;ACC;SG;3
penerimaan	kabul	penterimaan	kabul	N;SG	N;NOM;SG;3
penerimaan	kabul	penterimaan	kabul	N;SG	N;NOM;SG;3
penerimaan	resepsiyon	penterimaan	resepsiyon	N;SG	N;NOM;SG;3
dihuni	yaşanabilir	dihuni	yaşa	V;SG;PASS	V;IPFV;POT;SG;3;POS
yan	yan	yan	yan		
rentang	mesafe	rentang	mesafe	N;SG	N;NOM;SG;3
alur	arsa	alur	arsa	N;SG	N;NOM;SG;3
alur	akışı	alur	akış	N;SG	N;NOM;SG;3
studios	stüdyoları	studios	stüdyo	N	N;NOM;PL;3
kerangka	çerçeve	kerangka	çerçev	N;SG	N;NOM;SG;3
kewajiban	görev	kewajiban	görev	N;SG	N;NOM;SG;3
kewajiban	yükümlülük	kewajiban	yükümlülük	N;SG	N;NOM;SG;3
kewajiban	zorunluluk	kewajiban	zorunluluk	N;SG	N;NOM;SG;3
bahaya	tehlike	bahaya	tehlike	N;SG	N;NOM;SG;3
survei	anket	survei	anket	N;SG	N;NOM;SG;3
survei	anket	survei	anket	N;SG	N;NOM;SG;3
survei	anketi	survei	anket	N;SG	N;ACC;SG;3
survei	ankete	survei	anket	N;SG	N;NOM;SG;3
budget	bütçeyi	budget	bütçe	N;SG	N;ACC;SG;3
motif	nedeni	motif	neden	N;SG	N;NOM;SG;3
menyetujui	onaylamak	mensetujui	onayla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
solusi	çözümü	solusi	çözüm	N;SG	N;ACC;SG;3
perbankan	bankacılık	perbankan	bankacılık	N;SG	N;NOM;SG;3
instrumental	enstrümantal	instrumental	enstrümantal	N	N;NOM;SG;3
penerus	halefi	penterus	halef	N;SG	N;ACC;SG;3
kursus	kurs	kursus	kurs	N;SG	N;NOM;SG;3
kursus	kurs	kursus	kurs	N;SG	N;NOM;SG;3
penjajahan	mesleği	penjajahan	meslek	N;SG	N;NOM;SG;3
properti	mülkiyet	properti	mülkiyet	N;SG	N;NOM;SG;3
properti	emlak	properti	emlak	N;SG	N;NOM;SG;3
properti	gayrimenkul	properti	gayrimenkul	N;SG	N;NOM;SG;3
properti	emlak	properti	emlak	N;SG	N;NOM;SG;3
pertambangan	madencilik	pertambangan	madencilik	N;SG	N;NOM;SG;3
ditinggalkan	terkedilmiş	ditinggalkan	terket	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditinggalkan	terkedilmiş	ditinggalkan	terket	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
terbakar	yandı	terbakar	yan	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
terbakar	yakılmış	terbakar	yakıl	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
terbakar	yanmış	terbakar	yan	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
terbakar	yandım	terbakar	yan	V;SG;PASS	V;PFV;IND;SG;1;POS;PST
