hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
bang	knald	bang	knald	N;MASC;SG	N;INDF;NEUT;SG
bang	bang	bang	bang	N;MASC;SG	N;INDF;NEUT;SG
bang	brag	bang	brag	N;MASC;SG	N;INDF;NEUT;SG
julie	julie	julie	julie	N;FEM;SG	N;INDF;MASC+FEM;SG
pilares	grundpiller	pilar	grundpil	N;MASC;PL	N;INDF;NEUT;PL
pilares	søjler	pilar	søjle	N;MASC;PL	N;INDF;MASC+FEM;PL
pilares	søjlerne	pilar	søjle	N;MASC;PL	N;DEF;MASC+FEM;PL
caracterizada	kendetegnet	caracterizar	kendetegn	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
caracterizada	karakteriseret	caracterizar	karakterisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
caracterizada	karakteriseres	caracterizar	karakterisere	V;FEM;SG;V.PTCP	V;NFIN;PASS
caracterizada	karakteriseret	caracterizar	karakterisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dialeto	dialekt	dialeto	dialekt	N;MASC;SG	N;INDF;MASC+FEM;SG
designer	designer	designer	designe	N;MASC;SG	N;INDF;MASC+FEM;SG
devidamente	behørigt	devidamente	behørigt	ADV	ADV
investigar	undersøg	investigar	undersøge	V;NFIN	V;IMP
investigar	undersøge	investigar	undersøge	V;NFIN	V;NFIN;ACT
senadores	senatorer	senador	senator	N;MASC;PL	N;INDF;MASC+FEM;PL
canhões	kanoner	canhão	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
canhões	kanonerne	canhão	kanon	N;MASC;PL	N;DEF;MASC+FEM;PL
canhões	kanoner	canhão	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
praças	firkanter	praça	firkanter	N;FEM;PL	N;INDF;MASC+FEM;PL
barreiras	barrierer	barreira	barriere	N;FEM;PL	N;INDF;MASC+FEM;PL
barreiras	forhindringer	barreira	forhindring	N;FEM;PL	N;INDF;MASC+FEM;PL
barreiras	hindringer	barreira	hindring	N;FEM;PL	N;INDF;MASC+FEM;PL
voar	flyver	voar	flyve	V;NFIN	V;IND;PRS;FIN;ACT
voar	flyv	voar	flyv	V;NFIN	V;IMP
voar	flyve	voar	flyve	V;NFIN	V;NFIN;ACT
voar	flyve	voar	flyve	V;NFIN	V;NFIN;ACT
voar	flyver	voar	flyve	V;NFIN	V;IND;PRS;FIN;ACT
empire	imperiet	empire	imperi	N;MASC;SG	N;DEF;NEUT;SG
empire	imperium	empire	imperium	N;MASC;SG	N;INDF;NEUT;SG
doação	donation	doação	donation	N;FEM;SG	N;INDF;MASC+FEM;SG
dieta	diæt	dieta	diæt	N;FEM;SG	N;INDF;MASC+FEM;SG
dieta	kost	dieta	kost	N;FEM;SG	N;INDF;MASC+FEM;SG
mercury	kviksølv	mercury	kviksølv	N;MASC;SG	N;INDF;NEUT;SG
gabriela	gabriella	gabriela	gabriella	N;FEM;SG	N;INDF;MASC+FEM;SG
match	match	match	match	N;MASC;SG	N;INDF;NEUT;SG
governou	regeret	governar	regere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
governou	regerede	governar	regere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
logística	logistik	logístico	logistik	N;FEM;SG	N;INDF;MASC+FEM;SG
bósnia	bosnien	bósnia	bosni	N;FEM;SG	N;DEF;MASC+FEM;SG
garantiu	sikret	garantir	sikre	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
atrair	lure	atrair	lure	V;NFIN	V;NFIN;ACT
atrair	lokker	atrair	lokke	V;NFIN	V;IND;PRS;FIN;ACT
atrair	lokke	atrair	lokke	V;NFIN	V;NFIN;ACT
atrair	tiltrækker	atrair	tiltrække	V;NFIN	V;IND;PRS;FIN;ACT
atrair	tiltrække	atrair	tiltrække	V;NFIN	V;NFIN;ACT
atrair	tiltrække	atrair	tiltrække	V;NFIN	V;NFIN;ACT
diplomata	diplomat	diplomata	diplomat	N;MASC;SG	N;INDF;MASC+FEM;SG
depósitos	indeståender	depósito	indestående	N;MASC;PL	N;INDF;NEUT;PL
depósitos	aflejringer	depósito	aflejring	N;MASC;PL	N;INDF;MASC+FEM;PL
depósitos	indlån	depósito	indlån	N;MASC;PL	N;INDF;NEUT;PL
subir	klatre	subir	klat	V;NFIN	V;NFIN;ACT
juventus	juventus	juventus	juventus	N;MASC;SG	N;INDF;MASC+FEM;SG
túnel	tunnel	túnel	tunnel	N;MASC;SG	N;INDF;MASC+FEM;SG
túnel	tunnellen	túnel	tunnel	N;MASC;SG	N;DEF;MASC+FEM;SG
túnel	tunnelen	túnel	tunnel	N;MASC;SG	N;DEF;MASC+FEM;SG
salomão	salomon	salomão	salomon	N;MASC;SG	N;INDF;MASC+FEM;SG
piedade	medlidenhed	piedade	medlidenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
piedade	nåde	piedade	nåde	N;FEM;SG	N;INDF;MASC+FEM;SG
piedade	barmhjertighed	piedade	barmhjertighed	N;FEM;SG	N;INDF;MASC+FEM;SG
piedade	fromhed	piedade	fromhed	N;FEM;SG	N;INDF;MASC+FEM;SG
mármore	marmor	mármore	marmor	N;MASC;SG	N;INDF;NEUT;SG
apaixonado	passioneret	apaixonar	passionere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dezoito	atten	dezoito	atten	NUM	NUM
terço	tredje	terço	tredje	ADJ;MASC;SG	ADJ
substituto	vikar	substituto	vikar	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	stedfortræder	substituto	stedfortræder	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	erstatning	substituto	erstatning	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	udskiftning	substituto	udskiftning	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	afløsning	substituto	afløsning	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	afløser	substituto	afløser	N;MASC;SG	N;INDF;MASC+FEM;SG
substituto	erstatning	substituto	erstatning	N;MASC;SG	N;INDF;MASC+FEM;SG
advogados	advokater	advogado	advokat	N;MASC;PL	N;INDF;MASC+FEM;PL
advogados	advokaterne	advogado	advokat	N;MASC;PL	N;DEF;MASC+FEM;PL
advogados	jurister	advogado	jurist	N;MASC;PL	N;INDF;MASC+FEM;PL
palatinado	pfalz	palatinar	pfalz	N;MASC;SG	N;INDF;MASC+FEM;SG
escura	mørkt	escuro	mørk	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
escura	mørk	escuro	mørk	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
simone	simone	simone	simon	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	kompetencer	competência	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	kompetence	competência	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	jurisdiktion	competência	jurisdiktion	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	kompetence	competência	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	kompetencer	competência	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
competência	kompetence	competência	kompetence	N;FEM;SG	N;INDF;MASC+FEM;SG
talentos	talenter	talento	talent	N;MASC;PL	N;INDF;NEUT;PL
talentos	talenter	talento	talent	N;MASC;PL	N;INDF;NEUT;PL
traduzir	oversætter	traduzir	oversætte	V;NFIN	V;IND;PRS;FIN;ACT
traduzir	oversætte	traduzir	oversætte	V;NFIN	V;NFIN;ACT
boêmia	boheme	boêmia	bohem	N;FEM;SG	N;INDF;MASC+FEM;SG
retornando	returnerer	retornar	returnere	V;V.MSDR	V;IND;PRS;FIN;ACT
cúpula	kuppel	cúpula	kuppel	N;FEM;SG	N;INDF;MASC+FEM;SG
cúpula	kuplen	cúpula	kupdel	N;FEM;SG	N;DEF;MASC+FEM;SG
parceiros	partnerne	parceiro	partner	N;MASC;PL	N;DEF;MASC+FEM;PL
parceiros	samarbejdspartnere	parceiro	samarbejdspartner	N;MASC;PL	N;INDF;MASC+FEM;PL
parceiros	partners	parceiro	partner	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
parceiros	makkere	parceiro	makker	N;MASC;PL	N;INDF;MASC+FEM;PL
parceiros	partnere	parceiro	partner	N;MASC;PL	N;INDF;MASC+FEM;PL
acordos	overenskomster	acordo	overenskomster	N;MASC;PL	N;INDF;MASC+FEM;PL
acordos	aftaler	acordo	aftale	N;MASC;PL	N;INDF;MASC+FEM;PL
cruzamento	krydsning	cruzamento	krydsning	N;MASC;SG	N;INDF;MASC+FEM;SG
cruzamento	passage	cruzamento	passage	N;MASC;SG	N;INDF;MASC+FEM;SG
cruzamento	krydset	cruzamento	kryds	N;MASC;SG	N;DEF;NEUT;SG
futebolistas	fodboldspillere	futebolista	fodboldspiller	N;MASC;PL	N;INDF;MASC+FEM;PL
sono	sleep	sono	sleep	N;MASC;SG	N;INDF;MASC+FEM;SG
sono	søvn	sono	søvn	N;MASC;SG	N;INDF;MASC+FEM;SG
spears	spears	spear	spears	N;MASC;SG	N;INDF;MASC+FEM;SG
spears	spyd	spear	spyd	N;MASC;SG	N;INDF;NEUT;SG
projectos	projekter	projecto	projekt	N;MASC;PL	N;INDF;NEUT;PL
projectos	projekterne	projecto	projekt	N;MASC;PL	N;DEF;NEUT;PL
revelar	afslører	revelar	afsløre	V;NFIN	V;IND;PRS;FIN;ACT
revelar	afsløre	revelar	afsløre	V;NFIN	V;NFIN;ACT
hughes	hughes	hughe	hughe	N;MASC;SG	N;INDF;MASC+FEM;SG
sts	sts	ste	sts	N;MASC;SG	N;INDF;MASC+FEM;SG
algodão	bomuld	algodão	bomuld	N;MASC;SG	N;INDF;MASC+FEM;SG
obtida	opnåede	obter	opnå	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
obtida	opnået	obter	opnå	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
duro	svært	duro	svær	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	hård	duro	hård	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
duro	hårdt	duro	hård	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	svær	duro	svær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
duro	hårdt	duro	hård	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
duro	barsk	duro	barsk	ADJ;MASC;SG	ADJ;INDF;SG
duro	sej	duro	sej	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
duro	hård	duro	hård	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
desenvolvidas	udviklede	desenvolver	udvikle	V;FEM;PL;V.PTCP	V;PL;PST;V.PTCP
parlamentares	parlamentarikere	parlamentar	parlamentariker	N;MASC;PL	N;INDF;MASC+FEM;PL
parlamentares	parlamentsmedlemmer	parlamentar	parlamentsmedlem	N;MASC;PL	N;INDF;NEUT;PL
lucro	fortjeneste	lucro	fortjeneste	N;MASC;SG	N;INDF;MASC+FEM;SG
lucro	profit	lucro	profit	N;MASC;SG	N;INDF;MASC+FEM;SG
lucro	overskud	lucro	overskud	N;MASC;SG	N;INDF;NEUT;SG
lucro	gevinst	lucro	gevinst	N;MASC;SG	N;INDF;MASC+FEM;SG
lucro	fortjeneste	lucro	fortjeneste	N;MASC;SG	N;INDF;MASC+FEM;SG
lucro	profit	lucro	profit	N;MASC;SG	N;INDF;MASC+FEM;SG
lucro	overskud	lucro	overskud	N;MASC;SG	N;INDF;NEUT;SG
cama	sengen	cama	seng	N;FEM;SG	N;DEF;MASC+FEM;SG
cama	seng	cama	seng	N;FEM;SG	N;INDF;MASC+FEM;SG
beat	beat	beat	beat	N;MASC;SG	N;INDF;NEUT;SG
criatura	væsen	criatura	væsen	N;FEM;SG	N;INDF;NEUT;SG
criatura	skabning	criatura	skabning	N;FEM;SG	N;INDF;MASC+FEM;SG
terapia	terapi	terapia	terapi	N;FEM;SG	N;INDF;MASC+FEM;SG
desafios	udfordringerne	desafio	udfordring	N;MASC;PL	N;DEF;MASC+FEM;PL
desafios	udfordringer	desafio	udfordring	N;MASC;PL	N;INDF;MASC+FEM;PL
neerlandês	hollænder	neerlandês	hollænder	N;MASC;SG	N;INDF;MASC+FEM;SG
estrangeira	udlænding	estrangeiro	udlænding	N;FEM;SG	N;INDF;MASC+FEM;SG
abel	abel	abel	abel	N;MASC;SG	N;INDF;MASC+FEM;SG
percebeu	indset	perceber	indse	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
percebeu	realiseret	perceber	realisere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
percebeu	indså	perceber	indså	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
benefício	fordel	benefício	fordel	N;MASC;SG	N;INDF;MASC+FEM;SG
benefício	ydelse	benefício	ydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
diesel	diesel	diesel	diesel	N;MASC;SG	N;INDF;MASC+FEM;SG
condes	jarler	conde	jarle	N;MASC;PL	N;INDF;MASC+FEM;PL
derrotados	besejrede	derrotar	besejre	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
cameron	cameron	cameron	cameron	N;MASC;SG	N;INDF;MASC+FEM;SG
treinar	træne	treinar	træne	V;NFIN	V;NFIN;ACT
treinar	tog	treinar	tage	V;NFIN	V;IND;PST;FIN;ACT
treinar	træn	treinar	træn	V;NFIN	V;IMP
determina	bestemmer	determinar	bestemme	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
determina	fastslår	determinar	fastslå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
determina	afgør	determinar	afgøre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
determina	bestemme	determinar	bestemme	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
determina	afgør	determinar	afgøre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
cartoon	tegneserie	cartoon	tegneserie	N;MASC;SG	N;INDF;MASC+FEM;SG
aurélio	aurelius	aurélio	aurelius	N;MASC;SG	N;INDF;MASC+FEM;SG
inscrições	indgange	inscrição	indgange	N;FEM;PL	N;INDF;MASC+FEM;PL
inscrições	angivelser	inscrição	angivelse	N;FEM;PL	N;INDF;MASC+FEM;PL
inscrições	registreringer	inscrição	registrering	N;FEM;PL	N;INDF;MASC+FEM;PL
filmografia	filmografi	filmografia	filmografi	N;FEM;SG	N;INDF;NEUT;SG
cerveja	øl	cerveja	øl	N;FEM;SG	N;INDF;MASC+FEM;SG
cerveja	bajer	cerveja	baje	N;FEM;SG	N;INDF;MASC+FEM;SG
bravo	tappert	bravo	tappert	N;MASC;SG	N;INDF;MASC+FEM;SG
bravo	tapper	bravo	tappe	N;MASC;SG	N;INDF;MASC+FEM;SG
efetivo	effektiv	efetivo	effektiv	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
efetivo	effektivt	efetivo	effektiv	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
aposentadoria	pensionering	aposentadoria	pensionering	N;FEM;SG	N;INDF;MASC+FEM;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC;SG	N;INDF;NEUT;SG
padroeiro	patron	padroeiro	patron	N;MASC;SG	N;INDF;MASC+FEM;SG
ref	ref	ref	ref	N;MASC;SG	N;INDF;NEUT;SG
campina	engen	campina	engen	N;FEM;SG	N;DEF;MASC+FEM;SG
campina	eng	campina	eng	N;FEM;SG	N;INDF;MASC+FEM;SG
inventor	opfinder	inventor	opfinder	N;MASC;SG	N;INDF;MASC+FEM;SG
manifesto	manifestet	manifesto	manifestet	N;MASC;SG	N;DEF;NEUT;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INDF;NEUT;SG
manifesto	manifestere	manifesto	manifester	N;MASC;SG	N;INDF;MASC+FEM;SG
manifesto	manifestet	manifesto	manifestet	N;MASC;SG	N;DEF;NEUT;SG
manifesto	manifest	manifesto	manifest	N;MASC;SG	N;INDF;NEUT;SG
lapa	lapa	lapa	lapa	N;MASC;SG	N;INDF;NEUT;SG
adotada	vedtaget	adotar	vedtage	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adotada	adopteret	adotar	adoptere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
manuscritos	manuskripter	manuscrever	manuskript	N;MASC;PL	N;INDF;NEUT;PL
aquecimento	opvarmning	aquecimento	opvarmning	N;MASC;SG	N;INDF;MASC+FEM;SG
operário	arbejdstager	operário	arbejdstage	N;MASC;SG	N;INDF;MASC+FEM;SG
derrotando	besejre	derrotar	besejre	V;V.MSDR	V;NFIN;ACT
demônio	djævelen	demônio	djævel	N;MASC;SG	N;DEF;MASC+FEM;SG
demônio	djævel	demônio	djævel	N;MASC;SG	N;INDF;MASC+FEM;SG
demônio	dæmon	demônio	dæmon	N;MASC;SG	N;INDF;MASC+FEM;SG
demônio	dæmonen	demônio	dæmon	N;MASC;SG	N;DEF;MASC+FEM;SG
traição	forræderi	traição	forræderi	N;FEM;SG	N;INDF;NEUT;SG
traição	forræderi	traição	forræderi	N;FEM;SG	N;INDF;NEUT;SG
traição	forræderi	traição	forræderi	N;FEM;SG	N;INDF;NEUT;SG
automática	automatisk	automático	automatisk	ADJ;FEM;SG	ADJ;INDF;SG
treino	træning	treino	træning	N;MASC;SG	N;INDF;MASC+FEM;SG
treino	uddannelse	treino	uddannelse	N;MASC;SG	N;INDF;MASC+FEM;SG
treino	oplæring	treino	oplæring	N;MASC;SG	N;INDF;MASC+FEM;SG
treino	træning	treino	træning	N;MASC;SG	N;INDF;MASC+FEM;SG
adquirida	erhvervede	adquirir	erhvervet	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
adquirida	anskaffet	adquirir	anskaffet	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adquirida	erhvervet	adquirir	erhvervet	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
poderosos	magtfulde	poderoso	magtfulde	ADJ;MASC;PL	ADJ;PL
contêm	indeholder	conter	indeholde	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
contêm	indeholde	conter	indeholde	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
exposto	blottet	expor	blotte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
exposto	udsat	expor	udsætte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
exposto	afsløret	expor	afsløre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
exposto	eksponeret	expor	eksponere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
combinado	kombineret	combinar	kombinere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
holstein	holstein	holstein	holstein	N;MASC;SG	N;INDF;MASC+FEM;SG
holstein	holsten	holstein	holst	N;MASC;SG	N;DEF;MASC+FEM;SG
secundários	sekundære	secundário	sekundær	ADJ;MASC;PL	ADJ;PL
nomeados	nominerede	nomear	nominere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
nomeados	udnævnte	nomear	udnævne	V;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
nomeados	udnævnes	nomear	udnævne	V;MASC;PL;V.PTCP	V;IND;PRS;FIN;PASS
nomeados	nominerede	nomear	nominere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
diploma	eksamensbevis	diploma	eksamensbevis	N;MASC;SG	N;INDF;NEUT;SG
diploma	diplom	diploma	diplom	N;MASC;SG	N;INDF;NEUT;SG
livraria	boghandler	livraria	boghandle	N;FEM;SG	N;INDF;MASC+FEM;SG
livraria	boghandel	livraria	boghandel	N;FEM;SG	N;INDF;MASC+FEM;SG
livraria	boghandler	livraria	boghandle	N;FEM;SG	N;INDF;MASC+FEM;SG
livraria	boghandel	livraria	boghandel	N;FEM;SG	N;INDF;MASC+FEM;SG
projeção	fremskrivning	projeção	fremskrivning	N;FEM;SG	N;INDF;MASC+FEM;SG
projeção	projektion	projeção	projektion	N;FEM;SG	N;INDF;MASC+FEM;SG
meridiano	længdekreds	meridiano	længdekreds	N;MASC;SG	N;INDF;MASC+FEM;SG
catherine	cathrine	catherine	cathrin	N;FEM;SG	N;INDF;MASC+FEM;SG
catherine	catherine	catherine	catherin	N;FEM;SG	N;INDF;MASC+FEM;SG
imperadores	kejsere	imperador	kejser	N;MASC;PL	N;INDF;MASC+FEM;PL
gazeta	statstidende	gazeta	statstidende	N;MASC;SG	N;INDF;MASC+FEM;SG
andares	etager	andar	etage	N;MASC;PL	N;INDF;MASC+FEM;PL
andares	gulve	andar	gulve	N;MASC;PL	N;INDF;MASC+FEM;PL
andares	gulvene	andar	gulv	N;MASC;PL	N;DEF;NEUT;PL
derivada	afledt	derivar	aflede	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
ódio	had	ódio	had	N;MASC;SG	N;INDF;NEUT;SG
ódio	had	ódio	had	N;MASC;SG	N;INDF;NEUT;SG
foguetes	raketter	foguete	raket	N;MASC;PL	N;INDF;MASC+FEM;PL
foguetes	raketterne	foguete	raket	N;MASC;PL	N;DEF;MASC+FEM;PL
ensinamentos	lektioner	ensinamento	lektion	N;MASC;PL	N;INDF;MASC+FEM;PL
deslocamento	forskydning	deslocamento	forskydning	N;MASC;SG	N;INDF;MASC+FEM;SG
deslocamento	forskydning	deslocamento	forskydning	N;MASC;SG	N;INDF;MASC+FEM;SG
imóvel	egenskab	imóvel	egenskab	N;MASC;SG	N;INDF;MASC+FEM;SG
imóvel	ejendom	imóvel	ejendom	N;MASC;SG	N;INDF;MASC+FEM;SG
imóvel	ejendomsret	imóvel	ejendomsr	N;MASC;SG	N;INDF;MASC+FEM;SG
incrível	fantastisk	incrível	fantastisk	ADJ;MASC;SG	ADJ;INDF;SG
incrível	utroligt	incrível	utrolig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
incrível	fantastisk	incrível	fantastisk	ADJ;MASC;SG	ADJ;INDF;SG
incrível	sejt	incrível	sejt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
incrível	fedt	incrível	fedt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
porcentagem	procentdel	porcentagem	procentdel	N;FEM;SG	N;INDF;MASC+FEM;SG
aquático	vandmiljø	aquático	vandmiljø	N;MASC;SG	N;INDF;NEUT;SG
chocolate	chokolade	chocolate	chokolade	N;MASC;SG	N;INDF;MASC+FEM;SG
edson	edison	edson	edison	N;MASC;SG	N;INDF;MASC+FEM;SG
acompanhou	ledsaget	acompanhar	ledsag	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
balada	ballade	balada	ballade	N;FEM;SG	N;INDF;MASC+FEM;SG
medir	måler	medir	måle	V;NFIN	V;IND;PRS;FIN;ACT
medir	måle	medir	måle	V;NFIN	V;NFIN;ACT
medir	måle	medir	måle	V;NFIN	V;NFIN;ACT
falada	talt	falar	tale	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
falada	snakket	falar	snakke	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
falada	talte	falar	tale	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
terminais	terminaler	terminal	terminale	N;MASC;PL	N;INDF;NEUT;PL
fechar	luk	fechar	luk	V;NFIN	V;IMP
fechar	lukker	fechar	lukke	V;NFIN	V;IND;PRS;FIN;ACT
fechar	afsluttende	fechar	afslutte	V;NFIN	V;PRS;V.PTCP
comerciantes	forhandlere	comerciante	forhandler	N;MASC;PL	N;INDF;MASC+FEM;PL
comerciantes	købmænd	comerciante	købmand	N;MASC;PL	N;INDF;MASC+FEM;PL
body	lig	body	lig	N;MASC;SG	N;INDF;NEUT;SG
body	kroppen	body	krop	N;MASC;SG	N;DEF;MASC+FEM;SG
body	krop	body	krop	N;MASC;SG	N;INDF;MASC+FEM;SG
etnia	etnicitet	etniar	etnicitet	N;FEM;SG	N;INDF;MASC+FEM;SG
sobreviver	overleve	sobreviver	overleve	V;NFIN	V;NFIN;ACT
sobreviver	overlever	sobreviver	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sobreviver	overlever	sobreviver	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sobreviver	overleve	sobreviver	overleve	V;NFIN	V;NFIN;ACT
sindicato	syndikat	sindicato	syndikat	N;MASC;SG	N;INDF;NEUT;SG
jurista	sagfører	jurista	sagfører	N;MASC;SG	N;INDF;MASC+FEM;SG
jurista	jurist	jurista	jurist	N;MASC;SG	N;INDF;MASC+FEM;SG
jurista	advokat	jurista	advokat	N;MASC;SG	N;INDF;MASC+FEM;SG
jurista	advokatbistand	jurista	advokatbistand	N;MASC;SG	N;INDF;MASC+FEM;SG
rumores	rygterne	rumor	rygte	N;MASC;PL	N;DEF;NEUT;PL
rumores	rygter	rumor	rygte	N;MASC;PL	N;INDF;NEUT;PL
rumores	rygter	rumor	rygte	N;MASC;PL	N;INDF;NEUT;PL
rumores	rygter	rumor	rygte	N;MASC;PL	N;INDF;NEUT;PL
fev	feb	faver	feb	N;MASC;SG	N;INDF;MASC+FEM;SG
genes	gener	gene	gen	N;MASC;PL	N;INDF;NEUT;PL
genes	generne	gene	gen	N;MASC;PL	N;DEF;NEUT;PL
estreita	snæver	estreito	snæver	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
estreita	snævert	estreito	snævert	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
estreita	smal	estreito	smal	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
rito	ritual	rito	ritual	N;MASC;SG	N;INDF;NEUT;SG
allmusic	allmusic	allmusic	allmusic	N;MASC;SG	N;INDF;NEUT;SG
oferecido	tilbydes	oferecer	tilbyde	V;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
oferecido	tilbudte	oferecer	tilbudt	V;MASC;SG;V.PTCP	V;SG;PST;V.PTCP
oferecido	tilbudt	oferecer	tilbudt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
oferecido	udbudt	oferecer	udbudt	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afiliada	tilsluttet	afiliar	tilslutte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afiliada	tilknyttet	afiliar	tilknytte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afiliada	associeret	afiliar	associere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afiliada	associeret	afiliar	associere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
afiliada	tilknyttet	afiliar	tilknytte	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
urso	bjørn	urso	bjørn	N;MASC;SG	N;INDF;MASC+FEM;SG
urso	bamse	urso	bamse	N;MASC;SG	N;INDF;MASC+FEM;SG
chá	te	chá	te	N;MASC;SG	N;INDF;MASC+FEM;SG
curiosidade	nysgerrighed	curiosidade	nysgerrighed	N;FEM;SG	N;INDF;MASC+FEM;SG
piscina	pulje	piscina	pulje	N;FEM;SG	N;INDF;MASC+FEM;SG
piscina	bassin	piscina	bassin	N;FEM;SG	N;INDF;NEUT;SG
piscina	swimmingpool	piscina	swimmingpool	N;FEM;SG	N;INDF;MASC+FEM;SG
piscina	pool	piscina	pool	N;FEM;SG	N;INDF;MASC+FEM;SG
piscina	billard	piscina	billard	N;FEM;SG	N;INDF;MASC+FEM;SG
chapéu	hue	chapéu	hue	N;MASC;SG	N;INDF;MASC+FEM;SG
chapéu	hatten	chapéu	hat	N;MASC;SG	N;DEF;MASC+FEM;SG
chapéu	kasket	chapéu	kaske	N;MASC;SG	N;INDF;MASC+FEM;SG
