من	od	مِن	od	ADP	ADP
نقابة	syndykat	نِقَابَة	syndykat	N;NOM;INDF;SG	N;NOM;MASC;SG
نقابة	konsorcjum	نِقَابَة	konsorcjum	N;NOM;INDF;SG	N;NOM;NEUT;SG
الفساد	korupcja	فَسَاد	korupcja	N;NOM;DEF;SG	N;NOM;FEM;SG
الفساد	zepsucie	فَسَاد	zepsucie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الورق	papier	وَرَق	papier	N;NOM;DEF;SG	N;NOM;MASC;SG
العملة	waluta	عُملَة	walutać	N;NOM;DEF;SG	N;NOM;FEM;SG
الصحفي	dziennikarstwo	صُحُفِيّ	dziennikarstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الصحفي	dziennikarz	صُحُفِيّ	dziennikarz	N;NOM;DEF;SG	N;NOM;MASC;SG
الصحفي	dziennikarka	صُحُفِيّ	dziennikarka	N;NOM;DEF;SG	N;NOM;FEM;SG
نادر	rzadka	نَادِر	rzadka	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
نادر	rzadkie	نَادِر	rzadki	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
نادر	rzadki	نَادِر	rzadka	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
الحبيب	kochanka	الحبيب	kochanka	N;NOM;DEF;SG	N;NOM;FEM;SG
التخلص	usuwanie	تَخَلُّص	usuwać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الاختبار	test	اِختِبَار	test	N;NOM;DEF;SG	N;NOM;MASC;SG
الاختبار	badanie	اِختِبَار	badanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الاختبار	próba	اِختِبَار	próba	N;NOM;DEF;SG	N;NOM;FEM;SG
الاختبار	badanie	اِختِبَار	badanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الاختبار	testowanie	اِختِبَار	testować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الاختبار	próba	اِختِبَار	próba	N;NOM;DEF;SG	N;NOM;FEM;SG
الاختبار	quiz	اِختِبَار	quiz	N;NOM;DEF;SG	N;NOM;MASC;SG
الكورية	koreański	كُورِيّ	koreański	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السكري	cukrzyca	سُكَّرِيّ	cukrzyca	N;NOM;DEF;SG	N;NOM;FEM;SG
السكري	cukrzyca	سُكَّرِيّ	cukrzyca	N;NOM;DEF;SG	N;NOM;FEM;SG
تكاليف	koszty	تَكلِفَة	koszt	N;NOM;INDF;PL	N;NOM;MASC;PL
الموظفين	pracownicy	مُوَظَّف	pracownik	N;NOM;DEF;PL	N;NOM;MASC;PL
الموظفين	pracownicy	مُوَظَّف	pracownik	N;NOM;DEF;PL	N;NOM;MASC;PL
استمرار	kontynuacja	اِستِمرَار	kontynuacja	N;NOM;INDF;SG	N;NOM;FEM;SG
بوابات	portale	بَوَّابَة	portal	N;NOM;INDF;PL	N;NOM;MASC;PL
التقى	spotkał	اِلتَقَى	spotkać	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
الفائز	zwycięzca	فَائِز	zwycięzca	N;NOM;DEF;SG	N;NOM;MASC;SG
المسابقة	rywalizacja	مُسَابَقَة	rywalizacja	N;NOM;DEF;SG	N;NOM;FEM;SG
المسابقة	konkurencja	مُسَابَقَة	konkurencja	N;NOM;DEF;SG	N;NOM;FEM;SG
المسابقة	konkurs	مُسَابَقَة	konkurs	N;NOM;DEF;SG	N;NOM;MASC;SG
المسابقة	konkurs	مُسَابَقَة	konkurs	N;NOM;DEF;SG	N;NOM;MASC;SG
الركاب	pasażerowie	رَاكِب	pasażer	N;NOM;DEF;PL	N;NOM;MASC;PL
الطائفة	kult	طَائِفَة	kult	N;NOM;DEF;SG	N;NOM;MASC;SG
الطائفة	sekta	طَائِفَة	sekt	N;NOM;DEF;SG	N;NOM;FEM;SG
الطائفة	sekta	طَائِفَة	sekt	N;NOM;DEF;SG	N;NOM;FEM;SG
بحوث	badania	بَحث	badanie	N;NOM;INDF;PL	N;NOM;NEUT;PL
التوازن	bilans	تَوَازُن	bilans	N;NOM;DEF;SG	N;NOM;MASC;SG
التوازن	saldo	تَوَازُن	saldo	N;NOM;DEF;SG	N;NOM;NEUT;SG
التوازن	równowaga	تَوَازُن	równowaga	N;NOM;DEF;SG	N;NOM;FEM;SG
شائع	popularny	شَائِع	popularny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
شائع	popularne	شَائِع	popularny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
شائع	popularna	شَائِع	popularny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
شائع	wspólny	شَائِع	wspólny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
شائع	wspólne	شَائِع	wspólny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
الصواريخ	pociski	صَارُوخ	pocisk	N;NOM;DEF;PL	N;NOM;MASC;PL
مشاهدة	oglądanie	مُشَاهَدَة	oglądać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مذهب	wyznanie	مذهب	wyznanie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
مذهب	doktryna	مذهب	doktryna	N;NOM;INDF;SG	N;NOM;FEM;SG
الزجاج	szkła	زُجَاج	szkło	N;NOM;DEF;SG	N;NOM;NEUT;SG
الزجاج	szklanka	زُجَاج	szklanka	N;NOM;DEF;SG	N;NOM;FEM;SG
الزجاج	szkło	زُجَاج	szkło	N;NOM;DEF;SG	N;NOM;NEUT;SG
تخزين	składowanie	تَخزِين	składowanie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تخزين	magazyn	تَخزِين	magazyn	N;NOM;INDF;SG	N;NOM;MASC;SG
تخزين	przechowywanie	تَخزِين	przechowywać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تخزين	magazynowanie	تَخزِين	magazynowanie	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تخزين	sklep	تَخزِين	sklep	N;NOM;INDF;SG	N;NOM;MASC;SG
مفتوح	otwarte	مَفتُوح	otworzyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مفتوح	otwarty	مَفتُوح	otworzyć	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
الشوارع	ulice	شَارِع	ulica	N;NOM;DEF;PL	N;NOM;FEM;PL
مقاتل	zawodnik	مَقتِل	zawodnik	N;NOM;INDF;SG	N;NOM;MASC;SG
مقاتل	wojownik	مَقتِل	wojownik	N;NOM;INDF;SG	N;NOM;MASC;SG
مقاتل	myśliwiec	مَقتِل	myśliwiec	N;NOM;INDF;SG	N;NOM;MASC;SG
الحكومات	rządy	حُكُومَة	rząd	N;NOM;DEF;PL	N;NOM;MASC;PL
الاستثمار	inwestowanie	اِستِثمَار	inwestować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الاستثمار	inwestycja	اِستِثمَار	inwestycja	N;NOM;DEF;SG	N;NOM;FEM;SG
الاستثمار	inwestowanie	اِستِثمَار	inwestować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الاستثمار	inwestycja	اِستِثمَار	inwestycja	N;NOM;DEF;SG	N;NOM;FEM;SG
الاستثمار	inwestowanie	اِستِثمَار	inwestować	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مفاهيم	koncepcje	مَفهُوم	koncepcja	N;NOM;INDF;PL	N;NOM;FEM;PL
الرصاص	ołów	رَصَاص	ołowa	N;NOM;DEF;SG	N;NOM;MASC;SG
البترول	naftowa	بِترُول	naftowy	N;NOM;DEF;SG	N;NOM;FEM;SG
القياس	pomiar	قِيَاس	pomiar	N;NOM;DEF;SG	N;NOM;MASC;SG
القياس	środek	قِيَاس	środek	N;NOM;DEF;SG	N;NOM;MASC;SG
القياس	miara	قِيَاس	miara	N;NOM;DEF;SG	N;NOM;FEM;SG
القياس	pomiar	قِيَاس	pomiar	N;NOM;DEF;SG	N;NOM;MASC;SG
القياس	wycena	قِيَاس	wycenać	N;NOM;DEF;SG	N;NOM;FEM;SG
الطفولة	dzieciństwo	طُفُولَة	dzieciństwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
دقيق	dokładne	دَقِيق	dokładny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
دقيق	dokładna	دَقِيق	dokładny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
دقيق	dokładny	دَقِيق	dokładny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
الذيل	reszka	ذَيل	reszka	N;NOM;DEF;SG	N;NOM;MASC;SG
المؤتمرات	kongresy	مُؤتَمَر	kongres	N;NOM;DEF;PL	N;NOM;MASC;PL
المؤتمرات	konferencje	مُؤتَمَر	konferencja	N;NOM;DEF;PL	N;NOM;FEM;PL
معارضة	opozycja	مُعَارَضَة	opozycja	N;NOM;INDF;SG	N;NOM;FEM;SG
معارضة	sprzeciw	مُعَارَضَة	sprzeciw	N;NOM;INDF;SG	N;NOM;MASC;SG
الثنائية	dwustronne	ثُنَائِيّ	dwustronny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
مساء	wieczór	مَسَاء	wieczór	N;NOM;INDF;SG	N;NOM;MASC;SG
مساء	popołudnie	مَسَاء	popołudnie	N;NOM;INDF;SG	N;NOM;NEUT;SG
مساء	popołudnia	مَسَاء	popołudnie	N;NOM;INDF;SG	N;NOM;NEUT;SG
تعاني	cierpieć	عَانَى	cierpieć	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;NFIN;ACT
القمح	pszenica	قَمح	pszenica	N;NOM;DEF;SG	N;NOM;FEM;SG
الجمع	mnoga	جَمع	mnóg	N;NOM;DEF;SG	N;NOM;FEM;SG
شك	wątpliwość	شَكّ	wątpliwość	N;NOM;INDF;SG	N;NOM;FEM;SG
التوحيد	zjednoczenie	تَوحِيد	zjednoczenie	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
التوحيد	konsolidacja	تَوحِيد	konsolidacja	N;NOM;DEF;SG	N;NOM;FEM;SG
مستقبل	przyszłość	مُستَقبَل	przyszłość	N;NOM;INDF;SG	N;NOM;FEM;SG
حمراء	czerwony	أَحمَر	czerwony	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
حمراء	czerwona	أَحمَر	czerwony	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
حمراء	czerwone	أَحمَر	czerwony	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
المكونات	podzespoły	مُكَوِّن	podzespoły	N;NOM;DEF;PL	N;NOM;MASC;PL
المكونات	komponenty	مُكَوِّن	komponent	N;NOM;DEF;PL	N;NOM;MASC;PL
المكونات	składniki	مُكَوِّن	składnik	N;NOM;DEF;PL	N;NOM;MASC;PL
العلامات	znaczniki	عَلَامَة	znacznik	N;NOM;DEF;PL	N;NOM;MASC;PL
العلامات	znaki	عَلَامَة	znak	N;NOM;DEF;PL	N;NOM;MASC;PL
العلامات	oznaki	عَلَامَة	oznak	N;NOM;DEF;PL	N;NOM;MASC;PL
الجمال	piękność	جَمَل	piękność	N;NOM;DEF;SG	N;NOM;FEM;SG
الشهادة	zaświadczenie	شَهَادَة	zaświadczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الشهادة	świadectwo	شَهَادَة	świadectwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الشهادة	zeznanie	شَهَادَة	zeznanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المبكر	wczesny	مُبَكِّر	wczesny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
يوفر	oszczędza	وَفَّر	oszczędzać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يوفر	ratuje	وَفَّر	ratować	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يوفر	zapisuje	وَفَّر	zapisywać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يوفر	zapewnia	وَفَّر	zapewniać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يوفر	dostarcza	وَفَّر	dostarczać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الحساب	obliczanie	حِسَاب	obliczać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الحساب	wyliczenie	حِسَاب	wyliczyć	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الحساب	obliczenie	حِسَاب	obliczyć	N;NOM;DEF;SG	N;NOM;NEUT;SG
الحساب	wyliczenia	حِسَاب	wyliczyć	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;V.MSDR
الحساب	konto	حِسَاب	konto	N;NOM;DEF;SG	N;NOM;NEUT;SG
العقلية	mentalność	عَقلِيَّة	mentalność	N;NOM;DEF;SG	N;NOM;FEM;SG
تجارب	eksperymenty	تَجرِبَة	eksperyment	N;NOM;INDF;PL	N;NOM;MASC;PL
العمود	kolumna	عُمُود	kolumna	N;NOM;DEF;SG	N;NOM;FEM;SG
قانونية	prawny	قَانُونِيّ	prawny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
قانونية	prawne	قَانُونِيّ	prawny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
قانونية	legalne	قَانُونِيّ	legalny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
السنوي	roczne	سَنَوِيّ	roczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
السنوي	roczna	سَنَوِيّ	roczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
السنوي	coroczne	سَنَوِيّ	coroczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
السنوي	roczny	سَنَوِيّ	roczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
السنوي	roczne	سَنَوِيّ	roczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
السنوي	roczna	سَنَوِيّ	roczny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
عروض	prezentacje	عَرض	prezentacja	N;NOM;INDF;PL	N;NOM;FEM;PL
عروض	pokazy	عَرض	pokazać	N;NOM;INDF;PL	N;NOM;MASC;PL
شاملة	kompleksowa	شَامِل	kompleksowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
شاملة	kompleksowy	شَامِل	kompleksowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
شاملة	kompleksowe	شَامِل	kompleksowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
منافسة	rywalizacja	مُنَافَسَة	rywalizacja	N;NOM;INDF;SG	N;NOM;FEM;SG
منافسة	konkurencja	مُنَافَسَة	konkurencja	N;NOM;INDF;SG	N;NOM;FEM;SG
منافسة	konkurs	مُنَافَسَة	konkurs	N;NOM;INDF;SG	N;NOM;MASC;SG
مجلات	magazyny	مَجَلَّة	magazyn	N;NOM;INDF;PL	N;NOM;MASC;PL
يصف	opisuje	وَصَف	opisywać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
المحتمل	prawdopodobna	مُحتَمَل	prawdopodobny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
المحتمل	prawdopodobne	مُحتَمَل	prawdopodobny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
المحتمل	prawdopodobny	مُحتَمَل	prawdopodobny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
نقد	krytyka	نَقد	krytyka	N;NOM;INDF;SG	N;NOM;FEM;SG
نقد	krytyka	نَقد	krytyka	N;NOM;INDF;SG	N;NOM;FEM;SG
نقد	gotówka	نَقد	gotówka	N;NOM;INDF;SG	N;NOM;FEM;SG
قبة	kopuła	قبة	kopuć	N;NOM;INDF;SG	N;NOM;FEM;SG
المحركات	silniki	مُحَرِّك	silnik	N;NOM;DEF;PL	N;NOM;MASC;PL
الربع	kwartał	رُبع	kwartał	N;NOM;DEF;SG	N;NOM;MASC;SG
مهنة	kariera	مِهنَة	kariera	N;NOM;INDF;SG	N;NOM;FEM;SG
مهنة	zawód	مِهنَة	zawód	N;NOM;INDF;SG	N;NOM;MASC;SG
النائب	zastępca	نَائِب	zastępca	N;NOM;DEF;SG	N;NOM;MASC;SG
زار	odwiedził	زَار	odwiedzić	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
زار	odwiedziła	زَار	odwiedzić	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
عميد	dziekan	عَمِيد	dziekany	N;NOM;INDF;SG	N;NOM;MASC;SG
القرارات	postanowienia	قَرَار	postanowienie	N;NOM;DEF;PL	N;NOM;NEUT;PL
القرارات	rezolucje	قَرَار	rezolucja	N;NOM;DEF;PL	N;NOM;FEM;PL
القرارات	decyzje	قَرَار	decyzja	N;NOM;DEF;PL	N;NOM;FEM;PL
حكاية	opowieść	حِكَايَة	opowieść	N;NOM;INDF;SG	N;NOM;FEM;SG
حكاية	historia	حِكَايَة	historia	N;NOM;INDF;SG	N;NOM;FEM;SG
حكاية	opowieść	حِكَايَة	opowieść	N;NOM;INDF;SG	N;NOM;FEM;SG
حكاية	zdarzenie	حِكَايَة	zdarzenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
حكاية	opowiadanie	حِكَايَة	opowiadać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
مترا	metry	مِتر	metr	N;ACC;INDF;SG	N;ACC;MASC;SG
المحقق	detektyw	مُحَقَّق	detektyw	N;NOM;DEF;SG	N;NOM;MASC;SG
صحف	papiery	صَحِيفَة	papier	N;NOM;INDF;PL	N;NOM;MASC;PL
اختراع	wynalezienie	اِختِرَاع	wynalezienie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الشورى	szura	شُورَى	szura	N;NOM;DEF;SG	N;NOM;FEM;SG
وطني	patriotyczne	وَطَنِيّ	patriotyczny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
وطني	krajowa	وَطَنِيّ	krajowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
وطني	krajowe	وَطَنِيّ	krajowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
وطني	national	وَطَنِيّ	national	ADJ;NOM;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
وطني	narodowy	وَطَنِيّ	narodowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
وطني	krajowy	وَطَنِيّ	krajowy	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
البرتغالي	portugalski	بُرتُغَالِيّ	portugalski	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
البرتغالي	portugalska	بُرتُغَالِيّ	portugalski	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
البرتغالي	portugalskie	بُرتُغَالِيّ	portugalski	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الجهود	starania	جَهد	starać	N;NOM;DEF;PL	N;NOM;NEUT;PL
الجهود	wysiłki	جَهد	wysiłek	N;NOM;DEF;PL	N;NOM;MASC;PL
الساق	noga	سَاق	noga	N;NOM;DEF;SG	N;NOM;FEM;SG
يوضح	wyjaśnia	أَوضَح	wyjaśniać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يوضح	tłumaczy	أَوضَح	tłumaczyć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
اللهجة	dialekt	لَهجَة	dialekt	N;NOM;DEF;SG	N;NOM;MASC;SG
الظهر	południe	ظُهر	południe	N;NOM;DEF;SG	N;NOM;NEUT;SG
صدور	biust	صُدُور	biust	N;NOM;INDF;SG	N;NOM;MASC;SG
كسر	łamanie	كَسر	łamanie	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
كسر	złamania	كَسر	złamanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
كسر	pęknięcie	كَسر	pęknięcie	N;NOM;INDF;SG	N;NOM;NEUT;SG
كسر	złamanie	كَسر	złamać	N;NOM;INDF;SG	N;NOM;NEUT;SG
النازية	nazizm	نَازِيَّة	nazizma	N;NOM;DEF;SG	N;NOM;MASC;SG
التقارير	raporty	تَقرِير	raport	N;NOM;DEF;PL	N;NOM;MASC;PL
التقارير	sprawozdania	تَقرِير	sprawozdać	N;NOM;DEF;PL	N;NOM;NEUT;PL
المهرجان	festiwal	مَهرَجَان	festiwal	N;NOM;DEF;SG	N;NOM;MASC;SG
المهرجان	święto	مَهرَجَان	święto	N;NOM;DEF;SG	N;NOM;NEUT;SG
المهرجان	karnawał	مَهرَجَان	karnawał	N;NOM;DEF;SG	N;NOM;MASC;SG
صناعية	syntetyczne	صِنَاعِيّ	syntetyczny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
صناعية	przemysłowy	صِنَاعِيّ	przemysłowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
صناعية	przemysłowe	صِنَاعِيّ	przemysłowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
استعادة	przywrócenie	اِستِعَادَة	przywrócenie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ناقش	omówić	نَاقَش	omówić	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
ناقش	przedyskutować	نَاقَش	przedyskutować	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
الانفجار	wybuch	اِنفِجَار	wybuch	N;NOM;DEF;SG	N;NOM;MASC;SG
الانفجار	wybuch	اِنفِجَار	wybuch	N;NOM;DEF;SG	N;NOM;MASC;SG
الانفجار	eksplozja	اِنفِجَار	eksplozja	N;NOM;DEF;SG	N;NOM;FEM;SG
الفحم	węgiel	فَحم	węgiel	N;NOM;DEF;SG	N;NOM;MASC;SG
الفحم	węgiel	فَحم	węgiel	N;NOM;DEF;SG	N;NOM;MASC;SG
الحدائق	ogrody	حَدِيقَة	ogród	N;NOM;DEF;PL	N;NOM;MASC;PL
الحدائق	parki	حَدِيقَة	park	N;NOM;DEF;PL	N;NOM;MASC;PL
منظر	widok	مُنَظِّر	widok	N;NOM;INDF;SG	N;NOM;MASC;SG
الكوكب	planeta	كُوَكب	planeta	N;NOM;DEF;SG	N;NOM;FEM;SG
المصطلحات	warunki	مُصطَلَح	warunki	N;NOM;DEF;PL	N;NOM;NEUT;PL
المصطلحات	terminy	مُصطَلَح	termin	N;NOM;DEF;PL	N;NOM;MASC;PL
المسار	ścieżka	مَسَار	ścieżkać	N;NOM;DEF;SG	N;NOM;FEM;SG
المسار	tor	مَسَار	tor	N;NOM;DEF;SG	N;NOM;MASC;SG
المسار	ścieżka	مَسَار	ścieżkać	N;NOM;DEF;SG	N;NOM;FEM;SG
الموجات	fale	مُوَجَّات	fala	N;NOM;DEF;PL	N;NOM;FEM;PL
مروحية	helikopter	مِروَحِيَّة	helikopter	N;NOM;INDF;SG	N;NOM;MASC;SG
مروحية	śmigłowiec	مِروَحِيَّة	śmigłowiec	N;NOM;INDF;SG	N;NOM;MASC;SG
شوارع	ulice	شَارِع	ulica	N;NOM;INDF;PL	N;NOM;FEM;PL
المعلمين	nauczyciele	مُعَلِّم	nauczyciel	N;NOM;DEF;PL	N;NOM;MASC;PL
خطوة	krok	خَطوَة	krok	N;NOM;INDF;SG	N;NOM;MASC;SG
فقرة	ustęp	فَقرَة	ustęp	N;NOM;INDF;SG	N;NOM;MASC;SG
فقرة	paragraf	فَقرَة	paragraf	N;NOM;INDF;SG	N;NOM;MASC;SG
فقرة	akapit	فَقرَة	akapit	N;NOM;INDF;SG	N;NOM;MASC;SG
الجنة	niebo	جَنَّة	niebo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجنة	raj	جَنَّة	raj	N;NOM;DEF;SG	N;NOM;MASC;SG
المحافظات	prowincje	مُحَافِظَة	prowincja	N;NOM;DEF;PL	N;NOM;FEM;PL
المناصب	stanowiska	مُنَاصِب	stanowisko	N;NOM;DEF;PL	N;NOM;NEUT;PL
المناصب	pozycje	مُنَاصِب	pozycja	N;NOM;DEF;PL	N;NOM;FEM;PL
المناصب	stanowiska	مُنَاصِب	stanowisko	N;NOM;DEF;PL	N;NOM;NEUT;PL
المناصب	posty	مُنَاصِب	post	N;NOM;DEF;PL	N;NOM;MASC;PL
الذكاء	wywiad	ذَكَاء	wywiad	N;NOM;DEF;SG	N;NOM;MASC;SG
الذكاء	inteligencja	ذَكَاء	inteligencja	N;NOM;DEF;SG	N;NOM;FEM;SG
سريعة	szybkie	سَرِيع	szybki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سريعة	szybki	سَرِيع	szybki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
سريعة	szybkie	سَرِيع	szybki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
سريعة	szybki	سَرِيع	szybki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
سريعة	szybka	سَرِيع	szybki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
توليد	pokolenie	تَولِيد	pokolenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
توليد	wytwarzanie	تَولِيد	wytwarzać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
توليد	generacja	تَولِيد	generacja	N;NOM;INDF;SG	N;NOM;FEM;SG
توليد	generowanie	تَولِيد	generować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
توليد	generowanie	تَولِيد	generować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
توليد	generowanie	تَولِيد	generować	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
المركب	łódka	مُرَكَّب	łódko	N;NOM;DEF;SG	N;NOM;FEM;SG
تردد	częstotliwość	تَرَدُّد	częstotliwość	N;NOM;INDF;SG	N;NOM;FEM;SG
تردد	częstość	تَرَدُّد	częstość	N;NOM;INDF;SG	N;NOM;FEM;SG
يهتم	dba	هَتَم	dbać	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
دم	krew	دَم	krew	N;NOM;INDF;SG	N;NOM;FEM;SG
الغازات	gazy	غَاز	gaz	N;NOM;DEF;PL	N;NOM;MASC;PL
الهندسية	geometryczne	هَندَسِيّ	geometryczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
طابع	pieczęć	طَابِع	pieczęć	N;NOM;INDF;SG	N;NOM;FEM;SG
