van	سے	van	سے	ADP	ADP
commando	قدرت	commando	قدرت	N;NEUT;SG	N;NOM;MASC;SG;3
commando	قبضہ	commando	قبضہ	N;NEUT;SG	N;NOM;MASC;SG;3
commando	موجب	commando	موجب	N;NEUT;SG	N;NOM;MASC;SG;3
commando	اختیار	commando	اختیار	N;NEUT;SG	N;NOM;MASC;SG;3
commando	حکم	commando	حکم	N;NEUT;SG	N;NOM;MASC;SG;3
commando	قدرت	commando	قدرت	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	مدارات	entertainment	مدار	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	دلچسپی	entertainment	دلچسپی	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	خاطرداری	entertainment	خاطرداری	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	مدارات	entertainment	مدار	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	تفریح	entertainment	تفریح	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	دلچسپی	entertainment	دلچسپی	N;NEUT;SG	N;NOM;MASC;SG;3
entertainment	خاطرداری	entertainment	خاطرداری	N;NEUT;SG	N;NOM;MASC;SG;3
wagen	لفٹ	wagen	لفٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
liedje	گیت	liedje	گیت	N;NEUT;SG	N;NOM;MASC;SG;3
liedje	شاعری	liedje	شاعری	N;NEUT;SG	N;NOM;MASC;SG;3
identiteit	پہچان	identiteit	پہچان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
edit	فلم	edit	فلم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
omhoog	سامنے	omhoog	سامنے	ADV	ADV;NOM;MASC;SG;3
point	سرا	point	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	تفصیل	point	تفصیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	نکتہ	point	نکتہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	فائدہ	point	فائدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	خصوصیت	point	خصوصیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	امتیاز	point	امتیاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	مصلحت	point	مصلحت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	محل	point	محل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	درجہ	point	درجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	معاملہ	point	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	سرا	point	سرا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	تفصیل	point	تفصیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	نکتہ	point	نکتہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	فائدہ	point	فائدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	خصوصیت	point	خصوصیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	امتیاز	point	امتیاز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	مصلحت	point	مصلحت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	محل	point	محل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	درجہ	point	درجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
point	معاملہ	point	معاملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
weerstand	رکاوٹ	weerstand	رکاوٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soldaat	فوجی	soldaat	فوجی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
soldaat	فوجی	soldaat	فوجی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tijdelijke	عبوری	tijdelijk	عبوری	ADJ	ADJ
tijdelijke	عارضی	tijdelijk	عارضی	ADJ	ADJ
typische	مثالی	typisch	مثالی	ADJ	ADJ
tekenen	پہنچنا	tekenen	پہنچ	V;NFIN	V;MASC;SG;NFIN;ACT
tekenen	بڑھنا	tekenen	بڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
tekenen	چلنا	tekenen	چل	V;NFIN	V;MASC;SG;NFIN;ACT
tekenen	لکھنا	tekenen	لکھ	V;NFIN	V;MASC;SG;NFIN;ACT
tekenen	کھینچنے	tekenen	کھینچ	V;NFIN	V;NFIN
houding	انداز	houding	انداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
houding	مارکیٹ	houding	مارکیٹ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
houding	انداز	houding	انداز	N;MASC+FEM;SG	N;NOM;MASC;SG;3
houding	وضع	houding	وضع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stop	تاننا	stoppen	تان	V;SG;PRS;FIN	V;SG;NFIN;ACT
stop	تاننا	stoppen	تان	V;SG;PRS;FIN	V;SG;NFIN;ACT
stop	ٹھہرنا	stoppen	ٹھہر	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
stop	تھامنا	stoppen	تھامنا	V;SG;PRS;FIN	V;SG;NFIN;ACT
bezoeken	معائنے	bezoeken	معائنہ	V;NFIN	V;SG;V.PTCP;ACT
aanmaken	جھگڑنا.	aanmaken	جھگڑنا.	V;NFIN	V;SG;FIN;ACT
koers	رویہ	koers	رویہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
koers	روش	koers	روش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nationaliteit	خصوصیت	nationaliteit	خصوصیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontdekking	تلاش	ontdekking	تلاش	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kantoor	مہربانی	kantoor	مہربانی	N;NEUT;SG	N;NOM;MASC;SG;3
kantoor	عہدہ	kantoor	عہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
kantoor	مہربانی	kantoor	مہربانی	N;NEUT;SG	N;NOM;MASC;SG;3
kantoor	دفتر	kantoor	دفتر	N;NEUT;SG	N;NOM;MASC;SG;3
kantoor	عہدہ	kantoor	عہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
trap	زینہ	trap	زینہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trap	زور	trap	زور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
trap	توانائی	trap	توانائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
juridische	قانونی	juridisch	قانونی	ADJ	ADJ
hemel	آسمان	hemel	آسمان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
monster	عفریت	monster	عفریت	N;NEUT;SG	N;NOM;MASC;SG;3
sector	معاشرے	sector	معاشرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
organische	منظم	organisch	منظم	ADJ	ADJ
organische	موروثی	organisch	موروثی	ADJ	ADJ
organische	آئینی	organisch	آئینی	ADJ	ADJ
organische	مربوط	organisch	مربوط	ADJ	ADJ
toezicht	نگرانی	toezicht	نگرانی	N;NEUT;SG	N;NOM;MASC;SG;3
toezicht	فروگزاشت.	toezicht	فروگزاشت.	N;NEUT;SG	N;NOM;MASC;SG;3
toezicht	نگرانی	toezicht	نگرانی	N;NEUT;SG	N;NOM;MASC;SG;3
toezicht	فروگزاشت.	toezicht	فروگزاشت.	N;NEUT;SG	N;NOM;MASC;SG;3
tempo	دھیمی	tempo	دھیمی	N;NEUT;SG	N;NOM;MASC;SG;3
tempo	دھیمی	tempo	دھیمی	N;NEUT;SG	N;NOM;MASC;SG;3
tempo	حرکت	tempo	حرکت	N;NEUT;SG	N;NOM;MASC;SG;3
training	تربیت	training	تربیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
training	مشق	training	مشق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
training	زورآزمائی	training	زورآزمائی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dorpje	موضع	dorp	موضع	N;NEUT;SG	N;NOM;MASC;SG;3
dorpje	موضع	dorp	موضع	N;NEUT;SG	N;NOM;MASC;SG;3
genootschap	معاشرہ	genootschap	معاشرہ	N;NEUT;SG	N;NOM;MASC;SG;3
genootschap	معاشرہ	genootschap	معاشرہ	N;NEUT;SG	N;NOM;MASC;SG;3
genootschap	سماج	genootschap	سماج	N;NEUT;SG	N;NOM;MASC;SG;3
angst	تعظیم	angst	تعظیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
angst	خوف	angst	خوف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
angst	ہراس	angst	ہراس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
angst	تعظیم	angst	تعظیم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
angst	خطرہ	angst	خطرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
angst	خوف	angst	خوف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
angst	ہراس	angst	ہراس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
angst	فکر	angst	فکر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	نقصان	straf	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	خسارہ	straf	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	تعزیر	straf	تعزیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	نقصان	straf	نقصان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	خسارہ	straf	خسارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
straf	سزا	straf	سزا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fictieve	جعلی	fictief	جعلی	ADJ	ADJ
fictieve	جعلی	fictief	جعلی	ADJ	ADJ
fictieve	فرضی	fictief	فرضی	ADJ	ADJ
fictieve	نقلی	fictief	نقلی	ADJ	ADJ
fictieve	افسانوی	fictief	افسانوی	ADJ	ADJ
blij	روشن	blij	روشن	ADJ	ADJ
blij	آمادہ	blij	آمادہ	ADJ	ADJ
blij	راضی	blij	راضی	ADJ	ADJ
blij	مناسب	blij	مناسب	ADJ	ADJ
blij	خوش	blij	خوش	ADJ	ADJ
blij	مناسب	blij	مناسب	ADJ	ADJ
vaderland	وطن	vaderland	وطن	N;NEUT;SG	N;NOM;MASC;SG;3
sluis	کھڑکی	sluis	کھڑکی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
sluis	کھڑکی	sluis	کھڑکی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kerkhof	قبرستان	kerkhof	قبرستان	N;NEUT;SG	N;NOM;MASC;SG;3
afscheid	رخصت	afscheid	رخصت	N;NEUT;SG	N;NOM;FEM;SG;3
finish	لکڑی	finish	لکڑی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
finish	تہذیب	finish	تہذیب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overgang	عبور	overgang	عبور	N;MASC+FEM;SG	N;NOM;MASC;SG;3
atelier	ٹیلیوژن	atelier	ٹیلیوژن	N;NEUT;SG	N;NOM;MASC;SG;3
individueel	خصوصی	individueel	خصوصی	ADJ	ADJ
individueel	خصوصی	individueel	خصوصی	ADJ	ADJ
negatief	ناموافق	negatief	ناموافق	ADJ	ADJ
negatief	نامساعد	negatief	نامساعد	ADJ	ADJ
negatief	ناموافق	negatief	ناموافق	ADJ	ADJ
negatief	نامساعد	negatief	نامساعد	ADJ	ADJ
negatief	منفی	negatief	منفی	ADJ	ADJ
memorial	ادارہ	memorial	ادارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
memorial	رسم	memorial	رسم	N;MASC+FEM;SG	N;NOM;FEM;SG;3
unieke	نادر	uniek	نادر	ADJ	ADJ
unieke	نادر	uniek	نادر	ADJ	ADJ
mount	منصب	mounen	منصب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gewond	زخمی	gewond	زخمی	ADJ	ADJ
gewond	متأثر.	gewond	متأثر.	ADJ	ADJ
forum	عدالت	forum	عدالت	N;NEUT;SG	N;NOM;FEM;SG;3
uitdrukking	اظہار	uitdrukking	اظہار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitdrukking	بیان	uitdrukking	بیان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
uitdrukking	تصریح	uitdrukking	تصریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gezamenlijke	مفصلہ	gezamenlijk	مفصلہ	ADJ	ADJ
taalgebruik	زبان	taalgebruik	زبان	N;NEUT;SG	N;NOM;MASC;SG;3
taalgebruik	زبان	taalgebruik	زبان	N;NEUT;SG	N;NOM;MASC;SG;3
harmonie	آہنگ	harmonie	آہنگ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
diepte	فاصلہ	diepte	فاصلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
diepte	پیمائش	diepte	پیمائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
overbodig	فضولیات.	overbodig	فضولیات.	ADJ	ADJ
dichtheid	کثافت	dichtheid	کثافت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grave	انجام	grave	انجام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
grave	انجام	grave	انجام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkrijgbaar	موجود	verkrijgbaar	موجود	ADJ	ADJ
veelvuldig	اکثر	veelvuldig	اکثر	ADJ	ADJ
veelvuldig	تیز	veelvuldig	تیز	ADJ	ADJ
veelvuldig	عادی	veelvuldig	عادی	ADJ	ADJ
zeventiende	سترھویں	zeventien	سترھویں	ADJ	ADJ
zeventiende	سترھویں	zeventien	سترھویں	ADJ	ADJ
regime	خوراک	regime	خوراک	N;NEUT;SG	N;NOM;FEM;SG;3
graad	خوبی	graad	خوبی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
graad	مہارت	graad	مہارت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
graad	نسبت	graad	نسبت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wijzigen	بدلنا.	wijzigen	بدلنا.	V;NFIN	V;NFIN;ACT
wijzigen	بدلنا	wijzigen	بدل	V;NFIN	V;MASC;SG;NFIN;ACT
grijze	فاختئی	grijs	فاختئی	ADJ	ADJ
grijze	فاختئی	grijs	فاختئی	ADJ	ADJ
interpretatie	تشریح	interpretatie	تشریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
interpretatie	تعبیر	interpretatie	تعبیر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
invasie	حملہ	invasie	حملہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gat	پیالی	gat	پیالی	N;NEUT;SG	N;NOM;FEM;SG;3
gat	سوراخ	gat	سوراخ	N;NEUT;SG	N;NOM;MASC;SG;3
gat	نالی	gat	نالی	N;NEUT;SG	N;NOM;FEM;SG;3
gat	پیالی	gat	پیالی	N;NEUT;SG	N;NOM;FEM;SG;3
gat	سوراخ	gat	سوراخ	N;NEUT;SG	N;NOM;MASC;SG;3
gat	نالی	gat	نالی	N;NEUT;SG	N;NOM;FEM;SG;3
verzamelen	پانا	verzamelen	پانا	V;NFIN	V;SG;NFIN;ACT
verzamelen	پھولنا	verzamelen	پھول	V;NFIN	V;SG;NFIN;ACT
verzamelen	بٹورنا.	verzamelen	بٹورنا.	V;NFIN	V;SG;NFIN;ACT
verzamelen	پکنا	verzamelen	پک	V;NFIN	V;MASC;SG;NFIN;ACT
verzamelen	ڈھیر	verzamelen	ڈھیر	V;NFIN	V;ACT
verzamelen	بٹورنا	verzamelen	بٹور	V;NFIN	V;NFIN;ACT
handhaven	سنبھالنا	handhaven	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
bol	کرہ	bol	کرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bol	حلقہ	bol	حلقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bol	گولہ	bol	گولہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bol	کرہ	bol	کرہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
act	حرکت	act	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
act	حرکت	act	حرکت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
act	عمل	act	عمل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oordeel	تبصرہ	oordeel	تبصرہ	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	معقولیت	oordeel	معقولیت	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	اندازہ	oordeel	اندازہ	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	تنقید.	oordeel	تنقید.	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	رائے	oordeel	رائے	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	تبصرہ	oordeel	تبصرہ	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	معقولیت	oordeel	معقولیت	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	اندازہ	oordeel	اندازہ	N;NEUT;SG	N;NOM;MASC;SG;3
oordeel	تنقید.	oordeel	تنقید.	N;NEUT;SG	N;NOM;MASC;SG;3
degradatie	تذلیل	degradatie	تذلیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opbouw	تشکیل	opbouw	تشکیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opbouw	تعمیر	opbouw	تعمیر	N;MASC+FEM;SG	N;NOM;FEM;SG;3
opbouw	تشکیل	opbouw	تشکیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kleinzoon	پوتا	kleinzoon	پوتا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inzicht	مفاہمت	inzicht	مفاہمت	N;NEUT;SG	N;NOM;MASC;SG;3
inzicht	معاہدہ	inzicht	معاہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
schijf	ٹکیا	schijf	ٹکیا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
donker	ناخواندہ	donker	ناخواندہ	ADJ	ADJ
donker	افسردہ	donker	افسردہ	ADJ	ADJ
donker	رنجیدہ	donker	رنجیدہ	ADJ	ADJ
donker	نامعلوم	donker	نامعلوم	ADJ	ADJ
donker	نابلد	donker	نابلد	ADJ	ADJ
donker	پراسرار	donker	پراسرار	ADJ	ADJ
donker	تاریکی	donker	تاریکی	ADJ	ADJ
vorig	سابق	vorig	سابق	ADJ	ADJ
woonplaats	مکان	woonplaats	مکان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
woonplaats	قیام	woonplaats	قیام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
senior	اسکول	senior	اسکول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
metal	چاندی	metal	چاندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
nut	افادیت	nut	افادیت	N;NEUT;SG	N;NOM;MASC;SG;3
nut	سراسرعملی	nut	سراسرعملی	N;NEUT;SG	N;NOM;MASC;SG;3
nut	افادیت	nut	افادیت	N;NEUT;SG	N;NOM;MASC;SG;3
baas	آجر	baas	آجر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontwerper	فنی	ontwerper	فنی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ontwerper	مشین	ontwerper	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorwaarde	شرط	voorwaard	شرط	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voorwaarde	موجب	voorwaard	موجب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorwaarde	کیفیت	voorwaard	کیفیت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
creëren	جھگڑنا.	creer	جھگڑنا.	V;NFIN	V;SG;FIN;ACT
scène	فساد	scène	فساد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scène	حلقہ	scène	حلقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scène	فساد	scène	فساد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scène	نظارہ	scène	نظارہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scène	منظر	scène	منظر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
scène	حلقہ	scène	حلقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zeldzame	طُرفہ.	zeldzaam	طُرفہ.	ADJ	ADJ
zeldzame	غیرمعمولی	zeldzaam	غیرمعمولی	ADJ	ADJ
zeldzame	طُرفہ.	zeldzaam	طُرفہ.	ADJ	ADJ
zeldzame	نایاب	zeldzaam	نایاب	ADJ	ADJ
zeldzame	غیرمعمولی	zeldzaam	غیرمعمولی	ADJ	ADJ
gebeurtenis	واقعہ	gebeurtenis	واقعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
matt	ماند	matt	ماند	N;MASC+FEM;SG	N;NOM;MASC;SG;3
opmerkelijk	منفرد	opmerkelijk	منفرد	ADJ	ADJ
opmerkelijk	ممتاز.	opmerkelijk	ممتاز.	ADJ	ADJ
opmerkelijk	اہم	opmerkelijk	اہم	ADJ	ADJ
opmerkelijk	نمایاں	opmerkelijk	نمایاں	ADJ	ADJ
gereed	تیز	gereed	تیز	ADJ	ADJ
gereed	مائل	gereed	مائل	ADJ	ADJ
gereed	آمادہ	gereed	آمادہ	ADJ	ADJ
gereed	تیز	gereed	تیز	ADJ	ADJ
gereed	مائل	gereed	مائل	ADJ	ADJ
waarschuwing	انتباہ	waarschuwing	انتباہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
waarschuwing	باخبر	waarschuwing	باخبر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuld	تہمت	schuld	تہمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
schuld	الزام	schuld	الزام	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuld	قرض	schuld	قرض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuld	دین	schuld	دین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schuld	جرم	schuld	جرم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vangen	کھینچنا	vangen	کھینچ	V;NFIN	V;MASC;SG;NFIN;ACT
vangen	پھانسنے	vangen	پھانسنے	V;NFIN	V;NFIN;ACT
vangen	روکنے	vangen	روک	V;NFIN	V;ACC;NFIN
vangen	پکڑا	vangen	پکڑ	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
depressie	نقاہت	depressie	نقاہت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
depressie	اداسی	depressie	اداسی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
absolute	آخری	absoluut	آخری	ADJ	ADJ
absolute	مکمل	absoluut	مکمل	ADJ	ADJ
absolute	ناطق.	absoluut	ناطق.	ADJ	ADJ
voertuig	خیال	voertuig	خیال	N;NEUT;SG	N;NOM;MASC;SG;3
voertuig	مرکب	voertuig	مرکب	N;NEUT;SG	N;NOM;MASC;SG;3
voertuig	گاڑی	voertuig	گاڑی	N;NEUT;SG	N;NOM;FEM;SG;3
voertuig	خیال	voertuig	خیال	N;NEUT;SG	N;NOM;MASC;SG;3
voertuig	سواری	voertuig	سواری	N;NEUT;SG	N;NOM;FEM;SG;3
voertuig	مرکب	voertuig	مرکب	N;NEUT;SG	N;NOM;MASC;SG;3
ruzie	تکرار	ruzie	تکرار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geslagen	ہرایا	slaan	ہرایا	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
coalitie	اتصال	coalitie	اتصال	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dagelijkse	مستقل	dagelijks	مستقل	ADJ	ADJ
dagelijkse	متواتر	dagelijks	متواتر	ADJ	ADJ
gesprek	گفتگو	gesprek	گفتگو	N;NEUT;SG	N;NOM;MASC;SG;3
ambassadeur	سفیر	ambassadeur	سفیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vlees	گری	vlees	گری	N;NEUT;SG	N;NOM;MASC;SG;3
vlees	انڈے	vlees	انڈے	N;NEUT;SG	N;NOM;MASC;SG;3
vlees	پھل	vlees	پھل	N;NEUT;SG	N;NOM;MASC;SG;3
herstel	بحالی	herstel	بحالی	N;NEUT;SG	N;NOM;MASC;SG;3
herstel	بازیابی	herstel	بازیابی	N;NEUT;SG	N;NOM;FEM;SG;3
track	آدمی	track	آدمی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
track	ٹینک	track	ٹینک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
nek	گستاخی	nek	گستاخی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fractie	گروہ	fractie	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fractie	جمعیت	fractie	جمعیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fractie	گروہ	fractie	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fractie	جمعیت	fractie	جمعیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fractie	جماعت	fractie	جماعت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
match	بیاہ	match	بیاہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
match	شادی	match	شادی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
match	بیاہ	match	بیاہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
match	شادی	match	شادی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
borst	چھاتی	borst	چھا	N;MASC+FEM;SG	N;NOM;FEM;SG;3
springen	اچھلنا	springen	اچھل	V;NFIN	V;MASC;SG;NFIN;ACT
springen	چڑھنا	springen	چڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
springen	اچھلنا	springen	اچھل	V;NFIN	V;MASC;SG;NFIN;ACT
springen	چڑھنا	springen	چڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
design	مشین	design	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
design	ترکیب	design	ترکیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
design	تصویر	design	تصویر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
design	منصوبہ	design	منصوبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
design	مشین	design	مشین	N;MASC+FEM;SG	N;NOM;MASC;SG;3
design	ترکیب	design	ترکیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
design	تصویر	design	تصویر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
design	مقصد	design	مقصد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
valse	غیرقانونی	vals	غیرقانونی	ADJ	ADJ
valse	جعلی	vals	جعلی	ADJ	ADJ
valse	ناجائز	vals	ناجائز	ADJ	ADJ
valse	غلط	vals	غلط	ADJ	ADJ
valse	غیرقانونی	vals	غیرقانونی	ADJ	ADJ
valse	نقلی	vals	نقلی	ADJ	ADJ
valse	جعلی	vals	جعلی	ADJ	ADJ
valse	ناجائز	vals	ناجائز	ADJ	ADJ
concurrentie	آزمائش	concurrentie	آزمائش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
primaire	ابتدائی	primair	ابتدائی	ADJ	ADJ
primaire	اصلی	primair	اصلی	ADJ	ADJ
evolutie	گیس	evolutie	گیس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
mix	مرکب	mix	مرکب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
oeuvre	مصور	oeuvre	مصور	N;NEUT;SG	N;NOM;MASC;SG;3
voorwerp	مقصد	voorwerp	مقصد	N;NEUT;SG	N;NOM;MASC;SG;3
captain	سربراہ	captain	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
captain	کپتان	captain	کپتان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
captain	سربراہ	captain	سربراہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vleugel	بازو	vleugel	بازو	N;MASC+FEM;SG	N;NOM;MASC;SG;3
