par	אודות	par	אודות		
braukšanas	נהיגה	braukšana	נהיגה	N;NOM;FEM;SG	N;FEM;SG
ask	שאל	ask	שאל	N	N;MASC;SG
domas	מחשבות	doma	מחשבה	N;NOM;FEM;PL	N;FEM;PL
domas	המחשבות	doma	המחשבות	N;NOM;FEM;PL	N;FEM;PL
kokiem	עצים	koks	עץ	N;DAT;MASC;PL	N;MASC;PL
kartē	מפה	karte	מפה	N;ESS;FEM;SG	N;FEM;SG
izgatavots	יוצר	izgatavot	יצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
izgatavots	מיוצר	izgatavot	יוצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
izgatavots	עשה	izgatavot	עשה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
izgatavots	הכין	izgatavot	הכין	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
tabulas	שולחנות	tabula	שולחנות	N;NOM;FEM;PL	N;MASC;PL
piezīme	תו	piezīme	תו		
piezīme	פתק	piezīme	פתק		
just	להרגיש	just	הרגיש	V;POS;NFIN	V;NFIN;ACT
just	מרגיש	just	הרגיש	V;POS;NFIN	V;MASC;SG;V.PTCP;ACT
just	מרגישים	just	הרגיש	V;POS;NFIN	V;MASC;PL;V.PTCP;ACT
just	תרגיש	just	תרגיש	V;POS;NFIN	V;MASC;SG;2;FUT;ACT
nometnes	מחנות	nometne	מחנה	N;NOM;FEM;PL	N;MASC;PL
atklāj	לחשוף	atklāt	חשף	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
atklāj	לגלות	atklāt	None	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
kukaiņi	חרקים	kukainis	חרק	N;NOM;MASC;PL	N;MASC;PL
uzbūvēts	נבנתה	uzbūvēt	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
uzbūvēts	נבנה	uzbūvēt	נבנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
uzbūvēts	בנוי	uzbūvēt	בנה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
būvēt	לבנות	būvēt	בנה	V;POS;NFIN	V;NFIN;ACT
nepieciešami	דרושים	nepieciešams	דרוש	ADJ;NOM;MASC;PL	ADJ;MASC;PL
nepieciešami	דרושים	nepieciešams	דרוש	ADJ;NOM;MASC;PL	ADJ;MASC;PL
balsis	הצבעות	balss	הצבעה	N;NOM;FEM;PL	N;FEM;PL
balsis	קולות	balss	קול	N;NOM;FEM;PL	N;MASC;PL
balsis	קולות	balss	קול	N;NOM;FEM;PL	N;MASC;PL
tūlīt	מיד	tūlīt	מייד	ADV	ADV
tūlīt	מיידית	tūlīt	מיידי	ADV	ADV
koloniju	מושבה	kolonija	מושבה	N;ACC;FEM;SG	N;FEM;SG
atšķirība	הבדל	atšķirība	הבדל	N;NOM;FEM;SG	N;MASC;SG
atvērts	לפתוח	atvērts	פתח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;NFIN;ACT
atvērts	נפתח	atvērts	נפתח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;MID
atvērts	פתחתי	atvērts	פתח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;SG;1;PST
atvērts	נפתחה	atvērts	נפתח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
āda	עור	āda	עור	N;NOM;FEM;SG	N;MASC;SG
āda	עור	āda	עור	N;NOM;FEM;SG	N;MASC;SG
dārzā	הגינה	dārzs	הגין	N;ESS;MASC;SG	N;FEM;SG
dārzā	גן	dārzs	גן	N;ESS;MASC;SG	N;MASC;SG
dārzā	גינה	dārzs	גינה	N;ESS;MASC;SG	N;FEM;SG
izvēlēts	נבחר	izvēlēt	נבחר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
izvēlēts	נבחרה	izvēlēt	נבחר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
prasības	תביעות	prasība	תביעה	N;NOM;FEM;PL	N;FEM;PL
prasības	טענות	prasība	טענה	N;NOM;FEM;PL	N;FEM;PL
prasības	דרישות	prasība	דרישה	N;NOM;FEM;PL	N;FEM;PL
jumta	מטריה	jumts	מטריה	N;GEN;MASC;SG	N;FEM;SG
jumta	מטרייה	jumts	הטרייה	N;GEN;MASC;SG	N;FEM;SG
jumta	המטרייה	jumts	המטרייה	N;GEN;MASC;SG	N;FEM;SG
pētnieks	חוקר	pētnieks	חוקר	N;NOM;MASC;SG	N;MASC;SG
avīzes	עיתונים	avīze	עיתון	N;NOM;FEM;PL	N;MASC;PL
lietošana	שימוש	lietošana	שימוש	N;NOM;FEM;SG	N;MASC;SG
lietošana	שימוש	lietošana	שימוש	N;NOM;FEM;SG	N;MASC;SG
rindā	שורה	rinda	שורה	N;ESS;FEM;SG	N;FEM;SG
lauvas	אריות	lauva	אריה	N;NOM;FEM;PL	N;FEM;PL
pelēkā	אפורה	pelēks	אפורה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
samazināts	מופחת	samazināt	מופחה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
zaudē	לאבד	zaudēt	איבד	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
zaudē	לאבד	zaudēt	איבד	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
zaudē	להפסיד	zaudēt	הפסיד	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
augstā	גבוה	augsts	גבוה	ADJ;NOM;FEM;SG	ADJ;MASC;SG
augstā	גבוהה	augsts	גבוה	ADJ;NOM;FEM;SG	ADJ;FEM;SG
slimnīca	מרפאה	slimnīca	מרפאה	N;NOM;FEM;SG	N;FEM;SG
slimnīca	מרפאת	slimnīca	מרפאת	N;NOM;FEM;SG	N;FEM;SG
kategorija	קטגוריה	kategorija	קטגוריה	N;NOM;FEM;SG	N;FEM;SG
kategorija	קטגוריית	kategorija	קטגוריה	N;NOM;FEM;SG	N;FEM;SG
nolaišanās	ירידה	nolaišanās	ירידה	N;NOM;FEM;SG	N;FEM;SG
nolaišanās	נחיתה	nolaišanās	נחיתה	N;NOM;FEM;SG	N;FEM;SG
nolaišanās	נחיתת	nolaišanās	נחיתה	N;NOM;FEM;SG	N;FEM;SG
grādi	מעלות	grāds	מעלה	N;NOM;MASC;PL	N;FEM;PL
grādi	תארים	grāds	תואר	N;NOM;MASC;PL	N;MASC;PL
citādi	אחרת	citādi	אחרת	ADV	ADV
sarkanais	אדום	sarkans	אדום	ADJ;NOM;MASC;SG	ADJ;MASC;SG
dots	ניתנה	dot	ניתן	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
samazināt	להפחית	samazināt	הפחית	V;POS;NFIN	V;NFIN;ACT
samazināt	להפחית	samazināt	הפחית	V;POS;NFIN	V;NFIN;ACT
pamest	לנטוש	pamest	נטש	V;POS;NFIN	V;NFIN;ACT
plūsma	זרימה	plūsma	זרימה	N;NOM;FEM;SG	N;FEM;SG
plūsma	זרימת	plūsma	זרימה	N;NOM;FEM;SG	N;FEM;SG
ķēniņš	מלך	ķēniņš	מלך	N;NOM;MASC;SG	N;MASC;SG
atjaunošanu	שיקום	atjaunošana	שיקום	N;ACC;FEM;SG	N;MASC;SG
atjaunošanu	שחזור	atjaunošana	שחזור	N;ACC;FEM;SG	N;MASC;SG
nosūtīts	נשלח	nosūtīt	נשלח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
nosūtīts	נשלחה	nosūtīt	נשלח	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
mazulis	תינוקת	mazulis	תינוק	N;NOM;MASC;SG	N;FEM;SG
mazulis	בובה	mazulis	בובה	N;NOM;MASC;SG	N;FEM;SG
mazulis	תינוק	mazulis	תינוק	N;NOM;MASC;SG	N;MASC;SG
piekrita	הסכים	piekrist	הסכים	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
vienāda	אחיד	vienāda	אחיד	ADJ;NOM;FEM;SG	ADJ;MASC;SG
vienāda	אחידה	vienāda	אחיד	ADJ;NOM;FEM;SG	ADJ;FEM;SG
vienāda	שוות	vienāda	שווה	ADJ;NOM;FEM;SG	ADJ
atbrīvots	שוחרר	atbrīvot	שוחרר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
atbrīvots	משוחרר	atbrīvot	משוחרר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
atbrīvots	שוחררה	atbrīvot	שוחרר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
izvēlēties	תבחר	izvēlēties	בחר	V;POS;REFL;NFIN	V;FEM;SG;3;FUT;ACT
izvēlēties	בחר	izvēlēties	בחר	V;POS;REFL;NFIN	V;MASC;SG;3;PST;ACT
izvēlēties	בחר	izvēlēties	בחר	V;POS;REFL;NFIN	V;MASC;SG;3;PST;ACT
velosipēdu	אופניים	velosipēds	אופניים	N;ACC;MASC;SG	N
velosipēdu	אופניים	velosipēds	אופניים	N;ACC;MASC;SG	N
kariem	המלחמות	karš	המלחמות	N;DAT;MASC;PL	N;FEM;PL
kariem	מלחמות	karš	מלחמה	N;DAT;MASC;PL	N;FEM;PL
pilis	טירות	pils	טירה	N;NOM;FEM;PL	N;FEM;PL
eiropiešu	האירופאים	eiropietis	האירופאי	N;GEN;MASC;PL	N
eiropiešu	אירופאים	eiropietis	אירופאי	N;GEN;MASC;PL	N;MASC;PL
vāks	כיסוי	vākt	כיסוי	N;NOM;MASC;SG	N;MASC;SG
vāks	חיפוי	vākt	חיפוי	N;NOM;MASC;SG	N;MASC;SG
izmeklēšanas	חקירה	izmeklēšana	חקירה	N;NOM;FEM;SG	N;FEM;SG
aizliedza	אסר	aizliegt	אסר	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
sienu	קיר	siena	קיר	N;ACC;FEM;SG	N;MASC;SG
sabiedrisks	חברותית	sabiedrisks	חברותי	ADJ;NOM;MASC;SG	ADJ;FEM;SG
svarīgs	חשוב	svarīgs	חשוב	ADJ;NOM;MASC;SG	ADJ;MASC;SG
svarīgs	חשובה	svarīgs	חשוב	ADJ;NOM;MASC;SG	ADJ;FEM;SG
bumbu	כדור	bumba	כדור	N;ACC;FEM;SG	N;MASC;SG
ausis	אזניים	auss	אזניים	N;NOM;FEM;PL	N;FEM;PL
ausis	אוזניים	auss	אוזן	N;NOM;FEM;PL	N;FEM;PL
apmācības	אימונים	apmācība	אימון	N;NOM;FEM;PL	N;MASC;PL
mūzikā	מוסיקה	mūzika	מוזיקה	N;ESS;FEM;SG	N;FEM;SG
mūzikā	מוזיקה	mūzika	הוזיק	N;ESS;FEM;SG	N;FEM;SG
runas	נאומים	runa	נאום	N;NOM;FEM;PL	N;MASC;PL
fabrikas	מפעלים	fabrika	מפעל	N;NOM;FEM;PL	N;MASC;PL
produkti	מוצרים	produkts	מוצר	N;NOM;MASC;PL	N;MASC;PL
indeksi	המדדים	indeksis	המדד	N;NOM;MASC;PL	N;MASC;PL
plašs	נרחב	plašs	נרחב	ADJ;NOM;MASC;SG	ADJ;MASC;SG
dziļi	עמוקה	dziļi	עמוק	ADV	ADV
tradīciju	מסורת	tradīcija	מסורת	N;ACC;FEM;SG	N;FEM;SG
vairākums	רוב	vairākums	רוב	N;NOM;MASC;SG	N;MASC;SG
automašīnas	מכוניות	automašīna	מכונית	N;NOM;FEM;PL	N;FEM;PL
noformējums	הצגה	noformējums	הצגה	N;NOM;MASC;SG	N;FEM;SG
noformējums	מצגת	noformējums	מצגה	N;NOM;MASC;SG	N;FEM;SG
noformējums	המצגת	noformējums	המצגה	N;NOM;MASC;SG	N;FEM;SG
izvirzīja	גידלה	izvirzīt	גידלה	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
dejas	ריקודים	deja	ריקוד	N;NOM;FEM;PL	N;MASC;PL
dejas	ריקודים	deja	ריקוד	N;NOM;FEM;PL	N;MASC;PL
dejas	רוקדים	deja	רקד	N;NOM;FEM;PL	N;MASC;PL
segums	כיסוי	segums	כיסוי	N;NOM;MASC;SG	N;MASC;SG
segums	חיפוי	segums	חיפוי	N;NOM;MASC;SG	N;MASC;SG
segums	כיסוי	segums	כיסוי	N;NOM;MASC;SG	N;MASC;SG
segums	סיקור	segums	סיקור	N;NOM;MASC;SG	N;MASC;SG
zarnu	מעיים	zarns	מעיים	N;ACC;MASC;SG	N;MASC;SG
zarnu	מעיים	zarns	מעיים	N;ACC;MASC;SG	N;MASC;SG
zelts	זהב	zelts	זהב	N;NOM;MASC;SG	N;MASC;SG
grādus	מעלות	grāds	מעלה	N;ACC;MASC;PL	N;FEM;PL
grādus	תארים	grāds	תואר	N;ACC;MASC;PL	N;MASC;PL
īsā	קצר	īss	קצר	ADJ;NOM;FEM;SG	ADJ;MASC;SG
aktieri	שחקנים	aktieris	שחקן	N;NOM;MASC;PL	N;MASC;PL
bibliotēku	ספריה	bibliotēka	ספריה	N;ACC;FEM;SG	N;FEM;SG
bibliotēku	ספרייה	bibliotēka	ספרייה	N;ACC;FEM;SG	N;FEM;SG
tulkojums	תרגום	tulkojums	תרגום	N;NOM;MASC;SG	N;MASC;SG
signāls	איתות	signāls	איתות	N;NOM;MASC;SG	N;FEM;SG
reliģiskās	דתיות	reliģiska	דתי	ADJ;NOM;FEM;PL	ADJ;FEM;PL
pasākumi	ארועים	pasākums	אירוע	N;NOM;MASC;PL	N;MASC;PL
pasākumi	אירועים	pasākums	אירוע	N;NOM;MASC;PL	N;MASC;PL
tēlnieks	פיסול	tēlnieks	פיסול	N;NOM;MASC;SG	N;MASC;SG
paskaidrojums	הסבר	paskaidrojums	הסבר	N;NOM;MASC;SG	N;MASC;SG
ierīce	מכשיר	ierīce	מכשיר	N;NOM;FEM;SG	N;MASC;SG
ierīce	ההתקן	ierīce	ההתקן	N;NOM;FEM;SG	N;MASC;SG
ierīce	מתקן	ierīce	מתקן	N;NOM;FEM;SG	N;MASC;SG
kareivji	חיילים	kareivji	חייל	N;NOM;MASC;PL	N;MASC;PL
kareivji	לוחמות	kareivji	לוחם	N;NOM;MASC;PL	N;FEM;PL
kareivji	לוחמים	kareivji	לוחם	N;NOM;MASC;PL	N;MASC;PL
panākumi	הצלחות	panākums	הצלחה	N;NOM;MASC;PL	N;FEM;PL
trūkums	פגם	trūkums	פגם	N;NOM;MASC;SG	N;MASC;SG
trūkums	מחסור	trūkums	מחסור	N;NOM;MASC;SG	N;MASC;SG
piloti	טייסים	pilots	טייס	N;NOM;MASC;PL	N;MASC;PL
pārošanās	ההזדווגות	pārošanās	ההזדווגות	N;NOM;FEM;SG	N;FEM;SG
pārošanās	הזדווגות	pārošanās	הזדווגות	N;NOM;FEM;SG	N;FEM;SG
pamats	קרן	pamats	קרן	N;NOM;MASC;SG	N;FEM;SG
pamats	בסיס	pamats	בסיס	N;NOM;MASC;SG	N;MASC;SG
pamats	בסיס	pamats	בסיס	N;NOM;MASC;SG	N;MASC;SG
pamats	עילה	pamats	עילה	N;NOM;MASC;SG	N;FEM;SG
kļūdas	שגיאות	kļūda	שגיאה	N;NOM;FEM;PL	N;FEM;PL
kļūdas	טעויות	kļūda	טעות	N;NOM;FEM;PL	N;FEM;PL
kļūdas	שגיאות	kļūda	שגיאה	N;NOM;FEM;PL	N;FEM;PL
pārmaiņas	שינויים	pārmaiņa	שינוי	N;NOM;FEM;PL	N;MASC;PL
pārmaiņas	השינויים	pārmaiņa	השינוי	N;NOM;FEM;PL	N;MASC;PL
mediju	מדיה	medijs	מדיה	N;ACC;MASC;SG	N;MASC;SG
mediju	תקשורת	medijs	תקשורת	N;ACC;MASC;SG	N;FEM;SG
aktīva	פעילה	aktīva	פעיל	ADJ;NOM;FEM;SG	ADJ;FEM;SG
miljons	מליון	miljons	מליון	N;NOM;MASC;SG	N;MASC;SG
regulārā	רגילה	regulāra	רגיל	ADJ;NOM;FEM;SG	ADJ;FEM;SG
regulārā	רגיל	regulāra	רגיל	ADJ;NOM;FEM;SG	ADJ;MASC;SG
regulārā	קבוע	regulāra	קבוע	ADJ;NOM;FEM;SG	ADJ;MASC;SG
atbildes	תשובות	atbilde	תשובה	N;NOM;FEM;PL	N;FEM;PL
atbildes	תשובות	atbilde	תשובה	N;NOM;FEM;PL	N;FEM;PL
pašvaldībām	עיריות	pašvaldība	עירייה	N;DAT;FEM;PL	N;FEM;PL
radusies	צץ	rasties	צץ	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;MASC;SG;3;PST;ACT
iekārta	ההתקנה	iekārta	ההתקנה	N;NOM;FEM;SG	N;FEM;SG
iekārta	התקנה	iekārta	התקנה	N;NOM;FEM;SG	N;FEM;SG
iekārta	ציוד	iekārta	ציוד	N;NOM;FEM;SG	N;MASC;SG
čūskas	נחשים	čūska	נחשה	N;NOM;FEM;PL	N;MASC;PL
leju	מטה	leja	מטה	N;ACC;FEM;SG	N;MASC;SG
koeficients	מקדם	koeficients	מקדם	N;NOM;MASC;SG	N;MASC;SG
koeficients	גורם	koeficients	גורם	N;NOM;MASC;SG	N;MASC;SG
zemākā	תחתון	zema	תחתון	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
vilciens	הרכבת	vilciens	הרכבה	N;NOM;MASC;SG	N;FEM;SG
vilciens	רכבת	vilciens	רכבת	N;NOM;MASC;SG	N;FEM;SG
krājumi	מניות	krājums	מנייה	N;NOM;MASC;PL	N;FEM;PL
krājumi	מניות	krājums	מנייה	N;NOM;MASC;PL	N;FEM;PL
stingri	בתקיפות	stingri	בתקיפות	ADV	ADV
izlūkošanas	תבונה	izlūkošana	תבונה	N;NOM;FEM;SG	N;FEM;SG
izlūkošanas	אינטליגנציה	izlūkošana	אינטליגנציה	N;NOM;FEM;SG	N;FEM;SG
eļļas	שמנים	eļļa	שמן	N;NOM;FEM;PL	N;MASC;PL
platuma	רוחב	platums	רוחב	N;GEN;MASC;SG	N;MASC;SG
ainava	נוף	ainava	נוף	N;NOM;FEM;SG	N;MASC;SG
skābekli	חמצן	skābeklis	חמצן	N;ACC;MASC;SG	N;MASC;SG
cikls	מחזור	cikls	מחזור	N;NOM;MASC;SG	N;MASC;SG
galda	שולחן	galds	שולחן	N;GEN;MASC;SG	N;MASC;SG
galda	טבלה	galds	טבלה	N;GEN;MASC;SG	N;FEM;SG
maiņu	משמרת	maiņa	משמרת	N;ACC;FEM;SG	N;FEM;SG
tehnika	טכניקה	tehnika	טכניקה	N;NOM;FEM;SG	N;FEM;SG
tehnika	טכניקת	tehnika	טכניקה	N;NOM;FEM;SG	N;FEM;SG
standarts	תקן	standarts	תקן	N;NOM;MASC;SG	N;MASC;SG
fakts	עובדה	fakts	עובדה	N;NOM;MASC;SG	N;FEM;SG
instruments	כלי	instruments	כלי	N;NOM;MASC;SG	N;MASC;SG
pabeigts	סיימה	pabeigt	סיים	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
pabeigts	הסתיים	pabeigt	הסתיים	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST
pabeigts	הסתיימה	pabeigt	הסתיים	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST
pabeigts	סיימתי	pabeigt	סיימתי	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;SG;1;PST;ACT
pabeigts	סיים	pabeigt	סיים	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
pabeigts	הושלם	pabeigt	הושלם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
pabeigts	השלים	pabeigt	השלים	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
pabeigts	הושלמה	pabeigt	הושלם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
pabeigts	הושלם	pabeigt	הושלם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
vīri	בעלים	vīrs	בעלים	N;NOM;MASC;PL	N;MASC;PL
vīri	גברים	vīrs	גבר	N;NOM;MASC;PL	N;MASC;PL
vīri	נערים	vīrs	נער	N;NOM;MASC;PL	N;MASC;PL
vīri	בחורים	vīrs	בחור	N;NOM;MASC;PL	N;MASC;PL
arhīvs	הארכיון	arhīvs	הארכיון	N;NOM;MASC;SG	N;MASC;SG
arhīvs	ארכיון	arhīvs	ארכיון	N;NOM;MASC;SG	N;MASC;SG
arhīvs	ארכיון	arhīvs	ארכיון	N;NOM;MASC;SG	N;MASC;SG
update	עדכון	update	עדכון	N;NOM;FEM;SG	N;MASC;SG
redzes	חזותי	redze	חזותי	N;NOM;FEM;PL	N
īsa	קצר	īsa	קצר	ADJ;NOM;FEM;SG	ADJ;MASC;SG
norādīts	צוין	norādīt	צוין	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
atļauts	מורשה	atļauts	מורשה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
atļauts	מותרת	atļauts	הותר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
atļauts	מותרת	atļauts	הותר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
atļauts	מורשה	atļauts	מורשה	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
izveide	הבריאה	izveide	הבריא	N;NOM;FEM;SG	N;FEM;SG
izveide	יצירה	izveide	יצירה	N;NOM;FEM;SG	N;FEM;SG
izveide	הקמת	izveide	הקמה	N;NOM;FEM;SG	N;PSSD;FEM;SG
izveide	מוסד	izveide	מוסד	N;NOM;FEM;SG	N;MASC;SG
aizliegts	נאסר	aizliegt	נאסר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
faktori	גורמים	faktors	גורם	N;NOM;MASC;PL	N;MASC;PL
faktori	הגורמים	faktors	הגורם	N;NOM;MASC;PL	N
vienreiz	פעם	vienreiz	פעם	ADV	ADV
apjoms	סכום	apjoms	סכום	N;NOM;MASC;SG	N;MASC;SG
fronte	חזית	fronte	חזית	N;NOM;FEM;SG	N;FEM;SG
būvniecība	בניה	būvniecība	בניה	N;NOM;FEM;SG	N;FEM;SG
būvniecība	בנייה	būvniecība	בנייה	N;NOM;FEM;SG	N;FEM;SG
urāna	אורניום	urāns	אורניום	N;NOM;MASC;SG	N;MASC;SG
parametri	פרמטרים	parametrs	פרמטרי	N;NOM;MASC;PL	N;MASC;PL
tēmas	נושאים	tēma	נושא	N;NOM;FEM;PL	N;MASC;PL
tēmas	נושאים	tēma	נושא	N;NOM;FEM;PL	N;MASC;PL
tēmas	נושאים	tēma	נושא	N;NOM;FEM;PL	N;MASC;PL
izstādes	תערוכות	izstāde	תערוכת	N;NOM;FEM;PL	N;FEM;PL
valūta	מטבע	valūta	מטבע	N;NOM;FEM;SG	N;SG
analīze	אנליזה	analīze	אנליזה	N;NOM;FEM;SG	N;FEM;SG
analīze	ניתוח	analīze	ניתוח	N;NOM;FEM;SG	N;MASC;SG
analīze	אנליזה	analīze	אנליזה	N;NOM;FEM;SG	N;FEM;SG
pants	כתבה	pants	כתבה	N;NOM;MASC;SG	N;FEM;SG
pants	מאמר	pants	מאמר	N;NOM;MASC;SG	N;MASC;SG
klasifikācija	סיווג	klasifikācija	סיווג	N;NOM;FEM;SG	N;MASC;SG
muzeju	מוזיאון	muzejs	מוזיאון	N;ACC;MASC;SG	N;MASC;SG
samazina	להפחית	samazināt	הפחית	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
atkāpties	לסגת	atkāpties	נסוג	V;POS;REFL;NFIN	V;NFIN;MID
muskuļu	שרירים	muskulis	שריר	N;GEN;MASC;PL	N;MASC;PL
ceremonija	טקס	ceremonija	טקס	N;NOM;FEM;SG	N;MASC;SG
šķidruma	נוזל	šķidrums	נוזל	N;GEN;MASC;SG	N;MASC;SG
šķidruma	נוזל	šķidrums	נוזל	N;GEN;MASC;SG	N;MASC;SG
arēnā	זירה	arēna	זירה	N;ESS;MASC;SG	N;FEM;SG
romieši	רומאים	romietis	רומא	N;NOM;MASC;PL	N;MASC;PL
romieši	הרומאים	romietis	הרום	N;NOM;MASC;PL	N;MASC;PL
pieņemta	התקבלה	pieņemt	התקבל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST
pieņemta	התקבל	pieņemt	התקבל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST
pieņemta	קיבל	pieņemt	קיבל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
attīstīt	לפתח	attīstīt	פיתח	V;POS;NFIN	V;NFIN;ACT
paraugs	מדגם	paraugs	מדגם	N;NOM;MASC;SG	N;MASC;SG
paraugs	דגימה	paraugs	דגימה	N;NOM;MASC;SG	N;FEM;SG
paraugs	מודל	paraugs	מודל	N;NOM;MASC;SG	N;MASC;SG
paraugs	דגם	paraugs	דגם	N;NOM;MASC;SG	N;MASC;SG
paraugs	התבנית	paraugs	התבנית	N;NOM;MASC;SG	N;FEM;SG
paraugs	תבנית	paraugs	תבנית	N;NOM;MASC;SG	N;FEM;SG
kopiena	הקהילה	kopiena	הקהיל	N;NOM;FEM;SG	N;FEM;SG
kopiena	קהילה	kopiena	קהילה	N;NOM;FEM;SG	N;FEM;SG
kandidātiem	מועמדים	kandidāts	מועמד	N;DAT;MASC;PL	N;MASC;PL
tūristu	תיירת	tūrists	תייר	N;ACC;MASC;SG	N;FEM;SG
tūristu	תיירות	tūrists	תיירות	N;ACC;MASC;SG	N;FEM;SG
sievieti	אשה	sieviete	איש	N;ACC;FEM;SG	N;FEM;SG
sievieti	אישה	sieviete	איש	N;ACC;FEM;SG	N;FEM;SG
uzņemt	לספוג	uzņemt	ספג	V;POS;NFIN	V;NFIN;ACT
būvēta	נבנתה	būvēt	נבנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
būvēta	נבנה	būvēt	נבנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
būvēta	בנוי	būvēt	בנה	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
kodolu	גרעין	kodols	גרעין	N;ACC;MASC;SG	N;MASC;SG
adreses	כתובות	adrese	כתובת	N;NOM;FEM;PL	N;FEM;PL
dzimumu	מגדר	dzimums	מגדר	N;ACC;MASC;SG	N;MASC;SG
tirdzniecība	החלפה	tirdzniecība	החלפה	N;NOM;FEM;SG	N;FEM;SG
tirdzniecība	מסחר	tirdzniecība	מסחר	N;NOM;FEM;SG	N;MASC;SG
tirdzniecība	מסחר	tirdzniecība	מסחר	N;NOM;FEM;SG	N;MASC;SG
