voor	priekš	voor	priekš	ADP	ADP
droge	sauss	droog	sauss	ADJ	ADJ;NOM;MASC;SG
droge	sausais	droog	sauss	ADJ	ADJ;NOM;MASC;SG
gerestaureerd	atjaunota	restaureren	atjaunot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gerestaureerd	atjaunotas	restaureren	atjaunot	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gerestaureerd	atjaunots	restaureren	atjaunot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
knooppunt	mezgls	knooppunt	mezgls	N;NEUT;SG	N;NOM;MASC;SG
dokter	ārsts	dokter	ārsts	N;MASC+FEM;SG	N;NOM;MASC;SG
tante	tante	tante	tante	N;MASC+FEM;SG	N;NOM;FEM;SG
tante	tante	tante	tante	N;MASC+FEM;SG	N;NOM;FEM;SG
ontwikkelingen	norises	ontwikkeling	norise	N;PL	N;NOM;FEM;PL
waard	vērta	waard	vērtīt	ADJ	ADJ;NOM;FEM;SG
waard	vērts	waard	vērts	ADJ	ADJ;NOM;MASC;SG
waard	cienīgs	waard	cienīgs	ADJ	ADJ;NOM;MASC;SG
waard	vērts	waard	vērts	ADJ	ADJ;NOM;MASC;SG
waard	cienīga	waard	cienīga	ADJ	ADJ;NOM;FEM;SG
formatie	veidošanos	formatie	veidošanās	N;MASC+FEM;SG	N;ACC;FEM;SG
formatie	dibināšana	formatie	dibināšana	N;MASC+FEM;SG	N;NOM;FEM;SG
formatie	veidošanās	formatie	veidošanās	N;MASC+FEM;SG	N;NOM;FEM;SG
formatie	veidošana	formatie	veidošana	N;MASC+FEM;SG	N;NOM;FEM;SG
vijand	pretinieks	vijand	pretinieks	N;MASC+FEM;SG	N;NOM;MASC;SG
vijand	ienaidnieks	vijand	ienaidnieks	N;MASC+FEM;SG	N;NOM;MASC;SG
vijand	pretiniekam	vijand	pretinieks	N;MASC+FEM;SG	N;DAT;MASC;SG
erkenning	apstiprinājums	erkenning	apstiprinājums	N;MASC+FEM;SG	N;NOM;MASC;SG
erkenning	atzīšana	erkenning	atzīšana	N;MASC+FEM;SG	N;NOM;FEM;SG
erkenning	atzinība	erkenning	atzinība	N;MASC+FEM;SG	N;NOM;FEM;SG
erkenning	akreditācija	erkenning	akreditācija	N;MASC+FEM;SG	N;NOM;FEM;SG
erkenning	akreditāciju	erkenning	akreditācija	N;MASC+FEM;SG	N;ACC;FEM;SG
philips	philips	philips	philips	N;MASC+FEM;SG	N;NOM;MASC;SG
mythologie	mitoloģija	mythologie	mitoloģija	N;MASC+FEM;SG	N;NOM;FEM;SG
verlengd	atjaunots	verlengen	atjaunot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verlengd	paplašināta	verlengen	paplašināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verlengd	paplašinātas	verlengen	paplašināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
verlengd	pagarināts	verlengen	pagarināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verlengd	paplašināts	verlengen	paplašināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verlengd	paplašinātā	verlengen	paplašināt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
verlengd	pagarināts	verlengen	pagarināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verlengd	pagarināta	verlengen	pagarināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
mislukte	neizdevās	mislukken	neizdoties	V;SG;PST;FIN	V;FH;IND;3;NEG;REFL;PST;FIN;ACT
werknemers	darbinieki	werknemer	darbinieks	N;PL	N;NOM;MASC;PL
werknemers	strādnieki	werknemer	strādnieks	N;PL	N;NOM;MASC;PL
historicus	vēsturnieks	historicus	vēsturnieks	N;MASC+FEM;SG	N;NOM;MASC;SG
feest	ballīte	feest	ballīte	N;NEUT;SG	N;NOM;FEM;SG
feest	partija	feest	partija	N;NEUT;SG	N;NOM;FEM;SG
feest	puse	feest	puse	N;NEUT;SG	N;NOM;FEM;SG
prof	prof	prof	prof	N;MASC+FEM;SG	N
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC+FEM;SG	N;NOM;MASC;SG
beschrijven	aprakstīt	beschrijven	aprakstīt	V;NFIN	V;POS;NFIN
beschrijven	raksturot	beschrijven	raksturēt	V;NFIN	V;POS;NFIN
beschrijven	apraksta	beschrijven	apraksts	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
imagesize	imagesize	imagesize	imagesize	N;MASC+FEM;SG	N;NOM;FEM;SG
fabricius	fabricius	fabricius	fabricis	N;MASC+FEM;SG	N;NOM;MASC;SG
plotarea	plotarea	plotarea	plotare	N;MASC+FEM;SG	N;NOM;FEM;SG
set	komplekts	set	komplekts	N;MASC+FEM;SG	N;NOM;MASC;SG
set	kopa	set	kopt	N;MASC+FEM;SG	N;NOM;FEM;SG
rapport	ziņojums	rapport	ziņojums	N;NEUT;SG	N;NOM;MASC;SG
geleidelijk	pakāpeniskās	geleidelijk	pakāpeniska	ADJ	ADJ;NOM;FEM;PL
geleidelijk	pakāpeniska	geleidelijk	pakāpeniska	ADJ	ADJ;NOM;FEM;SG
benjamin	bendžamins	benjamin	bendžamins	N;MASC+FEM;SG	N;NOM;MASC;SG
orthodoxe	pareizticīgo	orthodox	pareizticīgs	ADJ	ADJ;NOM;MASC;PL
muren	sienām	muur	siena	N;PL	N;DAT;FEM;PL
voorjaar	pavasaris	voorjaar	pavasaris	N;NEUT;SG	N;NOM;MASC;SG
dennis	deniss	dennis	deniss	N;MASC+FEM;SG	N;NOM;MASC;SG
reguliere	regulārā	regulier	regulāra	ADJ	ADJ;NOM;FEM;SG
reguliere	regulārs	regulier	regulārs	ADJ	ADJ;NOM;MASC;SG
reguliere	regulāras	regulier	regulāra	ADJ	ADJ;NOM;FEM;PL
reguliere	regulāra	regulier	regulāra	ADJ	ADJ;NOM;FEM;SG
stone	akmens	stone	akmens	N;MASC+FEM;SG	N;NOM;MASC;SG
smaak	garšu	smaak	garša	N;MASC+FEM;SG	N;ACC;FEM;SG
smaak	gaume	smaak	gaume	N;MASC+FEM;SG	N;NOM;FEM;SG
smaak	garša	smaak	garša	N;MASC+FEM;SG	N;NOM;FEM;SG
smaak	garša	smaak	garša	N;MASC+FEM;SG	N;NOM;FEM;SG
zong	dziedāja	zingen	dziedāt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
aanduiding	norāde	aanduiding	norāde	N;MASC+FEM;SG	N;NOM;FEM;SG
aanduiding	apzīmējums	aanduiding	apzīmējums	N;MASC+FEM;SG	N;NOM;MASC;SG
regionaal	reģionālie	regionaal	reģionāls	ADJ	ADJ;NOM;MASC;PL
regionaal	reģionāla	regionaal	reģionāla	ADJ	ADJ;NOM;FEM;SG
regionaal	reģionālā	regionaal	reģionāla	ADJ	ADJ;NOM;FEM;SG
regionaal	reģionālās	regionaal	reģionāla	ADJ	ADJ;NOM;FEM;PL
regionaal	reģionālais	regionaal	reģionāls	ADJ	ADJ;NOM;MASC;SG
object	objekts	object	objekts	N;NEUT;SG	N;NOM;MASC;SG
reeksen	sērijas	reeks	sērija	N;PL	N;NOM;FEM;PL
islam	islāma	islam	islams	N;MASC+FEM;SG	N;NOM;FEM;SG
synoniem	sinonīms	synoniem	sinonīms	N;NEUT;SG	N;NOM;MASC;SG
queen	dāma	queen	dāma	N;MASC+FEM;SG	N;NOM;FEM;SG
queen	karaliene	queen	karaliene	N;MASC+FEM;SG	N;NOM;FEM;SG
bemanning	apkalpe	bemanning	apkalpe	N;MASC+FEM;SG	N;NOM;FEM;SG
bemanning	apkalpei	bemanning	apkalpe	N;MASC+FEM;SG	N;DAT;FEM;SG
dateformat	dateformat	dateformat	dateformat	N;MASC+FEM;SG	N;NOM;FEM;SG
voertuigen	transportlīdzekļi	voertuig	transportlīdzeklis	N;PL	N;NOM;MASC;PL
getoond	rādīts	tonen	rādīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
wacht	pagaidi	wachten	pagaidīt	V;SG;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
wacht	gaidi	wachten	gaidīt	V;SG;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
wacht	gaidīt	wachten	gaidīt	V;SG;PRS;FIN	V;POS;NFIN
procedure	tiesvedība	procedure	tiesvedība	N;MASC+FEM;SG	N;NOM;FEM;SG
procedure	procedūru	procedure	procedūra	N;MASC+FEM;SG	N;ACC;FEM;SG
procedure	procedūra	procedure	procedūra	N;MASC+FEM;SG	N;NOM;FEM;SG
handelen	rīkoties	handelen	rīkoties	V;NFIN	V;POS;REFL;NFIN
partner	partnera	partner	partneris	N;MASC+FEM;SG	N;NOM;MASC;SG
partner	partneris	partner	partneris	N;MASC+FEM;SG	N;NOM;MASC;SG
partner	partnerim	partner	partneris	N;MASC+FEM;SG	N;DAT;MASC;SG
fox	lapsa	fox	lapsa	N;MASC+FEM;SG	N;NOM;FEM;SG
challenge	izaicinājums	challeng	izaicinājums	N;MASC+FEM;SG	N;NOM;MASC;SG
industriële	rūpnieciskais	industreel	rūpniecisks	ADJ	ADJ;NOM;MASC;SG
industriële	rūpnieciskie	industreel	rūpniecisks	ADJ	ADJ;NOM;MASC;PL
industriële	rūpnieciska	industreel	rūpnieciska	ADJ	ADJ;NOM;FEM;SG
julius	jūlijs	julius	jūlijs	N;MASC+FEM;SG	N;NOM;MASC;SG
behaald	ieguva	behalen	iegūt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
behaald	izpildīts	behalen	izpildīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
behaald	izpildīta	behalen	izpildīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
behaald	sasniegti	behalen	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
behaald	sasniegta	behalen	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
behaald	sasniegts	behalen	sasniegt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
poten	kājas	poten	kāja	N;PL	N;NOM;FEM;PL
poten	kājiņas	poten	kājiņa	N;PL	N;NOM;FEM;PL
charlotte	šarlote	charlotte	šarlote	N;MASC+FEM;SG	N;NOM;FEM;SG
alice	alise	alice	alise	N;MASC+FEM;SG	N;NOM;FEM;SG
maat	biedru	maat	biedrs	N;MASC+FEM;SG	N;ACC;MASC;SG
maat	draugs	maat	draugs	N;MASC+FEM;SG	N;NOM;MASC;SG
maat	izmers	maat	izmers	N;MASC+FEM;SG	N;NOM;MASC;SG
maat	lielums	maat	lielums	N;MASC+FEM;SG	N;NOM;MASC;SG
maat	izmērs	maat	izmērs	N;MASC+FEM;SG	N;NOM;MASC;SG
jury	žūrija	jury	žūrija	N;MASC+FEM;SG	N;NOM;FEM;SG
echtgenoot	vīrs	echtgenoot	vīrs	N;MASC+FEM;SG	N;NOM;MASC;SG
weduwe	atraitne	weduwe	atraitne	N;MASC+FEM;SG	N;NOM;FEM;SG
stroom	straume	stroom	straume	N;MASC+FEM;SG	N;NOM;FEM;SG
bewijzen	jāpierāda	bewijzen	pierādīt	V;NFIN	V;POS;FIN;ACT
bewijzen	pierādīt	bewijzen	pierādīt	V;NFIN	V;POS;NFIN
bewijzen	pierādot	bewijzen	pierādīt	V;NFIN	V;V.CVB
federatie	federācija	federatie	federācija	N;MASC+FEM;SG	N;NOM;FEM;SG
alternatief	alternatīva	alternatief	alternatīva	N;NEUT;SG	N;NOM;FEM;SG
alternatief	alternatīvs	alternatief	alternatīvs	N;NEUT;SG	N;NOM;MASC;SG
donald	donalds	donald	donalds	N;MASC+FEM;SG	N;NOM;MASC;SG
verbindingen	savienojumi	verbinding	savienojums	N;PL	N;NOM;MASC;PL
verbindingen	savienojumi	verbinding	savienojums	N;PL	N;NOM;MASC;PL
helpt	palīdz	helpen	palīdzēt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
helpt	palīdz	helpen	palīdzēt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
effecten	vērtspapīri	effect	vērtspapīri	N;PL	N;NOM;MASC;PL
effecten	vērtspapīrus	effect	vērtspapīrs	N;PL	N;ACC;MASC;PL
effecten	efekti	effect	efekts	N;PL	N;NOM;MASC;PL
gekenmerkt	atzīmēti	kenmerken	atzīmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gekenmerkt	atzīmēts	kenmerken	atzīmēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gekenmerkt	marķēts	kenmerken	marķēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
spellen	spēles	spellen	spēle	N;PL	N;NOM;FEM;PL
controleren	pārbauda	controleren	pārbaudīt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
controleren	pārbaudīt	controleren	pārbaudīt	V;NFIN	V;POS;NFIN
controleren	pārbauda	controleren	pārbaudīt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
veroveren	iekarot	veroveren	iekārt	V;NFIN	V;NFH;QUOT;POS;PRS;FIN;ACT
light	gaismu	light	gaisma	N;MASC+FEM;SG	N;ACC;FEM;SG
light	gaisma	light	gaisma	N;MASC+FEM;SG	N;NOM;FEM;SG
predikant	sludinātājs	predikant	sludinātājs	N;MASC+FEM;SG	N;NOM;MASC;SG
predikant	mācītājs	predikant	mācītājs	N;MASC+FEM;SG	N;NOM;MASC;SG
tekeningen	rasējumus	tekening	rasējums	N;PL	N;ACC;MASC;PL
tekeningen	rasējumi	tekening	rasējums	N;PL	N;NOM;MASC;PL
opkomst	parādīšanās	opkomst	parādīšanās	N;MASC+FEM;SG	N;NOM;FEM;SG
opkomst	izšķilšanās	opkomst	izšķilšanās	N;MASC+FEM;SG	N;NOM;FEM;SG
opkomst	piedalīšanās	opkomst	piedalīšanās	N;MASC+FEM;SG	N;NOM;FEM;SG
opkomst	dalība	opkomst	dalība	N;MASC+FEM;SG	N;NOM;FEM;SG
opkomst	apmeklējums	opkomst	apmeklējums	N;MASC+FEM;SG	N;NOM;MASC;SG
opkomst	atsaucība	opkomst	atsaucība	N;MASC+FEM;SG	N;NOM;FEM;SG
oppervlak	virsma	oppervlak	virsma	N;NEUT;SG	N;NOM;FEM;SG
traditioneel	tradicionāls	traditioneel	tradicionāls	ADJ	ADJ;NOM;MASC;SG
traditioneel	tradicionālie	traditioneel	tradicionāls	ADJ	ADJ;NOM;MASC;PL
traditioneel	tradicionālais	traditioneel	tradicionāls	ADJ	ADJ;NOM;MASC;SG
traditioneel	tradicionālā	traditioneel	tradicionāla	ADJ	ADJ;NOM;FEM;SG
traditioneel	tradicionālo	traditioneel	tradicionālo	ADJ	ADJ;ACC;MASC;SG
richtlijn	direktīva	richtlijn	direktīva	N;MASC+FEM;SG	N;NOM;FEM;SG
herstellen	atjaunot	herstellen	atjaunot	V;NFIN	V;POS;NFIN
herstellen	atgūtu	herstellen	atgūt	V;NFIN	V;COND;POS;FIN;ACT
herstellen	atgūst	herstellen	atgūt	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
herstellen	atgūt	herstellen	atgūt	V;NFIN	V;POS;NFIN
herstellen	atveseļoties	herstellen	atveseloties	V;NFIN	V;POS;REFL;NFIN
kolonie	koloniju	kolonie	kolonija	N;MASC+FEM;SG	N;ACC;FEM;SG
lastig	sarežģīts	lastig	sarežģīts	ADJ	ADJ;NOM;MASC;SG
lastig	grūta	lastig	grūta	ADJ	ADJ;NOM;FEM;SG
lastig	sarežģīta	lastig	sarežģīta	ADJ	ADJ;NOM;FEM;SG
onderneming	sabiedrība	onderneming	sabiedrība	N;MASC+FEM;SG	N;NOM;FEM;SG
onderneming	uzņēmums	onderneming	uzņēmums	N;MASC+FEM;SG	N;NOM;MASC;SG
onderneming	kompānija	onderneming	kompānija	N;MASC+FEM;SG	N;NOM;FEM;SG
onderneming	uzņēmums	onderneming	uzņēmums	N;MASC+FEM;SG	N;NOM;MASC;SG
onderneming	uzņēmējdarbība	onderneming	uzņēmējdarbība	N;MASC+FEM;SG	N;NOM;FEM;SG
patiënten	pacienti	patiënt	pacients	N;PL	N;NOM;MASC;PL
patiënten	pacientiem	patiënt	pacients	N;PL	N;DAT;MASC;PL
lost	atrisina	lost	atrisināt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
bijgewerkt	atjaunināts	bijwerken	atjaunināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bijgewerkt	atjaunināta	bijwerken	atjaunināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bijgewerkt	atjaunināti	bijwerken	atjaunināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
bijgewerkt	atjaunots	bijwerken	atjaunot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegewezen	piešķirtie	toewijzen	piešķirt	V;V.PTCP	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
toegewezen	piešķirts	toewijzen	piešķirt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegewezen	piešķirti	toewijzen	piešķirt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
toegewezen	piešķirts	toewijzen	piešķirt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegewezen	piešķirti	toewijzen	piešķirt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
arbeid	darbs	arbeid	darbs	N;MASC+FEM;SG	N;NOM;MASC;SG
arbeid	darbaspēks	arbeid	darbaspēks	N;MASC+FEM;SG	N;NOM;MASC;SG
arbeid	darbaspēks	arbeid	darbaspēks	N;MASC+FEM;SG	N;NOM;MASC;SG
demografische	demogrāfiskās	demografisch	demogrāfiska	ADJ	ADJ;NOM;FEM;PL
bridge	tilts	brieg	tilts	N;MASC+FEM;SG	N;NOM;MASC;SG
bridge	tilta	brieg	tilts	N;MASC+FEM;SG	N;GEN;MASC;SG
klok	pulkstenis	klok	pulkstenis	N;MASC+FEM;SG	N;NOM;MASC;SG
klok	pulksteni	klok	pulkstenis	N;MASC+FEM;SG	N;ACC;MASC;SG
financiën	finanses	financiën	finanses	N;PL	N;NOM;FEM;PL
financiën	finanses	financiën	finanses	N;PL	N;NOM;FEM;PL
duizend	tūkstoš	duizend	tūkstīt	NUM	NUM;PL
duizend	tūkstoši	duizend	tūkstoši	NUM	NUM;NOM;MASC;PL
duizend	tūkstotis	duizend	tūkstot	NUM	NUM;NOM;MASC;SG
kranten	avīzes	krant	avīze	N;PL	N;NOM;FEM;PL
kranten	laikraksti	krant	laikraksts	N;PL	N;NOM;MASC;PL
bel	saukt	bellen	saukt	V;SG;PRS;FIN	V;POS;NFIN
gezongen	dziedāja	zingen	dziedāt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
lyon	lionu	lyon	liona	N;MASC+FEM;SG	N;ACC;MASC;SG
vrouwtje	sieviete	vrouwtje	sieviete	N;NEUT;SG	N;NOM;FEM;SG
populatie	populācija	populatie	populācija	N;MASC+FEM;SG	N;NOM;FEM;SG
opmerkingen	piezīmes	opmerking	piezīme	N;PL	N;NOM;FEM;PL
opmerkingen	piezīmes	opmerking	piezīme	N;PL	N;NOM;FEM;PL
opmerkingen	novērojumi	opmerking	novērojums	N;PL	N;NOM;MASC;PL
opmerkingen	novērojumus	opmerking	novērojums	N;PL	N;ACC;MASC;PL
opmerkingen	apsvērumi	opmerking	apsvērums	N;PL	N;NOM;MASC;PL
opmerkingen	piezīmes	opmerking	piezīme	N;PL	N;NOM;FEM;PL
opmerkingen	komentāri	opmerking	komentārs	N;PL	N;NOM;MASC;PL
opmerkingen	apsvērumi	opmerking	apsvērums	N;PL	N;NOM;MASC;PL
opmerkingen	atsauksmes	opmerking	atsauksme	N;PL	N;NOM;FEM;PL
starten	sākt	starten	sākt	V;NFIN	V;POS;NFIN
starten	palaist	starten	palaist	V;NFIN	V;POS;NFIN
ingericht	apbalvots	inrichten	apbalvot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
crisis	krīze	crisis	krīze	N;MASC+FEM;SG	N;NOM;FEM;SG
spits	uzbrucējs	spits	uzbrucējs	N;MASC+FEM;SG	N;NOM;MASC;SG
cbs	cb	cbs	cb	N;NEUT;SG	N
morgen	rīt	morgen	rīt	ADV	ADV
referenties	rekomendācijas	referentie	rekomendācija	N;PL	N;NOM;FEM;PL
referenties	atsauces	referentie	atsauce	N;PL	N;NOM;FEM;PL
marokko	maroka	marokko	maroks	N;NEUT;SG	N;NOM;FEM;SG
airlines	aviosabiedrības	airline	aviosabiedrība	N;PL	N;NOM;FEM;PL
airlines	aviokompānijas	airline	aviokompānija	N;PL	N;NOM;FEM;PL
airlines	airlines	airline	airline	N;PL	N;NOM;FEM;PL
airlines	aviolīnijas	airline	aviolīnija	N;PL	N;NOM;FEM;PL
airlines	aviosabiedrībām	airline	aviosabiedrība	N;PL	N;DAT;FEM;PL
constant	nemainīga	constant	nemainīga	ADJ	ADJ;NOM;FEM;SG
constant	nemainīgs	constant	nemainīgs	ADJ	ADJ;NOM;MASC;SG
spinnen	zirnekļiem	spin	zirneklis	N;PL	N;DAT;MASC;PL
uitzending	pārraide	uitzending	pārraide	N;MASC+FEM;SG	N;NOM;FEM;SG
uitzending	raidījums	uitzending	raidījums	N;MASC+FEM;SG	N;NOM;MASC;SG
uitzending	raidījumu	uitzending	raidījums	N;MASC+FEM;SG	N;ACC;MASC;SG
uitzending	apraide	uitzending	apraide	N;MASC+FEM;SG	N;NOM;FEM;SG
uitzending	apraide	uitzending	apraide	N;MASC+FEM;SG	N;NOM;FEM;SG
keizerrijk	impērija	keizerrijk	impērija	N;NEUT;SG	N;NOM;FEM;SG
mandaat	mandāts	mandaat	mandāts	N;NEUT;SG	N;NOM;MASC;SG
poëzie	dzeja	poëzie	dzeja	N;MASC+FEM;SG	N;NOM;FEM;SG
leeg	tukši	leeg	tukši	ADJ	ADJ;NOM;MASC;PL
leeg	tukšs	leeg	tukšs	ADJ	ADJ;NOM;MASC;SG
leeg	tukšas	leeg	tukša	ADJ	ADJ;NOM;FEM;PL
leeg	tukša	leeg	tukša	ADJ	ADJ;NOM;FEM;SG
leeg	tukšā	leeg	tukša	ADJ	ADJ;NOM;FEM;SG
leeg	tukšu	leeg	tukša	ADJ	ADJ;ACC;MASC;SG
leeg	tukšs	leeg	tukšs	ADJ	ADJ;NOM;MASC;SG
leeg	tukša	leeg	tukša	ADJ	ADJ;NOM;FEM;SG
achternaam	uzvārds	achternaam	uzvārds	N;MASC+FEM;SG	N;NOM;MASC;SG
chef	pavārs	chef	pavārs	N;MASC+FEM;SG	N;NOM;MASC;SG
chef	šefpavārs	chef	šefpavārs	N;MASC+FEM;SG	N;NOM;MASC;SG
chef	priekšnieks	chef	priekšnieks	N;MASC+FEM;SG	N;NOM;MASC;SG
html	html	html	html	N;MASC+FEM;SG	N
schedel	galvaskausa	schedel	galvaskausīt	N;MASC+FEM;SG	N;NOM;MASC;SG
ensemble	ansamblis	ensemble	ansamblis	N;NEUT;SG	N;NOM;MASC;SG
metalen	metāli	metalen	metāle	N;PL	N;NOM;MASC;PL
sterker	spēcīgāka	sterk	spēcīga	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
sterker	stiprāks	sterk	stiprs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
sterker	spēcīgāki	sterk	spēcīgs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
sterker	spēcīgāks	sterk	spēcīgs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
sterker	stiprāka	sterk	stipra	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
ingenieur	inženieris	ingenieur	inženieris	N;MASC+FEM;SG	N;NOM;MASC;SG
dagblad	laikraksts	dagblad	laikraksts	N;NEUT;SG	N;NOM;MASC;SG
dagblad	avīze	dagblad	avīze	N;NEUT;SG	N;NOM;FEM;SG
dagblad	laikraksta	dagblad	laikraksts	N;NEUT;SG	N;GEN;MASC;SG
dagblad	avīzē	dagblad	avīze	N;NEUT;SG	N;ESS;FEM;SG
magazine	žurnāls	magazine	žurnāls	N;NEUT;SG	N;NOM;MASC;SG
commercieel	komerciāls	commercieel	komerciāls	ADJ	ADJ;NOM;MASC;SG
commercieel	komerciālais	commercieel	komerciāls	ADJ	ADJ;NOM;MASC;SG
commercieel	komerciālie	commercieel	komerciāls	ADJ	ADJ;NOM;MASC;PL
commercieel	komerciālā	commercieel	komerciāla	ADJ	ADJ;NOM;FEM;SG
gevechten	cīņas	gevecht	cīņa	N;PL	N;NOM;FEM;PL
eulophidae	eulophidae	eulophidae	eulophidae	N;MASC+FEM;SG	N;NOM;FEM;SG
gezondheid	veselību	gezondheid	veselība	N;MASC+FEM;SG	N;ACC;FEM;SG
gezondheid	veselība	gezondheid	veselība	N;MASC+FEM;SG	N;NOM;FEM;SG
bussen	autobusiem	bus	autobuss	N;PL	N;DAT;MASC;PL
bussen	autobusus	bus	autobuss	N;PL	N;ACC;MASC;PL
bussen	autobusi	bus	autobuss	N;PL	N;NOM;MASC;PL
aandelen	akcijas	aandeel	akcija	N;PL	N;NOM;FEM;PL
uitgerust	uzstādīta	uitrusten	uzstādīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uitgerust	aprīkoti	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
uitgerust	aprīkots	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
uitgerust	uzstādītas	uitrusten	uzstādīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
uitgerust	aprīkotas	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
uitgerust	aprīkota	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uitgerust	aprīkoti	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
uitgerust	aprīkots	uitrusten	aprīkot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verdedigen	jāaizstāv	verdedigen	aizstāvēt	V;NFIN	V;POS;FIN;ACT
verdedigen	aizstāvēt	verdedigen	aizstāvēt	V;NFIN	V;POS;NFIN
verdedigen	aizstāvot	verdedigen	aizstāvēt	V;NFIN	V;V.CVB
verdedigen	aizstāvēt	verdedigen	aizstāvēt	V;NFIN	V;POS;NFIN
verdedigen	aizstāv	verdedigen	aizstāvēt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
microsoft	microsoft	microsoft	microsoft	N;MASC+FEM;SG	N
pad	krupis	pad	krupis	N;NEUT;SG	N;NOM;MASC;SG
pad	ceļš	pad	ceļš	N;NEUT;SG	N;NOM;MASC;SG
conflicten	konflikti	conflict	konflikts	N;PL	N;NOM;MASC;PL
conflicten	konflikti	conflict	konflikts	N;PL	N;NOM;MASC;PL
nederzetting	norēķini	nederzetting	norēķināt	N;MASC+FEM;SG	N;ACC;MASC;SG
nederzetting	norēķinu	nederzetting	norēķināt	N;MASC+FEM;SG	N;ACC;MASC;SG
