que	ότι	que	ότι	CONJ	CONJ
producir	παράγουν	producir	παράγω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
pico	κορύφωση	pico	κορύφωση	N;MASC;SG	N;ACC;FEM;SG
pico	κορυφή	pico	κορυφή	N;MASC;SG	N;ACC;FEM;SG
pico	αιχμή	pico	αιχμή	N;MASC;SG	N;NOM;FEM;SG
arma	όπλο	arma	όπλο	N;FEM;SG	N;NOM;NEUT;SG
arma	όπλο	arma	όπλο	N;FEM;SG	N;NOM;NEUT;SG
arma	πιστόλι	arma	πιστόλι	N;FEM;SG	N;NOM;NEUT;SG
religiosa	θρησκευτική	religioso	θρησκευτικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
religiosa	θρησκευτικό	religioso	θρησκευτικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
cementerio	νεκροταφείο	cementerio	νεκροταφείο	N;MASC;SG	N;NOM;NEUT;SG
cementerio	κοιμητήριο	cementerio	κοιμητήριο	N;MASC;SG	N;NOM;NEUT;SG
cementerio	νεκροταφείο	cementerio	νεκροταφείο	N;MASC;SG	N;NOM;NEUT;SG
resolución	ψήφισμα	resolución	ψήφισμα	N;FEM;SG	N;NOM;NEUT;SG
violencia	βία	violencia	βία	N;FEM;SG	N;NOM;FEM;SG
violencia	βια	violencia	βια	N;FEM;SG	N;NOM;FEM;SG
describe	περιγράφει	describir	περιγράφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
terminología	ορολογία	terminología	ορολογία	N;FEM;SG	N;NOM;FEM;SG
adaptación	προσαρμογή	adaptación	προσαρμογή	N;FEM;SG	N;NOM;FEM;SG
adaptación	προσαρμογή	adaptación	προσαρμογή	N;FEM;SG	N;NOM;FEM;SG
adaptación	προσαρμογή	adaptación	προσαρμογή	N;FEM;SG	N;NOM;FEM;SG
voces	φωνές	voz	φωνή	N;FEM;PL	N;NOM;FEM;PL
utilizada	χρησιμοποιούμενη	utilizado	χρησιμοποιούμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
utilizada	χρησιμοποιούμενη	utilizado	χρησιμοποιούμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
individual	ατομική	individual	ατομικός	ADJ;SG	ADJ;NOM;FEM;SG
individual	ατομικό	individual	ατομικός	ADJ;SG	ADJ;NOM;NEUT;SG
once	έντεκα	once	έντεκα	NUM;PL	NUM;NOM;NEUT;PL
esperanza	ελπίδα	esperanza	ελπίδα	N;FEM;SG	N;NOM;FEM;SG
esperanza	ελπιδα	esperanza	ελπιδα	N;FEM;SG	N;NOM;FEM;SG
consumo	κατανάλωση	consumo	κατανάλωση	N;MASC;SG	N;ACC;FEM;SG
compañero	συνεργάτης	compañero	συνεργάτης	N;MASC;SG	N;NOM;MASC;SG
compañero	σύντροφος	compañero	σύντροφος	N;MASC;SG	N;NOM;MASC;SG
compañero	συνεργάτη	compañero	συνεργάτης	N;MASC;SG	N;NOM;NEUT;SG
compañero	εταίρος	compañero	εταίρος	N;MASC;SG	N;NOM;MASC;SG
compañero	συνέταιρος	compañero	συνέταιρος	N;MASC;SG	N;NOM;MASC;SG
compañero	συντροφιά	compañero	συντροφιά	N;MASC;SG	N;NOM;FEM;SG
compañero	σύντροφος	compañero	σύντροφος	N;MASC;SG	N;NOM;MASC;SG
medieval	μεσαιωνικό	medieval	μεσαιωνικός	ADJ;SG	ADJ;NOM;NEUT;SG
medieval	μεσαιωνική	medieval	μεσαιωνικός	ADJ;SG	ADJ;NOM;FEM;SG
amplio	ευρεία	amplio	ευρεία	ADJ;MASC;SG	ADJ;NOM;FEM;SG
agente	πράκτορας	agente	πράκτορας	N;SG	N;NOM;MASC;SG
agente	πράκτορα	agente	πράκτορα	N;SG	N;ACC;MASC;SG
alumnos	μαθητών	alumno	μαθητής	N;MASC;PL	N;GEN;MASC;PL
alumnos	μαθητές	alumno	μαθητής	N;MASC;PL	N;NOM;MASC;PL
alumnos	κόρες	alumno	κόρα	N;MASC;PL	N;NOM;FEM;PL
alumnos	σπουδαστές	alumno	σπουδαστής	N;MASC;PL	N;NOM;MASC;PL
alumnos	μαθητές	alumno	μαθητής	N;MASC;PL	N;NOM;MASC;PL
alumnos	φοιτητές	alumno	φοιτητής	N;MASC;PL	N;NOM;MASC;PL
alumnos	αποφοίτων	alumno	απόφοιτος	N;MASC;PL	N;GEN;NEUT;PL
cuentos	ιστορίες	cuento	ιστορία	N;MASC;PL	N;NOM;FEM;PL
cuentos	παραμύθια	cuento	παράμυθιος	N;MASC;PL	N;NOM;NEUT;PL
cuentos	ιστορίες	cuento	ιστορία	N;MASC;PL	N;NOM;FEM;PL
cuentos	ανακοινώσεις	cuento	ανακοίνωση	N;MASC;PL	N;NOM;FEM;PL
impacto	αντίκτυπος	impacto	αντίκτυπος	N;MASC;SG	N;NOM;MASC;SG
impacto	επίπτωση	impacto	επίπτωση	N;MASC;SG	N;ACC;FEM;SG
impacto	σύγκρουση	impacto	σύγκρουση	N;MASC;SG	N;NOM;FEM;SG
impacto	πρόσκρουση	impacto	πρόσκρουση	N;MASC;SG	N;NOM;FEM;SG
trabajando	δουλεύοντας	trabajar	δουλεύω	V;V.MSDR	V;IPFV;V.CVB;ACT
blue	μπλέ	blue	μπλέ	N	N
blue	μπλε	blue	μπλε	N	N
blue	γαλάζιο	blue	γαλάζιος	N	N;NOM;NEUT;SG
secreto	μυστικό	secreto	μυστικός	N;MASC;SG	N;NOM;NEUT;SG
secreto	μυστικότητα	secreto	μυστικότητα	N;MASC;SG	N;NOM;FEM;SG
propósito	σκοπός	propósito	σκοπός	N;MASC;SG	N;NOM;MASC;SG
propósito	σκοπό	propósito	σκοπός	N;MASC;SG	N;ACC;MASC;SG
colombiano	κολομβίας	colombiano	κολομβία	N;MASC;SG	N;GEN;FEM;SG
peligro	κίνδυνο	peligro	κίνδυνος	N;MASC;SG	N;ACC;MASC;SG
peligro	κίνδυνος	peligro	κίνδυνος	N;MASC;SG	N;NOM;MASC;SG
peligro	κινδύνου	peligro	κίνδυνος	N;MASC;SG	N;GEN;MASC;SG
peligro	κίνδυνος	peligro	κίνδυνος	N;MASC;SG	N;NOM;MASC;SG
arroyo	ροή	arroyo	ροή	N;MASC;SG	N;NOM;FEM;SG
arroyo	ρέμα	arroyo	ρέμα	N;MASC;SG	N;NOM;NEUT;SG
arroyo	ρυάκι	arroyo	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
arroyo	ρυάκι	arroyo	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
arroyo	ρυάκι	arroyo	ρυάκι	N;MASC;SG	N;NOM;NEUT;SG
rama	μποφ	rama	μποφ	N;FEM;SG	N
rama	ραμ	rama	ραμ	N;FEM;SG	N
rama	κλαδί	rama	κλαδί	N;FEM;SG	N;NOM;NEUT;SG
rama	υποκατάστημα	rama	υποκατάστημα	N;FEM;SG	N;NOM;NEUT;SG
característica	χαρακτηριστικό	característica	χαρακτηριστικός	N;FEM;SG	N;NOM;NEUT;SG
característica	χαρακτηριστικό	característica	χαρακτηριστικός	N;FEM;SG	N;NOM;NEUT;SG
mantenimiento	συντήρησης	mantenimiento	συντήρηση	N;MASC;SG	N;GEN;FEM;SG
mantenimiento	συντήρηση	mantenimiento	συντήρηση	N;MASC;SG	N;NOM;FEM;SG
mantenimiento	διατήρηση	mantenimiento	διατήρηση	N;MASC;SG	N;ACC;FEM;SG
society	κοινωνία	society	κοινωνία	N;SG	N;NOM;FEM;SG
society	κοινωνια	society	κοινωνια	N;SG	N;NOM;FEM;SG
comentario	σχόλιο	comentario	σχόλιο	N;MASC;SG	N;NOM;NEUT;SG
circuito	κύκλωμα	circuito	κύκλωμα	N;MASC;SG	N;NOM;NEUT;SG
sexual	σεξουαλική	sexual	σεξουαλικός	ADJ;SG	ADJ;NOM;FEM;SG
sexual	σεξουαλικός	sexual	σεξουαλικός	ADJ;SG	ADJ;NOM;MASC;SG
sexual	σεξουαλικό	sexual	σεξουαλικός	ADJ;SG	ADJ;NOM;NEUT;SG
planes	σχέδια	plan	σχέδιο	N;MASC;PL	N;NOM;NEUT;PL
enemigos	εχθροί	enemigo	εχθρός	N;MASC;PL	N;NOM;MASC;PL
enemigos	εχθρούς	enemigo	εχθρός	N;MASC;PL	N;ACC;MASC;PL
fácil	εύκολη	fácil	εύκολος	ADJ;SG	ADJ;NOM;FEM;SG
fácil	εύκολο	fácil	εύκολος	ADJ;SG	ADJ;NOM;NEUT;SG
compositores	συνθέτες	compositor	συνθέτης	N;MASC;PL	N;NOM;MASC;PL
compositores	τραγουδοποιοί	compositor	τραγουδοποιός	N;MASC;PL	N;NOM;MASC;PL
diámetro	διάμετρο	diámetro	διάμετρο	N;MASC;SG	N;NOM;NEUT;SG
diámetro	διάμετρος	diámetro	διάμετρος	N;MASC;SG	N;GEN;FEM;SG
éxitos	επιτυχίες	éxito	επιτυχία	N;MASC;PL	N;NOM;FEM;PL
éxitos	χτυπήματα	éxito	χτύπημα	N;MASC;PL	N;NOM;NEUT;PL
artística	καλλιτεχνική	artístico	καλλιτεχνικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
artística	καλλιτεχνικό	artístico	καλλιτεχνικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
victorias	νίκες	victoria	νίκη	N;FEM;PL	N;NOM;FEM;PL
victorias	νίκες	victoria	νίκη	N;FEM;PL	N;NOM;FEM;PL
pieza	κομμάτι	pieza	κομμάτι	N;FEM;SG	N;NOM;NEUT;SG
pieza	τεμάχιο	pieza	τεμάχιο	N;FEM;SG	N;NOM;NEUT;SG
científica	επιστημονική	científico	επιστημονικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
científica	επιστημονικό	científico	επιστημονικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
guía	οδηγό	guía	οδηγός	N;FEM;SG	N;ACC;MASC;SG
guía	οδηγός	guía	οδηγός	N;FEM;SG	N;NOM;MASC;SG
superiores	ανωτέρους	superior	ανωτέρος	ADJ;PL	ADJ;ACC;MASC;PL
superiores	ανώτεροι	superior	ανώτερος	ADJ;PL	ADJ;NOM;CMPR;MASC;PL
frase	φράση	frase	φράση	N;FEM;SG	N;ACC;FEM;SG
frase	ποινή	frase	ποινή	N;FEM;SG	N;ACC;FEM;SG
cuerpos	σώματα	cuerpo	σώμα	N;MASC;PL	N;NOM;NEUT;PL
cuerpos	κορμιά	cuerpo	κορμιά	N;MASC;PL	N;NOM;NEUT;PL
cuerpos	πτώματα	cuerpo	πτώμα	N;MASC;PL	N;NOM;NEUT;PL
renta	νοίκι	renta	νοίκι	N;FEM;SG	N;NOM;NEUT;SG
renta	ενοικίαση	renta	ενοικίαση	N;FEM;SG	N;NOM;FEM;SG
renta	ενοίκιο	renta	ενοίκιο	N;FEM;SG	N;NOM;NEUT;SG
renta	εισόδημα	renta	εισόδημα	N;FEM;SG	N;NOM;NEUT;SG
renta	εισοδήματος	renta	εισόδημα	N;FEM;SG	N;GEN;NEUT;SG
negocios	επιχειρήσεις	negocio	επιχείρηση	N;MASC;PL	N;NOM;FEM;PL
negocios	δουλειές	negocio	δουλειή	N;MASC;PL	N;NOM;FEM;PL
excepción	εξαίρεση	excepción	εξαίρεση	N;FEM;SG	N;ACC;FEM;SG
excepción	παρέκκλιση	excepción	παρέκκλιση	N;FEM;SG	N;ACC;FEM;SG
monumentos	αξιοθέατα	monumento	αξιοθέατος	N;MASC;PL	N;NOM;NEUT;PL
monumentos	μνημείων	monumento	μνημείο	N;MASC;PL	N;GEN;NEUT;PL
monumentos	μνημεία	monumento	μνημείο	N;MASC;PL	N;NOM;NEUT;PL
funcionamiento	επιχειρηση	funcionamiento	επιχειρηση	N;MASC;SG	N;ACC;FEM;SG
funcionamiento	εγχείρηση	funcionamiento	εγχείρηση	N;MASC;SG	N;ACC;FEM;SG
funcionamiento	λειτουργία	funcionamiento	λειτουργία	N;MASC;SG	N;ACC;FEM;SG
funcionamiento	επιχείρηση	funcionamiento	επιχείρηση	N;MASC;SG	N;ACC;FEM;SG
funcionamiento	λειτουργίας	funcionamiento	λειτουργία	N;MASC;SG	N;GEN;FEM;SG
griega	ελληνική	griego	ελληνικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
griega	ελληνικό	griego	ελληνικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
víctimas	απώλειες	víctima	απώλεια	N;FEM;PL	N;NOM;FEM;PL
víctimas	θύματα	víctima	θύμα	N;FEM;PL	N;NOM;NEUT;PL
cita	ραντεβού	cita	ραντεβός	N;FEM;SG	N;NOM;NEUT;SG
cita	διορισμός	cita	διορισμός	N;FEM;SG	N;NOM;MASC;SG
cita	απόσπασμα	cita	απόσπασμα	N;FEM;SG	N;NOM;NEUT;SG
cita	παράθεση	cita	παράθεση	N;FEM;SG	N;NOM;FEM;SG
cita	ημερομηνία	cita	ημερομηνία	N;FEM;SG	N;ACC;FEM;SG
cita	ραντεβού	cita	ραντεβός	N;FEM;SG	N;NOM;NEUT;SG
cita	ημερομηνια	cita	ημερομηνία	N;FEM;SG	N;NOM;FEM;SG
cita	παράθεση	cita	παράθεση	N;FEM;SG	N;NOM;FEM;SG
terminar	τελειώσω	terminar	τελειώνω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
guitarrista	κιθαρίστας	guitarrista	κιθαρίστας	N;SG	N;NOM;MASC;SG
turquía	γαλοπούλα	turquía	γαλοπούλα	N;FEM;SG	N;NOM;FEM;SG
turquía	τούρκος	turquía	τούρκος	N;FEM;SG	N;NOM;MASC;SG
triunfo	νίκη	triunfo	νίκη	N;MASC;SG	N;ACC;FEM;SG
triunfo	θρίαμβος	triunfo	θρίαμβος	N;MASC;SG	N;NOM;MASC;SG
triunfo	θρίαμβο	triunfo	θρίαμβο	N;MASC;SG	N;NOM;NEUT;SG
llegado	έφτασα	llegar	φτάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
llegado	έφτασε	llegar	φτάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
cristianos	χριστιανοί	cristiano	χριστιανός	N;MASC;PL	N;NOM;MASC;PL
cristianos	χριστιανούς	cristiano	χριστιανός	N;MASC;PL	N;ACC;MASC;PL
cristianos	χριστιανοί	cristiano	χριστιανός	N;MASC;PL	N;NOM;MASC;PL
descubierto	ανακάλυψα	descubrir	ανακάλυσα	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
descubierto	ανακάλυψε	descubrir	ανακαλύπτω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
descubierto	ανακαλύφθηκε	descubrir	ανακαλύπτω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
cáncer	καρκίνος	cáncer	καρκίνος	N;MASC;SG	N;NOM;MASC;SG
cáncer	καρκίνο	cáncer	καρκίνος	N;MASC;SG	N;ACC;MASC;SG
métodos	μέθοδοι	método	μέθοδος	N;MASC;PL	N;NOM;FEM;PL
métodos	μεθόδους	método	μέθοδος	N;MASC;PL	N;NOM;FEM;PL
delantero	μπροστινό	delantero	μπροστινός	N;MASC;SG	N;NOM;NEUT;SG
delantero	μέτωπο	delantero	μέτωπο	N;MASC;SG	N;NOM;NEUT;SG
delantero	στράικερ	delantero	στράικερ	N;MASC;SG	N
trabaja	εργάζεται	trabajar	εργάζομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
trabaja	δουλεύει	trabajar	δουλεύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
min	min	min	min		
caballeros	κύριοι	caballero	κύριος	N;MASC;PL	N;VOC;MASC;PL
caballeros	ιππότες	caballero	ιππότης	N;MASC;PL	N;NOM;MASC;PL
minas	ορυχεία	mina	ορυχεία	N;FEM;PL	N;NOM;NEUT;PL
minas	νάρκες	mina	νάρκα	N;FEM;PL	N;NOM;FEM;PL
comportamiento	συμπεριφορά	comportamiento	συμπεριφορά	N;MASC;SG	N;ACC;FEM;SG
comportamiento	συμπεριφορα	comportamiento	συμπεριφορα	N;MASC;SG	N;ACC;FEM;SG
comportamiento	συμπεριφορά	comportamiento	συμπεριφορά	N;MASC;SG	N;ACC;FEM;SG
sucedió	πέτυχε	suceder	πετυχαίνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
sucedió	συνέβη	suceder	συμβαίνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
originales	αυθεντικές	original	αυθεντικός	ADJ;PL	ADJ;NOM;FEM;PL
nuclear	πυρηνικός	nuclear	πυρηνικός	ADJ;SG	ADJ;NOM;MASC;SG
nuclear	πυρηνική	nuclear	πυρηνικός	ADJ;SG	ADJ;NOM;FEM;SG
escritos	γραφές	escrito	γραφή	N;MASC;PL	N;NOM;FEM;PL
escritos	γραπτά	escrito	γραπτός	N;MASC;PL	N;NOM;NEUT;PL
viento	άνεμο	viento	άνεμος	N;MASC;SG	N;ACC;MASC;SG
viento	άνεμος	viento	άνεμος	N;MASC;SG	N;NOM;MASC;SG
americana	αμερικανική	americana	αμερικάνικος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
americana	αμερικανός	americana	Αμερικανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
americana	αμερικάνος	americana	αμερικάνος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
americana	αμερικάνικο	americana	Αμερικάνικος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
group	όμιλος	group	όμιλος	N	N;NOM;MASC;SG
group	ομαδα	group	ομαδα	N	N;NOM;FEM;SG
group	ομάδα	group	ομάδα	N	N;ACC;FEM;SG
normas	κανόνες	norma	κανόνας	N;FEM;PL	N;NOM;MASC;PL
normas	πρότυπα	norma	πρότυπο	N;FEM;PL	N;NOM;NEUT;PL
sectores	κλάδοι	sector	κλάδος	N;MASC;PL	N;NOM;MASC;PL
sectores	τομείς	sector	τομέας	N;MASC;PL	N;NOM;MASC;PL
cónyuge	σύζυγος	cónyuge	σύζυγος	N;SG	N;NOM;MASC;SG
cónyuge	σύζυγο	cónyuge	σύζυγος	N;SG	N;ACC;FEM;SG
espectadores	θεατές	espectador	θεατός	N;MASC;PL	N;NOM;MASC;PL
espectadores	θεατές	espectador	θεατός	N;MASC;PL	N;NOM;MASC;PL
espectadores	τηλεθεατές	espectador	τηλεθεατής	N;MASC;PL	N;NOM;MASC;PL
rusa	ρωσική	ruso	ρωσικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
salas	αίθουσες	sala	αίθουσα	N;FEM;PL	N;NOM;FEM;PL
salas	δωμάτια	sala	δωμάτι	N;FEM;PL	N;NOM;NEUT;PL
salas	θάλαμοι	sala	θάλαμος	N;FEM;PL	N;NOM;MASC;PL
salas	τσέιμπερς	sala	τσέιμπερς	N;FEM;PL	N
liberación	απελευθέρωση	liberación	απελευθέρωση	N;FEM;SG	N;NOM;FEM;SG
liberación	αποδέσμευση	liberación	αποδέσμευση	N;FEM;SG	N;ACC;FEM;SG
liberación	ελευθέρωση	liberación	ελευθέρωση	N;FEM;SG	N;ACC;FEM;SG
liberación	απελευθέρωση	liberación	απελευθέρωση	N;FEM;SG	N;NOM;FEM;SG
pez	ψάρι	pez	ψάρι	N;MASC;SG	N;NOM;NEUT;SG
momentos	στιγμές	momento	στιγμή	N;MASC;PL	N;NOM;FEM;PL
aplicaciones	εφαρμογές	aplicación	εφαρμογή	N;FEM;PL	N;NOM;FEM;PL
aplicaciones	αιτήσεις	aplicación	αίτηση	N;FEM;PL	N;NOM;FEM;PL
aplicaciones	εφαρμογές	aplicación	εφαρμογή	N;FEM;PL	N;NOM;FEM;PL
intenta	προσπαθεί	intentar	προσπαθώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
air	αερα	air	αέρας	N	N;ACC;MASC;SG
air	αέρα	air	αέρας	N	N;ACC;MASC;SG
air	αέρας	air	αέρας	N	N;NOM;MASC;SG
hielo	πάγος	hielo	πάγος	N;MASC;SG	N;NOM;MASC;SG
caballo	άλογο	caballo	άλογος	N;MASC;SG	N;NOM;NEUT;SG
cinturón	ζώνη	cinturón	ζώνη	N;MASC;SG	N;NOM;FEM;SG
cinturón	ζωνη	cinturón	ζωνη	N;MASC;SG	N;NOM;FEM;SG
cordillera	εύρος	cordillera	εύρος	N;FEM;SG	N;ACC;NEUT;SG
cordillera	εμβέλεια	cordillera	εμβέλεια	N;FEM;SG	N;ACC;FEM;SG
cordillera	απόσταση	cordillera	απόσταση	N;FEM;SG	N;ACC;FEM;SG
crítico	κρίσιμη	crítico	κρίσιμος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
crítico	κρίσιμο	crítico	κρίσιμο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sirvió	υπηρέτησε	servir	υπηρετώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
motores	μηχανές	motor	μηχανής	N;MASC;PL	N;NOM;FEM;PL
motores	κινητήρες	motor	κινητήρας	N;MASC;PL	N;NOM;MASC;PL
ganadores	νικητές	ganador	νικητής	N;MASC;PL	N;NOM;MASC;PL
pilotos	οδηγούς	piloto	οδηγός	N;PL	N;ACC;MASC;PL
pilotos	οδηγοί	piloto	οδηγός	N;PL	N;NOM;MASC;PL
pilotos	πιλότους	piloto	πίλοτος	N;PL	N;ACC;MASC;PL
pilotos	πιλότοι	piloto	πιλότος	N;PL	N;NOM;MASC;PL
pilotos	χειριστές	piloto	χειριστής	N;PL	N;NOM;MASC;PL
foto	φωτογραφια	foto	φωτογραφια	N;FEM;SG	N;NOM;FEM;SG
foto	φωτογραφία	foto	φωτογραφία	N;FEM;SG	N;ACC;FEM;SG
foto	εικόνα	foto	εικόνα	N;FEM;SG	N;NOM;FEM;SG
foto	φώτο	foto	φώτος	N;FEM;SG	N;ACC;FEM;SG
foto	φωτογραφία	foto	φωτογραφία	N;FEM;SG	N;ACC;FEM;SG
foto	φωτό	foto	φωτός	N;FEM;SG	N;ACC;FEM;SG
sueño	ύπνος	sueño	ύπνος	N;MASC;SG	N;NOM;MASC;SG
sueño	ύπνο	sueño	ύπνο	N;MASC;SG	N;ACC;MASC;SG
sueño	ονειρο	sueño	ονειρο	N;MASC;SG	N;NOM;NEUT;SG
sueño	όνειρο	sueño	όνειρο	N;MASC;SG	N;NOM;NEUT;SG
informe	έκθεση	informe	έκθεση	N;MASC;SG	N;ACC;FEM;SG
informe	εκθεση	informe	εκθεση	N;MASC;SG	N;ACC;FEM;SG
informe	αναφορα	informe	αναφορά	N;MASC;SG	N;ACC;FEM;SG
informe	αναφορά	informe	αναφορά	N;MASC;SG	N;NOM;FEM;SG
treinta	τριάντα	treinta	τριάντα	NUM;PL	NUM;NOM;NEUT;PL
tráfico	κίνηση	tráfico	κίνηση	N;MASC;SG	N;ACC;FEM;SG
tráfico	κυκλοφορία	tráfico	κυκλοφορία	N;MASC;SG	N;ACC;FEM;SG
tráfico	διακίνηση	tráfico	διακίνηση	N;MASC;SG	N;ACC;FEM;SG
tráfico	εμπορία	tráfico	εμπορία	N;MASC;SG	N;NOM;FEM;SG
contó	αφηγήθηκε	contar	αφηγώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
órgano	όργανο	órgano	όργανο	N;MASC;SG	N;NOM;NEUT;SG
medallas	μετάλλια	medalla	μετάλλια	N;FEM;PL	N;NOM;NEUT;PL
medallas	παράσημα	medalla	παράσημα	N;FEM;PL	N;NOM;NEUT;PL
archivos	αρχεία	archivo	αρχείο	N;MASC;PL	N;NOM;NEUT;PL
archivos	φάκελοι	archivo	φάκελος	N;MASC;PL	N;NOM;MASC;PL
archivos	αρχεία	archivo	αρχείο	N;MASC;PL	N;NOM;NEUT;PL
fechas	ημερομηνίες	fecha	ημερομηνία	N;FEM;PL	N;NOM;FEM;PL
directores	διευθυντές	director	διευθυντής	N;MASC;PL	N;NOM;MASC;PL
directores	σκηνοθέτες	director	σκηνοθέτης	N;MASC;PL	N;NOM;MASC;PL
directores	διαχειριστές	director	διαχειριστής	N;MASC;PL	N;NOM;MASC;PL
directores	διευθυντές	director	διευθυντής	N;MASC;PL	N;NOM;MASC;PL
físico	φυσικός	físico	φυσικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
físico	σωματική	físico	σωματικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
físico	φυσική	físico	φυσικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
físico	σωματικό	físico	σωματικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
democracia	δημοκρατια	democracia	δημοκρατια	N;FEM;SG	N;NOM;FEM;SG
democracia	δημοκρατία	democracia	δημοκρατία	N;FEM;SG	N;NOM;FEM;SG
opción	επιλογή	opción	επιλογή	N;FEM;SG	N;NOM;FEM;SG
opción	επιλογή	opción	επιλογή	N;FEM;SG	N;NOM;FEM;SG
notable	αξιοσημείωτο	notable	αξιοσημείωτος	ADJ;SG	ADJ;NOM;NEUT;SG
notable	αξιοσημείωτη	notable	αξιοσημείωτος	ADJ;SG	ADJ;NOM;FEM;SG
notable	αξιοσημείωτο	notable	αξιοσημείωτος	ADJ;SG	ADJ;NOM;NEUT;SG
notable	αξιοσημείωτο	notable	αξιοσημείωτος	ADJ;SG	ADJ;NOM;NEUT;SG
notable	αξιοσημείωτη	notable	αξιοσημείωτος	ADJ;SG	ADJ;NOM;FEM;SG
legal	νόμιμη	legal	νόμιμος	ADJ;SG	ADJ;NOM;FEM;SG
legal	νομικός	legal	νομικός	ADJ;SG	ADJ;NOM;MASC;SG
legal	νομικό	legal	νομικός	ADJ;SG	ADJ;NOM;NEUT;SG
legal	νομική	legal	νομικός	ADJ;SG	ADJ;NOM;FEM;SG
enorme	τεράστια	enorme	τεράστιος	ADJ;SG	ADJ;NOM;FEM;SG
enorme	τεράστιος	enorme	τεράστιος	ADJ;SG	ADJ;NOM;MASC;SG
enorme	τεράστιο	enorme	τεράστιος	ADJ;SG	ADJ;NOM;NEUT;SG
enorme	τεράστια	enorme	τεράστιος	ADJ;SG	ADJ;NOM;FEM;SG
enorme	τεράστιος	enorme	τεράστιος	ADJ;SG	ADJ;NOM;MASC;SG
enorme	τεράστιο	enorme	τεράστιος	ADJ;SG	ADJ;NOM;NEUT;SG
constitucional	συνταγματικό	constitucional	συνταγματικός	ADJ;SG	ADJ;NOM;NEUT;SG
constitucional	συνταγματική	constitucional	συνταγματικός	ADJ;SG	ADJ;NOM;FEM;SG
plazo	προθεσμία	plazo	προθεσμία	N;MASC;SG	N;NOM;FEM;SG
escritura	συγγραφή	escritura	συγγραφή	N;FEM;SG	N;NOM;FEM;SG
escritura	γραφή	escritura	γραφή	N;FEM;SG	N;NOM;FEM;SG
escritura	γράψιμο	escritura	γράψιμο	N;FEM;SG	N;NOM;NEUT;SG
documento	έγγραφο	documento	έγγραφο	N;MASC;SG	N;NOM;NEUT;SG
críticos	επικριτές	crítico	επικριτής	N;MASC;PL	N;NOM;MASC;PL
