年	イヤー	年	イヤー	N	N
藥物	薬物	藥物	薬物	N	N
複製	複製	複製	複製	V	V
複製	複製	複製	複製	V	V
複製	コピー	複製	コピー	V	V
複製	模写	複製	模写	V	V
複製	コピー	複製	コピー	V	V
複製	複写	複製	複写	V	V
捐	寄付	捐	寄付	V	V
捐	寄付	捐	寄付	V	V
院校	カレッジ	院校	カレッジ	N	N
院校	大学	院校	大学	N	N
提議	提案	提議	提案	V	V
提議	プロポーズ	提議	プロポーズ	V	V
交付	配達	交付	配達	V	V
交付	配送	交付	配送	V	V
交付	配信	交付	配信	V	V
交付	届け	交付	届ける	V	V
古蹟	モニュメント	古蹟	モニュメント	N	N
古蹟	記念碑	古蹟	記念碑	N	N
類別	カテゴリー	類別	カテゴリー	N	N
類別	区分	類別	区分	N	N
類別	カテゴリ	類別	カテゴリ	N	N
類別	クラス	類別	クラス	N	N
類別	階級	類別	階級	N	N
類別	クラス	類別	クラス	N	N
類別	カテゴリー	類別	カテゴリー	N	N
類別	カテゴリ	類別	カテゴリ	N	N
復活	復活	復活	復活	V	V
邊緣	エッジ	邊緣	エッジ	N	N
邊緣	エッジ	邊緣	エッジ	N	N
邊緣	フリンジ	邊緣	フリンジ	N	N
酷	クール	酷	クール	N	N
辭職	辞任	辭職	辞任	V	V
辭職	辞職	辭職	辞職	V	V
辭職	辞任	辭職	辞任	V	V
視覺	ビジュアル	視覺	ビジュアル	N	N
視覺	ヴィジョン	視覺	ヴィジョン	N	N
視覺	ビジョン	視覺	ビジョン	N	N
精英	エリート	精英	エリート	N	N
虛構	フィクション	虛構	フィクション	N	N
支線	フィーダー	支線	フィーダー	N	N
假期	バカンス	假期	バカンス	N	N
假期	休暇	假期	休暇	N	N
假期	バケーション	假期	バケーション	N	N
假期	祝日	假期	祝日	N	N
假期	休日	假期	休日	N	N
假期	休暇	假期	休暇	N	N
假期	バカンス	假期	バカンス	N	N
假期	バケーション	假期	バケーション	N	N
假期	祝日	假期	祝日	N	N
假期	休日	假期	休日	N	N
軍人	兵士	軍人	兵士	N	N
軍人	兵隊	軍人	兵隊	N	N
結局	エンディング	結局	エンディング	N	N
旋轉	回転	旋轉	回転	V	V
旋轉	回転	旋轉	回転	V	V
旋轉	回転	旋轉	回転	V	V
平日	平日	平日	平日	N	N
平日	平日	平日	平日	N	N
軍官	役員	軍官	役員	N	N
軍官	巡査	軍官	巡査	N	N
近期	最近	近期	最近	N	N
近期	最近	近期	最近	N	N
比率	比率	比率	比率	N	N
作業	宿題	作業	宿題	N	N
武力	フォース	武力	フォース	N	N
醫師	医師	醫師	医師	N	N
醫師	ドクター	醫師	ドクター	N	N
醫師	先生	醫師	先生	N	N
醫師	医者	醫師	医者	N	N
器官	臓器	器官	臓器	N	N
器官	機関	器官	機関	N	N
器官	臓器	器官	臓器	N	N
器官	オルガン	器官	オルガン	N	N
山谷	バレー	山谷	バレー	N	N
創意	創造性	創意	創造性	N	N
創意	創造力	創意	創造力	N	N
創意	クリエイティブ	創意	クリエイティブ	N	N
當代	現代	當代	現代	N	N
客機	旅客	客機	旅客	N	N
規格	仕様	規格	仕様	N	N
規格	仕様	規格	仕様	N	N
規格	スペック	規格	スペック	N	N
規格	仕様	規格	仕様	N	N
規格	スペック	規格	スペック	N	N
終止	解雇	終止	解雇	V	V
地獄	地獄	地獄	地獄	N	N
參數	パラメータ	參數	パラメータ	N	N
參數	論証	參數	論証	N	N
參數	引数	參數	引数	N	N
火力	火力	火力	火力	N	N
共用	共有	共用	共有	V	V
共用	共有	共用	共有	V	V
共用	共有	共用	共有	V	V
插曲	エピソード	插曲	エピソード	N	N
樂器	計器	樂器	計器	N	N
樂器	道具	樂器	道具	N	N
樂器	楽器	樂器	楽器	N	N
清理	整理	清理	整理	V	V
雕塑	彫刻	雕塑	彫刻	N	N
雕塑	彫刻	雕塑	彫刻	N	N
雕塑	彫像	雕塑	彫像	N	N
藝術	芸術家	藝術	芸術家	N	N
藝術	アーティスト	藝術	アーティスト	N	N
藝術	芸術家	藝術	芸術家	N	N
藝術	アーティスト	藝術	アーティスト	N	N
命運	運命	命運	運命	N	N
命運	運命	命運	運命	N	N
房子	ハウス	房子	ハウス	N	N
房子	家屋	房子	家屋	N	N
崇拜	崇拝	崇拜	崇拝	V	V
指南	ガイド	指南	ガイド	N	N
指南	ガイド	指南	ガイド	N	N
插入	挿入	插入	挿入	V	V
插入	挿入	插入	挿入	V	V
明珠	真珠	明珠	真珠	N	N
螺旋	螺旋	螺旋	螺旋	N	N
螺旋	スパイラル	螺旋	スパイラル	N	N
螺旋	渦巻	螺旋	渦巻	N	N
珊瑚	サンゴ	珊瑚	サンゴ	N	N
財務	財務	財務	財務	N	N
財務	金融	財務	金融	N	N
財務	財政	財務	財政	N	N
財務	ファイナンス	財務	ファイナンス	N	N
預測	投影	預測	投影	V	V
預測	予言	預測	予言	V	V
預測	予測	預測	予測	V	V
預測	予言	預測	予言	V	V
預測	予測	預測	予測	V	V
預測	予報	預測	予報	V	V
預測	予測	預測	予測	V	V
期望	期待	期望	期待	V	V
期望	期待	期望	期待	V	V
準則	指針	準則	指針	N	N
準則	ガイドライン	準則	ガイドライン	N	N
呼籲	アピール	呼籲	アピール	V	V
呼籲	抗告	呼籲	抗告	V	V
呼籲	上告	呼籲	上告	V	V
公平	持分	公平	持分	N	N
公平	フェア	公平	フェア	N	N
電池	電池	電池	電池	N	N
電池	バッテリー	電池	バッテリー	N	N
電池	バッテリ	電池	バッテリ	N	N
電池	電池	電池	電池	N	N
失蹤	失踪	失蹤	失踪	V	V
獵人	狩人	獵人	狩人	N	N
葡萄	ぶどう	葡萄	ぶどう	N	N
葡萄	ブドウ	葡萄	ブドウ	N	N
葡萄	ブドウ	葡萄	ブドウ	N	N
葡萄	ぶどう	葡萄	ぶどう	N	N
老闆	ボス	老闆	ボス	N	N
皇室	王族	皇室	王族	N	N
皇室	ロイヤル	皇室	ロイヤル	N	N
零售	小売	零售	小売	N	N
富豪	ボルボ	富豪	ボルボ	N	N
殼	シェル	殼	シェル	N	N
殼	シェル	殼	シェル	N	N
殼	貝殻	殼	貝殻	N	N
工程	エンジニア	工程	エンジニア	N	N
祖母	おば	祖母	おば	N	N
祖母	祖母	祖母	祖母	N	N
春天	スプリング	春天	スプリング	N	N
手術	作戦	手術	作戦	N	N
手術	オペレーション	手術	オペレーション	N	N
行李	荷物	行李	荷物	N	N
行李	荷物	行李	荷物	N	N
練習	運動	練習	運動	V	V
練習	行使	練習	行使	V	V
機體	生物	機體	生物	N	N
分散	散逸	分散	散逸	V	V
同性	同性	同性	同性	N	N
同性	ゲイ	同性	ゲイ	N	N
圖書	書物	圖書	書物	N	N
圖書	帳簿	圖書	帳簿	N	N
圖書	書籍	圖書	書籍	N	N
圖書	書物	圖書	書物	N	N
圖書	ブック	圖書	ブック	N	N
情感	感情	情感	感情	N	N
情感	感情	情感	感情	N	N
鴨	カモ	鴨	カモ	N	N
鴨	カモ	鴨	カモ	N	N
鴨	ダック	鴨	ダック	N	N
妖	悪魔	妖	悪魔	N	N
妖	悪霊	妖	悪霊	N	N
臉	フェイス	臉	フェイス	N	N
開啟	開館	開啟	開館	V	V
開啟	開く	開啟	開く	V	V
效應	エフェクト	效應	エフェクト	N	N
效應	効果	效應	効果	N	N
效應	エフェクト	效應	エフェクト	N	N
效應	効果	效應	効果	N	N
交叉	十字	交叉	十字	N	N
交叉	クロス	交叉	クロス	N	N
交叉	十字	交叉	十字	N	N
交叉	クロス	交叉	クロス	N	N
分數	分数	分數	分数	N	N
分數	スコア	分數	スコア	N	N
分數	スコア	分數	スコア	N	N
分數	得点	分數	得点	N	N
分數	分数	分數	分数	N	N
遊客	ビジター	遊客	ビジター	N	N
遊客	ツーリスト	遊客	ツーリスト	N	N
遊客	ツーリスト	遊客	ツーリスト	N	N
遊客	観光	遊客	観光	N	N
分行	支店	分行	支店	N	N
分行	支社	分行	支社	N	N
分行	ブランチ	分行	ブランチ	N	N
分行	支部	分行	支部	N	N
騎兵	騎兵	騎兵	騎兵	N	N
強制	強要	強制	強要	V	V
強制	強要	強制	強要	V	V
女生	ガール	女生	ガール	N	N
女生	少女	女生	少女	N	N
女生	女	女生	女	N	N
蒸汽	スチーム	蒸汽	スチーム	N	N
蒸汽	蒸気	蒸汽	蒸気	N	N
蒸汽	蒸気	蒸汽	蒸気	N	N
鍵	キー	鍵	キー	N	N
鍵	キー	鍵	キー	N	N
鍵	結合	鍵	結合	N	N
人事	人材	人事	人材	N	N
人事	職員	人事	職員	N	N
氯	塩素	氯	塩素	N	N
干涉	干渉	干涉	干渉	V	V
經理	店長	經理	店長	N	N
經理	支配	經理	支配	N	N
經理	マネージャー	經理	マネージャー	N	N
經理	マネージャ	經理	マネージャ	N	N
射手	シューティング	射手	シューティング	N	N
假日	祝日	假日	祝日	N	N
假日	休日	假日	休日	N	N
假日	祝日	假日	祝日	N	N
假日	休日	假日	休日	N	N
到期	失効	到期	失効	V	V
物業	プロパティ	物業	プロパティ	N	N
物業	財産	物業	財産	N	N
預算	予算	預算	予算	N	N
預算	予算	預算	予算	N	N
閃	フラッシュ	閃	フラッシュ	N	N
雕像	彫像	雕像	彫像	N	N
雕像	彫像	雕像	彫像	N	N
收回	引き出す	收回	引き出す	V	V
短期	ショート	短期	ショート	N	N
貨	貨物	貨	貨物	N	N
引力	重力	引力	重力	N	N
市鎮	市町村	市鎮	市町村	N	N
市鎮	自治体	市鎮	自治体	N	N
免疫	免疫	免疫	免疫	N	N
免疫	免疫	免疫	免疫	N	N
編碼	コード	編碼	コード	N	N
編碼	符号	編碼	符号	N	N
編碼	コーディング	編碼	コーディング	N	N
吸	吸う	吸	吸う	V	V
啤酒	ビール	啤酒	ビール	N	N
星期	金曜日	星期	金曜日	N	N
上訴	アピール	上訴	アピール	V	V
上訴	抗告	上訴	抗告	V	V
上訴	上告	上訴	上告	V	V
敏感	感度	敏感	感度	N	N
敏感	感受	敏感	感受	N	N
敏感	感性	敏感	感性	N	N
向前	フォワード	向前	フォワード	N	N
時裝	ファッション	時裝	ファッション	N	N
火炮	大砲	火炮	大砲	N	N
魔女	魔女	魔女	魔女	N	N
擴張	膨張	擴張	膨張	V	V
腦	脳み	腦	脳み	N	N
進步	プログレッシブ	進步	プログレッシブ	N	N
強度	輝度	強度	輝度	N	N
強度	光度	強度	光度	N	N
強度	体力	強度	体力	N	N
強度	強度	強度	強度	N	N
白金	プラチナ	白金	プラチナ	N	N
白金	白金	白金	白金	N	N
走廊	廊下	走廊	廊下	N	N
走廊	回廊	走廊	回廊	N	N
走廊	廊下	走廊	廊下	N	N
拆卸	解体	拆卸	解体	V	V
資料	データベース	資料	データベース	N	N
資料	データベース	資料	データベース	N	N
金額	金額	金額	金額	N	N
金額	金額	金額	金額	N	N
金額	合計	金額	合計	N	N
表格	形態	表格	形態	N	N
表格	形式	表格	形式	N	N
創新	イノベーション	創新	イノベーション	N	N
創新	イノベーション	創新	イノベーション	N	N
修正	改正	修正	改正	V	V
叉	フォーク	叉	フォーク	N	N
錄音	記録	錄音	記録	V	V
錄音	録音	錄音	録音	V	V
農民	農民	農民	農民	N	N
農民	農民	農民	農民	N	N
農民	農家	農民	農家	N	N
農民	農家	農民	農家	N	N
赤道	赤道	赤道	赤道	N	N
回憶	思い出	回憶	思い出	V	V
回憶	記憶	回憶	記憶	V	V
有趣	興味	有趣	興味	N	N
雕刻	刻む	雕刻	刻む	V	V
雕刻	切り分け	雕刻	切り分ける	V	V
金色	ゴールデン	金色	ゴールデン	N	N
金色	黄金	金色	黄金	N	N
金色	ゴールド	金色	ゴールド	N	N
理性	理由	理性	理由	N	N
理性	理性	理性	理性	N	N
外表	外観	外表	外観	N	N
外表	外側	外表	外側	N	N
稅	租税	稅	租税	N	N
稅	税金	稅	税金	N	N
稅	税金	稅	税金	N	N
缸	円柱	缸	円柱	N	N
缸	シリンダー	缸	シリンダー	N	N
橘	オレンジ	橘	オレンジ	N	N
彩色	カラー	彩色	カラー	N	N
彩色	カラー	彩色	カラー	N	N
工會	ユニオン	工會	ユニオン	N	N
蜘蛛	スパイダー	蜘蛛	スパイダー	N	N
蜘蛛	クモ	蜘蛛	クモ	N	N
離婚	離婚	離婚	離婚	V	V
離婚	離婚	離婚	離婚	V	V
享受	楽しむ	享受	楽しむ	V	V
鑽石	ダイヤモンド	鑽石	ダイヤモンド	N	N
鑽石	ダイアモンド	鑽石	ダイアモンド	N	N
鑽石	ダイヤモンド	鑽石	ダイヤモンド	N	N
週	金曜日	週	金曜日	N	N
週	金曜日	週	金曜日	N	N
週	金曜	週	金曜	N	N
肌	筋肉	肌	筋肉	N	N
美女	ビューティフル	美女	ビューティフル	N	N
美女	美人	美女	美人	N	N
美女	美女	美女	美女	N	N
美女	美容	美女	美容	N	N
神經	神経	神經	神経	N	N
助手	助手	助手	助手	N	N
助手	アシスタント	助手	アシスタント	N	N
地帶	ストリップ	地帶	ストリップ	N	N
大堂	ロビー	大堂	ロビー	N	N
裸	ヌード	裸	ヌード	N	N
校區	キャンパス	校區	キャンパス	N	N
廠	ベンダー	廠	ベンダー	N	N
廠	製造	廠	製造	N	N
廠	メーカー	廠	メーカー	N	N
光學	光学	光學	光学	N	N
光學	光学	光學	光学	N	N
卵	エッグ	卵	エッグ	N	N
氟	フッ素	氟	フッ素	N	N
欄	カラム	欄	カラム	N	N
欄	カラム	欄	カラム	N	N
軍方	軍事	軍方	軍事	N	N
軍方	軍隊	軍方	軍隊	N	N
真理	真理	真理	真理	N	N
真理	真理	真理	真理	N	N
街頭	ストリート	街頭	ストリート	N	N
街頭	通り	街頭	通り	N	N
醫藥	医学	醫藥	医学	N	N
推理	推論	推理	推論	N	N
推理	推論	推理	推論	N	N
變更	編集	變更	編集	V	V
變更	変更	變更	変更	V	V
變更	変更	變更	変更	V	V
變更	変更	變更	変更	V	V
變更	変化	變更	変化	V	V
新手	初心	新手	初心	N	N
新手	ビギナー	新手	ビギナー	N	N
新手	ルーキー	新手	ルーキー	N	N
膠	歯茎	膠	歯茎	N	N
膠	ガム	膠	ガム	N	N
膠	ジェル	膠	ジェル	N	N
分歧	差分	分歧	差分	N	N
怪物	怪物	怪物	怪物	N	N
怪物	モンスター	怪物	モンスター	N	N
怪物	怪獣	怪物	怪獣	N	N
書寫	執筆	書寫	執筆	V	V
書寫	書き込み	書寫	書き込み	V	V
色情	ポルノ	色情	ポルノ	N	N
色情	エロ	色情	エロ	N	N
色情	ポルノ	色情	ポルノ	N	N
股東	株主	股東	株主	N	N
股東	株主	股東	株主	N	N
曝光	露出	曝光	露出	V	V
曝光	照射	曝光	照射	V	V
曝光	露出	曝光	露出	V	V
劫	強盗	劫	強盗	N	N
人群	群衆	人群	群衆	N	N
人群	群集	人群	群集	N	N
人群	群衆	人群	群衆	N	N
人群	群集	人群	群集	N	N
人群	人	人群	人	N	N
土壤	土壌	土壤	土壌	N	N
水中	水中	水中	水中	N	N
重組	再編	重組	再編	V	V
重組	更生	重組	更生	V	V
放映	選考	放映	選考	V	V
洗	洗う	洗	洗う	V	V
洗	洗濯	洗	洗濯	V	V
隕石	隕石	隕石	隕石	N	N
隕石	流星	隕石	流星	N	N
隕石	メテオ	隕石	メテオ	N	N
摧毀	破壊	摧毀	破壊	V	V
船隻	艦船	船隻	艦船	N	N
船隻	船舶	船隻	船舶	N	N
船隻	船舶	船隻	船舶	N	N
船隻	ボート	船隻	ボート	N	N
船隻	船舶	船隻	船舶	N	N
船隻	ボート	船隻	ボート	N	N
否定	否定	否定	否定	V	V
個別	個人	個別	個人	N	N
橙	オレンジ	橙	オレンジ	N	N
橙	オレンジ	橙	オレンジ	N	N
排序	ソート	排序	ソート	V	V
排序	ソート	排序	ソート	V	V
漆	ラッカー	漆	ラッカー	N	N
物體	オブジェクト	物體	オブジェクト	N	N
牙齒	歯科	牙齒	歯科	N	N
元件	コンポーネント	元件	コンポーネント	N	N
元件	コンポーネント	元件	コンポーネント	N	N
元件	要素	元件	要素	N	N
元件	元素	元件	元素	N	N
元件	エレメント	元件	エレメント	N	N
協調	連携	協調	連携	V	V
協調	調整	協調	調整	V	V
新秀	ルーキー	新秀	ルーキー	N	N
尾巴	尾翼	尾巴	尾翼	N	N
妖怪	怪物	妖怪	怪物	N	N
妖怪	モンスター	妖怪	モンスター	N	N
妖怪	怪獣	妖怪	怪獣	N	N
扣	バックル	扣	バックル	N	N
客戶	顧客	客戶	顧客	N	N
客戶	クライアント	客戶	クライアント	N	N
客戶	クライアント	客戶	クライアント	N	N
喙	くちばし	喙	くちばし	N	N
選民	有権	選民	有権	N	N
選民	有権	選民	有権	N	N
演技	演技	演技	演技	N	N
勇者	勇者	勇者	勇者	N	N
肌肉	筋肉	肌肉	筋肉	N	N
肌肉	筋肉	肌肉	筋肉	N	N
火車	電車	火車	電車	N	N
火車	列車	火車	列車	N	N
火車	トレイン	火車	トレイン	N	N
火車	電車	火車	電車	N	N
火車	列車	火車	列車	N	N
蛙	カエル	蛙	カエル	N	N
重型	ヘビー	重型	ヘビー	N	N
水手	船員	水手	船員	N	N
鏡頭	レンズ	鏡頭	レンズ	N	N
鏡頭	カメラ	鏡頭	カメラ	N	N
鏡頭	ショット	鏡頭	ショット	N	N
頭銜	役職	頭銜	役職	N	N
頭銜	称号	頭銜	称号	N	N
頭銜	タイトル	頭銜	タイトル	N	N
時尚	ファッション	時尚	ファッション	N	N
審判	公判	審判	公判	N	N
審判	トライアル	審判	トライアル	N	N
審判	審判	審判	審判	N	N
審判	トライアル	審判	トライアル	N	N
審判	試練	審判	試練	N	N
軍艦	軍艦	軍艦	軍艦	N	N
軍艦	軍艦	軍艦	軍艦	N	N
督察	検査官	督察	検査官	N	N
野生	野生	野生	野生	N	N
碘	ヨード	碘	ヨード	N	N
鈴	ベル	鈴	ベル	N	N
同事	同僚	同事	同僚	N	N
同事	同僚	同事	同僚	N	N
同事	同僚	同事	同僚	N	N
裁定	支配	裁定	支配	V	V
裁定	裁定	裁定	裁定	V	V
封鎖	封鎖	封鎖	封鎖	V	V
珍珠	真珠	珍珠	真珠	N	N
珍珠	真珠	珍珠	真珠	N	N
群眾	群衆	群眾	群衆	N	N
群眾	群集	群眾	群集	N	N
群眾	人	群眾	人	N	N
人民	人民元	人民	人民元	N	N
棉	コットン	棉	コットン	N	N
外交	外交官	外交	外交官	N	N
外交	外交官	外交	外交官	N	N
安置	配置	安置	配置	V	V
旋律	メロディ	旋律	メロディ	N	N
旋律	メロディー	旋律	メロディー	N	N
召喚	召喚	召喚	召喚	V	V
底部	ボトム	底部	ボトム	N	N
衣服	被服	衣服	被服	N	N
衣服	被服	衣服	被服	N	N
衣服	洋服	衣服	洋服	N	N
認可	認定	認可	認定	V	V
終	エンド	終	エンド	N	N
風險	リスク	風險	リスク	N	N
風險	リスク	風險	リスク	N	N
象棋	チェス	象棋	チェス	N	N
剪	切り取り	剪	切り取り	V	V
標記	マーキング	標記	マーキング	N	N
標記	タグ	標記	タグ	N	N
標記	マーク	標記	マーク	N	N
標記	タグ	標記	タグ	N	N
標記	マーカー	標記	マーカー	N	N
鋼鐵	スチール	鋼鐵	スチール	N	N
鋼鐵	鋼鉄	鋼鐵	鋼鉄	N	N
鋼鐵	アイロン	鋼鐵	アイロン	N	N
速率	レート	速率	レート	N	N
年級	学年	年級	学年	N	N
年級	グレード	年級	グレード	N	N
聚會	パーティ	聚會	パーティ	N	N
聚會	パーティー	聚會	パーティー	N	N
夜間	夜間	夜間	夜間	N	N
捐款	貢献	捐款	貢献	V	V
捐款	寄付	捐款	寄付	V	V
捐款	寄付	捐款	寄付	V	V
捐款	寄付	捐款	寄付	V	V
寵物	ペット	寵物	ペット	N	N
寵物	ペット	寵物	ペット	N	N
春季	スプリング	春季	スプリング	N	N
夫婦	カップル	夫婦	カップル	N	N
夫婦	カップル	夫婦	カップル	N	N
屍	死体	屍	死体	N	N
晶片	チップ	晶片	チップ	N	N
遷移	移行	遷移	移行	V	V
遷移	移転	遷移	移転	V	V
遷移	移行	遷移	移行	V	V
螢幕	画面	螢幕	画面	N	N
螢幕	スクリーン	螢幕	スクリーン	N	N
