sound	geluid	sound	geluid	N	N;NEUT;SG
mágico	magisch	mágico	magisch	ADJ;MASC;SG	ADJ
richter	richter	richter	richter	N;FEM;SG	N;MASC+FEM;SG
ritual	rituele	ritual	ritueel	ADJ;SG	ADJ
corpus	corpus	corpus	corpus	N;MASC;SG	N;NEUT;SG
exclusivo	exclusieve	exclusivo	exclusief	ADJ;MASC;SG	ADJ
exclusivo	exclusief	exclusivo	exclusief	ADJ;MASC;SG	ADJ
príncipes	prinsen	príncipe	prinsen	N;MASC;PL	N;PL
round	ronde	round	ronde	N;MASC;SG	N;MASC+FEM;SG
round	rondje	round	rond	N;MASC;SG	N;NEUT;SG
muerta	dood	muerto	dood	ADJ;FEM;SG;V.PTCP	ADJ
muerta	doods	muerto	doods	ADJ;FEM;SG;V.PTCP	ADJ
ritmos	ritmes	ritmo	ritmes	N;MASC;PL	N;PL
menéndez	menéndez	menéndez	menéndez	N;MASC;SG	N;MASC+FEM;SG
bebidas	dranken	bebida	drank	N;FEM;PL	N;PL
bebidas	dranken	bebida	drank	N;FEM;PL	N;PL
bebidas	drankjes	bebida	drank	N;FEM;PL	N;PL
bebidas	dranken	bebida	drank	N;FEM;PL	N;PL
llanos	vlakten	llano	vlakken	N;MASC;PL	N;PL
llanos	plains	llano	plains	N;MASC;PL	N;PL
llanos	vlaktes	llano	vlakte	N;MASC;PL	N;PL
stanford	stanford	stanford	stanford	N;MASC;SG	N;MASC+FEM;SG
tallo	stengel	tallo	stengel	N;MASC;SG	N;MASC+FEM;SG
tallo	stam	tallo	stam	N;MASC;SG	N;MASC+FEM;SG
newton	newton	newton	newton	N;FEM;SG	N;MASC+FEM;SG
dell	dell	dell	dell	N	N;MASC+FEM;SG
cartago	carthago	cartago	carthago	N;FEM;SG	N;MASC+FEM;SG
wikipedistas	wikipedianen	wikipedistas	wikipediaan	N;PL	N;PL
expuesto	bloot	expuesto	bloot	ADJ;MASC;SG;V.PTCP	ADJ
ion	ion	ion	ion	N;MASC;SG	N;MASC+FEM;SG
aparatos	apparaten	aparato	apparaat	N;MASC;PL	N;PL
aparatos	gadgets	aparato	gadget	N;MASC;PL	N;PL
aparatos	apparaten	aparato	apparaat	N;MASC;PL	N;PL
leon	leon	leer	leon	N	N;MASC+FEM;SG
arañas	spinnen	araña	spin	N;FEM;PL	N;PL
arañas	spinnen	araña	spin	N;FEM;PL	N;PL
automática	automatische	automático	automatisch	ADJ;FEM;SG	ADJ
automática	automatisch	automático	automatisch	ADJ;FEM;SG	ADJ
consciente	bewust	consciente	bewust	ADJ;SG	ADJ
consciente	bewust	consciente	bewust	ADJ;SG	ADJ
consciente	bewuste	consciente	bewust	ADJ;SG	ADJ
lola	lola	lola	lola	N;FEM;SG	N;MASC+FEM;SG
monje	monnik	monje	monnik	N;MASC;SG	N;MASC+FEM;SG
monje	monk	monje	monken	N;MASC;SG	N;MASC+FEM;SG
fragmento	fragment	fragmento	fragment	N;MASC;SG	N;NEUT;SG
fragmento	fragment	fragmento	fragment	N;MASC;SG	N;NEUT;SG
fragmento	fragment	fragmento	fragment	N;MASC;SG	N;NEUT;SG
fragmento	uittreksel	fragmento	uittreksel	N;MASC;SG	N;NEUT;SG
fragmento	scherf	fragmento	scherf	N;MASC;SG	N;MASC+FEM;SG
nombra	benoemt	nombra	benoemen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
químicas	chemisch	químico	chemisch	ADJ;FEM;PL	ADJ
anales	annalen	anales	annaal	N;MASC;PL	N;PL
claustro	faculteit	claustro	faculteit	N;MASC;SG	N;MASC+FEM;SG
choque	schok	choque	schok	N;MASC;SG	N;MASC+FEM;SG
choque	shock	choque	shock	N;MASC;SG	N;MASC+FEM;SG
choque	crash	choque	crash	N;MASC;SG	N;MASC+FEM;SG
choque	botsing	choque	botsing	N;MASC;SG	N;MASC+FEM;SG
choque	clash	choque	clash	N;MASC;SG	N;MASC+FEM;SG
azerbaiyán	azerbeidzjaanse	azerbaiyán	azerbeidzjaans	ADJ;FEM;SG	ADJ
comprender	begrijpen	comprender	begrijpen	V;NFIN	V;NFIN
comprender	begrijp	comprender	begrijpen	V;NFIN	V;SG;PRS;FIN
comprender	begrijpen	comprender	begrijpen	V;NFIN	V;NFIN
exacta	nauwkeurig	exacto	nauwkeurig	ADJ;FEM;SG	ADJ
exacta	accuraat	exacto	accuraat	ADJ;FEM;SG	ADJ
exacta	accurate	exacto	accuraat	ADJ;FEM;SG	ADJ
exacta	exacte	exacto	exact	ADJ;FEM;SG	ADJ
exacta	exact	exacto	exact	ADJ;FEM;SG	ADJ
exacta	precies	exacto	precies	ADJ;FEM;SG	ADJ
romeo	romeo	romeo	romeo	N;MASC;SG	N;MASC+FEM;SG
auditorio	doelgroep	auditorio	doelgroep	N;MASC;SG	N;MASC+FEM;SG
auditorio	publiek	auditorio	publiek	N;MASC;SG	N;NEUT;SG
auditorio	auditorium	auditorio	auditorium	N;MASC;SG	N;NEUT;SG
eslovaquia	slowakije	eslovaquia	slowakije	N;FEM;SG	N;NEUT;SG
círculos	rondjes	círculo	rond	N;MASC;PL	N;PL
círculos	cirkels	círculo	cirkel	N;MASC;PL	N;PL
círculos	kringen	círculo	kring	N;MASC;PL	N;PL
entierro	begrafenis	entierro	begrafenis	N;MASC;SG	N;MASC+FEM;SG
entierro	begrafenis	entierro	begrafenis	N;MASC;SG	N;MASC+FEM;SG
entierro	uitvaart	entierro	uitvaart	N;MASC;SG	N;MASC+FEM;SG
trayecto	journey	trayecto	journey	N;MASC;SG	N;MASC+FEM;SG
trayecto	reis	trayecto	reis	N;MASC;SG	N;MASC+FEM;SG
claves	sleutels	clave	sleutel	N;FEM;PL	N;PL
claves	toetsen	clave	toetsen	N;FEM;PL	N;PL
fragata	fregat	fragata	fregat	N;FEM;SG	N;NEUT;SG
narrador	verteller	narrador	verteller	N;MASC;SG	N;MASC+FEM;SG
narrador	verteller	narrador	verteller	N;MASC;SG	N;MASC+FEM;SG
unir	meedoen	unir	meedoen	V;NFIN	V;NFIN
unir	verenigen	unir	verenigen	V;NFIN	V;NFIN
unir	verenigen	unir	verenigen	V;NFIN	V;NFIN
unir	verenigt	unir	verenigen	V;NFIN	V;SG;PRS;FIN
intermedio	tussentijdse	intermedio	tussentijds	ADJ;MASC;SG	ADJ
intermedio	intermediaire	intermedio	intermediair	ADJ;MASC;SG	ADJ
intermedio	intermediair	intermedio	intermediair	ADJ;MASC;SG	ADJ
luke	luke	luke	luk	N	N;MASC+FEM;SG
hermann	hermann	hermann	hermann	N;MASC;SG	N;MASC+FEM;SG
respectivas	respectieve	respectivo	respectief	ADJ;FEM;PL	ADJ
respectivas	respectievelijke	respectivo	respectievelijk	ADJ;FEM;PL	ADJ
mayormente	meestal	mayormente	meestal	ADV	ADV
mayormente	vooral	mayormente	vooral	ADV	ADV
computadoras	computers	computador	computer	N;FEM;PL	N;PL
sacrificio	opoffering	sacrificio	opoffering	N;MASC;SG	N;MASC+FEM;SG
sacrificio	offer	sacrificio	offer	N;MASC;SG	N;NEUT;SG
intenciones	intenties	intención	intentie	N;FEM;PL	N;PL
intenciones	bedoelingen	intención	bedoeling	N;FEM;PL	N;PL
intenciones	voornemens	intención	voornemen	N;FEM;PL	N;PL
promesa	belofte	promesa	belofte	N;FEM;SG	N;MASC+FEM;SG
promesa	belofte	promesa	belofte	N;FEM;SG	N;MASC+FEM;SG
promesa	gelofte	promesa	gelofte	N;FEM;SG	N;MASC+FEM;SG
consultar	consulteren	consultar	consulteren	V;NFIN	V;NFIN
consultar	raadplegen	consultar	raadplegen	V;NFIN	V;NFIN
consultar	opvragen	consultar	opvragen	V;NFIN	V;NFIN
cilindros	cilinders	cilindro	cilinder	N;MASC;PL	N;PL
belgrado	belgrado	belgrado	belgrado	N;MASC;SG	N;NEUT;SG
raro	zeldzame	raro	zeldzaam	ADJ;MASC;SG	ADJ
raro	zeldzaam	raro	zeldzaam	ADJ;MASC;SG	ADJ
raro	raar	raro	raar	ADJ;MASC;SG	ADJ
raro	vreemd	raro	vreemd	ADJ;MASC;SG	ADJ
baterías	batterijen	batería	batterij	N;FEM;PL	N;PL
abuso	misbruik	abuso	misbruik	N;MASC;SG	N;NEUT;SG
abuso	mishandeling	abuso	mishandeling	N;MASC;SG	N;MASC+FEM;SG
receptores	ontvangers	receptor	ontvanger	N;MASC;PL	N;PL
receptores	ontvangers	receptor	ontvanger	N;MASC;PL	N;PL
estrategias	strategieën	estrategia	strategieën	N;FEM;PL	N;PL
intersección	kruispunt	intersección	kruispunt	N;FEM;SG	N;NEUT;SG
intersección	kruising	intersección	kruising	N;FEM;SG	N;MASC+FEM;SG
aumentando	toenemend	aumentar	toenemen	V;V.MSDR	V;V.PTCP
aumentando	toenemende	aumentar	toenemen	V;V.MSDR	V;V.PTCP
conquistar	veroveren	conquistar	veroveren	V;NFIN	V;NFIN
conquistar	overwinnen	conquistar	overwinnen	V;NFIN	V;NFIN
almas	zielen	alma	zielen	N;FEM;PL	N;PL
superficies	oppervlakken	superficie	oppervlak	N;FEM;PL	N;PL
superficies	oppervlakten	superficie	oppervlakte	N;FEM;PL	N;PL
fila	rij	fila	rij	N;FEM;SG	N;MASC+FEM;SG
fila	row	fila	row	N;FEM;SG	N;MASC+FEM;SG
natalia	natasha	natalia	natasha	N;FEM;SG	N;MASC+FEM;SG
natalia	natalie	natalia	natalie	N;FEM;SG	N;MASC+FEM;SG
natalia	natalya	natalia	natalya	N;FEM;SG	N;MASC+FEM;SG
natalia	natalia	natalia	natalia	N;FEM;SG	N;MASC+FEM;SG
toque	touch	toque	touch	N;SG	N;MASC+FEM;SG
toque	aanraking	toque	aanraking	N;SG	N;MASC+FEM;SG
deseos	wensen	deseo	wens	N;MASC;PL	N;PL
deseos	verlangens	deseo	verlangen	N;MASC;PL	N;PL
brujas	heksen	bruja	heks	N;FEM;PL	N;PL
continentales	continentale	continental	continentaal	ADJ;PL	ADJ
continentales	continentaal	continental	continentaal	ADJ;PL	ADJ
match	match	match	match	N;MASC;SG	N;MASC+FEM;SG
fiables	betrouwbare	fiable	betrouwbaar	ADJ;PL	ADJ
fiables	betrouwbaar	fiable	betrouwbaar	ADJ;PL	ADJ
fiables	betrouwbaar	fiable	betrouwbaar	ADJ;PL	ADJ
enfermo	ziek	enfermo	ziek	ADJ;MASC;SG	ADJ
enfermo	zieken	enfermo	zieken	ADJ;MASC;SG	ADJ
enfermo	ziek	enfermo	ziek	ADJ;MASC;SG	ADJ
polar	polar	polar	polar	N;SG	N;MASC+FEM;SG
avanzado	gevorderden	avanzado	vorderen	ADJ;MASC;SG;V.PTCP	ADJ
llamas	vlammen	llama	vlam	N;FEM;PL	N;PL
llamas	vlammen	llama	vlam	N;FEM;PL	N;PL
ortografía	spelling	ortografía	spelling	N;FEM;SG	N;MASC+FEM;SG
poniente	westeros	poniente	westeros	N;SG	N;MASC+FEM;SG
caro	dure	caro	duur	ADJ;MASC;SG	ADJ
caro	duur	caro	duur	ADJ;MASC;SG	ADJ
equipamiento	materiaal	equipamiento	materiaal	N;MASC;SG	N;NEUT;SG
equipamiento	uitrusting	equipamiento	uitrusting	N;MASC;SG	N;MASC+FEM;SG
equipamiento	apparatuur	equipamiento	apparatuur	N;MASC;SG	N;MASC+FEM;SG
equipamiento	materieel	equipamiento	materieel	N;MASC;SG	N;NEUT;SG
óptica	optiek	óptico	optiek	N;FEM;SG	N;MASC+FEM;SG
ingredientes	ingrediënten	ingrediente	ingrodiënt	N;MASC;PL	N;PL
párrafo	paragraaf	párrafo	paragraaf	N;MASC;SG	N;MASC+FEM;SG
párrafo	alinea	párrafo	alinea	N;MASC;SG	N;MASC+FEM;SG
pizarro	pizarro	pizarro	pizarro	N;MASC;SG	N;MASC+FEM;SG
reconocen	herken	reconocer	herken	V;IND;PL;3;PRS;FIN	V;PRS;FIN
reconocen	herkennen	reconocer	herkennen	V;IND;PL;3;PRS;FIN	V;NFIN
mago	tovenaar	mago	tovenaar	N;MASC;SG	N;MASC+FEM;SG
mago	wizard	mago	wizard	N;MASC;SG	N;MASC+FEM;SG
mago	tovenaar	mago	tovenaar	N;MASC;SG	N;MASC+FEM;SG
mago	goochelaar	mago	goochelaar	N;MASC;SG	N;MASC+FEM;SG
mago	illusionist	mago	illusionist	N;MASC;SG	N;MASC+FEM;SG
mago	magiër	mago	magiër	N;MASC;SG	N;MASC+FEM;SG
mago	magiër	mago	magiër	N;MASC;SG	N;MASC+FEM;SG
sustituir	vervangen	sustituir	vervangen	V;NFIN	V;V.PTCP
sustituir	vervang	sustituir	vervang	V;NFIN	V;SG;PRS;FIN
montero	montero	montero	montero	N;MASC;SG	N;MASC+FEM;SG
topónimo	toponiem	topónimo	toponiem	N;MASC;SG	N;NEUT;SG
extraña	vreemde	extraño	vreemd	ADJ;FEM;SG	ADJ
extraña	raar	extraño	raar	ADJ;FEM;SG	ADJ
extraña	vreemd	extraño	vreemd	ADJ;FEM;SG	ADJ
extraña	vreemde	extraño	vreemd	ADJ;FEM;SG	ADJ
suicidio	zelfmoord	suicidio	zelfmoord	N;MASC;SG	N;MASC+FEM;SG
suicidio	zelfdoding	suicidio	zelfdoding	N;MASC;SG	N;MASC+FEM;SG
wolfgang	wolfgang	wolfgang	wolfgang	N;FEM;SG	N;MASC+FEM;SG
enormes	reusachtig	enorme	reusachtig	ADJ;PL	ADJ
enormes	enorm	enorme	enorm	ADJ;PL	ADJ
enormes	enorme	enorme	enorm	ADJ;PL	ADJ
enormes	gigantisch	enorme	gigantisch	ADJ;PL	ADJ
enormes	enorm	enorme	enorm	ADJ;PL	ADJ
enormes	enorme	enorme	enorm	ADJ;PL	ADJ
