den	میرا	den	میں	PRO;DEF;MASC+FEM;SG	PRO;NOM;SG;1
viken	ضلع	viken	ضلع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
säker	معتبر	säker	معتبر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	یقینی	säker	یقینی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	کمزور	säker	کمزور	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	یقینی	säker	یقینی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	کمزور	säker	کمزور	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	محفوظ	säker	محفوظ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
säker	یقینی	säker	یقینی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
båt	بادبانی	båt	بادبانی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
engagemang	ملاقات	engagemang	ملاقات	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
engagemang	عہد	engagemang	عہد	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
mekaniska	آلاتی	mekanisk	آلا	ADJ;NOM;PL	ADJ
mekaniska	آلاتی	mekanisk	آلا	ADJ;NOM;PL	ADJ
mekaniska	مشینی	mekanisk	مشینی	ADJ;NOM;PL	ADJ
förhållandet	تعلق	förhållande	تعلق	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
förhållandet	رشتہ	förhållande	رشتہ	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
hemliga	پوشیدہ	hemlig	پوشیدہ	ADJ;NOM;PL	ADJ
misstag	چوک	misstag	چوک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
misstag	چوک	misstag	چوک	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
förut	آگے	förut	آگے	ADV	ADV;NOM;MASC;SG;3
fattiga	معمولی	fattig	معمولی	ADJ;NOM;PL	ADJ
fattiga	گھٹیا	fattig	گھٹیا	ADJ;NOM;PL	ADJ
fattiga	نادار	fattig	نادار	ADJ;NOM;PL	ADJ
fattiga	معمولی	fattig	معمولی	ADJ;NOM;PL	ADJ
fattiga	گھٹیا	fattig	گھٹیا	ADJ;NOM;PL	ADJ
fattiga	غریب	fattig	غریب	ADJ;NOM;PL	ADJ
stjärnan	ستارہ	stjärna	ستارہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
stjärnan	ستارہ	stjärna	ستارہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
färre	تھوڑا	få	تھوڑ	ADJ;NOM;CMPR	ADJ;NOM;MASC;SG
färre	تھوڑا	få	تھوڑ	ADJ;NOM;CMPR	ADJ;NOM;MASC;SG
färre	کمتر	få	کمتر	ADJ;NOM;CMPR	ADJ
färre	کم	få	کم	ADJ;NOM;CMPR	ADJ
utländsk	غیر	utländsk	غیر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
utländsk	اوپری	utländsk	اوپری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
utländsk	غیر	utländsk	غیر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
utländsk	اوپری	utländsk	اوپری	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
utländsk	بیرونی	utländsk	بیرونی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
radering	اخراج	radering	اخراج	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
radering	حذف	radering	حذف	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
katolsk	جامع	katolsk	جامع	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
dött	بند	döda	بند	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	جامد	döda	جامد	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	قطعی	döda	قطعی	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	مردہ	döda	مردہ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	متروک	döda	متروک	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	مکمل	döda	مکمل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	سست	döda	سست	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	بند	döda	بند	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	جامد	döda	جامد	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	قطعی	döda	قطعی	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	مردہ	döda	مردہ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	متروک	döda	متروک	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	مکمل	döda	مکمل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
dött	سست	döda	سست	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
gas	غاز	ga	غاز	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gas	گیس	ga	گیس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gas	پٹرول	ga	پٹرول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
berömd	نامور	berömd	نامور	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
inspiration	اصول	inspiration	اصول	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
inspiration	شخص	inspiration	شخص	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
inspiration	وحی	inspiration	وحی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
framtid	مستقبل	framtid	مستقبل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
framtid	شخص	framtid	شخص	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	نقطہ	koppling	نقطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	سرا	koppling	سرا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	ساتھی	koppling	ساتھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	اتصال	koppling	اتصال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	موضوع	koppling	موضوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	معاملہ	koppling	معاملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	نقطہ	koppling	نقطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	سرا	koppling	سرا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	واسطہ	koppling	واسطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	ساتھی	koppling	ساتھی	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	اتصال	koppling	اتصال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	موضوع	koppling	موضوع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	میل	koppling	میل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	معاملہ	koppling	معاملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	رابطہ	koppling	رابطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koppling	واسطہ	koppling	واسطہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
flod	دریا	flod	دریا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommunikation	راستہ	kommunikation	راستہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
drabbade	خارج	drabba	خارج	ADJ;NOM;PL;PST;V.PTCP	ADJ
växa	بڑھنا	växa	بڑھ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
producerar	جانچنے	producera	جانچ	V;IND;PRS;FIN;ACT	V;NFIN
typiska	مثالی	typisk	مثالی	ADJ;NOM;PL	ADJ
ram	جسم	ram	جسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	وضع	ram	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	قالب	ram	قالب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	کھڑکی	ram	کھڑکی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	تعمیر	ram	تعمیر	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	گاڑی	ram	گاڑی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	ساخت	ram	ساخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	کیفیت	ram	کیفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	جسم	ram	جسم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	وضع	ram	وضع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	قالب	ram	قالب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	کھڑکی	ram	کھڑکی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	تعمیر	ram	تعمیر	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	گاڑی	ram	گاڑی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ram	ساخت	ram	ساخت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ram	کیفیت	ram	کیفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
utformning	مشین	utformning	مشین	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utformning	ترکیب	utformning	ترکیب	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
utformning	تصویر	utformning	تصویر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utformning	منصوبہ	utformning	منصوبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utformning	مشین	utformning	مشین	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utformning	ترکیب	utformning	ترکیب	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
utformning	تصویر	utformning	تصویر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
utformning	مقصد	utformning	مقصد	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tekniken	تکنیک	teknik	تکنیک	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
vetenskaplig	منظم	vetenskaplig	منظم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
vetenskaplig	سائنسی	vetenskaplig	سائنسی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
samtal	گفتگو	samtal	گفتگو	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samtal	اپیل	samtal	اپیل	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samtal	مطالبہ	samtal	مطالبہ	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
samtal	استدعا	samtal	استدعا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
lätta	آسودہ	lätt	آسودہ	ADJ;NOM;PL	ADJ
lätta	سہل	lätt	سہل	ADJ;NOM;PL	ADJ
lätta	آسان	lätt	آسان	ADJ;NOM;PL	ADJ
lätta	آسودہ	lätt	آسودہ	ADJ;NOM;PL	ADJ
ding	جلسہ	du	جلسہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ding	تقریب	du	تقریب	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
järnvägsstation	مرتبہ	järnvägsstation	مرتبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommittén	گروہ	kommitté	گروہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvällen	شام	kväll	شام	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
figur	مثال	figur	مثال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
figur	نقشہ	figur	نقشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
figur	خاکہ	figur	خاکہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
figur	زائچہ	figur	زائچہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blått	فحش	blå	فحش	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
demokrati	جمہوریت	demokrati	جمہوریت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
införa	بلانا	införa	بلانا	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
inhemska	خلقی	inhemsk	خلقی	ADJ;NOM;PL	ADJ
inhemska	گھریلو	inhemsk	گھریلو	ADJ;NOM;PL	ADJ
storleken	حجم	storlek	حجم	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
storleken	پیمائش.	storlek	پیمائش.	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvinnlig	زنانہ	kvinnlig	زنانہ	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sällsynt	طُرفہ.	sällsynt	طُرفہ.	ADJ;NOM;INDF;NEUT;SG	ADJ
sällsynt	غیرمعمولی	sällsynt	غیرمعمولی	ADJ;NOM;INDF;NEUT;SG	ADJ
sällsynt	طُرفہ.	sällsynt	طُرفہ.	ADJ;NOM;INDF;NEUT;SG	ADJ
sällsynt	نایاب	sällsynt	نایاب	ADJ;NOM;INDF;NEUT;SG	ADJ
sällsynt	غیرمعمولی	sällsynt	غیرمعمولی	ADJ;NOM;INDF;NEUT;SG	ADJ
direkta	اصلی	direkt	اصلی	ADJ;NOM;PL	ADJ
direkta	مستقیم	direkt	مستقیم	ADJ;NOM;PL	ADJ
direkta	واضح	direkt	واضح	ADJ;NOM;PL	ADJ
split	انشقاق.	splita	انشقاق.	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
avdelningen	شعبہ	avdelning	شعبہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
maken	خاوند	make	خاوند	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
maken	شوہر	make	شوہر	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
läste	جانچنا	läsa	جانچ	V;IMP;FIN;ACT	V;MASC;SG;NFIN;ACT
läste	بھانپنا	läsa	بھانپنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
typiskt	مثالی	typisk	مثالی	ADJ;NOM;INDF;NEUT;SG	ADJ
nödvändigt	جبری	nödvändig	جبری	ADJ;NOM;INDF;NEUT;SG	ADJ
nödvändigt	لازمی	nödvändig	لازمی	ADJ;NOM;INDF;NEUT;SG	ADJ
konstant	مسلسل	konstant	مسلسل	ADV	ADV
aktivitet	تابکاری	aktivitet	تابکاری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
aktivitet	مصروفیت	aktivitet	مصروفیت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gratis	خالی	gratis	خالی	ADJ;NOM	ADJ
längden	قد	längd	قد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
längden	مدّت	längd	مدّت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
längden	عرصہ	längd	عرصہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
längden	قد	längd	قد	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
längden	لمبائی	längd	لمبائی	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
längden	مدّت	längd	مدّت	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
längden	عرصہ	längd	عرصہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
försvaret	حمایت	försvar	حمایت	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
försvaret	مدافعت	försvar	مدافعت	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
försvaret	تائید	försvar	تائید	N;NOM;DEF;NEUT;SG	N;NOM;MASC;SG;3
säkra	معتبر	säker	معتبر	ADJ;NOM;PL	ADJ
säkra	یقینی	säker	یقینی	ADJ;NOM;PL	ADJ
säkra	کمزور	säker	کمزور	ADJ;NOM;PL	ADJ
säkra	یقینی	säker	یقینی	ADJ;NOM;PL	ADJ
säkra	کمزور	säker	کمزور	ADJ;NOM;PL	ADJ
säkra	محفوظ	säker	محفوظ	ADJ;NOM;PL	ADJ
säkra	یقینی	säker	یقینی	ADJ;NOM;PL	ADJ
bildtext	تصویر	bildtext	تصویر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chans	خدشہ	chans	خدشہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chans	موقع	chans	موقع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chans	مہلت	chans	مہلت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
chans	قسمت	chans	قسمت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
chans	توقع	chans	توقع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chans	تقدیر	chans	تقدیر	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
uppenbart	ظاہری	uppenbar	ظاہری	ADJ;NOM;INDF;NEUT;SG	ADJ
uppenbart	آشکار	uppenbar	آشکار	ADJ;NOM;INDF;NEUT;SG	ADJ
uppenbart	واضح	uppenbar	واضح	ADJ;NOM;INDF;NEUT;SG	ADJ
uppenbart	آشکار	uppenbar	آشکار	ADJ;NOM;INDF;NEUT;SG	ADJ
uppenbart	عیاں	uppenbar	عیاں	ADJ;NOM;INDF;NEUT;SG	ADJ
uppenbart	واضح	uppenbar	واضح	ADJ;NOM;INDF;NEUT;SG	ADJ
earth	دنیا	earth	دنیا	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kors	دھوکا	kors	دھوکا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
släppa	چھوڑنا	släppa	چھوڑ	V;IMP;FIN;ACT	V;NFIN
debatten	بحث	debatt	بحث	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
oklart	مشتبہ	oklar	مشتبہ	ADJ;NOM;INDF;NEUT;SG	ADJ
palm	ہتھیلی	palm	ہتھیلی	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
attack	زور	attack	زور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
attack	زور	attack	زور	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
attack	حملہ	attack	حملہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	وراثت	blood	وراثت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	تعلق	blood	تعلق	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	خون	blood	خون	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	جذبہ	blood	جذبہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	نسل	blood	نسل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
blood	رشتہ	blood	رشتہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
handen	کارخانے	hand	کارخانے	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
handen	مزدور	hand	مزدور	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
handen	قبضہ	hand	قبضہ	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
bak	چوتڑ	bak	چوتڑ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bak	عقب	bak	عقب	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bak	چوتڑ	bak	چوتڑ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stall	کھوکھا	stall	کھوکھا	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
stall	استوار	stall	استوار	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
födelse	ولادت	födelse	ولادت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
pole	بانس	pole	بانس	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kampanj	بڑھوتری	kampanj	بڑھوتری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kampanj	افزائش	kampanj	افزائش	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kampanj	ترقی	kampanj	ترقی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
öde	مقدر	öd	مقدر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
öde	تقدیر	öd	تقدیر	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
öde	مقدر	öd	مقدر	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
öde	تباہی	öd	تباہی	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
öde	موت	öd	موت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
uppåt	سامنے	uppåt	سامنے	ADV	ADV;NOM;MASC;SG;3
identitet	پہچان	identitet	پہچان	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
räkna	گننا	räkna	گننا	V;IMP;FIN;ACT	V;MASC;SG;ACT
tjugo	xx	tjugo	xx	NUM;NOM	NUM
kommentar	توضیح	kommentar	توضیح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommentar	تصویر	kommentar	تصویر	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommentar	مثال	kommentar	مثال	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	جنگ	åtgärd	جنگ	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	کارنامہ	åtgärd	کارنامہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	مقدمہ	åtgärd	مقدمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	کہانی	åtgärd	کہانی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	لڑائی	åtgärd	لڑائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	طریقہ	åtgärd	طریقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	جنگ	åtgärd	جنگ	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	کارنامہ	åtgärd	کارنامہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	مقدمہ	åtgärd	مقدمہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	کارروائی	åtgärd	کارروائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	کہانی	åtgärd	کہانی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	عمل	åtgärd	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	لڑائی	åtgärd	لڑائی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
åtgärd	طریقہ	åtgärd	طریقہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	مقدار	åtgärd	مقدار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	حجم	åtgärd	حجم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	مقدار	åtgärd	مقدار	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
åtgärd	حجم	åtgärd	حجم	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
metall	چاندی	metall	چاندی	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
boende	موافقت	boende	موافقت	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
älskar	چاہنا	älska	چاہ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
berry	گری	berry	گری	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
omöjligt	محال	omöjlig	محال	ADJ;NOM;INDF;NEUT;SG	ADJ
hora	طوائف.	hora	طوائف.	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kolla	تھامنا	kolla	تھامنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
kolla	ڈانٹنا	kolla	ڈانٹ	V;IMP;FIN;ACT	V;NFIN
kolla	تھامنا	kolla	تھامنا	V;IMP;FIN;ACT	V;SG;NFIN;ACT
kolla	ڈانٹنا	kolla	ڈانٹ	V;IMP;FIN;ACT	V;NFIN
förlängning	تطویل	förlängning	تطویل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förlängning	اضافہ	förlängning	اضافہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förlängning	وسعت	förlängning	وسعت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
förlängning	توسیع	förlängning	توسیع	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dags	دور	dags	دور	N;MASC+FEM	N;NOM;MASC;SG;3
dags	عہد	dags	عہد	N;MASC+FEM	N;NOM;MASC;SG;3
dags	دور	dags	دور	N;MASC+FEM	N;NOM;MASC;SG;3
skick	شرط	skick	شرط	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
skick	موجب	skick	موجب	N;NOM;INDF;NEUT;SG	N;NOM;MASC;SG;3
skick	کیفیت	skick	کیفیت	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;3
noll	صفریت	noll	صفریت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
själ	روح	själ	روح	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvarn	غلہ	kvarn	غلہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kvarn	دانے	kvarn	دا	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
socialistiska	اشتراکی	socialistisk	اشتراکی	ADJ;NOM;PL	ADJ
akt	حرکت	akt	حرکت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
akt	اقدام	akt	اقدام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
akt	حرکت	akt	حرکت	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
akt	اقدام	akt	اقدام	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
akt	عمل	akt	عمل	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
licens	اسلحہ	lic	اسلحہ	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
licens	اجازت	lic	اجازت	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
