catégorie	категорія	catégorie	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
aspects	аспекти	aspect	аспект	N;MASC;PL	N;INAN;NOM;MASC;PL
aspects	аспектів	aspect	аспект	N;MASC;PL	N;INAN;GEN;MASC;PL
simples	прості	simple	простий	ADJ;MASC;PL	ADJ;NOM;PL
plaque	плита	plaque	плита	N;FEM;SG	N;INAN;NOM;FEM;SG
plaque	тарілка	plaque	тарілка	N;FEM;SG	N;INAN;NOM;FEM;SG
plaque	наліт	plaque	наліт	N;FEM;SG	N;INAN;NOM;MASC;SG
fondateurs	засновники	fondateur	засновник	N;MASC;PL	N;ANIM;NOM;MASC;PL
fondateurs	засновників	fondateur	засновник	N;MASC;PL	N;ANIM;ACC;MASC;PL
ffffff	ffffff	ffffff	ffffff		
nez	ніс	nez	ніс	N;MASC;SG	N;INAN;NOM;MASC;SG
quai	платформу	quai	платформа	N;MASC;SG	N;INAN;ACC;FEM;SG
quai	платформа	quai	платформа	N;MASC;SG	N;INAN;NOM;FEM;SG
démocratie	демократія	démocratie	демократія	N;FEM;SG	N;INAN;NOM;FEM;SG
meurtre	вбивство	meurtre	вбивство	N;MASC;SG	N;INAN;NOM;NEUT;SG
meurtre	убивство	meurtre	убивство	N;MASC;SG	N;INAN;NOM;NEUT;SG
barre	бар	barre	бар	N;FEM;SG	N;INAN;NOM;MASC;SG
barre	смужка	barre	смужка	N;FEM;SG	N;INAN;NOM;FEM;SG
meilleures	кращі	meilleur	кращий	ADJ;FEM;PL	ADJ;NOM;RL;PL
meilleures	найкращі	meilleur	найкращий	ADJ;FEM;PL	ADJ;NOM;RL;PL
métropole	метрополіс	métropole	метрополіс	N;FEM;SG	N;INAN;NOM;MASC;SG
minute	хвилина	minute	хвилина	N;FEM;SG	N;INAN;NOM;FEM;SG
élite	еліта	élite	еліта	N;FEM;SG	N;INAN;NOM;FEM;SG
applications	додатки	application	додаток	N;FEM;PL	N;INAN;NOM;MASC;PL
applications	програми	application	програма	N;FEM;PL	N;INAN;NOM;FEM;PL
applications	додатки	application	додаток	N;FEM;PL	N;INAN;NOM;MASC;PL
aîné	старша	aîné	старша	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
aîné	старшому	aîné	старший	ADJ;MASC;SG	ADJ;DAT;RL;NEUT;SG
aîné	старший	aîné	старший	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
aîné	старша	aîné	старша	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
aîné	старший	aîné	старший	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
verre	скло	verre	скло	N;MASC;SG	N;INAN;NOM;NEUT;SG
verre	напій	verre	напій	N;MASC;SG	N;INAN;NOM;MASC;SG
équipement	обладнання	équipement	обладнання	N;MASC;SG	N;INAN;NOM;NEUT;SG
équipement	інвентар	équipement	інвентар	N;MASC;SG	N;INAN;NOM;MASC;SG
queue	чергу	queue	черга	N;FEM;SG	N;INAN;ACC;FEM;SG
queue	черга	queue	черга	N;FEM;SG	N;INAN;NOM;FEM;SG
queue	член	queue	член	N;FEM;SG	N;ANIM;NOM;MASC;SG
queue	хвіст	queue	хвіст	N;FEM;SG	N;INAN;NOM;MASC;SG
partisans	партизани	partisan	партизаний	N;MASC;PL	N;ANIM;NOM;MASC;PL
partisans	прихильники	partisan	прихильник	N;MASC;PL	N;ANIM;NOM;MASC;PL
design	проектування	design	проектування	N;MASC;SG	N;INAN;NOM;NEUT;SG
design	дизайн	design	дизайн	N;MASC;SG	N;INAN;NOM;MASC;SG
design	розробка	design	розробка	N;MASC;SG	N;INAN;NOM;FEM;SG
pistes	схили	piste	схити	N;FEM;PL	N;INAN;NOM;MASC;PL
pistes	доріжок	piste	доріжка	N;FEM;PL	N;INAN;GEN;FEM;PL
pistes	композиції	piste	композиція	N;FEM;PL	N;INAN;NOM;FEM;PL
pistes	доріжки	piste	доріжка	N;FEM;PL	N;INAN;NOM;FEM;PL
pistes	сліди	piste	слід	N;FEM;PL	N;INAN;NOM;MASC;PL
mythologie	міфологія	mythologie	міфологія	N;FEM;SG	N;INAN;NOM;FEM;SG
gamme	асортимент	gamme	асортимент	N;FEM;SG	N;INAN;NOM;MASC;SG
gamme	діапазон	gamme	діапазон	N;FEM;SG	N;INAN;NOM;MASC;SG
gamme	хребет	gamme	хребет	N;FEM;SG	N;INAN;NOM;MASC;SG
basilique	базиліка	basilique	базилік	N;FEM;SG	N;INAN;NOM;FEM;SG
confédération	конфедерація	confédération	конфедерація	N;FEM;SG	N;INAN;NOM;FEM;SG
dessinateur	дизайнер	dessinateur	дизайнер	N;MASC;SG	N;ANIM;NOM;MASC;SG
dessinateur	дизайнера	dessinateur	дизайнер	N;MASC;SG	N;ANIM;ACC;MASC;SG
arrêter	вийти	arrêter	вийти	V;NFIN	V;PFV;NFIN
arrêter	припинити	arrêter	припинити	V;NFIN	V;PFV;NFIN
arrêter	зупинити	arrêter	зупинити	V;NFIN	V;PFV;NFIN
arrêter	зупинитись	arrêter	зупинитися	V;NFIN	V;PFV;NFIN
regard	погляд	regard	погляд	N;MASC;SG	N;INAN;NOM;MASC;SG
rallye	ралі	rallye	ралі	N;MASC;SG	N;INAN;NOM;NEUT;SG
rallye	мітинг	rallye	мітинг	N;MASC;SG	N;INAN;NOM;MASC;SG
amitié	дружба	amitié	дружба	N;FEM;SG	N;INAN;NOM;FEM;SG
amitié	дружбу	amitié	дружба	N;FEM;SG	N;INAN;ACC;FEM;SG
dossier	досьє	dossier	досьє	N;MASC;SG	N;INAN;NOM;NEUT;SG
dossier	тека	dossier	тек	N;MASC;SG	N;INAN;NOM;FEM;SG
dossier	файл	dossier	файл	N;MASC;SG	N;INAN;NOM;MASC;SG
maladies	хвороб	maladie	хвороб	N;FEM;PL	N;INAN;GEN;FEM;PL
maladies	захворювань	maladie	захворювання	N;FEM;PL	N;INAN;GEN;NEUT;PL
maladies	хвороби	maladie	хвороба	N;FEM;PL	N;INAN;NOM;FEM;PL
oiseau	птаха	oiseau	птах	N;MASC;SG	N;ANIM;ACC;MASC;SG
oiseau	пташка	oiseau	пташка	N;MASC;SG	N;INAN;NOM;FEM;SG
oiseau	птах	oiseau	птах	N;MASC;SG	N;ANIM;NOM;MASC;SG
maximale	максимальний	maximal	максимальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
maximale	максимальне	maximal	максимальний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
maximale	максимальна	maximal	максимальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
verte	зелене	vert	зелений	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
verte	зелений	vert	зелений	ADJ;FEM;SG	ADJ;NOM;MASC;SG
constructeur	будівельник	constructeur	будівельник	N;MASC;SG	N;ANIM;NOM;MASC;SG
constructeur	конструктор	constructeur	конструктор	N;MASC;SG	N;ANIM;NOM;MASC;SG
constructeur	виробник	constructeur	виробник	N;MASC;SG	N;ANIM;NOM;MASC;SG
péninsule	півострів	péninsule	півостр	N;FEM;SG	N;INAN;NOM;MASC;SG
péninsule	півострів	péninsule	півостр	N;FEM;SG	N;INAN;NOM;MASC;SG
campagnes	кампанії	campagne	кампанія	N;FEM;PL	N;INAN;NOM;FEM;PL
compilation	збірник	compilation	збірник	N;FEM;SG	N;INAN;NOM;MASC;SG
compilation	збирання	compilation	збирання	N;FEM;SG	N;INAN;NOM;NEUT;SG
compilation	збирання	compilation	збирання	N;FEM;SG	N;INAN;NOM;NEUT;SG
connaissances	знань	connaissance	знання	N;FEM;PL	N;INAN;GEN;NEUT;PL
copié	скопійовано	copié	скопійовано	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
terrestre	земній	terrestre	земний	ADJ;MASC;SG	ADJ;DAT;FEM;SG
représentations	виступів	représentation	виступ	N;FEM;PL	N;INAN;GEN;MASC;PL
noble	благородний	noble	благородний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ambassadeur	посол	ambassadeur	посол	N;MASC;SG	N;ANIM;NOM;MASC;SG
opérateur	оператор	opérateur	оператор	N;MASC;SG	N;ANIM;NOM;MASC;SG
possession	зберігання	possession	зберігання	N;FEM;SG	N;INAN;NOM;NEUT;SG
possession	одержимість	possession	одержимість	N;FEM;SG	N;INAN;NOM;FEM;SG
possession	володіння	possession	володіння	N;FEM;SG	N;INAN;NOM;NEUT;SG
forteresse	фортеця	forteresse	фортеця	N;FEM;SG	N;INAN;NOM;FEM;SG
sections	розділи	section	розділ	N;FEM;PL	N;INAN;NOM;MASC;PL
positions	позиції	position	позиція	N;FEM;PL	N;INAN;NOM;FEM;PL
positions	позицій	position	позиція	N;FEM;PL	N;INAN;GEN;FEM;PL
engagement	взаємодія	engagement	взаємодія	N;MASC;SG	N;INAN;NOM;FEM;SG
engagement	характеру	engagement	характер	N;MASC;SG	N;INAN;GEN;MASC;SG
languedoc	лангедок	languedoc	лангедок	N;MASC;SG	N;INAN;NOM;MASC;SG
inscrits	зареєстровано	inscrire	зареєстровано	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
quarante	сорок	quarante	сорок	NUM	NUM;NOM
hectares	гектарів	hectare	гектар	N;MASC;PL	N;INAN;GEN;MASC;PL
golfe	затока	golfe	затока	N;MASC;SG	N;INAN;NOM;FEM;SG
golfe	затоці	golfe	заток	N;MASC;SG	N;INAN;NOM;MASC;SG
navy	флот	navy	флот	N;FEM;SG	N;INAN;NOM;MASC;SG
commandeur	командира	commandeur	командир	N;MASC;SG	N;ANIM;ACC;MASC;SG
commandeur	командувача	commandeur	командувач	N;MASC;SG	N;ANIM;ACC;MASC;SG
commandeur	командир	commandeur	командир	N;MASC;SG	N;ANIM;NOM;MASC;SG
supprimé	вилучено	supprimer	вилучити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
supprimé	вилучено	supprimer	вилучити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
supprimé	видалено	supprimer	видати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
listes	списки	liste	список	N;FEM;PL	N;INAN;NOM;MASC;PL
boy	хлопчик	boy	хлопчик	N;MASC;SG	N;ANIM;NOM;MASC;SG
lecteur	гравця	lecteur	гравець	N;MASC;SG	N;ANIM;ACC;MASC;SG
lecteur	програвач	lecteur	програвач	N;MASC;SG	N;INAN;NOM;MASC;SG
lecteur	гравець	lecteur	гравець	N;MASC;SG	N;ANIM;NOM;MASC;SG
lecteur	драйв	lecteur	драйва	N;MASC;SG	N;INAN;NOM;MASC;SG
lecteur	пристрій	lecteur	пристрій	N;MASC;SG	N;INAN;NOM;MASC;SG
lecteur	привід	lecteur	привід	N;MASC;SG	N;INAN;NOM;MASC;SG
lecteur	читач	lecteur	читач	N;MASC;SG	N;ANIM;NOM;MASC;SG
remise	знижка	remise	знижка	N;FEM;SG	N;INAN;NOM;FEM;SG
établie	встановлено	établir	встановити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
tire	стріляти	tirer	стріляти	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
tire	випускає	tirer	випускати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
tire	стріляє	tirer	стріляти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
maintenir	утримати	maintenir	утримати	V;NFIN	V;PFV;NFIN
maintenir	зберігати	maintenir	зберігати	V;NFIN	V;IPFV;NFIN
maintenir	підтримувати	maintenir	підтримувати	V;NFIN	V;IPFV;NFIN
maintenir	тримай	maintenir	тримай	V;NFIN	V;IPFV;IMP;SG;2;FIN
réduire	згорнути	réduire	згорнути	V;NFIN	V;PFV;NFIN
réduire	мінімізувати	réduire	мінімізувати	V;NFIN	V;PFV;NFIN
réduire	зменшити	réduire	зменшити	V;NFIN	V;PFV;NFIN
réduire	сприятиме	réduire	сприяти	V;NFIN	V;IPFV;IND;SG;3;FUT;FIN
réduire	зменшити	réduire	зменшити	V;NFIN	V;PFV;NFIN
christine	крістіна	christine	крістін	N;FEM;SG	N;ANIM;NOM;FEM;SG
christine	христина	christine	христина	N;FEM;SG	N;ANIM;NOM;FEM;SG
goût	аромат	goût	аромат	N;MASC;SG	N;INAN;NOM;MASC;SG
goût	смак	goût	смак	N;MASC;SG	N;INAN;NOM;MASC;SG
morceaux	шматочки	morceau	шматочок	N;MASC;PL	N;INAN;NOM;MASC;PL
morceaux	доріжок	morceau	доріжка	N;MASC;PL	N;INAN;GEN;FEM;PL
morceaux	композиції	morceau	композиція	N;MASC;PL	N;INAN;NOM;FEM;PL
morceaux	доріжки	morceau	доріжка	N;MASC;PL	N;INAN;NOM;FEM;PL
morceaux	сліди	morceau	слід	N;MASC;PL	N;INAN;NOM;MASC;PL
sélectionné	вибрано	sélectionner	вибрати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
dédié	присвячено	dédier	присвячити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
dédié	присвятив	dédier	присвятити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
exil	вигнання	exil	вигнання	N;MASC;SG	N;INAN;NOM;NEUT;SG
terminé	завершено	terminer	завершити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
terminé	закінчено	terminer	закінчити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
terminé	закінчив	terminer	закінчити	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
terminé	завершено	terminer	завершити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
terminé	виконано	terminer	виконати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;FIN
construits	побудовано	construire	побудовати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
construits	побудували	construire	побудувати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
construits	зібрано	construire	зібрати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
construits	побудовано	construire	побудовати	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;FIN
fixe	фіксована	fixe	фіксований	ADJ;MASC;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
fixe	фіксований	fixe	фіксований	ADJ;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ventes	продажів	vente	продаж	N;FEM;PL	N;INAN;GEN;MASC;PL
ventes	продажі	vente	продаж	N;FEM;PL	N;INAN;NOM;MASC;PL
relative	відносна	relatif	відносний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
relative	відносний	relatif	відносний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
instruction	інструкція	instruction	інструкція	N;FEM;SG	N;INAN;NOM;FEM;SG
cancer	рак	cancer	рак	N;MASC;SG	N;INAN;NOM;MASC;SG
agents	агенти	agent	агент	N;MASC;PL	N;ANIM;NOM;MASC;PL
observation	спостереження	observation	спостереження	N;FEM;SG	N;INAN;NOM;NEUT;SG
parallèlement	паралельно	parallèlement	паралельно	ADV	ADV
fréquence	частоту	fréquence	частота	N;FEM;SG	N;INAN;ACC;FEM;SG
fréquence	частота	fréquence	частота	N;FEM;SG	N;INAN;NOM;FEM;SG
dure	суворий	dur	суворий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dure	важкий	dur	важкий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
dure	складна	dur	складний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dure	важка	dur	важка	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dure	жорсткий	dur	жорсткий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
scrutin	опитування	scrutin	опитування	N;MASC;SG	N;INAN;NOM;NEUT;SG
scrutin	голосування	scrutin	голосування	N;MASC;SG	N;INAN;NOM;NEUT;SG
vins	вин	vin	вино	N;MASC;PL	N;INAN;GEN;FEM;PL
forum	форум	forum	форум	N;MASC;SG	N;INAN;NOM;MASC;SG
lanceur	глечик	lanceur	глечик	N;MASC;SG	N;INAN;NOM;MASC;SG
solaire	сонячний	solaire	сонячний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
solaire	сонячне	solaire	сонячний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
solaire	сонячна	solaire	сонячний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
alimentation	харчування	alimentation	харчування	N;FEM;SG	N;INAN;NOM;NEUT;SG
alimentation	їжа	alimentation	їжа	N;FEM;SG	N;INAN;NOM;FEM;SG
neutre	нейтральний	neutre	нейтральний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
neutre	нейтральна	neutre	нейтральний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
tués	вбили	tuer	вбити	V;MASC;PL;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
empêcher	запобігти	empêcher	запобігти	V;NFIN	V;PFV;NFIN
empêcher	запобігати	empêcher	запобігати	V;NFIN	V;IPFV;NFIN
orthodoxe	православний	orthodoxe	православний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
orthodoxe	православної	orthodoxe	православний	ADJ;MASC;SG	ADJ;GEN;FEM;SG
orthodoxe	православна	orthodoxe	православний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
citoyens	громадяни	citoyen	громадянин	N;MASC;PL	N;ANIM;NOM;MASC;PL
citoyens	громадян	citoyen	громадянин	N;MASC;PL	N;ANIM;ACC;MASC;PL
citoyens	громадянам	citoyen	громадянин	N;MASC;PL	N;ANIM;DAT;MASC;PL
ouvriers	робітників	ouvrier	робітник	N;MASC;PL	N;ANIM;ACC;MASC;PL
ouvriers	працівників	ouvrier	працівник	N;MASC;PL	N;ANIM;ACC;MASC;PL
ouvriers	працівники	ouvrier	працівник	N;MASC;PL	N;ANIM;NOM;MASC;PL
ouvriers	робітники	ouvrier	робітник	N;MASC;PL	N;ANIM;NOM;MASC;PL
pseudonyme	псевдонім	pseudonyme	псевдонім	N;MASC;SG	N;INAN;NOM;MASC;SG
pseudonyme	псевдонім	pseudonyme	псевдонім	N;MASC;SG	N;INAN;NOM;MASC;SG
pseudonyme	прізвисько	pseudonyme	прізвиський	N;MASC;SG	N;INAN;NOM;NEUT;SG
pseudonyme	псевдонім	pseudonyme	псевдонім	N;MASC;SG	N;INAN;NOM;MASC;SG
humanité	людство	humanité	людство	N;FEM;SG	N;INAN;NOM;NEUT;SG
clé	ключ	clé	ключ	N;FEM;SG	N;INAN;NOM;MASC;SG
clé	клавіша	clé	клавіший	N;FEM;SG	N;INAN;NOM;FEM;SG
manuscrit	рукопис	manuscrit	рукопис	N;MASC;SG	N;INAN;NOM;MASC;SG
manuscrit	прокручування	manuscrit	прокручування	N;MASC;SG	N;INAN;NOM;NEUT;SG
déterminer	визначити	déterminer	визначити	V;NFIN	V;PFV;NFIN
défaites	поразки	défaite	поразка	N;FEM;PL	N;INAN;NOM;FEM;PL
colline	пагорб	colline	пагірб	N;FEM;SG	N;INAN;NOM;MASC;SG
dédiée	присвячено	dédier	присвячити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
dédiée	присвятив	dédier	присвятити	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
longues	довгі	long	довгий	ADJ;FEM;PL	ADJ;NOM;PL
régionales	регіональні	régional	регіональний	ADJ;FEM;PL	ADJ;NOM;PL
continent	континенті	continent	континент	N;MASC;SG	N;INAN;DAT;MASC;SG
continent	континент	continent	континент	N;MASC;SG	N;INAN;NOM;MASC;SG
continent	континенту	continent	континент	N;MASC;SG	N;INAN;GEN;MASC;SG
naturelles	натуральні	naturel	натуральний	ADJ;FEM;PL	ADJ;NOM;PL
naturelles	природні	naturel	природний	ADJ;FEM;PL	ADJ;NOM;PL
trésor	скарб	trésor	скарб	N;MASC;SG	N;INAN;NOM;MASC;SG
trésor	скарбниця	trésor	скарбниця	N;MASC;SG	N;INAN;NOM;FEM;SG
ruines	руїни	ruine	руїна	N;FEM;PL	N;INAN;NOM;FEM;PL
technologies	технологій	technologie	технологія	N;FEM;PL	N;INAN;GEN;FEM;PL
technologies	технології	technologie	технологія	N;FEM;PL	N;INAN;NOM;FEM;PL
technologies	технології	technologie	технологія	N;FEM;PL	N;INAN;NOM;FEM;PL
précis	точним	précis	точний	ADJ;MASC;SG	ADJ;INS;NEUT;SG
précis	точний	précis	точний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
précis	точна	précis	точний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
existent	існують	exister	існувати	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
picardie	пікардія	picardie	пікардія	N;FEM;SG	N;INAN;NOM;FEM;SG
porto	порту	porto	порт	N;MASC;SG	N;INAN;GEN;MASC;SG
difficulté	складності	difficulté	складність	N;FEM;SG	N;INAN;GEN;FEM;SG
difficulté	складність	difficulté	складність	N;FEM;SG	N;INAN;NOM;FEM;SG
ombre	згортання	ombre	згортання	N;FEM;SG	N;INAN;NOM;NEUT;SG
ombre	відтінок	ombre	відтінок	N;FEM;SG	N;INAN;NOM;MASC;SG
ombre	морок	ombre	морок	N;FEM;SG	N;INAN;NOM;MASC;SG
ombre	тінь	ombre	тінь	N;FEM;SG	N;INAN;NOM;FEM;SG
cousin	кузен	cousin	кузен	N;MASC;SG	N;ANIM;NOM;MASC;SG
équipements	споруди	équipement	споруда	N;MASC;PL	N;INAN;NOM;FEM;PL
colonnes	стовпчиками	colonne	стовпчик	N;FEM;PL	N;INAN;INS;MASC;PL
colonnes	колонки	colonne	колонка	N;FEM;PL	N;INAN;NOM;FEM;PL
colonnes	стовпчиків	colonne	стовпчик	N;FEM;PL	N;INAN;GEN;MASC;PL
colonnes	стовпчики	colonne	стовпчик	N;FEM;PL	N;INAN;NOM;MASC;PL
pôle	поле	pôle	поле	N;MASC;SG	N;INAN;NOM;NEUT;SG
pôle	полюс	pôle	полюс	N;MASC;SG	N;INAN;NOM;MASC;SG
républicain	республіканська	républicain	республікліканий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
