από	من	από	مِن	ADP	ADP
σμήνος	سرب	σμήνος	سَرب	N;NOM;NEUT;SG	N;NOM;INDF;SG
σμήνος	السرب	σμήνος	سِرب	N;NOM;NEUT;SG	N;NOM;DEF;SG
σμήνος	سرب	σμήνος	سَرب	N;NOM;NEUT;SG	N;NOM;INDF;SG
σμήνος	السرب	σμήνος	سِرب	N;NOM;NEUT;SG	N;NOM;DEF;SG
αναγνώστες	القراء	αναγνώστης	قَارِئ	N;NOM;MASC;PL	N;NOM;DEF;PL
διπλωμάτης	الدبلوماسي	διπλωμάτης	دِبلُومَاسِيّ	N;NOM;MASC;SG	N;NOM;DEF;SG
σαράντα	اربعون	σαράντα	اربعون	NUM;NOM;FEM;PL	NUM;NOM;INDF
σαράντα	اربعين	σαράντα	أَربَعُون	NUM;NOM;FEM;PL	NUM;NOM;INDF
ασθένειες	الامراض	ασθένεια	مَرَض	N;NOM;FEM;PL	N;NOM;DEF;PL
ασθένειες	امراض	ασθένεια	مَرَض	N;NOM;FEM;PL	N;NOM;INDF;PL
αίτια	الاسباب	αίτιο	سَبَب	N;NOM;NEUT;PL	N;NOM;DEF;PL
πτέρυγα	الجناح	πτέρυγα	جَنَاح	N;NOM;FEM;SG	N;NOM;DEF;SG
πτέρυγα	جناح	πτέρυγα	جَنَاح	N;NOM;FEM;SG	N;NOM;INDF;SG
εκμετάλλευση	استغلال	εκμετάλλευση	اِستِغلَال	N;NOM;FEM;SG	N;NOM;INDF;SG
εκμετάλλευση	الاستغلال	εκμετάλλευση	اِستِغلَال	N;NOM;FEM;SG	N;NOM;DEF;SG
σοσιαλιστικό	الاشتراكي	σοσιαλιστικός	اِشتِرَاكِيّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
σοσιαλιστικό	الاشتراكية	σοσιαλιστικός	اِشتِرَاكِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
διάσημος	الشهيرة	διάσημος	شَهِير	N;NOM;MASC;SG	N;NOM;DEF;SG
νυν	التيار	νυν	تَيَّار	N	N;NOM;DEF;SG
νυν	تيار	νυν	تَيَّار	N	N;NOM;INDF;SG
χτισμένο	بنيت	χτίζω	بَنَى	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
τουρκικό	التركية	τουρκικός	تُركِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
τουρκικό	تركية	τουρκικός	تُركِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
αξιοθέατα	الجذب	αξιοθέατος	جَذب	N;NOM;NEUT;PL	N;NOM;DEF;PL
αξιοθέατα	المعالم	αξιοθέατος	مَعلَم	N;NOM;NEUT;PL	N;NOM;DEF;PL
αξιοθέατα	معالم	αξιοθέατος	مَعلَم	N;NOM;NEUT;PL	N;NOM;INDF;PL
αξιοθέατα	مناظر	αξιοθέατος	مُنَاظِر	N;NOM;NEUT;PL	N;NOM;INDF;PL
αξιοθέατα	المناظر	αξιοθέατος	مُنَاظِر	N;NOM;NEUT;PL	N;NOM;DEF;PL
μάρτυρες	شهود	μάρτυρας	شَاهِد	N;NOM;MASC;PL	N;NOM;INDF;PL
μάρτυρες	الشهود	μάρτυρας	شَاهِد	N;NOM;MASC;PL	N;NOM;DEF;PL
μάρτυρες	الشهداء	μάρτυρας	شَهِيد	N;NOM;MASC;PL	N;NOM;DEF;PL
μάρτυρες	شهداء	μάρτυρας	شَهِيد	N;NOM;MASC;PL	N;NOM;INDF;PL
βιολί	الكمان	βιολί	كَمَان	N;NOM;NEUT;SG	N;NOM;DEF;SG
αγάλματα	تماثيل	άγαλμα	تِمثَال	N;NOM;NEUT;PL	N;NOM;INDF;PL
αγάλματα	التماثيل	άγαλμα	تَمثِيل	N;NOM;NEUT;PL	N;NOM;DEF;PL
μάθει	تعلمت	μαθαίνω	تَعَلَّم	V;PFV;NFIN;ACT	V;PFV;FEM;SG;3;ACT
δίπλωμα	دبلوم	δίπλωμα	دَبلُوم	N;NOM;NEUT;SG	N;NOM;INDF;SG
δίπλωμα	الرخصة	δίπλωμα	رُخصَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
δίπλωμα	ترخيص	δίπλωμα	تَرخِيص	N;NOM;NEUT;SG	N;NOM;INDF;SG
δίπλωμα	رخصة	δίπλωμα	رُخصَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
δίπλωμα	الترخيص	δίπλωμα	تَرخِيص	N;NOM;NEUT;SG	N;NOM;DEF;SG
κόλπος	المهبل	κόλπος	مُهبِل	N;NOM;MASC;SG	N;NOM;DEF;SG
κόλπος	خليج	κόλπος	خَلِيج	N;NOM;MASC;SG	N;NOM;INDF;SG
κόλπος	الخليج	κόλπος	خَلِيج	N;NOM;MASC;SG	N;NOM;DEF;SG
κόλπος	خليج	κόλπος	خَلِيج	N;NOM;MASC;SG	N;NOM;INDF;SG
κόλπος	الخليج	κόλπος	خَلِيج	N;NOM;MASC;SG	N;NOM;DEF;SG
συνασπισμός	ائتلاف	συνασπισμός	اِئتِلَاف	N;NOM;MASC;SG	N;NOM;INDF;SG
συνασπισμός	الائتلاف	συνασπισμός	اِئتِلَاف	N;NOM;MASC;SG	N;NOM;DEF;SG
συνασπισμός	تحالف	συνασπισμός	تَحَالُف	N;NOM;MASC;SG	N;NOM;INDF;SG
συνασπισμός	التحالف	συνασπισμός	تَحَالُف	N;NOM;MASC;SG	N;NOM;DEF;SG
συντάκτης	محرر	συντάκτης	محرر	N;NOM;MASC;SG	N;NOM;INDF;SG
συντάκτης	المحرر	συντάκτης	مُحَرَّر	N;NOM;MASC;SG	N;NOM;DEF;SG
συντάκτης	الكاتب	συντάκτης	كَاتِب	N;NOM;MASC;SG	N;NOM;DEF;SG
συντάκτης	كاتب	συντάκτης	كَاتِب	N;NOM;MASC;SG	N;NOM;INDF;SG
στρατόπεδα	المعسكرات	στρατόπεδο	مُعَسكَر	N;NOM;NEUT;PL	N;NOM;DEF;PL
στρατόπεδα	مخيمات	στρατόπεδο	مُخَيَّمَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
στρατόπεδα	المخيمات	στρατόπεδο	مُخَيَّم	N;NOM;NEUT;PL	N;NOM;DEF;PL
στρατόπεδα	معسكرات	στρατόπεδο	مُعَسكَر	N;NOM;NEUT;PL	N;NOM;INDF;PL
κεφάλαια	الفصول	κεφάλαιο	فَصل	N;NOM;NEUT;PL	N;NOM;DEF;PL
κεφάλαια	فصول	κεφάλαιο	فَصل	N;NOM;NEUT;PL	N;NOM;INDF;PL
ζώο	الحيوان	ζώο	حَيَان	N;NOM;NEUT;SG	N;NOM;DEF;SG
ζώο	حيوان	ζώο	حيوان	N;NOM;NEUT;SG	N;NOM;INDF;SG
καθορίζει	يحدد	καθορίζω	حَدَّد	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
μέταλλο	المعدن	μέταλλο	مَعدِن	N;NOM;NEUT;SG	N;NOM;DEF;SG
μέταλλο	معدن	μέταλλο	مَعدِن	N;NOM;NEUT;SG	N;NOM;INDF;SG
μοίρες	الاقدار	μοίρα	قَدَر	N;NOM;FEM;PL	N;NOM;DEF;PL
μοίρες	درجات	μοίρα	دَرَجَة	N;NOM;FEM;PL	N;NOM;INDF;PL
δηλώσεις	التصريحات	δήλωση	تَصرِيح	N;NOM;FEM;PL	N;NOM;DEF;PL
δηλώσεις	البيانات	δήλωση	بَيَان	N;NOM;FEM;PL	N;NOM;DEF;PL
στενό	ضيق	στενός	ضيق	N;NOM;NEUT;SG	N;NOM;INDF;SG
στενό	تضييق	στενός	تَضيِيق	N;NOM;NEUT;SG	N;NOM;INDF;SG
τόποι	اماكن	τόπος	إِمكَان	N;NOM;MASC;PL	N;NOM;INDF;PL
τόποι	الاماكن	τόπος	مَكَان	N;NOM;MASC;PL	N;NOM;DEF;PL
κορίτσια	بنات	κορίτσι	بِنَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
κορίτσια	البنات	κορίτσι	بِنت	N;NOM;NEUT;PL	N;NOM;DEF;PL
κορίτσια	فتيات	κορίτσι	فَتَاة	N;NOM;NEUT;PL	N;NOM;INDF;PL
κορίτσια	لبنات	κορίτσι	لِبنَات	N;NOM;NEUT;PL	N;NOM;INDF;PL
κορίτσια	الفتيات	κορίτσι	فَتَاة	N;NOM;NEUT;PL	N;NOM;DEF;PL
τετράγωνο	المربع	τετράγωνος	مُرَبَّع	N;NOM;NEUT;SG	N;NOM;DEF;SG
τετράγωνο	ميدان	τετράγωνος	مَيدَان	N;NOM;NEUT;SG	N;NOM;INDF;SG
τετράγωνο	كتلة	τετράγωνος	كُتلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
τετράγωνο	حظر	τετράγωνος	حَظر	N;NOM;NEUT;SG	N;NOM;INDF;SG
αέρια	غازات	αέριος	غَاز	N;NOM;NEUT;PL	N;NOM;INDF;PL
αέρια	الغازات	αέριος	غَاز	N;NOM;NEUT;PL	N;NOM;DEF;PL
αέρια	غازات	αέριος	غَاز	N;NOM;NEUT;PL	N;NOM;INDF;PL
μικρότερος	اصغر	μικρός	أَصغَر	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;INDF;MASC;SG
μεταρρύθμιση	اصلاح	μεταρρύθμιση	إِصلَاح	N;NOM;FEM;SG	N;NOM;INDF;SG
μεταρρύθμιση	الاصلاح	μεταρρύθμιση	إِصلَاح	N;NOM;FEM;SG	N;NOM;DEF;SG
αισθητική	الجمالية	αισθητικός	جَمَالِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
όνειρο	الحلم	όνειρο	حُلم	N;NOM;NEUT;SG	N;NOM;DEF;SG
όνειρο	حلم	όνειρο	حُلم	N;NOM;NEUT;SG	N;NOM;INDF;SG
στόμα	فم	στόμα	فَمّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
στόμα	الفم	στόμα	فَمّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
κοινοβουλευτική	برلمانية	κοινοβουλευτικός	بَرلَمَانِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
κοινοβουλευτική	برلماني	κοινοβουλευτικός	بَرلَمَانِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
κοινοβουλευτική	البرلماني	κοινοβουλευτικός	بَرلَمَانِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
κατοικίες	مساكن	κατοικία	مَسكَن	N;NOM;FEM;PL	N;NOM;INDF;PL
κατοικίες	المساكن	κατοικία	مَسكَن	N;NOM;FEM;PL	N;NOM;DEF;PL
κατοικίες	مساكن	κατοικία	مَسكَن	N;NOM;FEM;PL	N;NOM;INDF;PL
δικαιοσύνη	العدل	δικαιοσύνη	عَدل	N;NOM;FEM;SG	N;NOM;DEF;SG
δικαιοσύνη	عدالة	δικαιοσύνη	عَدَالَة	N;NOM;FEM;SG	N;NOM;INDF;SG
δικαιοσύνη	العدالة	δικαιοσύνη	عَدَالَة	N;NOM;FEM;SG	N;NOM;DEF;SG
στιγμές	اللحظات	στιγμή	لَحظَة	N;NOM;FEM;PL	N;NOM;DEF;PL
στιγμές	لحظات	στιγμή	لَحظَة	N;NOM;FEM;PL	N;NOM;INDF;PL
τερματοφύλακας	مرمى	τερματοφύλακας	مَرمَى	N;NOM;MASC;SG	N;NOM;INDF;SG
περιστροφή	تناوب	περιστροφή	تَنَاوُب	N;NOM;FEM;SG	N;NOM;INDF;SG
περιστροφή	تدوير	περιστροφή	تَدوِير	N;NOM;FEM;SG	N;NOM;INDF;SG
περιστροφή	المحور	περιστροφή	مِحوَر	N;NOM;FEM;SG	N;NOM;DEF;SG
περιστροφή	محور	περιστροφή	مِحوَر	N;NOM;FEM;SG	N;NOM;INDF;SG
περιστροφή	الدوران	περιστροφή	دَوَرَان	N;NOM;FEM;SG	N;NOM;DEF;SG
περιστροφή	تناوب	περιστροφή	تَنَاوُب	N;NOM;FEM;SG	N;NOM;INDF;SG
περιστροφή	دوران	περιστροφή	دَوَرَان	N;NOM;FEM;SG	N;NOM;INDF;SG
περιστροφή	التناوب	περιστροφή	تَنَاوُب	N;NOM;FEM;SG	N;NOM;DEF;SG
περιστροφή	الدوران	περιστροφή	دَوَرَان	N;NOM;FEM;SG	N;NOM;DEF;SG
μμε	الاعلام	μμε	إِعلَام	N	N;NOM;DEF;SG
μμε	اعلام	μμε	إِعلَام	N	N;NOM;INDF;SG
πυρήνας	النواة	πυρήνας	نَوَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
πυρήνας	الصميم	πυρήνας	صَمِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
πυρήνας	النواة	πυρήνας	نَوَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
πυρήνας	نواة	πυρήνας	نَوَاة	N;NOM;MASC;SG	N;NOM;INDF;SG
πυρήνας	النواة	πυρήνας	نَوَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
πυρήνας	نواة	πυρήνας	نَوَاة	N;NOM;MASC;SG	N;NOM;INDF;SG
περιπέτειες	مغامرات	περιπέτεια	مغامرات	N;NOM;FEM;PL	N;NOM;INDF;PL
περιπέτειες	المغامرات	περιπέτεια	مُغَامِرَة	N;NOM;FEM;PL	N;NOM;DEF;PL
αναπαραγωγή	تربية	αναπαραγωγή	تَربِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
αναπαραγωγή	التكاثر	αναπαραγωγή	تَكَاثُر	N;NOM;FEM;SG	N;NOM;DEF;SG
αναπαραγωγή	التربية	αναπαραγωγή	تَربِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
αναπαραγωγή	الاستنساخ	αναπαραγωγή	اِستِنسَاخ	N;NOM;FEM;SG	N;NOM;DEF;SG
αναπαραγωγή	التكاثر	αναπαραγωγή	تَكَاثُر	N;NOM;FEM;SG	N;NOM;DEF;SG
αναπαραγωγή	استنساخ	αναπαραγωγή	اِستِنسَاخ	N;NOM;FEM;SG	N;NOM;INDF;SG
αναπαραγωγή	تكاثر	αναπαραγωγή	تَكَاثُر	N;NOM;FEM;SG	N;NOM;INDF;SG
ενιαία	موحدة	ενιαίος	مُوَحَّد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ενιαία	موحد	ενιαίος	مُوَحَّد	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
εξυπηρετεί	يخدم	εξυπηρίζω	خَدَم	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
οχήματα	مركبات	όχημα	مُرَكَّب	N;NOM;NEUT;PL	N;NOM;INDF;PL
οχήματα	عربات	όχημα	عَرَبَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
οχήματα	العربات	όχημα	عَرَبَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
οχήματα	المركبات	όχημα	مَركَبَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
λογοτεχνικό	الادبية	λογοτεχνικός	أَدَبِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ταλέντο	الموهبة	ταλέντος	مَوهِبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ταλέντο	موهبة	ταλέντος	مُوَهِّبَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
μπάντα	فرقة	μπάντα	فِرقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
μπάντα	الفرقة	μπάντα	فِرقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
σεισμό	زلزال	σεισμός	زِلزَال	N;NOM;MASC;SG	N;NOM;INDF;SG
σεισμό	الزلزال	σεισμός	زِلزَال	N;NOM;MASC;SG	N;NOM;DEF;SG
τουρισμού	للسياحة	τουρισμός	للسياحة	N;GEN;MASC;SG	N;GEN;DEF;SG
δακτύλιο	الخاتم	δακτύλιο	خَاتِم	N;NOM;NEUT;SG	N;NOM;DEF;SG
ποσοστά	المعدلات	ποσοστό	مُعَدَّل	N;NOM;NEUT;PL	N;NOM;DEF;PL
ποσοστά	معدلات	ποσοστό	مُعَدَّل	N;NOM;NEUT;PL	N;NOM;INDF;PL
σήματα	الاشارات	σήμα	إِشَارَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
σήματα	اشارات	σήμα	إِشَارَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
σήματα	شارات	σήμα	شَارَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
ραδιόφωνο	المذياع	ραδιόφωνος	مِذيَاع	N;NOM;NEUT;SG	N;NOM;DEF;SG
ραδιόφωνο	الراديو	ραδιόφωνος	رَادِيُو	N;NOM;NEUT;SG	N;NOM;DEF;SG
ραδιόφωνο	الاذاعة	ραδιόφωνος	إِذَاعَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
ραδιόφωνο	اذاعة	ραδιόφωνος	إِذَاعَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
γλύπτης	النحات	γλύπτης	نَحَات	N;NOM;MASC;SG	N;NOM;DEF;SG
ατομική	فردية	ατομικός	فَردِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ατομική	فردي	ατομικός	فَردِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ατομική	الفردية	ατομικός	فَردِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
ατομική	ذرية	ατομικός	ذُرِّيَّة	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
συστατικό	العنصر	συστατικό	عُنصُر	N;NOM;NEUT;SG	N;NOM;DEF;SG
συστατικό	عنصر	συστατικό	عُنصُر	N;NOM;NEUT;SG	N;NOM;INDF;SG
κουζίνα	مطبخ	κουζίνα	مَطبَخ	N;NOM;FEM;SG	N;NOM;INDF;SG
κουζίνα	مطبخ	κουζίνα	مَطبَخ	N;NOM;FEM;SG	N;NOM;INDF;SG
κουζίνα	المطبخ	κουζίνα	مُطبِخ	N;NOM;FEM;SG	N;NOM;DEF;SG
στρώμα	طبقة	στρώμα	طَبَقَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
στρώμα	الطبقة	στρώμα	طَبَقَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
στρώμα	الفراش	στρώμα	فِرَاش	N;NOM;NEUT;SG	N;NOM;DEF;SG
στρώμα	فراش	στρώμα	فَرَاش	N;NOM;NEUT;SG	N;NOM;INDF;SG
στρώμα	مرتبة	στρώμα	مَرتَبَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
στρώμα	المرتبة	στρώμα	مَرتَبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
νόμοι	قوانين	νόμος	قَانُون	N;NOM;MASC;PL	N;NOM;INDF;PL
νόμοι	القوانين	νόμος	قَانُون	N;NOM;MASC;PL	N;NOM;DEF;PL
σκληρή	قاسي	σκληρός	قاسي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
σκληρή	صعب	σκληρός	صَعب	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
σκληρή	صعبة	σκληρός	صَعب	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
σκληρή	صعب	σκληρός	صَعب	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
σκληρή	صعبة	σκληρός	صَعب	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
σκληρή	قاسي	σκληρός	قاسي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
σκληρή	قاسية	σκληρός	قَاسِي	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
νομικός	قانوني	νομικός	قانوني	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
νομικός	قانونية	νομικός	قَانُونِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
νομικός	القانوني	νομικός	قَانُونِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
μέσοι	المتوسطات	μέσος	مُتَوَسِّط	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;FEM;PL
στρώματα	الطبقات	στρώμα	طَبَقَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
στρώματα	طبقات	στρώμα	طَبَقَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
στρώματα	مراتب	στρώμα	مراتب	N;NOM;NEUT;PL	N;NOM;INDF;PL
στρώματα	المراتب	στρώμα	مَرتَب	N;NOM;NEUT;PL	N;NOM;DEF;PL
χριστιανός	المسيحية	χριστιανός	مَسِيحِيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
ειδικός	متخصص	ειδικός	مُتَخَصِّص	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ειδικός	المتخصصة	ειδικός	مُتَخَصِّص	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
ειδικός	متخصصة	ειδικός	مُتَخَصِّص	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
ειδικός	خبيرة	ειδικός	خَبِيرَة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
δημοσιογράφοι	الصحفيون	δημοσιογράφος	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
δημοσιογράφοι	الصحافيين	δημοσιογράφος	صَحَافِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
δημοσιογράφοι	صحفيين	δημοσιογράφος	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;INDF;PL
δημοσιογράφοι	الصحفيين	δημοσιογράφος	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
δημοσιογράφοι	المراسلين	δημοσιογράφος	مُرَاسِل	N;NOM;MASC;PL	N;NOM;DEF;PL
δημοσιογράφοι	الصحفيين	δημοσιογράφος	صُحُفِيّ	N;NOM;MASC;PL	N;NOM;DEF;PL
συνδέσεις	الصلات	σύνδεση	صَلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνδέσεις	الارتباطات	σύνδεση	اِرتِبَاط	N;NOM;FEM;PL	N;NOM;DEF;PL
συνδέσεις	الوصلات	σύνδεση	وُصلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνδέσεις	الصلات	σύνδεση	صَلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνδέσεις	روابط	σύνδεση	روابط	N;NOM;FEM;PL	N;NOM;INDF;PL
συνδέσεις	الروابط	σύνδεση	رَابِطَة	N;NOM;FEM;PL	N;NOM;DEF;PL
συνδέσεις	وصلات	σύνδεση	وُصلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
εργαστήρια	المختبرات	εργαστήρια	مُختَبَر	N;NOM;NEUT;PL	N;NOM;DEF;PL
παλαιστής	مصارع	παλαιστής	مَصرَعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
μετανάστες	المهاجرين	μετανάστης	مُهَاجِر	N;NOM;MASC;PL	N;NOM;DEF;PL
μετανάστες	المهاجرون	μετανάστης	مُهَاجِر	N;NOM;MASC;PL	N;NOM;DEF;PL
μετανάστες	المهاجرين	μετανάστης	مُهَاجِر	N;NOM;MASC;PL	N;NOM;DEF;PL
μετανάστες	المهاجرون	μετανάστης	مُهَاجِر	N;NOM;MASC;PL	N;NOM;DEF;PL
μετανάστες	مهاجرين	μετανάστης	مُهَاجِر	N;NOM;MASC;PL	N;NOM;INDF;PL
δοκιμές	المحاكمات	δοκιμή	مُحَاكَمَة	N;NOM;FEM;PL	N;NOM;DEF;PL
δοκιμές	محاكمات	δοκιμή	مُحَاكَمَة	N;NOM;FEM;PL	N;NOM;INDF;PL
δοκιμές	اختبارات	δοκιμή	اِختِبَار	N;NOM;FEM;PL	N;NOM;INDF;PL
δοκιμές	الاختبارات	δοκιμή	اِختِبَار	N;NOM;FEM;PL	N;NOM;DEF;PL
μυαλό	الدماغ	μυαλός	دِمَاغ	N;NOM;NEUT;SG	N;NOM;DEF;SG
μυαλό	دماغ	μυαλός	دماغ	N;NOM;NEUT;SG	N;NOM;INDF;SG
μυαλό	المخ	μυαλός	مُخّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
μυαλό	البال	μυαλός	بَال	N;NOM;NEUT;SG	N;NOM;DEF;SG
μυαλό	مانع	μυαλός	مَانِع	N;NOM;NEUT;SG	N;NOM;INDF;SG
μυαλό	العقل	μυαλός	عَقل	N;NOM;NEUT;SG	N;NOM;DEF;SG
αρνητική	سلبية	αρνητικός	سَلبِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
αρνητική	سلبي	αρνητικός	سَلبِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
αρνητική	السلبية	αρνητικός	سَلبِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
χορωδία	الجوقة	χορωδία	جُوقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
χορωδία	الكورس	χορωδία	الكورس	N;NOM;FEM;SG	N;NOM;DEF;SG
χορωδία	جوقة	χορωδία	جُوقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
χορωδία	الجوقة	χορωδία	جُوقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
χορωδία	الكورس	χορωδία	الكورس	N;NOM;FEM;SG	N;NOM;DEF;SG
αγόρασε	اشترى	αγοράζω	اِشتَرَى	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
εύκολη	سهل	εύκολος	سَهل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
εύκολη	سهلة	εύκολος	سَهل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
θύμα	ضحية	θύμα	ضَحِيَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
θύμα	الضحية	θύμα	ضَحِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
παρατηρητής	مراقب	παρατηρητής	مُرَاقِب	N;NOM;MASC;SG	N;NOM;INDF;SG
παρατηρητής	المراقب	παρατηρητής	مَرقِب	N;NOM;MASC;SG	N;NOM;DEF;SG
κληρονομιά	تراث	κληρονομιά	تُرَاث	N;NOM;FEM;SG	N;NOM;INDF;SG
κληρονομιά	التراث	κληρονομιά	تُرَاث	N;NOM;FEM;SG	N;NOM;DEF;SG
κληρονομιά	الارث	κληρονομιά	أَرث	N;NOM;FEM;SG	N;NOM;DEF;SG
κληρονομιά	الميراث	κληρονομιά	مِيرَاث	N;NOM;FEM;SG	N;NOM;DEF;SG
κληρονομιά	الارث	κληρονομιά	أَرث	N;NOM;FEM;SG	N;NOM;DEF;SG
κληρονομιά	الوراثة	κληρονομιά	وَرَاثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
κληρονομιά	ميراث	κληρονομιά	مِيرَاث	N;NOM;FEM;SG	N;NOM;INDF;SG
κληρονομιά	تراث	κληρονομιά	تُرَاث	N;NOM;FEM;SG	N;NOM;INDF;SG
κληρονομιά	التراث	κληρονομιά	تُرَاث	N;NOM;FEM;SG	N;NOM;DEF;SG
εποπτεία	رقابة	εποπτεία	رَقَابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
εποπτεία	الاشراف	εποπτεία	إِشرَاف	N;NOM;FEM;SG	N;NOM;DEF;SG
εποπτεία	الرقابة	εποπτεία	رَقَابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
εποπτεία	الاشراف	εποπτεία	إِشرَاف	N;NOM;FEM;SG	N;NOM;DEF;SG
ανοίγει	يفتح	ανοίγω	فَتَح	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
