not	ne	not	ne	PART	PART
escape	utéct	escape	utéci	V;IMP;FIN	V;POS;NFIN
orders	příkazy	order	příkaz	N;PL	N;INAN;NOM;MASC;PL;POS
orders	objednávky	order	objednávka	N;PL	N;NOM;FEM;PL;POS
orders	rozkazy	order	rozkaz	N;PL	N;INAN;NOM;MASC;PL;POS
corner	roh	corner	roh	N;SG	N;INAN;NOM;MASC;SG;POS
corner	rohu	corner	roh	N;SG	N;INAN;GEN;MASC;SG;POS
corner	zatáčka	corner	zatáčka	N;SG	N;NOM;FEM;SG;POS
corner	kout	corner	kout	N;SG	N;INAN;NOM;MASC;SG;POS
corner	koutek	corner	koutek	N;SG	N;INAN;NOM;MASC;SG;POS
commissioned	zadal	commission	zadat	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
subjects	subjekty	subject	subjekt	N;PL	N;INAN;NOM;MASC;PL;POS
temperature	teplota	temperature	teplota	N;SG	N;NOM;FEM;SG;POS
temperature	teplotu	temperature	teplota	N;SG	N;ACC;FEM;SG;POS
remember	nezapomeňte	remember	zapomenotit	V;IMP;FIN	V;IMP;PL;2;POS;FIN
remember	pamatujte	remember	pamatovat	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
promote	propagovat	promote	propagovat	V;IMP;FIN	V;IPFV;POS;NFIN
values	hodnoty	value	hodnota	N;PL	N;NOM;FEM;PL;POS
values	hodnot	value	hodnota	N;PL	N;GEN;FEM;PL;POS
spot	spot	spot	spot	N;SG	N;INAN;NOM;MASC;SG;POS
progress	pokroku	progress	pokrok	N;SG	N;INAN;GEN;MASC;SG;POS
progress	pokrok	progress	pokrok	N;SG	N;INAN;NOM;MASC;SG;POS
progress	průběh	progress	průběh	N;SG	N;INAN;NOM;MASC;SG;POS
learn	naučit	learn	naučit	V;IMP;FIN	V;PFV;POS;NFIN
planet	planetu	planet	planeta	N;SG	N;ACC;FEM;SG;POS
planet	planeta	planet	planeta	N;SG	N;NOM;FEM;SG;POS
planet	planetě	planet	planeta	N;SG	N;DAT;FEM;SG;POS
usage	užití	usage	užití	N;SG	N;NOM;NEUT;SG;POS
usage	využití	usage	využití	N;SG	N;NOM;NEUT;SG;POS
usage	použití	usage	použití	N;SG	N;NOM;NEUT;SG;POS
usage	používání	usage	používání	N;SG	N;NOM;NEUT;SG;POS
refused	odmítl	refuse	odmítnout	V;IND;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
truth	pravda	truth	pravda	N;SG	N;NOM;FEM;SG;POS
truth	pravdu	truth	pravda	N;SG	N;ACC;FEM;SG;POS
sufficient	dostačující	sufficient	dostačující	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
sufficient	dostatečná	sufficient	dostatečný	ADJ	ADJ;NOM;FEM;SG;POS
sufficient	postačující	sufficient	postačující	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
sufficient	dostatečný	sufficient	dostatečný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
sufficient	dostatečné	sufficient	dostatečný	ADJ	ADJ;NOM;NEUT;SG;POS
equal	rovni	equal	rovný	ADJ	ADJ;ANIM;MASC;PL;POS
equal	rovný	equal	rovný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
equal	rovné	equal	rovný	ADJ	ADJ;NOM;NEUT;SG;POS
administrator	správce	administrator	správce	N;SG	N;ANIM;NOM;MASC;SG;POS
persons	osob	person	osoba	N;PL	N;GEN;FEM;PL;POS
persons	osoby	person	osoba	N;PL	N;NOM;FEM;PL;POS
persons	osobám	person	osoba	N;PL	N;DAT;FEM;PL;POS
factory	továrně	factory	továrna	N;SG	N;DAT;FEM;SG;POS
factory	továrna	factory	továrna	N;SG	N;NOM;FEM;SG;POS
fought	bojovala	fight	bojovat	V;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
fought	bojovali	fight	bojovat	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
fought	bojoval	fight	bojovat	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
outstanding	vynikající	outstanding	vynikající	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
magazines	časopisy	magazine	časopis	N;PL	N;INAN;NOM;MASC;PL;POS
flow	tok	flow	tok	N;SG	N;INAN;NOM;MASC;SG;POS
flow	průtok	flow	průtok	N;SG	N;INAN;NOM;MASC;SG;POS
flow	toku	flow	tok	N;SG	N;INAN;GEN;MASC;SG;POS
peer	protějšek	peer	protějšek	N;SG	N;INAN;NOM;MASC;SG;POS
attacked	napadl	attack	napadnout	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
attacked	napadli	attack	napadnout	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
generate	generovat	generate	generovat	V;IMP;FIN	V;IPFV;POS;NFIN
shape	tvar	shape	tvar	N;SG	N;INAN;NOM;MASC;SG;POS
creator	stvořitel	creator	stvořitel	N;SG	N;ANIM;NOM;MASC;SG;POS
creator	tvůrce	creator	tvůrce	N;SG	N;ANIM;NOM;MASC;SG;POS
creator	stvořiteli	creator	stvořitel	N;SG	N;ANIM;DAT;MASC;SG;POS
requires	vyžaduje	require	vyžadovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
option	možnost	option	možnost	N;SG	N;NOM;FEM;SG;POS
starts	začíná	start	začínat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
starts	startuje	start	startovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
stands	stojí	stand	stát	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
carry	nést	carry	nést	V;IMP;FIN	V;POS;NFIN
establishment	usazení	establishment	usazení	N;SG	N;NOM;NEUT;SG;POS
establishment	zřízení	establishment	zřízení	N;SG	N;NOM;NEUT;SG;POS
selling	prodej	sell	prodej	N;SG	N;INAN;NOM;MASC;SG;POS
causes	příčiny	cause	příčina	N;PL	N;NOM;FEM;PL;POS
budget	rozpočet	budget	rozpočet	N;SG	N;INAN;NOM;MASC;SG;POS
budget	rozpočtu	budget	rozpočet	N;SG	N;INAN;GEN;MASC;SG;POS
battles	bitev	battle	bitva	N;PL	N;GEN;FEM;PL;POS
battles	bitvy	battle	bitva	N;PL	N;NOM;FEM;PL;POS
sky	nebe	sky	nebe	N;SG	N;NOM;NEUT;SG;POS
sky	obloha	sky	obloha	N;SG	N;NOM;FEM;SG;POS
legend	legenda	legend	legenda	N;SG	N;NOM;FEM;SG;POS
forum	fóru	forum	fórum	N;SG	N;DAT;NEUT;SG;POS
forum	fórum	forum	fórum	N;SG	N;NOM;NEUT;SG;POS
forum	forum	forum	forum	N;SG	N;NOM;NEUT;SG;POS
broke	zlomil	break	zlomit	V;IND;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
strike	strike	strike	strika	N;SG	N;INAN;NOM;MASC;SG;POS
strike	stávka	strike	stávka	N;SG	N;NOM;FEM;SG;POS
injury	zranění	injury	zranění	N;SG	N;NOM;NEUT;SG;POS
injury	úraz	injury	úraz	N;SG	N;INAN;NOM;MASC;SG;POS
injury	újma	injury	újma	N;SG	N;NOM;FEM;SG;POS
injury	poranění	injury	poranění	N;SG	N;NOM;NEUT;SG;POS
converted	konvertoval	converted	konvertovat	V;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
violence	násilí	violence	násilí	N;SG	N;NOM;NEUT;SG;POS
significantly	významně	significantly	významně	ADV	ADV;POS
significantly	výrazně	significantly	výrazně	ADV	ADV;POS
statements	výpovědi	statement	výpověď	N;PL	N;NOM;FEM;PL;POS
papers	doklady	papers	doklad	N;PL	N;INAN;NOM;MASC;PL;POS
papers	papíry	papers	papír	N;PL	N;INAN;NOM;MASC;PL;POS
detail	detail	detail	detail	N;SG	N;INAN;NOM;MASC;SG;POS
chapel	kaple	chapel	kaple	N;SG	N;NOM;FEM;SG;POS
thousands	tisíce	thousand	tisíc	N;PL	N;INAN;NOM;MASC;PL;POS
banks	banky	bank	banka	N;PL	N;NOM;FEM;PL;POS
banks	bankám	bank	banka	N;PL	N;DAT;FEM;PL;POS
banks	bank	bank	banka	N;PL	N;GEN;FEM;PL;POS
offensive	urážlivý	offensive	urážlivý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
offensive	urážlivé	offensive	urážlivý	ADJ	ADJ;NOM;NEUT;SG;POS
offensive	útočný	offensive	útočný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
kings	králů	king	král	N;PL	N;ANIM;GEN;MASC;PL;POS
factor	činitel	factor	činitel	N;SG	N;ANIM;NOM;MASC;SG;POS
factor	faktor	factor	faktor	N;SG	N;INAN;NOM;MASC;SG;POS
rename	přejmenovat	rename	přejmenovat	V;IMP;FIN	V;PFV;POS;NFIN
replace	nahradit	replace	nahradit	V;IMP;FIN	V;PFV;POS;NFIN
museums	muzea	museum	muzeum	N;PL	N;NOM;NEUT;PL;POS
resistance	odolnost	resistance	odolnost	N;SG	N;NOM;FEM;SG;POS
resistance	odboj	resistance	odboj	N;SG	N;INAN;NOM;MASC;SG;POS
resistance	odpor	resistance	odpor	N;SG	N;INAN;NOM;MASC;SG;POS
resistance	rezistence	resistance	rezistence	N;SG	N;NOM;FEM;SG;POS
junction	junction	junction	junction	N;SG	N;INAN;NOM;MASC;SG;POS
junction	křižovatka	junction	křižovatka	N;SG	N;NOM;FEM;SG;POS
engines	motory	engines	motor	N;PL	N;INAN;NOM;MASC;PL;POS
contributed	přispěli	contribute	přispět	V;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
contributed	přispěl	contribute	přispět	V;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
contributed	přispěla	contribute	přispět	V;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
contributed	přispěly	contribute	přispět	V;PST;V.PTCP	V;INAN;PL;POS;PST;V.PTCP;ACT
contributed	přispělo	contribute	přispět	V;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
medium	médium	medium	médium	N;SG	N;NOM;NEUT;SG;POS
device	zařízení	device	zařízení	N;SG	N;NOM;NEUT;SG;POS
profit	zisk	profit	zisk	N;SG	N;INAN;NOM;MASC;SG;POS
profit	zisku	profit	zisk	N;SG	N;INAN;GEN;MASC;SG;POS
profit	výdělek	profit	výdělek	N;SG	N;INAN;NOM;MASC;SG;POS
dream	sen	dream	sen	N;SG	N;INAN;NOM;MASC;SG;POS
enter	vstoupit	enter	vstoupit	V;IMP;FIN	V;PFV;POS;NFIN
enter	zadejte	enter	zadat	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
enter	vstupte	enter	vstupit	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
twelve	dvanáct	twelve	dvanáct	NUM	NUM;NOM;SG
universal	univerzální	universal	univerzální	ADJ	ADJ;NOM;MASC;SG;POS
typical	typický	typical	typický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
typical	typická	typical	typický	ADJ	ADJ;NOM;FEM;SG;POS
typical	typické	typical	typický	ADJ	ADJ;NOM;NEUT;SG;POS
skills	dovednosti	skill	dovednost	N;PL	N;NOM;FEM;PL;POS
bought	koupil	buy	koupit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bought	koupila	buy	koupit	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
bought	koupili	buy	koupit	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
passenger	pasažér	passenger	pasažér	N;SG	N;ANIM;NOM;MASC;SG;POS
funding	financování	funding	financování	N;SG	N;NOM;NEUT;SG;POS
agriculture	zemědělství	agriculture	zemědělství	N;SG	N;NOM;NEUT;SG;POS
parent	rodič	parent	rodič	N;SG	N;ANIM;NOM;MASC;SG;POS
decades	desetiletí	decade	desetiletí	N;PL	N;NOM;NEUT;PL;POS
decades	dekády	decade	dekáda	N;PL	N;NOM;FEM;PL;POS
signal	signál	signal	signál	N;SG	N;INAN;NOM;MASC;SG;POS
reform	reformu	reform	reforma	N;SG	N;ACC;FEM;SG;POS
reform	reforma	reform	reforma	N;SG	N;NOM;FEM;SG;POS
organisation	organizaci	organisation	organizace	N;SG	N;ACC;FEM;SG;POS
organisation	organizace	organisation	organizace	N;SG	N;NOM;FEM;SG;POS
column	sloupek	column	sloupek	N;SG	N;INAN;NOM;MASC;SG;POS
column	sloupec	column	sloupec	N;SG	N;INAN;NOM;MASC;SG;POS
column	sloupci	column	sloupec	N;SG	N;INAN;DAT;MASC;SG;POS
column	sloup	column	sloup	N;SG	N;INAN;NOM;MASC;SG;POS
managers	manažeři	manager	manažer	N;PL	N;ANIM;NOM;MASC;PL;POS
managers	manažery	manager	manažer	N;PL	N;ANIM;ACC;MASC;PL;POS
qualified	kvalifikovaný	qualified	kvalifikovaný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
qualified	kvalifikovaní	qualified	kvalifikovaný	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
qualified	kvalifikovaných	qualified	kvalifikovaný	ADJ	ADJ;ANIM;GEN;MASC;PL;POS
qualified	kvalifikované	qualified	kvalifikovaný	ADJ	ADJ;NOM;NEUT;SG;POS
qualified	kvalifikovaná	qualified	kvalifikovaný	ADJ	ADJ;NOM;FEM;SG;POS
indicate	uveďte	indicate	uvést	V;IMP;FIN	V;PFV;IMP;PL;2;POS;FIN
ukrainian	ukrajinské	ukrainian	ukrajinský	ADJ	ADJ;NOM;FEM;SG;POS
ukrainian	ukrajinský	ukrainian	ukrajinský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
gay	teplá	gay	teplý	ADJ	ADJ;NOM;FEM;SG;POS
gay	teplý	gay	teplý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
amateur	amatér	amateur	amatér	N;SG	N;ANIM;NOM;MASC;SG;POS
obviously	očividně	obviously	očividně	ADV	ADV;POS
flora	flora	flora	floro	N;SG	N;NOM;FEM;SG;POS
gene	gen	gene	gen	N;SG	N;INAN;NOM;MASC;SG;POS
soul	duší	soul	duše	N;SG	N;INS;FEM;SG;POS
soul	duši	soul	duše	N;SG	N;ACC;FEM;SG;POS
soul	duše	soul	duše	N;SG	N;NOM;FEM;SG;POS
entrance	vchod	entrance	vchod	N;SG	N;INAN;NOM;MASC;SG;POS
entrance	vstup	entrance	vstup	N;SG	N;INAN;NOM;MASC;SG;POS
path	stezka	path	stezka	N;SG	N;NOM;FEM;SG;POS
path	cesta	path	cesta	N;SG	N;NOM;FEM;SG;POS
nice	pěkný	nice	pěkný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
nice	hezký	nice	hezký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
nice	pěkné	nice	pěkný	ADJ	ADJ;NOM;NEUT;SG;POS
string	řetězec	string	řetězec	N;SG	N;INAN;NOM;MASC;SG;POS
abandoned	opustil	abandon	opustit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
humans	lidé	human	člověk	N;PL	N;ANIM;NOM;MASC;PL;POS
pair	dvojice	pair	dvojice	N;SG	N;NOM;FEM;SG;POS
flat	byt	flat	byt	N;SG	N;INAN;NOM;MASC;SG;POS
sample	vzorku	sample	vzorek	N;SG	N;INAN;DAT;MASC;SG;POS
sample	vzorek	sample	vzorek	N;SG	N;INAN;NOM;MASC;SG;POS
contained	obsahovala	contain	obsahovat	V;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
contained	obsahovaly	contain	obsahovat	V;PST;V.PTCP	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
strongly	silně	strongly	silně	ADV	ADV;POS
strongly	důrazně	strongly	důrazně	ADV	ADV;POS
visited	navštívil	visit	navštívit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
visited	navštívila	visit	navštívit	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
visited	navštívili	visit	navštívit	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
attorney	advokát	attorney	advokát	N;SG	N;ANIM;NOM;MASC;SG;POS
arm	ruka	arm	ruka	N;SG	N;NOM;FEM;SG;POS
arm	paži	arm	paži	N;SG	N;ACC;FEM;SG;POS
arm	ruku	arm	ruka	N;SG	N;ACC;FEM;SG;POS
mathematics	matematiku	mathematics	matematika	N;SG	N;ACC;FEM;SG;POS
mathematics	matematika	mathematics	matematika	N;SG	N;NOM;FEM;SG;POS
canal	kanál	canal	kanál	N;SG	N;INAN;NOM;MASC;SG;POS
canal	kanálu	canal	kanál	N;SG	N;INAN;GEN;MASC;SG;POS
charts	tabulky	chart	tabulka	N;PL	N;NOM;FEM;PL;POS
charts	grafy	chart	graf	N;PL	N;INAN;NOM;MASC;PL;POS
thinking	myšlení	thinking	myšlení	N;SG	N;NOM;NEUT;SG;POS
thinking	přemýšlení	thinking	přemýšlení	N;SG	N;NOM;NEUT;SG;POS
suggests	navrhuje	suggest	navrhovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
suggests	naznačuje	suggest	naznačovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
surname	příjmení	surname	příjmení	N;SG	N;NOM;NEUT;SG;POS
brain	mozku	brain	mozek	N;SG	N;INAN;GEN;MASC;SG;POS
brain	mozek	brain	mozek	N;SG	N;INAN;NOM;MASC;SG;POS
blog	blog	blog	blog	N;SG	N;INAN;NOM;MASC;SG;POS
blog	blogu	blog	blog	N;SG	N;INAN;GEN;MASC;SG;POS
authors	autory	author	autor	N;PL	N;ANIM;ACC;MASC;PL;POS
authors	autoři	author	autor	N;PL	N;ANIM;NOM;MASC;PL;POS
authors	autorů	author	autor	N;PL	N;ANIM;GEN;MASC;PL;POS
paintings	malby	painting	malba	N;PL	N;NOM;FEM;PL;POS
paintings	obrazy	painting	obraz	N;PL	N;INAN;NOM;MASC;PL;POS
concerned	dotčená	concerned	dotčený	ADJ	ADJ;NOM;FEM;SG;POS
concerned	znepokojen	concerned	znepokojený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
concerned	dotčené	concerned	dotčený	ADJ	ADJ;NOM;MASC;PL;POS
concerned	dotčený	concerned	dotčený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
recipients	příjemci	recipient	příjemce	N;PL	N;ANIM;NOM;MASC;PL;POS
scholars	učenci	scholar	učenec	N;PL	N;ANIM;NOM;MASC;PL;POS
controversial	kontroverzní	controversial	kontroverzní	ADJ	ADJ;NOM;MASC;SG;POS
controversy	kontroverze	controversy	kontroverze	N;SG	N;NOM;FEM;SG;POS
expressed	vyjádřila	express	vyjádřit	V;PST;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
expressed	vyjádřil	express	vyjádřit	V;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bodies	těl	body	tělo	N;PL	N;GEN;NEUT;PL;POS
bodies	těla	body	tělo	N;PL	N;NOM;NEUT;PL;POS
conservation	zachování	conservation	zachování	N;SG	N;NOM;NEUT;SG;POS
maps	map	map	mapa	N;PL	N;GEN;FEM;PL;POS
maps	mapy	map	mapa	N;PL	N;NOM;FEM;PL;POS
arguments	argumenty	argument	argument	N;PL	N;INAN;NOM;MASC;PL;POS
chain	řetězu	chain	řetěz	N;SG	N;INAN;GEN;MASC;SG;POS
chain	řetízek	chain	řetízek	N;SG	N;INAN;NOM;MASC;SG;POS
chain	řetěz	chain	řetěz	N;SG	N;INAN;NOM;MASC;SG;POS
chain	řetězec	chain	řetězec	N;SG	N;INAN;NOM;MASC;SG;POS
readers	čtenáři	reader	čtenář	N;PL	N;ANIM;NOM;MASC;PL;POS
readers	čtenářů	reader	čtenář	N;PL	N;ANIM;GEN;MASC;PL;POS
readers	čtenáře	reader	čtenář	N;PL	N;ANIM;ACC;MASC;PL;POS
violation	porušení	violation	porušení	N;SG	N;NOM;NEUT;SG;POS
violation	porušování	violation	porušování	N;SG	N;NOM;NEUT;SG;POS
offices	kanceláře	office	kancelář	N;PL	N;NOM;FEM;PL;POS
wave	vlna	wave	vlna	N;SG	N;NOM;FEM;SG;POS
circle	kruh	circle	kruh	N;SG	N;INAN;NOM;MASC;SG;POS
circle	kroužek	circle	kroužka	N;SG	N;INAN;NOM;MASC;SG;POS
circle	kruhu	circle	kruh	N;SG	N;INAN;GEN;MASC;SG;POS
circle	kružnice	circle	kružnice	N;SG	N;NOM;FEM;SG;POS
invasion	invaze	invasion	invaze	N;SG	N;NOM;FEM;SG;POS
opportunity	příležitost	opportunity	příležitost	N;SG	N;NOM;FEM;SG;POS
determine	určit	determine	určit	V;IMP;FIN	V;POS;NFIN
orthodox	ortodoxní	orthodox	ortodoxní	ADJ	ADJ;NOM;MASC;SG;POS
voted	hlasoval	vote	hlasovat	V;IND;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
voted	hlasovala	vote	hlasovat	V;IND;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
formal	formální	formal	formální	ADJ	ADJ;NOM;MASC;SG;POS
describes	popisuje	describe	popisovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
seconds	sekund	seconds	sekunda	N;PL	N;GEN;FEM;PL;POS
seconds	sekundy	seconds	sekunda	N;PL	N;NOM;FEM;PL;POS
seconds	vteřiny	seconds	vteřina	N;PL	N;NOM;FEM;PL;POS
seconds	vteřin	seconds	vteřina	N;PL	N;GEN;FEM;PL;POS
cycle	cyklu	cycle	cyklus	N;SG	N;INAN;GEN;MASC;SG;POS
cycle	cyklus	cycle	cyklus	N;SG	N;INAN;NOM;MASC;SG;POS
cycle	koloběh	cycle	koloběh	N;SG	N;INAN;NOM;MASC;SG;POS
doubt	pochybnost	doubt	pochybnost	N;SG	N;NOM;FEM;SG;POS
walls	hradby	wall	hradba	N;PL	N;NOM;FEM;PL;POS
walls	stěny	wall	stěna	N;PL	N;NOM;FEM;PL;POS
walls	zdi	wall	zeď	N;PL	N;NOM;FEM;PL;POS
closely	úzce	closely	úzce	ADV	ADV;POS
occurs	nastává	occur	nastávat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
huge	obrovský	huge	obrovský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
huge	obrovské	huge	obrovský	ADJ	ADJ;NOM;NEUT;SG;POS
huge	obrovská	huge	obrovský	ADJ	ADJ;NOM;FEM;SG;POS
sell	prodávat	sell	prodávat	V;IMP;FIN	V;IPFV;POS;NFIN
sell	prodat	sell	prodat	V;IMP;FIN	V;PFV;POS;NFIN
diocese	diecéze	diocese	diecéze	N;SG	N;NOM;FEM;SG;POS
tank	tanku	tank	tank	N;SG	N;INAN;DAT;MASC;SG;POS
tank	tank	tank	tank	N;SG	N;INAN;NOM;MASC;SG;POS
tank	nádrž	tank	nádrž	N;SG	N;NOM;FEM;SG;POS
advice	poradenství	advice	poradenství	N;SG	N;NOM;NEUT;SG;POS
advice	rada	advice	rada	N;SG	N;NOM;FEM;SG;POS
advice	radu	advice	rada	N;SG	N;ACC;FEM;SG;POS
causing	způsobuje	cause	způsobovat	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
leads	vede	lead	vést	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
lawyer	právnička	lawyer	právnička	N;SG	N;NOM;FEM;SG;POS
lawyer	právník	lawyer	právník	N;SG	N;ANIM;NOM;MASC;SG;POS
lawyer	advokát	lawyer	advokát	N;SG	N;ANIM;NOM;MASC;SG;POS
index	index	index	index	N;SG	N;INAN;NOM;MASC;SG;POS
index	rejstřík	index	rejstřík	N;SG	N;INAN;NOM;MASC;SG;POS
runner	běžec	runner	běžec	N;SG	N;ANIM;NOM;MASC;SG;POS
crisis	krizi	crisis	krize	N;SG	N;ACC;FEM;SG;POS
crisis	krize	crisis	krize	N;SG	N;NOM;FEM;SG;POS
cinema	kino	cinema	kino	N;SG	N;NOM;NEUT;SG;POS
reaction	reakce	reaction	reakce	N;SG	N;NOM;FEM;SG;POS
medals	medaile	medal	medaile	N;PL	N;NOM;FEM;PL;POS
documents	dokumenty	document	dokument	N;PL	N;INAN;NOM;MASC;PL;POS
documents	dokumentů	document	dokument	N;PL	N;INAN;GEN;MASC;PL;POS
documents	doklady	document	doklad	N;PL	N;INAN;NOM;MASC;PL;POS
reader	čtenář	reader	čtenář	N;SG	N;ANIM;NOM;MASC;SG;POS
pattern	vzor	pattern	vzor	N;SG	N;INAN;NOM;MASC;SG;POS
pattern	vzorec	pattern	vzorec	N;SG	N;INAN;NOM;MASC;SG;POS
archives	archivy	archive	archiv	N;PL	N;INAN;NOM;MASC;PL;POS
voting	hlasování	voting	hlasování	N;SG	N;NOM;NEUT;SG;POS
looked	vypadala	look	vypadat	V;IND;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
looked	vypadal	look	vypadat	V;IND;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
bear	méďa	bear	méď	N;SG	N;INAN;NOM;MASC;SG;POS
bear	medvěd	bear	medvěd	N;SG	N;ANIM;NOM;MASC;SG;POS
perfect	dokonalá	perfect	dokonalý	ADJ	ADJ;NOM;FEM;SG;POS
perfect	perfektní	perfect	perfektní	ADJ	ADJ;NOM;MASC;SG;POS
perfect	dokonalý	perfect	dokonalý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
pan	pánev	pan	pánev	N;SG	N;NOM;FEM;SG;POS
pan	pan	pan	pan	N;SG	N;ANIM;NOM;MASC;SG;POS
commune	obec	commune	obec	N;SG	N;NOM;FEM;SG;POS
fantasy	fantazie	fantasy	fantazie	N;SG	N;NOM;FEM;SG;POS
fantasy	fantazii	fantasy	fantazie	N;SG	N;ACC;FEM;SG;POS
duty	clo	duty	clo	N;SG	N;NOM;NEUT;SG;POS
duty	povinnost	duty	povinnost	N;SG	N;NOM;FEM;SG;POS
chair	židle	chair	židle	N;SG	N;NOM;FEM;SG;POS
chair	židli	chair	židle	N;SG	N;ACC;FEM;SG;POS
chair	křeslo	chair	křeslo	N;SG	N;NOM;NEUT;SG;POS
scenes	scény	scene	scéna	N;PL	N;NOM;FEM;PL;POS
opposite	opak	opposite	opak	N;SG	N;INAN;NOM;MASC;SG;POS
streets	ulic	street	ulice	N;PL	N;GEN;FEM;PL;POS
extension	prodloužení	extension	prodloužení	N;SG	N;NOM;NEUT;SG;POS
extension	rozšíření	extension	rozšíření	N;SG	N;NOM;NEUT;SG;POS
parliamentary	parlamentní	parliamentary	parlamentní	ADJ	ADJ;NOM;MASC;SG;POS
shooting	zastřelení	shooting	zastřelení	N;SG	N;NOM;NEUT;SG;POS
shooting	střelba	shooting	střelba	N;SG	N;NOM;FEM;SG;POS
shooting	střílení	shooting	střílení	N;SG	N;NOM;NEUT;SG;POS
ready	připraven	ready	připravený	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
ready	připravena	ready	připravený	ADJ	ADJ;POS;V.PTCP;PASS
ready	připraveno	ready	připravený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
pick	vybrat	pick	vybrat	V;IMP;FIN	V;POS;NFIN
pick	vyber	pick	vybrat	V;IMP;FIN	V;IMP;PL;2;POS;FIN
songwriter	skladatel	songwriter	skladatel	N;SG	N;ANIM;NOM;MASC;SG;POS
