एक	ühe	एक	üks	NUM	NUM;GEN;SG
विद्यार्थी	üliõpilane	विद्यार्थी	üli_õpilane	N;NOM;MASC;SG;3	N;NOM;SG
पेय	jook	पेय	jook	N;NOM;MASC;SG;3	N;NOM;SG
पेय	jook	पेय	jook	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	tellimus	अनुक्रम	tellimus	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	järjekord	अनुक्रम	järje_kord	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	korraldus	अनुक्रम	korraldus	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	ordu	अनुक्रम	ordu	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	jada	अनुक्रम	jada	N;NOM;MASC;SG;3	N;NOM;SG
अनुक्रम	järjestus	अनुक्रम	järjestus	N;NOM;MASC;SG;3	N;NOM;SG
पत्रकारिता	ajakirjandus	पत्रकारिता	aja_kirjandus	N;NOM;FEM;SG;3	N;NOM;SG
तार	traat	तार	traat	N;NOM;MASC;SG;3	N;NOM;SG
तार	juhe	तार	juhe	N;NOM;MASC;SG;3	N;NOM;SG
अचानक	äkitselt	अचानक	äkitselt	ADV	ADV
करियर	karjäär	करियर	karjäär	N;NOM;MASC;SG;3	N;NOM;SG
करियर	karjäär	करियर	karjäär	N;NOM;MASC;SG;3	N;NOM;SG
जानवर	elukas	जानवर	elukas	N;NOM;MASC;SG;3	N;NOM;SG
जानवर	koletis	जानवर	koletis	N;NOM;MASC;SG;3	N;NOM;SG
जानवर	looma	जानवर	loom	N;NOM;MASC;SG;3	N;NOM;SG
जानवर	loom	जानवर	loom	N;NOM;MASC;SG;3	N;NOM;SG
चेहरे	näod	चेहरा	nägu	N;NOM;MASC;PL;3	N;NOM;PL
अंग्रेज	inglane	अंग्रेज	inglane	N;NOM;MASC;SG;3	N;NOM;SG
निर्यात	eksport	निर्यात	eksport	N;NOM;MASC;SG;3	N;NOM;SG
निर्यात	eksport	निर्यात	eksport	N;NOM;MASC;SG;3	N;NOM;SG
भूकंप	maavärin	भूकंप	maa_värin	N;NOM;MASC;SG;3	N;NOM;SG
दायित्व	kohustus	दायित्व	kohustus	N;NOM;MASC;SG;3	N;NOM;SG
गाड़ी	auto	गाड़ी	auto	N;NOM;FEM;SG;3	N;NOM;SG
गाड़ी	car	गाड़ी	car	N;NOM;FEM;SG;3	N;NOM;SG
हिंसा	vägivald	हिंसा	vägi_vald	N;NOM;FEM;SG;3	N;NOM;SG
भर्ती	värbamine	भर्ती	värbamine	N;NOM;FEM;SG;3	N;NOM;SG
भर्ती	värbamine	भर्ती	värbamine	N;NOM;FEM;SG;3	N;NOM;SG
स्तंभ	sammas	स्तंभ	sammas	N;NOM;MASC;SG;3	N;NOM;SG
स्तंभ	kolonn	स्तंभ	kolonn	N;NOM;MASC;SG;3	N;NOM;SG
स्तंभ	veerg	स्तंभ	veerg	N;NOM;MASC;SG;3	N;NOM;SG
आजादी	vabadus	आजादी	vabadus	N;NOM;FEM;SG;3	N;NOM;SG
अंडे	munad	अंडा	muna	N;NOM;MASC;PL;3	N;NOM;PL
अधिग्रहण	omandamine	अधिग्रहण	omandamine	N;NOM;MASC;SG;3	N;NOM;SG
अधिग्रहण	soetamine	अधिग्रहण	soetamine	N;NOM;MASC;SG;3	N;NOM;SG
गुफा	koobas	गुफा	koobas	N;NOM;FEM;SG;3	N;NOM;SG
प्लास्टिक	plast	प्लास्टिक	plast	N;NOM;MASC;SG;3	N;NOM;SG
प्लास्टिक	plastik	प्लास्टिक	plastik	N;NOM;MASC;SG;3	N;NOM;SG
प्रकरण	episood	प्रकरण	episoo	N;NOM;MASC;SG;3	N;NOM;SG
ब्लॉक	plokk	ब्लॉक	plokk	N;NOM;MASC;SG;3	N;NOM;SG
ब्लॉक	blokk	ब्लॉक	blokk	N;NOM;MASC;SG;3	N;NOM;SG
ब्लॉक	block	ब्लॉक	block	N;NOM;MASC;SG;3	N;NOM;SG
प्लेट	plaat	प्लेट	plaat	N;NOM;FEM;SG;3	N;NOM;SG
प्लेट	taldrik	प्लेट	taldrik	N;NOM;FEM;SG;3	N;NOM;SG
मुसलमान	moslemid	मुसलमान	moslem	N;NOM;MASC;PL;3	N;NOM;PL
सम्पादन	redigeerimine	सम्पादन	redigeerimine	N;NOM;MASC;SG;3	N;NOM;SG
संगठित	organiseeritud	संगठित	organiseeritud	ADJ	ADJ;PST;V.PTCP;PASS
संगठित	organiseeritud	संगठित	organiseeritud	ADJ	ADJ;PST;V.PTCP;PASS
प्रचलन	vogue	प्रचलन	vogue	N;NOM;MASC;SG;3	N;NOM;SG
समन्वय	koordineerimine	समन्वय	koordineeri=mine	N;NOM;MASC;SG;3	N;NOM;SG
समन्वय	kooskõlastamine	समन्वय	koos_kõlastamine	N;NOM;MASC;SG;3	N;NOM;SG
स्वीकृति	kinnitus	स्वीकृति	kinnitus	N;NOM;FEM;SG;3	N;NOM;SG
स्वीकृति	heakskiitmine	स्वीकृति	heaks_kiitmine	N;NOM;FEM;SG;3	N;NOM;SG
स्वीकृति	vastuvõtmine	स्वीकृति	vastu_võtmine	N;NOM;FEM;SG;3	N;NOM;SG
स्वीकृति	heakskiit	स्वीकृति	heaks_kiit	N;NOM;FEM;SG;3	N;NOM;SG
स्वीकृति	heakskiitmine	स्वीकृति	heaks_kiitmine	N;NOM;FEM;SG;3	N;NOM;SG
असली	reaalne	असली	reaalne	ADJ;NOM	ADJ;NOM;SG
असली	ehtne	असली	ehtne	ADJ;NOM	ADJ;NOM;SG
असली	tõeline	असली	tõeline	ADJ;NOM	ADJ;NOM;SG
असली	originaalne	असली	originaalne	ADJ;NOM	ADJ;NOM;SG
असली	algne	असली	algne	ADJ;NOM	ADJ;NOM;SG
उद्यम	ettevõtlus	उद्यम	ette_võtlus	N;NOM;MASC;SG;3	N;NOM;SG
उद्यम	enterprise	उद्यम	enterpris	N;NOM;MASC;SG;3	N;NOM;SG
उद्यम	ettevõte	उद्यम	ette_võte	N;NOM;MASC;SG;3	N;NOM;SG
उद्यम	ettevõtlus	उद्यम	ette_võtlus	N;NOM;MASC;SG;3	N;NOM;SG
प्रकाशक	kirjastaja	प्रकाशक	kirjastaja	N;NOM;MASC;SG;3	N;NOM;SG
प्रकाशक	väljaandja	प्रकाशक	välja_andja	N;NOM;MASC;SG;3	N;NOM;SG
खाली	tühi	खाली	tühi	ADJ	ADJ;NOM;SG
खाली	tühjad	खाली	tühi	ADJ	ADJ;NOM;PL
खाली	tühi	खाली	tühi	ADJ	ADJ;NOM;SG
वर्तनी	loits	वर्तनी	loits	N;NOM;FEM;SG;3	N;NOM;SG
वर्तनी	loitsu	वर्तनी	loitsu	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिष्ठा	maine	प्रतिष्ठा	maine	N;NOM;FEM;SG;3	N;NOM;SG
प्रतिष्ठा	reputatsioon	प्रतिष्ठा	reputatsioon	N;NOM;FEM;SG;3	N;NOM;SG
मुद्दे	küsimused	मुद्दा	küsimus	N;NOM;MASC;PL;3	N;NOM;PL
चाय	tee	चाय	tee	N;NOM;FEM;SG;3	N;NOM;SG
छत	lagi	छत	lagi	N;NOM;FEM;SG;3	N;NOM;SG
छत	katus	छत	katus	N;NOM;FEM;SG;3	N;NOM;SG
छत	terrass	छत	terrass	N;NOM;FEM;SG;3	N;NOM;SG
छत	katus	छत	katus	N;NOM;FEM;SG;3	N;NOM;SG
अनुमानित	hinnanguline	अनुमानित	hinnangu=line	ADJ	ADJ;NOM;SG
गिरफ्तार	arreteeritud	गिरफ्तार	arreteeri=tud	ADJ	ADJ;PST;V.PTCP;PASS
आवाज़	vol	आवाज़	vol	N;NOM;FEM;SG;3	N;NOM;SG
आवाज़	ruumala	आवाज़	ruum_ala	N;NOM;FEM;SG;3	N;NOM;SG
आवाज़	maht	आवाज़	maht	N;NOM;FEM;SG;3	N;NOM;SG
आवाज़	helitugevus	आवाज़	helitugevus	N;NOM;FEM;SG;3	N;NOM;SG
आवाज़	köide	आवाज़	köis	N;NOM;FEM;SG;3	N;NOM;SG
आवाज़	hääl	आवाज़	hääl	N;NOM;FEM;SG;3	N;NOM;SG
चाल	trikk	चाल	trikk	N;NOM;FEM;SG;3	N;NOM;SG
प्रायद्वीप	poolsaar	प्रायद्वीप	pool_saar	N;NOM;MASC;SG;3	N;NOM;SG
नक्षत्र	tähtkuju	नक्षत्र	täht_kuju	N;NOM;MASC;SG;3	N;NOM;SG
रथ	kaarik	रथ	kaarik	N;NOM;MASC;SG;3	N;NOM;SG
विनिमय	vahetus	विनिमय	vahetus	N;NOM;MASC;SG;3	N;NOM;SG
बहस	arutelu	बहस	arutelu	N;NOM;FEM;SG;3	N;NOM;SG
बहस	debatt	बहस	debatt	N;NOM;FEM;SG;3	N;NOM;SG
कथित	väidetav	कथित	väidetav	ADJ;NOM	ADJ;NOM;SG;PRS;V.PTCP;ACT
नियुक्ति	kokkusaamine	नियुक्ति	kokku_saamine	N;NOM;FEM;SG;3	N;NOM;SG
नियुक्ति	nimetamine	नियुक्ति	nimetamine	N;NOM;FEM;SG;3	N;NOM;SG
नियुक्ति	tööhõive	नियुक्ति	töö_hõive	N;NOM;FEM;SG;3	N;NOM;SG
बहती	voolab	बह	voolama	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
बहती	voolab	बह	voolama	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
विटामिन	vitamiin	विटामिन	vitamiin	N;NOM;MASC;SG;3	N;NOM;SG
खून	veri	खून	veri	N;NOM;MASC;SG;3	N;NOM;SG
खून	vere	खून	veri	N;NOM;MASC;SG;3	N;NOM;SG
बाग	bagh	बाग	bagh	N;NOM;MASC;SG;3	N;NOM;SG
बाग	aia	बाग	aed	N;NOM;MASC;SG;3	N;NOM;SG
बाग	aed	बाग	aed	N;NOM;MASC;SG;3	N;NOM;SG
चौथी	neljas	चौथी	neljas	ADJ;NOM;FEM;SG	ADJ;NOM;SG
गठबंधन	pakt	गठबंधन	pakt	N;NOM;MASC;SG;3	N;NOM;SG
गठबंधन	liit	गठबंधन	liit	N;NOM;MASC;SG;3	N;NOM;SG
उम्मीदवार	kandidaadid	उम्मीदवार	kandidaat	N;NOM;MASC;PL;3	N;NOM;PL
बिलकुल	absoluutselt	बिलकुल	absoluutselt	ADV	ADV
रूपांतरण	teisendamine	रूपांतरण	teisendamine	N;NOM;MASC;SG;3	N;NOM;SG
भ्रष्टाचार	korruptsioon	भ्रष्टाचार	korruptsioon	N;NOM;MASC;SG;3	N;NOM;SG
सलाहकार	konsultant	सलाहकार	konsultant	N;NOM;MASC;SG;3	N;NOM;SG
सलाहकार	nõuandja	सलाहकार	nõu_andja	N;NOM;MASC;SG;3	N;NOM;SG
सलाहकार	nõunik	सलाहकार	nõunik	N;NOM;MASC;SG;3	N;NOM;SG
जनजाति	hõim	जनजाति	hõim	N;NOM;FEM;SG;3	N;NOM;SG
पठार	künnis	पठार	kündima	N;NOM;MASC;SG;3	N;NOM;SG
पठार	lävi	पठार	lävi	N;NOM;MASC;SG;3	N;NOM;SG
पठार	platoo	पठार	platoo	N;NOM;MASC;SG;3	N;NOM;SG
चलचित्र	film	चलचित्र	film	N;NOM;MASC;SG;3	N;NOM;SG
नोकिया	nokia	नोकिया	nokkima	N;NOM;MASC;SG;3	N;NOM;SG
बहुमत	enamus	बहुमत	enamus	N;NOM;MASC;SG;3	N;NOM;SG
चमक	sära	चमक	sära	N;NOM;FEM;SG;3	N;NOM;SG
नैदानिक	diagnostika	नैदानिक	diagnostika	N;NOM;MASC;SG;3	N;NOM;SG
खतरे	oht	खतरा	oht	N;NOM;MASC;SG;3	N;NOM;SG
टूर	tour	टूर	tour	N;NOM;MASC;SG;3	N;NOM;SG
टूर	tuur	टूर	tuur	N;NOM;MASC;SG;3	N;NOM;SG
टूर	ringkäik	टूर	ring_käik	N;NOM;MASC;SG;3	N;NOM;SG
बजट	eelarve	बजट	eel_arve	N;NOM;MASC;SG;3	N;NOM;SG
मौका	võimalus	मौका	võimalus	N;NOM;MASC;SG;3	N;NOM;SG
मौका	chance	मौका	chance	N;NOM;MASC;SG;3	N;NOM;SG
समर्थक	toetajad	समर्थक	toetaja	N;NOM;MASC;PL;3	N;NOM;PL
खबर	news	खबर	news	N;NOM;FEM;SG;3	N;NOM;SG
खबर	uudis	खबर	uudis	N;NOM;FEM;SG;3	N;NOM;SG
मासिक	igakuine	मासिक	iga_kuine	N;NOM;MASC;SG;3	N;NOM;SG
कणों	osakesed	कण	osake	N;NOM;MASC;PL;3	N;NOM;PL
विभक्त	jagatud	विभक्त	jaga=tud	ADJ	ADJ;PST;V.PTCP;PASS
उत्तराधिकारी	pärija	उत्तराधिकारी	pärija	N;NOM;MASC;SG;3	N;NOM;SG
उत्तराधिकारी	järglane	उत्तराधिकारी	järglane	N;NOM;MASC;SG;3	N;NOM;SG
उत्तराधिकारी	järeltulija	उत्तराधिकारी	järeltulija	N;NOM;MASC;SG;3	N;NOM;SG
अवैध	vigane	अवैध	vigane	ADJ;NOM	ADJ;NOM;SG
तैयारी	valmistamine	तैयारी	valmistamine	N;NOM;FEM;SG;3	N;NOM;SG
तैयारी	ettevalmistamine	तैयारी	ette_valmistamine	N;NOM;FEM;SG;3	N;NOM;SG
तैयारी	ettevalmistus	तैयारी	ette_valmistus	N;NOM;FEM;SG;3	N;NOM;SG
तैयारी	ettevalmistamine	तैयारी	ette_valmistamine	N;NOM;FEM;SG;3	N;NOM;SG
शासनकाल	valitsemisaeg	शासनकाल	valitsemis_aeg	N;NOM;MASC;SG;3	N;NOM;SG
सिंचाई	niisutus	सिंचाई	niisutus	N;NOM;FEM;SG;3	N;NOM;SG
पहलू	aspekt	पहलू	aspekt	N;NOM;MASC;SG;3	N;NOM;SG
रोजगार	tööhõive	रोजगार	töö_hõive	N;NOM;MASC;SG;3	N;NOM;SG
निबंध	essee	निबंध	essee	N;NOM;MASC;SG;3	N;NOM;SG
पब्लिक	avalikkus	पब्लिक	avalikkus	N;NOM;MASC;SG;3	N;NOM;SG
कान	kõrv	कान	kõrv	N;NOM;MASC;SG;3	N;NOM;SG
कान	kan	कान	kana	N;NOM;MASC;SG;3	N;NOM;SG
फैल	levis	फैल	levima	V;ACT	V;IND;SG;3;PST;FIN;ACT
मेले	laat	मेला	laat	N;NOM;MASC;SG;3	N;NOM;SG
शांत	kaine	शांत	kaine	ADJ	ADJ;NOM;SG
शांत	rahulik	शांत	rahulik	ADJ	ADJ;NOM;SG
शांत	vaikne	शांत	vaikne	ADJ	ADJ;NOM;SG
सौंदर्य	ilu	सौंदर्य	ilu	N;NOM;MASC;SG;3	N;NOM;SG
सौंदर्य	iludus	सौंदर्य	iludus	N;NOM;MASC;SG;3	N;NOM;SG
सौंदर्य	kaunitar	सौंदर्य	kaunitar	N;NOM;MASC;SG;3	N;NOM;SG
चीज़	juust	चीज़	juust	N;NOM;FEM;SG;3	N;NOM;SG
प्रोग्रामिंग	kavandamine	प्रोग्रामिंग	kavandamine	N;NOM;FEM;SG;3	N;NOM;SG
वकील	advokaadid	वकील	advokaat	N;NOM;MASC;PL;3	N;NOM;PL
वकील	juristid	वकील	jurist	N;NOM;MASC;PL;3	N;NOM;PL
परिपथ	kalkulaator	परिपथ	kalkulaator	N;NOM;MASC;SG;3	N;NOM;SG
यूनियन	liit	यूनियन	liit	N;NOM;FEM;SG;3	N;NOM;SG
उर्जा	energia	उर्जा	energia	N;NOM;FEM;SG;3	N;NOM;SG
उर्जा	energeetika	उर्जा	energeetika	N;NOM;FEM;SG;3	N;NOM;SG
सोसायटी	ühiskond	सोसायटी	ühiskond	N;NOM;FEM;SG;3	N;NOM;SG
छोड़ने	langeb	छोड़	langema	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
सेनानी	võitleja	सेनानी	võitleja	N;NOM;MASC;SG;3	N;NOM;SG
रणनीति	strateegia	रणनीति	strateegia	N;NOM;FEM;SG;3	N;NOM;SG
लेन	lane	लेन	lane	N;NOM;MASC;SG;3	N;NOM;SG
बुलाया	helistas	बुला	helistama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
वध	tapmine	वध	tapmine	N;NOM;MASC;SG;3	N;NOM;SG
बाढ़	üleujutus	बाढ़	üle_ujutus	N;NOM;FEM;SG;3	N;NOM;SG
बाढ़	üleujutus	बाढ़	üle_ujutus	N;NOM;FEM;SG;3	N;NOM;SG
शत्रु	vaenlane	शत्रु	vaenlane	N;NOM;MASC;SG;3	N;NOM;SG
एक्शन	tegevus	एक्शन	tegevus	N;NOM;MASC;SG;3	N;NOM;SG
एक्शन	võte	एक्शन	võte	N;NOM;MASC;SG;3	N;NOM;SG
एक्शन	toiming	एक्शन	toiming	N;NOM;MASC;SG;3	N;NOM;SG
आयात	import	आयात	import	N;NOM;MASC;SG;3	N;NOM;SG
आधा	pool	आधा	pool	NUM	NUM;NOM;SG
घातक	surmav	घातक	surmav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
घातक	tappev	घातक	tappe=v	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
मास्टर	meister	मास्टर	meister	N;NOM;MASC;SG;3	N;NOM;SG
मास्टर	õpetaja	मास्टर	õpetaja	N;NOM;MASC;SG;3	N;NOM;SG
मास्टर	peremees	मास्टर	pere_mees	N;NOM;MASC;SG;3	N;NOM;SG
मास्टर	isand	मास्टर	isand	N;NOM;MASC;SG;3	N;NOM;SG
तस्वीर	pilt	तस्वीर	pilt	N;NOM;FEM;SG;3	N;NOM;SG
सच	tõsi	सच	tõsi	N;NOM;MASC;SG;3	N;NOM;SG
सच	tõde	सच	tõde	N;NOM;MASC;SG;3	N;NOM;SG
प्राधिकरण	asutus	प्राधिकरण	asutus	N;NOM;MASC;SG;3	N;NOM;SG
प्राधिकरण	ametiasutus	प्राधिकरण	ameti_asutus	N;NOM;MASC;SG;3	N;NOM;SG
प्राधिकरण	autentimine	प्राधिकरण	autentimine	N;NOM;MASC;SG;3	N;NOM;SG
कीट	putukas	कीट	putukas	N;NOM;MASC;SG;3	N;NOM;SG
गाना	laulmine	गाना	laulmine	N;NOM;MASC;SG;3	N;NOM;SG
गाना	laul	गाना	laul	N;NOM;MASC;SG;3	N;NOM;SG
वेतन	palk	वेतन	palk	N;NOM;MASC;SG;3	N;NOM;SG
वेतन	töötasu	वेतन	töö_tasu	N;NOM;MASC;SG;3	N;NOM;SG
वाणिज्य	kaubandus	वाणिज्य	kaubandus	N;NOM;MASC;SG;3	N;NOM;SG
आखिरी	viimasena	आखिरी	viimane	ADJ	ADJ;FRML;SG
आखिरी	viimane	आखिरी	viimane	ADJ	ADJ;NOM;SG
धूम्रपान	suitsetamine	धूम्रपान	suitsetamine	N;NOM;MASC;SG;3	N;NOM;SG
ब्याज	intress	ब्याज	intress	N;NOM;MASC;SG;3	N;NOM;SG
ब्याज	huvi	ब्याज	huvi	N;NOM;MASC;SG;3	N;NOM;SG
घोड़े	hobused	घोड़ा	hobune	N;NOM;MASC;PL;3	N;NOM;PL
लेखा	arvepidamine	लेखा	arve_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
लेखा	raamatupidamine	लेखा	raamatu_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
लेखा	arvestus	लेखा	arvestus	N;NOM;MASC;SG;3	N;NOM;SG
ऊतक	kude	ऊतक	kude	N;NOM;MASC;SG;3	N;NOM;SG
ऊतक	koe	ऊतक	kude	N;NOM;MASC;SG;3	N;NOM;SG
रात्रि	õhtu	रात्रि	õhtu	N;NOM;FEM;SG;3	N;NOM;SG
रात्रि	öö	रात्रि	öö	N;NOM;FEM;SG;3	N;NOM;SG
रात्रि	ööd	रात्रि	öö	N;NOM;FEM;SG;3	N;NOM;SG
बेस	baas	बेस	baas	N;NOM;MASC;SG;3	N;NOM;SG
बेस	alus	बेस	alus	N;NOM;MASC;SG;3	N;NOM;SG
बेस	bass	बेस	bass	N;NOM;MASC;SG;3	N;NOM;SG
फलन	funktsioon	फलन	funktsioon	N;NOM;MASC;SG;3	N;NOM;SG
मानता	usub	मान	uskuma	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
सफलतापूर्वक	edukalt	सफलतापूर्वक	edukalt	ADV	ADV
ऊष्मा	kuumus	ऊष्मा	kuumus	N;NOM;FEM;SG;3	N;NOM;SG
ऊष्मा	soojus	ऊष्मा	soojus	N;NOM;FEM;SG;3	N;NOM;SG
ऊष्मा	soojus	ऊष्मा	soojus	N;NOM;FEM;SG;3	N;NOM;SG
रेस	ralli	रेस	ralli	N;NOM;MASC;SG;3	N;NOM;SG
रेस	võidusõit	रेस	võidu_sõit	N;NOM;MASC;SG;3	N;NOM;SG
रेस	rass	रेस	rass	N;NOM;MASC;SG;3	N;NOM;SG
तालाब	tiik	तालाब	tiik	N;NOM;MASC;SG;3	N;NOM;SG
प्रोत्साहन	stiimul	प्रोत्साहन	stiimul	N;NOM;MASC;SG;3	N;NOM;SG
प्रोत्साहन	soodustamine	प्रोत्साहन	soodustamine	N;NOM;MASC;SG;3	N;NOM;SG
मामला	case	मामला	case	N;NOM;MASC;SG;3	N;NOM;SG
मामला	kohtuasi	मामला	kohtu_asi	N;NOM;MASC;SG;3	N;NOM;SG
मामला	juhtum	मामला	juhtum	N;NOM;MASC;SG;3	N;NOM;SG
गायन	laulmine	गायन	laulmine	N;NOM;MASC;SG;3	N;NOM;SG
गायन	vokaal	गायन	vokaal	N;NOM;MASC;SG;3	N;NOM;SG
आवेदन	taotlus	आवेदन	taotlus	N;NOM;MASC;SG;3	N;NOM;SG
आवेदन	rakendus	आवेदन	rakendus	N;NOM;MASC;SG;3	N;NOM;SG
आवेदन	kohaldamine	आवेदन	kohaldamine	N;NOM;MASC;SG;3	N;NOM;SG
गहन	sügav	गहन	sügav	ADJ;NOM	ADJ;NOM;SG
बाघ	tiger	बाघ	tiger	N;NOM;MASC;SG;3	N;NOM;SG
बाघ	tiiger	बाघ	tiiger	N;NOM;MASC;SG;3	N;NOM;SG
टिकट	pilet	टिकट	pilet	N;NOM;MASC;SG;3	N;NOM;SG
राजशाही	monarhia	राजशाही	monarhia	N;NOM;MASC;SG;3	N;NOM;SG
ब्लॉग	blogi	ब्लॉग	blogi	N;NOM;MASC;SG;3	N;NOM;SG
जाल	neto	जाल	neto	N;NOM;MASC;SG;3	N;NOM;SG
जाल	võrk	जाल	võrk	N;NOM;MASC;SG;3	N;NOM;SG
जाल	net	जाल	net	N;NOM;MASC;SG;3	N;NOM;SG
मिलान	sobivus	मिलान	sobivus	N;NOM;MASC;SG;3	N;NOM;SG
मिलान	match	मिलान	match	N;NOM;MASC;SG;3	N;NOM;SG
प्रावधान	säte	प्रावधान	säde	N;NOM;MASC;SG;3	N;NOM;SG
सदस्यता	tellimus	सदस्यता	tellimus	N;NOM;FEM;SG;3	N;NOM;SG
सदस्यता	märkimine	सदस्यता	märkimine	N;NOM;FEM;SG;3	N;NOM;SG
सदस्यता	tellimine	सदस्यता	tellimine	N;NOM;FEM;SG;3	N;NOM;SG
रिकार्ड	rekord	रिकार्ड	rekord	N;NOM;MASC;SG;3	N;NOM;SG
रिकार्ड	kirje	रिकार्ड	kirje	N;NOM;MASC;SG;3	N;NOM;SG
स्वतन्त्रता	iseseisvus	स्वतन्त्रता	ise_seisvus	N;NOM;FEM;SG;3	N;NOM;SG
स्वतन्त्रता	sõltumatus	स्वतन्त्रता	sõltumatus	N;NOM;FEM;SG;3	N;NOM;SG
सापेक्ष	sugulane	सापेक्ष	sugulane	N;NOM;MASC;SG;3	N;NOM;SG
संदेह	kahtlus	संदेह	kahtlus	N;NOM;MASC;SG;3	N;NOM;SG
आग्रह	palve	आग्रह	palve	N;NOM;MASC;SG;3	N;NOM;SG
आग्रह	taotlus	आग्रह	taotlus	N;NOM;MASC;SG;3	N;NOM;SG
आग्रह	päring	आग्रह	päring	N;NOM;MASC;SG;3	N;NOM;SG
कारोबार	äri	कारोबार	äri	N;NOM;MASC;SG;3	N;NOM;SG
कारोबार	äritegevus	कारोबार	äri_tegevus	N;NOM;MASC;SG;3	N;NOM;SG
रिंग	rõngas	रिंग	rõngas	N;NOM;FEM;SG;3	N;NOM;SG
रिंग	ring	रिंग	ring	N;NOM;FEM;SG;3	N;NOM;SG
रिंग	sõrmus	रिंग	sõrmus	N;NOM;FEM;SG;3	N;NOM;SG
ऑपरेशन	toimimine	ऑपरेशन	toimimine	N;NOM;MASC;SG;3	N;NOM;SG
ऑपरेशन	toiming	ऑपरेशन	toiming	N;NOM;MASC;SG;3	N;NOM;SG
ऑपरेशन	operatsioon	ऑपरेशन	operatsioon	N;NOM;MASC;SG;3	N;NOM;SG
आपसी	vastastikused	आपसी	vastastikune	ADJ;NOM	ADJ;NOM;PL
आपसी	vastastikune	आपसी	vastastikune	ADJ;NOM	ADJ;NOM;SG
छूट	soodustus	छूट	soodustus	N;NOM;FEM;SG;3	N;NOM;SG
बाधा	takistus	बाधा	takistus	N;NOM;FEM;SG;3	N;NOM;SG
अमीर	emiraat	अमीर	emiraat	N;NOM;MASC;SG;3	N;NOM;SG
अमीर	emir	अमीर	emir	N;NOM;MASC;SG;3	N;NOM;SG
अमीर	rich	अमीर	rich	N;NOM;MASC;SG;3	N;NOM;SG
समतल	lame	समतल	lame	N;NOM;MASC;SG;3	N;NOM;SG
समतल	lennuk	समतल	lennuk	N;NOM;MASC;SG;3	N;NOM;SG
बस्ती	linn	बस्ती	linn	N;NOM;FEM;SG;3	N;NOM;SG
स्वर्ग	paradiis	स्वर्ग	paradiis	N;NOM;MASC;SG;3	N;NOM;SG
प्रोटोकॉल	protokoll	प्रोटोकॉल	protokoll	N;NOM;MASC;SG;3	N;NOM;SG
व्यय	kulu	व्यय	kulu	N;NOM;MASC;SG;3	N;NOM;SG
गणतंत्र	vabariik	गणतंत्र	vaba_riik	N;NOM;MASC;SG;3	N;NOM;SG
