den	la	den	él	PRO;ACC;MASC+FEM;SG;3	PRO;ACC;FEM;SG;3
note	note	note	notar	N;INDF;MASC+FEM;SG	N
note	nota	note	nota	N;INDF;MASC+FEM;SG	N;FEM;SG
kritisk	crítico	kritisk	crítico	ADJ;INDF;SG	ADJ;MASC;SG
regioner	regiones	region	región	N;INDF;MASC+FEM;PL	N;FEM;PL
scenen	escena	scene	escena	N;DEF;MASC+FEM;SG	N;FEM;SG
scenen	etapa	scene	etapa	N;DEF;MASC+FEM;SG	N;FEM;SG
scenen	escenario	scene	escenario	N;DEF;MASC+FEM;SG	N;MASC;SG
scenen	stage	scene	stage	N;DEF;MASC+FEM;SG	N
omvendt	invertido	omvendt	invertido	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
volkswagen	volkswagen	volkswag	volkswagen	N;DEF;MASC+FEM;SG	N;MASC;SG
freden	paz	fred	paz	N;DEF;MASC+FEM;SG	N;FEM;SG
freden	peace	fred	peace	N;DEF;MASC+FEM;SG	N
bille	escarabajo	bille	escarabajo	N;INDF;MASC+FEM;SG	N;MASC;SG
fulgt	seguí	følge	seguir	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
fulgt	siguió	følge	seguir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
liverpool	liverpool	liverpool	liverpool	N;INDF;MASC+FEM;SG	N;MASC;SG
liverpool	madrid	liverpool	madrid	N;INDF;MASC+FEM;SG	N;MASC;SG
ejendom	propiedad	ejendom	propiedad	N;INDF;MASC+FEM;SG	N;FEM;SG
ejendom	inmueble	ejendom	inmueble	N;INDF;MASC+FEM;SG	N;MASC;SG
prøve	muestra	prøve	mostrar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
prøve	probar	prøve	probar	V;NFIN;ACT	V;NFIN
årsager	motivos	årsag	motivo	N;INDF;MASC+FEM;PL	N;MASC;PL
årsager	razones	årsag	razón	N;INDF;MASC+FEM;PL	N;FEM;PL
årsager	causas	årsag	causa	N;INDF;MASC+FEM;PL	N;FEM;PL
forsvandt	desapareció	forsvinde	desaparecer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
forsvandt	desapareció	forsvinde	desaparecer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
eurovision	eurovisión	eurovision	eurovisión	N;INDF;MASC+FEM;SG	N;FEM;SG
list	lista	list	lista	N;INDF;MASC+FEM;SG	N;FEM;SG
metoder	métodos	metoder	método	N;INDF;MASC+FEM;PL	N;MASC;PL
bjerge	montañas	bjerg	montaña	N;INDF;NEUT;PL	N;FEM;PL
bjerge	montes	bjerg	monte	N;INDF;NEUT;PL	N;MASC;PL
officerer	agentes	officer	agente	N;INDF;MASC+FEM;PL	N;PL
afslutning	cierre	afslutning	cierre	N;INDF;MASC+FEM;SG	N;MASC;SG
afslutning	clausura	afslutning	clausura	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	terminación	afslutning	terminación	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	finalización	afslutning	finalización	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	conclusión	afslutning	conclusión	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	end	afslutning	end	N;INDF;MASC+FEM;SG	N
afslutning	fin	afslutning	fin	N;INDF;MASC+FEM;SG	N;MASC;SG
afslutning	final	afslutning	final	N;INDF;MASC+FEM;SG	N;MASC;SG
afslutning	terminación	afslutning	terminación	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	rescisión	afslutning	rescisión	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	finalización	afslutning	finalización	N;INDF;MASC+FEM;SG	N;FEM;SG
afslutning	conclusión	afslutning	conclusión	N;INDF;MASC+FEM;SG	N;FEM;SG
historier	historias	historie	historia	N;INDF;MASC+FEM;PL	N;FEM;PL
historier	relatos	historie	relato	N;INDF;MASC+FEM;PL	N;MASC;PL
historier	cuentos	historie	cuento	N;INDF;MASC+FEM;PL	N;MASC;PL
opløsning	disolución	opløsning	disolución	N;INDF;MASC+FEM;SG	N;FEM;SG
opløsning	resolución	opløsning	resolución	N;INDF;MASC+FEM;SG	N;FEM;SG
opløsning	solución	opløsning	solución	N;INDF;MASC+FEM;SG	N;FEM;SG
opløsning	solucion	opløsning	solucion	N;INDF;MASC+FEM;SG	N;FEM;SG
opløsning	disolución	opløsning	disolución	N;INDF;MASC+FEM;SG	N;FEM;SG
bidrog	contribuyó	bidrog	contribuir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bidrog	contribuyeron	bidrog	contribuir	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
videnskab	ciencia	videnskab	ciencia	N;INDF;MASC+FEM;SG	N;FEM;SG
angiver	especifica	angive	especificar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
angiver	indica	angive	indicar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
afsluttet	terminó	afslutte	terminar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
lyder	suena	lyde	sonar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jerusalem	jerusalén	jerusalem	jerusalén	N;INDF;NEUT;SG	N;MASC;SG
filmografi	filmografía	filmografi	filmografía	N;INDF;NEUT;SG	N;FEM;SG
computer	computadora	compute	computador	N;INDF;MASC+FEM;SG	N;FEM;SG
computer	ordenador	compute	ordenador	N;INDF;MASC+FEM;SG	N;MASC;SG
computer	informática	compute	informática	N;INDF;MASC+FEM;SG	N;FEM;SG
computer	escritorio	compute	escritorio	N;INDF;MASC+FEM;SG	N;MASC;SG
netværk	network	netværk	network	N;INDF;NEUT;SG	N;SG
netværk	red	netværk	red	N;INDF;NEUT;SG	N;FEM;SG
johansen	johansen	johans	johansen	N;DEF;MASC+FEM;SG	N;SG
producere	producen	producere	producir	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
producere	producir	producere	producir	V;NFIN;ACT	V;NFIN
butikker	tiendas	butik	tienda	N;INDF;MASC+FEM;PL	N;FEM;PL
butikker	comercios	butik	comercio	N;INDF;MASC+FEM;PL	N;MASC;PL
butikker	almacenes	butik	almacén	N;INDF;MASC+FEM;PL	N;MASC;PL
butikker	tiendas	butik	tienda	N;INDF;MASC+FEM;PL	N;FEM;PL
butikker	comercios	butik	comercio	N;INDF;MASC+FEM;PL	N;MASC;PL
hævdede	reclamó	hævde	reclamar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hævdede	alegó	hævde	alegar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
personligt	personalmente	personligt	personalmente	ADV	ADV
passer	encaja	passe	encajar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
passer	cabe	passe	caber	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
passer	encajar	passe	encajar	V;IND;PRS;FIN;ACT	V;NFIN
nedenfor	debajo	nedenfor	debajo	ADV	ADV
nedenfor	abajo	nedenfor	abajo	ADV	ADV
troede	pensó	tro	pensar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
troede	creyó	tro	creer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
troede	creyeron	tro	creer	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
artiklerne	articulos	artikel	articulo	N;DEF;MASC+FEM;PL	N;MASC;PL
artiklerne	artículos	artikel	artículo	N;DEF;MASC+FEM;PL	N;MASC;PL
blues	blues	blue	blues	N;INDF;MASC+FEM;SG	N
indholdet	contenido	indhold	contenido	N;DEF;NEUT;SG	N;MASC;SG
repræsentanter	representantes	repræsentant	representante	N;INDF;MASC+FEM;PL	N;PL
desværre	lamentablemente	desværre	lamentablemente	ADV	ADV
desværre	tristemente	desværre	tristemente	ADV	ADV
desværre	desafortunadamente	desværre	desafortunadamente	ADV	ADV
desværre	lamentablemente	desværre	lamentablemente	ADV	ADV
desværre	desgraciadamente	desværre	desgraciadamente	ADV	ADV
lighed	semejanza	lighed	semejanza	N;INDF;MASC+FEM;SG	N;FEM;SG
lighed	igualdad	lighed	igualdad	N;INDF;MASC+FEM;SG	N;FEM;SG
lighed	similitud	lighed	similitud	N;INDF;MASC+FEM;SG	N;FEM;SG
lighed	semejanza	lighed	semejanza	N;INDF;MASC+FEM;SG	N;FEM;SG
handling	action	handling	action	N;INDF;MASC+FEM;SG	N;SG
handling	acción	handling	acción	N;INDF;MASC+FEM;SG	N;FEM;SG
handling	accion	handling	accionar	N;INDF;MASC+FEM;SG	N;FEM;SG
fulde	lleno	fuld	lleno	ADJ;DEF;SG	ADJ;MASC;SG
fulde	llena	fuld	lleno	ADJ;DEF;SG	ADJ;FEM;SG
fulde	plena	fuld	pleno	ADJ;DEF;SG	ADJ;FEM;SG
fulde	completo	fuld	completo	ADJ;DEF;SG	ADJ;MASC;SG
fulde	ebrio	fuld	ebrio	ADJ;DEF;SG	ADJ;MASC;SG
fulde	borracho	fuld	borracho	ADJ;DEF;SG	ADJ;MASC;SG
eksamen	examen	eksamen	examen	N;INDF;MASC+FEM;SG	N;MASC;SG
eksamen	examen	eksamen	examen	N;INDF;MASC+FEM;SG	N;MASC;SG
eksamen	exámen	eksamen	exámen	N;INDF;MASC+FEM;SG	N;MASC;SG
eksamen	graduación	eksamen	graduación	N;INDF;MASC+FEM;SG	N;FEM;SG
repræsentant	representatividad	repræsentant	representatividad	N;INDF;MASC+FEM;SG	N;FEM;SG
repræsentant	representante	repræsentant	representante	N;INDF;MASC+FEM;SG	N;SG
manager	gerente	manager	gerente	N;INDF;MASC+FEM;SG	N;SG
manager	administrador	manager	administrador	N;INDF;MASC+FEM;SG	N;MASC;SG
manager	gestor	manager	gestor	N;INDF;MASC+FEM;SG	N;MASC;SG
manager	manager	manager	manager	N;INDF;MASC+FEM;SG	N;FEM;SG
sex	sex	sex	sex	N;INDF;MASC+FEM;SG	N
sex	sexo	sex	sexo	N;INDF;MASC+FEM;SG	N;MASC;SG
forbedre	mejore	forbedre	mejorar	V;NFIN;ACT	V;IMP;SG;3;FIN
forbedre	mejorar	forbedre	mejorar	V;NFIN;ACT	V;NFIN
udgivelser	publicaciones	udgivelse	publicación	N;INDF;MASC+FEM;PL	N;FEM;PL
udbredelse	difusión	udbredelse	difusión	N;INDF;MASC+FEM;SG	N;FEM;SG
udbredelse	difusión	udbredelse	difusión	N;INDF;MASC+FEM;SG	N;FEM;SG
udbredelse	divulgación	udbredelse	divulgación	N;INDF;MASC+FEM;SG	N;FEM;SG
udbredelse	diseminación	udbredelse	diseminación	N;INDF;MASC+FEM;SG	N;FEM;SG
rektor	rectora	rektor	rectora	N;INDF;MASC+FEM;SG	N;FEM;SG
rektor	rector	rektor	rector	N;INDF;MASC+FEM;SG	N;MASC;SG
kåret	votó	kår	votar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
cambridge	cambridge	cambridge	cambridge	N;INDF;MASC+FEM;SG	N;MASC;SG
internettet	internet	internettet	internet	N;DEF;NEUT;SG	N;SG
kemi	quimica	kemi	quimicar	N;INDF;MASC+FEM;SG	N;FEM;SG
kemi	química	kemi	química	N;INDF;MASC+FEM;SG	N;FEM;SG
langsomt	lentamente	langsomt	lentamente	ADV	ADV
rolling	rolling	rolling	rolling	N;INDF;MASC+FEM;SG	N
rolling	laminado	rolling	laminado	N;INDF;MASC+FEM;SG	N;MASC;SG
rolling	laminación	rolling	laminación	N;INDF;MASC+FEM;SG	N;FEM;SG
rolling	niño	rolling	niño	N;INDF;MASC+FEM;SG	N;MASC;SG
sekretær	secretaria	sekretær	secretaria	N;INDF;MASC+FEM;SG	N;FEM;SG
sekretær	secretaría	sekretær	secretaría	N;INDF;MASC+FEM;SG	N;FEM;SG
sekretær	secretario	sekretær	secretario	N;INDF;MASC+FEM;SG	N;MASC;SG
offentligt	públicamente	offentligt	públicamente	ADV	ADV
varierer	varía	variere	variar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
varierer	variar	variere	variar	V;IND;PRS;FIN;ACT	V;NFIN
varierer	varia	variere	vario	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
varierer	varían	variere	variar	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
varierer	varía	variere	variar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
varierer	varia	variere	vario	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bragt	trajo	bringe	traer	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
bragt	traido	bringe	trair	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
skove	maderas	skov	madera	N;INDF;MASC+FEM;PL	N;FEM;PL
skove	woods	skov	woods	N;INDF;MASC+FEM;PL	N
skove	bosques	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;PL
skove	bosques	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;PL
skove	bosques	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;PL
jernbanen	ferrocarril	jernban	ferrocarril	N;DEF;MASC+FEM;SG	N;MASC;SG
jernbanen	ferrocarril	jernban	ferrocarril	N;DEF;MASC+FEM;SG	N;MASC;SG
hjalp	ayudó	hjælpe	ayudar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
milliarder	billones	milliard	billón	N;INDF;MASC+FEM;PL	N;MASC;PL
milliarder	billones	milliard	billón	N;INDF;MASC+FEM;PL	N;MASC;PL
fremragende	excelente	fremragende	excelente	ADJ	ADJ;SG
fremragende	excelentes	fremragende	excelente	ADJ	ADJ;PL
dårlig	malo	dårlig	malo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
dårlig	mala	dårlig	malo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
theodor	theodor	theodor	theodor	N;INDF;MASC+FEM;SG	N;MASC;SG
kratere	cráteres	krater	cráter	N;INDF;NEUT;PL	N;MASC;PL
juridisk	legal	juridisk	legal	ADJ;INDF;SG	ADJ;SG
juridisk	jurídico	juridisk	jurídico	ADJ;INDF;SG	ADJ;MASC;SG
software	software	softwar	software	N;INDF;MASC+FEM;SG	N;MASC;SG
fans	fans	fans	fan	N;INDF;MASC+FEM;PL	N;PL
fans	admiradores	fans	admirador	N;INDF;MASC+FEM;PL	N;MASC;PL
fans	ventiladores	fans	ventilador	N;INDF;MASC+FEM;PL	N;MASC;PL
fans	aficionados	fans	aficionado	N;INDF;MASC+FEM;PL	N;MASC;PL
deler	compartir	dele	compartir	V;IND;PRS;FIN;ACT	V;NFIN
deler	compartiendo	dele	compartir	V;IND;PRS;FIN;ACT	V;V.MSDR
deler	comparte	dele	compartir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
deler	compartir	dele	compartir	V;IND;PRS;FIN;ACT	V;NFIN
besluttet	decidió	beslutte	decidir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
riget	reich	rige	reich	N;DEF;NEUT;SG	N;MASC;SG
malerier	pinturas	maleri	pintura	N;INDF;NEUT;PL	N;FEM;PL
malerier	cuadros	maleri	cuadro	N;INDF;NEUT;PL	N;MASC;PL
islam	islamismo	islam	islamismo	N;INDF;MASC+FEM;SG	N;MASC;SG
islam	islam	islam	islam	N;INDF;MASC+FEM;SG	N;MASC;SG
foreslået	sugirió	foreslå	sugerir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
foreslået	propuso	foreslå	proponer	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
flora	flora	flora	flora	N;INDF;MASC+FEM;SG	N;FEM;SG
gram	gramo	gram	gramo	N;INDF;MASC+FEM;SG	N;MASC;SG
gram	gram	gram	gram	N;INDF;MASC+FEM;SG	N;SG
kristen	cristiano	kristen	cristiano	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
kristen	cristiana	kristen	cristiano	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
drive	drive	drive	drive	N;INDF;MASC+FEM;SG	N
junior	júnior	junior	júnior	N;INDF;MASC+FEM;SG	N;MASC;SG
junior	junior	junior	junior	N;INDF;MASC+FEM;SG	N;SG
mulig	posible	mulig	posible	ADJ;INDF;MASC+FEM;SG	ADJ;SG
fod	foot	fod	foot	N;INDF;MASC+FEM;SG	N
fod	pie	fod	pie	N;INDF;MASC+FEM;SG	N;MASC;SG
længdekreds	meridiano	længdekreds	meridiano	N;INDF;MASC+FEM;SG	N;MASC;SG
hovedsæde	sede	hovedsæde	sede	N;INDF;NEUT;SG	N;FEM;SG
hovedsæde	cuartel	hovedsæde	cuartel	N;INDF;NEUT;SG	N;MASC;SG
anerkendelse	reconocimiento	anerkendelse	reconocimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
anerkendelse	acuse	anerkendelse	acusar	N;INDF;MASC+FEM;SG	N;MASC;SG
anerkendelse	reconocimiento	anerkendelse	reconocimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
midtbane	mediocampo	midtbane	mediocampo	N;INDF;MASC+FEM;SG	N;MASC;SG
rute	ruta	rute	ruta	N;INDF;MASC+FEM;SG	N;FEM;SG
beskæftiger	emplea	beskæftige	emplear	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
voksende	crecer	vokse	crecer	V;PRS;V.PTCP	V;NFIN
voksende	creciendo	vokse	crecer	V;PRS;V.PTCP	V;V.MSDR
voksende	aumentar	vokse	aumentar	V;PRS;V.PTCP	V;NFIN
voksende	incrementando	vokse	incrementar	V;PRS;V.PTCP	V;V.MSDR
voksende	aumentando	vokse	aumentar	V;PRS;V.PTCP	V;V.MSDR
forbinder	conectando	forbinder	conectar	V;IND;PRS;FIN;ACT	V;V.MSDR
forbinder	conectar	forbinder	conectar	V;IND;PRS;FIN;ACT	V;NFIN
romaner	novelas	roman	novela	N;INDF;MASC+FEM;PL	N;FEM;PL
ægte	real	ægte	real	ADJ	ADJ;SG
ægte	reales	ægte	real	ADJ	ADJ;PL
ægte	verdadero	ægte	verdadero	ADJ	ADJ;MASC;SG
ægte	auténtica	ægte	auténtico	ADJ	ADJ;FEM;SG
ægte	auténtico	ægte	auténtico	ADJ	ADJ;MASC;SG
ægte	auténticos	ægte	auténtico	ADJ	ADJ;MASC;PL
ægte	autentica	ægte	autentico	ADJ	ADJ;FEM;SG
ægte	autentico	ægte	autentico	ADJ	ADJ;MASC;SG
ægte	genuina	ægte	genuina	ADJ	ADJ;FEM;SG
ægte	genuinos	ægte	genuino	ADJ	ADJ;MASC;PL
ægte	genuino	ægte	genuino	ADJ	ADJ;MASC;SG
job	empleo	job	empleo	N;INDF;NEUT;SG	N;MASC;SG
job	trabajo	job	trabajo	N;INDF;NEUT;SG	N;MASC;SG
job	jobs	job	jobs	N;INDF;NEUT;SG	N;MASC;SG
job	empleo	job	empleo	N;INDF;NEUT;SG	N;MASC;SG
golden	oro	gold	oro	N;DEF;MASC+FEM;SG	N;MASC;SG
golden	golden	gold	golden	N;DEF;MASC+FEM;SG	N;MASC;SG
oplag	almacén	oplag	almacén	N;INDF;NEUT;SG	N;MASC;SG
oplag	almacen	oplag	almacir	N;INDF;NEUT;SG	N;MASC;SG
oplag	circulación	oplag	circulación	N;INDF;NEUT;SG	N;FEM;SG
følte	sentí	føle	sentir	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
begyndt	comenzó	begynde	comenzar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
begyndt	comenzado	begynde	comenzar	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
begyndt	comenzado	begynde	comenzar	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
morgen	morning	morgen	morning	N;INDF;MASC+FEM;SG	N
afsked	despedida	afsked	despedida	N;INDF;MASC+FEM;SG	N;FEM;SG
alvor	seriedad	alvor	seriedad	N;INDF;MASC+FEM;SG	N;FEM;SG
erobret	conquistó	erobre	conquistar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fængslet	carcel	fængsel	carcel	N;DEF;NEUT;SG	N;FEM;SG
fængslet	cárcel	fængsel	cárcel	N;DEF;NEUT;SG	N;FEM;SG
fængslet	prisión	fængsel	prisión	N;DEF;NEUT;SG	N;FEM;SG
fængslet	cárcel	fængsel	cárcel	N;DEF;NEUT;SG	N;FEM;SG
fængslet	carcel	fængsel	carcel	N;DEF;NEUT;SG	N;FEM;SG
fængslet	prisión	fængsel	prisión	N;DEF;NEUT;SG	N;FEM;SG
frivillige	voluntarias	frivillig	voluntario	ADJ;PL	ADJ;FEM;PL
sangerinde	cantor	sangerinde	cantor	N;INDF;MASC+FEM;SG	N;MASC;SG
sangerinde	cantante	sangerinde	cantante	N;INDF;MASC+FEM;SG	N;SG
ejere	propietarios	ejer	propietario	N;INDF;MASC+FEM;PL	N;MASC;PL
ejere	dueños	ejer	dueño	N;INDF;MASC+FEM;PL	N;MASC;PL
ludwig	luis	ludwig	luis	N;INDF;MASC+FEM;SG	N;MASC;SG
christiansen	christiansen	christians	christiansen	N;DEF;MASC+FEM;SG	N;SG
sekunder	segundos	sekunder	segundo	N;INDF;MASC+FEM;PL	N;MASC;PL
jane	jane	jane	janer	N;INDF;MASC+FEM;SG	N;FEM;SG
jane	juana	jane	juana	N;INDF;MASC+FEM;SG	N;FEM;SG
udbrud	brote	udbrud	brote	N;INDF;NEUT;SG	N;MASC;SG
udbrud	erupción	udbrud	erupción	N;INDF;NEUT;SG	N;FEM;SG
fysik	fisica	fysik	fisica	N;INDF;MASC+FEM;SG	N;FEM;SG
berømt	famosa	berømt	famoso	ADJ;INDF;SG	ADJ;FEM;SG
berømt	famoso	berømt	famoso	ADJ;INDF;SG	ADJ;MASC;SG
mangel	carencia	mangel	carencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mangel	deficiencia	mangel	deficiencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mangel	ausencia	mangel	ausencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mangel	carencia	mangel	carencia	N;INDF;MASC+FEM;SG	N;FEM;SG
mangel	falta	mangel	falta	N;INDF;MASC+FEM;SG	N;FEM;SG
mangel	escasez	mangel	escasez	N;INDF;MASC+FEM;SG	N;FEM;SG
dit	tuyo	din	tuyo	PRO;NOM;MASC+FEM;SG;2	PRO;MASC;SG;2
dit	tuyos	din	tuyo	PRO;NOM;MASC+FEM;SG;2	PRO;MASC;SG;2
virkning	repercusión	virkning	repercusión	N;INDF;MASC+FEM;SG	N;FEM;SG
virkning	impacto	virkning	impacto	N;INDF;MASC+FEM;SG	N;MASC;SG
virkning	efecto	virkning	efecto	N;INDF;MASC+FEM;SG	N;MASC;SG
heste	caballos	hest	caballo	N;INDF;MASC+FEM;PL	N;MASC;PL
heste	caballos	hest	caballo	N;INDF;MASC+FEM;PL	N;MASC;PL
årsag	razón	årsag	razón	N;INDF;MASC+FEM;SG	N;FEM;SG
årsag	motivo	årsag	motivo	N;INDF;MASC+FEM;SG	N;MASC;SG
årsag	razon	årsag	razon	N;INDF;MASC+FEM;SG	N;FEM;SG
årsag	causa	årsag	causa	N;INDF;MASC+FEM;SG	N;FEM;SG
nærliggende	cercano	nærliggende	cercano	ADJ	ADJ;MASC;SG
nærliggende	cercana	nærliggende	cercano	ADJ	ADJ;FEM;SG
forbudt	prohibida	forbudt	prohibido	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbudt	prohibido	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
forbudt	prohibida	forbudt	prohibido	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbudt	prohibido	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
forbudt	prohibida	forbudt	prohibido	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
forbudt	prohibido	forbudt	prohibido	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
baggrunden	trasfondo	baggrund	trasfondo	N;DEF;MASC+FEM;SG	N;MASC;SG
baggrunden	fondo	baggrund	fondo	N;DEF;MASC+FEM;SG	N;MASC;SG
elsker	amar	elske	amar	V;IND;PRS;FIN;ACT	V;NFIN
elsker	ama	elske	amar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
borgen	castillo	borgen	castillo	N;DEF;MASC+FEM;SG	N;MASC;SG
vilje	voluntad	vilje	voluntad	N;INDF;MASC+FEM;SG	N;FEM;SG
vilje	disposición	vilje	disposición	N;INDF;MASC+FEM;SG	N;FEM;SG
dreng	muchacho	dreng	muchacho	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	boy	dreng	boy	N;INDF;MASC+FEM;SG	N
dreng	niño	dreng	niño	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	chico	dreng	chico	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	chaval	dreng	chaval	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	pibe	dreng	pibe	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	niño	dreng	niño	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	chico	dreng	chico	N;INDF;MASC+FEM;SG	N;MASC;SG
dreng	kid	dreng	kid	N;INDF;MASC+FEM;SG	N
hovedsagelig	principalmente	hovedsagelig	principalmente	ADV	ADV
ramte	golpeó	ramme	golpear	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ramte	golpear	ramme	golpear	V;IND;PST;FIN;ACT	V;NFIN
lufthavnen	aeropuerto	lufthavn	aeropuerto	N;DEF;MASC+FEM;SG	N;MASC;SG
hjælper	ayudando	hjælpe	ayudar	V;IND;PRS;FIN;ACT	V;V.MSDR
hjælper	ayudar	hjælpe	ayudar	V;IND;PRS;FIN;ACT	V;NFIN
samarbejdet	cooperación	samarbejde	cooperación	N;DEF;NEUT;SG	N;FEM;SG
stephen	stephen	steph	stephar	N;INDF;MASC+FEM;SG	N;MASC;SG
png	png	png	png	N;INDF;MASC+FEM;SG	N
politi	policía	politi	policía	N;INDF;NEUT;SG	N;SG
politi	police	politi	police	N;INDF;NEUT;SG	N
politi	policia	politi	policia	N;INDF;NEUT;SG	N;FEM;SG
udgiver	publicar	udgive	publicar	V;IND;PRS;FIN;ACT	V;NFIN
udgiver	publicando	udgive	publicar	V;IND;PRS;FIN;ACT	V;V.MSDR
firma	bufete	firma	bufete	N;INDF;NEUT;SG	N;MASC;SG
firma	compañia	firma	compañia	N;INDF;NEUT;SG	N;FEM;SG
firma	empresa	firma	empresa	N;INDF;NEUT;SG	N;FEM;SG
firma	compañía	firma	compañía	N;INDF;NEUT;SG	N;FEM;SG
firma	companía	firma	companía	N;INDF;NEUT;SG	N;FEM;SG
meddelte	anunció	meddele	anunciar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
afsnittet	seccion	afsnitte	seccionar	N;DEF;NEUT;SG	N;FEM;SG
afsnittet	sección	afsnitte	sección	N;DEF;NEUT;SG	N;FEM;SG
tilbyder	ofrece	tilbyde	ofrecer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tilbyder	ofreciendo	tilbyde	ofrecer	V;IND;PRS;FIN;ACT	V;V.MSDR
minde	memoria	minde	memoria	N;INDF;NEUT;SG	N;FEM;SG
inspiration	inspiración	inspiration	inspiración	N;INDF;MASC+FEM;SG	N;FEM;SG
drenge	boys	dreng	boy	N;INDF;MASC+FEM;PL	N
drenge	muchachos	dreng	muchacho	N;INDF;MASC+FEM;PL	N;MASC;PL
drenge	chicos	dreng	chico	N;INDF;MASC+FEM;PL	N;MASC;PL
drenge	muchachos	dreng	muchacho	N;INDF;MASC+FEM;PL	N;MASC;PL
