tradución	تقریر	tradución	تقریر	N	N;NOM;FEM;SG;3
contarme	کہنا	contarme	کہہ	V	V;MASC;NFIN
pasarme	گزرنا	pasarme	گزر	V	V;MASC;SG;NFIN;ACT
regresarei	دھکیلنا	regresar	دھکیل	V	V;NFIN;ACT
regresarei	دھکیلنا	regresar	دھکیل	V	V;NFIN;ACT
regresarei	آنا	regresar	آ	V	V;MASC;SG;NFIN;ACT
queixarse	کراہنا	queixarse	کراہ	V	V;MASC;SG;NFIN;ACT
queixarse	لگاتار	queixarse	لگاتار	V	V;IPFV;MASC;SG;V.PTCP;ACT
queixarse	لگاتار	queixarse	لگاتار	V	V;IPFV;MASC;SG;V.PTCP;ACT
pica	اشد	pica	اشد	N	N;NOM;MASC;SG;3
rutina	رقص	rutina	رقص	N	N;NOM;MASC;SG;3
rutina	ڈرامہ	rutina	ڈرامہ	N	N;NOM;MASC;SG;3
carguen	چڑھانا	carguen	چڑھا	V	V;MASC;SG;NFIN;ACT
coidas	غور	coida	غور	N	N;NOM;MASC;SG;3
coidas	فکر	coida	فکر	N	N;NOM;MASC;SG;3
coidas	تحویل	coida	تحویل	N	N;NOM;MASC;SG;3
coidas	واقعہ	coida	واقعہ	N	N;NOM;MASC;SG;3
coidas	تبدیل	coida	تبدیل	N	N;NOM;MASC;SG;3
coidas	دھوکا	coida	دھوکا	N	N;NOM;MASC;SG;3
coidas	ماضی	coida	ماضی	N	N;NOM;MASC;SG;3
coidas	تحویل	coida	تحویل	N	N;NOM;MASC;SG;3
coidas	واقعہ	coida	واقعہ	N	N;NOM;MASC;SG;3
coidas	تبدیل	coida	تبدیل	N	N;NOM;MASC;SG;3
coidas	دھوکا	coida	دھوکا	N	N;NOM;MASC;SG;3
coidas	ماضی	coida	ماضی	N	N;NOM;MASC;SG;3
auxilio	ملازمین	auxilio	ملازم	N	N;ACC;MASC;PL;3
auxilio	علاج	auxilio	علاج	N	N;NOM;MASC;SG;3
auxilio	مدد	auxilio	مدد	N	N;NOM;MASC;SG;3
auxilio	ملازمین	auxilio	ملازم	N	N;ACC;MASC;PL;3
auxilio	علاج	auxilio	علاج	N	N;NOM;MASC;SG;3
independentes	مستقل.	independente	مستقل.	ADJ	ADJ
explotación	استحصال	explotación	استحصال	N	N;NOM;MASC;SG;3
chegarei	سیکھنا	chegar	سیکھ	V	V;SG;NFIN;ACT
chegarei	سمجھنا	chegar	سمجھ	V	V;MASC;SG;NFIN;ACT
chegarei	کمانا	chegar	کمانا	V	V;MASC;SG;NFIN;ACT
chegarei	پانا	chegar	پانا	V	V;SG;NFIN;ACT
chegarei	سیکھنا	chegar	سیکھ	V	V;SG;NFIN;ACT
chegarei	سمجھنا	chegar	سمجھ	V	V;MASC;SG;NFIN;ACT
chegarei	کمانا	chegar	کمانا	V	V;MASC;SG;NFIN;ACT
