for	для	for	для	ADP	ADP;GEN
årsager	причини	årsag	причина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
årsager	причинами	årsag	причина	N;INDF;MASC+FEM;PL	N;INAN;INS;FEM;PL
årsager	причини	årsag	причина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
forsvandt	зник	forsvinde	зник	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
forsvandt	зник	forsvinde	зник	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
eurovision	євробаченні	eurovision	євробачення	N;INDF;MASC+FEM;SG	N;INAN;DAT;NEUT;SG
list	перелік	list	перелік	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
list	список	list	список	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
metoder	способи	metoder	спосіб	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
metoder	методи	metoder	метод	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
bjerge	гори	bjerg	гора	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
officerer	офіцери	officer	офіцер	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
officerer	офіцерів	officer	офіцер	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
afslutning	закриття	afslutning	закриття	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afslutning	замикання	afslutning	замикання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afslutning	завершення	afslutning	завершення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afslutning	доповнення	afslutning	доповнення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afslutning	кінець	afslutning	кінець	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afslutning	закінчення	afslutning	закінчення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
afslutning	завершення	afslutning	завершення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
historier	історії	historie	історія	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
historier	публікації	historie	публікація	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
historier	розповіді	historie	розповідь	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
matematik	математика	matematik	математик	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
matematik	математика	matematik	математик	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
matematik	математика	matematik	математик	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
opløsning	розчин	opløsning	розчин	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
opløsning	вирішення	opløsning	вирішення	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
kæreste	найдорожчі	kær	найдорожчий	ADJ;DEF;RL	ADJ;NOM;RL;PL
bidrog	пропонував	bidrog	пропонувати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
videnskab	наука	videnskab	наука	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
angiver	вказує	angive	вказувати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
angiver	відзначено	angive	відзначити	V;IND;PRS;FIN;ACT	V;PFV;IND;0;FIN
markeret	позначено	markere	позначити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
markeret	вибрано	markere	вибрати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
markeret	сплачено	markere	сплакати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
markeret	перевірив	markere	перевірити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
markeret	перевірено	markere	перевірити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
markeret	позначено	markere	позначити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
markeret	помічено	markere	помічити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
øvre	верхні	øvre	верхня	ADJ	ADJ;NOM;PL
øvre	верхній	øvre	верхній	ADJ	ADJ;NOM;MASC;SG
afsluttet	завершилась	afslutte	завершитися	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
afsluttet	завершено	afslutte	завершити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afsluttet	закінчено	afslutte	закінчити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afsluttet	закінчив	afslutte	закінчити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
afsluttet	завершено	afslutte	завершити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afsluttet	виконано	afslutte	виконати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
afsluttet	закінчився	afslutte	закінчитися	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
afsluttet	закінчилась	afslutte	закінчитися	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
afsluttet	закінчилось	afslutte	закінчитися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
afsluttet	завершився	afslutte	завершитися	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
lyder	звучить	lyde	звучати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
filmografi	фільмографія	filmografi	фільмографія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
netværk	мережу	netværk	мережа	N;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
netværk	мережа	netværk	мережа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
skudt	застрелив	skyde	застрелити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
producere	виробляють	producere	виробляти	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
butikker	магазинів	butik	магазин	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
butikker	крамниці	butik	крамниця	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
butikker	магазини	butik	магазин	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
butikker	магазини	butik	магазин	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
hævdede	забрала	hævde	забрати	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
personligt	особисто	personligt	особисто	ADV	ADV
passer	личить	passe	личити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
passer	вмістити	passe	вмістити	V;IND;PRS;FIN;ACT	V;PFV;NFIN
passer	влаштувати	passe	влаштувати	V;IND;PRS;FIN;ACT	V;PFV;NFIN
passer	підходить	passe	підходити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
nedenfor	нижче	nedenfor	нижче	ADV	ADV;CMPR
nedenfor	знизу	nedenfor	знизу	ADV	ADV
troede	здалося	tro	здатися	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN
troede	подумав	tro	подумати	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
troede	думав	tro	думати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
troede	думала	tro	думати	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
troede	гадали	tro	гадати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
troede	повірила	tro	повірити	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
troede	вірив	tro	вірити	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
troede	здавалось	tro	здаватися	V;IND;PST;FIN;ACT	V;IPFV;NEUT;IND;SG;PST;FIN
troede	вірила	tro	вірити	V;IND;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
troede	вірили	tro	вірити	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
artiklerne	статті	artikel	стаття	N;DEF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
artiklerne	статтями	artikel	стаття	N;DEF;MASC+FEM;PL	N;INAN;INS;FEM;PL
artiklerne	статей	artikel	стаття	N;DEF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
blues	блюз	blue	блюз	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
indholdet	контент	indhold	контент	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
indholdet	вміст	indhold	вміст	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
indholdet	зміст	indhold	зміст	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
repræsentanter	представники	repræsentant	представник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
repræsentanter	представників	repræsentant	представник	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
desværre	нажаль	desværre	нажаль	ADV	ADV
lighed	рівність	lighed	рівність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
lighed	подібність	lighed	подібність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
handling	дія	handling	дія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fulde	повна	fuld	повний	ADJ;DEF;SG	ADJ;NOM;FEM;SG
fulde	повний	fuld	повний	ADJ;DEF;SG	ADJ;NOM;MASC;SG
fulde	повне	fuld	повний	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
eksamen	іспит	eksamen	іспит	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
eksamen	екзамен	eksamen	екзамен	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
eksamen	екзамен	eksamen	екзамен	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
repræsentant	представник	repræsentant	представник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
repræsentant	представника	repræsentant	представник	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
manager	керівник	manager	керівник	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manager	менеджер	manager	менеджер	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sex	стать	sex	стать	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
sex	секс	sex	секс	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
forbedre	покращити	forbedre	покращити	V;NFIN;ACT	V;PFV;NFIN
førende	провідних	førende	провідний	ADJ	ADJ;GEN;PL
førende	провідний	førende	провідний	ADJ	ADJ;NOM;MASC;SG
udgivelser	публікаціях	udgivelse	публікація	N;INDF;MASC+FEM;PL	N;INAN;ESS;FEM;PL
beskrev	описано	beskrive	описати	V;IND;PST;FIN;ACT	V;PFV;IND;0;FIN
udbredelse	дифузія	udbredelse	дифузія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rektor	директор	rektor	директор	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rektor	ректора	rektor	ректор	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
rektor	капітал	rektor	капітал	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
vilde	дикі	vild	дикий	ADJ;PL	ADJ;NOM;PL
vilde	диких	vild	дикий	ADJ;PL	ADJ;ANIM;ACC;PL
kåret	голосував	kår	голосувати	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
kåret	проголосував	kår	проголосувати	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
internettet	інтернет	internettet	інтернет	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
kemi	хімія	kemi	хімія	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
beregnet	розраховано	beregne	розраховано	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
langsomt	повільно	langsomt	повільно	ADV	ADV
langsomt	повільно	langsomt	повільно	ADV	ADV
rolling	порошок	rolling	порошок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
rolling	малюк	rolling	малюк	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sekretær	секретар	sekretær	секретар	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
offentligt	публічно	offentligt	публічно	ADV	ADV
varierer	змінюється	variere	змінюватися	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
bragt	приніс	bringe	приніс	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
skove	ліси	skov	ліс	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
skove	лісах	skov	ліс	N;INDF;MASC+FEM;PL	N;INAN;ESS;MASC;PL
skove	лісами	skov	ліс	N;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
jernbanen	залізниця	jernban	залізниця	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
jernbanen	машиніст	jernban	машиніст	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
jernbanen	залізниця	jernban	залізниця	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
hjalp	допоміг	hjælpe	допомігти	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
hjalp	допомагали	hjælpe	допомагати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
hjalp	допомогла	hjælpe	допомогти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
hjalp	допомагав	hjælpe	допомагати	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
hjalp	допомогли	hjælpe	допомогти	V;IND;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
tilladt	надавати	tillade	надавати	V;INDF;SG;PST;V.PTCP	V;IPFV;NFIN
tilladt	дозволено	tillade	дозволити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
tilladt	дозволено	tillade	дозволити	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
milliarder	мільярдів	milliard	мільярд	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
milliarder	мільярди	milliard	мільярд	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
milliarder	мільярди	milliard	мільярд	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
besat	зайнято	besætte	зайнято	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
fremragende	відмінний	fremragende	відмінний	ADJ	ADJ;NOM;MASC;SG
fremragende	чудова	fremragende	чудовий	ADJ	ADJ;NOM;FEM;SG
dårlig	погана	dårlig	поганий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
dårlig	погане	dårlig	поганий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
musikalske	музичні	musikalsk	музичний	ADJ;PL	ADJ;NOM;PL
kratere	кратери	krater	кратер	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
juridisk	законного	juridisk	законний	ADJ;INDF;SG	ADJ;GEN;MASC;SG
juridisk	юридична	juridisk	юридичний	ADJ;INDF;SG	ADJ;NOM;FEM;SG
juridisk	юридичний	juridisk	юридичний	ADJ;INDF;SG	ADJ;NOM;MASC;SG
software	застосунок	softwar	застосунок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fans	фани	fans	фана	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fans	шанувальники	fans	шанувальник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fans	вболівальники	fans	вболівальник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
fans	фанати	fans	фанат	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
kolde	холодні	kold	холодний	ADJ;PL	ADJ;NOM;PL
deler	поширити	dele	поширити	V;IND;PRS;FIN;ACT	V;PFV;NFIN
deler	поділитися	dele	поділитися	V;IND;PRS;FIN;ACT	V;PFV;NFIN
deler	поділитись	dele	поділитися	V;IND;PRS;FIN;ACT	V;PFV;NFIN
besluttet	вирішив	beslutte	вирішити	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
besluttet	вирішила	beslutte	вирішити	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
riget	рейх	rige	рій	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
riget	рейху	rige	рейх	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
malerier	картини	maleri	картина	N;INDF;NEUT;PL	N;INAN;NOM;FEM;PL
malerier	картин	maleri	картина	N;INDF;NEUT;PL	N;INAN;GEN;FEM;PL
islam	іслам	islam	іслам	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
flora	флора	flora	флора	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
rigtigt	праворуч	rigtigt	праворуч	ADV	ADV
kristen	християнський	kristen	християнський	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
kristen	християнська	kristen	християнський	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
drive	драйв	drive	драйва	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
drive	пристрій	drive	пристрій	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
drive	привід	drive	привід	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mulig	можливе	mulig	можливий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mulig	можлива	mulig	можливий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fod	нога	fod	нога	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
fod	ногою	fod	нога	N;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
fod	лапка	fod	лапка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
længdekreds	меридіан	længdekreds	меридіан	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hovedsæde	штаб	hovedsæde	штаб	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fyldt	поклала	fylde	покласти	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
anerkendelse	визнання	anerkendelse	визнання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
snarere	скоріше	snarere	скоріше	ADV	ADV;CMPR
snarere	скоріш	snarere	скоріш	ADV	ADV
rute	маршрут	rute	маршрут	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
voksende	росте	vokse	рости	V;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
voksende	зростати	vokse	зростати	V;PRS;V.PTCP	V;IPFV;NFIN
romaner	романів	roman	роман	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
romaner	романи	roman	роман	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
ægte	справжня	ægte	справжній	ADJ	ADJ;NOM;FEM;SG
ægte	справжні	ægte	справжній	ADJ	ADJ;NOM;PL
ægte	реальний	ægte	реальний	ADJ	ADJ;NOM;MASC;SG
ægte	справжній	ægte	справжній	ADJ	ADJ;NOM;MASC;SG
ægte	щирий	ægte	щирий	ADJ	ADJ;NOM;MASC;SG
styret	вдалося	styre	вдатися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
job	завдання	job	завдання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
job	робота	job	робота	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
job	завдання	job	завдання	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
oplag	склад	oplag	склад	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
oplag	обіг	oplag	обіг	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
følte	відчула	føle	відчути	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
følte	відчув	føle	відчути	V;IND;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
følte	відчували	føle	відчувати	V;IND;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
følte	стало	føle	стати	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN
begyndt	почалося	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
begyndt	почалось	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
begyndt	розпочато	begynde	розпочати	V;INDF;SG;PST;V.PTCP	V;PFV;IND;0;FIN
begyndt	почався	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
begyndt	почалась	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
begyndt	почалося	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
begyndt	почалось	begynde	початися	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
morgen	ранку	morgen	ранок	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
morgen	ранок	morgen	ранок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
afsked	прощання	afsked	прощання	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
fængslet	тюрму	fængsel	тюрма	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
fængslet	тюрма	fængsel	тюрма	N;DEF;NEUT;SG	N;INAN;NOM;FEM;SG
sangerinde	співак	sangerinde	співак	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sangerinde	співачка	sangerinde	співачка	N;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;SG
sangerinde	співака	sangerinde	співак	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
ejere	власники	ejer	власник	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
sekunder	секундах	sekunder	секунда	N;INDF;MASC+FEM;PL	N;INAN;ESS;MASC;PL
sekunder	секунд	sekunder	секунда	N;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
sekunder	секунди	sekunder	секунда	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;PL
udbrud	епідемія	udbrud	епідемія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
udbrud	виверження	udbrud	виверження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
fysik	фізика	fysik	фізика	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
berømt	відома	berømt	відомий	ADJ;INDF;SG	ADJ;NOM;FEM;SG
berømt	відомий	berømt	відомий	ADJ;INDF;SG	ADJ;NOM;MASC;SG
berømt	знаменитий	berømt	знаменитий	ADJ;INDF;SG	ADJ;NOM;MASC;SG
mangel	відсутність	mangel	відсутність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mangel	відсутності	mangel	відсутність	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
mangel	відсутність	mangel	відсутність	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mangel	брак	mangel	брак	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mangel	нестача	mangel	нестач	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
virkning	вплив	virkning	вплив	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	ефект	virkning	ефект	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
heste	коней	hest	коній	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
heste	коні	hest	кінь	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
årsag	причина	årsag	причина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
årsag	привід	årsag	привід	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
årsag	причина	årsag	причина	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
årsag	причиною	årsag	причина	N;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
beholdt	збереглося	beholde	зберегтися	V;IND;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN
beholdt	зберегла	beholde	зберегти	V;IND;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
forbudt	заборонене	forbudt	заборонений	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
forbudt	заборонений	forbudt	заборонений	ADJ;INDF;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
forbudt	заборонене	forbudt	заборонений	ADJ;INDF;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
baggrunden	тло	baggrund	тло	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
baggrunden	тла	baggrund	тло	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
elsker	кохаю	elske	кохати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
elsker	любить	elske	любити	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
elsker	кохає	elske	кохати	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
