mac	maca	mac	maca	N;NOM;MASC;SG	N;NOM;FEM;SG
omogućeno	zapnuté	omogućiti	zapnutý	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
omogućeno	povolená	omogućiti	povolený	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nil	níle	nil	nílo	N;NOM;MASC;SG	N;NOM;FEM;SG
specifičan	špecifické	specifičan	špecifický	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
specifičan	konkrétne	specifičan	konkrétny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
specifičan	špecifická	specifičan	špecifický	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
specifičan	osobitné	specifičan	osobitný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
specifičan	špecifický	specifičan	špecifický	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
demokracija	demokracia	demokracija	demokracia	N;NOM;FEM;SG	N;NOM;FEM;SG
čimbenik	činiteľ	čimbenik	činiteľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
čimbenik	faktor	čimbenik	faktor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
modul	modul	modul	moduť	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
uništava	ničí	uništavati	nič	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
uništava	zničí	uništavati	zničiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
uništava	ničí	uništavati	nič	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
materije	hmoty	materija	hmot	N;NOM;FEM;PL	N;NOM;FEM;PL
tenor	tenor	tenor	tenor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
rap	rap	rap	rap	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
uhićenja	zatknutia	uhićenje	zatknutie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
uhićenja	zatknutí	uhićenje	zatknutie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
grafika	grafika	grafik	grafika	N;NOM;FEM;SG	N;NOM;FEM;SG
strasti	vášne	strast	vášne	N;NOM;FEM;PL	N;NOM;FEM;PL
strasti	vášne	strast	vášne	N;NOM;FEM;PL	N;NOM;FEM;PL
mustela	mustela	mustel	musteľ	N;NOM;FEM;SG	N;NOM;FEM;SG
tribine	tribúny	tribina	tribún	N;NOM;FEM;PL	N;NOM;FEM;PL
ustavni	ústavné	ustavan	ústavný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
ustavni	ústavný	ustavan	ústavný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
presuda	rozsudok	presuda	rozsudok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
presuda	veta	presuda	veto	N;NOM;FEM;SG	N;NOM;FEM;SG
presuda	rozsudok	presuda	rozsudok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
presuda	verdikt	presuda	verdikt	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
presuda	rozsudok	presuda	rozsudok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
presuda	úsudok	presuda	úsudok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
tipičan	typický	tipičan	typický	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tipičan	typická	tipičan	typický	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
tipičan	typické	tipičan	typický	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
pojačanja	posily	pojačanje	posila	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
pretjerano	prehnane	pretjerano	prehnať	ADV	ADV
pretjerano	nadmieru	pretjerano	nadmieru	ADV	ADV
brodogradilište	lodenica	brodogradilište	lodenica	N;NOM;NEUT;SG	N;NOM;FEM;SG
mapa	mapa	mapa	mapa	N;NOM;FEM;SG	N;NOM;FEM;SG
višak	prebytok	višak	prebytok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
višak	nadbytok	višak	nadbytok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
višak	prebytok	višak	prebytok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
višak	nadbytok	višak	nadbytok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
teoretski	teoreticky	teoretski	teoreticky	ADV	ADV
manjak	nedostatok	manjak	nedostatok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
manjak	deficit	manjak	deficit	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
uvjeren	presvedčený	uvjeren	presvedčený	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
uvjeren	presvedčený	uvjeren	presvedčený	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
uvjeren	presvedčená	uvjeren	presvedčený	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
allmusic	allmusic	allmusic	allmusic	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
planirano	plánované	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
planirano	naplánovaný	planirati	naplánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
planirano	plánovaný	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
planirano	naplánované	planirati	naplánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
planirano	plánovaná	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
planirano	plánované	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
planirano	plánovaný	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
planirano	naplánovaná	planirati	naplánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
planirano	plánovaná	planirati	plánovaný	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
automobili	automobily	automobil	automobiť	N;NOM;MASC;PL	N;NOM;FEM;PL
automobili	autá	automobil	auto	N;NOM;MASC;PL	N;NOM;NEUT;PL
operativni	prevádzkové	operativan	prevádzkový	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
operativni	prevádzková	operativan	prevádzkový	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
najbrži	najrýchlejší	držit	rýchly	ADJ;NOM;DEF;RL;MASC;SG	ADJ;ANIM;NOM;RL;MASC;SG
konjica	kavaléria	konjica	kavalérium	N;NOM;FEM;SG	N;NOM;FEM;SG
prihvati	akceptovať	prihvatiti	akceptovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
prihvati	prijať	prihvatiti	prijať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
becker	becker	becker	becker	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zaposlen	zamestnaný	zaposliti	zamestnaný	ADJ;NOM;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
zaposlen	zamestnané	zaposliti	zamestnaný	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zaposlen	zamestnaná	zaposliti	zamestnaný	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
odvajanje	oddeľovanie	odvajanje	oddeľovanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odvajanje	oddelenie	odvajanje	oddelenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
arheolog	archeológ	arheol	archeológ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
arheolog	archeológ	arheol	archeológ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
odgovori	odpovede	odgovor	odpoveď	N;NOM;MASC;PL	N;NOM;FEM;PL
registar	register	registar	register	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
registar	registrácia	registar	registrácia	N;NOM;MASC;SG	N;NOM;FEM;SG
registar	register	registar	register	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
oslanja	opiera	oslanjati	opiera	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
oslanja	spolieha	oslanjati	spoliehať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
adrese	adresy	adresa	adresa	N;NOM;FEM;PL	N;NOM;FEM;PL
paše	zmestí	pašiti	zmestiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
paše	sedí	pašiti	sedieť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
paše	pasuje	pašiti	pasovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
zastupa	zastupuje	zastup	zastupovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
zastupa	predstavuje	zastup	predstavovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
zastupa	reprezentuje	zastup	reprezentovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
privremeni	dočasné	privremen	dočasný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
privremeni	dočasný	privremen	dočasný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
privremeni	dočasná	privremen	dočasný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
rafinesque	rafinesque	rafinest	rafinesque	N;NOM;MASC;SG	N;NOM;FEM;SG
istrage	vyšetrovania	istraga	vyšetrovanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
istrage	vyšetrenia	istraga	vyšetrenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
umjetnica	umelec	umjetnica	umelec	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
umjetnica	umelkyňa	umjetnica	umelkyňa	N;NOM;FEM;SG	N;NOM;FEM;SG
deveti	deviaty	deveti	deviaty	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
prijateljska	priateľské	prijateljski	priateľský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
prijateljska	priateľská	prijateljski	priateľský	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
prijateljska	priateľský	prijateljski	priateľský	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
biološki	biologicky	biološki	biologicky	ADV	ADV
biološki	biologicky	biološki	biologicky	ADV	ADV
umijeće	zručnosť	umijeće	zručnosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
stolica	kreslo	stolica	kreslo	N;NOM;FEM;SG	N;NOM;NEUT;SG
stolica	predseda	stolica	predseda	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
stolica	stolička	stolica	stolička	N;NOM;FEM;SG	N;NOM;FEM;SG
stolica	stolica	stolica	stolica	N;NOM;FEM;SG	N;NOM;FEM;SG
kornjača	korytnačka	kornjača	korytnačka	N;NOM;FEM;SG	N;NOM;FEM;SG
kornjača	korytnačka	kornjača	korytnačka	N;NOM;FEM;SG	N;NOM;FEM;SG
oštećen	poškodený	oštetiti	poškodený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
oštećen	poškodená	oštetiti	poškodený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
oštećen	poškodené	oštetiti	poškodený	ADJ;NOM;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
smjesa	zmes	smjes	zmes	N;NOM;FEM;SG	N;NOM;FEM;SG
katastrofa	pohroma	katastrofa	pohroma	N;NOM;FEM;SG	N;NOM;FEM;SG
katastrofa	katastrofa	katastrofa	katastrofa	N;NOM;FEM;SG	N;NOM;FEM;SG
katastrofa	katastrofa	katastrofa	katastrofa	N;NOM;FEM;SG	N;NOM;FEM;SG
srušena	zbúrané	srušiti	zbúraný	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pionir	pionier	pionir	pionier	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
jaje	vajíčko	jaje	vajíčko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jaje	vajca	jaje	vajce	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jaje	vajce	jaje	vajce	N;NOM;NEUT;SG	N;NOM;NEUT;SG
višestruki	viacnásobné	višestruk	viacnásobný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
višestruki	viaceré	višestruk	viacero	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
mana	mana	mana	mana	N;NOM;FEM;SG	N;NOM;FEM;SG
oštećena	poškodený	oštetiti	poškodený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
oštećena	poškodená	oštetiti	poškodený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
oštećena	poškodené	oštetiti	poškodený	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
promociju	propagáciu	promocija	propagácia	N;ACC;FEM;SG	N;ACC;FEM;SG
presude	rozsudky	presuda	rozsudok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
zalihe	zásoby	zaliha	zásob	N;NOM;FEM;PL	N;NOM;FEM;PL
zalihe	dodávky	zaliha	dodávka	N;NOM;FEM;PL	N;NOM;FEM;PL
usvojena	prijatý	usvojiti	prijatý	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
usvojena	prijaté	usvojiti	prijatý	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
usvojena	prijatá	usvojiti	prijatý	ADJ;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fotografiju	fotku	fotografija	fotka	N;ACC;FEM;SG	N;ACC;FEM;SG
krugovi	kruhy	krug	kruh	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
komplikacija	komplikácia	komplikacija	komplikácia	N;NOM;FEM;SG	N;NOM;FEM;SG
dobitnici	víťazi	dobitnik	víťaz	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
lana	lana	lana	lana	N;NOM;FEM;SG	N;NOM;NEUT;SG
crtež	kresba	crtež	kresba	N;NOM;MASC;SG	N;NOM;FEM;SG
crtež	kreslenie	crtež	kreslenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
crtež	výkres	crtež	výkres	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pivo	piva	pivo	pivo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	pivo	pivo	pivo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pivo	pivko	pivo	pivko	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
zakonski	zákonne	zakonski	zákonne	ADV	ADV
zakonski	legálne	zakonski	legálny	ADV	ADV
prah	prach	prah	prach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
prah	prášok	prah	prášok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
alternativni	alternatívne	alternativan	alternatívne	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
alternativni	alternatívna	alternativan	alternatívny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
alternativni	alternatívny	alternativan	alternatívny	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
alternativni	náhradné	alternativan	náhradný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
alternativni	alternatívne	alternativan	alternatívne	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
alternativni	alternatívna	alternativan	alternatívny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
alternativni	alternatívny	alternativan	alternatívny	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
daniela	daniela	daniel	daniel	N;NOM;FEM;SG	N;NOM;FEM;SG
daniela	daniel	daniel	danieť	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
strategije	stratégie	strategija	stratégia	N;NOM;FEM;PL	N;NOM;FEM;PL
strategije	stratégie	strategija	stratégia	N;NOM;FEM;PL	N;NOM;FEM;PL
tipični	typický	tipičan	typický	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tipični	typická	tipičan	typický	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
tipični	typické	tipičan	typický	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
sfere	guľôčky	sfera	guľôčka	N;NOM;FEM;PL	N;NOM;FEM;PL
sfere	sféry	sfera	sféra	N;NOM;FEM;PL	N;NOM;FEM;PL
kronologija	chronológia	kronologija	chronológia	N;NOM;FEM;SG	N;NOM;FEM;SG
bataljun	prápor	bataljun	prápor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
centri	centrá	centar	centrá	N;NOM;MASC;PL	N;NOM;NEUT;PL
centri	centrá	centar	centrá	N;NOM;MASC;PL	N;NOM;NEUT;PL
centri	strediská	centar	stredisko	N;NOM;MASC;PL	N;NOM;NEUT;PL
ranjeno	ranený	raniti	ranený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
ranjeno	zranený	raniti	zranený	ADJ;NOM;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
uživao	tešil	uživati	tešiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
uživao	užil	uživati	užiť	V;MASC;SG;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
perkins	perkins	perkins	perkins	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
prijateljstva	priateľstvá	prijateljstvo	priateľstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
prijateljstva	priateľstva	prijateljstvo	priateľstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
bečki	viedenský	bečka	viedenský	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
spielberg	spielberg	spielberg	spielberg	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
dodavanje	pridávanie	dodavanje	pridávanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
dodavanje	pridanie	dodavanje	pridanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
arsen	arzén	arsen	arzén	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
sačuvati	zachovávať	sačuvati	zachovávať	V;NFIN	V;IPFV;POS;NFIN
sačuvati	uchovať	sačuvati	uchovať	V;NFIN	V;PFV;POS;NFIN
sačuvati	zachovať	sačuvati	zachovať	V;NFIN	V;PFV;POS;NFIN
pravna	zákonné	pravan	zákonný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
pravna	právna	pravan	právny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
pravna	právny	pravan	právny	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
trend	trend	trend	trend	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
trend	tendencia	trend	tendencia	N;NOM;MASC;SG	N;NOM;FEM;SG
