prototype	prototype	prototype	prototype	N;NEUT;SG	N;MASC;SG
bewoning	occupation	bewoning	occupation	N;MASC+FEM;SG	N;FEM;SG
bewoning	habitation	bewoning	habitation	N;MASC+FEM;SG	N;FEM;SG
geïdentificeerd	identifiée	dentificeren	identifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geïdentificeerd	identifié	dentificeren	identifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geïdentificeerd	identifiées	dentificeren	identifier	V;V.PTCP	V;FEM;PL;PST;V.PTCP
geïdentificeerd	identifiés	dentificeren	identifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geluiden	sons	geluiden	son	N;PL	N;MASC;PL
geluiden	bruits	geluiden	bruit	N;PL	N;MASC;PL
geluiden	bruits	geluiden	bruit	N;PL	N;MASC;PL
begrijpt	comprend	begrijpen	comprendre	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
partido	partido	partido	partido	N;MASC+FEM;SG	N;MASC;SG
evangelische	évangélique	evangelisch	évangélique	ADJ	ADJ;MASC;SG
geschorst	suspendu	schorsen	suspendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geschorst	suspendues	schorsen	suspendu	V;V.PTCP	V;FEM;PL;PST;V.PTCP
geschorst	suspendue	schorsen	suspendre	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geschorst	suspendus	schorsen	suspendu	V;V.PTCP	V;MASC;PL;PST;V.PTCP
hero	héro	hero	héro	N;MASC+FEM;SG	N;MASC;SG
hero	héros	hero	héros	N;MASC+FEM;SG	N;MASC;SG
hero	hero	hero	hero	N;MASC+FEM;SG	N;MASC;SG
meesters	masters	meester	master	N;PL	N;MASC;PL
meesters	capitaines	meester	capitaine	N;PL	N;MASC;PL
meesters	maîtres	meester	maître	N;PL	N;MASC;PL
verwerven	acquérir	verwerven	acquérir	V;NFIN	V;NFIN
verwerven	acquérir	verwerven	acquérir	V;NFIN	V;NFIN
saxofoon	saxophone	saxofoon	saxophone	N;MASC+FEM;SG	N;MASC;SG
saxofoon	saxophone	saxofoon	saxophone	N;MASC+FEM;SG	N;MASC;SG
voorkwam	empêchée	voorkomen	empêcher	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
voorkwam	empêché	voorkomen	empêcher	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
fiche	jeton	fich	jeton	N;MASC+FEM;SG	N;MASC;SG
fiche	puce	fich	puce	N;MASC+FEM;SG	N;FEM;SG
vietnamese	vietnamiens	vietnamees	vietnamien	ADJ	ADJ;MASC;PL
vietnamese	vietnamien	vietnamees	vietnamien	ADJ	ADJ;MASC;SG
vietnamese	vietnamienne	vietnamees	vietnamien	ADJ	ADJ;FEM;SG
vietnamese	vietnamiennes	vietnamees	vietnamien	ADJ	ADJ;FEM;PL
collegiale	collégiale	collegiaal	collégial	ADJ	ADJ;FEM;SG
collegiale	collégial	collegiaal	collégial	ADJ	ADJ;MASC;SG
goal	objectif	goal	objectif	N;MASC+FEM;SG	N;MASC;SG
goal	but	goal	but	N;MASC+FEM;SG	N;MASC;SG
familienaam	nom	familienaam	nom	N;MASC+FEM;SG	N;MASC;SG
familienaam	patronyme	familienaam	patronyme	N;MASC+FEM;SG	N;MASC;SG
spijt	regret	spijt	regret	N;MASC+FEM;SG	N;MASC;SG
kristallen	cristaux	kristal	cristal	N;PL	N;MASC;PL
kristallen	cristaux	kristal	cristal	N;PL	N;MASC;PL
alliance	alliance	alliance	alliance	N;MASC+FEM;SG	N;FEM;SG
genezen	guérir	genezen	guérir	V;V.PTCP	V;NFIN
genezen	guéris	genezen	guéris	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genezen	guérit	genezen	guérit	V;V.PTCP	V;IND;SG;3;PRS;FIN
genezen	guérir	genezen	guérir	V;V.PTCP	V;NFIN
genezen	guérie	genezen	guérie	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genezen	soigné	genezen	soigné	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genezen	guéris	genezen	guéris	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genezen	guéri	genezen	guéri	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genezen	guérir	genezen	guérir	V;V.PTCP	V;NFIN
genezen	guérie	genezen	guérie	V;V.PTCP	V;FEM;SG;PST;V.PTCP
genezen	soigné	genezen	soigné	V;V.PTCP	V;MASC;SG;PST;V.PTCP
genezen	guéris	genezen	guéris	V;V.PTCP	V;MASC;PL;PST;V.PTCP
genezen	guéri	genezen	guéri	V;V.PTCP	V;MASC;SG;PST;V.PTCP
apparaten	électroménagers	apparaat	électroménager	N;PL	N;MASC;PL
apparaten	appareils	apparaat	appareil	N;PL	N;MASC;PL
apparaten	dispositifs	apparaat	dispositif	N;PL	N;MASC;PL
apparaten	appareils	apparaat	appareil	N;PL	N;MASC;PL
radioactief	radioactive	radioactief	radioactif	ADJ	ADJ;FEM;SG
radioactief	radioactifs	radioactief	radioactif	ADJ	ADJ;MASC;PL
radioactief	radioactif	radioactief	radioactif	ADJ	ADJ;MASC;SG
radioactief	radioactives	radioactief	radioactif	ADJ	ADJ;FEM;PL
besliste	décidée	beslissen	décider	V;SG;PST;FIN	V;FEM;SG;PST;V.PTCP
besliste	décidé	beslissen	décider	V;SG;PST;FIN	V;MASC;SG;PST;V.PTCP
sahara	sahara	sahara	sahara	N;MASC+FEM;SG	N;MASC;SG
hel	enfer	hel	enfer	N;MASC+FEM;SG	N;MASC;SG
gebed	prière	gebed	prière	N;NEUT;SG	N;FEM;SG
vensters	vitres	venster	vitre	N;PL	N;FEM;PL
vensters	fenêtres	venster	fenêtre	N;PL	N;FEM;PL
earl	comte	earl	comte	N;MASC+FEM;SG	N;MASC;SG
maag	ventre	maag	ventre	N;MASC+FEM;SG	N;MASC;SG
maag	estomac	maag	estomac	N;MASC+FEM;SG	N;MASC;SG
maarschalk	marshal	maarschalk	marshall	N;MASC+FEM;SG	N;MASC;SG
maarschalk	maréchal	maarschalk	maréchal	N;MASC+FEM;SG	N;MASC;SG
getest	testé	esten	tester	V;V.PTCP	V;MASC;SG;PST;V.PTCP
getest	testés	esten	tester	V;V.PTCP	V;MASC;PL;PST;V.PTCP
getest	testée	esten	testée	V;V.PTCP	V;FEM;SG;PST;V.PTCP
getest	testées	esten	tester	V;V.PTCP	V;FEM;PL;PST;V.PTCP
aantonen	démontrant	aanton	démontrer	V;NFIN	V;PRS;V.PTCP
aantonen	démontrer	aanton	démontrer	V;NFIN	V;NFIN
hagedissen	lézards	hagedis	lézard	N;PL	N;MASC;PL
hagedissen	lézards	hagedis	lézard	N;PL	N;MASC;PL
alinea	paragraphe	alinea	paragraphe	N;MASC+FEM;SG	N;MASC;SG
alinea	alinéa	alinea	alinéa	N;MASC+FEM;SG	N;MASC;SG
stijlen	styles	stijl	style	N;PL	N;MASC;PL
schelp	coquillage	schelp	coquillage	N;MASC+FEM;SG	N;MASC;SG
schelp	coquille	schelp	coquille	N;MASC+FEM;SG	N;FEM;SG
schelp	shell	schelp	shell	N;MASC+FEM;SG	N;MASC;SG
norte	norte	nort	nort	N;MASC+FEM;SG	N;FEM;SG
lutherse	luthérienne	luthers	luthérien	ADJ	ADJ;FEM;SG
vitamine	vitamine	vitamine	vitamine	N;MASC+FEM;SG	N;FEM;SG
routes	routes	route	route	N;PL	N;FEM;PL
routes	itinéraires	route	itinéraire	N;PL	N;MASC;PL
