през	keresztül	през	keresztül	ADP	ADP
проучване	felmérést	проучване	felmérés	N;INDF;NEUT;SG	N;ACC;SG
наблюдение	megfigyelés	наблюдение	megfigyelés	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	ellenőrzés	наблюдение	ellenőrzés	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	észrevétel	наблюдение	észrevétel	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	megfigyelés	наблюдение	megfigyelés	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	felügyelet	наблюдение	felügyelet	N;INDF;NEUT;SG	N;NOM;SG
наблюдение	megfigyelés	наблюдение	megfigyelés	N;INDF;NEUT;SG	N;NOM;SG
съжаление	szánalom	съжаление	szánalom	N;INDF;NEUT;SG	N;NOM;SG
съжаление	megbánás	съжаление	megbánás	N;INDF;NEUT;SG	N;NOM;SG
хор	kórus	хор	kórus	N;INDF;MASC;SG	N;NOM;SG
хор	kórus	хор	kórus	N;INDF;MASC;SG	N;NOM;SG
хор	hórusz	хор	hórusz	N;INDF;MASC;SG	N;NOM;SG
оръдие	ágyú	оръдие	ágyú	N;INDF;NEUT;SG	N;NOM;SG
бие	veri	бия-(се)	veri	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
бие	ver	бия-(се)	ver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
уики	wiki	уика	wiki	N;INDF;FEM;SG	N;NOM;SG
гласуването	szavazás	гласуване	szavazás	N;DEF;NEUT;SG	N;NOM;SG
гласуването	szavazati	гласуване	szavazati	N;DEF;NEUT;SG	N;NOM;SG
привлича	vonzza	привличам	vonz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
привлича	vonz	привличам	vonz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
жената	nő	жена	nő	N;DEF;FEM;SG	N;NOM;SG
жената	asszony	жена	asszony	N;DEF;FEM;SG	N;NOM;SG
постижения	eredmények	постижение	eredmény	N;INDF;NEUT;PL	N;NOM;PL
лиценз	jogosítvány	лиценз	jogosítvány	N;INDF;MASC;SG	N;NOM;SG
лиценз	jogosítványt	лиценз	jogosítvány	N;INDF;MASC;SG	N;ACC;SG
частици	részecskék	частица	részecskék	N;INDF;FEM;PL	N;NOM;PL
частици	részecskék	частица	részecskék	N;INDF;FEM;PL	N;NOM;PL
мрежи	hálók	мрежа	háló	N;INDF;FEM;PL	N;NOM;PL
мрежи	hálózatok	мрежа	hálózat	N;INDF;FEM;PL	N;NOM;PL
структури	struktúrák	структура	struktúra	N;INDF;FEM;PL	N;NOM;PL
структури	szerkezetek	структура	szerkezet	N;INDF;FEM;PL	N;NOM;PL
резолюция	állásfoglalás	резолюция	állásfoglalás	N;INDF;FEM;SG	N;NOM;SG
резолюция	határozat	резолюция	határozat	N;INDF;FEM;SG	N;NOM;SG
резолюция	felbontás	резолюция	felbontás	N;INDF;FEM;SG	N;NOM;SG
морска	tengerészeti	морски	tengerészeti	ADJ;INDF;FEM;SG	ADJ;NOM;SG
полиция	rendőrség	полиция	rendőrség	N;INDF;FEM;SG	N;NOM;SG
полиция	rendőr	полиция	rendőr	N;INDF;FEM;SG	N;NOM;SG
движения	indítványok	движение	indítvány	N;INDF;NEUT;PL	N;NOM;PL
канадски	kanadai	канадски	kanadai	ADJ;INDF;MASC;SG	ADJ;NOM;SG
флаг	zászló	флаг	zászló	N;INDF;MASC;SG	N;NOM;SG
архив	archívum	архив	archívum	N;INDF;MASC;SG	N;NOM;SG
архив	archívum	архив	archívum	N;INDF;MASC;SG	N;NOM;SG
производител	producer	производител	producer	N;INDF;MASC;SG	N;NOM;SG
риби	halak	риба	hal	N;INDF;FEM;PL	N;NOM;PL
риби	halak	риба	hal	N;INDF;FEM;PL	N;NOM;PL
основаването	alapító	основаване	alapító	N;DEF;NEUT;SG	N;NOM;SG
отразява	tükrözi	отразявам-(се)	tükröz	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
кола	autóval	кола	autó	N;INDF;FEM;SG	N;INS;SG
кола	kocsi	кола	kocsi	N;INDF;FEM;SG	N;NOM;SG
кола	autó	кола	autó	N;INDF;FEM;SG	N;NOM;SG
рисува	fest	рисувам	fest	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
рисува	rajzol	рисувам	rajzol	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
разпространява	terjed	разпространявам-(се)	terjed	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
лента	fólia	лента	fólia	N;INDF;FEM;SG	N;NOM;SG
лента	film	лента	film	N;INDF;FEM;SG	N;NOM;SG
лента	zenekar	лента	zenekar	N;INDF;FEM;SG	N;NOM;SG
лента	szalag	лента	szalag	N;INDF;FEM;SG	N;NOM;SG
лента	kazetta	лента	kazett	N;INDF;FEM;SG	N;NOM;SG
лента	szalagot	лента	szalag	N;INDF;FEM;SG	N;ACC;SG
лента	szalag	лента	szalag	N;INDF;FEM;SG	N;NOM;SG
лента	sáv	лента	sáv	N;INDF;FEM;SG	N;NOM;SG
лента	szalag	лента	szalag	N;INDF;FEM;SG	N;NOM;SG
философи	filozófusok	философ	filozófus	N;INDF;MASC;PL	N;NOM;PL
крайцер	cirkáló	крайцер	cirkáló	N;INDF;MASC;SG	N;NOM;SG
запис	felvétel	запис	felvétel	N;INDF;MASC;SG	N;NOM;SG
запис	rögzítés	запис	rögzítés	N;INDF;MASC;SG	N;NOM;SG
запис	lemez	запис	lemez	N;INDF;MASC;SG	N;NOM;SG
запис	mentés	запис	mentés	N;INDF;MASC;SG	N;NOM;SG
запис	mentése	запис	mentés	N;INDF;MASC;SG	N;NOM;SG
запис	videó	запис	videó	N;INDF;MASC;SG	N;NOM;SG
запис	video	запис	video	N;INDF;MASC;SG	N;NOM;SG
запис	videót	запис	videó	N;INDF;MASC;SG	N;ACC;SG
фантастика	kitaláció	фантастика	kitaláció	N;INDF;FEM;SG	N;NOM;SG
фантастика	fikció	фантастика	fikció	N;INDF;FEM;SG	N;NOM;SG
теории	elméletek	теория	elmélet	N;INDF;FEM;PL	N;NOM;PL
назначава	kinevezni	назначавам	kinevez	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
гражданин	állampolgár	гражданин	állampolgár	N;INDF;MASC;SG	N;NOM;SG
куче	kutyus	куче	kutyus	N;INDF;NEUT;SG	N;NOM;SG
куче	kutya	куче	kutya	N;INDF;NEUT;SG	N;NOM;SG
климатът	éghajlat	климат	éghajlat	N;DEF;MASC;SG	N;NOM;SG
климатът	klíma	климат	klíma	N;DEF;MASC;SG	N;NOM;SG
необходими	szükségesek	необходим	szükséges	ADJ;INDF;PL	ADJ;NOM;PL
граждански	polgári	граждански	polgári	ADJ;INDF;MASC;SG	ADJ;NOM;SG
граждански	polgári	граждански	polgári	ADJ;INDF;MASC;SG	ADJ;NOM;SG
царе	királyok	царе	király	N;INDF;MASC;PL	N;NOM;PL
векове	évszázadok	век	évszázad	N;INDF;MASC;PL	N;NOM;PL
векове	évszázadokkal	век	évszázad	N;INDF;MASC;PL	N;INS;PL
предмет	objektum	предмет	ob	N;INDF;MASC;SG	N;NOM;SG
предмет	tárgy	предмет	tárgy	N;INDF;MASC;SG	N;NOM;SG
адам	ádám	адам	ádám	N;INDF;MASC;SG	N;NOM;SG
продукция	kimeneti	продукция	kimeneti	N;INDF;FEM;SG	N;NOM;SG
продукция	kibocsátás	продукция	kibocsátás	N;INDF;FEM;SG	N;NOM;SG
продукция	kimenő	продукция	kimenő	N;INDF;FEM;SG	N;NOM;SG
продукция	előállítás	продукция	előállítás	N;INDF;FEM;SG	N;NOM;SG
продукция	gyártás	продукция	gyártás	N;INDF;FEM;SG	N;NOM;SG
продукция	termelés	продукция	termelés	N;INDF;FEM;SG	N;NOM;SG
трилър	thriller	трилър	thriller	N;INDF;MASC;SG	N;NOM;SG
програмиране	programozás	програмиране	programozás	N;INDF;NEUT;SG	N;NOM;SG
сомалия	szomália	сомалия	szomália	N;INDF;FEM;SG	N;NOM;SG
сомалия	szomália	сомалия	szomália	N;INDF;FEM;SG	N;NOM;SG
автомобил	autóval	автомобил	autó	N;INDF;MASC;SG	N;INS;SG
автомобил	kocsi	автомобил	kocsi	N;INDF;MASC;SG	N;NOM;SG
автомобил	autó	автомобил	autó	N;INDF;MASC;SG	N;NOM;SG
автомобил	járművel	автомобил	jármű	N;INDF;MASC;SG	N;INS;SG
автомобил	jármű	автомобил	jármű	N;INDF;MASC;SG	N;NOM;SG
автомобил	gépjármű	автомобил	gépjármű	N;INDF;MASC;SG	N;NOM;SG
кръвта	vér	кръв	vér	N;DEF;FEM;SG	N;NOM;SG
партизани	gerillák	партизанин	gerilla	N;INDF;MASC;PL	N;NOM;PL
партизани	gerillák	партизанин	gerilla	N;INDF;MASC;PL	N;NOM;PL
партизани	partizánok	партизанин	partizán	N;INDF;MASC;PL	N;NOM;PL
открития	felfedezések	откритие	felfedezés	N;INDF;NEUT;PL	N;NOM;PL
открития	megállapítások	откритие	megállapítás	N;INDF;NEUT;PL	N;NOM;PL
открития	leletek	откритие	lelet	N;INDF;NEUT;PL	N;NOM;PL
градска	városi	градски	városi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
дъщери	lányai	дъщеря	lány	N;INDF;FEM;PL	N;NOM;PL
господар	mester	господар	mester	N;INDF;MASC;SG	N;NOM;SG
нападение	támadás	нападение	támadás	N;INDF;NEUT;SG	N;NOM;SG
пояс	fűző	пояс	fűző	N;INDF;MASC;SG	N;NOM;SG
мащаб	mérleg	мащаб	mérleg	N;INDF;MASC;SG	N;NOM;SG
мащаб	skálán	мащаб	skálán	N;INDF;MASC;SG	N;ON+ESS;SG
мащаб	skála	мащаб	skála	N;INDF;MASC;SG	N;NOM;SG
ръст	növekedés	ръст	növekedés	N;INDF;MASC;SG	N;NOM;SG
ръст	magassága	ръст	magasság	N;INDF;MASC;SG	N;NOM;SG
сътрудник	munkatárs	сътрудник	munkatárs	N;INDF;MASC;SG	N;NOM;SG
корабите	hajók	кораб	hajó	N;DEF;MASC;PL	N;NOM;PL
тел	drót	тел	dró	N;INDF;FEM;SG	N;NOM;SG
тел	vezeték	тел	vezeték	N;INDF;FEM;SG	N;NOM;SG
спортисти	sportolók	спортист	sportoló	N;INDF;MASC;PL	N;NOM;PL
спортисти	sportolók	спортист	sportoló	N;INDF;MASC;PL	N;NOM;PL
търговска	kereskedelmi	търговски	kereskedelmi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
вяра	hitem	вяра	hít	N;INDF;FEM;SG	N;NOM;SG
вяра	hit	вяра	hi	N;INDF;FEM;SG	N;NOM;SG
вяра	hittel	вяра	hit	N;INDF;FEM;SG	N;INS;SG
вяра	hitet	вяра	hít	N;INDF;FEM;SG	N;ACC;SG
евреите	zsidók	евреин	zsidó	N;DEF;MASC;PL	N;NOM;PL
киното	mozi	кино	mozi	N;DEF;NEUT;SG	N;NOM;SG
изложба	kiállítás	изложба	kiállítás	N;INDF;FEM;SG	N;NOM;SG
изложба	kiállítás	изложба	kiállítás	N;INDF;FEM;SG	N;NOM;SG
изложба	kiállítása	изложба	kiállítás	N;INDF;FEM;SG	N;NOM;SG
конгреса	kongresszus	конгрес	kongresszus	N;DEF;MASC;SG	N;NOM;SG
пещера	barlang	пещера	barlang	N;INDF;FEM;SG	N;NOM;SG
пещера	barlangot	пещера	barlangot	N;INDF;FEM;SG	N;ACC;SG
плато	fennsík	плато	fennsík	N;INDF;NEUT;SG	N;NOM;SG
грешки	hibák	грешка	hiba	N;INDF;FEM;PL	N;NOM;PL
грешки	hibákat	грешка	hiba	N;INDF;FEM;PL	N;ACC;PL
грешки	hibák	грешка	hiba	N;INDF;FEM;PL	N;NOM;PL
грешки	hibákat	грешка	hiba	N;INDF;FEM;PL	N;ACC;PL
насекоми	rovarok	насекомя	rovar	N;INDF;MASC;PL	N;NOM;PL
насекоми	rovarok	насекомя	rovar	N;INDF;MASC;PL	N;NOM;PL
насекоми	rovarok	насекомя	rovar	N;INDF;MASC;PL	N;NOM;PL
насекоми	bogarak	насекомя	bogarak	N;INDF;MASC;PL	N;NOM;PL
племето	törzs	племе	törzs	N;DEF;NEUT;SG	N;NOM;SG
служби	szolgáltatások	служба	szolgáltatás	N;INDF;FEM;PL	N;NOM;PL
доведе	hozott	доведа	hoz	V;PFV;IND;SG;3;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
доведе	hozta	доведа	hoz	V;PFV;IND;SG;3;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
доведе	vezetett	доведа	vezetett	V;PFV;IND;SG;3;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
рали	gyülekező	рали	gyülekező	N;INDF;NEUT;SG	N;NOM;SG
рали	gyűlés	рали	gyűlés	N;INDF;NEUT;SG	N;NOM;SG
вкус	íze	вкус	íze	N;INDF;MASC;SG	N;NOM;SG
вкус	íze	вкус	íze	N;INDF;MASC;SG	N;NOM;SG
вкус	aroma	вкус	arom	N;INDF;MASC;SG	N;NOM;SG
вкус	íz	вкус	íz	N;INDF;MASC;SG	N;NOM;SG
принципи	alapelvei	принцип	alapelvei	N;INDF;MASC;PL	N;NOM;PL
принципи	elvek	принцип	elvek	N;INDF;MASC;PL	N;NOM;PL
принципи	alapelvek	принцип	alapelv	N;INDF;MASC;PL	N;NOM;PL
оставка	lemondását	оставка	lemondás	N;INDF;FEM;SG	N;ACC;SG
загубата	veszteség	загуба	veszteség	N;DEF;FEM;SG	N;NOM;SG
аристокрация	arisztokrácia	аристокрация	arisztokrácia	N;INDF;FEM;SG	N;NOM;SG
властите	hatóságok	власт	hatóság	N;DEF;FEM;PL	N;NOM;PL
месеци	hónapokig	месец	hónap	N;INDF;MASC;PL	N;PL
месеци	hónapok	месец	hónap	N;INDF;MASC;PL	N;NOM;PL
съответствие	megfelelőség	съответствие	megfelelőség	N;INDF;NEUT;SG	N;NOM;SG
съответствие	megfeleltetés	съответствие	megfeleltetés	N;INDF;NEUT;SG	N;NOM;SG
съответствие	megfelelőség	съответствие	megfelelőség	N;INDF;NEUT;SG	N;NOM;SG
джамия	mecset	джам	mecset	N;INDF;FEM;SG	N;NOM;SG
сума	összeg	сума	összeg	N;INDF;FEM;SG	N;NOM;SG
сума	összeg	сума	összeg	N;INDF;FEM;SG	N;NOM;SG
поражение	vereség	поражение	vereség	N;INDF;NEUT;SG	N;NOM;SG
драматург	drámaíró	драматург	drámaíró	N;INDF;MASC;SG	N;NOM;SG
надолу	le	надолу	le	ADV	ADV
ген	gén	генерал	gén	N;INDF;MASC;SG	N;NOM;SG
тунис	tunézia	тунис	tunézia	N;INDF;MASC;SG	N;NOM;SG
тунис	tunézia	тунис	tunézia	N;INDF;MASC;SG	N;NOM;SG
тунис	tunisz	тунис	tunisz	N;INDF;MASC;SG	N;NOM;SG
минало	múlt	минало	múlt	N;INDF;NEUT;SG	N;NOM;SG
състоянието	állapota	състояние	állapot	N;DEF;NEUT;SG	N;NOM;SG
състоянието	feltétel	състояние	feltétel	N;DEF;NEUT;SG	N;NOM;SG
състоянието	állapot	състояние	állap	N;DEF;NEUT;SG	N;NOM;SG
желанието	vágy	желание	vágy	N;DEF;NEUT;SG	N;NOM;SG
минута	perc	минута	perc	N;INDF;FEM;SG	N;NOM;SG
основателите	alapítók	основател	alapító	N;DEF;MASC;PL	N;NOM;PL
признание	vallomás	признание	vallomás	N;INDF;NEUT;SG	N;NOM;SG
признание	megjelenítés	признание	megjelenítés	N;INDF;NEUT;SG	N;NOM;SG
признание	elismerés	признание	elismerés	N;INDF;NEUT;SG	N;NOM;SG
признание	felismerés	признание	felismerés	N;INDF;NEUT;SG	N;NOM;SG
проверка	ellenőrzése	проверка	ellenőrzés	N;INDF;FEM;SG	N;NOM;SG
проверка	vizsgálat	проверка	vizsgálat	N;INDF;FEM;SG	N;NOM;SG
проверка	ellenőrzés	проверка	ellenőrzés	N;INDF;FEM;SG	N;NOM;SG
проверка	csekk	проверка	csekk	N;INDF;FEM;SG	N;NOM;SG
проверка	csekket	проверка	csekket	N;INDF;FEM;SG	N;ACC;SG
проверка	ellenőrzés	проверка	ellenőrzés	N;INDF;FEM;SG	N;NOM;SG
проверка	hitelesítés	проверка	hitelesítés	N;INDF;FEM;SG	N;NOM;SG
проверка	ellenőrzés	проверка	ellenőrzés	N;INDF;FEM;SG	N;NOM;SG
канали	csatornák	канал	csator	N;INDF;MASC;PL	N;NOM;PL
колони	oszlopok	колона	oszlop	N;INDF;FEM;PL	N;NOM;PL
колони	oszlopok	колона	oszlop	N;INDF;FEM;PL	N;NOM;PL
мляко	tejjel	мляко	tejjel	N;INDF;NEUT;SG	N;NOM;SG
мляко	tej	мляко	tej	N;INDF;NEUT;SG	N;NOM;SG
мляко	tejet	мляко	téj	N;INDF;NEUT;SG	N;ACC;SG
крале	királyok	крал	király	N;INDF;MASC;PL	N;NOM;PL
липсва	hiányzik	липсвам	hiányzik	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
марки	márkák	марка	márka	N;INDF;FEM;PL	N;NOM;PL
марки	bélyegeket	марка	bélyeg	N;INDF;FEM;PL	N;ACC;PL
марки	jelölések	марка	jelölés	N;INDF;FEM;PL	N;NOM;PL
марки	védjegyek	марка	védjegy	N;INDF;FEM;PL	N;NOM;PL
подход	megközelítése	подход	megközelítés	N;INDF;MASC;SG	N;NOM;SG
подход	megközelítés	подход	megközelítés	N;INDF;MASC;SG	N;NOM;SG
обединява	egyesíti	обединявам-(се)	egyesít	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
проход	átjáró	проход	átjáró	N;INDF;MASC;SG	N;NOM;SG
исус	jézus	исус	jézus	N;INDF;MASC;SG	N;NOM;SG
редактиране	edit	редактиране	edit	N;INDF;NEUT;SG	N;NOM;SG
редактиране	módosítás	редактиране	módosítás	N;INDF;NEUT;SG	N;NOM;SG
редактиране	szerkesztése	редактиране	szerkesztés	N;INDF;NEUT;SG	N;NOM;SG
редактиране	vágás	редактиране	vágás	N;INDF;NEUT;SG	N;NOM;SG
комунисти	kommunisták	комунист	kommunista	N;INDF;MASC;PL	N;NOM;PL
ток	áramlat	ток	áramlat	N;INDF;MASC;SG	N;NOM;SG
ток	elektromosság	ток	elektromosság	N;INDF;MASC;SG	N;NOM;SG
ток	villamosenergia	ток	villamosenergia	N;INDF;MASC;SG	N;NOM;SG
режисьори	igazgatók	режисьор	igazgató	N;INDF;MASC;PL	N;NOM;PL
режисьори	filmesek	режисьор	filmes	N;INDF;MASC;PL	N;NOM;PL
телевизията	tv	телевизия	tv	N;DEF;FEM;SG	N;NOM;SG
телевизията	televízió	телевизия	televízió	N;DEF;FEM;SG	N;NOM;SG
заболяване	betegség	заболяване	betegség	N;INDF;NEUT;SG	N;NOM;SG
заболяване	betegség	заболяване	betegség	N;INDF;NEUT;SG	N;NOM;SG
заболяване	megbetegedés	заболяване	megbetegedés	N;INDF;NEUT;SG	N;NOM;SG
ценни	értékesek	ценен	értékes	ADJ;INDF;PL	ADJ;NOM;PL
мандат	kifejezés	мандат	kifejezés	N;INDF;MASC;SG	N;NOM;SG
мандат	megbízás	мандат	megbízás	N;INDF;MASC;SG	N;NOM;SG
мандат	megbízatásának	мандат	megbízatás	N;INDF;MASC;SG	N;GEN;SG
мандат	felhatalmazás	мандат	felhatalmazás	N;INDF;MASC;SG	N;NOM;SG
мандат	megbízatás	мандат	megbízatás	N;INDF;MASC;SG	N;NOM;SG
гласове	szavazatok	глас	szavazat	N;INDF;MASC;PL	N;NOM;PL
гласове	hangok	глас	hang	N;INDF;MASC;PL	N;NOM;PL
гласове	hangokat	глас	hang	N;INDF;MASC;PL	N;ACC;PL
родители	szülei	родител	szül	N;INDF;MASC;PL	N;NOM;PL
родители	szülők	родител	szülő	N;INDF;MASC;PL	N;NOM;PL
родители	szüleim	родител	szül	N;INDF;MASC;PL	N;NOM;PL
колона	oszlop	колона	oszlop	N;INDF;FEM;SG	N;NOM;SG
музеи	múzeumok	музей	múzeum	N;INDF;MASC;PL	N;NOM;PL
спътник	műhold	спътник	műhold	N;INDF;MASC;SG	N;NOM;SG
спътник	társ	спътник	társ	N;INDF;MASC;SG	N;NOM;SG
спътник	társa	спътник	társ	N;INDF;MASC;SG	N;NOM;SG
легендата	legendája	легенда	legenda	N;DEF;FEM;SG	N;NOM;SG
технология	technológia	технология	technológia	N;INDF;FEM;SG	N;NOM;SG
технология	technika	технология	technika	N;INDF;FEM;SG	N;NOM;SG
арена	aréna	арена	aréna	N;INDF;FEM;SG	N;NOM;SG
изложби	kiállítások	изложба	kiállítás	N;INDF;FEM;PL	N;NOM;PL
поток	áramlás	поток	áramlás	N;INDF;MASC;SG	N;NOM;SG
поток	patak	поток	patak	N;INDF;MASC;SG	N;NOM;SG
комбинация	kombináció	комбинация	kombináció	N;INDF;FEM;SG	N;NOM;SG
комбинация	kombó	комбинация	kombó	N;INDF;FEM;SG	N;NOM;SG
количества	mennyiségek	количество	mennyiség	N;INDF;NEUT;PL	N;NOM;PL
брака	házasság	брак	házasság	N;DEF;MASC;SG	N;NOM;SG
брака	házasságot	брак	házasság	N;DEF;MASC;SG	N;ACC;SG
градуса	fokban	градус	fok	N;DEF;MASC;SG	N;IN+ESS;SG
градуса	fok	градус	fok	N;DEF;MASC;SG	N;NOM;SG
регистър	nyilvántartás	регистър	nyilvántartás	N;INDF;MASC;SG	N;NOM;SG
регистър	regisztráció	регистър	regisztráció	N;INDF;MASC;SG	N;NOM;SG
лято	nyáron	лято	nyár	N;INDF;NEUT;SG	N;ON+ESS;SG
спорове	viták	спор	vita	N;INDF;MASC;PL	N;NOM;PL
спорове	érvek	спор	érv	N;INDF;MASC;PL	N;NOM;PL
крака	lábak	крак	láb	N;INDF;MASC;PL	N;NOM;PL
крака	lábak	крак	láb	N;INDF;MASC;PL	N;NOM;PL
