من	de	مِن	de	ADP	ADP
سيدة	sra	سَيِّدَة	sra	N;NOM;INDF;SG	N;FEM;SG
الجبلية	montanhoso	جَبَلِيّ	montanhoso	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
ثقافية	cultural	ثَقَافِيّ	cultural	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مغامرات	aventuras	مغامرات	aventura	N;NOM;INDF;PL	N;FEM;PL
مغامرات	aventuras	مغامرات	aventura	N;NOM;INDF;PL	N;FEM;PL
الفرس	mare	فُرسَة	mare	N;NOM;DEF;SG	N;MASC;SG
الفرس	égua	فُرسَة	égua	N;NOM;DEF;SG	N;FEM;SG
القمة	topo	قِمَّة	topo	N;NOM;DEF;SG	N;MASC;SG
القمة	top	قِمَّة	top	N;NOM;DEF;SG	N;MASC;SG
القمة	cume	قِمَّة	cume	N;NOM;DEF;SG	N;MASC;SG
القمة	cimeira	قِمَّة	cimeira	N;NOM;DEF;SG	N;FEM;SG
القمة	summit	قِمَّة	summit	N;NOM;DEF;SG	N;MASC;SG
القمة	pico	قِمَّة	pico	N;NOM;DEF;SG	N;MASC;SG
القمة	peak	قِمَّة	peak	N;NOM;DEF;SG	N;MASC;SG
كلام	discurso	كَلَام	discurso	N;NOM;INDF;SG	N;MASC;SG
كلام	conversa	كَلَام	conversa	N;NOM;INDF;SG	N;FEM;SG
هجمات	atentados	هَجمَة	atentado	N;NOM;INDF;PL	N;MASC;PL
هجمات	ataques	هَجمَة	ataque	N;NOM;INDF;PL	N;MASC;PL
الحصار	cerco	حِصَار	cerco	N;NOM;DEF;SG	N;MASC;SG
الحصار	bloqueio	حِصَار	bloqueio	N;NOM;DEF;SG	N;MASC;SG
الروابط	ligações	رَابِطَة	ligação	N;NOM;DEF;PL	N;FEM;PL
الروابط	links	رَابِطَة	link	N;NOM;DEF;PL	N;MASC;PL
انقلاب	golpe	اِنقِلَاب	golpe	N;NOM;INDF;SG	N;MASC;SG
الدفع	pagamento	دَفع	pagamento	N;NOM;DEF;SG	N;MASC;SG
زيت	azeite	زيت	azeite	N;NOM;INDF;SG	N;MASC;SG
زيت	óleo	زيت	óleo	N;NOM;INDF;SG	N;MASC;SG
زيت	petróleo	زيت	petróleo	N;NOM;INDF;SG	N;MASC;SG
اعتماد	acreditação	اِعتِمَاد	acreditação	N;NOM;INDF;SG	N;FEM;SG
رواد	pioneiros	رَائِد	pioneiro	N;NOM;INDF;PL	N;MASC;PL
مواسم	estações	مَوسِم	estação	N;NOM;INDF;PL	N;FEM;PL
مواسم	temporadas	مَوسِم	temporada	N;NOM;INDF;PL	N;FEM;PL
الضرائب	impostos	ضَرِيبَة	imposto	N;NOM;DEF;PL	N;MASC;PL
الضرائب	impostos	ضَرِيبَة	imposto	N;NOM;DEF;PL	N;MASC;PL
الضرائب	impostos	ضَرِيبَة	imposto	N;NOM;DEF;PL	N;MASC;PL
تركيز	concentração	تَركِيز	concentração	N;NOM;INDF;SG	N;FEM;SG
تركيز	focus	تَركِيز	focu	N;NOM;INDF;SG	N;MASC;SG
تركيز	foco	تَركِيز	foco	N;NOM;INDF;SG	N;MASC;SG
التطوير	desenvolvimento	تَطوِير	desenvolvimento	N;NOM;DEF;SG	N;MASC;SG
التطوير	evolução	تَطوِير	evolução	N;NOM;DEF;SG	N;FEM;SG
الرد	resposta	رَدّ	resposta	N;NOM;DEF;SG	N;FEM;SG
الرد	resposta	رَدّ	resposta	N;NOM;DEF;SG	N;FEM;SG
انتخب	eleito	اِنتَخَب	eleger	V;PFV;MASC;SG;3;PASS	V;MASC;SG;V.PTCP
انتخب	eleita	اِنتَخَب	eleger	V;PFV;MASC;SG;3;PASS	V;FEM;SG;V.PTCP
تسعة	nove	تِسعَة	nove	NUM;NOM;INDF;MASC	NUM
صواريخ	mísseis	صَارُوخ	míssil	N;NOM;INDF;PL	N;MASC;PL
صواريخ	misseis	صَارُوخ	missir	N;NOM;INDF;PL	N;MASC;PL
صواريخ	foguetes	صَارُوخ	foguete	N;NOM;INDF;PL	N;MASC;PL
صواريخ	rockets	صَارُوخ	rocket	N;NOM;INDF;PL	N;MASC;PL
صواريخ	foguetões	صَارُوخ	foguetão	N;NOM;INDF;PL	N;MASC;PL
ملم	malam	مُلِمّ	malar	N;NOM;INDF;SG	N;MASC;SG
زوج	marido	زَوج	marido	N;NOM;INDF;SG	N;MASC;SG
زوج	esposo	زَوج	esposo	N;NOM;INDF;SG	N;MASC;SG
القانوني	jurídico	قَانُونِيّ	jurídico	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
القانوني	legal	قَانُونِيّ	legal	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
الوثائق	documentos	وَثِيقَة	documento	N;NOM;DEF;PL	N;MASC;PL
حادثة	incidente	حَادِث	incidente	N;NOM;INDF;SG	N;MASC;SG
حادثة	acidente	حَادِث	acidente	N;NOM;INDF;SG	N;MASC;SG
التجمع	comício	تَجَمُّع	comício	N;NOM;DEF;SG	N;MASC;SG
التجمع	rally	تَجَمُّع	rally	N;NOM;DEF;SG	N;MASC;SG
التجمع	rali	تَجَمُّع	rali	N;NOM;DEF;SG	N;MASC;SG
التجمع	congregação	تَجَمُّع	congregação	N;NOM;DEF;SG	N;FEM;SG
التجمع	recolha	تَجَمُّع	recolha	N;NOM;DEF;SG	N;FEM;SG
النحاس	cobre	نُحَاس	cobre	N;NOM;DEF;SG	N;MASC;SG
النحاس	brass	نُحَاس	brass	N;NOM;DEF;SG	N;MASC;SG
النحاس	latão	نُحَاس	latão	N;NOM;DEF;SG	N;MASC;SG
النحاس	bronze	نُحَاس	bronze	N;NOM;DEF;SG	N;MASC;SG
جنوبي	sulista	جَنُوبِيّ	sulista	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
جنوبي	meridional	جَنُوبِيّ	meridional	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
مسيرة	march	مَسِيرَة	march	N;NOM;INDF;SG	N;MASC;SG
مسيرة	marcha	مَسِيرَة	marcha	N;NOM;INDF;SG	N;FEM;SG
مسيرة	março	مَسِيرَة	março	N;NOM;INDF;SG	N;MASC;SG
يتجاوز	excede	تَجَاوَز	excedir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يتجاوز	ultrapassa	تَجَاوَز	ultrapassar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
دالة	função	دَالَة	função	N;NOM;INDF;SG	N;FEM;SG
الثوار	revolucionários	ثَور	revolucionário	N;NOM;DEF;PL	N;MASC;PL
الثوار	rebeldes	ثَور	rebelde	N;NOM;DEF;PL	N;MASC;PL
هام	importante	هَامّ	importante	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
التغذية	alimentação	تَغذِيَة	alimentação	N;NOM;DEF;SG	N;FEM;SG
التغذية	nutrição	تَغذِيَة	nutrição	N;NOM;DEF;SG	N;FEM;SG
المعارف	conhecimentos	مَعرِفَة	conhecimento	N;NOM;DEF;PL	N;MASC;PL
المقاعد	assentos	مَقعَد	assento	N;NOM;DEF;PL	N;MASC;PL
المقاعد	lugares	مَقعَد	lugar	N;NOM;DEF;PL	N;MASC;PL
المقاعد	bancos	مَقعَد	banco	N;NOM;DEF;PL	N;MASC;PL
تخطيط	planejamento	تَخطِيط	planejamento	N;NOM;INDF;SG	N;MASC;SG
تخطيط	planeamento	تَخطِيط	planeamento	N;NOM;INDF;SG	N;MASC;SG
تخطيط	planificação	تَخطِيط	planificação	N;NOM;INDF;SG	N;FEM;SG
تخطيط	disposição	تَخطِيط	disposição	N;NOM;INDF;SG	N;FEM;SG
تخطيط	layout	تَخطِيط	layout	N;NOM;INDF;SG	N;MASC;SG
الشاشة	tela	شَاشَّة	tela	N;NOM;DEF;SG	N;FEM;SG
الشاشة	ecrã	شَاشَّة	ecrã	N;NOM;DEF;SG	N;MASC;SG
الشاشة	monitor	شَاشَّة	monitor	N;NOM;DEF;SG	N;MASC;SG
المحطة	estação	مَحَطَّة	estação	N;NOM;DEF;SG	N;FEM;SG
المعدة	estomago	مُعَدّ	estomago	N;NOM;DEF;SG	N;MASC;SG
المعدة	estômago	مُعَدّ	estômago	N;NOM;DEF;SG	N;MASC;SG
المعدة	barriga	مُعَدّ	barriga	N;NOM;DEF;SG	N;FEM;SG
المشرق	bright	مَشرِق	bright	N;NOM;DEF;SG	N;MASC;SG
المشرق	oriente	مَشرِق	oriente	N;NOM;DEF;SG	N;MASC;SG
قبول	aceitação	قُبُول	aceitação	N;NOM;INDF;SG	N;FEM;SG
تمر	passando	مَرّ	passar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.MSDR
ملفات	arquivos	مِلَفَّة	arquivo	N;NOM;INDF;PL	N;MASC;PL
ملفات	ficheiros	مِلَفَّة	ficheiro	N;NOM;INDF;PL	N;MASC;PL
النواة	kernel	نَوَاة	kernel	N;NOM;DEF;SG	N;MASC;SG
النواة	núcleo	نَوَاة	núcleo	N;NOM;DEF;SG	N;MASC;SG
النواة	núcleo	نَوَاة	núcleo	N;NOM;DEF;SG	N;MASC;SG
النواة	core	نَوَاة	core	N;NOM;DEF;SG	N;MASC;SG
النواة	núcleo	نَوَاة	núcleo	N;NOM;DEF;SG	N;MASC;SG
شريط	barra	شَرِيط	barra	N;NOM;INDF;SG	N;FEM;SG
شريط	bar	شَرِيط	bar	N;NOM;INDF;SG	N;MASC;SG
شريط	fita	شَرِيط	fita	N;NOM;INDF;SG	N;FEM;SG
شريط	cassete	شَرِيط	cassete	N;NOM;INDF;SG	N;MASC;SG
شريط	fita	شَرِيط	fita	N;NOM;INDF;SG	N;FEM;SG
مماثلة	semelhante	مُمَاثِل	semelhante	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مماثلة	similar	مُمَاثِل	similar	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
العائلات	familias	عَائِلَة	familia	N;NOM;DEF;PL	N;FEM;PL
العائلات	famílias	عَائِلَة	família	N;NOM;DEF;PL	N;FEM;PL
القتل	assassinato	قَتل	assassinato	N;NOM;DEF;SG	N;MASC;SG
القتل	assassínio	قَتل	assassínio	N;NOM;DEF;SG	N;MASC;SG
القتل	homicídio	قَتل	homicídio	N;NOM;DEF;SG	N;MASC;SG
معادلة	equação	مُعَادَلَة	equação	N;NOM;INDF;SG	N;FEM;SG
الاعتراف	confissão	اِعتِرَاف	confissão	N;NOM;DEF;SG	N;FEM;SG
الاعتراف	reconhecimento	اِعتِرَاف	reconhecimento	N;NOM;DEF;SG	N;MASC;SG
الاعتراف	reconhecimento	اِعتِرَاف	reconhecimento	N;NOM;DEF;SG	N;MASC;SG
البرمجة	programação	بَرمَجَة	programação	N;NOM;DEF;SG	N;FEM;SG
يجمع	recolhe	جَمَّع	recolher	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الحجاز	hejaz	حِجَاز	hejaz	N;NOM;DEF;SG	N;MASC;SG
عائلات	familias	عَائِلَة	familia	N;NOM;INDF;PL	N;FEM;PL
عائلات	famílias	عَائِلَة	família	N;NOM;INDF;PL	N;FEM;PL
لسان	língua	لِسَان	língua	N;NOM;INDF;SG	N;FEM;SG
لسان	lingua	لِسَان	lingua	N;NOM;INDF;SG	N;FEM;SG
لسان	separador	لِسَان	separador	N;NOM;INDF;SG	N;MASC;SG
لسان	tab	لِسَان	tab	N;NOM;INDF;SG	N;MASC;SG
لسان	aba	لِسَان	abar	N;NOM;INDF;SG	N;FEM;SG
الباردة	frio	بَارِد	frio	N;NOM;DEF;SG	N;MASC;SG
الباردة	cold	بَارِد	cold	N;NOM;DEF;SG	N;MASC;SG
الباردة	fria	بَارِد	fria	N;NOM;DEF;SG	N;FEM;SG
التاسعة	nono	تَاسِع	nono	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
المعلم	mestre	مُعلِم	mestre	N;NOM;DEF;SG	N;MASC;SG
المعلم	master	مُعلِم	master	N;NOM;DEF;SG	N;MASC;SG
المعلم	professora	مُعلِم	professora	N;NOM;DEF;SG	N;FEM;SG
المعلم	professor	مُعلِم	professor	N;NOM;DEF;SG	N;MASC;SG
صحية	saudável	صِحِّيّ	saudável	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
الملابس	roupas	مَلبَس	roupa	N;NOM;DEF;PL	N;FEM;PL
الملابس	roupas	مَلبَس	roupa	N;NOM;DEF;PL	N;FEM;PL
الجسر	bridge	جِسر	bridge	N;NOM;DEF;SG	N;MASC;SG
الجسر	ponte	جِسر	ponte	N;NOM;DEF;SG	N;FEM;SG
خسارة	perda	خَسَارَة	perda	N;NOM;INDF;SG	N;FEM;SG
المقر	sede	مَقَرّ	sede	N;NOM;DEF;SG	N;FEM;SG
الفتاة	menina	فَتَاة	menina	N;NOM;DEF;SG	N;FEM;SG
الفتاة	moça	فَتَاة	moça	N;NOM;DEF;SG	N;FEM;SG
الفتاة	miúda	فَتَاة	miúda	N;NOM;DEF;SG	N;FEM;SG
الفتاة	rapariga	فَتَاة	rapaz	N;NOM;DEF;SG	N;FEM;SG
الفتاة	garota	فَتَاة	garota	N;NOM;DEF;SG	N;FEM;SG
المهاجرين	migrantes	مُهَاجِر	migrante	N;NOM;DEF;PL	N;MASC;PL
المهاجرين	imigrantes	مُهَاجِر	imigrante	N;NOM;DEF;PL	N;MASC;PL
دقائق	minutos	دَقِيقَة	minuto	N;NOM;INDF;PL	N;MASC;PL
دقائق	actas	دَقِيقَة	acta	N;NOM;INDF;PL	N;MASC;PL
الشبكات	redes	شَبَكَة	rede	N;NOM;DEF;PL	N;FEM;PL
تخصص	especialização	خَصَّص	especialização	N;NOM;INDF;SG	N;FEM;SG
تخصص	especialidade	خَصَّص	especialidade	N;NOM;INDF;SG	N;FEM;SG
المخدرات	fármacos	مُخَدِّر	fármaco	N;NOM;DEF;PL	N;MASC;PL
المخدرات	drogas	مُخَدِّر	droga	N;NOM;DEF;PL	N;FEM;PL
اجتماعي	sociável	اِجتِمَاعِيّ	sociável	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
اجتماعي	social	اِجتِمَاعِيّ	social	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
البرج	torre	بُرج	torre	N;NOM;DEF;SG	N;FEM;SG
البرج	tower	بُرج	tower	N;NOM;DEF;SG	N;MASC;SG
الوظيفة	função	وَظِيفَة	função	N;NOM;DEF;SG	N;FEM;SG
الوظيفة	emprego	وَظِيفَة	emprego	N;NOM;DEF;SG	N;MASC;SG
الوظيفة	job	وَظِيفَة	job	N;NOM;DEF;SG	N;MASC;SG
الوظيفة	trabalho	وَظِيفَة	trabalho	N;NOM;DEF;SG	N;MASC;SG
الوظيفة	jó	وَظِيفَة	jó	N;NOM;DEF;SG	N;MASC;SG
برمجة	programação	برمجة	programação	N;NOM;INDF;SG	N;FEM;SG
الرئة	lung	رِئَة	lung	N;NOM;DEF;SG	N;MASC;SG
الرئة	pulmão	رِئَة	pulmão	N;NOM;DEF;SG	N;MASC;SG
شعوب	povos	شَعب	povo	N;NOM;INDF;PL	N;MASC;PL
يحدد	especifica	حَدَّد	especificar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يحدد	determina	حَدَّد	determinar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
قارة	continente	قَارَّة	continente	N;NOM;INDF;SG	N;MASC;SG
الثنائي	bilateral	ثُنَائِيّ	bilateral	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
المعاصر	contemporânea	مُعَاصِر	contemporâneo	N;NOM;DEF;SG	N;FEM;SG
جرائم	crimes	جَرِيمَة	crime	N;NOM;INDF;PL	N;MASC;PL
رحلات	vôos	رِحلَة	vôo	N;NOM;INDF;PL	N;MASC;PL
رحلات	voos	رِحلَة	voo	N;NOM;INDF;PL	N;MASC;PL
رحلات	trips	رِحلَة	trip	N;NOM;INDF;PL	N;MASC;PL
رحلات	viagens	رِحلَة	viagem	N;NOM;INDF;PL	N;FEM;PL
نواة	kernel	نَوَاة	kernel	N;NOM;INDF;SG	N;MASC;SG
نواة	núcleo	نَوَاة	núcleo	N;NOM;INDF;SG	N;MASC;SG
نواة	núcleo	نَوَاة	núcleo	N;NOM;INDF;SG	N;MASC;SG
قصائد	poemas	قَصِيدَة	poema	N;NOM;INDF;PL	N;MASC;PL
ولادة	parto	وِلَادَة	parto	N;NOM;INDF;SG	N;MASC;SG
ولادة	parto	وِلَادَة	parto	N;NOM;INDF;SG	N;MASC;SG
ولادة	nascimento	وِلَادَة	nascimento	N;NOM;INDF;SG	N;MASC;SG
دعا	convidou	دَعَا	convidar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
دعا	convidada	دَعَا	convidar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
دعا	convidado	دَعَا	convidar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
دعا	chamou	دَعَا	chamar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PST;FIN
دعا	chamada	دَعَا	chamar	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP
دعا	chamado	دَعَا	chamar	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP
نوعية	qualitativa	نَوعِيَّة	qualitativa	N;NOM;INDF;SG	N;FEM;SG
الذرة	milho	ذُرَة	milho	N;NOM;DEF;SG	N;MASC;SG
الذرة	átomo	ذُرَة	átomo	N;NOM;DEF;SG	N;MASC;SG
الذرة	atom	ذُرَة	atom	N;NOM;DEF;SG	N;MASC;SG
مناصب	posições	مَنصِب	posição	N;NOM;INDF;PL	N;FEM;PL
الصحابة	sahaba	صَحَابَة	sahaba	N;NOM;DEF;SG	N;FEM;SG
الرحم	útero	رَحم	útero	N;NOM;DEF;SG	N;MASC;SG
الرحم	útero	رَحم	útero	N;NOM;DEF;SG	N;MASC;SG
الرحم	ventre	رَحم	ventre	N;NOM;DEF;SG	N;MASC;SG
صاروخ	foguetão	صَارُوخ	foguetão	N;NOM;INDF;SG	N;MASC;SG
صاروخ	foguete	صَارُوخ	foguete	N;NOM;INDF;SG	N;MASC;SG
صاروخ	rocket	صَارُوخ	rocket	N;NOM;INDF;SG	N;MASC;SG
صاروخ	míssil	صَارُوخ	míssil	N;NOM;INDF;SG	N;MASC;SG
التسجيل	gravação	تَسجِيل	gravação	N;NOM;DEF;SG	N;FEM;SG
التسجيل	registro	تَسجِيل	registro	N;NOM;DEF;SG	N;MASC;SG
التسجيل	registo	تَسجِيل	registo	N;NOM;DEF;SG	N;MASC;SG
التسجيل	inscrição	تَسجِيل	inscrição	N;NOM;DEF;SG	N;FEM;SG
التسجيل	registro	تَسجِيل	registro	N;NOM;DEF;SG	N;MASC;SG
التسجيل	registo	تَسجِيل	registo	N;NOM;DEF;SG	N;MASC;SG
التحول	shift	تَحَوُّل	shift	N;NOM;DEF;SG	N;MASC;SG
التحول	turno	تَحَوُّل	turno	N;NOM;DEF;SG	N;MASC;SG
التحول	metamorfose	تَحَوُّل	metamorfose	N;NOM;DEF;SG	N;FEM;SG
التحول	transformação	تَحَوُّل	transformação	N;NOM;DEF;SG	N;FEM;SG
يدرس	estudando	دَرَس	estudar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.MSDR
يدرس	estudar	دَرَس	estudar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
التقنيات	técnicas	تَقنِيَّة	técnica	N;NOM;DEF;PL	N;FEM;PL
ترجع	devolve	رَجَع	devolver	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ترجع	retorna	رَجَع	retornar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
عقود	contratos	عَقد	contrato	N;NOM;INDF;PL	N;MASC;PL
عقود	décadas	عَقد	década	N;NOM;INDF;PL	N;FEM;PL
الوسائل	meios	وَسِيلَة	meio	N;NOM;DEF;PL	N;MASC;PL
حادث	incidente	حَادِث	incidente	N;NOM;INDF;SG	N;MASC;SG
حادث	acidente	حَادِث	acidente	N;NOM;INDF;SG	N;MASC;SG
التنفس	respiração	تَنَفُّس	respiração	N;NOM;DEF;SG	N;FEM;SG
الذكر	macho	ذِكر	macho	N;NOM;DEF;SG	N;MASC;SG
الذكر	masculino	ذِكر	masculino	N;NOM;DEF;SG	N;MASC;SG
الانتهاء	acabamento	اِنتِهَاء	acabamento	N;NOM;DEF;SG	N;MASC;SG
سعر	preço	سِعر	preço	N;NOM;INDF;SG	N;MASC;SG
سعر	price	سِعر	price	N;NOM;INDF;SG	N;MASC;SG
جراحة	cirurgia	جِرَاحَة	cirurgia	N;NOM;INDF;SG	N;FEM;SG
عشيرة	clã	عشيرة	clã	N;NOM;INDF;SG	N;MASC;SG
الليبي	líbia	لِيبِيّ	líbia	N;NOM;DEF;SG	N;FEM;SG
الليبي	líbio	لِيبِيّ	líbio	N;NOM;DEF;SG	N;MASC;SG
شاطئ	praia	شَاطِئ	praia	N;NOM;INDF;SG	N;FEM;SG
قبر	tumba	قَبر	tumba	N;NOM;INDF;SG	N;FEM;SG
قبر	túmulo	قَبر	túmulo	N;NOM;INDF;SG	N;MASC;SG
قبر	sepultura	قَبر	sepultura	N;NOM;INDF;SG	N;FEM;SG
قبر	cova	قَبر	covo	N;NOM;INDF;SG	N;FEM;SG
قبر	túmulo	قَبر	túmulo	N;NOM;INDF;SG	N;MASC;SG
قبر	campa	قَبر	campa	N;NOM;INDF;SG	N;FEM;SG
الروس	russos	رُوسِيّ	russo	N;NOM;DEF;PL	N;MASC;PL
جوانب	aspetos	جَانِب	aspeto	N;NOM;INDF;PL	N;MASC;PL
جوانب	aspectos	جَانِب	aspecto	N;NOM;INDF;PL	N;MASC;PL
جوانب	laterais	جَانِب	lateral	N;NOM;INDF;PL	N;MASC;PL
جوانب	lados	جَانِب	lado	N;NOM;INDF;PL	N;MASC;PL
عراقية	iraquiana	عِرَاقِيّ	iraquiano	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
كوكبة	constelação	كُوكبَة	constelação	N;NOM;INDF;SG	N;FEM;SG
غلاف	cobertura	غِلَاف	cobertura	N;NOM;INDF;SG	N;FEM;SG
غلاف	cover	غِلَاف	cover	N;NOM;INDF;SG	N;MASC;SG
غلاف	capa	غِلَاف	capa	N;NOM;INDF;SG	N;FEM;SG
لحم	carne	لَحم	carne	N;NOM;INDF;SG	N;FEM;SG
لحم	meat	لَحم	meat	N;NOM;INDF;SG	N;MASC;SG
البيان	manifesto	بَيَان	manifesto	N;NOM;DEF;SG	N;MASC;SG
البيان	declaração	بَيَان	declaração	N;NOM;DEF;SG	N;FEM;SG
البيان	afirmação	بَيَان	afirmação	N;NOM;DEF;SG	N;FEM;SG
البيان	extrato	بَيَان	extrato	N;NOM;DEF;SG	N;MASC;SG
الكواكب	planetas	كَاكِب	planeta	N;NOM;DEF;PL	N;MASC;PL
تطورت	evoluiu	تَطَوَّر	evoluir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
تطورت	evoluído	تَطَوَّر	evoluir	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
الجيوش	exércitos	جَيش	exército	N;NOM;DEF;PL	N;MASC;PL
شدة	intensidade	شِدَّة	intensidade	N;NOM;INDF;SG	N;FEM;SG
شدة	gravidade	شِدَّة	gravidade	N;NOM;INDF;SG	N;FEM;SG
شدة	severidade	شِدَّة	severidade	N;NOM;INDF;SG	N;FEM;SG
فعالية	efectividade	فَعَّالِيَّة	efectividade	N;NOM;INDF;SG	N;FEM;SG
فعالية	eficiência	فَعَّالِيَّة	eficiência	N;NOM;INDF;SG	N;FEM;SG
فعالية	eficácia	فَعَّالِيَّة	eficácia	N;NOM;INDF;SG	N;FEM;SG
فعالية	eficácia	فَعَّالِيَّة	eficácia	N;NOM;INDF;SG	N;FEM;SG
قتال	fighting	قِتَال	fighting	N;NOM;INDF;SG	N;MASC;SG
قتال	luta	قِتَال	luta	N;NOM;INDF;SG	N;FEM;SG
قتال	briga	قِتَال	briga	N;NOM;INDF;SG	N;FEM;SG
قتال	combate	قِتَال	combate	N;NOM;INDF;SG	N;MASC;SG
قتال	fight	قِتَال	fight	N;NOM;INDF;SG	N;MASC;SG
جواز	passaporte	جَوَاز	passaporte	N;NOM;INDF;SG	N;MASC;SG
الحادث	incidente	حَادِث	incidente	N;NOM;DEF;SG	N;MASC;SG
الحادث	acidente	حَادِث	acidente	N;NOM;DEF;SG	N;MASC;SG
حاسوب	computador	حاسوب	computador	N;NOM;INDF;SG	N;MASC;SG
الاتفاقية	convenção	اِتِّفَاقِيَّة	convenção	N;NOM;DEF;SG	N;FEM;SG
هجرة	migração	هِجرَة	migração	N;NOM;INDF;SG	N;FEM;SG
هجرة	imigração	هِجرَة	imigração	N;NOM;INDF;SG	N;FEM;SG
تقارير	relatórios	تَقرِير	relatório	N;NOM;INDF;PL	N;MASC;PL
تقارير	denúncias	تَقرِير	denúncia	N;NOM;INDF;PL	N;FEM;PL
جمعة	sexta	جمعة	sexta	N;NOM;INDF;SG	N;FEM;SG
المعبد	temple	مَعبَد	temple	N;NOM;DEF;SG	N;MASC;SG
المعبد	templo	مَعبَد	templo	N;NOM;DEF;SG	N;MASC;SG
احتمال	possibilidade	اِحتِمَال	possibilidade	N;NOM;INDF;SG	N;FEM;SG
الصلة	relevância	صِلَة	relevância	N;NOM;DEF;SG	N;FEM;SG
الصلة	pertinência	صِلَة	pertinência	N;NOM;DEF;SG	N;FEM;SG
فلسطيني	palestiniano	فِلَسطِينِيّ	palestiniano	N;NOM;INDF;SG	N;MASC;SG
فلسطيني	palestiniana	فِلَسطِينِيّ	palestiniano	N;NOM;INDF;SG	N;FEM;SG
فلسطيني	palestino	فِلَسطِينِيّ	palestino	N;NOM;INDF;SG	N;MASC;SG
فلسطيني	palestina	فِلَسطِينِيّ	palestina	N;NOM;INDF;SG	N;FEM;SG
الطوارئ	emergências	طَارِئَة	emergência	N;NOM;DEF;PL	N;FEM;PL
طبعة	edição	طبعة	edição	N;NOM;INDF;SG	N;FEM;SG
حققت	alcançada	حَقَّق	alcançar	V;PFV;FEM;SG;3;ACT	V;FEM;SG;V.PTCP
حققت	alcançado	حَقَّق	alcançar	V;PFV;FEM;SG;3;ACT	V;MASC;SG;V.PTCP
المنيا	minya	أَلمَنِيّ	minya	N;NOM;DEF;SG	N;FEM;SG
المماليك	mamelucos	مَملُوك	mameluco	N;NOM;DEF;PL	N;MASC;PL
الغرفة	sala	غُرفَة	sala	N;NOM;DEF;SG	N;FEM;SG
الغرفة	quarto	غُرفَة	quarto	N;NOM;DEF;SG	N;MASC;SG
المعادلة	formula	مُعَادَلَة	formular	N;NOM;DEF;SG	N;FEM;SG
المعادلة	fórmula	مُعَادَلَة	fórmula	N;NOM;DEF;SG	N;FEM;SG
المعادلة	equação	مُعَادَلَة	equação	N;NOM;DEF;SG	N;FEM;SG
الفرع	seção	فَرع	seção	N;NOM;DEF;SG	N;FEM;SG
الفرع	secção	فَرع	secção	N;NOM;DEF;SG	N;FEM;SG
الفرع	ramo	فَرع	ramo	N;NOM;DEF;SG	N;MASC;SG
الفرع	sucursal	فَرع	sucursal	N;NOM;DEF;SG	N;FEM;SG
الفرع	branch	فَرع	branch	N;NOM;DEF;SG	N;MASC;SG
قرون	séculos	قَرن	século	N;NOM;INDF;PL	N;MASC;PL
قرون	cornos	قَرن	corno	N;NOM;INDF;PL	N;MASC;PL
قرون	chifres	قَرن	chifre	N;NOM;INDF;PL	N;MASC;PL
ساعد	ajudar	سَاعَد	ajudar	V;MASC;IMP;SG	V;NFIN
