ben	بِن	ben	بِن		
létrehozása	تأسیس	létrehozás	تأسیس	N;NOM;SG	N;SG
létrehozása	ایجاد	létrehozás	ایجاد	N;NOM;SG	N;SG
modellek	مدلهای	modell	مدل	N;NOM;PL	N;PL
macska	cat	macska	cat	N;NOM;SG	N;SG
macska	گربه	macska	گربه	N;NOM;SG	N;SG
linux	لینوکس	linux	لینوکس	N;NOM;SG	N;SG
fejlesztés	توسعه	fejlesztés	توسعه	N;NOM;SG	N;SG
fejlesztés	بهبودی	fejlesztés	بهبودی	N;NOM;SG	N;SG
fejlesztés	بهبود	fejlesztés	بهبود	N;NOM;SG	N;SG
kormányzat	دولتی	kormányzat	دولتی	N;NOM;SG	N;SG
kormányzat	حکومت	kormányzat	حکومت	N;NOM;SG	N;SG
kormányzat	دولت	kormányzat	دولت	N;NOM;SG	N;SG
dokumentum	سند	dokumentum	سند	N;NOM;SG	N;SG
dokumentum	نوشتار	dokumentum	نوشتار	N;NOM;SG	N;SG
jason	جیسون	jason	جیسون	N;NOM;SG	N;SG
útvonal	مسیر	útvonal	مسیر	N;NOM;SG	N;SG
útvonal	سفرنامه	útvonal	سفرنامه	N;NOM;SG	N;SG
útvonal	راه	útvonal	راه	N;NOM;SG	N;SG
útvonal	مسیر	útvonal	مسیر	N;NOM;SG	N;SG
felhasználók	کاربران	felhasználó	کاربر	N;NOM;PL	N;PL
érem	مدال	ér	مدال	N;NOM;SG	N;SG
stadionban	ورزشگاه	stadion	ورزشگاه	N;IN+ESS;SG	N;SG
társa	همکار	társ	همکار	N;NOM;SG	N;SG
társa	شریک	társ	None	N;NOM;SG	N;SG
társa	همنشین	társ	همنشین	N;NOM;SG	N;SG
társa	همدم	társ	همدم	N;NOM;SG	N;SG
társa	همنشینی	társ	همنشینی	N;NOM;SG	N;SG
zavar	زحمت	zavar	زحمت	N;NOM;SG	N;SG
zavar	ناآرامی	zavar	ناآرامی	N;NOM;SG	N;SG
zavar	اختلال	zavar	اختلال	N;NOM;SG	N;SG
zavar	خودشیفته	zavar	خودشیفته	N;NOM;SG	N;SG
nyilvánvaló	مشخصا	nyilvánvaló	مشخصا		
kalandjai	ماجراهای	kaland	ماجرا	N;NOM;PL	N;PL
folytatása	ادامه	folytatás	ادامه	N;NOM;SG	N;SG
küldetés	پویش	küldetés	پویش	N;NOM;SG	N;SG
küldetés	مأموریت	küldetés	مأموریت	N;NOM;SG	N;SG
küldetés	ماموریت	küldetés	ماموریت	N;NOM;SG	N;SG
műsorvezető	مجری	műsorvezető	None	N;NOM;SG	N;SG
műsorvezető	میزبان	műsorvezető	میزبان	N;NOM;SG	N;SG
sejtek	سلولهای	sej	None	N;NOM;PL	N;PL
sejtek	سلولها	sej	None	N;NOM;PL	N;PL
hamburg	هامبورگ	hamburg	هامبورگ	N;NOM;SG	N;SG
kongresszus	کنگره	kongresszus	کنگره	N;NOM;SG	N;SG
valóság	واقعیت	valóság	واقعیت	N;NOM;SG	N;SG
tengeren	بحر	tenger	بحر		
völgyben	دره	völgy	دره	N;IN+ESS;SG	N;SG
kezelés	درمانی	kezelés	درمان	N;NOM;SG	N;SG
kezelés	معالجه	kezelés	معالجه	N;NOM;SG	N;SG
kezelés	درمان	kezelés	درمان	N;NOM;SG	N;SG
kezelés	معالجه	kezelés	معالجه	N;NOM;SG	N;SG
kezelés	درمان	kezelés	درمان	N;NOM;SG	N;SG
stockholm	استکهلم	stockholm	استکهلم	N;NOM;SG	N;SG
juventus	یوونتوس	juventus	یوونتوس	N;NOM;SG	N;SG
juventus	juventus	juventus	juventus	N;NOM;SG	N;SG
bőr	چرمی	bőr	None	N;NOM;SG	N;SG
bőr	چرم	bőr	چرم	N;NOM;SG	N;SG
bőr	پوست	bőr	پوست	N;NOM;SG	N;SG
bőr	پوستی	bőr	پوستی	N;NOM;SG	N;SG
cselekmény	رسم	cselekmény	رسم	N;NOM;SG	N;SG
cselekmény	نیرنگ	cselekmény	نیرنگ	N;NOM;SG	N;SG
felhasználói	کاربران	felhasználói	کاربر	N;NOM;PL	N;PL
hegyen	کوهستانی	hegy	کوهستانی	N;ON+ESS;SG	N;SG
hegyen	کوهی	hegy	None	N;ON+ESS;SG	N;SG
hegyen	کوه	hegy	کوه	N;ON+ESS;SG	N;SG
hegyen	کوهستان	hegy	کوهستان	N;ON+ESS;SG	N;SG
hegyen	تپه	hegy	تپه	N;ON+ESS;SG	N;SG
hegyen	هیل	hegy	هیل	N;ON+ESS;SG	N;SG
útvonalon	مسیر	útvonal	مسیر	N;ON+ESS;SG	N;SG
szárny	بال	szárny	بال	N;NOM;SG	N;SG
szárny	وینگ	szárny	وینگ	N;NOM;SG	N;SG
lineáris	خطی	lineáris	خطی	N;NOM;SG	N;SG
angyal	آنجل	angyal	آنجل	N;NOM;SG	N;SG
angyal	فرشته	angyal	فرشته	N;NOM;SG	N;SG
angyal	انجل	angyal	انجل	N;NOM;SG	N;SG
arsenal	آرسنال	arsenal	آرسنال	N;NOM;SG	N;SG
arsenal	arsenal	arsenal	arsenal	N;NOM;SG	N;SG
befejezése	تکمیل	befejezés	تکمیل	N;NOM;SG	N;SG
szimfonikus	سمفونی	szimfonikus	سمفونی	N;NOM;SG	N;SG
victoria	ویکتوریا	victoria	ویکتوریا	N;NOM;SG	N;SG
gyűrű	حلقه	gyűrű	حلقه	N;NOM;SG	N;SG
gyűrű	رینگ	gyűrű	None	N;NOM;SG	N;SG
gyűrű	انگشتر	gyűrű	انگشتر	N;NOM;SG	N;SG
gyűrű	حلقه	gyűrű	حلقه	N;NOM;SG	N;SG
borító	کاور	borító	کاور	N;NOM;SG	N;SG
borító	جلد	borító	جلد	N;NOM;SG	N;SG
borító	پوشش	borító	پوشش	N;NOM;SG	N;SG
gyilkosság	قتل	gyilkosság	قتل	N;NOM;SG	N;SG
ciprus	قبرس	ciprus	قبرس	N;NOM;SG	N;SG
környéken	همسایه	környék	همسایه	N;ON+ESS;SG	N;SG
környéken	همسایگی	környék	همسایگی	N;ON+ESS;SG	N;SG
környéken	محله	környék	محله	N;ON+ESS;SG	N;SG
aláírás	امضا	aláírás	None	N;NOM;SG	N;SG
aláírás	امضای	aláírás	None	N;NOM;SG	N;SG
aláírás	امضا	aláírás	None	N;NOM;SG	N;SG
aláírás	امضا	aláírás	None	N;NOM;SG	N;SG
környezeti	امبینت	környezeti	امبینت	N;NOM;SG	N;SG
táj	عرضی	táj	عرضی	N;NOM;SG	N;SG
táj	منظره	táj	منظره	N;NOM;SG	N;SG
lovag	شوالیه	lovag	شوالیه	N;NOM;SG	N;SG
lovag	نایت	lovag	نایت	N;NOM;SG	N;SG
kiadvány	چاپخانه	kiadvány	چاپخانه	N;NOM;SG	N;SG
hadosztály	تقسیم	hadosztály	تقسیم	N;NOM;SG	N;SG
hadosztály	واحد	hadosztály	واحد	N;NOM;SG	N;SG
sportolók	ورزشکاران	sportoló	ورزشکار	N;NOM;PL	N;PL
turizmus	گردشگری	turizmus	گردشگری	N;NOM;SG	N;SG
roman	روم	roman	None		
fegyverek	سلاح	fegyver	سلاح	N;NOM;PL	N;PL
fegyverek	بازوها	fegyver	بازو	N;NOM;PL	N;PL
ezred	هنگ	ezred	هنگ	N;NOM;SG	N;SG
legerősebb	قویترین	legerős	قویترین	ADJ;NOM;RL;SG	ADJ;RL
szerbek	صربها	szerb	صرب	N;NOM;PL	N;PL
fejét	هد	feje	هد	N;ACC;SG	N;SG
fejét	سر	feje	سر	N;ACC;SG	N;SG
haladás	پیشرفت	haladás	پیشرفت	N;NOM;SG	N;SG
haladás	پیشرفتی	haladás	پیشرفتی	N;NOM;SG	N;SG
hangsúlyt	تأکید	hangsúly	تأکید	N;ACC;SG	N;SG
hangsúlyt	تاکید	hangsúly	تاکید	N;ACC;SG	N;SG
szervezeti	سازمانی	szervezeti	None	N;NOM;SG	N;SG
vélemények	نقدهای	vélemény	نقد	N;NOM;PL	N;PL
vélemények	نظرات	vélemény	نظر	N;NOM;PL	N;PL
vélemények	عقاید	vélemény	عقیده	N;NOM;PL	N;PL
temetés	دفن	temetés	دفن	N;NOM;SG	N;SG
temetés	خاکسپاری	temetés	خاکسپاری	N;NOM;SG	N;SG
temetés	ختم	temetés	None	N;NOM;SG	N;SG
temetés	خاکسپاری	temetés	خاکسپاری	N;NOM;SG	N;SG
virtuális	مجازی	virtuális	مجازی	N;NOM;SG	N;SG
építkezés	ساخت	építkezés	ساخت	N;NOM;SG	N;SG
építkezés	سازندگی	építkezés	سازندگی	N;NOM;SG	N;SG
építkezés	ساختمان	építkezés	ساختمان	N;NOM;SG	N;SG
diák	محصل	diák	محصل	N;NOM;SG	N;SG
diák	شاگرد	diák	شاگرد	N;NOM;SG	N;SG
diák	دانشجو	diák	دانشجو	N;NOM;SG	N;SG
ábécé	الفبا	ábéc	الفبا	N;NOM;SG	N;SG
ábécé	الفبای	ábéc	الفبای	N;NOM;SG	N;SG
fürdő	چشمه	fürdő	چشمه	N;NOM;SG	N;SG
fürdő	اسپا	fürdő	اسپا	N;NOM;SG	N;SG
fürdő	حمام	fürdő	None	N;NOM;SG	N;SG
fürdő	دستشویی	fürdő	None	N;NOM;SG	N;SG
fürdő	حمام	fürdő	None	N;NOM;SG	N;SG
medve	خرس	medve	None	N;NOM;SG	N;SG
medve	خرسی	medve	خرسی	N;NOM;SG	N;SG
nyelve	زبون	nyelve	زبون	N;NOM;SG	N;SG
nyelve	زبان	nyelve	زبان	N;NOM;SG	N;SG
tudás	دانش	tudás	دانش	N;NOM;SG	N;SG
tudás	آگاهی	tudás	آگاهی	N;NOM;SG	N;SG
tudás	علم	tudás	علم	N;NOM;SG	N;SG
tudás	معرفت	tudás	معرفت	N;NOM;SG	N;SG
szentek	مقدسات	szenik	مقدسه	N;NOM;PL	N;PL
marvel	مارول	marvel	مارول	N;NOM;SG	N;SG
pajzs	شیلد	pajzs	شیلد	N;NOM;SG	N;SG
pajzs	حفاظ	pajzs	حفاظ	N;NOM;SG	N;SG
pajzs	سپر	pajzs	سپر	N;NOM;SG	N;SG
ellenőrzése	بررسی	ellenőrzés	بررسی	N;NOM;SG	N;SG
szojuz	سایوز	szojuz	سایوز	N;NOM;SG	N;SG
calais	کاله	calais	کاله	N;NOM;SG	N;SG
mclaren	مکلارن	mclar	مکلارن	N;NOM;SG	N;SG
nukleáris	هسته	nukleáris	هسته	N;NOM;SG	N;SG
vezetés	رهبری	vezetés	رهبر	N;NOM;SG	N;SG
vezetés	رانندگی	vezetés	None	N;NOM;SG	N;SG
atléta	athlete	atlét	athlete	N;NOM;SG	N;SG
atléta	پهلوان	atlét	None	N;NOM;SG	N;SG
atléta	ورزشکار	atlét	ورزشکار	N;NOM;SG	N;SG
meghatározása	تعریف	meghatározás	تعریف	N;NOM;SG	N;SG
meghatározása	عزم	meghatározás	عزم	N;NOM;SG	N;SG
foglalkozás	حرفه	foglalkozás	None	N;NOM;SG	N;SG
foglalkozás	شغلی	foglalkozás	شغلی	N;NOM;SG	N;SG
foglalkozás	شغل	foglalkozás	شغل	N;NOM;SG	N;SG
foglalkozás	اشغال	foglalkozás	اشغال	N;NOM;SG	N;SG
emlékek	خاطرات	emlék	خاطره	N;NOM;PL	N;PL
kán	khan	kán	khan	N;NOM;SG	N;SG
kán	خان	kán	خان	N;NOM;SG	N;SG
kán	هانگ	kán	هانگ	N;NOM;SG	N;SG
vonalak	خطوط	vonal	خط	N;NOM;PL	N;PL
alexandra	الکساندرا	alexand	الکساندرا	N;NOM;SG	N;SG
talaj	خاک	talaj	خاک	N;NOM;SG	N;SG
talaj	زمینی	talaj	زمینی	N;NOM;SG	N;SG
schumacher	شوماخر	schumacher	شوماخر	N;NOM;SG	N;SG
erőszakos	خشن	erőszakos	None	ADJ;NOM;SG	ADJ
dortmund	دورتموند	dortmund	دورتموند	N;NOM;SG	N;SG
kocsi	واگن	kocsi	واگن	N;NOM;SG	N;SG
kocsi	خودرو	kocsi	خودرو	N;NOM;SG	N;SG
kocsi	خودروی	kocsi	خودرو	N;NOM;SG	N;SG
kocsi	ماشین	kocsi	ماشین	N;NOM;SG	N;SG
kocsi	کالسکه	kocsi	کالسکه	N;NOM;SG	N;SG
kocsi	نورد	kocsi	نورد	N;NOM;SG	N;SG
kocsi	درشکه	kocsi	درشکه	N;NOM;SG	N;SG
hegedű	ویولون	hegedű	ویولون	N;NOM;SG	N;SG
hegedű	ویلن	hegedű	ویلن	N;NOM;SG	N;SG
hegedű	ویولن	hegedű	ویولن	N;NOM;SG	N;SG
hegedű	کمانچه	hegedű	کمانچه	N;NOM;SG	N;SG
cirill	سیریلیک	cirill	سیریلیک	N;NOM;SG	N;SG
foglalkozása	حرفه	foglalkozás	None	N;NOM;SG	N;SG
foglalkozása	شغلی	foglalkozás	شغلی	N;NOM;SG	N;SG
foglalkozása	شغل	foglalkozás	شغل	N;NOM;SG	N;SG
foglalkozása	اشغال	foglalkozás	اشغال	N;NOM;SG	N;SG
por	غبار	por	غبار	N;NOM;SG	N;SG
por	خاک	por	خاک	N;NOM;SG	N;SG
por	باروت	por	باروت	N;NOM;SG	N;SG
por	پودر	por	پودر	N;NOM;SG	N;SG
szellem	شبح	szellem	شبح	N;NOM;SG	N;SG
szellem	گوست	szellem	گوست	N;NOM;SG	N;SG
szellem	روح	szellem	روح	N;NOM;SG	N;SG
szellem	روحی	szellem	روح	N;NOM;SG	N;SG
szellem	اسپریت	szellem	اسپریت	N;NOM;SG	N;SG
szellem	روح	szellem	روح	N;NOM;SG	N;SG
évfordulója	سالگرد	évforduló	سالگرد	N;NOM;SG	N;SG
rang	رتبه	rang	None	N;NOM;SG	N;SG
rang	درجه	rang	درجه	N;NOM;SG	N;SG
alkalmazás	اپ	alkalmazás	اپ	N;NOM;SG	N;SG
alkalmazás	برنامه	alkalmazás	برنامه	N;NOM;SG	N;SG
alkalmazás	کاربردی	alkalmazás	کاربردی	N;NOM;SG	N;SG
alkalmazás	کاربرد	alkalmazás	کاربرد	N;NOM;SG	N;SG
rajz	ترسیم	rajz	ترسیم	N;NOM;SG	N;SG
rajz	نقاشی	rajz	نقاشی	N;NOM;SG	N;SG
rajz	کشیدن	rajz	کشیدن	N;NOM;SG	N;SG
csapadék	بارش	csapadék	بارش	N;NOM;SG	N;SG
csapadék	بارندگی	csapadék	بارندگی	N;NOM;SG	N;SG
harcos	مبارز	harcos	مبارز	N;NOM;SG	N;SG
harcos	سلحشور	harcos	None	N;NOM;SG	N;SG
harcos	جنگجوی	harcos	جنگجوی	N;NOM;SG	N;SG
harcos	رزمنده	harcos	رزمنده	N;NOM;SG	N;SG
harcos	جنگنده	harcos	جنگنده	N;NOM;SG	N;SG
harcos	مبارز	harcos	مبارز	N;NOM;SG	N;SG
konfliktus	تضاد	konfliktus	None	N;NOM;SG	N;SG
konfliktus	ناسازگار	konfliktus	ناسازگار	N;NOM;SG	N;SG
konfliktus	ناسازگاری	konfliktus	ناسازگاری	N;NOM;SG	N;SG
konfliktus	درگیری	konfliktus	درگیری	N;NOM;SG	N;SG
konfliktus	منازعه	konfliktus	منازعه	N;NOM;SG	N;SG
konfliktus	کشمکش	konfliktus	کشمکش	N;NOM;SG	N;SG
konfliktus	نزاع	konfliktus	نزاع	N;NOM;SG	N;SG
konfliktus	ناسازگاری	konfliktus	ناسازگاری	N;NOM;SG	N;SG
oltár	محراب	oltár	None	N;NOM;SG	N;SG
oltár	قربانگاه	oltár	قربانگاه	N;NOM;SG	N;SG
kísérletek	آزمونهای	kísérlet	آزمون	N;NOM;PL	N;PL
kísérletek	تلاشهای	kísérlet	تلاش	N;NOM;PL	N;PL
kísérletek	تلاشها	kísérlet	تلاش	N;NOM;PL	N;PL
színek	رنگها	szín	رنگ	N;NOM;PL	N;PL
színek	رنگها	szín	رنگ	N;NOM;PL	N;PL
színek	رنگهای	szín	رنگ	N;NOM;PL	N;PL
színek	رنگها	szín	رنگ	N;NOM;PL	N;PL
paraméterek	پارامترهای	paraméter	پارامتر	N;NOM;PL	N;PL
beszélgetés	بحثش	beszélgetés	بحثش	N;NOM;SG	N;SG
beszélgetés	بحث	beszélgetés	بحث	N;NOM;SG	N;SG
beszélgetés	گفتگو	beszélgetés	گفتگو	N;NOM;SG	N;SG
beszélgetés	مکالمه	beszélgetés	مکالمه	N;NOM;SG	N;SG
beszélgetés	گفتگوی	beszélgetés	گفتگو	N;NOM;SG	N;SG
beszélgetés	گپ	beszélgetés	گپ	N;NOM;SG	N;SG
beszélgetés	گپی	beszélgetés	گذی	N;NOM;SG	N;SG
beszélgetés	حرف	beszélgetés	حرف	N;NOM;SG	N;SG
gyógyszerek	مواد	gyógyszer	ماده	N;NOM;PL	N;PL
döntős	فینالیست	döntős	فینالیست	N;NOM;SG	N;SG
döntős	finalist	döntős	finalist	N;NOM;SG	N;SG
kórus	همخوان	kórus	همخوان	N;NOM;SG	N;SG
kórus	کورس	kórus	کورس	N;NOM;SG	N;SG
karrier	حرفه	karrier	None	N;NOM;SG	N;SG
karrier	شغل	karrier	شغل	N;NOM;SG	N;SG
feszültség	تنش	feszültség	تنش	N;NOM;SG	N;SG
feszültség	ولتاژ	feszültség	ولتاژ	N;NOM;SG	N;SG
bemutatása	ارائه	bemutatás	ارائه	N;NOM;SG	N;SG
szavakat	کلمات	szó	None	N;ACC;PL	N;PL
építés	ساخت	építés	ساخت	N;NOM;SG	N;SG
építés	سازندگی	építés	سازندگی	N;NOM;SG	N;SG
építés	ساختمان	építés	ساختمان	N;NOM;SG	N;SG
minimum	کمینه	minimum	کمینه		
járatok	پروازهای	járat	پرواز	N;NOM;PL	N;PL
járatok	پروازها	járat	پرواز	N;NOM;PL	N;PL
háttérben	زمینه	háttér	زمینه	N;IN+ESS;SG	N;SG
különbséget	تمایز	különbség	تمایز	N;ACC;SG	N;SG
vásárolt	خریده	vásárol	None	V;INDF;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
karácsony	کریسمس	karácsony	کریسمس	N;NOM;SG	N;SG
felszíni	سطح	fel+színi	سطح	N;NOM;SG	N;SG
felszíni	سطحی	fel+színi	سطحی	N;NOM;SG	N;SG
kontinens	قاره	kontinens	None	N;NOM;SG	N;SG
kontinens	قاره	kontinens	None	N;NOM;SG	N;SG
időjárás	هوای	időjárás	هوا	N;NOM;SG	N;SG
időjárás	هوا	időjárás	هوا	N;NOM;SG	N;SG
szélessége	عرض	szélesség	عرض	N;NOM;SG	N;SG
szobrot	مجسمه	szobor	مجسمه	N;ACC;SG	N;SG
szobrot	تندیس	szobor	None	N;ACC;SG	N;SG
piac	بازار	piac	بازار	N;NOM;SG	N;SG
piac	مارکت	piac	مارکت	N;NOM;SG	N;SG
piac	بازار	piac	بازار	N;NOM;SG	N;SG
piac	مارکیت	piac	مارکیت	N;NOM;SG	N;SG
piac	بازاری	piac	بازاری	N;NOM;SG	N;SG
akusztikus	آکوستیک	akusztikus	آکوستیک	N;NOM;SG	N;SG
ábrahám	آبراهام	ábrahám	آبراهام	N;NOM;SG	N;SG
ábrahám	قصّه	ábrahám	قصّه	N;NOM;SG	N;SG
ábrahám	ابراهیم	ábrahám	ابراهیم	N;NOM;SG	N;SG
vsc	vsc	vsc	vsc	N;NOM;SG	N;SG
személyiség	شخصیت	személyiség	شخصیت	N;NOM;SG	N;SG
személyiség	شخصیتی	személyiség	شخصیت	N;NOM;SG	N;SG
tulajdonságai	ویژگیها	tulajdonság	ویژگی	N;NOM;PL	N;PL
tulajdonságai	ویژگیهای	tulajdonság	ویژگی	N;NOM;PL	N;PL
távolság	مسافت	távolság	مسافت	N;NOM;SG	N;SG
távolság	فاصله	távolság	فاصله	N;NOM;SG	N;SG
távolság	گستره	távolság	گستره	N;NOM;SG	N;SG
fosszilis	فسیلی	fosszilis	فسیلی	N;NOM;SG	N;SG
fosszilis	فسیل	fosszilis	فسیل	N;NOM;SG	N;SG
lát	میبیند	lát	دید#بین	V;INDF;IND;SG;3;PRS;FIN;ACT	V;SG;3;PRS
óvoda	مهدکودک	óvoda	مهدکودک	N;NOM;SG	N;SG
óvoda	کودکستان	óvoda	کودکستان	N;NOM;SG	N;SG
óvoda	مهدکودک	óvoda	مهدکودک	N;NOM;SG	N;SG
óvoda	دبستانی	óvoda	دبستانی	N;NOM;SG	N;SG
munkások	کارگرها	munkás	کارگر	N;NOM;PL	N;PL
munkások	کارگران	munkás	کارگر	N;NOM;PL	N;PL
támadások	حملات	támadás	None	N;NOM;PL	N;PL
jelöltek	کاندیداهای	jelöl	کاندیدا	N;NOM;PL	N;PL
jelöltek	نامزدها	jelöl	نامزد	N;NOM;PL	N;PL
vegyület	مرکب	vegyület	None	N;NOM;SG	N;SG
vegyület	ترکیب	vegyület	ترکیب	N;NOM;SG	N;SG
tavasz	بهار	tavasz	بهار	N;NOM;SG	N;SG
tavasz	بهاری	tavasz	بهاری	N;NOM;SG	N;SG
tavasz	اسپرینگ	tavasz	اسپرینگ	N;NOM;SG	N;SG
reakció	واکنشی	reakció	واکنش	N;NOM;SG	N;SG
reakció	واکنش	reakció	واکنش	N;NOM;SG	N;SG
reakció	پاسخگویی	reakció	پاسخگویی	N;NOM;SG	N;SG
reakció	پاسخ	reakció	پاسخ	N;NOM;SG	N;SG
reakció	واکنش	reakció	واکنش	N;NOM;SG	N;SG
színpad	مرحله	színpad	مرحله	N;NOM;SG	N;SG
színpad	صحنه	színpad	صحنه	N;NOM;SG	N;SG
színpad	استیج	színpad	استیج	N;NOM;SG	N;SG
alagút	تونلی	alagút	تونلی	N;NOM;SG	N;SG
alagút	تونل	alagút	None	N;NOM;SG	N;SG
nyugdíjba	بازنشستگی	nyugdíj	بازنشستگی	N;IN+ALL;SG	N;SG
válság	بحرانی	válság	بحرانی	N;NOM;SG	N;SG
válság	بحران	válság	بحران	N;NOM;SG	N;SG
rendőr	پولیس	rendőr	پولیس	N;NOM;SG	N;SG
rendőr	پلیس	rendőr	پلیس	N;NOM;SG	N;SG
manga	مانگا	manga	مانگا	N;NOM;SG	N;SG
művészetek	هنرهای	művészet	هنر	N;NOM;PL	N;PL
egészséges	تندرست	egészséges	تندرست	ADJ;NOM;SG	ADJ
egészséges	سالم	egészséges	سالم	ADJ;NOM;SG	ADJ
nehezebb	سنگینتر	nehéz	سنگین	ADJ;NOM;CMPR;SG	ADJ;CMPR
gömb	گوی	gömb	گو		
gömb	اورب	gömb	اورب		
barátok	دوستان	barát	دوست	N;NOM;PL	N;PL
támogatása	مکمل	támogatás	None	N;NOM;SG	N;SG
jelölések	نمادهای	jelölés	نماد	N;NOM;PL	N;PL
jelölések	نمادها	jelölés	نماد	N;NOM;PL	N;PL
jelölések	نامزدها	jelölés	نامزد	N;NOM;PL	N;PL
jelölések	نامزدهای	jelölés	نامزد	N;NOM;PL	N;PL
betegek	بیمارها	beteg	بیمار	N;NOM;PL	N;PL
betegek	بیماران	beteg	بیمار	N;NOM;PL	N;PL
ciklus	چرخه	ciklus	چرخه	N;NOM;SG	N;SG
ciklus	سیکل	ciklus	سیکل	N;NOM;SG	N;SG
ciklus	چرخه	ciklus	چرخه	N;NOM;SG	N;SG
telep	کلونی	telep	کلونی	N;NOM;SG	N;SG
telep	مستعمره	telep	مستعمره	N;NOM;SG	N;SG
költészet	شعر	költészet	شعر	N;NOM;SG	N;SG
képregény	کمیک	képregény	None	N;NOM;SG	N;SG
képregény	کمدی	képregény	None	N;NOM;SG	N;SG
képregény	کمیک	képregény	None	N;NOM;SG	N;SG
képregény	مصور	képregény	مصور	N;NOM;SG	N;SG
hüllők	خزندگان	hüllő	خزنده	N;NOM;PL	N;PL
klinikai	بالینی	klinikai	بالینی	N;NOM;SG	N;SG
helyek	مکانهایی	hely	مکان	N;NOM;PL	N;PL
helyek	مکانها	hely	مکان	N;NOM;PL	N;PL
helyek	مساجد	hely	None	N;NOM;PL	N;PL
helyek	مکانهای	hely	مکان	N;NOM;PL	N;PL
helyek	مکانها	hely	مکان	N;NOM;PL	N;PL
helyek	محلهای	hely	محل	N;NOM;PL	N;PL
tényező	فاکتور	tényező	فاکتور	N;NOM;SG	N;SG
tényező	عامل	tényező	عامل	N;NOM;SG	N;SG
előadások	سمینارهای	előadás	سمینار	N;NOM;PL	N;PL
grafikai	نگاره	grafikai	نگاره	N;NOM;SG	N;SG
grafikai	graphic	grafikai	graphic	N;NOM;SG	N;SG
támogatás	پشتیبان	támogatás	پشتیب	N;NOM;SG	N;SG
támogatás	پشتیبانی	támogatás	پشتیبانی	N;NOM;SG	N;SG
támogatás	حمایت	támogatás	حمایت	N;NOM;SG	N;SG
levele	حرف	levél	حرف	N;NOM;SG	N;SG
levele	نامه	levél	نامه	N;NOM;SG	N;SG
piaci	مارکت	piaci	مارکت	N;NOM;SG	N;SG
piaci	بازار	piaci	بازار	N;NOM;SG	N;SG
piaci	مارکیت	piaci	مارکیت	N;NOM;SG	N;SG
piaci	بازاری	piaci	بازاری	N;NOM;SG	N;SG
malom	میل	malom	None	N;NOM;SG	N;SG
malom	آسیاب	malom	None	N;NOM;SG	N;SG
nagyméretű	بزرگ	nagyméretű	بزرگ	ADJ;NOM;SG	ADJ
nagyméretű	درشت	nagyméretű	درشت	ADJ;NOM;SG	ADJ
lehetőségek	امکانات	lehetőség	امکان	N;NOM;PL	N;PL
lehetőségek	فرصتها	lehetőség	فرصت	N;NOM;PL	N;PL
lehetőségek	فرصتهای	lehetőség	فرصت	N;NOM;PL	N;PL
védelmet	حفاظت	védelem	حفاظت	N;ACC;SG	N;SG
védelmet	پناه	védelem	None	N;ACC;SG	N;SG
védelmet	محافظت	védelem	محافظت	N;ACC;SG	N;SG
ünnepek	تعطیلات	ünnep	تعطیل	N;NOM;PL	N;PL
ünnepek	اعیاد	ünnep	اعیاد	N;NOM;PL	N;PL
mozi	سینما	mozi	سینما	N;NOM;SG	N;SG
mozi	فیلم	mozi	فیلم	N;NOM;SG	N;SG
mozi	فیلمی	mozi	فیلم	N;NOM;SG	N;SG
mozi	فیلم	mozi	فیلم	N;NOM;SG	N;SG
mozi	سینما	mozi	سینما	N;NOM;SG	N;SG
mozi	سینمای	mozi	سینما	N;NOM;SG	N;SG
mozi	cinema	mozi	cinema	N;NOM;SG	N;SG
helyben	محلی	hely	محل	N;IN+ESS;SG	N;SG
egyén	شخصی	egyén	شخص	N;NOM;SG	N;SG
egyén	فرد	egyén	فرد	N;NOM;SG	N;SG
együttműködés	همکاری	együttműködés	همکاری	N;NOM;SG	N;SG
együttműködés	همکاری	együttműködés	همکاری	N;NOM;SG	N;SG
fáraó	فرعون	fáraó	فرعون	N;NOM;SG	N;SG
alonso	آلونسو	alonso	آلونسو	N;NOM;SG	N;SG
jellemzői	مشخصات	jellemző	مشخصه	N;NOM;PL	N;PL
jellemzői	ویژگیها	jellemző	ویژگی	N;NOM;PL	N;PL
jellemzői	ویژگیهای	jellemző	ویژگی	N;NOM;PL	N;PL
termelés	تولید	termelés	تولید	N;NOM;SG	N;SG
állítás	مطالبه	állítás	None	N;NOM;SG	N;SG
állítás	ادعا	állítás	ادعا	N;NOM;SG	N;SG
állítás	ادعای	állítás	ادعا	N;NOM;SG	N;SG
állítás	بیانیه	állítás	بیانیه	N;NOM;SG	N;SG
állítás	اظهارنامه	állítás	اظهارنامه	N;NOM;SG	N;SG
bevezetése	معرفی	bevezetés	معرفی	N;NOM;SG	N;SG
bevezetése	مقدمه	bevezetés	مقدمه	N;NOM;SG	N;SG
bevezetése	آشنایی	bevezetés	آشنایی	N;NOM;SG	N;SG
bevezetése	معرفی	bevezetés	معرفی	N;NOM;SG	N;SG
rajongók	هواداران	rajongó	هوادار	N;NOM;PL	N;PL
rajongók	هوادارن	rajongó	هوادارن	N;NOM;PL	N;PL
rajongók	طرفداران	rajongó	طرفدار	N;NOM;PL	N;PL
