kot	como	kot	como	CONJ	CONJ
versko	religiosa	versko	religioso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
dioksid	dióxido	dioksid	dióxido	N;NOM;MASC;SG	N;MASC;SG
hdd	hdd	hdd	hdd	N;NOM;MASC;SG	N;MASC;SG
zvoka	sonido	zvok	sonido	N;GEN;MASC;SG	N;MASC;SG
zvoka	sound	zvok	sound	N;GEN;MASC;SG	N
sol	sal	sol	sal	N;NOM;MASC;SG	N;FEM;SG
sol	sol	sol	sol	N;NOM;MASC;SG	N;MASC;SG
motivi	motivos	motiv	motivo	N;NOM;MASC;PL	N;MASC;PL
motivi	motivos	motiv	motivo	N;NOM;MASC;PL	N;MASC;PL
predhodno	anteriormente	predhodno	anteriormente	ADV	ADV
predhodno	previamente	predhodno	previamente	ADV	ADV
plemen	tribus	plemen	tribu	N;GEN;FEM;PL	N;FEM;PL
romanov	novelas	roman	novela	N;GEN;MASC;PL	N;FEM;PL
britanci	británicos	britanec	británico	N;NOM;MASC;PL	N;MASC;PL
britanci	británicos	britanec	británico	N;NOM;MASC;PL	N;MASC;PL
usposabljanje	formación	usposabljanje	formación	N;NOM;NEUT;SG	N;FEM;SG
usposabljanje	adiestramiento	usposabljanje	adiestramiento	N;NOM;NEUT;SG	N;MASC;SG
usposabljanje	entrenamiento	usposabljanje	entrenamiento	N;NOM;NEUT;SG	N;MASC;SG
usposabljanje	capacitación	usposabljanje	capacitación	N;NOM;NEUT;SG	N;FEM;SG
villa	villa	vileti	villa	N;NOM;FEM;SG	N;FEM;SG
obnovljena	reconstruida	obnovljen	reconstruido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
obnovljena	reconstruido	obnovljen	reconstruir	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obnovljena	renovado	obnovljen	renovado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
obnovljena	renovada	obnovljen	renovado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
obnovljena	restaurada	obnovljen	restaurado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
obnovljena	restaurado	obnovljen	restaurado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
turški	turca	turški	turco	ADJ;NOM;MASC;SG	ADJ;FEM;SG
vedel	sabia	vedeti	sabio	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
vedel	sabía	vedeti	saber	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
vedel	conocía	vedeti	conocer	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
dediščina	herencia	dediščina	herencia	N;NOM;FEM;SG	N;FEM;SG
dediščina	sucesión	dediščina	sucesión	N;NOM;FEM;SG	N;FEM;SG
dediščina	legado	dediščina	legado	N;NOM;FEM;SG	N;MASC;SG
dediščina	legacy	dediščina	legacy	N;NOM;FEM;SG	N
dediščina	herencia	dediščina	herencia	N;NOM;FEM;SG	N;FEM;SG
dediščina	reliquia	dediščina	reliquia	N;NOM;FEM;SG	N;FEM;SG
dediščina	patrimonio	dediščina	patrimonio	N;NOM;FEM;SG	N;MASC;SG
dediščina	herencia	dediščina	herencia	N;NOM;FEM;SG	N;FEM;SG
dediščina	heritage	dediščina	heritage	N;NOM;FEM;SG	N;MASC;SG
lov	caza	lov	caza	N;NOM;MASC;SG	N;FEM;SG
lov	cacería	lov	cacería	N;NOM;MASC;SG	N;FEM;SG
lov	cazo	lov	cazo	N;NOM;MASC;SG	N;MASC;SG
lov	caza	lov	caza	N;NOM;MASC;SG	N;FEM;SG
lov	cacería	lov	cacería	N;NOM;MASC;SG	N;FEM;SG
pripravljen	listo	pripravljen	listo	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG
pripravljen	preparado	pripravljen	preparado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
pripravljen	preparada	pripravljen	preparado	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
igrajo	jugando	igrati	jugar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
igrajo	tocando	igrati	tocar	V;IPFV;IND;PL;3;PRS;FIN	V;V.MSDR
igrajo	jugar	igrati	jugar	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
srebro	plateado	srebro	plateado	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
savo	savo	sava	savo	N;ACC;FEM;SG	N;FEM;SG
izrazi	expresiones	izraz	expresión	N;NOM;MASC;PL	N;FEM;PL
izrazi	términos	izraz	término	N;NOM;MASC;PL	N;MASC;PL
izrazi	terminos	izraz	termino	N;NOM;MASC;PL	N;MASC;PL
izrazi	condiciones	izraz	condición	N;NOM;MASC;PL	N;FEM;PL
johansson	johansson	johansson	johansson	N;NOM;MASC;SG	N;FEM;SG
izkušenj	experiencias	izkušnja	experiencia	N;GEN;FEM;PL	N;FEM;PL
pouk	clase	pouk	clase	N;NOM;MASC;SG	N;FEM;SG
pouk	class	pouk	clas	N;NOM;MASC;SG	N;FEM;SG
turško	turca	turški	turco	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
naročil	ordenó	naročiti	ordenar	V;PFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
zaslug	méritos	zasluga	mérito	N;GEN;FEM;PL	N;MASC;PL
polovice	mitades	polovica	mitad	N;NOM;FEM;PL	N;FEM;PL
trdil	reclamó	trditi	reclamar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
trdil	alegó	trditi	alegar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
trdil	argumentó	trditi	argumentar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
kaneda	kaneda	kaned	kaneda	N;NOM;MASC;SG	N;SG
tovarna	fabrica	tovarna	fabricar	N;NOM;FEM;SG	N;FEM;SG
tovarna	factoría	tovarna	factoría	N;NOM;FEM;SG	N;FEM;SG
tovarna	factory	tovarna	factory	N;NOM;FEM;SG	N;MASC;SG
tovarna	fábrica	tovarna	fábrica	N;NOM;FEM;SG	N;FEM;SG
prireditev	acontecimiento	prireditev	acontecimiento	N;NOM;FEM;SG	N;MASC;SG
prireditev	evento	prireditev	evento	N;NOM;FEM;SG	N;MASC;SG
alpski	alpina	alpski	alpino	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
alpski	alpino	alpski	alpino	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
snemanje	grabación	snemanje	grabación	N;NOM;NEUT;SG	N;FEM;SG
snemanje	filmación	snemanje	filmación	N;NOM;NEUT;SG	N;FEM;SG
snemanje	rodaje	snemanje	rodaje	N;NOM;NEUT;SG	N;MASC;SG
revolucijo	revolution	revolucija	revolution	N;ACC;FEM;SG	N
revolucijo	revolución	revolucija	revolución	N;ACC;FEM;SG	N;FEM;SG
vasilij	basilio	vasilij	basilio	N;NOM;MASC;SG	N;MASC;SG
vasilij	vasili	vasilij	vasili	N;NOM;MASC;SG	N;MASC;SG
vasilij	vassili	vasilij	vassili	N;NOM;MASC;SG	N;SG
vodilo	guía	vodilo	guía	N;NOM;NEUT;SG	N;FEM;SG
vodilo	guia	vodilo	guia	N;NOM;NEUT;SG	N;FEM;SG
diplomatsko	diplomática	diplomatski	diplomático	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
predstavljala	imaginé	predstavljati	imaginar	V;IPFV;FEM;SG;V.PTCP	V;IND;SG;1;PST;FIN
jezus	jesús	jezus	jesú	N;NOM;MASC;SG	N;MASC;SG
jezus	jesus	jezus	jesus	N;NOM;MASC;SG	N
strokovnjak	experto	strokovnjak	experto	N;NOM;MASC;SG	N;MASC;SG
strokovnjak	perito	strokovnjak	perito	N;NOM;MASC;SG	N;MASC;SG
strokovnjak	experta	strokovnjak	experta	N;NOM;MASC;SG	N;FEM;SG
kakovost	quality	kakovost	quality	N;NOM;FEM;SG	N
kakovost	calidad	kakovost	calidad	N;NOM;FEM;SG	N;FEM;SG
kakovost	cualidad	kakovost	cualidad	N;NOM;FEM;SG	N;FEM;SG
rakete	misiles	raketa	misil	N;NOM;FEM;PL	N;MASC;PL
rakete	cohetes	raketa	cohete	N;NOM;FEM;PL	N;MASC;PL
bratje	hermanos	bratje	hermano	N;NOM;MASC;PL	N;MASC;PL
bratje	brothers	bratje	brothers	N;NOM;MASC;PL	N;MASC;PL
omejena	limitado	omejen	limitado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
omejena	limitada	omejen	limitado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
omejena	restringida	omejen	restringido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
omejena	restringido	omejen	restringido	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
zares	ciertamente	zares	ciertamente	ADV	ADV
zares	efectivamente	zares	efectivamente	ADV	ADV
zares	realmente	zares	realmente	ADV	ADV
geslo	password	geslo	password	N;NOM;NEUT;SG	N;MASC;SG
geslo	clave	geslo	clave	N;NOM;NEUT;SG	N;FEM;SG
geslo	contraseña	geslo	contraseño	N;NOM;NEUT;SG	N;FEM;SG
notranja	interno	notranji	interno	ADJ;NOM;FEM;SG	ADJ;MASC;SG
notranja	interna	notranji	interno	ADJ;NOM;FEM;SG	ADJ;FEM;SG
vidni	visibles	viden	visible	ADJ;NOM;MASC;PL	ADJ;PL
dekan	decano	dekan	decano	N;NOM;MASC;SG	N;MASC;SG
obnovo	restablecimiento	obnova	restablecimiento	N;ACC;FEM;SG	N;MASC;SG
obnovo	restauración	obnova	restauración	N;ACC;FEM;SG	N;FEM;SG
arhitekturo	arquitectura	arhitektura	arquitectura	N;ACC;FEM;SG	N;FEM;SG
zasedba	reparto	zasedba	reparto	N;NOM;FEM;SG	N;MASC;SG
zasedba	elenco	zasedba	elenco	N;NOM;FEM;SG	N;MASC;SG
sevanja	radiaciones	sevanji	radiación	N;NOM;NEUT;PL	N;FEM;PL
kemijsko	químico	kemijski	químico	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
parker	parker	parker	parker	N;NOM;MASC;SG	N;MASC;SG
kraji	sitios	kraj	sitio	N;NOM;MASC;PL	N;MASC;PL
kraji	lugares	kraj	lugar	N;NOM;MASC;PL	N;MASC;PL
kraji	localidades	kraj	localidad	N;NOM;MASC;PL	N;FEM;PL
kraji	plazas	kraj	plaza	N;NOM;MASC;PL	N;FEM;PL
križec	cruz	križec	cruz	N;NOM;MASC;SG	N;FEM;SG
križec	cross	križec	cross	N;NOM;MASC;SG	N
križec	cruce	križec	cruce	N;NOM;MASC;SG	N;MASC;SG
prostori	premisas	prostor	premisa	N;NOM;MASC;PL	N;FEM;PL
prostori	espacios	prostor	espacio	N;NOM;MASC;PL	N;MASC;PL
figure	figuras	figura	figura	N;NOM;FEM;PL	N;FEM;PL
figure	cifras	figura	cifra	N;NOM;FEM;PL	N;FEM;PL
zgrajeni	construidos	zgrajen	construido	ADJ;NOM;MASC;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
naslovnica	titular	naslovnica	titular	N;NOM;FEM;SG	N;MASC;SG
grška	griega	grški	griego	ADJ;NOM;FEM;SG	ADJ;FEM;SG
povečuje	aumenta	povečevati	aumentar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
oskar	oscar	oskar	oscar	N;NOM;MASC;SG	N;MASC;SG
oskar	óscar	oskar	óscar	N;NOM;MASC;SG	N;SG
cikel	ciclo	cikel	ciclo	N;NOM;MASC;SG	N;MASC;SG
legije	legiones	leg	legión	N;NOM;FEM;PL	N;FEM;PL
cesarjev	emperadores	cesar	emperador	N;GEN;MASC;PL	N;MASC;PL
dosežki	logros	dosežek	logro	N;NOM;MASC;PL	N;MASC;PL
dosežki	realizaciones	dosežek	realización	N;NOM;MASC;PL	N;FEM;PL
brazilija	brazil	brazilij	brazil	N;NOM;FEM;SG	N
brazilija	brasil	brazilij	brasil	N;NOM;FEM;SG	N;SG
zmanjšuje	reduce	zmanjševati	reducir	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
obroč	anillo	obroč	anillo	N;NOM;MASC;SG	N;MASC;SG
obroč	ring	obroč	ring	N;NOM;MASC;SG	N;MASC;SG
obroč	aro	obroč	aro	N;NOM;MASC;SG	N;MASC;SG
prevladuje	domina	prevladovati	dominar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
prevladuje	prevalece	prevladovati	prevalecer	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tveganja	riesgos	tveganje	riesgo	N;NOM;NEUT;PL	N;MASC;PL
tveganja	riesgos	tveganje	riesgo	N;NOM;NEUT;PL	N;MASC;PL
ruševine	escombros	ruševina	escombro	N;NOM;FEM;PL	N;MASC;PL
ruševine	ruinas	ruševina	ruina	N;NOM;FEM;PL	N;FEM;PL
odvetnik	abogada	odvetnik	abogada	N;NOM;MASC;SG	N;FEM;SG
odvetnik	abogado	odvetnik	abogado	N;NOM;MASC;SG	N;MASC;SG
odvetnik	procurador	odvetnik	procurador	N;NOM;MASC;SG	N;MASC;SG
odvetnik	letrado	odvetnik	letrado	N;NOM;MASC;SG	N;MASC;SG
odvetnik	jurista	odvetnik	jurista	N;NOM;MASC;SG	N;SG
odvetnik	abogada	odvetnik	abogada	N;NOM;MASC;SG	N;FEM;SG
odvetnik	abogado	odvetnik	abogado	N;NOM;MASC;SG	N;MASC;SG
obisk	visita	obisk	visita	N;NOM;MASC;SG	N;FEM;SG
obisk	visita	obisk	visita	N;NOM;MASC;SG	N;FEM;SG
harvard	harvard	harvard	harvard	N;NOM;MASC;SG	N;FEM;SG
dejstva	hechos	dejstvo	hecho	N;NOM;NEUT;PL	N;MASC;PL
auguste	auguste	august	auguste	N;NOM;MASC;SG	N;SG
sodelavec	colega	sodelavec	colega	N;NOM;MASC;SG	N;SG
padec	caída	padec	caída	N;NOM;MASC;SG	N;FEM;SG
padec	otoño	padec	otoño	N;NOM;MASC;SG	N;MASC;SG
padec	caída	padec	caída	N;NOM;MASC;SG	N;FEM;SG
glasovanje	voto	glasovanje	voto	N;NOM;NEUT;SG	N;MASC;SG
glasovanje	votación	glasovanje	votación	N;NOM;NEUT;SG	N;FEM;SG
glasovanje	votación	glasovanje	votación	N;NOM;NEUT;SG	N;FEM;SG
prevodi	traducciones	prevod	traducción	N;NOM;MASC;PL	N;FEM;PL
trdno	firmemente	trdno	firmemente	ADV	ADV
analizo	analisis	analiza	analisis	N;ACC;FEM;SG	N;MASC
analizo	análisis	analiza	análisis	N;ACC;FEM;SG	N;MASC
kralji	reyes	kralj	rey	N;NOM;MASC;PL	N;MASC;PL
kralji	kings	kralj	king	N;NOM;MASC;PL	N;MASC;PL
požar	incendio	požar	incendio	N;NOM;MASC;SG	N;MASC;SG
požar	fuego	požar	fuego	N;NOM;MASC;SG	N;MASC;SG
harald	harald	harald	harald	N;NOM;MASC;SG	N;SG
električna	eléctrica	električen	eléctrico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
električna	eléctrico	električen	eléctrico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
vettel	vettel	vetti	vettel	N;NOM;MASC;SG	N;MASC;SG
toyota	toyota	toy	toyoto	N;NOM;FEM;SG	N;MASC;SG
psihologija	psicologia	psihologija	psicologia	N;NOM;FEM;SG	N;FEM;SG
psihologija	psicología	psihologija	psicología	N;NOM;FEM;SG	N;FEM;SG
lok	lok	lok	lok	N;NOM;MASC;SG	N
lok	arc	lok	arc	N;NOM;MASC;SG	N
lok	arco	lok	arco	N;NOM;MASC;SG	N;MASC;SG
lok	moño	lok	moño	N;NOM;MASC;SG	N;MASC;SG
lok	reverencia	lok	reverencia	N;NOM;MASC;SG	N;FEM;SG
lok	arco	lok	arco	N;NOM;MASC;SG	N;MASC;SG
lok	proa	lok	proa	N;NOM;MASC;SG	N;FEM;SG
lok	bow	lok	bow	N;NOM;MASC;SG	N
osebne	personales	oseben	personal	ADJ;NOM;FEM;PL	ADJ;PL
jenson	jenson	jenson	jenson	N;NOM;MASC;SG	N;MASC;SG
letnik	vintage	letnik	vintage	N;NOM;MASC;SG	N;MASC;SG
letnik	vendimia	letnik	vendimia	N;NOM;MASC;SG	N;FEM;SG
letnik	cosecha	letnik	cosecha	N;NOM;MASC;SG	N;FEM;SG
zapusti	dejar	zapustiti	dejar	V;PFV;IND;SG;3;PRS;FIN	V;NFIN
preživela	sobrevivió	preživeti	sobrevivir	V;PFV;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
predmete	objetos	predmeti	objeto	N;ACC;MASC;PL	N;MASC;PL
free	free	free	freer	N;NOM;MASC;SG	N
kolonije	colonias	kolonija	colonia	N;NOM;FEM;PL	N;FEM;PL
izraža	expresa	izražati	expresar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
samice	hembras	samica	hembra	N;NOM;FEM;PL	N;FEM;PL
princa	principe	princ	principe	N;ACC;MASC;SG	N;MASC;SG
princa	prince	princ	prince	N;ACC;MASC;SG	N
princa	príncipe	princ	príncipe	N;ACC;MASC;SG	N;MASC;SG
ugled	fama	ugled	fama	N;NOM;MASC;SG	N;FEM;SG
ugled	renombre	ugled	renombre	N;NOM;MASC;SG	N;MASC;SG
ugled	reputación	ugled	reputación	N;NOM;MASC;SG	N;FEM;SG
donald	donald	donald	donald	N;NOM;MASC;SG	N;SG
jazz	jazz	jazz	jazz	N;NOM;MASC;SG	N;MASC;SG
motorje	motores	motor	motor	N;ACC;MASC;PL	N;MASC;PL
pomorski	marítima	pomorski	marítimo	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
lawrence	lorenzo	lawrenca	lorenzo	N;NOM;MASC;SG	N;MASC;SG
lawrence	lawrence	lawrenca	lawrence	N;NOM;MASC;SG	N;SG
elseif	elseif	elseif	elseif		
medved	osa	medved	osar	N;NOM;MASC;SG	N;FEM;SG
medved	bear	medved	bear	N;NOM;MASC;SG	N
medved	oso	medved	oso	N;NOM;MASC;SG	N;MASC;SG
medved	osito	medved	osito	N;NOM;MASC;SG	N;MASC;SG
medijev	medios	medij	medio	N;GEN;MASC;PL	N;MASC;PL
dnevi	días	dan	día	N;NOM;MASC;PL	N;MASC;PL
dnevi	jornadas	dan	jornada	N;NOM;MASC;PL	N;FEM;PL
dnevi	dias	dan	dia	N;NOM;MASC;PL	N;MASC;PL
dnevi	days	dan	day	N;NOM;MASC;PL	N
narodnosti	etnias	narodnost	etnia	N;NOM;FEM;PL	N;FEM;PL
theodor	theodor	theodor	theodor	N;NOM;MASC;SG	N;MASC;SG
atlas	atlas	atlas	atlas	N;NOM;MASC;SG	N;MASC;SG
državnik	estadista	državnik	estadista	N;NOM;MASC;SG	N;SG
oblačila	ropas	oblačilo	ropa	N;NOM;NEUT;PL	N;FEM;PL
scenarij	guión	scenarij	guión	N;NOM;MASC;SG	N;MASC;SG
scenarij	guion	scenarij	guion	N;NOM;MASC;SG	N;MASC;SG
scenarij	escenario	scenarij	escenario	N;NOM;MASC;SG	N;MASC;SG
scenarij	script	scenarij	script	N;NOM;MASC;SG	N;MASC;SG
scenarij	guion	scenarij	guion	N;NOM;MASC;SG	N;MASC;SG
scenarij	guión	scenarij	guión	N;NOM;MASC;SG	N;MASC;SG
spomenikov	monumentos	spomenik	monumento	N;GEN;MASC;PL	N;MASC;PL
omejitev	limitación	omejitev	limitación	N;NOM;FEM;SG	N;FEM;SG
omejitev	restricción	omejitev	restricción	N;NOM;FEM;SG	N;FEM;SG
omejitev	restricción	omejitev	restricción	N;NOM;FEM;SG	N;FEM;SG
omejitev	limitación	omejitev	limitación	N;NOM;FEM;SG	N;FEM;SG
omejitev	límite	omejitev	límite	N;NOM;FEM;SG	N;MASC;SG
tehniko	tecnica	tehnika	tecnicar	N;ACC;FEM;SG	N;FEM;SG
tehniko	técnica	tehnika	técnica	N;ACC;FEM;SG	N;FEM;SG
uspešna	exitoso	uspešen	exitoso	ADJ;NOM;FEM;SG	ADJ;MASC;SG
uspešna	exitosa	uspešen	exitoso	ADJ;NOM;FEM;SG	ADJ;FEM;SG
italijani	italianos	italijan	italiano	N;NOM;MASC;PL	N;MASC;PL
trdnjavo	torre	trdnjava	torre	N;ACC;FEM;SG	N;FEM;SG
trdnjavo	fortaleza	trdnjava	fortaleza	N;ACC;FEM;SG	N;FEM;SG
ročno	manualmente	ročen	manualmente	ADV	ADV
podmornice	submarinos	podmornica	submarino	N;NOM;FEM;PL	N;MASC;PL
podmornice	submarinos	podmornica	submarino	N;NOM;FEM;PL	N;MASC;PL
talbot	talbot	talbot	talbot	N;NOM;MASC;SG	N;MASC;SG
mladina	juventud	mladina	juventud	N;NOM;FEM;SG	N;FEM;SG
odsek	fragmento	odsek	fragmento	N;NOM;MASC;SG	N;MASC;SG
odsek	seccion	odsek	seccionar	N;NOM;MASC;SG	N;FEM;SG
odsek	sección	odsek	sección	N;NOM;MASC;SG	N;FEM;SG
odsek	segmento	odsek	segmento	N;NOM;MASC;SG	N;MASC;SG
koča	casita	kočati	casita	N;NOM;FEM;SG	N;FEM;SG
koča	cabaña	kočati	cabaña	N;NOM;FEM;SG	N;FEM;SG
koča	lodge	kočati	lodge	N;NOM;FEM;SG	N;MASC;SG
koča	logia	kočati	logia	N;NOM;FEM;SG	N;FEM;SG
koča	chalet	kočati	chalet	N;NOM;FEM;SG	N;MASC;SG
koča	cabaña	kočati	cabaña	N;NOM;FEM;SG	N;FEM;SG
koča	camarote	kočati	camarote	N;NOM;FEM;SG	N;MASC;SG
koča	cabina	kočati	cabina	N;NOM;FEM;SG	N;FEM;SG
osnove	fundamentos	osnova	fundamento	N;NOM;FEM;PL	N;MASC;PL
osnove	fundamentos	osnova	fundamento	N;NOM;FEM;PL	N;MASC;PL
oksid	óxido	oksid	óxido	N;NOM;MASC;SG	N;MASC;SG
umetniški	artística	umetniški	artístico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
umetniški	artístico	umetniški	artístico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
poimenovana	nombrada	poimenovan	nombrado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
poimenovana	nombrado	poimenovan	nombrado	ADJ;NOM;FEM;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
lestvica	balanza	lestvica	balanza	N;NOM;FEM;SG	N;FEM;SG
lestvica	baremo	lestvica	baremo	N;NOM;FEM;SG	N;MASC;SG
lestvica	escala	lestvica	escala	N;NOM;FEM;SG	N;FEM;SG
srednjeveški	medieval	srednjeveški	medieval	ADJ;NOM;MASC;SG	ADJ;SG
škotska	escocesa	škotski	escocesa	ADJ;NOM;FEM;SG	ADJ;FEM;SG
beljakovin	proteínas	beljakovina	proteína	N;GEN;FEM;PL	N;FEM;PL
beljakovin	proteínas	beljakovina	proteína	N;GEN;FEM;PL	N;FEM;PL
samostojne	autónomos	samostojen	autónomo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
vancouver	vancouver	vancouver	vancouver	N;NOM;MASC;SG	N;MASC;SG
govor	discurso	govor	discurso	N;NOM;MASC;SG	N;MASC;SG
manchester	mánchester	manchester	mánchester	N;NOM;MASC;SG	N;MASC;SG
manchester	manchester	manchester	manchester	N;NOM;MASC;SG	N;MASC;SG
medsebojno	mutuamente	medsebojno	mutuamente	ADV	ADV
podrobnosti	detalles	podrobnost	detalle	N;NOM;FEM;PL	N;MASC;PL
zakoni	leyes	zakon	ley	N;NOM;MASC;PL	N;FEM;PL
elektronov	electrones	elektron	electrón	N;GEN;MASC;PL	N;MASC;PL
prosil	rogó	prositi	rogar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
prosil	suplicó	prositi	suplicar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
vidno	visiblemente	vidno	visiblemente	ADV	ADV
predavanja	ponencias	predavanje	ponencia	N;NOM;NEUT;PL	N;FEM;PL
predavanja	conferencias	predavanje	conferencia	N;NOM;NEUT;PL	N;FEM;PL
predavanja	charlas	predavanje	charla	N;NOM;NEUT;PL	N;FEM;PL
dokazi	evidencias	dokaz	evidencia	N;NOM;MASC;PL	N;FEM;PL
dokazi	pruebas	dokaz	prueba	N;NOM;MASC;PL	N;FEM;PL
jekla	aceros	jeklo	acero	N;NOM;NEUT;PL	N;MASC;PL
lokacija	lugar	lokacija	lugar	N;NOM;FEM;SG	N;MASC;SG
lokacija	ubicacion	lokacija	ubicacion	N;NOM;FEM;SG	N;FEM;SG
lokacija	ubicación	lokacija	ubicación	N;NOM;FEM;SG	N;FEM;SG
lokacija	emplazamiento	lokacija	emplazamiento	N;NOM;FEM;SG	N;MASC;SG
lokacija	localización	lokacija	localización	N;NOM;FEM;SG	N;FEM;SG
kritika	crítica	kritika	crítica	N;NOM;FEM;SG	N;FEM;SG
vplivi	efectos	vpliv	efecto	N;NOM;MASC;PL	N;MASC;PL
vplivi	impactos	vpliv	impacto	N;NOM;MASC;PL	N;MASC;PL
vplivi	repercusiones	vpliv	repercusión	N;NOM;MASC;PL	N;FEM;PL
vplivi	influencias	vpliv	influencia	N;NOM;MASC;PL	N;FEM;PL
klubov	palos	klub	palo	N;GEN;MASC;PL	N;MASC;PL
klubov	discotecas	klub	discoteca	N;GEN;MASC;PL	N;FEM;PL
klubov	tréboles	klub	trébol	N;GEN;MASC;PL	N;MASC;PL
klubov	clubes	klub	club	N;GEN;MASC;PL	N;MASC;PL
stavek	frase	stavek	frase	N;NOM;MASC;SG	N;FEM;SG
stavek	frase	stavek	frase	N;NOM;MASC;SG	N;FEM;SG
stavek	sentencia	stavek	sentencia	N;NOM;MASC;SG	N;FEM;SG
kipi	estatuas	kipa	estatua	N;NOM;MASC;PL	N;FEM;PL
kipi	esculturas	kipa	escultura	N;NOM;MASC;PL	N;FEM;PL
govoril	hablé	govoriti	hablar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;1;PST;FIN
govoril	hablaba	govoriti	hablar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;IPFV;FIN
govoril	habló	govoriti	hablar	V;IPFV;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
podlaga	sustrato	podlaga	sustrato	N;NOM;FEM;SG	N;MASC;SG
apostolska	apostólico	apostolski	apostólico	ADJ;NOM;FEM;SG	ADJ;MASC;SG
apostolska	apostólica	apostolski	apostólico	ADJ;NOM;FEM;SG	ADJ;FEM;SG
načrte	planos	načrt	plano	N;ACC;MASC;PL	N;MASC;PL
načrte	planes	načrt	plan	N;ACC;MASC;PL	N;MASC;PL
sklad	fondo	sklad	fondo	N;NOM;MASC;SG	N;MASC;SG
sklad	fundación	sklad	fundación	N;NOM;MASC;SG	N;FEM;SG
portugalski	portuguesa	portugalski	portugués	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
portugalski	portugal	portugalski	portugal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
zvezdo	estrella	zvezda	estrella	N;ACC;FEM;SG	N;FEM;SG
zvezdo	star	zvezda	star	N;ACC;FEM;SG	N
turška	turca	turški	turco	ADJ;NOM;FEM;SG	ADJ;FEM;SG
spolno	sexualmente	spolno	sexualmente	ADV	ADV
potovanja	viajes	potovanje	viaje	N;NOM;NEUT;PL	N;MASC;PL
potovanja	adpic	potovanje	adpic	N;NOM;NEUT;PL	N;MASC
potovanja	excursiones	potovanje	excursión	N;NOM;NEUT;PL	N;FEM;PL
