les	die	le	die	DET;DEF;PL	DET;DEF
mentionné	genoem	mentionner	noem	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
hollande	nederlande	hollande	nederland	N;MASC;SG	N;SG
ier	ier	ier	ier	N;MASC;SG	N;SG
indiquer	dui	indiquer	dui	V;NFIN	V;PRS
crédit	krediet	crédit	krediet	N;MASC;SG	N;SG
dôme	dome	dôme	dome	N;MASC;SG	N;SG
associée	geassosieer	associer	assosieer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reproduction	voortplanting	reproduction	voortplanting	N;FEM;SG	N;SG
christianisme	christendom	christianisme	christendom	N;MASC;SG	N;SG
parcs	parke	parc	park	N;MASC;PL	N;PL
entendu	aangehoor	entendre	aanhoor	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
hasard	kans	hasard	kans	N;MASC;SG	N;SG
acier	staal	acier	staal	N;MASC;SG	N;SG
traditions	tradisies	tradition	tradisie	N;FEM;PL	N;PL
générique	generiese	générique	generies	ADJ;MASC;SG	ADJ;NOM
civilisation	beskawing	civilisation	beskawing	N;FEM;SG	N;SG
silence	stilte	silence	stilte	N;MASC;SG	N;SG
définit	definieer	définir	definieer	V;IND;SG;3;PRS;FIN	V;PRS
publier	plaas	publier	plaas	V;NFIN	V;PRS
publier	publiseer	publier	publiseer	V;NFIN	V;PRS
arguments	argumente	argument	argument	N;MASC;PL	N;PL
institute	instituut	instituter	instituut	N;MASC;SG	N;SG
antenne	antenna	antenne	antenna	N;FEM;SG	N;SG
charbon	steenkool	charbon	steenkool	N;MASC;SG	N;SG
maxi	max	maxi	max	N;MASC;SG	N;SG
archéologie	argeologie	archéologie	argeologie	N;FEM;SG	N;SG
agir	optree	agir	optree	V;NFIN	V;PRS
financement	finansiering	financement	finansiering	N;MASC;SG	N;SG
financement	befondsing	financement	befondsing	N;MASC;SG	N;SG
financement	finansies	financement	finansies	N;MASC;SG	N;SG
soutenir	ondersteun	soutenir	ondersteun	V;NFIN	V;PRS
traducteur	vertaler	traducteur	vertaler	N;MASC;SG	N;SG
ambassade	ambassade	ambassade	ambassade	N;FEM;SG	N;SG
dur	harde	dur	hard	ADJ;MASC;SG	ADJ;NOM
dénomination	naam	dénomination	naam	N;FEM;SG	N;SG
dénomination	gebruikernaam	dénomination	gebruikernaam	N;FEM;SG	N;SG
dénomination	aanwysing	dénomination	aanwysing	N;FEM;SG	N;SG
inclus	ingesluit	inclure	insluit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
journalistes	verslaggewers	journaliste	verslaggewer	N;MASC;PL	N;PL
journalistes	joernaliste	journaliste	joernalis	N;MASC;PL	N;PL
légère	ligte	léger	lig	ADJ;FEM;SG	ADJ;NOM
légère	ligte	léger	lig	ADJ;FEM;SG	ADJ;NOM
clients	klante	client	klant	N;MASC;PL	N;PL
clients	kliënte	client	kliënt	N;MASC;PL	N;PL
insectes	insekte	insecte	insek	N;MASC;PL	N;PL
insectes	goggas	insecte	goggas	N;MASC;PL	N;PL
prisonnier	gevangene	prisonnier	gevang	N;MASC;SG	N;SG
transition	oorgang	transition	oorgang	N;FEM;SG	N;SG
durable	volhoubare	durable	volhoubaar	ADJ;MASC;SG	ADJ;NOM
mar	mer	mar	mer	N;MASC;SG	N;SG
intelligence	intelligensie	intelligence	intelligensie	N;FEM;SG	N;SG
payer	betaal	payer	betaal	V;NFIN	V;PRS
libéré	vrygestel	libérer	vrystel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
libéré	gelos	libérer	gelos	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chaleur	warmte	chaleur	warmte	N;FEM;SG	N;SG
blog	webjoernaal	blog	webjoernaal	N;MASC;SG	N;SG
havre	havre	havre	havre	N;MASC;SG	N;SG
officiels	amptelike	officiel	amptelik	ADJ;MASC;PL	ADJ;NOM
officiels	departementele	officiel	departementeel	ADJ;MASC;PL	ADJ;NOM
présidents	presidente	président	president	N;MASC;PL	N;PL
beauté	skoonheid	beauté	skoonheid	N;FEM;SG	N;SG
indépendants	onafhanklike	indépendant	onafhanklik	ADJ;MASC;PL	ADJ;NOM
indépendants	selfstandige	indépendant	selfstandig	ADJ;MASC;PL	ADJ;NOM
camps	kampe	camp	kampe	N;MASC;PL	N;PL
marques	merke	marque	merk	N;FEM;PL	N;PL
réponses	antwoorde	réponse	antwoord	N;FEM;PL	N;PL
réponses	antwoorde	réponse	antwoord	N;FEM;PL	N;PL
réponses	antwoorde	réponse	antwoord	N;FEM;PL	N;PL
solutions	oplossings	solution	oplossing	N;FEM;PL	N;PL
apparaître	verskyn	apparaître	verskyn	V;NFIN	V;PRS
traiter	behandel	traiter	behandel	V;NFIN	V;PRS
graves	ernstige	grave	ernstig	ADJ;MASC;PL	ADJ;NOM
testament	testament	testament	testament	N;MASC;SG	N;SG
contribuer	dra	contribuer	dra	V;NFIN	V;PRS
décoration	versiering	décoration	versiering	N;FEM;SG	N;SG
fermé	gesluit	fermer	sluit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
fermé	toegemaak	fermer	toemaak	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
alphabet	alfabet	alphabet	alfabet	N;MASC;SG	N;SG
supplémentaire	addisionele	supplémentaire	addisioneel	ADJ;MASC;SG	ADJ;NOM
supplémentaire	bykomende	supplémentaire	bykom	ADJ;MASC;SG	ADJ;NOM
supplémentaire	aanvullende	supplémentaire	aanvul	ADJ;MASC;SG	ADJ;NOM
schéma	diagram	schéma	diagram	N;MASC;SG	N;SG
schéma	patroon	schéma	patroon	N;MASC;SG	N;SG
schéma	skema	schéma	skema	N;MASC;SG	N;SG
contribué	bygedra	contribuer	bydra	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
campus	kampus	campus	kampus	N;MASC;SG	N;SG
charges	kostes	charge	koste	N;FEM;PL	N;PL
bureaux	kantore	bureau	kantoor	N;MASC;PL	N;PL
atmosphère	atmosfeer	atmosphère	atmosfeer	N;FEM;SG	N;SG
réelle	werklike	réel	werklik	ADJ;FEM;SG	ADJ;NOM
ajout	byvoeging	ajout	byvoeging	N;MASC;SG	N;SG
réception	ontvangs	réception	ontvangs	N;FEM;SG	N;SG
mourir	sterf	mourir	sterf	V;NFIN	V;PRS
financier	finansiële	financier	finansieel	ADJ;MASC;SG	ADJ;NOM
personnelles	persoonlike	personnel	persoonlik	ADJ;FEM;PL	ADJ;NOM
témoin	getuienis	témoin	getuienis	N;MASC;SG	N;SG
règlement	regulering	règlement	regulering	N;MASC;SG	N;SG
règlement	regulasie	règlement	regulasie	N;MASC;SG	N;SG
manifeste	manifes	manifeste	manife	N;MASC;SG	N;SG
fenêtre	venster	fenêtre	venster	N;FEM;SG	N;SG
inclut	insluit	inclure	insluit	V;IND;SG;3;PRS;FIN	V;PRS
évènements	gebeure	évènement	gebeure	N;MASC;PL	N;PL
évènements	aktiwiteite	évènement	aktiwiteit	N;MASC;PL	N;PL
évènements	geleenthede	évènement	geleentheid	N;MASC;PL	N;PL
défini	gedefinieer	définir	definieer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
défini	gedefinieër	définir	definieër	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
clés	sleutels	clé	sleutels	N;FEM;PL	N;PL
revues	tydskrifte	revue	tydskrif	N;FEM;PL	N;PL
nobel	nobel	nobel	nobel	N;MASC;SG	N;SG
adultes	volwassenes	adulte	volwassene	N;MASC;PL	N;PL
spectacles	optredes	spectacle	optrede	N;MASC;PL	N;PL
spectacles	vertonings	spectacle	vertoning	N;MASC;PL	N;PL
spectacles	programme	spectacle	program	N;MASC;PL	N;PL
alternative	alternatiewe	alternative	alternatief	ADJ;FEM;SG	ADJ;NOM
normes	norme	norme	norm	N;FEM;PL	N;PL
normes	standaarde	norme	standaard	N;FEM;PL	N;PL
nourriture	kos	nourriture	kos	N;FEM;SG	N;SG
nourriture	voedsel	nourriture	voedsel	N;FEM;SG	N;SG
facteurs	faktore	facteur	faktor	N;MASC;PL	N;PL
dynamique	dinamiese	dynamique	dinamies	ADJ;MASC;SG	ADJ;NOM
dynamique	omvattende	dynamique	omvat	ADJ;MASC;SG	ADJ;NOM
partenaire	maat	partenaire	maat	N;MASC;SG	N;SG
partenaire	lewensmaat	partenaire	lewensmaat	N;MASC;SG	N;SG
partenaire	metgesel	partenaire	metgesel	N;MASC;SG	N;SG
branches	takke	branche	tak	N;FEM;PL	N;PL
illustré	uitgebeeld	illustrer	uitbeeld	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
consulter	pleeg	consulter	pleeg	V;NFIN	V;PRS
consulter	raadpleeg	consulter	raadpleeg	V;NFIN	V;PRS
consulter	konsulteer	consulter	konsulteer	V;NFIN	V;PRS
identique	identiese	identique	identies	ADJ;MASC;SG	ADJ;NOM
identique	dieselfde	identique	dieselfde	ADJ;MASC;SG	ADJ;NOM
clôture	afsluiting	clôture	afsluiting	N;FEM;SG	N;SG
traités	geprosesseer	traiter	prosesseer	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
sérieux	ernstige	sérieux	ernstig	ADJ;MASC;SG	ADJ;NOM
obligatoire	benodigde	obligatoire	benodig	ADJ;MASC;SG	ADJ;NOM
fermée	gesluit	fermer	sluit	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
fermée	toegemaak	fermer	toemaak	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
explosion	ontploffing	explosion	ontploffing	N;FEM;SG	N;SG
médecins	dokters	médecin	dokter	N;MASC;PL	N;PL
désir	begeerte	désir	begeerte	N;MASC;SG	N;SG
grégoire	grégoire	grégoire	grwoir	N;MASC;SG	N;SG
physiques	fisiese	physique	fisies	ADJ;MASC;PL	ADJ;NOM
physiques	fisieke	physique	fisiek	ADJ;MASC;PL	ADJ;NOM
culturels	kulturele	culturel	kultureel	ADJ;MASC;PL	ADJ;NOM
divisé	ingedeel	diviser	indeel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
indice	indeks	indice	indeks	N;MASC;SG	N;SG
indice	leidraad	indice	leidraad	N;MASC;SG	N;SG
noyau	kernel	noyau	kernel	N;MASC;SG	N;SG
germanique	germaanse	germanique	germaans	ADJ;MASC;SG	ADJ;NOM
flux	stroom	flux	stroom	N;MASC;SG	N;SG
motifs	gronde	motif	grond	N;MASC;PL	N;PL
fleur	bloeisel	fleur	bloeisel	N;FEM;SG	N;SG
fleur	blom	fleur	blom	N;FEM;SG	N;SG
dizaines	tiene	dizaine	tiene	N;FEM;PL	N;PL
dizaines	dosyne	dizaine	dosyne	N;FEM;PL	N;PL
séance	sessie	séance	sessie	N;FEM;SG	N;SG
charentes	charentes	charent	charentes	N;FEM;PL	N;PL
réserves	besprekings	réserve	bespreking	N;FEM;PL	N;PL
tirer	skiet	tirer	skiet	V;NFIN	V;PRS
tirer	trek	tirer	trek	V;NFIN	V;PRS
tirer	skiet	tirer	skiet	V;NFIN	V;PRS
envoyer	stuur	envoyer	stuur	V;NFIN	V;PRS
définir	gestel	définir	stel	V;NFIN	V;PST;V.PTCP
définir	instel	définir	instel	V;NFIN	V;PRS
définir	stel	définir	stel	V;NFIN	V;PRS
définir	definieer	définir	definieer	V;NFIN	V;PRS
micro	mikrofoon	micro	mikrofoon	N;MASC;SG	N;SG
oriental	oosterse	oriental	oosters	ADJ;MASC;SG	ADJ;NOM
logiciels	sagteware	logiciel	sagtewaar	N;MASC;PL	N;PL
paradis	hemel	paradis	hemel	N;MASC;SG	N;SG
édifices	geboue	édifice	bou	N;MASC;PL	N;PL
entendre	hoor	entendre	hoor	V;NFIN	V;PRS
abréviations	afkortings	abréviation	afkorting	N;FEM;PL	N;PL
embouchure	mond	embouchure	mond	N;FEM;SG	N;SG
bonheur	geluk	bonheur	geluk	N;MASC;SG	N;SG
négociations	onderhandelings	négociation	onderhandeling	N;FEM;PL	N;PL
négociations	onderhandelinge	négociation	onderhandeling	N;FEM;PL	N;PL
congrégation	gemeente	congrégation	gemeent	N;FEM;SG	N;SG
accent	aksent	accent	aksent	N;MASC;SG	N;SG
efficacité	doeltreffendheid	efficacité	doeltreffendheid	N;FEM;SG	N;SG
efficacité	doeltreffendheid	efficacité	doeltreffendheid	N;FEM;SG	N;SG
cuivre	koper	cuivre	koper	N;MASC;SG	N;SG
apostolique	apostoliese	apostolique	apostolies	ADJ;MASC;SG	ADJ;NOM
viande	vleis	viande	vleis	N;FEM;SG	N;SG
indiqué	aangedui	indiquer	aandui	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
diable	duiwel	diable	duiwel	N;MASC;SG	N;SG
argentin	argentynse	argentin	argentyns	ADJ;MASC;SG	ADJ;NOM
chante	eer	chanter	eer	V;IND;SG;3;PRS;FIN	V;PRS
chante	sing	chanter	sing	V;IND;SG;3;PRS;FIN	V;PRS
talent	talent	talent	talent	N;MASC;SG	N;SG
apprendre	leer	apprendre	leer	V;NFIN	V;PRS
apprendre	leer	apprendre	leer	V;NFIN	V;PRS
détruire	verwoes	détruire	verwoes	V;NFIN	V;PRS
détruire	vernietig	détruire	vernietig	V;NFIN	V;PRS
client	klant	client	klant	N;MASC;SG	N;SG
client	kliënt	client	kliënt	N;MASC;SG	N;SG
syndrome	sindroom	syndrome	sindroom	N;MASC;SG	N;SG
alcool	alkohol	alcool	alkohol	N;MASC;SG	N;SG
inspiration	inspirasie	inspiration	inspirasie	N;FEM;SG	N;SG
retiré	teruggetrokke	retirer	teruggetrok	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
sombre	donker	sombre	donker	ADJ;MASC;SG	ADJ;NOM
vainqueurs	wenners	vainqueur	wenners	N;MASC;PL	N;PL
dead	dooie	dead	dooie	N;MASC;SG	N;SG
dead	dood	dead	dood	N;MASC;SG	N;SG
racine	stam	racine	stam	N;FEM;SG	N;SG
lecteurs	lesers	lecteur	leser	N;MASC;PL	N;PL
illustration	illustrasie	illustration	illustrasie	N;FEM;SG	N;SG
intégrer	integreer	intégrer	integreer	V;NFIN	V;PRS
écologie	ekologie	écologie	ekologie	N;FEM;SG	N;SG
pseudo	gebruikernaam	pseudo	gebruikernaam	N;MASC;SG	N;SG
pseudo	bynaam	pseudo	bynaam	N;MASC;SG	N;SG
constructions	konstruksies	construction	konstruksie	N;FEM;PL	N;PL
variations	variasies	variation	variasie	N;FEM;PL	N;PL
magasin	winkel	magasin	winkel	N;MASC;SG	N;SG
magasin	winkel	magasin	winkel	N;MASC;SG	N;SG
landes	landes	lande	land	N;FEM;PL	N;PL
sucre	suiker	sucre	suiker	N;MASC;SG	N;SG
manifestation	betoging	manifestation	betoging	N;FEM;SG	N;SG
installée	geïnstalleer	installer	installeer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
installée	geinstalleer	installer	installeer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
symphonie	simfonie	symphonie	simfonie	N;FEM;SG	N;SG
explication	verduideliking	explication	verduideliking	N;FEM;SG	N;SG
différences	verskille	différence	verskil	N;FEM;PL	N;PL
considérer	beskou	considérer	beskou	V;NFIN	V;PRS
variante	variant	variante	variant	N;FEM;SG	N;SG
variante	variasie	variante	variasie	N;FEM;SG	N;SG
redirection	omleiding	redirection	omleiding	N;FEM;SG	N;SG
tomber	vallende	tomber	val	V;NFIN	V;PRS
tomber	herfs	tomber	herfs	V;NFIN	V;PRS
tomber	val	tomber	val	V;NFIN	V;PRS
roches	klippe	roche	klip	N;FEM;PL	N;PL
roches	rotse	roche	rots	N;FEM;PL	N;PL
entité	entiteit	entité	entiteit	N;FEM;SG	N;SG
couvert	gedek	couvert	dek	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
précédemment	voorheen	précédemment	voorheen	ADV	ADV
cahiers	cahiers	cahier	cahiers	N;MASC;PL	N;PL
phases	fases	phase	fase	N;FEM;PL	N;PL
contemporains	kontemporêre	contemporain	kontemporêre	ADJ;MASC;PL	ADJ;NOM
experts	deskundiges	expert	deskundige	N;MASC;PL	N;PL
experts	kundiges	expert	kundige	N;MASC;PL	N;PL
experts	kenners	expert	kenners	N;MASC;PL	N;PL
attentat	aanval	attentat	aanval	N;MASC;SG	N;SG
attentat	bomaanval	attentat	bomaanval	N;MASC;SG	N;SG
feuille	blaar	feuille	blaar	N;FEM;SG	N;SG
feuille	staat	feuille	staat	N;FEM;SG	N;SG
difficiles	harde	difficile	hard	ADJ;MASC;PL	ADJ;NOM
douce	lieflike	doux	lieflik	ADJ;FEM;SG	ADJ;NOM
douce	sagte	doux	sagte	ADJ;FEM;SG	ADJ;NOM
contraint	geforseer	contraindre	forseer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
descendants	afstammelinge	descendant	afstammeling	N;MASC;PL	N;PL
quasiment	prakties	quasiment	prakties	ADV	ADV
districts	distrikte	district	distrik	N;MASC;PL	N;PL
comique	komedie	comique	komedie	N;MASC;SG	N;SG
matières	materiale	matière	materiaal	N;FEM;PL	N;PL
administratives	administratiewe	administratif	administratief	ADJ;FEM;PL	ADJ;NOM
orthographe	spelling	orthographe	spelling	N;FEM;SG	N;SG
biologie	biologie	biologie	biologie	N;FEM;SG	N;SG
essayer	probeer	essayer	probeer	V;NFIN	V;PRS
essayer	gepoog	essayer	moog	V;NFIN	V;PST;V.PTCP
marchés	markte	marché	mark	N;MASC;PL	N;PL
cellule	sel	cellule	sel	N;FEM;SG	N;SG
accepter	aanvaar	accepter	aanvaar	V;NFIN	V;PRS
courage	dapperheid	courage	dapperheid	N;MASC;SG	N;SG
moulins	windpompe	moulin	windpompe	N;MASC;PL	N;PL
humour	humor	humour	humor	N;MASC;SG	N;SG
banques	banke	banque	banke	N;FEM;PL	N;PL
battre	klop	battre	klop	V;NFIN	V;PRS
positif	positiewe	positif	positief	ADJ;MASC;SG	ADJ;NOM
démarche	benadering	démarche	benadering	N;FEM;SG	N;SG
dissolution	ontbinding	dissolution	ontbinding	N;FEM;SG	N;SG
grève	staking	grève	staking	N;FEM;SG	N;SG
marchandises	goedere	marchandise	goed	N;FEM;PL	N;PL
fichiers	lêers	fichier	lêers	N;MASC;PL	N;PL
pratiquement	prakties	pratiquement	prakties	ADV	ADV
quatorze	veertien	quatorze	veertien	NUM	NUM
visibles	sigbare	visible	sigbaar	ADJ;MASC;PL	ADJ;NOM
promouvoir	bevorder	promouvoir	bevorder	V;NFIN	V;PRS
promouvoir	promoveer	promouvoir	promoveer	V;NFIN	V;PRS
promouvoir	bemark	promouvoir	bemark	V;NFIN	V;PRS
observations	opmerkings	observation	opmerking	N;FEM;PL	N;PL
rural	landelike	rural	landelik	ADJ;MASC;SG	ADJ;NOM
codes	kodes	code	kode	N;MASC;PL	N;PL
récente	onlangse	récent	onlangs	ADJ;FEM;SG	ADJ;NOM
évaluer	evalueer	évaluer	evalueer	V;NFIN	V;PRS
voulu	gesoek	vouloir	gesoek	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
perspective	prospekt	perspective	prospekt	N;FEM;SG	N;SG
perspective	perspektief	perspective	perspektief	N;FEM;SG	N;SG
garçons	seuns	garçon	seun	N;MASC;PL	N;PL
doctrine	leerstelling	doctrine	leerstelling	N;FEM;SG	N;SG
routier	pad	routier	pad	N;MASC;SG	N;SG
ballet	ballet	ballet	ballet	N;MASC;SG	N;SG
effort	poging	effort	poging	N;MASC;SG	N;SG
effort	moeite	effort	moeite	N;MASC;SG	N;SG
affecté	toegewys	affecter	toewys	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affecté	toegeken	affecter	toeken	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affecté	toegeskryf	affecter	toeskryf	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affecté	geaffekteer	affecter	affekteer	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
implique	impliseer	impliquer	impliseer	V;IND;SG;3;PRS;FIN	V;PRS
index	indeks	index	indeks	N;MASC;SG	N;SG
téléphone	foon	téléphone	foon	N;MASC;SG	N;SG
téléphone	telefoon	téléphone	telefoon	N;MASC;SG	N;SG
enregistre	opneem	enregistrer	opneem	V;IND;SG;3;PRS;FIN	V;PRS
bouche	mond	bouche	mond	N;FEM;SG	N;SG
bouche	monde	bouche	mond	N;FEM;SG	N;SG
hiérarchie	hiërargie	hiérarchie	hiërargie	N;FEM;SG	N;SG
blessure	skade	blessure	skade	N;FEM;SG	N;SG
blessure	besering	blessure	besering	N;FEM;SG	N;SG
équateur	ewenaar	équateur	ewenaar	N;MASC;SG	N;SG
statues	standbeelde	statue	standbeeld	N;FEM;PL	N;PL
anneau	ring	anneau	ring	N;MASC;SG	N;SG
chambres	slaapkamers	chambre	slaapkamer	N;FEM;PL	N;PL
chambres	kamers	chambre	kamer	N;FEM;PL	N;PL
onde	golf	onde	golf	N;FEM;SG	N;SG
retourner	opgelewer	retourner	oplewer	V;NFIN	V;PST;V.PTCP
exposé	blootgestel	exposer	blootstel	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
définie	gedefinieer	définir	definieer	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
définie	gedefinieër	définir	definieër	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
combattre	veg	combattre	veg	V;NFIN	V;PRS
ouvrier	werker	ouvrier	werker	N;MASC;SG	N;SG
gloire	bekendheid	gloire	bekendheid	N;FEM;SG	N;SG
gloire	glorie	gloire	glori	N;FEM;SG	N;SG
archive	argief	archive	argief	N;FEM;SG	N;SG
tâche	taak	tâche	taak	N;FEM;SG	N;SG
monter	monteer	monter	monteer	V;NFIN	V;PRS
causes	sake	cause	saak	N;FEM;PL	N;PL
causes	oorsake	cause	oorsaak	N;FEM;PL	N;PL
papillon	papillon	papillon	papillon	N;MASC;SG	N;SG
panneaux	tekens	panneau	tekens	N;MASC;PL	N;PL
préparer	berei	préparer	berei	V;NFIN	V;PRS
préparer	voorberei	préparer	voorberei	V;NFIN	V;PRS
accepté	ooreengekom	accepter	ooreenkom	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
pousse	deurstuur	pousser	deurstuur	V;IND;SG;3;PRS;FIN	V;PRS
mondiaux	globale	mondial	globaal	ADJ;MASC;PL	ADJ;NOM
globe	aardbol	globe	aardbol	N;MASC;SG	N;SG
médicale	mediese	médical	medies	ADJ;FEM;SG	ADJ;NOM
atlas	atlas	atlas	atlas	N;MASC;SG	N;SG
génétique	genetiese	génétique	geneties	ADJ;MASC;SG	ADJ;NOM
ballon	ballon	ballon	ballon	N;MASC;SG	N;SG
endroits	plekke	endroit	plek	N;MASC;PL	N;PL
choc	skok	choc	skok	N;MASC;SG	N;SG
gérer	bestuur	gérer	bestuur	V;NFIN	V;PRS
romantique	romanse	romantique	romans	ADJ;MASC;SG	ADJ;NOM
romantique	romantiese	romantique	romanties	ADJ;MASC;SG	ADJ;NOM
quotidienne	alledaagse	quotidien	alledaags	ADJ;FEM;SG	ADJ;NOM
quotidienne	daaglikse	quotidien	daagliks	ADJ;FEM;SG	ADJ;NOM
islamique	islamitiese	islamique	islamities	ADJ;MASC;SG	ADJ;NOM
assurance	versekering	assurance	versekering	N;FEM;SG	N;SG
audience	gehoor	audience	gehoor	N;FEM;SG	N;SG
audience	verhoor	audience	verhoor	N;FEM;SG	N;SG
audience	gehoor	audience	gehoor	N;FEM;SG	N;SG
audience	aanhoor	audience	aanhoor	N;FEM;SG	N;SG
espère	hoop	espérer	hoop	V;IND;SG;3;PRS;FIN	V;PRS
théories	teorieë	théorie	teorieë	N;FEM;PL	N;PL
disant	sê	dire	sê	V;PRS;V.PTCP	V;PRS
diversité	verskeidenheid	diversité	verskeidenheid	N;FEM;SG	N;SG
rocher	boulder	rocher	boulder	N;MASC;SG	N;SG
garnison	garnisoen	garnison	garnisoen	N;FEM;SG	N;SG
investissement	belegging	investissement	belegging	N;MASC;SG	N;SG
investissement	belegging	investissement	belegging	N;MASC;SG	N;SG
incident	voorval	incident	voorval	N;MASC;SG	N;SG
incident	insident	incident	insident	N;MASC;SG	N;SG
adversaires	teenstanders	adversaire	teenstander	N;MASC;PL	N;PL
tue	doodmaak	tuer	doodmaak	V;IND;SG;3;PRS;FIN	V;PRS
radical	radikale	radical	radikaal	ADJ;MASC;SG	ADJ;NOM
partenariat	vennootskap	partenariat	vennootskap	N;MASC;SG	N;SG
berger	herdershond	berger	herdershond	N;MASC;SG	N;SG
cache	kas	cacher	kas	V;IND;SG;3;PRS;FIN	V;PRS
cache	versteek	cacher	versteek	V;IND;SG;3;PRS;FIN	V;PRS
œufs	eiers	œuf	eiers	N;MASC;PL	N;PL
tentatives	pogings	tentative	poging	N;FEM;PL	N;PL
miles	myle	mile	myle	N;MASC;PL	N;PL
demandes	toepassings	demande	toepassing	N;FEM;PL	N;PL
demandes	programme	demande	program	N;FEM;PL	N;PL
demandes	aanwendings	demande	aanwending	N;FEM;PL	N;PL
demandes	aansoeke	demande	aansoek	N;FEM;PL	N;PL
demandes	versoeke	demande	versoek	N;FEM;PL	N;PL
distinguer	onderskei	distinguer	onderskei	V;NFIN	V;PRS
pair	gelyke	pair	gelyk	N;MASC;SG	N;SG
challenge	uitdaging	challenge	uitdaging	N;MASC;SG	N;SG
serpent	slang	serpent	slang	N;MASC;SG	N;SG
chimiques	chemiese	chimique	chemies	ADJ;MASC;PL	ADJ;NOM
livret	boekie	livret	boekie	N;MASC;SG	N;SG
média	media	média	media	N;MASC;SG	N;SG
amont	stroomop	amont	stroomop	N;MASC;SG	N;SG
individuelle	individuele	individuel	individueel	ADJ;FEM;SG	ADJ;NOM
métropolitaine	metropolitaanse	métropolitain	metropolitaans	ADJ;FEM;SG	ADJ;NOM
rencontrer	ontmoet	rencontrer	ontmoet	V;NFIN	V;PRS
étang	dammetjie	étang	dammetjie	N;MASC;SG	N;SG
symboles	simbole	symbole	simbool	N;MASC;PL	N;PL
vols	vlugte	vol	vlug	N;MASC;PL	N;PL
méridionale	suidelike	méridional	suidelik	ADJ;FEM;SG	ADJ;NOM
racines	wortels	racine	wortels	N;FEM;PL	N;PL
accueilli	aangebied	accueillir	aanbied	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
équipé	toegerus	équiper	toerus	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
feux	vure	feu	vuur	N;MASC;PL	N;PL
roumain	roemeense	roumain	roemeens	ADJ;MASC;SG	ADJ;NOM
gardes	wagte	garde	wag	N;MASC;PL	N;PL
gardes	gardes	garde	gard	N;MASC;PL	N;PL
décennies	dekades	décennie	dekade	N;FEM;PL	N;PL
assistance	ondersteuning	assistance	ondersteuning	N;FEM;SG	N;SG
assistance	bystand	assistance	bystand	N;FEM;SG	N;SG
permanente	permanente	permanent	permanent	ADJ;FEM;SG	ADJ;NOM
citation	aanhaling	citation	aanhaling	N;FEM;SG	N;SG
âges	ouderdomme	âge	ouderdomme	N;MASC;PL	N;PL
offrir	bied	offrir	bied	V;NFIN	V;PRS
tests	toetse	test	toets	N;MASC;PL	N;PL
suisses	switserse	suisse	switsers	N;MASC;PL	N;PL
destin	lot	destin	lot	N;MASC;SG	N;SG
archéologiques	argeologiese	archéologique	argeologies	ADJ;MASC;PL	ADJ;NOM
invention	uitvinding	invention	uitvinding	N;FEM;SG	N;SG
podium	podium	podium	podium	N;MASC;SG	N;SG
professeurs	professors	professeur	professor	N;MASC;PL	N;PL
professeurs	onderwysers	professeur	onderwyser	N;MASC;PL	N;PL
emplois	werksgeleenthede	emploi	werksgeleentheid	N;MASC;PL	N;PL
emplois	werke	emploi	werk	N;MASC;PL	N;PL
emplois	betrekkings	emploi	betrekking	N;MASC;PL	N;PL
emplois	poste	emploi	pos	N;MASC;PL	N;PL
paroisses	gemeentes	paroisse	gemeente	N;FEM;PL	N;PL
