ako	like	ako	like	ADV	
tradičné	traditionelle	tradičný	traditionel	ADJ;NOM;NEUT;SG	ADJ;PL
tradičné	traditionelt	tradičný	traditionelt	ADJ;NOM;NEUT;SG	ADV
stratil	fortabt	stratiť	fortabe	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;INDF;SG
stratil	lost	stratiť	lost	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
zásluhy	fortjeneste	zásluh	fortjeneste	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
ženatý	gifte	ženatý	gifte	ADJ;ANIM;NOM;MASC;SG	V;NFIN;ACT
objavené	opdagede	objavený	opdage	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
objavené	opdaget	objavený	opdage	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
manželstva	ægteskabet	manželstvo	ægteskab	N;NOM;NEUT;PL	N;DEF;NEUT;SG
manželstva	ægteskab	manželstvo	ægteskab	N;NOM;NEUT;PL	N;INDF;NEUT;SG
vysielanie	udsende	vysielanie	udsende	N;NOM;NEUT;SG	V;NFIN;ACT
vlaky	tog	vlak	tage	N;INAN;NOM;MASC;PL	V;IND;PST;FIN;ACT
das	das	das	das	V;PFV;IMP;SG;2;POS;FIN	
alan	alan	alan	alan	PROPN;ANIM;NOM;MASC;SG	PROPN
ludwig	ludwig	ludwig	ludwig	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
nagy	nagy	naga	nagy	PROPN;ANIM;NOM;MASC;SG	
tibor	tibor	tibor	tibor	PROPN;ANIM;NOM;MASC;SG	
záhrada	have	záhrada	have	N;NOM;FEM;SG	V;NFIN;ACT
králi	kings	kráľ	kings	N;ANIM;NOM;MASC;PL	
kim	kim	kim	kim	PROPN;ANIM;NOM;MASC;SG	PROPN
kmene	stammer	kmeň	stamme	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
kmene	stammer	kmeň	stamme	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
rozdeliť	split	rozdeliť	split	V;PFV;POS;NFIN	
mozgu	brain	mozog	brain	N;INAN;GEN;MASC;SG	
príbehy	stories	príbeh	storie	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
dave	dave	dav	dave	N;INAN;NOM;MASC;SG	
striebro	sølvfarvet	striebro	sølvfarvet	N;NOM;NEUT;SG	V;INDF;SG;PST;V.PTCP
striebro	silver	striebro	silve	N;NOM;NEUT;SG	
lake	søen	laka	søe	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
lake	sø	laka	sø	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
lake	lake	laka	lake	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
portugalsko	portugals	portugalsko	portugal	ADV	N;GEN;INDF;MASC+FEM;SG
portugalsko	portugal	portugalsko	portugal	ADV	
pamäť	memory	pamäť	memory	N;NOM;FEM;SG	
rozdelená	divideret	rozdelený	dividere	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozdelená	opdelt	rozdelený	opdele	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozdelená	splittet	rozdelený	splitte	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
spôsobené	forårsaget	spôsobený	forårsage	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
spôsobené	forårsagede	spôsobený	forårsage	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
spôsobené	påført	spôsobený	påføre	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
pokusy	forsøg	pokus	forsøg	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
pokusy	forsøg	pokus	forsøg	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
výrobca	fremstillere	výrobca	fremstillere	N;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;PL
výrobca	fremstiller	výrobca	fremstille	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
žila	vene	žiť	vene	V;IPFV;FEM;SG;POS;PST;V.PTCP	N;INDF;MASC+FEM;SG
žila	åre	žiť	åre	V;IPFV;FEM;SG;POS;PST;V.PTCP	N;INDF;MASC+FEM;SG
žila	blodåre	žiť	blodår	V;IPFV;FEM;SG;POS;PST;V.PTCP	N;INDF;MASC+FEM;SG
rímska	romerske	rímsky	romersk	ADJ;NOM;FEM;SG	ADJ;PL
rímska	roman	rímsky	roman	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
rímska	romer	rímsky	rome	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
rímska	romersk	rímsky	romersk	ADJ;NOM;FEM;SG	N;INDF;MASC+FEM;SG
kráľovnej	queen	kráľovná	que	N;DAT;FEM;SG	
maximálne	max	maximálne	max	ADV	N;INDF;NEUT;SG
maximálne	maks	maximálne	maks	ADV	
maximálne	toppe	maximálne	toppe	ADV	N;INDF;MASC+FEM;PL
maximálne	maksimum	maximálne	maksimum	ADV	N;INDF;NEUT;SG
definície	definition	definícia	definition	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kanady	canada	kanada	canada	N;NOM;FEM;PL	
mac	mac	mac	mac	PROPN;ANIM;NOM;MASC;SG	
vedú	leads	viesť	leads	V;IPFV;IND;PL;3;POS;PRS;FIN	N;INDF;NEUT;PL
vracia	afkast	vracať	afkast	V;IPFV;IND;SG;3;POS;PRS;FIN	N;INDF;NEUT;SG
výzbroj	panser	výzbroj	panse	N;NOM;FEM;SG	N;INDF;MASC+FEM;PL
začať	start	začať	start	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
vojak	privat	vojak	privat	N;ANIM;NOM;MASC;SG	ADJ;INDF;SG
vojak	private	vojak	privat	N;ANIM;NOM;MASC;SG	ADJ;PL
starostlivosti	omsorg	starostlivosť	omsorg	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
starostlivosti	pleje	starostlivosť	pleje	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
starostlivosti	pasning	starostlivosť	pasning	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
starostlivosti	care	starostlivosť	care	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
las	las	las	las		
pokračovanie	fortsættes	pokračovanie	fortsætte	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
pokračovanie	fortsat	pokračovanie	fortsat	N;NOM;NEUT;SG	ADV
pokračovanie	fortsættes	pokračovanie	fortsætte	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
pokračovanie	fortsætter	pokračovanie	fortsætte	N;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
pokračovanie	fortsatte	pokračovanie	fortsætte	N;NOM;NEUT;SG	V;PST;V.PTCP
pokračovanie	fortsættes	pokračovanie	fortsætte	N;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
pokračovanie	fortsat	pokračovanie	fortsat	N;NOM;NEUT;SG	ADV
orig	orig	orig	orig		N;INDF;NEUT;SG
duchu	spirit	duch	spirit	N;INAN;DAT;MASC;SG	
tim	tim	tim	tim	PROPN;ANIM;NOM;MASC;SG	
hills	hills	hills	hills	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
hills	bakker	hills	bakke	PROPN;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
hills	bakkerne	hills	bakke	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;PL
boleslav	boleslav	boleslav	boleslav	PROPN;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
illinois	illinois	illinois	illinois	PROPN;ANIM;NOM;MASC;SG	
chorvátska	kroatiens	chorvátsky	kroatie	ADJ;NOM;FEM;SG	PROPN;GEN
chorvátska	kroatien	chorvátsky	kroati	ADJ;NOM;FEM;SG	PROPN
chorvátska	kroatiens	chorvátsky	kroatie	ADJ;NOM;FEM;SG	PROPN;GEN
chorvátska	kroatiske	chorvátsky	kroatisk	ADJ;NOM;FEM;SG	ADJ;PL
široký	brede	široký	bred	ADJ;INAN;NOM;MASC;SG	ADJ;PL
široký	brede	široký	bred	ADJ;INAN;NOM;MASC;SG	ADJ;PL
majstri	masters	majster	mast	N;ANIM;NOM;MASC;PL	N;GEN;INDF;MASC+FEM;PL
majstri	champions	majster	champions	N;ANIM;NOM;MASC;PL	N;INDF;MASC+FEM;SG
box	box	box	box		
box	æske	box	æske		N;INDF;MASC+FEM;SG
box	rubrik	box	rubrik		N;INDF;MASC+FEM;SG
box	kasse	box	kasse		N;INDF;MASC+FEM;SG
box	boks	box	boks		N;INDF;MASC+FEM;SG
box	boksning	box	boksning		N;INDF;MASC+FEM;SG
maďarská	ungarske	maďarský	ungarsk	ADJ;NOM;FEM;SG	ADJ;PL
dole	down	dole	down	ADV	
príspevky	opslag	príspevok	opslag	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
príspevky	donation	príspevok	donation	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
príspevky	stories	príspevok	storie	N;INAN;NOM;MASC;PL	N;INDF;MASC+FEM;SG
príspevky	bidrag	príspevok	bidrag	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
umeleckých	kunstnerisk	umelecký	kunstnerisk	ADJ;GEN;MASC;PL	ADV
títo	disse	tento	denne	DET;ANIM;NOM;MASC;PL	PRO;PL
konferencie	konference	konferencia	konference	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
konferencie	konferencen	konferencia	konference	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
oceán	ocean	oceán	ocean	N;INAN;NOM;MASC;SG	
pozorovať	iagttagelse	pozorovať	iagttagelse	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
für	für	für	für		
union	union	union	union	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
union	fagforening	union	fagforening	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
union	fagforeningen	union	fagforening	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
union	unionen	union	union	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
opustiť	orlov	opustiť	orlov	V;PFV;POS;NFIN	N;INDF;MASC+FEM;SG
sloboda	freedom	sloboda	freedom	N;NOM;FEM;SG	
maďarské	ungarske	maďarský	ungarsk	ADJ;NOM;NEUT;SG	ADJ;PL
monte	monte	mont	monte	PROPN;ANIM;NOM;MASC;SG	
králové	králové	králový	králové	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
dané	givet	daný	give	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
dané	givne	daný	givn	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;PL
dané	given	daný	give	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INDF;MASC+FEM;SG
zabil	dræbte	zabiť	dræbe	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PL;PST;V.PTCP
lesov	skov	les	skov	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;SG
lesov	woods	les	woods	N;INAN;GEN;MASC;PL	
lesov	skoven	les	skov	N;INAN;GEN;MASC;PL	N;DEF;MASC+FEM;SG
lesov	skov	les	skov	N;INAN;GEN;MASC;PL	N;INDF;MASC+FEM;SG
fyzikálne	fysisk	fyzikálny	fysisk	ADJ;NOM;NEUT;SG	ADV
fyzikálne	fysik	fyzikálny	fysik	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
fyzikálne	fysiske	fyzikálny	fysisk	ADJ;NOM;NEUT;SG	ADJ;PL
fyzikálne	fysisk	fyzikálny	fysisk	ADJ;NOM;NEUT;SG	ADV
známeho	bekendtskab	známy	bekendtskab	ADJ;ANIM;GEN;MASC;SG	N;INDF;NEUT;SG
aires	aires	aires	aires	PROPN;INAN;NOM;MASC;SG	PROPN
beta	beta	bet	beta	N;NOM;FEM;SG	
vyrobené	fremstillede	vyrobený	fremstille	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
vyrobené	fremstillet	vyrobený	fremstille	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vyrobené	produceret	vyrobený	producere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vyrobené	producerede	vyrobený	producere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
vyrobené	fremstillet	vyrobený	fremstille	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vyrobené	fremstillede	vyrobený	fremstille	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;PST;FIN;ACT
vyrobené	produceret	vyrobený	producere	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vyrobené	made	vyrobený	made	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	
vyrobené	lavet	vyrobený	lave	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vyrobené	foretaget	vyrobený	foretage	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
vidiek	landdistrikter	vidiek	landdistrikt	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
polovicu	halvt	polovica	halv	N;ACC;FEM;SG	ADJ;INDF;NEUT;SG
polovicu	halv	polovica	halv	N;ACC;FEM;SG	ADJ;INDF;MASC+FEM;SG
gama	gamma	gama	gamma	N;NOM;MASC;SG	
rolling	ruller	rolling	rulle	PROPN;ANIM;NOM;MASC;SG	V;IND;PRS;FIN;ACT
rolling	rulle	rolling	rulle	PROPN;ANIM;NOM;MASC;SG	V;NFIN;ACT
rolling	rullende	rolling	rulle	PROPN;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
rolling	rolling	rolling	rolling	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rolling	valsning	rolling	valsning	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
bryan	bryan	bryan	bryan	PROPN;ANIM;NOM;MASC;SG	
rus	russeren	rus	russer	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC+FEM;SG
rus	russer	rus	russe	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rus	russiske	rus	russisk	PROPN;ANIM;NOM;MASC;SG	ADJ;PL
rus	russisk	rus	russisk	PROPN;ANIM;NOM;MASC;SG	ADJ;INDF;SG
rus	rus	rus	rus	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
typický	typisk	typický	typisk	ADJ;ANIM;NOM;MASC;SG	ADV
typický	typiske	typický	typisk	ADJ;ANIM;NOM;MASC;SG	ADJ;PL
kovov	metal	kov	metal	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
kovov	metal	kov	metal	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
berlin	berlin	berlin	berlin	PROPN;ANIM;NOM;MASC;SG	
senica	senica	senica	senica	N;NOM;FEM;SG	
priamy	lige	priamy	lige	ADJ;INAN;NOM;MASC;SG	ADV
priamy	straight	priamy	straight	ADJ;INAN;NOM;MASC;SG	
priamy	direkte	priamy	direkte	ADJ;INAN;NOM;MASC;SG	ADV
priamy	direct	priamy	direct	ADJ;INAN;NOM;MASC;SG	N;INDF;MASC+FEM;SG
vonkajšie	udvendige	vonkajší	udvendig	ADJ;NOM;NEUT;SG	ADJ;PL
vonkajšie	udvendigt	vonkajší	udvendig	ADJ;NOM;NEUT;SG	ADV
luis	luis	luis	luis	PROPN;ANIM;NOM;MASC;SG	
maurice	maurice	maurica	maurice	PROPN;ANIM;NOM;MASC;SG	
švajčiarska	schweiz	švajčiarsky	schweiz	N;NOM;NEUT;PL	
švajčiarska	schweiz	švajčiarsky	schweiz	N;NOM;NEUT;PL	
švajčiarska	schweizisk	švajčiarsky	schweizisk	N;NOM;NEUT;PL	ADJ;INDF;SG
švajčiarska	schweiziske	švajčiarsky	schweizisk	N;NOM;NEUT;PL	ADJ;PL
napísané	skrevet	napísaný	skrive	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
napätia	spænding	napätia	spænding	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
like	gerne	lika	gerne	N;ANIM;VOC;MASC;SG	ADV
like	like	lika	like	N;ANIM;VOC;MASC;SG	
palivo	brændstoffer	palivo	brændstof	N;NOM;NEUT;SG	N;INDF;NEUT;PL
olivier	olivier	olivier	olivium	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
slúžiť	servering	slúžiť	servering	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
slúžiť	serv	slúžiť	serv	V;IPFV;POS;NFIN	N;INDF;MASC+FEM;SG
umeleckej	kunstnerisk	umelecký	kunstnerisk	ADJ;GEN;FEM;SG	ADV
umeleckej	kunstneriske	umelecký	kunstnerisk	ADJ;GEN;FEM;SG	ADJ;PL
taylor	taylor	taylor	taylor	PROPN;ANIM;NOM;MASC;SG	
byt	flad	byt	flad	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC+FEM;SG
byt	fladt	byt	fladt	N;INAN;NOM;MASC;SG	ADV
byt	flade	byt	flad	N;INAN;NOM;MASC;SG	ADJ;PL
miestnosti	rum	miestnosť	rum	N;NOM;FEM;PL	N;INDF;NEUT;SG
miestnosti	værelse	miestnosť	værelse	N;NOM;FEM;PL	N;INDF;NEUT;SG
miestnosti	stue	miestnosť	stue	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
miestnosti	værelset	miestnosť	værelse	N;NOM;FEM;PL	N;DEF;NEUT;SG
miestnosti	rum	miestnosť	rum	N;NOM;FEM;PL	N;INDF;NEUT;SG
michail	mikhail	michail	mikhail	PROPN;ANIM;NOM;MASC;SG	PROPN
jim	jim	jim	jim	PROPN;ANIM;NOM;MASC;SG	PROPN
jedincov	fag	jedinec	fag	N;ANIM;GEN;MASC;PL	N;INDF;NEUT;SG
boy	boy	boy	boy		
boy	dreng	boy	dreng		N;INDF;MASC+FEM;SG
boy	knægt	boy	knægt		N;INDF;MASC+FEM;SG
wilson	wilson	wilson	wilson	PROPN;ANIM;NOM;MASC;SG	
zahraničia	udlandet	zahranič	udland	N;NOM;NEUT;PL	N;DEF;NEUT;SG
zahraničia	udenlands	zahranič	udenlands	N;NOM;NEUT;PL	N;INDF;MASC+FEM;SG
vybavenie	faciliteter	vybavenie	facilitet	N;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
mar	mar	mar	mar	INTJ	
ukončená	opsagt	ukončený	opsige	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
ukončená	afsluttet	ukončený	afslutte	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
central	centralt	centrať	centralt	N;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
čistý	rene	čistý	ren	ADJ;INAN;NOM;MASC;SG	ADJ;PL
čistý	rene	čistý	ren	ADJ;INAN;NOM;MASC;SG	ADJ;PL
čistý	rens	čistý	rense	ADJ;INAN;NOM;MASC;SG	V;IMP
čistý	clean	čistý	clean	ADJ;INAN;NOM;MASC;SG	
ekonomiky	økonomi	ekonomika	økonomi	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
rené	rené	rený	rené	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rené	rené	rený	rené	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
rené	rene	rený	ren	PROPN;ANIM;NOM;MASC;SG	ADJ;PL
dvore	baggård	dvor	baggård	N;INAN;ESS;MASC;SG	ADJ;INDF;MASC+FEM;SG
dvore	yard	dvor	yard	N;INAN;ESS;MASC;SG	
buenos	buenos	buenos	bue	PROPN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
ram	ram	ram	ram	N;INAN;NOM;MASC;SG	
ram	rams	ram	rams	N;INAN;NOM;MASC;SG	PROPN;GEN
hala	hala	hať	hala	N;NOM;FEM;SG	
hala	hal	hať	hal	N;NOM;FEM;SG	
hala	hall	hať	hall	N;NOM;FEM;SG	
dvere	dør	dvere	dø	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
dvere	døren	dvere	dør	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
dvere	dørs	dvere	dør	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
demokratická	demokratiske	demokratický	demokratisk	ADJ;NOM;FEM;SG	ADJ;PL
demokratická	demokratisk	demokratický	demokratisk	ADJ;NOM;FEM;SG	ADV
získava	opnåede	získavať	opnå	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;PST;FIN;ACT
získava	opnået	získavať	opnå	V;IPFV;IND;SG;3;POS;PRS;FIN	V;INDF;SG;PST;V.PTCP
zmes	bland	zmes	bland	N;NOM;FEM;SG	V;IMP
zmes	blande	zmes	blande	N;NOM;FEM;SG	V;NFIN;ACT
zmes	bland	zmes	bland	N;NOM;FEM;SG	V;IMP
sieň	hal	sieň	hal	N;NOM;FEM;SG	
sieň	hall	sieň	hall	N;NOM;FEM;SG	
konečne	endeligt	konečne	endelig	PART	ADV
konečne	endelig	konečne	endelig	PART	ADV
douglas	douglas	douglas	douglas	PROPN;ANIM;NOM;MASC;SG	
rímske	romerske	rímsky	romersk	ADJ;NOM;NEUT;SG	ADJ;PL
rímske	roman	rímsky	roman	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rímske	romer	rímsky	rome	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rímske	romersk	rímsky	romersk	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
rozšírený	forlænget	rozšírený	forlænge	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozšírený	udvidede	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
rozšírený	udvidet	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozšírený	udvidede	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
rozšírený	udvidet	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozšírený	udvidede	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PL;PST;V.PTCP
rozšírený	udvidet	rozšírený	udvide	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
rozšírený	forstørret	rozšírený	forstørre	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
cyklu	cycle	cyklus	cycle	N;INAN;GEN;MASC;SG	
mužské	hankøn	mužský	hankøn	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
mužské	mænd	mužský	mand	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
mužské	mand	mužský	mand	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
mužské	mandlige	mužský	mandlig	ADJ;NOM;NEUT;SG	ADJ;PL
miestny	lokale	miestny	lokal	ADJ;INAN;NOM;MASC;SG	ADJ;PL
miestny	lokalt	miestny	lokalt	ADJ;INAN;NOM;MASC;SG	ADV
miestny	local	miestny	local	ADJ;INAN;NOM;MASC;SG	
miestny	lokale	miestny	lokal	ADJ;INAN;NOM;MASC;SG	ADJ;PL
miestny	lokalbefolkningen	miestny	lokalbefolkning	ADJ;INAN;NOM;MASC;SG	N;DEF;MASC+FEM;SG
victor	viktor	victor	viktor	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
victor	victor	victor	victor	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
moje	mine	môj	mine	DET;NOM;NEUT;SG;1	N;INDF;MASC+FEM;SG
toronto	toronto	toronto	toronto	PROPN;ANIM;NOM;MASC;SG	
predchádzajúci	tidligere	predchádzajúci	tidligere	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT	ADV;CMPR
tank	tankes	tank	tanke	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;PASS
zmesi	blandingen	zmesiť	blanding	N;NOM;FEM;PL	N;DEF;MASC+FEM;SG
zmesi	blanding	zmesiť	blanding	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
zmesi	bland	zmesiť	bland	N;NOM;FEM;PL	V;IMP
zmesi	blanding	zmesiť	blanding	N;NOM;FEM;PL	N;INDF;MASC+FEM;SG
rýchle	hurtigt	rýchly	hurtigt	ADJ;NOM;NEUT;SG	ADV
rýchle	hurtige	rýchly	hurtig	ADJ;NOM;NEUT;SG	ADJ;PL
rýchle	rapid	rýchly	rapid	ADJ;NOM;NEUT;SG	
rýchle	hurtige	rýchly	hurtig	ADJ;NOM;NEUT;SG	ADJ;PL
rýchle	hurtigt	rýchly	hurtigt	ADJ;NOM;NEUT;SG	ADV
rýchle	hurtige	rýchly	hurtig	ADJ;NOM;NEUT;SG	ADJ;PL
filipa	phillip	filipa	phillip	N;ANIM;ACC;MASC;SG	
filipa	philip	filipa	philip	N;ANIM;ACC;MASC;SG	
filipa	filip	filipa	filip	N;ANIM;ACC;MASC;SG	
listov	efterlader	list	efterlade	N;INAN;GEN;MASC;PL	V;IND;PRS;FIN;ACT
obrovský	kæmpestort	obrovský	kæmpestort	ADJ;ANIM;NOM;MASC;SG	ADV
obrovský	gigant	obrovský	gigant	ADJ;ANIM;NOM;MASC;SG	N;INDF;MASC+FEM;SG
obrovský	giant	obrovský	giant	ADJ;ANIM;NOM;MASC;SG	N;INDF;NEUT;SG
down	down	down	down		
down	ned	down	ned		ADV
down	nede	down	nede		ADV
radšej	fortrækker	rád	fortrække	ADJ;ANIM;NOM;CMPR;MASC;SG	V;IND;PRS;FIN;ACT
radšej	foretrækker	rád	foretrække	ADJ;ANIM;NOM;CMPR;MASC;SG	V;IND;PRS;FIN;ACT
radšej	foretrække	rád	foretrække	ADJ;ANIM;NOM;CMPR;MASC;SG	V;NFIN;ACT
radšej	foretrækkes	rád	foretrække	ADJ;ANIM;NOM;CMPR;MASC;SG	V;IND;PRS;FIN;PASS
radšej	foretrukket	rád	foretrukke	ADJ;ANIM;NOM;CMPR;MASC;SG	V;INDF;SG;PST;V.PTCP
radšej	foretrak	rád	foretrak	ADJ;ANIM;NOM;CMPR;MASC;SG	V;IND;PST;FIN;ACT
radšej	foretrukne	rád	foretrukne	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;PL
pracovné	arbejder	pracovný	arbejde	ADJ;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
pracovné	arbejd	pracovný	arbejd	ADJ;NOM;NEUT;SG	V;IMP
pracovné	arbejde	pracovný	arbejde	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
pracovné	arbejdet	pracovný	arbejde	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
pracovné	arbejder	pracovný	arbejde	ADJ;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
