newman	نيومان	newman	نِيُومَان	N;INDF;MASC;SG	
habitat	الموائل	habitat	مَائِل	N;INDF;NEUT;SG	N;NOM;DEF;PL
prestene	الكهنة	prest	كُهنَة	N;DEF;FEM;PL	N;NOM;DEF;SG
forhandle	التفاوض	forhandle	تَفَاوُض	V;NFIN	N;NOM;DEF;SG
forhandle	تفاوض	forhandle	تَفَاوُض	V;NFIN	N;NOM;INDF;SG
forhandle	للتفاوض	forhandle	للتفاوض	V;NFIN	N;NOM;DEF;SG
forhandle	التفاوض	forhandle	تَفَاوُض	V;NFIN	N;NOM;DEF;SG
forhandle	تفاوض	forhandle	تَفَاوُض	V;NFIN	N;NOM;INDF;SG
forhandle	تفاوض	forhandle	تَفَاوُض	V;NFIN	N;NOM;INDF;SG
klikk	النقرات	klikk	نِقرَة	V;IMP;FIN	N;NOM;DEF;PL
klikk	نقرات	klikk	نَقرَة	V;IMP;FIN	N;NOM;INDF;PL
klikk	اضغط	klikk	اِضغَطّ	V;IMP;FIN	
klikk	النقر	klikk	نَقر	V;IMP;FIN	N;NOM;DEF;SG
klikk	نقر	klikk	نقر	V;IMP;FIN	
klikk	نقرة	klikk	نَقَرَة	V;IMP;FIN	N;NOM;INDF;SG
pensjonerte	متقاعد	pensjonere	مُتَقَاعِد	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
pensjonerte	تقاعد	pensjonere	تَقَاعُد	ADJ;PL;V.PTCP	N;NOM;INDF;SG
pensjonerte	المتقاعدين	pensjonere	مُتَقَاعِد	ADJ;PL;V.PTCP	N;NOM;DEF;PL
kuwait	kuwa	kuwait	مُثَذِّه	N;INDF;MASC;SG	
kuwait	الكويت	kuwait	كُوَيت	N;INDF;MASC;SG	N;NOM;DEF;SG
kuwait	كويت	kuwait	كُوَيت	N;INDF;MASC;SG	
klager	يشتكي	klage	اِشتَكَى	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
klager	الشكاوى	klage	شَكوَى	N;INDF;FEM;PL	N;NOM;DEF;PL
kjøretøyer	مركبات	kjøretøy	مُرَكَّب	N;INDF;NEUT;SG	N;NOM;INDF;PL
kjøretøyer	عربات	kjøretøy	عَرَبَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
kjøretøyer	العربات	kjøretøy	عَرَبَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
kjøretøyer	المركبات	kjøretøy	مَركَبَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
forfedre	الاجداد	forfedre	الاجداد	N;INDF;MASC;SG	N;NOM;DEF;PL
middel	الوسائل	middel	وَسِيلَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
middel	يعنى	middel	عَنَى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
middel	يعني	middel	عَنَى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
botswana	بوتسوانا	botswane	بُوتسُوَانَا	N;DEF;NEUT;PL	
mad	ماد	mad	مَادّ	N;INDF;MASC;SG	
variabel	المتغير	variabel	مُتَغَيِّر	N;INDF;MASC;SG	N;NOM;DEF;SG
variabel	متغير	variabel	مُتَغَيِّر	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
variabel	متغيرة	variabel	مُتَغَيِّر	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
mia	ميا	min	ميا	N;INDF;MASC;SG	
legende	الاسطورة	legende	أُسطُورَة	N;INDF;FEM;SG	N;NOM;DEF;SG
kanton	كانتون	kanton	كَانتُون	N;INDF;MASC;SG	
forfatning	الدستور	forfatning	دُستُور	N;INDF;FEM;SG	N;NOM;DEF;SG
neue	n	neue	!	N	
uniform	الموحد	uniform	مُوَحَّد	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
uniform	موحدة	uniform	مُوَحَّد	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
uniform	موحد	uniform	مُوَحَّد	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
nøytralt	محايد	nøytral	محايد	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
nøytralt	محايدا	nøytral	مُحَايِد	ADJ;INDF;NEUT;SG	N;ACC;INDF;SG
claire	كلير	clair	كلير	N;INDF;MASC;SG	
thing	الشيء	thing	شَيء	N;INDF;MASC;SG	N;NOM;DEF;SG
café	المقهى	café	مَقهَى	N;INDF;MASC;SG	N;NOM;DEF;SG
café	المقهى	café	مَقهَى	N;INDF;MASC;SG	N;NOM;DEF;SG
sitert	اقتبس	sitere	اِقتَبَس	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
sitert	نقلا	sitere	نَقل	ADJ;INDF;SG;V.PTCP	N;ACC;INDF;SG
madonna	مادونا	madonna	مادونا	N;INDF;MASC;SG	
gates	البوابات	gate	بَوَّابَة	N;INDF;MASC;SG	N;NOM;DEF;PL
gates	غيتس	gate	غيتس	N;INDF;MASC;SG	
gates	بوابات	gate	بَوَّابَة	N;INDF;MASC;SG	N;NOM;INDF;PL
drikker	الشرب	drikker	شُرب	N;INDF;FEM;PL	N;NOM;DEF;SG
drikker	شرب	drikker	شُرب	N;INDF;FEM;PL	N;NOM;INDF;SG
drikker	يشرب	drikker	شَرَب	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
drikker	تشرب	drikker	تَشَرُّب	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;2;FIN;ACT
lensmann	شريف	lensmann	شريف	N;INDF;MASC;SG	
lensmann	الشريف	lensmann	الشريف	N;INDF;MASC;SG	
lensmann	عمدة	lensmann	عُمدَة	N;INDF;MASC;SG	
barrett	باريت	barrett	بَارِيت	N;INDF;MASC;SG	
iransk	ايراني	iransk	إِيرَانِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
iransk	الايرانية	iransk	إِيرَانِيّ	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
iransk	الايراني	iransk	إِيرَانِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
billig	بخيل	billig	بَخِيل	ADJ;INDF;NEUT;SG	
førere	سائقين	førere	سَائِق	N;INDF;NEUT;SG	N;NOM;INDF;PL
førere	السائقين	førere	سَائِق	N;INDF;NEUT;SG	N;NOM;DEF;PL
lokalbefolkningen	المحليون	lokalbefolkning	مَحَلِّيّ	N;DEF;MASC;SG	N;NOM;DEF;PL
balanse	الرصيد	balanse	رَصِيد	N;INDF;MASC;SG	N;NOM;DEF;SG
balanse	التوازن	balanse	تَوَازُن	N;INDF;MASC;SG	N;NOM;DEF;SG
balanse	الميزان	balanse	مِيزَان	N;INDF;MASC;SG	N;NOM;DEF;SG
ros	الثناء	ros	ثَنَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
ros	سبحان	ros	سُبحَان	N;INDF;MASC;SG	
ros	ماشاء	ros	مَاشَاء	N;INDF;MASC;SG	
ros	الحمد	ros	حَمد	N;INDF;MASC;SG	N;NOM;DEF;SG
sliter	صراعات	sliter	صِرَاعَة	V;IND;PRS;FIN	N;NOM;INDF;PL
rally	التجمع	rally	تَجَمُّع	N;INDF;MASC;SG	N;NOM;DEF;SG
grunne	الضحلة	grunne	الضحلة	N;INDF;FEM;SG	N;NOM;DEF;SG
grunne	سطحي	grunne	سَطحِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG
porsche	بورش	porsche	بورش	N;INDF;MASC;SG	
porsche	بورشه	porsche	بورشه	N;INDF;MASC;SG	
børster	فرش	børster	فَرش	N;INDF;FEM;PL	
ekstrem	المتطرف	ekstrem	مُتَطَرِّف	ADJ;INDF;SG	N;NOM;DEF;SG
ekstrem	المدقع	ekstrem	مُدَقَّع	ADJ;INDF;SG	N;NOM;DEF;SG
undersøkelsen	استبيان	undersøkelse	اِستِبَان	N;DEF;MASC;SG	N;NOM;INDF;SG
undersøkelsen	استقصاء	undersøkelse	اِستِقصَاء	N;DEF;MASC;SG	N;NOM;INDF;SG
undersøkelsen	مسح	undersøkelse	مسح	N;DEF;MASC;SG	N;NOM;INDF;SG
louvre	اللوفر	louvre	اللوفر	N;INDF;MASC;SG	
pavel	بافل	pavel	بَافِل	N;INDF;MASC;SG	
kjede	بالملل	kjede	بالملل	N;INDF;MASC;SG	N;NOM;DEF;SG
kjede	الملل	kjede	مَلَل	N;INDF;MASC;SG	N;NOM;DEF;SG
kjede	السلسلة	kjede	سِلسِلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
unngår	تفادي	unngå	تفادي	V;IND;PRS;FIN	
eden	ايدين	eden	ايدين	N;INDF;MASC;SG	
grønnsaker	الخضار	grønnsak	خَضَار	N;INDF;FEM;PL	N;NOM;DEF;SG
grønnsaker	خضار	grønnsak	خضار	N;INDF;FEM;PL	N;NOM;INDF;SG
grønnsaker	الخضروات	grønnsak	الخضروات	N;INDF;FEM;PL	
grønnsaker	الخضار	grønnsak	خَضَار	N;INDF;FEM;PL	N;NOM;DEF;SG
bahrain	البحرين	bahrain	اَلبَحرَين	N;INDF;NEUT;SG	N;GEN;DEF;SG
belize	بليز	belize	بَلِيز	N;INDF;FEM;SG	
alonso	الونسو	alonso	اَلوُنسُو	N;INDF;MASC;SG	
armensk	الارمن	armensk	أُرمُنّ	N;INDF;MASC;SG	
bitter	مرارة	bitter	مرارة	ADJ;INDF;SG	N;NOM;INDF;SG
bitter	المريرة	bitter	مَرِير	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
mauritius	موريشيوس	mauritius	موريشيوس	N;INDF;MASC;SG	
jiangsu	جيانغسو	jiangsu	جيانغسو	N;INDF;NEUT;SG	
samveldet	كومنولث	samveldet	كُومُنوِلث	N;DEF;NEUT;SG	
samveldet	الكومنولث	samveldet	الكومنولث	N;DEF;NEUT;SG	
sabel	سابر	sabel	سابر	N;INDF;MASC;SG	
sabel	سيبر	sabel	سِيبِر	N;INDF;MASC;SG	
sabel	سابر	sabel	سابر	N;INDF;MASC;SG	
sabel	سيبر	sabel	سِيبِر	N;INDF;MASC;SG	
sabel	صابر	sabel	صابر	N;INDF;MASC;SG	
sms	النصوص	sms	نَصّ	N;INDF	N;NOM;DEF;PL
sms	sm	sms	خَن	N;INDF	
fordeling	التوزيع	fordeling	تَوزِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
feiringen	احتفالات	feiring	اِحتِفَال	N;DEF;MASC;SG	N;NOM;INDF;PL
feiringen	الاحتفالات	feiring	اِحتِفَال	N;DEF;MASC;SG	N;NOM;DEF;PL
destinasjoner	المقاصد	destinasjon	مَقصِد	N;INDF;MASC;SG	N;NOM;DEF;PL
destinasjoner	وجهات	destinasjon	وِجهَة	N;INDF;MASC;SG	N;NOM;INDF;PL
skjerm	الشاشة	skjerm	شَاشَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
skjerm	العرض	skjerm	عَرض	N;INDF;MASC;SG	N;NOM;DEF;SG
skjerm	الشاشة	skjerm	شَاشَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
kule	الرصاصة	kul	رَصَاصَة	N;INDF;MASC;SG	N;NOM;DEF;SG
spore	المسار	spore	مَسَار	N;INDF;MASC;SG	N;NOM;DEF;SG
spore	المقطوعة	spore	مَقطُوع	N;INDF;MASC;SG	
ulster	الستر	ulster	سِتر	N;INDF;MASC;SG	N;NOM;DEF;SG
globalt	العالمي	global	عَالَمِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
globalt	العالمية	global	عَالَمِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
making	جعل	making	جَعَل	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
making	صنع	making	صَنَع	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
reduksjon	التخفيض	reduksjon	تَخفِيض	N;INDF;MASC;SG	N;NOM;DEF;SG
kids	الاولاد	kids	وَلَد	N;INDF;MASC;SG	N;NOM;DEF;PL
kids	الاطفال	kids	طِفل	N;INDF;MASC;SG	N;NOM;DEF;PL
kids	اطفال	kids	اطفال	N;INDF;MASC;SG	
arbeidskraft	المخاض	arbeidskraft	مَخَضّ	N;INDF;FEM;SG	N;NOM;DEF;SG
ukentlig	الاسبوعية	ukentlig	أُسبُوعِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ukentlig	الاسبوعي	ukentlig	أُسبُوعِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
armen	ذراع	arm	ذِرَاع	N;DEF;MASC;SG	N;NOM;INDF;SG
armen	بذراع	arm	بذراع	N;DEF;MASC;SG	
joshua	جوشوا	joshua	جَوش	N;INDF;NEUT;SG	
ingvar	غفار	ingvar	غِفَار	N;INDF;MASC;SG	
sortert	مصنف	sortere	مَصنَف	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
sortert	فرز	sortere	فَرز	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;INDF;SG
sung	سونغ	sung	سونغ	N;INDF;MASC;SG	
sung	سونج	sung	سونج	N;INDF;MASC;SG	
seriøst	بجد	seriøs	بَجدَ	ADJ;INDF;NEUT;SG	
fikse	اصلح	fiks	أَصلَح	N;INDF;NEUT;SG	
oak	البلوط	oak	بَلوَط	PROPN	N;NOM;DEF;SG
going	ذاهب	going	ذَاهِب	N;INDF;MASC;SG	
going	ذاهبة	going	ذَاهِبَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
provence	بروفانس	provence	بروفانس	N	
dubai	dubai	dubai	dubai	PROPN	
dubai	دبي	dubai	دبي	PROPN	
ferie	الاجازة	ferie	إِجَازَة	N;INDF;MASC;SG	N;NOM;DEF;SG
ferie	العطلة	ferie	عُطلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
ferie	اجازه	ferie	اجازه	N;INDF;MASC;SG	PRO;NOM;MASC;SG;3
ferie	العطلة	ferie	عُطلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
ferie	الاجازة	ferie	إِجَازَة	N;INDF;MASC;SG	N;NOM;DEF;SG
cut	قطع	cut	قَطَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
talenter	مواهب	talenter	مَوهِب	N;INDF;FEM;SG	N;NOM;INDF;PL
fallet	سقوط	fall	سُقُوط	N;DEF;NEUT;SG	N;NOM;INDF;SG
fallet	اسقط	fall	أَسقَط	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
kramer	كرامر	kram	كرَامر	N;INDF;MASC;SG	
formidler	جالب	formidle	جَالِب	N;INDF;FEM;PL	
sult	المجاعة	sult	مَجَّاعَة	ADJ;INDF;SG	N;NOM;DEF;SG
sult	الجوع	sult	جُوع	ADJ;INDF;SG	N;NOM;DEF;SG
sult	جوع	sult	جوع	ADJ;INDF;SG	
therese	تريز	therese	أَرَاز	N;INDF;FEM;SG	
parametre	البارامترات	parametre	بَارَامِتر	N;INDF;MASC;SG	
forårsake	السبب	forårsake	سَبَب	N;INDF;FEM;SG	N;NOM;DEF;SG
vilnius	فيلنيوس	vilnius	فيلنيوس	N;INDF;MASC;SG	
inside	داخل	inside	دَاخِلَ	N	ADP;ACC
inside	داخلي	inside	دَاخِلِيّ	N	ADJ;NOM;INDF;MASC;SG
kuler	الرصاص	kule	رَصَاص	N;INDF;MASC;PL	N;NOM;DEF;SG
kuler	الرصاصات	kule	رِصَاصَة	N;INDF;MASC;PL	N;NOM;DEF;PL
kuler	رصاص	kule	رَصَاص	N;INDF;MASC;PL	N;NOM;INDF;SG
progressive	التدريجي	progressiv	تَدرِيجِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
progressive	تدريجي	progressiv	تَدرِيجِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nakne	عاري	naken	عَارِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
nakne	عارية	naken	عَارِيَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
nakne	عاريا	naken	عَارِيّ	ADJ;PL	ADJ;ACC;INDF;MASC;SG
nakne	عراة	naken	عِرَاة	ADJ;PL	N;NOM;INDF;PL
statuer	التماثيل	statue	تَمثِيل	N;INDF;MASC;PL	N;NOM;DEF;PL
château	شاتو	château	شاتو	N;INDF;NEUT;SG	
château	شاتو	château	شاتو	N;INDF;NEUT;SG	
berry	بيري	berry	بِيرِي	N;INDF;MASC;SG	
rain	مطر	rain	مطر	N;INDF;MASC;SG	
rain	المطر	rain	مُطرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
rain	الامطار	rain	مِطر	N;INDF;MASC;SG	N;NOM;DEF;PL
programmering	البرمجة	programmering	بَرمَجَة	N;INDF;FEM;SG	N;NOM;DEF;SG
godseier	سكوير	godseie	سُكُوِير	N;INDF;MASC;SG	
dorothy	دوروثي	dorothy	دُورُوثِي	N;INDF;MASC;SG	
dorothy	دورثي	dorothy	دُورثِي	N;INDF;MASC;SG	
miranda	ميراندا	mirand	ميراندا	N;DEF;NEUT;PL	
strange	غريب	strang	غريب	N;INDF;MASC;SG	
face	وجه	face	وَجَّه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
face	واجه	face	وَاجَه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
face	الوجه	face	وَجه	N;INDF;NEUT;SG	N;NOM;DEF;SG
sandra	ساندرا	sandre	ساندرا	N;DEF;FEM;SG	
opplevelse	التجربة	opplevelse	تَجرِبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
opplevelse	الخبرة	opplevelse	خِبرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
opplevelse	الخبرات	opplevelse	خِبرَة	N;INDF;MASC;SG	N;NOM;DEF;PL
freeman	فريمان	freeman	فرِيمَان	N;INDF;MASC;SG	
bahia	باهيا	bahia	باهيا	PROPN	
kapasiteten	سعة	kapasitet	سَعَة	N;DEF;MASC;SG	N;NOM;INDF;SG
kapasiteten	القدرات	kapasitet	قُدرَة	N;DEF;MASC;SG	N;NOM;DEF;PL
manila	مانيلا	manil	مَانِيلَا	N;DEF;NEUT;SG	
paraná	بارانا	paraná	بارانا	N;INDF;MASC;SG	
nærmer	اقتراب	nærm	اِقتِرَاب	V;IND;PRS;FIN	N;NOM;INDF;SG
ofrene	الضحايا	ofre	ضَحِيَّة	N;INDF;MASC;SG	N;NOM;DEF;PL
ofrene	ضحايا	ofre	ضَحِيَّة	N;INDF;MASC;SG	N;NOM;INDF;PL
mistenkt	المشتبه	mistenkt	مُشتَبَه	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
inngang	المدخل	inngang	مَدخَل	N;INDF;MASC;SG	N;NOM;DEF;SG
bhutan	بوتان	bhutan	بُوتَان	N;INDF;NEUT;SG	
uttalelser	التصريحات	uttalelser	تَصرِيح	N;INDF;NEUT;SG	N;NOM;DEF;PL
uttalelser	البيانات	uttalelser	بَيَان	N;INDF;NEUT;SG	N;NOM;DEF;PL
larve	يرقة	larv	رَقَة	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
larve	اليرقة	larv	يَرقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
larve	كاتربيلر	larv	كاتربيلر	N;INDF;NEUT;SG	
larve	اليرقة	larv	يَرقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
muslimsk	المسلم	muslimsk	مُسلِم	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
muslimsk	مسلم	muslimsk	مُسلِم	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
parma	بارما	parma	بَارِم	N;INDF;MASC;SG	
togene	قطارات	tog	قِطَار	N;DEF;FEM;PL	N;NOM;INDF;PL
lederskap	القيادات	lederskap	قِيَادَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
lederskap	الزعامة	lederskap	زَعَامَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
lederskap	القيادة	lederskap	قِيَادَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
konverterte	المحولة	konvertere	مُحَوَّل	V;IND;PST;FIN	N;NOM;DEF;SG
troende	مؤمنين	troende	مُؤمِن	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;PL
troende	المؤمنون	troende	مُؤَمِّن	N;INDF;MASC;SG	N;NOM;DEF;PL
troende	المؤمنين	troende	مُؤَمِّن	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
troende	المؤمن	troende	مُؤَمِّن	N;INDF;MASC;SG	N;NOM;DEF;SG
troende	مؤمن	troende	مؤمن	N;INDF;MASC;SG	
fester	الاطراف	fester	طَرَف	N;INDF;FEM;PL	N;NOM;DEF;PL
fester	الحفلات	fester	حَفلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
fester	الاحزاب	fester	حِزب	N;INDF;FEM;PL	N;NOM;DEF;PL
handelsmenn	التجار	handelsmann	تَاجِر	N;INDF;MASC;PL	N;NOM;DEF;PL
sammy	سامي	sammy	سامي	PROPN	
jesper	يسبر	jespe	سَبَّر	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
avhengige	مدمن	avhengig	مدمن	ADJ;PL	
avhengige	مدمني	avhengig	مدمني	ADJ;PL	N;NOM;INDF;PL
overordnet	متفوق	overordn	مُتَفَوِّق	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
overordnet	متفوقة	overordn	مُتَفَوِّق	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
dødsstraff	الموت	dødsstraff	مَوت	N;INDF;FEM;SG	N;NOM;DEF;SG
dødsstraff	الوفاة	dødsstraff	وَفَاة	N;INDF;FEM;SG	N;NOM;DEF;SG
dødsstraff	موت	dødsstraff	مَوت	N;INDF;FEM;SG	
utfordring	التحدي	utfordring	تَحَدِّي	N;INDF;FEM;SG	N;NOM;DEF;SG
utfordring	تحد	utfordring	أَحَدّ	N;INDF;FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
utfordring	تحدى	utfordring	تَحَدِّي	N;INDF;FEM;SG	
residens	الاقامة	residens	إِقَامَة	N;GEN;DEF;MASC;SG	N;NOM;DEF;SG
residens	اقامة	residens	إِقَامَة	N;GEN;DEF;MASC;SG	N;NOM;INDF;SG
sitater	الاقتباسات	sitat	اِقتِبَاس	N;INDF;FEM;PL	N;NOM;DEF;PL
blanchard	بلانشارد	blanchard	بلَانشَارد	N	
jentene	بنات	jente	بِنَة	N;DEF;FEM;PL	N;NOM;INDF;PL
jentene	فتيات	jente	فَتَاة	N;DEF;FEM;PL	N;NOM;INDF;PL
jentene	لبنات	jente	لِبنَات	N;DEF;FEM;PL	N;NOM;INDF;PL
organiserer	تنظيم	organisere	تَنظِيم	V;IND;PRS;FIN	N;NOM;INDF;SG
sats	راهن	sats	رَاهَن	N;INDF;MASC;SG	
sats	الرهان	sats	رِهَان	N;INDF;MASC;SG	N;NOM;DEF;SG
twh	twh	twh	رِثَّة	N	
støv	غبار	støv	غِبَار	N;INDF;NEUT;SG	
støv	تراب	støv	رَاب	N;INDF;NEUT;SG	
støv	الغبار	støv	غُبَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
bark	bar	bark	ثَظِي	N;INDF;MASC;SG	
kontinentale	القاري	kontinental	قَارِي	ADJ;PL	
kontinentale	القارئ	kontinental	قَارِئ	ADJ;PL	N;NOM;DEF;SG
gravlund	المقابر	gravlund	مَقبَر	N;INDF;MASC;SG	N;NOM;DEF;PL
gravlund	المقبرة	gravlund	مُقبِر	N;INDF;MASC;SG	N;NOM;DEF;SG
brand	براند	brand	بَرنَدَة	N;INDF;NEUT;SG	
mynt	الذيل	mynt	ذَيل	N;INDF;MASC;SG	N;NOM;DEF;SG
mynt	ذيول	mynt	ذَيَّل	N;INDF;MASC;SG	N;NOM;INDF;PL
hood	هود	hood	هود	N;INDF;NEUT;SG	
hood	القلنسوة	hood	قُلنسُوَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
banjo	البانجو	banjo	البانجو	N;INDF;MASC;SG	
distribuert	توزع	distribuere	توزع	ADJ;INDF;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
savnet	غاب	savn	غَاب	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
savnet	فوت	savn	فَوت	N;DEF;NEUT;SG	
savnet	اشتقت	savn	اِشتَقَى	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
savnet	مفقودين	savn	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;PL
savnet	المفقودين	savn	مَفقُود	N;DEF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
savnet	مفقودة	savn	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
savnet	مفقود	savn	مَفقُود	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
elliott	اليوت	elliott	يَوت	N;INDF;NEUT;SG	
voldsom	شرسة	voldsom	شَرِس	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
voldsom	عنيف	voldsom	عَنِيف	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
howe	هاو	howe	هاو	N;INDF;MASC;SG	
kronisk	مزمن	kronisk	مزمن	ADJ;INDF;SG	N;NOM;INDF;SG
kronisk	المزمنة	kronisk	مُزمِن	ADJ;INDF;SG	N;NOM;DEF;SG
kronisk	المزمن	kronisk	مَزمَن	ADJ;INDF;SG	N;NOM;DEF;SG
fler	المزيد	fler	مَزِيد	N;INDF;NEUT;SG	N;NOM;DEF;SG
fler	اكتر	fler	أَكتَر	N;INDF;NEUT;SG	
fler	اكثر	fler	أَكثَر	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
anonym	مجهول	anonym	مَجهُول	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
savner	يفتقد	savne	اِفتَقَد	N;INDF;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
savner	مشتاق	savne	مُشتَاق	N;INDF;MASC;PL	
chi	تشي	chi	تشي	N;INDF;MASC;SG	
bekrefte	التحقق	bekrefte	تَحَقُّق	N;INDF;FEM;SG	N;NOM;DEF;SG
bekrefte	تحقق	bekrefte	حَقَّق	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
bekrefte	التاكيد	bekrefte	التاكيد	N;INDF;FEM;SG	N;NOM;DEF;SG
bekrefte	اكد	bekrefte	أَكَّد	N;INDF;FEM;SG	V;PFV;MASC;SG;3;ACT
godkjenning	الموافقة	godkjenning	مُوَافَقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
unger	الاولاد	unger	وَلَد	N;INDF;MASC;SG	N;NOM;DEF;PL
unger	الاطفال	unger	طِفل	N;INDF;MASC;SG	N;NOM;DEF;PL
unger	اطفال	unger	اطفال	N;INDF;MASC;SG	
gunstig	موات	gunstig	مَوَّة	ADJ;INDF;NEUT;SG	
forberedte	استعداد	forberedg	اِستِعدَاد	ADJ;PL	N;NOM;INDF;SG
champagne	الشمبانيا	champage	الشمبانيا	ADJ;PL	
finansiering	التمويل	finansiering	تَموِيل	N;INDF;FEM;SG	N;NOM;DEF;SG
pioner	رائدا	pioner	رَائِد	N;INDF;MASC;SG	ADJ;ACC;INDF;MASC;SG
pioner	بايونير	pioner	بايونير	N;INDF;MASC;SG	
pioner	رائدة	pioner	رَائِدَة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
pioner	الرائدة	pioner	رَائِدَة	N;INDF;MASC;SG	N;NOM;DEF;SG
kvaliteter	الصفات	kvalitet	صِفَة	N;INDF;MASC;PL	N;NOM;DEF;PL
observerte	لوحظ	observere	لَاحَظ	ADJ;PL;V.PTCP	V;PFV;MASC;SG;3;PASS
