יובנטוס	juventus	יובנטוס	juventus	PROPN	N;MASC;SG
בפורטוגזית	portugueses	בפורטוגזית	português	PROPN	N;MASC;PL
בפורטוגזית	portugues	בפורטוגזית	portugue	PROPN	N;MASC;SG
בפורטוגזית	português	בפורטוגזית	português	PROPN	N;MASC;SG
בפורטוגזית	portuguesa	בפורטוגזית	portuguesa	PROPN	N;FEM;SG
וגאס	vegas	וגאס	vega	PROPN	N;FEM;PL
שיפר	schiffer	שיפר	schiffer	V;MASC;SG;3;PST;ACT	N;FEM;SG
רדיוס	raio	רדיוס	raio	PROPN	N;MASC;SG
לסטר	leicester	לסטר	leicester	PROPN	N;MASC;SG
לסטר	lester	לסטר	lester	PROPN	N;MASC;SG
אמילי	emily	אמילי	emily	PROPN	N;FEM;SG
אלכסנדריה	alexandria	אלכסנדריה	alexandria	PROPN	N;FEM;SG
להמיר	conversão	המיר	conversão	V;NFIN;ACT	N;FEM;SG
אוגנדה	uganda	אוגנדה	ugando	PROPN	N;FEM;SG
תלונות	reclamando	תלונה	reclamar	N;FEM;PL	V;V.MSDR
פרווה	peles	פרווה	pele	N;FEM;SG	N;FEM;PL
סלוניקי	salónica	סלוניקי	salónica	PROPN	N;MASC;SG
סלוניקי	tessalônica	סלוניקי	tessalônôno	PROPN	N;MASC;SG
פנמה	panamá	פנמה	panamá	PROPN	N;MASC;SG
הבריחה	escapar	הבריח	escapar	N;FEM;SG	V;NFIN
תבור	tabor	תבור	tabor	PROPN	N;MASC;SG
פיגועים	ataca	פיגוע	atacar	N;MASC;PL	V;IND;SG;3;PRS;FIN
התחלתי	começou	התחיל	começar	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
התחלתי	começaram	התחיל	começar	V;SG;1;PST;ACT	V;IND;PL;3;FIN
התחלתי	iniciou	התחיל	iniciar	V;SG;1;PST;ACT	V;IND;SG;3;PST;FIN
תדירות	frequências	תדירות	frequência	N;FEM;SG	N;FEM;PL
אבחון	diagnósticos	אבחון	diagnóstico	N;MASC;SG	N;MASC;PL
אירופי	europeu	אירופי	europeu	PROPN	N;MASC;SG
אירופי	europeia	אירופי	europeu	PROPN	N;FEM;SG
אירופי	europeias	אירופי	europeia	PROPN	N;FEM;PL
משתתפת	participante	השתתף	participante	V;FEM;SG;V.PTCP	N;MASC;SG
משתתפת	participe	השתתף	participe	V;FEM;SG;V.PTCP	V;SBJV;SG;3;PRS;FIN
משתתפת	participa	השתתף	participar	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
משתתפת	participem	השתתף	participar	V;FEM;SG;V.PTCP	V;SBJV;PL;3;PRS;FIN
צרכים	precisa	צרכים	precisar	N;MASC;SG	V;IND;SG;3;PRS;FIN
צרכים	necessidades	צרכים	necessidade	N;MASC;SG	N;FEM;PL
צרכים	necessita	צרכים	necessitar	N;MASC;SG	V;IND;SG;3;PRS;FIN
אילנה	ilana	אילנה	ilano	PROPN	N;FEM;SG
הקיום	existência	הקיום	existência	PROPN	N;FEM;SG
יוצאות	cessante	יצא	cessante	V;FEM;PL;V.PTCP;ACT	N;MASC;SG
רוברטס	roberts	רוברטס	robert	PROPN	N;MASC;SG
באדן	baden	באדן	baden	PROPN	N;MASC;SG
דלתא	delta	דלתא	delta	PROPN	N;MASC;SG
תואם	compatível	תאם	compatível	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
תואם	compatíveis	תאם	compatível	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
תואם	correspondentes	תאם	correspondente	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
תואם	correspondência	תאם	correspondência	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
גולד	ouro	גולד	ouro	PROPN	N;MASC;SG
גולד	gold	גולד	gold	PROPN	N;MASC;SG
גולד	dourado	גולד	dourar	PROPN	V;MASC;SG;V.PTCP
גולד	gould	גולד	gould	PROPN	N;MASC;SG
דוכסות	ducado	דוכסות	ducado	PROPN	N;MASC;SG
קית	keith	קית	keith	PROPN	N;MASC;SG
ציריך	zurique	ציריך	zurique	PROPN	N;MASC;SG
ציריך	zurique	ציריך	zurique	PROPN	N;MASC;SG
נלהב	entusiasmado	נלהב	entusiasmar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
נלהב	apaixonada	נלהב	apaixonado	ADJ;MASC;SG	V;FEM;SG;V.PTCP
נלהב	apaixonado	נלהב	apaixonar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
נלהב	apaixonados	נלהב	apaixonar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
מקסימלי	máximo	מקסימלי	máximo	ADJ;MASC;SG	N;MASC;SG
מקסימלי	máxima	מקסימלי	grande	ADJ;MASC;SG	N;FEM;SG
דקדוק	gramaticais	דקדוק	gramatical	N;MASC;SG	N;MASC;PL
אלקטרוניקה	eletrônicos	אלקטרוניקה	eletrônico	N;FEM;SG	N;MASC;PL
קנטור	cantor	קנטור	cantor	PROPN	N;MASC;SG
נאש	nash	נאש	nash	PROPN	N;MASC;SG
אפריקני	africana	אפריקני	africano	PROPN	N;FEM;SG
אפריקני	africanos	אפריקני	africano	PROPN	N;MASC;PL
אפריקני	africano	אפריקני	africano	PROPN	N;MASC;SG
הגירוש	deportações	הגירוש	deportação	PROPN	N;FEM;PL
דלה	della	דל	della	PROPN	N;MASC;SG
שודדי	raiders	שודד	raider	PROPN	N;MASC;PL
שודדי	salteadores	שודד	salteador	PROPN	N;MASC;PL
שודדי	assaltantes	שודד	assaltante	PROPN	N;MASC;PL
שודדי	ladrões	שודד	ladrão	PROPN	N;MASC;PL
שוחט	açougueiro	שוחט	açougueiro	PROPN	N;MASC;SG
שוחט	carniceiro	שוחט	carniceiro	PROPN	N;MASC;SG
הרצף	continuum	הרצף	continuum	PROPN	N;MASC;SG
הרצף	contínuo	הרצף	contínuo	PROPN	N;MASC;SG
רוזה	rosa	רוזה	rosa	PROPN	N;FEM;SG
רוזה	rosé	רוזה	rosé	PROPN	N;MASC;SG
הפסנתר	piano	הפסנתר	piano	V;SG;1;PST;ACT	N;MASC;SG
הקמפיין	campanha	הקמפיין	campanha	PROPN	N;FEM;SG
מעשיות	tales	מעשייה	tale	N;FEM;PL	N;MASC;SG
להירשם	registro	נרשם	registro	V;NFIN;MID	N;MASC;SG
להירשם	registo	נרשם	registo	V;NFIN;MID	N;MASC;SG
שפם	bigodes	שפם	bigode		N;MASC;PL
שפם	bigodes	שפם	bigode		N;MASC;PL
שפם	bigode	שפם	bigode		N;MASC;SG
שפם	bigode	שפם	bigode		N;MASC;SG
עצר	parou	עצר	parar	N;MASC;SG	V;IND;SG;3;PST;FIN
עצר	pararam	עצר	parar	N;MASC;SG	V;IND;PL;3;FIN
עצר	parei	עצר	parar	N;MASC;SG	V;IND;SG;1;PST;FIN
עצר	parado	עצר	parar	N;MASC;SG	V;MASC;SG;V.PTCP
נכשלה	falha	נכשל	falha	V;FEM;SG;3;PST;MID	N;FEM;SG
הצביע	apontaram	הצביע	apontar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
הצביע	votaram	הצביע	votar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
הצביע	votei	הצביע	votar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
רומנטית	romântico	רומנטי	romântico	N	ADJ;MASC;SG
רומנטית	românticos	רומנטי	romântico	N	ADJ;MASC;PL
רומנטית	românticas	רומנטי	romântico	N	ADJ;FEM;PL
רומנטית	romântica	רומנטי	romântico	N	ADJ;FEM;SG
רומנטית	romanticamente	רומנטי	romanticamente	N	ADV
תו	note	תו	note		INTJ
תו	nota	תו	nota		N;FEM;SG
תו	carácter	תו	carácter		N;MASC;SG
תו	caractere	תו	caractere		N;MASC;SG
תו	personagem	תו	personagem		N;MASC;SG
תו	caracter	תו	caracter		N;MASC;SG
תו	caráter	תו	caráter		N;MASC;SG
ברונו	bruno	רן	bruno	PROPN	N;MASC;SG
אדגר	edgar	אדגר	edgar	PROPN	N;MASC;SG
סידן	cálcio	סידן	cálcio	PROPN	N;MASC;SG
עוצב	concebidos	עוצב	conceber	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
שפיגל	spiegel	שפיגל	spiegel	PROPN	N;MASC;SG
צעירות	young	צעיר	young	N;FEM;PL	N;MASC;SG
צעירות	jovem	צעיר	jovem	N;FEM;PL	ADJ;MASC;SG
מושלמת	perfeitas	הושלם	perfeito	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מושלמת	perfeitos	הושלם	perfeito	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מושלמת	perfect	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	N;MASC;SG
ידעה	sabia	דעה	saber	V;FEM;SG;3;PST	V;IND;SG;3;IPFV;FIN
ידעה	conhecia	דעה	conhecer	V;FEM;SG;3;PST	V;IND;SG;3;IPFV;FIN
ידעה	sabiam	דעה	saber	V;FEM;SG;3;PST	V;IND;PL;3;IPFV;FIN
יומני	diário	יומני	diário	PROPN	N;MASC;SG
עמוקים	profunda	עמוק	profundo	ADJ;MASC;PL	ADJ;FEM;SG
עמוקים	profundo	עמוק	profundo	ADJ;MASC;PL	ADJ;MASC;SG
עמוקים	deep	עמוק	deep	ADJ;MASC;PL	N;MASC;SG
ספין	spin	ספין	spin	PROPN	N;MASC;SG
ספין	girar	ספין	girar	PROPN	V;NFIN
כחולה	blue	כחול	blue	ADV	N;MASC;SG
כחולה	azul	כחול	azul	ADV	N;MASC;SG
כחולה	azuis	כחול	azul	ADV	N;MASC;PL
ליפה	lippe	ליפה	lippe	PROPN	N;MASC;SG
לירי	leary	לירי	leary		N;MASC;SG
לירי	lírica	לירי	lírico		ADJ;FEM;SG
לירי	lírico	לירי	lírico		ADJ;MASC;SG
שניתנו	dada	שניתנו	dar		V;FEM;SG;V.PTCP
שניתנו	dado	שניתנו	dar		V;MASC;SG;V.PTCP
שניתנו	dadas	שניתנו	dar		V;FEM;PL;V.PTCP
שניתנו	fundidas	שניתנו	fundir		V;FEM;PL;V.PTCP
שניתנו	prestado	שניתנו	prestar		V;MASC;SG;V.PTCP
שניתנו	prestados	שניתנו	prestar		V;MASC;PL;V.PTCP
גרייס	graça	גרייס	graça	PROPN	N;FEM;SG
גרייס	grace	גרייס	grace	PROPN	N;FEM;SG
ההתחלה	início	ההתחלה	início	V;FEM;SG;3;PST	N;MASC;SG
ההתחלה	começo	ההתחלה	começo	V;FEM;SG;3;PST	N;MASC;SG
מיושב	habitadas	מיושב	habitar	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מיושב	povoadas	מיושב	povoar	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מונד	monde	מונד	monde	PROPN	N;MASC;SG
ירוקה	green	ירוקה	green	ADJ;FEM;SG	N;MASC;SG
ירוקה	verdes	ירוקה	verdes	ADJ;FEM;SG	N;MASC;PL
נאצי	nazista	נאצי	nazista	PROPN	N;MASC;SG
נאצי	nazi	נאצי	nazi	PROPN	N;MASC;SG
נאצי	nazis	נאצי	nazi	PROPN	N;MASC;PL
נאצי	nazistas	נאצי	nazista	PROPN	N;MASC;PL
קראוס	krauss	קראוס	krauss	PROPN	N;MASC;SG
קראוס	krause	קראוס	krause	PROPN	N;MASC;SG
קראוס	kraus	קראוס	kraus	PROPN	N;MASC;SG
לחלץ	extracto	חילץ	acto	V;NFIN;ACT	N;MASC;SG
לחלץ	extrato	חילץ	extrato	V;NFIN;ACT	N;MASC;SG
מסוכנים	perigosa	מסוכן	perigoso	ADJ;MASC;PL	ADJ;FEM;SG
מסוכנים	perigoso	מסוכן	perigoso	ADJ;MASC;PL	ADJ;MASC;SG
ציפי	tzipi	ציפי	tzipir	PROPN	N;MASC;SG
עתידי	futuro	עתידי	futuro	ADJ;MASC;SG	N;MASC;SG
עתידי	future	עתידי	future	ADJ;MASC;SG	N;MASC;SG
עתידי	futuras	עתידי	futuro	ADJ;MASC;SG	ADJ;FEM;PL
עתידי	futuros	עתידי	futuro	ADJ;MASC;SG	ADJ;MASC;PL
עתידי	futura	עתידי	futuro	ADJ;MASC;SG	N;FEM;SG
קנט	kent	קנט	kent	PROPN	N;MASC;SG
ימני	direito	ימני	direito	ADJ;MASC;SG	N;MASC;SG
ימני	direita	ימני	direita	ADJ;MASC;SG	N;FEM;SG
מיג	mig	מיג	mig	PROPN	N;MASC;SG
הרצוי	desejadas	הרצוי	desejar	PROPN	V;FEM;PL;V.PTCP
הרצוי	desejada	הרצוי	desejar	PROPN	V;FEM;SG;V.PTCP
הרצוי	desejado	הרצוי	desejar	PROPN	V;MASC;SG;V.PTCP
הרצוי	desejados	הרצוי	desejar	PROPN	V;MASC;PL;V.PTCP
סלובניה	eslovénia	סלובניה	eslovénia	PROPN	N;FEM;SG
סלובניה	eslovênia	סלובניה	eslovênia	PROPN	N;FEM;SG
בלפור	balfour	בלפור	balfour	PROPN	N;MASC;SG
תם	tam	תם	tam		N;MASC;SG
ברוקלין	brooklyn	ברוקלין	brooklyn	PROPN	N;MASC;SG
האשים	acusadas	האשים	acusar	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
האשים	acusados	האשים	acusar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
האשים	culpava	האשים	culpar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
מיגל	miguel	מיגל	miguel	PROPN	N;MASC;SG
לסקר	lasker	סיקר	lasker	V;NFIN;ACT	PROPN;MASC;SG
וויליאם	william	ויליאם	williar	PROPN	N;MASC;SG
וויליאם	willian	ויליאם	willian	PROPN	N;MASC;SG
וויליאם	guilherme	ויליאם	guilherme	PROPN	N;MASC;SG
יואן	yuan	יואן	yuan	PROPN	N;MASC;SG
כת	cult	כת	cult		N;MASC;SG
כת	cultos	כת	culto		N;MASC;PL
כת	seita	כת	ser		N;FEM;SG
כת	culto	כת	culto		N;MASC;SG
וולפגנג	wolfgang	וולפגנג	wolfgang	PROPN	N;MASC;SG
נפתחת	abre	נפתח	abrir	V;FEM;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
שרמן	sherman	שרמן	sherman	PROPN	N;MASC;SG
משולבים	combinada	שולב	combinar	V;MASC;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP
משולבים	combinado	שולב	combinar	V;MASC;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
איגור	igor	איגור	igor	PROPN	N;MASC;SG
ראול	raul	ראול	raul	PROPN	N;MASC;SG
ראול	raoul	ראול	raoul	PROPN	N;MASC;SG
ראול	raul	ראול	raul	PROPN	N;MASC;SG
ראול	raúl	ראול	raúl	PROPN	N;MASC;SG
סויוז	soyuz	סויוז	soyuz	PROPN	N;FEM;SG
מיה	mia	מיה	mia	PROPN	N;FEM;SG
נכנע	rendição	נכנע	rendição	V;MASC;SG;3;PST;MID	N;FEM;SG
נכנע	devolvidas	נכנע	devolver	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
נכנע	rendimento	נכנע	rendimento	V;MASC;SG;3;PST;MID	N;MASC;SG
החלום	sonhar	החלום	sonhar	PROPN	V;NFIN
החלום	dream	החלום	dream	PROPN	N;MASC;SG
החלום	sonho	החלום	sonho	PROPN	N;MASC;SG
קוב	kub	קוב	kub	PROPN	N;MASC;SG
קוב	cobb	קוב	cobb	PROPN	PROPN;MASC;SG
התבוסה	derrotas	התבוסה	derrota	V;FEM;SG;3;PST	N;FEM;PL
התבוסה	derrota	התבוסה	derrota	V;FEM;SG;3;PST	N;FEM;SG
בהתנדבות	voluntário	בהתנדבות	voluntário	ADV	N;MASC;SG
בהתנדבות	voluntárias	בהתנדבות	voluntário	ADV	N;FEM;PL
בהתנדבות	voluntária	בהתנדבות	voluntário	ADV	ADJ;FEM;SG
מפורש	explícitas	מפורש	explícito	ADJ;MASC;SG	ADJ;FEM;PL
מפורש	explícitos	מפורש	explícito	ADJ;MASC;SG	ADJ;MASC;PL
גולגולת	crânio	גולגולת	crânio	PROPN	N;MASC;SG
גולגולת	caveira	גולגולת	caveira	PROPN	N;FEM;SG
גולגולת	crânio	גולגולת	crânio	PROPN	N;MASC;SG
אופיינית	típicas	אופייני	típico	ADJ;FEM;SG	ADJ;FEM;PL
אופיינית	típicos	אופייני	típico	ADJ;FEM;SG	ADJ;MASC;PL
מוטל	motel	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;MASC;SG
הולנדית	holandês	הולנדי	holandês	PROPN	N;MASC;SG
הולנדית	holandeses	הולנדי	holandês	PROPN	N;MASC;PL
הולנדית	neerlandês	הולנדי	neerlandês	PROPN	N;MASC;SG
הולנדית	dutch	הולנדי	dutch	PROPN	N;MASC;SG
מלצר	garçon	מלצר	garçon	PROPN	N;MASC;SG
מלצר	garçom	מלצר	garçom	PROPN	N;MASC;SG
מלצר	empregado	מלצר	empregado	PROPN	N;MASC;SG
מנות	ração	מנה	ração	N;FEM;PL	N;FEM;SG
מנות	louça	מנה	louça	N;FEM;PL	N;FEM;SG
מנות	loiça	מנה	loiça	N;FEM;PL	N;FEM;SG
הבעלות	apropriação	הבעלה	apropriação	N;FEM;PL	N;FEM;SG
הבעלות	propriedade	הבעלה	propriedade	N;FEM;PL	N;FEM;SG
הבעלות	posse	הבעלה	posse	N;FEM;PL	N;FEM;SG
פרוסט	proust	פרוסט	proust	PROPN	N;MASC;SG
פרוסט	geada	פרוסט	geada	PROPN	N;FEM;SG
פרוסט	frost	פרוסט	frost	PROPN	N;MASC;SG
פטיש	fetiche	פטיש	fetiche		N;MASC;SG
פטיש	hammer	פטיש	hammer		N;MASC;SG
פטיש	martelo	פטיש	martelo		N;MASC;SG
עורק	artéria	עורק	artéria		N;FEM;SG
עורק	artérias	עורק	artéria		N;FEM;PL
אלימה	violento	אלים	violento	N;FEM;SG	ADJ;MASC;SG
אלימה	violentas	אלים	violento	N;FEM;SG	ADJ;FEM;PL
אלימה	violentos	אלים	violento	N;FEM;SG	N;MASC;PL
אלימה	violenta	אלים	violento	N;FEM;SG	ADJ;FEM;SG
מעריך	agradeço	העריך	agradeço	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
משמעותיות	significativo	משמעותי	significativo	ADJ;FEM;PL	ADJ;MASC;SG
משמעותיות	significativa	משמעותי	significativo	ADJ;FEM;PL	ADJ;FEM;SG
משמעותיות	significativo	משמעותי	significativo	ADJ;FEM;PL	ADJ;MASC;SG
משמעותיות	significativa	משמעותי	significativo	ADJ;FEM;PL	ADJ;FEM;SG
משמעותיות	significante	משמעותי	significante	ADJ;FEM;PL	ADJ;MASC;SG
מכריז	anuncia	הכריז	anunciar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכריז	declara	הכריז	declarar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכריז	declaram	הכריז	declarar	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מכריז	declare	הכריז	declare	V;MASC;SG;V.PTCP;ACT	V;SBJV;SG;3;PRS;FIN
מכריז	declaro	הכריז	declaro	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הקוסם	wizard	הקוסם	wizard	PROPN	N;MASC;SG
הקוסם	mágico	הקוסם	mágico	PROPN	N;MASC;SG
הקוסם	assistente	הקוסם	assistente	PROPN	N;MASC;SG
הקוסם	mago	הקוסם	mago	PROPN	N;MASC;SG
הקוסם	feiticeiro	הקוסם	feiticeiro	PROPN	N;MASC;SG
בקפריסין	chipre	בקפריסין	chipre	PROPN	N;MASC;SG
נטלי	natalie	נטלי	natalie	PROPN	N;FEM;SG
נטלי	nathalie	נטלי	nathalie	PROPN	N;FEM;SG
נטלי	nathalie	נטלי	nathalie	PROPN	N;FEM;SG
מייד	imediato	מייד	imediato		N;MASC;SG
מייד	imediatamente	מייד	imediatamente		ADV
טרנסילבניה	transilvânia	טרנסילבניה	transilvânia	PROPN	N;FEM;SG
צב	tartaruga	צב	tartaruga		N;FEM;SG
קומנדו	comandos	קומנדו	comando	N;MASC;SG	N;MASC;PL
קומנדו	comandos	קומנדו	comando	N;MASC;SG	N;MASC;PL
טד	tad	טד	tad	PROPN	N;MASC;SG
טד	ted	טד	ted	PROPN	N;MASC;SG
סולימאן	suleiman	סולימאן	suleiman	PROPN	N;MASC;SG
סולימאן	souleymane	סולימאן	souleymane	PROPN	N;MASC;SG
אליסון	allison	אליסון	allison	PROPN	N;MASC;SG
אליסון	alison	אליסון	alison	PROPN	N;FEM;SG
אליסון	alison	אליסון	alison	PROPN	N;FEM;SG
מודעת	cientes	מודעה	ciente	ADJ;FEM;SG	ADJ;MASC;PL
מודעת	ciente	מודעה	ciente	ADJ;FEM;SG	ADV
מודעת	conscientes	מודעה	consciente	ADJ;FEM;SG	ADJ;MASC;PL
מודעת	conscientes	מודעה	consciente	ADJ;FEM;SG	ADJ;MASC;PL
מחויב	vinculados	מחויב	vincular	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מחויב	cometeu	מחויב	cometer	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
סטארק	starck	סטארק	starck	PROPN	N;MASC;SG
סטארק	stark	סטארק	stark	PROPN	N;MASC;SG
לינוקס	linux	לינוקס	linux	PROPN	N;MASC;SG
בזל	basileia	בזל	basileia	PROPN	N;FEM;SG
מתנות	presentes	מתנה	presente	N;FEM;PL	ADJ;MASC;PL
מתנות	presentes	מתנה	presente	N;FEM;PL	ADJ;MASC;PL
מתנות	apresenta	מתנה	apresentar	N;FEM;PL	V;IND;SG;3;PRS;FIN
מודול	módulo	מודול	módulo	PROPN	N;MASC;SG
המלצה	recomendada	המלצה	recomendar	N;FEM;SG	V;FEM;SG;V.PTCP
המלצה	recomendados	המלצה	recomendar	N;FEM;SG	V;MASC;PL;V.PTCP
המלצה	recomendado	המלצה	recomendar	N;FEM;SG	V;MASC;SG;V.PTCP
המלצה	recomendou	המלצה	recomendar	N;FEM;SG	V;IND;SG;3;PST;FIN
המלצה	recomendações	המלצה	recomendação	N;FEM;SG	N;FEM;PL
עיצב	concebidos	עיצב	conceber	PROPN	V;MASC;PL;V.PTCP
עיצב	projetado	עיצב	projetar	PROPN	V;MASC;SG;V.PTCP
עיצב	desenhado	עיצב	desenhar	PROPN	V;MASC;SG;V.PTCP
עיצב	concebido	עיצב	conceber	PROPN	V;MASC;SG;V.PTCP
עיצב	projetada	עיצב	projetar	PROPN	V;FEM;SG;V.PTCP
מילולי	verbais	מילולי	verbal	ADJ;MASC;SG	N;MASC;PL
מפרק	articulação	מפרק	articulação	PROPN	N;FEM;SG
מפרק	joint	מפרק	joint	PROPN	N;MASC;SG
לקות	deficiências	None	deficiência	N;FEM;SG	N;FEM;PL
בלוטת	glândulas	בלוטת	glândula	N;FEM;SG	N;FEM;PL
נתנאל	nathaniel	נתנאל	nathaniel	PROPN	N;MASC;SG
המגזר	sector	המגזר	sector	ADV	N;MASC;SG
המגזר	setor	המגזר	setor	ADV	N;MASC;SG
סון	sun	סון	sun	PROPN	N;MASC;SG
סון	sol	סון	sol	PROPN	N;MASC;SG
קאופמן	kaufman	קאופמן	kaufman	PROPN	N;MASC;SG
קאופמן	kauffman	קאופמן	kauffman	PROPN	N;MASC;SG
הנוסע	passageira	הנוסע	passageiro	PROPN	N;FEM;SG
הנוסע	passageiros	הנוסע	passageiro	PROPN	N;MASC;PL
הנוסע	passageiro	הנוסע	passageiro	PROPN	N;MASC;SG
באלימות	violentamente	באלימות	violentamente		ADV
רובר	rover	רובר	rover	PROPN	N;MASC;SG
הקבינט	armário	הקבינט	armário	V;MASC;SG;3;PST;ACT	N;MASC;SG
הקבינט	gabinete	הקבינט	gabinete	V;MASC;SG;3;PST;ACT	N;MASC;SG
רך	soft	רך	soft	ADJ;MASC;SG	N;MASC;SG
רך	suaves	רך	suave	ADJ;MASC;SG	ADJ;MASC;PL
סטן	stan	סטן	stan	PROPN	N;MASC;SG
הגבורה	heroísmo	הגבורה	heroísmo	PROPN	N;MASC;SG
מסתיימת	pontas	הסתיים	ponta	V;FEM;SG;V.PTCP	N;FEM;PL
מסתיימת	termina	הסתיים	terminar	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מסתיימת	extremidades	הסתיים	extremidade	V;FEM;SG;V.PTCP	N;FEM;PL
נאצר	nasser	נאצר	nasser	PROPN	N;MASC;SG
ונוס	venus	ונוס	venu	PROPN	N;MASC;SG
ונוס	vênus	ונוס	vênus	PROPN	N;MASC;SG
ונוס	vénus	ונוס	vénus	PROPN	N;FEM;SG
רגיש	sensíveis	רגיש	sensível	ADJ;MASC;SG	ADJ;MASC;PL
רגיש	sensibilidade	רגיש	sensibilidade	ADJ;MASC;SG	N;FEM;SG
ראס	russ	ראס	russ	PROPN	N;MASC;SG
ראס	ras	ראס	ras	PROPN	N;MASC;SG
ראס	rus	ראס	rus	PROPN	N;MASC;SG
מדגיש	destaques	הדגיש	destaque	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עליות	ups	עלייה	up	N;FEM;PL	N;MASC;SG
בחולון	holon	בחולון	holon		N;MASC;SG
ריטה	rita	ריטה	rita	PROPN	N;FEM;SG
מגיש	lançador	הגיש	lançador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מגיש	arremessador	הגיש	arremessador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מגיש	jarro	הגיש	jarro	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מגיש	apresentadora	הגיש	apresentador	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מגיש	apresentador	הגיש	apresentador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
פנימיות	interno	פנימייה	interno	N;FEM;PL	ADJ;MASC;SG
פנימיות	interna	פנימייה	interno	N;FEM;PL	ADJ;FEM;SG
פיצול	dividir	פיצול	dividir	N;MASC;SG	V;NFIN
פיצול	divide	פיצול	dividir	N;MASC;SG	V;IND;SG;3;PRS;FIN
פיצול	dividir	פיצול	dividir	N;MASC;SG	V;NFIN
פיצול	dividindo	פיצול	dividir	N;MASC;SG	V;V.MSDR
גייס	geiss	גייס	geis	PROPN	N;MASC;SG
גייס	recrutada	גייס	recrutar	PROPN	V;FEM;SG;V.PTCP
גייס	recrutados	גייס	recrutar	PROPN	V;MASC;PL;V.PTCP
גייס	recrutado	גייס	recrutado	PROPN	V;MASC;SG;V.PTCP
גייס	recruta	גייס	recruta	PROPN	N;FEM;SG
גייס	recrutar	גייס	recrutar	PROPN	V;NFIN
קרוז	cruz	קרוז	cruz	PROPN	N;FEM;SG
קרוז	tripulações	קרוז	tripulação	PROPN	N;FEM;PL
קרוז	crews	קרוז	crem	PROPN	N;MASC;PL
לאם	lam	לאם	lam		N;MASC;SG
משקעים	resíduo	משקע	resíduo	N;MASC;PL	N;MASC;SG
משקעים	precipitação	משקע	precipitação	N;MASC;PL	N;FEM;SG
משוכנע	convencidos	שוכנע	convencer	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
משוכנע	convencidas	שוכנע	convencer	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
משוכנע	convicto	שוכנע	convicto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
יהלום	diamantes	הלם	diamante	N;MASC;SG	N;MASC;PL
יהלום	diamantes	הלם	diamante	N;MASC;SG	N;MASC;PL
יהלום	ouros	הלם	ouro	N;MASC;SG	N;MASC;PL
