renascimento	revival	renascimento	revival	N;MASC;SG	
incluídos	włączone	incluir	włączyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
incluídos	uwzględnione	incluir	uwzględnić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
simpson	simpsona	simpson	simpona	N;MASC;SG	
simpson	simpson	simpson	simpson	N;MASC;SG	PROPN;NOM;MASC;SG
forever	forever	forever	forever	N;MASC;SG	
forever	wiecznie	forever	wiecznie	N;MASC;SG	ADV
hábito	nawyki	hábito	nawyk	N;MASC;SG	N;NOM;MASC;PL
duff	duff	duff	duff	N;FEM;SG	
detetive	detektywie	detetive	detektywie	N;MASC;SG	
restauro	przywrócić	restauro	przywrócić	N;MASC;SG	V;PFV;NFIN;ACT
restauro	odbudowa	restauro	odbudowy	N;MASC;SG	
frederick	frederick	frederick	frederick	N;MASC;SG	PROPN;NOM;MASC;SG
milan	milan	milan	milan	N;MASC;SG	PROPN;NOM;MASC;SG
temporariamente	tymczasowy	temporariamente	tymczasowy	ADV	ADJ;NOM;MASC;SG
temporariamente	tymczasowa	temporariamente	tymczasowy	ADV	ADJ;NOM;FEM;SG
temporariamente	tymczasowe	temporariamente	tymczasowy	ADV	ADJ;NOM;NEUT;SG
temporariamente	czasowe	temporariamente	czasowy	ADV	ADJ;NOM;NEUT;SG
avançado	zaawansowanych	avançar	zaawansowany	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL
avançado	zaawansowane	avançar	zaawansować	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
avançado	zaawansowana	avançar	zaawansować	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
avançado	zaawansowany	avançar	zaawansowany	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
póvoa	póvoa	póvoa	póva	N;FEM;SG	
incluídas	włączone	incluir	włączyć	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
incluídas	uwzględnione	incluir	uwzględnić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interpretações	interpretacji	interpretação	interpretacja	N;FEM;PL	N;GEN;FEM;SG
alerta	czujny	alerta	czujny	N;MASC;SG	ADJ;NOM;MASC;SG
greco	greco	greco	greco	N;MASC;SG	
inéditas	unreleased	inédito	unreleased	N;FEM;PL	
joinville	joinville	joinville	joinville	N;MASC;SG	PROPN;NOM;MASC;SG
resende	resende	resende	resenda	N;MASC;SG	
islândia	islandii	islândia	islandia	N;FEM;SG	
saindo	odejście	sair	odejść	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
saindo	wyjazd	sair	wyjazd	V;V.MSDR	N;NOM;MASC;SG
saindo	pozostawienie	sair	pozostawienie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
saindo	opuszczenie	sair	opuścić	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
haiti	haiti	haitir	haiti	N;MASC;SG	
haiti	haiti	haitir	haiti	N;MASC;SG	
mágica	magiczne	mágico	magiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
mágica	czary	mágico	czar	N;FEM;SG	N;NOM;MASC;PL
mágica	magic	mágico	magica	N;FEM;SG	
mágica	magiczna	mágico	magiczny	N;FEM;SG	ADJ;NOM;FEM;SG
mágica	magiczne	mágico	magiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
mágica	magicznie	mágico	magicznie	N;FEM;SG	ADV
mágica	magiczny	mágico	magiczny	N;FEM;SG	ADJ;NOM;MASC;SG
obs	obs	obs	obs	N;MASC;SG	
seul	seulu	seul	seul	N;MASC;SG	PROPN;NOM;MASC;SG
dever	obowiązki	dever	obowiązek	N;MASC;SG	N;NOM;MASC;PL
dever	cło	dever	cło	N;MASC;SG	
repressão	represje	repressão	represja	N;FEM;SG	N;NOM;FEM;PL
trek	trek	trek	trek	N;MASC;SG	
folk	folk	folk	folk	N;MASC;SG	
folk	ludowa	folk	ludowy	N;MASC;SG	ADJ;NOM;FEM;SG
einstein	einsteina	einstein	einstein	N;MASC;SG	
einstein	einstein	einstein	einstein	N;MASC;SG	
stade	stade	stade	stade	N;MASC;SG	
pimenta	pimenta	pimenta	piment	N;FEM;SG	
pimenta	pieprz	pimenta	pieprz	N;FEM;SG	
pimenta	pepper	pimenta	pepper	N;FEM;SG	
adicionado	dodany	adicionar	dodać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adicionado	dodana	adicionar	dodać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adicionado	dodane	adicionar	dodać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
discovery	discovery	discovery	discover	N;MASC;SG	
lutando	walka	lutar	walka	V;V.MSDR	N;NOM;FEM;SG
lutando	walki	lutar	walka	V;V.MSDR	N;ACC;FEM;SG
alpha	alpha	alpha	alpha	N;MASC;SG	
alpha	alfa	alpha	alfa	N;MASC;SG	
chelsea	chelsea	chelsea	chelsie	N;MASC;SG	
hero	hero	hero	hero	N;MASC;SG	
uniformes	jednolite	uniforme	jednolity	N;MASC;PL	
uniformes	jednolita	uniforme	jednolit	N;MASC;PL	ADJ;NOM;FEM;SG
uniformes	uniform	uniforme	uniforma	N;MASC;PL	
uniformes	jednolity	uniforme	jednolit	N;MASC;PL	ADJ;NOM;MASC;SG
uniformes	mundur	uniforme	mundur	N;MASC;PL	N;NOM;MASC;SG
junção	połączyć	junção	połączyć	N;FEM;SG	V;PFV;NFIN;ACT
fábricas	fabryk	fábrica	fabryka	N;FEM;PL	
fábricas	fabryki	fábrica	fabryka	N;FEM;PL	N;GEN;FEM;SG
norueguês	norweskie	norueguês	norweski	N;MASC;SG	ADJ;NOM;NEUT;SG
norueguês	norweskiego	norueguês	norweski	N;MASC;SG	ADJ;ACC;MASC;SG
norueguês	norweski	norueguês	norweski	N;MASC;SG	ADJ;NOM;MASC;SG
teen	teen	teen	teen	N;MASC;SG	
teen	nastolatek	teen	nastolatka	N;MASC;SG	N;GEN;FEM;PL
compacto	compact	compacto	compact	N;MASC;SG	
hermann	hermann	hermann	hermann	N;MASC;SG	PROPN;NOM;MASC;SG
sérvio	serbski	sérvio	serbski	N;MASC;SG	ADJ;NOM;MASC;SG
reich	rzeszy	reich	rzeszyć	N;MASC;SG	
dilma	rousseff	dilma	rousseff	N;FEM;SG	
vendida	sprzedane	vender	sprzedać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vendida	sprzedany	vender	sprzedać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vendida	sprzedana	vender	sprzedać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
aquitânia	aquitaine	aquitânia	akuitainy	N;FEM;SG	
claudia	klaudia	claudia	klaudia	N;FEM;SG	PROPN;NOM;FEM;SG
tendências	trend	tendência	trend	N;FEM;PL	N;NOM;MASC;SG
tendências	tendencja	tendência	tendencja	N;FEM;PL	N;NOM;FEM;SG
tendências	tendencji	tendência	tendencja	N;FEM;PL	N;GEN;FEM;SG
bang	bang	bang	bang	N;MASC;SG	
tomadas	zrobione	tomar	zrobić	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
tomadas	podjęte	tomar	podjąć	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
relativo	krewni	relativo	krewnić	ADJ;MASC;SG	N;NOM;MASC;PL
relativo	krewny	relativo	krewny	ADJ;MASC;SG	N;NOM;MASC;SG
julie	julie	julie	julio	N;FEM;SG	PROPN;NOM;FEM;SG
planície	plain	planície	plain	N;FEM;SG	
pilares	słup	pilar	słup	N;MASC;PL	N;NOM;MASC;SG
pilares	filaru	pilar	filar	N;MASC;PL	N;GEN;MASC;SG
pilares	filar	pilar	filar	N;MASC;PL	N;NOM;MASC;SG
chuck	chuck	chuck	chuck	N;MASC;SG	
chuck	chucka	chuck	chucka	N;MASC;SG	
devidamente	należycie	devidamente	należeć	ADV	V;IPFV;IND;PL;2;PRS;FIN;ACT
canhões	armata	canhão	armat	N;MASC;PL	N;NOM;FEM;SG
canhões	armaty	canhão	armata	N;MASC;PL	N;ACC;FEM;SG
canhões	działo	canhão	dziać	N;MASC;PL	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
canhões	armaty	canhão	armata	N;MASC;PL	N;ACC;FEM;SG
barreiras	barier	barreira	barier	N;FEM;PL	
voar	fly	voar	fleź	V;NFIN	
voar	latające	voar	latać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
voar	pływające	voar	pływać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
voar	latający	voar	latać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
voar	latanie	voar	latan	V;NFIN	
empire	imperium	empire	imperium	N;MASC;SG	
empire	empire	empire	empir	N;MASC;SG	
doação	darowizny	doação	darowizna	N;FEM;SG	
mercury	mercury	mercury	mercura	N;MASC;SG	
mercury	rtęci	mercury	rtęcić	N;MASC;SG	
ninja	ninja	ninja	ninja	N;MASC;SG	
gabriela	gabriella	gabriela	gabriell	N;FEM;SG	PROPN;NOM;FEM;SG
logística	logistyczne	logístico	logistyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
logística	logistyczne	logístico	logistyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
bósnia	bośni	bósnia	bośnić	N;FEM;SG	PROPN;NOM;FEM;SG
bósnia	bośni	bósnia	bośnić	N;FEM;SG	PROPN;NOM;FEM;SG
bósnia	bośnia	bósnia	bośnie	N;FEM;SG	PROPN;NOM;FEM;SG
garantiu	zapewniono	garantir	zapewnić	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
garantiu	zapewniona	garantir	zapewnić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
garantiu	zapewnione	garantir	zapewnić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
garantiu	zapewniony	garantir	zapewnić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atrair	przynęta	atrair	przynąć	V;NFIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ataca	ataki	atacar	atak	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
ataca	ataków	atacar	atak	V;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
subir	wspinaczka	subir	wspinaczka	V;NFIN	N;NOM;FEM;SG
operacionais	operacyjny	operacional	operacyjny	N;MASC;PL	ADJ;NOM;MASC;SG
operacionais	operacyjnych	operacional	operacyjny	N;MASC;PL	ADJ;GEN;MASC;PL
operacionais	operacyjne	operacional	operacyjny	N;MASC;PL	ADJ;NOM;NEUT;SG
operacionais	sprawny	operacional	sprawny	N;MASC;PL	ADJ;NOM;MASC;SG
juventus	juventus	juventus	juventus	N;MASC;SG	PROPN;NOM;MASC;SG
túnel	tunele	túnel	tunel	N;MASC;SG	N;NOM;MASC;PL
salomão	salomon	salomão	salomon	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
salomão	salomona	salomão	salomon	N;MASC;SG	
piedade	żal	piedade	żal	N;FEM;SG	V;IND;PRS;FIN
piedade	szkoda	piedade	szkoda	N;FEM;SG	V;IND;PRS;FIN
piedade	mercy	piedade	merce	N;FEM;SG	
mármore	marble	mármore	marble	N;MASC;SG	
mortais	śmiertelna	mortal	śmiertelny	N;MASC;PL	ADJ;NOM;FEM;SG
mortais	śmiertelny	mortal	śmiertelny	N;MASC;PL	ADJ;NOM;MASC;SG
lituânia	litewski	lituânia	litewski	N;FEM;SG	ADJ;NOM;MASC;SG
lituânia	litwy	lituânia	litwa	N;FEM;SG	PROPN;GEN;FEM;SG
lituânia	litwa	lituânia	litwa	N;FEM;SG	
apaixonado	namiętny	apaixonar	namiętny	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
dezoito	eighteen	dezoito	eighteen	NUM	
dezoito	osiemnaście	dezoito	osiemnaście	NUM	
fazendas	rancza	fazenda	rancza	N;FEM;PL	
fazendas	farmy	fazenda	farma	N;FEM;PL	N;ACC;FEM;SG
fazendas	gospodarstwa	fazenda	gospodarstwo	N;FEM;PL	N;NOM;NEUT;SG
terço	różaniec	terço	różaniec	ADJ;MASC;SG	
terço	trzecie	terço	trzeci	ADJ;MASC;SG	
substituto	zastąpić	substituto	zastąpić	N;MASC;SG	V;PFV;NFIN;ACT
holland	holland	holland	holland	N;MASC;SG	
escura	dark	escuro	dark	ADJ;FEM;SG	
escura	ciemno	escuro	ciemno	ADJ;FEM;SG	ADV
simone	simone	simone	simon	N;FEM;SG	PROPN;NOM;FEM;SG
elena	elena	elenar	elen	N;FEM;SG	PROPN;NOM;FEM;SG
elena	eleny	elenar	elena	N;FEM;SG	
competência	kompetencje	competência	kompetencja	N;FEM;SG	N;NOM;FEM;PL
competência	kompetencje	competência	kompetencja	N;FEM;SG	N;NOM;FEM;PL
talentos	talentu	talento	talent	N;MASC;PL	N;GEN;MASC;SG
talentos	talent	talento	talent	N;MASC;PL	N;NOM;MASC;SG
júlia	julii	júlia	julia	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
júlia	julia	júlia	julia	N;FEM;SG	PROPN;NOM;FEM;SG
grey	szary	grey	szary	N;MASC;SG	
grey	szara	grey	szara	N;MASC;SG	ADJ;NOM;FEM;SG
grey	szare	grey	szary	N;MASC;SG	ADJ;NOM;NEUT;SG
grey	grey	grey	grać	N;MASC;SG	
igor	igor	igor	igor	N;MASC;SG	PROPN;NOM;MASC;SG
agrostis	mietlica	agrosti	mietlica	N;MASC;SG	
noel	noel	noel	noel	N;MASC;SG	PROPN;NOM;MASC;SG
boêmia	czechy	boêmia	czech	N;FEM;SG	
boêmia	bohemian	boêmia	bohemianin	N;FEM;SG	
boêmia	czeski	boêmia	czeski	N;FEM;SG	ADJ;NOM;MASC;SG
retornando	powrocie	retornar	powrót	V;V.MSDR	N;ACC;MASC;SG
bizantina	bizantyjskie	bizantina	bizantyjski	N;FEM;SG	ADJ;NOM;NEUT;SG
cúpula	kopuły	cúpula	kopuła	N;FEM;SG	N;ACC;FEM;PL
cúpula	dome	cúpula	dom	N;FEM;SG	
acordos	umowy	acordo	umowa	N;MASC;PL	
acordos	porozumienia	acordo	porozumienie	N;MASC;PL	N;NOM;NEUT;SG
acordos	umów	acordo	umowa	N;MASC;PL	
camilo	camilo	camilo	camilo	N;MASC;SG	
sorocaba	sorocaba	sorocaba	sorocab	N;MASC;SG	
sono	senny	sono	senny	N;MASC;SG	ADJ;NOM;MASC;SG
sono	śpi	sono	spać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sono	spać	sono	spać	N;MASC;SG	V;IPFV;NFIN;ACT
spears	włóczni	spear	włóczny	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
spears	spears	spear	spears	N;MASC;SG	
sts	sts	ste	sts	N;MASC;SG	
algodão	bawełny	algodão	bawełna	N;MASC;SG	
algodão	bawełna	algodão	bawełny	N;MASC;SG	ADJ;NOM;FEM;SG
algodão	cotton	algodão	cotton	N;MASC;SG	
obtida	uzyskane	obter	uzyskać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
obtida	otrzymana	obter	otrzymać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
obtida	otrzymany	obter	otrzymać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
obtida	otrzymane	obter	otrzymać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
duro	twardy	duro	twardy	ADJ;MASC;SG	N;NOM;MASC;SG
duro	hard	duro	hard	ADJ;MASC;SG	
duro	ciężko	duro	ciężko	ADJ;MASC;SG	ADV
duro	twarde	duro	twardy	ADJ;MASC;SG	
duro	twarda	duro	twarda	ADJ;MASC;SG	N;NOM;FEM;SG
duro	twardziel	duro	twardziel	ADJ;MASC;SG	N;NOM;MASC;SG
duro	twardy	duro	twardy	ADJ;MASC;SG	N;NOM;MASC;SG
duro	twarda	duro	twarda	ADJ;MASC;SG	N;NOM;FEM;SG
subtropical	subtropikalnych	subtropical	subtropikalny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
alabama	ala	alabama	ala	N;MASC;SG	PROPN;NOM;FEM;SG
alabama	ala	alabama	ala	N;MASC;SG	PROPN;NOM;FEM;SG
desenvolvidas	rozwijane	desenvolver	rozwijać	V;FEM;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidas	rozwiniętych	desenvolver	rozwinąć	V;FEM;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
desenvolvidas	opracowane	desenvolver	opracować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidas	rozwinięte	desenvolver	rozwinąć	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidas	opracowany	desenvolver	opracować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
parlamentares	parlamentarnej	parlamentar	parlamentarny	N;MASC;PL	ADJ;GEN;FEM;SG
parlamentares	parlamentarne	parlamentar	parlamentarny	N;MASC;PL	ADJ;NOM;NEUT;SG
lucro	profit	lucro	profit	N;MASC;SG	
lucro	zyski	lucro	zysk	N;MASC;SG	N;NOM;MASC;PL
lucro	zyski	lucro	zysk	N;MASC;SG	N;NOM;MASC;PL
nona	nona	nona	nona	N;FEM;SG	
nona	dziewiąty	nona	dziewić	N;FEM;SG	ADJ;NOM;MASC;SG
nona	ninth	nona	ninth	N;FEM;SG	
nona	dziewiąta	nona	dziewiąta	N;FEM;SG	
beat	beat	beat	beat	N;MASC;SG	
beat	pokonać	beat	pokonać	N;MASC;SG	V;PFV;NFIN;ACT
terapia	terapie	terapia	terap	N;FEM;SG	N;NOM;MASC;PL
betty	betty	betty	betty	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
desafios	wyzwania	desafio	wyzwanie	N;MASC;PL	N;NOM;NEUT;SG
neerlandês	dutch	neerlandês	dutch	N;MASC;SG	PROPN;NOM;MASC;SG
neerlandês	holenderskie	neerlandês	holenderski	N;MASC;SG	ADJ;NOM;NEUT;SG
neerlandês	holenderski	neerlandês	holenderski	N;MASC;SG	ADJ;NOM;MASC;SG
estrangeira	zagraniczny	estrangeiro	zagraniczny	N;FEM;SG	ADJ;NOM;MASC;SG
estrangeira	zagranicznych	estrangeiro	zagraniczny	N;FEM;SG	ADJ;GEN;MASC;PL
estrangeira	obce	estrangeiro	obcy	N;FEM;SG	
estrangeira	zagraniczna	estrangeiro	zagraniczny	N;FEM;SG	ADJ;NOM;FEM;SG
estrangeira	zagraniczne	estrangeiro	zagraniczny	N;FEM;SG	ADJ;NOM;NEUT;SG
sri	sri	sri	srać	N;MASC;SG	PROPN;NOM;MASC;SG
abel	abel	abel	abel	N;MASC;SG	PROPN;NOM;MASC;SG
provisório	okresowego	provisório	okresowy	N;MASC;SG	ADJ;ACC;MASC;SG
provisório	tymczasowe	provisório	tymczasowy	N;MASC;SG	ADJ;NOM;NEUT;SG
provisório	tymczasowy	provisório	tymczasowy	N;MASC;SG	ADJ;NOM;MASC;SG
provisório	tymczasowego	provisório	tymczasowy	N;MASC;SG	ADJ;ACC;MASC;SG
provisório	tymczasowa	provisório	tymczasowy	N;MASC;SG	ADJ;NOM;FEM;SG
provisório	tymczasowe	provisório	tymczasowy	N;MASC;SG	ADJ;NOM;NEUT;SG
provisório	tymczasowy	provisório	tymczasowy	N;MASC;SG	ADJ;NOM;MASC;SG
diesel	diesel	diesel	diesel	N;MASC;SG	
diesel	diesla	diesel	diesla	N;MASC;SG	
condes	liczy	conde	liczyć	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
condes	earls	conde	earls	N;MASC;PL	PROPN;NOM;MASC;SG
htm	htm	hôm	htma	N;MASC;SG	
derrotados	pokonany	derrotar	pokonać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
derrotados	pokonał	derrotar	pokonać	V;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
derrotados	pokonani	derrotar	pokonać	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
cameron	cameron	cameron	cameron	N;MASC;SG	PROPN;NOM;MASC;SG
treinar	pociągiem	treinar	pociąg	V;NFIN	N;INS;MASC;SG
treinar	pociągu	treinar	pociąg	V;NFIN	N;GEN;MASC;SG
treinar	pociąg	treinar	pociąg	V;NFIN	N;NOM;MASC;SG
treinar	pociągi	treinar	pociąg	V;NFIN	N;NOM;MASC;PL
cartoon	cartoon	cartoon	cartoon	N;MASC;SG	
aurélio	aurelio	aurélio	aurelio	N;MASC;SG	PROPN;NOM;MASC;SG
aurélio	aureliusz	aurélio	aureliusz	N;MASC;SG	PROPN;NOM;MASC;SG
aurélio	aurélio	aurélio	aurélio	N;MASC;SG	
inscrições	rejestracji	inscrição	rejestracja	N;FEM;PL	N;GEN;FEM;SG
inscrições	rejestracja	inscrição	rejestracja	N;FEM;PL	N;NOM;FEM;SG
inscrições	rejestracji	inscrição	rejestracja	N;FEM;PL	N;GEN;FEM;SG
most	najczęściej	most	często	N;MASC;SG	ADV;RL
most	najbardziej	most	bardzo	N;MASC;SG	ADV;RL
filmografia	filmografia	filmografia	filmografia	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
bravo	bravo	bravo	bravo	N;MASC;SG	
bravo	brawo	bravo	brawo	N;MASC;SG	
bravo	dzielny	bravo	dzielny	N;MASC;SG	ADJ;NOM;MASC;SG
bravo	odważny	bravo	odważny	N;MASC;SG	ADJ;NOM;MASC;SG
bravo	dzielna	bravo	dzielny	N;MASC;SG	
bravo	odważna	bravo	odważny	N;MASC;SG	ADJ;NOM;FEM;SG
pes	esp	pes	espy	N;MASC;SG	
pes	pse	pes	pies	N;MASC;SG	
guadalajara	guadalajara	guadalajar	guadalajar	N;MASC;SG	PROPN;NOM;MASC;SG
ref	ref	ref	ref	N;MASC;SG	
campina	campina	campina	campina	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
campina	meadow	campina	meadow	N;FEM;SG	
manifesto	jawnym	manifesto	jawny	N;MASC;SG	ADJ;INS;MASC;SG
lapa	lapa	lapa	lapa	N;MASC;SG	
adotada	przyjęty	adotar	przyjąć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adotada	przyjęta	adotar	przyjąć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adotada	adoptowany	adotar	adoptować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
adotada	przyjęte	adotar	przyjąć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dadas	podane	dar	podać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dadas	podana	dar	podać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
derrotando	pokonanie	derrotar	pokonać	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
friends	przyjaciele	friend	przyjaciel	N;MASC;SG	N;NOM;MASC;PL
friends	przyjaciółki	friend	przyjaciółka	N;MASC;SG	N;NOM;FEM;PL
friends	znajomi	friend	znajomy	N;MASC;SG	N;NOM;MASC;PL
friends	znajomych	friend	znajomy	N;MASC;SG	N;ACC;MASC;PL
friends	przyjaciół	friend	przyjaciel	N;MASC;SG	N;ACC;MASC;PL
demônio	demona	demônio	demon	N;MASC;SG	
automática	automat	automático	automat	ADJ;FEM;SG	N;NOM;MASC;SG
automática	automatycznie	automático	automatycznie	ADJ;FEM;SG	ADV
treino	treningi	treino	trening	N;MASC;SG	N;NOM;MASC;PL
adquirida	pozyskane	adquirir	pozyskać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirida	zdobyte	adquirir	zdobyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
adquirida	nabyte	adquirir	nabyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
poderosos	potężne	poderoso	potężny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
poderosos	potężna	poderoso	potężny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
poderosos	potężny	poderoso	potężny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
poderosos	mocne	poderoso	mocny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
fictício	fikcyjne	fictício	fikcyjny	N;MASC;SG	ADJ;NOM;NEUT;SG
fictício	fikcyjna	fictício	fikcyjny	N;MASC;SG	ADJ;NOM;FEM;SG
contêm	zawiera	conter	zawierać	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
exposto	wystawione	expor	wystawić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
exposto	wystawiony	expor	wystawić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
exposto	narażonych	expor	narazić	V;MASC;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
combinado	połączone	combinar	połączyć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
combinado	łączone	combinar	łączyć	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
combinado	łącznie	combinar	łącznie	V;MASC;SG;V.PTCP	ADV
holstein	holstein	holstein	holstein	N;MASC;SG	
secundários	wtórne	secundário	wtórny	ADJ;MASC;PL	
secundários	drugorzędne	secundário	drugorzędny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
secundários	wtórnego	secundário	wtórny	ADJ;MASC;PL	ADJ;ACC;MASC;SG
nomeados	mianowany	nomear	mianować	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeados	wyznaczony	nomear	wyznaczyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeados	wyznaczona	nomear	wyznaczyć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nomeados	nominowany	nomear	nominować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
diploma	dyplomy	diploma	dyplóm	N;MASC;SG	N;NOM;MASC;PL
meridiano	meridian	meridiano	meridian	N;MASC;SG	
imperadores	imperator	imperador	imperator	N;MASC;PL	N;NOM;MASC;SG
