oli	ήταν	olema	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
tekitatud	παράγεται	tekita=tud	παράγω	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
võistlus	ανταγωνισμού	võistlus	ανταγωνισμός	N;NOM;SG	N;GEN;MASC;SG
võistlus	διαγωνισμό	võistlus	διαγωνισμός	N;NOM;SG	N;ACC;MASC;SG
eetika	ηθική	eetika	ηθικός	N;NOM;SG	ADJ;NOM;FEM;SG
valu	πόνο	valu	πόνο	N;NOM;SG	N;ACC;MASC;SG
pakistani	πακιστάν	pakistan	πακιστάν	N;SG	
pakistani	πακιστανός	pakistan	πακιστανός	N;SG	ADJ;NOM;MASC;SG
alpi	αλπική	alp	αλπικός	N;NOM;SG	ADJ;NOM;FEM;SG
konflikt	συγκρούσεις	konflikt	σύγκρουση	N;NOM;SG	N;NOM;FEM;PL
konflikt	σύρραξη	konflikt	σύρραξη	N;NOM;SG	N;ACC;FEM;SG
arno	άρνο	arno	άρνο	N;NOM;SG	
laia	πλατύ	lai	πλατύ	ADJ;NOM;SG	ADV
laia	ευρύ	lai	ευρύς	ADJ;NOM;SG	N;NOM;NEUT;SG
laia	πλατιά	lai	πλατιά	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ellen	έλεν	ellen	έλεν	N;NOM;SG	
ellen	ellen	ellen	ellen	N;NOM;SG	
organiseeritud	οργανωμένο	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
organiseeritud	οργανωμένη	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
organiseeritud	οργανωμένου	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;GEN;NEUT;SG;V.PTCP;PASS
organiseeritud	οργανωμένα	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
organiseeritud	οργανωμένη	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
organiseeritud	οργανωμένες	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
organiseeritud	οργανωμένα	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
organiseeritud	οργανωμένοι	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
organiseeritud	οργανωμένο	organiseeritud	οργανωμένος	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
brian	μπράιαν	brian	μπράιαν	N;NOM;SG	
brian	brian	brian	brian	N;NOM;SG	
vedeliku	υγρό	vedelik	υγρό	N;GEN;SG	N;NOM;NEUT;SG
dietrich	ντίτριχ	dietrich	ντίτριχ	N;NOM;SG	
andrea	andrea	andrea	andrea	N;NOM;SG	
allika	πηγή	allikas	πηγή	N;GEN;SG	N;NOM;FEM;SG
allika	πηγη	allikas	πηγο	N;GEN;SG	N;NOM;FEM;SG
sundis	αναγκαστική	sundima	αναγκαστικός	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG
lang	λανγκ	lang	λανγκ	N;NOM;SG	
autonoomne	αυτόνομες	autonoomne	αυτόνομος	ADJ;NOM;SG	ADJ;NOM;FEM;PL
autonoomne	αυτόνομα	autonoomne	αυτόνομα	ADJ;NOM;SG	ADV
akadeemilise	ακαδημαϊκή	akadeemiline	ακαδημαϊκός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
akadeemilise	ακαδημαϊκά	akadeemiline	ακαδημαϊκός	ADJ;GEN;SG	ADV
akadeemilise	ακαδημαϊκό	akadeemiline	ακαδημαϊκός	ADJ;GEN;SG	N;NOM;NEUT;SG
põhiline	βασικές	põhiline	βασικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
põhiline	βασικού	põhiline	βασικός	ADJ;NOM;SG	ADJ;GEN;NEUT;SG
juhtimine	διοίκηση	juhtimine	διοίκηση	N;NOM;SG	N;ACC;FEM;SG
juhtimine	διαχείρισης	juhtimine	διαχείριση	N;NOM;SG	N;GEN;FEM;SG
juhtimine	διακυβέρνηση	juhtimine	διακυβέρνηση	N;NOM;SG	N;ACC;FEM;SG
puudumine	απουσία	puudumine	απουσία	N;NOM;SG	N;ACC;FEM;SG
kaukaasia	καύκασο	kaukaasia	καύκασος	N;NOM;SG	N;ACC;MASC;SG
hinge	σόουλ	hing	σόουλ	N;PRT;SG	
hinge	ψυχή	hing	ψυχή	N;PRT;SG	N;ACC;FEM;SG
hinge	ψυχής	hing	ψυχή	N;PRT;SG	N;GEN;FEM;SG
dell	ντελ	dell	ντελ	N;NOM;SG	
dell	dell	dell	dell	N;NOM;SG	
brandenburgi	βραδεμβούργο	brandenburg	βραδεμβούργο	N;NOM;SG	PROPN;NOM;FEM;SG
puhas	καθαρά	puhas	καθερά	ADJ;NOM;SG	ADV
puhas	αγνή	puhas	αγνή	ADJ;NOM;SG	N;NOM;FEM;SG
puhas	αγνό	puhas	αγνό	ADJ;NOM;SG	N;NOM;NEUT;SG
puhas	καθαρά	puhas	καθερά	ADJ;NOM;SG	ADV
puhas	καθαροί	puhas	καθερός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
poliitilised	πολιτικό	poliitiline	πολιτικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
hill	χιλ	hill	χιλ	N;NOM;SG	
hill	hill	hill	hill	N;NOM;SG	
davis	davis	davi	davis	N;NOM;SG	
davis	ντέηβις	davi	ντέηβις	N;NOM;SG	
davis	ντέιβις	davi	ντέιβις	N;NOM;SG	
ave	ave	ave	ave	N;NOM;SG	
tähed	stars	täht	stars	N;NOM;PL	
ületas	υπέρβαση	ületama	υπέρβαση	V;IND;SG;3;PST;FIN;ACT	N;ACC;FEM;SG
hitler	χίτλερ	hitler	χίτλερ	N;NOM;SG	PROPN;NOM;MASC;SG
nicolas	νικολά	nicolas	νικολά	N;NOM;SG	PROPN;NOM;MASC;SG
nicolas	νίκολας	nicolas	νίκολα	N;NOM;SG	PROPN;NOM;MASC;SG
jutt	μιλήσω	jutt	μιλώ	N;NOM;SG	V;PFV;IND;SG;1;FIN;ACT
jutt	μιλήστε	jutt	μιλώ	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
jutt	μίλα	jutt	μίλος	N;NOM;SG	
jim	jim	jim	jim	N;NOM;SG	
jim	τζιμ	jim	τζιμ	N;NOM;SG	
vastuolus	ασυνεπής	vastu_olu	ασυνεπής	N;IN+ESS;SG	ADJ;NOM;MASC;SG
raja	πίστα	rada	πίστα	N;NOM;SG	N;ACC;FEM;SG
raja	διάδρομο	rada	διάδρομος	N;NOM;SG	N;ACC;MASC;SG
pakkuda	προσφορά	pakkuma	προσφορά	V;NFIN	N;ACC;FEM;SG
posti	αλληλογραφία	post	αλληλογραφία	N;PRT;SG	N;NOM;FEM;SG
posti	ταχυδρομείο	post	ταχυδρομείο	N;PRT;SG	N;NOM;NEUT;SG
posti	mail	post	mail	N;PRT;SG	
radio	ασύρματος	radio	άσυρμα	N;NOM;SG	ADJ;NOM;MASC;SG
radio	ράδιο	radio	ράδιο	N;NOM;SG	PROPN;NOM;MASC;SG
high	high	high	high	N;NOM;SG	
high	ψηλά	high	ψηλώ	N;NOM;SG	ADV
high	υψηλή	high	ψηλός	N;NOM;SG	ADJ;NOM;FEM;SG
high	υψηλός	high	υψηλός	N;NOM;SG	ADJ;NOM;MASC;SG
high	υψηλό	high	ψηλός	N;NOM;SG	ADJ;NOM;NEUT;SG
sherlock	σέρλοκ	sherlock	σέρλοκ	N;NOM;SG	
õhk	αερα	õhk	αέρας	N;NOM;SG	N;ACC;MASC;SG
õhk	air	õhk	air	N;NOM;SG	
õhk	αέρα	õhk	αέρας	N;NOM;SG	N;ACC;MASC;SG
nafta	πετρελαίου	nafta	πετρέλαιο	N;NOM;SG	N;GEN;NEUT;SG
nafta	πετρελαίου	nafta	πετρέλαιο	N;NOM;SG	N;GEN;NEUT;SG
nafta	nafta	nafta	nafta	N;NOM;SG	
marju	μούρα	mari	μούρα	N;PRT;PL	N;NOM;NEUT;PL
marju	βατόμουρα	mari	βατόμουρα	N;PRT;PL	N;NOM;NEUT;PL
käitumine	συμπεριφορά	käitumine	συμπεριφορά	N;NOM;SG	N;ACC;FEM;SG
käitumine	συμπεριφορα	käitumine	συμπεριφορα	N;NOM;SG	N;ACC;FEM;SG
käitumine	συμπεριφορά	käitumine	συμπεριφορά	N;NOM;SG	N;ACC;FEM;SG
käitumine	διαγωγή	käitumine	διαγωγή	N;NOM;SG	N;ACC;FEM;SG
käitumine	διεξαγωγή	käitumine	διεξαγωγή	N;NOM;SG	N;ACC;FEM;SG
aastased	ετήσιο	aastane	ετήσιος	ADJ;NOM;PL	N;NOM;NEUT;SG
aastased	ετήσια	aastane	ετήσιος	ADJ;NOM;PL	ADJ;NOM;FEM;SG
aastased	ετήσιος	aastane	ετήσιος	ADJ;NOM;PL	ADJ;NOM;MASC;SG
revolutsioon	επανάσταση	revolutsioon	επανάσταση	N;NOM;SG	N;ACC;FEM;SG
marina	μαρίνα	marina	μαρίνα	N;NOM;SG	PROPN;NOM;FEM;SG
šveits	ελβετία	šveits	ελβετία	N;NOM;SG	PROPN;ACC;FEM;SG
pakutud	προσφέρεται	pakkuma	προσφέρω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
pakutud	πρόσφερε	pakkuma	προσφέρω	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PST;FIN;ACT
pakutud	προσφέρονται	pakkuma	προσφέρω	V;PST;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
washington	ουάσιγκτον	washington	ουάσιγκτον	N;NOM;SG	
washington	washington	washington	washington	N;NOM;SG	
washington	ουάσινγκτον	washington	ουάσινγκτον	N;NOM;SG	
washington	γουάσινγκτον	washington	γουάσινγκτον	N;NOM;SG	
big	μεγάλη	big	μεγάλος	N;NOM;SG	ADJ;NOM;FEM;SG
big	μεγάλα	big	μεγάλος	N;NOM;SG	ADJ;NOM;NEUT;PL
big	μεγάλος	big	μεγάλος	N;NOM;SG	ADJ;NOM;MASC;SG
big	μεγάλο	big	μεγάλος	N;NOM;SG	ADJ;NOM;NEUT;SG
masina	μηχανή	masin	μηχανή	N;GEN;SG	N;NOM;FEM;SG
masina	μηχάνημα	masin	μηχάνημα	N;GEN;SG	N;NOM;NEUT;SG
monte	μόντε	mont	μόντε	N;NOM;SG	
plaadi	δίσκος	plaat	δίσκος	N;GEN;SG	N;NOM;MASC;SG
plaadi	δίσκο	plaat	δίσκο	N;GEN;SG	N;ACC;MASC;SG
bass	μπας	bass	μπος	N;NOM;SG	PART
bass	μπάσο	bass	μπάσο	N;NOM;SG	
appi	βοηθεια	abi	βοηθεια	N;IN+ALL;LGSPEC1;SG	N;ACC;FEM;SG
appi	βοήθεια	abi	βοήθεια	N;IN+ALL;LGSPEC1;SG	N;ACC;FEM;SG
lennu	φυγή	lend	φυγή	N;GEN;SG	N;ACC;FEM;SG
lennu	πτήση	lend	πτήση	N;GEN;SG	N;NOM;FEM;SG
venezuela	βενεζουέλας	venezuela	βενεζουέλα	N;NOM;SG	PROPN;GEN;FEM;SG
venezuela	βενεζουέλας	venezuela	βενεζουέλα	N;NOM;SG	PROPN;GEN;FEM;SG
venezuela	βενεζουέλα	venezuela	βενεζουέλα	N;NOM;SG	PROPN;ACC;FEM;SG
isikuid	ατομα	isik	ατομα	N;PRT;PL	N;NOM;NEUT;PL
isikuid	πρόσωπα	isik	πρόσωπο	N;PRT;PL	N;NOM;NEUT;PL
isikuid	άτομα	isik	άτομο	N;PRT;PL	N;NOM;NEUT;PL
piirkonnad	περιφερειών	piirkond	περιφέρεια	N;NOM;PL	N;GEN;FEM;PL
sõjaline	στρατός	sõjaline	στρατός	ADJ;NOM;SG	N;NOM;MASC;SG
sõjaline	στρατιωτικοί	sõjaline	στρατιωτικός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
sõjaline	στρατιωτικά	sõjaline	στρατιωτικά	ADJ;NOM;SG	ADV
wilson	wilson	wilson	wilson	N;NOM;SG	
wilson	γουίλσον	wilson	γουίλσον	N;NOM;SG	PROPN;NOM;MASC;SG
wilson	ουίλσον	wilson	ουίλσον	N;NOM;SG	PROPN;NOM;MASC;SG
sotsialistlik	σοσιαλιστής	sotsialistlik	σοσιαλιστής	ADJ;NOM;SG	N;NOM;MASC;SG
sotsialistlik	σοσιαλιστικό	sotsialistlik	σοσιαλιστικός	ADJ;NOM;SG	N;NOM;NEUT;SG
sotsialistlik	σοσιαλιστικής	sotsialistlik	σοσιαλιστικός	ADJ;NOM;SG	ADJ;GEN;FEM;SG
mao	γαστρικό	magu	γαστρικός	N;NOM;SG	ADJ;NOM;NEUT;SG
mao	μάο	magu	μάος	N;NOM;SG	
virginia	βιρτζίνια	virginia	βιρτζίνιος	N;NOM;SG	PROPN;NOM;FEM;SG
peatus	σταμάτησε	peatus	σταματώ	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
peatus	σταμάτησα	peatus	σταμάτησα	N;NOM;SG	V;PFV;IND;SG;1;PST;FIN;ACT
peatus	σταματήστε	peatus	σταματώ	N;NOM;SG	V;PFV;IMP;PL;2;FIN;ACT
peatus	σταμάτα	peatus	σταμάτα	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
tulekahju	φωτιά	tule_kahju	φωτιό	N;NOM;SG	N;ACC;FEM;SG
uuritud	σπούδασε	uurima	σπούδασσω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
uuritud	σπουδές	uurima	σπουδός	V;PST;V.PTCP;PASS	N;NOM;FEM;PL
uuritud	μελετήσει	uurima	μελετώ	V;PST;V.PTCP;PASS	V;PFV;NFIN;ACT
uuritud	εξέτασε	uurima	εκτάγω	V;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
martini	μαρτίνι	martima	μαρτίνι	N;SG	
objektid	αντικειμένων	objekt	αντικειμένος	N;NOM;PL	ADJ;GEN;NEUT;PL
lucius	λούσιους	lucius	λούσιος	N;NOM;SG	ADJ;ACC;MASC;PL
venezia	venezia	venezia	venezia	ADJ	
operatsioon	επιχειρηση	operatsioon	επιχειρηση	N;NOM;SG	N;ACC;FEM;SG
operatsioon	εγχείρηση	operatsioon	εγχείρηση	N;NOM;SG	N;ACC;FEM;SG
operatsioon	λειτουργία	operatsioon	λειτουργία	N;NOM;SG	N;ACC;FEM;SG
operatsioon	επιχείρηση	operatsioon	επιχείρηση	N;NOM;SG	N;ACC;FEM;SG
operatsioon	χειρουργική	operatsioon	χειρουργικός	N;NOM;SG	ADJ;NOM;FEM;SG
operatsioon	εγχείρηση	operatsioon	εγχείρηση	N;NOM;SG	N;ACC;FEM;SG
rubla	ρούβλια	rubla	ρούβλια	N;PRT;SG	N;NOM;NEUT;PL
rubla	ρούβλι	rubla	ρούβλι	N;PRT;SG	N;NOM;NEUT;SG
katedraal	καθεδρικό	katedraal	καθεδρικός	N;NOM;SG	ADJ;NOM;NEUT;SG
xviii	xviii	xviii	xviii	N;NOM;SG	
kulda	χρυσός	kuld	χρυσός	N;PRT;SG	N;NOM;MASC;SG
kulda	χρυσό	kuld	χρυσός	N;PRT;SG	
kulda	χρυσο	kuld	χρύσος	N;PRT;SG	N;NOM;NEUT;SG
kulda	χρυσάφι	kuld	χρυσάφι	N;PRT;SG	N;NOM;NEUT;SG
kulda	χρυσά	kuld	χρυσάς	N;PRT;SG	N;NOM;NEUT;PL
somaalia	σομαλία	somaalia	σομαλία	N;NOM;SG	PROPN;NOM;FEM;SG
somaalia	σομαλίας	somaalia	σομαλία	N;NOM;SG	N;GEN;FEM;SG
kevin	κέβιν	kevin	κέβιν	N;NOM;SG	
nord	nord	nord	nord	N;NOM;SG	
provence	προβηγκία	provenc	προβηγκία	N;NOM;SG	PROPN;ACC;FEM;SG
laule	τραγούδια	laul	τραγούδιο	N;PRT;PL	N;NOM;NEUT;PL
võimsus	χωρητικότητα	võimsus	χωρητικότητα	N;NOM;SG	N;ACC;FEM;SG
võimsus	ικανότητα	võimsus	ικανότητα	N;NOM;SG	N;ACC;FEM;SG
võimsus	δυναμικότητα	võimsus	δυναμικότητα	N;NOM;SG	N;ACC;FEM;SG
võimsus	power	võimsus	power	N;NOM;SG	
võimsus	δύναμη	võimsus	δύναμη	N;NOM;SG	N;ACC;FEM;SG
ulrich	ούλριχ	ulrich	ούλριχ	N;NOM;SG	
magdaleena	μαγδαληνή	magda_leen	μαγδαληνός	N;NOM;SG	ADJ;NOM;FEM;SG
mõjutas	επηρεάστηκαν	mõjutama	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
mõjutas	επηρεάζεται	mõjutama	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
mõjutas	επηρεάστηκε	mõjutama	επηρεάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
rõhu	πίεση	rõhk	πίεση	N;GEN;SG	N;ACC;FEM;SG
rõhu	πιέσεις	rõhk	πίεση	N;GEN;SG	N;NOM;FEM;PL
osakaal	αναλογία	osa_kaal	αναλογία	N;NOM;SG	N;ACC;FEM;SG
korporatsioon	corporation	korporatsioon	corporation	N;NOM;SG	
korporatsioon	αδελφότητα	korporatsioon	αδελφότητα	N;NOM;SG	N;ACC;FEM;SG
madridi	μαδρίτη	madrid	μαδρίτη	N;NOM;SG	PROPN;ACC;FEM;SG
madridi	μαδρίτης	madrid	μαδρίτης	N;NOM;SG	PROPN;GEN;FEM;SG
haiglas	νοσοκομείο	haigla	νοσοκομείο	N;IN+ESS;SG	N;NOM;NEUT;SG
positiivne	θετικές	positiivne	θετικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
positiivne	θετικά	positiivne	θετικός	ADJ;NOM;SG	ADV
paolo	πάολο	paolo	πάολος	N;NOM;SG	
omanikud	κατόχους	omanik	κάτοχος	N;NOM;PL	N;ACC;MASC;PL
planeedi	πλανητική	planeet	πλανητικός	N;GEN;SG	ADJ;NOM;FEM;SG
vili	καρποί	vili	καρπός	N;NOM;SG	N;NOM;MASC;PL
vili	φρούτα	vili	φρούτα	N;NOM;SG	N;NOM;NEUT;PL
hansen	χάνσεν	hansen	χάνσεν	N;NOM;SG	
nõu	συμβουλές	nõu	συμβουλής	N;PRT;SG	N;NOM;FEM;PL
nõu	συμβουλή	nõu	συμβουλής	N;PRT;SG	N;NOM;FEM;SG
näinud	εθεάθη	nägema	εθεάθω	V;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kõrgemale	υψηλότερη	kõrgemale	ψηλός	ADV	ADJ;NOM;CMPR;FEM;SG
kõrgemale	υψηλότερο	kõrgemale	ψηλός	ADV	ADJ;NOM;CMPR;NEUT;SG
ruth	ruth	ruth	ruth	N;NOM;SG	
ruth	ρουθ	ruth	ρουθ	N;NOM;SG	
gordon	γκόρντον	gordon	γκόρντος	N;NOM;SG	
gordon	gordon	gordon	gordon	N;NOM;SG	
piltide	εικόνες	pilt	εικόνα	N;GEN;PL	N;NOM;FEM;PL
halb	bad	halb	bad	ADJ;NOM;SG	
tööstuse	βιομηχανία	tööstus	βιομηχανία	N;GEN;SG	N;NOM;FEM;SG
männi	πάιν	mänd	πάιν	N;NOM;SG	
klaus	κλάους	klaus	κλάος	N;NOM;SG	PROPN;NOM;MASC;SG
klaus	klaus	klaus	klaus	N;NOM;SG	
päevad	ημερες	päev	ημερώ	N;NOM;PL	PRO;NOM;FEM;PL;3
õpilased	μαθητών	õpilane	μαθητής	N;NOM;PL	N;GEN;MASC;PL
laadi	φόρτωση	laad	φόρτωση	N;PRT;SG	N;ACC;FEM;SG
laadi	φορτίο	laad	φορτίο	N;PRT;SG	N;NOM;NEUT;SG
range	αυστηρά	range	αυστηρά	ADJ;NOM;SG	ADV
range	αυστηροί	range	αυστηρός	ADJ;NOM;SG	ADJ;NOM;MASC;PL
saabusid	έφτασα	saabuma	φτάνω	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
saabusid	έφτασε	saabuma	φτάνω	V;IND;PL;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sõpruse	φιλια	sõbrus	φιλιά	N;GEN;SG	N;NOM;FEM;SG
sõpruse	φιλία	sõbrus	φιλία	N;GEN;SG	N;NOM;FEM;SG
viirus	ιού	viirus	ιού	N;NOM;SG	N;GEN;NEUT;SG
viirus	ιό	viirus	ιό	N;NOM;SG	N;ACC;MASC;SG
arvas	σκέψη	arvama	σκέψη	V;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG
sekundit	δεύτερα	sekund	δεύτερα	N;PRT;SG	NUM;NOM;NEUT;PL
sekundit	δευτερόλεπτα	sekund	δευτερόλεπτο	N;PRT;SG	N;NOM;NEUT;PL
kaugus	απόσταση	kaugus	απόσταση	N;NOM;SG	N;ACC;FEM;SG
günther	günther	günther	günther	N;NOM;SG	
patarei	μπαταρίας	patarei	μπαταρία	N;NOM;SG	N;GEN;FEM;SG
med	med	mid	med	N;NOM;SG	
jagu	ενότητα	jagu	ενότητα	N;PRT;SG	N;NOM;FEM;SG
jagu	τμήμα	jagu	τμήμα	N;PRT;SG	N;NOM;NEUT;SG
jagu	τμημα	jagu	τμημα	N;PRT;SG	N;NOM;NEUT;SG
loob	δημιουργείται	looma	δημιουργώ	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vaimse	ψυχική	vaimne	ψυχικός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
vaimse	νοητική	vaimne	νοητικός	ADJ;GEN;SG	ADJ;NOM;FEM;SG
laiemalt	ευρύτερο	laiemalt	εύρύς	ADV	ADJ;NOM;CMPR;NEUT;SG
laiemalt	ευρύτερη	laiemalt	ευρύς	ADV	ADJ;NOM;CMPR;FEM;SG
lawrence	λόρενς	lawrence	λόρης	N;NOM;SG	PROPN;NOM;FEM;SG
lawrence	λώρενς	lawrence	λώρης	N;NOM;SG	PROPN;NOM;MASC;PL
berg	μπεργκ	berg	μπεργκ	N;NOM;SG	
tuhandeid	χιλιάδες	tuhat	χιλιάδα	NUM;PRT;PL	NUM;NOM;FEM;PL
helen	ελένη	helen	ελένη	N;NOM;SG	PROPN;NOM;FEM;SG
helen	έλεν	helen	έλεν	N;NOM;SG	
helen	helen	helen	helen	N;NOM;SG	
vikerkaar	rainbow	viker_kaar	rainbow	N;NOM;SG	
palun	παρακαλώ	paluma	παρακαλώ	V;IND;SG;1;PRS;FIN;ACT	N;VOC;FEM;SG
graafika	γραφικά	graafika	γραφικά	N;NOM;SG	ADV
värvid	χρωστικές	värv	χρωστικός	N;NOM;PL	ADJ;NOM;FEM;PL
kuues	έκτη	kuues	έκτος	ADJ;NOM;SG	NUM;NOM;FEM;SG
kuues	έκτος	kuues	έκτος	ADJ;NOM;SG	N;NOM;MASC;SG
kuues	έκτο	kuues	έκτος	ADJ;NOM;SG	NUM;NOM;NEUT;SG
tori	τόρι	tori	τόρι	N;NOM;SG	
kompleks	σύνθετο	kompleks	σύνθετος	N;NOM;SG	ADJ;NOM;NEUT;SG
kompleks	σύνθετη	kompleks	σύνθετος	N;NOM;SG	ADV
kompleks	πολύπλοκος	kompleks	πολύπλοκος	N;NOM;SG	ADJ;NOM;MASC;SG
kompleks	σύνθετα	kompleks	σύνθετος	N;NOM;SG	ADJ;NOM;NEUT;PL
nkvd	nkvd	nkvd	nkvd	N;NOM;SG	
tantsija	χορευτή	tantsija	χορευτός	N;NOM;SG	N;ACC;MASC;SG
ford	φορντ	ford	φορντ	N;NOM;SG	
ford	ford	ford	ford	N;NOM;SG	
laevade	σκάφη	laev	σκάφος	N;GEN;PL	N;NOM;NEUT;PL
laevade	πλοία	laev	πλοίο	N;GEN;PL	N;NOM;NEUT;PL
õhus	αερομεταφερόμενη	õhk	αερομεταφερόμενος	N;IN+ESS;SG	ADJ;NOM;FEM;SG
juhendaja	εκπαιδευτή	juhendaja	εκπαιδευτής	N;NOM;SG	N;ACC;MASC;SG
lars	λαρς	lars	λαός	N;NOM;SG	
keeli	γλώσσες	keel	γλώσσα	N;PRT;PL	N;NOM;FEM;PL
spordi	αθλήματα	sport	άθλημα	N;PRT;SG	N;NOM;NEUT;PL
spordi	αθλητισμός	sport	αθλητισμός	N;PRT;SG	N;NOM;MASC;SG
spordi	αθλητικά	sport	αθλητικά	N;PRT;SG	ADV
volga	βόλγα	volg	βόλγα	N;NOM;SG	N;ACC;MASC;SG
marco	μάρκο	marco	μάρκο	N;NOM;SG	
marco	marco	marco	marco	N;NOM;SG	
little	μικρή	little	μικρός	N;NOM;SG	ADJ;NOM;FEM;SG
little	little	little	little	N;NOM;SG	
little	μικρό	little	μικρός	N;NOM;SG	ADJ;NOM;NEUT;SG
colombia	κολομβίας	colombia	κολομβία	ADJ	N;GEN;FEM;SG
colombia	κολομβίας	colombia	κολομβία	ADJ	N;GEN;FEM;SG
colombia	κολομβία	colombia	κολομβία	ADJ	PROPN;ACC;FEM;SG
eelarve	προϋπολογισμού	eel_arve	προϋπολογισμός	N;NOM;SG	N;GEN;MASC;SG
vincent	vincent	vincent	vincent	N;NOM;SG	
cum	cum	cum	cum	N;NOM;SG	
kontsert	συναυλία	kontsert	συναυλία	N;NOM;SG	N;ACC;FEM;SG
dem	dem	dem	dem	N;NOM;SG	
josef	γιόζεφ	josef	γιόζεφ	N;NOM;SG	
josef	τζόζεφ	josef	τζόζεφ	N;NOM;SG	PROPN;NOM;MASC;SG
johnny	τζόνι	johnny	τζόνι	N;NOM;SG	
johnny	johnny	johnny	johnny	N;NOM;SG	
tootja	κατασκευαστή	tootja	κατασκευαστής	N;NOM;SG	N;ACC;MASC;SG
staatus	κατάσταση	staatus	κατάσταση	N;NOM;SG	N;ACC;FEM;SG
staatus	status	staatus	status	N;NOM;SG	
staatus	καθεστώς	staatus	καθεστώς	N;NOM;SG	N;ACC;NEUT;SG
staatus	κατασταση	staatus	κατασταση	N;NOM;SG	N;ACC;FEM;SG
sünonüümid	συνώνυμα	sünonüüm	συνώνυμα	N;NOM;PL	N;NOM;NEUT;SG
tappa	σκοτώστε	tapma	σκοτώνω	V;NFIN	N
sydney	σίντνεϊ	sydney	σίντνεϊ	N;NOM;SG	PROPN;NOM;FEM;SG
sydney	σίδνεϊ	sydney	σίδνεϊ	N;NOM;SG	PROPN;NOM;FEM;SG
news	ειδήσεις	news	είδηση	N;NOM;SG	N;NOM;FEM;PL
news	νέα	news	νέος	N;NOM;SG	ADJ;NOM;NEUT;PL
news	news	news	news	N;NOM;SG	
trummar	ντράμερ	trummar	ντράμερ	N;NOM;SG	
organismide	οργανισμοί	organism	οργανισμός	N;GEN;PL	N;NOM;MASC;PL
lund	χιονίζει	lumi	χιονίζω	N;PRT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
lund	lund	lumi	lund	N;PRT;SG	
ali	αλι	ali	αλι	N;NOM;SG	PROPN;NOM;MASC;SG
ali	ali	ali	ali	N;NOM;SG	
ali	αλί	ali	αλί	N;NOM;SG	
ali	αλή	ali	αλή	N;NOM;SG	PROPN;NOM;MASC;SG
ali	άλι	ali	άλι	N;NOM;SG	
