propaganda	propagande	propaganda	propagande	PROPN	N;FEM;SG
zypern	chypre	zypern	chypre		PROPN
zypern	malte	zypern	malte		PROPN
anleitung	manual	anleitung	manual	N;NOM;FEM;SG	PROPN
anleitung	manuels	anleitung	manuel	N;NOM;FEM;SG	N;MASC;PL
anleitung	manuelle	anleitung	manuelle	N;NOM;FEM;SG	ADJ;FEM;SG
anleitung	didacticiels	anleitung	didacticiel	N;NOM;FEM;SG	N;MASC;PL
anleitung	instructif	anleitung	instructif	N;NOM;FEM;SG	ADJ;MASC;SG
anleitung	consignes	anleitung	consigne	N;NOM;FEM;SG	N;FEM;PL
anleitung	instructions	anleitung	instruction	N;NOM;FEM;SG	N;FEM;PL
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN
staatsbürgerschaft	nationalité	staatsbürgerschaft	nationalité	ADJ	N;FEM;SG
staatsbürgerschaft	nationalités	staatsbürgerschaft	nationalité	ADJ	N;FEM;PL
staatsbürgerschaft	nationalité	staatsbürgerschaft	nationalité	ADJ	N;FEM;SG
staatsbürgerschaft	citoyenneté	staatsbürgerschaft	citoyenneté	ADJ	N;FEM;SG
zwang	compulsif	zwingen	compulsif	V;SG;FIN	ADJ;MASC;SG
zwang	coercition	zwingen	coercition	V;SG;FIN	N;FEM;SG
germania	germania	germania	germania	PROPN;NOM;SG	PROPN
komplexe	complexité	komplex	complexité	ADJ;NOM;FEM;PL	N;FEM;SG
komplexe	complexe	komplex	complexe	ADJ;NOM;FEM;PL	ADJ;MASC;SG
verbündeten	alliés	verbünden	allié	V;IND;PL;3;PST;FIN	N;MASC;PL
verbündeten	allié	verbünden	allié	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verbündeten	allied	verbünden	allied	V;IND;PL;3;PST;FIN	PROPN
verbündeten	alliées	verbünden	allié	V;IND;PL;3;PST;FIN	ADJ;FEM;PL
verbündeten	alliée	verbünden	allier	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
verbündeten	alliés	verbünden	allié	V;IND;PL;3;PST;FIN	N;MASC;PL
verbündeten	allié	verbünden	allié	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
verbündeten	alliée	verbünden	allier	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	PROPN
monats	mensuel	monats	mensuel		ADJ;MASC;SG
monats	mensuellement	monats	mensuellement		ADV
monats	mensuels	monats	mensuel		ADJ;MASC;PL
monats	mensuelle	monats	mensuel		ADJ;FEM;SG
monats	mois	monats	mois		N;MASC;SG
truppe	troupe	trapp	troupe		N;FEM;SG
truppe	troupe	trapp	troupe		N;FEM;SG
türme	tour	türm	tour	N;NOM;PL	N;MASC;SG
türme	tower	türm	tower	N;NOM;PL	PROPN
hut	hut	hun	hut	N;SG	PROPN
hut	casquettes	hun	casquette	N;SG	N;FEM;PL
hut	chapeaux	hun	chapeau	N;SG	N;MASC;PL
hut	hat	hun	hat	N;SG	
verbleib	fatalité	verbleib	fatalité		N;FEM;SG
verbleib	destin	verbleib	destin		N;MASC;SG
milch	laiterie	milch	laiterie		N;FEM;SG
milch	laitiers	milch	laitier		N;MASC;PL
milch	fromagerie	milch	fromagerie		N;FEM;SG
milch	laitier	milch	laitier		N;MASC;SG
milch	lait	milch	lait		N;MASC;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN
schmitt	schmitt	schmein	schmitt	PROPN	PROPN
weswegen	why	weswegen	why	ADV	
hills	collines	hills	colline	PROPN	N;FEM;PL
baptist	baptiste	baptist	baptiste	PROPN;NOM;MASC;SG	N;MASC;SG
anfänglich	initialement	anfänglich	initialement	ADJ	ADV
beeinflussen	influence	beeinflussen	influence	V;NFIN	N;FEM;SG
bug	punaise	bugen	pounais		N;FEM;SG
bug	bogue	bugen	bogue		N;MASC;SG
bug	bug	bugen	bug		N;MASC;SG
bug	insecte	bugen	insecte		N;MASC;SG
bug	arc	bugen	arc		N;MASC;SG
bug	bow	bugen	bow		PROPN
meilen	mile	meilen	mile		N;MASC;SG
meilen	milles	meilen	mille		N;MASC;PL
meilen	kilomètres	meilen	kilomètre		N;MASC;PL
meilen	miles	meilen	mile		N;MASC;PL
meilen	kilométrage	meilen	kilométrage		N;MASC;SG
taten	actes	taten	acte	V;FIN	N;MASC;PL
farm	ferme	farm	ferme	PROPN	ADJ;FEM;SG
farm	fermes	farm	ferme	PROPN	ADJ;FEM;PL
oberstleutnant	colonel	oberstleutnant	colonel	ADJ	N;MASC;SG
wta	wta	wta	wta		N;MASC;SG
freizeit	loisirs	freizeit	loisir		N;MASC;PL
freizeit	récréation	freizeit	récréation		N;FEM;SG
freizeit	loisirs	freizeit	loisir		N;MASC;PL
freizeit	loisir	freizeit	loisir		N;MASC;SG
freizeit	sport	freizeit	sport		N;MASC;SG
freizeit	sports	freizeit	sport		N;MASC;PL
drum	batterie	drum	batterie	ADV	N;FEM;SG
drum	tambour	drum	tambour	ADV	N;MASC;SG
drum	fût	drum	être	ADV	V;IND;SG;3;IPFV;FIN
gera	gera	gera	gera	PROPN;NOM;MASC;SG	PROPN
motorrad	bicyclettes	motorrad	bicyclette		N;FEM;PL
motorrad	vélos	motorrad	vélo		N;MASC;PL
motorrad	motocyclette	motorrad	motocyclette		N;FEM;SG
motorrad	motocycles	motorrad	motocycle		N;MASC;PL
motorrad	motocyclettes	motorrad	motocyclette		N;FEM;PL
motorrad	motos	motorrad	moto		N;FEM;PL
motorrad	bicyclette	motorrad	bicyclette		N;FEM;SG
motorrad	vélo	motorrad	vélo		N;MASC;SG
motorrad	motocyclette	motorrad	motocyclette		N;FEM;SG
motorrad	motocycle	motorrad	motocycle		N;MASC;SG
motorrad	motocyclettes	motorrad	motocyclette		N;FEM;PL
motorrad	moto	motorrad	moto		N;FEM;SG
motorrad	motocyclette	motorrad	motocyclette		N;FEM;SG
motorrad	moto	motorrad	moto		N;FEM;SG
lutherische	luthérienne	lutherisch	luthérien	ADJ;NOM;FEM;PL	ADJ;FEM;SG
aktueller	courant	aktuell	courir	ADJ	V;PRS;V.PTCP
peer	pair	peer	pair		N;MASC;SG
peer	peer	peer	peer		N;MASC;SG
peer	pairs	peer	pair		N;MASC;PL
wellen	puits	wellen	puits		N;MASC;SG
wellen	ondulations	wellen	ondulation		N;FEM;PL
wellen	ondes	wellen	onde		N;FEM;PL
wellen	vagues	wellen	vague		N;FEM;PL
maßstab	echelle	maßsteben	echelle	ADV	N;FEM;SG
maßstab	échelle	maßsteben	échelle	ADV	N;FEM;SG
maßstab	référentiel	maßsteben	référentiel	ADV	N;MASC;SG
ständige	permanente	ständig	permanent	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ständige	permanent	ständig	permanent	ADJ;NOM;FEM;PL	ADJ;MASC;SG
ständige	constante	ständig	constant	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ständige	constant	ständig	constant	ADJ;NOM;FEM;PL	ADJ;MASC;SG
verbreiteten	diffusée	verbreiten	diffuser	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
landete	débarqués	landen	débarquer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
sopran	soprano	sopran	soprano		N;MASC;SG
schoss	lap	schießen	lap	V;V.PTCP	N;MASC;SG
schoss	giron	schießen	giron	V;V.PTCP	N;MASC;SG
schoss	coup	schießen	coup	V;V.PTCP	N;MASC;SG
schoss	shot	schießen	shot	V;V.PTCP	N;MASC;SG
schoss	tir	schießen	tir	V;V.PTCP	N;MASC;SG
fachliteratur	littérature	fachliteratur	littérature	ADJ	N;FEM;SG
philosophische	philosophique	philosophisch	philosophique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
klassiker	classic	klassik	classic	ADJ	N;MASC;SG
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	N;MASC;SG
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	N;MASC;SG
partnerschaft	partenariats	partnerschaft	partenariat	ADJ	N;MASC;PL
partnerschaft	partenariat	partnerschaft	partenariat	ADJ	N;MASC;SG
partnerschaft	jumelage	partnerschaft	jumelage	ADJ	N;MASC;SG
partnerschaft	jumelages	partnerschaft	jumelage	ADJ	N;MASC;PL
partnerschaft	partenariats	partnerschaft	partenariat	ADJ	N;MASC;PL
pauli	pauli	pauli	pauli	PROPN;NOM;MASC;SG	PROPN
brot	pain	broten	pain		N;MASC;SG
ukrainischen	ukrainien	ukrainisch	ukrainien	ADJ;NOM;MASC;PL	ADJ;MASC;SG
ukrainischen	ukrainienne	ukrainisch	ukrainien	ADJ;NOM;MASC;PL	ADJ;FEM;SG
xiii	xiii	xiii	xiii		NUM
xiii	xiiie	xiii	xiiie		ADJ;MASC;SG
lehren	leçons	lehren	leçon	V;NFIN	N;FEM;PL
lehren	enseignements	lehren	enseignement	V;NFIN	N;MASC;PL
lehren	enseignement	lehren	enseignement	V;NFIN	N;MASC;SG
lehren	enseignements	lehren	enseignement	V;NFIN	N;MASC;PL
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	PROPN
marseille	marseille	marseill	marseille	PROPN;NOM;NEUT;SG	PROPN
hugh	hugues	hagh	hugue	PROPN;NOM;SG	PROPN
hugh	hugh	hagh	hugh	PROPN;NOM;SG	PROPN
chen	chen	chen	chen	PROPN;NOM;MASC;SG	PROPN
leon	léon	leon	léon	PROPN;NOM;SG	N;MASC;SG
leon	león	leon	león	PROPN;NOM;SG	PROPN
leon	leon	leon	leon	PROPN;NOM;SG	PROPN
ostseite	est	ostseite	être	ADJ	V;IND;SG;3;PRS;FIN
ostseite	orient	ostseite	orier	ADJ	N;MASC;SG
duden	duden	duden	duden		N;MASC;SG
höfe	fermes	hofen	ferme	N;NOM;PL	ADJ;FEM;PL
beethoven	beethoven	beethoven	beethoven		N;MASC;SG
mönche	moines	mönch	moine		N;MASC;PL
krefeld	krefeld	krefeld	krefeld	PROPN	PROPN
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	PROPN
rgb	rvb	rgb	rvb		N;MASC;SG
görlitz	görlitz	görlitz	görlitz	PROPN;NOM;SG	PROPN
glatt	plaine	glatt	plaine	ADJ	N;FEM;SG
glatt	lisser	glatt	lisser	ADJ	V;NFIN
beauftragte	émissaire	beauftragen	émissaire	V;IND;SG;3;PST;FIN	N;MASC;SG
beauftragte	commandées	beauftragen	commander	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
beauftragte	délégués	beauftragen	déléguer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
aussicht	prospect	aussechen	prospect	PROPN	N;MASC;SG
aussicht	perspective	aussechen	perspective	PROPN	N;FEM;SG
aussicht	outlook	aussechen	outlook	PROPN	INTJ
aussicht	perspectives	aussechen	perspective	PROPN	N;FEM;PL
aussicht	perspective	aussechen	perspective	PROPN	N;FEM;SG
aussicht	affichages	aussechen	affichage	PROPN	N;MASC;PL
aussicht	vues	aussechen	voir	PROPN	V;FEM;PL;PST;V.PTCP
aussicht	afficher	aussechen	afficher	PROPN	V;NFIN
aussicht	vue	aussechen	voir	PROPN	V;FEM;SG;PST;V.PTCP
aussicht	voir	aussechen	voir	PROPN	V;NFIN
aussicht	affichage	aussechen	affichage	PROPN	N;MASC;SG
aussicht	visualiser	aussechen	visualiser	PROPN	V;NFIN
erwerb	acheter	erwerben	acheter	N	V;NFIN
erwerb	achetez	erwerben	acheter	N	V;IMP;PL;2;PRS;FIN
passage	passage	passage	passage		N;MASC;SG
niedriger	abaisser	niedrig	abaisser	ADJ	V;NFIN
run	courir	run	courir	PROPN	V;NFIN
run	exécuter	run	exécuter	PROPN	V;NFIN
saudi	saoudien	saudi	saoudien	PROPN	ADJ;MASC;SG
anime	animé	anime	animer		V;MASC;SG;PST;V.PTCP
anime	anime	anime	anime		N;FEM;SG
kairo	caire	kairo	caire	PROPN;NOM;MASC;SG	N;MASC;SG
reformierten	réformé	reformiert	réformé	ADJ;PL	V;MASC;SG;PST;V.PTCP
reformierten	réformée	reformiert	réformé	ADJ;PL	V;FEM;SG;PST;V.PTCP
bittet	invite	bitten	invite	V;IND;SG;3;PRS;FIN	N;FEM;SG
bittet	invitations	bitten	invitation	V;IND;SG;3;PRS;FIN	N;FEM;PL
olaf	olaf	olaf	olaf	PROPN;NOM;MASC;SG	PROPN
bewusstsein	conscience	bewußtsein	conscience	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	consciences	bewußtsein	conscience	V;IND;SG;3;PRS;FIN	N;FEM;PL
bewusstsein	conscience	bewußtsein	conscience	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	notoriété	bewußtsein	notoriété	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	conscience	bewußtsein	conscience	V;IND;SG;3;PRS;FIN	N;FEM;SG
bewusstsein	consciente	bewußtsein	conscient	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
bewusstsein	conscientes	bewußtsein	conscient	V;IND;SG;3;PRS;FIN	ADJ;FEM;PL
bewusstsein	conscient	bewußtsein	conscient	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
bewusstsein	conscients	bewußtsein	conscient	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
porträts	portraits	porträts	portrait		N;MASC;PL
porträts	portrait	porträts	portrait		N;MASC;SG
avenue	avenue	avenue	avenue	PROPN;SG	N;FEM;SG
motors	moteurs	motors	moteur	PROPN;NOM;SG	N;MASC;PL
let	let	let	let	PROPN	
kunstverein	kunstverein	kunstverein	kunstverein		PROPN
schumann	schumann	schumann	schumann	PROPN;SG	N;MASC;SG
remix	remix	remix	remix	PROPN	PROPN
trikot	maillot	trikot	maillot	PROPN	N;MASC;SG
trikot	jersey	trikot	jersey	PROPN	N;MASC;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG	PROPN
gescheitert	échec	scheitern	échec	V;V.PTCP	N;MASC;SG
gescheitert	infructueuses	scheitern	infructueux	V;V.PTCP	ADJ;FEM;PL
renate	renate	renat	renater	PROPN;NOM;SG	N;FEM;SG
masters	masters	masters	master	PROPN	N;MASC;PL
masters	capitaines	masters	capitaine	PROPN	N;MASC;PL
masters	maîtres	masters	maître	PROPN	N;MASC;PL
opern	opéra	opern	opéra		N;MASC;SG
opern	opéras	opern	opéra		N;MASC;PL
tschechisch	tchèque	tschechisch	tchèque	ADJ	N;MASC;SG
angebote	promotions	angebit	promotion	ADJ;NOM;PL	N;FEM;PL
angebote	spécialités	angebit	spécialité	ADJ;NOM;PL	N;FEM;PL
angebote	promotions	angebit	promotion	ADJ;NOM;PL	N;FEM;PL
angebote	promotion	angebit	promotion	ADJ;NOM;PL	N;FEM;SG
angebote	offres	angebit	offre	ADJ;NOM;PL	N;FEM;PL
angebote	offre	angebit	offre	ADJ;NOM;PL	N;FEM;SG
grundlegend	foncièrement	grundlegend	foncièrement	ADJ	ADV
grundlegend	fondamentalement	grundlegend	fondamentalement	ADJ	ADV
kriegen	guerres	kriegen	guerre	V;NFIN	N;FEM;PL
reifen	pneumatiques	reif	pneumatique		ADJ;MASC;PL
reifen	pneus	reif	pneu		N;MASC;PL
reifen	pneumatiques	reif	pneumatique		ADJ;MASC;PL
reifen	pneus	reif	pneu		N;MASC;PL
reifen	pneu	reif	pneu		N;MASC;SG
reifen	pneumatique	reif	pneumatique		ADJ;MASC;SG
reifen	pneu	reif	pneu		N;MASC;SG
reifen	tyr	reif	tyr		PROPN
reifen	maturité	reif	maturité		N;FEM;SG
reifen	mûr	reif	mûr		ADJ;MASC;SG
reifen	mûres	reif	mûre		ADJ;FEM;PL
reifen	mûre	reif	mûre		ADJ;FEM;SG
reifen	mature	reif	mature		ADJ;FEM;SG
wolfram	tungstène	wolfram	tungstène		N;MASC;SG
wolfram	wolfram	wolfram	wolfram		PROPN
roberts	roberts	roberts	robert	PROPN	PROPN
komitee	comité	komit	comité		N;MASC;SG
hirsch	cerf	hirsch	cerf		N;MASC;SG
hirsch	cerf	hirsch	cerf		N;MASC;SG
hirsch	cerfs	hirsch	cerf		N;MASC;PL
hirsch	daim	hirsch	daim		N;MASC;SG
hirsch	biche	hirsch	biche		N;FEM;SG
hirsch	chevreuil	hirsch	chevreuil		N;MASC;SG
hirsch	hirsch	hirsch	hirsch		PROPN
ludwigs	ludwig	ludwigs	ludwig		PROPN
umstand	circonstances	umstand	circonstance	ADV	N;FEM;PL
umstand	circonstance	umstand	circonstance	ADV	N;FEM;SG
ermittlungen	enquêtes	ermittlung	enquête	V;PL	N;FEM;PL
ermittlungen	enquête	ermittlung	enquête	V;PL	N;FEM;SG
speicher	stockage	speich	stockage	ADJ	N;MASC;SG
speicher	entreposage	speich	entreposage	ADJ	N;MASC;SG
speicher	rangement	speich	rangement	ADJ	N;MASC;SG
speicher	souvenir	speich	souvenir	ADJ	V;NFIN
speicher	souvenirs	speich	souvenir	ADJ	N;MASC;PL
speicher	mémoire	speich	mémoire	ADJ	N;FEM;SG
nancy	nancy	nancy	nancy	PROPN;NOM;SG	PROPN
hunter	chasseur	hunter	chasseur	PROPN	N;MASC;SG
hunter	hunter	hunter	hunter	PROPN	PROPN
verschieden	varié	verschieden	varié	ADJ	V;MASC;SG;PST;V.PTCP
verschieden	diversifié	verschieden	diversifier	ADJ	V;MASC;SG;PST;V.PTCP
verschieden	varié	verschieden	varié	ADJ	V;MASC;SG;PST;V.PTCP
krieger	warriors	krieg	warrior		N;MASC;PL
krieger	guerriers	krieg	guerrier		N;MASC;PL
krieger	krieger	krieg	krieger		PROPN
krieger	guerrière	krieg	guerrière		ADJ;FEM;SG
krieger	warrior	krieg	warrior		PROPN
krieger	guerrier	krieg	guerrier		N;MASC;SG
systematisch	systématiquement	systematisch	systématiquement	ADJ	ADV
systematisch	systématiquement	systematisch	systématiquement	ADJ	ADV
eichstätt	eichstätt	eichstäten	eichstätt	PROPN;NOM;SG	PROPN
ehepaar	couple	ehepaar	couple	ADJ	N;MASC;SG
delta	delta	delta	delta		N;MASC;SG
durchführen	performante	durchfahren|durchführen	performant	V;NFIN	ADJ;FEM;SG
armin	armin	armin	armin	PROPN;NOM;MASC;SG	PROPN
brockhaus	brockhaus	brockhaus	brockhaus	PROPN	PROPN
ivan	ivan	ivan	ivan	PROPN;NOM;MASC;SG	PROPN
erwünscht	désirée	erwünscht	désirer	ADJ	V;FEM;SG;PST;V.PTCP
erwünscht	désiré	erwünscht	désirer	ADJ	V;MASC;SG;PST;V.PTCP
erwünscht	souhaités	erwünscht	souhaiter	ADJ	V;MASC;PL;PST;V.PTCP
erwünscht	souhaitée	erwünscht	souhaiter	ADJ	V;FEM;SG;PST;V.PTCP
erwünscht	souhaité	erwünscht	souhaiter	ADJ	V;MASC;SG;PST;V.PTCP
erwünscht	appréciés	erwünscht	apprécier	ADJ	V;MASC;PL;PST;V.PTCP
erwünscht	apprécié	erwünscht	apprécier	ADJ	V;MASC;SG;PST;V.PTCP
erwünscht	appréciée	erwünscht	apprécier	ADJ	V;FEM;SG;PST;V.PTCP
erwünscht	appréciées	erwünscht	apprécier	ADJ	V;FEM;PL;PST;V.PTCP
erwünscht	recherchés	erwünscht	rechercher	ADJ	V;MASC;PL;PST;V.PTCP
erwünscht	recherché	erwünscht	rechercher	ADJ	V;MASC;SG;PST;V.PTCP
erwünscht	recherchée	erwünscht	rechercher	ADJ	V;FEM;SG;PST;V.PTCP
erwünscht	voulu	erwünscht	vouloir	ADJ	V;MASC;SG;PST;V.PTCP
erwünscht	voulait	erwünscht	vouloir	ADJ	V;IND;SG;3;IPFV;FIN
edwin	edwin	edwin	edwin	PROPN;NOM;MASC;SG	PROPN
kent	kent	kent	kent	PROPN	PROPN
matthäus	matthew	matthäus	matthew	PROPN	PROPN
matthäus	mathieu	matthäus	mathieu	PROPN	PROPN
matthäus	matthieu	matthäus	matthieu	PROPN	PROPN
bond	cautionnement	bond	cautionnement	PROPN;NOM;MASC;SG	N;MASC;SG
bond	caution	bond	caution	PROPN;NOM;MASC;SG	N;FEM;SG
bond	bond	bond	bond	PROPN;NOM;MASC;SG	N;MASC;SG
aluminium	aluminium	aluminium	aluminium	ADJ	N;MASC;SG
aluminium	aluminium	aluminium	aluminium	ADJ	N;MASC;SG
dimension	dimension	dimension	dimension		N;FEM;SG
schönheit	beauté	schönheit	beauté	ADJ;NOM;FEM;SG	N;FEM;SG
sauerstoff	oxygène	sauerstoff	oxygène	PROPN;SG	N;MASC;SG
erstellte	compilés	erstellt	compiler	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
erstellte	compilées	erstellt	compiler	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
erstellte	crées	erstellt	créer	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
erstellte	créés	erstellt	créer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
marion	marion	marion	marion	PROPN;NOM;SG	PROPN
rasse	raciale	rassen	racial		ADJ;FEM;SG
rasse	race	rassen	race		N;FEM;SG
rasse	course	rassen	course		N;FEM;SG
rasse	race	rassen	race		N;FEM;SG
schwarzwald	schwarzwald	schwarzwald	schwarzwald	PROPN	N;MASC;SG
ingolstadt	ingolstadt	ingolstadt	ingolstadt	PROPN;NOM;SG	PROPN
zähne	dents	zähnen	dent	N;NOM;SG	N;FEM;PL
zähne	dents	zähnen	dent	N;NOM;SG	N;FEM;PL
basierend	basée	basierend	baser	ADJ	V;FEM;SG;PST;V.PTCP
basierend	basés	basierend	baser	ADJ	V;MASC;PL;PST;V.PTCP
basierend	basé	basierend	baser	ADJ	V;MASC;SG;PST;V.PTCP
cottbus	cottbus	cottbus	cottbus	PROPN;NOM;SG	N;MASC;SG
gültig	expire	gültig	expirer	ADJ	N;MASC;SG
gültig	expiration	gültig	expiration	ADJ	N;FEM;SG
statthalter	gouverneure	statthalter	gouverneur	ADJ	N;FEM;SG
statthalter	gouverneur	statthalter	gouverneur	ADJ	N;MASC;SG
sri	sri	sri	sri		PROPN
systematische	systématique	systematisch	systématique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
systematische	systématiquement	systematisch	systématiquement	ADJ;NOM;FEM;PL	ADV
satelliten	satellites	satellit	satellite	V;FIN	N;MASC;PL
satelliten	satellite	satellit	satellite	V;FIN	N;MASC;SG
umgehen	contournement	umgehen	contournement	V;NFIN	N;MASC;SG
umgehen	dérivation	umgehen	dérivation	V;NFIN	N;FEM;SG
umgehen	pontage	umgehen	pontage	V;NFIN	N;MASC;SG
symbole	symboles	symbol	symbole		N;MASC;PL
symbole	icônes	symbol	icône		N;FEM;PL
theo	theo	theo	theo	PROPN;NOM;MASC;SG	PROPN
theo	théo	theo	théo	PROPN;NOM;MASC;SG	PROPN
medaillen	médaille	medaill	médaille	V;NFIN	N;FEM;SG
medaillen	médailles	medaill	médaille	V;NFIN	N;FEM;PL
medaillen	médailles	medaill	médaille	V;NFIN	N;FEM;PL
abbruch	avortements	abbruch	avortement	N;SG	N;MASC;PL
abbruch	abandonner	abbruch	abandonner	N;SG	V;NFIN
abbruch	avorter	abbruch	avorter	N;SG	V;NFIN
abbruch	démolitions	abbruch	démolition	N;SG	N;FEM;PL
spannungen	tension	spannungen	tension	V;NFIN	N;FEM;SG
spannungen	tensions	spannungen	tension	V;NFIN	N;FEM;PL
spannungen	tensions	spannungen	tension	V;NFIN	N;FEM;PL
spannungen	tensions	spannungen	tension	V;NFIN	N;FEM;PL
resultat	résultat	resultat	résultat	ADJ	N;MASC;SG
bricht	ruptures	brechen	rupture	V;IND;SG;3;PRS;FIN	N;FEM;PL
bricht	casse	brechen	casse	V;IND;SG;3;PRS;FIN	N;FEM;SG
bricht	pauses	brechen	pause	V;IND;SG;3;PRS;FIN	N;FEM;PL
sony	sony	sony	sony	PROPN;NOM;SG	N;MASC;SG
sechste	sixth	sechst	sixth	ADJ;NOM	PROPN
bundesautobahn	bundesautobahn	bundesautobahn	bundesautobahn	ADJ	N;FEM;SG
five	five	fiv	five	PROPN;NOM;SG	PROPN
five	cinq	fiv	cinq	PROPN;NOM;SG	NUM
frühling	spring	frühling	spring	ADJ	PROPN
frühling	printemps	frühling	printemps	ADJ	N;MASC;SG
frühling	ressort	frühling	ressort	ADJ	N;MASC;SG
frühling	printemps	frühling	printemps	ADJ	N;MASC;SG
raf	raf	rafen	raf	PROPN;NOM;SG	N;MASC;SG
akzeptieren	acceptation	akzeptieren	acceptation	V;NFIN	N;FEM;SG
gräber	tombes	grab	tombe		N;FEM;PL
gräber	tombeaux	grab	tombeau		N;MASC;PL
gräber	tombes	grab	tombe		N;FEM;PL
gräber	tombeaux	grab	tombeau		N;MASC;PL
gräber	graves	grab	grave		ADJ;MASC;PL
gräber	fosses	grab	fosse		N;FEM;PL
ansbach	ansbach	ansbechen	ansbach	PROPN;NOM;MASC;SG	N;MASC;SG
renovierung	rénovés	renovierung	rénover	N;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
renovierung	rénové	renovierung	rénover	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
renovierung	rénovées	renovierung	rénover	N;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
renovierung	rénovée	renovierung	rénover	N;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
renovierung	rénovations	renovierung	rénovation	N;NOM;FEM;SG	N;FEM;PL
renovierung	rénovations	renovierung	rénovation	N;NOM;FEM;SG	N;FEM;PL
collins	collins	collins	collin	PROPN;NOM;MASC;SG	PROPN
collins	collin	collins	collin	PROPN;NOM;MASC;SG	N;MASC;SG
einander	mutuellement	einander	mutuellement		ADV
wäldern	woods	wäldern	wood		PROPN
wäldern	forêts	wäldern	forêt		N;FEM;PL
wäldern	forêt	wäldern	forêt		N;FEM;SG
analysis	calcul	analysis	calcul	PROPN;NOM;SG	N;MASC;SG
massiven	massif	massiv	massif	ADJ;PL	N;MASC;SG
massiven	massive	massiv	massif	ADJ;PL	ADJ;FEM;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN
sockel	piédestal	sockel	piédestal		N;MASC;SG
sockel	socle	sockel	socle		N;MASC;SG
sockel	casquette	sockel	casquette		N;FEM;SG
sockel	pac	sockel	pac		N;FEM;SG
sockel	cap	sockel	cap		N;MASC;SG
sockel	capuchon	sockel	capuchon		N;MASC;SG
sockel	socket	sockel	socket		N;MASC;SG
sockel	lga	sockel	lga		N;MASC;SG
sockel	douilles	sockel	douille		N;FEM;PL
erlaubte	autorisés	erlauben	autoriser	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
erlaubte	autorisées	erlauben	autoriser	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
mögen	comme	mögen	comme	V;FIN	ADP
mögen	genre	mögen	genre	V;FIN	N;MASC;SG
schulze	schulze	schulz	schulze		PROPN
traditionen	traditions	tradition	tradition	V;NFIN	N;FEM;PL
traditionen	tradition	tradition	tradition	V;NFIN	N;FEM;SG
traditionen	traditions	tradition	tradition	V;NFIN	N;FEM;PL
dehio	dehio	dehio	dehio		
behauptete	présumés	behaupten	présumer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
behauptete	prétendument	behaupten	prétendument	V;IND;SG;3;PST;FIN	ADV
six	six	six	six		NUM
hunde	chiens	hund	chien		N;MASC;PL
hunde	chien	hund	chien		N;MASC;SG
hunde	canin	hund	canin		N;MASC;SG
hunde	canine	hund	canine		ADJ;FEM;SG
hunde	chiens	hund	chien		N;MASC;PL
hunde	chien	hund	chien		N;MASC;SG
hunde	chienne	hund	chienne		N;FEM;SG
