godine	årevis	godina	årevis	N;GEN;FEM;SG	ADV
ciklusa	sykluser	ciklus	syklus	N;GEN;MASC;SG	N;INDF;FEM;PL
zločine	forbrytelser	zločin	forbrytelser	N;ACC;MASC;PL	N;INDF;NEUT;SG
prirodno	naturlige	prirodno	naturlig	ADV	ADJ;PL
prirodno	natural	prirodno	natural	ADV	ADJ;INDF;SG
prirodno	naturlig	prirodno	naturlig	ADV	ADJ;INDF;NEUT;SG
prirodno	naturtalent	prirodno	naturtalent	ADV	N;INDF;NEUT;SG
prirodno	naturlig	prirodno	naturlig	ADV	ADJ;INDF;NEUT;SG
pozicije	posisjoner	pozicija	posisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
sveukupno	totalt	sveukupno	total	ADV	ADJ;INDF;NEUT;SG
nosili	slitt	nositi	slitt	V;MASC;PL;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG
hong	hong	hong	hong	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
izvedena	avledet	izvesti	avled	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
izvedena	utførte	izvesti	utføre	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN
izvedena	utført	izvesti	utføre	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
slični	lignende	sličan	lignende	ADJ;NOM;DEF;MASC;PL	N;INDF;MASC;SG
slični	liknende	sličan	liknende	ADJ;NOM;DEF;MASC;PL	ADJ;INDF;NEUT;SG
imam	fikk	imati	fikk	V;IND;SG;1;PRS;FIN	V;IND;PST;FIN
imam	henta	imati	hente	V;IND;SG;1;PRS;FIN	ADJ;INDF;NEUT;SG;V.PTCP
imam	got	imati	got	V;IND;SG;1;PRS;FIN	N;INDF;MASC;SG
mexico	mexico	mexico	mexico	PROPN;NOM;MASC;SG	PROPN
xiii	xiii	xiii	xiii	ADJ	N;INDF;MASC;SG
vladari	herskere	vladar	herskere	N;NOM;MASC;PL	N;INDF;FEM;SG
vladari	monarker	vladar	monarke	N;NOM;MASC;PL	N;INDF;MASC;SG
povlačenje	abstinens	povlačenje	abstin	N;NOM;NEUT;SG	N;GEN;DEF;MASC;SG
osnove	grunnleggende	osnova	grunnleggende	N;NOM;FEM;PL	N;INDF;MASC;SG
osnove	grunnleggende	osnova	grunnleggende	N;NOM;FEM;PL	N;INDF;MASC;SG
osnove	basic	osnova	basic	N;NOM;FEM;PL	N;INDF;NEUT;SG
luis	luis	luis	luis	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
luis	lewis	luis	lewis	PROPN;NOM;MASC;SG	PROPN
luis	louis	luis	louis	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
vatre	bål	vatra	bål	N;NOM;FEM;PL	N;INDF;NEUT;SG
značilo	ment	značiti	ment	V;NEUT;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
značilo	betydd	značiti	bety	V;NEUT;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
bande	gjenger	banda	gjenge	N;NOM;FEM;PL	N;INDF;MASC;SG
edit	edith	edit	edith	ADP	N;INDF;MASC;SG
najbliži	nærmeste	blizak	nærmast	ADJ;NOM;DEF;RL;MASC;SG	N;INDF;MASC;SG
najbliži	nærmeste	blizak	nærmast	ADJ;NOM;DEF;RL;MASC;SG	N;INDF;MASC;SG
najbliži	nærmest	blizak	nær	ADJ;NOM;DEF;RL;MASC;SG	N;INDF;MASC;SG
namijenjen	ment	namijeniti	ment	ADJ;NOM;MASC;SG;V.PTCP	N;INDF;MASC;SG
namijenjen	tiltenkte	namijeniti	tiltenkt	ADJ;NOM;MASC;SG;V.PTCP	ADJ;PL
anton	anton	anton	anton	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
usta	munner	usta	munne	N;NOM;NEUT;SG	V;IND;PRS;FIN
socijalne	sosialt	socijalan	sosial	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
socijalne	sosial	socijalan	sosial	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
pronađen	funnet	pronaći	finne	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
pronađen	fann	pronaći	finne	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
pronađen	fant	pronaći	finne	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
priznao	tilstått	priznati	tilstå	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
priznao	tilsto	priznati	tilstå	V;MASC;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
priznao	anerkjent	priznati	anerkjent	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
priznao	innlagt	priznati	innlagd	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG
vanjska	outdoor	vanjski	outdoor	ADJ;NOM;DEF;FEM;SG	N;INDF;NEUT;SG
vanjska	utendørs	vanjski	utendørs	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
vanjska	ytre	vanjski	ytre	ADJ;NOM;DEF;FEM;SG	ADJ;CMPR
vanjska	ekstern	vanjski	ekstern	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
vanjska	eksternt	vanjski	eksternt	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
vanjska	eksterne	vanjski	ekstern	ADJ;NOM;DEF;FEM;SG	ADJ;PL
zapisi	records	zapis	record	N;NOM;MASC;PL	N;INDF;NEUT;SG
zapisi	rekorder	zapis	rekord	N;NOM;MASC;PL	N;INDF;NEUT;SG
kraće	kortere	kratak	kortere	ADV;CMPR	N;INDF;MASC;SG
utemeljen	stiftet	utemeljiti	stift	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
utemeljen	grunnla	utemeljiti	grunnle	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
massachusetts	massachusetts	massachusetts	massachusetts	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
snima	filming	snimati	filming	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
snima	filmingen	snimati	filming	V;IND;SG;3;PRS;FIN	N;DEF;MASC;SG
snima	filmer	snimati	film	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
danima	dager	danima	dag	ADJ;INS;DEF;MASC;PL	N;INDF;FEM;PL
danima	dagene	danima	dag	ADJ;INS;DEF;MASC;PL	N;DEF;FEM;PL
danima	days	danima	days	ADJ;INS;DEF;MASC;PL	N;INDF;MASC;SG
mesa	kjøtt	meso	kjøtt	N;NOM;NEUT;PL	N;INDF;NEUT;SG
mesa	meat	meso	meat	N;NOM;NEUT;PL	N;INDF;MASC;SG
mesa	kjød	meso	kjød	N;NOM;NEUT;PL	N;INDF;MASC;SG
mesa	kjøtt	meso	kjøtt	N;NOM;NEUT;PL	N;INDF;NEUT;SG
otkriven	oppdaget	otkriti	oppdag	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
otkriven	oppdaget	otkriti	oppdag	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
otkriven	avslørte	otkriti	avsløre	ADJ;NOM;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN
zamjenik	stedfortreder	zamjenik	stedfortred	N;NOM;MASC;SG	N;INDF;FEM;PL
zamjenik	fullmektig	zamjenik	fullmektig	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
tvrdio	hevdet	tvrditi	hevd	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
tvrdio	krevd	tvrditi	krevje	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
tvrdio	benyttet	tvrditi	benytt	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
edwards	edwards	edwards	edwards	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
xii	xii	xii	xii	ADJ	N;INDF;MASC;SG
osigurati	sikre	osigurati	sikre	V;NFIN	N;INDF;FEM;SG
osigurati	sikker	osigurati	sikker	V;NFIN	ADJ;INDF;SG
osigurati	sikret	osigurati	sikre	V;NFIN	N;DEF;NEUT;SG
unutarnjih	interiør	unutarnji	interiør	ADJ;GEN;MASC;PL	N;INDF;NEUT;SG
bruno	bruno	bruno	bruno	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
xiv	xiv	xiv	xiv	ADJ	N;INDF;MASC
crveno	rødt	crven	rødt	ADV	N;INDF;MASC;SG
crveno	rød	crven	rød	ADV	N;INDF;NEUT;SG
crveno	red	crven	red	ADV	N
izaziva	formål	izazivati	formål	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
izaziva	forårsaker	izazivati	forårsak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
izaziva	saker	izazivati	sak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
izaziva	årsaker	izazivati	årsak	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
strogo	streng	strogo	streng	ADV	ADJ;INDF;SG
strogo	strenge	strogo	streng	ADV	ADJ;PL
strogo	strengt	strogo	streng	ADV	ADJ;INDF;NEUT;SG
oklahoma	oklahoma	oklah	oklahom	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
okolnosti	omstendighet	okolnost	omstendighet	N;NOM;FEM;PL	N;INDF;FEM;SG
komisije	commission	komisija	commission	N;NOM;FEM;PL	N;INDF;MASC;SG
komisije	provisjon	komisija	provisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
komisije	kommisjon	komisija	kommisjon	N;NOM;FEM;PL	N;INDF;MASC;SG
danski	danske	danski	dansk	ADJ;NOM;DEF;MASC;SG	ADJ;PL
danski	dansk	danski	dansk	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
šta	hva	šta	hva	PRO;NOM;NEUT	N;INDF;NEUT;SG
popularan	populære	popularan	populær	ADJ;NOM;INDF;MASC;SG	ADJ;PL
popularan	folkelig	popularan	folkelig	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
mile	mile	mili	mil	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
herbst	herbst	herbst	herbst	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
boston	boston	boston	boston	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
doslovno	bokstavelig	doslovno	bokstavelig	ADV	N;INDF;MASC;SG
materijali	materiell	materijal	materiell	N;NOM;MASC;PL	ADJ;INDF;SG
materijali	materialer	materijal	materiale	N;NOM;MASC;PL	N;INDF;NEUT;SG
kraljevski	kongelige	kraljevski	kongelig	ADV	ADJ;PL
kraljevski	kongelig	kraljevski	kongelig	ADV	N;INDF;MASC;SG
kraljevski	royal	kraljevski	royal	ADV	N;INDF;MASC;SG
zauvijek	evig	zauvijek	evig	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
mini	mini	mina	minie	PROPN;NOM;MASC;SG	N
volio	elska	voliti	elske	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
volio	elsket	voliti	elske	V;MASC;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
volio	likt	voliti	lik	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG
kopija	duplisert	kopija	duplisere	N;NOM;FEM;SG	ADJ;INDF;SG;V.PTCP
pisani	skrevet	pisati	skrev	ADJ;NOM;DEF;MASC;PL	N;DEF;NEUT;SG
banks	banks	banks	banks	ADP	N;INDF;MASC;SG
banks	banker	banks	bank	ADP	N;INDF;FEM;PL
širok	wide	širok	wide	ADJ;NOM;INDF;MASC;SG	N
širok	bred	širok	bred	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
pritiskom	presser	pritisak	presse	N;INS;MASC;SG	N;INDF;FEM;PL
pritiskom	presserende	pritisak	presserende	N;INS;MASC;SG	ADJ;PL
prisutnost	tilstedeværelse	prisutnost	tilstedeværelse	N;NOM;FEM;SG	ADJ;PL
školska	skolen	školski	skole	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
školska	skole	školski	skole	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
školska	skulen	školski	skule	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
školska	skule	školski	skule	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
bolnice	sykehus	bolnica	sykehus	N;NOM;FEM;PL	N;INDF;NEUT;SG
moderni	modern	moderan	modern	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
moderni	moderne	moderan	moderne	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
perry	perry	perry	perry	PROPN;NOM;MASC;SG	PROPN
nemoguće	umulig	nemoguće	umulig	ADV	ADJ;INDF;NEUT;SG
nemoguće	umulige	nemoguće	umulig	ADV	ADJ;PL
najstarije	eldst	rar	gammal	ADJ;NOM;DEF;RL;FEM;SG	ADJ;INDF;RL
gertsch	gertsch	gertsch	gertsch	PROPN;NOM;MASC;SG	N
metar	meter	metar	meter	N;NOM;MASC;SG	N;INDF;MASC;PL
plemstvo	kongelige	plemstvo	kongelig	N;NOM;NEUT;SG	ADJ;PL
mediji	medier	medij	medium	N;NOM;MASC;PL	N;INDF;MASC;SG
primarno	primære	primarno	primær	ADV	ADJ;PL
primarno	primærvalg	primarno	primærvalg	ADV	N;INDF;NEUT;SG
primarno	primær	primarno	primær	ADV	N;INDF;MASC;SG
primarno	primært	primarno	primær	ADV	ADJ;INDF;NEUT;SG
odlazak	forlater	odlazak	forlate	N;NOM;MASC;SG	N;INDF;FEM;PL
odlazak	drar	odlazak	dra	N;NOM;MASC;SG	V;IND;PRS;FIN
kuna	kuna	kuna	kunne	N;NOM;FEM;PL	N;INDF;MASC;SG
central	sentral	central	sentral	N;NOM;MASC;SG	ADJ;INDF;SG
central	sentralt	central	sentral	N;NOM;MASC;SG	ADJ;INDF;NEUT;SG
posebni	spesielt	poseban	spesiell	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
posebni	special	poseban	special	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
posebni	spesiell	poseban	spesiell	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
posebni	spesielle	poseban	spesiell	ADJ;NOM;DEF;MASC;SG	ADJ;PL
posebni	spesial	poseban	spesial	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
lijepo	fin	lijepo	fin	ADV	ADJ;INDF;SG
lijepo	fint	lijepo	fin	ADV	ADJ;INDF;NEUT;SG
lijepo	fine	lijepo	fin	ADV	ADJ;PL
osvajač	erobrer	osvajač	erobre	N;NOM;MASC;SG	N;INDF;FEM;PL
vjerske	religiøst	vjerski	religiøs	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;NEUT;SG
vjerske	religiøs	vjerski	religiøs	ADJ;NOM;DEF;FEM;PL	ADJ;INDF;SG
jugoslaviju	jugoslavia	jugoslavija	jugoslavia	ADJ;ACC;CMPR;FEM;SG	N;DEF;NEUT;SG
sinonim	synonymt	sinon	synonym	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
sinonim	synonym	sinon	synonym	ADJ;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
srbiju	serbia	srbija	serbi	PROPN;ACC;FEM;SG	N;INDF;MASC;SG
suprotno	motsatte	suprotno	motsatte	ADV	ADJ;PL
suprotno	motsatte	suprotno	motsatte	ADV	ADJ;PL
suprotno	motsatt	suprotno	motsatt	ADV	ADJ;INDF;NEUT;SG
miami	miami	miam	miami	PROPN;NOM;MASC;SG	N
umjetnička	kunstnerisk	umjetnički	kunstnerisk	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
umjetnička	kunstneriske	umjetnički	kunstnerisk	ADJ;NOM;DEF;FEM;SG	ADJ;PL
staviti	put	staviti	put	V;NFIN	
staviti	putt	staviti	putt	V;NFIN	N;INDF;NEUT;SG
dna	dna	dnati	dna		N;INDF;NEUT;SG
predstavljao	representert	predstavljati	representere	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
ispitivanja	avhør	ispitivanje	avhør	N;NOM;NEUT;PL	N;INDF;MASC;SG
ispitivanja	forhør	ispitivanje	forhør	N;NOM;NEUT;PL	N;INDF;MASC;SG
ispitivanja	avhør	ispitivanje	avhør	N;NOM;NEUT;PL	N;INDF;MASC;SG
glazbenici	musikere	glazbenik	musikere	N;NOM;MASC;PL	N;INDF;FEM;SG
saveznici	allierte	saveznik	alliere	N;NOM;MASC;PL	ADJ;PL;V.PTCP
kansas	kansas	kansas	kanse	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
prisutan	nåværende	prisutan	nåværende	ADJ;NOM;INDF;MASC;SG	N;INDF;NEUT;SG
prisutan	presentere	prisutan	presentere	ADJ;NOM;INDF;MASC;SG	V;NFIN
prisutan	presang	prisutan	presang	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
prisutan	nåtid	prisutan	nåtid	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
prisutan	tilstede	prisutan	tilsted	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
oslobođenja	frigjøring	oslobođenje	frigjøring	N;NOM;NEUT;PL	N;INDF;FEM;SG
namjerno	bevisst	namjerno	bevisst	ADV	ADJ;INDF;NEUT;SG
želim	lyst	željeti	lyst	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
želim	want	željeti	want	V;IND;SG;1;PRS;FIN	N
xix	xix	xix	xix	ADJ	N;INDF;MASC;SG
tržišta	markeder	tržište	marked	N;NOM;NEUT;PL	N;INDF;MASC;SG
originalno	originalt	originalan	original	ADV	ADJ;INDF;NEUT;SG
originalno	originalen	originalan	originale	ADV	N;DEF;MASC;SG
originalno	opprinnelig	originalan	opprinnelig	ADV	ADJ;INDF;NEUT;SG
originalno	originale	originalan	original	ADV	ADJ;PL
originalno	opprinnelige	originalan	opprinnelig	ADV	ADJ;PL
originalno	original	originalan	original	ADV	ADJ;INDF;SG
way	veg	way	veg	ADP	N;INDF;MASC;SG
way	måte	way	måte	ADP	N;INDF;MASC;SG
way	way	way	way	ADP	N
vještina	ferdighetene	vještina	ferdighet	N;NOM;FEM;SG	N;DEF;FEM;PL
vještina	ferdigheter	vještina	ferdighet	N;NOM;FEM;SG	N;INDF;FEM;PL
vjerski	religiøst	vjerski	religiøs	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
vjerski	religiøse	vjerski	religiøs	ADJ;NOM;DEF;MASC;SG	ADJ;PL
vjerski	religiøs	vjerski	religiøs	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
skulpture	skulptur	skulptura	skulptur	N;NOM;FEM;PL	N;INDF;MASC;SG
skulpture	skulpturen	skulptura	skulptur	N;NOM;FEM;PL	N;DEF;MASC;SG
skulpture	skulpturer	skulptura	skulpture	N;NOM;FEM;PL	N;INDF;MASC;SG
skulpture	skulpturer	skulptura	skulpture	N;NOM;FEM;PL	N;INDF;MASC;SG
vjernika	troende	vjernik	troende	N;GEN;MASC;PL	N;INDF;MASC;SG
jim	jim	on	jim	PROPN;NOM;MASC;SG	PROPN
spriječiti	forebygger	spriječiti	forebygger	V;NFIN	N;INDF;MASC;PL
spriječiti	forebygge	spriječiti	forebygge	V;NFIN	N;INDF;MASC;SG
bugarskoj	bulgaria	bugarski	bulgari	ADJ;DAT;FEM;SG	N;DEF;FEM;SG
stranci	fremmede	stranac	fremme	N;NOM;MASC;PL	N;INDF;MASC;SG
stranci	utlendinger	stranac	utlendinger	N;NOM;MASC;PL	N;INDF;MASC;SG
podignuta	oppdratt	podići	oppdratt	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	ADJ;INDF;SG
podignuta	hevet	podići	hev	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
podignuta	oppvokst	podići	oppvokst	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
podignuta	fostret	podići	fostre	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;INDF;NEUT;SG
podignuta	oppfostret	podići	oppfostr	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
rizik	risikere	rizik	risikere	N;NOM;MASC;SG	V;NFIN
tajna	hemmelige	tajna	hemmelig	N;NOM;FEM;SG	ADJ;PL
zajedničke	joint	zajednički	join	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
youtube	youtube	youtube	youtube	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
drva	trevirke	drvo	trevirke	N;NOM;NEUT;PL	N;INDF;NEUT;SG
drva	wood	drvo	wood	N;NOM;NEUT;PL	PROPN
drva	treverk	drvo	treverk	N;NOM;NEUT;PL	N;INDF;NEUT;SG
bell	bjelle	bell	bjelle	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
bell	bell	bell	bell	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
primjera	eksempler	primjer	eksempler	N;GEN;MASC;PL	N;INDF;NEUT;SG
leitão	leitão	leitão	leitão	ADV	N;INDF;MASC;SG
svrha	hensikt	svrha	hensikt	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG
uspjelo	jobbet	uspjeti	jobb	V;NEUT;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
uspjelo	funka	uspjeti	funke	V;NEUT;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
uspjelo	funket	uspjeti	funke	V;NEUT;SG;PST;V.PTCP;ACT	N;DEF;NEUT;SG
uspjelo	lyktes	uspjeti	lykte	V;NEUT;SG;PST;V.PTCP;ACT	N;INDF;MASC;SG
kraljevi	konger	kralj	konge	N;NOM;MASC;PL	N;INDF;NEUT;SG
kraljevi	kings	kralj	kings	N;NOM;MASC;PL	N;INDF;NEUT;SG
kršćani	kristne	kršćanin	kristen	N;NOM;MASC;PL	ADJ;PL
jake	jake	jak	jake	ADJ;NOM;DEF;FEM;PL	N;INDF;MASC;SG
ateni	aten	atena	aten	PROPN;DAT;FEM;SG	N
ateni	athen	atena	athen	PROPN;DAT;FEM;SG	PROPN
kupio	kjøpt	kupiti	kjøpe	V;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
orgulje	orgel	orgulje	orgel	N;NOM;FEM;PL	N;INDF;NEUT;SG
orgulje	organ	orgulje	organ	N;NOM;FEM;PL	N;INDF;NEUT;SG
radnik	arbeider	radnik	arbeide	N;NOM;MASC;SG	V;IND;PRS;FIN
warren	warren	warren	warren	PROPN;NOM;MASC;SG	N;DEF;MASC;SG
sdp	sosialdemokratiet	sdp	sosialdemokrati	PROPN;NOM;MASC;SG	N;DEF;NEUT;SG
turistička	turist	turistički	turist	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
ian	lan	ian	lan	PROPN;NOM;MASC;SG	N
ian	ian	ian	ian	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ian	lan	ian	lan	PROPN;NOM;MASC;SG	N
ian	ian	ian	ian	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
france	frankrike	franca	frankrike	ADP	N;INDF;NEUT;SG
france	france	franca	france	ADP	N
veneciji	venedig	venecija	venedig	N;DAT;FEM;SG	ADJ;INDF;SG
saveznika	alliert	saveznik	alliere	N;ACC;MASC;SG	ADJ;INDF;SG;V.PTCP
bright	bright	bright	bright	ADP	N;INDF;SG
bright	lyse	bright	lyse	ADP	ADJ;PL
osiguranje	forsikringer	osiguranje	forsikring	N;NOM;NEUT;SG	N;INDF;FEM;PL
bugarski	bulgarsk	bugarski	bulgarsk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
bugarski	bulgarske	bugarski	bulgarsk	ADJ;NOM;MASC;SG	ADJ;PL
sjećanja	minner	sjećanje	minne	N;NOM;NEUT;PL	V;IND;PRS;FIN
lijeva	forlatt	lijevo	forlatt	N;NOM;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
union	union	union	union	ADP	N;INDF;MASC;SG
union	fagforening	union	fagforening	ADP	N;INDF;FEM;SG
union	unionen	union	union	ADP	N;DEF;MASC;SG
rusko	russer	rusko	russer	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
princip	prinsipp	princip	prinsipp	N;NOM;MASC;SG	N;INDF;NEUT;PL
prihvaća	godkjenninger	prihvaćati	godkjenning	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
dane	dane	dan	dane	N;ACC;MASC;PL	PROPN
dane	dansken	dan	dansk	N;ACC;MASC;PL	N;DEF;MASC;SG
dane	days	dan	days	N;ACC;MASC;PL	N;INDF;MASC;SG
gubitke	tap	gubitak	tap	N;ACC;MASC;PL	N;INDF;NEUT;SG
bliže	tettere	blizu	tettere	ADV;CMPR	N;INDF;FEM;SG
bliže	nærmere	blizu	nærmere	ADV;CMPR	V;IMP;NFIN
vještine	skills	vještina	skills	N;NOM;FEM;PL	N;INDF;MASC;SG
vještine	ferdighet	vještina	ferdighet	N;NOM;FEM;PL	N;INDF;FEM;SG
road	veien	road	vie	ADP	N;DEF;MASC;SG
road	road	road	road	ADP	N;INDF;MASC;SG
road	vei	road	vei	ADP	N
bogata	rikt	bogat	rik	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
bogata	rike	bogat	rik	ADJ;NOM;DEF;FEM;SG	ADJ;PL
bogata	rik	bogat	rik	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;SG
bogata	rich	bogat	rich	ADJ;NOM;DEF;FEM;SG	N
makedoniji	makedonia	makedonija	makedonie	PROPN;DAT;FEM;SG	N;DEF;FEM;SG
komercijalni	reklamefilm	komercijalan	reklamefilm	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
komercijalni	kommersielt	komercijalan	kommersiel	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
komercijalni	kommersiell	komercijalan	kommersiell	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;SG
doigravanja	playoff	doigravanje	playoff	N;NOM;NEUT;PL	N;INDF;MASC;SG
učenici	elever	učenik	elev	N;NOM;MASC;PL	N;INDF;NEUT;SG
učenici	elever	učenik	elev	N;NOM;MASC;PL	N;INDF;NEUT;SG
vladali	styrt	vladati	styre	V;MASC;PL;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
vladali	hersket	vladati	herske	V;MASC;PL;PST;V.PTCP;ACT	N;DEF;NEUT;SG
vladali	styrte	vladati	styrte	V;MASC;PL;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
zeleni	grønn	zelen	grønn	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
zeleni	green	zelen	grenne	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
zeleni	grønt	zelen	grøn	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;NEUT;SG
zeleni	grønne	zelen	grønne	ADJ;NOM;DEF;MASC;SG	ADJ;PL
plana	planlegge	plan	planlegge	N;GEN;MASC;SG	V;NFIN
umjetnici	artister	umjetnik	artister	N;NOM;MASC;PL	N;INDF;MASC;SG
umjetnici	kunstnere	umjetnik	kunstnere	N;NOM;MASC;PL	N;INDF;FEM;SG
jela	måltid	jelo	måltid	N;NOM;NEUT;PL	N;INDF;NEUT;SG
jela	oppvask	jelo	oppvask	N;NOM;NEUT;PL	N;INDF;NEUT;SG
brijeg	hill	brijeg	hill	N;NOM;MASC;SG	PROPN
