בילה	spesi	בילה	spendere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
קמח	farina	קמח	farina		N;FEM;SG
ידיד	amici	ידיד	amico	N;MASC;SG	N;MASC;PL
נציב	commissario	נציב	commissario		N;SG
לגיטימי	legittimi	לגיטימי	legittimo	ADJ;MASC;SG	ADJ;MASC;PL
וורד	ward	ורד	ward	PROPN	N;MASC;SG
נמכרה	venduti	נמכר	vendere	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נמכרה	vendute	נמכר	vendere	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
הבחין	avvistati	הבחין	avvistare	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
תמרה	tamara	תמר	tamara	PROPN	N;FEM;SG
מוסטפא	mustafa	מוסטפא	mustafa	PROPN	N;MASC;SG
תיאום	coordinati	תיאום	coordinare	N;MASC;SG	V;MASC;PL;PST;V.PTCP
תיאום	coordinato	תיאום	coordinare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
תיאום	coordinata	תיאום	coordinare	N;MASC;SG	V;FEM;SG;PST;V.PTCP
תיאום	coordinare	תיאום	coordinare	N;MASC;SG	V;NFIN
הוספה	aggiungere	הוספה	aggiungere	N;FEM;SG	V;NFIN
הוספה	aggiungi	הוספה	aggiungere	N;FEM;SG	V;IMP;SG;2;PRS;FIN
לונג	lungo	לונג	lungo	PROPN	ADJ;MASC;SG
לונג	lunghe	לונג	lungo	PROPN	ADJ;FEM;PL
לונג	lunga	לונג	lungo	PROPN	ADJ;FEM;SG
לונג	long	לונג	long	PROPN	N
לונג	lunghi	לונג	lungo	PROPN	ADJ;MASC;PL
נענע	nana	נענע	nana		N;FEM;SG
נענע	nonna	נענע	nonna|nonno		N;FEM;SG
נענע	menta	נענע	mentare		N;FEM;SG
נענע	zecca	נענע	zecca		N;FEM;SG
מעטפת	conchiglia	מעטף	conchiglia	PROPN	N;FEM;SG
מעטפת	shell	מעטף	shell	PROPN	N
מעטפת	guscio	מעטף	guscio	PROPN	N;MASC;SG
מעטפת	busta	מעטף	busta	PROPN	N;FEM;SG
מעטפת	involucro	מעטף	involucro	PROPN	N;MASC;SG
הביוגרפיה	biografia	הביוגרפיה	biografia	PROPN	N;FEM;SG
הביוגרפיה	biografie	הביוגרפיה	biografia	PROPN	N;FEM;PL
תרזה	teresa	תרזה	teresa	PROPN	N;FEM;SG
תרזה	teresa	תרזה	teresa	PROPN	N;FEM;SG
מקרוב	makarov	מקרוב	makarov		N;MASC;SG
נועה	noa	נועה	noa	PROPN	N;SG
ידיעת	sapiente	ידיעה	sapiente	N;FEM;SG	ADJ;SG
ידיעת	sapendo	ידיעה	sapere	N;FEM;SG	V;V.MSDR
חכמה	astuto	חכמה	astuto	N;FEM;SG	ADJ;MASC;SG
חכמה	intelligente	חכמה	intelligente	N;FEM;SG	ADJ;SG
חכמה	furbo	חכמה	furbo	N;FEM;SG	ADJ;MASC;SG
חכמה	saggia	חכמה	saggia	N;FEM;SG	ADJ;FEM;SG
חכמה	intelligenti	חכמה	intelligente	N;FEM;SG	ADJ;PL
חכמה	intelligente	חכמה	intelligente	N;FEM;SG	ADJ;SG
חכמה	furbo	חכמה	furbo	N;FEM;SG	ADJ;MASC;SG
אלפונסו	alfonso	אלפונסו	alfonso	PROPN	N;MASC;SG
פרגוואי	paraguay	פרגוואי	paraguay	PROPN	N;MASC
תיאודור	theodore	תיאודור	theodore	PROPN	N;MASC;SG
תיאודור	teodoro	תיאודור	teodoro	PROPN	ADJ;MASC;SG
נוימן	neumann	נוימן	neumann	PROPN	N;MASC
ההבנה	realizzazione	ההבנה	realizzazione	PROPN	N;FEM;SG
ההבנה	comprensione	ההבנה	comprensione	PROPN	N;FEM;SG
ההבנה	comprensiva	ההבנה	comprensivo	PROPN	ADJ;FEM;SG
ההבנה	comprendere	ההבנה	comprendere	PROPN	V;NFIN
ההבנה	comprensivo	ההבנה	comprensivo	PROPN	ADJ;MASC;SG
מפרט	specificazioni	פירט	specificazione	N;MASC;SG	N;FEM;PL
מפרט	specifiche	פירט	specifica	N;MASC;SG	N;FEM;PL
לוגי	logiche	לוגי	logico		N;FEM;PL
לוגי	logica	לוגי	logica		N;FEM;SG
לוגי	logici	לוגי	logice		N;MASC;PL
לוגי	logico	לוגי	logico		ADJ;MASC;SG
זוחלים	rettile	זחל	rettile	N;MASC;PL	N;MASC;SG
טיורינג	turing	טיורינג	turing	PROPN	N;MASC
הגדר	imposta	הגדר	imposta		N;FEM;SG
הגדר	set	הגדר	set		N;MASC
הגדר	impostare	הגדר	impostare		V;NFIN
הגדר	configurare	הגדר	configurare		V;NFIN
הגדר	configura	הגדר	configurare		V;IND;SG;3;PRS;FIN
הגדר	staccionata	הגדר	staccionare		N;FEM;SG
הגדר	recinzione	הגדר	recinzione		N;FEM;SG
הגדר	recinto	הגדר	recinto		N;MASC;SG
הגדר	definire	הגדר	definire		V;NFIN
הגדר	definisci	הגדר	definire		V;IND;SG;2;PRS;FIN
הגדר	definisca	הגדר	definire		V;SBJV;SG;3;PRS;FIN
מכובד	rispettosi	מכובד	rispettoso	ADJ;MASC;SG	ADJ;MASC;PL
מכובד	rispettate	מכובד	rispettare	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
מכובד	rispettata	מכובד	rispettare	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
מכובד	rispettato	מכובד	rispettare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
מכובד	rispettati	מכובד	rispettare	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
מכובד	distinti	מכובד	distinto	ADJ;MASC;SG	ADJ;MASC;PL
מכובד	distinguersi	מכובד	distinguerse	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
מכובד	illustri	מכובד	illustrare	ADJ;MASC;SG	N;MASC;PL
מכובד	distinto	מכובד	distinguere	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
כופר	riscatto	כופר	riscatto	PROPN	N;MASC;SG
כופר	infedeli	כופר	infedele	PROPN	ADJ;PL
כופר	infedele	כופר	infedele	PROPN	ADJ;SG
טיילר	tyler	טיילר	tyler	PROPN	N;SG
מאסטר	maestro	מאסטר	maestro	PROPN	N;MASC;SG
מאסטר	padrone	מאסטר	padrone	PROPN	N;MASC;SG
מאסטר	master	מאסטר	master	PROPN	N;MASC
אינסופי	infinite	אינסופי	infinito	ADJ;MASC;SG	ADJ;FEM;PL
אינסופי	infiniti	אינסופי	infinito	ADJ;MASC;SG	ADJ;MASC;PL
אינסופי	infinito	אינסופי	infinito	ADJ;MASC;SG	N;MASC;SG
שטרלינג	sterling	שטרלינג	sterling	PROPN	N;MASC
שטרלינג	sterlina	שטרלינג	sterlinare	PROPN	N;FEM;SG
בט	bette	בט	bette		N;FEM;SG
זבל	cianfrusaglie	זבל	cianfrusaglie		N;FEM;PL
זבל	spazzatura	זבל	spazzatura		N;FEM;SG
זבל	cestino	זבל	cesto		N;MASC;SG
זבל	immondizia	זבל	immondizia		N;FEM;SG
זבל	trash	זבל	trash		N
זבל	spazzatura	זבל	spazzatura		N;FEM;SG
זבל	immondizia	זבל	immondizia		N;FEM;SG
זבל	spazzatura	זבל	spazzatura		N;FEM;SG
זבל	immondizia	זבל	immondizia		N;FEM;SG
זבל	spazzatura	זבל	spazzatura		N;FEM;SG
מתוכננת	pianificate	מתוכנן	pianificare	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
מתוכננת	pianificato	מתוכנן	pianificato	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מולי	mollie	מולי	mollie		N;FEM
מולי	molly	מולי	molly		N;FEM
אללה	allah	אללה	allah	PROPN	N
התשלום	pagamenti	התשלום	pagamento	PROPN	N;MASC;PL
התשלום	pagamento	התשלום	pagamento	PROPN	N;MASC;SG
מפרסם	inserzionista	פרסם	inserzionista	V;MASC;SG;V.PTCP;ACT	N;SG
מפרסם	editore	פרסם	editore	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
בסתר	segretamente	בסתר	segretamente		ADV
ניקוי	pulire	ניקוי	pulire	N;MASC;SG	V;NFIN
ניקוי	pulizie	ניקוי	pulizia	N;MASC;SG	N;FEM;PL
פסול	squalificato	פסול	squalificare	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
משוואה	equazioni	משוואה	equazione	N;FEM;SG	N;FEM;PL
שניידר	schneider	שניידר	schneider	PROPN	N;FEM;SG
שניידר	snyder	שניידר	snyder	PROPN	N;MASC
פורטו	porto	פורט	porto	PROPN	N;MASC;SG
פורטו	oporto	פורט	oporto	PROPN	N;MASC;SG
פורטו	puerto	פורט	puerto	PROPN	N;FEM;PL
ונג	vang	ונג	vang	PROPN	N;SG
הרך	soffice	הרך	soffice		ADJ;SG
הרך	morbido	הרך	morbido		ADJ;MASC;SG
הרך	morbidi	הרך	morbido		ADJ;MASC;PL
הרך	soft	הרך	soft		N
הרך	morbida	הרך	morbido		ADJ;FEM;SG
נעצרה	arrestati	נעצר	arrestare	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
מקראית	biblica	מקראי	biblicare	PROPN	ADJ;FEM;SG
מקראית	bibbia	מקראי	bibbia	PROPN	N;FEM;SG
מקראית	biblici	מקראי	biblico	PROPN	ADJ;MASC;PL
מקראית	biblico	מקראי	biblico	PROPN	ADJ;MASC;SG
הנשמה	anima	הנשמה	anima		N;FEM;SG
הנשמה	soul	הנשמה	soul		N
בחום	calorosamente	בחום	calorosamente		ADV
הסיעה	fazione	הסיע	fazione	V;FEM;SG;3;PST;ACT	N;FEM;SG
פוטין	putin	פוטין	putin	PROPN	PROPN
סופו	end	סופה	end		N;MASC
סופו	fine	סופה	fine		N;FEM;SG
מנגנוני	meccanismi	מנגנון	meccanismo	PROPN	N;MASC;PL
חמד	hamad	חמד	hamad	PROPN	N;MASC
תאורטית	teorica	תאורטית	teorico	ADV	ADJ;FEM;SG
תאורטית	teorico	תאורטית	teorico	ADV	ADJ;MASC;SG
תאורטית	teoriche	תאורטית	teorico	ADV	ADJ;FEM;PL
