और	και	और	και		CONJ
अंकित	καταγεγραμμένη	अंकित	καταγεγράμμενος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
अंकित	καταγράφηκε	अंकित	καταγράφω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
वक्त	χρονος	वक्त	χρονος	N;NOM;MASC;SG;3	DET;NOM;DEF;MASC;SG
वक्त	ώρα	वक्त	ώρα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वक्त	φορά	वक्त	φορά	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वक्त	ωρα	वक्त	ωρα	N;NOM;MASC;SG;3	N;ACC;FEM;SG
वक्त	χρόνο	वक्त	χρόνος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
समृद्ध	εμπλουτισμένο	समृद्ध	εμπλουτίζω	ADP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
समृद्ध	πλούσιος	समृद्ध	πλούσιος	ADP	ADJ;NOM;MASC;SG
समृद्ध	ριτς	समृद्ध	ριτς	ADP	
समृद्ध	πλούσιοι	समृद्ध	πλούσιος	ADP	ADJ;NOM;MASC;PL
समृद्ध	πλούσιο	समृद्ध	πλούσιο	ADP	ADJ;NOM;NEUT;SG
समृद्ध	πλούσια	समृद्ध	πλούσιος	ADP	ADJ;NOM;FEM;SG
समृद्ध	πληθωρική	समृद्ध	πληθωρικός	ADP	ADJ;NOM;FEM;SG
इतालवी	ιταλικά	इतालवी	ιταλικά	PROPN;NOM;MASC;SG;3	ADV
इतालवी	ιταλική	इतालवी	ιταλικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
इतालवी	ιταλός	इतालवी	ιταλός	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
इतालवी	ιταλικό	इतालवी	ιταλικός	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
निगरानी	παρακολούθησης	निगरानी	παρακολούθηση	N;NOM;FEM;SG;3	N;GEN;FEM;SG
निगरानी	παρακολούθηση	निगरानी	παρακολούθηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
निगरानी	παρακολούθηση	निगरानी	παρακολούθηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
राजस्व	έσοδα	राजस्व	έσοδο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बांग्ला	μπενγκάλι	बांग्ला	μπενγκάλι	PROPN;NOM;FEM;SG;3	
बांग्ला	bangla	बांग्ला	bangla	PROPN;NOM;FEM;SG;3	
बहादुर	μπαχαντούρ	बहादुर	μπαχαντούρ	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बहादुर	γενναίο	बहादुर	γενναίος	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
बहादुर	γενναία	बहादुर	γενναίος	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
बहादुर	γενναίος	बहादुर	γενναίος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बहादुर	γενναίοι	बहादुर	γενναίος	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
व्यवस्थित	οργανωμένη	व्यवस्थित	οργανωμένος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
व्यवस्थित	οργανωμένες	व्यवस्थित	οργανωμένος	ADJ	V;PFV;NOM;FEM;PL;V.PTCP;PASS
व्यवस्थित	οργανωμένα	व्यवस्थित	οργανωμένος	ADJ	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
व्यवस्थित	οργανωμένοι	व्यवस्थित	οργανωμένος	ADJ	V;PFV;NOM;MASC;PL;V.PTCP;PASS
व्यवस्थित	οργανωμένο	व्यवस्थित	οργανωμένος	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
व्यवस्थित	συστηματικά	व्यवस्थित	συστηματικά	ADJ	ADV
नेताओं	αρχηγοί	नेता	αρχηγός	N;ACC;MASC;PL;3	N;NOM;MASC;PL
नेताओं	ηγέτες	नेता	ηγέτης	N;ACC;MASC;PL;3	N;NOM;MASC;PL
गौरव	περηφάνεια	गौरव	περηφάνεια	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
गौरव	καμάρι	गौरव	καμάρι	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
गौरव	περηφάνια	गौरव	περηφάνια	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
गौरव	υπερηφάνεια	गौरव	υπερηφάνεια	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
गौरव	ένδοξο	गौरव	ένδοξος	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
गौरव	ένδοξη	गौरव	ένδοξη	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
स्लैम	slam	स्लैम	slam	N;NOM;MASC;SG;3	
डॉक्टर	γιατροί	डॉक्टर	γιατρός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
डॉक्टर	γιατρούς	डॉक्टर	γιατρός	N;NOM;MASC;SG;3	N;ACC;MASC;PL
डॉक्टर	ιατροί	डॉक्टर	ιατρός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
डॉक्टर	δόκτωρ	डॉक्टर	δόκτωρ	N;NOM;MASC;SG;3	
डॉक्टर	γιατρέ	डॉक्टर	γιατρές	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
टैग	tag	टैग	tag	N;NOM;MASC;SG;3	
टैग	ετικέτες	टैग	ετικέτα	N;NOM;MASC;SG;3	N;NOM;FEM;PL
गणितीय	μαθηματικός	गणितीय	μαθηματικός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
गणितीय	μαθηματική	गणितीय	μαθηματικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
गणितीय	μαθηματικό	गणितीय	μαθηματικός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
प्रदूषण	ρύπανσης	प्रदूषण	ρύπανση	N;NOM;MASC;SG;3	N;GEN;FEM;SG
जोड़ी	ζεύγη	जोड़ी	ζεύγος	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;PL
जोड़ी	ζευγάρι	जोड़ी	ζευγάρι	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
जोड़ी	ζεύγος	जोड़ी	ζεύγος	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
जोड़ी	ζευγάρι	जोड़ी	ζευγάρι	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
सबूत	αποδείξεις	सबूत	απόδειξη	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सबूत	αποδείξεις	सबूत	απόδειξη	N;NOM;MASC;SG;3	N;NOM;FEM;PL
सबूत	απόδειξη	सबूत	απόδειξη	N;NOM;MASC;SG;3	N;ACC;FEM;SG
सटीक	ακριβές	सटीक	ακριβής	ADJ	ADV
सटीक	ακριβή	सटीक	ακριβός	ADJ	ADV
सटीक	ακριβείς	सटीक	ακριβής	ADJ	N;NOM;FEM;PL
सटीक	ακριβές	सटीक	ακριβής	ADJ	ADV
समाप्ति	ολοκλήρωση	समाप्ति	ολοκλήρωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समाप्ति	περάτωση	समाप्ति	περάτωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समाप्ति	συμπλήρωση	समाप्ति	συμπλήρωση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समाप्ति	τελειώσω	समाप्ति	τελειώνω	N;NOM;FEM;SG;3	V;PFV;IND;SG;1;FIN;ACT
समाप्ति	τέλος	समाप्ति	τέλος	N;NOM;FEM;SG;3	ADV
समाप्ति	λήξη	समाप्ति	λήξη	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समाप्ति	λήξη	समाप्ति	λήξη	N;NOM;FEM;SG;3	N;ACC;FEM;SG
उल्लंघन	παραβίαση	उल्लंघन	παραβίαση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
उल्लंघन	παραβίαση	उल्लंघन	παραβίαση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
व्यापारी	έμπορος	व्यापारी	έμπορος	N;NOM;MASC;PL;3	N;NOM;MASC;SG
व्यापारी	επιχειρηματίας	व्यापारी	επιχειρηματίας	N;NOM;MASC;PL;3	N;NOM;FEM;SG
व्यापारी	έμπορος	व्यापारी	έμπορος	N;NOM;MASC;PL;3	N;NOM;MASC;SG
पूंजी	κεφαλαίου	पूंजी	κεφάλαιο	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
मद्रास	μαντράς	मद्रास	μαντράς	PROPN;NOM;MASC;SG;3	
एजेंसी	πρακτορεία	एजेंसी	πρακτορεία	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
समग्र	συγκεντρωτική	समग्र	συγκεντρωτικός		ADJ;NOM;FEM;SG
समग्र	συγκεντρωτικά	समग्र	συγκεντρωτικά		ADV
पड़े	αμφίβολο	पड़	αμφίβολο	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
इतिहासकार	ιστορικός	इतिहासकार	ιστορικός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
चार्ट	διαγράμματα	चार्ट	διάγραμμα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
गरीब	καημένε	गरीब	κατμένω	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
गरीब	φτωχή	गरीब	φτωχή	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
गरीब	φτωχό	गरीब	φτωχός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
गरीब	φτωχοί	गरीब	φτωχός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
औषधि	ιατρική	औषधि	ιατρικός	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
औषधि	φάρμακα	औषधि	φάρμακο	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
मांस	κρέατα	माँस	κρία	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
प्रतिस्पर्धा	ανταγωνισμού	प्रतिस्पर्धा	ανταγωνισμός	N;NOM;FEM;SG;3	N;GEN;MASC;SG
बिन्दु	βούλα	बिंदु	βούλα	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
बिन्दु	πόντος	बिंदु	πόντος	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
पराजित	ηττήθηκε	पराजित	ηττώμαι	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
पराजित	νίκησε	पराजित	νικώ	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
बहु	πολλαπλές	बहु	πολλαπλά		ADJ;NOM;FEM;PL
बहु	πολλαπλή	बहु	πολλαπλή		ADJ;NOM;FEM;SG
बहु	πολλαπλά	बहु	πολλαπλά		ADV
बहु	πολυ	बहु	πολυ		ADV
कप्तान	κυβερνήτη	कप्तान	κυβερνήτης	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कप्तान	καπετάνιος	कप्तान	καπετάνιος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
कायम	διατηρηθεί	कायम	διατηρώ	ADJ	V;PFV;NFIN;PASS
कायम	διατηρήθηκε	कायम	διατηρώ	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
कायम	διατηρήθηκαν	कायम	διατηρώ	ADJ	V;PFV;IND;PL;3;PST;FIN;PASS
कायम	διατηρείται	कायम	διατηρώ	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
जिब्राल्टर	γιβραλτάρ	जिब्राल्टर	γιβραλτάρ	PROPN;NOM;MASC;SG;3	
खूबसूरत	πανέμορφη	खूबसूरत	πανέμορφος	ADJ	N;NOM;FEM;SG
शक्तियों	εξουσίες	शक्ति	εξουσία	N;ACC;FEM;PL;3	N;NOM;FEM;PL
शक्तियों	δυνάμεις	शक्ति	δύναμη	N;ACC;FEM;PL;3	N;NOM;FEM;PL
शक्तियों	δυναμεις	शक्ति	δύναμη	N;ACC;FEM;PL;3	N;NOM;FEM;PL
अकेले	μόνοι	अकेला	μόνος	V;MASC;SG;3;FIN;ACT	ADJ;NOM;MASC;PL
अकेले	μονη	अकेला	μονος	V;MASC;SG;3;FIN;ACT	N;ACC;FEM;SG
अकेले	μόνη	अकेला	μόνος	V;MASC;SG;3;FIN;ACT	ADJ;NOM;FEM;SG
अकेले	μόνος	अकेला	μόνος	V;MASC;SG;3;FIN;ACT	ADJ;NOM;MASC;SG
किशोर	νεανική	किशोर	νεανικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
किशोर	ανήλικος	किशोर	ανήλικος	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
किशोर	ανηλίκων	किशोर	ανήλικος	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
किशोर	έφηβοι	किशोर	έφηβος	N;NOM;MASC;SG;3	N;NOM;MASC;PL
अणु	σωματίδια	अणु	σωματίδιο	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
अणु	μοριακή	अणु	μοριακή	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अणु	μοριακό	अणु	μοριακός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
ब्लू	μπλέ	ब्लू	μπλέ	PROPN;NOM;MASC;SG;3	N
ब्लू	μπλε	ब्लू	μπλε	PROPN;NOM;MASC;SG;3	N
ब्लू	γαλάζιο	ब्लू	γαλάζιος	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
ब्लू	μπλουζ	ब्लू	μπλουζ	PROPN;NOM;MASC;SG;3	
रिकॉर्डिंग	καταγραφή	रिकॉर्डिंग	καταγραφή	N;NOM;FEM;SG;3	N;ACC;FEM;SG
रिकॉर्डिंग	ηχογράφηση	रिकॉर्डिंग	ηχογράφηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
क्रेडिट	πιστωτική	क्रेडिट	πιστωτικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
क्रेडिट	πίστωση	क्रेडिट	πίστωση	N;NOM;MASC;SG;3	N;ACC;FEM;SG
क्रेडिट	credit	क्रेडिट	credit	N;NOM;MASC;SG;3	
क्रेडिट	πιστώσεις	क्रेडिट	πίστωση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
द्वीपसमूह	νησιά	द्वीपसमूह	νησί	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
द्वीपसमूह	νήσοι	द्वीपसमूह	νήσος	N;NOM;MASC;SG;3	
स्कोर	βαθμολογία	स्कोर	βαθμολογία	N;NOM;MASC;SG;3	N;ACC;FEM;SG
स्कोर	σκορ	स्कोर	σκορ	N;NOM;MASC;SG;3	
स्कोर	βαθμολογίες	स्कोर	βαθμολογία	N;NOM;MASC;SG;3	N;NOM;FEM;PL
स्कोर	σκοράρει	स्कोर	σκοράρω	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
स्कोर	βαθμολογία	स्कोर	βαθμολογία	N;NOM;MASC;SG;3	N;ACC;FEM;SG
स्कोर	σκορ	स्कोर	σκορ	N;NOM;MASC;SG;3	
अवशेष	κατάλοιπο	अवशेष	κατάλοιπος	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
अवशेष	υπόλειμμα	अवशेष	υπόλειμμα	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
अवशेष	καταλοίπων	अवशेष	κατάλοιπος	N;NOM;MASC;PL;3	ADJ;GEN;FEM;PL
अवशेष	κατάλοιπο	अवशेष	κατάλοιπος	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
गुजराती	γκουτζαράτι	गुजराती	γκουτζαράτι	PROPN;NOM;FEM;SG;3	N;NOM;NEUT;SG
चेतावनी	προειδοποιήσεις	चेतावनी	προειδοποίηση	N;NOM;FEM;SG;3	N;NOM;FEM;PL
चेतावनी	προειδοποίηση	चेतावनी	προειδοποίηση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
चेतावनी	καταχωρίσεις	चेतावनी	κατάχωριση	N;NOM;FEM;SG;3	N;NOM;FEM;PL
चेतावनी	ειδοποιήσεις	चेतावनी	ειδοποίηση	N;NOM;FEM;SG;3	N;NOM;FEM;PL
परामर्श	διαβουλεύσεις	परामर्श	διαβούλευση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दंड	ποινή	दंड	ποινή	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दंड	πέναλτι	दंड	πέναλτι	N;NOM;MASC;SG;3	
दंड	κυρώσεις	दंड	κύρωση	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दंड	ποινές	दंड	ποινή	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दंड	τιμωρία	दंड	τιμωρία	N;NOM;MASC;SG;3	N;ACC;FEM;SG
हिट	χτυπήματα	हिट	χτύπημα		N;NOM;NEUT;PL
हिट	χτύπησε	हिट	χτυπώ		V;PFV;IND;SG;3;PST;FIN;ACT
हिट	χτύπημα	हिट	χτύπημα		N;NOM;NEUT;SG
हिट	χτύπα	हिट	χτύπος		V;PFV;IND;SG;1;PST;FIN;ACT
प्रतिबंध	περιορισμούς	प्रतिबंध	περιορισμός	N;NOM;MASC;SG;3	N;ACC;MASC;PL
प्रतिबंध	περιορισμοί	प्रतिबंध	περιορισμός	N;NOM;MASC;SG;3	N;NOM;MASC;PL
प्रतिबंध	περιορισμό	प्रतिबंध	περιορισμός	N;NOM;MASC;SG;3	N;ACC;MASC;SG
पढ़ाई	σπούδασε	पढ़ाई	σπούδασσω	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
पढ़ाई	σπουδές	पढ़ाई	σπουδός	N;NOM;FEM;SG;3	N;NOM;FEM;PL
पढ़ाई	μελετήσει	पढ़ाई	μελετώ	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
जैक	τζάκ	जैक	τζάκ	PROPN;NOM;MASC;SG;3	
जैक	τζακ	जैक	τζακ	PROPN;NOM;MASC;SG;3	
जैक	jack	जैक	jack	PROPN;NOM;MASC;SG;3	
पहाड़	ορεινή	पहाड	ορεινός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
पहाड़	μάουντεν	पहाड	μάουντεν	N;NOM;MASC;SG;3	
बांध	dam	बांध	dam	V;SG;FIN;ACT	
बांध	φράγμα	बांध	φράγμα	V;SG;FIN;ACT	N;NOM;NEUT;SG
बांध	προβλήτα	बांध	προβλήτα	V;SG;FIN;ACT	N;NOM;FEM;SG
बांध	αποβάθρα	बांध	αποβάθρα	V;SG;FIN;ACT	N;NOM;FEM;SG
क्रांतिकारी	επαναστατική	क्रांतिकारी	επαναστατικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
क्रांतिकारी	επαναστατικό	क्रांतिकारी	επαναστατικό	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
मठ	matha	मठ	matha	N;NOM;MASC;SG;3	
आउट	κούτσουρα	आउट	κούτσουρα	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
आउट	έξω	आउट	έξω	N;NOM;MASC;SG;3	ADV
आउट	out	आउट	out	N;NOM;MASC;SG;3	
आउट	εξω	आउट	εξω	N;NOM;MASC;SG;3	ADV
संशोधित	αναθεωρήθηκε	संशोधित	αναθεωρώ	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
संशोधित	αναθεωρημένο	संशोधित	αναθεωρώ	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
संशोधित	αναθεωρημένη	संशोधित	αναθεωρώ	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
संशोधित	διορθωμένη	संशोधित	διορθωμένος	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
संशोधित	διορθωθεί	संशोधित	διορθώνω	ADJ	V;PFV;NFIN;PASS
संशोधित	διορθώθηκε	संशोधित	διορθώνω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
संशोधित	τροποποιημένο	संशोधित	τροποποιώ	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
संशोधित	τροποποιημένα	संशोधित	τροποποιώ	ADJ	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
संशोधित	τροποποιήθηκε	संशोधित	τροποποιώ	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
संशोधित	τροποποιημένη	संशोधित	τροποποιώ	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
संशोधित	τροποποιημένος	संशोधित	τροποποιημένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
नौसेना	ναυτικό	नौसेना	ναυτικός	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
सहमति	συγκατάθεση	सहमति	συγκατάθεση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सहमति	συναίνεση	सहमति	συναίνεση	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सहमति	σύμφωνοι	सहमति	σύμφωνος	N;NOM;FEM;SG;3	ADJ;NOM;MASC;PL
सहमति	συμφώνησε	सहमति	συμφωνώ	N;NOM;FEM;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
सहमति	συμφώνησαν	सहमति	συμφωνώ	N;NOM;FEM;SG;3	V;PFV;IND;PL;3;PST;FIN;ACT
लोहे	σιδήρου	लोहा	σίδηρος	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
कवर	κάλυμμα	कवर	κάλυμμα		N;NOM;NEUT;SG
कवर	κάλυψη	कवर	κάλυψη		N;ACC;FEM;SG
कवर	εξώφυλλο	कवर	εξώφυλλο		N;NOM;NEUT;SG
कवर	καλύμματα	कवर	καλύμμα		N;NOM;NEUT;PL
कवर	εξώφυλλα	कवर	εξώφυλλα		N;NOM;NEUT;PL
कवर	καλύπτει	कवर	καλύπτω		V;IPFV;IND;SG;3;PRS;FIN;ACT
भय	φόβο	भय	φόβος	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अस्थायी	παροδική	अस्थायी	παροδικός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अस्थायी	προσωρινά	अस्थायी	προσωρινά	N;NOM;MASC;SG;3	ADV
अस्थायी	προσωρινό	अस्थायी	προσωρινός	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
अस्थायी	προσωρινή	अस्थायी	προσωρινός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अस्थायी	προσωρινός	अस्थायी	προσωρινός	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
अस्थायी	προσωρινές	अस्थायी	προσωρινός	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
अस्थायी	προσωρινά	अस्थायी	προσωρινά	N;NOM;MASC;SG;3	ADV
