den	de	den	de	PRO;DEF;MASC+FEM;SG	DET;DEF
way	way	way	way	N;NOM;INDF;MASC+FEM;SG	
halland	halland	halland	halland	PROPN;NOM	N;NEUT;SG
urban	stedelijk	urban	stedelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
urban	stedelijke	urban	stedelijk	N;NOM;INDF;MASC+FEM;SG	ADJ
grundläggande	basiskennis	grundläggande	basiskennis	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
grundläggande	basis	grundläggande	basis	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
grundläggande	basisinformatie	grundläggande	basisinformatie	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
statliga	staat	statlig	staan	ADJ;NOM;PL	V;SG;PRS;FIN
statliga	state	statlig	state	ADJ;NOM;PL	N;MASC+FEM;SG
dans	dansen	dans	dansen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
dans	dansen	dans	dansen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
dåligt	bad	dålig	bad	ADJ;NOM;INDF;NEUT;SG	N;NEUT;SG
jönköping	jönköping	jönköping	jönköping	PROPN;NOM	N;NEUT;SG
parker	parker	park	park	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
seine	seine	seine	seine	PROPN;NOM	N;MASC+FEM;SG
riddare	ridder	riddare	ridder	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
riddare	knights	riddare	knights	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
potos	potosí	potos	potosí	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bali	bali	bali	bali	PROPN;NOM	N;MASC+FEM;SG
återkommande	herhaling	återkommande	herhaling	ADJ;NOM;PRS;V.PTCP	N;MASC+FEM;SG
återkommande	terugkerende	återkommande	terugkeren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
återkommande	terugkerend	återkommande	terugkeren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
återkommande	terugkerende	återkommande	terugkeren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
återkommande	terugkerend	återkommande	terugkeren	ADJ;NOM;PRS;V.PTCP	V;V.PTCP
kvalificerade	kwalificeren	kvalificerad	kwalificeren	ADJ;NOM;PL;PST;V.PTCP	V;NFIN
kvalificerade	kwalificatie	kvalificerad	kwalificatie	ADJ;NOM;PL;PST;V.PTCP	N;MASC+FEM;SG
kvalificerade	gekwalificeerd	kvalificerad	kwalificeren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
kvalificerade	gekwalificeerde	kvalificerad	kwalificeren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
dol	dol	dol	dol	PROPN;NOM	ADJ
bruno	bruno	bruno	bruno	PROPN;NOM	N;MASC+FEM;SG
bibliotek	bibliotheken	bibliotek	bibliotheek	N;NOM;INDF;NEUT;SG	N;PL
alt	alt	alt	alt	NUM;NOM	N;MASC+FEM;SG
mississippi	mississippi	mississippi	mississippi	PROPN;NOM	N;MASC+FEM;SG
ericsson	ericsson	ericsson	ericsson	PROPN;NOM	N;MASC+FEM;SG
orange	oranje	ora	oranje	N;NOM;INDF;MASC+FEM;SG	ADJ
alex	alex	alex	alex	PROPN;NOM	N;MASC+FEM;SG
jord	vuil	jord	vuil	N;NOM;INDF;MASC+FEM;SG	ADJ
robin	robin	robin	robin	PROPN;NOM	N;MASC+FEM;SG
skånska	schoonse	skånsk	schoons	N;NOM;INDF;MASC+FEM;SG	ADJ
söka	zoektocht	söka	zoektocht	V;IMP;FIN;ACT	N;MASC+FEM;SG
söka	zoek	söka	zoek	V;IMP;FIN;ACT	ADJ
söka	zoekopdracht	söka	zoekopdracht	V;IMP;FIN;ACT	N;MASC+FEM;SG
rörelse	bewegingen	rörelse	beweging	N;NOM;INDF;MASC+FEM;SG	N;PL
billy	billy	billy	billy	PROPN;NOM	N;MASC+FEM;SG
mill	molen	mill	molen	PROPN;NOM	N;MASC+FEM;SG
mill	mill	mill	mill	PROPN;NOM	N;MASC+FEM;SG
mill	walserij	mill	walserij	PROPN;NOM	N;MASC+FEM;SG
kinesisk	chinezen	kinesisk	chinees	ADJ;NOM;INDF;MASC+FEM;SG	N;PL
sandy	sandy	sandy	sandy	PROPN;NOM	N;MASC+FEM;SG
format	formaten	format	formaat	N;NOM;INDF;NEUT;SG	N;PL
format	formatteren	format	formatteren	N;NOM;INDF;NEUT;SG	V;NFIN
birger	birger	birg	birger	PROPN;NOM	N;MASC+FEM;SG
säkert	veilig	säker	veilig	ADV	ADJ
säkert	kluis	säker	kluis	ADV	N;MASC+FEM;SG
säkert	safe	säker	safe	ADV	N;MASC+FEM;SG
säkert	veilige	säker	veilig	ADV	ADJ
keith	keith	keith	keith	PROPN;NOM	N;MASC+FEM;SG
hamnar	havens	hamna	haven	V;IND;PRS;FIN;ACT	N;PL
hamnar	havens	hamna	haven	V;IND;PRS;FIN;ACT	N;PL
hamnar	poorten	hamna	poort	V;IND;PRS;FIN;ACT	N;PL
fritz	fritz	fritz	fritz	PROPN;NOM	N;MASC+FEM;SG
lacs	lacs	lacs	lacs	V;IMP;FIN;ACT	N;MASC+FEM;SG
avslutade	klaar	avsluta	klaar	V;IND;PST;FIN;ACT	ADJ
syrsor	krekels	syrsa	krekel	V;IND;PRS;FIN;ACT	N;PL
kalle	kalle	kalle	kal	PROPN;NOM	N;MASC+FEM;SG
kalle	donald	kalle	donald	PROPN;NOM	N;MASC+FEM;SG
mänskliga	mens	mänsklig	mens	ADJ;NOM;PL	N;MASC+FEM;SG
initiativ	initiatieven	initiativ	initiatief	N;NOM;INDF;NEUT;SG	N;PL
initiativ	initiative	initiativ	initiative	N;NOM;INDF;NEUT;SG	
america	amerika	americ	amerika	N;NOM;INDF;MASC+FEM;SG	PROPN;NEUT;SG
leif	leif	leif	leif	PROPN;NOM	N;MASC+FEM;SG
russell	russell	russell	russell	PROPN;NOM	N;MASC+FEM;SG
who	wie	who	wie	N;NOM;INDF;NEUT;SG	PRO;3
who	who	who	who	N;NOM;INDF;NEUT;SG	
sökte	doorzocht	söka	doorzoeken	V;IND;PST;FIN;ACT	V;SG;PRS;FIN
holland	holland	holland	holland	PROPN;NOM	N;NEUT;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM	N;NEUT;SG
giovanni	giovanni	giovanni	giovanni	PROPN;NOM	N;MASC+FEM;SG
gemensam	joint	gemensam	joint	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gemensam	gewricht	gemensam	wrichten	ADJ;NOM;INDF;MASC+FEM;SG	N;NEUT;SG
jugoslavien	joegoslavië	jugoslavi	joegoslavië	PROPN;NOM	PROPN;NEUT;SG
lindberg	lindberg	lindberg	lindberg	PROPN;NOM	N;MASC+FEM;SG
järnvägen	spoorwegen	järnväg	spoorwegen	N;NOM;DEF;MASC+FEM;SG	N;PL
filip	philip	filip	philip	PROPN;NOM	N;MASC+FEM;SG
filip	filips	filip	filip	PROPN;NOM	N;MASC+FEM;SG
filip	filip	filip	filip	PROPN;NOM	N;MASC+FEM;SG
thompson	thompson	thompson	thompson	PROPN;NOM	N;MASC+FEM;SG
thompson	janssen	thompson	jans	PROPN;NOM	N;PL
eskilstuna	eskilstuna	eskilstuna	eskilstuna	PROPN;NOM	N;MASC+FEM;SG
blockera	blokkering	blockera	blokkering	V;IMP;NFIN;ACT	N;MASC+FEM;SG
blockera	blokkering	blockera	blokkering	V;IMP;NFIN;ACT	N;MASC+FEM;SG
blockera	blok	blockera	blok	V;IMP;NFIN;ACT	N;NEUT;SG
blockera	block	blockera	block	V;IMP;NFIN;ACT	N;MASC+FEM;SG
wright	wright	wright	wright	PROPN;NOM	N;MASC+FEM;SG
inkluderar	inclusief	inkludera	inclusief	V;IND;PRS;FIN;ACT	ADJ
tokyo	tokyo	tokyo	tokyo	PROPN;NOM	N;MASC+FEM;SG
tokyo	tokio	tokyo	tokio	PROPN;NOM	PROPN;NEUT;SG
connecticut	connecticut	connecticut	connecticut	PROPN;NOM	N;MASC+FEM;SG
måttlig	gematigde	måttlig	matigen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
måttlig	gematigd	måttlig	matigen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
måttlig	gematigd	måttlig	matigen	ADJ;NOM;INDF;MASC+FEM;SG	V;V.PTCP
ägg	eieren	ägg	ei	N;NOM;INDF;NEUT;SG	N;PL
ägg	eitjes	ägg	eit	N;NOM;INDF;NEUT;SG	N;PL
ägg	eieren	ägg	ei	N;NOM;INDF;NEUT;SG	N;PL
tradition	tradities	tradition	traditie	N;NOM;INDF;MASC+FEM;SG	N;PL
skada	letsels	skada	letsel	N;NOM;INDF;MASC+FEM;SG	N;PL
skada	beschadigingen	skada	beschadiging	N;NOM;INDF;MASC+FEM;SG	N;PL
petersburg	petersburg	petersburg	petersburg	PROPN;NOM	N;MASC+FEM;SG
medicin	medicijnen	medicin	medicijn	N;NOM;INDF;MASC+FEM;SG	N;PL
medicin	medicijnen	medicin	medicijn	N;NOM;INDF;MASC+FEM;SG	N;PL
genombrott	doorbraken	genombrott	doorbraak	N;NOM;INDF;NEUT;SG	N;PL
ivar	ivar	ivar	ivar	PROPN;NOM	PROPN;MASC+FEM;SG
översättare	vertalers	översättare	vertaler	N;NOM;INDF;MASC+FEM;SG	N;PL
ovanför	hierboven	ovanför	hierboven	ADV	N;PL
ovanför	boven	ovanför	boven	ADV	ADP
more	more	more	more		
more	meer	more	veel		PRO
oskar	oskar	oskar	oskar	PROPN;NOM	N;MASC+FEM;SG
föregångare	voorganger	föregångare	voorganger	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
föregångare	voorloper	föregångare	voorloper	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
föregångare	voorloper	föregångare	voorloper	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
ögon	oog	ögon	oog	N;NOM;INDF;NEUT;PL	N;NEUT;SG
ögon	eye	ögon	eye	N;NOM;INDF;NEUT;PL	
frans	frans	frans	frans	PROPN;NOM	PROPN;MASC+FEM;SG
frans	frans	frans	frans	PROPN;NOM	PROPN;MASC+FEM;SG
frans	francis	frans	francis	PROPN;NOM	N;MASC+FEM;SG
frans	franciscus	frans	franciscus	PROPN;NOM	N;MASC+FEM;SG
lost	kwijt	lost	kwijt	N;NOM;INDF;MASC+FEM;SG	ADJ
lost	verloren	lost	verliezen	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
lost	lost	lost	lost	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
lost	verdwaald	lost	verdwalen	N;NOM;INDF;MASC+FEM;SG	V;V.PTCP
faller	herfst	falla	herfst	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
faller	fall	falla	fall	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
faller	waterval	falla	waterval	V;IND;PRS;FIN;ACT	N;MASC+FEM;SG
faller	watervallen	falla	waterval	V;IND;PRS;FIN;ACT	N;PL
faller	falls	falla	falls	V;IND;PRS;FIN;ACT	N;PL
arnold	arnold	arnold	arnold	PROPN;NOM	N;MASC+FEM;SG
fortsatt	voortzetten	fortsätta	voortzetten	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN
fortsatt	doorgaan	fortsätta	doorgaan	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN
fortsatt	voortgezet	fortsätta	voortzetten	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
fortsatt	vervolg	fortsätta	vervolg	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;NEUT;SG
argument	argument	argument	argument	N;NOM;INDF;NEUT;PL	N;NEUT;SG
publicerad	gepubliceerd	publicera	publiceren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
publicerad	verschenen	publicera	verschijnen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
publicerad	gepubliceerde	publicera	publiceren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
publicerad	uitgegeven	publicera	uitgeven	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
local	lokale	local	lokaal	N;NOM;INDF;MASC+FEM;SG	ADJ
local	plaatselijk	local	plaatselijk	N;NOM;INDF;MASC+FEM;SG	ADJ
local	lokaal	local	lokaal	N;NOM;INDF;MASC+FEM;SG	ADJ
claes	claes	claes	claes	PROPN;NOM	N;MASC+FEM;SG
wikimedia	wikimedia	pikimedium	wikimedia	N;NOM;INDF;MASC+FEM;SG	V;SG;PST;FIN
hunan	hunan	huna	hunan	PROPN;NOM	N;MASC+FEM;SG
mecklenburg	mecklenburg	mecklenburg	mecklenburg	PROPN;NOM	N;MASC+FEM;SG
hammarby	hammarby	hammarby	hammarby	PROPN;NOM	N;MASC+FEM;SG
manliga	male	manlig	maal	ADJ;NOM;PL	N;MASC+FEM;SG
manliga	mannetje	manlig	mannetje	ADJ;NOM;PL	N;NEUT;SG
piteå	piteå	piteå	piteå	PROPN;NOM	N;MASC+FEM;SG
tobias	tobias	tobia	tobias	PROPN;NOM	N;MASC+FEM;SG
mongoliet	mongolië	mongolium	mongolië	N;NOM;DEF;NEUT;SG	PROPN;NEUT;SG
wolf	wolf	wolf	wolf	PROPN;NOM	N;MASC+FEM;SG
byta	schakelaar	byta	schakelaar	V;NFIN;ACT	N;MASC+FEM;SG
byta	switch	byta	switch	V;NFIN;ACT	N;MASC+FEM;SG
byta	wissel	byta	wissel	V;NFIN;ACT	N;MASC+FEM;SG
byta	ruil	byta	ruil	V;NFIN;ACT	N;MASC+FEM;SG
byta	swap	byta	swap	V;NFIN;ACT	N;MASC+FEM;SG
byta	wijziging	byta	wijziging	V;NFIN;ACT	N;MASC+FEM;SG
byta	verandering	byta	verandering	V;NFIN;ACT	N;MASC+FEM;SG
byta	veranderingen	byta	verandering	V;NFIN;ACT	N;PL
durango	durango	durango	durango	PROPN;NOM	N;MASC+FEM;SG
ekman	ekman	ekman	ekman	PROPN;NOM	N;MASC+FEM;SG
design	ontwerpen	desig	ontwerpen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
gräns	beperken	gräns	beperken	N;NOM;INDF;MASC+FEM;SG	V;NFIN
gräns	limieten	gräns	limiet	N;NOM;INDF;MASC+FEM;SG	N;PL
dykare	duiker	dyk	duik	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
dykare	divers	dyk	diver	N;NOM;INDF;MASC+FEM;PL	ADJ
speciella	special	speciell	special	ADJ;NOM;PL	N;MASC+FEM;SG
sara	sarah	sara	sarah	PROPN;NOM	N;MASC+FEM;SG
sara	sara	sara	sara	PROPN;NOM	N;MASC+FEM;SG
böhmen	bohemen	böhm	bohemen	PROPN;NOM	V;NFIN
digital	digitaal	digital	digitaal	N;NOM;INDF;MASC+FEM;SG	ADJ
ditt	uwe	du	uw	PRO;DEF;NEUT;SG	N;MASC+FEM;SG
kristen	christen	kristen	christen	ADJ;NOM;INDF;MASC+FEM;SG	N;SG
kristen	christian	kristen	christian	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kristen	christenen	kristen	christenen	ADJ;NOM;INDF;MASC+FEM;SG	N;PL
kristen	kristen	kristen	kristen	ADJ;NOM;INDF;MASC+FEM;SG	N;PL
magdalena	magdalena	magdal	magdalena	N;NOM;DEF;MASC+FEM;PL	N;MASC+FEM;SG
magdalena	magdalena	magdal	magdalena	N;NOM;DEF;MASC+FEM;PL	N;MASC+FEM;SG
mitchell	mitchell	mitchell	mitchell	PROPN;NOM	N;MASC+FEM;SG
mitchell	mitchel	mitchell	mitchel	PROPN;NOM	N;MASC+FEM;SG
mesta	mesta	mycken	mesta	ADJ;NOM;DEF;RL	N;MASC+FEM;SG
harold	harold	harold	harold	PROPN;NOM	N;MASC+FEM;SG
baku	baku	baku	baku	PROPN;NOM	N;MASC+FEM;SG
torg	vierkante	torg	vierkant	N;NOM;INDF;NEUT;SG	ADJ
torg	vierkant	torg	vierkant	N;NOM;INDF;NEUT;SG	ADJ
torg	pleinen	torg	plein	N;NOM;INDF;NEUT;SG	N;PL
torg	vierkanten	torg	vierkant	N;NOM;INDF;NEUT;SG	N;PL
privat	privat	privat	privat	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
privat	prive	privat	prive	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC+FEM;SG
jonsson	jonsson	jonsso	jonsson	PROPN;NOM	N;MASC+FEM;SG
element	elementen	element	element	N;NOM;INDF;NEUT;SG	N;PL
vardera	elk	vardera	elk	PRO;DEF;SG	PRO
vardera	ieder	vardera	ieder	PRO;DEF;SG	PRO
vardera	elke	vardera	elk	PRO;DEF;SG	DET
tidskrift	journal	tidskrift	journal	N;NOM;INDF;MASC+FEM;SG	
over	over	over	over	N;NOM;INDF;MASC+FEM;SG	ADP
sjunde	seventh	sju	seventh	ADJ;NOM	
felix	felix	felix	felix	PROPN;NOM	N;MASC+FEM;SG
felix	félix	felix	félix	PROPN;NOM	N;MASC+FEM;SG
uefa	uefa	uefa	uefa	PROPN;NOM	N;MASC+FEM;SG
känna	feel	känna	feel	V;IMP;FIN;ACT	
känna	gevoel	känna	gevoel	V;IMP;FIN;ACT	N;NEUT;SG
voda	voda	voda	voda	PROPN;NOM	N;MASC+FEM;SG
möte	vergaderen	möte	vergaderen	N;NOM;INDF;NEUT;SG	V;NFIN
get	geiten	ge	geiten	N;NOM;INDF;MASC+FEM;SG	N;PL
get	krijgen	ge	krijgen	N;NOM;INDF;MASC+FEM;SG	V;PL;PRS;FIN
get	krijg	ge	krijgen	N;NOM;INDF;MASC+FEM;SG	V;SG;PRS;FIN
get	get	ge	get	N;NOM;INDF;MASC+FEM;SG	
etablerade	opgericht	etablera	oprichten	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
etablerade	gevestigde	etablera	vestigen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
etablerade	gevestigd	etablera	vestigen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
saknade	ontbreekt	sakna	ontbreken	V;IND;PST;FIN;ACT	V;SG;PRS;FIN
ring	ring	ring	ring	V;IMP;FIN;ACT	N;MASC+FEM;SG
ring	oproep	ring	oproep	V;IMP;FIN;ACT	N;MASC+FEM;SG
boris	boris	boris	boris	PROPN;NOM	N;MASC+FEM;SG
joão	joão	joão	joão	PROPN;NOM	N;MASC+FEM;SG
eduard	eduard	eduard	eduard	PROPN;NOM	PROPN;MASC+FEM;SG
hansen	hanson	han	hanson	PROPN;NOM	N;MASC+FEM;SG
hansen	hansen	han	hans	PROPN;NOM	N;PL
minska	afname	minska	afname	V;IMP;NFIN;ACT	N;MASC+FEM;SG
minska	daling	minska	daling	V;IMP;NFIN;ACT	N;MASC+FEM;SG
minska	vermindering	minska	vermindering	V;IMP;NFIN;ACT	N;MASC+FEM;SG
efterträdare	opvolgers	efterträdare	opvolger	N;NOM;INDF;MASC+FEM;SG	N;PL
blad	bladeren	blad	blad	N;NOM;INDF;NEUT;SG	N;PL
blad	blaadjes	blad	blad	N;NOM;INDF;NEUT;SG	N;PL
blad	laken	blad	laak	N;NOM;INDF;NEUT;SG	V;NFIN
blad	vellen	blad	vellen	N;NOM;INDF;NEUT;SG	N;PL
blad	lakens	blad	laken	N;NOM;INDF;NEUT;SG	N;PL
blad	bladen	blad	blad	N;NOM;INDF;NEUT;SG	N;PL
blad	messen	blad	mes	N;NOM;INDF;NEUT;SG	N;PL
borta	gone	borta	goon	ADV	
segrar	wint	segra	winnen	N;NOM;INDF;MASC+FEM;PL	V;SG;PRS;FIN
drag	verplaatsen	drag	verplaatsen	N;NOM;INDF;NEUT;SG	V;NFIN
drag	bewegen	drag	bewegen	N;NOM;INDF;NEUT;SG	V;NFIN
drag	beweeg	drag	bewegen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
drag	verplaats	drag	verplaats	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
drag	verslepen	drag	verslijpen	N;NOM;INDF;NEUT;SG	V;NFIN
drag	slepen	drag	slepen	N;NOM;INDF;NEUT;SG	V;NFIN
drag	moves	drag	moves	N;NOM;INDF;NEUT;SG	N;PL
drag	beweegt	drag	bewegen	N;NOM;INDF;NEUT;SG	V;SG;PRS;FIN
drag	uitzettingen	drag	uitzetting	N;NOM;INDF;NEUT;SG	N;PL
tillverkade	made	tillverkad	made	ADJ;NOM;PL;PST;V.PTCP	
tillverkade	gemaakt	tillverkad	maken	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tillverkade	vervaardigde	tillverkad	vervaardigen	ADJ;NOM;PL;PST;V.PTCP	V;SG;PST;FIN
tillverkade	gefabriceerd	tillverkad	fabriceren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tillverkade	geproduceerd	tillverkad	produceren	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
tillverkade	vervaardigd	tillverkad	vervaardigen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
absolut	absoluut	absolut	absoluut	ADV	ADJ
absolut	absolute	absolut	absoluut	ADV	ADJ
iowa	iowa	iowa	iowa	PROPN;NOM	PROPN;NEUT;SG
torn	torens	torn	torens	N;NOM;INDF;NEUT;SG	N;PL
nominerad	voordracht	nominera	voordracht	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
nominerad	nominatie	nominera	nominatie	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;MASC+FEM;SG
nominerad	nomineren	nominera	nomineren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN
nominerad	voorgedragen	nominera	voordragen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
nominerad	genomineerd	nominera	nomineren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
dance	dansen	danc	dansen	N;NOM;INDF;NEUT;SG	V;NFIN
utvecklat	ontwikkelden	utvecklad	ontwikkelen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;FIN
utvecklat	ontwikkelde	utvecklad	ontwikkelen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SG;PST;FIN
utvecklat	ontwikkeld	utvecklad	ontwikkelen	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
utvecklat	geëvolueerd	utvecklad	volueren	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;V.PTCP
förare	chauffeur	förare	chauffeur	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
förare	stuurprogramma	förare	stuurprogramma	N;NOM;INDF;MASC+FEM;PL	N;NEUT;SG
förare	driver	förare	driver	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
förare	bestuurder	förare	bestuurder	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
metoder	methodologie	metod	methodologie	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
metoder	methode	metod	methode	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
metoder	methodiek	metod	methodiek	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
raymond	raymond	raymond	raymond	PROPN;NOM	N;MASC+FEM;SG
borgmästare	burgemeester	borgmästare	burgemeester	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
eugen	eugen	eugen	eugen	PROPN;NOM	N;MASC+FEM;SG
cooper	cooper	coop	cooper	PROPN;NOM	N;MASC+FEM;SG
botswana	botswana	botswana	botswana	PROPN;NOM	N;NEUT;SG
stannade	gebleven	stanna	blijven	V;IND;PST;FIN;ACT	V;V.PTCP
stannade	bleef	stanna	blijven	V;IND;PST;FIN;ACT	V;SG;PST;FIN
donald	donald	donal	donald	PROPN;NOM	N;MASC+FEM;SG
nederländska	nederlandse	nederländsk	nederlands	N;NOM;INDF;MASC+FEM;SG	ADJ
nederländska	nederlands	nederländsk	nederland	N;NOM;INDF;MASC+FEM;SG	ADJ
nederländska	nederlanders	nederländsk	nederlander	N;NOM;INDF;MASC+FEM;SG	N;PL
redigera	edit	rediger	edit	V;IMP;FIN;ACT	N;MASC+FEM;SG
intervju	interviewen	intervju	interviewen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
lindgren	lindgren	lindgr	lindgren	N;NOM;DEF;MASC+FEM;SG	N;PL
premier	premier	premie	premier	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
förlust	verliezen	förlust	verliezen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
förlust	verliezen	förlust	verliezen	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vald	uitverkorene	välja	uitverkoren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	uitgekozen	välja	uitkiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	gekozen	välja	kiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	uitverkoren	välja	uitverkoren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	verkozen	välja	verkiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	gekozen	välja	kiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	geselecteerde	välja	selecteren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	geselecteerd	välja	selecteren	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	uitgekozen	välja	uitkiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
vald	gekozen	välja	kiezen	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.PTCP
andre	andre	annan	andre	ADJ;NOM;DEF;MASC;SG	N;MASC+FEM;SG
andre	andré	annan	andré	ADJ;NOM;DEF;MASC;SG	N;MASC+FEM;SG
avtal	contracten	avtal	contract	N;NOM;INDF;NEUT;SG	N;PL
avtal	akkoord	avtal	akkoord	N;NOM;INDF;NEUT;SG	ADJ
avtal	akkoorden	avtal	akkoord	N;NOM;INDF;NEUT;SG	N;PL
avtal	overeenkomsten	avtal	overeenkomsten	N;NOM;INDF;NEUT;SG	N;PL
spencer	spencer	spencer	spencer	PROPN;NOM	N;MASC+FEM;SG
utbildade	geschoold	utbilda	scholen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
utbildade	opgeleid	utbilda	opleiden	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
utbildade	onderwezen	utbilda	onderwezen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
utbildade	opgeleid	utbilda	opleiden	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
utbildade	getrainde	utbilda	trainen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
utbildade	getraind	utbilda	trainen	ADJ;NOM;PL;PST;V.PTCP	V;V.PTCP
musikaliska	musical	musikalisk	musical	ADJ;NOM;PL	N;MASC+FEM;SG
jon	jon	jon	jon	PROPN;NOM	PROPN;MASC+FEM;SG
anhängare	aanhanger	anhängare	aanhanger	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
anhängare	supporter	anhängare	supporter	N;NOM;INDF;MASC+FEM;PL	N;MASC+FEM;SG
higgins	higgins	higga	higgins	PROPN;NOM	N;MASC+FEM;SG
