터치스크린	pekskärm	터치스크린	pekskärm		N;NOM;INDF;MASC+FEM;SG
불가피한	ofrånkomligt	불가피+하+ㄴ	ofrånkomlig	V	ADJ;NOM;INDF;NEUT;SG
불가피한	oundvikliga	불가피+하+ㄴ	oundviklig	V	ADJ;NOM;PL
바바라	barbara	바바+라	barbar		PROPN;NOM
레아	rhea	레아	rhea		PROPN;NOM
레아	lea	레아	lea		PROPN;NOM
아톰	atom	아톰	atom		N;NOM;INDF;MASC+FEM;SG
마시기	dricka	말+시+기	dricka		V;IMP;NFIN;ACT
마시기	supa	말+시+기	supa		V;IMP;FIN;ACT
마시기	dricker	말+시+기	drick		V;IND;PRS;FIN;ACT
마시기	drickande	말+시+기	drickande		ADJ;NOM;PRS;V.PTCP
류블랴나	ljubljana	류블+히+나	ljublja	PROPN	N;NOM;INDF;MASC+FEM;SG
위생	sanitära	위생	sanitär	N	ADJ;NOM;PL
팩터	zin	팩터	jag		N;NOM;INDF;MASC+FEM;SG
팩터	faktorn	팩터	faktor		N;NOM;DEF;MASC+FEM;SG
팩터	faktor	팩터	faktor		N;NOM;INDF;MASC+FEM;SG
올라프	olaf	올라프	olaf		PROPN;NOM
노예제	slav	노예제	slav	N	ADJ;NOM;INDF;MASC+FEM;SG
아쉬운	easy	아쉽+ㄴ	easy	ADJ	N;NOM;MASC+FEM;SG
인류학	antropologiska	인류학	antropologisk	N	ADJ;NOM;PL
레이어	lager	레이어	lag		N;NOM;INDF;MASC+FEM;PL
레이어	skikt	레이어	skikt		N;NOM;INDF;NEUT;SG
레이어	lager	레이어	lag		N;NOM;INDF;MASC+FEM;PL
레이어	skikt	레이어	skikt		N;NOM;INDF;NEUT;SG
집착	besatt	집착	besatta	N	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
집착	besatta	집착	besatta	N	ADJ;NOM;PL;PST;V.PTCP
음주	dricka	음주	dricka		V;IMP;NFIN;ACT
음주	supa	음주	supa		V;IMP;FIN;ACT
음주	dricker	음주	drick		V;IND;PRS;FIN;ACT
음주	drickande	음주	drickande		ADJ;NOM;PRS;V.PTCP
음주	rus	음주	rus		N;NOM;INDF;NEUT;SG
음주	berusning	음주	berusning		N;NOM;INDF;MASC+FEM;SG
스프린트	sprint	스프린트	sprint		N;NOM;INDF;MASC+FEM;SG
어리석은	dumt	어리석+ㄴ	dumt		ADJ;NOM;INDF;NEUT;SG
호프만	hoffmann	호프+만	hoffmann	PROPN	PROPN;NOM
호프만	hoffman	호프+만	hoffma	PROPN	PROPN;NOM
팍스	pax	팍스	pax		N;NOM;INDF;MASC+FEM;SG
패티	patti	패티	patti		PROPN;NOM
패티	patty	패티	patty		PROPN;NOM
보일러	pannan	보이러	pannan		N;NOM;DEF;MASC+FEM;SG
보일러	panna	보이러	panna		N;NOM;INDF;MASC+FEM;SG
보일러	pannor	보이러	pannor		N;NOM;INDF;MASC+FEM;PL
신선	färskt	신선	färsk		N;NOM;INDF;NEUT;SG
신선	färsk	신선	färsk		N;NOM;INDF;MASC+FEM;SG
신선	fräsch	신선	fräsch		ADJ;NOM;INDF;MASC+FEM;SG
신선	färska	신선	färsk		N;NOM;INDF;MASC+FEM;SG
에이커	tunnland	에이커	tunnland		N;NOM;INDF;NEUT;SG
에이커	tunnland	에이커	tunnland		N;NOM;INDF;NEUT;SG
에이커	hektar	에이커	hektar		N;NOM;INDF;NEUT;SG
광둥어	kantonesiska	광둥어	kantonesisk	PROPN	N;NOM;INDF;MASC+FEM;SG
조차도	jämn	조차도	jämn		ADJ;NOM;INDF;MASC+FEM;SG
조차도	även	조차도	även		ADV
가루	krut	가루	krut		N;NOM;INDF;NEUT;SG
가루	puder	가루	puder		N;NOM;INDF;NEUT;SG
가루	pulver	가루	pulver		N;NOM;INDF;NEUT;SG
가루	powder	가루	powder		N;NOM;INDF;MASC+FEM;SG
구출	rädda	구출	rädda	N	V;IMP;NFIN;ACT
구출	räddar	구출	rädda	N	V;IND;PRS;FIN;ACT
리히터	richter	리히터	richt		PROPN;NOM
아르곤	argon	아르곤	argon		N;NOM;INDF;NEUT;SG
웨슬리	wesley	웨슬리	wesley		PROPN;NOM
니제르	niger	니제르	niga	PROPN	N;NOM;INDF;MASC+FEM;SG
퀸시	quincy	퀸시	quincy		PROPN;NOM
숭배	dyrkar	숭배	dyrka	N	V;IND;PRS;FIN;ACT
숭배	dyrka	숭배	dyrka	N	V;IMP;NFIN;ACT
숭배	tillbe	숭배	tillbe	N	V;IMP;FIN;ACT
독성	giftiga	독성	giftig	N	ADJ;NOM;PL
독성	toxisk	독성	toxisk	N	ADJ;NOM;INDF;MASC+FEM;SG
독성	giftig	독성	giftig	N	ADJ;NOM;INDF;MASC+FEM;SG
독성	giftigt	독성	giftig	N	ADJ;NOM;INDF;NEUT;SG
트릭	trick	트릭	trick		N;NOM;INDF;NEUT;SG
트릭	bus	트릭	bus		N;NOM;INDF;MASC+FEM;SG
트릭	tricket	트릭	trick		N;NOM;DEF;NEUT;SG
트릭	trick	트릭	trick		N;NOM;INDF;NEUT;SG
트릭	tricks	트릭	tricka		N;NOM;INDF;MASC+FEM;PL
트릭	knep	트릭	knep		N;NOM;INDF;NEUT;SG
트릭	konster	트릭	konst		N;NOM;INDF;MASC+FEM;PL
코멘트	kommentera	코멘트	kommentera		V;IMP;FIN;ACT
코멘트	kommentar	코멘트	kommentar		N;NOM;INDF;MASC+FEM;SG
영사	konsuln	영사	konsuln	N	PROPN;NOM
루안다	luanda	루안+이+다	luanda	PROPN	N;NOM;INDF;MASC+FEM;SG
휘슬러	whistler	휘슬르+어	phistla		PROPN;NOM
도난	stulen	돕+이+ㄴ	stul		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
도난	stulet	돕+이+ㄴ	stul		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
도난	stulit	돕+이+ㄴ	stulit		V;V.CVB;ACT
도난	stulna	돕+이+ㄴ	stuln		ADJ;NOM;PL
도난	stöld	돕+이+ㄴ	stöld		N;NOM;INDF;MASC+FEM;SG
도난	stölder	돕+이+ㄴ	stöld		N;NOM;INDF;MASC+FEM;PL
유명인	berömt	유명+이+ㄴ	beröma	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
유명인	kända	유명+이+ㄴ	känd	V	ADJ;NOM;PL;PST;V.PTCP
유명인	berömd	유명+이+ㄴ	berömd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
유명인	känd	유명+이+ㄴ	känd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
유명인	berömda	유명+이+ㄴ	berömma	V	ADJ;NOM;PL;PST;V.PTCP
웨어	ware	웨+어	ware		N;NOM;INDF;NEUT;SG
그라츠	graz	그라츠	graz	PROPN	PROPN;NOM
탬파	tampa	탬파	tampa	PROPN	PROPN;NOM
팔라우	palau	팔라우	palau		N;NOM;INDF;NEUT;SG
카리스마	karisma	카리스마	karism		N;NOM;INDF;MASC+FEM;SG
카리스마	utstrålning	카리스마	utstrålning		N;NOM;INDF;MASC+FEM;SG
카리스마	karismatisk	카리스마	karismatisk		ADJ;NOM;INDF;MASC+FEM;SG
자치령	herravälde	자치령	herravälde		N;NOM;INDF;NEUT;SG
매니토바	manitoba	매니토바	manitoba	PROPN	PROPN;NOM
헤이	tjena	헤+이	tjena		V;IMP;FIN;ACT
헤이	hej	헤+이	hej		N;NOM;INDF;MASC+FEM;SG
준수	överensstämmer	준수	överensstämma	N	V;IND;PRS;FIN;ACT
중서부	mellanvästern	중서부	mellanväster		N;NOM;DEF;MASC+FEM;SG
티나	tina	티+나	tin		N;NOM;INDF;MASC+FEM;SG
마스터링	behärska	마스터링	behärsk		V;IMP;FIN;ACT
마스터링	bemästra	마스터링	bemästra		V;NFIN;ACT
종속	beroende	종속	beroende		ADJ;NOM;PRS;V.PTCP
종속	avhängiga	종속	avhängig		ADJ;NOM;PL
종속	beroende	종속	beroende		ADJ;NOM;PRS;V.PTCP
종속	beroenden	종속	beroende		N;NOM;INDF;NEUT;PL
볼드윈	baldwin	볼드윈	baldöi		PROPN;NOM
크레인	kranar	크레인	krana		N;NOM;INDF;MASC+FEM;PL
크레인	kran	크레인	kran		N;NOM;INDF;MASC+FEM;SG
크레인	crane	크레인	crane		PROPN;NOM
체코어	tjeckiska	체코어	tjeckisk		N;NOM;INDF;MASC+FEM;SG
체코어	tjeckien	체코어	tjeckien		PROPN;NOM
알레그로	allegro	알레그+로	allegro		N;NOM;INDF;MASC+FEM;SG
젖은	blöt	젖+ㄴ	blyta	V	ADJ;NOM;INDF;MASC+FEM;SG
젖은	blöta	젖+ㄴ	blöta	V	ADJ;NOM;PL
젖은	våt	젖+ㄴ	vita	V	ADJ;NOM;INDF;MASC+FEM;SG
젖은	vått	젖+ㄴ	vitta	V	N;NOM;INDF;NEUT;SG
젖은	blött	젖+ㄴ	blö	V	ADJ;NOM;INDF;NEUT;SG
행크	hank	행크	hank	PROPN	PROPN;NOM
싸인	autograf	싸이+ㄴ	autograf		N;NOM;INDF;MASC+FEM;SG
태평	taiping	태평	taiping		PROPN;NOM
위임	delegation	위임	delegation		N;NOM;INDF;MASC+FEM;SG
위임	delegationen	위임	delegation		N;NOM;DEF;MASC+FEM;SG
위임	delegerad	위임	delegerad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
위임	delegerade	위임	delegera		ADJ;NOM;PL;PST;V.PTCP
슈나이더	schneider	슈나이더	schneider		N;NOM;INDF;MASC+FEM;PL
프린시페	príncipe	프린시페	príncipe	PROPN	N;NOM;INDF;MASC+FEM;SG
걸음	stride	걸음	stride		N;NOM;INDF;MASC+FEM;SG
걸음	kliv	걸음	kliv		V;IMP;FIN;ACT
걸음	step	걸음	step		N;NOM;INDF;NEUT;SG
걸음	steg	걸음	steg		N;NOM;INDF;NEUT;SG
걸음	fotsteg	걸음	fotsteg		N;NOM;INDF;NEUT;SG
걸음	steg	걸음	steg		N;NOM;INDF;NEUT;SG
걸음	trappsteg	걸음	trappsteg		N;NOM;INDF;NEUT;PL
세븐틴	sjutton	세븐틴	sjutton		NUM;NOM
세븐틴	seventeen	세븐틴	sevente		N;NOM;DEF;MASC+FEM;SG
할렐루야	halleluja	할쓸루+어야	halleluja		N;NOM;INDF;NEUT;SG
주머니	pocket	주머니	pocket		N;NOM;INDF;NEUT;SG
주머니	fickan	주머니	ficka		N;NOM;DEF;MASC+FEM;SG
주머니	ficka	주머니	ficka		N;NOM;INDF;MASC+FEM;SG
주머니	pung	주머니	pung		N;NOM;INDF;MASC+FEM;SG
주머니	påse	주머니	påse		N;NOM;INDF;MASC+FEM;SG
주머니	fickor	주머니	ficka		N;NOM;INDF;MASC+FEM;PL
덮개	täcka	덮개	täcka		V;IMP;FIN;ACT
덮개	omslag	덮개	omslag		N;NOM;INDF;NEUT;SG
스펀지	svampen	스펀지	svamp		N;NOM;DEF;MASC+FEM;SG
스펀지	svamp	스펀지	svamp		N;NOM;INDF;MASC+FEM;SG
노키아	nokia	노키아	nokia		PROPN;NOM
클리프	klippan	클리프	klippa		N;NOM;DEF;MASC+FEM;SG
클리프	klippa	클리프	klippa		V;IMP;FIN;ACT
클리프	cliff	클리프	cliff		PROPN;NOM
톰프슨	thompson	톰프슨	thompson	PROPN	PROPN;NOM
톰프슨	thomson	톰프슨	thomson	PROPN	PROPN;NOM
파푸아	papua	파푸아	papua	PROPN	PROPN;NOM
록펠러	rockefeller	록펠러	rockefeller	PROPN	N;NOM;INDF;MASC+FEM;SG
우치	łódź	우치	łódź		PROPN;NOM
이고르	igor	이고르	igo		PROPN;NOM
맑음	klart	맑음	klar		ADJ;NOM;INDF;NEUT;SG
맑음	tydlig	맑음	tydlig		ADJ;NOM;INDF;MASC+FEM;SG
맑음	rensa	맑음	rensa		V;IMP;FIN;ACT
맑음	soligt	맑음	solig		ADJ;NOM;INDF;NEUT;SG
맑음	solig	맑음	solig		ADJ;NOM;INDF;MASC+FEM;SG
맑음	soliga	맑음	solig		ADJ;NOM;PL
직사각형	rektanglar	직사각형	rektangel		N;NOM;INDF;MASC+FEM;PL
직사각형	rektangel	직사각형	rektangel		N;NOM;INDF;MASC+FEM;SG
직사각형	rektangulära	직사각형	rektangulär		ADJ;NOM;PL
직사각형	rektangulär	직사각형	rektangulär		ADJ;NOM;INDF;MASC+FEM;SG
최소화	minimera	최소화	minimera		V;IMP;FIN;ACT
최소화	minimera	최소화	minimera		V;IMP;FIN;ACT
재미	roliga	재미	rolig	N	ADJ;NOM;PL
재미	kul	재미	kul	N	INTJ
재미	rolig	재미	rolig	N	ADJ;NOM;INDF;MASC+FEM;SG
재미	roligt	재미	rolig	N	ADJ;NOM;INDF;NEUT;SG
히스	heath	히스	heath		N;NOM;INDF;MASC+FEM;SG
미치	mitch	미치	mitch		PROPN;NOM
몰수	konfiskera	몰수	konfiskera	N	V;NFIN;ACT
몰수	förverkat	몰수	förverkad	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
몰수	förverkande	몰수	förverkande	N	ADJ;NOM;PRS;V.PTCP
몰수	konfiskerade	몰수	konfiskera	N	ADJ;NOM;PL;PST;V.PTCP
몰수	beslagtog	몰수	beslagtog	N	V;IND;PST;FIN;ACT
드라큘라	dracula	드라큘+이+라	dracul		N;NOM;INDF;MASC+FEM;SG
악화	förvärrade	악화	förvärra	N	ADJ;NOM;PL;PST;V.PTCP
악화	sämre	악화	dålig	N	ADV;CMPR
악화	värre	악화	ond	N	ADJ;NOM;CMPR
커크	kirk	커크	kirk		PROPN;NOM
테오도시우스	theodosius	테오도시우스	theodosius	PROPN	PROPN;GEN
콘티넨탈	continental	콘티넨탈	continental		N;NOM;INDF;MASC+FEM;SG
콘티넨탈	kontinental	콘티넨탈	kontinental		N;NOM;INDF;MASC+FEM;SG
콘티넨탈	kontinentala	콘티넨탈	kontinental		ADJ;NOM;PL
브릿지	bridges	브릿지	bridg		PROPN;NOM
브릿지	broarna	브릿지	bro		N;NOM;DEF;MASC+FEM;PL
브릿지	broar	브릿지	bro		N;NOM;INDF;MASC+FEM;PL
칵테일	cocktails	무테+이+ㄹ	cocktails		N;NOM;INDF;MASC+FEM;SG
칵테일	drinkar	무테+이+ㄹ	drinka		N;NOM;INDF;MASC+FEM;PL
칵테일	cocktail	무테+이+ㄹ	cocktail		N;NOM;INDF;MASC+FEM;SG
머무르고	vistelse	머무르+고	vistelse	V	N;NOM;INDF;MASC+FEM;SG
머무르고	stay	머무르+고	stay	V	N;NOM;INDF;MASC+FEM;SG
동남아	sydöstra	동남아	sydöstra		ADJ;NOM;DEF;SG
동남아	sydost	동남아	sydost		ADV
동남아	sydöst	동남아	sydöst		N;NOM;INDF;MASC+FEM;SG
프리웨어	freeware	프리웨어	freeware		N;NOM;INDF;MASC+FEM;SG
카트만두	katmandu	카트만두	katmandu	PROPN	PROPN;NOM
프라이	fry	프라이	fry		PROPN;NOM
스팀	ånga	스팀	ånga		N;NOM;INDF;MASC+FEM;SG
유리카	erica	유리카	eric		PROPN;NOM
출퇴근	pendlar	출퇴근	pendla	N	V;IND;PRS;FIN;ACT
출퇴근	pendla	출퇴근	pendla	N	V;IMP;FIN;ACT
출퇴근	pendlar	출퇴근	pendla	N	V;IND;PRS;FIN;ACT
마지	marge	마지	marge		N;NOM;DEF;MASC+FEM;SG
하우	howe	하우	hone		PROPN;NOM
언더우드	underwood	언더우드	underwood		PROPN;NOM
네이티브	infödda	네이티브	infödd		ADJ;NOM;PL;PST;V.PTCP
네이티브	inhemska	네이티브	inhemsk		ADJ;NOM;PL
손잡이	knopp	손잡이	knopp		N;NOM;INDF;MASC+FEM;SG
손잡이	handtaget	손잡이	handtag		N;NOM;DEF;NEUT;SG
손잡이	handtag	손잡이	handtag		N;NOM;INDF;NEUT;SG
손잡이	hantera	손잡이	hantera		V;IMP;FIN;ACT
코코넛	kokosnöt	코코넛	kokosnöt		N;NOM;INDF;MASC+FEM;SG
코코넛	kokos	코코넛	koko		N;NOM;INDF;MASC+FEM;SG
코코넛	kokosnötter	코코넛	kokosnött		N;NOM;INDF;MASC+FEM;PL
고릴라	gorilla	고릴라	gorill		N;NOM;INDF;MASC+FEM;SG
고릴라	gorillor	고릴라	gorillor		N;NOM;INDF;MASC+FEM;PL
고릴라	gorillan	고릴라	gorillan		N;NOM;DEF;MASC+FEM;SG
고릴라	gorillor	고릴라	gorillor		N;NOM;INDF;MASC+FEM;PL
하마	flodhäst	하마	flodhäst		N;NOM;INDF;MASC+FEM;SG
하마	flodhästar	하마	flodhäst		N;NOM;INDF;MASC+FEM;PL
하마	flodhäst	하마	flodhäst		N;NOM;INDF;MASC+FEM;SG
비테르보	viterbo	비테르보	viterbo	PROPN	PROPN;NOM
보완	kompletterar	보완	komplettera		V;IND;PRS;FIN;ACT
보완	kompletteringar	보완	komplettering		N;NOM;INDF;MASC+FEM;PL
보완	kompletterar	보완	komplettera		V;IND;PRS;FIN;ACT
보완	komplettera	보완	komplettera		V;IMP;NFIN;ACT
보완	komplement	보완	komplement		N;NOM;INDF;NEUT;SG
보완	kompletterande	보완	komplettera		ADJ;NOM;PRS;V.PTCP
좋아요	okej	좋+아+요	okej		INTJ
웃음	skrattar	웃음	skratta		V;IND;PRS;FIN;ACT
웃음	skrattar	웃음	skratta		V;IND;PRS;FIN;ACT
웃음	skratta	웃음	skratt		V;IMP;FIN;ACT
웃음	skrattar	웃음	skratta		V;IND;PRS;FIN;ACT
웃음	skratta	웃음	skratt		V;IMP;FIN;ACT
웃음	skratt	웃음	skratt		N;NOM;INDF;NEUT;SG
웃음	skrattet	웃음	skratt		N;NOM;DEF;NEUT;SG
웃음	skratt	웃음	skratt		N;NOM;INDF;NEUT;SG
루가	luke	루+가	luke		PROPN;NOM
루가	lukas	루+가	luka		PROPN;NOM
콜론	colón	콜론	colón		PROPN;NOM
콜론	kolon	콜론	kolon		N;NOM;INDF;NEUT;SG
아이유	child	아이유	child		N;NOM;INDF;MASC+FEM;SG
아이유	barn	아이유	barn		N;NOM;INDF;NEUT;PL
피에몬테	piemonte	피에몬테	piemonte		N;NOM;INDF;MASC+FEM;SG
먹어	äter	먹+어	äta		V;IND;PRS;FIN;ACT
먹어	äta	먹+어	äta		V;IMP;FIN;ACT
먹어	ät	먹+어	ät		V;IMP;FIN;ACT
브랜던	brandon	브던+던	brandon		PROPN;NOM
리아	lea	리아	lea		PROPN;NOM
리아	leah	리아	leah		PROPN;NOM
리아	lia	리아	lia		N;NOM;INDF;MASC+FEM;SG
