और	et	और	et		CONJ
शाब्दिक	littérale	शाब्दिक	littéral	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
शाब्दिक	littéral	शाब्दिक	littéral	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
चौक	chowk	चौक	chowk	N;NOM;MASC;SG;3	PROPN
खूब	bien	खूब	bien		ADV
खूब	puits	खूब	puits		N;MASC;SG
खूब	bah	खूब	bah		
आतंकवादी	terroriste	आतंकवादी	terroriste	N;NOM;MASC;PL;3	ADJ;MASC;SG
प्रतिबंधित	restreindre	प्रतिबंधित	restreindre	ADJ	V;NFIN
प्रतिबंधित	limiter	प्रतिबंधित	limiter	ADJ	V;NFIN
प्रतिबंधित	limité	प्रतिबंधित	limiter	ADJ	V;MASC;SG;PST;V.PTCP
प्रतिबंधित	interdits	प्रतिबंधित	interdire	ADJ	V;MASC;PL;PST;V.PTCP
प्रतिबंधित	interdite	प्रतिबंधित	interdire	ADJ	V;FEM;SG;PST;V.PTCP
प्रतिबंधित	interdit	प्रतिबंधित	interdire	ADJ	V;MASC;SG;PST;V.PTCP
प्रतिबंधित	bannis	प्रतिबंधित	bannis	ADJ	V;MASC;PL;PST;V.PTCP
प्रतिबंधित	bannie	प्रतिबंधित	bannir	ADJ	V;FEM;SG;PST;V.PTCP
न्यूटन	newton	न्यूटन	newton	PROPN;NOM;MASC;SG;3	PROPN
पारस्परिक	mutuelle	पारस्परिक	mutuel	N;NOM;MASC;SG;3	ADJ;FEM;SG
पारस्परिक	réciproque	पारस्परिक	réciproque	N;NOM;MASC;SG;3	ADJ;FEM;SG
पारस्परिक	mutuel	पारस्परिक	mutuel	N;NOM;MASC;SG;3	ADJ;MASC;SG
पारस्परिक	mutuelles	पारस्परिक	mutuelles	N;NOM;MASC;SG;3	ADJ;FEM;PL
अद्यतन	actualiser	अद्यतन	actualiser	N;NOM;MASC;SG;3	V;NFIN
पारम्परिक	traditionnelles	पारम्परिक	traditionnel	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
पारम्परिक	traditionnel	पारम्परिक	traditionnel	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
पारम्परिक	traditionnelle	पारम्परिक	traditionnel	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
पारम्परिक	traditionnels	पारम्परिक	traditionnel	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
विलुप्त	éteinte	विलुप्त	éteinte	PROPN;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
विलुप्त	éteint	विलुप्त	éteindre	PROPN;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
विलुप्त	éteints	विलुप्त	éteint	PROPN;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
सिक्किम	sikkim	सिक्किम	sikkim	PROPN;NOM;MASC;SG;3	PROPN
प्रशिक्षित	formés	प्रशिक्षित	former	ADJ	V;MASC;PL;PST;V.PTCP
प्रशिक्षित	entraîné	प्रशिक्षित	entraîner	ADJ	V;MASC;SG;PST;V.PTCP
प्रशिक्षित	formé	प्रशिक्षित	former	ADJ	V;MASC;SG;PST;V.PTCP
सैद्धांतिक	théoriques	सैद्धांतिक	théorique	PROPN;NOM;SG;3	ADJ;MASC;PL
सैद्धांतिक	théorique	सैद्धांतिक	théorique	PROPN;NOM;SG;3	ADJ;MASC;SG
स्पेनी	espagnol	स्पेनी	espagnol	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
स्पेनी	espagnole	स्पेनी	espagnol	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
स्पेनी	espagnols	स्पेनी	espagnol	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
पौधा	végétal	पौधा	végétal	N;NOM;MASC;SG;3	ADJ;MASC;SG
माई	mai	माई	mai		N;MASC;SG
संलग्न	joindre	संलग्न	joindre		V;NFIN
संलग्न	attacher	संलग्न	attacher		V;NFIN
संलग्न	contigus	संलग्न	contigu		ADJ;MASC;PL
संलग्न	contiguës	संलग्न	contiguer		ADJ;FEM;PL
संलग्न	attachée	संलग्न	attacher		V;FEM;SG;PST;V.PTCP
संलग्न	attaché	संलग्न	attacher		V;MASC;SG;PST;V.PTCP
संलग्न	attachées	संलग्न	attacher		V;FEM;PL;PST;V.PTCP
संलग्न	attachés	संलग्न	attacher		V;MASC;PL;PST;V.PTCP
होम	maison	होम	maison		N;FEM;SG
होम	domicile	होम	domicile		N;MASC;SG
होम	accueil	होम	accueil		N;MASC;SG
बन्द	off	बंद	off		
बन्द	hors	बंद	hors		ADP
बन्द	fermée	बंद	fermer		V;FEM;SG;PST;V.PTCP
बन्द	fermé	बंद	fermer		V;MASC;SG;PST;V.PTCP
बन्द	fermés	बंद	fermer		V;MASC;PL;PST;V.PTCP
बन्द	clos	बंद	clore		ADJ;MASC;SG
बन्द	fermer	बंद	fermer		V;NFIN
बन्द	proche	बंद	proche		ADJ;MASC;SG
कब	lorsque	कब	lorsque	PRO	CONJ
कब	quand	कब	quand	PRO	CONJ
समावेश	inclusions	समावेश	inclusion	N;NOM;MASC;SG;3	N;FEM;PL
खुदाई	fouilles	खुदाई	fouille	N;NOM;FEM;SG;3	N;FEM;PL
खुदाई	creuser	खुदाई	creuser	N;NOM;FEM;SG;3	V;NFIN
खुदाई	creuse	खुदाई	creux	N;NOM;FEM;SG;3	ADJ;FEM;SG
खुदाई	forages	खुदाई	forage	N;NOM;FEM;SG;3	N;MASC;PL
भरत	bharat	भरत	bharat	PROPN;NOM;MASC;SG;3	PROPN
भरत	bharata	भरत	bharata	PROPN;NOM;MASC;SG;3	N;MASC;SG
बीस	twenty	बीस	twenty	NUM	PROPN
शिकायत	plaintes	शिकायत	plainte	N;NOM;FEM;SG;3	N;FEM;PL
शिकायत	réclamations	शिकायत	réclamation	N;NOM;FEM;SG;3	N;FEM;PL
शिकायत	plaintes	शिकायत	plainte	N;NOM;FEM;SG;3	N;FEM;PL
शिकायत	plaindre	शिकायत	plaindre	N;NOM;FEM;SG;3	V;NFIN
टेलीविज़न	télévisions	टेलीविज़न	télévision	N;NOM;MASC;SG;3	N;FEM;PL
टेलीविज़न	téléviseurs	टेलीविज़न	téléviseur	N;NOM;MASC;SG;3	N;MASC;PL
अन्ना	anna	अन्ना	anna	PROPN;NOM;MASC;SG;3	PROPN
विन्यास	paramètres	विन्यास	paramètre	N;NOM;MASC;SG;3	N;MASC;PL
विन्यास	réglages	विन्यास	réglage	N;NOM;MASC;SG;3	N;MASC;PL
ध्रुवीय	polar	ध्रुवीय	polar	PROPN;NOM;SG;3	N;MASC;SG
ध्रुवीय	polaires	ध्रुवीय	polaire	PROPN;NOM;SG;3	ADJ;MASC;PL
ध्रुवीय	polaire	ध्रुवीय	polaire	PROPN;NOM;SG;3	ADJ;MASC;SG
पार्श्व	flanc	पार्श्व	flanc		N;MASC;SG
पार्श्व	latéraux	पार्श्व	latéral		ADJ;MASC;PL
पार्श्व	côté	पार्श्व	côté		N;MASC;SG
पार्श्व	latérale	पार्श्व	latéral		ADJ;FEM;SG
पार्श्व	latéral	पार्श्व	latéral		N;MASC;SG
घड़ी	horloges	घड़ा	horloge	N;NOM;FEM;SG;3	N;FEM;PL
रोशनी	lumières	रोशनी	lumière	N;NOM;FEM;SG;3	N;FEM;PL
रोशनी	luminaires	रोशनी	luminaire	N;NOM;FEM;SG;3	N;MASC;PL
रोशनी	légère	रोशनी	léger	N;NOM;FEM;SG;3	ADJ;FEM;SG
रोशनी	léger	रोशनी	léger	N;NOM;FEM;SG;3	ADJ;MASC;SG
आलोचक	critique	आलोचक	critique	N;NOM;MASC;SG;3	ADJ;MASC;SG
डीएनए	adn	डीएनए	adn	PROPN;NOM;MASC;SG;3	N;MASC;SG
नाना	nana	नाना	nana		N;FEM;SG
नाना	mamie	नाना	mamie		N;FEM;SG
स्पर्श	toucher	स्पर्श	toucher		V;NFIN
स्पर्श	touchez	स्पर्श	toucher		V;IMP;PL;2;PRS;FIN
स्पर्श	touch	स्पर्श	touch		N;MASC;SG
स्पर्श	touche	स्पर्श	touche		N;FEM;SG
वनों	déboisement	वन	déboisement	N;NOM;MASC;PL;3	N;MASC;SG
वनों	déforestation	वन	déforestation	N;NOM;MASC;PL;3	N;FEM;SG
वनों	forestier	वन	forestier	N;NOM;MASC;PL;3	N;MASC;SG
वनों	forêt	वन	forêt	N;NOM;MASC;PL;3	N;FEM;SG
वनों	foret	वन	foret	N;NOM;MASC;PL;3	N;FEM;SG
वनों	forêt	वन	forêt	N;NOM;MASC;PL;3	N;FEM;SG
कृतियाँ	écrits	कृति	écrit	N;NOM;FEM;PL;3	V;MASC;PL;PST;V.PTCP
जीते	gagnées	जीत	gagnée	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
जीते	won	जीत	won	V;PFV;MASC;SG;V.PTCP;ACT	
जीते	gagnés	जीत	gagner	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
कबीर	kabir	कबीर	kabir	PROPN;NOM;MASC;SG;3	PROPN
हानिकारक	nuisibles	हानिकारक	nuisible	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
हानिकारक	nocif	हानिकारक	nocif	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
हानिकारक	nocives	हानिकारक	nocif	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
हानिकारक	nuisible	हानिकारक	nuisible	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
हानिकारक	préjudiciable	हानिकारक	préjudiciable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आमंत्रित	invité	आमंत्रित	inviter	ADJ	V;MASC;SG;PST;V.PTCP
आमंत्रित	invitée	आमंत्रित	inviter	ADJ	V;FEM;SG;PST;V.PTCP
आमंत्रित	invitées	आमंत्रित	inviter	ADJ	V;FEM;PL;PST;V.PTCP
शिल्प	shillong	शिल्प	shillong		PROPN
हिन्दुस्तान	hindustan	हिन्दुस्तान	hindustan	PROPN;NOM;MASC;SG;3	PROPN
पीला	jaunes	पीला	jaune	N;NOM;MASC;SG;3	ADJ;MASC;PL
पीला	jaune	पीला	jaune	N;NOM;MASC;SG;3	ADJ;MASC;SG
सीधी	hétéro	सीधा	hétéro	ADJ;FEM;SG	N;MASC;SG
बादल	nuages	बादल	nuage	PROPN;NOM;MASC;SG;3	N;MASC;PL
बादल	nuage	बादल	nuage	PROPN;NOM;MASC;SG;3	N;MASC;SG
बादल	cloud	बादल	cloud	PROPN;NOM;MASC;SG;3	N;MASC;SG
बादल	nuages	बादल	nuage	PROPN;NOM;MASC;SG;3	N;MASC;PL
बादल	badal	बादल	badal	PROPN;NOM;MASC;SG;3	PROPN
चंद्रमा	lunaire	चंद्रमा	lunaire	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
चंद्रमा	lune	चंद्रमा	lune	PROPN;NOM;MASC;SG;3	N;FEM;SG
चंद्रमा	moon	चंद्रमा	moon	PROPN;NOM;MASC;SG;3	PROPN
पादप	végétal	पादप	végétal	N;NOM;MASC;SG;3	ADJ;MASC;SG
चौड़ाई	largeurs	चौड़ाई	largeur	N;NOM;FEM;SG;3	N;FEM;PL
तिलक	tilak	तिलक	tilak	PROPN;NOM;MASC;SG;3	PROPN
मान्य	valables	मान्य	valable		ADJ;MASC;PL
मान्य	valide	मान्य	valide		ADJ;MASC;SG
मान्य	valable	मान्य	valable		ADJ;MASC;SG
मान्य	valides	मान्य	valide		ADJ;MASC;PL
अनुसूचित	prévu	अनुसूचित	prévoir	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
अनुसूचित	planifiée	अनुसूचित	planifier	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
अनुसूचित	programmée	अनुसूचित	programmer	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
अनुसूचित	planifié	अनुसूचित	planifier	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
अनुसूचित	programmé	अनुसूचित	programmer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
सम्पन्न	fini	संपन्न	finir		V;MASC;SG;PST;V.PTCP
सम्पन्न	terminée	संपन्न	terminer		V;FEM;SG;PST;V.PTCP
सम्पन्न	finis	संपन्न	fini		ADJ;MASC;PL
सम्पन्न	terminé	संपन्न	terminer		V;MASC;SG;PST;V.PTCP
सम्पन्न	fait	संपन्न	faire		V;MASC;SG;PST;V.PTCP
सम्पन्न	faite	संपन्न	faire		V;FEM;SG;PST;V.PTCP
हॉलीवुड	hollywood	हॉलीवुड	hollywood	PROPN;NOM;MASC;SG;3	N;MASC;SG
शहीद	martyr	शहीद	martyr	ADJ	N;MASC;SG
शहीद	martyre	शहीद	martyre	ADJ	N;MASC;SG
शहीद	martyr	शहीद	martyr	ADJ	N;MASC;SG
शहीद	martyre	शहीद	martyre	ADJ	N;MASC;SG
शहीद	shaheed	शहीद	shaheed	ADJ	PROPN
तेज़	rapide	तेज़	rapide		ADJ;MASC;SG
तेज़	rapidement	तेज़	rapidement		ADV
तेज़	vite	तेज़	vite		ADV
तेज़	rapidité	तेज़	rapidité		N;FEM;SG
तेज़	rapides	तेज़	rapide		ADJ;MASC;PL
पीछा	pourchasser	पीछा	pourchasser	N;NOM;MASC;SG;3	V;NFIN
पीछा	chase	पीछा	chase	N;NOM;MASC;SG;3	PROPN
अर्ध	quasi	अर्ध	quasi		ADV
अर्ध	semi	अर्ध	semi		N;MASC;SG
विकासशील	développer	विकासशील	développer	N;NOM;MASC;SG;3	V;NFIN
अल्प	alp	अल्प	alp		PROPN
अल्प	légère	अल्प	léger		ADJ;FEM;SG
बाई	bai	बाई	bai		PROPN
राणा	rana	राणा	rana	PROPN;NOM;MASC;SG;3	PROPN
निवेदन	demandes	निवेदन	demande	N;NOM;MASC;SG;3	N;FEM;PL
निवेदन	requêtes	निवेदन	requête	N;NOM;MASC;SG;3	N;FEM;PL
निवेदन	demander	निवेदन	demander	N;NOM;MASC;SG;3	V;NFIN
निवेदन	demandez	निवेदन	demander	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
इंदौर	indore	इंदौर	indore	PROPN;NOM;MASC;SG;3	PROPN
ब्रायन	brian	ब्रायन	brian	PROPN;NOM;MASC;SG;3	PROPN
ब्रायन	bryan	ब्रायन	bryan	PROPN;NOM;MASC;SG;3	PROPN
अनुभाग	sections	अनुभाग	section	N;NOM;MASC;SG;3	N;FEM;PL
बीसवीं	vingtième	बीसवां	vingtième	PROPN;NOM;FEM;SG;3	ADJ;MASC;SG
बीसवीं	twentieth	बीसवां	twentieth	PROPN;NOM;FEM;SG;3	PROPN
बीसवीं	xxe	बीसवां	xxe	PROPN;NOM;FEM;SG;3	ADJ;MASC;SG
रंगीन	coloré	रंगीन	coloré		V;MASC;SG;PST;V.PTCP
रंगीन	colorée	रंगीन	colorer		V;FEM;SG;PST;V.PTCP
रंगीन	colorés	रंगीन	coloré		V;MASC;PL;PST;V.PTCP
रंगीन	coloré	रंगीन	coloré		V;MASC;SG;PST;V.PTCP
रंगीन	colorée	रंगीन	colorer		V;FEM;SG;PST;V.PTCP
रंगीन	coloré	रंगीन	coloré		V;MASC;SG;PST;V.PTCP
रंगीन	colorée	रंगीन	colorer		V;FEM;SG;PST;V.PTCP
रंगीन	multicolore	रंगीन	multicolore		ADJ;MASC;SG
रंगीन	colorés	रंगीन	coloré		V;MASC;PL;PST;V.PTCP
अपेक्षित	attendus	अपेक्षित	attendre	ADP	V;MASC;PL;PST;V.PTCP
अपेक्षित	escompté	अपेक्षित	escompter	ADP	V;MASC;SG;PST;V.PTCP
अपेक्षित	attendue	अपेक्षित	attendre	ADP	V;FEM;SG;PST;V.PTCP
अपेक्षित	attendu	अपेक्षित	attendre	ADP	V;MASC;SG;PST;V.PTCP
मूलभूत	fondamentale	मूलभूत	fondamental	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूलभूत	fondamental	मूलभूत	fondamental	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूलभूत	fondamentaux	मूलभूत	fondamental	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूलभूत	basiques	मूलभूत	basique	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूलभूत	élémentaire	मूलभूत	élémentaire	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूलभूत	basique	मूलभूत	basique	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूलभूत	intrinsèque	मूलभूत	intrinsèque	N;NOM;MASC;SG;3	ADJ;FEM;SG
मूलभूत	intrinsèques	मूलभूत	intrinsèque	N;NOM;MASC;SG;3	ADJ;MASC;PL
अदा	paye	अदा	payer	ADJ	V;IND;SG;3;PRS;FIN
अदा	payez	अदा	payer	ADJ	V;IMP;PL;2;PRS;FIN
अदा	payer	अदा	payer	ADJ	V;NFIN
अदा	paie	अदा	payer	ADJ	V;IND;SG;3;PRS;FIN
जिम	jim	जिम	jim	N;NOM;MASC;SG;3	PROPN
एटा	hap	एटा	hap	PROPN;NOM;MASC;SG;3	N;MASC;SG
एटा	eta	एटा	eta	PROPN;NOM;MASC;SG;3	PROPN
अनिल	anil	अनिल	anil	PROPN;NOM;MASC;SG;3	PROPN
नरेन्द्र	narendra	नरेंद्र	narendre	PROPN;NOM;MASC;SG;3	N;MASC;SG
उत्पादित	produite	उत्पादित	produire	PROPN;NOM;SG;3	V;FEM;SG;PST;V.PTCP
उत्पादित	produites	उत्पादित	produire	PROPN;NOM;SG;3	V;FEM;PL;PST;V.PTCP
क्रिसमस	noël	क्रिसमस	noël	PROPN;NOM;MASC;SG;3	PROPN
क्रिसमस	noel	क्रिसमस	noel	PROPN;NOM;MASC;SG;3	N;MASC;SG
राहत	soulagé	राहत	soulager	N;NOM;FEM;SG;3	V;MASC;SG;PST;V.PTCP
गार्डन	jardins	गार्डन	jardin	N;NOM;MASC;SG;3	N;MASC;PL
फ़्रांस	france	फाररांस	france	PROPN;NOM;MASC;SG;3	N;FEM;SG
व्यंग्य	satirique	व्यंग्य	satirique	N;NOM;MASC;SG;3	ADJ;MASC;SG
छंद	rime	छंद	rime	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
छंद	rimes	छंद	rime	N;NOM;MASC;SG;3	N;FEM;PL
ठंडा	rhume	ठंडा	rhume	ADJ;NOM;MASC;SG	N;MASC;SG
ठंडा	froids	ठंडा	froid	ADJ;NOM;MASC;SG	ADJ;MASC;PL
नाडु	nadu	नाडु	nadu	PROPN;NOM;MASC;SG;3	PROPN
अक्ष	haches	अक्ष	hache	N;NOM;MASC;SG;3	N;FEM;PL
अक्ष	axes	अक्ष	axe	N;NOM;MASC;SG;3	N;MASC;PL
अक्ष	axes	अक्ष	axe	N;NOM;MASC;SG;3	N;MASC;PL
प्रतिपादन	rendre	प्रतिपादन	rendre	N;NOM;MASC;SG;3	V;NFIN
प्रतिपादन	rendu	प्रतिपादन	rendre	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पन्ने	pages	पन्ना	page	N;NOM;MASC;SG;3	N;FEM;PL
मोदी	modi	मोदी	modi	PROPN;NOM;SG;3	PROPN
एपिसोड	épisodes	एपिसोड	épisode	N;NOM;MASC;SG;3	N;MASC;PL
डोमेन	domaines	डोमेन	domaine	N;NOM;MASC;SG;3	N;MASC;PL
मैक	mac	मैक	mac	PROPN;NOM;MASC;SG;3	N;MASC;SG
वचन	covenant	वचन	covenoir	N;NOM;MASC;SG;3	V;PRS;V.PTCP
आकलन	évaluations	आकलन	évaluation	N;NOM;MASC;SG;3	N;FEM;PL
आकलन	conjectures	आकलन	conjecture	N;NOM;MASC;SG;3	N;FEM;PL
मध्यकालीन	médiévale	मध्यकालीन	médiéval	N;NOM;MASC;SG;3	ADJ;FEM;SG
मध्यकालीन	médiévales	मध्यकालीन	médiéval	N;NOM;MASC;SG;3	ADJ;FEM;PL
मध्यकालीन	médiéval	मध्यकालीन	médiéval	N;NOM;MASC;SG;3	ADJ;MASC;SG
मध्यकालीन	médiévaux	मध्यकालीन	médiéval	N;NOM;MASC;SG;3	ADJ;MASC;PL
पसंदीदा	préféré	पसंदीदा	préférer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पसंदीदा	préférée	पसंदीदा	préféré	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
पसंदीदा	favori	पसंदीदा	favori	N;NOM;MASC;SG;3	ADJ;MASC;SG
पसंदीदा	favoris	पसंदीदा	favori	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
पसंदीदा	préférés	पसंदीदा	préféré	N;NOM;MASC;SG;3	ADJ;MASC;PL
पसंदीदा	signets	पसंदीदा	signet	N;NOM;MASC;SG;3	N;MASC;PL
पसंदीदा	préféré	पसंदीदा	préférer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
पसंदीदा	préférée	पसंदीदा	préféré	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
पसंदीदा	favori	पसंदीदा	favori	N;NOM;MASC;SG;3	ADJ;MASC;SG
पसंदीदा	favoris	पसंदीदा	favori	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
पसंदीदा	préférés	पसंदीदा	préféré	N;NOM;MASC;SG;3	ADJ;MASC;PL
पसंदीदा	favoris	पसंदीदा	favori	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
अनुयायी	abonnés	अनुयायी	abonné	N;NOM;MASC;PL;3	V;MASC;PL;PST;V.PTCP
मुकदमा	sue	मुकदमा	sue	N;NOM;MASC;SG;3	PROPN
मुकदमा	poursuites	मुकदमा	poursuite	N;NOM;MASC;SG;3	N;FEM;PL
कार्ल	carl	कार्ल	carl	PROPN;NOM;MASC;SG;3	PROPN
वियतनाम	vietnam	वियतनाम	vietnam	PROPN;NOM;MASC;SG;3	N;MASC;SG
वियतनाम	viêtnam	वियतनाम	viêtnam	PROPN;NOM;MASC;SG;3	N;MASC;SG
तुलनात्मक	comparé	तुलनात्मक	comparer	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
तुलनात्मक	comparative	तुलनात्मक	comparatif	N;NOM;MASC;SG;3	ADJ;FEM;SG
तुलनात्मक	comparatifs	तुलनात्मक	comparatif	N;NOM;MASC;SG;3	ADJ;MASC;PL
उत्पादक	productives	उत्पादक	productif	N;NOM;MASC;SG;3	ADJ;FEM;PL
उत्पादक	productive	उत्पादक	productif	N;NOM;MASC;SG;3	ADJ;FEM;SG
उत्पादक	productif	उत्पादक	productif	N;NOM;MASC;SG;3	ADJ;MASC;SG
उत्पादक	productifs	उत्पादक	productif	N;NOM;MASC;SG;3	ADJ;MASC;PL
उत्पादक	producteurs	उत्पादक	producteur	N;NOM;MASC;SG;3	N;MASC;PL
आयरिश	irlandaise	आयरिश	irlandais	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
आयरिश	irlandais	आयरिश	irlandais	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अभिलेख	archiver	अभिलेख	archiver	N;NOM;MASC;SG;3	V;NFIN
