the	os	the	o	DET;DEF	PRO;ACC;MASC;PL;3
associate	associado	associate	associar	N;SG	V;MASC;SG;V.PTCP
associate	associados	associate	associado	N;SG	V;MASC;PL;V.PTCP
associate	associar	associate	associar	N;SG	V;NFIN
friendly	friendly	friendly	friendly	ADJ	N;MASC;SG
friendly	amistoso	friendly	amistoso	ADJ	N;MASC;SG
redirects	redireciona	redirect	redirecionar	N;PL	V;IND;SG;3;PRS;FIN
temporary	temporários	temporary	temporário	ADJ	N;MASC;PL
temporary	temporariamente	temporary	temporariamente	ADJ	ADV
masters	masters	master	master	N;PL	N;MASC;SG
masters	mestrado	master	mestrado	N;PL	N;MASC;SG
artistic	artística	artistic	artístico	ADJ	N;FEM;SG
artistic	artísticas	artistic	artístico	ADJ	N;FEM;PL
safe	seguros	safe	seguro	ADJ	N;MASC;PL
safe	cofre	safe	cofrer	ADJ	N;MASC;SG
safe	seguro	safe	seguro	ADJ	N;MASC;SG
png	png	png	png	PROPN;SG	N;MASC;SG
alaska	alasca	alaska	alascar	PROPN;SG	N;MASC;SG
alaska	alaska	alaska	alaska	PROPN;SG	N;MASC;SG
partnership	parcerias	partnership	parceria	N;SG	N;FEM;PL
evil	mal	evil	mal	N;SG	ADV
charlie	charlie	charlie	charlie	PROPN;SG	N;MASC;SG
hop	lúpulo	hop	lúpulo	PROPN;SG	N;MASC;SG
hop	hop	hop	hop	PROPN;SG	N;MASC;SG
fri	sex	fri	sexta-feira	PROPN;SG	N;MASC;SG
encyclopedic	enciclopédico	encyclopedic	enciclopédico	ADJ	N;MASC;SG
nba	nba	nba	nba	PROPN;SG	N;FEM;SG
decide	decida	decide	decidir	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
decide	decidam	decide	decidar	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
decide	decide	decide	decidir	V;IMP;FIN	V;IND;SG;3;PRS;FIN
breaking	quebrando	breaking	quebrar	N;SG	V;V.MSDR
breaking	quebrar	breaking	quebrar	N;SG	V;NFIN
argentine	argentina	argentine	argentino	ADJ	N;FEM;SG
argentine	argentino	argentine	argentino	ADJ	N;MASC;SG
argentine	argentinos	argentine	argentino	ADJ	N;MASC;PL
oblast	oblast	oblast	oblast	PROPN;SG	N;MASC;SG
drew	drew	draw	drew	PROPN;SG	N;MASC;SG
drew	desenhou	draw	desenhar	PROPN;SG	V;IND;SG;3;PST;FIN
hawaii	havaí	hawaii	haver	PROPN;SG	N;MASC;SG
hawaii	hawaii	hawaii	hawair	PROPN;SG	N;MASC;SG
hawaii	havai	hawaii	haver	PROPN;SG	N;MASC;SG
brookly	brooklyn	brookly	brooklyn	ADV	N;MASC;SG
moth	traça	moth	traçar	N;SG	V;IND;SG;3;PRS;FIN
wounded	ferido	wounded	ferir	ADJ	V;MASC;SG;V.PTCP
wounded	ferida	wounded	ferir	ADJ	V;FEM;SG;V.PTCP
wounded	feridos	wounded	ferir	ADJ	V;MASC;PL;V.PTCP
racial	racial	racial	racial	ADJ	N;MASC;SG
racial	raciais	racial	racial	ADJ	N;MASC;PL
marshall	marshall	marshall	marshall	PROPN;SG	N;MASC;SG
marshall	marechal	marshall	marechal	PROPN;SG	N;MASC;SG
springs	springs	spring	spring	N;PL	N;MASC;SG
roy	roy	roy	roy	PROPN;SG	N;MASC;SG
knights	knights	knights	knights	N;PL	N;MASC;SG
roll	rolar	roll	rolar	N;SG	V;NFIN
progressive	progressiva	progressive	progressivo	ADJ	N;FEM;SG
contrast	contrastes	contrast	contraste	N;SG	N;MASC;PL
continuing	continuar	continue	continuar	N;SG	V;NFIN
continuing	continuando	continue	continuar	N;SG	V;V.MSDR
terminal	terminais	terminal	terminal	N;SG	N;MASC;PL
svg	svg	svg	svg	PROPN;SG	N;MASC;SG
infrastructure	infraestruturas	infrastructure	infraestrutura	N;SG	N;FEM;PL
frequency	frequências	frequency	frequência	N;SG	N;FEM;PL
robinson	robinson	robinson	robinson	PROPN;SG	N;MASC;SG
robinson	robson	robinson	robson	PROPN;SG	N;MASC;SG
ridge	cume	ridge	cume	PROPN;SG	N;MASC;SG
ridge	ridge	ridge	ridge	PROPN;SG	N;MASC;SG
bridges	bridges	bridge	bridge	N;PL	N;MASC;SG
mental	mental	mental	mental	ADJ	N;MASC;SG
mental	mentais	mental	mental	ADJ	N;MASC;PL
carter	carter	carter	carter	PROPN;SG	N;MASC;SG
carter	cárter	carter	cárter	PROPN;SG	N;MASC;SG
karl	karl	karl	karl	PROPN;SG	N;MASC;SG
mac	mac	mac	mac	PROPN;SG	N;MASC;SG
orleans	orleans	orlean	orleans	PROPN;SG	N;MASC;SG
orleans	orléans	orlean	orléan	PROPN;SG	N;FEM;SG
orleans	orleães	orlean	orleão	PROPN;SG	N;FEM;SG
parallel	paralelo	parallel	paralelo	ADJ	N;MASC;SG
parallel	paralelas	parallel	paralelo	ADJ	N;FEM;PL
parallel	paralelos	parallel	paralelo	ADJ	N;MASC;PL
parallel	paralela	parallel	paralelo	ADJ	N;FEM;SG
thirty	trinta	thirty	trinta		NUM
thirty	thirty	thirty	thirty		N;MASC;SG
giant	gigantes	giant	gigante	N;SG	N;MASC;PL
qualifying	qualificar	qualify	qualificar	N;SG	V;NFIN
murray	murray	murray	murray	PROPN;SG	N;MASC;SG
afghanistan	afeganistão	afghanistan	afeganistão	PROPN;SG	N;MASC;SG
purchase	compra	purchase	compra	V;IMP;FIN	N;FEM;SG
uefa	uefa	uefa	uefa	PROPN;SG	N;FEM;SG
improvement	melhorias	improvement	melhoria	N;SG	N;FEM;PL
madrid	madrid	madrid	madrid	PROPN;SG	N;MASC;SG
madrid	madri	madrid	madri	PROPN;SG	N;MASC;SG
desert	desertos	desert	deserto	N;SG	N;MASC;PL
iranian	iraniana	iranian	iraniano	ADJ	N;FEM;SG
iranian	iranianos	iranian	iraniano	ADJ	N;MASC;PL
iranian	iraniano	iranian	iraniano	ADJ	N;MASC;SG
reign	reinar	reign	reinar	N;SG	V;NFIN
severe	severo	severe	severo	ADJ	N;MASC;SG
rain	chover	rain	chover	N;SG	V;NFIN
admiral	almirante	admiral	almirante	PROPN;SG	N;MASC;SG
fishing	pescar	fishing	pescar	N;SG	V;NFIN
existed	existiam	exist	existir	V;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
existed	existia	exist	existir	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
raise	levantem	raise	levantar	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
raise	levante	raise	levante	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
broadway	broadway	broadway	broadway	PROPN;SG	N;FEM;SG
grow	cresce	grow	crescer	V;IMP;FIN	V;IND;SG;3;PRS;FIN
grow	crescem	grow	crescer	V;IMP;FIN	V;IND;PL;3;PRS;FIN
grow	cresçam	grow	crescer	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
grow	cresça	grow	cresco	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
tech	tech	tech	tech	PROPN;SG	N;MASC;SG
trouble	problemas	trouble	problema	N;SG	N;MASC;PL
trouble	sarilhos	trouble	sarilho	N;SG	N;MASC;PL
rico	rico	rico	rico	PROPN;SG	ADJ;MASC;SG
prepared	preparada	prepared	preparar	ADJ	V;FEM;SG;V.PTCP
prepared	preparadas	prepared	preparar	ADJ	V;FEM;PL;V.PTCP
prepared	preparados	prepared	preparar	ADJ	V;MASC;PL;V.PTCP
prepared	preparado	prepared	preparar	ADJ	V;MASC;SG;V.PTCP
robin	robin	robin	robin	PROPN;SG	N;MASC;SG
fear	temer	fear	temer	N;SG	V;NFIN
merit	méritos	merit	mérito	N;SG	N;MASC;PL
massive	maciço	massive	maciço	ADJ	N;MASC;SG
massive	maciça	massive	maciço	ADJ	N;FEM;SG
massive	massive	massive	massive	ADJ	N;MASC;SG
alberta	alberta	alberta	alberto	PROPN;SG	N;FEM;SG
egyptian	egípcio	egyptian	egípcio	ADJ	N;MASC;SG
egyptian	egípcia	egyptian	egípcio	ADJ	N;FEM;SG
egyptian	egípcios	egyptian	egípcio	ADJ	N;MASC;PL
knew	sabia	know	saber	V;IND;PST;FIN	V;IND;SG;3;IPFV;FIN
knew	conhecia	know	conhecer	V;IND;PST;FIN	V;IND;SG;3;IPFV;FIN
knew	sabiam	know	saber	V;IND;PST;FIN	V;IND;PL;3;IPFV;FIN
narrow	estreito	narrow	estreito	ADJ	N;MASC;SG
narrow	estreitas	narrow	estreito	ADJ	N;FEM;PL
rapid	rapid	rapid	rapid	ADJ	N;MASC;SG
dating	encontros	dating	encontro	N;SG	N;MASC;PL
dating	namorando	dating	namorar	N;SG	V;V.MSDR
dating	namorar	dating	namorar	N;SG	V;NFIN
dating	namora	dating	namora	N;SG	V;IND;SG;3;PRS;FIN
honorary	honorários	honorary	honorários	ADJ	N;MASC;PL
dragon	dragões	dragon	dragão	N;SG	N;MASC;PL
propose	proponho	propose	proponho	V;IMP;FIN	V;IND;SG;1;PRS;FIN
propose	propõe	propose	propor	V;IMP;FIN	V;IND;SG;3;PRS;FIN
fired	despedida	fire	despedida	V;PST;V.PTCP	N;FEM;SG
mlb	mlb	mlb	mlb	PROPN;SG	N;MASC;SG
send	manda	send	mandar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
send	envie	send	enviar	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
send	mandem	send	mander	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
send	envia	send	enviar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
proof	provas	proof	prova	N;SG	N;FEM;PL
arabic	árabe	arabic	árabe	ADJ	N;MASC;SG
arabic	árabes	arabic	árabe	ADJ	N;MASC;PL
mouth	bocas	mouth	boca	N;SG	N;FEM;PL
fix	conserta	fix	consertar	V;IMP;FIN	V;IND;SG;3;PRS;FIN
symbol	símbolos	symbol	símbolo	N;SG	N;MASC;PL
organ	órgãos	organ	órgão	N;SG	N;MASC;PL
warren	warren	warren	warren	PROPN;SG	N;MASC;SG
exception	exceções	exception	exceção	N;SG	N;FEM;PL
costa	costa	costa	costa	PROPN;SG	N;FEM;SG
jerusalem	jerusalem	jerusalem	jerusalem	PROPN;SG	N;MASC;PL
jerusalem	jerusalém	jerusalem	jerusalém	PROPN;SG	N;MASC;SG
indians	indianos	indian	indiano	PROPN;PL	N;MASC;PL
indians	índios	indian	índio	PROPN;PL	N;MASC;PL
virgin	virgin	virgin	virgin	PROPN;SG	N;MASC;SG
virgin	virgens	virgin	virgem	PROPN;SG	N;MASC;PL
virgin	virgem	virgin	virgem	PROPN;SG	N;FEM;SG
thousand	milhares	thousand	milhar	NUM	N;MASC;PL
vancouver	vancouver	vancouver	vancouver	PROPN;SG	N;MASC;SG
buy	compra	buy	compra	V;IMP;FIN	N;FEM;SG
buy	buy	buy	buy	V;IMP;FIN	N;MASC;SG
buy	compre	buy	compre	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
buy	compro	buy	compro	V;IMP;FIN	V;IND;SG;1;PRS;FIN
serbia	sérvia	serbia	sérvio	PROPN;SG	N;FEM;SG
christianity	cristianismo	christianity	cristianismo	PROPN;SG	N;MASC;SG
christianity	cristandade	christianity	cristandade	PROPN;SG	N;FEM;SG
tribe	tribos	tribe	tribo	N;SG	N;MASC;PL
richmond	richmond	richmond	richmond	PROPN;SG	N;MASC;SG
claiming	reivindicação	claim	reivindicação	V;V.MSDR	N;FEM;SG
exact	exatos	exact	exato	ADJ	N;MASC;PL
exact	exato	exact	exato	ADJ	N;MASC;SG
exact	exatas	exact	exato	ADJ	N;FEM;PL
baker	baker	baker	baker	PROPN;SG	N;MASC;SG
baker	padeiro	baker	padeiro	PROPN;SG	N;MASC;SG
allied	aliado	ally	aliar	ADJ	V;MASC;SG;V.PTCP
allied	aliadas	ally	aliar	ADJ	V;FEM;PL;V.PTCP
allied	aliada	ally	aliar	ADJ	V;FEM;SG;V.PTCP
allied	aliados	ally	aliado	ADJ	V;MASC;PL;V.PTCP
anime	anime	anime	anime	PROPN;SG	N;MASC;SG
anime	animes	anime	anime	PROPN;SG	N;MASC;PL
donald	donald	donald	donald	PROPN;SG	N;MASC;SG
willing	disposto	willing	disposto	ADJ	N;MASC;SG
cook	cozinhar	cook	cozinhar	N;SG	V;NFIN
drawing	desenhar	draw	desenhar	N;SG	V;NFIN
drawing	desenhando	draw	desenhar	N;SG	V;V.MSDR
wikimedia	wikimedia	wikimedia	wikimedia	V;PST;V.PTCP	N;MASC;SG
jonathan	jonathan	jonathan	jonathan	PROPN;SG	N;MASC;SG
moves	moves	move	move	N;PL	N;MASC;SG
moves	move	move	mover	N;PL	V;IMP;SG;3;PRS;FIN
shore	shore	shore	shore	PROPN;SG	N;MASC;SG
nebraska	nebraska	nebraska	nebraska	PROPN;SG	N;MASC;PL
regulations	regulamentação	regulation	regulamentação	N;PL	N;FEM;SG
supports	suportes	support	suporte	V;IND;SG;3;PRS;FIN	N;MASC;PL
supports	apoios	support	apoio	V;IND;SG;3;PRS;FIN	N;MASC;PL
deleting	excluindo	delete	excluir	N;SG	V;V.MSDR
deleting	apagar	delete	apagar	N;SG	V;NFIN
deleting	apagando	delete	apagar	N;SG	V;V.MSDR
nevada	nevada	nevada	nevar	PROPN;SG	N;FEM;SG
barry	barry	barry	barry	PROPN;SG	N;MASC;SG
tone	tons	tone	tom	N;SG	N;MASC;PL
indigenous	indígenas	indigenous	indígena	ADJ	N;FEM;PL
indigenous	indígena	indigenous	indígena	ADJ	N;FEM;SG
buffalo	búfalos	buffalo	búfalo	PROPN;SG	N;MASC;PL
buffalo	búfalo	buffalo	búfalo	PROPN;SG	N;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN;SG	N;MASC;SG
bond	vínculo	bond	vínculo	PROPN;SG	N;MASC;SG
bond	laço	bond	laço	PROPN;SG	N;MASC;SG
bond	bond	bond	bond	PROPN;SG	N;MASC;SG
jay	jay	jay	jay	PROPN;SG	N;MASC;SG
adventure	aventuras	adventure	aventura	N;SG	N;FEM;PL
apple	maçã	apple	maçã	PROPN;SG	N;FEM;SG
apple	maçãs	apple	maçã	PROPN;SG	N;FEM;PL
apple	maça	apple	maça	PROPN;SG	N;FEM;SG
apple	apple	apple	applar	PROPN;SG	N;FEM;SG
franchise	franquias	franchise	franquia	N;SG	N;FEM;PL
journals	diários	journal	diário	N;PL	ADJ;MASC;PL
rolling	rolando	roll	rolando	N;SG	V;V.MSDR
silent	silêncio	silent	silêncio	ADJ	N;MASC;SG
silent	silent	silent	silent	ADJ	N;MASC;SG
laboratory	laboratórios	laboratory	laboratório	N;SG	N;MASC;PL
microsoft	microsoft	microsoft	microsoft	PROPN;SG	N;MASC;SG
alternate	suplente	alternate	suplente	ADJ	N;MASC;SG
alternate	alternar	alternate	alternar	ADJ	V;NFIN
offering	oferenda	offer	oferenda	V;V.MSDR	N;FEM;SG
hlist	hlist	hlist	hlist	PROPN;SG	N;MASC;SG
experimental	experimentais	experimental	experimental	ADJ	N;MASC;PL
accurate	exato	accurate	exato	ADJ	N;MASC;SG
accurate	exatas	accurate	exato	ADJ	N;FEM;PL
versus	versus	versus	versus	PROPN;SG	INTJ
versus	contra	versus	contra	PROPN;SG	ADP
endemic	endêmica	endemic	endêmico	ADJ	N;FEM;SG
manga	manga	manga	mangar	PROPN;SG	N;FEM;SG
manga	mangá	manga	mangar	PROPN;SG	N;MASC;SG
cbs	cbs	cb	cbs	PROPN;SG	N;FEM;SG
promotional	promocional	promotional	promocional	ADJ	N;MASC;SG
promotional	promocionais	promotional	promocional	ADJ	N;MASC;PL
electrical	elétricos	electrical	elétrico	ADJ	N;MASC;PL
electrical	elétrica	electrical	elétrico	ADJ	N;FEM;SG
electrical	elétrico	electrical	elétrico	ADJ	N;MASC;SG
electrical	eléctrica	electrical	eléctrico	ADJ	N;FEM;SG
tags	tags	tags	tags	N;PL	N;MASC;SG
jerry	jerry	jerry	jerry	PROPN;SG	N;MASC;SG
tigers	tigers	tiger	tiger	N;PL	N;MASC;SG
phil	phil	phil	phil	PROPN;SG	N;MASC;SG
automatic	automáticas	automatic	automático	ADJ	N;FEM;PL
printed	impressos	print	imprimir	V;PST;V.PTCP	N;MASC;PL
oak	carvalho	oak	carvalho	PROPN;SG	N;MASC;SG
oak	carvalhos	oak	carvalho	PROPN;SG	N;MASC;PL
oak	oak	oak	oak	PROPN;SG	N;MASC;SG
warner	warner	warner	warner	PROPN;SG	N;FEM;SG
quote	citar	quote	citar	N;SG	V;NFIN
glasgow	glasgow	glasgow	glasgow	PROPN;SG	N;MASC;SG
wait	espera	wait	espera	V;IMP;FIN	N;FEM;SG
benjamin	benjamin	benjamin	benjamin	PROPN;SG	N;MASC;SG
benjamin	benjamim	benjamin	benjamim	PROPN;SG	N;MASC;SG
shopping	compras	shopping	compra	N;SG	N;FEM;PL
eagle	eagle	eagle	eagle	PROPN;SG	N;MASC;SG
eagle	águia	eagle	águia	PROPN;SG	N;FEM;SG
mainstream	mainstream	mainstream	mainstrear	ADJ	N;MASC;PL
martial	marciais	martial	marcial	N;SG	N;MASC;PL
delhi	deli	delhi	deli	PROPN;SG	N;MASC;SG
delhi	delhi	delhi	delhi	PROPN;SG	N;MASC;SG
hans	hans	hans	haver	PROPN;SG	N;MASC;SG
morris	morris	morris	morrer	PROPN;SG	N;MASC;SG
mills	mills	mill	mill	N;PL	N;MASC;SG
helpful	úteis	helpful	útil	ADJ	N;MASC;PL
kids	kids	kid	kids	N;PL	N;MASC;SG
barbara	bárbara	barbara	bárbara	PROPN;SG	N;FEM;SG
barbara	barbara	barbara	barbara	PROPN;SG	N;FEM;SG
plain	plain	plain	plain	ADJ	N;MASC;SG
plain	planície	plain	planície	ADJ	N;FEM;SG
ken	ken	ken	ken	PROPN;SG	N;MASC;SG
alleged	alegado	alleged	alegar	ADJ	V;MASC;SG;V.PTCP
alleged	alegados	alleged	alegar	ADJ	V;MASC;PL;V.PTCP
alleged	alegada	alleged	alegar	ADJ	V;FEM;SG;V.PTCP
habitat	habitats	habitat	habitat	N;SG	N;MASC;PL
philippine	filipina	philippine	filipina	ADJ	N;FEM;SG
philippine	filipinas	philippine	filipina	ADJ	N;FEM;PL
philippine	filipino	philippine	filipino	ADJ	N;MASC;SG
montana	montana	montana	montana	PROPN;SG	N;FEM;SG
triple	triplicar	triple	triplicar	N;SG	V;NFIN
caribbean	caribe	caribbean	caribe	ADJ	N;MASC;SG
caribbean	caraíbas	caribbean	caraíba	ADJ	N;FEM;PL
signs	sinalização	sign	sinalização	N;PL	N;FEM;SG
seriously	sério	seriously	sério	ADV	ADJ;MASC;SG
bristol	bristol	bristol	bristol	PROPN;SG	N;MASC;SG
mitchell	mitchell	mitchell	mitchell	PROPN;SG	N;MASC;SG
mitchell	mitchel	mitchell	mitchel	PROPN;SG	N;MASC;SG
colombia	colômbia	colombia	colômbia	PROPN;SG	N;FEM;SG
colombia	colombia	colombia	colombia	PROPN;SG	N;FEM;SG
eleven	onze	eleven	onze		NUM
eleven	eleven	eleven	eleven		N;MASC;SG
pradesh	pradesh	pradesh	pradesh	PROPN;SG	N;MASC;SG
desc	desc	desc	desc	PROPN;SG	N;MASC;SG
commentary	comentários	commentary	comentário	N;SG	N;MASC;PL
giants	giants	giant	giant	N;PL	N;MASC;SG
processing	processando	processing	processar	N;SG	V;V.MSDR
landscape	paisagens	landscape	paisagem	N;SG	N;FEM;PL
dick	pila	dick	pila	PROPN;SG	N;FEM;SG
dick	dick	dick	dick	PROPN;SG	N;MASC;SG
hunt	caçar	hunt	caçar	N;SG	V;NFIN
summit	cimeiras	summit	cimeira	N;SG	N;FEM;PL
ride	ride	ride	ride	V;IMP;FIN	N;MASC;SG
ride	cavalgada	ride	cavalgar	V;IMP;FIN	N;FEM;SG
ride	rolê	ride	rolê	V;IMP;FIN	N;MASC;SG
ride	boleia	ride	boleia	V;IMP;FIN	N;FEM;SG
ride	passeio	ride	passeio	V;IMP;FIN	N;MASC;SG
submarine	submarinos	submarine	submarino	N;SG	N;MASC;PL
nicholas	nicolás	nichola	nicolás	PROPN;SG	N;MASC;SG
nicholas	nicholas	nichola	nichola	PROPN;SG	N;FEM;PL
nicholas	nicolau	nichola	nicolar	PROPN;SG	N;MASC;SG
usual	costume	usual	costume	ADJ	N;MASC;SG
peru	perú	peru	perú	PROPN;SG	N;MASC;SG
peru	peru	peru	peru	PROPN;SG	N;MASC;SG
eighth	oitava	eighth	oitavo	PROPN;SG	N;FEM;SG
eighth	oitavo	eighth	oitavo	PROPN;SG	ADJ;MASC;SG
instrumental	instrumental	instrumental	instrumental	ADJ	N;MASC;SG
hindu	hindu	hindu	hindu	ADJ	N;MASC;SG
hindu	hindus	hindu	hindu	ADJ	N;MASC;PL
defender	defender	defender	defender	N;SG	V;NFIN
arrival	chegar	arrival	chegar	N;SG	V;NFIN
evans	evans	evan	evans	PROPN;SG	N;MASC;SG
turning	virando	turn	virar	N;SG	V;V.MSDR
turning	transformando	turn	transformar	N;SG	V;V.MSDR
imply	implicam	imply	implicar	V;IMP;FIN	V;IND;PL;3;PRS;FIN
hidden	ocultado	hidden	ocultar	ADJ	V;MASC;SG;V.PTCP
hidden	oculta	hidden	oculta	ADJ	V;FEM;SG;V.PTCP
hidden	escondidos	hidden	esconder	ADJ	V;MASC;PL;V.PTCP
hidden	oculto	hidden	ocultar	ADJ	V;MASC;SG;V.PTCP
hidden	escondido	hidden	esconder	ADJ	V;MASC;SG;V.PTCP
volunteer	voluntariado	volunteer	voluntariado	N;SG	V;MASC;SG;V.PTCP
volunteer	voluntária	volunteer	voluntário	N;SG	ADJ;FEM;SG
volunteer	voluntários	volunteer	voluntário	N;SG	N;MASC;PL
holder	titular	holder	titular	N;SG	ADJ;MASC;SG
sugar	açúcares	sugar	açúcar	N;SG	N;MASC;PL
sugar	sugar	sugar	sugar	N;SG	V;NFIN
fun	divertida	fun	divertido	N;SG	ADJ;FEM;SG
fun	divertido	fun	divertido	N;SG	ADJ;MASC;SG
grace	graça	grace	graça	PROPN;SG	N;FEM;SG
grace	grace	grace	grace	PROPN;SG	N;FEM;SG
milan	milão	milan	milão	PROPN;SG	N;MASC;SG
milan	milan	milan	milan	PROPN;SG	N;MASC;SG
soil	solos	soil	solo	N;SG	N;MASC;PL
manual	manuais	manual	manual	N;SG	N;MASC;PL
concrete	concretas	concrete	concreto	N;SG	N;FEM;PL
concrete	concretos	concrete	concreto	N;SG	N;MASC;PL
ghost	fantasmas	ghost	fantasma	N;SG	N;MASC;PL
confused	confundido	confused	confundir	ADJ	V;MASC;SG;V.PTCP
larry	larry	larry	larry	PROPN;SG	N;MASC;SG
styles	styles	style	style	N;PL	N;MASC;SG
muhammad	muhammad	muhammad	muhammad	PROPN;SG	N;MASC;SG
muhammad	maomé	muhammad	maomé	PROPN;SG	N;MASC;SG
inter	inter	inter	inter	ADJ	N;MASC;SG
lose	perca	lose	perca	V;IMP;FIN	V;SBJV;SG;3;PRS;FIN
lose	percam	lose	percar	V;IMP;FIN	V;SBJV;PL;3;PRS;FIN
lose	perde	lose	perder	V;IMP;FIN	V;IND;SG;3;PRS;FIN
phoenix	fénix	phoenix	fénix	PROPN;SG	N;FEM;SG
phoenix	fênix	phoenix	fênix	PROPN;SG	N;FEM;SG
phoenix	phoenix	phoenix	phoenix	PROPN;SG	N;MASC;SG
sweet	sweet	sweet	sweet	ADJ	N;MASC;SG
sweet	doces	sweet	doce	ADJ	N;MASC;PL
sweet	doce	sweet	doce	ADJ	N;MASC;SG
waste	resíduos	waste	resíduo	V;IMP;FIN	N;MASC;PL
waste	desperdício	waste	desperdício	V;IMP;FIN	N;MASC;SG
waste	desperdícios	waste	desperdício	V;IMP;FIN	N;MASC;PL
operational	operacional	operational	operacional	ADJ	N;MASC;SG
operational	operacionais	operational	operacional	ADJ	N;MASC;PL
tall	alto	tall	alto	ADJ	ADV
tall	tall	tall	tall	ADJ	N;MASC;SG
tall	altos	tall	alto	ADJ	N;MASC;PL
tall	alta	tall	alta	ADJ	N;FEM;SG
constitutional	constitucionais	constitutional	constitucional	ADJ	N;MASC;PL
fruit	frutos	fruit	fruto	N;SG	N;MASC;PL
fruit	frutas	fruit	fruta	N;SG	N;FEM;PL
crystal	cristais	crystal	cristal	N;SG	N;MASC;PL
monastery	mosteiros	monastery	mosteiro	N;SG	N;MASC;PL
resident	residente	resident	residente	N;SG	ADJ;MASC;SG
resident	residentes	resident	residente	N;SG	N;MASC;PL
cincinnati	cincinnati	cincinnati	cincinnati	PROPN;SG	N;MASC;SG
carrier	portadora	carrier	portadora	N;SG	ADJ;FEM;SG
alice	alice	alice	alice	PROPN;SG	N;FEM;SG
kick	chuta	kick	chuta	N;SG	V;IND;SG;3;PRS;FIN
kick	chutar	kick	chutar	N;SG	V;NFIN
strange	strange	strange	strange	ADJ	N;MASC;SG
bernard	bernard	bernard	bernard	PROPN;SG	N;MASC;SG
bernard	bernardo	bernard	bernardo	PROPN;SG	N;MASC;SG
nigeria	nigéria	nigeria	nigéria	PROPN;SG	N;FEM;SG
pain	dores	pain	dor	N;SG	N;FEM;PL
mechanical	mecânico	mechanical	mecânico	ADJ	N;MASC;SG
mechanical	mecânicos	mechanical	mecânico	ADJ	N;MASC;PL
mechanical	mecânica	mechanical	mecânico	ADJ	N;FEM;SG
drugs	droga	drug	droga	N;PL	N;FEM;SG
classified	confidencial	classify	confidencial	V;PST;V.PTCP	ADJ;MASC;SG
minority	minorias	minority	minoria	N;SG	N;FEM;PL
alive	viva	alive	vivo	ADJ	N;FEM;SG
alive	vivos	alive	vivo	ADJ	N;MASC;PL
alive	vivas	alive	viva	ADJ	N;FEM;PL
alive	vivo	alive	vivo	ADJ	N;MASC;SG
alive	alive	alive	alive	ADJ	N;MASC;SG
nbc	nbc	nbc	nbc	PROPN;SG	N;FEM;SG
nhl	nhl	nhl	nhl	PROPN;SG	N;MASC;SG
keith	keith	keith	keith	PROPN;SG	N;MASC;SG
bobby	bobby	bobby	bobby	PROPN;SG	N;MASC;SG
behaviour	comportamentos	behaviour	comportamento	N;SG	N;MASC;PL
croatian	croata	croatian	croata	ADJ	N;MASC;SG
croatian	croatas	croatian	croata	ADJ	N;MASC;PL
maritime	marítimo	maritime	marítimo	ADJ	N;MASC;SG
maritime	maritime	maritime	maritime	ADJ	N;MASC;SG
maritime	marítima	maritime	marítimo	ADJ	N;FEM;SG
terry	terry	terry	terry	PROPN;SG	N;MASC;SG
virtual	virtuais	virtual	virtual	ADJ	N;MASC;PL
croatia	croácia	croatia	croácia	PROPN;SG	N;FEM;SG
lions	lions	lion	lions	N;PL	N;MASC;SG
luis	luiz	luis	luiz	PROPN;SG	PROPN;MASC;SG
luis	luis	luis	lui	PROPN;SG	N;MASC;SG
luis	luís	luis	luís	PROPN;SG	N;MASC;SG
azerbaijan	azerbaijão	azerbaijan	azerbaijão	PROPN;SG	N;MASC;SG
charlotte	charlotte	charlotte	charlotte	PROPN;SG	N;MASC;SG
charlotte	carlota	charlotte	carlota	PROPN;SG	N;FEM;SG
pure	pure	pure	por	ADJ	N;MASC;SG
persian	persa	persian	persa	ADJ	N;MASC;SG
persian	persas	persian	persa	ADJ	N;MASC;PL
marks	marks	mark	mark	N;PL	N;MASC;SG
armenian	armênio	armenian	armênio	ADJ	N;MASC;SG
armenian	arménia	armenian	arménio	ADJ	N;FEM;SG
armenian	arménio	armenian	arménio	ADJ	N;MASC;SG
armenian	armênios	armenian	armênio	ADJ	N;MASC;PL
armenian	armênia	armenian	armênia	ADJ	N;FEM;SG
talent	talentos	talent	talento	N;SG	N;MASC;PL
jump	jump	jump	jump	V;IMP;FIN	N;MASC;SG
jump	salto	jump	salto	V;IMP;FIN	N;MASC;SG
jump	pula	jump	pular	V;IMP;FIN	V;IND;SG;3;PRS;FIN
