van	din	van	din		ADP;ACC
evangelies	evanghelic	evangelies	evanghelic		ADJ;INDF;MASC;SG
howard	howard	howard	howard	PROPN;SG	PROPN
geluk	felicitări	geluk	felicitare	N;SG	N;INDF;FEM;PL
geluk	felicitari	geluk	felicitar	N;SG	N;INDF;MASC;PL
geluk	felicitări	geluk	felicitare	N;SG	N;INDF;FEM;PL
verse	vers	vers	vers	V;PRS	N;INDF;MASC;SG
verse	versetul	vers	verset	V;PRS	N;DEF;MASC;SG
verse	versul	vers	vers	V;PRS	N;DEF;MASC;SG
berei	pregătiți	berei	pregăti	V;PRS	V;IND;PL;2;IPFV;FIN
gehandhaaf	observate	gehandhaaf	observat	V;PST;V.PTCP	ADJ;INDF;FEM;PL
gehandhaaf	observat	gehandhaaf	observa	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gehandhaaf	observată	gehandhaaf	observat	V;PST;V.PTCP	ADJ;INDF;FEM;SG
robinson	robinson	robinson	robinson		N;INDF;MASC;SG
aug	aug	aug	augi	PROPN;SG	
puerto	puerto	puerto	puerto	PROPN;SG	N;INDF;MASC;SG
termiese	termică	termies	termic	ADJ;NOM	N;INDF;FEM;SG
debat	dezbateri	debat	dezbatere	N;SG	N;INDF;FEM;PL
straling	radiații	straling	radiație	N;SG	N;INDF;FEM;PL
straling	radiatii	straling	radiat	N;SG	N;INDF;FEM;PL
voorberei	pregătiți	voorberei	pregăti	V;PRS	V;IND;PL;2;IPFV;FIN
graan	cereale	graan	cereală	N;SG	N;INDF;FEM;PL
graan	grâne	graan	grâne	N;SG	N;INDF;FEM;PL
graan	cereale	graan	cereală	N;SG	N;INDF;FEM;PL
jimmy	jimmy	jimmy	jimmy		PROPN
lenin	lenin	lenin	lenin	V;PRS	N;INDF;MASC;SG
vyftien	fifteen	vyftien	fifteen	NUM	
sri	sri	sri	sru	PROPN;SG	N
franz	franz	franz	franz		PROPN
vorentoe	inainte	vorentoe	inainte	V;PRS	
vorentoe	înainte	vorentoe	înainte	V;PRS	ADV
boston	boston	boston	boston		PROPN
gesamentlik	colectiv	gesamentlik	colectiv	ADV	ADJ;INDF;MASC;SG
verteenwoordiger	reprezentativ	verteenwoordiger	reprezentativ	N;SG	ADJ;INDF;MASC;SG
verteenwoordiger	reprezentativă	verteenwoordiger	reprezentativ	N;SG	ADJ;INDF;FEM;SG
verteenwoordiger	reprezentative	verteenwoordiger	reprezentativ	N;SG	ADJ;INDF;FEM;PL
rofweg	aproximativ	rofweg	aproximativ		ADV
koreaanse	coreeană	koreaans	coreean	ADJ;NOM	N;INDF;FEM;SG
liter	litri	liter	litru	N;SG	N;INDF;MASC;PL
verbrand	arsuri	verbrand	ars		N;INDF;FEM;PL
verbrand	burns	verbrand	burns		PROPN
verbrand	arde	verbrand	arde		V;IND;SG;3;PRS;FIN
gereed	pregătit	gereed	pregăti		ADJ;INDF;MASC;SG
gereed	gata	gereed	gata		ADV
naval	navale	naval	naval		ADJ;INDF;FEM;PL
naval	naval	naval	naval		N;INDF;MASC;SG
naval	navală	naval	naval		ADJ;INDF;FEM;SG
sink	zinc	sink	zinc	V;PRS	N;INDF;MASC;SG
venesië	veneţia	venesië	veneţia	N;SG	PROPN
vrystelling	eliberează	vrystelling	elibera	N;SG	V;IND;3;PRS;FIN
gooi	aruncă	gooi	arunca	V;PRS	V;IND;SG;3;PST;FIN
gooi	arunca	gooi	arunca	V;PRS	V;IND;SG;3;IPFV;FIN
veronderstel	presupus	veronderstel	presupune	V;PRS	ADJ;INDF;MASC;SG
saamgestelde	compozit	saamstel	compozit	ADJ;NOM	N;INDF;MASC;SG
saamgestelde	compusul	saamstel	compus	ADJ;NOM	N;DEF;MASC;SG
myn	minerit	myn	minerit	N;SG	N;INDF;MASC;PL
myn	miniere	myn	minier	N;SG	ADJ;INDF;FEM;PL
daagliks	săptămânale	daagliks	săptămânal	N;PL	ADJ;INDF;FEM;PL
daagliks	săptămânală	daagliks	săptămânal	N;PL	ADJ;INDF;FEM;SG
daagliks	săptămânal	daagliks	săptămânal	N;PL	ADV
edmund	edmund	edmund	edmunde	PROPN;SG	PROPN
pels	blana	pels	blană	N;PL	N;DEF;FEM;SG
pels	blană	pels	blană	N;PL	N;INDF;FEM;SG
oslo	oslo	oslo	oslo	PROPN;SG	PROPN
bergen	bergen	bergen	bergen	N;SG	PROPN
klink	sunetele	klink	sunet	V;PRS	N;DEF;FEM;PL
klink	sunete	klink	sunet	V;PRS	N;INDF;FEM;PL
nationalyears	nationalyears	nationalyear	nationalyears	N;PL	ADV
bitter	amar	bitter	amar	N;SG	
bitter	amare	bitter	amar	N;SG	ADJ;INDF;FEM;PL
bitter	amară	bitter	amar	N;SG	ADJ;INDF;FEM;SG
numberoffiles	numberoffiles	numberoffile	numberoffiles	N;PL	N;INDF;MASC;SG
numberofarticles	numberofarticles	numberofararticle	numberofarticles	N;PL	ADV
numberofusers	numberofusers	numberofuser	numberofusers	N;PL	V;IND;SG;3;PST+PRF;FIN
numberofadmins	numberofadmins	numberofadmins	numberofadmins		N;INDF;MASC;SG
numberofactiveusers	numberofactiveusers	numberofactiveuser	numberofactiveusers	N;PL	V;IND;SG;1;PST+PRF;FIN
activeusers	activeusers	activeuser	activeusers	N;PL	V;IND;SG;3;PST+PRF;FIN
numberofedits	numberofedits	numberofedits	numberofedits		ADV
zürich	zürich	zürich	zürich	PROPN;SG	PROPN
numberofpages	numberofpages	numberofpage	numberofpages		N;INDF;MASC;SG
plattelandse	rustic	plattelands	rustic	ADJ;NOM	ADV
intellektuele	intelectuali	intellektueel	intelectual	ADJ;NOM	N;INDF;MASC;PL
intellektuele	intelectuală	intellektueel	intelectual	ADJ;NOM	ADJ;INDF;FEM;SG
bos	bos	bos	bos	V;PRS	N;INDF;MASC;SG
bos	forest	bos	forest	V;PRS	PROPN
bos	pădurea	bos	pădure	V;PRS	N;DEF;FEM;SG
bos	padure	bos	padure	V;PRS	N;INDF;FEM;SG
bos	pădure	bos	pădure	V;PRS	N;INDF;FEM;SG
prokureur	avocată	prokureur	avocat	N;SG	ADJ;INDF;FEM;SG
grafiese	grafic	grafies	grafic	ADJ;NOM	ADV
alexandrië	alexandria	alexandrië	alexandrie	N;SG	PROPN
vermaak	divertisment	vermaak	divertisment	V;PRS	N;INDF;MASC;SG
vermaak	entertainment	vermaak	entertainment	V;PRS	N;INDF;MASC;SG
maleisië	malaezia	maleisië	malaezie	PROPN;SG	PROPN
maleisië	malaysia	maleisië	malaysie	PROPN;SG	PROPN
permanent	permanente	permanent	permanent		ADJ;INDF;FEM;PL
permanent	permanent	permanent	permanent		ADV
permanent	permanenta	permanent	permanent		ADJ;DEF;FEM;SG
permanent	permanentă	permanent	permanent		ADJ;INDF;FEM;SG
permanent	permanent	permanent	permanent		ADV
gesonde	sănătoasă	gesond	sănătos	ADJ;NOM	ADJ;INDF;FEM;SG
adams	adams	adams	adams		PROPN
buenos	buenos	buenos	buenos		N;INDF;MASC;SG
aires	aires	aires	aires	N;SG	PROPN
kwalifiseer	califică	kwalifiseer	califica	V;PRS	V;IND;SG;3;PST;FIN
kwalifiseer	califica	kwalifiseer	califica	V;PRS	V;IND;SG;3;IPFV;FIN
kwalifiseer	eligibili	kwalifiseer	eligibil	V;PRS	ADJ;INDF;MASC;PL
kwalifiseer	eligibile	kwalifiseer	eligibil	V;PRS	ADJ;INDF;FEM;PL
kwalifiseer	eligibil	kwalifiseer	eligibil	V;PRS	ADJ;INDF;MASC;SG
kwalifiseer	eligibilă	kwalifiseer	eligibil	V;PRS	ADJ;INDF;FEM;SG
río	beni	río	beni	PROPN;SG	
río	río	río	río	PROPN;SG	N;INDF;MASC;SG
río	magdalena	río	magdalenă	PROPN;SG	N;DEF;FEM;SG
kriteria	criteriu	kriterium	criteriu	N;PL	N;INDF;MASC;SG
suur	acru	suur	acru	N;SG	ADJ;INDF;MASC;SG
ontario	ontario	ontario	ontario		PROPN
persoonlik	personala	persoonlik	personal	ADV	ADJ;DEF;FEM;SG
persoonlik	personală	persoonlik	personal	ADV	ADJ;INDF;FEM;SG
persoonlik	personale	persoonlik	personal	ADV	ADJ;INDF;FEM;PL
queenstown	queenstown	queenstown	queenstown		PROPN
vrug	fructe	vrug	fruct	N;SG	N;INDF;FEM;PL
vrug	fructele	vrug	fruct	N;SG	N;DEF;FEM;PL
kepler	kepler	kepler	kepler		PROPN
raymond	raymond	raymond	raymond		PROPN
westminster	westminster	westminster	westminster	N;SG	PROPN
mediterreense	mediterana	mediterreens	mediteran	ADJ;NOM	N;DEF;FEM;SG
mediterreense	mediterană	mediterreens	mediteran	ADJ;NOM	ADJ;INDF;FEM;SG
mediterreense	mediteranean	mediterreens	mediteranean	ADJ;NOM	ADV
kapel	chapel	kapel	chapel	N;SG	PROPN
moi	moi	moi	moale		ADJ;INDF;PL
opgedra	dedicată	opdra	dedica	V;PST;V.PTCP	ADJ;INDF;FEM;SG
opgedra	dedicate	opdra	dedica	V;PST;V.PTCP	ADJ;INDF;FEM;PL
opgedra	dedicat	opdra	dedica	V;PST;V.PTCP	ADJ;INDF;MASC;SG
turke	turcii	turk	turc	ADJ;NOM	N;DEF;MASC;PL
turke	turci	turk	turc	ADJ;NOM	N;INDF;MASC;PL
turke	turcilor	turk	turcă	ADJ;NOM	N;DEF;MASC;PL
winters	winters	winters	winters	N;SG	PROPN
winters	ierni	winters	iarnă	N;SG	N;INDF;FEM;PL
java	java	java	javă		N;DEF;FEM;SG
regnum	regnum	regnum	regnum		N;INDF;MASC;SG
kragtige	puternica	kragtig	puternic	ADJ;NOM	ADJ;DEF;FEM;SG
herfs	toamna	herfs	toamnă	V;PRS	N;DEF;FEM;SG
herfs	toamnă	herfs	toamnă	V;PRS	N;INDF;FEM;SG
herfs	toamna	herfs	toamnă	V;PRS	N;DEF;FEM;SG
herfs	cădea	herfs	cădea	V;PRS	V;IND;SG;3;IPFV;FIN
nova	nova	nova	novă		N;DEF;FEM;SG
stil	tăcut	stil	tăcut	V;PRS	ADJ;INDF;MASC;SG
selfmoord	sinuciderea	selfmoord	sinucidere	V;PRS	N;DEF;FEM;SG
selfmoord	sinucidere	selfmoord	sinucidere	V;PRS	N;INDF;FEM;SG
selfmoord	suicid	selfmoord	suicid	V;PRS	N;INDF;MASC;SG
michail	mikhail	michail	mikhail	PROPN;SG	PROPN
michail	mihail	michail	mihail	PROPN;SG	PROPN
globale	globală	globaal	global	ADJ;NOM	ADJ;INDF;FEM;SG
meester	maestre	meester	maestru	N;SG	
kopenhagen	copenhaga	kopenhagen	copenhaga		PROPN
beijing	beijing	beijing	beijing	PROPN;SG	N;INDF;MASC;SG
melk	laptele	melk	lapte		N;DEF;MASC;SG
melk	lapte	melk	lapte		N;INDF;MASC;SG
werd	worth	werd	worth		PROPN
nuttig	util	nuttig	util	V;PRS	ADJ;INDF;MASC;SG
nuttig	folositor	nuttig	folositor	V;PRS	ADJ;INDF;MASC;SG
nuttig	utilă	nuttig	util	V;PRS	ADJ;INDF;FEM;SG
nuttig	utile	nuttig	util	V;PRS	ADJ;INDF;FEM;PL
nuttig	folositoare	nuttig	folositor	V;PRS	ADJ;INDF;FEM
nuttig	util	nuttig	util	V;PRS	ADJ;INDF;MASC;SG
nuttig	utilă	nuttig	util	V;PRS	ADJ;INDF;FEM;SG
madagaskar	madagascar	madagaskar	madagascar	PROPN;SG	N;INDF;MASC;SG
britannica	britannica	britannica	britannic		N;DEF;FEM;SG
bedford	bedford	bedford	bedford		N;INDF;MASC;SG
konvensie	convenția	konvensie	convenție		N;DEF;FEM;SG
konvensie	convenție	konvensie	convenție		N;INDF;FEM;SG
madrid	madrid	madrid	madrid		N;INDF;MASC;SG
mercedes	mercedes	mercede	mercedes		N;INDF;MASC;SG
illinois	illinois	illinois	illinois	PROPN;SG	PROPN
müller	müller	müller	müller		PROPN
bretagne	bretagne	bretag	bretagnu	N;PL	PROPN
sterrekunde	astronomie	sterrekund	astronomie		N;INDF;FEM;SG
marokko	maroc	marokko	maroc	PROPN;SG	PROPN
kritici	critic	kritici	critic	N;PL	ADJ;INDF;MASC;SG
atoom	atom	atoom	atom	N;PL	N;INDF;MASC;SG
paulo	paulo	paulo	paulo	PROPN;SG	PROPN
bas	lătrat	bas	lătra	N;SG	ADJ;INDF;MASC;SG
bas	latră	bas	lătra	N;SG	V;IND;3;PRS;FIN
gesoek	dorit	gesoek	dorit	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gesoek	dorită	gesoek	dorit	V;PST;V.PTCP	ADJ;INDF;FEM;SG
pedro	pedro	pedro	pedro		PROPN
herman	herman	herman	herman		PROPN
ingedeel	împărțit	indeel	împărți	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ingedeel	divizat	indeel	diviza	V;PST;V.PTCP	ADJ;INDF;MASC;SG
ingedeel	divizată	indeel	diviza	V;PST;V.PTCP	ADJ;INDF;FEM;SG
hurricanes	uragane	hurricane	uragan		N;INDF;FEM;PL
roger	roger	roger	roger		PROPN
kompakte	compact	kompak	compact	N;SG	ADV
worden	worden	worden	worden	V;PRS	
sleeswyk	schleswig	sleeswyk	schleswig	N;PL	PROPN
bonaparte	bonaparte	bonaparte	bonaparte	ADJ;NOM	N;INDF;FEM;PL
brisbane	brisbane	brisbaan	brisban	PROPN;SG	N;INDF;FEM;PL
ope	deschis	ope	deschis	N;SG	ADJ;INDF;MASC;SG
ope	deschide	ope	deschide	N;SG	V;IND;SG;3;PRS;FIN
redelike	rezonabilă	redelik	rezonabil	ADJ;NOM	ADJ;INDF;FEM;SG
redelike	rezonabil	redelik	rezonabil	ADJ;NOM	ADV
statistieke	statistică	statistiek	statistică	N;PL	N;INDF;FEM;SG
statistieke	statistica	statistiek	statistică	N;PL	N;DEF;FEM;SG
statistieke	statistica	statistiek	statistică	N;PL	N;DEF;FEM;SG
statistieke	statistică	statistiek	statistică	N;PL	N;INDF;FEM;SG
location	localizare	location	localizare		N;INDF;FEM;SG
location	locație	location	locație		N;INDF;FEM;SG
location	locația	location	locație		N;DEF;FEM;SG
location	locaţia	location	locahie		N;DEF;FEM;SG
samoa	samoa	samoa	samoa	PROPN;SG	PROPN
neer	jos	neer	jos	V;PRS	ADV
philadelphia	philadelphia	philadelphia	philadelphie		PROPN
ray	ray	ray	ray		PROPN
aanduiding	indicând	aanduiding	indica	N;SG	V;V.MSDR
vat	luarea	vat	luare	V;PRS	N;DEF;FEM;SG
vat	ia	vat	lua	V;PRS	
vat	luati	vat	lua	V;PRS	
vat	butoi	vat	butoi	V;PRS	N;INDF;MASC;SG
carolina	carolina	carolina	carolina	PROPN;SG	N;DEF;FEM;SG
skets	desenul	skets	desen	V;PRS	N;DEF;MASC;SG
skets	desen	skets	desen	V;PRS	N;INDF;MASC;SG
nóg	nici	nóg	nici		ADV
alan	alan	alan	alan		PROPN
siviele	civil	siviel	civil		ADJ;INDF;MASC;SG
siviele	civila	siviel	civil		ADJ;DEF;FEM;SG
siviele	civilă	siviel	civil		ADJ;INDF;FEM;SG
siviele	civile	siviel	civil		ADJ;INDF;FEM;PL
cecil	cecil	cecil	cecil	PROPN;SG	PROPN
strale	raze	straal	rază		N;INDF;FEM;PL
strale	razele	straal	rază		N;DEF;FEM;PL
jason	jason	jason	jason		PROPN
regstreekse	trăiască	regstreeks	trăi	N;PL	V;SBJV;3;PRS;FIN
regstreekse	live	regstreeks	livă	N;PL	
sam	sam	sam	sam	PROPN;SG	
seks	sexul	seks	sex	PRO;NOM;SG;2	N;DEF;MASC;SG
seks	sex	seks	sex	PRO;NOM;SG;2	N;INDF;MASC;SG
geweet	știa	weet	ști	V;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
geweet	știut	weet	ști	V;PST;V.PTCP	ADJ;INDF;MASC;SG
geweet	știam	weet	ști	V;PST;V.PTCP	V;IND;1;IPFV;FIN
geweet	conștient	weet	conștient	V;PST;V.PTCP	ADJ;INDF;MASC;SG
skaak	sah	skaak	sah	V;PRS	
skaak	șah	skaak	șah	V;PRS	
skaak	şah	skaak	şah	V;PRS	N;INDF;MASC;SG
christen	creștin	christen	creștin		ADJ;INDF;MASC;SG
christen	creștină	christen	creștină		ADJ;INDF;FEM;SG
christen	creştin	christen	creştin		N;INDF;MASC;SG
christen	christian	christen	christian		PROPN
christen	crestin	christen	crestin		N;INDF;MASC;SG
meubels	mobilier	meubel	mobilier	N;PL	N;INDF;MASC;SG
meubels	mobila	meubel	mobilă	N;PL	N;DEF;FEM;SG
meubels	mobilă	meubel	mobilă	N;PL	N;INDF;FEM;SG
thames	tamisa	thame	tamisa		N;DEF;FEM;SG
baker	brutar	baker	brutar		N;INDF;MASC;SG
baker	baker	baker	baker		PROPN
laai	sarcină	laai	sarcină	V;PRS	N;INDF;FEM;SG
laai	sertarul	laai	sertar	V;PRS	N;DEF;MASC;SG
laai	sertar	laai	sertar	V;PRS	N;INDF;MASC;SG
laai	tavă	laai	tavă	V;PRS	N;INDF;FEM;SG
laai	tava	laai	tavă	V;PRS	N;DEF;FEM;SG
finansies	finanțe	finansies	finanțe	N;SG	N;INDF;FEM;PL
anale	anal	anaal	anal	ADJ;NOM	N;INDF;MASC;SG
barry	barry	barry	barry		PROPN
barry	florin	barry	florin		PROPN
barry	zână	barry	zână		N;INDF;FEM;SG
barry	zâna	barry	zână		N;DEF;FEM;SG
barry	zana	barry	zană		N;DEF;FEM;SG
elliot	elliot	elliot	elliot	PROPN;SG	PROPN
definieer	subliniat	definieer	sublinia	V;PRS	ADJ;INDF;MASC;SG
div	div	div	div		
argentynse	argentina	argentyns	argentina	ADJ;NOM	N;DEF;FEM;SG
argentynse	argentinian	argentyns	argentinian	ADJ;NOM	N;INDF;MASC;SG
pdf	pdf	pdf	pdf		N;INDF;MASC;SG
verbod	interdicția	verbod	interdicție		N;DEF;FEM;SG
verbod	interzicerea	verbod	interzicere		N;DEF;FEM;SG
verbod	interdicție	verbod	interdicție		N;INDF;FEM;SG
regent	regent	regent	regent		N;INDF;MASC;SG
meg	meg	meg	meg		N;INDF;MASC;SG
sosiaal	sociale	sosiaal	social	ADV	ADJ;INDF;FEM;PL
sosiaal	socială	sosiaal	social	ADV	ADJ;INDF;FEM;SG
sosiaal	sociala	sosiaal	socială	ADV	N;DEF;FEM;SG
sosiaal	socializare	sosiaal	socializare	ADV	N;INDF;FEM;SG
davis	davis	davis	davis		PROPN
veertien	fourteen	veertien	fourteen	NUM	
bethlehem	betleem	bethlehem	betleem	ADV	PROPN
stapel	teanc	stapel	teanc		N;INDF;MASC;SG
colombia	columbia	colombia	columbie	PROPN;SG	PROPN
kritiese	critică	krities	critica	ADJ;NOM	V;IND;SG;3;PST;FIN
kritiese	critica	krities	critică	ADJ;NOM	N;DEF;FEM;SG
dramatiese	dramatică	dramaties	dramatic	ADJ;NOM	ADJ;INDF;FEM;SG
coates	coates	coates	coates		PROPN
series	serie	series	serie		N;INDF;FEM;SG
series	serii	series	serie		N;INDF;FEM;PL
series	seria	series	serie		N;DEF;FEM;SG
toeskouers	watchers	toeskouer	watchers	N;PL	PROPN
diesel	motorină	diesel	motorină		N;INDF;FEM;SG
diesel	motorina	diesel	motorină		N;DEF;FEM;SG
diesel	diesel	diesel	diesel		N;INDF;MASC;SG
drank	bea	drank	bea	N;SG	
allen	allen	allen	allen		PROPN
gestem	votat	stem	vota	V;PST;V.PTCP	ADJ;INDF;MASC;SG
gestem	votată	stem	vota	V;PST;V.PTCP	ADJ;INDF;FEM;SG
stirling	stirling	stirling	stirling		N;INDF;MASC;SG
teoretiese	teoretic	teoreties	teoretic	ADJ;NOM	ADV
teoretiese	teoretică	teoreties	teoretic	ADJ;NOM	ADJ;INDF;FEM;SG
strome	fluxuri	strome	flux		N;INDF;FEM;PL
strome	fluxuri	strome	flux		N;INDF;FEM;PL
massachusetts	massachusetts	massachusetts	massachusetts	PROPN;SG	N;INDF;MASC;SG
abel	abel	abel	abel	N;SG	PROPN
broek	pantaloni	broek	pantalon	N;SG	N;INDF;MASC;PL
way	way	way	way		N;INDF;MASC;SG
gereedskap	unelte	gereedskap	unealtă	N;SG	N;INDF;FEM;PL
gereedskap	scule	gereedskap	scul	N;SG	N;INDF;FEM;PL
gereedskap	instrumente	gereedskap	instrument	N;SG	N;INDF;FEM;PL
lief	iubește	lief	iubi	ADV	V;IND;SG;3;PRS;FIN
lief	iubeste	lief	iubest	ADV	V;IND;SG;3;PRS;FIN
lief	iubirile	lief	iubire	ADV	N;DEF;FEM;PL
lief	iubiri	lief	iubire	ADV	N;INDF;FEM;PL
mynbou	minerit	mynbou	minerit	N;SG	N;INDF;MASC;PL
mynbou	miniere	mynbou	minier	N;SG	ADJ;INDF;FEM;PL
hms	hms	hms	hms		N;INDF;MASC;SG
cook	cook	cook	cook	PROPN;SG	PROPN
cook	bucătar	cook	bucătar	PROPN;SG	N;INDF;MASC;SG
cook	gătesc	cook	găti	PROPN;SG	V;IND;PL;3;PRS;FIN
marcus	marcus	marcus	marcus		N;INDF;MASC;SG
dawid	david	dawid	david		PROPN
stappe	pasi	stap	pas	N;PL	
bruto	brută	bruto	brut	ADJ;NOM	ADJ;INDF;FEM;SG
tokio	tokio	tokio	tokio		PROPN
tokio	tokyo	tokio	tokyo		PROPN
gay	homosexual	gay	homosexual		ADJ;INDF;MASC;SG
gay	homo	gay	homo		N;INDF;MASC;SG
gay	gay	gay	gay		N;INDF;MASC;SG
gegewens	materialul	gewewens	material	N;PL	N;DEF;MASC;SG
gegewens	material	gewewens	material	N;PL	N;INDF;MASC;SG
beplande	planificate	beplan	planificat	N;PL	ADJ;INDF;FEM;PL
beplande	plănuit	beplan	plănui	N;PL	ADJ;INDF;MASC;SG
beplande	planificat	beplan	planificat	N;PL	ADJ;INDF;MASC;SG
beplande	planificată	beplan	planifica	N;PL	ADJ;INDF;FEM;SG
christopher	cristofor	christopher	cristofor		PROPN
christopher	christopher	christopher	christopher		PROPN
tahiti	tahiti	tahiti	tahiti		N;INDF;MASC;SG
baba	baby	baba	baby	N;SG	
baba	bebe	baba	bebe	N;SG	
felix	felix	felix	felix		PROPN
voorval	incidente	voorval	incident	N;SG	N;INDF;FEM;PL
montgomery	montgomery	montgomery	montgomery		PROPN
klop	knock	klop	knock	V;PRS	N;INDF;MASC;SG
bang	speriat	bang	speriat	V;PRS	ADJ;INDF;MASC;SG
bang	speriată	bang	speria	V;PRS	ADJ;INDF;FEM;SG
bang	frică	bang	frică	V;PRS	N;INDF;FEM;SG
tafel	tabelul	tafel	tabel		N;DEF;MASC;SG
tafel	masă	tafel	masă		N;INDF;FEM;SG
tafel	masa	tafel	masă		N;DEF;FEM;SG
tafel	tabel	tafel	tabel		N;INDF;MASC;SG
gerard	gerard	rard	gerard	V;PRS	N;INDF;MASC;SG
onze	onze	onze	onze		N;INDF;MASC;SG
bush	bush	bush	bush	PROPN;SG	PROPN
pyn	dureri	pyn	durere	N;SG	N;INDF;FEM;PL
millennium	mileniu	millennium	mileniu	PROPN;SG	N;INDF;MASC;SG
millennium	millennium	millennium	millennium	PROPN;SG	N;INDF;MASC;SG
millennium	mileniului	millennium	mileniu	PROPN;SG	N;DEF;MASC;SG
senegal	senegal	senegal	senegal	PROPN;SG	N;INDF;MASC;SG
sekonde	secunde	sekond	secundă	N;SG	N;INDF;FEM;PL
phylum	phylum	phylum	phylum	N;SG	
della	della	della	della		PROPN
verwarring	confuzia	verwarring	confuzie		N;DEF;FEM;SG
verwarring	confuzie	verwarring	confuzie		N;INDF;FEM;SG
verwarring	confuzii	verwarring	confuz		N;INDF;FEM;PL
geslote	închise	gesluit	închide	N;SG	V;IND;PL;3;PST;FIN
geslote	inchis	gesluit	inchis	N;SG	ADJ;INDF;MASC;SG
geslote	închisă	gesluit	închide	N;SG	ADJ;INDF;FEM;SG
geslote	închis	gesluit	închis	N;SG	ADJ;INDF;MASC;SG
kleinseun	nepoate	kleinseun	nepote	N;SG	N;INDF;FEM;PL
brabant	brabant	brabant	brabant		N;INDF;MASC;SG
betrokkenheid	interacțiuni	betrokkenheid	interacțiune	N;SG	N;INDF;FEM;PL
elisabeth	elizabeth	elisabeth	elizabeth		PROPN
elisabeth	elisabeta	elisabeth	elisabetă		N;DEF;FEM;SG
elisabeth	elisabeth	elisabeth	elisabeth		PROPN
elisabeth	elisabeta	elisabeth	elisabetă		N;DEF;FEM;SG
sak	sac	sak	sac	V;PRS	N;INDF;MASC;SG
sak	punga	sak	pungă	V;PRS	N;DEF;FEM;SG
sak	pungă	sak	pungă	V;PRS	N;INDF;FEM;SG
sak	geanta	sak	geantă	V;PRS	N;DEF;FEM;SG
grawe	săpat	graag	săpat	N;PL	ADJ;INDF;MASC;SG
grawe	săpând	graag	săpa	N;PL	V;V.MSDR
seine	sena	seine	sena		N;DEF;FEM;SG
seine	seine	seine	senee		PROPN
vet	grasă	vet	gras		ADJ;INDF;FEM;SG
vet	grasa	vet	grasă		N;DEF;FEM;SG
vet	grăsime	vet	grăsime		N;INDF;FEM;SG
vet	gras	vet	gras		N;INDF;MASC;SG
lyon	lyon	lyon	lyon		PROPN
nul	zero	nul	zero		NUM;PL
begrafnis	funeralii	begrafnis	funeralii	N;SG	N;DEF;MASC;PL
begrafnis	funeraliile	begrafnis	funeralii	N;SG	N;DEF;FEM;PL
ruil	schimb	ruil	schimb	V;PRS	N;INDF;MASC;SG
ruil	swap	ruil	swap	V;PRS	N;INDF;MASC;SG
ruil	schimb	ruil	schimb	V;PRS	N;INDF;MASC;SG
ruil	schimbul	ruil	schimb	V;PRS	N;DEF;MASC;SG
joan	joan	joan	joan		PROPN
joan	ioana	joan	ioană		N;DEF;FEM;SG
gedryf	condus	dryf	conduce	V;PST;V.PTCP	ADJ;INDF;MASC;SG
helsinki	helsinki	helsinki	helsinki		PROPN
plinius	pliniu	plinius	pliniu	N;SG	ADJ;INDF;MASC;SG
hardloop	rularea	hardloop	rulare	V;PRS	N;DEF;FEM;SG
hardloop	fugi	hardloop	fugi	V;PRS	
hardloop	reluare	hardloop	reluare	V;PRS	N;INDF;FEM;SG
warhol	warhol	warhol	warhol	N;SG	PROPN
oordeel	judecată	oordeel	judecată	V;PRS	N;INDF;FEM;SG
oordeel	judecata	oordeel	judecată	V;PRS	N;DEF;FEM;SG
classis	classis	classis	classis		PROPN
niger	niger	nig	niger		N;INDF;MASC;SG
rey	rey	rey	rey	N;SG	PROPN
palestina	palestina	palestina	palestina	PROPN;SG	N;DEF;FEM;SG
koring	grâu	koring	grâu	N;SG	
koring	grau	koring	grau	N;SG	
community	comunitate	community	comunitate		N;INDF;FEM;SG
community	comunitatea	community	comunitate		N;DEF;FEM;SG
wonder	minunea	wonder	minunie		N;DEF;FEM;SG
wonder	mirare	wonder	mirare		N;INDF;FEM;SG
wonder	wonder	wonder	wonder		PROPN
anthony	anthony	anthony	anthony		PROPN
carlo	carlo	carlo	carlo		PROPN
lanka	lanka	lanka	lankă	PROPN;SG	PROPN
omvattende	dinamica	omvat	dinamică	ADJ;NOM	N;DEF;FEM;SG
omvattende	dinamică	omvat	dinamic	ADJ;NOM	ADJ;INDF;FEM;SG
meisies	girls	meisie	girls	N;PL	N;INDF;MASC;SG
voc	cov	voc	cov		N;INDF;MASC;SG
geheue	temporare	heue	temporare	N;SG	ADJ;INDF;FEM;PL
geheue	temporar	heue	temporar	N;SG	ADV
geheue	temporară	heue	temporar	N;SG	ADJ;INDF;FEM;SG
nick	nick	nick	nick		PROPN
organiseer	organizeaza	organiseer	organizeaza	V;PRS	V;IND;SG;3;IPFV;FIN
kremlin	kremlin	kremlin	kremlin		N;INDF;MASC;SG
uniek	unicat	uniek	unica	ADV	ADJ;INDF;MASC;SG
uniek	unic	uniek	unic	ADV	ADJ;INDF;MASC;SG
uniek	unice	uniek	unic	ADV	ADJ;INDF;FEM;PL
