und	और	und	और	CONJ	
spanisch	स्पैनिश	spanisch	स्पैनिश	ADJ	PROPN;NOM;MASC;SG;3
spanisch	स्पेनिश	spanisch	स्पेनिश	ADJ	PROPN;NOM;MASC;SG;3
spanisch	स्पेनी	spanisch	स्पेनी	ADJ	PROPN;NOM;MASC;SG;3
kollegen	सहयोगी	kolleg	सहयोगी	V;FIN	N;NOM;MASC;PL;3
kollegen	साथियों	kolleg	साथी	V;FIN	N;ACC;MASC;PL;3
kollegen	सहयोगियों	kolleg	सहयोगी	V;FIN	N;ACC;MASC;PL;3
kollegen	सहकर्मियों	kolleg	सहकर्मी	V;FIN	N;ACC;MASC;PL;3
kollegen	सहकर्मी	kolleg	सहकर्मी	V;FIN	N;NOM;MASC;SG;3
ursprüngliche	मूल	ursprünglich	मूल	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
not	नही	not	नही	PROPN;SG	
not	नहीं	not	नहीं	PROPN;SG	PART;NEG
not	तकलीफ	not	तकलीफ	PROPN;SG	N;NOM;FEM;SG;3
hill	पहाड़ी	hallen	पहाडी	PROPN;NOM;MASC;SG	N;NOM;FEM;SG;3
hill	हिल	hallen	हिल	PROPN;NOM;MASC;SG	
irrelevant	अप्रासंगिक	irrelevant	अप्रासंगिक	ADJ	
raus	आउट	raus	आउट	ADV	N;NOM;MASC;SG;3
bruno	ब्रूनो	bruno	ब्रूनो	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
bildern	छवि	bildern	छवि	V;NFIN	N;NOM;FEM;SG;3
bildern	छवियां	bildern	छवी	V;NFIN	N;NOM;FEM;PL;3
bildern	छवियाँ	bildern	छवी	V;NFIN	N;NOM;FEM;PL;3
bildern	चित्र	bildern	चित्र	V;NFIN	N;NOM;MASC;SG;3
bildern	बिंब	bildern	बिंब	V;NFIN	N;NOM;MASC;SG;3
bildern	छवियाँ	bildern	छवी	V;NFIN	N;NOM;FEM;PL;3
bildern	चित्र	bildern	चित्र	V;NFIN	N;NOM;MASC;SG;3
bildern	पिक्चर्स	bildern	पिक्चर	V;NFIN	N;NOM;MASC;PL;3
bildern	तस्वीरें	bildern	तस्वीर	V;NFIN	N;NOM;FEM;PL;3
bildern	तस्वीरें	bildern	तस्वीर	V;NFIN	N;NOM;FEM;PL;3
bildern	pics	bildern	pics	V;NFIN	
dortmund	डॉर्टमुंड	dortmund	डॉर्टमुंड	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
evtl	संभवतः	evtl	संभवतः		ADV
aktion	क्रिया	aktion	क्रिया		N;NOM;FEM;SG;3
aktion	एक्शन	aktion	एक्शन		N;NOM;MASC;SG;3
aktion	कार्रवाई	aktion	कार्रवाई		N;NOM;FEM;SG;3
gemälde	चित्रकारी	gemälde	चित्रकारी		N;NOM;FEM;SG;3
gemälde	चित्रकला	gemälde	चित्रकला		N;NOM;FEM;SG;3
gemälde	चित्रकारों	gemälde	चित्रकार		N;ACC;MASC;PL;3
gemälde	पेंटिंग	gemälde	पेंटिंग		N;NOM;FEM;SG;3
persönlichen	पर्सनल	persönlich	पर्सनल	ADJ;ACC;MASC;SG	N;NOM;MASC;SG;3
persönlichen	निजी	persönlich	निजी	ADJ;ACC;MASC;SG	ADJ;NOM
mannheim	mannheim	mannheim	mannheim	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG;3
griechenland	यूनानी	griechenland	यूनानी	ADJ	PROPN;NOM;MASC;SG;3
griechenland	ग्रीस	griechenland	ग्रीस	ADJ	PROPN;NOM;MASC;SG;3
griechenland	यूनान	griechenland	यूनान	ADJ	PROPN;NOM;MASC;SG;3
griechenland	यूनानियों	griechenland	यूनानी	ADJ	N;ACC;MASC;PL;3
leo	सिंह	leo	सिंह	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
leo	leo	leo	leo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ufer	shoreline	ufer	shoreline	ADJ	N;NOM;MASC;SG;3
politikerin	राजनीतिज्ञ	politikerin	राजनीतिज्ञ	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
politikerin	राजनेता	politikerin	राजनेता	ADJ;NOM;FEM;SG	N;NOM;MASC;PL;3
angebot	कोट	anpieten	कोट	N;NOM;NEUT;SG	
zweifel	पड़े	zweifel	पड़		V;PFV;MASC;SG;V.PTCP;ACT
zweifel	संदेह	zweifel	संदेह		N;NOM;MASC;SG;3
zweifel	शक	zweifel	शक		N;NOM;MASC;SG;3
zweifel	संदेह	zweifel	संदेह		N;NOM;MASC;SG;3
reine	सरासर	rein	सरासर	ADJ;NOM	ADV
reine	शुद्ध	rein	शुद्ध	ADJ;NOM	
reine	प्योर	rein	प्योर	ADJ;NOM	
reine	pure	rein	pure	ADJ;NOM	
produzent	उत्पादक	produzent	उत्पादक	ADJ	N;NOM;MASC;SG;3
produzent	निर्माता	produzent	निर्माता	ADJ	N;NOM;MASC;SG;3
südwestlich	दक्षिणपश्चिम	südwestlich	दक्षिणपश्चिम	ADJ	N;NOM;MASC;SG;3
lager	गोदाम	lager	गोदाम	ADJ	N;NOM;MASC;SG;3
lager	बियरिंग	lager	बियरिंग	ADJ	N;NOM;FEM;SG;3
lager	कैम्प	lager	कैम्प	ADJ	N;NOM;MASC;SG;3
lager	कैंप	lager	कैंप	ADJ	N;NOM;MASC;SG;3
lager	शिविर	lager	शिविर	ADJ	N;NOM;MASC;SG;3
lager	कैम्प	lager	कैम्प	ADJ	N;NOM;MASC;SG;3
lager	शिविरों	lager	शिविर	ADJ	N;ACC;MASC;PL;3
beck	बेक	beck	बेक	PROPN;NOM;MASC;SG	
ministerpräsident	प्रीमियर	ministerpräsident	प्रीमियर	ADJ	N;NOM;MASC;SG;3
niederländischen	डच	niederländisch	डच	ADJ;NOM;MASC;PL	
jones	जोन्स	jones	जोन्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
verbrachte	खर्च	verbringen	खर्च	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG;3
blue	नीला	blue	नीला	PROPN;NOM;SG	ADJ;NOM;MASC;SG
blue	डीलक्स	blue	डीलक्स	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
blue	ब्लू	blue	ब्लू	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
nachweis	प्रूफ	nachweis	प्रूफ	N	
net	जाल	Net	जाल		N;NOM;MASC;SG;3
errichtung	स्थापना	errichtung	स्थापना	ADJ	N;NOM;FEM;SG;3
errichtung	स्तंभन	errichtung	स्तंभन	ADJ	
hitler	हिटलर	hitler	हिटलर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
springer	नाईट	spring	नाईट	ADJ	N;NOM;FEM;SG;3
mögliche	क्षमता	möglich	क्षमता	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
mögliche	सामर्थ्य	möglich	सामर्थ्य	ADJ;NOM;FEM;PL	
mögliche	संभावित	möglich	संभावित	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
mögliche	संभावित	möglich	संभावित	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
verstehe	समझो	verstehen	समझ	V;IND;SG;3;PRS;FIN	V;SBJV;SG;FIN;ACT
wiederholt	दोहराया	wiederholt	दोहरा	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
wiederholt	दोहराए	wiederholt	दोहरा	ADJ	V;PFV;MASC;PL;V.PTCP;ACT
wiederholt	दोहराव	wiederholt	दोहराव	ADJ	N;NOM;MASC;SG;3
bearbeitungen	संपादन	bearbeitungen	संपादन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
bearbeitungen	machining	bearbeitungen	machining	N;NOM;FEM;PL	N;NOM;MASC;SG;3
tatsache	तथ्य	tatsach	तथ्य	ADV	N;NOM;MASC;SG;3
tatsache	फैक्ट	tatsach	फैक्ट	ADV	
endet	समाप्ति	enden	समाप्ति	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
rainer	रेनर	rain	रेनर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
privaten	प्राइवेट	privat	प्राइवेट	ADJ;PL	N;NOM;MASC;SG;3
brand	ब्रांड	brend	ब्रांड		N;NOM;MASC;SG;3
mathematiker	गणितीय	mathematiker	गणितीय	ADJ	N;NOM;MASC;SG;3
mathematiker	गणित	mathematiker	गणित	ADJ	
mathematiker	गणितज्ञ	mathematiker	गणितज्ञ	ADJ	N;NOM;MASC;SG;3
mathematiker	mathematicians	mathematiker	mathematicians	ADJ	V;IPFV;MASC;PL;V.PTCP;ACT
leitet	मार्गदर्शिका	leiten	मार्गदर्शिका	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
überarbeitet	संशोधित	überarbeiten	संशोधित	V;V.PTCP	ADJ
überarbeitet	अनुमोदित	überarbeiten	अनुमोदित	V;V.PTCP	PROPN;NOM;MASC;SG;3
operation	ऑपरेशन	operation	ऑपरेशन		N;NOM;MASC;SG;3
operation	संचालन	operation	संचालन		N;NOM;MASC;SG;3
operation	आपरेशन	operation	आपरेशन		N;NOM;MASC;SG;3
operation	सर्जरी	operation	सर्जरी		N;NOM;FEM;SG;3
reden	भाषणों	reden	भाषणों	V;NFIN	N;ACC;MASC;PL;3
reden	बात	reden	बात	V;NFIN	N;NOM;FEM;SG;3
publikationen	प्रकाशन	publikationen	प्रकाशन	N;NOM;FEM;PL	N;NOM;MASC;SG;3
eingebaut	स्थापित	einbauen	स्थापित	V;V.PTCP	ADJ
eingebaut	संस्थापित	einbauen	संस्थापित	V;V.PTCP	PROPN;NOM;SG;3
welchen	कया	welch	कया	PRO;NOM;SG	V;SG;FIN;ACT
welchen	जिससे	welch	जो	PRO;NOM;SG	PRO;SG;3
zusätzliche	अनुपूरक	zusätzlich	अनुपूरक	ADJ;NOM;FEM;PL	
zusätzliche	अतिरिक्त	zusätzlich	अतिरिक्त	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
zusätzliche	अतिरिक्त	zusätzlich	अतिरिक्त	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
schließen	बन्द	schließen	बंद	V;NFIN	
schließen	करीब	schließen	करीब	V;NFIN	PART
schließen	बंद	schließen	बंद	V;NFIN	ADJ
patienten	रोगियों	patient	रोगी	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL;3
patienten	मरीजों	patient	मरीज	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL;3
patienten	मरीज	patient	मरीज	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL;3
patienten	रोगी	patient	रोगी	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG;3
bernd	पीटर	bernd	पीटर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
bernd	मिशेल	bernd	मिशेल	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
vol	आवाज़	vol	आवाज़	;SG	N;NOM;FEM;SG;3
anlagen	पौधे	anlagen	पौधा	V;NFIN	N;NOM;MASC;PL;3
anlagen	सुविधाएं	anlagen	सुविधा	V;NFIN	N;NOM;FEM;PL;3
anlagen	स्थापना	anlagen	स्थापना	V;NFIN	N;NOM;FEM;SG;3
anlagen	संस्थापना	anlagen	संस्थापना	V;NFIN	N;NOM;FEM;SG;3
anlagen	उपकरण	anlagen	उपकरण	V;NFIN	N;NOM;MASC;PL;3
verpflichtet	प्रतिबद्ध	verpflichten	प्रतिबद्ध	V;V.PTCP	ADJ
verpflichtet	वचनबद्ध	verpflichten	वचनबद्ध	V;V.PTCP	PROPN;NOM;MASC;SG;3
einwohnerzahl	जनसांख्यिकी	einwohnerzahl	जनसांख्यिकी	ADJ	N;NOM;MASC;SG;3
einwohnerzahl	जनसंख्या	einwohnerzahl	जनसंख्या	ADJ	N;NOM;FEM;SG;3
einwohnerzahl	आबादी	einwohnerzahl	आबादी	ADJ	N;NOM;FEM;SG;3
einwohnerzahl	जनसांख्यिकी	einwohnerzahl	जनसांख्यिकी	ADJ	N;NOM;MASC;SG;3
alleine	अकेला	alleine	अकेला	ADV	V;PFV;MASC;SG;V.PTCP;ACT
alleine	अकेले	alleine	अकेला	ADV	V;MASC;SG;3;FIN;ACT
alleine	अलोन	alleine	अलोन	ADV	
alleine	solo	alleine	solo	ADV	
alleine	सोलो	alleine	सोलो	ADV	
linke	बायां	linker	बायां	ADJ;NOM;FEM;PL	
linke	बाएं	linker	बाएं	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
linke	बाएँ	linker	बाएं	ADJ;NOM;FEM;PL	
flucht	भागो	fluchen	भाग	N	
abt	abt	aben	abt	PROPN	
abt	ज्योतिर्मठ	aben	ज्योतिर्मठ	PROPN	PROPN;NOM;MASC;SG;3
maschinen	मशीनों	maschen	मशीन	N;NOM;FEM;PL	N;ACC;FEM;PL;3
maschinen	मशीनरी	maschen	मशीनरी	N;NOM;FEM;PL	N;NOM;FEM;SG;3
maschinen	मशीनों	maschen	मशीन	N;NOM;FEM;PL	N;ACC;FEM;PL;3
maschinen	मशीने	maschen	मशी	N;NOM;FEM;PL	N;NOM;MASC;SG;3
erforderlich	जरुरी	erforderlich	जरुरी	ADJ	ADP
promoviert	पीएचडी	promovieren	पीएचडी	V;V.PTCP	PROPN;NOM;MASC;SG;3
promoviert	phd	promovieren	phd	V;V.PTCP	PROPN;NOM;MASC;SG;3
vorkommen	आवृत्ति	vorkommen	आवृत्ति	V;NFIN	N;NOM;FEM;SG;3
vorbild	मॉडल	vorbild	मॉडल	ADJ	N;NOM;MASC;SG;3
sonne	sunny	sonnen	sunny		N;NOM;MASC;SG;3
sonne	सनी	sonnen	सनी		PROPN;NOM;FEM;SG;3
sonne	सूरज	sonnen	सूरज		PROPN;NOM;MASC;SG;3
sonne	रवि	sonnen	रवि		PROPN;NOM;MASC;SG;3
sonne	सन	sonnen	सन		PROPN;NOM;MASC;SG;3
sonne	सूर्य	sonnen	सूर्य		N;NOM;MASC;SG;3
sonne	धूप	sonnen	धूप		N;NOM;FEM;SG;3
sonne	सनशाइन	sonnen	सनशाइन		N;NOM;MASC;SG;3
sonne	धूप	sonnen	धूप		N;NOM;FEM;SG;3
meistens	अधिकांश	meistens	अधिकांश	ADV	CONJ
meistens	ज्यादातर	meistens	ज्यादातर	ADV	N;NOM;MASC;SG;3
meistens	अधिकतर	meistens	अधिकतर	ADV	N;NOM;MASC;SG;3
meistens	ज़्यादातर	meistens	ज़्यादातर	ADV	CONJ
verboten	वर्जित	verbieten	वर्जित	ADJ;V.PTCP	PROPN;NOM;SG;3
verboten	मनाही	verbieten	मनाही	ADJ;V.PTCP	N;NOM;FEM;SG;3
verboten	निषिद्ध	verbieten	निषिद्ध	ADJ;V.PTCP	
verboten	हराम	verbieten	हराम	ADJ;V.PTCP	N;NOM;MASC;SG;3
verboten	निषिद्ध	verbieten	निषिद्ध	ADJ;V.PTCP	
verboten	बैन	verbieten	बैन	ADJ;V.PTCP	
erweiterung	एक्सटेंशन्स	Erweiterung	एक्सटेंशन्स	N;NOM;FEM;SG	N;NOM;MASC;PL;3
virginia	वर्जीनिया	virginia	वर्जीनिया	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
virginia	वर्जिनिया	virginia	वर्जिनिया	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
geschichten	कथाएं	geschecht	कथाएं	V;NFIN	N;NOM;FEM;PL;3
geschichten	किस्से	geschecht	कौन्सा	V;NFIN	N;NOM;MASC;PL;3
geschichten	कहानियाँ	geschecht	कहानी	V;NFIN	N;NOM;FEM;PL;3
geschichten	कहानियां	geschecht	कहानी	V;NFIN	N;NOM;FEM;PL;3
möglichen	संभावित	möglich	संभावित	ADJ	PROPN;NOM;SG;3
modelle	मॉडल	modell	मॉडल	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
brown	ब्राउन	brown	ब्राउन	PROPN	PROPN;NOM;MASC;SG;3
brown	भूरा	brown	भूरा	PROPN	PROPN;NOM;MASC;SG;3
vorstand	ceo	vorstehen	ceo	N;SG	PROPN;NOM;MASC;SG;3
vorstand	बिसात	vorstehen	बिसात	N;SG	
rajon	रायोन	rajon	रायोन	ADJ	PROPN;NOM;MASC;SG;3
eigenständige	स्टैंडअलोन	eigenständig	स्टैंडअलोन	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
blüten	फूल	blüten	फूल	N;NOM;PL	N;NOM;MASC;SG;3
blüten	पुष्प	blüten	पुष्प	N;NOM;PL	
statistik	आंकड़े	statistik	आंकड़ा	PROPN	N;NOM;MASC;PL;3
statistik	आँकड़े	statistik	आँकडा	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
statistik	सांख्यिकी	statistik	सांख्यिकी	PROPN	N;NOM;FEM;SG;3
statistik	आंकडे	statistik	आंकडा	PROPN	N;NOM;MASC;SG;3
statistik	आँकड़े	statistik	आँकडा	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
statistik	आंकड़े	statistik	आंकड़ा	PROPN	N;NOM;MASC;PL;3
fälle	दृष्टांत	fallen	दृष्टान्त	N;NOM;MASC;PL	N;NOM;MASC;SG;3
fälle	उदाहरण	fallen	उदाहरण	N;NOM;MASC;PL	N;NOM;MASC;SG;3
fälle	मामलों	fallen	मामला	N;NOM;MASC;PL	N;ACC;MASC;PL;3
fälle	केस	fallen	केस	N;NOM;MASC;PL	N;NOM;MASC;SG;3
weimar	वाइमर	weimar	वाइमर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
endlich	परिमित	endlich	परिमित	ADV	
abend	शाम	Abend	शाम	ADV	N;NOM;FEM;SG;3
abend	सायंकाल	Abend	सायंकाल	ADV	N;NOM;MASC;SG;3
abend	संध्या	Abend	संध्या	ADV	N;NOM;FEM;SG;3
anne	ऐनी	anne	ऐना	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG;3
erfahrungen	अनुभव	erfahrung	अनुभव	V;NFIN	N;NOM;MASC;SG;3
erfahrungen	अनुभवों	erfahrung	अनुभव	V;NFIN	N;ACC;MASC;PL;3
erfahrungen	अनुभव	erfahrung	अनुभव	V;NFIN	N;NOM;MASC;SG;3
stellvertretender	डिप्टी	stellvertretend	डिप्टी	ADJ	N;NOM;MASC;SG;3
nordöstlich	पूर्वोत्तर	nordöstlich	पूर्वोत्तर	ADJ	N;NOM;MASC;SG;3
schwere	गंभीरता	schwer	गंभीरता	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
schwere	गंभीरता	schwer	गंभीरता	ADJ;NOM;FEM;PL	N;NOM;FEM;SG;3
falle	फंदा	fallen	फंदा	ADV	N;NOM;MASC;SG;3
falle	गिरा	fallen	गिर	ADV	V;PFV;MASC;SG;V.PTCP;ACT
falle	पतझड़	fallen	पतझड़	ADV	N;NOM;MASC;SG;3
falle	गिरना	fallen	गिर	ADV	V;MASC;SG;V.PTCP;ACT
falle	गिर	fallen	गिर	ADV	V;ACT
falle	पतन	fallen	पतन	ADV	N;NOM;MASC;SG;3
treten	किक	treten	किक	V;NFIN	N;NOM;FEM;SG;3
treten	लात	treten	लात	V;NFIN	
bay	बे	bay	बे	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
bay	खाड़ी	bay	खाड़ी	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG;3
türkischen	तुर्की	türkisch	तुर्की	ADJ;NOM;PL	PROPN;NOM;MASC;SG;3
grab	मकबरा	grab	मकबरा	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
grab	संगीन	grab	संगीन	N;NOM;NEUT;SG	
markus	मार्कस	markus	मार्कस	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
weber	बुनकरों	weber	बुनकर	PROPN;NOM;MASC;SG	N;ACC;MASC;PL;3
weber	बया	weber	बया	PROPN;NOM;MASC;SG	
weber	वेबर	weber	वेबर	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
earl	अर्ल	earl	अर्ल	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
wieso	क्यूँ	wieso	क्यूँ	ADV	
wieso	क्यों	wieso	क्यों	ADV	PRO
samuel	सैमुएल	samuel	सैमुएल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
methoden	विधियाँ	metheden	विधि	V;NFIN	N;NOM;FEM;PL;3
methoden	विधियां	metheden	विधि	V;NFIN	N;NOM;FEM;PL;3
methoden	विधि	metheden	विधि	V;NFIN	N;NOM;FEM;SG;3
williams	विलियम्स	williams	विलियम्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ukraine	यूक्रेन	ukrain	यूक्रेन	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
ukraine	युक्त	ukrain	युक्त	PROPN;NOM;SG	
prix	प्रिक्स	prix	प्रिक्स	PROPN	N;NOM;MASC;SG;3
innere	आतंरिक	inner	आतंरिक	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
innere	भीतरी	inner	भीतरी	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
gering	अल्प	gering	अल्प	ADJ	
gering	निर्बल	gering	निर्बल	ADJ	
gering	क्षीण	gering	क्षीण	ADJ	
gering	तुच्छ	gering	तुच्छ	ADJ	
gottes	अल्लाह	gott	अल्लाह	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
gottes	ईश्वर	gott	ईश्वर	N;NOM;NEUT;SG	
engagement	लगन	engagement	लगन	ADJ	
engagement	निष्ठा	engagement	निष्ठा	ADJ	N;NOM;FEM;SG;3
engagement	समर्पण	engagement	समर्पण	ADJ	N;NOM;MASC;SG;3
engagement	engagement	engagement	engagement	ADJ	V;MASC;SG;V.PTCP;ACT
engagement	सहभागिता	engagement	सहभागिता	ADJ	N;NOM;FEM;SG;3
engagement	सगाई	engagement	सगा	ADJ	N;NOM;FEM;SG;3
engagement	प्रतिबद्धता	engagement	प्रतिबद्धता	ADJ	N;NOM;FEM;SG;3
mühle	मिल	mühlen	मिल		V;ACT
mühle	मिल्स	mühlen	मिल		PROPN;NOM;MASC;SG;3
mühle	मिलों	mühlen	मिल		N;ACC;FEM;PL;3
höher	उच्चतर	hoch	उच्चतर	ADJ	
rolf	rolf	rolf	rolf	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gestaltet	तराशा	gestalten	तराश	ADJ;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
verwendete	प्रयुक्त	verwenden	प्रयुक्त	V;IND;SG;3;PST;FIN	ADP
wechsel	बिल्स	wechsel	बिल्स	ADV	PROPN;NOM;MASC;SG;3
wechsel	परिवर्तन	wechsel	परिवर्तन	ADV	N;NOM;MASC;SG;3
wechsel	बदलाव	wechsel	बदलाव	ADV	N;NOM;MASC;SG;3
wechsel	बदलें	wechsel	बदल	ADV	V;SBJV;SG;FIN;ACT
bauern	किसान	bauern	किसान	V;NFIN	N;NOM;MASC;PL;3
bauern	कृषक	bauern	कृषक	V;NFIN	N;NOM;MASC;SG;3
bauern	किसानों	bauern	किसान	V;NFIN	N;ACC;MASC;PL;3
