から	from	から	from	CONJ	
心臓	kalp	心臓	kalp	N	
心臓	gönül	心臓	gönül	N	
心臓	kalbi	心臓	kalbi	N	ADJ;NOM;SG;3
心臓	yürek	心臓	yürek	N	
日光	güneş	日光	güneş	N	
日光	nikko	日光	nikko	N	PROPN;NOM;SG;3
ウエスト	west	ウエスト	west	N	PROPN;NOM;SG;3
ウエスト	batı	ウエスト	batı	N	
ウエスト	beli	ウエスト	beli	N	
ウエスト	bel	ウエスト	bel	N	
ゆり	yuri	ゆり	yuri	PROPN	
大使館	elçilik	大使館	elçilik	N	
食事	öğün	食事	öğün	N	
ジェフ	jeff	ジェフ	jeff	PROPN	
避難	tahliye	避難	tahli	V	
避難	tahliye	避難	tahli	V	
三河	mikawa	三河	mikala	PROPN	
君主	monarch	君主	monarch	N	PROPN;NOM;SG;3
君主	hükümdar	君主	hüküm	N	
みゆき	miyuki	みゆき	miyuki	PROPN	
装飾	dekorasyon	装飾	dekorasyon	V	N;NOM;SG;3
装飾	dekorasyon	装飾	dekorasyon	V	N;NOM;SG;3
装飾	süsler	装飾	süs	V	N;NOM;PL;3
ドラゴンズ	ejderha	ドラゴンズ	ejderha	PROPN	N;NOM;SG;3
ドラゴンズ	ejderhalar	ドラゴンズ	ejderha	PROPN	N;NOM;PL;3
あや	aya	あや	aya	PROPN	
アテネ	atina	アテネ	at	PROPN	N;DAT;SG;3
モンテ	monte	モンテ	monte	PROPN	
テーブル	tablo	テーブル	tablo	N	
テーブル	sofra	テーブル	sofra	N	
テーブル	masa	テーブル	masa	N	
テーブル	masa	テーブル	masa	N	
リボン	şerit	リボン	şerit	N	
チリ	şili	チリ	şili	PROPN	PROPN;NOM;SG;3
チリ	chili	チリ	chili	PROPN	
チリ	şili	チリ	şili	PROPN	PROPN;NOM;SG;3
サマー	yaza	サマー	yaza	N	
サマー	yaz	サマー	yaz	N	
有馬	arima	有馬	arima	PROPN	
処刑	infaz	処刑	infaz	V	
処刑	idam	処刑	idam	V	
武士	samuray	武士	samuray	N	
武士	bushi	武士	bushi	N	
感覚	duyu	感覚	duyu	N	
警告	uyarı	警告	uyar	V	
警告	uyarılar	警告	uyarı	V	N;NOM;PL;3
プログラミング	programlama	プログラミング	programlama	N	
白鳥	kuğu	白鳥	kuğu	PROPN	
白鳥	kuğular	白鳥	kuğu	PROPN	N;NOM;PL;3
白鳥	kuğu	白鳥	kuğu	PROPN	
白鳥	swan	白鳥	swan	PROPN	PROPN;NOM;SG;3
頻繁	sıklıkla	頻繁	sıklık	ADJ	
頻繁	sıkça	頻繁	sıkça	ADJ	
頻繁	sıklıkla	頻繁	sıklık	ADJ	
頻繁	sıkça	頻繁	sıkça	ADJ	
公爵	dük	公爵	dük	N	
公爵	duke	公爵	duke	N	
差分	farkı	差分	fark	N	
差分	farklılık	差分	farklılık	N	
ネコ	kedi	ネコ	kedi	N	
ネコ	kedi	ネコ	kedi	N	
ネコ	cat	ネコ	cat	N	
才能	yetenekli	才能	yetenekli	N	ADJ
山頂	doruk	山頂	doruk	N	
山頂	zirve	山頂	zirve	N	
山頂	peak	山頂	peak	N	
グラフィック	grafik	グラフィック	grafik	N	
グラフィック	grafik	グラフィック	grafik	N	
ハイム	haim	ハイム	haim	PROPN	
マスク	maske	マスク	maske	N	
マスク	maskeli	マスク	maskeli	N	
マスク	maske	マスク	maske	N	
マスク	maskeli	マスク	maskeli	N	
公国	düklük	公国	düklük	N	
圧倒的	bunaltıcı	圧倒的	bunaltıcı	ADJ	
圧倒的	ezici	圧倒的	ezici	ADJ	
麻生	aso	麻生	aso	PROPN	
バレー	volley	バレー	volley	N	
バレー	vadi	バレー	vadi	N	
バレー	valley	バレー	valley	N	PROPN;NOM;SG;3
バレー	vadisi	バレー	vadi	N	
緑色	yeşile	緑色	yeşil	N	
緑色	yeşil	緑色	yeşil	N	ADJ
緑色	green	緑色	gre	N	
緑色	yeşili	緑色	yeşil	N	ADJ;ACC;SG;3
川島	kawashima	川島	kawash	PROPN	N;DAT;SG;3
松浦	matsuura	松浦	matsu	PROPN	
強調	vurgu	強調	vurgu	V	
金額	tutar	金額	tut	N	
金額	miktar	金額	miktar	N	
チップ	çip	チップ	çip	N	
チップ	fiş	チップ	fiş	N	
チップ	cips	チップ	cips	N	
チップ	chip	チップ	chip	N	
チップ	çip	チップ	çip	N	
チップ	ipucu	チップ	ipuç	N	
チップ	ihbar	チップ	ihbar	N	
辞職	istifa	辞職	istifa	V	
チョウ	kelebek	チョウ	kelebek	PROPN	N;NOM;SG;3
チョウ	kelebekler	チョウ	kelebek	PROPN	N;NOM;PL;3
アルコール	alkollü	アルコール	alkollü	N	
アルコール	alkol	アルコール	alkol	N	
釧路	kushiro	釧路	kushiro		PROPN;NOM;SG;3
同	yoldaş	同	yoldaş	ADJ	
同	yoldaşlar	同	yoldaş	ADJ	N;NOM;PL;3
会津	aizu	会津	aiz	PROPN	
平田	hirata	平田	hirata	PROPN	
北村	kitamura	北村	kitamura	PROPN	
尾崎	ozaki	尾崎	ozaki	PROPN	
テープ	bant	テープ	bant	N	
テープ	teyp	テープ	teyp	N	
テープ	kaset	テープ	kaset	N	
広瀬	hirose	広瀬	hiro	PROPN	
予報	tahmin	予報	tahmin	V	
直樹	naoki	直樹	naoki	PROPN	
大森	omori	大森	omori	PROPN	
マネジメント	yönetim	マネジメント	yönetim	N	
サーバ	sunucu	サーバ	sunuç	N	
サーバ	server	サーバ	server	N	
高野	takano	高野	takano	PROPN	
化合物	bileşik	化合物	bileşik	N	
大介	daisuke	大介	daisuke	PROPN	
ルカ	luke	ルカ	luk	PROPN	
ルカ	luca	ルカ	lica	PROPN	
弱い	zayıf	弱い	zayıf	ADJ	
弱い	zayıflar	弱い	zayıf	ADJ	N;NOM;PL;3
祝日	tatil	祝日	tatil	N	
祝日	bayram	祝日	bayram	N	
祝日	tatil	祝日	tatil	N	
祝日	bayram	祝日	bayram	N	
マーケット	pazar	マーケット	pazar	N	
マーケット	piyasa	マーケット	piyas	N	
マーケット	market	マーケット	market	N	
デッキ	güverte	デッキ	güver	N	
デッキ	güverte	デッキ	güver	N	
デッキ	deste	デッキ	dest	N	
偶然	tesadüf	偶然	tesadüf	ADV	
偶然	rastlantı	偶然	rastlantı	ADV	
商標	marka	商標	marka	N	
年金	emekli	年金	emekli	N	
芸能人	şovmen	芸能人	şovmen	N	
三人	üç	三人	üç	N	NUM
三人	three	三人	three	N	
バランス	dengeli	バランス	dengel	N	
バランス	denge	バランス	denge	N	
液体	sıvı	液体	sıv	N	
液体	sıvı	液体	sıv	N	
ウェールズ	wales	ウェールズ	wales	PROPN	PROPN;NOM;SG;3
ウェールズ	galler	ウェールズ	gal	PROPN	
審判	hüküm	審判	hüküm	N	
審判	yargı	審判	yargı	N	
審判	duruşma	審判	duruş	N	
審判	iktidardaki	審判	iktidardaki	N	
審判	iktidar	審判	iktidar	N	
根本	nemoto	根本	nemoto	N	
タンパク	protein	タンパク	protein	N	
バット	bat	バット	bat	N	
バット	yarasa	バット	yara	N	
バット	sopa	バット	sopa	N	
ルパン	lupin	ルパン	lip	PROPN	
メカ	mecha	メカ	mecha	N	
予測	tahmin	予測	tahmin	V	
予測	tahmini	予測	tahmin	V	N;NOM;SG;3
予測	tahmin	予測	tahmin	V	
予測	kehanetler	予測	kehanet	V	N;NOM;PL;3
予測	tahminler	予測	tahmin	V	N;NOM;PL;3
暗号	şifreleme	暗号	şifrele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
暗号	şifreleme	暗号	şifrele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
メアリー	meryem	メアリー	meryem	PROPN	N;NOM;SG;3
メアリー	mary	メアリー	mary	PROPN	
欲しい	istiyorum	欲しい	iste	ADJ	V;PROG;IND;SG;1;POS;INFM;PRS
栄養	beslenme	栄養	besle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
栄養	besin	栄養	besin	N	
不安	endişeli	不安	endişeli	ADJ	
不安	tedirgin	不安	tedirgin	ADJ	
不安	kaygılı	不安	kaygılı	ADJ	
不安	tedirgin	不安	tedirgin	ADJ	
不安	kaygı	不安	kaygı	ADJ	
不安	endişe	不安	endiş	ADJ	
食べる	yeme	食べる	ye	V	
食べる	ye	食べる	ye	V	
トマス	thomas	トマス	thomas	PROPN	
藤本	fujimoto	藤本	fujimoto	PROPN	
メタ	meta	メタ	meta	PROPN	
検事	davacı	検事	davacı	N	
検事	savcı	検事	savcı	N	
理想	ideal	理想	ideal	N	
ひろし	hiroshi	ひろし	hiroshi	PROPN	
たけし	takeshi	たけし	takeshi	PROPN	PROPN;NOM;SG;3
遊び	oyun	遊ぶ	oyun	V	
遊び	play	遊ぶ	play	V	
遊び	oyna	遊ぶ	oyna	V	
遊び	çal	遊ぶ	çal	V	
服部	hattori	服部	hattori	PROPN	
ハリウッド	hollywood	ハリウッド	hollylood	PROPN	PROPN;NOM;SG;3
ショック	sok	ショック	sok	N	V;PFV;IND;SG;3;POS;PST
ショック	şok	ショック	şok	N	
フェイス	faith	フェイス	faith	N	
フェイス	iman	フェイス	iman	N	
フェイス	inanç	フェイス	inanç	N	
フェイス	yüz	フェイス	yüz	N	
フェイス	face	フェイス	face	N	
行使	egzersiz	行使	egzersiz	V	
京王	keio	京王	keio	PROPN	PROPN;NOM;SG;3
ピット	çukur	ピット	çukur	PROPN	
ピット	pit	ピット	pit	PROPN	
ピット	pitt	ピット	pitt	PROPN	
伏見	fushimi	伏見	fushim	PROPN	N;ACC;SG;3
松岡	matsuoka	松岡	matsuok	PROPN	
炭素	karbon	炭素	karbon	N	
炭素	karbonik	炭素	karbonik	N	
尾張	owari	尾張	owari	PROPN	
体操	jimnastik	体操	jimnastik	N	
チェロ	çello	チェロ	çello	N	
矢野	yano	矢野	yano	PROPN	
ワーク	çalış	ワーク	çalış	N	
ワーク	çalışma	ワーク	çalış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
ワーク	çalışmak	ワーク	çalış	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
美濃	mino	美濃	mino	PROPN	
道場	dojo	道場	dojo	N	
濃度	konsantre	濃度	konsantre	N	
濃度	konsantrasyon	濃度	konsantrasyon	N	
濃度	toplama	濃度	toplama	N	
セーブ	kaydet	セーブ	kaydet	N	
セーブ	kurtar	セーブ	kurtar	N	
エンジェル	melek	エンジェル	melek	N	PROPN;NOM;SG;3
大西洋	atlantic	大西洋	atlantic	PROPN	PROPN;NOM;SG;3
大西洋	atlantik	大西洋	atlantik	PROPN	
ダース	düzine	ダース	düz	PROPN	
内藤	naito	内藤	naito	PROPN	
単語	kelime	単語	kelim	N	
単語	laf	単語	laf	N	
単語	söz	単語	söz	N	
単語	sözcük	単語	sözcük	N	
単語	kelime	単語	kelim	N	
懸念	endişeleri	懸念	endişe	V	N;ACC;PL;3
テキスト	yazı	テキスト	yazı	N	
テキスト	mesaj	テキスト	mesaj	N	
テキスト	metin	テキスト	metin	N	
品質	kaliteli	品質	kaliteli	N	
品質	kalite	品質	kalite	N	
ジア	gia	ジア	gia	PROPN	
ジア	zia	ジア	zia	PROPN	
主婦	housewives	主婦	housewives	N	
三宅	miyake	三宅	miyake	PROPN	
日高	hidaka	日高	hidaka	PROPN	
倉庫	depo	倉庫	depo	N	
倉庫	ambar	倉庫	ambar	N	
倉庫	depolar	倉庫	depo	N	
ワイルド	vahşi	ワイルド	vahşi	PROPN	
ワイルド	wild	ワイルド	wild	PROPN	
ワイルド	çılgın	ワイルド	çılgın	PROPN	
ワイルド	yaban	ワイルド	yaban	PROPN	
ワイルド	yabani	ワイルド	yabani	PROPN	
ワイルド	wilde	ワイルド	wil	PROPN	
チーフ	şef	チーフ	şef	PROPN	
チーフ	reis	チーフ	reis	PROPN	
内側	içsel	内側	içsel	N	
珍しい	sıradışı	珍しい	sıra	ADJ	
珍しい	olağandışı	珍しい	olağan	ADJ	
珍しい	alışılmadık	珍しい	alış	ADJ	V;PFV;POT;PL;1;NEG;PST
寄付	bağışta	寄付	bağış	V	N;NOM;SG;3
寄付	bağış	寄付	bağış	V	
寄付	bağışta	寄付	bağış	V	N;NOM;SG;3
寄付	bağış	寄付	bağış	V	
寄付	bağış	寄付	bağış	V	
寄付	bağışlar	寄付	bağış	V	N;NOM;PL;3
学問	öğreniyor	学問	öğren	N	V;PROG;IND;SG;3;POS;INFM;PRS
学問	öğrenim	学問	öğren	N	
学問	öğrenme	学問	öğren	N	
学問	öğrenmek	学問	öğren	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
武蔵	musashino	武蔵	musashino	PROPN	PROPN;GEN;SG;3
復元	restorasyon	復元	restorasyon	V	N;NOM;SG;3
復元	onarım	復元	o	V	
復元	yenileme	復元	yenilem	V	
死ぬ	öl	死ぬ	öl	V	
死ぬ	geber	死ぬ	geber	V	
オハイオ	ohio	オハイオ	ohio	PROPN	PROPN;NOM;SG;3
河合	kawai	河合	kawai	PROPN	
フランツ	franz	フランツ	franz	N	PROPN;NOM;SG;3
古河	koga	古河	koga	PROPN	
古河	furukawa	古河	furuka	PROPN	
津波	tsunami	津波	tsunami	N	
テック	teknoloji	テック	teknoloji	N	
テック	teknik	テック	teknik	N	ADJ
プラット	platform	プラット	platform	PROPN	
プラット	platformu	プラット	platform	PROPN	N;NOM;SG;3
プラット	platformlar	プラット	platform	PROPN	N;NOM;PL;3
水泳	yüzme	水泳	yüz	N	
水泳	yüzmek	水泳	yüz	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
水泳	yüz	水泳	yüz	N	
水泳	yüzücü	水泳	yüzücü	N	
水泳	cankurtaran	水泳	cankurtar	N	V;PFV;IND;POS;PRS;V.CVB;CAUS
水泳	yüzme	水泳	yüz	N	
水泳	yüzmek	水泳	yüz	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
大村	omura	大村	omura	PROPN	
ダンサー	dansçı	ダンサー	dansçı	N	
考古学	arkeoloji	考古学	arkeoloji	N	
考古学	arkeolog	考古学	arkeolog	N	
考古学	arkeoloji	考古学	arkeoloji	N	
噴火	patlamalar	噴火	patla	N	
外側	dış	外側	dış	N	
外側	dışa	外側	dış	N	
レム	lem	レム	lem	PROPN	
レム	rem	レム	rem	PROPN	
征服	fetih	征服	fetih	V	
征服	ele	征服	el	V	N;DAT;SG;3
監査	denetleme	監査	denetle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
監査	denetim	監査	denetim	N	
アミ	ami	アミ	ami	PROPN	
杉山	sugiyama	杉山	sugiya	PROPN	
早い	erken	早い	erken	ADJ	
通路	koridor	通路	koridor	N	
港湾	iskele	港湾	iskel	N	
港湾	port	港湾	port	N	
港湾	liman	港湾	liman	N	
集会	montaj	集会	montaj	N	
集会	toplanma	集会	toplanma	N	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR
集会	meclisi	集会	mecli	N	
片岡	kataoka	片岡	kataoka	PROPN	
ミラノ	milan	ミラノ	milan	PROPN	PROPN;NOM;SG;3
ミラノ	milano	ミラノ	milano	PROPN	PROPN;NOM;SG;3
ミラノ	milano	ミラノ	milano	PROPN	PROPN;NOM;SG;3
封印	mühür	封印	mühür	V	
封印	seal	封印	seal	V	
封印	fok	封印	fok	V	
切り替え	değiştir	切り替える	değiş	V	
切り替え	geçiş	切り替える	geçiş	V	
サイン	tabela	サイン	tabela	N	
サイン	işaret	サイン	işaret	N	
サイン	imza	サイン	imza	N	
サイン	imzalayın	サイン	imzala	N	
人材	personel	人材	personel	N	
遭遇	karşılaşma	遭遇	karşılaşma	V	
スティック	çubuk	スティック	çubuk	N	
スティック	sopa	スティック	sopa	N	
スティック	çubuk	スティック	çubuk	N	
スイッチ	değiştir	スイッチ	değiş	N	
スイッチ	geçiş	スイッチ	geçiş	N	
レスリング	güreş	レスリング	güreş	N	
レスリング	güreş	レスリング	güreş	N	
壊滅	imha	壊滅	imha	V	
知的	zeki	知的	zeki	ADJ	
知的	akıllı	知的	akıllı	ADJ	
花火	havai	花火	havai	N	
豊臣	toyotomi	豊臣	toyotomi	PROPN	
フラッシュ	flaş	フラッシュ	flaş	N	
フラッシュ	flash	フラッシュ	flash	N	
ボイス	sesli	ボイス	sesli	N	
修復	restorasyon	修復	restorasyon	V	N;NOM;SG;3
修復	onarım	修復	o	V	
修復	yenileme	修復	yenilem	V	
トライ	deneyin	トライ	deney	N	V;PFV;IMP;PL;2;POS;PRS
トライ	dene	トライ	de	N	V;PFV;IMP;SG;2;POS;PRS
闘争	mücadele	闘争	mücadele	N	
久保	kubo	久保	kubo	PROPN	
宿泊	konaklama	宿泊	konakla	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
洪水	selin	洪水	sel	N	
洪水	tufan	洪水	tuf	N	
洪水	sel	洪水	sel	N	
洪水	sel	洪水	sel	N	
洪水	seller	洪水	sel	N	
くま	winnie	くま	winn	PROPN	
くま	kuma	くま	kuma	PROPN	
三田	sanda	三田	san	PROPN	
三十	otuz	三十	otuz	NUM	
三十	thirty	三十	thirty	NUM	N;NOM;SG;3
想い	düşünceler	想う	düşünce	V	N;NOM;PL;3
想い	düşünceleriniz	想う	düşünce	V	N;NOM;PL;3
想い	düşünce	想う	düşünce	V	
ホラー	korku	ホラー	korku	N	
ホラー	dehşet	ホラー	dehşet	N	
ダグラス	douglas	ダグラス	douglas	PROPN	PROPN;NOM;SG;3
城主	castellan	城主	castellan	N	
偵察	keşif	偵察	keşif	N	
偵察	keşif	偵察	keşif	N	
ラウ	lau	ラウ	la	PROPN	
維新	restorasyon	維新	restorasyon	PROPN	N;NOM;SG;3
維新	onarım	維新	o	PROPN	
維新	yenileme	維新	yenilem	PROPN	
コナ	kona	コナ	kona	PROPN	PROPN;NOM;SG;3
コイン	para	コイン	para	N	
コイン	sikke	コイン	sikke	N	
コイン	para	コイン	para	N	
踊り	dans	踊り	dans	V	N;NOM;SG;3
踊り	dansları	踊り	dans	V	N;NOM;PL;3
踊り	dans	踊り	dans	V	N;NOM;SG;3
刑務所	hapishane	刑務所	hapishan	N	
刑務所	cezaevi	刑務所	cezaevi	N	
刑務所	hapishane	刑務所	hapishan	N	
刑務所	hapis	刑務所	hapis	N	
重力	yerçekimi	重力	ye	N	
重力	yerçekimi	重力	ye	N	
瀬戸	seto	瀬戸	seto	PROPN	
ドメイン	alan	ドメイン	al	N	V;PFV;IND;POS;PRS;V.PTCP
パーティ	parti	パーティ	parti	N	
パーティ	party	パーティ	party	N	
クラーク	clarke	クラーク	clarke	PROPN	PROPN;NOM;SG;3
クラーク	clark	クラーク	clark	PROPN	
信託	güveniyor	信託	güven	N	V;PROG;IND;SG;3;POS;INFM;PRS
ジャージー	forma	ジャージー	forma	N	
ジャージー	jersey	ジャージー	jersey	N	PROPN;NOM;SG;3
松下	matsushita	松下	matsushita	PROPN	
追跡	takibe	追跡	takibe	V	
彫刻	gravür	彫刻	gravür	N	
彫刻	heykel	彫刻	heykel	N	
彫刻	heykeltıraş	彫刻	heykeltıraş	N	V;IPFV;IND;SG;3;POS;CAUS
彫刻	oyma	彫刻	oy	N	
フィル	phil	フィル	phil	PROPN	
無	ilgisiz	無	ilgisiz	N	ADJ
無	alakasız	無	alakasız	N	ADJ
砂漠	çöl	砂漠	çöl	N	
水中	sualtı	水中	sualtı	N	
マーガレット	margaret	マーガレット	margaret	PROPN	
砲撃	bombardıman	砲撃	bombar	N	
ひかり	hikari	ひかり	hikari	PROPN	
新井	arai	新井	arai	PROPN	
スロー	yavaş	スロー	yavaş	N	ADJ
スロー	yavas	スロー	yavas	N	
曲線	eğri	曲線	eğri	N	
曲線	eğrisi	曲線	eğri	N	ADJ;NOM;SG;3
恐竜	dinozor	恐竜	dinozor	N	
レビュー	değerlendirmeler	レビュー	değerlen	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
レビュー	değerlendirme	レビュー	değerlen	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
レビュー	değerlendirmeleri	レビュー	değerlen	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
レビュー	inceleme	レビュー	incele	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
レビュー	değerlendirme	レビュー	değerlen	N	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
セックス	seks	セックス	seks	N	
セックス	sex	セックス	sex	N	
小笠原	ogasawara	小笠原	ogasa	PROPN	
追記	ekle	追記	ekil	N	
出品	listeleme	出品	listele	N	
ピア	akran	ピア	akran	N	
ピア	pia	ピア	pia	N	
ゴム	kauçuk	ゴム	kauçuk	N	
ゴム	lastik	ゴム	lastik	N	
コラボレーション	işbirliği	コラボレーション	işbirliği	V	N;NOM;SG;3
フィン	fin	フィン	fin	PROPN	
フィン	finn	フィン	finn	PROPN	
レオン	león	レオン	le	PROPN	PROPN;NOM;SG;3
レオン	leon	レオン	leon	PROPN	PROPN;NOM;SG;3
警察官	polis	警察官	polis	N	
部族	kabile	部族	kabile	N	
メロディ	melody	メロディ	melody	N	
メロディ	melodi	メロディ	melodi	N	
メロディ	ezgi	メロディ	ezgi	N	
プレート	plaka	プレート	plaka	N	
プレート	levha	プレート	levha	N	
プレート	tabak	プレート	tabak	N	
結晶	kristal	結晶	kristal	N	
結晶	crystal	結晶	crystal	N	PROPN;NOM;SG;3
見出し	başlık	見出し	başlık	V	
見出し	manşet	見出し	manşet	V	
見出し	manşetler	見出し	manşet	V	N;NOM;PL;3
見出し	başlıklar	見出し	başlık	V	N;NOM;PL;3
見出し	başlıkları	見出し	başlık	V	N;ACC;PL;3
見出し	manşet	見出し	manşet	V	
見出し	istikamet	見出し	istikamet	V	
ユーゴ	yugo	ユーゴ	yugo	PROPN	
真田	sanada	真田	sana	PROPN	N;ESS;SG;3
カレー	köri	カレー	köri	N	
カレー	curry	カレー	curry	N	
妖精	peri	妖精	peri	N	
昆虫	böcek	昆虫	böcek	N	
昆虫	böcek	昆虫	böcek	N	
妊娠	gebelik	妊娠	gebelik	V	N;NOM;SG;3
妊娠	hamilelik	妊娠	hamilelik	V	
妊娠	hamile	妊娠	hamile	V	
妊娠	gebe	妊娠	gebe	V	
野菜	sebze	野菜	sebze	N	
野菜	bitkisel	野菜	bitkisel	N	
野菜	sebze	野菜	sebze	N	
野菜	sebzeli	野菜	sebzeli	N	
叔父	amca	叔父	amca	N	
叔父	dayı	叔父	day	N	
コンクリート	somut	コンクリート	somut	N	
コンクリート	beton	コンクリート	beton	N	
足立	adachi	足立	adach	PROPN	PROPN;NOM;SG;3
エントリー	giriş	エントリー	giriş	N	
エントリー	girdi	エントリー	gir	N	V;PFV;IND;SG;3;POS;PST
エントリー	girdileri	エントリー	gir	N	V;PFV;IND;POS;PST;V.PTCP
エントリー	girdiler	エントリー	gir	N	V;PFV;IND;PL;3;POS;PST
釣り	balık	釣り	balık	N	
ストア	store	ストア	store	N	
フロー	akış	フロー	akış	N	
フロー	akar	フロー	akar	N	
南極	antarktika	南極	antarktika	PROPN	
南極	antarktika	南極	antarktika	PROPN	
パシフィック	pacific	パシフィック	pacific	PROPN	N;NOM;SG;3
パシフィック	pasifik	パシフィック	pasifik	PROPN	
ハッピー	mutlu	ハッピー	mutlu	N	ADJ
ハッピー	happy	ハッピー	happy	N	
ノーベル	nobel	ノーベル	nobel	N	
シェル	shell	シェル	shell	N	
シェル	kabuk	シェル	kabuk	N	
シェル	kabuk	シェル	kabuk	N	
グラス	cam	グラス	cam	N	
後輩	juniors	後輩	juniors	N	PROPN;NOM;SG;3
雰囲気	atmosfer	雰囲気	atmosfer	N	
雰囲気	atmosferi	雰囲気	atmosferi	N	
雰囲気	ortam	雰囲気	ortam	N	
化粧	makyaj	化粧	makyaj	V	
恒星	yıldız	恒星	yıldız	N	
恒星	yıldız	恒星	yıldız	N	
恒星	star	恒星	star	N	
シュート	çekim	シュート	çekim	N	
シュート	vur	シュート	vur	N	V;PFV;IMP;SG;2;POS;PRS
介護	bakıcı	介護	bakıcı	N	
介護	bakım	介護	bakım	N	
介護	özen	介護	özen	N	
ハンス	hans	ハンス	hans	PROPN	
プー	kaka	プー	kaka	PROPN	
吉岡	yoshioka	吉岡	yoshioka	PROPN	
西田	nishida	西田	nishi	PROPN	
ヒュー	hugh	ヒュー	hugh	PROPN	
水平	yatay	水平	yatay	N	
ネル	nell	ネル	nell	N	
野口	noguchi	野口	noguchi	PROPN	
スカウト	izci	スカウト	izci	N	
スカウト	gözcü	スカウト	gözcü	N	
じゅん	jun	じゅん	jun	PROPN	
じゅん	joon	じゅん	joon	PROPN	
職人	esnaf	職人	esnaf	N	
改定	sürüm	改定	sürü	V	
改定	revizyon	改定	revizyon	V	
調理	aşçılık	調理	aşçılık	V	N;NOM;SG;3
調理	pişirme	調理	pişir	V	
秀樹	hideki	秀樹	hidek	PROPN	
大原	ohara	大原	ohara	PROPN	
エロ	erotik	エロ	erotik	N	
ホセ	jose	ホセ	jose	PROPN	PROPN;NOM;SG;3
ホセ	josé	ホセ	josé	PROPN	PROPN;NOM;SG;3
ホセ	jose	ホセ	jose	PROPN	PROPN;NOM;SG;3
ホセ	josé	ホセ	josé	PROPN	PROPN;NOM;SG;3
コーン	mısır	コーン	mısır	N	
コーン	koni	コーン	koni	N	
サイクル	döngü	サイクル	döngü	N	
