oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
mõjutatud	засегнато	mõjutama	засегна-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
mõjutatud	засегнат	mõjutama	засегна-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
mõjutatud	засегнати	mõjutama	засегна-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
suvi	лятно	suvi	летен	N;NOM;SG	ADV
suvi	самър	suvi	самър	N;NOM;SG	PROPN;INDF;MASC;SG
katsed	изпитване	katse	изпитване	N;NOM;PL	N;INDF;NEUT;SG
katsed	тестване	katse	тестване	N;NOM;PL	N;INDF;NEUT;SG
bakterite	бактериална	bakter	бактериален	N;GEN;PL	ADJ;INDF;FEM;SG
bakterite	бактериални	bakter	бактериален	N;GEN;PL	ADJ;INDF;PL
sina	си	sina	съм	PRO;NOM;SG;2	V;IPFV;IND;SG;2;PRS;FIN;ACT
sina	ви	sina	аз	PRO;NOM;SG;2	PRO;ACC;SG;2
kasulik	полезно	kasulik	полезен	ADJ;NOM;SG	ADV
kasulik	полезни	kasulik	полезен	ADJ;NOM;SG	ADJ;INDF;PL
dokumentide	документален	dokument	документален	N;GEN;PL	ADJ;INDF;MASC;SG
tugevad	силен	tugev	силен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
tugevad	силно	tugev	силно	ADJ;NOM;PL	ADV
tugevad	силна	tugev	силен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
nils	нилс	nils	нилс	N;NOM;SG	PROPN;INDF;MASC;SG
bach	бах	bach	съм	N;NOM;SG	PROPN;INDF;MASC;SG
laevastik	флотилия	laevastik	флотилия	N;NOM;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
tehniline	технически	tehniline	технически	ADJ;NOM;SG	ADV
tehniline	техническо	tehniline	технически	ADJ;NOM;SG	ADV
osi	osi	osa	osi	N;PRT;PL	N;INDF;MASC;SG
põhi	основни	põhi	основен	N;NOM;SG	ADJ;INDF;PL
põhi	основна	põhi	основен	N;NOM;SG	ADJ;INDF;FEM;SG
põhi	главна	põhi	главен	N;NOM;SG	ADJ;INDF;FEM;SG
põhi	главен	põhi	главен	N;NOM;SG	ADJ;INDF;MASC;SG
põhi	главни	põhi	главен	N;NOM;SG	ADJ;INDF;PL
põhi	северно	põhi	северно	N;NOM;SG	ADV
põhi	северна	põhi	северен	N;NOM;SG	ADJ;INDF;FEM;SG
põhi	основна	põhi	основен	N;NOM;SG	ADJ;INDF;FEM;SG
põhi	основни	põhi	основен	N;NOM;SG	ADJ;INDF;PL
põhi	основен	põhi	основен	N;NOM;SG	ADJ;INDF;MASC;SG
kgb	кгб	kkb	кгб	N;NOM;SG	PROPN;INDF;FEM;SG
minski	минск	minski	минск	N;NOM;SG	PROPN;INDF;MASC;SG
koguda	събиране	koguma	събиране	V;NFIN	N;INDF;NEUT;SG
kitsas	стегнато	kitsas	стегна-(се)	ADJ;NOM;SG	ADV
kitsas	здраво	kitsas	здраво	ADJ;NOM;SG	ADV
kitsas	тясно	kitsas	тясно	ADJ;NOM;SG	ADV
kitsas	тесни	kitsas	тесен	ADJ;NOM;SG	ADJ;INDF;PL
ohtlik	опасно	ohtlik	опасно	ADJ;NOM;SG	ADV
ohtlik	опасни	ohtlik	опасен	ADJ;NOM;SG	ADJ;INDF;PL
ohtlik	опасни	ohtlik	опасен	ADJ;NOM;SG	ADJ;INDF;PL
laulis	санг	laulma	санг	V;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
käsitsi	ръководство	käsitsi	ръководство	ADV	N;INDF;NEUT;SG
käsitsi	ръчен	käsitsi	ръчен	ADV	N;INDF;MASC;SG
käsitsi	ръчна	käsitsi	ръчен	ADV	ADJ;INDF;FEM;SG
käsitsi	ръчни	käsitsi	ръчен	ADV	ADJ;INDF;PL
tutvustas	въведен	tutvustama	въведа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tutvustas	въведено	tutvustama	въведа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tutvustas	въведена	tutvustama	въведа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tutvustas	въведени	tutvustama	въведа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
frederick	фридрих	frederick	фридрих	N;NOM;SG	PROPN;INDF;MASC;SG
sind	си	sina	съм	PRO;PRT;SG;2	V;IPFV;IND;SG;2;PRS;FIN;ACT
sind	ти	sina	аз	PRO;PRT;SG;2	PRO;NOM;SG;2
sind	ви	sina	аз	PRO;PRT;SG;2	PRO;ACC;SG;2
heebrea	иврит	heebrea	иврит	ADJ	N;INDF;MASC;SG
rahvusvahelised	международно	rahvus_vaheline	международно	ADJ;NOM;PL	ADV
rahvusvahelised	международен	rahvus_vaheline	международен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
rahvusvahelised	интернешънъл	rahvus_vaheline	интернешънъл	ADJ;NOM;PL	N;INDF;MASC;SG
rahvusvahelised	международна	rahvus_vaheline	международен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
piisav	достатъчни	piisav	достатъчен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
piisav	адекватно	piisav	адекватно	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADV
piisav	адекватни	piisav	адекватен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
varjatud	скрито	varjatud	скрия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
varjatud	скрит	varjatud	скрит	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;SG
varjatud	скрита	varjatud	скрия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
varjatud	скрити	varjatud	скрия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
varjatud	прикрит	varjatud	прикрит	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;SG
varjatud	скрито	varjatud	скрия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
varjatud	скрит	varjatud	скрит	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;SG
ohustatud	застрашена	ohusta=tud	застраша	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ohustatud	застрашени	ohusta=tud	застраша	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ohustatud	заплашен	ohusta=tud	заплашен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ohustatud	заплаши	ohusta=tud	заплаша	ADJ;PST;V.PTCP;PASS	V;PFV;IMP;SG;2;PST;FIN
ohustatud	компрометиран	ohusta=tud	компрометирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ohustatud	компрометирана	ohusta=tud	компрометирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
silver	сребърни	silver	сребърен	N;NOM;SG	ADJ;INDF;PL
soovitas	предложен	soovitama	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
soovitas	предложени	soovitama	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
soovitas	предложено	soovitama	предложа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
soovitas	препоръчано	soovitama	препоръчам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
soovitas	препоръчана	soovitama	препоръчам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
soovitas	препоръчително	soovitama	препоръчително	V;IND;SG;3;PST;FIN;ACT	ADV
soovitas	препоръчва	soovitama	препоръчвам-(се)	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
soovitas	препоръчани	soovitama	препоръчам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
metalli	метали	metall	метал	N;PRT;SG	N;INDF;MASC;PL
use	използвайте	uks	използвам	N;NOM;SG	V;IPFV;IMP;PL;2;FIN
läbirääkimisi	договаряне	läbi_rääkimine	договаряне	N;PRT;PL	N;INDF;NEUT;SG
läbirääkimisi	преговаря	läbi_rääkimine	преговарям	N;PRT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
positiivse	положителни	positiivne	положителен	ADJ;GEN;SG	ADJ;INDF;PL
positiivse	положително	positiivne	положително	ADJ;GEN;SG	ADV
sri	шри	sri	шри	N;NOM;SG	PROPN;INDF;MASC;SG
xvii	xvii	xvii	xvii	N;NOM;SG	ADJ;INDF;MASC;SG
füüsilise	физическо	füüsiline	физически	ADJ;GEN;SG	ADV
kindlustatud	застраховани	kindlustatud	застраховам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kindlustatud	осигурено	kindlustatud	осигуря	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kindlustatud	осигурен	kindlustatud	осигуря	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
üksteist	единайсет	üks_teise	единайсет	PRO;PRT;SG;REFL	NUM;INDF;PL
üksteist	eleven	üks_teise	eleven	PRO;PRT;SG;REFL	PROPN;INDF;MASC;SG
üksteist	единадесет	üks_teise	единадесет	PRO;PRT;SG;REFL	NUM;INDF;PL
maksim	максим	maksim	максим	N;NOM;SG	PROPN;INDF;MASC;SG
maksim	максим	maksim	максим	N;NOM;SG	PROPN;INDF;MASC;SG
usk	фейт	usk	фейт	N;NOM;SG	PROPN;INDF;MASC;SG
meessoost	мъжко	mees_sugu	мъжко	N;IN+ABL;SG	ADV
meessoost	мъжки	mees_sugu	мъжки	N;IN+ABL;SG	ADJ;INDF;PL
reisi	пътувания	reis	пътуване	N;PRT;SG	N;INDF;NEUT;PL
reisi	пътувам	reis	пътувам	N;PRT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
reisi	пътуват	reis	пътувам	N;PRT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
reisi	пътешествия	reis	пътешествие	N;PRT;SG	N;INDF;NEUT;PL
mõisted	определения	mõiste	определение	N;NOM;PL	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
nintendo	нинтендо	nintendoma	нинтендо	N;NOM;SG	ADJ;INDF;MASC;SG
lombardia	ломбардия	lombardia	ломбардия	ADJ	N;INDF;FEM;SG
töötatud	работил	tööta=tud	работя	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
hõbeda	сребърни	hõbe	сребърен	N;NOM;SG	ADJ;INDF;PL
miguel	мигел	miguel	мигел	N;NOM;SG	PROPN;INDF;MASC;SG
matthias	матиас	matthia	матиас	N;NOM;SG	PROPN;INDF;MASC;SG
taevas	раят	taevas	рай	N;IN+ESS;SG	ADV
taevas	небеса	taevas	небес	N;IN+ESS;SG	N;INDF;NEUT;PL
töötajad	персонал	töötaja	персонал	N;NOM;PL	N;INDF;MASC;SG
töötajad	персонал	töötaja	персонал	N;NOM;PL	N;INDF;MASC;SG
töötajad	персоналът	töötaja	персонал	N;NOM;PL	N;DEF;MASC;SG
ronald	роналд	ronald	роналд	N;NOM;SG	PROPN;INDF;MASC;SG
vjatšeslav	вячеслав	vjatšeslav	вячеслав	N;NOM;SG	PROPN;INDF;MASC;SG
sony	sony	sony	sony	N;NOM;SG	PROPN;INDF;MASC;SG
sony	сони	sony	сона	N;NOM;SG	N;INDF;FEM;PL
ümbritseb	заобикаля	ümbritsema	заобикалям	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
seisis	стоеше	seisma	стоя	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
howard	хауърд	howard	хауърд	N;NOM;SG	PROPN;INDF;MASC;SG
tehnilised	технически	tehniline	технически	ADJ;NOM;PL	ADV
tehnilised	техническа	tehniline	технически	ADJ;NOM;PL	ADJ;INDF;FEM;SG
tehnilised	техническо	tehniline	технически	ADJ;NOM;PL	ADV
stuttgart	щутгарт	stuttgart	щутгарт	N;NOM;SG	PROPN;INDF;MASC;SG
baden	баден	baden	баден	N;NOM;SG	PROPN;INDF;MASC;SG
taastatud	разтворен	taasta=tud	разтворя-(се)	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;SG
taastatud	възстановена	taasta=tud	възстановя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
taastatud	възстановени	taasta=tud	възстановя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
leipzigi	лайпциг	leipz	лайпциг	ADJ	PROPN;INDF;MASC;SG
teie	вашият	sina	ваш	PRO;NOM;PL;2	DET;DEF;MASC;SG;2
teie	твоят	sina	тоя	PRO;NOM;PL;2	DET;DEF;MASC;SG;1
teie	твоя	sina	твоя	PRO;NOM;PL;2	DET;DEF;FEM;SG;2
teie	твоята	sina	твой	PRO;NOM;PL;2	DET;DEF;FEM;SG;1
jätkub	продължение	jätkuma	продължение	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
jätkub	продължаване	jätkuma	продължаване	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
jätkub	продължи	jätkuma	продължа	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
jätkub	продължил	jätkuma	продължа	V;IND;SG;3;PRS;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
nõrk	слабо	nõrk	слабо	ADJ;NOM;SG	ADV
nõrk	слаби	nõrk	слаб	ADJ;NOM;SG	ADJ;INDF;PL
anderson	андерсън	anderson	андерсън	N;NOM;SG	PROPN;INDF;MASC;SG
esialgne	първоначално	esi_algne	първоначално	ADJ;NOM;SG	ADV
esialgne	предварителни	esi_algne	предварителен	ADJ;NOM;SG	ADJ;INDF;PL
sõidab	карат	sõitma	карам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
sõidab	шофиране	sõitma	шофиране	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
sõidab	каране	sõitma	каране	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
luigi	луиджи	luik	луиджа	N;NOM;SG	PROPN;INDF;MASC;SG
vitamiin	витамини	vitamiin	витаминя	N;NOM;SG	N;INDF;FEM;PL
ian	иън	ian	иън	N;NOM;SG	PROPN;INDF;MASC;SG
ian	иън	ian	иън	N;NOM;SG	PROPN;INDF;MASC;SG
meistrivõistluste	първенство	meistri_võistlus	първенство	N;GEN;PL	N;INDF;NEUT;SG
meistrivõistluste	шампионат	meistri_võistlus	шампионат	N;GEN;PL	N;INDF;MASC;SG
harris	харис	harris	харис	N;NOM;SG	PROPN;INDF;MASC;SG
hannoveri	хановер	hannover	хановер	N;NOM;SG	N;INDF;MASC;PL
piemonte	пиемонте	piemont	пиемон	N;NOM;PL	N;INDF;MASC;SG
hävitada	унищожаване	hävitama	унищожаване	V;NFIN	N;INDF;NEUT;SG
muul	муле	muu	мул	PRO;AT+ESS
;SG	N;INDF;NEUT;SG
volitused	мандат	volitus	мандат	N;NOM;PL	N;INDF;MASC;SG
volitused	пауърс	volitus	пауърс	N;NOM;PL	N;INDF;MASC;SG
yorki	йорк	york	йорк	N;NOM;SG	PROPN;INDF;MASC;SG
haigused	болест	haigus	болест	N;NOM;PL	N;INDF;FEM;SG
haigused	заболяване	haigus	заболяване	N;NOM;PL	N;INDF;NEUT;SG
show	покажи	show	покажа-(се)	N;NOM;SG	V;PFV;IMP;SG;2;FIN
määratletud	определени	määratletud	определя-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
määratletud	дефинирани	määratletud	дефинирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
roberto	роберто	roberto	роберто	N;NOM;SG	PROPN;INDF;MASC;SG
raymond	реймънд	raymond	реймънд	N;NOM;SG	PROPN;INDF;MASC;SG
tahke	твърда	tahk	твърд	N;NOM;SG	ADJ;INDF;FEM;SG
tahke	солиден	tahk	солиден	N;NOM;SG	ADJ;INDF;MASC;SG
tahke	твърдо	tahk	твърдо	N;NOM;SG	ADV
tahke	твърд	tahk	твърд	N;NOM;SG	ADJ;INDF;MASC;SG
metallist	метали	metall	метал	N;IN+ABL;SG	N;INDF;MASC;PL
metallist	метално	metall	метално	N;IN+ABL;SG	ADV
metallist	метален	metall	метален	N;IN+ABL;SG	ADJ;INDF;MASC;SG
metallist	метални	metall	метален	N;IN+ABL;SG	ADJ;INDF;PL
metallist	метална	metall	метален	N;IN+ABL;SG	ADJ;INDF;FEM;SG
arhiiv	архиви	arhiiv	архив	N;NOM;SG	N;INDF;MASC;PL
klein	клайн	klein	клайн	N;NOM;SG	PROPN;INDF;MASC;SG
tatari	тартар	tatari	тартар	ADJ	N;INDF;MASC;SG
uruguay	уругвай	uruguay	уругвам	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
žürii	заседатели	žürii	заседател	N;NOM;SG	N;INDF;MASC;PL
teadaolev	известни	teada_olev	известен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
teadaolev	познат	teada_olev	познат	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
teated	забелязва	teade	забелязвам-(се)	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
teated	уведомяване	teade	уведомяване	N;NOM;PL	N;INDF;NEUT;SG
acta	acta	acta	acta	N;NOM;SG	PROPN;INDF;MASC;SG
sant	сант	sant	сант	N;NOM;SG	PROPN;INDF;MASC;SG
keskne	централно	keskne	централен	ADJ;NOM;SG	ADV
keskne	централа	keskne	централа	ADJ;NOM;SG	N;INDF;FEM;SG
keskne	централни	keskne	централен	ADJ;NOM;SG	ADJ;INDF;PL
skulptuur	скулптури	skulptuur	скулптура	N;NOM;SG	N;INDF;FEM;PL
steven	стивън	steven	стивън	N;NOM;SG	PROPN;INDF;MASC;SG
bmw	бмв	bmw	бмв	N;NOM;SG	PROPN;INDF;NEUT;SG
bmw	bmw	bmw	bmw	N;NOM;SG	PROPN;INDF;NEUT;SG
maht	обеми	maht	обем	N;NOM;SG	N;INDF;MASC;PL
liitlaste	съюзническите	liitlane	съюзнически	N;GEN;PL	ADJ;DEF;PL
aatomi	атомна	aatom	атомен	N;NOM;SG	ADJ;INDF;FEM;SG
aatomi	атомни	aatom	атомен	N;NOM;SG	ADJ;INDF;PL
taju	възприятия	taju	възприятие	N;NOM;SG	N;INDF;NEUT;PL
vabad	свободно	vaba	свободно	ADJ;NOM;PL	ADV
vabad	свободен	vaba	свободен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
vabad	свободна	vaba	свободен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
vabad	безплатно	vaba	безплатно	ADJ;NOM;PL	ADV
helsinki	хелзинки	helsinki	хелзинка	N;NOM;SG	N;INDF;FEM;PL
maine	мейн	maine	мейн	N;NOM;SG	PROPN;INDF;MASC;SG
tööstus	промишлен	tööstus	промишлен	N;NOM;SG	ADJ;INDF;MASC;SG
tööstus	индустриален	tööstus	индустриален	N;NOM;SG	ADJ;INDF;MASC;SG
tööstus	индустриални	tööstus	индустриален	N;NOM;SG	ADJ;INDF;PL
tööstus	промишлени	tööstus	промишлен	N;NOM;SG	ADJ;INDF;PL
tööstus	индустриална	tööstus	индустриален	N;NOM;SG	ADJ;INDF;FEM;SG
net	нето	net	нето	N;NOM;SG	PROPN;INDF;MASC;SG
armastust	обичам	armastus	обичам	N;PRT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
vastutav	отговорни	vastutav	отговорен	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;INDF;PL
vastutav	отговорно	vastutav	отговорно	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADV
iisrael	израел	iisrael	израел	N;NOM;SG	PROPN;INDF;MASC;SG
iisrael	израелски	iisrael	израелски	N;NOM;SG	ADJ;INDF;MASC;SG
kollase	жълто	kollane	жълт	ADJ;GEN;SG	ADV
kollase	жълти	kollane	жълт	ADJ;GEN;SG	ADJ;INDF;PL
kollase	жълт	kollane	жълт	ADJ;GEN;SG	N;INDF;MASC;SG
valgud	протеин	valk	протеин	N;NOM;PL	N;INDF;MASC;SG
valgud	белтък	valk	белтък	N;NOM;PL	N;INDF;MASC;SG
jonathan	джонатан	jonathan	джонатам	N;NOM;SG	PROPN;INDF;MASC;SG
tuvastada	идентифициране	tuvastama	идентифициране	V;NFIN	N;INDF;NEUT;SG
nelson	нелсън	nelson	нелсън	N;NOM;SG	PROPN;INDF;MASC;SG
ametnik	официален	ametnik	официален	N;NOM;SG	ADJ;INDF;MASC;SG
ametnik	официално	ametnik	официално	N;NOM;SG	ADV
ametnik	официална	ametnik	официален	N;NOM;SG	ADJ;INDF;FEM;SG
süüa	готвенето	sööma	готвене	V;NFIN	N;DEF;NEUT;SG
süüa	готвене	sööma	готвене	V;NFIN	N;INDF;NEUT;SG
epp	енп	epp	енп	N;NOM;SG	PROPN;INDF;FEM;SG
põder	лос	põder	лос	N;NOM;SG	PROPN;INDF;MASC;SG
põder	лос	põder	лос	N;NOM;SG	PROPN;INDF;MASC;SG
stuart	стюарт	stuart	стюарт	N;NOM;SG	PROPN;INDF;MASC;SG
abhaasia	абхазия	abhaasia	абхазия	N;NOM;SG	PROPN;INDF;FEM;SG
gottlieb	готлиб	gottlieb	готлиб	N;NOM;SG	PROPN;INDF;MASC;SG
sada	сада	sada	сада	NUM;NOM;SG	N;INDF;FEM;SG
nõuded	твърди	nõue	твърдя	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
adams	адамс	adam	адамс	N;NOM;SG	PROPN;INDF;MASC;SG
sidemed	бинт	side	бинт	N;NOM;PL	N;INDF;MASC;SG
eve	ив	eve	ив	N;NOM;SG	PROPN;INDF;FEM;SG
eve	ева	eve	ева	N;NOM;SG	PROPN;INDF;FEM;SG
põlevkivi	шистов	põlev_kivi	шистов	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
roy	рой	roy	рой	N;NOM;SG	PROPN;INDF;MASC;SG
ühtse	сингъл	ühtne	сингъл	ADJ;GEN;SG	N;INDF;MASC;SG
ühtse	единно	ühtne	единен	ADJ;GEN;SG	ADV
otsene	преки	otsene	преки	ADJ;NOM;SG	ADJ;INDF;PL
otsene	директно	otsene	директно	ADJ;NOM;SG	ADV
otsene	пряко	otsene	пряко	ADJ;NOM;SG	ADV
kölni	кьолн	köln	кьолн	ADJ	PROPN;INDF;MASC;SG
mustad	черно	must	черен	ADJ;NOM;PL	ADV
mustad	черна	must	чер	ADJ;NOM;PL	ADJ;INDF;FEM;SG
mustad	черен	must	черен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
kontsentratsioon	концентрациите	kontsentratsioon	концентрация	N;NOM;SG	N;DEF;FEM;PL
kontsentratsioon	концентрации	kontsentratsioon	концентрация	N;NOM;SG	N;INDF;FEM;PL
astrid	астрид	aster	астрид	N;NOM;PL	N;INDF;FEM;SG
tõsi	верни	tõsi	верен	N;NOM;SG	ADJ;INDF;PL
tõsi	вярно	tõsi	верен	N;NOM;SG	ADV
paavo	пааво	paavo	пааво	PROPN;NOM;SG	N;INDF;MASC;SG
part	патици	part	патик	N;NOM;SG	N;INDF;MASC;PL
rinne	преден	rinne	преден	N;NOM;SG	ADJ;INDF;MASC;SG
rinne	предни	rinne	преден	N;NOM;SG	ADJ;INDF;PL
rinne	отпред	rinne	отпред	N;NOM;SG	ADV
rinne	предна	rinne	преден	N;NOM;SG	ADJ;INDF;FEM;SG
majanduslikult	икономически	majanduslikult	икономически	ADV	ADJ;INDF;MASC;SG
dos	дос	dos	дос	N;NOM;SG	PROPN;INDF;MASC;SG
kasuta	използване	kasutama	използване	V;IMP;SG;2;PRS;FIN;ACT	N;INDF;NEUT;SG
kasuta	употреба	kasutama	употреба	V;IMP;SG;2;PRS;FIN;ACT	N;INDF;FEM;SG
kasuta	използвайте	kasutama	използвам	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
tegutsema	act	tegutsema	act	V;IN+ALL;V.CVB;ACT	PROPN;INDF;MASC;SG
tegutsema	акт	tegutsema	акт	V;IN+ALL;V.CVB;ACT	N;INDF;MASC;SG
mitmesugused	различни	mitme_sugune	различен	PRO;NOM;PL	ADJ;INDF;PL
mitmesugused	разнообразни	mitme_sugune	разнообразен	PRO;NOM;PL	ADJ;INDF;PL
mitmesugused	разни	mitme_sugune	разен	PRO;NOM;PL	ADJ;INDF;PL
ernest	ърнест	ernes	ърнест	N;NOM;SG	PROPN;INDF;MASC;SG
heinz	хайнц	heinz	хайнц	N;NOM;SG	PROPN;INDF;MASC;SG
tahe	уил	tahe	ухл	N;NOM;SG	PROPN;INDF;MASC;SG
hääli	вот	hääl	вот	N;PRT;PL	N;INDF;MASC;SG
vanaema	бабо	vana_ema	бабо	N;NOM;SG	INTJ
vanaema	бабо	vana_ema	бабо	N;NOM;SG	INTJ
vanaema	бабо	vana_ema	бабо	N;NOM;SG	INTJ
florida	флорида	florima	флорида	N;NOM;SG	PROPN;INDF;FEM;SG
vaated	изглед	vaade	изглед	N;NOM;PL	N;INDF;MASC;SG
alfonso	алфонсо	alfonso	алфонсо	N;NOM;SG	PROPN;INDF;MASC;SG
alfonso	алфонс	alfonso	алфонс	N;NOM;SG	PROPN;INDF;MASC;SG
tõendeid	доказателство	tõend	доказателство	N;PRT;PL	N;INDF;NEUT;SG
yang	янг	yang	янг	N;NOM;SG	PROPN;INDF;MASC;SG
vedelik	течни	vedelik	течен	N;NOM;SG	ADJ;INDF;PL
vedelik	течна	vedelik	течен	N;NOM;SG	ADJ;INDF;FEM;SG
vedelik	течно	vedelik	течно	N;NOM;SG	ADV
diana	диана	diana	диана	N;NOM;SG	PROPN;INDF;FEM;SG
timo	тимо	timo	тимо	PROPN;NOM;SG	N;INDF;MASC;SG
