το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
ίση	égal	ίσος	égal	N;NOM;FEM;SG	ADJ;MASC;SG
ίση	égale	ίσος	égal	N;NOM;FEM;SG	ADJ;FEM;SG
αναστάσιος	anastasios	αναστάσιος	anastasios	ADJ;NOM;MASC;SG	PROPN
μίλαν	milan	μίλα	milan		PROPN
οδυσσέας	ulysse	οδυσσέας	ulysse	PROPN;NOM;MASC;SG	N;MASC;SG
οδυσσέας	ulysse	οδυσσέας	ulysse	PROPN;NOM;MASC;SG	N;MASC;SG
οδυσσέας	odyssée	οδυσσέας	odysser	PROPN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
οδυσσέας	odyssey	οδυσσέας	odyssey	PROPN;NOM;MASC;SG	N;MASC;SG
τρόπαιο	trophées	τρόπαιο	trophée	N;NOM;NEUT;SG	N;MASC;PL
σέρβοι	serbes	σέρβος	serbe	PROPN;NOM;MASC;PL	ADJ;MASC;PL
κεφάλαια	fonds	κεφάλαιο	fonds	N;NOM;NEUT;PL	N;MASC;SG
ζώο	animale	ζώο	animal	N;NOM;NEUT;SG	ADJ;FEM;SG
χλωρίδα	flora	χλωρίδα	flora	N;NOM;FEM;SG	PROPN
μέταλλο	métaux	μέταλλο	métal	N;NOM;NEUT;SG	N;MASC;PL
μέταλλο	métallique	μέταλλο	métallique	N;NOM;NEUT;SG	ADJ;MASC;SG
μέταλλο	métalliques	μέταλλο	métallique	N;NOM;NEUT;SG	ADJ;MASC;PL
ντο	biche	ντο	biche		N;FEM;SG
ντο	doe	ντο	doe		PROPN
μοίρες	degré	μοίρα	degré	N;NOM;FEM;PL	N;MASC;SG
στενό	étroite	στενός	étroit	N;NOM;NEUT;SG	ADJ;FEM;SG
στενό	étroits	στενός	étroit	N;NOM;NEUT;SG	ADJ;MASC;PL
στενό	étroites	στενός	étroit	N;NOM;NEUT;SG	ADJ;FEM;PL
στενό	étroit	στενός	étroit	N;NOM;NEUT;SG	ADJ;MASC;SG
διπλή	doubler	διπλός	doubler	NUM;NOM;FEM;SG	V;NFIN
διπλή	double	διπλός	double	NUM;NOM;FEM;SG	ADJ;MASC;SG
διπλή	doubles	διπλός	double	NUM;NOM;FEM;SG	ADJ;MASC;PL
διπλή	double	διπλός	double	NUM;NOM;FEM;SG	ADJ;MASC;SG
διπλή	dual	διπλός	dual	NUM;NOM;FEM;SG	N;MASC;SG
ακόλουθες	suivant	ακόλουθος	suivre	ADJ;NOM;FEM;PL	V;PRS;V.PTCP
τετράγωνο	carrés	τετράγωνος	carré	N;NOM;NEUT;SG	N;MASC;PL
τετράγωνο	carrées	τετράγωνος	carrée	N;NOM;NEUT;SG	ADJ;FEM;PL
τετράγωνο	bloquer	τετράγωνος	bloquer	N;NOM;NEUT;SG	V;NFIN
τετράγωνο	block	τετράγωνος	block	N;NOM;NEUT;SG	PROPN
αέρια	gaz	αέριος	gaz	N;NOM;NEUT;PL	N;MASC;SG
αέρια	gaz	αέριος	gaz	N;NOM;NEUT;PL	N;MASC;SG
έκτη	sixth	έκτος	sixth	NUM;NOM;FEM;SG	PROPN
έκτη	sixième	έκτος	sixième	NUM;NOM;FEM;SG	ADJ;MASC;SG
πάολο	paulo	πάολος	paulo		PROPN
πάολο	paolo	πάολος	paolo		PROPN
μεταρρύθμιση	réformer	μεταρρύθμιση	réformer	N;NOM;FEM;SG	V;NFIN
μεταρρύθμιση	réformes	μεταρρύθμιση	réforme	N;NOM;FEM;SG	N;FEM;PL
καθημερινά	quotidien	καθημερινά	quotidien	ADV	ADJ;MASC;SG
καθημερινά	quotidienne	καθημερινά	quotidien	ADV	ADJ;FEM;SG
καθημερινά	quotidien	καθημερινά	quotidien	ADV	ADJ;MASC;SG
καθημερινά	quotidiens	καθημερινά	quotidien	ADV	ADJ;MASC;PL
καθημερινά	journalier	καθημερινά	journalier	ADV	ADJ;MASC;SG
καθημερινά	quotidienne	καθημερινά	quotidien	ADV	ADJ;FEM;SG
αίγυπτος	égypte	αίγυπτος	égypte	PROPN;NOM;NEUT;SG	N;FEM;SG
αίγυπτος	egypte	αίγυπτος	egypte	PROPN;NOM;NEUT;SG	N;MASC;SG
αισθητική	esthétiques	αισθητικός	esthétique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αισθητική	esthétiques	αισθητικός	esthétique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αναμένεται	attendus	αναμένω	attendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
αναμένεται	escompté	αναμένω	escompter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναμένεται	attendue	αναμένω	attendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
αναμένεται	attendu	αναμένω	attendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
όνειρο	rêves	όνειρο	rêve	N;NOM;NEUT;SG	N;MASC;PL
όνειρο	dream	όνειρο	dream	N;NOM;NEUT;SG	PROPN
όνειρο	rêver	όνειρο	rêver	N;NOM;NEUT;SG	V;NFIN
χονγκ	hong	χονγκ	hong		PROPN
νατρίου	sodique	νάτριος	sodique	N;GEN;NEUT;SG	ADJ;MASC;SG
περιστροφή	tourner	περιστροφή	tourner	N;NOM;FEM;SG	V;NFIN
περιστροφή	pivoter	περιστροφή	pivoter	N;NOM;FEM;SG	V;NFIN
περιστροφή	tournante	περιστροφή	tournant	N;NOM;FEM;SG	ADJ;FEM;SG
περιστροφή	rotatives	περιστροφή	rotatif	N;NOM;FEM;SG	ADJ;FEM;PL
περιστροφή	rotatif	περιστροφή	rotatif	N;NOM;FEM;SG	ADJ;MASC;SG
περιστροφή	tournant	περιστροφή	tourner	N;NOM;FEM;SG	V;PRS;V.PTCP
περιστροφή	pivoter	περιστροφή	pivoter	N;NOM;FEM;SG	V;NFIN
περιστροφή	tourner	περιστροφή	tourner	N;NOM;FEM;SG	V;NFIN
περιστροφή	tourne	περιστροφή	tourner	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αρχιτέκτονες	architecte	αρχιτέκτονας	architecte	N;NOM;MASC;PL	N;MASC;SG
επανάληψη	répéter	επανάληψη	répéter	N;ACC;FEM;SG	V;NFIN
επανάληψη	répète	επανάληψη	répéter	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
επανάληψη	répétez	επανάληψη	répéter	N;ACC;FEM;SG	V;IMP;PL;2;PRS;FIN
επανάληψη	réessayer	επανάληψη	réessayer	N;ACC;FEM;SG	ADJ;MASC;PL
υιοθετήθηκε	adoptées	υιοθετώ	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
υιοθετήθηκε	adoptés	υιοθετώ	adopter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
καλαμάτα	kalamata	καλαμάτα	kalamata	PROPN;ACC;FEM;SG	PROPN
σαρλ	charles	σαρλ	charle		N;MASC;SG
αναπαραγωγή	reproducteurs	αναπαραγωγή	reproducteur	N;NOM;FEM;SG	N;MASC;PL
ενιαία	unifiée	ενιαίος	unifier	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
ενιαία	unifiées	ενιαίος	unifier	ADJ;NOM;FEM;SG	V;FEM;PL;PST;V.PTCP
ενιαία	unifié	ενιαίος	unifier	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
ενιαία	unifiés	ενιαίος	unifié	ADJ;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
ενιαία	single	ενιαίος	single	ADJ;NOM;FEM;SG	N;MASC;SG
ενιαία	célibataires	ενιαίος	célibataire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μπολόνια	bologne	μπολόνια	bologne	ADV	PROPN
λογοτεχνικό	littéraires	λογοτεχνικός	littéraire	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ταλέντο	talents	ταλέντος	talent	N;NOM;NEUT;SG	N;MASC;PL
ταλέντο	talentueux	ταλέντος	talentueux	N;NOM;NEUT;SG	ADJ;MASC;SG
ταλέντο	douée	ταλέντος	douer	N;NOM;NEUT;SG	V;FEM;SG;PST;V.PTCP
ταλέντο	talentueuse	ταλέντος	talentueux	N;NOM;NEUT;SG	ADJ;FEM;SG
σεισμό	séismes	σεισμός	séisme	N;NOM;MASC;SG	N;MASC;PL
ποσοστά	taux	ποσοστό	taux	N;NOM;NEUT;PL	N;MASC;SG
πέτρο	peter	πέτρο	peter	PROPN;ACC;MASC;SG	PROPN
πέτρο	pierre	πέτρο	pierre	PROPN;ACC;MASC;SG	N;FEM;SG
πέτρο	petro	πέτρο	petro	PROPN;ACC;MASC;SG	PROPN
ραδιόφωνο	radiophonique	ραδιόφωνος	radiophonique	N;NOM;NEUT;SG	ADJ;MASC;SG
ατομική	individuels	ατομικός	individuel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ατομική	atomiques	ατομικός	atomique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
άρθουρ	arthur	άρθουρ	arthur	PROPN;NOM;MASC;SG	N;MASC;SG
συστατικό	constitutif	συστατικό	constitutif	N;NOM;NEUT;SG	ADJ;MASC;SG
συστατικό	constituante	συστατικό	constituant	N;NOM;NEUT;SG	ADJ;FEM;SG
συστατικό	constituant	συστατικό	constituer	N;NOM;NEUT;SG	V;PRS;V.PTCP
συστατικό	composant	συστατικό	composer	N;NOM;NEUT;SG	V;PRS;V.PTCP
αυξάνει	hausses	αυξάνω	hausse	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
αυξάνει	augmentations	αυξάνω	augmentation	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
σκληρή	cruels	σκληρός	cruel	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σκληρή	cruelles	σκληρός	cruel	ADJ;NOM;FEM;SG	ADJ;FEM;PL
σκληρή	difficiles	σκληρός	difficile	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σκληρή	hard	σκληρός	hard	ADJ;NOM;FEM;SG	N;MASC;SG
νομικός	légales	νομικός	légal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
λουκά	lucas	λουκά	lucas	N;MASC;SG	PROPN
μειώνεται	baisses	μειώνω	baisse	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
μειώνεται	décroissante	μειώνω	décroissant	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG
στρώματα	matelas	στρώμα	matelas	N;NOM;NEUT;PL	N;MASC;SG
εβραίους	juifs	εβραίος	juif	PROPN;ACC;MASC;PL	N;MASC;PL
μαλλιά	cheveu	μαλλιά	cheveu	N;NOM;NEUT;PL	N;MASC;SG
μαλλιά	coiffure	μαλλιά	coiffure	N;NOM;NEUT;PL	N;FEM;SG
χριστιανός	chrétiens	χριστιανός	chrétien	N;NOM;MASC;SG	N;MASC;PL
χριστιανός	chrétienne	χριστιανός	chrétien	N;NOM;MASC;SG	ADJ;FEM;SG
χριστιανός	christian	χριστιανός	christian	N;NOM;MASC;SG	PROPN
χριστιανός	chrétien	χριστιανός	chrétien	N;NOM;MASC;SG	ADJ;MASC;SG
ναπολέων	napoléon	ναπόλη	napoléon	PROPN;NOM;MASC;SG	N;MASC;SG
ειδικός	spécialiste	ειδικός	spécialiste	ADJ;NOM;MASC;SG	N;MASC;SG
ειδικός	expert	ειδικός	expert	ADJ;NOM;MASC;SG	N;MASC;SG
ομοίως	idem	ομοίως	idem	ADV	
παιδικά	enfance	παιδικά	enfance	N;NOM;NEUT;PL	N;FEM;SG
άργος	argos	άργος	argos	PROPN;NOM;MASC;SG	PROPN
αναγνωρίζεται	reconnu	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναγνωρίζεται	reconnues	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
αναγνωρίζεται	reconnue	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
αναγνωρίζεται	reconnus	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
αναγνωρίζεται	reconnu	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
αναγνωρίζεται	reconnues	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
αναγνωρίζεται	reconnue	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
αναγνωρίζεται	reconnus	αναγνωρίζω	reconnaître	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
βούλγαροι	bulgares	βούλγαρος	bulgare	PROPN;NOM;MASC;PL	ADJ;MASC;PL
βούλγαροι	bulgare	βούλγαρος	bulgare	PROPN;NOM;MASC;PL	ADJ;MASC;SG
βούλγαροι	bulgares	βούλγαρος	bulgare	PROPN;NOM;MASC;PL	ADJ;MASC;PL
δημοσιογράφοι	reporters	δημοσιογράφος	reporter	N;NOM;MASC;PL	N;MASC;SG
θωμάς	thomas	θωμά	thomas	N;NOM;MASC;SG	PROPN
εκτελέστηκε	exécutés	εκτελώ	exécuter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
πιερ	pierre	πιερ	pierre	PROPN;NOM;MASC;SG	N;FEM;SG
έντονες	intense	έντονος	intense	ADJ;NOM;FEM;PL	ADJ;FEM;SG
αναγνώρισε	reconnus	αναγνωρίζω	reconnaître	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
μετανάστες	immigrés	μετανάστης	immigré	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
μετανάστες	immigrés	μετανάστης	immigré	N;NOM;MASC;PL	V;MASC;PL;PST;V.PTCP
δοκιμές	essai	δοκιμή	essai	N;NOM;FEM;PL	N;MASC;SG
δοκιμές	test	δοκιμή	test	N;NOM;FEM;PL	N;MASC;SG
δοκιμές	tester	δοκιμή	tester	N;NOM;FEM;PL	V;NFIN
μυαλό	cerveaux	μυαλός	cerveau	N;NOM;NEUT;SG	N;MASC;PL
μυαλό	cérébrale	μυαλός	cérébral	N;NOM;NEUT;SG	ADJ;FEM;SG
μυαλό	cerveaux	μυαλός	cerveau	N;NOM;NEUT;SG	N;MASC;PL
μπεν	ben	μπεν	ben		N;MASC;SG
αποφυγή	éviter	αποφυγή	éviter	N;DAT;FEM;SG	V;NFIN
αποφυγή	évitant	αποφυγή	éviter	N;DAT;FEM;SG	V;PRS;V.PTCP
αποφυγή	eviter	αποφυγή	éviter	N;DAT;FEM;SG	V;NFIN
αποφυγή	éviter	αποφυγή	éviter	N;DAT;FEM;SG	V;NFIN
αποφυγή	évite	αποφυγή	éviter	N;DAT;FEM;SG	V;IND;SG;3;PRS;FIN
αποφυγή	eviter	αποφυγή	éviter	N;DAT;FEM;SG	V;NFIN
αποφυγή	évitez	αποφυγή	éviter	N;DAT;FEM;SG	V;IMP;PL;2;PRS;FIN
αποφυγή	éviter	αποφυγή	éviter	N;DAT;FEM;SG	V;NFIN
νάξου	naxos	νάξος	naxo	PROPN;GEN;FEM;SG	PROPN
ψήφοι	vote	ψήφος	vote		N;MASC;SG
ψήφοι	votes	ψήφος	vote		N;MASC;PL
ψήφοι	voix	ψήφος	voix		N;FEM;SG
αρνητική	négatives	αρνητικός	négatif	ADJ;NOM;FEM;SG	ADJ;FEM;PL
αρνητική	négatifs	αρνητικός	négatif	ADJ;NOM;FEM;SG	ADJ;MASC;PL
χορωδία	chœurs	χορωδία	chœur	N;NOM;FEM;SG	N;MASC;PL
χορωδία	chœurs	χορωδία	chœur	N;NOM;FEM;SG	N;MASC;PL
αγόρασε	achat	αγοράζω	achat	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
αγόρασε	achetez	αγοράζω	acheter	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;PL;2;PRS;FIN
αγόρασε	achetées	αγοράζω	acheter	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
αγόρασε	achetés	αγοράζω	acheter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
μπράουν	brown	μπράω	brown		PROPN
μπράουν	marron	μπράω	marron		N;MASC;SG
μπράουν	bruns	μπράω	brun		ADJ;MASC;PL
μπράουν	brun	μπράω	brun		ADJ;MASC;SG
μπράουν	brunes	μπράω	brun		ADJ;FEM;PL
μπράουν	brune	μπράω	brune		N;FEM;SG
μπράουν	braun	μπράω	braun		PROPN
τραυματίστηκε	blessées	τραυματίζω	blesser	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
τραυματίστηκε	blessés	τραυματίζω	blesser	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
χιλής	chilienne	χιλός	chilien	PROPN;GEN;FEM;SG	ADJ;FEM;SG
χιλής	chilien	χιλός	chilien	PROPN;GEN;FEM;SG	ADJ;MASC;SG
χιλής	chiliens	χιλός	chilien	PROPN;GEN;FEM;SG	ADJ;MASC;PL
χιλής	chilien	χιλός	chilien	PROPN;GEN;FEM;SG	ADJ;MASC;SG
χιλής	chili	χιλός	chili	PROPN;GEN;FEM;SG	N;MASC;SG
εύκολη	faciles	εύκολος	facile	ADJ;NOM;FEM;SG	ADJ;MASC;PL
εύκολη	easy	εύκολος	easy	ADJ;NOM;FEM;SG	N;MASC;SG
εύκολη	facilité	εύκολος	faciliter	ADJ;NOM;FEM;SG	V;FEM;SG;PST;V.PTCP
πιέρ	pierre	πιέρ	pierre	PROPN;NOM;MASC;SG	N;FEM;SG
παρατηρητής	observateurs	παρατηρητής	observateur	N;NOM;MASC;SG	N;MASC;PL
φρανσίσκο	francisco	φρανσίσκο	francisco		PROPN
κληρονομιά	legacy	κληρονομιά	legacy	N;NOM;FEM;SG	PROPN
κληρονομιά	héritages	κληρονομιά	héritage	N;NOM;FEM;SG	N;MASC;PL
διαταραχές	trouble	διαταραχή	trouble	N;NOM;FEM;PL	ADJ;MASC;SG
διαταραχές	perturbation	διαταραχή	perturbation	N;NOM;FEM;PL	N;FEM;SG
διαταραχές	dérangement	διαταραχή	dérangement	N;NOM;FEM;PL	N;MASC;SG
διαταραχές	troubles	διαταραχή	trouble	N;NOM;FEM;PL	ADJ;MASC;PL
χειρουργική	chirurgie	χειρουργικός	chirurgie	ADJ;NOM;FEM;SG	N;FEM;SG
χειρουργική	chirurgie	χειρουργικός	chirurgie	ADJ;NOM;FEM;SG	N;FEM;SG
ιούνιος	juin	ιούνιος	juin	ADJ;NOM;MASC;SG	N;MASC;SG
λένιν	lénine	λένω	lénine	PROPN;NOM;MASC;SG	PROPN
λιθουανίας	lituanie	λιθουανία	lituanie	PROPN;GEN;FEM;SG	N;FEM;SG
σεισμός	séismes	σεισμός	séisme	N;NOM;MASC;SG	N;MASC;PL
τήξης	fondre	τήξη	fondre	N;GEN;FEM;SG	V;NFIN
τήξης	fondant	τήξη	fonder	N;GEN;FEM;SG	V;PRS;V.PTCP
κόπα	copa	κόπα	copa		PROPN
ασθενής	patients	ασθενής	patient	ADJ;NOM;MASC;SG	N;MASC;PL
ασθενής	patient	ασθενής	patient	ADJ;NOM;MASC;SG	N;MASC;SG
άνδρας	masculin	άντρας	masculin	N;NOM;MASC;SG	ADJ;MASC;SG
μεχμέτ	mehmet	μεχμέτ	mehmet		PROPN
μεχμέτ	mehmed	μεχμέτ	mehmed		N;MASC;SG
επισκέφθηκε	visités	επισκέπτομαι	visiter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
ειρηνικό	pacifiques	ειρηνικός	pacifique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ειρηνικό	paisibles	ειρηνικός	paisible	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
τυπικό	typiques	τυπικός	typique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
αδύνατο	impossibles	άδυνατος	impossible	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
καναδάς	canada	καναδάς	canada	PROPN;NOM;FEM;SG	N;MASC;SG
οργανικές	bio	οργανικός	bio	ADJ;NOM;FEM;PL	N;MASC;SG
οργανικές	biologique	οργανικός	biologique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
οργανικές	organique	οργανικός	organique	ADJ;NOM;FEM;PL	ADJ;MASC;SG
θείος	tonton	θείος	tonton	N;NOM;MASC;SG	PROPN
ανώτερη	supérieurs	ανώτερος	supérieur	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μετρήσεις	métriques	μέτρηση	métrique	N;NOM;FEM;PL	ADJ;FEM;PL
μετρήσεις	mesurage	μέτρηση	mesurage	N;NOM;FEM;PL	N;MASC;SG
μετρήσεις	mesurer	μέτρηση	mesurer	N;NOM;FEM;PL	V;NFIN
μετρήσεις	mesure	μέτρηση	mesure	N;NOM;FEM;PL	N;FEM;SG
μπαχ	bach	μπαχ	bach		PROPN
μετανάστευση	migrations	μετανάστευση	migration	N;NOM;FEM;SG	N;FEM;PL
βαυαρίας	bavaroise	βαυαρία	bavarois	PROPN;GEN;FEM;SG	ADJ;FEM;SG
βαυαρίας	bavière	βαυαρία	bavière	PROPN;GEN;FEM;SG	PROPN
βαυαρίας	bavarois	βαυαρία	bavarois	PROPN;GEN;FEM;SG	ADJ;MASC;SG
τέιλορ	taylor	τέιλορ	taylor		PROPN
δημοσιεύθηκε	publiées	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
δημοσιεύθηκε	publiés	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
επόμενος	suivant	επόμενος	suivre	ADJ;NOM;MASC;SG	V;PRS;V.PTCP
επόμενος	next	επόμενος	next	ADJ;NOM;MASC;SG	
μάλτα	malte	μάλτα	malte	PROPN;ACC;FEM;SG	PROPN
μακ	mac	μακ	mac		N;MASC;SG
μακ	mack	μακ	mack		PROPN
παρακολούθηση	suivi	παρακολούθηση	suivre	N;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
παρακολούθηση	moniteurs	παρακολούθηση	moniteur	N;ACC;FEM;SG	N;MASC;PL
παρακολούθηση	surveiller	παρακολούθηση	surveiller	N;ACC;FEM;SG	V;NFIN
προϋποθέσεις	préalables	προϋπόθεση	préalable	N;NOM;FEM;PL	ADJ;MASC;PL
προϋποθέσεις	prérequis	προϋπόθεση	prérequis	N;NOM;FEM;PL	N;MASC;SG
αρνητικά	négative	αρνητικά	négatif	ADV	ADJ;FEM;SG
αρνητικά	négatif	αρνητικά	négatif	ADV	ADJ;MASC;SG
αρνητικά	négatives	αρνητικά	négatif	ADV	ADJ;FEM;PL
αρνητικά	négatifs	αρνητικά	négatif	ADV	ADJ;MASC;PL
αρνητικά	négatifs	αρνητικά	négatif	ADV	ADJ;MASC;PL
μαζική	massifs	μαζικός	massif	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μαζική	massif	μαζικός	massif	ADJ;NOM;FEM;SG	N;MASC;SG
μαζική	massives	μαζικός	massif	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ζωντανή	vivants	ζωντανός	vivant	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ζωντανή	vivant	ζωντανός	vivre	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
ζωντανή	vivantes	ζωντανός	vivant	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ζωντανή	alive	ζωντανός	alive	ADJ;NOM;FEM;SG	N;MASC;SG
ετήσιο	annuelle	ετήσιος	annuel	N;NOM;NEUT;SG	ADJ;FEM;SG
ετήσιο	annuels	ετήσιος	annuel	N;NOM;NEUT;SG	ADJ;MASC;PL
ετήσιο	annuel	ετήσιος	annuel	N;NOM;NEUT;SG	ADJ;MASC;SG
στάνταρ	norme	στάνταρ	norme	N;GEN;NEUT;PL	N;FEM;SG
στάνταρ	standard	στάνταρ	standard	N;GEN;NEUT;PL	N;MASC;SG
δυσκολία	difficultés	δυσκολία	difficulté	N;ACC;FEM;SG	N;FEM;PL
τάσος	tasos	τάσος	taso	PROPN;NOM;MASC;SG	PROPN
χρειαζόταν	nécessaires	χρειάζομαι	nécessaire	V;IPFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL
χρειαζόταν	nécessaire	χρειάζομαι	nécessaire	V;IPFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG
χρειαζόταν	besoin	χρειάζομαι	besoin	V;IPFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
μόνιμο	permanentes	μόνιμο	permanent	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
μόνιμο	permanents	μόνιμο	permanent	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
άλφρεντ	alfred	άλφρεντ	alfred		N;MASC;SG
καθαρό	filets	καθερός	filet	ADJ;NOM;NEUT;SG	N;MASC;PL
καθαρό	filet	καθερός	filet	ADJ;NOM;NEUT;SG	N;MASC;SG
καθαρό	nettoient	καθερός	nettoyer	ADJ;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN
καθαρό	nettoyer	καθερός	nettoyer	ADJ;NOM;NEUT;SG	V;NFIN
αφιερωμένη	dédiés	αφιερώνω	dédier	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
πώληση	vendre	πώληση	vendre	N;NOM;FEM;SG	V;NFIN
πώληση	soldes	πώληση	solde	N;NOM;FEM;SG	N;MASC;PL
ελάχιστες	minimum	ελάχιστος	minimum	ADJ;NOM;CMPR;FEM;PL	ADJ;MASC;SG
ελάχιστες	minimal	ελάχιστος	minimal	ADJ;NOM;CMPR;FEM;PL	ADJ;MASC;SG
ελάχιστες	minimale	ελάχιστος	minimal	ADJ;NOM;CMPR;FEM;PL	ADJ;FEM;SG
ουρανού	sky	ουρανός	sky	N;GEN;NEUT;SG	PROPN
ουρανού	ciels	ουρανός	ciel	N;GEN;NEUT;SG	N;MASC;PL
δύσκολα	difficiles	δύσκολα	difficile	ADV	ADJ;MASC;PL
δύσκολα	difficile	δύσκολα	difficile	ADV	ADJ;MASC;SG
επιλέχθηκε	choisis	επιλέχομαι	choisir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
επιλέχθηκε	sélectionnés	επιλέχομαι	sélectionner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
επιλέχθηκε	sélectionnées	επιλέχομαι	sélectionné	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
συνεχής	ininterrompu	συνεχής	ininterrompre	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
συνεχής	continus	συνεχής	continu	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ρότζερ	reçu	ρότζερ	recevoir		V;MASC;SG;PST;V.PTCP
ρότζερ	roger	ρότζερ	roger		N;MASC;SG
λωρίδα	lane	λωρίδα	lane	N;NOM;FEM;SG	PROPN
ρόδο	rose	ρόδος	rose	PROPN;ACC;FEM;SG	ADJ;FEM;SG
ρόδο	rosé	ρόδος	rosé	PROPN;ACC;FEM;SG	V;MASC;SG;PST;V.PTCP
ρόδο	rhodes	ρόδος	rhode	PROPN;ACC;FEM;SG	PROPN
