van	from	van	from	ADP	N
vermoeden	conjetura	vermoeden	conjetura	V;V.PTCP	N;FEM;SG
vermoeden	conjeturas	vermoeden	conjetura	V;V.PTCP	N;FEM;PL
vermoeden	sospechas	vermoeden	sospecha	V;V.PTCP	N;FEM;PL
vermoeden	sospecha	vermoeden	sospecha	V;V.PTCP	N;FEM;SG
eduard	eduardo	eduard	eduardo	PROPN;MASC+FEM;SG	N;MASC;SG
eduard	edward	eduard	edward	PROPN;MASC+FEM;SG	N;MASC;SG
eduard	eduard	eduard	eduard	PROPN;MASC+FEM;SG	PROPN
veilig	safe	veilig	safir	ADJ	N
omgezet	convertida	omzetten	convertido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
omgezet	convertidos	omzetten	convertido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
omgezet	convertido	omzetten	convertido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toekomstige	futuro	toekomstig	futuro	ADJ	N;MASC;SG
toekomstige	future	toekomstig	future	ADJ	N
toekomstige	porvenir	toekomstig	porvenir	ADJ	N;MASC;SG
lost	perdido	lost	perdido	V;SG;PRS;FIN	ADJ;MASC;SG;V.PTCP
lost	lost	lost	lost	V;SG;PRS;FIN	N
lost	perdida	lost	perdido	V;SG;PRS;FIN	ADJ;FEM;SG;V.PTCP
lost	perdidos	lost	perdido	V;SG;PRS;FIN	ADJ;MASC;PL;V.PTCP
lost	perdió	lost	perder	V;SG;PRS;FIN	V;IND;SG;3;PST;FIN
lost	perdidas	lost	perdido	V;SG;PRS;FIN	ADJ;FEM;PL;V.PTCP
bijgewerkt	actualizada	bijwerken	actualizado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
bijgewerkt	actualizados	bijwerken	actualizado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
bijgewerkt	actualizado	bijwerken	actualizado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
bijgewerkt	actualización	bijwerken	actualización	V;V.PTCP	N;FEM;SG
toegewezen	asignadas	toewijzen	asignado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
toegewezen	asignada	toewijzen	asignar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
toegewezen	asignado	toewijzen	asignar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toegewezen	asignados	toewijzen	asignado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
toegewezen	asignado	toewijzen	asignar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toegewezen	asignada	toewijzen	asignar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
toegewezen	asignados	toewijzen	asignado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
arbeid	trabajos	arbeid	trabajo	N;MASC+FEM;SG	N;MASC;PL
arbeid	trabaje	arbeid	trabaje	N;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
arbeid	trabajar	arbeid	trabajar	N;MASC+FEM;SG	V;NFIN
tokio	tokyo	tokio	tokyo	PROPN;NEUT;SG	N;MASC;SG
tokio	tokio	tokio	tokio	PROPN;NEUT;SG	N;MASC;SG
beschadigd	dañada	beschadigen	dañada	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beschadigd	dañados	beschadigen	dañado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
beschadigd	dañadas	beschadigen	dañado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
beschadigd	dañado	beschadigen	dañar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beschadigd	corrupto	beschadigen	corrupto	V;V.PTCP	ADJ;MASC;SG
beschadigd	corruptos	beschadigen	corrupto	V;V.PTCP	N;MASC;PL
beschadigd	corrompido	beschadigen	corrompido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
major	mayor	major	mayor	N;MASC+FEM;SG	ADJ;SG
financiën	financiación	financiën	financiación	N;PL	N;FEM;SG
financiën	financiamiento	financiën	financiamiento	N;PL	N;MASC;SG
kranten	periódico	krant	periódico	N;PL	N;MASC;SG
kranten	periodico	krant	periodico	N;PL	N;MASC;SG
kranten	prensa	krant	prensa	N;PL	N;FEM;SG
bel	llamada	bellen	llamado	V;SG;PRS;FIN	ADJ;FEM;SG;V.PTCP
bel	bel	bellen	bel	V;SG;PRS;FIN	PROPN
gezongen	sang	zingen	sang	V;V.PTCP	N
gezongen	cantada	zingen	cantado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gezongen	sung	zingen	sung	V;V.PTCP	N
gezongen	cantado	zingen	cantar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vrouwtje	hembras	vrouwtje	hembra	N;NEUT;SG	N;FEM;PL
vrouwtje	femenino	vrouwtje	femenino	N;NEUT;SG	ADJ;MASC;SG
opmerkingen	comenta	opmerking	comentar	N;PL	V;IND;SG;3;PRS;FIN
opmerkingen	comentario	opmerking	comentario	N;PL	N;MASC;SG
starten	start	starten	start	V;NFIN	N
starten	inicio	starten	inicio	V;NFIN	N;MASC;SG
starten	comienzo	starten	comienzo	V;NFIN	N;MASC;SG
ingericht	condecorado	inrichten	condecorado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingericht	decorados	inrichten	decorado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ingericht	decorada	inrichten	decorado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingericht	decorado	inrichten	decorado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ingericht	amueblada	inrichten	amueblado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ingericht	amueblado	inrichten	amueblado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
afrikaans	afrikaans	afrikaans	afrikaan	ADJ	N;MASC;PL
afrikaans	africanos	afrikaans	africano	ADJ	N;MASC;PL
morgen	manana	morgen	manana	ADV	N;FEM;SG
morgen	tomorrow	morgen	tomorrow	ADV	N;MASC;SG
morgen	morning	morgen	morning	ADV	N
morgen	mañanas	morgen	mañana	ADV	N;FEM;PL
marokko	marruecos	marokko	marrueco	N;NEUT;SG	N;MASC;PL
pvda	pvda	pvda	pvda	PROPN;NEUT;SG	
constant	constantemente	constant	constantemente	ADJ	ADV
fernando	fernando	fernando	fernar	N;MASC+FEM;SG	V;V.MSDR
spinnen	araña	spin	araña	N;PL	N;FEM;SG
uitzending	transmitiendo	uitzending	transmitir	N;MASC+FEM;SG	V;V.MSDR
jakob	jacob	jakob	jacob	N;MASC+FEM;SG	PROPN
leeg	vacío	leeg	vacío	ADJ	N;MASC;SG
leeg	vaciar	leeg	vaciar	ADJ	V;NFIN
leeg	vacio	leeg	vacio	ADJ	N;MASC;SG
achternaam	apellidos	achternaam	apellido	N;MASC+FEM;SG	N;MASC;PL
chef	chief	chef	chief	N;MASC+FEM;SG	PROPN
vrouwelijk	mujer	vrouwelijk	mujer	ADJ	N;FEM;SG
vrouwelijk	hembra	vrouwelijk	hembra	ADJ	N;FEM;SG
vrouwelijk	hembras	vrouwelijk	hembra	ADJ	N;FEM;PL
metalen	metálico	metalen	metálico	N;PL	ADJ;MASC;SG
metalen	metálicos	metalen	metálico	N;PL	ADJ;MASC;PL
metalen	metal	metalen	metal	N;PL	N;MASC;SG
metalen	metálico	metalen	metálico	N;PL	ADJ;MASC;SG
metalen	metálicos	metalen	metálico	N;PL	ADJ;MASC;PL
metalen	metálica	metalen	metálico	N;PL	ADJ;FEM;SG
dagblad	periódicos	dagblad	periódico	N;NEUT;SG	N;MASC;PL
magazine	revistas	magazine	revista	N;NEUT;SG	N;FEM;PL
michiel	miguel	michiel	miguel	N;MASC+FEM;SG	PROPN
michiel	michiel	michiel	michiel	N;MASC+FEM;SG	PROPN
commercieel	anuncio	commercieel	anuncio	ADJ	N;MASC;SG
springspinnen	salticidae	springspinnen	salticidae	N;PL	N;FEM;SG
aandelen	comparte	aandeel	compartir	N;PL	V;IND;SG;3;PRS;FIN
uitgerust	descansado	uitrusten	descansado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
uitgerust	equipada	uitrusten	equipada	V;V.PTCP	ADJ;FEM;SG;V.PTCP
uitgerust	equipados	uitrusten	equipado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
uitgerust	equipado	uitrusten	equipado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verdedigen	defensas	verdedigen	defensa	V;NFIN	N;PL
verdedigen	defensa	verdedigen	defensa	V;NFIN	N;SG
losse	suelta	losse	suelto	ADJ	V;IND;SG;3;PRS;FIN
conflicten	conflicto	conflict	conflicto	N;PL	N;MASC;SG
conflicten	conflicto	conflict	conflicto	N;PL	N;MASC;SG
hervormde	reformado	hervormen	reformado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
hervormde	reformada	hervormen	reformado	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
nuts	nueces	nuts	nuez	N;MASC+FEM;SG	N;FEM;PL
nuts	tuercas	nuts	tuerca	N;MASC+FEM;SG	N;FEM;PL
veroverd	conquistado	veroveren	conquistado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
veroverd	conquistada	veroveren	conquistado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
verkiezing	elecciones	verkiezing	elección	N;MASC+FEM;SG	N;FEM;PL
verkiezing	electorales	verkiezing	electoral	N;MASC+FEM;SG	ADJ;PL
verkiezing	elecciones	verkiezing	elección	N;MASC+FEM;SG	N;FEM;PL
gewenst	deseados	wensen	deseado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gewenst	deseado	wensen	deseado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gewenst	deseada	wensen	deseado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gewenst	deseadas	wensen	deseado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gewenst	deseable	wensen	deseable	V;V.PTCP	ADJ;SG
gewenst	deseables	wensen	deseable	V;V.PTCP	ADJ;PL
mannetje	masculino	mannetje	masculino	N;NEUT;SG	ADJ;MASC;SG
mannetje	machos	mannetje	macho	N;NEUT;SG	N;MASC;PL
oliver	oliver	oliver	oliver	N;MASC+FEM;SG	PROPN
seine	seine	seine	seine	N;MASC+FEM;SG	PROPN
may	may	may	maber		
may	mayo	may	mayo		N
gevangenen	reclusos	vangen	recluso	V;V.PTCP	N;MASC;PL
gevangenen	prisioneros	vangen	prisionero	V;V.PTCP	N;MASC;PL
gevangenen	presos	vangen	preso	V;V.PTCP	N;MASC;PL
gevangenen	reclusos	vangen	recluso	V;V.PTCP	N;MASC;PL
gevangenen	reclusas	vangen	reclusa	V;V.PTCP	N;FEM;PL
gevangenen	presos	vangen	preso	V;V.PTCP	N;MASC;PL
gevangenen	detenidas	vangen	detener	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gevangenen	detenidos	vangen	detenido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
hilversum	hilversum	hilversum	hilversum	PROPN;NEUT;SG	N;MASC;SG
erkende	reconocido	erkennen	reconocido	V;FIN	ADJ;MASC;SG;V.PTCP
erkende	reconocidas	erkennen	reconocido	V;FIN	ADJ;FEM;PL;V.PTCP
erkende	reconocidos	erkennen	reconocido	V;FIN	ADJ;MASC;PL;V.PTCP
erkende	reconocida	erkennen	reconocido	V;FIN	ADJ;FEM;SG;V.PTCP
erkende	reconocido	erkennen	reconocido	V;FIN	ADJ;MASC;SG;V.PTCP
erkende	reconocidos	erkennen	reconocido	V;FIN	ADJ;MASC;PL;V.PTCP
erkende	reconocida	erkennen	reconocido	V;FIN	ADJ;FEM;SG;V.PTCP
erkende	reconocido	erkennen	reconocido	V;FIN	ADJ;MASC;SG;V.PTCP
erkende	reconocidas	erkennen	reconocido	V;FIN	ADJ;FEM;PL;V.PTCP
erkende	reconocidos	erkennen	reconocido	V;FIN	ADJ;MASC;PL;V.PTCP
erkende	reconocida	erkennen	reconocido	V;FIN	ADJ;FEM;SG;V.PTCP
haagse	haya	haags	haber	ADJ	V;SBJV;SG;3;PRS;FIN
geneeskunde	medicinas	geneeskunde	medicina	N;MASC+FEM;SG	N;FEM;PL
kerkelijke	eclesiásticos	kerkelijk	eclesiástico	ADJ	N;MASC;PL
activiteit	actividades	activiteit	actividad	N;MASC+FEM;SG	N;FEM;PL
account	cuenta	accounen	contar	N;NEUT;SG	V;IND;SG;3;PRS;FIN
ross	ross	ross	ross	N;MASC+FEM;SG	PROPN
talent	talentos	talent	talento	N;NEUT;SG	N;MASC;PL
absoluut	absolutamente	absoluut	absolutamente	ADJ	ADV
absoluut	definitivamente	absoluut	definitivamente	ADJ	ADV
jaap	jaap	jaap	jaap	N;MASC+FEM;SG	PROPN
wetenschappers	científicas	wetenschapper	científico	N;PL	ADJ;FEM;PL
bryan	bryan	bryan	bryar	N;MASC+FEM;SG	PROPN
hasselt	hasselt	hasselen	hasselt	V;SG;PRS;FIN	PROPN
veertien	fourteen	veertien	fourtear	NUM	V;SBJV;PL;3;PRS;FIN
veertien	catorce	veertien	catorce	NUM	N;FEM;PL
alpes	alpes	alpes	alpe	N;MASC+FEM;SG	N;MASC;PL
egyptische	egipto	egyptisch	egipto	ADJ	N;MASC;SG
egyptische	egipcios	egyptisch	egipcio	ADJ	N;MASC;PL
graham	graham	graham	graham	N;MASC+FEM;SG	PROPN
olivier	olivier	olivier	olivier	N;MASC+FEM;SG	PROPN
bulgarije	bulgaria	bulgarije	bulgaria	PROPN;NEUT;SG	ADJ;FEM;SG
waarden	valora	waard	valorar	N;PL	V;IND;SG;3;PRS;FIN
hangen	colgado	hangen	colgado	V;NFIN	ADJ;MASC;SG;V.PTCP
hangen	ahorcamiento	hangen	ahorcamiento	V;NFIN	N;MASC;SG
achterzijde	trasera	achterzijde	trasero	N;MASC+FEM;SG	ADJ;FEM;SG
achterzijde	traseros	achterzijde	trasero	N;MASC+FEM;SG	N;MASC;PL
scaleminor	scaleminor	scaleminor	scaleminor	N;MASC+FEM;SG	
verborgen	ocultas	verbergen	oculto	V;V.PTCP	ADJ;FEM;PL
verborgen	oculta	verbergen	oculto	V;V.PTCP	ADJ;FEM;SG
verborgen	oculto	verbergen	oculto	V;V.PTCP	ADJ;MASC;SG
verborgen	ocultos	verbergen	oculto	V;V.PTCP	ADJ;MASC;PL
verborgen	escondido	verbergen	escondido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ann	ann	ann	ann	N;MASC+FEM;SG	PROPN
mannelijk	macho	mannelijk	macho	ADJ	N;MASC;SG
mannelijk	varón	mannelijk	varón	ADJ	N;MASC;SG
mannelijk	machos	mannelijk	macho	ADJ	N;MASC;PL
lópez	lopez	lópez	lopez	N;MASC+FEM;SG	PROPN
onderzocht	investigado	onderzoeken	investigado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
onderzocht	investigada	onderzoeken	investigado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
onderzocht	investigados	onderzoeken	investigar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
onderzocht	examinado	onderzoeken	examinar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
onderzocht	examinados	onderzoeken	examinado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
onderzocht	examinada	onderzoeken	examinado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
maximale	maximo	maximaal	maximo	ADJ	INTJ
fifa	fifa	fifa	fifa	PROPN;NEUT;SG	N;FEM;SG
toeschouwers	espectador	toeschouwer	espectador	N;PL	N;MASC;SG
backgroundcolors	backgroundcolors	backgroundcolor	backgroundcolors	N;PL	N;MASC;SG
onderkant	inferior	onderkant	inferior	N;MASC+FEM;SG	ADJ;SG
dikke	grasa	dik	grasa	ADJ	N;FEM;SG
dikke	gordas	dik	gorda	ADJ	N;FEM;PL
scheiding	divorcios	scheiding	divorcio	N;MASC+FEM;SG	N;MASC;PL
medewerker	empleada	medewerker	empleado	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
medewerker	empleados	medewerker	empleado	N;MASC+FEM;SG	N;MASC;PL
medewerker	asalariado	medewerker	asalariado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
medewerker	empleado	medewerker	empleado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
medewerker	asociado	medewerker	asociado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
medewerker	asociada	medewerker	asociado	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
medewerker	asociar	medewerker	asociar	N;MASC+FEM;SG	V;NFIN
beer	osos	beer	ose	N;MASC+FEM;SG	N;MASC;PL
kleding	modas	kleding	moda	N;MASC+FEM;SG	N;FEM;PL
kleding	ropas	kleding	ropa	N;MASC+FEM;SG	N;FEM;PL
documenten	documentación	document	documentación	N;PL	N;FEM;SG
romeins	roman	romein	romar	ADJ	N
romeins	romanos	romein	romano	ADJ	N;MASC;PL
romeins	román	romein	román	ADJ	N;MASC;SG
dom	mudo	dom	mudo	ADJ	N;MASC;SG
dom	dom	dom	dom	ADJ	
hernoemd	renombrado	hernoemen	renombrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
hernoemd	renombrada	hernoemen	renombrado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
carlo	carlo	carlo	carlo	N;MASC+FEM;SG	PROPN
cel	celular	cel	celular	N;MASC+FEM;SG	ADJ;SG
overgebleven	sobrante	overblijven	sobrante	V;V.PTCP	N;SG
overgebleven	restante	overblijven	restante	V;V.PTCP	ADJ;SG
overgebleven	restantes	overblijven	restante	V;V.PTCP	ADJ;PL
recent	recientemente	recent	recientemente	ADJ	ADV
jason	jason	jason	jason	N;MASC+FEM;SG	PROPN
vierkante	cuadrado	vierkant	cuadrado	ADJ	N;MASC;SG
vierkante	square	vierkant	square	ADJ	N;MASC;SG
vierkante	plaza	vierkant	plaza	ADJ	N;FEM;SG
personeel	personal	personeel	personal	N;NEUT;SG	ADJ;SG
personeel	personal	personeel	personal	N;NEUT;SG	ADJ;SG
overtuigd	convencidos	overtuigen	convencido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
overtuigd	convencido	overtuigen	convencido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
overtuigd	convencida	overtuigen	convencido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
hessen	hesse	hessen	hesse	PROPN;NEUT;SG	N;MASC;SG
idem	idem	idem	idem	N;MASC+FEM;SG	INTJ
idem	ídem	idem	ídem	N;MASC+FEM;SG	
jammer	lastima	jammer	lastimar	ADJ	N;FEM;SG
jammer	piedad	jammer	piedad	ADJ	N;FEM;SG
jammer	lástima	jammer	lástima	ADJ	N;FEM;SG
jammer	pena	jammer	pena	ADJ	N;FEM;SG
jammer	verguenza	jammer	verguenza	ADJ	N;FEM;SG
jammer	vergüenza	jammer	vergüenza	ADJ	N;FEM;SG
jammer	jammer	jammer	jammer	ADJ	N
verval	declinar	verval	declinar	N;NEUT;SG	V;NFIN
zingen	cante	zingen	cante	V;NFIN	N;MASC;SG
zingen	canto	zingen	canto	V;NFIN	N;MASC;SG
zingen	sing	zingen	sing	V;NFIN	
zingen	canto	zingen	canto	V;NFIN	N;MASC;SG
zingen	cantos	zingen	canto	V;NFIN	N;MASC;PL
russell	russell	russell	russell	N;MASC+FEM;SG	PROPN
koch	koch	koch	koch	N;MASC+FEM;SG	PROPN
getiteld	titulado	titelen	titulado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
fries	papas	fries	papas	ADJ	N;FEM;PL
fries	patatas	fries	patata	ADJ	N;FEM;PL
fries	frisón	fries	frisón	ADJ	N;MASC;SG
lotharingen	lorena	lotharing	lorena	N;PL	N;FEM;SG
economisch	económicamente	economisch	económicamente	ADJ	ADV
alweer	again	alweer	again	ADV	N
spanning	tensiones	spanning	tensión	N;MASC+FEM;SG	N;FEM;PL
kwaad	enfadado	kwaad	enfadado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
kwaad	enojada	kwaad	enojada	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
kwaad	enfadada	kwaad	enfadado	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
kwaad	enojado	kwaad	enojado	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
kwaad	malvado	kwaad	malvar	N;NEUT;SG	ADJ;MASC;SG;V.PTCP
kwaad	mal	kwaad	mal	N;NEUT;SG	ADV
kwaad	malvada	kwaad	malvado	N;NEUT;SG	ADJ;FEM;SG;V.PTCP
opbrengst	rendimientos	opbrengst	rendimiento	N;MASC+FEM;SG	N;MASC;PL
opbrengst	ceder	opbrengst	ceder	N;MASC+FEM;SG	V;NFIN
adriaan	adriaan	adriaan	adriar	N;MASC+FEM;SG	PROPN
prestatie	logros	prestatie	logro	N;MASC+FEM;SG	N;MASC;PL
faculteit	profesores	faculteit	profesor	N;MASC+FEM;SG	N;MASC;PL
faculteit	profesorado	faculteit	profesorado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
technologie	tecnológico	technologie	tecnológico	N;MASC+FEM;SG	ADJ;MASC;SG
technologie	tecnológica	technologie	tecnológico	N;MASC+FEM;SG	ADJ;FEM;SG
zagen	sierras	zien	sierra	V;PL;PST;FIN	N;FEM;PL
zagen	vi	zien	ver	V;PL;PST;FIN	V;IND;SG;1;PST;FIN
zagen	vio	zien	ver	V;PL;PST;FIN	V;IND;SG;3;PST;FIN
dead	muerta	dead	muerto	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
dead	muertos	dead	muerto	N;MASC+FEM;SG	N;MASC;PL
dead	muerto	dead	muerto	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
earth	terrestre	earth	terrestre	N;MASC+FEM;SG	ADJ;SG
feyenoord	feyenoord	feyenoord	feyenoord	PROPN;NEUT;SG	N;MASC;SG
get	conseguir	get	conseguir		V;NFIN
get	consigue	get	conseguir		V;IND;SG;3;PRS;FIN
get	obtener	get	obtener		V;NFIN
get	obtenga	get	obtener		V;SBJV;SG;3;PRS;FIN
onderscheidingen	decoración	onderscheiding	decoración	N;PL	N;FEM;SG
run	corran	run	correr	N;MASC+FEM;SG	V;IMP;PL;3;FIN
run	correr	run	correr	N;MASC+FEM;SG	V;NFIN
run	corre	run	correr	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
run	ejecutar	run	ejecutar	N;MASC+FEM;SG	V;NFIN
gewoonlijk	habitualmente	gewoonlijk	habitualmente	ADJ	ADV
gewoonlijk	normalmente	gewoonlijk	normalmente	ADJ	ADV
gewoonlijk	generalmente	gewoonlijk	generalmente	ADJ	ADV
gewoonlijk	usualmente	gewoonlijk	usualmente	ADJ	ADV
gewoonlijk	normalmente	gewoonlijk	normalmente	ADJ	ADV
defensie	defensas	defensie	defensa	N;MASC+FEM;SG	N;PL
trouwen	casarse	trouwen	casarse	V;NFIN	
trouwen	casamiento	trouwen	casamiento	V;NFIN	N;MASC;SG
trouwen	matrimonio	trouwen	matrimonio	V;NFIN	N;MASC;SG
trouwen	matrimonios	trouwen	matrimonio	V;NFIN	N;MASC;PL
trouwen	matrimonial	trouwen	matrimonial	V;NFIN	ADJ;SG
ian	ian	ian	ir	N;MASC+FEM;SG	PROPN
formeel	formalmente	formeel	formalmente	ADJ	ADV
artiest	artistas	artiest	artista	N;MASC+FEM;SG	N;PL
inkomen	rentas	inkomen	renta	N;NEUT;SG	N;FEM;PL
inkomen	ingresos	inkomen	ingreso	N;NEUT;SG	N;MASC;PL
inkomen	rentas	inkomen	renta	N;NEUT;SG	N;FEM;PL
aanpassen	ajuste	aanpassen	ajuste	V;NFIN	N;MASC;SG
aanpassen	adaptación	aanpassen	adaptación	V;NFIN	N;FEM;SG
dream	sueña	dream	soñar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
dream	ensueño	dream	ensueño	N;MASC+FEM;SG	ADJ;MASC;SG
dream	soñar	dream	soñar	N;MASC+FEM;SG	V;NFIN
beslag	confiscar	beslag	confiscar	N;NEUT;SG	V;NFIN
gecontroleerd	controladas	controleren	controlado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gecontroleerd	controlada	controleren	controlado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gecontroleerd	controlado	controleren	controlar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gecontroleerd	controlados	controleren	controlado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gecontroleerd	comprobada	controleren	comprobado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gecontroleerd	verificado	controleren	verificar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gecontroleerd	verificada	controleren	verificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gecontroleerd	verificadas	controleren	verificado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gecontroleerd	comprobado	controleren	comprobar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gecontroleerd	comprobado	controleren	comprobar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gecontroleerd	comprobados	controleren	comprobado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ontmoet	met	ontmoeten	met	V;V.PTCP	
student	estudiantes	student	estudiante	N;MASC+FEM;SG	N;PL
veertig	cuarenta	veertig	cuarenta	NUM	N;FEM;PL
veertig	forty	veertig	forty	NUM	N
entertainment	espectáculos	entertainment	espectáculo	N;NEUT;SG	N;MASC;PL
wagen	coches	wagen	coche	N;MASC+FEM;SG	N;MASC;PL
liedje	song	liedje	song	N;NEUT;SG	PROPN
reisde	viajado	reizen	viajar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
reisde	viajado	reizen	viajar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
identiteit	identidades	identiteit	identidad	N;MASC+FEM;SG	N;FEM;PL
ijsland	islandia	ijsland	islandia	N;NEUT;SG	ADJ;FEM;SG
edit	edita	edit	editar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
edit	editar	edit	editar	N;MASC+FEM;SG	V;NFIN
christopher	cristóbal	christopher	cristóbal	N;MASC+FEM;SG	ADJ;SG
times	tiempos	time	tiempo	N;MASC+FEM;SG	N;MASC;PL
times	veces	time	vez	N;MASC+FEM;SG	N;FEM;PL
times	épocas	time	época	N;MASC+FEM;SG	N;FEM;PL
weerstand	resistencias	weerstand	resistencia	N;MASC+FEM;SG	N;FEM;PL
renaissance	renacentista	renaissance	renacentista	N;MASC+FEM;SG	ADJ;SG
pakken	trajes	pakken	traje	V;NFIN	N;MASC;PL
machines	maquinaria	machine	maquinaria	N;PL	N;FEM;SG
machines	maquinaria	machine	maquinaria	N;PL	N;FEM;SG
stroming	corrientes	stroming	corriente	N;MASC+FEM;SG	N;FEM;PL
soldaat	soldados	soldaat	soldado	N;MASC+FEM;SG	N;MASC;PL
soldaat	soldado	soldaat	soldado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
tijdelijke	temporalmente	tijdelijk	temporalmente	ADJ	ADV
canadees	canadiense	canadees	canadiense	ADJ	N;SG
canadees	canadienses	canadees	canadiense	ADJ	N;PL
aangevallen	asaltado	aanvallen	asaltado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangevallen	agredido	aanvallen	agredir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangevallen	atacado	aanvallen	atacar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangevallen	atacados	aanvallen	atacar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
aangevallen	atacada	aanvallen	atacado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
tekenen	empate	tekenen	empate	V;NFIN	N;MASC;SG
tekenen	sorteo	tekenen	sorteo	V;NFIN	N;MASC;SG
tekenen	letreros	tekenen	letrero	V;NFIN	N;MASC;PL
tekenen	señales	tekenen	señal	V;NFIN	N;FEM;PL
tekenen	señalización	tekenen	señalización	V;NFIN	N;FEM;SG
tekenen	carteles	tekenen	cartel	V;NFIN	N;MASC;PL
