eagle	kartal	eagle	kartal	ADJ;POS	
deutschen	deutschen	deutsche	deutschen	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
čistá	tertemiz	čistý	tertemiz	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
čistá	temizle	čistý	temiz	ADJ;NOM;FEM;SG;POS	V;PFV;IMP;SG;2;POS;PRS
čistá	temiz	čistý	temiz	ADJ;NOM;FEM;SG;POS	
čistá	saf	čistý	saf	ADJ;NOM;FEM;SG;POS	
řekla	dedi	říci	de	V;PFV;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
toky	akar	tok	akar	N;INAN;NOM;MASC;PL;POS	
dialog	diyalog	dialog	diyalog	N;INAN;NOM;MASC;SG;POS	
dialog	diyalog	dialog	diyalog	N;INAN;NOM;MASC;SG;POS	
expanze	genişleme	expanze	genişle	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
istanbulu	istanbul	istanbula	istanbul	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
derby	derby	derby	derby	N;NEUT;POS	
příkop	siper	příkop	siper	N;INAN;NOM;MASC;SG;POS	
příkop	trench	příkop	trench	N;INAN;NOM;MASC;SG;POS	
příkop	hendek	příkop	hendek	N;INAN;NOM;MASC;SG;POS	
příkop	hendek	příkop	hendek	N;INAN;NOM;MASC;SG;POS	
příkop	hendek	příkop	hendek	N;INAN;NOM;MASC;SG;POS	
tržní	pazarı	tržní	pazar	ADJ;NOM;MASC;SG;POS	N;ACC;SG;3
tržní	pazar	tržní	pazar	ADJ;NOM;MASC;SG;POS	
tržní	piyasa	tržní	piyas	ADJ;NOM;MASC;SG;POS	
tržní	market	tržní	market	ADJ;NOM;MASC;SG;POS	
bas	bas	bas	bas	N;INAN;NOM;MASC;SG;POS	
agresivní	agresif	agresivní	agresif	ADJ;NOM;MASC;SG;POS	
agresivní	saldırgan	agresivní	saldırgan	ADJ;NOM;MASC;SG;POS	
dean	dekan	dean	dekan	PROPN;ANIM;NOM;MASC;SG;POS	
dean	dean	dean	dean	PROPN;ANIM;NOM;MASC;SG;POS	
campbell	campbell	campbell	campbell	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
obnovy	iyileşme	obnova	iyileş	N;NOM;FEM;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
obnovy	kurtarma	obnova	kurtarma	N;NOM;FEM;SG;POS	
ulrich	ulrich	ulrich	ulrich	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
životnost	toplam	životnost	toplam	N;NOM;FEM;SG;POS	
ger	ger	ger	ger	PROPN;ANIM;NOM;MASC;SG;POS	
radar	radar	radar	radar	N;INAN;NOM;MASC;SG;POS	
alain	alain	alain	alain	PROPN;ANIM;NOM;MASC;SG;POS	
kabiny	taksi	kabina	taksi	N;NOM;FEM;PL;POS	
kabiny	kabinleri	kabina	kabin	N;NOM;FEM;PL;POS	N;ACC;PL;3
pochopil	anlaşıldı	pochopit	anlaş	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST;PASS
omylem	kazara	omyl	kazara	N;INAN;INS;MASC;SG;POS	
mapování	haritalama	mapování	haritalama	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
expozici	teşhir	expozice	teşhir	N;ACC;FEM;SG;POS	
expozici	pozlama	expozice	pozlam	N;ACC;FEM;SG;POS	V;PFV;NOM;IMP;2;POS;PRS
tábory	kampları	tábor	kamp	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
mrtvý	ölüler	mrtvý	ölü	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;PL;3
mrtvý	öldü	mrtvý	öl	ADJ;ANIM;NOM;MASC;SG;POS	V;PFV;IND;SG;3;POS;PST
mrtvý	ölü	mrtvý	ölü	ADJ;ANIM;NOM;MASC;SG;POS	
mrtvý	dead	mrtvý	dead	ADJ;ANIM;NOM;MASC;SG;POS	
vysílat	yayın	vysílat	yayın	V;IPFV;POS;NFIN	
týdnech	hafta	týden	hafta	N;INAN;GEN;MASC;PL;POS	N;NOM;SG;3
týdnech	haftalar	týden	hafta	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
týdnech	haftalarca	týden	haftalarca	N;INAN;GEN;MASC;PL;POS	ADV
phoenix	anka	phoenix	anka	PROPN;INAN;NOM;MASC;SG;POS	
phoenix	phoenix	phoenix	phoen	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
anti	karşıtı	anti	karşıt	PROPN;NOM;MASC;SG;POS	
anti	anti	anti	anti	PROPN;NOM;MASC;SG;POS	
řez	kesim	řez	kesim	N;INAN;NOM;MASC;SG;POS	
řez	kestik	řez	kes	N;INAN;NOM;MASC;SG;POS	V;PFV;IND;PL;1;POS;PST
řez	kes	řez	kes	N;INAN;NOM;MASC;SG;POS	
řez	kesik	řez	kesik	N;INAN;NOM;MASC;SG;POS	
vyhnanství	sürgüne	vyhnanství	sürgü	N;NOM;NEUT;SG;POS	N;DAT;SG;3
vyhnanství	sürgün	vyhnanství	sürgün	N;NOM;NEUT;SG;POS	
vyhnanství	sürgün	vyhnanství	sürgün	N;NOM;NEUT;SG;POS	
boulevard	bulvarı	boulevard	bulvar	N;INAN;NOM;MASC;SG;POS	
boulevard	bulvar	boulevard	bulvar	N;INAN;NOM;MASC;SG;POS	
pořádek	düzen	pořádek	düz	N;INAN;NOM;MASC;SG;POS	
pořádek	emir	pořádek	imir	N;INAN;NOM;MASC;SG;POS	
cruz	cruz	cruz	cruz	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
nesprávně	yanlis	správně	yanlis	ADV;NEG	
nesprávně	yanlış	správně	yanlış	ADV;NEG	ADJ
nesprávně	hatalı	správně	hatalı	ADV;NEG	
tepelné	termal	tepelný	termal	ADJ;NOM;MASC;PL;POS	
tanečnice	dansçılar	tanečnice	dansç	N;NOM;FEM;SG;POS	N;NOM;PL;3
tanečnice	dansçı	tanečnice	dansçı	N;NOM;FEM;SG;POS	
monografie	monografi	monografie	monografi	N;NOM;FEM;SG;POS	
porušování	ihlal	porušování	ihlal	N;NOM;NEUT;SG;POS	
porušování	ihlali	porušování	ihlali	N;NOM;NEUT;SG;POS	
prodat	sat	prodat	sat	V;PFV;POS;NFIN	
dennis	dennis	dennis	dennis	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
palais	palais	palais	palais	PROPN;MASC;SG;POS	N;NOM;SG;3
rumunské	rumen	rumunský	rumen	ADJ;NOM;NEUT;SG;POS	
rumunské	romen	rumunský	romen	ADJ;NOM;NEUT;SG;POS	
respekt	saygı	respekt	saygı	N;INAN;NOM;MASC;SG;POS	
respekt	saygılar	respekt	saygı	N;INAN;NOM;MASC;SG;POS	N;NOM;PL;3
respekt	saygi	respekt	saygi	N;INAN;NOM;MASC;SG;POS	
pete	pete	pete	pete	PROPN;ANIM;NOM;MASC;SG;POS	
cska	cska	cska	cska	N;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
objektivní	amaç	objektivní	amaç	ADJ;NOM;MASC;SG;POS	
objektivní	objektif	objektivní	objektif	ADJ;NOM;MASC;SG;POS	
kometa	kuyruklu	kometa	kuyruklu	N;NOM;FEM;SG;POS	
optimální	optimum	optimální	optim	ADJ;NOM;MASC;SG;POS	
různí	çeşitli	různý	çeşitli	ADJ;ANIM;NOM;MASC;PL;POS	
servery	sunucuları	server	sunucu	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
libanonu	lübnan	libanon	lübnan	PROPN;INAN;GEN;MASC;SG;POS	PROPN;NOM;SG;3
překvapení	sürpriz	překvapení	sürpriz	N;NOM;NEUT;SG;POS	
překvapení	sürprizler	překvapení	sürpriz	N;NOM;NEUT;SG;POS	N;NOM;PL;3
minimum	asgari	minimum	asgari	N;NOM;NEUT;SG;POS	
galaxií	galaksiler	galaxie	galaksi	N;INS;FEM;SG;POS	N;NOM;PL;3
galaxií	galaksi	galaxie	galaksi	N;INS;FEM;SG;POS	
galaxií	galaxy	galaxie	galaxy	N;INS;FEM;SG;POS	
galaxií	galaksi	galaxie	galaksi	N;INS;FEM;SG;POS	
prach	toz	prach	toz	N;INAN;NOM;MASC;SG;POS	
prach	toz	prach	toz	N;INAN;NOM;MASC;SG;POS	
prach	barut	prach	barut	N;INAN;NOM;MASC;SG;POS	
prach	pudra	prach	pudra	N;INAN;NOM;MASC;SG;POS	
prach	tozu	prach	toz	N;INAN;NOM;MASC;SG;POS	
fotografka	fotoğrafçı	fotografka	fotoğrafçı	N;NOM;FEM;SG;POS	
blesk	yıldırım	blesk	yıldırım	N;INAN;NOM;MASC;SG;POS	
blesk	aydınlatma	blesk	aydınlat	N;INAN;NOM;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
blesk	şimşek	blesk	şimşek	N;INAN;NOM;MASC;SG;POS	
blesk	flaş	blesk	flaş	N;INAN;NOM;MASC;SG;POS	
blesk	flash	blesk	flash	N;INAN;NOM;MASC;SG;POS	
blesk	yıldırım	blesk	yıldırım	N;INAN;NOM;MASC;SG;POS	
blesk	şimşek	blesk	şimşek	N;INAN;NOM;MASC;SG;POS	
edgar	edgar	edgar	edgar	PROPN;ANIM;NOM;MASC;SG;POS	
koni	at	kůň	at	N;ANIM;NOM;MASC;SG;POS	
productions	prodüksiyon	productions	prodüksiyon	N;NOM;MASC;SG;POS	
chu	chu	chu	chu	PROPN;ANIM;NOM;MASC;SG;POS	
mir	mir	mir	mir	PROPN;INAN;NOM;MASC;SG;POS	
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;NOM;SG;3
maximum	maksimum	maximum	maksi	N;NOM;NEUT;SG;POS	
maximum	azami	maximum	azami	N;NOM;NEUT;SG;POS	
třináct	thirteen	třináct	thirte	NUM;NOM;SG	N;NOM;SG;3
melo	melo	melo	melo	N;NOM;MASC;SG;POS	
ochoten	inşaallah	ochotný	inşaallah	ADJ;MASC;SG;POS	N;INS;SG;3
tváře	yanak	tvář	yanak	N;NOM;FEM;PL;POS	
tváře	yüzleri	tvář	yüz	N;NOM;FEM;PL;POS	N;ACC;PL;3
tváře	yüzler	tvář	yüz	N;NOM;FEM;PL;POS	
vinné	tartarik	vinný	tartarik	ADJ;NOM;MASC;SG;POS	
optické	optik	optický	optik	ADJ;NOM;NEUT;SG;POS	
úpadek	düşüş	úpadek	düşüş	N;INAN;NOM;MASC;SG;POS	
úpadek	reddetme	úpadek	reddet	N;INAN;NOM;MASC;SG;POS	
úpadek	reddetmek	úpadek	reddet	N;INAN;NOM;MASC;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
úpadek	iflas	úpadek	iflas	N;INAN;NOM;MASC;SG;POS	
vystaven	ifşa	vystavený	ifşa	ADJ;MASC;SG;POS;V.PTCP;PASS	
vystaven	açıkta	vystavený	açık	ADJ;MASC;SG;POS;V.PTCP;PASS	N;ESS;SG;3
hollywood	hollywood	hollywood	hollylood	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
houston	houston	houston	hous	PROPN;INAN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
ovlivněna	etkiledi	ovlivněný	etkile	ADJ;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
jakob	jakob	jakob	jakob	PROPN;ANIM;NOM;MASC;SG;POS	
molekulární	moleküler	molekulární	molekü	ADJ;NOM;FEM;SG;POS	N;NOM;PL;3
molekulární	molekül	molekulární	molekül	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
tvrdě	zor	tvrdě	zor	ADV	
tvrdě	zoru	tvrdě	zoru	ADV	
tvrdě	sert	tvrdě	sert	ADV	
jámy	çukur	jáma	çukur	N;NOM;FEM;PL;POS	
jámy	pit	jáma	pit	N;NOM;FEM;PL;POS	
gott	gott	gott	gott	PROPN;ANIM;NOM;MASC;SG;POS	
vlasů	sac	vlas	sac	N;INAN;GEN;MASC;PL;POS	
vlasů	saçlar	vlas	saç	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
vlasů	saç	vlas	saç	N;INAN;GEN;MASC;PL;POS	
izolace	izolasyon	izolace	izolasyon	N;NOM;FEM;SG;POS	
izolace	yalıtım	izolace	yalıtım	N;NOM;FEM;SG;POS	
izolace	izole	izolace	izole	N;NOM;FEM;SG;POS	
izolace	izolasyon	izolace	izolasyon	N;NOM;FEM;SG;POS	
izolace	tecrit	izolace	tecrit	N;NOM;FEM;SG;POS	
kyslík	oksijen	kyslík	oksij	N;INAN;NOM;MASC;SG;POS	
riga	riga	riga	riga	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
money	para	money	para	N;INAN;NOM;MASC;SG;POS	
colin	colin	colina	colin	PROPN;ANIM;NOM;MASC;SG;POS	
skotské	iskoç	skotský	iskoç	ADJ;NOM;MASC;SG;POS	
skotské	viski	skotský	viski	ADJ;NOM;MASC;SG;POS	N;NOM;SG;3
skotské	scotch	skotský	scotch	ADJ;NOM;MASC;SG;POS	
skotské	iskoç	skotský	iskoç	ADJ;NOM;MASC;SG;POS	
sochu	heykel	socha	heykel	N;ACC;FEM;SG;POS	
sochu	heykeli	socha	heykeli	N;ACC;FEM;SG;POS	
modifikace	değişiklikler	modifikace	değişiklik	N;NOM;FEM;SG;POS	N;NOM;PL;3
indonésie	endonezya	indonésie	endonezya	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
synagogy	sinagogu	synagoga	sinagogu	N;NOM;FEM;PL;POS	N;NOM;SG;3
kriminální	suç	kriminální	suç	ADJ;NOM;MASC;SG;POS	
kriminální	suçlu	kriminální	suçlu	ADJ;NOM;MASC;SG;POS	
předávání	iletim	předávání	iletim	N;NOM;NEUT;SG;POS	
předávání	yönlendirme	předávání	yönlen	N;NOM;NEUT;SG;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
slovinské	sloven	slovinský	sloven	ADJ;NOM;FEM;PL;POS	PROPN;NOM;SG;3
slovinské	sloven	slovinský	sloven	ADJ;NOM;FEM;PL;POS	PROPN;NOM;SG;3
loďstvo	filo	loďstvo	filo	N;NOM;NEUT;SG;POS	
koupit	satın	koupit	satın	V;PFV;POS;NFIN	
koupit	alım	koupit	alım	V;PFV;POS;NFIN	
standardy	standartları	standard	standart	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
standardy	standartlara	standard	standart	N;INAN;NOM;MASC;PL;POS	ADJ;DAT;PL;3
standardy	standartlar	standard	standart	N;INAN;NOM;MASC;PL;POS	ADJ;NOM;PL;3
had	snake	had	snake	N;INAN;NOM;MASC;SG;POS	
had	yılan	had	yıl	N;INAN;NOM;MASC;SG;POS	
had	yılan	had	yıl	N;INAN;NOM;MASC;SG;POS	
štíty	kalkan	štít	kalk	N;INAN;NOM;MASC;PL;POS	
štíty	kalkanları	štít	kalkan	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
eseje	denemeler	esej	dene	N;NOM;FEM;PL;POS	
domény	alan	doména	al	N;NOM;FEM;PL;POS	V;PFV;IND;POS;PRS;V.PTCP
infrastruktury	altyapı	infrastruktura	altyap	N;NOM;FEM;PL;POS	
infrastruktury	altyapı	infrastruktura	altyap	N;NOM;FEM;PL;POS	
zřetelně	açıkça	zřetelně	açıkça	ADV;POS	
šedá	gray	šedý	gray	ADJ;NOM;FEM;SG;POS	
šedá	gri	šedý	gri	ADJ;NOM;FEM;SG;POS	
šedá	grey	šedý	grey	ADJ;NOM;FEM;SG;POS	
šedá	gri	šedý	gri	ADJ;NOM;FEM;SG;POS	
glasgow	glasgow	glasgow	glasgow	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
muslimové	müslümanların	muslim	müslüman	N;ANIM;NOM;MASC;PL;POS	N;GEN;PL;3
muslimové	müslümanlara	muslim	müslüman	N;ANIM;NOM;MASC;PL;POS	N;DAT;PL;3
učitelka	öğretmen	učitelka	öğretmen	N;NOM;FEM;SG;POS	
učitelka	hoca	učitelka	hoca	N;NOM;FEM;SG;POS	
vzdálená	mesafeli	vzdálený	mesafeli	ADJ;NOM;FEM;SG;POS	
vzdálená	uzak	vzdálený	uzak	ADJ;NOM;FEM;SG;POS	
vzdálená	kumanda	vzdálený	kumanda	ADJ;NOM;FEM;SG;POS	N;NOM;SG;3
vzdálená	uzak	vzdálený	uzak	ADJ;NOM;FEM;SG;POS	
argo	argo	argo	argo	PROPN;ANIM;NOM;MASC;SG;POS	
pont	pont	pont	pont	PROPN;NOM;MASC;SG;POS	PROPN;NOM;SG;3
prototypy	prototip	prototyp	protot	N;INAN;NOM;MASC;PL;POS	
pochopit	anlıyor	pochopit	anla	V;PFV;POS;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS
pochopit	anla	pochopit	anla	V;PFV;POS;NFIN	
bonus	bonus	bonus	bonus	N;INAN;NOM;MASC;SG;POS	
bonus	prim	bonus	prim	N;INAN;NOM;MASC;SG;POS	
ryba	balık	ryba	balık	N;NOM;FEM;SG;POS	
ryba	balik	ryba	balik	N;NOM;FEM;SG;POS	
ryba	balıklar	ryba	balık	N;NOM;FEM;SG;POS	ADJ;NOM;PL;3
rádio	radio	rádio	radio	N;NOM;NEUT;SG;POS	
rádio	radyo	rádio	radyo	N;NOM;NEUT;SG;POS	
rádio	telsiz	rádio	telsiz	N;NOM;NEUT;SG;POS	ADJ
jeskyni	mağarası	jeskyně	mağara	N;ACC;FEM;SG;POS	N;NOM;SG;3
jeskyni	mağara	jeskyně	mağar	N;ACC;FEM;SG;POS	
tenor	tenor	tenor	teno	N;ANIM;NOM;MASC;SG;POS	
eugen	eugen	eugen	eugen	PROPN;ANIM;NOM;MASC;SG;POS	
polskem	polonya	polsko	polon	PROPN;INS;NEUT;SG;POS	PROPN;NOM;SG;3
měny	döviz	měna	döviz	N;NOM;FEM;PL;POS	N;NOM;SG;3
guillaume	guillaume	guillauma	guillaume	PROPN;ANIM;NOM;MASC;SG;POS	ADV
indiáni	kızılderililer	indián	kızılderili	N;ANIM;NOM;MASC;PL;POS	V;PFV;IND;PL;3;POS;PRS;V.MSDR
indiáni	yerliler	indián	yerli	N;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
indiáni	kızılderilileri	indián	kızılderili	N;ANIM;NOM;MASC;PL;POS	V;PFV;NOM;IND;POS;PRS;V.MSDR
verdasco	verdasco	verdasce	verdasco	PROPN;ANIM;NOM;MASC;SG;POS	
maxe	maksimum	maxe	maksi	N;ANIM;ACC;MASC;SG;POS	
maxe	max	maxe	max	N;ANIM;ACC;MASC;SG;POS	
maxe	azami	maxe	azami	N;ANIM;ACC;MASC;SG;POS	
modernizaci	modernizasyon	modernizace	modernizasyon	N;ACC;FEM;SG;POS	N;NOM;SG;3
geografické	coğrafi	geografický	coğrafi	ADJ;NOM;MASC;PL;POS	
geografické	coğrafi	geografický	coğrafi	ADJ;NOM;MASC;PL;POS	
melodie	melodileri	melodie	melodi	N;NOM;FEM;PL;POS	N;ACC;PL;3
melodie	melody	melodie	melody	N;NOM;FEM;PL;POS	
melodie	melodi	melodie	melodi	N;NOM;FEM;PL;POS	
melodie	ezgi	melodie	ezgi	N;NOM;FEM;PL;POS	
kostýmy	kostüm	kostým	kostüm	N;INAN;NOM;MASC;PL;POS	
kostýmy	kostümleri	kostým	kostüm	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
kostýmy	kostüm	kostým	kostüm	N;INAN;NOM;MASC;PL;POS	
kostýmy	kostümlü	kostým	kostümlü	N;INAN;NOM;MASC;PL;POS	
auguste	auguste	augost	auguste	PROPN;ANIM;NOM;MASC;SG;POS	
dinosaurů	dinozorlar	dinosaur	dinozor	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
police	raf	police	raf	N;NOM;FEM;SG;POS	
police	raf	police	raf	N;NOM;FEM;SG;POS	
police	raflar	police	raf	N;NOM;FEM;SG;POS	N;NOM;PL;3
sultán	sultan	sultán	sultan	N;ANIM;NOM;MASC;SG;POS	
fra	fra	fra	fra	PROPN;NOM;FEM;SG;POS	
gravitační	yerçekimi	gravitační	ye	ADJ;NOM;MASC;SG;POS	
gravitační	yerçekimi	gravitační	ye	ADJ;NOM;MASC;SG;POS	
gravitační	yerçekimi	gravitační	ye	ADJ;NOM;MASC;SG;POS	
likvidace	tasfiye	likvidace	tasfiye	N;NOM;FEM;SG;POS	
parker	parker	parker	parker	PROPN;ANIM;NOM;MASC;SG;POS	
dinosaura	dinozor	dinosaur	dinozor	N;ANIM;ACC;MASC;SG;POS	
bezpečí	emniyeti	bezpečí	emniyet	N;NOM;NEUT;SG;POS	N;ACC;SG;3
řízené	yönetilen	řízený	yönet	ADJ;NOM;NEUT;SG;POS	V;PFV;IND;POS;PRS;V.PTCP;PASS
řízené	kontrollü	řízený	kontrollü	ADJ;NOM;NEUT;SG;POS	
účty	faturaları	účet	fatura	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
účty	hesapları	účet	hesap	N;INAN;NOM;MASC;PL;POS	N;ACC;PL;3
účty	hesap	účet	hesap	N;INAN;NOM;MASC;PL;POS	
toma	toma	ten	tom	N;ANIM;ACC;MASC;SG;POS	
brigáda	tugay	brigáda	tugay	N;NOM;FEM;SG;POS	
vrtulníků	helikopterler	vrtulník	helikopt	N;INAN;GEN;MASC;PL;POS	N;NOM;PL;3
vrtulníků	helikopter	vrtulník	helikopter	N;INAN;GEN;MASC;PL;POS	N;NOM;SG;3
watson	watson	watson	watson	PROPN;ANIM;NOM;MASC;SG;POS	
venkovské	kırsal	venkovský	kırsal	ADJ;NOM;NEUT;PL;POS	
mach	mach	mach	mach	PROPN;ANIM;NOM;MASC;SG;POS	
registrace	kayıtları	registrace	kayıt	N;NOM;FEM;SG;POS	N;ACC;PL;3
registrace	kayıtlar	registrace	kayıt	N;NOM;FEM;SG;POS	N;NOM;PL;3
registrace	ruhsat	registrace	ruhsat	N;NOM;FEM;SG;POS	
registrace	tescil	registrace	tescil	N;NOM;FEM;SG;POS	
registrace	kayıt	registrace	kayıt	N;NOM;FEM;SG;POS	
nalezeno	bulunmuş	nalezený	bul	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
nalezeno	bulundu	nalezený	bulun	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
nalezeno	buldum	nalezený	bul	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST
becker	becker	becker	becker	PROPN;ANIM;NOM;MASC;SG;POS	
přilehlé	bitişik	přilehlý	bitişik	ADJ;NOM;NEUT;SG;POS	
novinářka	gazeteci	novinářka	gazeteci	N;NOM;FEM;SG;POS	
novinářka	muhabir	novinářka	muhabir	N;NOM;FEM;SG;POS	
návštěvníci	ziyaretçi	návštěvník	ziyaretçi	N;ANIM;NOM;MASC;PL;POS	N;NOM;SG;3
pracovníci	işçi	pracovník	işçi	N;ANIM;NOM;MASC;PL;POS	
rovná	eşittir	rovnat	işi	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
rovná	eşit	rovnat	eşit	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	
chorvatska	hırvatistan	chorvatsko	hırvatistan	PROPN;NOM;NEUT;SG;POS	PROPN;NOM;SG;3
pravidelný	düzenli	pravidelný	düzenli	ADJ;INAN;NOM;MASC;SG;POS	
pravidelný	normal	pravidelný	normal	ADJ;INAN;NOM;MASC;SG;POS	
munice	cephane	munice	cephane	N;NOM;FEM;SG;POS	N;DAT;SG;3
munice	mühimmat	munice	mühimmat	N;NOM;FEM;SG;POS	
munice	cephane	munice	cephane	N;NOM;FEM;SG;POS	N;DAT;SG;3
munice	cephane	munice	cephane	N;NOM;FEM;SG;POS	N;DAT;SG;3
munice	mühimmat	munice	mühimmat	N;NOM;FEM;SG;POS	
komisař	komiser	komisař	komiser	N;ANIM;NOM;MASC;SG;POS	
zábradlí	raylar	zábradlí	ray	N;NOM;NEUT;SG;POS	N;NOM;PL;3
značná	önemli	značný	önemli	ADJ;NOM;FEM;SG;POS	
čtyřicet	kırk	čtyřicet	kırk	NUM;NOM;SG	
čtyřicet	forty	čtyřicet	forty	NUM;NOM;SG	
justice	adalet	justice	adalet	N;NOM;FEM;SG;POS	
justice	yargı	justice	yargı	N;NOM;FEM;SG;POS	
podrobnosti	detay	podrobnost	detay	N;NOM;FEM;PL;POS	
podrobnosti	ayrıntı	podrobnost	ayrıntı	N;NOM;FEM;PL;POS	
ruda	maden	ruda	maden	N;NOM;FEM;SG;POS	
ruda	rud	ruda	rud	N;NOM;FEM;SG;POS	
výměnu	takas	výměna	takas	N;ACC;FEM;SG;POS	
výměnu	döviz	výměna	döviz	N;ACC;FEM;SG;POS	N;NOM;SG;3
bojovníků	savaşçılar	bojovník	savaşçı	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
bojovníků	savaşçı	bojovník	savaşçı	N;ANIM;GEN;MASC;PL;POS	
bojovníků	savaşçılar	bojovník	savaşçı	N;ANIM;GEN;MASC;PL;POS	N;NOM;PL;3
bojovníků	savaşçıları	bojovník	savaşçı	N;ANIM;GEN;MASC;PL;POS	N;ACC;PL;3
anonymní	anonim	anonymní	anonim	ADJ;NOM;MASC;SG;POS	
anonymní	isimsiz	anonymní	isimsiz	ADJ;NOM;MASC;SG;POS	
osmé	sekizinci	osmý	sekizinci	ADJ;NOM;NEUT;SG;POS	
osmé	eighth	osmý	eighth	ADJ;NOM;NEUT;SG;POS	
čte	okur	číst	oku	V;IND;SG;3;POS;PRS;FIN;ACT	
africké	afrika	africký	afrika	ADJ;NOM;MASC;PL;POS	
africké	afrikalı	africký	afrikalı	ADJ;NOM;MASC;PL;POS	
dary	hediye	dar	hedi	N;INAN;NOM;MASC;PL;POS	N;NOM;SG;3
dary	bağış	dar	bağış	N;INAN;NOM;MASC;PL;POS	
greg	greg	greg	greg	PROPN;ANIM;NOM;MASC;SG;POS	
malajsie	malezya	malajsie	malezya	PROPN;NOM;FEM;SG;POS	PROPN;NOM;SG;3
náčelníka	reis	náčelník	reis	N;ANIM;ACC;MASC;SG;POS	
pacific	pacific	pacific	pacific	PROPN;NOM;MASC;SG;POS	N;NOM;SG;3
pacific	pasifik	pacific	pasifik	PROPN;NOM;MASC;SG;POS	
kosmická	evrensel	kosmický	evrensel	ADJ;NOM;FEM;SG;POS	
kosmická	kozmik	kosmický	kozmik	ADJ;NOM;FEM;SG;POS	
frederik	frederik	frederik	frederik	PROPN;ANIM;NOM;MASC;SG;POS	
odznak	rozet	odznak	rozet	N;INAN;NOM;MASC;SG;POS	
klienta	müşteri	klient	müşteri	N;ANIM;ACC;MASC;SG;POS	N;NOM;SG;3
klienta	istemci	klient	istemci	N;ANIM;ACC;MASC;SG;POS	
příjezdu	varış	příjezd	varış	N;INAN;GEN;MASC;SG;POS	N;NOM;SG;3
příjezdu	geliş	příjezd	geliş	N;INAN;GEN;MASC;SG;POS	
příjezdu	gelişi	příjezd	geliş	N;INAN;GEN;MASC;SG;POS	
kompaktní	kompakt	kompaktní	kompakt	ADJ;NOM;MASC;SG;POS	
úlohy	rol	úloha	rol	N;NOM;FEM;PL;POS	
úlohy	rolleri	úloha	rol	N;NOM;FEM;PL;POS	N;ACC;PL;3
úlohy	roller	úloha	rol	N;NOM;FEM;PL;POS	
rakovinu	yengeç	rakovina	yengeç	N;ACC;FEM;SG;POS	
rakovinu	kanser	rakovina	kanser	N;ACC;FEM;SG;POS	
magdalena	magdalena	magdalen	magdalena	N;NOM;FEM;SG;POS	PROPN;NOM;SG;3
