yang	יאנג	yang	אנג	PRO	PROPN
serbia	סרבי	serbia	סרבי	PROPN	PROPN
serbia	סרביה	serbia	סרביה	PROPN	PROPN
serbia	הסרבים	serbia	הסרבי	PROPN	N;MASC;PL
serbia	סרבי	serbia	סרבי	PROPN	PROPN
mengingat	נזכרים	meningat	נזכר	V;SG;ACT	V;MASC;PL;V.PTCP;MID
mengingat	נזכר	meningat	נזכר	V;SG;ACT	V;MASC;SG;3;PST;MID
tan	שיזוף	tan	שיזוף	PROPN	N;MASC;SG
tan	טאן	tan	טאן	PROPN	PROPN
tan	שזוף	tan	שזוף	PROPN	ADJ;MASC;SG
iso	iso	iso	iso	PROPN	
pikiran	אכפת	pikiran	אכפת	N;SG	
pikiran	מחשבות	pikiran	מחשבה	N;SG	N;FEM;PL
pikiran	מוחות	pikiran	מוח	N;SG	
pikiran	מחשבות	pikiran	מחשבה	N;SG	N;FEM;PL
pikiran	המחשבות	pikiran	המחשבות	N;SG	N;FEM;PL
arena	ארנה	arena	ארנה	N;SG	PROPN
teh	תה	teh	תה	N;SG	
krisis	משברים	krisis	משבר	N;SG	N;MASC;PL
krisis	המשבר	krisis	המשבר	N;SG	PROPN
march	מרץ	march	מרץ	PROPN	PROPN
march	צעדה	march	צעדה	PROPN	N;FEM;SG
march	במרץ	march	במרץ	PROPN	PROPN
pengunjung	אורחים	penkunjung	אורח	N;SG	N;MASC;PL
pengunjung	מבקרים	penkunjung	מבקר	N;SG	N;MASC;PL
pengunjung	מבקרת	penkunjung	מבקר	N;SG	V;FEM;SG;V.PTCP;ACT
bersaudara	אחים	bersaudara	אח	V;SG;ACT	N;PL
wajah	פרצופים	wajah	פרצוף	N;SG	N;MASC;PL
wajah	פנים	wajah	פנים	N;SG	N;MASC;PL
wajah	פניה	wajah	פניה	N;SG	
wajah	פנים	wajah	פנים	N;SG	N;MASC;PL
wajah	פייס	wajah	פייס	N;SG	PROPN
fakta	עובדות	fakta	עובדה	N;SG	N;FEM;PL
penyebab	סיבות	pensebab	סיבה	N;SG	N;FEM;PL
ray	ריי	ray	ריי	PROPN	PROPN
menetap	מיושב	mentetap	מיושב	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
menetap	התיישבו	mentetap	התיישב	V;SG;ACT	V;PL;1;PST
pierre	פייר	pierre	פייר	PROPN	PROPN
pensiun	פרש	pensiun	פרש	N	PROPN
pensiun	הפנסיה	pensiun	הפנסיה	N	PROPN
television	טלוויזיה	television	טלוויזיה	PROPN	N;FEM;SG
television	טלויזיה	television	טלויזיה	PROPN	N
frekuensi	תדרי	frekuensi	תדרי	N;SG	N;MASC;PL
frekuensi	תדרים	frekuensi	תדר	N;SG	N;MASC;PL
frekuensi	תדר	frekuensi	תדר	N;SG	PROPN
how	איך	how	איך	PROPN	ADV
how	כיצד	how	כיצד	PROPN	ADV
nenek	סבתא	nenek	סבתא	N;SG	PROPN
nenek	סבתא	nenek	סבתא	N;SG	PROPN
georgia	גאורגיה	georgia	גאורגיה	PROPN	PROPN
williams	ויליאמס	williams	ויליאמס	PROPN	PROPN
williams	וויליאמס	williams	וויליאמס	PROPN	PROPN
rapat	פגישות	rapat	פגישה	N;SG	N;FEM;PL
rapat	מפגשים	rapat	מפגש	N;SG	V;MASC;PL;V.PTCP;ACT
rapat	ישיבות	rapat	ישיבה	N;SG	N;FEM;PL
menandatangani	חותם	mentandatangani	חתם	V;SG;ACT	N;MASC;SG
menandatangani	חתימה	mentandatangani	חתימה	V;SG;ACT	N;FEM;SG
menandatangani	חתום	mentandatangani	חתום	V;SG;ACT	PROPN
menandatangani	חתומה	mentandatangani	חתומה	V;SG;ACT	N;FEM;SG
menandatangani	חתם	mentandatangani	חתם	V;SG;ACT	PROPN
menandatangani	נחתם	mentandatangani	נחתם	V;SG;ACT	V;MASC;SG;3;PST;MID
menandatangani	חתום	mentandatangani	חתום	V;SG;ACT	PROPN
menandatangani	סימן	mentandatangani	סימן	V;SG;ACT	N;MASC;SG
menandatangani	שלט	mentandatangani	שלט	V;SG;ACT	
mandiri	עצמאית	mandiri	עצמאי	ADJ;SG	ADV
mandiri	עצמאיות	mandiri	עצמאי	ADJ;SG	ADJ;FEM;PL
mandiri	עצמאיים	mandiri	עצמאי	ADJ;SG	ADJ;MASC;PL
mandiri	בעצמאות	mandiri	בעצמאות	ADJ;SG	ADV
lampu	אור	lampu	אור	N;SG	
lampu	לייטס	lampu	לייטס	N;SG	PROPN
lampu	אורות	lampu	אור	N;SG	
lampu	המנורה	lampu	המנורה	N;SG	PROPN
lampu	מנורות	lampu	מנורה	N;SG	N;FEM;PL
marne	המארן	marne	המארן	PROPN	PROPN
bottom	תחתון	bottom	תחתון	PROPN	ADJ;MASC;SG
bottom	תחתית	bottom	תחתית	PROPN	N;FEM;SG
takut	מפחד	takut	מפחד	ADJ;SG	
takut	פוחדת	takut	פחד	ADJ;SG	V;FEM;SG;V.PTCP;ACT
takut	מפחדת	takut	פיחד	ADJ;SG	V;FEM;SG;V.PTCP;ACT
takut	פוחד	takut	פחד	ADJ;SG	V;MASC;SG;V.PTCP;ACT
takut	מפחד	takut	מפחד	ADJ;SG	
takut	פוחדת	takut	פחד	ADJ;SG	V;FEM;SG;V.PTCP;ACT
takut	מפחדת	takut	פיחד	ADJ;SG	V;FEM;SG;V.PTCP;ACT
takut	חוששת	takut	חשש	ADJ;SG	V;FEM;SG;V.PTCP;ACT
takut	פחד	takut	פחד	ADJ;SG	N;MASC;SG
takut	הפחד	takut	הפחד	ADJ;SG	
takut	חשש	takut	חשש	ADJ;SG	N;MASC;SG
takut	הפחדה	takut	הפחדה	ADJ;SG	N;FEM;SG
takut	להפחיד	takut	הפחיד	ADJ;SG	V;NFIN;ACT
senang	שמחה	senang	שמחה	ADJ;SG	PROPN
senang	שמח	senang	שמח	ADJ;SG	
senang	מאושרת	senang	מאושר	ADJ;SG	V;FEM;SG;V.PTCP;PASS
perencanaan	מתכנן	penrencanaan	תכנן	N;SG	V;MASC;SG;V.PTCP;ACT
perencanaan	מתכננת	penrencanaan	תכנן	N;SG	V;FEM;SG;V.PTCP;ACT
nada	גווני	nada	גוון	N;SG	PROPN
nada	נאדה	nada	נאדה	N;SG	
kala	קאלה	kala	קאלה	N;SG	PROPN
valign	valign	valign	valign	N	
iklim	האקלים	iklim	האקלים	N;SG	N;MASC;PL
roman	רומן	roman	רומן	PROPN	PROPN
roman	רומי	roman	רומי	PROPN	PROPN
fokus	ממוקדת	fokus	ממוקד	N;SG	ADJ;FEM;SG
fokus	ממוקד	fokus	ממוקד	N;SG	PROPN
fokus	מרוכז	fokus	רוכז	N;SG	V;MASC;SG;V.PTCP;PASS
fokus	התמקד	fokus	התמקד	N;SG	V;MASC;SG;3;PST
fokus	להתרכז	fokus	התרכז	N;SG	V;NFIN
fokus	מיקוד	fokus	מיקוד	N;SG	
fokus	פוקוס	fokus	פוקוס	N;SG	PROPN
akar	שורש	akar	שורש	N;SG	PROPN
akar	רוט	akar	רוט	N;SG	PROPN
akar	שורשי	akar	שורש	N;SG	PROPN
akar	שורשים	akar	שורש	N;SG	N;MASC;PL
dipengaruhi	השפיע	dipengaruhi	השפיע	V;SG;PASS	V;MASC;SG;3;PST;ACT
harta	אוצרות	harta	אצר	N;SG	N;MASC;PL
audio	אודיו	audio	אודיו	N;SG	PROPN
audio	השמע	audio	השמע	N;SG	PROPN
audio	שמע	audio	שמע	N;SG	
strategis	אסטרטגית	strategis	אסטרטגי	N;SG	ADV
strategis	אסטרטגי	strategis	אסטרטגי	N;SG	ADJ;MASC;SG
piano	הפסנתר	piano	הפסנתר	N	V;SG;1;PST;ACT
rambut	שיער	rambut	שיער	N;SG	PROPN
kedatangan	המגיעים	kedatangan	המגיע	N;SG	N;MASC;PL
ditandai	מתויגים	ditandai	מתויג	V;SG;PASS	V;MASC;PL;V.PTCP;PASS
ditandai	סומן	ditandai	סומן	V;SG;PASS	PROPN
ditandai	מסומנים	ditandai	מסומן	V;SG;PASS	V;MASC;PL;V.PTCP;PASS
ditandai	סומן	ditandai	סומן	V;SG;PASS	PROPN
dekade	עשורים	dekade	עשור	N;SG	N;MASC;PL
dekade	העשור	dekade	העשור	N;SG	
keselamatan	ישועה	keselamatan	ישוע	N;SG	PROPN
keselamatan	גאולה	keselamatan	גאולה	N;SG	PROPN
keselamatan	הישועה	keselamatan	הישועה	N;SG	PROPN
persetujuan	ההסכמה	persetujuan	ההסכם	N;SG	PROPN
persetujuan	אישורי	persetujuan	אישורי	N;SG	N;PSSD;MASC;PL
persetujuan	אישורים	persetujuan	אישורים	N;SG	N;MASC;PL
persegi	סקוור	persegi	סקוור	N;SG	PROPN
persegi	כיכר	persegi	כיכר	N;SG	PROPN
persegi	ריבוע	persegi	ריבוע	N;SG	PROPN
persegi	מרובע	persegi	מרובע	N;SG	PROPN
were	היו	were	היה	PROPN	V;PL;3;POS;PST
metropolitan	המטרופולין	metropolitan	המטרופולין	N;SG	PROPN
wangsa	שושלת	wangsa	שושלת	PROPN	N;FEM;SG
isu	גיליון	isu	גיליון	N;SG	PROPN
isu	נושאים	isu	נושא	N;SG	N;MASC;PL
isu	סוגיות	isu	סוגיות	N;SG	N;FEM;PL
isu	בעיות	isu	בעיה	N;SG	N;FEM;PL
paruh	מקורים	paruh	מקור	N;SG	N;MASC;PL
tabel	השולחן	tabel	השולחן	N;SG	PROPN
tabel	שולחנות	tabel	שולחנות	N;SG	N;MASC;PL
gejala	תסמינים	gejala	תסמין	N;SG	N;MASC;PL
gejala	התסמינים	gejala	התסמין	N;SG	N;MASC;PL
karbon	פחמן	karbon	פחמן	N;SG	PROPN
padat	מוצק	padat	הוצק	ADJ;SG	V;MASC;SG;V.PTCP;PASS
padat	מוצקה	padat	הוצק	ADJ;SG	V;FEM;SG;V.PTCP;PASS
diatur	בפיקוח	diatur	בפיקוח	V;SG;PASS	ADV
diatur	ארגן	diatur	ארגן	V;SG;PASS	PROPN
tarian	תרקוד	tarian	תרקוד	N;SG	V;MASC;SG;2;FUT;ACT
tarian	לרקוד	tarian	רקד	N;SG	V;NFIN;ACT
tarian	דאנס	tarian	דאנס	N;SG	PROPN
tarian	מחול	tarian	מחול	N;SG	PROPN
peperangan	המלחמה	peperangan	המלחם	N	PROPN
mengklaim	טענה	menklaim	טענה	V;SG;ACT	N;FEM;SG
mengklaim	בקשי	menklaim	בקש	V;SG;ACT	PROPN
mengklaim	בקש	menklaim	בקש	V;SG;ACT	PROPN
mengklaim	טוענים	menklaim	טען	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
mengklaim	בטענה	menklaim	בטענה	V;SG;ACT	
mengklaim	תביעות	menklaim	תביעה	V;SG;ACT	N;FEM;PL
mengklaim	טענות	menklaim	טענה	V;SG;ACT	N;FEM;PL
mars	מאדים	mars	מאדים	PROPN	PROPN
mars	מארס	mars	מרס	PROPN	PROPN
menyimpan	חיסכון	mensimpan	חיסכון	V;SG;ACT	N;MASC;SG
kaca	גלאס	kaca	גלאס	N;SG	PROPN
plus	בנוסף	plus	בנוסף	PROPN	ADV
plus	פלוס	plus	None	PROPN	
plus	ובנוסף	plus	ובנוסף	PROPN	
panggilan	להתקשר	panggilan	התקשר	N;SG	V;NFIN
panggilan	תתקשר	panggilan	התקשר	N;SG	V;FEM;SG;3;FUT
panggilan	התקשר	panggilan	התקשר	N;SG	V;MASC;SG;3;PST
panggilan	שיחות	panggilan	שיחה	N;SG	N;FEM;PL
panggilan	קריאות	panggilan	קריאה	N;SG	N;FEM;PL
domain	מתחם	domain	מתחם	N	PROPN
domain	התחום	domain	התחום	N	
dilanjutkan	המשיך	dilanjutkan	המשיך	V;SG;PASS	V;MASC;SG;3;PST;ACT
dilanjutkan	המשיכה	dilanjutkan	המשיך	V;SG;PASS	V;FEM;SG;3;PST;ACT
kontestan	מתחרים	kontestan	התחרה	N	V;MASC;PL;V.PTCP
kontestan	מתחרה	kontestan	התחרה	N	V;MASC;SG;V.PTCP
kontestan	מתמודד	kontestan	התמודד	N	V;MASC;SG;V.PTCP
otak	מוח	otak	מוח	N;SG	
otak	המוח	otak	המוח	N;SG	
otak	מח	otak	מח	N;SG	
otak	מוח	otak	מוח	N;SG	
otak	מוחות	otak	מוח	N;SG	
kesulitan	קשיים	kesulitan	קושי	N;SG	N;MASC;PL
kesulitan	הקושי	kesulitan	הקושי	N;SG	ADJ;MASC;SG
kesulitan	קשיים	kesulitan	קושי	N;SG	N;MASC;PL
kesulitan	צרה	kesulitan	צר	N;SG	
kesulitan	צרות	kesulitan	צרה	N;SG	N;FEM;PL
kesulitan	צרה	kesulitan	צר	N;SG	
terdaftar	רשום	terdaftar	רשם	V;SG;PASS	PROPN
terdaftar	רשומה	terdaftar	רשומה	V;SG;PASS	N;FEM;SG
terdaftar	רשום	terdaftar	רשם	V;SG;PASS	PROPN
terdaftar	רשומה	terdaftar	רשומה	V;SG;PASS	N;FEM;SG
hasan	חסן	hasan	חסן	PROPN	PROPN
dragon	דרגון	dragon	דרגון	PROPN	PROPN
dragon	דרקון	dragon	דרקון	PROPN	PROPN
dragon	הדרקון	dragon	הדרקון	PROPN	PROPN
komik	קומיקס	komik	קומיקס	N	PROPN
komik	קומיקס	komik	קומיקס	N	PROPN
mulia	אציל	mulia	אציל	ADJ;SG	PROPN
mulia	נובל	mulia	נובל	ADJ;SG	N;MASC;SG
mulia	אצילי	mulia	אצילי	ADJ;SG	PROPN
mulia	אצולה	mulia	אצולה	ADJ;SG	N;FEM;SG
mulia	המהולל	mulia	המהולל	ADJ;SG	PROPN
mulia	מפואר	mulia	מפואר	ADJ;SG	V;MASC;SG;V.PTCP;PASS
mengalir	זרימה	menalir	זרימה	V;SG;ACT	N;FEM;SG
mengalir	זרימת	menalir	זרימה	V;SG;ACT	N;FEM;SG
mengalir	זורמים	menalir	זרם	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
adegan	זירת	adegan	זירה	N;SG	ADV
adegan	סצנות	adegan	סצנות	N;SG	N;FEM;PL
adegan	סצינות	adegan	סצנה	N;SG	N;FEM;PL
caption	הכיתוב	caption	הכיתוב	PROPN	PROPN
caption	כיתוב	caption	כיתוב	PROPN	N;MASC;SG
nazi	נאצית	nazi	נאצי	PROPN	PROPN
nazi	נאצי	nazi	נאצי	PROPN	PROPN
nazi	נאצים	nazi	נאצי	PROPN	N;MASC;PL
nazi	הנאצים	nazi	הנאץ	PROPN	N;MASC;PL
biografi	ביוגרפיה	biografi	ביוגרפיה	N;SG	PROPN
biografi	הביוגרפיה	biografi	הביוגרפיה	N;SG	PROPN
biografi	ביוגרפי	biografi	ביוגרפי	N;SG	PROPN
ship	ספינה	ship	ספינה	PROPN	N;FEM;SG
ship	אונייה	ship	אונייה	PROPN	N;FEM;SG
kolam	אגם	kolam	אגם	N;SG	PROPN
kolam	פונד	kolam	פונד	N;SG	PROPN
kolam	ביליארד	kolam	ביליארד	N;SG	PROPN
kolam	סנוקר	kolam	סנוקר	N;SG	PROPN
sempurna	מושלמות	sempurna	הושלם	ADJ;SG	V;FEM;PL;V.PTCP;PASS
sempurna	מושלמים	sempurna	הושלם	ADJ;SG	V;MASC;PL;V.PTCP;PASS
sempurna	מושלמת	sempurna	הושלם	ADJ;SG	V;FEM;SG;V.PTCP;PASS
wartawan	כתבים	wartawan	כתב	N;SG	N;MASC;PL
wartawan	עיתונאים	wartawan	עיתונאי	N;SG	N;MASC;PL
wartawan	עיתונאים	wartawan	עיתונאי	N;SG	N;MASC;PL
wartawan	כתבת	wartawan	כתב	N;SG	PROPN
centre	המרכז	centre	המרכז	PROPN	PROPN
centre	מרכז	centre	מרכז	PROPN	N;MASC;SG
memanfaatkan	מינוף	menmanfaatkan	מינוף	V;SG;ACT	PROPN
memanfaatkan	מינוף	menmanfaatkan	מינוף	V;SG;ACT	PROPN
memanfaatkan	מנוף	menmanfaatkan	מנוף	V;SG;ACT	
memanfaatkan	יתרון	menmanfaatkan	יתרון	V;SG;ACT	N;MASC;SG
die	תמות	die	מת	PROPN	
die	למות	die	מת	PROPN	
die	ימות	die	יום	PROPN	
encyclopedia	אנציקלופדיה	encyclopedia	אנציקלופדיה	PROPN	PROPN
mike	מייק	mike	מייק	PROPN	PROPN
gold	זהב	gold	זהב	PROPN	N;MASC;SG
gold	גולד	gold	גולד	PROPN	PROPN
budak	עבד	budak	עבד	N;SG	V;MASC;SG;3;PST
budak	עבדים	budak	עבד	N;SG	N;MASC;PL
padding	ריפוד	padding	ריפוד	PROPN	N;MASC;SG
disimpan	מאוחסנים	disimpan	מאוחסן	V;SG;PASS	V;MASC;PL;V.PTCP;PASS
disimpan	נשמר	disimpan	נשמר	V;SG;PASS	V;MASC;SG;3;PST;MID
disimpan	שמורים	disimpan	שמור	V;SG;PASS	ADJ;MASC;PL
disimpan	שמורה	disimpan	שמורה	V;SG;PASS	N;FEM;SG
disimpan	הציל	disimpan	הציל	V;SG;PASS	V;MASC;SG;3;PST;ACT
like	כמו	like	כמו	PROPN	ADP
like	אוהב	like	אהב	PROPN	V;MASC;SG;V.PTCP;ACT
like	כאילו	like	כאילו	PROPN	CONJ
mengisi	מילוי	menisi	מילוי	V;SG;ACT	N;MASC;SG
mengisi	טעינה	menisi	טעין	V;SG;ACT	N;FEM;SG
batavia	הבטאווית	batavia	הבטאווית	PROPN	ADV
batavia	בטאוויה	batavia	בטאוויה	PROPN	PROPN
ditujukan	המיועד	ditujukan	המיועד	V;SG;PASS	N;MASC;SG
banjir	מוצפת	banjir	הוצף	PROPN;SG	V;FEM;SG;V.PTCP;PASS
banjir	מוצפים	banjir	הוצף	PROPN;SG	V;MASC;PL;V.PTCP;PASS
banjir	מוצף	banjir	הוצף	PROPN;SG	V;MASC;SG;V.PTCP;PASS
banjir	מבול	banjir	מבול	PROPN;SG	
banjir	שיטפון	banjir	שיטפון	PROPN;SG	N;MASC;SG
banjir	להציף	banjir	הציף	PROPN;SG	V;NFIN;ACT
banjir	הצפה	banjir	הצפה	PROPN;SG	N;FEM;SG
banjir	שטפונות	banjir	שטפון	PROPN;SG	N;MASC;PL
fox	שועל	fox	שועל	PROPN	PROPN
fox	פוקס	fox	פוקס	PROPN	PROPN
negatif	שליליות	negatif	שלילי	ADJ;SG	ADJ;FEM;PL
negatif	שלילית	negatif	שלילי	ADJ;SG	ADV
columbia	קולומביה	columbia	קולומביה	PROPN	PROPN
internal	פנימית	internal	פנימי	ADJ;SG	ADV
internal	פנימיות	internal	פנימייה	ADJ;SG	N;FEM;PL
internal	פנימי	internal	פנימי	ADJ;SG	
barcelona	ברצלונה	barcelona	ברצלונה	PROPN	PROPN
otoritas	רשויות	otoritas	רשות	N;SG	N;FEM;PL
otoritas	הרשויות	otoritas	הרשות	N;SG	N;FEM;PL
otoritas	הרשות	otoritas	הרשה	N;SG	N;FEM;PL
variasi	מגוון	variasi	מגוון	N;SG	
variasi	וריאציות	variasi	וריאצי	N;SG	N;FEM;PL
biara	מנזר	biara	מנזר	N	PROPN
wajib	דרושה	wajib	דרש		V;FEM;SG;V.PTCP;ACT
wajib	נדרשת	wajib	נדרש		V;FEM;SG;V.PTCP;MID
wajib	דרושים	wajib	דרוש		ADJ;MASC;PL
wajib	חובה	wajib	חובה		N;FEM;SG
wajib	נדרש	wajib	נדרש		V;MASC;SG;MID
wajib	דרוש	wajib	דרש		PROPN
wajib	חובה	wajib	חובה		N;FEM;SG
wajib	חובה	wajib	חובה		N;FEM;SG
menempatkan	שים	mentempatkan	None	V;SG;ACT	
menempatkan	שימי	mentempatkan	שימי	V;SG;ACT	
menempatkan	הצבת	mentempatkan	הצבה	V;SG;ACT	N;PSSD;FEM;SG
mode	אופנה	mode	אופנה	PROPN	PROPN
mode	fashion	mode	fashion	PROPN	
mode	פאשן	mode	פאשן	PROPN	
mode	האופנה	mode	האופנה	PROPN	PROPN
mode	מוד	mode	מוד	PROPN	
mode	מצב	mode	מצב	PROPN	N;MASC;SG
mode	מצבים	mode	מצב	PROPN	N;MASC;PL
garam	מלח	garam	מלח	N;SG	
josé	חוסה	josé	חוסה	PROPN	PROPN
josé	חוסה	josé	חוסה	PROPN	PROPN
miskin	עני	miskin	עני	N;SG	
miskin	עניים	miskin	עניים	N;SG	N;MASC;PL
miskin	מסכן	miskin	סיכן	N;SG	V;MASC;SG;V.PTCP;ACT
roket	טילים	roket	טיל	N;SG	N;MASC;PL
roket	רקטות	roket	רקטה	N;SG	N;FEM;PL
roket	טילים	roket	טיל	N;SG	N;MASC;PL
roket	רוקט	roket	רוקט	N;SG	
roket	טיל	roket	טיל	N;SG	PROPN
parameter	פרמטרים	parameter	פרמטרי	N;SG	N;MASC;PL
terpaksa	כפייה	terpaksa	כפייה	ADV;SG;PASS	N;FEM;SG
terpaksa	הכריח	terpaksa	הכריח	ADV;SG;PASS	V;MASC;SG;3;PST;ACT
terpaksa	כפה	terpaksa	כפה	ADV;SG;PASS	N;MASC;SG
terpaksa	מאולץ	terpaksa	מאולץ	ADV;SG;PASS	V;MASC;SG;V.PTCP;PASS
victoria	ויקטוריאני	victoria	ויקטוריאני	PROPN	PROPN
victoria	ויקטוריה	victoria	ויקטוריה	PROPN	PROPN
kosong	ריקה	kosong	ריק	ADJ;SG	PROPN
kosong	ריק	kosong	ריק	ADJ;SG	
kosong	בלאנק	kosong	בלאנק	ADJ;SG	PROPN
partikel	חלקיק	partikel	חלקיק	N	PROPN
partikel	חלקיק	partikel	חלקיק	N	PROPN
petunjuk	רמזים	petunjuk	רמז	N;SG	N;MASC;PL
petunjuk	הנחיות	petunjuk	הנחיה	N;SG	N;FEM;PL
petunjuk	הוראות	petunjuk	הוראה	N;SG	N;FEM;PL
petunjuk	רמז	petunjuk	רמז	N;SG	
opera	אופרה	opera	אופרה	PROPN	N;FEM;SG
opera	אופרת	opera	אפר	PROPN	N;FEM;SG
opera	האופרה	opera	האופרה	PROPN	PROPN
patrick	פטריק	patrick	פטריק	PROPN	PROPN
prancis	צרפתי	prancis	צרפתי	PROPN;SG	PROPN
prancis	צרפתית	prancis	צרפתית	PROPN;SG	PROPN
prancis	צרפתים	prancis	צרפתי	PROPN;SG	N;MASC;PL
prancis	צרפת	prancis	צרפת	PROPN;SG	PROPN
kevin	קווין	kevin	קווין	PROPN	PROPN
three	שלושה	three	שלושה	PROPN	NUM;MASC;SG
three	שלוש	three	שלוש	PROPN	NUM;FEM;SG
three	three	three	three	PROPN	
lanjutan	המשיך	lanjutan	המשיך	N;SG	V;MASC;SG;3;PST;ACT
lanjutan	המשיכה	lanjutan	המשיך	N;SG	V;FEM;SG;3;PST;ACT
lanjutan	מתקדמת	lanjutan	התקדם	N;SG	V;FEM;SG;V.PTCP
lanjutan	מתקדם	lanjutan	התקדם	N;SG	V;MASC;SG;V.PTCP
lanjutan	מתקדמים	lanjutan	מתקדם	N;SG	V;MASC;PL;V.PTCP
dibantu	סייע	dibantu	סייע	V;SG;PASS	V;MASC;SG;3;PST;ACT
dibantu	עזר	dibantu	עזר	V;SG;PASS	
dibantu	סייע	dibantu	סייע	V;SG;PASS	V;MASC;SG;3;PST;ACT
invasi	פלישות	invasi	פלישות	N;SG	N;FEM;PL
rudal	טילים	rudal	טיל	N;SG	N;MASC;PL
rudal	טיל	rudal	טיל	N;SG	PROPN
rudal	הטיל	rudal	הטיל	N;SG	V;MASC;SG;3;PST;ACT
personel	סגל	personel	סגל	N;SG	PROPN
anna	אנה	anna	אנה	PROPN	PROPN
batuan	אבנים	batuan	אבן	N;SG	N;FEM;PL
batuan	סלעים	batuan	סלע	N;SG	N;MASC;PL
batuan	רוק	batuan	רוק	N;SG	PROPN
batuan	סלע	batuan	סלע	N;SG	
disetujui	מאושר	disetujui	מאושר	V;SG;PASS	ADJ;MASC;SG
disetujui	אושר	disetujui	אושר	V;SG;PASS	PROPN
disetujui	אושרו	disetujui	אושר	V;SG;PASS	V;PL;3;PST;PASS
juri	שופטים	juri	שופט	N;SG	N;MASC;PL
juri	מושבעים	juri	מושבע	N;SG	V;MASC;PL;V.PTCP;PASS
juri	המושבעים	juri	המושבע	N;SG	N;MASC;PL
anggaran	התקציב	anggaran	התקציב	N;SG	PROPN
anggaran	תקציבים	anggaran	תקציב	N;SG	N;MASC;PL
penjelasan	הסברים	penjelasan	הסבר	N;SG	N;MASC;PL
perahu	סירות	perahu	סירה	N;SG	N;FEM;PL
lokomotif	קטר	lokomotif	קטר	N	PROPN
rusak	ניזוק	rusak	ניזוק	ADJ;SG	V;MASC;SG;3;PST;PASS
rusak	נזק	rusak	נזק	ADJ;SG	N;MASC;SG
rusak	נפגעה	rusak	נפגע	ADJ;SG	V;FEM;SG;3;PST;MID
rusak	שבורה	rusak	שבורה	ADJ;SG	PROPN
rusak	נשבר	rusak	נשבר	ADJ;SG	V;MASC;SG;3;PST;MID
rusak	שבורים	rusak	שבור	ADJ;SG	N;MASC;PL
rusak	שבור	rusak	שבור	ADJ;SG	
rusak	מושחתים	rusak	הושחת	ADJ;SG	V;MASC;PL;V.PTCP;PASS
rusak	שחיתות	rusak	שחיתות	ADJ;SG	N;FEM;SG
rusak	מושחת	rusak	מושחת	ADJ;SG	V;MASC;SG;V.PTCP;PASS
alex	אלכס	alex	אלכס	PROPN	PROPN
terkena	חשופה	terkena	חשוף	V;SG;PASS	ADJ;FEM;SG
terkena	נחשף	terkena	נחשף	V;SG;PASS	V;MASC;SG;3;PST;MID
terkena	חשוף	terkena	חשוף	V;SG;PASS	ADJ;MASC;SG
terkena	חשופים	terkena	חשוף	V;SG;PASS	ADJ;MASC;PL
hot	הוט	hot	הוט	PROPN	
hot	חם	hot	חם	PROPN	
hot	חמה	hot	חם	PROPN	PROPN
hot	שווה	hot	שווה	PROPN	PROPN
mall	הקניון	mall	הקניון	N	PROPN
mall	קניון	mall	קניון	N	PROPN
under	תחת	under	תחת	PROPN	ADP
under	מתחת	under	מתחת	PROPN	ADP
sakti	שאקטי	sakti	שאקטי	PROPN	PROPN
sakti	חלבי	sakti	חלבי	PROPN	PROPN
sakti	מילקי	sakti	מילקי	PROPN	PROPN
memasukkan	נכנסים	menmasukkan	נכנס	V;SG;ACT	V;MASC;PL;V.PTCP;MID
nasi	רייס	nasi	רייס	N;SG	PROPN
nasi	אורז	nasi	אורז	N;SG	PROPN
mengajukan	הגשת	menajukan	הגשה	V;SG;ACT	N;PSSD;FEM;SG
bab	באב	bab	באב	N;SG	
bab	פרקים	bab	פרק	N;SG	N;MASC;PL
lemah	חלשים	lemah	חלש	ADJ;SG	ADJ;MASC;PL
lemah	חלשה	lemah	חלש	ADJ;SG	N;FEM;SG
monumen	אנדרטאות	monumen	אנדרטאות	N;SG	N;FEM;PL
monumen	האנדרטה	monumen	האנדרטה	N;SG	PROPN
menjawab	ענתה	menjawab	ענה	V;SG;ACT	N;FEM;SG
menjawab	ענתה	menjawab	ענה	V;SG;ACT	N;FEM;SG
menjawab	נענתה	menjawab	נענה	V;SG;ACT	V;FEM;SG;3;PST;MID
menjawab	תשובה	menjawab	תשובה	V;SG;ACT	N;FEM;SG
menangani	הידית	mentangani	הידית	V;SG;ACT	PROPN
menangani	ידית	mentangani	ידית	V;SG;ACT	N;FEM;SG
menangani	ידיות	mentangani	ידייה	V;SG;ACT	N;FEM;PL
koran	עיתונים	koran	עיתון	N;SG	N;MASC;PL
koran	עיתונים	koran	עיתון	N;SG	N;MASC;PL
meluncurkan	משגר	menluncurkan	משגר	V;SG;ACT	N;MASC;SG
bersatu	יונייטד	bersatu	יונייטד	PROPN	PROPN
bersatu	מאוחדים	bersatu	אוחד	PROPN	V;MASC;PL;V.PTCP;PASS
bersatu	להתאחד	bersatu	התאחד	PROPN	V;NFIN
bersatu	התאחדו	bersatu	התאחדו	PROPN	V;PL;3;PST
dimensi	ממדי	dimensi	ממד	N;SG	PROPN
