और	y	और	y		CONJ
गोल्डन	dorados	गोल्डन	dorado	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL;V.PTCP
प्रभु	lord	प्रभु	lord	PROPN;NOM;MASC;SG;3	N;MASC;SG
प्रभु	señor	प्रभु	señor	PROPN;NOM;MASC;SG;3	INTJ
खण्ड	secciones	खण्ड	sección	N;NOM;MASC;SG;3	N;FEM;PL
खण्ड	tramos	खण्ड	tramo	N;NOM;MASC;SG;3	N;MASC;PL
खण्ड	segmentos	खण्ड	segmento	N;NOM;MASC;SG;3	N;MASC;PL
खण्ड	segmentar	खण्ड	segmentar	N;NOM;MASC;SG;3	V;NFIN
खण्ड	segmentos	खण्ड	segmento	N;NOM;MASC;SG;3	N;MASC;PL
पोप	pope	पोप	pope	N;NOM;MASC;SG;3	PROPN
लायक	worth	लायक	worth	ADP	N;MASC;SG
विनोद	vinod	विनोद	vinod	PROPN;NOM;MASC;SG;3	
सांता	santa	सांत	santo	PROPN;NOM;FEM;SG;3	ADJ;FEM;SG
संगणक	computadoras	संगणक	computador	N;NOM;MASC;SG;3	N;FEM;PL
संगणक	ordenadores	संगणक	ordenador	N;NOM;MASC;SG;3	N;MASC;PL
रूचि	intereses	रूचि	interés	N;NOM;FEM;SG;3	N;MASC;PL
रूचि	intereses	रूचि	interés	N;NOM;FEM;SG;3	N;MASC;PL
रेगिस्तान	desiertos	रेगिस्तान	desierto	N;NOM;MASC;SG;3	N;MASC;PL
व्यायाम	ejercicios	व्यायाम	ejercicio	N;NOM;MASC;SG;3	N;MASC;PL
एट	comi	एट	comi	PROPN;NOM;MASC;SG;3	V;IND;SG;1;PRS;FIN
एट	comió	एट	comer	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
एट	comí	एट	comí	PROPN;NOM;MASC;SG;3	V;IND;SG;1;PST;FIN
एट	comieron	एट	comer	PROPN;NOM;MASC;SG;3	V;IND;PL;3;PST;FIN
पूर्ववर्ती	predecesor	पूर्ववर्ती	predecesor	ADJ	N;MASC;SG
पूर्ववर्ती	antecesor	पूर्ववर्ती	antecesor	ADJ	N;MASC;SG
पूर्ववर्ती	predecesora	पूर्ववर्ती	predecesora	ADJ	N;FEM;SG
पूर्ववर्ती	predecesores	पूर्ववर्ती	predecesor	ADJ	N;MASC;PL
वाणी	vani	वाणी	vaner	PROPN;NOM;FEM;SG;3	INTJ
इंजीनियर	maquinista	इंजीनियर	maquinista	N;NOM;MASC;PL;3	N;SG
इंजीनियर	ingeniero	इंजीनियर	ingeniero	N;NOM;MASC;PL;3	N;MASC;SG
रोल	rollo	रोल	rollo		N;MASC;SG
रोल	roll	रोल	roll		N;MASC;SG
रहमान	rehman	रहमान	rehmar	PROPN;NOM;MASC;SG;3	PROPN
रहमान	rahman	रहमान	rahmar	PROPN;NOM;MASC;SG;3	N;MASC;SG
रहमान	misericordioso	रहमान	misericordioso	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
मुफ्त	libres	मुफ्त	libre	N;NOM;MASC;SG;3	ADJ;PL
मुफ्त	gratis	मुफ्त	gratis	N;NOM;MASC;SG;3	
मुफ्त	libre	मुफ्त	libre	N;NOM;MASC;SG;3	ADJ;SG
मुफ्त	gratuito	मुफ्त	gratuito	N;NOM;MASC;SG;3	ADJ;MASC;SG
लवण	sales	लवण	sal	N;NOM;MASC;SG;3	N;FEM;PL
बलि	decapitación	बलि	decapitación		N;FEM;SG
वर्णमाला	alfabético	वर्णमाला	alfabético	N;NOM;FEM;SG;3	ADJ;MASC;SG
टर्मिनल	terminal	टर्मिनल	terminal	N;NOM;MASC;SG;3	ADJ;SG
टर्मिनल	terminales	टर्मिनल	terminal	N;NOM;MASC;SG;3	N;PL
उद्धृत	citado	उद्धृत	citado	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
उद्धृत	citó	उद्धृत	citar	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PST;FIN
उद्धृत	cotizado	उद्धृत	cotizado	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
दुबई	dubai	दुबई	dubai	PROPN;NOM;MASC;SG;3	N;MASC;SG
दुबई	dubái	दुबई	dubái	PROPN;NOM;MASC;SG;3	N;MASC;SG
पावर	poder	पावर	poder	N;NOM;FEM;SG;3	V;NFIN
भूत	ghost	भूत	ghost		N
भूत	fantasmas	भूत	fantasma		N;PL
भूत	fantasma	भूत	fantasma		N;SG
भूत	fantasmas	भूत	fantasma		N;PL
चिंतन	meditar	चिंतन	meditar	N;NOM;MASC;SG;3	V;NFIN
क्यूबा	cuba	क्यूबा	cuba	PROPN;NOM;MASC;SG;3	N;FEM;SG
उपासना	adoración	उपासना	adoración	V;SG;FIN;ACT	N;FEM;SG
उपासना	culto	उपासना	culto	V;SG;FIN;ACT	N;MASC;SG
अनंत	infinita	अनंत	infinito		ADJ;FEM;SG
अनंत	infinito	अनंत	infinito		ADJ;MASC;SG
अनंत	infinitos	अनंत	infinito		ADJ;MASC;PL
अनंत	infinitas	अनंत	infinito		ADJ;FEM;PL
अनंत	infinidad	अनंत	infinidad		N;FEM;SG
अनंत	infinito	अनंत	infinito		ADJ;MASC;SG
अनंत	infinity	अनंत	infinity		N
बालों	cabello	बाल	cabello	N;ACC;MASC;PL;3	N;MASC;SG
बालों	pelo	बाल	pelo	N;ACC;MASC;PL;3	N;MASC;SG
बालों	peinado	बाल	peinado	N;ACC;MASC;PL;3	ADJ;MASC;SG;V.PTCP
कुत्ते	perros	कुत्ता	perro	N;NOM;MASC;SG;3	N;MASC;PL
कुत्ते	perros	कुत्ता	perro	N;NOM;MASC;SG;3	N;MASC;PL
फैली	extendido	फैल	extendido	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
कम्युनिस्ट	comunistas	कम्युनिस्ट	comunista	N;NOM;MASC;SG;3	N;PL
कम्युनिस्ट	comunista	कम्युनिस्ट	comunista	N;NOM;MASC;SG;3	ADJ;SG
प्रसंग	temáticas	प्रसंग	temático	N;NOM;MASC;SG;3	ADJ;FEM;PL
प्रसंग	temas	प्रसंग	tema	N;NOM;MASC;SG;3	N;MASC;PL
बिहारी	bihari	बिहारी	bihari	PROPN;NOM;MASC;SG;3	V;NFIN
अफ़ग़ानिस्तान	afganistán	अफ़ग़ानिस्तान	afganistán	PROPN;NOM;MASC;SG;3	N;MASC;SG
इन्द्र	indra	इंद्र	indra	PROPN;NOM;MASC;SG;3	N;SG
बर्तन	platillos	बर्तन	platillo	N;NOM;MASC;SG;3	N;MASC;PL
बर्तन	platos	बर्तन	plato	N;NOM;MASC;SG;3	N;MASC;PL
अस्वीकार	decadencia	अस्वीकार	decadencia		N;FEM;SG
अस्वीकार	declinación	अस्वीकार	declinación		N;FEM;SG
अस्वीकार	descenso	अस्वीकार	descenso		N;MASC;SG
अस्वीकार	declive	अस्वीकार	declive		N;MASC;SG
अस्वीकार	disminución	अस्वीकार	disminución		N;FEM;SG
अस्वीकार	declinar	अस्वीकार	declinar		V;NFIN
अस्वीकार	niegan	अस्वीकार	negar		V;IND;PL;3;PRS;FIN
अस्वीकार	negar	अस्वीकार	negar		V;NFIN
अस्वीकार	denegar	अस्वीकार	denegar		V;NFIN
अस्वीकार	negado	अस्वीकार	negado		ADJ;MASC;SG;V.PTCP
अस्वीकार	niegue	अस्वीकार	niegue		V;IMP;SG;3;FIN
अस्वीकार	rechazo	अस्वीकार	rechazo		N;MASC;SG
अस्वीकार	rechazar	अस्वीकार	rechazar		V;NFIN
जाएगी	temblor	जा	temblor	V;FEM;IND;SG;3;FUT;FIN;ACT	N;MASC;SG
जाएगी	temblores	जा	temblor	V;FEM;IND;SG;3;FUT;FIN;ACT	N;MASC;PL
मधुमेह	diabético	मधुमेह	diabético	N;NOM;MASC;SG;3	ADJ;MASC;SG
मधुमेह	diabética	मधुमेह	diabético	N;NOM;MASC;SG;3	ADJ;FEM;SG
मधुमेह	diabéticos	मधुमेह	diabético	N;NOM;MASC;SG;3	N;MASC;PL
हॉट	caliente	हॉट	caliente		ADJ;SG
हॉट	hot	हॉट	hot		N
हॉट	calientes	हॉट	caliente		ADJ;PL
हॉट	calor	हॉट	calor		N;MASC;SG
मार्गदर्शन	orientaciones	मार्गदर्शन	orientación	N;NOM;MASC;SG;3	N;FEM;PL
कर्तव्य	deber	कर्तव्य	deber	N;NOM;MASC;SG;3	V;NFIN
कर्तव्य	deberes	कर्तव्य	deber	N;NOM;MASC;SG;3	N;MASC;PL
नस्ल	razas	नस्ल	raza	N;NOM;FEM;SG;3	N;FEM;PL
नस्ल	reproducirse	नस्ल	reproducir	N;NOM;FEM;SG;3	V;SBJV;SG;3;PRS;FIN
नस्ल	étnico	नस्ल	étnico	N;NOM;FEM;SG;3	ADJ;MASC;SG
नस्ल	etnias	नस्ल	etnia	N;NOM;FEM;SG;3	N;FEM;PL
नस्ल	étnica	नस्ल	étnico	N;NOM;FEM;SG;3	ADJ;FEM;SG
केबल	cables	केबल	cable	N;NOM;MASC;SG;3	N;MASC;PL
केबल	cables	केबल	cable	N;NOM;MASC;SG;3	N;MASC;PL
सिडनी	sídney	सिडनी	sídney	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिडनी	sidney	सिडनी	sidney	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिडनी	sydney	सिडनी	sydney	PROPN;NOM;MASC;SG;3	N;MASC;SG
परिचालन	operaciones	परिचालन	operación	N;NOM;MASC;SG;3	N;FEM;PL
हाइड्रोकार्बन	hidrocarburos	हाइड्रोकार्बन	hidrocarburo	N;NOM;MASC;SG;3	N;MASC;PL
स्वप्न	sueña	स्वप्न	soñar	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
स्वप्न	ensueño	स्वप्न	ensueño	N;NOM;MASC;SG;3	ADJ;MASC;SG
स्वप्न	soñar	स्वप्न	soñar	N;NOM;MASC;SG;3	V;NFIN
अपराधी	criminal	अपराधी	criminal	N;NOM;MASC;PL;3	ADJ;SG
अपराधी	penales	अपराधी	penal	N;NOM;MASC;PL;3	ADJ;PL
अपराधी	delincuente	अपराधी	delincuente	N;NOM;MASC;PL;3	N;SG
अपराधी	penal	अपराधी	penal	N;NOM;MASC;PL;3	ADJ;SG
अपराधी	culpable	अपराधी	culpable	N;NOM;MASC;PL;3	ADJ;SG
अपराधी	culpables	अपराधी	culpable	N;NOM;MASC;PL;3	ADJ;PL
अपराधी	infractor	अपराधी	infractor	N;NOM;MASC;PL;3	N;MASC;SG
अपराधी	delincuente	अपराधी	delincuente	N;NOM;MASC;PL;3	N;SG
नाट्य	teatral	नाट्य	teatral	N;NOM;MASC;SG;3	ADJ;SG
नाट्य	teatrales	नाट्य	teatral	N;NOM;MASC;SG;3	ADJ;PL
नियत	conjunto	नियत	conjunto		N;MASC;SG
नियत	set	नियत	set		N;MASC;SG
नियत	fijado	नियत	fijado		ADJ;MASC;SG;V.PTCP
नियत	plató	नियत	plató		N;MASC;SG
सुना	escuchado	सुन	escuchar	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
सुना	oído	सुन	oír	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
सुना	escuchado	सुन	escuchar	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
सर्जरी	cirugías	सर्जरी	cirugía	N;NOM;FEM;SG;3	N;FEM;PL
सर्जरी	cirugías	सर्जरी	cirugía	N;NOM;FEM;SG;3	N;FEM;PL
झारखण्ड	jharkhand	झारखण्ड	jharkhand	PROPN;NOM;MASC;SG;3	N;MASC;SG
स्वरुप	formatos	स्वरुप	formato	N;NOM;MASC;SG;3	N;MASC;PL
भयंकर	macabro	भयंकर	macabro		ADJ;MASC;SG
भयंकर	terrible	भयंकर	terrible		ADJ;SG
भयंकर	horrible	भयंकर	horrible		ADJ;SG
भयंकर	horribles	भयंकर	horrible		ADJ;PL
भयंकर	horrible	भयंकर	horrible		ADJ;SG
औषधीय	medicinal	औषधीय	medicinal	N;NOM;MASC;SG;3	ADJ;SG
औषधीय	medicinales	औषधीय	medicinal	N;NOM;MASC;SG;3	ADJ;PL
आर्थर	arturo	आर्थर	arturo	PROPN;NOM;MASC;SG;3	N;MASC;SG
डाउनलोड	bajar	डाउनलोड	bajar	N;NOM;MASC;SG;3	V;NFIN
डाउनलोड	descargas	डाउनलोड	descarga	N;NOM;MASC;SG;3	N;FEM;PL
डाउनलोड	descargar	डाउनलोड	descargar	N;NOM;MASC;SG;3	V;NFIN
डाउनलोड	descargue	डाउनलोड	descargar	N;NOM;MASC;SG;3	V;IMP;SG;3;FIN
डाउनलोड	descargado	डाउनलोड	descargado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
डाउनलोड	descargados	डाउनलोड	descargado	N;NOM;MASC;SG;3	ADJ;MASC;PL;V.PTCP
डाउनलोड	descargada	डाउनलोड	descargado	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
डाउनलोड	descargas	डाउनलोड	descarga	N;NOM;MASC;SG;3	N;FEM;PL
खुदरा	minoristas	खुदरा	minorista	N;NOM;MASC;SG;3	N;PL
खुदरा	minorista	खुदरा	minorista	N;NOM;MASC;SG;3	ADJ;SG
नीदरलैंड	holanda	नीदरलैंड	holanda	PROPN;NOM;MASC;SG;3	N;FEM;SG
घाव	herida	घाव	herido	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
स्पोर्ट्स	deportivo	स्पोर्ट	deportivo	N;NOM;MASC;PL;3	ADJ;MASC;SG
स्पोर्ट्स	deporte	स्पोर्ट	deporte	N;NOM;MASC;PL;3	N;MASC;SG
क्रॉस	cruz	क्रॉस	cruz		N;FEM;SG
क्रॉस	cross	क्रॉस	cross		N
क्रॉस	cruce	क्रॉस	cruce		N;MASC;SG
क्रॉस	cruzado	क्रॉस	cruzar		ADJ;MASC;SG;V.PTCP
साप्ताहिक	semanal	साप्ताहिक	semanal	N;NOM;MASC;SG;3	ADJ;SG
साप्ताहिक	semanales	साप्ताहिक	semanal	N;NOM;MASC;SG;3	ADJ;PL
साप्ताहिक	semanalmente	साप्ताहिक	semanalmente	N;NOM;MASC;SG;3	ADV
सुनील	sunil	सुनील	sunil	PROPN;NOM;MASC;SG;3	N;SG
अनुभूति	sintiendo	अनुभूति	sentir	N;NOM;FEM;SG;3	V;V.MSDR
राजस्थानी	rajasthani	राजस्थानी	rajasthani	N;NOM;MASC;SG;3	N;FEM;PL
मेजर	mayor	मेजर	mayor	N;NOM;MASC;SG;3	ADJ;SG
स्वतः	auto	स्वतः	auto		N;MASC;SG
स्वतः	automático	स्वतः	automático		ADJ;MASC;SG
स्टीव	steve	स्टीव	steve	PROPN;NOM;MASC;SG;3	PROPN
थिएटर	teatros	थिएटर	teatro	N;NOM;MASC;SG;3	N;MASC;PL
थिएटर	cines	थिएटर	cine	N;NOM;MASC;SG;3	N;MASC;PL
थिएटर	teatros	थिएटर	teatro	N;NOM;MASC;SG;3	N;MASC;PL
थिएटर	teatros	थिएटर	teatro	N;NOM;MASC;SG;3	N;MASC;PL
दूरसंचार	telecomunicaciones	दूरसंचार	telecomunicación	N;NOM;MASC;SG;3	N;FEM;PL
दूरसंचार	telecomunicaciones	दूरसंचार	telecomunicación	N;NOM;MASC;SG;3	N;FEM;PL
खपत	consumida	खपत	consumido	N;NOM;FEM;SG;3	ADJ;FEM;SG;V.PTCP
खपत	consumido	खपत	consumir	N;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
खपत	consumidos	खपत	consumido	N;NOM;FEM;SG;3	ADJ;MASC;PL;V.PTCP
खपत	consumos	खपत	consumo	N;NOM;FEM;SG;3	N;MASC;PL
चक्कर	mareado	चक्कर	mareado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
परिवेश	alrededores	परिवेश	alrededor	N;NOM;MASC;SG;3	N;MASC;PL
परिवेश	ambiental	परिवेश	ambiental	N;NOM;MASC;SG;3	ADJ;SG
प्रतिरक्षा	inmunitario	प्रतिरक्षा	inmunitario	N;NOM;FEM;SG;3	ADJ;MASC;SG
प्रतिरक्षा	inmunológico	प्रतिरक्षा	inmunológico	N;NOM;FEM;SG;3	ADJ;MASC;SG
प्रतिरक्षा	inmunes	प्रतिरक्षा	inmune	N;NOM;FEM;SG;3	ADJ;PL
दृढ़	tenacidad	दृढ़	tenacidad		N;FEM;SG
दृढ़	tenaz	दृढ़	tenaz		ADJ;SG
गुलाब	roses	गुलाब	ros	PROPN;NOM;MASC;SG;3	N;MASC
गुलाब	rosas	गुलाब	rosa	PROPN;NOM;MASC;SG;3	N;FEM;PL
गुलाब	rose	गुलाब	rose	PROPN;NOM;MASC;SG;3	N
गुलाब	rosa	गुलाब	rosa	PROPN;NOM;MASC;SG;3	N;FEM;SG
भालू	koala	भालू	koala	PROPN;NOM;MASC;SG;3	N;MASC;SG
भालू	osos	भालू	ose	PROPN;NOM;MASC;SG;3	N;MASC;PL
भालू	osa	भालू	osar	PROPN;NOM;MASC;SG;3	N;FEM;SG
भालू	bear	भालू	bear	PROPN;NOM;MASC;SG;3	N
भालू	oso	भालू	oso	PROPN;NOM;MASC;SG;3	N;MASC;SG
भालू	osito	भालू	osito	PROPN;NOM;MASC;SG;3	N;MASC;SG
दूरदर्शन	televisiones	दूरदर्शन	televisión	N;NOM;MASC;SG;3	N;FEM;PL
सोमवार	lunes	सोमवार	lunes	PROPN;NOM;MASC;SG;3	N
सोमवार	lunes	सोमवार	lunes	PROPN;NOM;MASC;SG;3	N
सर्दियों	inviernos	सर्दी	invierno	N;ACC;FEM;PL;3	ADJ;MASC;PL
सर्दियों	winters	सर्दी	winters	N;ACC;FEM;PL;3	N;SG
सर्दियों	invierno	सर्दी	invierno	N;ACC;FEM;PL;3	N;MASC;SG
गांवों	poblados	गांव	poblado	N;NOM;MASC;PL;3	ADJ;MASC;PL;V.PTCP
ऑटो	automático	ऑटो	automático	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्यत	normalidad	सामान्यत	normalidad		N;FEM;SG
इलेक्ट्रिक	eléctrica	इलेक्ट्रिक	eléctrico	N;NOM	ADJ;FEM;SG
इलेक्ट्रिक	eléctrico	इलेक्ट्रिक	eléctrico	N;NOM	ADJ;MASC;SG
शतक	century	शतक	century	N;NOM;MASC;SG;3	PROPN
मक्का	meca	मक्का	meca	PROPN;NOM;MASC;SG;3	N;FEM;SG
मक्का	maíz	मक्का	maíz	PROPN;NOM;MASC;SG;3	N;MASC;SG
मक्का	maiz	मक्का	maiz	PROPN;NOM;MASC;SG;3	N;MASC;SG
आस्था	fé	आस्था	fé	N;NOM;FEM;SG;3	
अफगानिस्तान	afganistán	अफगानिस्तान	afganistán	PROPN;NOM;MASC;SG;3	N;MASC;SG
राजेश	rajesh	राजेश	rajesh	PROPN;NOM;MASC;SG;3	N;MASC;SG
निष्पादन	ejecuta	निष्पादन	ejecuto	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
निष्पादन	ejecute	निष्पादन	ejecutar	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS;FIN
निष्पादन	ejecutar	निष्पादन	ejecutar	N;NOM;MASC;SG;3	V;NFIN
पहचाना	identificado	पहचान	identificado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
पहचाना	identificadas	पहचान	identificado	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
पहचाना	identificada	पहचान	identificado	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
पहचाना	identificados	पहचान	identificado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
पहचाना	reconocido	पहचान	reconocido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
पहचाना	reconocidas	पहचान	reconocido	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
पहचाना	reconocidos	पहचान	reconocido	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
पहचाना	reconocida	पहचान	reconocido	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
वाहक	portaaviones	वाहक	portavión		N;MASC;PL
वाहक	porteador	वाहक	porteador		N;MASC;SG
वाहक	transportista	वाहक	transportista		N;SG
वाहक	porteadores	वाहक	porteador		N;MASC;PL
वाहक	portaaviones	वाहक	portavión		N;MASC;PL
वाहक	transportistas	वाहक	transportista		N;PL
वाहक	portadores	वाहक	portador		N;MASC;PL
स्वदेशी	autóctono	स्वदेशी	autóctono	N;NOM;MASC;SG;3	ADJ;MASC;SG
स्वदेशी	indígenas	स्वदेशी	indígena	N;NOM;MASC;SG;3	N;PL
स्वदेशी	autóctona	स्वदेशी	autóctono	N;NOM;MASC;SG;3	ADJ;FEM;SG
स्वदेशी	indígena	स्वदेशी	indígena	N;NOM;MASC;SG;3	ADJ;SG
अभिक्रिया	reacciones	अभिक्रिया	reacción	N;NOM;FEM;SG;3	N;FEM;PL
सुनने	audición	सुन	audición	V;NFIN;ACT	N;FEM;SG
सुनने	oído	सुन	oír	V;NFIN;ACT	ADJ;MASC;SG;V.PTCP
हड्डी	ósea	हड्डी	óseo	N;NOM;FEM;SG;3	ADJ;FEM;SG
हड्डी	huesos	हड्डी	hueso	N;NOM;FEM;SG;3	N;MASC;PL
वक्र	curvas	वक्र	curva	N;NOM;MASC;SG;3	N;FEM;PL
पुरातत्व	arqueológica	पुरातत्व	arqueológico	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
पुरातत्व	arqueológico	पुरातत्व	arqueológico	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
पुरातत्व	arqueológicos	पुरातत्व	arqueológico	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
पुरातत्व	arqueológicas	पुरातत्व	arqueológico	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
पुरातत्व	arqueología	पुरातत्व	arqueología	PROPN;NOM;MASC;SG;3	N;FEM;SG
वरुण	varuna	वरुण	varuna	PROPN;NOM;MASC;SG;3	N;SG
वरुण	neptuno	वरुण	neptuno	PROPN;NOM;MASC;SG;3	N;MASC;SG
आजाद	libres	आजाद	libre	PROPN;NOM;MASC;SG;3	ADJ;PL
आजाद	gratis	आजाद	gratis	PROPN;NOM;MASC;SG;3	
आजाद	free	आजाद	freer	PROPN;NOM;MASC;SG;3	N
आजाद	libre	आजाद	libre	PROPN;NOM;MASC;SG;3	ADJ;SG
आजाद	gratuito	आजाद	gratuito	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आजाद	azad	आजाद	azad	PROPN;NOM;MASC;SG;3	N;SG
मेहता	mehta	मेहता	mehta	PROPN;NOM;SG;3	N;FEM;SG
कॉर्पोरेट	corporativas	कॉर्पोरेट	corporativo	N;NOM;MASC;SG;3	ADJ;FEM;PL
कॉर्पोरेट	corporativo	कॉर्पोरेट	corporativo	N;NOM;MASC;SG;3	ADJ;MASC;SG
